
[00:00:00.000 --> 00:00:06.000]  不知道大家上個星期有沒有看《查理斯三世》的加冕儀式呢?
[00:02:07.000 --> 00:02:13.000]  我們今天一同去看看這個平凡女子
[00:02:13.000 --> 00:02:17.000]  她所表現到的一個不平凡的經歷
[00:02:17.000 --> 00:02:19.000]  我們從當中學一些功課
[00:02:19.000 --> 00:02:25.000]  以斯帖成為了波斯閣的皇后之後
[00:02:25.000 --> 00:02:29.000]  很自然地過著皇后的生活
[00:02:29.000 --> 00:02:30.000]  意思是甚麼?
[00:02:30.000 --> 00:02:32.000]  意思就是住在皇宮
[00:02:32.000 --> 00:02:37.000]  吃好的、穿好的
[00:02:37.000 --> 00:02:39.000]  可能用最好的化妝品
[00:02:39.000 --> 00:02:41.000]  最好的護膚品
[00:02:41.000 --> 00:02:42.000]  我們也相信
[00:02:42.000 --> 00:02:44.000]  可能有很多的工人、伏皮
[00:02:44.000 --> 00:02:47.000]  沒有日子幫他做面膜、按摩等等
[00:02:47.000 --> 00:02:49.000]  當然我們不可以怪責
[00:02:49.000 --> 00:02:51.000]  你怎麼這麼物質主義?
[00:02:51.000 --> 00:02:53.000]  我相信也不是他選擇得到的
[00:02:53.000 --> 00:02:55.000]  我相信是當時的國王
[00:02:55.000 --> 00:02:56.000]  你做到皇后
[00:02:56.000 --> 00:02:59.000]  你就要有這樣的生活方式
[00:02:59.000 --> 00:03:01.000]  以斯帖我相信
[00:03:01.000 --> 00:03:04.000]  他也不能夠隨便地自由出入皇宮
[00:03:04.000 --> 00:03:08.000]  大概因為他一直要留在皇宮裡面
[00:03:08.000 --> 00:03:09.000]  所以他大概也不知道
[00:03:09.000 --> 00:03:12.000]  究竟皇宮外面是發生甚麼事
[00:03:12.000 --> 00:03:13.000]  《聖經》告訴我們
[00:03:13.000 --> 00:03:14.000]  在那個時候
[00:03:14.000 --> 00:03:16.000]  皇宮外面是另外一個世界
[00:03:16.000 --> 00:03:18.000]  所有的猶大人
[00:03:18.000 --> 00:03:19.000]  在那個時候
[00:03:19.000 --> 00:03:25.000]  活在悲哀的恐懼當中
[00:03:25.000 --> 00:03:26.000]  為甚麼呢?
[00:03:26.000 --> 00:03:29.000]  因為皇帝當時發了一個命令
[00:03:29.000 --> 00:03:31.000]  在遲些的日子裡面
[00:03:31.000 --> 00:03:35.000]  會將所有國內的猶大人
[00:03:35.000 --> 00:03:38.000]  全部殺死
[00:03:38.000 --> 00:03:39.000]  所以《聖經》形容
[00:03:39.000 --> 00:03:41.000]  當時的猶大人
[00:03:41.000 --> 00:03:42.000]  大大悲哀
[00:03:42.000 --> 00:03:44.000]  禁食哭泣哀嚎
[00:03:44.000 --> 00:03:49.000]  穿麻衣躺在灰中的甚多
[00:03:49.000 --> 00:03:51.000]  當中其中一個就是
[00:03:51.000 --> 00:03:53.000]  這個故事的其中一個主角
[00:03:53.000 --> 00:03:54.000]  末底改
[00:03:54.000 --> 00:03:55.000]  《聖經》告訴我們
[00:03:55.000 --> 00:03:57.000]  末底改就撕裂衣服
[00:03:57.000 --> 00:03:58.000]  穿麻衣蒙灰塵
[00:03:58.000 --> 00:03:59.000]  在城中行走
[00:03:59.000 --> 00:04:03.000]  痛哭哀嚎直到朝門前
[00:04:03.000 --> 00:04:04.000]  為甚麼呢?
[00:04:04.000 --> 00:04:05.000]  不能進去
[00:04:05.000 --> 00:04:07.000]  因為穿麻衣的不能進朝門
[00:04:07.000 --> 00:04:09.000]  這麼大的動作
[00:04:09.000 --> 00:04:10.000]  我們可以想像
[00:04:10.000 --> 00:04:14.000]  當然令到以思帖引起一個注意
[00:04:14.000 --> 00:04:16.000]  以思帖在差派他的僕人
[00:04:16.000 --> 00:04:18.000]  亦都傳話
[00:04:18.000 --> 00:04:22.000]  這個僕人就告訴以思帖
[00:04:22.000 --> 00:04:24.000]  從末底改的口中得知
[00:04:24.000 --> 00:04:26.000]  原來有一個皇發出的命令
[00:04:26.000 --> 00:04:31.000]  是要某一日將所有的猶大人
[00:04:31.000 --> 00:04:33.000]  全部殺死
[00:04:33.000 --> 00:04:36.000]  不單止末底改
[00:04:36.000 --> 00:04:41.000]  將這個消息告訴以思帖
[00:04:41.000 --> 00:04:44.000]  末底改更加要求
[00:04:44.000 --> 00:04:48.000]  更加要求以思帖進去見皇
[00:04:48.000 --> 00:04:50.000]  為他的子民
[00:04:50.000 --> 00:04:54.000]  去跟皇帝求情
[00:04:54.000 --> 00:04:55.000]  大家想想
[00:04:55.000 --> 00:04:57.000]  這是一個很大的要求
[00:04:57.000 --> 00:04:59.000]  甚至我可以說
[00:04:59.000 --> 00:05:02.000]  這個對以思帖的要求
[00:05:02.000 --> 00:05:04.000]  是令人反感的
[00:05:04.000 --> 00:05:06.000]  為甚麼這樣說呢?
[00:05:06.000 --> 00:05:08.000]  大家要認真想想當時的情況
[00:05:08.000 --> 00:05:09.000]  大家記不記得
[00:05:09.000 --> 00:05:11.000]  當時聖經告訴我們
[00:05:11.000 --> 00:05:13.000]  在那個時刻之前
[00:05:13.000 --> 00:05:15.000]  沒有一個人知道
[00:05:15.000 --> 00:05:17.000]  以思帖的身份
[00:05:17.000 --> 00:05:18.000]  沒有人知道
[00:05:18.000 --> 00:05:20.000]  以思帖原來就是猶大人
[00:05:20.000 --> 00:05:21.000]  聖經說得很清楚
[00:05:21.000 --> 00:05:23.000]  他的身份是沒有公開的
[00:05:23.000 --> 00:05:25.000]  所以沒有一個朝中的人
[00:05:25.000 --> 00:05:29.000]  知道以思帖原來是猶大人的背景
[00:05:29.000 --> 00:05:30.000]  即是甚麼?
[00:05:30.000 --> 00:05:38.000]  即是皇帝所落的種族清洗的事情
[00:05:38.000 --> 00:05:41.000]  以思帖是可以置身事外
[00:05:41.000 --> 00:05:42.000]  他也不是猶大人
[00:05:42.000 --> 00:05:43.000]  沒有人知道他是猶大人
[00:05:43.000 --> 00:05:44.000]  不過
[00:05:44.000 --> 00:05:46.000]  大家看看經文
[00:05:46.000 --> 00:05:49.000]  經文說末底改跟他的僕人
[00:05:49.000 --> 00:05:51.000]  以思帖的僕人說甚麼?
[00:05:51.000 --> 00:05:53.000]  你要進去見皇
[00:05:53.000 --> 00:05:55.000]  為本族的人
[00:05:55.000 --> 00:05:58.000]  在皇面前懇切祈求
[00:05:58.000 --> 00:06:00.000]  那就慘了
[00:06:00.000 --> 00:06:01.000]  就是說
[00:06:01.000 --> 00:06:04.000]  傳說那個知道末知的以思帖
[00:06:04.000 --> 00:06:06.000]  原來是猶大人
[00:06:06.000 --> 00:06:09.000]  大家都看過宮廷劇集
[00:06:09.000 --> 00:06:10.000]  即是甚麼?
[00:06:10.000 --> 00:06:11.000]  我沒有看過
[00:06:11.000 --> 00:06:12.000]  不過我知道
[00:06:12.000 --> 00:06:15.000]  似宮廷裡一個人知道的秘密
[00:06:15.000 --> 00:06:17.000]  很快就十個知道
[00:06:17.000 --> 00:06:19.000]  很快就變成一百個知道
[00:06:19.000 --> 00:06:20.000]  我問你
[00:06:20.000 --> 00:06:21.000]  如果你是以思帖
[00:06:21.000 --> 00:06:24.000]  本來沒有人知道我是猶大人
[00:06:24.000 --> 00:06:28.000]  現在每個人都知道我是猶大人
[00:06:28.000 --> 00:06:29.000]  你會不會跟這個末底改
[00:06:29.000 --> 00:06:32.000]  因此而跟他斷交
[00:06:32.000 --> 00:06:33.000]  割席
[00:06:33.000 --> 00:06:35.000]  會不會?
[00:06:35.000 --> 00:06:37.000]  我們看看聖經怎麼說
[00:06:37.000 --> 00:06:39.000]  以思帖的回覆
[00:06:39.000 --> 00:06:40.000]  在第十一節他說
[00:06:40.000 --> 00:06:44.000]  他就跟末底改通過傳話這樣說
[00:06:44.000 --> 00:06:47.000]  皇宮裡面有一個規例
[00:06:47.000 --> 00:06:51.000]  如果不是皇帝親自召你進去的話
[00:06:51.000 --> 00:06:53.000]  如果擅自進來院見皇的
[00:06:53.000 --> 00:06:54.000]  怎樣?
[00:06:54.000 --> 00:06:57.000]  無論男女必被處死
[00:06:57.000 --> 00:06:59.000]  從這個答覆
[00:06:59.000 --> 00:07:01.000]  我們看不到
[00:07:01.000 --> 00:07:04.000]  以思帖有憤怒
[00:07:04.000 --> 00:07:07.000]  或者是想跟末底改斷交
[00:07:07.000 --> 00:07:08.000]  相反
[00:07:08.000 --> 00:07:09.000]  在這句說話裡
[00:07:09.000 --> 00:07:11.000]  我感受到一種情緒
[00:07:11.000 --> 00:07:13.000]  甚麼情緒?
[00:07:13.000 --> 00:07:14.000]  恐懼
[00:07:14.000 --> 00:07:15.000]  恐懼
[00:07:15.000 --> 00:07:18.000]  你叫以思帖
[00:07:18.000 --> 00:07:21.000]  未在皇帝召喚他之前
[00:07:21.000 --> 00:07:25.000]  自己進宮見皇帝
[00:07:25.000 --> 00:07:26.000]  命都沒有
[00:07:26.000 --> 00:07:27.000]  是不是?
[00:07:27.000 --> 00:07:28.000]  命都沒有
[00:07:28.000 --> 00:07:30.000]  而且
[00:07:30.000 --> 00:07:31.000]  以思帖還說
[00:07:31.000 --> 00:07:32.000]  三十天了
[00:07:32.000 --> 00:07:34.000]  皇帝已經沒有叫我進宮了
[00:07:34.000 --> 00:07:36.000]  我已經三十天沒見過皇帝了
[00:07:36.000 --> 00:07:39.000]  現在你叫我進去見皇帝
[00:07:39.000 --> 00:07:41.000]  開玩笑
[00:07:41.000 --> 00:07:44.000]  反過來你會恐懼嗎?
[00:07:44.000 --> 00:07:46.000]  我相信我們沒有權
[00:07:46.000 --> 00:07:47.000]  來指責
[00:07:47.000 --> 00:07:49.000]  以思帖的恐懼
[00:07:49.000 --> 00:07:50.000]  為甚麼?
[00:07:50.000 --> 00:07:51.000]  因為我相信沒有一個人
[00:07:51.000 --> 00:07:52.000]  好像以思帖一樣
[00:07:52.000 --> 00:07:55.000]  清楚這個皇帝的
[00:07:55.000 --> 00:07:57.000]  凶殘的皮性
[00:07:57.000 --> 00:08:00.000]  你看他
[00:08:00.000 --> 00:08:02.000]  隨隨便便下了一個
[00:08:02.000 --> 00:08:05.000]  清洗所有猶大人的命令
[00:08:05.000 --> 00:08:06.000]  就已經知道這個皇帝
[00:08:06.000 --> 00:08:09.000]  他的皮性是極度的凶殘
[00:08:09.000 --> 00:08:10.000]  是不是?
[00:08:10.000 --> 00:08:11.000]  他知道
[00:08:11.000 --> 00:08:13.000]  如果他這樣做的時候
[00:08:13.000 --> 00:08:14.000]  他是將他的生命
[00:08:14.000 --> 00:08:15.000]  擺在一個
[00:08:15.000 --> 00:08:17.000]  很容易衝動做決定的
[00:08:17.000 --> 00:08:20.000]  皇帝手裡面
[00:08:20.000 --> 00:08:21.000]  還有你要留意
[00:08:21.000 --> 00:08:24.000]  根據之前的故事
[00:08:24.000 --> 00:08:25.000]  這個皇帝
[00:08:25.000 --> 00:08:27.000]  是很容易受到周圍
[00:08:27.000 --> 00:08:29.000]  那些臣僕的說話所
[00:08:29.000 --> 00:08:30.000]  左右他的決定的
[00:08:30.000 --> 00:08:31.000]  是不是?
[00:08:31.000 --> 00:08:32.000]  大家想像一下
[00:08:32.000 --> 00:08:34.000]  如果你是以思帖
[00:08:34.000 --> 00:08:35.000]  好
[00:08:35.000 --> 00:08:38.000]  我就斗膽子去見皇帝
[00:08:38.000 --> 00:08:40.000]  誰知道進去皇帝的時候
[00:08:40.000 --> 00:08:41.000]  原來他剛剛跟那些臣僕
[00:08:41.000 --> 00:08:42.000]  在那裡喝酒
[00:08:42.000 --> 00:08:45.000]  開心作樂
[00:08:45.000 --> 00:08:46.000]  見到那個皇帝
[00:08:46.000 --> 00:08:47.000]  見到那個皇后來到的時候
[00:08:47.000 --> 00:08:49.000]  那個皇帝就問周圍的臣僕
[00:08:49.000 --> 00:08:50.000]  誒?
[00:08:50.000 --> 00:08:52.000]  皇后未經我的呼喚
[00:08:52.000 --> 00:08:54.000]  自己斗膽走來皇宮
[00:08:54.000 --> 00:08:58.000]  我應該怎樣處置這個皇后?
[00:08:58.000 --> 00:08:59.000]  大家想想
[00:08:59.000 --> 00:09:00.000]  如果周圍的臣僕
[00:09:00.000 --> 00:09:02.000]  隨便有一個不長性的話
[00:09:02.000 --> 00:09:04.000]  應該處決
[00:09:04.000 --> 00:09:06.000]  這時候
[00:09:06.000 --> 00:09:09.000]  以思帖的性命
[00:09:09.000 --> 00:09:11.000]  就凍過水了
[00:09:11.000 --> 00:09:13.000]  所以我們這樣來看的時候
[00:09:13.000 --> 00:09:16.000]  以思帖他的恐懼
[00:09:16.000 --> 00:09:18.000]  是完全可以理解的
[00:09:18.000 --> 00:09:21.000]  《末底改》的回覆是怎樣?
[00:09:21.000 --> 00:09:23.000]  《末底改》的回覆就是說
[00:09:23.000 --> 00:09:27.000]  你以為你在皇宮裡面做皇后
[00:09:27.000 --> 00:09:29.000]  勝過其他人嗎?
[00:09:29.000 --> 00:09:32.000]  你可以因此避過此劫嗎?
[00:09:32.000 --> 00:09:34.000]  接著他再加一句
[00:09:34.000 --> 00:09:37.000]  已知你得了皇后的位分
[00:09:37.000 --> 00:09:40.000]  不是為了現在這一個的機會嗎?
[00:09:40.000 --> 00:09:43.000]  在《末底改》中再一次提醒
[00:09:43.000 --> 00:09:48.000]  以思帖他這個皇后的位分
[00:09:48.000 --> 00:09:51.000]  神讓他得了這個皇后的位分
[00:09:51.000 --> 00:09:53.000]  其實可以說是
[00:09:53.000 --> 00:09:54.000]  他在那個時候
[00:09:54.000 --> 00:09:55.000]  作為一個皇后
[00:09:55.000 --> 00:09:58.000]  是一個最好的位分
[00:09:58.000 --> 00:10:00.000]  以及最好的機會
[00:10:00.000 --> 00:10:04.000]  來跟皇帝說關於這件事
[00:10:04.000 --> 00:10:05.000]  大家同不同意?
[00:10:05.000 --> 00:10:06.000]  大家同不同意?
[00:10:06.000 --> 00:10:10.000]  那時候的以思帖是最好的機會
[00:10:10.000 --> 00:10:11.000]  最好的位分
[00:10:11.000 --> 00:10:14.000]  來跟皇帝說這件事
[00:10:14.000 --> 00:10:19.000]  我相信很視乎當時的以思帖
[00:10:19.000 --> 00:10:22.000]  怎樣看他皇后的位分
[00:10:22.000 --> 00:10:24.000]  我覺得有兩個可能性
[00:10:24.000 --> 00:10:26.000]  第一
[00:10:26.000 --> 00:10:29.000]  皇后的位分是神所賜予的
[00:10:29.000 --> 00:10:31.000]  第二個可能性就是
[00:10:31.000 --> 00:10:36.000]  皇后的位分是我披荊斬棘
[00:10:36.000 --> 00:10:38.000]  自己爭取回來的
[00:10:38.000 --> 00:10:39.000]  是不是?
[00:10:39.000 --> 00:10:43.000]  如果以思帖覺得這個皇后的位分
[00:10:43.000 --> 00:10:47.000]  是他自己爭取回來的時候
[00:10:47.000 --> 00:10:48.000]  大家想一想
[00:10:48.000 --> 00:10:50.000]  我相信當時的以思帖
[00:10:50.000 --> 00:10:53.000]  必定會想盡辦法怎樣?
[00:10:53.000 --> 00:10:54.000]  避過此劫
[00:10:54.000 --> 00:10:56.000]  不要搞到我
[00:10:56.000 --> 00:10:58.000]  我要繼續用盡我的能力
[00:10:58.000 --> 00:11:01.000]  來保持我皇后的位分
[00:11:01.000 --> 00:11:02.000]  不過
[00:11:02.000 --> 00:11:03.000]  反過來
[00:11:03.000 --> 00:11:06.000]  如果他認定皇后的位分
[00:11:06.000 --> 00:11:08.000]  是神所賜予的時候
[00:11:08.000 --> 00:11:09.000]  那就很不同
[00:11:09.000 --> 00:11:10.000]  那時候
[00:11:10.000 --> 00:11:12.000]  末弟改所說的話
[00:11:12.000 --> 00:11:14.000]  是事實
[00:11:14.000 --> 00:11:17.000]  皇后的位分並不是偶然發生
[00:11:17.000 --> 00:11:19.000]  而是神一個計劃
[00:11:19.000 --> 00:11:20.000]  讓他在這個處境
[00:11:20.000 --> 00:11:22.000]  在這個危難裡
[00:11:22.000 --> 00:11:24.000]  運用他皇后的身份
[00:11:24.000 --> 00:11:28.000]  去處理、解決當時的危機
[00:11:28.000 --> 00:11:33.000]  我們看看以思帖怎樣回覆
[00:11:33.000 --> 00:11:35.000]  他說
[00:11:35.000 --> 00:11:36.000]  我們一起
[00:11:36.000 --> 00:11:39.000]  三天三夜禁食口供
[00:11:39.000 --> 00:11:41.000]  然後我就違規
[00:11:41.000 --> 00:11:43.000]  進去見王
[00:11:43.000 --> 00:11:45.000]  要死就死吧
[00:11:45.000 --> 00:11:47.000]  我想大家比較兩個的反應
[00:11:47.000 --> 00:11:49.000]  記不記得一開始的時候
[00:11:49.000 --> 00:11:52.000]  以思帖的反應是什麼?
[00:11:52.000 --> 00:11:54.000]  以思帖的反應是
[00:11:54.000 --> 00:11:55.000]  若不蒙照
[00:11:55.000 --> 00:11:57.000]  擅入內院見王的
[00:11:57.000 --> 00:12:00.000]  無論男女必被處死
[00:12:00.000 --> 00:12:02.000]  這個反應代表什麼?
[00:12:02.000 --> 00:12:03.000]  代表恐懼
[00:12:03.000 --> 00:12:04.000]  說會死的
[00:12:04.000 --> 00:12:05.000]  你這樣進去見皇帝
[00:12:05.000 --> 00:12:07.000]  接著到現在的反應是什麼?
[00:12:07.000 --> 00:12:10.000]  我違規進去見王
[00:12:10.000 --> 00:12:13.000]  我若死就死吧
[00:12:13.000 --> 00:12:14.000]  大家看到嗎?
[00:12:14.000 --> 00:12:15.000]  兩個反應
[00:12:15.000 --> 00:12:17.000]  很明顯第一個反應是恐懼
[00:12:17.000 --> 00:12:20.000]  由恐懼進入勇氣
[00:12:20.000 --> 00:12:22.000]  你說為什麼以思帖會有
[00:12:22.000 --> 00:12:25.000]  這麼大的分別?
[00:12:25.000 --> 00:12:28.000]  我相信是因為以思帖明白了
[00:12:28.000 --> 00:12:31.000]  他得著皇后的位份
[00:12:31.000 --> 00:12:33.000]  並不偶然
[00:12:33.000 --> 00:12:35.000]  而是神的計劃
[00:12:35.000 --> 00:12:36.000]  他的責任就是明白
[00:12:36.000 --> 00:12:37.000]  既然神賜予他
[00:12:37.000 --> 00:12:39.000]  一個皇后的身份
[00:12:39.000 --> 00:12:42.000]  究竟神的心意是什麼?
[00:12:42.000 --> 00:12:43.000]  很明顯神的心意
[00:12:43.000 --> 00:12:44.000]  不是叫他在皇宮裡
[00:12:44.000 --> 00:12:46.000]  享受世界
[00:12:46.000 --> 00:12:49.000]  而是運用他這個身份
[00:12:49.000 --> 00:12:51.000]  所給他的權力
[00:12:51.000 --> 00:12:53.000]  和機會
[00:12:53.000 --> 00:12:55.000]  服侍天父上帝
[00:12:55.000 --> 00:12:58.000]  服侍那個世代
[00:12:58.000 --> 00:13:00.000]  神的子民
[00:13:00.000 --> 00:13:05.000]  穆底葛除了提醒以思帖
[00:13:05.000 --> 00:13:08.000]  他這個皇后的身份之外
[00:13:08.000 --> 00:13:12.000]  穆底葛也跟他說
[00:13:12.000 --> 00:13:16.000]  如果你這個時候閉口不言
[00:13:16.000 --> 00:13:19.000]  你那個平安、安全
[00:13:19.000 --> 00:13:22.000]  在皇宮裡你覺得沒問題嗎?
[00:13:22.000 --> 00:13:23.000]  是假象而已
[00:13:23.000 --> 00:13:24.000]  是很暫時而已
[00:13:24.000 --> 00:13:25.000]  因為怎麼樣?
[00:13:25.000 --> 00:13:27.000]  因為你的敵人必定會去
[00:13:27.000 --> 00:13:28.000]  我們今天說的是什麼?
[00:13:28.000 --> 00:13:29.000]  起底
[00:13:29.000 --> 00:13:31.000]  一定會起你的底
[00:13:31.000 --> 00:13:33.000]  很快全部的人都會知道
[00:13:33.000 --> 00:13:36.000]  你就是猶大人
[00:13:36.000 --> 00:13:38.000]  就是說當眾人
[00:13:38.000 --> 00:13:40.000]  當皇帝知道了
[00:13:40.000 --> 00:13:44.000]  你那個猶大人的身份之後
[00:13:44.000 --> 00:13:46.000]  在那一天
[00:13:46.000 --> 00:13:50.000]  你就會跟其他所有的猶大人
[00:13:50.000 --> 00:13:52.000]  一起被殺
[00:13:52.000 --> 00:13:54.000]  穆底葛也加了一句
[00:13:54.000 --> 00:13:55.000]  就是說
[00:13:55.000 --> 00:13:58.000]  如果你在這個時候
[00:13:58.000 --> 00:14:01.000]  不做一些事情的時候
[00:14:01.000 --> 00:14:04.000]  猶大人也必從別處得解脫
[00:14:04.000 --> 00:14:06.000]  蒙請救
[00:14:06.000 --> 00:14:09.000]  不過你和你父家
[00:14:09.000 --> 00:14:11.000]  必自滅亡
[00:14:11.000 --> 00:14:13.000]  這句話很恐嚇性
[00:14:13.000 --> 00:14:14.000]  也有威脅性
[00:14:14.000 --> 00:14:16.000]  你嚇我
[00:14:16.000 --> 00:14:19.000]  不過這個卻是一個事實
[00:14:19.000 --> 00:14:21.000]  而穆底葛這一番話
[00:14:21.000 --> 00:14:22.000]  其實我覺得
[00:14:22.000 --> 00:14:25.000]  它反映了他在神面前
[00:14:25.000 --> 00:14:27.000]  一個很大的信心
[00:14:27.000 --> 00:14:28.000]  為什麼這麼說?
[00:14:28.000 --> 00:14:29.000]  沒錯
[00:14:29.000 --> 00:14:30.000]  當以色列人犯罪
[00:14:30.000 --> 00:14:33.000]  當以色列人走來神的道路的時候
[00:14:33.000 --> 00:14:35.000]  神必懲罰
[00:14:35.000 --> 00:14:36.000]  神必懲罰
[00:14:36.000 --> 00:14:37.000]  為什麼?
[00:14:37.000 --> 00:14:38.000]  是要容讓他的子民
[00:14:38.000 --> 00:14:40.000]  回到神的道路上
[00:14:40.000 --> 00:14:41.000]  但是你要留意
[00:14:41.000 --> 00:14:42.000]  在歷史上從來沒有說過
[00:14:42.000 --> 00:14:43.000]  聖經裡面從來沒有說過
[00:14:43.000 --> 00:14:45.000]  神是要他的子民
[00:14:45.000 --> 00:14:48.000]  在地上完全的消失
[00:14:48.000 --> 00:14:50.000]  這個絕對是神所不容許的
[00:14:50.000 --> 00:14:52.000]  神有絕對的主權
[00:14:52.000 --> 00:14:54.000]  去使用他要使用的工具
[00:14:54.000 --> 00:14:58.000]  以及方式去拯救他的百姓
[00:14:58.000 --> 00:15:00.000]  在這個
[00:15:00.000 --> 00:15:02.000]  猶大人將要被
[00:15:02.000 --> 00:15:05.000]  完全殲滅的危機裡面
[00:15:05.000 --> 00:15:08.000]  穆底葛就是挑戰以色列
[00:15:08.000 --> 00:15:13.000]  你想在這個波斯閣裡面
[00:15:13.000 --> 00:15:17.000]  怎樣運用你皇后的身份?
[00:15:17.000 --> 00:15:20.000]  你想做一個旁觀者
[00:15:20.000 --> 00:15:23.000]  還是想做一個參與者?
[00:15:23.000 --> 00:15:26.000]  讓神使用他的一個位份
[00:15:26.000 --> 00:15:28.000]  來去處理
[00:15:28.000 --> 00:15:33.000]  解決當日所面對的危機?
[00:15:33.000 --> 00:15:37.000]  這個也是我經常所說的
[00:15:37.000 --> 00:15:39.000]  千萬不要以為
[00:15:39.000 --> 00:15:40.000]  沒有了我們的參與
[00:15:40.000 --> 00:15:42.000]  沒有了我們的侍奉的時候
[00:15:42.000 --> 00:15:44.000]  神的工作就搞不定
[00:15:44.000 --> 00:15:46.000]  沒有人做的了
[00:15:46.000 --> 00:15:47.000]  沒錯
[00:15:47.000 --> 00:15:49.000]  神很喜悅用我們
[00:15:49.000 --> 00:15:52.000]  去完成他的工作
[00:15:52.000 --> 00:15:54.000]  但是不代表沒有了你
[00:15:54.000 --> 00:15:55.000]  沒有了我
[00:15:55.000 --> 00:15:59.000]  神的工作就會停頓
[00:15:59.000 --> 00:16:01.000]  不要高估了我們
[00:16:01.000 --> 00:16:03.000]  參與的必然性
[00:16:03.000 --> 00:16:04.000]  如果你拒絕侍奉
[00:16:04.000 --> 00:16:06.000]  如果我拒絕侍奉的時候
[00:16:06.000 --> 00:16:07.000]  我告訴大家
[00:16:07.000 --> 00:16:10.000]  總有第三者站出來
[00:16:10.000 --> 00:16:12.000]  為神工作
[00:16:12.000 --> 00:16:13.000]  所以我們需要明白
[00:16:13.000 --> 00:16:14.000]  一個很重要的
[00:16:14.000 --> 00:16:15.000]  我們侍奉的原因
[00:16:15.000 --> 00:16:16.000]  不是因為
[00:16:16.000 --> 00:16:17.000]  千萬不要覺得
[00:16:17.000 --> 00:16:22.000]  神是需要我們的時間
[00:16:22.000 --> 00:16:23.000]  金錢
[00:16:23.000 --> 00:16:24.000]  財幹
[00:16:24.000 --> 00:16:26.000]  來完成他的工作
[00:16:26.000 --> 00:16:29.000]  沒有
[00:16:29.000 --> 00:16:30.000]  神是想通過
[00:16:30.000 --> 00:16:32.000]  我們參與他的侍奉
[00:16:32.000 --> 00:16:36.000]  來更大地賜福我們
[00:16:36.000 --> 00:16:38.000]  這才是真正的原因
[00:16:38.000 --> 00:16:41.000]  我想大家這樣去
[00:16:41.000 --> 00:16:43.000]  想一想
[00:16:43.000 --> 00:16:45.000]  當我們走完人生的路程
[00:16:45.000 --> 00:16:46.000]  當我們面對面
[00:16:46.000 --> 00:16:48.000]  見到這個
[00:16:48.000 --> 00:16:49.000]  主耶穌基督
[00:16:49.000 --> 00:16:53.000]  賞善罰惡的神
[00:16:53.000 --> 00:16:54.000]  我們當然不想
[00:16:54.000 --> 00:16:57.000]  神去懲罰我們
[00:16:57.000 --> 00:16:58.000]  我們應該做的事
[00:16:58.000 --> 00:16:59.000]  我們沒有做
[00:16:59.000 --> 00:17:00.000]  不應該做的事
[00:17:00.000 --> 00:17:01.000]  我們當然做了
