
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,新年平安,主恩上街
[00:13:41.000 --> 00:13:53.000]  基督教的信仰呢,是建基於上帝是全地的王
[00:13:53.000 --> 00:13:58.000]  我們立在一個穩健的盤石上
[00:13:58.000 --> 00:14:03.000]  因此我們不為我們的命運和前途來擔憂
[00:14:04.000 --> 00:14:11.000]  我們不是不知道前面有問題有困難,不過我們不為這個命運和前途來擔憂
[00:14:11.000 --> 00:14:23.000]  我們講求的是,我們怎樣去回應上帝的呼召,祂的旨意,盡我們的本份
[00:14:24.000 --> 00:14:36.000]  我們一樣努力,但我們的祈禱是不同的
[00:14:36.000 --> 00:14:43.000]  我們時常唱的詩歌,我知誰掌管明天
[00:14:43.000 --> 00:14:52.000]  我們不知道明天的道路,不知道的,不過我們知道誰牽著我們的手
[00:14:53.000 --> 00:15:04.000]  我們感謝神,有花香滿圖,有感謝玫瑰有錢
[00:15:04.000 --> 00:15:11.000]  其實我們早就明白這個世界就是這樣,有晴有暗,有很多問題出現
[00:15:11.000 --> 00:15:16.000]  我們求的是願祢的旨意成就
[00:15:17.000 --> 00:15:31.000]  民間的信仰,他們對前途和命運不掌握,就希望這些東西走開
[00:15:31.000 --> 00:15:37.000]  有超自然的力量撥開它,讓我們有條好路可以走
[00:15:38.000 --> 00:15:52.000]  我們知道前面有些困難,我們求上帝改變我們,讓我們有力量去面對這些困難
[00:15:52.000 --> 00:15:59.000]  是不是有點不同?就是有點不同
[00:16:00.000 --> 00:16:14.000]  一個宣告,上帝是全地的王,是掌管一切和我們生命的主
[00:16:15.000 --> 00:16:30.000]  在新年的時候就是這個宣告,站在這個基石上面去面對不穩定的環境
[00:16:30.000 --> 00:16:37.000]  猶太人可以說是一個苦難的民族
[00:16:38.000 --> 00:16:45.000]  有人問我,為何上帝揀選猶太人而不揀選中國人呢?
[00:16:45.000 --> 00:16:54.000]  他當然覺得有點不公平,其實一到揀選就肯定有選擇性
[00:16:54.000 --> 00:17:00.000]  因為全部都選擇了卻沒有選擇,選擇就會產生判斷上的問題
[00:17:00.000 --> 00:17:06.000]  我沒有用一種很複雜或很神學性的方式來回答他
[00:17:07.000 --> 00:17:11.000]  因為他是一個很初信的基督徒,我只是這樣回答他
[00:17:11.000 --> 00:17:14.000]  你以為被上帝揀選了會有好處嗎?
[00:17:14.000 --> 00:17:20.000]  他沒有想過,應該是有好處的,被上帝揀選一定有好處
[00:17:20.000 --> 00:17:24.000]  對不對?你以為被上帝揀選了會有好處嗎?
[00:17:24.000 --> 00:17:31.000]  如果老師在那裏說,我揀選你做班長,你以為會有好處嗎?
[00:17:32.000 --> 00:17:38.000]  有很多人縮在一起,縮在一起的,你千萬不要揀選我,對不對?
[00:17:38.000 --> 00:17:48.000]  這是一個責任,當揀選臨到的時候,責任就會同時加在你身上
[00:17:48.000 --> 00:17:53.000]  我揀選你去前線,那怎麼辦呢?
[00:17:54.000 --> 00:18:03.000]  上帝揀選了猶太人的時候,他們是否可以養尊處優,不用做呢?
[00:18:03.000 --> 00:18:10.000]  上帝是很偏袒他們的,他們錯了就不用理會,你們錯了就打到飛起
[00:18:10.000 --> 00:18:17.000]  不是的,猶太人在歷史上是很慘的
[00:18:18.000 --> 00:18:29.000]  沒有哪個民族的遭遇比他們更加坎坷,很坎坷,你去讀猶太人的歷史就知道很坎坷
[00:18:30.000 --> 00:18:53.000]  內戰、內患、被擄、亡國、被壓迫、被大屠殺,猶太人一直都沒有好日子過
[00:18:54.000 --> 00:19:04.000]  人類學家和社會學家去研究猶太人這個民族,是很難得到一個結論
[00:19:04.000 --> 00:19:09.000]  世界上沒有一個民族像他們這樣
[00:19:10.000 --> 00:19:27.000]  一個民族如果被亡國,分散到其他地方,或者被統治,被統治超過五百年,五個世紀
[00:19:27.000 --> 00:19:33.000]  這個民族就不會有機會再轉過來
[00:19:34.000 --> 00:19:44.000]  我們看到很多被強國統治的國家、民族,他們的文化、他們的民族都會被淘汰
[00:19:44.000 --> 00:19:55.000]  猶太沒有了國家,在全世界飄流二千年
[00:19:56.000 --> 00:20:04.000]  竟然保留他們的宗教、他們的文化、他們的文字
[00:20:04.000 --> 00:20:17.000]  我們中國人,全世界人都是這樣,你去了外國,第三代就是ABC,或者是banana,或者是竹星
[00:20:18.000 --> 00:20:27.000]  開口都不會說中文,完全沒有了
[00:20:27.000 --> 00:20:32.000]  猶太人是很特別的
[00:20:32.000 --> 00:20:40.000]  有些學者都想不通為什麼這個民族有這麼強的內在力量
[00:20:41.000 --> 00:20:49.000]  在一個好像熔爐的環境裡面,熬了這麼多年,他們都還在
[00:20:49.000 --> 00:20:55.000]  是想像不到的,如果我們當中有學者,你就去思想一下
[00:20:55.000 --> 00:21:00.000]  他們幾乎是沒有好日子過過的
[00:21:00.000 --> 00:21:07.000]  如果從一個民族的角度來看,顛簸到不得了
[00:21:08.000 --> 00:21:12.000]  但是他們好像從來沒有衰過
[00:21:12.000 --> 00:21:17.000]  好像從來沒有衰過
[00:21:17.000 --> 00:21:26.000]  他們到哪裡都可以,在那裡有影響力,控制那裡的經濟
[00:21:26.000 --> 00:21:32.000]  他們的人數很少,一直這樣過
[00:21:33.000 --> 00:21:40.000]  在任何的困境裡面,他們都能夠用一種樂觀和積極的態度來面對
[00:21:40.000 --> 00:21:45.000]  為什麼呢
[00:21:45.000 --> 00:21:53.000]  在他們最深入的裡面,他們有一種很堅定的信仰
[00:21:53.000 --> 00:22:01.000]  就是我們是上帝的子民,耶和華是全地的王
[00:22:02.000 --> 00:22:07.000]  我們不相信這個世界的政權能夠消滅他們
[00:22:07.000 --> 00:22:11.000]  這種很內心的信仰
[00:22:11.000 --> 00:22:19.000]  這種很內心的信仰就是能夠支撐他們整個生命,他們整個人生,甚至整個民族
[00:22:19.000 --> 00:22:25.000]  宣告上帝是全地的主
[00:22:26.000 --> 00:22:32.000]  或者我們今天用我們新約基督徒來說就是耶穌是主
[00:22:32.000 --> 00:22:41.000]  這句話可以很隨便地說一句,好像耶穌愛你那樣
[00:22:41.000 --> 00:22:48.000]  但是當你深化去看的時候,它是一個很重要的信念
[00:22:48.000 --> 00:22:54.000]  當我們確實地相信耶穌是主,上帝是全地的王
[00:22:55.000 --> 00:23:04.000]  每年開始,無論他們是在受壓迫的環境,在被擄的地方
[00:23:04.000 --> 00:23:09.000]  當他們過年的時候,他們就會這樣過
[00:23:09.000 --> 00:23:12.000]  他們就會拿這篇詩篇出來宣讀
[00:23:12.000 --> 00:23:19.000]  這篇詩篇說:萬民啊,你們都要鼓掌,用歡呼的聲音向神來歡呼
[00:23:20.000 --> 00:23:26.000]  因為耶和華是至高可畏的,祂是治理全地的大君王
[00:23:26.000 --> 00:23:29.000]  就是這樣宣讀
[00:23:29.000 --> 00:23:34.000]  祂使萬民都伏在我們耳下,又使萬族都伏在我們的腳下
[00:23:34.000 --> 00:23:40.000]  祂為我們揀選產業,就是祂所愛的雅各的榮耀
[00:23:40.000 --> 00:23:43.000]  神上聲,有喊聲相信
[00:23:44.000 --> 00:23:50.000]  這個他們有個禮儀,在巡邏的時候,他們有禮儀,他們都有動作
[00:23:50.000 --> 00:23:57.000]  好像我們有些出會,新界人見過出會,他們有動作
[00:23:57.000 --> 00:24:00.000]  他們有一個禮儀的程序,一起舉手
[00:24:00.000 --> 00:24:02.000]  神上聲,有喊聲相信
[00:24:02.000 --> 00:24:07.000]  耶和華上聲,有覺聲相信,他們會吹群,很有氣氛
[00:24:07.000 --> 00:24:13.000]  然後他們呼籲你們要向神歌頌歌頌,嘗試,一起嘗試
[00:24:14.000 --> 00:24:19.000]  向我們的王歌頌歌頌,因為神是全地的王
[00:24:19.000 --> 00:24:23.000]  你們要用聖詩歌頌,神作王,治理列國
[00:24:23.000 --> 00:24:26.000]  神坐在他的聖寶座上
[00:24:26.000 --> 00:24:31.000]  萬民的君王聚集,要作阿布拉罕的神的指紋
[00:24:31.000 --> 00:24:34.000]  因為地上的盾牌是屬神的
[00:24:34.000 --> 00:24:37.000]  祂是,祂為至高
[00:24:37.000 --> 00:24:40.000]  無論環境有多惡劣都好
[00:24:41.000 --> 00:24:47.000]  但是他們說,我們都沒怕過,因為上帝是全地的王
[00:24:47.000 --> 00:24:56.000]  在不確定的年代,我們真的不知道,往後的日子,會有什麼情況發生
[00:24:56.000 --> 00:25:03.000]  可能你是每月一驚心,或者每個禮拜一驚心,甚至每日一驚心
[00:25:03.000 --> 00:25:10.000]  但是在這裡我們就要,耶和華,上帝是全地的王
[00:25:11.000 --> 00:25:15.000]  這是一個很內心很重要的信仰
[00:25:15.000 --> 00:25:26.000]  好像站在一個穩固的盆石上,鼓掌歡呼呼喊,吹角歌頌宣告
[00:25:26.000 --> 00:25:37.000]  對於一個細蚊仔,其中一個特別的經驗就是搭利是
[00:25:38.000 --> 00:25:42.000]  不過我發覺很多細蚊仔都不喜歡搭利是,因為他都不知道利是是什麼
[00:25:42.000 --> 00:25:50.000]  對於大人就希望他明年可以幸運
[00:25:50.000 --> 00:25:55.000]  但是這首詩歌,詩篇四頭七篇,很特別
[00:25:55.000 --> 00:26:00.000]  你看完整篇,什麼都沒有求的
[00:26:00.000 --> 00:26:03.000]  是什麼都沒有求的
[00:26:04.000 --> 00:26:12.000]  是宣告,是歌頌,不是求
[00:26:12.000 --> 00:26:19.000]  新年的開始,他們就在這裡宣告,不是求
[00:26:19.000 --> 00:26:23.000]  最窩心的話是什麼呢?
[00:26:23.000 --> 00:26:26.000]  你為什麼這麼開心?
[00:26:28.000 --> 00:26:34.000]  你猜你用什麼回應令那個人最窩心呢?
[00:26:34.000 --> 00:26:40.000]  因為見到你
[00:26:40.000 --> 00:26:43.000]  因為見到你
[00:26:43.000 --> 00:26:45.000]  是不是很甜?
[00:26:45.000 --> 00:26:46.000]  為什麼這麼開心?
[00:26:46.000 --> 00:26:48.000]  因為中了樂才
[00:26:48.000 --> 00:26:52.000]  很窩心嗎?
[00:26:52.000 --> 00:26:53.000]  為什麼你這麼開心?
[00:26:53.000 --> 00:26:55.000]  因為你啊,因為見到你
[00:26:58.000 --> 00:27:00.000]  你最喜歡什麼?
[00:27:00.000 --> 00:27:06.000]  我什麼都不喜歡
[00:27:06.000 --> 00:27:08.000]  只喜歡你
[00:27:08.000 --> 00:27:11.000]  真是甜到流淚
[00:27:11.000 --> 00:27:13.000]  很窩心是不是?
[00:27:13.000 --> 00:27:16.000]  因為上帝說
[00:27:16.000 --> 00:27:18.000]  上帝問你
[00:27:18.000 --> 00:27:20.000]  你喜歡什麼?
[00:27:20.000 --> 00:27:22.000]  哇,這樣問我發達了
[00:27:22.000 --> 00:27:24.000]  上帝問我喜歡什麼
[00:27:24.000 --> 00:27:25.000]  是不是?
[00:27:25.000 --> 00:27:27.000]  如果你跟他說
[00:27:27.000 --> 00:27:30.000]  我只要你
[00:27:30.000 --> 00:27:33.000]  你想不想?
[00:27:33.000 --> 00:27:36.000]  是不是最窩心?
[00:27:36.000 --> 00:27:38.000]  你這樣回應上帝的時候
[00:27:38.000 --> 00:27:41.000]  上帝啊,我只是在乎你
[00:27:41.000 --> 00:27:44.000]  你是全地的主
[00:27:44.000 --> 00:27:48.000]  我的願望就是
[00:27:48.000 --> 00:27:50.000]  我屬於你
[00:27:50.000 --> 00:27:53.000]  有你就足夠
[00:27:53.000 --> 00:27:55.000]  是不是最窩心?
[00:27:57.000 --> 00:27:59.000]  猶太人都是這樣
[00:27:59.000 --> 00:28:02.000]  我什麼都不求
[00:28:02.000 --> 00:28:03.000]  在新年的時候
[00:28:03.000 --> 00:28:04.000]  我什麼都不求
[00:28:04.000 --> 00:28:05.000]  我就宣告
[00:28:05.000 --> 00:28:07.000]  我是屬於上帝的
[00:28:07.000 --> 00:28:09.000]  上帝是我的王
[00:28:09.000 --> 00:28:11.000]  我的主
[00:28:11.000 --> 00:28:15.000]  你看多麼單純
[00:28:15.000 --> 00:28:19.000]  多麼美麗
[00:28:19.000 --> 00:28:23.000]  這個就是信仰
[00:28:23.000 --> 00:28:25.000]  這個就是愛
[00:28:27.000 --> 00:28:29.000]  詩篇當然有祈求
[00:28:29.000 --> 00:28:33.000]  聖經也沒有否定我們有祈求
[00:28:33.000 --> 00:28:37.000]  我們也要努力
[00:28:37.000 --> 00:28:43.000]  我們仍然有
[00:28:43.000 --> 00:28:45.000]  我們生活很真實
[00:28:45.000 --> 00:28:47.000]  要面對的事情
[00:28:47.000 --> 00:28:49.000]  但是一年之前
[00:28:49.000 --> 00:28:52.000]  就是以一個宣告
[00:28:52.000 --> 00:28:54.000]  作為一個開始
[00:28:54.000 --> 00:28:57.000]  上帝是全地的王
[00:28:57.000 --> 00:28:59.000]  耶穌是主
[00:28:59.000 --> 00:29:02.000]  因為這個就是信仰的基石
[00:29:02.000 --> 00:29:07.000]  但願我們就立在這個穩健的基石上面
[00:29:07.000 --> 00:29:10.000]  無畏無懼地面對
[00:29:10.000 --> 00:29:12.000]  不確定的明天
[00:29:12.000 --> 00:29:14.000]  願主賜恩我們
