
[00:00:00.000 --> 00:00:02.000]  今天跟大家講到的題目是
[00:01:59.000 --> 00:02:01.000]  都很喜歡提這句說話
[00:02:01.000 --> 00:02:03.000]  There is a leader in you
[00:02:03.000 --> 00:02:05.000]  意思就是說
[00:02:05.000 --> 00:02:07.000]  在這些組合裏面
[00:02:07.000 --> 00:02:09.000]  總會有一個領袖可以找出來
[00:02:09.000 --> 00:02:11.000]  我們這班人裏面都可以找到領袖
[00:02:11.000 --> 00:02:13.000]  領袖其實都是無處不在
[00:02:13.000 --> 00:02:15.000]  我們隨時都可以做領袖
[00:02:15.000 --> 00:02:19.000]  今天我和大家講尼加書
[00:02:19.000 --> 00:02:23.000]  我們同工講小仙之書系列的講章裏
[00:02:23.000 --> 00:02:25.000]  輪到我講尼加書
[00:02:25.000 --> 00:02:31.000]  我從領袖的角度和大家一起思考
[00:02:31.000 --> 00:02:33.000]  我講尼加書第三章一至八節
[00:02:33.000 --> 00:02:35.000]  我們也有一點時間
[00:02:35.000 --> 00:02:37.000]  去認識一下尼加這個人
[00:02:37.000 --> 00:02:39.000]  和尼加書是怎樣的
[00:02:39.000 --> 00:02:41.000]  尼加的意思就是說
[00:02:41.000 --> 00:02:43.000]  誰能像耶和華呢
[00:02:43.000 --> 00:02:45.000]  他的名字的意思就是
[00:02:45.000 --> 00:02:47.000]  誰能像耶和華呢
[00:02:47.000 --> 00:02:49.000]  他的家鄉在哪裏呢
[00:02:49.000 --> 00:02:51.000]  給大家看看地圖
[00:02:51.000 --> 00:02:53.000]  就是這個地方
[00:02:53.000 --> 00:02:55.000]  這個地方就是摩尼沙
[00:02:55.000 --> 00:02:57.000]  在猶大境內
[00:02:57.000 --> 00:02:59.000]  當時以色列已經分了南國和北國
[00:02:59.000 --> 00:03:01.000]  南國是猶大
[00:03:01.000 --> 00:03:03.000]  北國是以色列
[00:03:03.000 --> 00:03:05.000]  在南國猶大境內
[00:03:05.000 --> 00:03:07.000]  大約距離耶路撒冷33公里
[00:03:07.000 --> 00:03:09.000]  在耶路撒冷的西南部
[00:03:09.000 --> 00:03:11.000]  33公里
[00:03:11.000 --> 00:03:13.000]  就是這個地方摩尼沙
[00:03:13.000 --> 00:03:15.000]  聖經裏面沒有提到
[00:03:15.000 --> 00:03:17.000]  他父親的名字
[00:03:17.000 --> 00:03:19.000]  只提到先知尼加
[00:03:19.000 --> 00:03:21.000]  可能是他出身很低微
[00:03:21.000 --> 00:03:23.000]  可能是基層很草根的階層
[00:03:23.000 --> 00:03:25.000]  是一個農夫
[00:03:25.000 --> 00:03:27.000]  他父親也不是一個知名人士
[00:03:27.000 --> 00:03:29.000]  我們看其他先知書
[00:03:29.000 --> 00:03:31.000]  很多時候會說什麼什麼的兒子
[00:03:31.000 --> 00:03:33.000]  什麼什麼就做先知
[00:03:33.000 --> 00:03:35.000]  但這裏沒有提到
[00:03:35.000 --> 00:03:37.000]  只提到尼加
[00:03:37.000 --> 00:03:39.000]  他寫作時代在第一章第一節
[00:03:39.000 --> 00:03:41.000]  尼加書一章一節裏講到
[00:03:41.000 --> 00:03:43.000]  當猶大王約坦
[00:03:43.000 --> 00:03:45.000]  阿哈斯希西加在位的時候
[00:03:45.000 --> 00:03:47.000]  摩尼沙人尼加
[00:03:47.000 --> 00:03:49.000]  得耶和華的密使
[00:03:49.000 --> 00:03:51.000]  論撒瑪利亞和耶路撒冷
[00:03:51.000 --> 00:03:55.000]  當時代是猶大王約坦
[00:03:55.000 --> 00:03:57.000]  阿哈斯希西加在位的時候
[00:03:57.000 --> 00:03:59.000]  大約在歷史裏
[00:03:59.000 --> 00:04:01.000]  我們知道是
[00:04:01.000 --> 00:04:05.000]  735至780年左右的時間
[00:04:05.000 --> 00:04:09.000]  他和以塞亞先知是同期的
[00:04:09.000 --> 00:04:11.000]  在以塞亞書一章一節裏有提到
[00:04:11.000 --> 00:04:15.000]  當時正是以色列和猶大國
[00:04:15.000 --> 00:04:17.000]  在歷史上危急的時期
[00:04:17.000 --> 00:04:19.000]  約坦這個皇帝
[00:04:19.000 --> 00:04:21.000]  在歷代之下
[00:04:21.000 --> 00:04:23.000]  形容他行耶和華
[00:04:23.000 --> 00:04:25.000]  眼中看為正的事
[00:04:25.000 --> 00:04:27.000]  他也算是個好皇帝
[00:04:27.000 --> 00:04:29.000]  但他生活奢華
[00:04:29.000 --> 00:04:31.000]  大興土木可能做很多基建
[00:04:31.000 --> 00:04:33.000]  洗到貧者越貧
[00:04:33.000 --> 00:04:35.000]  生活很艱苦
[00:04:35.000 --> 00:04:39.000]  當時亞述外邦勢力已經虎視眈眈
[00:04:39.000 --> 00:04:41.000]  到阿哈斯王的時候
[00:04:41.000 --> 00:04:43.000]  他們已經國力衰弱
[00:04:43.000 --> 00:04:45.000]  被迫向亞述進貢
[00:04:45.000 --> 00:04:47.000]  以換取暫時的安逸
[00:04:47.000 --> 00:04:51.000]  否則亞述便會侵吞他們
[00:04:51.000 --> 00:04:53.000]  到希西加的時代
[00:04:53.000 --> 00:04:57.000]  當時在主前722年
[00:04:57.000 --> 00:05:01.000]  以色列已經亡於亞述
[00:05:01.000 --> 00:05:03.000]  亞述已經吞併了這個國家
[00:05:03.000 --> 00:05:07.000]  猶大國的道德和屬靈的狀況普遍低落
[00:05:07.000 --> 00:05:11.000]  他們的宗教變得形式化
[00:05:11.000 --> 00:05:13.000]  並且受到異教的風俗影響
[00:05:13.000 --> 00:05:15.000]  甚至將人獻祭
[00:05:15.000 --> 00:05:19.000]  這是耶和華所阻止的
[00:05:19.000 --> 00:05:23.000]  當時地主壓迫窮人
[00:05:23.000 --> 00:05:25.000]  侵吞他們的財產
[00:05:25.000 --> 00:05:29.000]  在尼加書第二章第二節
[00:05:29.000 --> 00:05:33.000]  說這些財主或有權有勢的人
[00:05:33.000 --> 00:05:37.000]  貪圖田地就佔據
[00:05:37.000 --> 00:05:39.000]  貪圖房屋便奪取
[00:05:39.000 --> 00:05:43.000]  他們欺壓人 霸佔房屋和產業
[00:05:43.000 --> 00:05:47.000]  有人說當時尼加可能是受害者之一
[00:05:47.000 --> 00:05:53.000]  他的房屋和產業都被富人吞併了
[00:05:53.000 --> 00:05:55.000]  所以弟兄姊妹
[00:05:55.000 --> 00:05:57.000]  如果神讓你遇到不公平的對待
[00:05:57.000 --> 00:05:59.000]  可能不是你個人的事
[00:05:59.000 --> 00:06:02.000]  可能是讓你思考到一個大眾公義的問題
[00:06:02.000 --> 00:06:04.000]  有時針不刺到肉不知痛
[00:06:04.000 --> 00:06:06.000]  當你不是受害者的時候
[00:06:06.000 --> 00:06:08.000]  沒有去關心這件事
[00:06:08.000 --> 00:06:10.000]  當你是受害者的時候
[00:06:10.000 --> 00:06:12.000]  你要想一下是不是神讓你經歷這件事
[00:06:12.000 --> 00:06:14.000]  讓你思考到大眾公義的事
[00:06:14.000 --> 00:06:16.000]  我們都要關心
[00:06:16.000 --> 00:06:19.000]  尼加才知道可能他也是受害者
[00:06:19.000 --> 00:06:22.000]  尼加書的對象是
[00:06:22.000 --> 00:06:24.000]  撒瑪利亞和耶路撒冷
[00:06:24.000 --> 00:06:26.000]  剛才我們看到第一章第一節說的
[00:06:26.000 --> 00:06:32.000]  包括北國的以色列國 南國的猶太國
[00:06:32.000 --> 00:06:35.000]  包括所有以色列民族的人
[00:06:35.000 --> 00:06:41.000]  我們看看這些領袖犯了什麼罪
[00:06:41.000 --> 00:06:44.000]  為什麼要被尼加責備
[00:06:44.000 --> 00:06:48.000]  首先第一章第一節說的是亞國的首領
[00:06:48.000 --> 00:06:50.000]  以色列的官長
[00:06:50.000 --> 00:06:52.000]  剛才我們看經文的時候
[00:06:52.000 --> 00:06:54.000]  主席帶領我們去看的時候
[00:06:54.000 --> 00:06:58.000]  他的寫法是平衡地寫出來
[00:06:58.000 --> 00:07:00.000]  這是一個詩的題材
[00:07:00.000 --> 00:07:02.000]  這段經文是詩的題材
[00:07:02.000 --> 00:07:04.000]  先用詩的題材來表達
[00:07:04.000 --> 00:07:08.000]  所以亞國和以色列都是同義詞
[00:07:08.000 --> 00:07:12.000]  平衡地說首領和官長都是同義詞
[00:07:12.000 --> 00:07:16.000]  所以亞國和以色列是指所有的以色列人
[00:07:16.000 --> 00:07:22.000]  首領和官長是指所有的領導階層和領袖的人物
[00:07:22.000 --> 00:07:28.000]  首領和官長在廣義上包括了政治領袖
[00:07:28.000 --> 00:07:31.000]  宗教領袖甚至是財主
[00:07:31.000 --> 00:07:36.000]  財主擁有大量的土地和財富
[00:07:36.000 --> 00:07:43.000]  所以他們更有能力和資源去運用
[00:07:43.000 --> 00:07:46.000]  所以他們需要負上更多的責任
[00:07:46.000 --> 00:07:51.000]  其實做領袖的人未必比領導的人更壞
[00:07:51.000 --> 00:07:54.000]  只不過他們有財富和勢力
[00:07:54.000 --> 00:07:57.000]  所以他們有機會去滿足他們自私的慾望
[00:07:57.000 --> 00:07:59.000]  窮人可能也有自私的慾望
[00:07:59.000 --> 00:08:04.000]  但他們沒有權力和勢力去滿足他們自私的慾望
[00:08:04.000 --> 00:08:08.000]  所以我們看到領袖他們影響的範圍越大
[00:08:08.000 --> 00:08:11.000]  他們要負的責任就越多
[00:08:11.000 --> 00:08:14.000]  譬如說老師或補習老師
[00:08:14.000 --> 00:08:18.000]  他們有家長和小朋友對他們的信任
[00:08:18.000 --> 00:08:22.000]  所以當他們犯事的時候法庭對他們很重判
[00:08:22.000 --> 00:08:26.000]  因為他們濫用了別人對他們的信任
[00:08:26.000 --> 00:08:27.000]  醫生也是
[00:08:27.000 --> 00:08:28.000]  病人很信任他們
[00:08:28.000 --> 00:08:30.000]  如果他們要侵犯病人
[00:08:30.000 --> 00:08:32.000]  其實他們要負上更多的責任
[00:08:32.000 --> 00:08:36.000]  社工、導師、教會裡的神職人員
[00:08:36.000 --> 00:08:42.000]  其實這些人他們有權力和勢力
[00:08:42.000 --> 00:08:46.000]  就會有濫用權力的試探
[00:08:46.000 --> 00:08:48.000]  譬如一件事件
[00:08:48.000 --> 00:08:49.000]  大家都會記得
[00:08:49.000 --> 00:08:50.000]  在1998年
[00:08:50.000 --> 00:08:53.000]  第42屆美國總統克林頓
[00:08:53.000 --> 00:08:57.000]  他就爆出了和白宮見習生的醜聞案件
[00:08:57.000 --> 00:08:59.000]  到了2004年的時候
[00:08:59.000 --> 00:09:00.000]  有傳媒就訪問他
[00:09:00.000 --> 00:09:02.000]  為什麼你當時會這樣做呢
[00:09:02.000 --> 00:09:04.000]  很明顯是一件錯事
[00:09:04.000 --> 00:09:05.000]  他就說
[00:09:05.000 --> 00:09:10.000]  我犯這件事是出於一個最不合適的原因
[00:09:10.000 --> 00:09:14.000]  就是因為我能夠
[00:09:14.000 --> 00:09:17.000]  我可以這樣做
[00:09:17.000 --> 00:09:19.000]  似乎暗示說
[00:09:19.000 --> 00:09:20.000]  其他人不犯
[00:09:20.000 --> 00:09:22.000]  因為他們沒有這樣的機會
[00:09:22.000 --> 00:09:23.000]  當有這樣的機會的時候
[00:09:23.000 --> 00:09:24.000]  當有這樣的能力的時候
[00:09:24.000 --> 00:09:29.000]  就會犯這件事
[00:09:29.000 --> 00:09:30.000]  我們看到
[00:09:30.000 --> 00:09:32.000]  原來人有那個權力
[00:09:32.000 --> 00:09:36.000]  有那個控制的範圍
[00:09:36.000 --> 00:09:37.000]  他越大的時候
[00:09:37.000 --> 00:09:39.000]  他就越有機會犯
[00:09:39.000 --> 00:09:43.000]  其他人可能未必有機會犯的罪
[00:09:43.000 --> 00:09:46.000]  我們看看當時的亞國
[00:09:46.000 --> 00:09:48.000]  以色列的首領和長官
[00:09:48.000 --> 00:09:51.000]  他們犯了什麼罪呢
[00:09:51.000 --> 00:09:52.000]  在聖經裏面
[00:09:52.000 --> 00:09:53.000]  剛才我們讀的
[00:09:53.000 --> 00:09:57.000]  尼加書第三章第二第三節
[00:09:57.000 --> 00:10:00.000]  「你們互善好惡」
[00:10:00.000 --> 00:10:02.000]  第一個「互」是一個動詞
[00:10:02.000 --> 00:10:05.000]  就是不喜歡善事
[00:10:05.000 --> 00:10:06.000]  憎惡善事
[00:10:06.000 --> 00:10:08.000]  「好惡」就是喜歡惡事
[00:10:08.000 --> 00:10:12.000]  第二個「惡」是一個名詞
[00:10:12.000 --> 00:10:14.000]  從人身上剝皮
[00:10:14.000 --> 00:10:16.000]  從人骨頭上剔肉
[00:10:16.000 --> 00:10:18.000]  這些好像很繪形繪聲
[00:10:18.000 --> 00:10:20.000]  因為要講出屍體材料
[00:10:20.000 --> 00:10:23.000]  講到這班人很殘忍
[00:10:23.000 --> 00:10:26.000]  好像屠夫去對待死了的動物
[00:10:26.000 --> 00:10:28.000]  動物的屍體
[00:10:28.000 --> 00:10:29.000]  去宰割他們
[00:10:29.000 --> 00:10:31.000]  剝了動物的皮
[00:10:31.000 --> 00:10:33.000]  還在骨頭裏面挑肉出來
[00:10:33.000 --> 00:10:35.000]  是很殘忍的
[00:10:35.000 --> 00:10:38.000]  甚至第三章第三節
[00:10:38.000 --> 00:10:42.000]  「吃我民的肉剝他們的皮
[00:10:42.000 --> 00:10:44.000]  打折他們的骨頭
[00:10:44.000 --> 00:10:45.000]  打斷他們的骨頭
[00:10:45.000 --> 00:10:46.000]  讓他們站都站不住
[00:10:46.000 --> 00:10:48.000]  沒有辦法維生
[00:10:48.000 --> 00:10:50.000]  分成筷子醬要下鍋
[00:10:50.000 --> 00:10:52.000]  要煮熟他們」
[00:10:52.000 --> 00:10:57.000]  這些很殘忍的做法
[00:10:57.000 --> 00:10:59.000]  另外他們除了「互善好惡」
[00:10:59.000 --> 00:11:01.000]  好壞不分之外
[00:11:01.000 --> 00:11:04.000]  他們也收受賄賂
[00:11:04.000 --> 00:11:05.000]  在第五節說
[00:11:05.000 --> 00:11:08.000]  「論到使我民走差路的先知
[00:11:08.000 --> 00:11:10.000]  他們牙齒有所著的
[00:11:10.000 --> 00:11:12.000]  他們就呼喊說平安了
[00:11:12.000 --> 00:11:14.000]  凡不供給他們吃的
[00:11:14.000 --> 00:11:18.000]  他們就預備攻擊他們」
[00:11:18.000 --> 00:11:20.000]  他們收受了賄賂
[00:11:20.000 --> 00:11:22.000]  收受了別人給他們的禮物
[00:11:22.000 --> 00:11:23.000]  他們就失去了原則
[00:11:23.000 --> 00:11:25.000]  本來應該這樣的做法
[00:11:25.000 --> 00:11:27.000]  但是別人給了好處之後
[00:11:27.000 --> 00:11:29.000]  他們就做了不同的事
[00:11:29.000 --> 00:11:31.000]  那就沒有原則了
[00:11:31.000 --> 00:11:34.000]  其實先知或祭司要做些什麼呢
[00:11:34.000 --> 00:11:36.000]  在《新命記》第十七章
[00:11:36.000 --> 00:11:38.000]  第八至十三節很清楚
[00:11:38.000 --> 00:11:39.000]  說明我們知道
[00:11:39.000 --> 00:11:42.000]  其實這些祭司應該做些什麼事情
[00:11:42.000 --> 00:11:45.000]  我請姊妹跟我們讀
[00:11:45.000 --> 00:11:47.000]  十七章八至九節
[00:11:47.000 --> 00:11:48.000]  預備起
[00:11:48.000 --> 00:11:51.000]  「你承宗若起了憎眾的事
[00:11:51.000 --> 00:11:56.000]  或因流血或因憎勁或因毆打
[00:11:56.000 --> 00:11:58.000]  是你難斷的案件
[00:11:58.000 --> 00:12:00.000]  你就當起來
[00:12:00.000 --> 00:12:03.000]  往耶和華你神所選擇的地方
[00:12:03.000 --> 00:12:05.000]  去見祭司利美人
[00:12:05.000 --> 00:12:09.000]  並當時的審判官求問他們
[00:12:09.000 --> 00:12:12.000]  他們必將票予指示你」
[00:12:12.000 --> 00:12:15.000]  這裏說到跟異色人說
[00:12:15.000 --> 00:12:17.000]  如果你城裏有憎眾的事
[00:12:17.000 --> 00:12:19.000]  無論是什麼事都好
[00:12:19.000 --> 00:12:21.000]  憎勁、毆打
[00:12:21.000 --> 00:12:22.000]  很難斷案件
[00:12:22.000 --> 00:12:25.000]  就去找祭司利美人
[00:12:25.000 --> 00:12:27.000]  和當時的審判官
[00:12:27.000 --> 00:12:28.000]  求問他們
[00:12:28.000 --> 00:12:31.000]  所以當時的祭司利美人
[00:12:31.000 --> 00:12:32.000]  審判官他們就要做這件事
[00:12:32.000 --> 00:12:35.000]  要將神的判語告訴他們
[00:12:35.000 --> 00:12:38.000]  第十和第十一節
[00:12:38.000 --> 00:12:40.000]  請弟兄讀出
[00:12:40.000 --> 00:12:43.000]  「他們在耶和華所選擇的地方
[00:12:43.000 --> 00:12:45.000]  指示你的判語
[00:12:45.000 --> 00:12:49.000]  你必照著他們所指教你的一切話
[00:12:49.000 --> 00:12:50.000]  謹守遵行
[00:12:50.000 --> 00:12:53.000]  要按他們所指教你的律法
[00:12:53.000 --> 00:12:56.000]  照他們所斷定的去行
[00:12:56.000 --> 00:12:58.000]  他們所指示你的判語
[00:12:58.000 --> 00:13:01.000]  你不可偏離左右」
[00:13:01.000 --> 00:13:03.000]  所以這些祭司利美人
[00:13:03.000 --> 00:13:04.000]  他們所說的話
[00:13:04.000 --> 00:13:07.000]  要異色人跟隨
[00:13:07.000 --> 00:13:08.000]  第十二第十三節說
[00:13:08.000 --> 00:13:10.000]  「若有人善感不聽從
[00:13:10.000 --> 00:13:13.000]  那事立在耶和華你臣面前的祭司
[00:13:13.000 --> 00:13:14.000]  或不聽從審判官
[00:13:14.000 --> 00:13:16.000]  那人就必自死
[00:13:16.000 --> 00:13:21.000]  這樣便將那惡從以色列中除掉
[00:13:21.000 --> 00:13:23.000]  眾百姓都要聽見害怕
[00:13:23.000 --> 00:13:25.000]  不再善感行事」
[00:13:25.000 --> 00:13:28.000]  祭司的工作是要教導百姓
[00:13:28.000 --> 00:13:29.000]  關於神的說話
[00:13:29.000 --> 00:13:30.000]  神的判斷
[00:13:30.000 --> 00:13:32.000]  但是那些有財有勢的人
[00:13:32.000 --> 00:13:34.000]  他們有能力去送禮物
[00:13:34.000 --> 00:13:36.000]  給這些審判官
[00:13:36.000 --> 00:13:38.000]  這些祭司這些官長
[00:13:38.000 --> 00:13:40.000]  他們就跟他們說平安的訊息
[00:13:40.000 --> 00:13:42.000]  其實他們在奉承這些人
[00:13:42.000 --> 00:13:44.000]  甚至他們成為幫兇
[00:13:44.000 --> 00:13:46.000]  跟他們一起欺壓窮人
[00:13:46.000 --> 00:13:47.000]  本來這些有錢人
[00:13:47.000 --> 00:13:48.000]  有財有勢的人
[00:13:48.000 --> 00:13:50.000]  他們應該去做些好的事
[00:13:50.000 --> 00:13:51.000]  不應該欺壓窮人
[00:13:51.000 --> 00:13:53.000]  但當欺壓窮人的時候
[00:13:53.000 --> 00:13:55.000]  他們又將禮物送給審判官
[00:13:55.000 --> 00:13:57.000]  送給官長送給祭司送給先知
[00:13:57.000 --> 00:13:59.000]  於是這些人就跟他們說
[00:13:59.000 --> 00:14:01.000]  沒事的你們平安的
[00:14:01.000 --> 00:14:03.000]  他們就不覺得自己犯錯
[00:14:03.000 --> 00:14:06.000]  於是就繼續欺壓窮人
[00:14:06.000 --> 00:14:08.000]  所以就成為了幫兇
[00:14:08.000 --> 00:14:11.000]  這個都是被神責備的
[00:14:11.000 --> 00:14:12.000]  收受賄賂
[00:14:12.000 --> 00:14:14.000]  我們看到在尼加的時代
[00:14:14.000 --> 00:14:16.000]  直到今天都是
[00:14:16.000 --> 00:14:19.000]  很多人藉著宗教的名義來賺錢
[00:14:19.000 --> 00:14:21.000]  甚至成為了幫兇
[00:14:21.000 --> 00:14:23.000]  去幫那些有財有勢的人
[00:14:23.000 --> 00:14:24.000]  去欺壓窮人
[00:14:24.000 --> 00:14:26.000]  他們這樣做不單有經濟利益
[00:14:26.000 --> 00:14:28.000]  甚至得到人的愛戴擁護
[00:14:28.000 --> 00:14:32.000]  但這個神會責備他們
[00:14:32.000 --> 00:14:35.000]  我們看到這些領袖所犯的罪
[00:14:35.000 --> 00:14:37.000]  就是互善好惡
[00:14:37.000 --> 00:14:38.000]  他們好壞不分
[00:14:38.000 --> 00:14:41.000]  他們收受賄賂失去了原則
[00:14:41.000 --> 00:14:43.000]  他們會受到懲罰
[00:14:43.000 --> 00:14:45.000]  神不會任由他們這樣
[00:14:45.000 --> 00:14:46.000]  這些官長
[00:14:46.000 --> 00:14:48.000]  神給他們有這麼大的權力
[00:14:48.000 --> 00:14:49.000]  有這樣的地位
[00:14:49.000 --> 00:14:52.000]  他們本來應該受到尊重
[00:14:52.000 --> 00:14:55.000]  但當他們出賣了自己的誠信的時候
[00:14:55.000 --> 00:14:57.000]  神就責備他們
[00:14:57.000 --> 00:15:00.000]  這些假先知冒用神的名字
[00:15:00.000 --> 00:15:02.000]  去發表預言
[00:15:02.000 --> 00:15:04.000]  去做幫兇
[00:15:04.000 --> 00:15:06.000]  更加令神討厭
[00:15:06.000 --> 00:15:08.000]  所以在第四節
[00:15:08.000 --> 00:15:10.000]  三章第四節
[00:15:10.000 --> 00:15:22.000]  遭災的這三個字
[00:15:22.000 --> 00:15:23.000]  如果我們看聖經
[00:15:23.000 --> 00:15:25.000]  是有點點點在這裡
[00:15:25.000 --> 00:15:27.000]  原文是沒有這些字的
[00:15:27.000 --> 00:15:29.000]  沒有「遭災的時候」
[00:15:29.000 --> 00:15:30.000]  「到了時候」
[00:15:30.000 --> 00:15:31.000]  到什麼時候呢?
[00:15:31.000 --> 00:15:32.000]  神定的時候
[00:15:32.000 --> 00:15:34.000]  這些人可能遇到災難
[00:15:34.000 --> 00:15:36.000]  他們會哀求耶和華
[00:15:36.000 --> 00:15:38.000]  他們不是為了他們的錯事
[00:15:38.000 --> 00:15:40.000]  他們的罪來悔改
[00:15:40.000 --> 00:15:43.000]  只不過他們為了自己遇到的災難
[00:15:43.000 --> 00:15:44.000]  去求神幫他們
[00:15:44.000 --> 00:15:47.000]  所以神是不會應運他們
[00:15:47.000 --> 00:15:48.000]  在那個時候
[00:15:48.000 --> 00:15:49.000]  他就照他們所行的惡事
[00:15:49.000 --> 00:15:50.000]  向他們掩面
[00:15:50.000 --> 00:15:51.000]  不聽他們說
[00:15:55.000 --> 00:15:56.000]  第六第七節
[00:15:56.000 --> 00:15:58.000]  也很具體的說到他們的情況
[00:15:58.000 --> 00:16:17.000]  這裡說到
[00:16:17.000 --> 00:16:18.000]  神審判他們
[00:16:18.000 --> 00:16:19.000]  「唬著嘴唇」
[00:16:19.000 --> 00:16:21.000]  是指他們掩著嘴唇
[00:16:21.000 --> 00:16:23.000]  表示一種苦惱
[00:16:23.000 --> 00:16:24.000]  一種羞愧的意思
[00:16:24.000 --> 00:16:26.000]  也很具體的
[00:16:26.000 --> 00:16:27.000]  才說到他們的情況
[00:16:27.000 --> 00:16:28.000]  黑暗的
[00:16:28.000 --> 00:16:29.000]  是看不到光的
[00:16:29.000 --> 00:16:33.000]  這些領袖受到這些懲罰
[00:16:33.000 --> 00:16:36.000]  當他們犯了這些罪的時候
[00:16:36.000 --> 00:16:39.000]  但是我們正面來看
[00:16:39.000 --> 00:16:42.000]  到底神對領袖有什麼要求呢?
[00:16:42.000 --> 00:16:48.000]  在尼加書第六章第八節
[00:16:48.000 --> 00:16:49.000]  我們一起讀出
[00:16:54.000 --> 00:16:56.000]  我向你所要的是什麼呢?
[00:16:56.000 --> 00:16:58.000]  只要你行公義
[00:16:58.000 --> 00:16:59.000]  好憐憫
[00:16:59.000 --> 00:17:00.000]  全謙卑的心
[00:17:00.000 --> 00:17:02.000]  與你的神同行
[00:17:02.000 --> 00:17:05.000]  這個金句就非常著名
[00:17:05.000 --> 00:17:07.000]  很多政客都經常說
[00:17:07.000 --> 00:17:08.000]  我有時逛街
[00:17:08.000 --> 00:17:11.000]  看到議員的橫額都寫著
[00:17:11.000 --> 00:17:13.000]  「行公義好憐憫」
[00:17:13.000 --> 00:17:15.000]  也有很多議員或高官
[00:17:15.000 --> 00:17:18.000]  在他們的辦公室寫著這幾個字
[00:17:18.000 --> 00:17:22.000]  但是「行公義好憐憫」
[00:17:22.000 --> 00:17:24.000]  也是一個很闊的題目
[00:17:24.000 --> 00:17:25.000]  我會就今天我們選讀
[00:17:25.000 --> 00:17:27.000]  尼加書三章一至八節經文
[00:17:27.000 --> 00:17:30.000]  跟大家集中說公平和公義
[00:17:30.000 --> 00:17:32.000]  這裡說到是世人
[00:17:32.000 --> 00:17:34.000]  不單止對領袖的要求
[00:17:34.000 --> 00:17:36.000]  其實對每一個人都有要求
[00:17:36.000 --> 00:17:37.000]  剛才我也說到
