
[00:00:00.000 --> 00:00:05.640]  大家今天看這個題目是性過死亡的盼望
[00:03:04.240 --> 00:03:09.640]  原來喪親離世 面對很多的分離
[00:03:09.640 --> 00:03:11.720]  非常重挫
[00:03:11.720 --> 00:03:14.660]  他作一個簡單的結論
[00:03:14.660 --> 00:03:18.160]  他說似乎流淚這些太過膚淺
[00:03:18.160 --> 00:03:22.960]  不能夠將他裡面很深沉的那種哀傷去表達出來
[00:03:22.960 --> 00:03:23.860]  事實上是的
[00:03:23.860 --> 00:03:26.500]  不單止是我們的配偶
[00:03:26.500 --> 00:03:31.640]  或者是有些親人朋友離開這個世界的時候
[00:03:31.640 --> 00:03:33.940]  帶給我們很多的哀傷
[00:03:33.940 --> 00:03:39.540]  或許大家可能會經歷到生離死別的事情
[00:03:39.540 --> 00:03:40.700]  在所難免
[00:03:40.700 --> 00:03:42.300]  但是我們很多時候
[00:03:42.300 --> 00:03:45.820]  留在我們裡面的傷痕 這些的哀傷
[00:03:45.820 --> 00:03:49.700]  或許還在你和我的當中
[00:03:49.700 --> 00:03:53.000]  人對死亡很多時候往往是一個謎
[00:03:53.000 --> 00:03:54.620]  死後去哪裡呢
[00:03:54.620 --> 00:03:57.580]  人死了還有什麼的盼望呢
[00:03:57.580 --> 00:04:01.540]  盼望我們今天一起看這段很重要的經文
[00:04:01.540 --> 00:04:07.520]  《貼索萊迪加前書》講到第四章13節到18節這段經文
[00:04:07.520 --> 00:04:09.060]  我們知道《貼索萊迪加前書》
[00:04:09.060 --> 00:04:13.100]  保羅是屢次提到主再來的真理
[00:04:13.100 --> 00:04:14.300]  基於這些真理
[00:04:14.300 --> 00:04:16.300]  信徒要好好地生活
[00:04:16.300 --> 00:04:18.660]  上一次那段經文講到
[00:04:18.660 --> 00:04:22.340]  信徒要聖潔並且彼此相愛
[00:04:22.340 --> 00:04:24.380]  有些人覺得主再來了
[00:04:24.380 --> 00:04:26.700]  我可以等他回來
[00:04:26.700 --> 00:04:27.940]  我什麼都不用做了
[00:04:27.940 --> 00:04:30.060]  以致有些人懶散不做工
[00:04:30.060 --> 00:04:31.280]  保羅就說他們
[00:04:31.280 --> 00:04:34.280]  你這樣拖欠了弟兄
[00:04:34.280 --> 00:04:37.180]  你依賴了弟兄是不對的
[00:04:37.180 --> 00:04:38.460]  就駁斥這些事情
[00:04:38.460 --> 00:04:40.740]  來到這段經文更加提到
[00:04:40.740 --> 00:04:43.460]  對於一些很陌生的
[00:04:43.460 --> 00:04:45.980]  一些信徒離開了世界
[00:04:45.980 --> 00:04:48.700]  我們信徒如何面對這個哀傷呢
[00:04:48.700 --> 00:04:50.260]  就在這段經文裏面
[00:04:50.260 --> 00:04:54.880]  跟我們一起教導 一起學習
[00:04:54.880 --> 00:04:57.700]  或者我們首先看看
[00:04:57.700 --> 00:05:00.020]  離世哀傷是必然的事
[00:05:00.020 --> 00:05:03.620]  但是我們的哀傷中是有盼望的
[00:05:03.620 --> 00:05:07.140]  或者我們首先看看13、14節
[00:05:07.140 --> 00:05:09.620]  他說:弟兄們 至於已垂了的人
[00:05:09.620 --> 00:05:11.620]  我們不願意你們不知道
[00:05:11.620 --> 00:05:13.580]  恐怕你們憂傷
[00:05:13.580 --> 00:05:16.020]  像那些沒有指望的人一樣
[00:05:16.020 --> 00:05:18.660]  既然我們信耶穌死了復活了
[00:05:18.660 --> 00:05:22.140]  那些已經在耶穌裏垂了的人
[00:05:22.140 --> 00:05:26.380]  神也必將他們與耶穌一同帶來
[00:05:26.380 --> 00:05:28.220]  很簡單的
[00:05:28.220 --> 00:05:30.220]  保羅在這段經文
[00:05:30.220 --> 00:05:31.980]  只有一個目的
[00:05:31.980 --> 00:05:33.900]  他想信徒知道一件事
[00:05:33.900 --> 00:05:35.660]  是關於已垂了的信徒
[00:05:35.660 --> 00:05:37.340]  即是已死了的信徒
[00:05:37.340 --> 00:05:40.380]  那為甚麼要讓他們知道呢
[00:05:40.380 --> 00:05:42.020]  原因就是
[00:05:42.020 --> 00:05:45.020]  不要哀傷像那些沒有指望的人一樣
[00:05:45.020 --> 00:05:47.340]  即是沒有信仰的人
[00:05:47.340 --> 00:05:51.020]  他們對於死是一個毫無把握的
[00:05:51.020 --> 00:05:52.740]  如果一個這樣的情況
[00:05:52.740 --> 00:05:54.260]  如果我們這樣哀傷下去
[00:05:54.260 --> 00:05:56.500]  整個人會燒沉
[00:05:56.500 --> 00:06:00.660]  喪志 甚至乎失去我們人生的動力
[00:06:00.660 --> 00:06:02.700]  保羅就說不要這樣
[00:06:02.700 --> 00:06:06.500]  我們知道離世哀傷是很自然的事
[00:06:06.500 --> 00:06:10.300]  耶穌基督為了祂的朋友拉撒路死了
[00:06:10.300 --> 00:06:11.940]  祂哀傷 撲入
[00:06:11.940 --> 00:06:13.420]  這是很自然的
[00:06:13.420 --> 00:06:17.540]  但我們不要像那些完全沒有指望的人一樣
[00:06:17.540 --> 00:06:20.860]  在很多世界的人
[00:06:20.860 --> 00:06:24.780]  不同的宗教通常有一個特點的
[00:06:24.780 --> 00:06:27.660]  因為人死後是怎樣呢
[00:06:27.660 --> 00:06:29.420]  做得好事多就去到天堂
[00:06:29.420 --> 00:06:31.860]  或者一個好的地方
[00:06:31.860 --> 00:06:33.660]  但是標準在哪裡呢
[00:06:33.660 --> 00:06:37.380]  我們做到多好才算合格呢
[00:06:37.380 --> 00:06:40.340]  似乎我們很難有把握
[00:06:40.340 --> 00:06:41.700]  在一些西方的哲學
[00:06:41.700 --> 00:06:43.700]  早期的哲學已經有這樣的說法
[00:06:43.700 --> 00:06:45.500]  人死後不要那麼哀傷
[00:06:45.500 --> 00:06:46.100]  不需要
[00:06:46.100 --> 00:06:49.060]  因為你可能去到更好的地方
[00:06:49.060 --> 00:06:50.620]  那你不需要哀傷
[00:06:50.620 --> 00:06:53.580]  這個不知道能否安慰到人
[00:06:53.580 --> 00:06:54.860]  近代的哲學
[00:06:54.860 --> 00:06:56.420]  在美國耶魯大學
[00:06:56.420 --> 00:06:59.180]  在2012年有一位教授
[00:06:59.180 --> 00:07:01.700]  叫做雪萊卡根
[00:07:01.700 --> 00:07:02.820]  在耶魯大學
[00:07:02.820 --> 00:07:05.020]  他開了一個課堂
[00:07:05.020 --> 00:07:06.260]  專門講述死亡
[00:07:06.260 --> 00:07:09.260]  然後他將這些課題集合成書
[00:07:09.260 --> 00:07:13.220]  在2012年去推出這本書叫做《死亡》
[00:07:13.220 --> 00:07:15.180]  我們中文翻譯說
[00:07:15.180 --> 00:07:17.060]  令人著迷的生與死
[00:07:17.060 --> 00:07:18.820]  非常之暢銷
[00:07:18.820 --> 00:07:20.140]  我們中文也有版本
[00:07:20.140 --> 00:07:21.780]  其他外國也有很多
[00:07:21.780 --> 00:07:22.500]  很受歡迎的
[00:07:22.500 --> 00:07:25.500]  因為為什麼人人都想知道死是一回事
[00:07:25.500 --> 00:07:27.980]  我們怎樣面對
[00:07:27.980 --> 00:07:32.380]  當然卡根不是一個相信神的人
[00:07:32.380 --> 00:07:34.100]  他相信人是什麼呢
[00:07:34.100 --> 00:07:35.100]  有沒有永恆
[00:07:35.100 --> 00:07:36.380]  死亡去哪裡
[00:07:36.380 --> 00:07:39.100]  很視乎人的本質是什麼
[00:07:39.100 --> 00:07:40.860]  他認為人是怎樣的呢
[00:07:40.860 --> 00:07:42.460]  人是物質造成的
[00:07:42.460 --> 00:07:44.340]  沒有所謂靈魂
[00:07:44.340 --> 00:07:47.180]  有些人說人有思想意志這些
[00:07:47.180 --> 00:07:49.380]  那這些是什麼
[00:07:49.380 --> 00:07:50.420]  其實他說這些
[00:07:50.420 --> 00:07:53.460]  都可以從你身體的物質
[00:07:53.460 --> 00:07:55.860]  去構成這些行為
[00:07:55.860 --> 00:07:58.100]  不需要一定有靈魂
[00:07:58.100 --> 00:07:59.780]  所以他說的說法
[00:07:59.780 --> 00:08:00.980]  就是人死如燈滅
[00:08:00.980 --> 00:08:03.380]  好像我們中國這句說話
[00:08:03.380 --> 00:08:04.820]  但是留意他這本書裏面
[00:08:04.820 --> 00:08:06.500]  屢次提到一件事
[00:08:06.500 --> 00:08:08.620]  他說有很多事我都不知道
[00:08:08.620 --> 00:08:13.060]  我是用邏輯推理去說出這些說話
[00:08:13.060 --> 00:08:17.420]  那這些是否能給人真正的答案呢
[00:08:17.420 --> 00:08:20.140]  又或者是否能給人的盼望呢
[00:08:20.140 --> 00:08:21.340]  是沒有的
[00:08:21.340 --> 00:08:23.380]  所以保羅不是這樣說的
[00:08:23.380 --> 00:08:26.460]  保羅說到無論新舊兩約
[00:08:26.460 --> 00:08:28.060]  說到原來死後
[00:08:28.060 --> 00:08:31.460]  我們有永生這個盼望
[00:08:31.460 --> 00:08:33.180]  或者我們看看
[00:08:33.180 --> 00:08:37.300]  保羅在這裏是留意他怎樣描述那些死了的人
[00:08:37.300 --> 00:08:39.020]  他說已垂了的人
[00:08:39.020 --> 00:08:41.100]  通常我們看已垂的人
[00:08:41.100 --> 00:08:42.100]  可能我們就說
[00:08:42.100 --> 00:08:45.620]  不如我們中國人都有些話
[00:08:45.620 --> 00:08:46.980]  他休息了
[00:08:46.980 --> 00:08:49.820]  他或者說一些去優化的話
[00:08:49.820 --> 00:08:52.220]  你只不過是垂了
[00:08:52.220 --> 00:08:54.940]  這個是的 聖經有些經文是這樣寫的
[00:08:54.940 --> 00:08:56.420]  但是在這段的經文
[00:08:56.420 --> 00:08:57.660]  特別是提到
[00:08:57.660 --> 00:09:00.180]  垂是有兩個特色的
[00:09:00.180 --> 00:09:01.980]  最初有兩個特色
[00:09:01.980 --> 00:09:03.780]  第一個就是
[00:09:03.780 --> 00:09:07.420]  垂了的人是一個休息
[00:09:07.420 --> 00:09:10.940]  死亡對一些人是安息
[00:09:10.940 --> 00:09:14.100]  就等於我們做工做到很累了
[00:09:14.100 --> 00:09:16.420]  我們息息世上的勞苦
[00:09:16.420 --> 00:09:18.820]  原來一個死亡對一個信徒來說
[00:09:18.820 --> 00:09:22.700]  是所以我們在一些喪禮
[00:09:22.700 --> 00:09:24.300]  叫做安息主懷
[00:09:24.300 --> 00:09:25.700]  在裏面安息
[00:09:25.700 --> 00:09:29.140]  在《啟示錄》十四章有提到
[00:09:29.140 --> 00:09:33.340]  它提到說死了的人是有福了
[00:09:33.340 --> 00:09:34.980]  然後聖靈就說了
[00:09:34.980 --> 00:09:35.980]  是的
[00:09:35.980 --> 00:09:38.460]  他們是從他們
[00:09:38.460 --> 00:09:42.060]  即是在主裏面死了的人是有福
[00:09:42.060 --> 00:09:44.780]  他們息息世上的勞苦
[00:09:44.780 --> 00:09:46.220]  息了他們的勞苦
[00:09:46.220 --> 00:09:48.300]  因為他們工作的果效
[00:09:48.300 --> 00:09:50.340]  永遠是隨著他們
[00:09:50.340 --> 00:09:51.980]  放下
[00:09:51.980 --> 00:09:54.380]  無論是疾病的前亡
[00:09:54.380 --> 00:09:56.260]  又或者是一些
[00:09:56.260 --> 00:09:59.460]  是很多的人生的很多的責任
[00:09:59.460 --> 00:10:00.820]  完了
[00:10:00.820 --> 00:10:02.540]  第一 去放下
[00:10:02.540 --> 00:10:04.980]  第二 在這段經文更加的貼切
[00:10:04.980 --> 00:10:07.340]  就說到更加看到這個意思
[00:10:07.340 --> 00:10:09.020]  就是一個死了的人
[00:10:09.020 --> 00:10:10.740]  他會復活
[00:10:10.740 --> 00:10:13.340]  睡了會醒的
[00:10:13.340 --> 00:10:15.020]  這個 即是
[00:10:15.020 --> 00:10:17.100]  特別在這段經文我們看到
[00:10:17.100 --> 00:10:18.380]  耶穌基督就是說
[00:10:18.380 --> 00:10:21.300]  一個人就會復活
[00:10:21.300 --> 00:10:26.660]  以至人就是有這個盼望在主的裏面
[00:10:26.660 --> 00:10:29.900]  這個就是我們可以去
[00:10:29.900 --> 00:10:32.140]  跟別的信仰是很不同
[00:10:32.140 --> 00:10:33.820]  而我們的信仰有一個
[00:10:33.820 --> 00:10:35.340]  在保羅就更加提到
[00:10:35.340 --> 00:10:37.500]  有一個非常重要的確句
[00:10:37.500 --> 00:10:39.100]  在這十四節就說
[00:10:39.100 --> 00:10:41.980]  既然我們信耶穌死了復活了
[00:10:41.980 --> 00:10:45.100]  那些已經在耶穌裏睡了的人
[00:10:45.100 --> 00:10:48.780]  神也必將他們與耶穌一同帶來
[00:10:48.780 --> 00:10:51.340]  那這裏是強調什麼呢
[00:10:51.340 --> 00:10:52.020]  它就說
[00:10:52.020 --> 00:10:55.180]  其實耶穌基督的死和復活
[00:10:55.180 --> 00:10:57.700]  特別在這段經文說到睡了的人
[00:10:57.700 --> 00:10:59.300]  是很連貫的
[00:10:59.300 --> 00:11:01.460]  特別看到復活的意思
[00:11:01.460 --> 00:11:03.140]  睡了會醒
[00:11:03.140 --> 00:11:05.340]  有一天會復活
[00:11:05.340 --> 00:11:07.220]  這裏說到耶穌基督死了
[00:11:07.220 --> 00:11:08.700]  就不是睡了
[00:11:08.700 --> 00:11:09.780]  為什麼呢
[00:11:09.780 --> 00:11:11.900]  祂真真正正的死了
[00:11:11.900 --> 00:11:14.660]  耶穌基督是為了我們犯罪
[00:11:14.660 --> 00:11:17.420]  以致我們要面對罪的刑罰
[00:11:17.420 --> 00:11:18.180]  就是死亡
[00:11:18.180 --> 00:11:19.580]  這個惡果
[00:11:19.580 --> 00:11:21.740]  耶穌基督為我們償了這個惡果
[00:11:21.740 --> 00:11:23.300]  祂為我們死
[00:11:23.300 --> 00:11:25.540]  死後接著又復活
[00:11:25.540 --> 00:11:26.500]  復活很重要
[00:11:26.500 --> 00:11:32.060]  就是祂能夠將這個罪帶來的惡果的刑罰
[00:11:32.060 --> 00:11:33.620]  完全是滿足了
[00:11:33.620 --> 00:11:34.420]  勝過了
[00:11:34.420 --> 00:11:35.740]  以致祂復活
[00:11:35.740 --> 00:11:37.380]  而祂的復活
[00:11:37.380 --> 00:11:41.380]  也帶給我們能夠有復活的盼望
[00:11:41.380 --> 00:11:42.780]  所以耶穌的死而復活
[00:11:42.780 --> 00:11:43.700]  就等於
[00:11:43.700 --> 00:11:45.700]  這裏說到那些睡了的人
[00:11:45.700 --> 00:11:46.900]  有這個福分
[00:11:46.900 --> 00:11:49.620]  所以祂說在主裡面睡了的人
[00:11:49.620 --> 00:11:51.380]  然後就說
[00:11:51.380 --> 00:11:56.260]  能夠有這個指望
[00:11:56.260 --> 00:11:57.780]  第十四節說
[00:11:57.780 --> 00:12:01.460]  那些已經在耶穌裏睡了的人
[00:12:01.460 --> 00:12:05.740]  是耶穌裏面才有這個睡了的福分
[00:12:05.740 --> 00:12:08.780]  死了會復活的
[00:12:08.780 --> 00:12:09.780]  耶穌基督
[00:12:09.780 --> 00:12:12.020]  當我們相信祂的時候
[00:12:12.020 --> 00:12:15.980]  祂就將我們跟祂連結起來
[00:12:15.980 --> 00:12:17.900]  我們舊有的人死了
[00:12:17.900 --> 00:12:20.380]  然後新的人有永生的樣式
[00:12:20.380 --> 00:12:23.460]  然後在末日會復活
[00:12:23.460 --> 00:12:26.180]  這裏我們說到這個復活
[00:12:26.180 --> 00:12:28.180]  耶穌基督死而復活
[00:12:28.180 --> 00:12:32.700]  就等於我們一樣有的經歷
[00:12:32.700 --> 00:12:34.060]  聖經裏面在
[00:12:34.060 --> 00:12:37.180]  保羅在哥倫多前書十五章就說到
[00:12:37.180 --> 00:12:42.100]  耶穌基督祂是睡了之人復活初熟的果子
[00:12:42.100 --> 00:12:43.380]  即是說好像一棵樹
[00:12:43.380 --> 00:12:46.580]  這棵樹的果子第一個初熟的
[00:12:46.580 --> 00:12:48.340]  就是耶穌基督的復活
[00:12:48.340 --> 00:12:52.740]  然後這棵樹還有其他的果子會結出來
[00:12:52.740 --> 00:12:54.940]  這個就是所有相信祂的人
[00:12:54.940 --> 00:12:56.820]  所有的復活
[00:12:56.820 --> 00:12:58.620]  這個就是一個
[00:12:58.620 --> 00:13:01.380]  我們是根據這個福分
[00:13:01.380 --> 00:13:04.460]  就是耶穌基督在歷史性的時候
[00:13:04.460 --> 00:13:06.020]  聖咒了我們的教恩
[00:13:06.020 --> 00:13:08.580]  以致我們有這個復活
[00:13:08.580 --> 00:13:10.060]  以致我們能夠
[00:13:10.060 --> 00:13:11.100]  可以說在
[00:13:11.100 --> 00:13:12.060]  那什麼時候復活呢
[00:13:12.060 --> 00:13:13.300]  這裏就很強調了
[00:13:13.300 --> 00:13:14.380]  在第十四節
[00:13:14.380 --> 00:13:15.500]  現在大家留意
[00:13:15.500 --> 00:13:18.500]  它說已經睡了的信徒的人
[00:13:18.500 --> 00:13:22.500]  神也必將他們與耶穌一同帶來
[00:13:22.500 --> 00:13:23.980]  我們知道有復活的永生
[00:13:23.980 --> 00:13:26.940]  但是這段經文特別強調主在來的
[00:13:26.940 --> 00:13:29.020]  所以在神特定的時間
[00:13:29.020 --> 00:13:31.220]  在末世的時間
[00:13:31.220 --> 00:13:32.820]  耶穌基督就會回來
[00:13:32.820 --> 00:13:35.940]  這個時候就是信徒復活的時候
[00:13:35.940 --> 00:13:37.940]  在聖經裏面都有提過
[00:13:37.940 --> 00:13:39.500]  主耶穌在《約翰福音》
[00:13:39.500 --> 00:13:42.220]  或者我讀給大家一些經文
[00:13:42.220 --> 00:13:48.580]  在《約翰福音》第五章二十八節
[00:13:48.580 --> 00:13:50.660]  祂說
[00:13:50.660 --> 00:13:53.180]  你們不要對這事感到驚訝
[00:13:53.180 --> 00:13:54.660]  因為時候將到
[00:13:54.660 --> 00:13:56.340]  凡在墳墓裏的
[00:13:56.340 --> 00:13:58.780]  都要聽見祂的聲音
[00:13:58.780 --> 00:14:02.420]  依照祂能夠復活
[00:14:02.420 --> 00:14:04.940]  依照在末日的時候
[00:14:04.940 --> 00:14:11.100]  然後在第六章四十節
[00:14:11.100 --> 00:14:12.460]  這裏主耶穌說
[00:14:12.460 --> 00:14:16.300]  因為父的子意是要使每一個見了子
[00:14:16.300 --> 00:14:18.260]  而信的人得永生
[00:14:18.260 --> 00:14:22.380]  並且在末日我要使他復活
[00:14:22.380 --> 00:14:24.260]  在末日的時候復活
[00:14:24.260 --> 00:14:26.300]  如果我們這樣說
[00:14:26.300 --> 00:14:27.940]  死亡不是一個謎
[00:14:27.940 --> 00:14:29.580]  是非常清楚
[00:14:29.580 --> 00:14:31.660]  當一個人
[00:14:31.660 --> 00:14:34.500]  信徒離開世界的時候
[00:14:34.500 --> 00:14:36.580]  他的身體被埋葬
[00:14:36.580 --> 00:14:38.780]  好像是形容碎了
[00:14:38.780 --> 00:14:39.940]  但他的靈魂
[00:14:39.940 --> 00:14:41.660]  就去到天堂
[00:14:41.660 --> 00:14:43.820]  神的樂園裏面
[00:14:43.820 --> 00:14:45.140]  就好像保羅說
[00:14:45.140 --> 00:14:46.580]  如果我離開這個身體
[00:14:46.580 --> 00:14:48.580]  就與主同在
[00:14:48.580 --> 00:14:50.700]  好得無比
[00:14:50.700 --> 00:14:52.020]  與主耶穌一起
[00:14:52.020 --> 00:14:53.380]  直至到末世
[00:14:53.380 --> 00:14:55.940]  耶穌也回來的時候
[00:14:55.940 --> 00:14:58.460]  信徒不會與耶穌分離
[00:14:58.460 --> 00:14:59.420]  一起的同在
[00:14:59.420 --> 00:15:01.540]  以致一起來到這個地上
[00:15:01.540 --> 00:15:04.540]  這就是整個圖畫
[00:15:04.540 --> 00:15:07.820]  其實無論人的面對死亡
[00:15:07.820 --> 00:15:11.180]  或者死後有些什麼發生
[00:15:11.180 --> 00:15:13.260]  都可以透過相信耶穌基督
[00:15:13.260 --> 00:15:15.900]  而得到這個盼望
[00:15:15.900 --> 00:15:21.220]  盧偉全牧師是一位很資深的遠目
[00:15:21.220 --> 00:15:25.860]  他提到有一個遠目去探一位病者
[00:15:25.860 --> 00:15:27.820]  這個化名為阿華
[00:15:27.820 --> 00:15:29.700]  化名不是真名
[00:15:29.700 --> 00:15:33.180]  這個阿華其實是五十多歲
[00:15:33.180 --> 00:15:35.820]  但患了一個末期的症
[00:15:35.820 --> 00:15:40.580]  將會真是人生的生命都有限
[00:15:40.580 --> 00:15:44.380]  有位遠目就去探他
[00:15:44.380 --> 00:15:48.220]  但這位阿華就非常抗拒基督教
[00:15:48.220 --> 00:15:51.140]  立即第一句就罵
[00:15:51.140 --> 00:15:52.740]  不要跟我說耶穌
[00:15:52.740 --> 00:15:53.540]  一句就得了
[00:15:53.540 --> 00:15:57.700]  如果你是遠目你也會醒目
[00:15:57.700 --> 00:16:00.180]  唯有離開
[00:16:00.180 --> 00:16:02.460]  但這個遠目就不放棄
[00:16:02.460 --> 00:16:04.180]  繼續去探他
[00:16:04.180 --> 00:16:06.940]  每次只是用一個很關懷的眼神
[00:16:06.940 --> 00:16:08.100]  都不敢說話
[00:16:08.100 --> 00:16:10.060]  因為一說他就不知怎樣
[00:16:10.060 --> 00:16:15.620]  就這樣慢慢的陪伴他
[00:16:15.620 --> 00:16:17.260]  默默的陪伴
[00:16:17.260 --> 00:16:19.940]  有一次這個遠目做了一個動作
[00:16:19.940 --> 00:16:24.660]  他就試下用手輕輕的放在他的手背上
[00:16:24.660 --> 00:16:26.660]  表達一種關懷
[00:16:26.660 --> 00:16:30.700]  奇怪的是阿華就不罵他
[00:16:30.700 --> 00:16:33.300]  沉默了幾分鐘
[00:16:33.300 --> 00:16:38.220]  然後阿華就開始跟他說一下他的身孫
[00:16:38.220 --> 00:16:39.900]  說一下他的病情
[00:16:39.900 --> 00:16:43.620]  又說一下他現在的心結
[00:16:43.620 --> 00:16:44.940]  他的心結是什麼
[00:16:44.940 --> 00:16:48.620]  原來他有婚外情
[00:16:48.620 --> 00:16:50.980]  家裡搞得非常不愉快
[00:16:50.980 --> 00:16:54.100]  家人亦都很生氣他這樣做
[00:16:54.100 --> 00:16:56.140]  跟他真是斷絕關係
[00:16:56.140 --> 00:16:57.340]  太太仍然是探望他
[00:16:57.340 --> 00:16:59.980]  但每次來到都在吵架
[00:16:59.980 --> 00:17:01.620]  他很心煩
[00:17:01.620 --> 00:17:03.020]  他跟遠目說
[00:17:03.020 --> 00:17:04.660]  我想快點離開這個世界
[00:17:04.660 --> 00:17:06.140]  死了他
[00:17:06.140 --> 00:17:07.820]  遠目非常明白
[00:17:07.820 --> 00:17:09.140]  人的身體這樣
[00:17:09.140 --> 00:17:12.340]  搞到現在有這樣的家庭
[00:17:12.340 --> 00:17:13.100]  很明白
[00:17:13.100 --> 00:17:14.620]  人很想解決
[00:17:14.620 --> 00:17:16.860]  但遠目就提醒他
[00:17:16.860 --> 00:17:18.860]  他說你這樣走了
[00:17:18.860 --> 00:17:20.300]  帶有遺憾的走
[00:17:20.300 --> 00:17:22.220]  是不是一種逃避呢
[00:17:22.220 --> 00:17:25.860]  你可不可以孫子和家人作道歉
[00:17:25.860 --> 00:17:28.140]  然後可以將這些事情
[00:17:28.140 --> 00:17:30.700]  可以和家人和解
[00:17:30.700 --> 00:17:32.940]  阿華就說很難開口
[00:17:32.940 --> 00:17:34.660]  遠目就提議
[00:17:34.660 --> 00:17:35.220]  不如這樣
[00:17:35.220 --> 00:17:38.140]  我照你的意思寫一些道歉信
[00:17:38.140 --> 00:17:39.300]  一封寫給你太太
[00:17:39.300 --> 00:17:40.900]  一封寫給你的家人
[00:17:40.900 --> 00:17:43.340]  然後你在這裡簽名好不好
[00:17:43.340 --> 00:17:44.820]  結果阿華就好了
[00:17:44.820 --> 00:17:45.820]  結果就寫了這封
[00:17:45.820 --> 00:17:47.420]  簽了名
[00:17:47.420 --> 00:17:50.500]  然後跟著就告訴遠目
[00:17:50.500 --> 00:17:55.340]  我的心頭的大石現在放下了
[00:17:55.340 --> 00:17:59.140]  我以為你走來只是傳你的福音
[00:17:59.140 --> 00:18:01.900]  我以為你是這樣的
[00:18:01.900 --> 00:18:05.220]  但我沒想到你會這麼關懷我
[00:18:05.220 --> 00:18:07.340]  遠目就跟他這樣說
[00:18:07.340 --> 00:18:10.460]  其實這個就是主的愛
[00:18:10.460 --> 00:18:14.060]  其實是誰差派遠目來探你呢
[00:18:14.060 --> 00:18:15.460]  其實是愛你的主耶穌
[00:18:15.460 --> 00:18:18.220]  他愛你和你的家人
