
[00:00:00.000 --> 00:00:10.000]  各位今日要和大家思想的題目就是走出驚惶進入平安
[00:03:50.000 --> 00:03:52.000]  跳舞都是
[00:03:52.000 --> 00:03:55.000]  跳舞都是要大家互相遷就
[00:03:55.000 --> 00:03:57.000]  你才跳得到
[00:03:57.000 --> 00:04:00.000]  我們讓他舞來舞去
[00:04:00.000 --> 00:04:04.000]  我們人生就是跟恐懼舞來舞去
[00:04:04.000 --> 00:04:07.000]  所以今天我們怎樣能夠走出
[00:04:07.000 --> 00:04:08.000]  什麼呀
[00:04:08.000 --> 00:04:11.000]  惶恐進入什麼呀
[00:04:11.000 --> 00:04:12.000]  平安呢
[00:04:12.000 --> 00:04:17.000]  經文《馬可四章》35到41節
[00:04:17.000 --> 00:04:20.000]  門徒在風浪裏面他們害怕什麼呀
[00:04:20.000 --> 00:04:22.000]  害怕失去生命
[00:04:22.000 --> 00:04:25.000]  也害怕大海裏面有邪靈
[00:04:25.000 --> 00:04:27.000]  有鬼怪
[00:04:27.000 --> 00:04:30.000]  所以我們要從這一段的經文
[00:04:30.000 --> 00:04:34.000]  走出經王進入平安
[00:04:34.000 --> 00:04:36.000]  這段經文的第一幕
[00:04:36.000 --> 00:04:41.000]  是耶穌吩咐門徒到對岸那邊去
[00:04:41.000 --> 00:04:42.000]  35節一起讀
[00:04:42.000 --> 00:04:44.000]  當那天晚上
[00:04:44.000 --> 00:04:46.000]  耶穌對門徒說
[00:04:46.000 --> 00:04:49.000]  我們到那邊去
[00:04:49.000 --> 00:04:51.000]  門徒離開眾人
[00:04:51.000 --> 00:04:53.000]  耶穌仍在船上
[00:04:53.000 --> 00:04:55.000]  他們就把他帶去
[00:04:55.000 --> 00:04:59.000]  也有別的船和他同行
[00:04:59.000 --> 00:05:00.000]  第二幕
[00:05:00.000 --> 00:05:01.000]  遇上大風浪了
[00:05:01.000 --> 00:05:04.000]  耶穌竟然枕著枕頭睡覺
[00:05:04.000 --> 00:05:05.000]  一起讀
[00:05:05.000 --> 00:05:07.000]  忽然起了暴風
[00:05:07.000 --> 00:05:09.000]  波浪打入了船內
[00:05:09.000 --> 00:05:12.000]  甚至船要滿了水
[00:05:12.000 --> 00:05:16.000]  耶穌在船尾上枕著枕頭睡覺
[00:05:16.000 --> 00:05:19.000]  基督門徒叫醒了祂說
[00:05:19.000 --> 00:05:24.000]  「夫子,我們喪命了,你不顧嗎?」
[00:05:24.000 --> 00:05:25.000]  第三幕
[00:05:25.000 --> 00:05:27.000]  耶穌被門徒喚醒
[00:05:27.000 --> 00:05:29.000]  起來平靜風浪
[00:05:29.000 --> 00:05:31.000]  耶穌醒了
[00:05:31.000 --> 00:05:32.000]  蓄摘風
[00:05:32.000 --> 00:05:33.000]  向海說
[00:05:33.000 --> 00:05:36.000]  靜了罷
[00:05:36.000 --> 00:05:37.000]  風就指著
[00:05:37.000 --> 00:05:40.000]  大大地平靜了
[00:05:40.000 --> 00:05:41.000]  第四幕
[00:05:41.000 --> 00:05:43.000]  耶穌摘被門徒
[00:05:43.000 --> 00:05:44.000]  既膽怯
[00:05:44.000 --> 00:05:46.000]  也沒有信心
[00:05:46.000 --> 00:05:47.000]  一起
[00:05:47.000 --> 00:05:48.000]  耶穌對他們說
[00:05:48.000 --> 00:05:50.000]  「為什麼膽怯?
[00:05:50.000 --> 00:05:53.000]  你們還沒有信心嗎?」
[00:05:53.000 --> 00:05:55.000]  他們就大大地懼怕
[00:05:55.000 --> 00:05:57.000]  彼此說
[00:05:57.000 --> 00:05:58.000]  「這到底是誰?
[00:05:58.000 --> 00:06:03.000]  連風和海也聽從他了」
[00:06:03.000 --> 00:06:07.000]  恐懼是什麼呢?
[00:06:07.000 --> 00:06:12.000]  美國的總統羅斯福曾經說過
[00:06:12.000 --> 00:06:14.000]  The only thing we have
[00:06:14.000 --> 00:06:18.000]  to fear is itself
[00:06:18.000 --> 00:06:22.000]  fear is itself
[00:06:22.000 --> 00:06:27.000]  恐懼就是恐懼那樣東西
[00:06:27.000 --> 00:06:28.000]  什麼意思?
[00:06:28.000 --> 00:06:32.000]  這個是有很深度的意思的
[00:06:32.000 --> 00:06:34.000]  我現在說你不明白
[00:06:34.000 --> 00:06:35.000]  不要緊
[00:06:35.000 --> 00:06:37.000]  聽完你會明白的
[00:06:37.000 --> 00:06:39.000]  其實他是在說
[00:06:39.000 --> 00:06:40.000]  恐懼
[00:06:40.000 --> 00:06:41.000]  有一種恐懼
[00:06:41.000 --> 00:06:44.000]  譬如有個人走來說
[00:06:44.000 --> 00:06:46.000]  鬼啊
[00:06:46.000 --> 00:06:50.000]  我不會害怕的
[00:06:50.000 --> 00:06:55.000]  因為我相信耶穌
[00:06:55.000 --> 00:06:59.000]  何必害怕他
[00:06:59.000 --> 00:07:01.000]  所以不需要害怕
[00:07:01.000 --> 00:07:02.000]  他這樣說
[00:07:02.000 --> 00:07:06.000]  但是如果你不相信耶穌
[00:07:06.000 --> 00:07:09.000]  有個人來說鬼
[00:07:09.000 --> 00:07:12.000]  可能你會很害怕
[00:07:12.000 --> 00:07:16.000]  你內心的那種恐懼
[00:07:16.000 --> 00:07:18.000]  你內心會產生恐懼
[00:07:18.000 --> 00:07:20.000]  你會害怕
[00:07:20.000 --> 00:07:21.000]  第二次世界大戰
[00:07:21.000 --> 00:07:24.000]  德國人發明了一樣東西
[00:07:24.000 --> 00:07:27.000]  這就是解釋什麼叫做
[00:07:27.000 --> 00:07:30.000]  恐懼本身
[00:07:30.000 --> 00:07:32.000]  德國的人
[00:07:32.000 --> 00:07:35.000]  那個希特拉
[00:07:35.000 --> 00:07:37.000]  殺人無數
[00:07:37.000 --> 00:07:40.000]  有時被他俘虜的人
[00:07:40.000 --> 00:07:43.000]  是數以千萬計
[00:07:43.000 --> 00:07:45.000]  他們想到一個方法
[00:07:45.000 --> 00:07:49.000]  怎樣弄死俘虜
[00:07:49.000 --> 00:07:50.000]  逐個殺
[00:07:50.000 --> 00:07:52.000]  要殺一段時間
[00:07:52.000 --> 00:07:54.000]  如果用槍射他
[00:07:54.000 --> 00:07:56.000]  一萬粒子彈
[00:07:56.000 --> 00:07:57.000]  浪費不浪費
[00:07:57.000 --> 00:07:59.000]  拿去戰爭
[00:07:59.000 --> 00:08:01.000]  好過這樣殺他
[00:08:01.000 --> 00:08:04.000]  所以用了嚇死人的實驗
[00:08:04.000 --> 00:08:08.000]  來處決那些戰俘
[00:08:08.000 --> 00:08:10.000]  叫那些戰俘
[00:08:10.000 --> 00:08:13.000]  躺在床上
[00:08:13.000 --> 00:08:17.000]  然後用繩子綁住他的手腳
[00:08:17.000 --> 00:08:19.000]  告訴他
[00:08:19.000 --> 00:08:23.000]  我們不會用刀用槍去殺你
[00:08:23.000 --> 00:08:25.000]  但是我們會有一種方法
[00:08:25.000 --> 00:08:28.000]  令你死得很自然的
[00:08:28.000 --> 00:08:30.000]  就是怎樣呢
[00:08:30.000 --> 00:08:33.000]  你乖乖地躺著
[00:08:33.000 --> 00:08:35.000]  被綁住
[00:08:35.000 --> 00:08:38.000]  然後我們會
[00:08:38.000 --> 00:08:41.000]  好像殺雞一樣
[00:08:41.000 --> 00:08:43.000]  會幫你放血
[00:08:43.000 --> 00:08:46.000]  你慢慢會去死
[00:08:46.000 --> 00:08:48.000]  不會很痛
[00:08:48.000 --> 00:08:51.000]  你躺著就可以了
[00:08:51.000 --> 00:08:53.000]  沒有辦法
[00:08:53.000 --> 00:08:57.000]  你戰俘又不能抵抗他
[00:08:57.000 --> 00:09:01.000]  於是就把他們的手腕
[00:09:01.000 --> 00:09:06.000]  用冰條
[00:09:06.000 --> 00:09:08.000]  劃一劃他的手
[00:09:08.000 --> 00:09:11.000]  然後在他的手附近
[00:09:11.000 --> 00:09:14.000]  放了一瓶吊瓶
[00:09:14.000 --> 00:09:17.000]  吊瓶裡裝滿了水
[00:09:17.000 --> 00:09:20.000]  一路一路
[00:09:20.000 --> 00:09:23.000]  他閉上眼睛之後
[00:09:23.000 --> 00:09:26.000]  就會滴答滴答
[00:09:26.000 --> 00:09:32.000]  那個人就會慢慢失去知覺
[00:09:32.000 --> 00:09:34.000]  害怕得嚇死了
[00:09:34.000 --> 00:09:38.000]  但是他根本沒有流血出來
[00:09:38.000 --> 00:09:42.000]  只不過在那裡劃一劃他的手
[00:09:42.000 --> 00:09:44.000]  而他們的死
[00:09:44.000 --> 00:09:48.000]  是跟那些人因為失血過多而死一樣的
[00:09:48.000 --> 00:09:51.000]  如果那個人不怕的話
[00:09:51.000 --> 00:09:53.000]  你跟我玩而已
[00:09:53.000 --> 00:09:54.000]  沒事的
[00:09:54.000 --> 00:09:56.000]  就照樣去
[00:09:56.000 --> 00:09:58.000]  那可能沒事的
[00:09:58.000 --> 00:10:01.000]  所以他是很害怕
[00:10:01.000 --> 00:10:04.000]  那個恐懼本身令我們害怕
[00:10:04.000 --> 00:10:07.000]  所以這一點我們要注意
[00:10:07.000 --> 00:10:13.000]  有時候我們遇到人生的衝擊的時候
[00:10:13.000 --> 00:10:17.000]  如果你跟瞞徒一樣遇到大風大浪
[00:10:17.000 --> 00:10:21.000]  但是你很相信主會跟你一起
[00:10:21.000 --> 00:10:24.000]  雖然鬼搞起巨浪
[00:10:24.000 --> 00:10:26.000]  你也不需要害怕
[00:10:26.000 --> 00:10:29.000]  因為你有主的同在
[00:10:29.000 --> 00:10:33.000]  所以這段經文是很有意思的
[00:10:33.000 --> 00:10:38.000]  經文的背景是有四個重點我們要留意的
[00:10:38.000 --> 00:10:39.000]  第一個
[00:10:39.000 --> 00:10:41.000]  這個神蹟是很重要的
[00:10:41.000 --> 00:10:42.000]  第二個
[00:10:42.000 --> 00:10:45.000]  這個神蹟是有象徵性的意義的
[00:10:45.000 --> 00:10:49.000]  這個神蹟是具有震撼性的挑戰性的
[00:10:49.000 --> 00:10:53.000]  這個神蹟是兩個角度在那裡會鬥的
[00:10:53.000 --> 00:10:54.000]  一路鬥
[00:10:54.000 --> 00:10:57.000]  神的角度和撒旦的角度
[00:10:57.000 --> 00:11:00.000]  彼此來打鬥的
[00:11:00.000 --> 00:11:02.000]  而這個角度
[00:11:02.000 --> 00:11:05.000]  不單止是過去耶穌的年代
[00:11:05.000 --> 00:11:07.000]  到今天的年代
[00:11:07.000 --> 00:11:10.000]  這個上帝國和撒旦國
[00:11:10.000 --> 00:11:14.000]  是繼續在那裡鬥爭的
[00:11:14.000 --> 00:11:16.000]  這個神蹟的重要性
[00:11:16.000 --> 00:11:24.000]  是第一個耶穌來掌管大自然的神蹟
[00:11:24.000 --> 00:11:26.000]  是第一個
[00:11:26.000 --> 00:11:29.000]  福音書的神蹟
[00:11:29.000 --> 00:11:32.000]  大部份都是講耶穌治病趕鬼
[00:11:32.000 --> 00:11:37.000]  甚至耶穌的講道都有神蹟的
[00:11:37.000 --> 00:11:39.000]  因為神的話進入人的心
[00:11:39.000 --> 00:11:42.000]  改變一個人都是神蹟
[00:11:42.000 --> 00:11:43.000]  另外
[00:11:43.000 --> 00:11:48.000]  耶穌曾經餵飽五千人
[00:11:48.000 --> 00:11:49.000]  用了多少?
[00:11:49.000 --> 00:11:51.000]  五個餅、兩條魚
[00:11:51.000 --> 00:11:52.000]  有沒有可能?
[00:11:52.000 --> 00:11:55.000]  沒有可能都可以變成有可能
[00:11:55.000 --> 00:11:58.000]  這個都是一個神蹟
[00:11:58.000 --> 00:12:02.000]  但是能夠掌管天地海
[00:12:02.000 --> 00:12:04.000]  這個神蹟
[00:12:04.000 --> 00:12:07.000]  耶穌之前沒有做過
[00:12:07.000 --> 00:12:11.000]  所以門徒在面對大風大浪的時間
[00:12:11.000 --> 00:12:13.000]  他失去了信心
[00:12:13.000 --> 00:12:15.000]  他們很怕死
[00:12:15.000 --> 00:12:17.000]  也是很自然的事
[00:12:17.000 --> 00:12:19.000]  而這個神蹟裡面
[00:12:19.000 --> 00:12:21.000]  是要顯示出
[00:12:21.000 --> 00:12:27.000]  耶穌不是被他們所看到一般的那些神
[00:12:27.000 --> 00:12:31.000]  大風大浪引發到令人死的
[00:12:31.000 --> 00:12:33.000]  是一位神
[00:12:33.000 --> 00:12:37.000]  也同時是一個邪靈
[00:12:37.000 --> 00:12:39.000]  叫做巴力
[00:12:39.000 --> 00:12:41.000]  巴力表面上
[00:12:41.000 --> 00:12:45.000]  也是掌管風雨令人豐收
[00:12:45.000 --> 00:12:47.000]  但是巴力同時
[00:12:47.000 --> 00:12:51.000]  也會成為一個惡的神
[00:12:51.000 --> 00:12:53.000]  如果一個神
[00:12:53.000 --> 00:12:54.000]  你相信一個神
[00:12:54.000 --> 00:12:55.000]  他有時對你好
[00:12:55.000 --> 00:12:58.000]  有時對你不好
[00:12:58.000 --> 00:13:00.000]  喜歡就親你一口
[00:13:00.000 --> 00:13:01.000]  不喜歡就掌管你一巴掌
[00:13:01.000 --> 00:13:03.000]  有一個這樣的人
[00:13:03.000 --> 00:13:04.000]  或者有一個這樣的神
[00:13:04.000 --> 00:13:07.000]  你信不信各位?
[00:13:07.000 --> 00:13:09.000]  如果這個巴力
[00:13:09.000 --> 00:13:11.000]  真的是真的神的時候
[00:13:11.000 --> 00:13:14.000]  是很恐怖的
[00:13:14.000 --> 00:13:15.000]  今天社會上
[00:13:15.000 --> 00:13:18.000]  也同樣有這些人
[00:13:18.000 --> 00:13:20.000]  表面上很好
[00:13:20.000 --> 00:13:22.000]  但是有時又很壞
[00:13:22.000 --> 00:13:24.000]  壞到頭
[00:13:24.000 --> 00:13:25.000]  所以我們的真神
[00:13:25.000 --> 00:13:30.000]  是要在這個神蹟裡面
[00:13:30.000 --> 00:13:34.000]  顯出他是一個怎樣的神
[00:13:34.000 --> 00:13:42.000]  這個神蹟是有象徵性的意義的
[00:13:42.000 --> 00:13:44.000]  海上的船
[00:13:44.000 --> 00:13:45.000]  裡面有什麼?
[00:13:45.000 --> 00:13:47.000]  有耶穌和門徒
[00:13:47.000 --> 00:13:49.000]  代表了教會
[00:13:49.000 --> 00:13:52.000]  各位我們是不是教會?
[00:13:52.000 --> 00:13:53.000]  我們是教會
[00:13:53.000 --> 00:13:55.000]  教會不是建築物
[00:13:55.000 --> 00:13:58.000]  教會重要的是什麼?
[00:13:58.000 --> 00:14:00.000]  教會重要的是會眾
[00:14:00.000 --> 00:14:05.000]  同時我們相信神在我們當中
[00:14:05.000 --> 00:14:07.000]  聖靈在我們當中
[00:14:07.000 --> 00:14:09.000]  所以是教會
[00:14:09.000 --> 00:14:12.000]  而海是代表世界
[00:14:12.000 --> 00:14:15.000]  海也是代表了世俗的一些
[00:14:15.000 --> 00:14:17.000]  邪惡的力量
[00:14:17.000 --> 00:14:21.000]  船和海是分開的
[00:14:21.000 --> 00:14:23.000]  教會
[00:14:23.000 --> 00:14:25.000]  今天的教會也要留意
[00:14:25.000 --> 00:14:27.000]  你是要和世界分開的
[00:14:27.000 --> 00:14:29.000]  這個就是分別為勝
[00:14:29.000 --> 00:14:32.000]  教會不能夠分別為勝的時候
[00:14:32.000 --> 00:14:35.000]  教會就很糟糕了
[00:14:35.000 --> 00:14:37.000]  而撒旦很多時候
[00:14:37.000 --> 00:14:42.000]  都會用寒風暴雨來毀滅教會
[00:14:42.000 --> 00:14:45.000]  消滅教會
[00:14:45.000 --> 00:14:49.000]  這個神蹟有象徵的意義
[00:14:49.000 --> 00:14:56.000]  這個神蹟有震撼性的挑戰
[00:14:56.000 --> 00:14:58.000]  因為耶穌的神蹟
[00:14:58.000 --> 00:15:00.000]  平時多數什麼時候?
[00:15:00.000 --> 00:15:01.000]  早上
[00:15:01.000 --> 00:15:05.000]  耶穌很少神蹟在晚上
[00:15:05.000 --> 00:15:07.000]  因為根據聖經記載
[00:15:07.000 --> 00:15:08.000]  耶穌很多時候
[00:15:08.000 --> 00:15:10.000]  早上做完事之後
[00:15:10.000 --> 00:15:12.000]  祂晚上就會睡覺
[00:15:12.000 --> 00:15:15.000]  或者去曠野那裡做什麼?
[00:15:15.000 --> 00:15:19.000]  曠野退休
[00:15:19.000 --> 00:15:23.000]  那耶穌在船上這次有沒有休息?
[00:15:23.000 --> 00:15:25.000]  祂都有休息
[00:15:25.000 --> 00:15:27.000]  因為祂是人
[00:15:27.000 --> 00:15:30.000]  祂是會疲倦的
[00:15:30.000 --> 00:15:34.000]  遇到海上的狂風大浪
[00:15:34.000 --> 00:15:36.000]  是很危險的
[00:15:36.000 --> 00:15:39.000]  好像門徒在當日遇到的
[00:15:39.000 --> 00:15:42.000]  各種狂風大浪
[00:15:42.000 --> 00:15:46.000]  根本他們是無法應付的
[00:15:46.000 --> 00:15:48.000]  他們怎麼有能力勝過
[00:15:48.000 --> 00:15:52.000]  風、浪和海呢?
[00:15:52.000 --> 00:15:55.000]  耶穌和門徒是面對
[00:15:55.000 --> 00:15:58.000]  強勁的敵基督勢力
[00:15:58.000 --> 00:16:00.000]  而敵基督這個勢力
[00:16:00.000 --> 00:16:05.000]  從古到今一樣都有
[00:16:05.000 --> 00:16:10.000]  這個海代表了群魔聚集之處
[00:16:10.000 --> 00:16:15.000]  希伯來人他們有這個看法
[00:16:15.000 --> 00:16:17.000]  因為海是死很多人的
[00:16:17.000 --> 00:16:19.000]  在空中、在陸地
[00:16:19.000 --> 00:16:21.000]  在海來比較
[00:16:21.000 --> 00:16:23.000]  死的人最多
[00:16:23.000 --> 00:16:25.000]  直到現在都是海
[00:16:25.000 --> 00:16:28.000]  雖然科技是很發達
[00:16:28.000 --> 00:16:31.000]  但是很多人都是死在海上
[00:16:31.000 --> 00:16:34.000]  稀山莫稀水
[00:16:34.000 --> 00:16:36.000]  中國人的智慧
[00:16:36.000 --> 00:16:39.000]  所以這個狂風大浪
[00:16:39.000 --> 00:16:42.000]  是會叫人懼怕的
[00:16:42.000 --> 00:16:46.000]  懼怕是會伸展到憂慮的
[00:16:46.000 --> 00:16:49.000]  其實你懼怕是怕死
[00:16:49.000 --> 00:16:50.000]  但是你還沒死
[00:16:50.000 --> 00:16:51.000]  你懼怕的時候
[00:16:51.000 --> 00:16:52.000]  你怕之外
[00:16:52.000 --> 00:16:56.000]  你再加你怕死這個憂慮
[00:16:56.000 --> 00:17:01.000]  然後最後撒旦是會讓你覺得你死定了
[00:17:01.000 --> 00:17:08.000]  好像那些被德國納粹捉了的俘虜
[00:17:08.000 --> 00:17:10.000]  說他們是會死的
[00:17:10.000 --> 00:17:13.000]  慢慢流血地死
[00:17:13.000 --> 00:17:15.000]  他們就是怕死
[00:17:15.000 --> 00:17:17.000]  他們恐懼、憂慮
[00:17:17.000 --> 00:17:19.000]  然後真的死
[00:17:19.000 --> 00:17:22.000]  你怕死都會怕到自己死
[00:17:22.000 --> 00:17:24.000]  真的不是開玩笑的
[00:17:24.000 --> 00:17:27.000]  所以憂慮
[00:17:27.000 --> 00:17:31.000]  第三樣就是要令他們失去信仰
[00:17:31.000 --> 00:17:34.000]  不再信這位主耶穌了
[00:17:34.000 --> 00:17:38.000]  透過這個狂風巨浪
[00:17:38.000 --> 00:17:40.000]  這個神蹟有兩個角度
[00:17:40.000 --> 00:17:42.000]  一個是上帝的角度
[00:17:42.000 --> 00:17:44.000]  一個是撒旦的角度
[00:17:44.000 --> 00:17:48.000]  撒旦的角度就是邪靈
[00:17:48.000 --> 00:17:50.000]  祂用的方法是怎樣呢
[00:17:50.000 --> 00:17:52.000]  祂用的方法就是
[00:17:52.000 --> 00:17:55.000]  附在人的身、附在物件的身
[00:17:55.000 --> 00:18:00.000]  甚至可以附在大海
[00:18:00.000 --> 00:18:03.000]  附在這個世界的身
[00:18:03.000 --> 00:18:06.000]  馬可福音第一章二十三節有提到
[00:18:06.000 --> 00:18:09.000]  會堂裡的人
[00:18:09.000 --> 00:18:14.000]  會堂是相等於今天的教會或者禮拜堂
[00:18:14.000 --> 00:18:21.000]  禮拜堂都會有人被鬼附身
[00:18:21.000 --> 00:18:22.000]  一樣的
[00:18:22.000 --> 00:18:26.000]  當基督徒你心裡有惡念的時候
[00:18:26.000 --> 00:18:28.000]  撒旦就有機會附身
[00:18:28.000 --> 00:18:31.000]  或者你去接觸一些邪教
[00:18:31.000 --> 00:18:33.000]  邪靈都會附身
[00:18:33.000 --> 00:18:36.000]  另外加利利海
[00:18:36.000 --> 00:18:39.000]  這一段經文的記載就是
[00:18:39.000 --> 00:18:41.000]  邪靈進入了大海
[00:18:41.000 --> 00:18:44.000]  於是引起了風暴
[00:18:44.000 --> 00:18:48.000]  接著加利利海之後
[00:18:48.000 --> 00:18:52.000]  再去的那一段我們今天沒有時間講了
[00:18:52.000 --> 00:18:56.000]  馬可五章一至二十四節
[00:18:56.000 --> 00:18:58.000]  那裡就有提到
[00:18:58.000 --> 00:19:03.000]  耶穌平靜完風浪就去格拉三
[00:19:03.000 --> 00:19:05.000]  趕走那隻鬼
[00:19:05.000 --> 00:19:09.000]  那隻鬼曾經有很多隻鬼
[00:19:09.000 --> 00:19:12.000]  附在一個人的身上
[00:19:12.000 --> 00:19:15.000]  令到他日夜都在大叫
[00:19:15.000 --> 00:19:17.000]  很痛苦的
[00:19:17.000 --> 00:19:20.000]  那個我們今天沒有時間講
[00:19:20.000 --> 00:19:22.000]  邪靈進入大海
[00:19:22.000 --> 00:19:24.000]  喚起大風浪使人恐懼
[00:19:24.000 --> 00:19:26.000]  恐懼有兩種
[00:19:26.000 --> 00:19:27.000]  第一種就是
[00:19:27.000 --> 00:19:31.000]  大自然的風浪叫人恐懼
[00:19:31.000 --> 00:19:35.000]  因為這個風浪是會令到人跌落海
[00:19:35.000 --> 00:19:37.000]  船會翻人會死
[00:19:37.000 --> 00:19:41.000]  內心的恐懼就是令你恐懼不安
[00:19:41.000 --> 00:19:44.000]  令到你驚慌失措
[00:19:44.000 --> 00:19:47.000]  驚慌失措是什麼意思
[00:19:47.000 --> 00:19:50.000]  一個人很害怕的時候
[00:19:50.000 --> 00:19:53.000]  一個人很害怕的時候
[00:19:53.000 --> 00:19:55.000]  會做錯事
[00:19:55.000 --> 00:19:56.000]  是不是
[00:19:56.000 --> 00:19:59.000]  可能自己還沒死都想著
[00:19:59.000 --> 00:20:00.000]  我遲早都死
[00:20:00.000 --> 00:20:02.000]  不如早些死都跳下去
[00:20:02.000 --> 00:20:04.000]  如果門徒有個人這樣想
[00:20:04.000 --> 00:20:06.000]  他就笨到
[00:20:06.000 --> 00:20:08.000]  真是笨
[00:20:08.000 --> 00:20:11.000]  他不知道耶穌在那裡可以救他
[00:20:11.000 --> 00:20:14.000]  但很多人是這樣的
[00:20:14.000 --> 00:20:17.000]  未死已經因為怕死而死
[00:20:17.000 --> 00:20:21.000]  上帝的國對撒旦國的抗衡
[00:20:21.000 --> 00:20:30.000]  是不停地在整個事件裡發生
[00:20:30.000 --> 00:20:32.000]  我們一會兒會慢慢看
[00:20:32.000 --> 00:20:35.000]  現在我們再深入一點
[00:20:35.000 --> 00:20:37.000]  看看這段經文
[00:20:37.000 --> 00:20:42.000]  第一幕 耶穌吩咐門徒到那邊去
[00:20:42.000 --> 00:20:44.000]  在這裡告訴我們
[00:20:44.000 --> 00:20:47.000]  第一 是當天晚上
[00:20:47.000 --> 00:20:49.000]  晚上發生的事
[00:20:49.000 --> 00:20:52.000]  我們要到那邊去
[00:20:52.000 --> 00:20:54.000]  第二 告訴我們
[00:20:54.000 --> 00:20:56.000]  接著他們要去的
[00:20:56.000 --> 00:20:58.000]  要經過加利利海
[00:20:58.000 --> 00:21:01.000]  加利利海是一個海
[00:21:01.000 --> 00:21:04.000]  經常會發生風暴
[00:21:04.000 --> 00:21:07.000]  而它發生風暴的時間
[00:21:07.000 --> 00:21:09.000]  就是晚上
