
[00:00:00.000 --> 00:00:09.000]  每個人都盼望我們在家庭生活裡面,能夠完成我們的使命,能夠使家庭裡面得足滿足。
[00:03:20.000 --> 00:03:29.000]  豈不是耶穌吩咐我們,要出去,要叫萬民做祂的門徒嗎?
[00:03:29.000 --> 00:03:38.000]  所以今天我們最需要的是什麼?可能不是我在工作當中的滿足,是價值觀念的傳遞。
[00:03:38.000 --> 00:03:59.000]  在我們所有一切在神的面前服侍的人當中,我們都曉得,聽從上帝的聲音,跟順從上帝的言語,是一個服侍的人最基本的關鍵,最基本的關鍵。
[00:03:59.000 --> 00:04:08.000]  耶穌是你的主,你的王,那麼主耶穌所講的言語,應該就代替你的人的言語,成為你生命的中心。
[00:04:08.000 --> 00:04:15.000]  所以聆聽上帝的聲音,跟順服上帝的言語,是一個信徒服侍神的當中,不可以缺少。
[00:04:15.000 --> 00:04:27.000]  但是很可惜的,就是在我們現在的文化,跟我們現在有的生活裡面,我們好像不常聽到上帝所說的話。
[00:04:27.000 --> 00:04:33.000]  所以因著這個緣故,我們不曉得如何順服在神的話語,到底原因在什麼地方。
[00:04:33.000 --> 00:04:42.000]  所以今天我願意用三個大的主題,來跟大家分享一下,如何能夠聆聽上帝的聲音。
[00:04:42.000 --> 00:04:48.000]  或者可以反面的來說,為什麼我們不能夠聽到上帝的聲音?
[00:04:48.000 --> 00:04:55.000]  請大家來看一下《夏姆爾記》上的第三章。
[00:04:55.000 --> 00:05:01.000]  我希望在讀這個經文當中,稍微跟大家來解釋一下這個經文裡面的內涵。
[00:05:01.000 --> 00:05:11.000]  童子夏姆爾在伊犁面前侍奉耶和華,當那是日子,耶和華的言語嬉笑。
[00:05:11.000 --> 00:05:21.000]  請大家注意一下,到底是耶和華沒有說話,還是因為人沒有聽到耶和華的言語?
[00:05:21.000 --> 00:05:33.000]  什麼叫做嬉笑?是因為人經常忘記了神的言語,所以神已經不向人說話?
[00:05:33.000 --> 00:05:38.000]  還是因為耶和華有言語,但是人卻沒有聽見?
[00:05:38.000 --> 00:05:41.000]  請大家注意一下當中的背景。
[00:05:41.000 --> 00:05:51.000]  伊犁是那個時候的祭師,在祭壇的裡面有多少人在當天服侍神?
[00:05:51.000 --> 00:06:05.000]  所以不是耶和華在睡覺,但是同時間我們看到有太多人在聖手的當中服侍神,卻沒有聽到耶和華的言語。
[00:06:05.000 --> 00:06:08.000]  非常可悲的現象。
[00:06:08.000 --> 00:06:16.000]  今天也是顯露在我們的肉身裡面,我們來到神的面前敬拜神,目的是什麼?
[00:06:16.000 --> 00:06:28.000]  是因為我們在祂的言語當中得著聖命,以致我們在家庭,在侍奉,在工作間的裡面,能夠彰顯祂的榮美。
[00:06:28.000 --> 00:06:36.000]  所以第三章第二節,有一天,伊犁躺臥在自己的地方,他的眼霧昏花,看不分明。
[00:06:36.000 --> 00:06:43.000]  當然這裡是講到這個年長的伊犁,眼睛不對頭,不能夠看見。
[00:06:43.000 --> 00:06:52.000]  只是背後裡面也談到當時候那個年代的裡面,因為伊犁沒有注重他兒女淑女的教養,
[00:06:52.000 --> 00:07:03.000]  他沒有注重在耶和華的言語的當中,所以神就以這個來描述他的侍奉的終結點。
[00:07:03.000 --> 00:07:10.000]  也在當中說明了,他已經失去了聆聽上帝的敏銳,
[00:07:10.000 --> 00:07:19.000]  所以神決定要把他的言語放在一個年幼的沙漠的身上,可悲。
[00:07:19.000 --> 00:07:24.000]  可悲這個年代就是這個年代,不是耶華不說話,
[00:07:24.000 --> 00:07:31.000]  是我們在服飾裡面沒有用心聆聽上帝的言語。
[00:07:31.000 --> 00:07:36.000]  上帝看到這個情況,就特別的把他的恩言要放在一個年幼的沙漠的身上。
[00:07:36.000 --> 00:07:46.000]  第三章第三節,神的燈在神耶和華殿裡面的約櫃那裡,還沒有撕滅,沙漠已經碎了。
[00:07:46.000 --> 00:07:53.000]  請大家注意一下,這個是耶和華上在那個世代說話的清楚的記載。
[00:07:53.000 --> 00:07:58.000]  耶和華呼喚沙漠,請大家注意一下,那個時候是晚上,
[00:07:58.000 --> 00:08:03.000]  可能那個時候人家已經回家了,聖所的門都關了,
[00:08:03.000 --> 00:08:09.000]  沙漠已經完成他在聖所當中的工作,大概那個時候他是十二歲的那個時候。
[00:08:09.000 --> 00:08:13.000]  所以在那個時候給我們看見,那個時候燈沒有撕滅,
[00:08:13.000 --> 00:08:18.000]  意思就是說大概是快要結束這個服飾的時候,
[00:08:18.000 --> 00:08:24.000]  因為沙漠年紀幼小,所以他沒有辦法堅持下去,
[00:08:24.000 --> 00:08:34.000]  就在沒有滅燈的時候就已經碎了,然而耶和華卻向沙漠說話,什麼意思?
[00:08:34.000 --> 00:08:40.000]  沙漠的耳朵願意聽,但是他是一個幼年人,他沒有勝過他的賠累。
[00:08:40.000 --> 00:08:46.000]  給我們看到一個人身體可以壯大,但是他若是沒有一個淑女的敏銳,
[00:08:46.000 --> 00:08:50.000]  就算是耶和華跟他說話,他都不能夠聽見。
[00:08:50.000 --> 00:08:58.000]  他就上帝對沙漠說我在這裏,他就跑到以利那裏說你呼喚我嗎?我在那裏,
[00:08:58.000 --> 00:09:04.000]  重複了幾次,重複了三次,第六節,耶和華又呼喚了沙漠,
[00:09:04.000 --> 00:09:10.000]  沙漠又亮了起來到了以利那裏,就說你呼喚我,我在這裏,
[00:09:10.000 --> 00:09:18.000]  耶和華跟他說不是,你去睡吧,第三次,第三章第八節,
[00:09:18.000 --> 00:09:24.000]  耶和華第三次呼喚沙漠,沙漠又起來,所以重複重複了三次,
[00:09:24.000 --> 00:09:30.000]  在舊約聖經裏面往往是重複三次的事情都有意思,
[00:09:30.000 --> 00:09:34.000]  聖經裏面的文學的題材告訴我們重複三次的都有意思,
[00:09:34.000 --> 00:09:40.000]  意思是說在沙漠的了解的當中,這個聲音是從以利來,
[00:09:40.000 --> 00:09:45.000]  不是從耶和華來,為什麼這樣說?第三章第七節,
[00:09:45.000 --> 00:09:52.000]  那個時候沙姆爾還沒有認識耶華,也沒有得著耶華的漠視,
[00:09:52.000 --> 00:09:58.000]  所以到最後的時候,以利才甦醒起來,然後就跟他說,
[00:09:58.000 --> 00:10:04.000]  若是你還聽到這個聲音的時候,第三章第四節,
[00:10:04.000 --> 00:10:15.000]  你在當中聽見以後,你照這樣說,請說仆人敬聽。
[00:10:15.000 --> 00:10:22.000]  往下去大家都曉得,從那個時候開始,神咒以他的啟示代替了以利的服事,
[00:10:22.000 --> 00:10:29.000]  要在以系列的名中做了一個人必然聽見的事情,
[00:10:29.000 --> 00:10:35.000]  當中包括有審判第十三節,也在當中講到一個新的開始。
[00:10:35.000 --> 00:10:40.000]  親愛的弟兄姊妹,為什麼我們今天沒有辦法聽到神的聲音?
[00:10:40.000 --> 00:10:46.000]  第一,是因為今天我們不相信神能夠上門說話,
[00:10:46.000 --> 00:10:50.000]  我們生活在一個沒有耶華言語的文化,
[00:10:50.000 --> 00:10:55.000]  這個我叫做以利的文化,今天就是以利的文化,
[00:10:55.000 --> 00:11:01.000]  意思就是說,我們沒有耶華寶貴的言語,
[00:11:01.000 --> 00:11:07.000]  人只是追求在奉獻獻祭宗教當中的自我滿足,
[00:11:07.000 --> 00:11:13.000]  他們用意是在獻祭,卻沒有用心聽耶華的言語,
[00:11:13.000 --> 00:11:17.000]  這個叫做失落的一代。
[00:11:17.000 --> 00:11:31.000]  在最近在中國裡面起了一個新的事業,這個事業是成為一個很大的文化跟投資的一個集團,
[00:11:31.000 --> 00:11:36.000]  這個集團的名字叫做海航,大家若是曉得海航是什麼,
[00:11:36.000 --> 00:11:41.000]  你就發覺到他們現在投資很多錢在公共的事業上面,
[00:11:41.000 --> 00:11:50.000]  當中這一群人小不了哈佛大學的研究生,小不了南開大學的法律博士,
[00:11:50.000 --> 00:11:55.000]  都是很精英的人物,他們投了很多資本在這個集團裡面,
[00:11:55.000 --> 00:12:00.000]  然後若是大家有喜歡看一下,你去一下看那個網路,
[00:12:00.000 --> 00:12:08.000]  網路裡面特別講到他們公司的文化,你聽一下,我先把它念成英文跟他翻,
[00:12:08.000 --> 00:12:12.000]  他說我們的這個文化是怎麼樣,
[00:12:12.000 --> 00:12:15.000]  God bless good people,
[00:12:15.000 --> 00:12:18.000]  這神祝福好人,
[00:12:18.000 --> 00:12:21.000]  第二個就是,
[00:12:21.000 --> 00:12:23.000]  You master your own life,
[00:12:23.000 --> 00:12:26.000]  你掌管你自己的人生,
[00:12:26.000 --> 00:12:29.000]  第三個就是什麼,
[00:12:29.000 --> 00:12:34.000]  就是善美跟無邊的愛,
[00:12:34.000 --> 00:12:36.000]  聽一下,
[00:12:36.000 --> 00:12:43.000]  這些人都是在西方,在中國裡面頂頂有名的投資者,
[00:12:43.000 --> 00:12:48.000]  他們過去都有服侍公益事務的經驗,
[00:12:48.000 --> 00:12:55.000]  他們組織了這個機構,投資在很多航海事業,航空事業裡面,
[00:12:55.000 --> 00:12:58.000]  他們出了這個文化是什麼,
[00:12:58.000 --> 00:13:04.000]  他說我不反對你相信神,總是你相信神祝福我們就可以了,
[00:13:04.000 --> 00:13:09.000]  這個叫做以利的文化,
[00:13:09.000 --> 00:13:13.000]  意思說你可以成為一個佛教徒,成為一個回教徒,成為什麼都可以,
[00:13:13.000 --> 00:13:15.000]  總是你相信神就可以,
[00:13:15.000 --> 00:13:18.000]  你相信有真善美就可以,
[00:13:18.000 --> 00:13:20.000]  你相信無邊的愛就可以,
[00:13:20.000 --> 00:13:22.000]  你不要相信你是要悔改,
[00:13:22.000 --> 00:13:24.000]  你不要相信有獨一的真神,
[00:13:24.000 --> 00:13:27.000]  這個是以利的文化,
[00:13:27.000 --> 00:13:31.000]  今天有太多人投注在這個範圍裡面,
[00:13:31.000 --> 00:13:39.000]  所以到最後的時候,我們沒有辦法在我們的環境當中能夠聽見神的言語,
[00:13:39.000 --> 00:13:41.000]  撒慕爾記上第三章第一節,
[00:13:41.000 --> 00:13:44.000]  在那些時候耶和華的言語稀少,
[00:13:44.000 --> 00:13:49.000]  是因為那一個文化的人拒絕耶和華的言語,
[00:13:49.000 --> 00:13:52.000]  今天我們的文化也是一樣,
[00:13:52.000 --> 00:13:55.000]  就算是今天我們成為一個基督徒,
[00:13:55.000 --> 00:13:58.000]  我們沒有切切實實地跟隨主耶穌,
[00:13:58.000 --> 00:14:01.000]  我們產生一個需要的基督徒文化,
[00:14:01.000 --> 00:14:03.000]  這個也成為以利的文化,
[00:14:03.000 --> 00:14:07.000]  為什麼今天我們對屬靈的事情沒有認真,
[00:14:07.000 --> 00:14:16.000]  是因為我們已經不相信耶和華可以在這個年代向我們說話,
[00:14:16.000 --> 00:14:18.000]  就因為這個文化的緣故,
[00:14:18.000 --> 00:14:21.000]  我們的屬靈生命就出現了很多大的問題,
[00:14:21.000 --> 00:14:24.000]  我舉個兩個大問題好不好,
[00:14:24.000 --> 00:14:26.000]  這兩個問題也是牧師的問題,
[00:14:26.000 --> 00:14:31.000]  第一個,牧師兩個頭痛的問題之一,
[00:14:31.000 --> 00:14:35.000]  就是那一些在教會當中熱心的人,
[00:14:35.000 --> 00:14:41.000]  往往也是教會的問題人物,
[00:14:41.000 --> 00:14:48.000]  因為他們擁有熱心卻沒有想要順服神,
[00:14:48.000 --> 00:14:50.000]  沒有聽到耶和華的言語,
[00:14:50.000 --> 00:14:52.000]  不曉得怎麼順服神,
[00:14:52.000 --> 00:14:55.000]  第二個頭痛的問題,
[00:14:55.000 --> 00:15:00.000]  牧師為教會的弟兄姊妹祝福禱告到最後的時候,
[00:15:00.000 --> 00:15:02.000]  這些人得到祝福以後,
[00:15:02.000 --> 00:15:04.000]  教會沒有得到祝福,
[00:15:04.000 --> 00:15:06.000]  成為頭痛的事,
[00:15:06.000 --> 00:15:09.000]  為什麼?
[00:15:09.000 --> 00:15:12.000]  每個人都願意康通,
[00:15:12.000 --> 00:15:15.000]  所以要求牧師為他禱告,
[00:15:15.000 --> 00:15:20.000]  卻沒有透過康通為神的計劃做功,
[00:15:20.000 --> 00:15:23.000]  這個是以利文化,
[00:15:23.000 --> 00:15:25.000]  看到是不是,
[00:15:25.000 --> 00:15:27.000]  你曾經有沒有經過一個福星的時候,
[00:15:27.000 --> 00:15:31.000]  是神特別聽到你的禱告,
[00:15:31.000 --> 00:15:33.000]  或者整個教會為你禱告,
[00:15:33.000 --> 00:15:34.000]  癌症沒有了,
[00:15:34.000 --> 00:15:35.000]  疾病沒有了,
[00:15:35.000 --> 00:15:37.000]  健康好了,
[00:15:37.000 --> 00:15:39.000]  又過了一個禮拜,
[00:15:39.000 --> 00:15:43.000]  連教會都不願意去,
[00:15:43.000 --> 00:15:44.000]  是嗎?
[00:15:44.000 --> 00:15:47.000]  你看一下過去我們在生活的裡面,
[00:15:47.000 --> 00:15:50.000]  在貧窮的當中你願意使益奉獻,
[00:15:50.000 --> 00:15:53.000]  現在你有洋房,你有汽車,
[00:15:53.000 --> 00:15:54.000]  到最後的時候發覺到,
[00:15:54.000 --> 00:15:57.000]  你就很計較你奉獻多少,
[00:15:57.000 --> 00:16:04.000]  甚至於問是打碎之前還是打碎以後,
[00:16:04.000 --> 00:16:08.000]  所以這時候說寧願神裡不祝福弟兄姊妹,
[00:16:08.000 --> 00:16:11.000]  讓他們過一個俗齡生命豐富的日子,
[00:16:11.000 --> 00:16:12.000]  為什麼?
[00:16:12.000 --> 00:16:15.000]  這是以利的文化,
[00:16:15.000 --> 00:16:17.000]  你信什麼都可以,
[00:16:17.000 --> 00:16:20.000]  你總是相信上帝能夠祝福你就好了,
[00:16:20.000 --> 00:16:22.000]  你相信你有能力解決你的問題,
[00:16:22.000 --> 00:16:24.000]  不要聽神的聲音,
[00:16:24.000 --> 00:16:28.000]  你總是相信有真善美無邊的愛,
[00:16:28.000 --> 00:16:33.000]  不承認原來神正在我的肉身當中改變我,
[00:16:33.000 --> 00:16:36.000]  所以這個是一個非常可悲的現象,
[00:16:36.000 --> 00:16:37.000]  你同意嗎?
[00:16:37.000 --> 00:16:42.000]  擁有日薪卻沒有想要順福的人太多,
[00:16:42.000 --> 00:16:46.000]  要享受空通卻沒有透過空通為神的工作,
[00:16:46.000 --> 00:16:48.000]  做工人也很多,
[00:16:48.000 --> 00:16:50.000]  到最後的時候我們產生一個
[00:16:50.000 --> 00:16:53.000]  以利文化背後的一個沉船的文化,
[00:16:53.000 --> 00:16:56.000]  這是你的想法也成為下一代的想法,
[00:16:56.000 --> 00:16:58.000]  難怪耶和華的言語稀少,
[00:16:58.000 --> 00:17:02.000]  沒有辦法進到我們的心裡面,
[00:17:02.000 --> 00:17:06.000]  我們往往的時候也以感覺代替了順服,
[00:17:06.000 --> 00:17:08.000]  常常說感覺,
[00:17:08.000 --> 00:17:11.000]  其實有些時候神跟我們說的話很清楚,
[00:17:11.000 --> 00:17:16.000]  只是你覺得感覺不對你不能夠順從神,
[00:17:16.000 --> 00:17:21.000]  我們今天都順服在一個沒痛的文化裡面,
[00:17:21.000 --> 00:17:24.000]  總是覺得神所給我們的吩咐太極端了,
[00:17:24.000 --> 00:17:26.000]  我不能夠去接受,
[00:17:26.000 --> 00:17:27.000]  我的感覺不對,
[00:17:27.000 --> 00:17:30.000]  我願意住在我舒展的地方,
[00:17:30.000 --> 00:17:35.000]  所以不在舒展的地方學會來順服神的聲音,
[00:17:35.000 --> 00:17:37.000]  接受神的安排,
[00:17:37.000 --> 00:17:42.000]  到最後的時候我們就很喜歡在一個被動的環境當中,
[00:17:42.000 --> 00:17:43.000]  來聽神的話語,
[00:17:43.000 --> 00:17:46.000]  好像看戲一樣,
[00:17:46.000 --> 00:17:49.000]  所以難怪耶和華的言語稀少,
[00:17:49.000 --> 00:17:54.000]  難怪我在神的話語接受在我的心房當中,
[00:17:54.000 --> 00:17:56.000]  我是這樣子脆弱,
[00:17:56.000 --> 00:17:59.000]  因為我沒有辦法正面的來反映出,
[00:17:59.000 --> 00:18:03.000]  在神的面前我應該做出的這個學習,
[00:18:03.000 --> 00:18:05.000]  這是順服的學習,
[00:18:05.000 --> 00:18:09.000]  我們的靈命方面也都很遲疑,
[00:18:09.000 --> 00:18:12.000]  《路加福音》第二十四章二十五節,
[00:18:12.000 --> 00:18:18.000]  我們的遲疑的緣故是因為我們的信心太遲疑了,
[00:18:18.000 --> 00:18:22.000]  我們若在屬靈世上無知的話,
[00:18:22.000 --> 00:18:26.000]  必然是因為我的信心遲鈍,
[00:18:26.000 --> 00:18:33.000]  加起來難怪我們今天不會再尋求聆聽上的聲音,
[00:18:33.000 --> 00:18:37.000]  我寧願割了一個海洋來聆聽神的聲音,
[00:18:37.000 --> 00:18:38.000]  因為為什麼?
[00:18:38.000 --> 00:18:41.000]  因為神的話語不會臨到我的身上,
[00:18:41.000 --> 00:18:46.000]  我也不需要做出任何一個需要的回應,
[00:18:46.000 --> 00:18:47.000]  第二個原因,
[00:18:47.000 --> 00:18:51.000]  為什麼今天我們沒有聽到上帝的聲音?
[00:18:51.000 --> 00:18:57.000]  是因為我們沒有受過如何聆聽上帝聲音的訓練,
[00:18:57.000 --> 00:19:05.000]  請回到《沙漠遺蹟》上的第三章當中那幾句話,
[00:19:05.000 --> 00:19:07.000]  沙漠遺蹟奉獻給耶華,
[00:19:07.000 --> 00:19:09.000]  從三歲的時候到十二歲,
[00:19:09.000 --> 00:19:11.000]  有九年的時候,
[00:19:11.000 --> 00:19:15.000]  跟著以利一起在聖所當中來服事,
[00:19:15.000 --> 00:19:17.000]  晚上的時候耶華呼喚他,
[00:19:17.000 --> 00:19:20.000]  他不曉得這個是神的聲音,
[00:19:20.000 --> 00:19:22.000]  以為是人的聲音,
[00:19:22.000 --> 00:19:24.000]  所以就跑到以利的那裡說,
[00:19:24.000 --> 00:19:26.000]  你呼喚我嗎?我在這裡,
[00:19:26.000 --> 00:19:28.000]  過了一次,
[00:19:28.000 --> 00:19:30.000]  耶華的聲音又來的時候,
[00:19:30.000 --> 00:19:31.000]  他也不懂,
[00:19:31.000 --> 00:19:34.000]  所以他又回到以利的裡面說,
[00:19:34.000 --> 00:19:36.000]  你呼喚我嗎?我在這裡,
[00:19:36.000 --> 00:19:38.000]  以利說沒有,
[00:19:38.000 --> 00:19:40.000]  第三次耶華再次呼喚沙漠遺蹟的時候,
[00:19:40.000 --> 00:19:42.000]  沙漠遺蹟還是一樣起來,
[00:19:42.000 --> 00:19:47.000]  你看沙漠遺蹟是願意順服、聆聽、願意服事神,
[00:19:47.000 --> 00:19:53.000]  但是沒有人幫助他了解上帝的信義,
[00:19:53.000 --> 00:19:54.000]  為什麼?
[00:19:54.000 --> 00:20:04.000]  因為以利沒有聽上帝的聲音,
[00:20:04.000 --> 00:20:06.000]  其實聽到上帝的聲音,
[00:20:06.000 --> 00:20:14.000]  不代表我們能夠完全分辨上帝的言語,
[00:20:14.000 --> 00:20:15.000]  有些人說,
[00:20:15.000 --> 00:20:19.000]  他說牧師,你會不會講得很偏?
[00:20:19.000 --> 00:20:21.000]  真的有上帝的聲音嗎?
[00:20:21.000 --> 00:20:25.000]  我告訴你,你回去看一下舊約,
[00:20:25.000 --> 00:20:31.000]  神是怎麼樣向摩西說話的?
[00:20:31.000 --> 00:20:42.000]  神如何向耶利米說話?
[00:20:42.000 --> 00:20:45.000]  當大衛復仇征戰的時候,
[00:20:45.000 --> 00:20:54.000]  有沒有上帝的聲音指引大衛如何征戰?
[00:20:54.000 --> 00:21:00.000]  少羅是怎麼樣相信符合了耶穌的?
[00:21:00.000 --> 00:21:11.000]  彼得是如何明白原來外邦人跟本族的人都因信而成也?
[00:21:11.000 --> 00:21:13.000]  所以在整個聖經的環境裡面,
[00:21:13.000 --> 00:21:15.000]  明明我們看見,
[00:21:15.000 --> 00:21:17.000]  我們就好像第三者一樣,
[00:21:17.000 --> 00:21:23.000]  聽到上帝跟他所愛的人所呼叫人的對話,
[00:21:23.000 --> 00:21:27.000]  所以今天神願意透過他的言語上來說話,
[00:21:27.000 --> 00:21:33.000]  讓我們更清楚聖經中的真理。
[00:21:33.000 --> 00:21:35.000]  你說這個是神秘主義嗎?
[00:21:35.000 --> 00:21:38.000]  不是,聖經從來沒有講神秘主義,
[00:21:38.000 --> 00:21:40.000]  但是聖經卻說,
[00:21:40.000 --> 00:21:42.000]  當神上人說話的時候,
[00:21:42.000 --> 00:21:47.000]  人看這個經歷如同神秘的一個經歷一樣,
[00:21:47.000 --> 00:21:49.000]  但是神的真理沒有改變,
[00:21:49.000 --> 00:21:51.000]  神的性質沒有改變,
[00:21:51.000 --> 00:21:53.000]  神的救贖計畫沒有改變,
[00:21:53.000 --> 00:21:58.000]  所以今天我們沒有人幫助我們來聆聽上帝的聲音,
[00:21:58.000 --> 00:22:02.000]  所以我們就好像以利的時代一樣,
[00:22:02.000 --> 00:22:04.000]  當耶和華跟我們說話的時候,
[00:22:04.000 --> 00:22:09.000]  我們還是以為是人的聲音,
[00:22:09.000 --> 00:22:12.000]  最後的時候沒有辦法分辨神的言語,
[00:22:12.000 --> 00:22:15.000]  神對我們生命當中的幫助。
[00:22:15.000 --> 00:22:17.000]  若是你今天相信,
[00:22:17.000 --> 00:22:19.000]  約翰福音裡面所講的,
[00:22:19.000 --> 00:22:22.000]  我們所敬拜這位上帝,
[00:22:22.000 --> 00:22:26.000]  是要透過真實跟靈來敬拜的話,
[00:22:26.000 --> 00:22:28.000]  你就要相信今天,
[00:22:28.000 --> 00:22:32.000]  神在他隱藏的這個旨意當中,
[00:22:32.000 --> 00:22:35.000]  會透過我們對神的了解,
[00:22:35.000 --> 00:22:36.000]  對讀聖經,
[00:22:36.000 --> 00:22:38.000]  在聽神的話語,
[00:22:38.000 --> 00:22:40.000]  在禱告的裡面,
[00:22:40.000 --> 00:22:43.000]  神仍然在這個世代的當中,
[00:22:43.000 --> 00:22:45.000]  要我們能聽到祂的言語,
[00:22:45.000 --> 00:22:50.000]  以致我們能夠透過信心來回應祂的聲音。
[00:22:50.000 --> 00:22:56.000]  沒有經過訓練,
[00:22:56.000 --> 00:22:59.000]  就算是你的動機非常的好,
[00:22:59.000 --> 00:23:01.000]  你的態度非常好,
[00:23:01.000 --> 00:23:03.000]  都不能夠明白上帝的心意。
[00:23:03.000 --> 00:23:06.000]  所以你看沙漠走了三遍,
[00:23:06.000 --> 00:23:08.000]  到最後的時候以利宙說,
[00:23:08.000 --> 00:23:09.000]  我沒有跟你說話,
[00:23:09.000 --> 00:23:12.000]  但是沒有改變他在神的面前願意順服的心,
[00:23:12.000 --> 00:23:14.000]  到最後怎麼樣?
[00:23:14.000 --> 00:23:16.000]  就在第三章的第九節,
[00:23:16.000 --> 00:23:18.000]  請注意這句話,
[00:23:18.000 --> 00:23:21.000]  因此以利宙對沙漠說,
[00:23:21.000 --> 00:23:23.000]  你人要睡吧,
[00:23:23.000 --> 00:23:25.000]  若再呼喚你,
[00:23:25.000 --> 00:23:27.000]  你就,你就什麼?
[00:23:27.000 --> 00:23:29.000]  講到這邊下面,
[00:23:29.000 --> 00:23:32.000]  這三句話非常重要,
[00:23:32.000 --> 00:23:34.000]  第一個,耶和華,
[00:23:34.000 --> 00:23:36.000]  第二個,請說,
[00:23:36.000 --> 00:23:38.000]  第三個,僕人敬聽,
[00:23:38.000 --> 00:23:42.000]  這個是以利造島沙漠的第一次,
[00:23:42.000 --> 00:23:44.000]  從那一次開始,
[00:23:44.000 --> 00:23:46.000]  當耶和華的呼喚來到沙漠的時候,
[00:23:46.000 --> 00:23:48.000]  沙漠就開始知道,
[00:23:48.000 --> 00:23:51.000]  原來這個是耶和華的言語。
[00:23:51.000 --> 00:23:55.000]  其實在背後當中,
[00:23:55.000 --> 00:23:57.000]  有一個字叫做hear,
[00:23:57.000 --> 00:23:59.000]  h-e-a-r,
[00:23:59.000 --> 00:24:02.000]  怎麼樣去接受神的訓練,
[00:24:02.000 --> 00:24:03.000]  聆聽神的聲音,
[00:24:03.000 --> 00:24:05.000]  這個字hear,
[00:24:05.000 --> 00:24:06.000]  第一個hear是什麼?
[00:24:06.000 --> 00:24:07.000]  就是停下來,
[00:24:07.000 --> 00:24:08.000]  hold,
[00:24:08.000 --> 00:24:10.000]  停下來,
[00:24:10.000 --> 00:24:13.000]  你這樣忙碌能夠聽到神的聲音嗎?
[00:24:13.000 --> 00:24:14.000]  連你太太叫你,
[00:24:14.000 --> 00:24:16.000]  你都聽不見了,
[00:24:16.000 --> 00:24:19.000]  你能聽見嗎?
[00:24:19.000 --> 00:24:20.000]  你不能停頓,
[00:24:20.000 --> 00:24:22.000]  怎麼能聽見?
[00:24:22.000 --> 00:24:25.000]  第二個字,
[00:24:25.000 --> 00:24:28.000]  就是要在當中與神對話,
[00:24:28.000 --> 00:24:29.000]  engage,
[00:24:29.000 --> 00:24:31.000]  所以沙漠就說,
[00:24:31.000 --> 00:24:34.000]  耶和華請說,
[00:24:34.000 --> 00:24:36.000]  耶和華請說,
[00:24:36.000 --> 00:24:38.000]  若是今天神在你的生命當中,
[00:24:38.000 --> 00:24:39.000]  有心意的話,
[00:24:39.000 --> 00:24:41.000]  你就需要進到這個對話的裡面,
[00:24:41.000 --> 00:24:42.000]  神啊,
[00:24:42.000 --> 00:24:43.000]  祢要我做什麼?
[00:24:43.000 --> 00:24:44.000]  神啊,
[00:24:44.000 --> 00:24:45.000]  祢要我在當中學習什麼?
[00:24:45.000 --> 00:24:47.000]  神祢在這個事情當中,
