
[00:00:00.000 --> 00:00:07.640]  在我們在收奉獻的同時,我們讀一段聖經,在馬太福音第五章十四節到第十六節,
[00:03:16.000 --> 00:03:21.640]  今天教會不能夠只是再一次關起門來不斷的定罪這個世界,
[00:03:21.640 --> 00:03:24.940]  今天教會必須要起來,
[00:03:24.940 --> 00:03:31.020]  能夠帶給這個世界實際的愛與實際的解答。
[00:03:31.020 --> 00:03:33.560]  面對第二個問題,
[00:03:33.560 --> 00:03:36.460]  到底教會能夠做什麼呢?
[00:03:36.460 --> 00:03:39.860]  什麼是神對教會的心意呢?
[00:03:39.860 --> 00:03:42.020]  我們要從三方面來看。
[00:03:42.020 --> 00:03:43.300]  第一點,
[00:03:43.300 --> 00:03:46.400]  神是要我們更加的入世。
[00:03:46.400 --> 00:03:47.660]  跟我一同來說來,
[00:03:47.660 --> 00:03:51.140]  神是要我們更加的入世。
[00:03:51.140 --> 00:03:53.640]  在祖所說面孝的比喻裡面,
[00:03:53.640 --> 00:03:58.080]  我們看見面孝如果要發揮它的功能,
[00:03:58.080 --> 00:03:58.940]  第一件事情,
[00:03:58.940 --> 00:04:02.580]  它一定要進入面團裡面。
[00:04:02.580 --> 00:04:07.520]  它不能夠自己一堆的面孝成為面孝團,
[00:04:07.520 --> 00:04:11.760]  它必須要實際的進入面團裡面,
[00:04:11.760 --> 00:04:14.620]  它才可能發揮它的功用。
[00:04:14.620 --> 00:04:17.660]  所以一方面基督徒能夠聚集在一起,
[00:04:17.660 --> 00:04:20.100]  我們敬拜、讚美、交通、禱告,
[00:04:20.100 --> 00:04:22.360]  那是美得無比的。
[00:04:22.360 --> 00:04:23.360]  但另一方面,
[00:04:23.360 --> 00:04:29.540]  神的心意不是要我們停留在這個山上的經驗而已。
[00:04:29.540 --> 00:04:30.340]  你還記得有一次,
[00:04:30.340 --> 00:04:34.220]  主耶穌帶了彼得、約翰、雅各到了變化山上,
[00:04:34.220 --> 00:04:36.080]  他們去禱告,
[00:04:36.080 --> 00:04:39.860]  結果神的榮耀同在顯明出來,
[00:04:39.860 --> 00:04:43.680]  而且摩西跟以利亞也降臨在他們中間,
[00:04:43.680 --> 00:04:45.960]  他們與耶穌在談話。
[00:04:45.960 --> 00:04:49.160]  哇,彼得看到這個景況興奮得不得了,
[00:04:49.160 --> 00:04:51.100]  這不就是他所渴望的嗎?
[00:04:51.100 --> 00:04:53.600]  金穆傑這也不是我們今天所渴望的嗎?
[00:04:53.600 --> 00:04:56.660]  多少時候我們禱告說主啊願你榮耀降臨,
[00:04:56.660 --> 00:04:59.700]  我們唱那個詩歌說主啊願你榮耀降臨,
[00:04:59.700 --> 00:05:06.080]  而彼得那天的確看見神榮耀的同在大大彰顯在他們的中間,
[00:05:06.080 --> 00:05:07.880]  所以彼得非常的興奮,
[00:05:07.880 --> 00:05:10.680]  他就說主啊在這裡真好啊,
[00:05:10.680 --> 00:05:12.980]  我在這裡搭三座棚吧,
[00:05:12.980 --> 00:05:14.180]  在這裡真好,
[00:05:14.180 --> 00:05:16.720]  換句話說,我們不要下去了,
[00:05:16.720 --> 00:05:17.920]  我們不要下山了,
[00:05:17.920 --> 00:05:21.320]  在這裡真好forever and ever and ever,
[00:05:21.320 --> 00:05:25.860]  享受神榮耀的同在何等的美好的事情。
[00:05:25.860 --> 00:05:27.860]  沒想到就在這個時候,
[00:05:27.860 --> 00:05:30.360]  忽然天上飄來一朵雲,
[00:05:30.360 --> 00:05:33.500]  上面有父神的聲音傳出來說,
[00:05:33.500 --> 00:05:37.580]  這是我的愛子,你們要聽他的。
[00:05:37.580 --> 00:05:38.440]  換句話說,
[00:05:38.440 --> 00:05:43.780]  父神在很有禮貌的對彼得說shut up,閉嘴,
[00:05:43.780 --> 00:05:45.380]  什麼在這裡真好,
[00:05:45.380 --> 00:05:49.020]  要聽耶穌的,不是聽你的。
[00:05:49.020 --> 00:05:50.520]  結果我們看見聖經告訴我們,
[00:05:50.520 --> 00:05:55.120]  第二天耶穌就帶他們下山,
[00:05:55.120 --> 00:05:56.100]  幹什麼呢?
[00:05:56.100 --> 00:06:01.160]  傳天國的福音,醫治病人。
[00:06:01.160 --> 00:06:04.740]  弟兄姊妹,山上的經驗雖然很好,
[00:06:04.740 --> 00:06:07.680]  與眾聖徒一同敬拜雖然很寶貴,
[00:06:07.680 --> 00:06:12.580]  但是山上的經驗是為了山下的福祉的。
[00:06:12.580 --> 00:06:14.480]  你們跟我一同來說,
[00:06:14.480 --> 00:06:16.420]  山上的經驗是為了山下的福祉,
[00:06:16.420 --> 00:06:20.420]  一同來說,來。
[00:06:20.420 --> 00:06:22.960]  弟兄姊妹,這些年我越來越明白一件事情,
[00:06:22.960 --> 00:06:27.100]  今天教會不單是為神的榮耀而存在,
[00:06:27.100 --> 00:06:31.960]  今天教會更是為這個黑暗世代而存在的。
[00:06:31.960 --> 00:06:36.800]  這是為什麼主說,你們就是世上的光。
[00:06:36.800 --> 00:06:40.040]  正是因為這個世界是黑暗,
[00:06:40.040 --> 00:06:43.380]  正是因為這個世界是充滿罪惡,
[00:06:43.380 --> 00:06:48.520]  所以教會就是為這個緣故存在在這地上。
[00:06:48.520 --> 00:06:52.560]  換句話說,今天教會對這個世界是有責任的,
[00:06:52.560 --> 00:06:54.060]  Amen?
[00:06:54.060 --> 00:06:58.100]  今天我們一點都不需要去責備說這個世界太黑暗,
[00:06:58.100 --> 00:06:59.660]  這個世界充滿罪惡,
[00:06:59.660 --> 00:07:02.300]  因為這個世界本來就是黑暗的。
[00:07:02.300 --> 00:07:04.240]  你為什麼覺得稀奇呢?
[00:07:04.240 --> 00:07:07.940]  這個世界本來就充滿罪惡的,
[00:07:07.940 --> 00:07:10.340]  這個世界本來就走在黑暗當中,
[00:07:10.340 --> 00:07:14.580]  你沒什麼好去責備,因為本來就是如此。
[00:07:14.580 --> 00:07:18.340]  今天我們需要求神開我們的眼睛,
[00:07:18.340 --> 00:07:20.880]  讓我們再一次明白一個真理,
[00:07:20.880 --> 00:07:26.160]  那個真理就是,我們就是世上的光,Amen?
[00:07:26.160 --> 00:07:30.520]  跟你媽說,你就是世上的光,你跟她說。
[00:07:30.520 --> 00:07:32.400]  你覺得世界黑暗嗎?
[00:07:32.400 --> 00:07:34.660]  你覺得世界充滿罪惡嗎?
[00:07:34.660 --> 00:07:36.760]  有一件事情你可以做的,
[00:07:36.760 --> 00:07:38.900]  那就是,Shine!
[00:07:38.900 --> 00:07:41.900]  發光吧!Amen?
[00:07:41.900 --> 00:07:45.280]  但今天教會的問題是,我們發光了,
[00:07:45.280 --> 00:07:47.680]  不過不是向世界發光,
[00:07:47.680 --> 00:07:52.080]  我們是跟主耶穌所說的,光藏在斗底下。
[00:07:52.080 --> 00:07:55.180]  是發光了,不過在斗底下。
[00:07:55.180 --> 00:07:58.260]  我們發光只要照亮自己而已,
[00:07:58.260 --> 00:08:01.660]  我們在教會裡面是有光的,Hallelujah!
[00:08:01.660 --> 00:08:03.860]  這個世界是黑暗的,
[00:08:03.860 --> 00:08:08.860]  但感謝主,我們在教會有光。
[00:08:08.860 --> 00:08:13.300]  所以難怪今天教會成為一個象牙塔,
[00:08:13.300 --> 00:08:17.380]  教會沒有辦法發揮一個燈塔的功能。
[00:08:17.380 --> 00:08:19.280]  你知道這是為什麼我越來越發現,
[00:08:19.280 --> 00:08:21.680]  這些年在募會的過程當中發現,
[00:08:21.680 --> 00:08:24.780]  教會與社會是有很大的鴻溝在那,
[00:08:24.780 --> 00:08:26.780]  一個很大的鴻溝。
[00:08:26.780 --> 00:08:30.720]  這為什麼有時候你到一些地方看見一間教會,
[00:08:30.720 --> 00:08:32.720]  它可以很大的一間教會,
[00:08:32.720 --> 00:08:36.220]  人也很多,在教會界也蠻出名的,
[00:08:36.220 --> 00:08:38.260]  但你走進它的社區裡面,
[00:08:38.260 --> 00:08:42.200]  竟然有些人根本不知道這個教會的存在,
[00:08:42.200 --> 00:08:46.100]  而那些知道這個教會的存在的人都在埋怨這個教會,
[00:08:46.100 --> 00:08:47.900]  這個教會帶來太多的麻煩了,
[00:08:47.900 --> 00:08:54.380]  多麼的吵雜,交通的混亂,停車亂停一通。
[00:08:54.380 --> 00:08:57.640]  他們所想到的都是教會帶來的問題,
[00:08:57.640 --> 00:09:00.380]  而不是教會帶來的解答。
[00:09:00.380 --> 00:09:02.380]  為什麼會這樣?
[00:09:02.380 --> 00:09:04.380]  最主要的原因,
[00:09:04.380 --> 00:09:09.580]  就多少時候今天我們的基督徒只是強調三上的經驗,
[00:09:09.580 --> 00:09:13.880]  卻忽略了三下的福祉。
[00:09:13.880 --> 00:09:20.080]  第二點,如果今天你問我說教會最需要做的是什麼?
[00:09:20.080 --> 00:09:23.180]  我可以毫不考慮地回答你,
[00:09:23.180 --> 00:09:25.880]  今天教會最需要的,
[00:09:25.880 --> 00:09:32.380]  就是更多的來思想以耶穌基督道成肉身的真理。
[00:09:32.380 --> 00:09:34.380]  來思想一下吧,
[00:09:34.380 --> 00:09:38.180]  耶穌怎麼樣為我們道成肉身?
[00:09:38.180 --> 00:09:42.680]  你知道耶穌從來沒有嫌這個世界太黑暗,
[00:09:42.680 --> 00:09:46.680]  耶穌從來沒有嫌這個世界充滿罪惡,
[00:09:46.680 --> 00:09:49.880]  耶穌也從來沒有嫌我們這些人太軟弱,
[00:09:49.880 --> 00:09:52.680]  所以祂不來到這個世界。
[00:09:52.680 --> 00:09:58.680]  祂自己選擇離開天上一切的榮華、榮耀,
[00:09:58.680 --> 00:10:02.080]  離開天上一切的尊貴來到這個世界,
[00:10:02.080 --> 00:10:03.680]  而當祂來到這個世界的時候,
[00:10:03.680 --> 00:10:07.680]  還不是以神的兒子的形象來到這個世界?
[00:10:07.680 --> 00:10:11.680]  耶穌降生的時候沒有穿著白袍子降生,
[00:10:11.680 --> 00:10:15.680]  耶穌從母腹出來的時候沒有帶著光環出來,
[00:10:15.680 --> 00:10:19.680]  耶穌生在馬槽裡也沒有先派天使清掃一下,
[00:10:19.680 --> 00:10:24.680]  耶穌沒有一個神的兒子的形象出現,
[00:10:24.680 --> 00:10:29.680]  反而耶穌是一個人的樣式。
[00:10:29.680 --> 00:10:34.680]  哇,每一次我想到這裡真的很難能夠體會,
[00:10:34.680 --> 00:10:38.680]  這樣一個榮耀的神的兒子,
[00:10:38.680 --> 00:10:41.680]  甘願能夠成為人的樣式,
[00:10:41.680 --> 00:10:49.680]  生在一個充滿卑微又骯髒污穢的馬槽裡。
[00:10:49.680 --> 00:10:52.680]  或許在我們中間,我相信沒有一個母親,
[00:10:52.680 --> 00:10:57.680]  妳的夢想是在馬槽裡生孩子。
[00:10:57.680 --> 00:11:00.680]  但耶穌容許祂自己,
[00:11:00.680 --> 00:11:04.680]  能夠在這卑微以人的樣式,
[00:11:04.680 --> 00:11:08.680]  為了要認同我們的需要。
[00:11:08.680 --> 00:11:11.680]  而在祂成長的過程裡面,
[00:11:11.680 --> 00:11:13.680]  耶穌也沒有用一些像我們電動玩具,
[00:11:13.680 --> 00:11:16.680]  super power快速成長,
[00:11:16.680 --> 00:11:20.680]  一夜之間pass所有這些成長的痛苦,
[00:11:20.680 --> 00:11:21.680]  沒有,
[00:11:21.680 --> 00:11:28.680]  祂容許祂自己默默的走過人生成長的每一個過程,
[00:11:28.680 --> 00:11:32.680]  就跟你我一樣。
[00:11:32.680 --> 00:11:36.680]  我每次想到耶穌怎麼樣為我們道成肉身,
[00:11:36.680 --> 00:11:42.680]  我才開始明白什麼叫做跟隨祂的腳踵行。
[00:11:42.680 --> 00:11:43.680]  換句話說,
[00:11:43.680 --> 00:11:44.680]  第五點,
[00:11:44.680 --> 00:11:46.680]  耶穌怎麼樣為我們道成肉身,
[00:11:46.680 --> 00:11:49.680]  今天耶穌也要求我們,
[00:11:49.680 --> 00:11:51.680]  怎麼樣道成肉身,
[00:11:51.680 --> 00:11:53.680]  能夠進入這個世界。
[00:11:53.680 --> 00:11:55.680]  彼得前書二章二十一節,
[00:11:55.680 --> 00:11:56.680]  很清楚地說,
[00:11:56.680 --> 00:12:00.680]  你們蒙昭原是為此。
[00:12:00.680 --> 00:12:01.680]  換句話說,
[00:12:01.680 --> 00:12:04.680]  我們蒙昭不只為上天堂而已。
[00:12:04.680 --> 00:12:06.680]  這裡講了我們蒙昭是為什麼呢?
[00:12:06.680 --> 00:12:07.680]  是為了什麼?
[00:12:07.680 --> 00:12:09.680]  因為基督為你們受過苦,
[00:12:09.680 --> 00:12:11.680]  留下榜樣給你們,
[00:12:11.680 --> 00:12:14.680]  叫你們跟隨祂的腳踵。
[00:12:14.680 --> 00:12:18.680]  我們是為此蒙昭的,
[00:12:18.680 --> 00:12:22.680]  是為了要跟隨耶穌的腳踵而行的。
[00:12:22.680 --> 00:12:23.680]  當然,
[00:12:23.680 --> 00:12:24.680]  你放心,
[00:12:24.680 --> 00:12:25.680]  我的意思今天不是想變賣家產,
[00:12:25.680 --> 00:12:26.680]  一切來跟隨主,
[00:12:26.680 --> 00:12:28.680]  沒有這個意思。
[00:12:28.680 --> 00:12:29.680]  而是說,
[00:12:29.680 --> 00:12:31.680]  我們在思想上,
[00:12:31.680 --> 00:12:32.680]  觀念上,
[00:12:32.680 --> 00:12:36.680]  弟兄姊妹要更多的入世一點。
[00:12:36.680 --> 00:12:37.680]  太多時候我看見,
[00:12:37.680 --> 00:12:39.680]  今天的基督徒很出世,
[00:12:39.680 --> 00:12:41.680]  離開這個世界,
[00:12:41.680 --> 00:12:43.680]  這個世界太污穢了,
[00:12:43.680 --> 00:12:45.680]  最好不要沾染這個世界,
[00:12:45.680 --> 00:12:46.680]  太罪惡了,
[00:12:46.680 --> 00:12:47.680]  不要進入這個世界。
[00:12:47.680 --> 00:12:49.680]  今天我們的思想觀念,
[00:12:49.680 --> 00:12:51.680]  是在出世的觀念裡。
[00:12:51.680 --> 00:12:54.680]  那今天耶穌是要我們更加的入世,
[00:12:54.680 --> 00:12:56.680]  像耶穌一樣。
[00:12:56.680 --> 00:13:00.680]  常常思想道成肉身,
[00:13:00.680 --> 00:13:01.680]  能夠幫助你,
[00:13:01.680 --> 00:13:03.680]  實際的,
[00:13:03.680 --> 00:13:05.680]  讓這個世界明白主的愛,
[00:13:05.680 --> 00:13:07.680]  跟主的憐憫。
[00:13:07.680 --> 00:13:08.680]  Amen?
[00:13:08.680 --> 00:13:09.680]  第一個,
[00:13:09.680 --> 00:13:11.680]  神要我們更加的入世。
[00:13:11.680 --> 00:13:12.680]  第二個,
[00:13:12.680 --> 00:13:15.680]  神是要我們服事這個世代,
[00:13:15.680 --> 00:13:16.680]  跟我一同來說來,
[00:13:16.680 --> 00:13:19.680]  神是要我們服事這個世代。
[00:13:19.680 --> 00:13:22.680]  既然神說我們是世上的光,
[00:13:22.680 --> 00:13:24.680]  那我們怎麼發光法呢?
[00:13:24.680 --> 00:13:26.680]  馬太福音五章十六節很清楚講到說,
[00:13:26.680 --> 00:13:28.680]  你們的光也當這樣照在人前,
[00:13:28.680 --> 00:13:32.680]  叫他們看見你們的什麼?
[00:13:32.680 --> 00:13:33.680]  看到你們什麼?
[00:13:33.680 --> 00:13:35.680]  好行為,
[00:13:35.680 --> 00:13:38.680]  便將榮耀歸給你們在天上的父。
[00:13:38.680 --> 00:13:39.680]  換句話說,
[00:13:39.680 --> 00:13:40.680]  我們進入世界的方法,
[00:13:40.680 --> 00:13:42.680]  不是去定罪這個世界,
[00:13:42.680 --> 00:13:43.680]  責備這個世界,
[00:13:43.680 --> 00:13:45.680]  或叫這個世人悔改而已,
[00:13:45.680 --> 00:13:47.680]  而是要用好行為,
[00:13:47.680 --> 00:13:51.680]  來服事這個世代。
[00:13:51.680 --> 00:13:52.680]  當然有些人會很緊張說,
[00:13:52.680 --> 00:13:53.680]  牧師啊,
[00:13:53.680 --> 00:13:55.680]  你是不是要講社會福音啊?
[00:13:55.680 --> 00:13:56.680]  其實不會。
[00:13:56.680 --> 00:13:58.680]  之前我越來越看見教會,
[00:13:58.680 --> 00:14:00.680]  過去在傳福音的事情上,
[00:14:00.680 --> 00:14:02.680]  犯一個最大的錯誤,
[00:14:02.680 --> 00:14:05.680]  就教會只看見人靈魂的需要,
[00:14:05.680 --> 00:14:08.680]  卻忽略了人肉體,
[00:14:08.680 --> 00:14:09.680]  跟心靈,
[00:14:09.680 --> 00:14:12.680]  跟情感的需要。
[00:14:12.680 --> 00:14:13.680]  所以之前我們教會,
[00:14:13.680 --> 00:14:14.680]  過去在傳福音的時候,
[00:14:14.680 --> 00:14:15.680]  我們覺得我們很愛世界上的人,
[00:14:15.680 --> 00:14:16.680]  不是嗎?
[00:14:16.680 --> 00:14:17.680]  我們怎麼愛他們,
[00:14:17.680 --> 00:14:18.680]  就叫他們悔改,
[00:14:18.680 --> 00:14:19.680]  信耶穌,
[00:14:19.680 --> 00:14:21.680]  認罪。
[00:14:21.680 --> 00:14:22.680]  世界上的人怎麼看,
[00:14:22.680 --> 00:14:25.680]  他們一點都不覺得我們愛他耶。
[00:14:25.680 --> 00:14:26.680]  真的,
[00:14:26.680 --> 00:14:27.680]  你以為他們覺得教會真愛我們,
[00:14:27.680 --> 00:14:28.680]  沒有,
[00:14:28.680 --> 00:14:29.680]  他們一點都不覺得我們愛他。
[00:14:29.680 --> 00:14:30.680]  我們覺得我們很愛他,
[00:14:30.680 --> 00:14:32.680]  我們知道你真實的需要,
[00:14:32.680 --> 00:14:33.680]  你真正的需要,
[00:14:33.680 --> 00:14:35.680]  就是認罪悔改。
[00:14:35.680 --> 00:14:38.680]  世界上一點都不覺得我們愛他,
[00:14:38.680 --> 00:14:41.680]  世界上就覺得我們在定罪他們。
[00:14:41.680 --> 00:14:44.680]  所以你看見教會跟這個社區之間,
[00:14:44.680 --> 00:14:47.680]  那個勾痕越來越大耶,
[00:14:47.680 --> 00:14:50.680]  那個誤會越來越深耶,
[00:14:50.680 --> 00:14:51.680]  明明我們傳了愛的信息,
[00:14:51.680 --> 00:14:52.680]  但是我請問你,
[00:14:52.680 --> 00:14:53.680]  今天美國整個世界,
[00:14:53.680 --> 00:14:54.680]  對教會的看法是什麼?
[00:14:54.680 --> 00:14:57.680]  是因為教會充滿仇恨的地方。
[00:14:57.680 --> 00:14:59.680]  這是世人對教會的看法,
[00:14:59.680 --> 00:15:03.680]  為什麼有這樣的一種差別在那裡?
[00:15:03.680 --> 00:15:04.680]  乃是因為今天教會,
[00:15:04.680 --> 00:15:08.680]  常只注重人靈魂的需要,
[00:15:08.680 --> 00:15:10.680]  卻忽略了人心靈,
[00:15:10.680 --> 00:15:11.680]  情感,
[00:15:11.680 --> 00:15:13.680]  肉體的需要。
[00:15:13.680 --> 00:15:15.680]  對一個不信主的人來講,
[00:15:15.680 --> 00:15:17.680]  好行為,
[00:15:17.680 --> 00:15:20.680]  是唯一讓他明白神愛的方式,
[00:15:20.680 --> 00:15:21.680]  Amen?
[00:15:21.680 --> 00:15:24.680]  你還記得在加拿大婚宴裡面,
[00:15:24.680 --> 00:15:27.680]  你看見他們那天沒有酒,
[00:15:27.680 --> 00:15:29.680]  他們來到耶穌面前,
[00:15:29.680 --> 00:15:31.680]  告訴耶穌他們沒有酒,
[00:15:31.680 --> 00:15:34.680]  請問你耶穌怎麼樣反應呢?
[00:15:34.680 --> 00:15:35.680]  換了我們是耶穌,
[00:15:35.680 --> 00:15:37.680]  可能他把主人叫來叫來,
[00:15:37.680 --> 00:15:38.680]  主人來了之後,
[00:15:38.680 --> 00:15:39.680]  對主人說,
[00:15:39.680 --> 00:15:40.680]  你有需要對不對?
[00:15:40.680 --> 00:15:41.680]  那第一件事我告訴你,
[00:15:41.680 --> 00:15:43.680]  悔改!
[00:15:43.680 --> 00:15:44.680]  先相信我,
[00:15:44.680 --> 00:15:46.680]  然後我就變成神蹟給你,
[00:15:46.680 --> 00:15:47.680]  不相信也沒有神蹟。
[00:15:47.680 --> 00:15:49.680]  今天這個教會就是如此,
[00:15:49.680 --> 00:15:50.680]  今天教會就是如此,
[00:15:50.680 --> 00:15:51.680]  今天教會我們常常傳福音,
[00:15:51.680 --> 00:15:52.680]  先信了主,
[00:15:52.680 --> 00:15:53.680]  信了主就有幫助,
[00:15:53.680 --> 00:15:54.680]  沒有信主,
[00:15:54.680 --> 00:15:55.680]  不幫助你,
[00:15:55.680 --> 00:15:57.680]  Alright?
[00:15:57.680 --> 00:16:00.680]  我們的做法跟耶穌正好相反,
[00:16:00.680 --> 00:16:02.680]  耶穌沒有把主人叫來說先悔改,
[00:16:02.680 --> 00:16:03.680]  沒有,
[00:16:03.680 --> 00:16:05.680]  耶穌甚至連主人都沒有叫來,
[00:16:05.680 --> 00:16:10.680]  耶穌主動的為他做了神蹟,
[00:16:10.680 --> 00:16:13.680]  使水變成好酒。
[00:16:13.680 --> 00:16:15.680]  你可以想像那個婚禮之後,
[00:16:15.680 --> 00:16:17.680]  那個主人什麼反應嗎?
[00:16:17.680 --> 00:16:19.680]  那主人真人是誰呀?
[00:16:19.680 --> 00:16:20.680]  我一定要見他,
[00:16:20.680 --> 00:16:22.680]  真的幫助我這麼大,
[00:16:22.680 --> 00:16:23.680]  救我一命,
[00:16:23.680 --> 00:16:24.680]  幫助我真人是誰呀?
[00:16:24.680 --> 00:16:25.680]  請他一定要來,
[00:16:25.680 --> 00:16:27.680]  我一定要來聽從他,
[00:16:27.680 --> 00:16:28.680]  一定要跟隨他,
[00:16:28.680 --> 00:16:30.680]  Amen?
[00:16:30.680 --> 00:16:34.680]  你看見耶穌永遠是從人的肉體的需要,
[00:16:34.680 --> 00:16:37.680]  心靈的需要開始,
[00:16:37.680 --> 00:16:39.680]  先來滿足他們,
[00:16:39.680 --> 00:16:46.680]  然後我們看見這些人自動就會來尋求耶穌的救恩,
[00:16:46.680 --> 00:16:47.680]  就很求神來幫助我們,
[00:16:47.680 --> 00:16:49.680]  今天我們一定要看見神的心意,
[00:16:49.680 --> 00:16:52.680]  是要我們來服侍這個世代的,
[00:16:52.680 --> 00:16:54.680]  唯有當我們開始以行動,
[00:16:54.680 --> 00:16:56.680]  開始服侍這個世代的時候,
[00:16:56.680 --> 00:17:00.680]  我們才能夠見證神的真實跟慈愛,
[00:17:00.680 --> 00:17:01.680]  Amen?
[00:17:01.680 --> 00:17:04.680]  這為什麼在公元2007年的時候,
[00:17:04.680 --> 00:17:07.680]  我們把我們教會的意象中的第四個策略,
[00:17:07.680 --> 00:17:10.680]  我們本來的策略是敬拜讚美,
[00:17:10.680 --> 00:17:11.680]  聖靈更新,
[00:17:11.680 --> 00:17:12.680]  小主教會,
[00:17:12.680 --> 00:17:14.680]  福音宣教,
[00:17:14.680 --> 00:17:16.680]  2007年的時候我們改成敬拜讚美,
[00:17:16.680 --> 00:17:17.680]  聖靈更新,
[00:17:17.680 --> 00:17:18.680]  小主教會,
[00:17:18.680 --> 00:17:21.680]  全地轉化,
[00:17:21.680 --> 00:17:23.680]  也是在公元2007年的時候,
[00:17:23.680 --> 00:17:25.680]  我們成立了基金會,
[00:17:25.680 --> 00:17:27.680]  為什麼成立基金會?
[00:17:27.680 --> 00:17:32.680]  因為基金會是一個我們可以服侍這個世代的平台,
[00:17:32.680 --> 00:17:36.680]  透過基金會我們可以接觸許許多多,
[00:17:36.680 --> 00:17:38.680]  平常我們無法接觸的人群,
[00:17:38.680 --> 00:17:40.680]  不但是華人,
[00:17:40.680 --> 00:17:42.680]  也是多族裔的人群,
[00:17:42.680 --> 00:17:44.680]  這些人平常不會來到教會的,
[00:17:44.680 --> 00:17:46.680]  也是平常不可能接觸的,
[00:17:46.680 --> 00:17:50.680]  但透過基金會我們卻能夠幫助他們,
[00:17:50.680 --> 00:17:52.680]  能夠滿足他們一切的需要,
