
[00:00:00.000 --> 00:00:04.080]  今天跟大家來思想一個新的系列
[00:01:40.640 --> 00:01:42.520]  也可以更認識神
[00:01:42.520 --> 00:01:46.880]  第一講就是神是聖潔的主
[00:01:46.880 --> 00:01:49.200]  或者在未講神是聖潔的主的時候
[00:01:49.200 --> 00:01:52.160]  其實我們首先要明白
[00:01:52.160 --> 00:01:54.760]  我們的神是一位活的神
[00:01:54.760 --> 00:01:56.320]  不是一位死的神
[00:01:56.320 --> 00:01:59.160]  在《路加福音》第20章第37節
[00:01:59.160 --> 00:02:02.440]  有一次有人問主耶穌的那些難題
[00:02:02.440 --> 00:02:03.760]  想考他
[00:02:03.760 --> 00:02:06.240]  那時候主耶穌就引用了一句這樣的說話
[00:02:06.240 --> 00:02:07.080]  祂說
[00:02:07.080 --> 00:02:08.400]  至於死人復活
[00:02:08.400 --> 00:02:11.720]  摩西在荊棘篇上稱主是阿伯拉罕的神
[00:02:11.720 --> 00:02:12.560]  以撒的神
[00:02:12.560 --> 00:02:13.680]  雅各的神
[00:02:13.680 --> 00:02:16.800]  就此事明白了
[00:02:16.800 --> 00:02:19.240]  這裡是主耶穌親自講的
[00:02:19.240 --> 00:02:22.240]  當時其實他們有些法理錯人
[00:02:22.240 --> 00:02:24.080]  其實那些應該是撒都哥人
[00:02:24.080 --> 00:02:29.880]  去挑戰耶穌關於復活的觀念
[00:02:29.880 --> 00:02:31.680]  但是主耶穌就有趣地
[00:02:31.680 --> 00:02:34.000]  祂不是單單解釋完復活就算了
[00:02:34.000 --> 00:02:37.000]  而祂就引用了剛才講這句聖經的時候
[00:02:37.000 --> 00:02:38.520]  祂說
[00:02:38.520 --> 00:02:42.600]  神昔日在與摩西顯現的時候
[00:02:42.600 --> 00:02:44.560]  祂自己稱呼自己
[00:02:44.560 --> 00:02:46.840]  祂說我是阿伯拉罕的神
[00:02:46.840 --> 00:02:47.720]  以撒的神
[00:02:47.720 --> 00:02:48.800]  雅各的神
[00:02:48.800 --> 00:02:50.520]  就此事明白了
[00:02:50.520 --> 00:02:51.840]  意思就是說
[00:02:51.840 --> 00:02:54.880]  神在歷世歷代的當中
[00:02:54.880 --> 00:02:59.680]  祂向著不同的人
[00:02:59.680 --> 00:03:02.280]  來祂顯現的時候
[00:03:02.280 --> 00:03:05.920]  祂就用了不同的稱呼
[00:03:05.920 --> 00:03:07.640]  祂向著阿伯拉罕顯現的時候
[00:03:07.640 --> 00:03:10.120]  祂就說祂是阿伯拉罕的神
[00:03:10.120 --> 00:03:12.360]  接著阿伯拉罕就
[00:03:12.360 --> 00:03:14.080]  跪於塵土
[00:03:14.080 --> 00:03:16.000]  接著以撒顯現的時候
[00:03:16.000 --> 00:03:17.600]  祂就說我是以撒的神
[00:03:17.600 --> 00:03:20.480]  當然也加上祂是阿伯拉罕的神
[00:03:20.480 --> 00:03:23.880]  接著到以撒之後
[00:03:23.880 --> 00:03:24.880]  雅各
[00:03:24.880 --> 00:03:26.520]  神就向雅各顯現的時候
[00:03:26.520 --> 00:03:27.240]  祂就不是說
[00:03:27.240 --> 00:03:28.400]  我就是阿伯拉罕的神
[00:03:28.400 --> 00:03:29.320]  我就是以撒的神
[00:03:29.320 --> 00:03:30.440]  祂不是
[00:03:30.440 --> 00:03:33.880]  祂說我也是雅各的神
[00:03:33.880 --> 00:03:37.440]  就是在不同的時代
[00:03:37.440 --> 00:03:43.360]  神自己向人顯現交往的時候
[00:03:43.360 --> 00:03:45.920]  祂是用一個現在式
[00:03:45.920 --> 00:03:47.920]  英文來講是present tense
[00:03:47.920 --> 00:03:49.480]  就是現在式
[00:03:49.480 --> 00:03:51.440]  不是past tense
[00:03:51.440 --> 00:03:52.640]  不是過去式
[00:03:52.640 --> 00:03:56.320]  如果過去式祂就是阿伯拉罕的神
[00:03:56.320 --> 00:03:57.160]  以撒的神
[00:03:57.160 --> 00:03:59.680]  以撒也沒有什麼好說的
[00:03:59.680 --> 00:04:02.760]  但是祂是一個現在式
[00:04:02.760 --> 00:04:04.640]  主耶穌引用這句話的意思
[00:04:04.640 --> 00:04:07.000]  就是祂想說
[00:04:07.000 --> 00:04:09.800]  神不是一個死人的神
[00:04:09.800 --> 00:04:12.320]  是一個活人的神
[00:04:12.320 --> 00:04:14.200]  祂活在我們中間
[00:04:14.200 --> 00:04:16.200]  是現在式
[00:04:16.200 --> 00:04:19.160]  當我們這樣去想的時候
[00:04:19.160 --> 00:04:21.680]  其實是非常有意思的
[00:04:21.680 --> 00:04:24.680]  很多時候我們的信仰
[00:04:24.680 --> 00:04:28.560]  當然我們知道我們敬拜的是哪一位神
[00:04:28.560 --> 00:04:29.480]  三一神
[00:04:29.480 --> 00:04:34.720]  就是在舊約當中的耶和華神
[00:04:34.720 --> 00:04:36.480]  我們都有我們的觀念
[00:04:36.480 --> 00:04:38.200]  我們知道神是哪一位
[00:04:38.200 --> 00:04:40.920]  但是那些所發生的事情
[00:04:40.920 --> 00:04:42.640]  譬如顯現那些神蹟
[00:04:42.640 --> 00:04:46.040]  過鴻海、撒掌子、五餅二魚
[00:04:46.040 --> 00:04:47.920]  諸如此類那些
[00:04:47.920 --> 00:04:50.360]  都是past tense
[00:04:50.360 --> 00:04:53.480]  都是過去式
[00:04:53.480 --> 00:04:57.400]  但是主耶穌在這裡講到
[00:04:57.400 --> 00:05:03.840]  其實我們不是同一位過往的神來交往
[00:05:03.840 --> 00:05:08.840]  我們是同一位現在活著的神來交往
[00:05:08.840 --> 00:05:13.880]  這一點是我們信仰非常之重要
[00:05:13.880 --> 00:05:17.080]  跟一些其他信仰的人來傾談
[00:05:17.080 --> 00:05:23.480]  特別我記得有一次跟一位信佛教的人來傾談的時候
[00:05:23.480 --> 00:05:25.680]  很明顯當然他們信佛教
[00:05:25.680 --> 00:05:30.440]  他們有他們很尊崇的佛教信條
[00:05:30.440 --> 00:05:33.360]  或者佛教的教理
[00:05:33.360 --> 00:05:36.800]  我們基督教也有我們信仰的內容
[00:05:36.800 --> 00:05:39.200]  我們的信條、三一神
[00:05:39.200 --> 00:05:44.840]  我們的教義、教理、十誡
[00:05:44.840 --> 00:05:47.920]  愛人如己
[00:05:47.920 --> 00:05:51.200]  諸如此類我們都有
[00:05:51.200 --> 00:05:52.800]  我們如果只是談這些
[00:05:52.800 --> 00:05:54.720]  很容易就會得出一個結論
[00:05:54.720 --> 00:05:59.080]  或者很容易給人有一個感覺就是說
[00:05:59.080 --> 00:06:00.480]  各有各信
[00:06:00.480 --> 00:06:02.960]  最終宗教都是導人向善
[00:06:02.960 --> 00:06:04.480]  都不會教你做壞事
[00:06:04.480 --> 00:06:06.480]  除非你信邪教
[00:06:06.480 --> 00:06:09.440]  佛教也教你做一些好事
[00:06:09.440 --> 00:06:14.640]  我們信耶穌也不會做一個不好的人
[00:06:14.640 --> 00:06:17.760]  在道德上各方面都是各有各信
[00:06:17.760 --> 00:06:21.040]  有我們的教理
[00:06:21.040 --> 00:06:26.920]  但我想這裡有一個很重要的誤解
[00:06:26.920 --> 00:06:28.920]  誤解是什麼呢?
[00:06:28.920 --> 00:06:35.840]  其實我們的信仰不只是我們信仰的信條內容交易
[00:06:35.840 --> 00:06:39.760]  我們是同一位活的神來交往
[00:06:39.760 --> 00:06:43.840]  佛教徒他們無論是多麼的資深
[00:06:43.840 --> 00:06:48.000]  你會明白他們是信一套的觀念
[00:06:48.000 --> 00:06:51.600]  但他們不會說跟佛祖交往
[00:06:51.600 --> 00:06:54.560]  他們有他們的冥想
[00:06:54.560 --> 00:06:56.960]  但他們不會跟佛祖交往
[00:06:56.960 --> 00:06:59.920]  你自己成佛而已
[00:06:59.920 --> 00:07:01.360]  他們都不會跟佛祖交往
[00:07:01.360 --> 00:07:03.040]  沒有需要
[00:07:03.040 --> 00:07:06.320]  你自己成了佛你自己跟自己交往
[00:07:06.320 --> 00:07:09.440]  所以你冥想是一個內在的自省
[00:07:09.440 --> 00:07:13.760]  或者是你去進入自己內在的心靈世界
[00:07:13.760 --> 00:07:16.800]  但基督教信仰不是這樣
[00:07:16.800 --> 00:07:23.280]  我們是同一位有真有活的神來交往
[00:07:23.280 --> 00:07:28.880]  當我們的信仰我們要明白這一點
[00:07:28.880 --> 00:07:39.120]  所以我們是要跟神交往才為之做真神的兒女
[00:07:39.120 --> 00:07:42.400]  「神愛世人,甚至將他的獨生子賜給他們,
[00:07:42.400 --> 00:07:44.880]  叫一切信他的不至滅亡,反得永生。」
[00:07:44.880 --> 00:07:52.320]  這一個不是只是說將來得了一個永生的入場券
[00:07:52.320 --> 00:07:57.200]  其實是說到有了永生的人成為神的兒女
[00:07:57.200 --> 00:07:59.600]  在《約翰福音》第十一章的時候
[00:07:59.600 --> 00:08:02.560]  「凡接待他的,則是信他名的人,
[00:08:02.560 --> 00:08:05.040]  他就賜他名權,並作神的兒女。」
[00:08:05.040 --> 00:08:07.280]  有永生就是作神的兒女
[00:08:07.280 --> 00:08:12.240]  作神的兒女當然就是跟天父交往
[00:08:12.240 --> 00:08:16.000]  譬如你加入一個家庭
[00:08:16.000 --> 00:08:23.200]  你從來都不跟領養的新的父母交往
[00:08:23.200 --> 00:08:29.120]  這樣是不正當的,有問題的
[00:08:29.120 --> 00:08:32.160]  這一點是非常之重要的
[00:08:32.160 --> 00:08:35.040]  有時候有些基督徒為何會做Sunday Christian
[00:08:35.040 --> 00:08:39.920]  只是星期天才做基督徒
[00:08:39.920 --> 00:08:42.640]  就是因為他平時在他的觀念當中
[00:08:42.640 --> 00:08:46.560]  或者在實踐當中平時是沒有跟神交往的
[00:08:46.560 --> 00:08:49.680]  所以你叫靈修、讀經那些
[00:08:49.680 --> 00:08:54.080]  那些是跟神交往的,我們跟神相處的
[00:08:54.080 --> 00:08:59.040]  靈修、讀經不是一個沒有人考試的
[00:08:59.040 --> 00:09:01.440]  靈修的時候沒有人考你讀了多少東西
[00:09:01.440 --> 00:09:04.240]  讀多長,讀多短,記得多少
[00:09:04.240 --> 00:09:06.720]  沒有人考你這些的
[00:09:06.720 --> 00:09:08.960]  因為整個過程其實都是交往的
[00:09:08.960 --> 00:09:11.920]  譬如我寫一封信給你
[00:09:11.920 --> 00:09:15.920]  以前古代,現在沒有那麼方便
[00:09:15.920 --> 00:09:17.520]  電話、測試那些的時候
[00:09:17.520 --> 00:09:19.360]  我寫一封信給你
[00:09:19.360 --> 00:09:22.240]  我那封信是跟你交往的
[00:09:22.240 --> 00:09:23.600]  我不會考你
[00:09:23.600 --> 00:09:26.240]  譬如過了一段時間後面真的見到面的時候
[00:09:26.240 --> 00:09:27.840]  你記不記得那封信
[00:09:27.840 --> 00:09:31.760]  幾時幾日或者兩個月前那封信
[00:09:31.760 --> 00:09:33.520]  你記不記得我說過甚麼內容
[00:09:33.520 --> 00:09:36.800]  有多長,多少個字
[00:09:36.800 --> 00:09:39.680]  重點是甚麼
[00:09:39.680 --> 00:09:43.280]  outline你知不知道的,懂不懂看的
[00:09:43.280 --> 00:09:46.400]  我會問你這些東西的
[00:09:46.400 --> 00:09:48.160]  沒有人問你這些東西的
[00:09:48.160 --> 00:09:50.960]  如果真是交往的時候
[00:09:50.960 --> 00:09:53.680]  反而就問,你get不get到我那封信
[00:09:53.680 --> 00:09:55.920]  想要表達的那些東西
[00:09:55.920 --> 00:09:57.360]  是不是
[00:09:57.360 --> 00:09:59.120]  或者在讀的時候
[00:09:59.120 --> 00:10:04.080]  你感不感受到我那時候是很掛念你的
[00:10:04.080 --> 00:10:07.360]  或者讓你可以想起我
[00:10:07.360 --> 00:10:09.920]  你讀的時候,是不是
[00:10:09.920 --> 00:10:16.720]  這個是那個交往的元素
[00:10:16.720 --> 00:10:19.600]  我們的信仰是跟神交往
[00:10:19.600 --> 00:10:25.040]  這個元素是非常之顯明的
[00:10:25.040 --> 00:10:26.640]  當然剛才所說的那些
[00:10:26.640 --> 00:10:29.520]  譬如,不是的,牧師你也經常問我
[00:10:29.520 --> 00:10:32.240]  聖經你知不知道
[00:10:32.240 --> 00:10:33.200]  譬如剛剛讀完
[00:10:33.200 --> 00:10:34.560]  哥羅西書說甚麼的
[00:10:34.560 --> 00:10:35.920]  哥羅西書有多少章
[00:10:35.920 --> 00:10:37.440]  哥羅西書outline是怎樣
[00:10:37.440 --> 00:10:38.640]  哥羅西書背景
[00:10:38.640 --> 00:10:39.840]  你也問我這些
[00:10:39.840 --> 00:10:41.280]  那我問你這些
[00:10:41.280 --> 00:10:44.240]  是因為我們的信仰當然有跟神交往
[00:10:44.240 --> 00:10:48.640]  跟神交往的元素,我就不能經常問你那麼多
[00:10:48.640 --> 00:10:51.280]  我不問那些內容,我問不到你
[00:10:51.280 --> 00:10:54.480]  我就問另外一方面
[00:10:54.480 --> 00:10:58.000]  我們信仰也有一些基礎認識的元素
[00:10:58.000 --> 00:10:59.280]  但是如果你只是以為
[00:10:59.280 --> 00:11:02.000]  我們信仰只有教條基礎認識那些
[00:11:02.000 --> 00:11:03.600]  那就不夠了,是不是
[00:11:03.600 --> 00:11:06.080]  不是的,是不是
[00:11:06.080 --> 00:11:08.720]  所以,我們主耶穌在這裡說得很清楚
[00:11:08.720 --> 00:11:11.760]  我們是同一位活的神來交往
[00:11:11.760 --> 00:11:13.040]  剛才所說的
[00:11:13.040 --> 00:11:16.000]  所以有時候有些基督徒也誤解
[00:11:16.000 --> 00:11:19.760]  所以他覺得做基督徒就是做一些
[00:11:19.760 --> 00:11:26.640]  譬如特別是有些以前可能是基督教家庭長大的
[00:11:26.640 --> 00:11:28.320]  或者以前一些外國人那些
[00:11:28.320 --> 00:11:31.520]  他覺得自己是基督徒
[00:11:31.520 --> 00:11:33.280]  從小到大回教會就是基督徒的時候
[00:11:33.280 --> 00:11:35.120]  他覺得做基督徒就是
[00:11:35.120 --> 00:11:37.680]  明白十誡,做十誡的那些東西
[00:11:37.680 --> 00:11:39.440]  或者識背主草文
[00:11:39.440 --> 00:11:44.080]  或者是每個星期有回教會
[00:11:44.080 --> 00:11:45.520]  他們就是做基督徒
[00:11:45.520 --> 00:11:48.000]  在他們來說是一些教條
[00:11:48.000 --> 00:11:55.520]  或者是一些生活的規律
[00:11:55.520 --> 00:11:57.280]  甚至乎做一個好人本身
[00:11:57.280 --> 00:11:59.200]  有些譬如外國人
[00:11:59.200 --> 00:12:01.680]  從小到大在基督教國家長大的那些
[00:12:01.680 --> 00:12:02.720]  他覺得他做一個好人
[00:12:02.720 --> 00:12:04.640]  就已經是做一個基督徒了
[00:12:04.640 --> 00:12:07.040]  現在就少人這樣想
[00:12:07.040 --> 00:12:11.360]  因為現在無神社會的教育影響之後
[00:12:11.360 --> 00:12:14.400]  譬如可能你想想50年前的
[00:12:14.400 --> 00:12:17.760]  很多外國人或者美國也好
[00:12:17.760 --> 00:12:18.400]  英國也好
[00:12:18.400 --> 00:12:19.440]  那些西方國家他們
[00:12:19.440 --> 00:12:20.480]  他們覺得做一個好人
[00:12:20.480 --> 00:12:23.120]  已經是等於做一個基督徒了
[00:12:23.120 --> 00:12:25.520]  因為他們的觀念當中
[00:12:25.520 --> 00:12:28.960]  就是基督教的教條
[00:12:28.960 --> 00:12:30.720]  基督教的理論
[00:12:30.720 --> 00:12:33.120]  基督教的信仰內容
[00:12:33.120 --> 00:12:37.680]  明白掌握道德生活那些
[00:12:37.680 --> 00:12:44.960]  但是如果沒有同一位活的神來交往
[00:12:44.960 --> 00:12:49.520]  是一個很大的缺失
[00:12:49.520 --> 00:12:51.920]  因為我們不是信一套的理論
[00:12:51.920 --> 00:12:54.240]  不是信一套教條
[00:12:54.240 --> 00:12:59.360]  我們真的要同一位活的神來交往
[00:12:59.360 --> 00:13:06.560]  你禱告的內容也是同神來交往交流
[00:13:06.560 --> 00:13:10.240]  所以這是同一位活的神來交往
[00:13:10.240 --> 00:13:13.200]  剛才說到有一個錯誤
[00:13:13.200 --> 00:13:15.520]  就是有些人以為是信一套的理論
[00:13:15.520 --> 00:13:17.200]  譬如佛教
[00:13:17.200 --> 00:13:19.280]  其他有些宗教那些
[00:13:19.280 --> 00:13:20.080]  一套理論
[00:13:20.080 --> 00:13:22.640]  但是有另外一種
[00:13:22.640 --> 00:13:29.520]  我記得有一次在星巴克那裏
[00:13:29.520 --> 00:13:32.080]  在星巴克那裏坐
[00:13:32.080 --> 00:13:34.320]  Kalen彈琴的時候
[00:13:34.320 --> 00:13:36.160]  我要等他
[00:13:36.160 --> 00:13:37.600]  還未接他
[00:13:37.600 --> 00:13:39.440]  在星巴克那裏坐
[00:13:39.440 --> 00:13:41.920]  有兩個年輕人在那裏聊天
[00:13:41.920 --> 00:13:43.600]  我沒有心聽他們說話
[00:13:43.600 --> 00:13:45.360]  但是他坐得很近
[00:13:45.360 --> 00:13:46.960]  他就聽到了
[00:13:46.960 --> 00:13:50.640]  就這樣說
[00:13:50.640 --> 00:13:55.120]  其中有一個就說很後悔
[00:13:55.120 --> 00:13:57.920]  因為他的媽媽患了病
[00:13:57.920 --> 00:14:00.720]  現在在醫院
[00:14:00.720 --> 00:14:04.720]  可能也不知道能否過得了難關
[00:14:04.720 --> 00:14:06.480]  就很後悔
[00:14:06.480 --> 00:14:09.840]  就上手另一個就安慰他
[00:14:09.840 --> 00:14:11.440]  安慰他的時候
[00:14:11.440 --> 00:14:16.720]  其中那個女孩的媽媽在醫院
[00:14:16.720 --> 00:14:17.760]  她很後悔什麼呢?
[00:14:17.760 --> 00:14:29.920]  她說我一直都不是很認識我媽媽
[00:14:29.920 --> 00:14:35.040]  她說自從我在中學之後
[00:14:35.040 --> 00:14:38.000]  其實我跟她的關係都不好
[00:14:38.000 --> 00:14:41.120]  另外那個可能是她的同學
[00:14:41.120 --> 00:14:42.080]  就安慰她說
[00:14:42.080 --> 00:14:43.280]  沒有理由的
[00:14:43.280 --> 00:14:46.560]  你不是每個星期放學都
[00:14:46.560 --> 00:14:50.400]  週末的時候你都回家嗎?
[00:14:50.400 --> 00:14:52.960]  你可以想像
[00:14:52.960 --> 00:14:53.920]  我不知道在哪裏讀書
[00:14:53.920 --> 00:14:54.800]  你可能想像
[00:14:54.800 --> 00:14:56.800]  現在有些子女讀大學
[00:14:56.800 --> 00:14:58.720]  譬如在Irvine
[00:14:58.720 --> 00:15:01.280]  或者在San Diego
[00:15:01.280 --> 00:15:02.720]  有些每個星期都回來
[00:15:02.720 --> 00:15:05.760]  你不是每個星期都回家嗎?
[00:15:05.760 --> 00:15:09.120]  我還以為你跟家人關係很好
[00:15:09.120 --> 00:15:11.040]  那個女孩就說
[00:15:11.040 --> 00:15:12.400]  其實不是
[00:15:12.400 --> 00:15:16.880]  因為你知道每個人都走了
[00:15:16.880 --> 00:15:17.920]  週末的時候
[00:15:17.920 --> 00:15:19.520]  如果我在那裏很悶
[00:15:19.520 --> 00:15:20.640]  那我就回家
[00:15:20.640 --> 00:15:22.880]  而且回家很重要
[00:15:22.880 --> 00:15:27.920]  回家每個星期的髒衣服都丟在那裏
[00:15:27.920 --> 00:15:28.960]  有人幫我洗
[00:15:28.960 --> 00:15:32.800]  吃飯的時候又不用理
[00:15:32.800 --> 00:15:33.760]  煮好了
[00:15:33.760 --> 00:15:37.200]  雖然我都是拿回房間自己吃
[00:15:37.200 --> 00:15:39.600]  我都沒有跟媽媽坐在一起吃
[00:15:39.600 --> 00:15:48.800]  那你不就當她像洗衣機和電焗爐一樣
[00:15:48.800 --> 00:15:50.480]  她說是的
[00:15:50.480 --> 00:15:52.320]  所以我很後悔
[00:15:52.320 --> 00:15:57.520]  因為這部份是我演繹的
[00:15:57.520 --> 00:15:59.840]  在那裏跟媽媽雖然是有交往
[00:15:59.840 --> 00:16:01.200]  每個星期都回家
[00:16:01.200 --> 00:16:04.320]  但可能是功能性的交往
[00:16:04.320 --> 00:16:07.760]  功能性就像剛才所說
[00:16:07.760 --> 00:16:10.640]  洗衣服就像洗衣機的功能
[00:16:10.640 --> 00:16:13.120]  煮飯就像微波爐的功能
[00:16:13.120 --> 00:16:13.920]  你明白嗎?
[00:16:13.920 --> 00:16:15.760]  這些都是功能性的交往
[00:16:15.760 --> 00:16:18.080]  你跟很多人是有功能性的交往
[00:16:18.080 --> 00:16:20.240]  但你不是真的跟他交往
[00:16:20.240 --> 00:16:21.280]  你想想
[00:16:21.280 --> 00:16:23.280]  可能公司有些同事你恨得要死
[00:16:23.280 --> 00:16:25.440]  你都是跟他功能性交往
[00:16:25.440 --> 00:16:29.600]  你多一句都不跟他說
[00:16:29.600 --> 00:16:33.120]  私人事更加不會跟他說
[00:16:33.120 --> 00:16:36.160]  這些是功能性的交往
[00:16:36.160 --> 00:16:39.680]  但我們想到有些錯誤
[00:16:39.680 --> 00:16:42.320]  基督徒都是這樣的
[00:16:42.320 --> 00:16:44.800]  有事的時候才求神
[00:16:44.800 --> 00:16:46.720]  跟神的交往永遠好像
[00:16:46.720 --> 00:16:47.840]  可能你需要一些東西
[00:16:47.840 --> 00:16:50.240]  譬如剛才說的那個女孩需要洗衣服
[00:16:50.240 --> 00:16:51.040]  神就變了
[00:16:51.040 --> 00:16:51.840]  她不是神
[00:16:51.840 --> 00:16:53.600]  她媽媽就變了一個洗衣機
[00:16:53.600 --> 00:16:54.480]  她需要拿錢
[00:16:54.480 --> 00:16:55.840]  她媽媽就變了一個提款機
[00:16:55.840 --> 00:16:57.280]  她需要吃飯
[00:16:57.280 --> 00:16:58.800]  她媽媽就變了一個微波爐
[00:16:58.800 --> 00:17:00.720]  你明白嗎?
[00:17:00.720 --> 00:17:02.080]  全是功能性交往
[00:17:02.080 --> 00:17:06.560]  所以我不認識她媽媽
[00:17:06.560 --> 00:17:10.000]  我們有時候在我們跟神的交往
[00:17:10.000 --> 00:17:11.760]  你說我有交往的
[00:17:11.760 --> 00:17:14.080]  我有祈禱的
[00:17:14.080 --> 00:17:16.160]  但是那個交往可能都是功能性的
[00:17:16.160 --> 00:17:17.440]  我想升職
[00:17:17.440 --> 00:17:18.480]  那就交往
[00:17:18.480 --> 00:17:19.760]  或者我現在想轉工了
[00:17:19.760 --> 00:17:21.040]  求神給我找工作
[00:17:21.040 --> 00:17:22.800]  或者我有什麼需要
[00:17:22.800 --> 00:17:24.800]  可能身體諸如此類
[00:17:24.800 --> 00:17:27.440]  那我就求一些東西
[00:17:27.440 --> 00:17:31.680]  是一個功能性的交往
[00:17:31.680 --> 00:17:34.000]  這兩種都不是真實的
[00:17:34.000 --> 00:17:38.240]  跟活的神來交往
[00:17:38.240 --> 00:17:41.520]  你想一下
[00:17:41.520 --> 00:17:44.960]  你想一下你如果跟一個活的人住
[00:17:44.960 --> 00:17:46.880]  你跟他的交往
[00:17:46.880 --> 00:17:50.080]  當然除了是功能性之外
[00:17:50.080 --> 00:17:53.440]  還有很多其他各方面的交流
[00:17:53.440 --> 00:18:00.000]  在感情上是有所牽連的
[00:18:00.000 --> 00:18:03.040]  你愛神
[00:18:03.040 --> 00:18:09.200]  愛神當然有不同的表現或者定義
[00:18:09.200 --> 00:18:11.440]  但是也不能夠排除
[00:18:11.440 --> 00:18:12.800]  你真實愛神的時候
[00:18:12.800 --> 00:18:14.960]  你有沒有想到神呢?
[00:18:14.960 --> 00:18:15.760]  是不是?
[00:18:15.760 --> 00:18:18.320]  我忘記了哪一種
[00:18:18.320 --> 00:18:19.680]  是不是上海話
[00:18:19.680 --> 00:18:21.280]  我記得
[00:18:21.280 --> 00:18:23.600]  有一個方言就說
[00:18:23.600 --> 00:18:25.360]  沒有一個「愛」字
[00:18:25.360 --> 00:18:26.880]  就是「想」
[00:18:26.880 --> 00:18:30.960]  就是「我想你」就等於「我愛你」
[00:18:30.960 --> 00:18:32.480]  我忘記了是不是上海話
[00:18:32.480 --> 00:18:34.720]  還是忘記了哪一個
[00:18:34.720 --> 00:18:36.080]  在中國其中一個方言
[00:18:36.080 --> 00:18:37.600]  是沒有「愛」字的
[00:18:37.600 --> 00:18:38.960]  那些人說「我愛你」
[00:18:38.960 --> 00:18:40.320]  就說「我想你」
[00:18:40.320 --> 00:18:43.840]  但是其實一樣的
[00:18:43.840 --> 00:18:44.560]  你說愛神
[00:18:44.560 --> 00:18:46.480]  你有沒有想到神呢?
[00:18:46.480 --> 00:18:47.920]  是不是?
[00:18:47.920 --> 00:18:52.800]  譬如你拍拖的時候
[00:18:52.800 --> 00:18:55.280]  你唱情歌很有感覺的
[00:18:55.280 --> 00:18:56.800]  很有感動的
[00:18:56.800 --> 00:18:58.800]  很有覺得
[00:18:58.800 --> 00:19:01.040]  活在其中的
[00:19:01.040 --> 00:19:04.240]  當然你現在脫胎的時候
[00:19:04.240 --> 00:19:06.080]  你也唱那些脫胎的歌
[00:19:06.080 --> 00:19:07.600]  也很有感覺
[00:19:07.600 --> 00:19:09.440]  活在其中
[00:19:09.440 --> 00:19:10.320]  同樣的
[00:19:10.320 --> 00:19:11.440]  那你敬拜
[00:19:11.440 --> 00:19:12.560]  你愛神的時候
[00:19:12.560 --> 00:19:15.200]  你有沒有感覺呢?
[00:19:15.200 --> 00:19:18.240]  「神我愛你」
[00:19:18.240 --> 00:19:19.760]  那你唱的時候
