
[00:00:00.000 --> 00:00:04.840]  今天的經文那個訊息是比較沉重的
[00:03:23.400 --> 00:03:29.040]  這段經文是講到耶穌來到拿恩城
[00:03:29.040 --> 00:03:31.800]  其實在路加福音
[00:03:31.800 --> 00:03:35.320]  這段經文是剛剛發生在
[00:03:35.320 --> 00:03:39.160]  耶穌的生平的前半段
[00:03:39.160 --> 00:03:45.240]  是由四章三十節至九章五十節的一大段裡面
[00:03:45.240 --> 00:03:49.240]  耶穌在加利利人的侍奉
[00:03:49.240 --> 00:03:51.680]  在加利利城的侍奉
[00:03:51.680 --> 00:03:54.440]  這個經文是第一段
[00:03:54.440 --> 00:03:57.320]  這裡面講的是什麼呢
[00:03:57.320 --> 00:04:01.480]  之前第四章的第十八十九
[00:04:01.480 --> 00:04:05.360]  和待會我要講的第七章二十二節
[00:04:05.360 --> 00:04:07.960]  成為一個括號
[00:04:07.960 --> 00:04:13.720]  這兩個括號是透過耶穌的兩番說話
[00:04:13.720 --> 00:04:18.000]  講出祂的工作 祂的職焚
[00:04:18.000 --> 00:04:20.800]  以致告訴約翰
[00:04:20.800 --> 00:04:25.440]  告訴在會堂裡聽道的猶太人
[00:04:25.440 --> 00:04:30.000]  耶穌就是那位舊約寓言的尼塞亞
[00:04:30.000 --> 00:04:34.960]  祂就是那位帶著舊約寓言的身份
[00:04:34.960 --> 00:04:41.560]  來到這個世界上宣告神喜悅人的欺凌
[00:04:41.560 --> 00:04:47.960]  這個耶穌基督在第四章十八和七章二十二節
[00:04:47.960 --> 00:04:51.760]  我們先來看看這兩個括號
[00:04:51.760 --> 00:04:55.040]  我們看四章十八至十九節
[00:04:55.040 --> 00:04:57.520]  我們一起讀四章十八節
[00:04:57.520 --> 00:05:03.960]  「豈,主的靈在我身上,因為祂用膏告我,
[00:05:03.960 --> 00:05:07.240]  叫我傳福音給貧窮的人,
[00:05:07.240 --> 00:05:10.920]  差以我宣告被擄的得釋放,
[00:05:10.920 --> 00:05:15.840]  失明的得看見,受壓制的得自由,
[00:05:15.840 --> 00:05:18.920]  宣告神悅納人的欺凌。」
[00:05:18.920 --> 00:05:21.320]  七章二十二節起
[00:05:21.320 --> 00:05:24.040]  「耶穌回答他們:
[00:05:24.040 --> 00:05:30.160]  你們去把所看見、所聽見的告訴約翰,
[00:05:30.160 --> 00:05:34.720]  就是盲人看見,缺子行走,
[00:05:34.720 --> 00:05:39.080]  麻風病人得潔淨,窮子聽見,
[00:05:39.080 --> 00:05:42.840]  死人復活,窮人聽道復音。」
[00:05:42.840 --> 00:05:46.240]  弟子們,這裡的左右括號
[00:05:46.240 --> 00:05:53.240]  是在證明耶穌就是那位來到人間服侍人
[00:05:53.240 --> 00:05:55.680]  那位的上帝自己
[00:05:55.680 --> 00:05:57.760]  那位的人子基督
[00:05:57.760 --> 00:06:02.240]  而在第四章十八和七章二十二節中間
[00:06:02.240 --> 00:06:04.720]  有一連串的神蹟
[00:06:04.720 --> 00:06:10.440]  「而復活那因成寡婦的獨生子」
[00:06:10.440 --> 00:06:14.720]  這是第一個「復活死人」
[00:06:14.720 --> 00:06:17.160]  耶穌所行的神蹟
[00:06:17.160 --> 00:06:20.560]  在這裡,在這個括號裡面
[00:06:20.560 --> 00:06:25.400]  「復活死人」是第一個,在這裡出現
[00:06:25.400 --> 00:06:29.560]  正在證明的就是那個有權能的基督
[00:06:29.560 --> 00:06:34.080]  祂憐憫世人
[00:06:34.080 --> 00:06:35.360]  親愛的弟兄姊妹
[00:06:35.360 --> 00:06:43.680]  在這裡我們來看耶穌進入那因城的經歷
[00:06:43.680 --> 00:06:50.560]  那因這個地方是離開耶穌的家鄉
[00:06:50.560 --> 00:06:53.280]  東南方不遠的地方,拿撒勒
[00:06:53.280 --> 00:06:55.120]  離開拿撒勒不遠的
[00:06:55.120 --> 00:07:00.840]  也距離耶穌在加伯隆的工作地點不遠的地方
[00:07:00.840 --> 00:07:03.600]  那因這個字是什麼意思呢?
[00:07:03.600 --> 00:07:07.360]  是「美麗快樂」的意思
[00:07:07.360 --> 00:07:10.760]  這個城為什麼叫美麗快樂呢?
[00:07:10.760 --> 00:07:14.200]  它的環境是美麗的
[00:07:14.200 --> 00:07:17.400]  它是在一個小山丘上
[00:07:17.400 --> 00:07:20.840]  如果從它的城上看下去
[00:07:20.840 --> 00:07:25.360]  能夠看到一望無際的亞斯德倫平原
[00:07:25.360 --> 00:07:28.560]  其實它的觀景是好的
[00:07:28.560 --> 00:07:32.800]  在這個快樂美麗的地方
[00:07:32.800 --> 00:07:37.960]  卻是出現了一個人間悲慘的故事
[00:07:37.960 --> 00:07:40.360]  就是一個寡婦
[00:07:40.360 --> 00:07:45.720]  這個寡婦她有一個獨生的兒子
[00:07:45.720 --> 00:07:47.600]  她有一個獨生的兒子
[00:07:47.600 --> 00:07:54.320]  我們看看路加他怎樣形容這個死了的獨生兒子
[00:07:54.320 --> 00:07:57.920]  耶穌看見有一個死人抬出來
[00:07:57.920 --> 00:07:59.040]  十二節
[00:07:59.040 --> 00:08:03.680]  「這人是他母親的獨生兒子
[00:08:03.680 --> 00:08:09.080]  而他母親又是寡婦」
[00:08:09.080 --> 00:08:10.480]  親愛的弟兄姊妹
[00:08:10.480 --> 00:08:16.640]  你知道當日的寡婦和今天的寡婦的狀況
[00:08:16.640 --> 00:08:20.560]  是天淵之別的
[00:08:20.560 --> 00:08:22.400]  當日的寡婦
[00:08:22.400 --> 00:08:24.880]  她沒有了丈夫的依託
[00:08:24.880 --> 00:08:27.440]  她沒有了承受產業
[00:08:27.440 --> 00:08:29.640]  沒有了丈夫的庇蔭
[00:08:29.640 --> 00:08:32.720]  她本來可以靠著她的兒子
[00:08:32.720 --> 00:08:35.120]  去得到丈夫的產業
[00:08:35.120 --> 00:08:37.000]  但是不幸的
[00:08:37.000 --> 00:08:40.240]  那因成這個寡婦
[00:08:40.240 --> 00:08:44.400]  連她的獨生子都失去了
[00:08:44.400 --> 00:08:51.000]  你可以看到這個寡婦是多麼的可憐
[00:08:51.000 --> 00:08:55.840]  其實上帝正因為知道那些寡婦
[00:08:55.840 --> 00:08:58.040]  往往是無依無靠
[00:08:58.040 --> 00:09:00.440]  很多的寡婦
[00:09:00.440 --> 00:09:06.480]  因這樣的情況不幸淪落
[00:09:06.480 --> 00:09:08.280]  成為妓女
[00:09:08.280 --> 00:09:10.440]  親愛的弟兄姊妹
[00:09:10.440 --> 00:09:17.160]  看不看到他們的真相
[00:09:17.160 --> 00:09:18.920]  你看看第十三節
[00:09:18.920 --> 00:09:22.000]  主耶穌怎樣吩咐這個寡婦
[00:09:22.000 --> 00:09:27.800]  主耶穌吩咐這個寡婦不要哭
[00:09:27.800 --> 00:09:29.400]  弟兄姊妹
[00:09:29.400 --> 00:09:34.720]  這個寡婦在哭
[00:09:34.720 --> 00:09:37.520]  當中也有一大群的人
[00:09:37.520 --> 00:09:40.800]  在猶太人來說死了的時候
[00:09:40.800 --> 00:09:42.280]  如果有死人的
[00:09:42.280 --> 00:09:44.040]  其他的人
[00:09:44.040 --> 00:09:52.320]  有一大群的人陪她一起哭
[00:09:52.320 --> 00:09:55.320]  讓我們閉上眼睛
[00:09:55.320 --> 00:09:58.880]  讓我們打開我們心中的耳朵
[00:09:58.880 --> 00:10:02.960]  一起聽一聽
[00:10:02.960 --> 00:10:09.480]  這個寡婦的哭聲好不好
[00:10:09.480 --> 00:10:12.840]  聽不聽到
[00:10:12.840 --> 00:10:18.520]  如果你聽不到
[00:10:18.520 --> 00:10:21.000]  我講一些情況給你聽
[00:10:21.000 --> 00:10:24.080]  你再來一起經歷
[00:10:24.080 --> 00:10:26.920]  早前看新聞
[00:10:26.920 --> 00:10:32.920]  看到一個有年幼小孩的母親
[00:10:32.920 --> 00:10:36.440]  因為六歲的小孩
[00:10:36.440 --> 00:10:38.520]  有感冒進了醫院
[00:10:38.520 --> 00:10:41.400]  記不記得
[00:10:41.400 --> 00:10:44.880]  後來可能因為一些診治的不當
[00:10:44.880 --> 00:10:47.520]  或者是怎樣
[00:10:47.520 --> 00:10:50.760]  感冒轉化
[00:10:50.760 --> 00:10:56.040]  慢慢這個孩子病得很嚴重
[00:10:56.040 --> 00:11:01.320]  終於離開世界
[00:11:01.320 --> 00:11:07.000]  電視新聞收音機
[00:11:07.000 --> 00:11:09.920]  訪問到這個女人
[00:11:09.920 --> 00:11:11.320]  弟兄姊妹
[00:11:11.320 --> 00:11:15.640]  你有沒有聽過這單新聞
[00:11:15.640 --> 00:11:17.920]  我聽到在收音機裏面
[00:11:17.920 --> 00:11:23.920]  這個媽媽哭得很淒涼
[00:11:23.920 --> 00:11:26.280]  在美麗的世界
[00:11:26.280 --> 00:11:30.080]  美麗物質豐富的世界裏面
[00:11:30.080 --> 00:11:33.600]  好多人
[00:11:33.600 --> 00:11:40.760]  是在經歷那個悲傷
[00:11:40.760 --> 00:11:42.480]  最近的新聞
[00:11:42.480 --> 00:11:43.920]  你們能夠看到
[00:11:43.920 --> 00:11:45.440]  有很多的母親
[00:11:45.440 --> 00:11:48.560]  有些母親為他們的兒女
[00:11:48.560 --> 00:11:49.760]  而紀念
[00:11:49.760 --> 00:11:52.120]  而哀哭
[00:11:52.120 --> 00:11:56.000]  而等候
[00:11:56.000 --> 00:11:58.600]  人間的疾苦
[00:11:58.600 --> 00:12:00.400]  弟兄姊妹
[00:12:00.400 --> 00:12:06.040]  我們看不看見
[00:12:06.040 --> 00:12:07.400]  上個禮拜二
[00:12:07.400 --> 00:12:10.360]  我和一班教務同工
[00:12:10.360 --> 00:12:13.640]  和一些家庭的同工
[00:12:13.640 --> 00:12:16.760]  我們一起來跟隨一個
[00:12:16.760 --> 00:12:18.960]  在這個區的社企
[00:12:18.960 --> 00:12:21.440]  他們的民間機構
[00:12:21.440 --> 00:12:24.560]  我們就去到土瓜灣
[00:12:24.560 --> 00:12:26.000]  進入榮光街
[00:12:26.000 --> 00:12:28.760]  比利街等等這樣的街
[00:12:28.760 --> 00:12:32.200]  大家不知道有沒有去過這些街
[00:12:32.200 --> 00:12:34.600]  這些街裏面的樓宇
[00:12:34.600 --> 00:12:36.360]  是非常殘舊
[00:12:36.360 --> 00:12:39.320]  那裏的人是非常貧窮
[00:12:39.320 --> 00:12:41.120]  但是他們經歷的
[00:12:41.120 --> 00:12:41.920]  好多的
[00:12:41.920 --> 00:12:44.440]  譬如因為房屋的重建
[00:12:44.440 --> 00:12:46.440]  社區的重建等等
[00:12:46.440 --> 00:12:48.200]  我們聽到好多
[00:12:48.200 --> 00:12:51.000]  我們難以想像
[00:12:51.000 --> 00:12:53.320]  也都非常悲傷的故事
[00:12:53.320 --> 00:12:57.880]  好多人被迫搬離這個社區
[00:12:57.880 --> 00:13:01.440]  搬了一個他們從不熟悉的地方
[00:13:01.440 --> 00:13:03.400]  因為跟他們的街坊
[00:13:03.400 --> 00:13:05.080]  跟他們的倫理不認識
[00:13:05.080 --> 00:13:06.800]  因為不認識社區
[00:13:06.800 --> 00:13:08.480]  他們不敢出街
[00:13:08.480 --> 00:13:12.320]  他們屈死在家裏
[00:13:12.320 --> 00:13:13.720]  親愛的弟兄姊妹
[00:13:13.720 --> 00:13:14.920]  這些街道
[00:13:14.920 --> 00:13:17.160]  只在我們的隔離
[00:13:17.160 --> 00:13:25.360]  但是我們有沒有去見到他們呢
[00:13:25.360 --> 00:13:27.920]  這些人
[00:13:27.920 --> 00:13:30.360]  他們或者不懂說話
[00:13:30.360 --> 00:13:32.200]  或者知道面臨
[00:13:32.200 --> 00:13:34.800]  他們將要面對的半千
[00:13:34.800 --> 00:13:36.440]  他們不知道
[00:13:36.440 --> 00:13:38.920]  他們會有什麼經歷
[00:13:38.920 --> 00:13:41.520]  他們或者有些人是知道的
[00:13:41.520 --> 00:13:42.440]  是想到的
[00:13:42.440 --> 00:13:44.120]  但是不懂說話
[00:13:44.120 --> 00:13:46.640]  或者有些人沒有能力去說
[00:13:46.640 --> 00:13:49.400]  根本對一些所謂資訊
[00:13:49.400 --> 00:13:51.400]  或者等等的法律文件
[00:13:51.400 --> 00:13:52.840]  不能夠明白
[00:13:52.840 --> 00:13:54.440]  但是在短時間內
[00:13:54.440 --> 00:13:58.240]  就是要簽署他們的一些同意書
[00:13:58.240 --> 00:14:00.120]  同意的議案
[00:14:00.120 --> 00:14:02.080]  以致他們的生命
[00:14:02.080 --> 00:14:03.560]  他們的將來
[00:14:03.560 --> 00:14:07.320]  是受到很多他們不能想像的
[00:14:07.320 --> 00:14:10.000]  親愛的弟兄姊妹
[00:14:10.000 --> 00:14:11.960]  世界實在好多
[00:14:11.960 --> 00:14:12.920]  好多
[00:14:12.920 --> 00:14:15.680]  好多我們不能夠見到的
[00:14:15.680 --> 00:14:17.440]  我們不能夠想像
[00:14:17.440 --> 00:14:19.120]  但是在我們這個
[00:14:19.120 --> 00:14:20.600]  物質豐富的
[00:14:20.600 --> 00:14:23.320]  我們多彩多姿的世界裏面
[00:14:23.320 --> 00:14:24.960]  是天天發生的
[00:14:24.960 --> 00:14:26.320]  有沒有在新聞裏面
[00:14:26.320 --> 00:14:29.560]  看到難民的事呢
[00:14:29.560 --> 00:14:32.040]  看到那個難民的相片
[00:14:32.040 --> 00:14:33.040]  我看不到
[00:14:33.040 --> 00:14:34.880]  但是我知道其中一張相
[00:14:34.880 --> 00:14:36.280]  是很震撼的
[00:14:36.280 --> 00:14:38.040]  有一個小孩子
[00:14:38.040 --> 00:14:39.400]  他是怎樣的
[00:14:39.400 --> 00:14:41.640]  是船沉了
[00:14:41.640 --> 00:14:45.840]  他的屍體是被沖上沙灘
[00:14:45.840 --> 00:14:47.080]  然後怎樣
[00:14:47.080 --> 00:14:51.000]  伏在沙灘裏面
[00:14:51.000 --> 00:14:52.280]  不知道弟兄姊妹
[00:14:52.280 --> 00:14:55.280]  我們看見這些的新聞
[00:14:55.280 --> 00:14:59.560]  又有什麼的反應
[00:14:59.560 --> 00:15:01.720]  不知道是不是我們會覺得
[00:15:01.720 --> 00:15:03.680]  都不關我們事
[00:15:03.680 --> 00:15:04.960]  親愛的弟兄姊妹
[00:15:04.960 --> 00:15:07.160]  主耶穌在這裏怎樣
[00:15:07.160 --> 00:15:10.080]  主耶穌在這裏見到一群
[00:15:10.080 --> 00:15:11.320]  在哭的人
[00:15:11.320 --> 00:15:12.920]  這一個寡婦
[00:15:12.920 --> 00:15:14.280]  她正受著
[00:15:14.280 --> 00:15:16.320]  人生無奈的折磨
[00:15:16.320 --> 00:15:17.800]  她正在埋怨
[00:15:17.800 --> 00:15:21.680]  但是主耶穌主動走過去
[00:15:21.680 --> 00:15:25.280]  將她的安慰帶給她
[00:15:25.280 --> 00:15:26.720]  所以我在這裏
[00:15:26.720 --> 00:15:28.320]  我很想
[00:15:28.320 --> 00:15:29.320]  很想
[00:15:29.320 --> 00:15:31.960]  跟我們的弟兄姊妹說
[00:15:31.960 --> 00:15:33.240]  跟我們的祖母
[00:15:33.240 --> 00:15:34.520]  跟我們的領袖
[00:15:34.520 --> 00:15:36.960]  跟我們的所有的弟兄姊妹說
[00:15:36.960 --> 00:15:40.200]  我們今天不要只是坐在這裏
[00:15:40.200 --> 00:15:44.120]  我們要進到我們身邊附近的鄰居
[00:15:44.120 --> 00:15:45.800]  或者我們這個區
[00:15:45.800 --> 00:15:47.960]  如果祖母可以的
[00:15:47.960 --> 00:15:51.240]  你可不可以在你的小組裏面
[00:15:51.240 --> 00:15:53.320]  成為屬靈的帶領者
[00:15:53.320 --> 00:15:55.000]  告訴你的小組
[00:15:55.000 --> 00:15:58.720]  我們有必要去理解
[00:15:58.720 --> 00:16:01.000]  我們坐落於我們同區的
[00:16:01.000 --> 00:16:03.240]  一些這樣弱勢的社群
[00:16:03.240 --> 00:16:07.720]  我們需要起碼去知道他們的情況
[00:16:07.720 --> 00:16:13.440]  不要視而不見
[00:16:13.440 --> 00:16:15.440]  親愛的弟兄姊妹
[00:16:15.440 --> 00:16:16.680]  主耶穌
[00:16:16.680 --> 00:16:18.040]  祂是我們的主
[00:16:18.040 --> 00:16:18.920]  主耶穌
[00:16:18.920 --> 00:16:20.800]  祂是我們的上帝
[00:16:20.800 --> 00:16:23.160]  祂是那個救藥預言
[00:16:23.160 --> 00:16:24.560]  來到世界
[00:16:24.560 --> 00:16:26.240]  來幫助我們
[00:16:26.240 --> 00:16:28.520]  跟我們窮人同住
[00:16:28.520 --> 00:16:29.720]  那位的仁子
[00:16:29.720 --> 00:16:35.320]  祂尚且主動走入我們的群眾當中
[00:16:35.320 --> 00:16:41.640]  何況我們呢
[00:16:41.640 --> 00:16:45.000]  如果我們過去真的對我們身邊的事情
[00:16:45.000 --> 00:16:47.560]  是冷淡的
[00:16:47.560 --> 00:16:50.880]  讓這篇道
[00:16:50.880 --> 00:16:56.240]  使我們擇心
[00:16:56.240 --> 00:16:58.720]  使我們放下
[00:16:58.720 --> 00:17:02.000]  書的案書
[00:17:02.000 --> 00:17:03.400]  嘗試學習
[00:17:03.400 --> 00:17:07.840]  至少為他們祈禱
[00:17:07.840 --> 00:17:12.040]  但我們先要了解他們
[00:17:12.040 --> 00:17:15.840]  我們繼續看我們的經文
[00:17:15.840 --> 00:17:18.600]  13至15節
[00:17:18.600 --> 00:17:19.560]  我們一起讀
[00:17:19.560 --> 00:17:21.720]  準備起
[00:17:21.720 --> 00:17:25.400]  主看見那寡婦就憐憫她
[00:17:25.400 --> 00:17:28.000]  對她說不要哭
[00:17:28.000 --> 00:17:30.400]  於是耶穌進前來
[00:17:30.400 --> 00:17:34.560]  按著她就站住了
[00:17:34.560 --> 00:17:35.760]  耶穌說
[00:17:35.760 --> 00:17:36.880]  年輕人
[00:17:36.880 --> 00:17:39.320]  我吩咐你起來
[00:17:39.320 --> 00:17:42.200]  那死人就坐了起來
[00:17:42.200 --> 00:17:43.960]  開始說話
[00:17:43.960 --> 00:17:47.920]  耶穌就把她交給她的母親
[00:17:47.920 --> 00:17:51.680]  弟兄姊妹
[00:17:51.680 --> 00:17:57.760]  好
[00:17:57.760 --> 00:17:59.560]  主耶穌
[00:17:59.560 --> 00:18:00.960]  我們的主
[00:18:00.960 --> 00:18:05.680]  是帶給人真正安慰的主
[00:18:05.680 --> 00:18:07.520]  唯有主耶穌
[00:18:07.520 --> 00:18:11.000]  才能夠帶給人真正的安慰
[00:18:11.000 --> 00:18:12.040]  在這裡
[00:18:12.040 --> 00:18:15.680]  主耶穌祂來到寡婦的面前
[00:18:15.680 --> 00:18:17.480]  吩咐寡婦
[00:18:17.480 --> 00:18:19.840]  不要哭
[00:18:19.840 --> 00:18:21.600]  親愛的弟兄姊妹
[00:18:21.600 --> 00:18:24.160]  第七章的主節
[00:18:24.160 --> 00:18:26.000]  在哪裡呢
[00:18:26.000 --> 00:18:28.400]  第七章的主節
[00:18:28.400 --> 00:18:33.120]  是在第十六節的下半節
[00:18:33.120 --> 00:18:35.480]  「又說」那裏開始
[00:18:35.480 --> 00:18:37.600]  「又說」那裏開始
[00:18:37.600 --> 00:18:40.680]  是第七章的主節
[00:18:40.680 --> 00:18:44.800]  讓我們讀完這幾句話
[00:18:44.800 --> 00:18:47.120]  這兩句「又說」這句話
[00:18:47.120 --> 00:18:48.640]  七章十六節
[00:18:48.640 --> 00:18:50.280]  準備起
[00:18:50.280 --> 00:18:54.120]  「又說 神眷顧了她的百姓」
[00:18:54.120 --> 00:18:55.240]  親愛的弟兄姊妹
[00:18:55.240 --> 00:18:56.920]  第七章裏面說到的
[00:18:56.920 --> 00:18:58.760]  開頭說到耶穌醫病
[00:18:58.760 --> 00:19:00.640]  接著的十一至十七節
[00:19:00.640 --> 00:19:04.360]  說到的就是祂復活那恩成寡婦的兒子
[00:19:04.360 --> 00:19:05.920]  然後說到的就是
[00:19:05.920 --> 00:19:07.360]  約翰來問
[00:19:07.360 --> 00:19:10.480]  「你是不是我們要等那位」
[00:19:10.480 --> 00:19:12.480]  耶穌回答約翰
[00:19:12.480 --> 00:19:14.480]  「你去告訴他」
[00:19:14.480 --> 00:19:15.960]  窮人有福音聽
[00:19:15.960 --> 00:19:17.680]  聾的能夠聽見
[00:19:17.680 --> 00:19:19.520]  盲的能夠看見
[00:19:19.520 --> 00:19:23.280]  「你去告訴他」
[00:19:23.280 --> 00:19:25.400]  然後說到愛大
[00:19:25.400 --> 00:19:27.600]  赦免也大
[00:19:27.600 --> 00:19:30.240]  一直在表達
[00:19:30.240 --> 00:19:34.120]  第十六節的下半節是甚麼
[00:19:34.120 --> 00:19:39.320]  「神眷顧了她的百姓」
[00:19:39.320 --> 00:19:40.400]  親愛的弟兄姊妹
[00:19:40.400 --> 00:19:42.640]  讓我們再來看十三節
[00:19:42.640 --> 00:19:44.400]  第一個字
[00:19:44.400 --> 00:19:48.760]  十三節的第一個字是甚麼字
[00:19:48.760 --> 00:19:51.120]  你知不知道在路加福音裏面
[00:19:51.120 --> 00:19:53.120]  一直在說耶穌行神
[00:19:53.120 --> 00:19:56.320]  一直在說耶穌
[00:19:56.320 --> 00:20:02.400]  但是在這裏祂就說主
[00:20:02.400 --> 00:20:04.640]  然後我們再來看
[00:20:04.640 --> 00:20:08.960]  主對年輕人怎樣說
[00:20:08.960 --> 00:20:09.960]  好不好
[00:20:09.960 --> 00:20:11.240]  年輕人那裏
[00:20:11.240 --> 00:20:12.760]  準備起
[00:20:12.760 --> 00:20:16.680]  年輕人
[00:20:16.680 --> 00:20:18.360]  我們再來看
[00:20:18.360 --> 00:20:21.240]  「我」甚麼
[00:20:21.240 --> 00:20:23.160]  「吩咐」
[00:20:23.160 --> 00:20:28.120]  這個「吩咐」是充滿了權柄的「吩咐」
[00:20:28.120 --> 00:20:29.960]  這個不是就這樣
[00:20:29.960 --> 00:20:30.920]  你起來吧
[00:20:30.920 --> 00:20:32.200]  不是
[00:20:32.200 --> 00:20:35.240]  路加黑衣的弟兄姊妹
[00:20:35.240 --> 00:20:38.440]  主吩咐
[00:20:38.440 --> 00:20:40.480]  神眷顧百姓
[00:20:40.480 --> 00:20:43.360]  所以在這節的經文
[00:20:43.360 --> 00:20:44.520]  這段的經文
[00:20:44.520 --> 00:20:48.320]  我們不時單單看「憐憫」這個字
[00:20:48.320 --> 00:20:49.520]  如果我們看憐憫
[00:20:49.520 --> 00:20:54.720]  未能夠完全看到這段經文的深意
[00:20:54.720 --> 00:20:55.760]  這段經文
[00:20:55.760 --> 00:20:59.320]  它的憐憫之所以有力量
[00:20:59.320 --> 00:21:04.240]  是基於神和人的差距何等大
[00:21:04.240 --> 00:21:10.240]  但是神卻能夠謙卑地進到我們人當中
[00:21:10.240 --> 00:21:12.360]  來施下它的憐憫
[00:21:12.360 --> 00:21:16.200]  這個憐憫才有足夠的力量
[00:21:16.200 --> 00:21:19.280]  那個叩人心願的果效
[00:21:19.280 --> 00:21:22.760]  如果那個只是和世人是平等的
[00:21:22.760 --> 00:21:25.320]  如果那個不是高高在上的
[00:21:25.320 --> 00:21:27.040]  可能這個憐憫
[00:21:27.040 --> 00:21:27.960]  它的能力
[00:21:27.960 --> 00:21:29.000]  它的力量
[00:21:29.000 --> 00:21:30.560]  不一定是這麼大
[00:21:30.560 --> 00:21:32.400]  但是它的果效
[00:21:32.400 --> 00:21:33.960]  是因為
[00:21:33.960 --> 00:21:36.200]  那個施憐憫的
[00:21:36.200 --> 00:21:39.640]  就是那位擁有一切的上帝
[00:21:39.640 --> 00:21:41.000]  祂自己
[00:21:41.000 --> 00:21:45.920]  進到那位拿恩成寡婦的面前
[00:21:45.920 --> 00:21:48.000]  祂對年輕人說
[00:21:48.000 --> 00:21:50.880]  主吩咐你
[00:21:50.880 --> 00:21:52.000]  起來
[00:21:52.000 --> 00:21:53.480]  親愛的弟兄姊妹
[00:21:53.480 --> 00:21:59.920]  這個才能夠帶給人真正的安慰
[00:21:59.920 --> 00:22:01.520]  那你說
[00:22:01.520 --> 00:22:03.280]  唉
[00:22:03.280 --> 00:22:05.080]  我有什麼身份啊
[00:22:05.080 --> 00:22:06.960]  我有什麼資格啊
[00:22:06.960 --> 00:22:08.360]  我什麼都沒有啊
[00:22:08.360 --> 00:22:09.360]  我知道
[00:22:09.360 --> 00:22:11.280]  這段經文的教訓就是
[00:22:11.280 --> 00:22:12.600]  有權勢
[00:22:12.600 --> 00:22:14.000]  尊貴的
[00:22:14.000 --> 00:22:15.760]  那個上帝
[00:22:15.760 --> 00:22:16.600]  祂憐憫
[00:22:16.600 --> 00:22:18.440]  那我呢
