
[00:00:00.000 --> 00:00:05.460]  我想大概在座的每一位都未曾犯過法
[00:02:32.800 --> 00:02:37.700]  而一個充滿順著聖靈而行的訊號
[00:02:37.700 --> 00:02:40.100]  所組成的教會
[00:02:40.100 --> 00:02:42.700]  又是一個怎樣的信仰群體呢?
[00:02:42.700 --> 00:02:44.800]  今天我們嘗試通過
[00:02:44.800 --> 00:02:46.900]  這一章的經文
[00:02:46.900 --> 00:02:49.500]  看看保羅在這方面怎麼教導
[00:02:49.500 --> 00:02:51.800]  我們如何可以將神的家
[00:02:51.800 --> 00:02:54.000]  成為一個愛的地方
[00:02:54.000 --> 00:02:55.800]  讓神的家成為一個
[00:02:55.800 --> 00:02:58.200]  可以得著醫治的地方
[00:02:58.200 --> 00:03:00.000]  我們看的時候
[00:03:00.000 --> 00:03:01.800]  六章第一節的經文
[00:03:01.800 --> 00:03:03.400]  保羅一開始就告訴我們
[00:03:03.400 --> 00:03:06.700]  如果有人是偶然
[00:03:06.700 --> 00:03:08.500]  被過犯所成
[00:03:08.500 --> 00:03:10.400]  你們這些屬靈的人
[00:03:10.400 --> 00:03:12.200]  就當用溫柔的心
[00:03:12.200 --> 00:03:16.100]  把它挽回過來
[00:03:16.100 --> 00:03:17.200]  這一節
[00:03:17.200 --> 00:03:20.400]  很簡單一句的經文
[00:03:20.400 --> 00:03:23.300]  但其實有很多屬靈的功課
[00:03:23.300 --> 00:03:25.000]  我們可以學習的
[00:03:25.000 --> 00:03:27.100]  所以我們先看看
[00:03:27.100 --> 00:03:32.000]  所謂被過犯所成的弟兄
[00:03:32.000 --> 00:03:33.200]  聖經沒有告訴我們
[00:03:33.200 --> 00:03:36.000]  這個弟兄究竟是主動
[00:03:36.000 --> 00:03:38.100]  將他的過錯告訴教會
[00:03:38.100 --> 00:03:40.900]  還是教會在他不願意的情況下
[00:03:40.900 --> 00:03:43.300]  知道了他犯的罪呢?
[00:03:43.300 --> 00:03:45.000]  我們這樣說
[00:03:45.000 --> 00:03:47.500]  我們當這個弟兄
[00:03:47.500 --> 00:03:49.100]  他犯了罪
[00:03:49.100 --> 00:03:53.300]  受到這個罪疚感的折磨
[00:03:53.300 --> 00:03:54.200]  沒辦法
[00:03:54.200 --> 00:03:55.400]  為了鼓起勇氣
[00:03:55.400 --> 00:03:57.500]  跟教會來說
[00:03:57.500 --> 00:03:58.500]  我想問問大家
[00:03:58.500 --> 00:04:01.100]  如果你是那個被選中
[00:04:01.100 --> 00:04:03.900]  跟你分享他心裡面那種的
[00:04:03.900 --> 00:04:06.000]  內疚掙扎的人
[00:04:06.000 --> 00:04:07.500]  你聽完之後你會有什麼反應?
[00:04:07.500 --> 00:04:09.500]  你會做些什麼?
[00:04:09.500 --> 00:04:11.100]  真人真事
[00:04:11.100 --> 00:04:13.600]  有一次一個信徒
[00:04:13.600 --> 00:04:15.700]  心靈裡面有很大的重擔
[00:04:15.700 --> 00:04:18.800]  內心裡面有很大的掙扎
[00:04:18.800 --> 00:04:21.300]  他就在飯局那裡
[00:04:21.300 --> 00:04:26.300]  跟一個他很親的一個主內的弟兄
[00:04:26.300 --> 00:04:27.400]  來很坦白
[00:04:27.400 --> 00:04:29.700]  分享他裡面內心的掙扎
[00:04:29.700 --> 00:04:32.300]  裡面的感受
[00:04:32.300 --> 00:04:35.400]  說完之後
[00:04:35.400 --> 00:04:37.000]  完全的寧靜
[00:04:37.000 --> 00:04:39.400]  沒有聲音出
[00:04:39.400 --> 00:04:41.700]  這個弟兄
[00:04:41.700 --> 00:04:46.000]  聽完對方的故事的弟兄
[00:04:46.000 --> 00:04:48.900]  拿著手中的餐酒
[00:04:48.900 --> 00:04:51.600]  搖搖搖搖
[00:04:51.600 --> 00:04:52.800]  然後就說
[00:04:52.800 --> 00:04:54.800]  今晚我們開的那瓶酒
[00:04:54.800 --> 00:04:55.600]  都挺好的
[00:04:55.600 --> 00:04:57.800]  挺漂亮的
[00:04:57.800 --> 00:04:59.900]  然後就轉了話題
[00:04:59.900 --> 00:05:01.600]  彷彿
[00:05:01.600 --> 00:05:03.000]  這個弟兄跟他分享過
[00:05:03.000 --> 00:05:05.600]  這麼沉重的內心感受
[00:05:05.600 --> 00:05:12.100]  是破壞了當天晚上的氣氛一樣
[00:05:12.100 --> 00:05:13.300]  而這個
[00:05:13.300 --> 00:05:16.300]  我也見過很多有一些的弟兄
[00:05:16.300 --> 00:05:17.900]  有一些的信徒
[00:05:17.900 --> 00:05:21.100]  當聽到別人一些這麼沉重的故事之後
[00:05:21.100 --> 00:05:22.600]  用幽默的方式
[00:05:22.600 --> 00:05:25.400]  將話題轉過去
[00:05:25.400 --> 00:05:26.300]  更加惡劣的
[00:05:26.300 --> 00:05:29.000]  我也聽過一些例子就是
[00:05:29.000 --> 00:05:30.200]  立刻
[00:05:30.200 --> 00:05:32.300]  聽完對方的故事之後
[00:05:32.300 --> 00:05:36.500]  立刻審判官上身
[00:05:36.500 --> 00:05:41.800]  站在高高的位置來審判與譴責
[00:05:41.800 --> 00:05:42.700]  就是這樣而已
[00:05:42.700 --> 00:05:44.800]  教會本應是一個
[00:05:44.800 --> 00:05:47.900]  讓破碎心靈的人可以得著醫治
[00:05:47.900 --> 00:05:49.800]  得著安撫的地方
[00:05:49.800 --> 00:05:52.900]  反而成為一個受到譴責
[00:05:52.900 --> 00:05:54.000]  審問
[00:05:54.000 --> 00:05:56.900]  以及漠視的地方
[00:05:56.900 --> 00:05:58.700]  也許這個就是這個原因
[00:05:58.700 --> 00:06:00.700]  當人犯了事情的時候
[00:06:00.700 --> 00:06:02.500]  當人跌倒的時候
[00:06:02.500 --> 00:06:04.600]  不想跟教會說
[00:06:04.600 --> 00:06:07.000]  他失敗的事情
[00:06:07.000 --> 00:06:08.000]  我反正問大家
[00:06:08.000 --> 00:06:10.000]  你覺得今天教會裡面
[00:06:10.000 --> 00:06:12.300]  有多少人是過著罪惡的生活
[00:06:12.300 --> 00:06:13.800]  無法打脫罪惡
[00:06:13.800 --> 00:06:14.800]  而同一個時間
[00:06:14.800 --> 00:06:15.700]  若無其事
[00:06:15.700 --> 00:06:17.700]  那麼回來教會繼續罪惡
[00:06:17.700 --> 00:06:19.700]  你猜有多少人
[00:06:19.700 --> 00:06:22.100]  曾經在2015年
[00:06:22.100 --> 00:06:23.700]  美國做過一個調查
[00:06:23.700 --> 00:06:24.800]  這個調查就是說
[00:06:24.800 --> 00:06:28.600]  原來他發現有55%的
[00:06:28.600 --> 00:06:32.100]  積極回教會的基督徒
[00:06:32.100 --> 00:06:34.700]  他都是陷在一個
[00:06:34.700 --> 00:06:35.700]  情慾
[00:06:35.700 --> 00:06:38.800]  或者是色情的消費上面
[00:06:38.800 --> 00:06:40.100]  而到了2024年
[00:06:40.100 --> 00:06:42.800]  就是未到十年之後的2024年
[00:06:42.800 --> 00:06:44.400]  這個55%
[00:06:44.400 --> 00:06:46.600]  變成了61%
[00:06:46.600 --> 00:06:48.600]  不斷地增加
[00:06:48.600 --> 00:06:49.900]  大部分這些
[00:06:49.900 --> 00:06:52.100]  陷在罪惡裡面
[00:06:52.100 --> 00:06:54.500]  表面上教會是不知道的
[00:06:54.500 --> 00:06:58.000]  如常地大家有基督徒的生活
[00:06:58.000 --> 00:07:01.500]  不過在裡面的事實就告訴我們
[00:07:01.500 --> 00:07:03.400]  當人陷在罪惡裡面的時候
[00:07:03.400 --> 00:07:07.300]  這個罪惡是會慢慢地侵蝕
[00:07:07.300 --> 00:07:09.600]  每一個信徒的信仰
[00:07:09.600 --> 00:07:11.200]  讓他的信心
[00:07:11.200 --> 00:07:14.300]  慢慢地被消亡
[00:07:14.300 --> 00:07:17.600]  成為一個只有外表的信心
[00:07:17.600 --> 00:07:18.900]  主席叔叔這樣說
[00:07:18.900 --> 00:07:19.700]  主席叔叔說
[00:07:19.700 --> 00:07:22.900]  掩蓋的事沒有不露出來的
[00:07:22.900 --> 00:07:26.100]  隱藏的事沒有不被人知道的
[00:07:26.100 --> 00:07:28.300]  你們暗中所說的
[00:07:28.300 --> 00:07:30.700]  將要在名處被人聽見
[00:07:30.700 --> 00:07:34.200]  在內室偷偷地說的
[00:07:34.200 --> 00:07:38.800]  將來要在房上被人宣揚
[00:07:38.800 --> 00:07:42.500]  但如果信徒陷在罪惡裡面的時候
[00:07:42.500 --> 00:07:43.800]  縱然沒有人知道
[00:07:43.800 --> 00:07:44.900]  但是耶穌說
[00:07:44.900 --> 00:07:46.400]  有一天
[00:07:46.400 --> 00:07:48.600]  這些被隱藏的事情
[00:07:48.600 --> 00:07:50.800]  將會被公開
[00:07:50.800 --> 00:07:52.700]  聖經沒有說到什麼時候
[00:07:52.700 --> 00:07:56.300]  也許是人仍然在世的時候
[00:07:56.300 --> 00:08:01.200]  也許是當人走完人生路程
[00:08:01.200 --> 00:08:03.200]  面對我們造物之主
[00:08:03.200 --> 00:08:05.700]  向他交帳的時候
[00:08:05.700 --> 00:08:07.200]  才會被公開
[00:08:07.200 --> 00:08:08.100]  不過我告訴大家
[00:08:08.100 --> 00:08:10.900]  我相信大家都有這樣的同感
[00:08:10.900 --> 00:08:12.800]  如果有得選擇
[00:08:12.800 --> 00:08:16.200]  當然不要等到見主面的時候
[00:08:16.200 --> 00:08:17.900]  我們所犯的罪
[00:08:17.900 --> 00:08:24.500]  到那個時候才被我們的主來審判
[00:08:24.500 --> 00:08:26.100]  曾言這樣說
[00:08:26.100 --> 00:08:27.400]  曾言說
[00:08:27.400 --> 00:08:32.100]  掩蓋自己罪過的必不亨通
[00:08:32.100 --> 00:08:36.900]  承認離棄罪過的必蒙連述
[00:08:36.900 --> 00:08:38.600]  這是聖經裡面所說的亨通
[00:08:38.600 --> 00:08:41.400]  當然不是指我們財務亨通
[00:08:41.400 --> 00:08:43.600]  而是指我們屬靈上的健康
[00:08:43.600 --> 00:08:48.000]  如果我們想得到神的憐憫
[00:08:48.000 --> 00:08:48.900]  賜福
[00:08:48.900 --> 00:08:51.200]  讓我們的靈命得到健康的時候
[00:08:51.200 --> 00:08:52.100]  丁子梅
[00:08:52.100 --> 00:08:54.400]  我們需要承認我們的過錯
[00:08:54.400 --> 00:08:56.000]  不過很多時候
[00:08:56.000 --> 00:08:59.200]  其實不是單單在乎我們願不願意悔改
[00:08:59.200 --> 00:09:02.700]  或者願不願意改過我們的罪覺
[00:09:02.700 --> 00:09:04.500]  因為很多時候
[00:09:04.500 --> 00:09:09.300]  我們就是心陷在罪惡裡面
[00:09:09.300 --> 00:09:10.700]  就好像人一樣
[00:09:10.700 --> 00:09:13.400]  人陷在一個泥漿池裡面
[00:09:13.400 --> 00:09:16.100]  你試試陷在一個泥漿池裡面自己爬出來
[00:09:16.100 --> 00:09:17.800]  爬不出來的
[00:09:17.800 --> 00:09:20.300]  我們需要外面的人的幫助
[00:09:20.300 --> 00:09:22.500]  所以保羅在這裡說
[00:09:22.500 --> 00:09:24.000]  你們屬靈的人
[00:09:24.000 --> 00:09:26.600]  就應該用溫柔的心
[00:09:26.600 --> 00:09:32.600]  把這些陷在罪惡裡面無法抽身出來的弟兄姊妹
[00:09:32.600 --> 00:09:34.900]  幫我們挽回過來
[00:09:34.900 --> 00:09:37.600]  我們需要外來的幫忙
[00:09:37.600 --> 00:09:40.100]  我們需要外來的幫忙
[00:09:40.100 --> 00:09:42.600]  這裡保羅所說的屬靈的人
[00:09:42.600 --> 00:09:43.200]  很明顯
[00:09:43.200 --> 00:09:44.400]  大家如果記得的話
[00:09:44.400 --> 00:09:46.800]  我們上一個星期所說的就是
[00:09:46.800 --> 00:09:49.700]  順從聖靈而行的人
[00:09:49.700 --> 00:09:50.400]  我想問大家
[00:09:50.400 --> 00:09:54.300]  為什麼保羅這裡強調一定是屬靈的人呢
[00:09:54.300 --> 00:09:55.900]  如果有些不屬靈的人
[00:09:55.900 --> 00:09:59.200]  再幫弟兄姊妹犯罪的挽回過來
[00:09:59.200 --> 00:10:00.600]  行不行呢
[00:10:00.600 --> 00:10:02.700]  行不行呢
[00:10:02.700 --> 00:10:06.400]  如果真的有一些不屬靈的基督徒
[00:10:06.400 --> 00:10:08.000]  看到周圍的人犯罪
[00:10:08.000 --> 00:10:11.000]  我幫你挽回過來
[00:10:11.000 --> 00:10:13.300]  會有什麼事情發生呢
[00:10:13.300 --> 00:10:16.200]  保羅在這裡提醒我們
[00:10:16.200 --> 00:10:18.100]  無論屬靈還是不屬靈
[00:10:18.100 --> 00:10:20.300]  如果我們靠著肉身
[00:10:20.300 --> 00:10:21.600]  靠著我們的情慾
[00:10:21.600 --> 00:10:23.200]  而不是靠著聖靈
[00:10:23.200 --> 00:10:27.400]  去嘗試挽回失腳的弟兄姊妹的時候
[00:10:27.400 --> 00:10:28.900]  很大的危機是什麼
[00:10:28.900 --> 00:10:30.500]  很大的危機就是說
[00:10:30.500 --> 00:10:34.300]  恐怕也被引誘
[00:10:34.300 --> 00:10:37.800]  讓原本想要幫助別人的人
[00:10:37.800 --> 00:10:42.000]  卻陷在自己的罪的網絡裡面
[00:10:42.000 --> 00:10:43.400]  保羅提醒他說
[00:10:43.400 --> 00:10:45.200]  人若無有
[00:10:45.200 --> 00:10:46.700]  自己還以為有
[00:10:46.700 --> 00:10:49.100]  就是自欺了
[00:10:49.100 --> 00:10:50.200]  這個提醒就是說
[00:10:50.200 --> 00:10:52.500]  如果我們在屬靈上不成熟
[00:10:52.500 --> 00:10:54.300]  但是覺得自己已經很棒了
[00:10:54.300 --> 00:10:56.300]  自己已經很厲害的時候
[00:10:56.300 --> 00:10:57.000]  保羅告訴我們
[00:10:57.000 --> 00:10:58.200]  這個叫屬靈的驕傲
[00:10:58.200 --> 00:11:00.100]  這個叫自欺
[00:11:00.100 --> 00:11:02.600]  不過很多時候不幸的事實就是
[00:11:02.600 --> 00:11:04.300]  很多不成熟的信徒
[00:11:04.300 --> 00:11:05.200]  反而喜歡怎樣
[00:11:05.200 --> 00:11:07.100]  反而喜歡幫助別人
[00:11:07.100 --> 00:11:11.100]  幫助別人來解決他們的問題
[00:11:11.100 --> 00:11:12.200]  為什麼
[00:11:12.200 --> 00:11:18.100]  因為很多時候在幫助別人的過程裡面
[00:11:18.100 --> 00:11:20.200]  人會利用這個機會
[00:11:20.200 --> 00:11:23.700]  讓自我來膨脹
[00:11:23.700 --> 00:11:27.000]  覺得自己好像比其他
[00:11:27.000 --> 00:11:31.100]  他在幫助的人都是更為的優越
[00:11:31.100 --> 00:11:33.200]  這幫人抵他們這樣
[00:11:33.200 --> 00:11:34.900]  我就不會犯這些錯誤
[00:11:34.900 --> 00:11:36.900]  這麼低級的錯誤都會犯
[00:11:36.900 --> 00:11:37.800]  你看看我
[00:11:37.800 --> 00:11:39.500]  我就在這裡走得正
[00:11:39.500 --> 00:11:41.000]  站得正
[00:11:41.000 --> 00:11:43.600]  這種狀況是很容易發生的
[00:11:43.600 --> 00:11:46.200]  如果我們是依靠著自己的情慾
[00:11:46.200 --> 00:11:48.400]  自己的能力去嘗試
[00:11:48.400 --> 00:11:52.500]  幫助失腳的信徒迴轉的時候
[00:11:52.500 --> 00:11:53.300]  所以
[00:11:53.300 --> 00:11:57.700]  保留在這裡提醒這些幫助別人的人
[00:11:57.700 --> 00:12:00.200]  你們必須要自己審查
[00:12:00.200 --> 00:12:01.900]  測驗自己的行為
[00:12:01.900 --> 00:12:04.200]  我們必須要檢視自己的生命
[00:12:04.200 --> 00:12:06.700]  自己的動機和自己的行為
[00:12:06.700 --> 00:12:08.500]  以致當我們幫助別人的時候
[00:12:08.500 --> 00:12:11.000]  不要跟別人作一個比較
[00:12:11.000 --> 00:12:13.200]  讓自己飄飄然
[00:12:13.200 --> 00:12:17.300]  讓自己覺得自己比別人優勝
[00:12:17.300 --> 00:12:19.600]  比別人優越
[00:12:19.600 --> 00:12:23.100]  所以大家千萬要留意一件事
[00:12:23.100 --> 00:12:27.100]  千萬不要踩著別人的軟弱
[00:12:27.100 --> 00:12:30.200]  來提升自己的價值
[00:12:30.200 --> 00:12:32.400]  神絕不喜悅這種行為
[00:12:32.400 --> 00:12:34.400]  所以弟兄姐妹
[00:12:34.400 --> 00:12:35.900]  如果下次
[00:12:35.900 --> 00:12:38.800]  有人跟你分享他內心的掙扎
[00:12:38.800 --> 00:12:44.500]  有人跟你分享他犯錯的痛苦
[00:12:44.500 --> 00:12:46.400]  你會怎麼做
[00:12:46.400 --> 00:12:48.000]  你會怎麼做
[00:12:48.000 --> 00:12:50.100]  記不記得摩西一個故事
[00:12:50.100 --> 00:12:51.800]  《聖經》裡面記載有一次摩西
[00:12:51.800 --> 00:12:53.400]  在一個荊棘裡面
[00:12:53.400 --> 00:12:54.900]  看到那些火
[00:12:54.900 --> 00:12:57.200]  那些火竟然不燒壞那個荊棘
[00:12:57.200 --> 00:12:58.000]  很奇怪
[00:12:58.000 --> 00:12:59.400]  摩西走去看
[00:12:59.400 --> 00:13:00.500]  接著神就跟他說
[00:13:00.500 --> 00:13:03.900]  摩西不要近前來
[00:13:03.900 --> 00:13:06.700]  當把你腳上的鞋脫下來
[00:13:06.700 --> 00:13:07.200]  為什麼
[00:13:07.200 --> 00:13:11.300]  因為你現在所站的地是聖地
[00:13:11.300 --> 00:13:12.700]  有一個牧師說得很好
[00:13:12.700 --> 00:13:14.300]  很喜歡他這番話
[00:13:14.300 --> 00:13:15.100]  他說 芝麻
[00:13:15.100 --> 00:13:17.400]  當弟兄姐妹將他的心躺開
[00:13:17.400 --> 00:13:19.500]  將他心裡面的痛苦掙扎
[00:13:19.500 --> 00:13:22.000]  跟你分享的時候
[00:13:22.000 --> 00:13:23.700]  這就是聖地
[00:13:23.700 --> 00:13:25.700]  這就是神在那裡
[00:13:25.700 --> 00:13:27.700]  這就是神願意使用你
[00:13:27.700 --> 00:13:29.500]  來在那個位置
[00:13:29.500 --> 00:13:33.000]  挽回這個破損的心靈
[00:13:33.000 --> 00:13:35.000]  每一個靈魂在神的面前
[00:13:35.000 --> 00:13:37.200]  都是極其寶貴的
[00:13:37.200 --> 00:13:40.500]  所以求神憐憫我們
[00:13:40.500 --> 00:13:43.200]  當我們知道
[00:13:43.200 --> 00:13:45.800]  有人陷在罪中的時候
[00:13:45.800 --> 00:13:46.800]  不要裝作不知道
[00:13:46.800 --> 00:13:47.900]  不要裝作沒事
[00:13:47.900 --> 00:13:49.400]  也不要裝作審判官
[00:13:49.400 --> 00:13:51.400]  審判 懲罰
[00:13:51.400 --> 00:13:54.300]  也不要用人的方式來嘗試幫助
[00:13:54.300 --> 00:13:56.300]  而是需要謙卑地
[00:13:56.300 --> 00:13:57.700]  謙虛地依靠聖靈
[00:13:57.700 --> 00:13:59.200]  讓他帶領
[00:13:59.200 --> 00:14:00.500]  因為我們在神面前
[00:14:00.500 --> 00:14:01.700]  只不過是一個工具
[00:14:01.700 --> 00:14:04.300]  讓我們挽回失腳的弟兄姐妹
[00:14:04.300 --> 00:14:06.800]  所以我們千萬不要論斷
[00:14:06.800 --> 00:14:09.400]  不要詛咒
[00:14:09.400 --> 00:14:11.300]  不過我們每一個人
[00:14:11.300 --> 00:14:13.400]  都有不同的恩賜
[00:14:13.400 --> 00:14:16.800]  也許我們經過認真誠實的評估之後
[00:14:16.800 --> 00:14:22.800]  我真的不是可以做挽回失腳弟兄的工作
[00:14:22.800 --> 00:14:24.500]  很多時候都是這樣的情況
[00:14:24.500 --> 00:14:26.900]  但是我們最低難度可以做的是什麼
[00:14:26.900 --> 00:14:28.800]  我們可以為對方祈禱
[00:14:28.800 --> 00:14:29.900]  同一時祈禱
[00:14:29.900 --> 00:14:31.300]  聆聽他的故事
[00:14:31.300 --> 00:14:32.300]  不過千萬不要
[00:14:32.300 --> 00:14:35.100]  倉促地給意見
[00:14:35.100 --> 00:14:36.400]  倉促地給意見
[00:14:36.400 --> 00:14:37.800]  通常都是
[00:14:37.800 --> 00:14:38.800]  很多時候
[00:14:38.800 --> 00:14:39.900]  好心做壞事
[00:14:39.900 --> 00:14:41.400]  所以很小心
[00:14:41.400 --> 00:14:42.400]  如果有一些情況
[00:14:42.400 --> 00:14:44.900]  你覺得你自己根本沒有辦法幫到的時候
[00:14:44.900 --> 00:14:47.500]  轉介給一些更加誠信的基督徒
[00:14:47.500 --> 00:14:50.000]  教會的牧者等等
[00:14:50.000 --> 00:14:52.900]  因為無論我們做什麼
[00:14:52.900 --> 00:14:54.300]  怎樣的做法
[00:14:54.300 --> 00:14:56.300]  最終我們的目的
[00:14:56.300 --> 00:14:58.200]  大家要清楚就是要
[00:14:58.200 --> 00:15:01.300]  挽回失腳的弟兄
[00:15:01.300 --> 00:15:02.100]  好了
[00:15:02.100 --> 00:15:02.900]  保羅提醒我們
[00:15:02.900 --> 00:15:05.200]  在第二次提醒我們就是說
[00:15:05.200 --> 00:15:07.900]  當我們說我們在同一個信仰群體
[00:15:07.900 --> 00:15:09.900]  當我們屬於同一個耶穌基督
[00:15:09.900 --> 00:15:11.900]  當我們侍奉同一個主
[00:15:11.900 --> 00:15:15.700]  當我們周圍的人是弟兄姊妹的時候
[00:15:15.700 --> 00:15:18.000]  我們就有責任
[00:15:18.000 --> 00:15:20.400]  分擔每一個人的重擔
[00:15:20.400 --> 00:15:21.600]  聖經裡面說
[00:15:21.600 --> 00:15:22.700]  這樣做的時候
[00:15:22.700 --> 00:15:26.500]  我們就完全了解基督的律法
[00:15:26.500 --> 00:15:27.700]  就是說什麼
[00:15:27.700 --> 00:15:28.500]  就是說
[00:15:28.500 --> 00:15:29.800]  當作周圍
[00:15:29.800 --> 00:15:31.900]  分擔周圍弟兄姊妹的重擔
[00:15:31.900 --> 00:15:35.800]  這個是神對我們的要求與期望
[00:15:35.800 --> 00:15:38.100]  不過如果我再看後幾節的時候
[00:15:38.100 --> 00:15:39.200]  如果我看第五節
[00:15:39.200 --> 00:15:40.100]  第五節怎麼說
[00:15:40.100 --> 00:15:41.300]  第五節保祿跟著說
[00:15:41.300 --> 00:15:44.500]  各人必擔當自己的擔子
[00:15:44.500 --> 00:15:47.100]  當我第二和第五節一起來看的時候
[00:15:47.100 --> 00:15:48.400]  我們就有點混淆了
[00:15:48.400 --> 00:15:49.900]  保羅你想說什麼
[00:15:49.900 --> 00:15:51.600]  究竟我們分擔重擔
[00:15:51.600 --> 00:15:55.200]  還是自己背負自己的擔子呢
[00:15:55.200 --> 00:15:57.600]  保羅你想說什麼呢
[00:15:57.600 --> 00:15:58.800]  我們首先要明白
[00:15:58.800 --> 00:16:02.600]  這個第二節和第五節所用的擔子
[00:16:02.600 --> 00:16:03.700]  那個原文那個字
[00:16:03.700 --> 00:16:05.600]  是兩個不同類型的字
[00:16:05.600 --> 00:16:06.600]  不同的字
[00:16:06.600 --> 00:16:08.900]  在第二節那個擔子
[00:16:08.900 --> 00:16:10.600]  特別是指著我們生活上面
[00:16:10.600 --> 00:16:14.500]  遇到很多我們沒辦法承擔的重擔
[00:16:14.500 --> 00:16:16.400]  可以是道德上
[00:16:16.400 --> 00:16:17.100]  情感上
[00:16:17.100 --> 00:16:17.700]  關係上
[00:16:17.700 --> 00:16:18.700]  經濟上
[00:16:18.700 --> 00:16:19.600]  健康上
[00:16:19.600 --> 00:16:22.000]  總之任何一個的情況
