
[00:00:00.000 --> 00:00:03.000]  請點贊和分享 並且記得訂閱我們的頻道 才能收到最新消息喔~
[00:04:48.000 --> 00:04:52.000]  然後啟示錄十四章那裡就說
[00:04:52.000 --> 00:04:57.000]  他說他大聖說應當敬畏神
[00:04:57.000 --> 00:04:59.000]  將榮耀歸給他
[00:04:59.000 --> 00:05:03.000]  因為他施行審判的時候已經到了
[00:05:03.000 --> 00:05:05.000]  應當敬畏那
[00:05:05.000 --> 00:05:11.000]  造天地海和種水泉源的
[00:05:11.000 --> 00:05:13.000]  我們應該敬畏神
[00:05:13.000 --> 00:05:16.000]  因為他要來的時候
[00:05:16.000 --> 00:05:20.000]  那種災難是極度可怕的
[00:05:20.000 --> 00:05:26.000]  於是在啟示錄第六章裡面就說到四匹馬
[00:05:26.000 --> 00:05:28.000]  我想我們印象很深刻
[00:05:28.000 --> 00:05:31.000]  四匹馬 第一匹馬是白色的
[00:05:31.000 --> 00:05:33.000]  第二匹馬是紅色的
[00:05:33.000 --> 00:05:35.000]  第三匹馬是黑色的
[00:05:35.000 --> 00:05:38.000]  第四匹馬是灰黑色
[00:05:38.000 --> 00:05:42.000]  或者有人形容是死亡的顏色
[00:05:42.000 --> 00:05:44.000]  這四匹馬來的時候
[00:05:44.000 --> 00:05:50.000]  就是地上有很多人的生命被奪取
[00:05:50.000 --> 00:05:55.000]  然後在啟示錄的第八和第九章
[00:05:55.000 --> 00:05:59.000]  就說到天使吹七個號叢
[00:05:59.000 --> 00:06:03.000]  第一個號叢的時候有火
[00:06:03.000 --> 00:06:07.000]  好像燒著的大山扔到海裡
[00:06:07.000 --> 00:06:10.000]  第二個號叢吹響的時候
[00:06:10.000 --> 00:06:14.000]  有大聲從天而下
[00:06:14.000 --> 00:06:17.000]  第三個號吹響的時候
[00:06:17.000 --> 00:06:19.000]  有煙飛起空中
[00:06:19.000 --> 00:06:22.000]  第四個號吹響的時候
[00:06:22.000 --> 00:06:26.000]  蝗蟲要傷害那些沒有神印記的
[00:06:26.000 --> 00:06:29.000]  然後第五個號吹響的時候
[00:06:29.000 --> 00:06:35.000]  那個殺戮的天使要殺害
[00:06:35.000 --> 00:06:39.000]  殺地上三分之一
[00:06:39.000 --> 00:06:45.000]  所以四匹馬 然後七號
[00:06:45.000 --> 00:06:50.000]  接著第十六章有七個碗
[00:06:50.000 --> 00:06:53.000]  人會有惡毒的瘡
[00:06:53.000 --> 00:06:56.000]  血成為海一樣
[00:06:56.000 --> 00:06:58.000]  水要變成血
[00:06:58.000 --> 00:07:02.000]  日頭好像火一樣在敲人
[00:07:02.000 --> 00:07:04.000]  燒著人一樣
[00:07:04.000 --> 00:07:07.000]  然後瘦的角帶來黑暗
[00:07:07.000 --> 00:07:13.000]  然後百拉大河會突然間乾了
[00:07:13.000 --> 00:07:15.000]  然後還有地震
[00:07:15.000 --> 00:07:19.000]  然後再有包子的災難
[00:07:19.000 --> 00:07:23.000]  所以七碗 又是七個極大的災難
[00:07:23.000 --> 00:07:27.000]  是倒一樣倒在地上
[00:07:27.000 --> 00:07:30.000]  所以當我想起這個大災難的時候
[00:07:30.000 --> 00:07:34.000]  描寫聖經裡面給我們看的圖畫
[00:07:34.000 --> 00:07:36.000]  真的很有趣
[00:07:36.000 --> 00:07:38.000]  第二我們要問
[00:07:38.000 --> 00:07:40.000]  到底為什麼會有大災難
[00:07:40.000 --> 00:07:43.000]  大災難的目的是什麼
[00:07:43.000 --> 00:07:44.000]  有兩個
[00:07:44.000 --> 00:07:49.000]  第一就是神要懲罰以色列人
[00:07:49.000 --> 00:07:55.000]  根據羅馬書十一章26 27節說
[00:07:55.000 --> 00:08:00.000]  等到外邦人的數目滿了
[00:08:00.000 --> 00:08:01.000]  天滿了
[00:08:01.000 --> 00:08:07.000]  於是以色列全家都要得救
[00:08:07.000 --> 00:08:10.000]  於是以色列全家都要得救
[00:08:10.000 --> 00:08:14.000]  那麼我除去他們的罪的時候
[00:08:14.000 --> 00:08:19.000]  這個就是我和他們所立的人
[00:08:19.000 --> 00:08:21.000]  聖經說得很清楚
[00:08:21.000 --> 00:08:24.000]  原來這七年的大災難
[00:08:24.000 --> 00:08:26.000]  是要懲罰以色列人
[00:08:26.000 --> 00:08:30.000]  讓以色列人最後能夠迴轉
[00:08:30.000 --> 00:08:33.000]  歸到神的懷抱那裡
[00:08:33.000 --> 00:08:36.000]  第二 七年的大災難
[00:08:36.000 --> 00:08:39.000]  是懲罰那些惡人
[00:08:39.000 --> 00:08:42.000]  羅馬書一章18節說
[00:08:42.000 --> 00:08:44.000]  原來神的憤怒
[00:08:44.000 --> 00:08:47.000]  從天上顯明在一切
[00:08:47.000 --> 00:08:50.000]  不乾不義的人身上
[00:08:50.000 --> 00:08:53.000]  這個就是那些行不義
[00:08:53.000 --> 00:08:56.000]  阻擋真理的
[00:08:56.000 --> 00:08:58.000]  凡是行不義
[00:08:58.000 --> 00:09:00.000]  阻擋的真理
[00:09:00.000 --> 00:09:02.000]  神的怒氣
[00:09:02.000 --> 00:09:05.000]  要傾倒在他們身上
[00:09:05.000 --> 00:09:12.000]  然後拿洪書一章2至3節說
[00:09:12.000 --> 00:09:17.000]  耶和華是忌邪施暴的神
[00:09:17.000 --> 00:09:24.000]  耶和華是施行帶有憤怒
[00:09:24.000 --> 00:09:26.000]  向他的敵人
[00:09:26.000 --> 00:09:30.000]  就是那些向他的仇敵懷怒的
[00:09:30.000 --> 00:09:33.000]  耶和華是不輕易發怒
[00:09:33.000 --> 00:09:35.000]  帶有能力
[00:09:35.000 --> 00:09:38.000]  不以有罪的為無罪
[00:09:38.000 --> 00:09:42.000]  他乘旋風和暴風而來
[00:09:42.000 --> 00:09:46.000]  雲彩在他腳下
[00:09:46.000 --> 00:09:48.000]  好像塵土一樣
[00:09:48.000 --> 00:09:50.000]  原來我們的神
[00:09:50.000 --> 00:09:53.000]  是要懲罰所有的惡人
[00:09:53.000 --> 00:09:55.000]  所以為什麼有大災難
[00:09:55.000 --> 00:09:57.000]  因為他要懲罰以色列
[00:09:57.000 --> 00:09:58.000]  他要懲罰惡人
[00:09:58.000 --> 00:10:00.000]  第三個問題要問
[00:10:00.000 --> 00:10:04.000]  在大災難期間
[00:10:04.000 --> 00:10:09.000]  那些人有沒有機會聽到福音
[00:10:09.000 --> 00:10:12.000]  我們的神真是一個滿有憐憫
[00:10:12.000 --> 00:10:14.000]  滿有磁場的神
[00:10:14.000 --> 00:10:17.000]  所以他有四個方法
[00:10:17.000 --> 00:10:21.000]  讓就算在大災難底下
[00:10:21.000 --> 00:10:24.000]  人仍然有機會聽到福音
[00:10:24.000 --> 00:10:25.000]  聖經說給我們聽
[00:10:25.000 --> 00:10:30.000]  他差遣十四萬四千人
[00:10:30.000 --> 00:10:31.000]  為他作見證
[00:10:31.000 --> 00:10:32.000]  宣講福音
[00:10:32.000 --> 00:10:35.000]  根據啟示錄第七章
[00:10:35.000 --> 00:10:38.000]  有很多地方都提到
[00:10:38.000 --> 00:10:41.000]  他說受孕的數目
[00:10:41.000 --> 00:10:44.000]  有十四萬四千人
[00:10:44.000 --> 00:10:47.000]  他們是沒有人能夠數過來的
[00:10:47.000 --> 00:10:49.000]  他們是從各國各族
[00:10:49.000 --> 00:10:52.000]  各民各方那裡來的
[00:10:52.000 --> 00:10:56.000]  他們在大災難中間出來
[00:10:56.000 --> 00:10:58.000]  是用羔羊的血
[00:10:58.000 --> 00:11:02.000]  叫他們的衣裳已經洗白了
[00:11:02.000 --> 00:11:06.000]  原來有十四萬四千個猶太人
[00:11:06.000 --> 00:11:08.000]  他們為主作見證
[00:11:08.000 --> 00:11:11.000]  於是信耶穌的人就很多了
[00:11:11.000 --> 00:11:12.000]  第二
[00:11:12.000 --> 00:11:15.000]  神有派兩個見證人
[00:11:15.000 --> 00:11:18.000]  在地上為他作見證
[00:11:18.000 --> 00:11:22.000]  根據啟示六十一章三節
[00:11:22.000 --> 00:11:26.000]  我要使我那兩個見證人
[00:11:26.000 --> 00:11:28.000]  穿著毛衣
[00:11:28.000 --> 00:11:33.000]  傳道一千二百六十日
[00:11:33.000 --> 00:11:35.000]  我們不明白為什麼他們是
[00:11:35.000 --> 00:11:38.000]  傳道一千二百六十日
[00:11:38.000 --> 00:11:41.000]  但起碼有兩個穿著毛衣
[00:11:41.000 --> 00:11:43.000]  好像施洗約翰一樣的
[00:11:43.000 --> 00:11:47.000]  就在地上努力為主作見證
[00:11:47.000 --> 00:11:48.000]  全部人
[00:11:48.000 --> 00:11:49.000]  第三
[00:11:49.000 --> 00:11:52.000]  神有派兩個天使
[00:11:52.000 --> 00:11:55.000]  在地上為他作證
[00:11:55.000 --> 00:11:59.000]  啟示六十四章六到七節那裡說
[00:11:59.000 --> 00:12:02.000]  他說另有一位天使
[00:12:02.000 --> 00:12:04.000]  飛起空中
[00:12:04.000 --> 00:12:08.000]  有永遠的福音
[00:12:08.000 --> 00:12:12.000]  要傳給住在地上的人
[00:12:12.000 --> 00:12:14.000]  就是各國各族
[00:12:14.000 --> 00:12:16.000]  各民各方的人
[00:12:16.000 --> 00:12:20.000]  有福音要傳給各地的人
[00:12:20.000 --> 00:12:22.000]  給感謝神
[00:12:22.000 --> 00:12:24.000]  神是充滿恩典
[00:12:24.000 --> 00:12:25.000]  充滿憐憫
[00:12:25.000 --> 00:12:28.000]  就算在大災難當中
[00:12:28.000 --> 00:12:32.000]  他仍然給人有悔改信福音的機會
[00:12:32.000 --> 00:12:34.000]  最後第四
[00:12:34.000 --> 00:12:37.000]  就是聖經不斷起道
[00:12:37.000 --> 00:12:39.000]  為神作證
[00:12:39.000 --> 00:12:42.000]  根據哥林多後書
[00:12:42.000 --> 00:12:45.000]  六章二節那裡說
[00:12:45.000 --> 00:12:47.000]  因為他說
[00:12:47.000 --> 00:12:49.000]  在月立的時候
[00:12:49.000 --> 00:12:51.000]  我英文了你
[00:12:51.000 --> 00:12:53.000]  在拯救的日子
[00:12:53.000 --> 00:12:55.000]  我拯救了你
[00:12:55.000 --> 00:12:56.000]  看吧
[00:12:56.000 --> 00:13:00.000]  現在就是月立的時候
[00:13:00.000 --> 00:13:04.000]  現在正是拯救的日子
[00:13:04.000 --> 00:13:08.000]  原來聖經和聖經的材料
[00:13:08.000 --> 00:13:11.000]  是一直在講說話
[00:13:11.000 --> 00:13:14.000]  聖經是一本又真又活的書
[00:13:14.000 --> 00:13:18.000]  聖經的話是永遠長存
[00:13:18.000 --> 00:13:20.000]  天地都要廢去
[00:13:20.000 --> 00:13:23.000]  神的話永遠不能夠廢去
[00:13:23.000 --> 00:13:25.000]  我們感謝神
[00:13:25.000 --> 00:13:28.000]  今天我們可以有一本這麼寶貴的聖經
[00:13:28.000 --> 00:13:31.000]  我們多些去讀聖經
[00:13:31.000 --> 00:13:32.000]  以致一方面
[00:13:32.000 --> 00:13:34.000]  我們認識末後的日子是怎樣
[00:13:34.000 --> 00:13:36.000]  另外這本聖經
[00:13:36.000 --> 00:13:37.000]  給我們有信心
[00:13:37.000 --> 00:13:38.000]  給我們知道
[00:13:38.000 --> 00:13:40.000]  我們應該怎樣行事為人
[00:13:40.000 --> 00:13:42.000]  所以各位弟兄姊妹
[00:13:42.000 --> 00:13:47.000]  讓我們很快就是這個大災難要來的時候
[00:13:47.000 --> 00:13:49.000]  讓我們認定
[00:13:49.000 --> 00:13:54.000]  我們已經是命自在生命責任上
[00:13:54.000 --> 00:13:55.000]  我們會避題
[00:13:55.000 --> 00:13:58.000]  我們不怕這個大災難
[00:13:58.000 --> 00:14:00.000]  而且我們要勸
[00:14:00.000 --> 00:14:03.000]  我們身邊的家人、親戚、朋友
[00:14:03.000 --> 00:14:04.000]  快點信耶穌
[00:14:04.000 --> 00:14:05.000]  不要等了
[00:14:05.000 --> 00:14:07.000]  因為再不信主
[00:14:07.000 --> 00:14:11.000]  你就會陷入這個大災難
[00:14:11.000 --> 00:14:13.000]  求神幫助我們
[00:14:13.000 --> 00:14:15.000]  讓我們努力為主作見證
[00:14:15.000 --> 00:14:17.000]  努力搶救靈魂
[00:14:17.000 --> 00:14:22.000]  叫我們的生命能夠見證歸榮耀比實
[00:14:22.000 --> 00:14:25.000]  願天父賜福給各位
