
[00:00:00.000 --> 00:00:03.000]  今天仍然是講回這個題目
[00:01:57.400 --> 00:01:59.600]  在曠野四十年進入迦南
[00:01:59.600 --> 00:02:01.400]  是什麼一回事
[00:02:01.400 --> 00:02:04.200]  我們從小回教會回大
[00:02:04.200 --> 00:02:07.200]  我們就會覺得以色列人很浩浩蕩蕩
[00:02:07.200 --> 00:02:08.800]  有渾柱火柱
[00:02:08.800 --> 00:02:09.800]  井井有條
[00:02:09.800 --> 00:02:11.800]  一直操兵去打
[00:02:11.800 --> 00:02:12.800]  打這塊地
[00:02:12.800 --> 00:02:15.000]  然後在這塊地裡面做王
[00:02:15.000 --> 00:02:17.200]  在這塊地做統治
[00:02:17.200 --> 00:02:21.800]  但是如果你真實從歷史的角度去看
[00:02:21.800 --> 00:02:27.200]  其實以色列人是一班孤俠之眾
[00:02:27.200 --> 00:02:30.800]  你知不知道以色列人用什麼管理方法
[00:02:30.800 --> 00:02:32.800]  聖經有說
[00:02:32.800 --> 00:02:35.800]  他們有立一些比較有才能的
[00:02:35.800 --> 00:02:40.200]  做千夫長、百夫長、五十夫長、十夫長
[00:02:40.200 --> 00:02:41.000]  是這樣的
[00:02:41.000 --> 00:02:42.800]  制度就是這樣
[00:02:42.800 --> 00:02:44.800]  幾個你們這一行
[00:02:44.800 --> 00:02:47.400]  其實以前小學那些
[00:02:47.400 --> 00:02:49.600]  行長、班長
[00:02:49.600 --> 00:02:51.400]  接著可能每一區有個長
[00:02:51.400 --> 00:02:54.400]  每一間小學有一個統治者
[00:02:54.400 --> 00:02:56.800]  其實是一個很簡單
[00:02:56.800 --> 00:02:57.600]  又或者這麼說
[00:02:57.600 --> 00:03:00.800]  是一個很簡陋的管理制度
[00:03:00.800 --> 00:03:01.800]  行不行?
[00:03:01.800 --> 00:03:05.600]  而迦南相對於那時候的以色列人
[00:03:05.600 --> 00:03:08.000]  迦南的人是怎麼樣的呢?
[00:03:08.000 --> 00:03:09.400]  已經有國
[00:03:09.400 --> 00:03:12.000]  已經有不同的領土
[00:03:12.000 --> 00:03:15.200]  有軍事的國防部
[00:03:15.200 --> 00:03:16.800]  外交部
[00:03:16.800 --> 00:03:19.600]  有不同的政府制度
[00:03:19.600 --> 00:03:23.600]  是一個很不同的處境
[00:03:23.600 --> 00:03:25.200]  又或者換個比喻
[00:03:25.200 --> 00:03:27.200]  就好像三十年前
[00:03:27.200 --> 00:03:30.800]  你們幻想有一個從東北來的人
[00:03:30.800 --> 00:03:32.600]  坐火車來到紅磡
[00:03:32.600 --> 00:03:35.400]  那班就是以色列人
[00:03:35.400 --> 00:03:36.600]  那班就是以色列人
[00:03:36.600 --> 00:03:37.600]  我說三十年前
[00:03:37.600 --> 00:03:39.000]  你不要我這麼大聲
[00:03:39.000 --> 00:03:41.600]  今天我們在香港這一班
[00:03:41.600 --> 00:03:44.000]  好像被英國殖民地統治到
[00:03:44.000 --> 00:03:46.000]  我們有很多的
[00:03:46.000 --> 00:03:49.600]  很多的制度、司法制度等等
[00:03:49.600 --> 00:03:51.800]  我們是那時候的迦南人
[00:03:51.800 --> 00:03:54.200]  原來以色列人進入迦南
[00:03:54.200 --> 00:03:58.600]  他是由一個很
[00:03:58.600 --> 00:04:02.200]  很沒有文化的一個群體
[00:04:02.200 --> 00:04:04.800]  進入一個高度文明的社會
[00:04:04.800 --> 00:04:05.600]  行不行?
[00:04:05.600 --> 00:04:07.600]  所以其實你就會慢慢明白
[00:04:07.600 --> 00:04:10.800]  為什麼他們這麼羨慕迦南地的人
[00:04:10.800 --> 00:04:13.600]  原來因為他們有豐富的管理
[00:04:13.600 --> 00:04:15.000]  有很多的制度
[00:04:15.000 --> 00:04:17.000]  其實是幫助到以色列人
[00:04:17.000 --> 00:04:19.600]  如何去成立一個新的國家
[00:04:19.600 --> 00:04:22.400]  好了,經文這麼說
[00:04:22.400 --> 00:04:25.600]  如何去選立一個耶和華
[00:04:25.600 --> 00:04:26.800]  就是如何去立王
[00:04:26.800 --> 00:04:28.600]  唯一的原則是什麼呢?
[00:04:28.600 --> 00:04:31.000]  就是你要選一個上帝選的人
[00:04:31.000 --> 00:04:34.200]  要在你弟兄中間立一個人
[00:04:34.200 --> 00:04:36.000]  聽上去好像有兩個條件
[00:04:36.000 --> 00:04:37.200]  簡單一點
[00:04:37.200 --> 00:04:38.200]  直接一點說
[00:04:38.200 --> 00:04:40.800]  就是叫你立一個以色列人為王
[00:04:40.800 --> 00:04:41.800]  行不行?
[00:04:41.800 --> 00:04:43.200]  你不可以立其他人為王
[00:04:43.200 --> 00:04:45.000]  你要立一個以色列人為王
[00:04:45.000 --> 00:04:46.200]  可能你會問
[00:04:46.200 --> 00:04:50.600]  有什麼國家會立另一個國家的人為王呢?
[00:04:50.600 --> 00:04:53.400]  你能不能幻想到美國下一次的大選
[00:04:53.400 --> 00:04:55.000]  是選了習近平呢?
[00:04:55.000 --> 00:04:57.000]  其實是在說這件事
[00:04:57.000 --> 00:04:58.600]  可能你第一個感覺就是
[00:04:58.600 --> 00:05:00.800]  不會這麼離譜的,是不是?
[00:05:00.800 --> 00:05:03.200]  不會有這些事情發生的
[00:05:03.200 --> 00:05:06.800]  我想你轉一轉一個想法
[00:05:06.800 --> 00:05:09.800]  剛才說了以色列一直都沒有王
[00:05:09.800 --> 00:05:13.200]  比起其他的地方其實是很落後
[00:05:13.200 --> 00:05:16.000]  很不文明
[00:05:16.000 --> 00:05:16.800]  怎麼翻譯呢?
[00:05:16.800 --> 00:05:18.200]  就是不文明
[00:05:18.200 --> 00:05:20.800]  在《撒姆爾記》第八章
[00:05:20.800 --> 00:05:23.200]  就說以色列人很渴望有一個君王
[00:05:23.200 --> 00:05:24.800]  原因是什麼呢?
[00:05:24.800 --> 00:05:28.800]  希望這個君王為他們征戰
[00:05:28.800 --> 00:05:29.800]  厲害了
[00:05:29.800 --> 00:05:32.600]  《撒姆爾記》第八章有讀聖經
[00:05:32.600 --> 00:05:36.400]  就說以色列人很想立一個王為他們打仗
[00:05:36.400 --> 00:05:39.600]  我有一天看電視
[00:05:39.600 --> 00:05:41.000]  真的剛開播
[00:05:41.000 --> 00:05:44.200]  看到有線電視播三國演義
[00:05:44.200 --> 00:05:45.400]  我不知道你喜不喜歡看
[00:05:45.400 --> 00:05:47.800]  什麼赤壁之戰之類的
[00:05:47.800 --> 00:05:50.800]  他講了一堆八卦陣
[00:05:50.800 --> 00:05:54.600]  借東風、草船借箭等等
[00:05:54.600 --> 00:05:56.600]  原來有很多策略
[00:05:56.600 --> 00:06:00.200]  原來這些仗不可以亂打
[00:06:00.200 --> 00:06:03.000]  原來仗亂打
[00:06:03.000 --> 00:06:05.400]  是會死很多人的
[00:06:05.400 --> 00:06:08.800]  如果你是以色列人
[00:06:08.800 --> 00:06:11.000]  你完全沒有打仗的經驗
[00:06:11.000 --> 00:06:13.200]  你記不記得他們怎麼打耶利哥的?
[00:06:13.200 --> 00:06:17.400]  圍著走十三個圈然後倒塌了,是不是?
[00:06:17.400 --> 00:06:20.000]  一天一個圈
[00:06:20.000 --> 00:06:21.800]  第七天七個圈
[00:06:21.800 --> 00:06:24.000]  所以加起來十三個圈
[00:06:24.000 --> 00:06:25.200]  然後就倒塌了
[00:06:25.200 --> 00:06:28.600]  你猜他可不可以從師故技
[00:06:28.600 --> 00:06:30.800]  去圍第二個城然後又倒塌了呢?
[00:06:30.800 --> 00:06:34.400]  如果沒有上帝跟你說可以這麼做
[00:06:34.400 --> 00:06:35.400]  你會不會就戴著
[00:06:35.400 --> 00:06:39.200]  好吧,我們就六十萬人圍著銅鑼灣走
[00:06:39.200 --> 00:06:41.400]  走完十三個圈一起大叫
[00:06:41.400 --> 00:06:43.400]  然後我們就死光了
[00:06:43.400 --> 00:06:44.400]  是不是?
[00:06:44.400 --> 00:06:46.000]  現實就是這樣
[00:06:46.000 --> 00:06:48.000]  所以對於以色列人來說
[00:06:48.000 --> 00:06:50.600]  他是真的很想找一個外人
[00:06:50.600 --> 00:06:53.400]  來帶他們打仗
[00:06:53.400 --> 00:06:55.200]  又幻想一下
[00:06:55.200 --> 00:06:57.600]  我不知道你今天有多少身家
[00:06:57.600 --> 00:06:59.000]  不用告訴鄰居
[00:06:59.000 --> 00:07:00.200]  你自己想一想
[00:07:00.200 --> 00:07:01.800]  不要想自己
[00:07:01.800 --> 00:07:02.800]  自己的身家
[00:07:02.800 --> 00:07:04.400]  可能說我出來工作了兩年
[00:07:04.400 --> 00:07:06.200]  只有一萬幾千
[00:07:06.200 --> 00:07:07.600]  整個家庭
[00:07:07.600 --> 00:07:09.800]  你原生家庭
[00:07:09.800 --> 00:07:11.200]  父母如果有層樓
[00:07:11.200 --> 00:07:12.200]  那層樓值多少錢?
[00:07:12.200 --> 00:07:13.600]  你先算一算
[00:07:13.600 --> 00:07:17.800]  如果今天你有一個權
[00:07:17.800 --> 00:07:20.600]  可以將這筆錢做投資
[00:07:20.600 --> 00:07:22.400]  不是賭博
[00:07:22.400 --> 00:07:24.000]  是投資
[00:07:24.000 --> 00:07:26.200]  你會不會自己做?
[00:07:26.200 --> 00:07:30.000]  升
[00:07:30.000 --> 00:07:31.000]  跌
[00:07:31.000 --> 00:07:32.400]  隨便吧
[00:07:32.400 --> 00:07:33.400]  閉上眼睛吧
[00:07:33.800 --> 00:07:35.000]  騰訊最近厲害了
[00:07:35.000 --> 00:07:36.600]  全部扔下去
[00:07:36.600 --> 00:07:39.200]  你會很害怕
[00:07:39.200 --> 00:07:41.600]  你就會想一下有沒有一些
[00:07:41.600 --> 00:07:44.600]  有豐富投資經驗的叔叔
[00:07:44.600 --> 00:07:46.200]  可以助我一把
[00:07:46.200 --> 00:07:49.000]  會不會有一些做 fund manager
[00:07:49.000 --> 00:07:52.200]  可以幫我去管理那筆錢呢?
[00:07:52.200 --> 00:07:53.800]  你明白我的意思嗎?
[00:07:53.800 --> 00:07:56.000]  以色列人就是面對這個困難
[00:07:56.000 --> 00:07:58.600]  他很想找一個有經驗的人
[00:07:58.600 --> 00:07:59.800]  幫他去管理
[00:07:59.800 --> 00:08:01.800]  有經驗的人幫他去爭戰
[00:08:01.800 --> 00:08:03.200]  有經驗的人
[00:08:03.200 --> 00:08:05.400]  去帶他走前面的路
[00:08:05.400 --> 00:08:08.600]  但是聖經怎麼說呢?
[00:08:08.600 --> 00:08:11.000]  聖經說不可以選擇那些人
[00:08:11.000 --> 00:08:14.600]  你要選擇你弟兄中的一個
[00:08:14.600 --> 00:08:16.200]  什麼原因?
[00:08:16.200 --> 00:08:22.000]  因為他投資特別厲害
[00:08:22.000 --> 00:08:26.400]  因為自己的錢要自己管?
[00:08:26.400 --> 00:08:29.400]  你的 NPF 也不是自己管的
[00:08:29.400 --> 00:08:30.200]  是不是?
[00:08:30.200 --> 00:08:31.400]  只不過你不願意而已
[00:08:31.400 --> 00:08:32.200]  是不是?
[00:08:33.200 --> 00:08:34.200]  不要說那些
[00:08:34.200 --> 00:08:37.000]  說那些會很沒心機的
[00:08:37.000 --> 00:08:38.600]  我自己在想
[00:08:38.600 --> 00:08:40.000]  為什麼經文這麼強調
[00:08:40.000 --> 00:08:43.000]  要在弟兄中找一個作王的原因
[00:08:43.000 --> 00:08:44.600]  是因為這個弟兄
[00:08:44.600 --> 00:08:47.000]  和我們有同一個信仰
[00:08:47.000 --> 00:08:48.200]  有同一位神
[00:08:48.200 --> 00:08:49.400]  有同一個價值觀
[00:08:49.400 --> 00:08:50.600]  行不行?
[00:08:50.600 --> 00:08:51.600]  不是其他原因
[00:08:51.600 --> 00:08:53.600]  不是因為這個弟兄特別厲害
[00:08:53.600 --> 00:08:57.000]  而是因為我們有同一個價值觀
[00:08:57.000 --> 00:08:58.000]  同一個觀念
[00:08:58.000 --> 00:09:02.400]  那麼神對這個君王有什麼警告和提示呢?
[00:09:03.000 --> 00:09:04.600]  這裡有三個警告
[00:09:04.600 --> 00:09:07.800]  叫他不可以為自己加添馬匹
[00:09:07.800 --> 00:09:10.800]  不可以為自己多納妃嬪
[00:09:10.800 --> 00:09:13.600]  不可以為自己多積金銀
[00:09:13.600 --> 00:09:15.000]  這三個警告
[00:09:15.000 --> 00:09:17.400]  這三句話的原文是一模一樣的
[00:09:17.400 --> 00:09:19.600]  或者用一個比較簡單的翻譯
[00:09:19.600 --> 00:09:22.800]  就是不可為自己增添
[00:09:22.800 --> 00:09:24.800]  你可能會問
[00:09:24.800 --> 00:09:26.800]  叫他不要這麼自私
[00:09:26.800 --> 00:09:27.200]  是不是?
[00:09:27.200 --> 00:09:28.400]  為自己
[00:09:28.400 --> 00:09:31.000]  做王要為國家利益著想
[00:09:31.000 --> 00:09:33.200]  縱然我們眼見並不是
[00:09:33.200 --> 00:09:35.000]  都是為自己的
[00:09:35.000 --> 00:09:36.200]  但是坦白說
[00:09:36.200 --> 00:09:37.600]  當我自己讀這段經文
[00:09:37.600 --> 00:09:39.000]  為自己
[00:09:39.000 --> 00:09:42.200]  其實應該譯作為以色列這個國家
[00:09:42.200 --> 00:09:43.800]  他不是一個自私
[00:09:43.800 --> 00:09:45.600]  不是說一個自私的王
[00:09:45.600 --> 00:09:47.200]  怎麼去斂財
[00:09:47.200 --> 00:09:48.800]  中飽私囊
[00:09:48.800 --> 00:09:51.600]  而是說一個王為以色列的好處
[00:09:51.600 --> 00:09:53.600]  他很想多些馬
[00:09:53.600 --> 00:09:55.000]  多些妃嬪
[00:09:55.000 --> 00:09:56.000]  多些金銀
[00:09:58.000 --> 00:10:01.400]  我不知道你聽到這句話有什麼感受
[00:10:01.400 --> 00:10:05.800]  不可以增添和不可以有
[00:10:05.800 --> 00:10:07.000]  是有分別的
[00:10:07.000 --> 00:10:09.600]  分不分得到?
[00:10:09.600 --> 00:10:11.400]  他只是說你可以有
[00:10:11.400 --> 00:10:13.400]  不過不可以多
[00:10:13.400 --> 00:10:16.000]  如果說你不可以有
[00:10:16.000 --> 00:10:17.400]  就一個都要多
[00:10:17.400 --> 00:10:19.200]  就是不可以殺人
[00:10:19.200 --> 00:10:21.800]  我不是叫你不可以殺這麼多人
[00:10:21.800 --> 00:10:23.600]  你明白分別了吧?
[00:10:23.600 --> 00:10:24.800]  你不可以去滾
[00:10:24.800 --> 00:10:26.600]  和你不可以整天滾
[00:10:28.000 --> 00:10:29.200]  明白分別了嗎?
[00:10:29.200 --> 00:10:33.800]  這段經文其實他說不可以為自己增添的意思
[00:10:33.800 --> 00:10:36.400]  他不是說那些東西的本質有問題
[00:10:36.400 --> 00:10:38.800]  而是說你太多有問題
[00:10:38.800 --> 00:10:40.600]  馬沒問題的
[00:10:40.600 --> 00:10:41.800]  根據這段經文說
[00:10:41.800 --> 00:10:43.400]  妃嬪也沒問題的
[00:10:43.400 --> 00:10:45.400]  錢也沒問題的
[00:10:45.400 --> 00:10:47.400]  是不可以過量
[00:10:47.400 --> 00:10:48.200]  OK?
[00:10:48.200 --> 00:10:48.800]  好了
[00:10:48.800 --> 00:10:52.400]  要解釋一下到底馬、妃嬪代表什麼
[00:10:52.400 --> 00:10:54.200]  可能姐妹們已經想走了
[00:10:54.200 --> 00:10:55.200]  剛才聽我這麼說完
[00:10:55.200 --> 00:10:56.200]  多坐一會
[00:10:56.200 --> 00:10:57.200]  待會告訴你
[00:10:57.600 --> 00:11:00.400]  經文說不可以為自己加添馬匹
[00:11:00.400 --> 00:11:01.800]  馬匹是什麼呢?
[00:11:01.800 --> 00:11:04.400]  剛才說以色列人為了打仗
[00:11:04.400 --> 00:11:05.400]  是不是?
[00:11:05.400 --> 00:11:06.800]  立王為了打仗
[00:11:06.800 --> 00:11:11.000]  而打仗最重要當時的武器
[00:11:11.000 --> 00:11:12.000]  是馬
[00:11:12.000 --> 00:11:14.500]  馬就是在說你的能力
[00:11:14.500 --> 00:11:16.000]  你的生存技能
[00:11:16.000 --> 00:11:21.400]  但是神卻提醒君王不可以為以色列增添馬匹
[00:11:21.400 --> 00:11:23.200]  為什麼?
[00:11:23.200 --> 00:11:27.200]  經文有寫的
[00:11:27.600 --> 00:11:30.800]  因為不想他們回去走以前的路
[00:11:30.800 --> 00:11:36.000]  如果我們用今天的說法
[00:11:36.000 --> 00:11:39.600]  就是不想他們回去以前的遺牢之地
[00:11:39.600 --> 00:11:44.400]  不想他們為了有更多的生存技能
[00:11:44.400 --> 00:11:46.000]  更多的能力
[00:11:46.000 --> 00:11:51.600]  而再次成為那些生存技能的奴隸
[00:11:51.600 --> 00:11:54.200]  這句話很複雜
[00:11:54.200 --> 00:11:56.600]  但我想你們想想
[00:11:57.600 --> 00:11:59.600]  你很想有更多的生存技能
[00:11:59.600 --> 00:12:00.600]  你今天會做什麼?
[00:12:00.600 --> 00:12:01.200]  讀書
[00:12:01.200 --> 00:12:03.800]  但是讀書就令你成為奴隸了
[00:12:03.800 --> 00:12:06.000]  明白嗎?
[00:12:06.000 --> 00:12:07.800]  他真的在說這件事
[00:12:07.800 --> 00:12:10.000]  他叫你不要走回頭路
[00:12:10.000 --> 00:12:13.400]  你不要為了有更多的 bargaining power(爭議能力)
[00:12:13.400 --> 00:12:14.800]  而走回頭路
[00:12:14.800 --> 00:12:17.600]  而事實上我們今天看看香港人
[00:12:17.600 --> 00:12:18.400]  我經常說的
[00:12:18.400 --> 00:12:19.800]  我們有很多 OT(加班)
[00:12:19.800 --> 00:12:24.000]  譬如放了工還要讀這個讀那個
[00:12:24.000 --> 00:12:25.600]  是什麼原因呢?
[00:12:25.600 --> 00:12:27.000]  是不是你很喜歡讀書?
[00:12:27.000 --> 00:12:28.200]  我想除了 Donald(特朗普)之外
[00:12:28.200 --> 00:12:29.400]  大部分都不是的
[00:12:29.400 --> 00:12:33.800]  還有 Donald(特朗普)讀的那些跟他上班是沒用的
[00:12:33.800 --> 00:12:35.600]  但是我們讀的那些就是希望
[00:12:35.600 --> 00:12:37.600]  我們多認識一些人
[00:12:37.600 --> 00:12:38.000]  是不是?
[00:12:38.000 --> 00:12:39.800]  我們多讀一些有個 degree(畢業)
[00:12:39.800 --> 00:12:42.000]  不僅是 degree(畢業)不夠的了
[00:12:42.000 --> 00:12:43.400]  要 master(大學) degree(畢業)
[00:12:43.400 --> 00:12:45.200]  master(大學) degree(畢業)都不夠的了
[00:12:45.200 --> 00:12:49.000]  要有個 doctoral(博士) degree(畢業)才撐得住
[00:12:49.000 --> 00:12:51.200]  我有那些我就不用被解僱了
[00:12:51.200 --> 00:12:53.400]  這是我生存的技能
[00:12:53.400 --> 00:12:55.200]  但實際上
[00:12:55.200 --> 00:12:58.000]  你因為要得到這些生存的技能
[00:12:58.000 --> 00:13:00.200]  慢慢成為了奴隸
[00:13:00.200 --> 00:13:05.400]  我曾經也說過
[00:13:05.400 --> 00:13:11.400]  十年前我是教小朋友打高爾夫球的
[00:13:11.400 --> 00:13:13.000]  我曾經有一個小妹妹
[00:13:13.000 --> 00:13:14.400]  我很有深刻的印象
[00:13:14.400 --> 00:13:16.600]  因為她很可愛
[00:13:16.600 --> 00:13:18.400]  很可愛很可愛
[00:13:18.400 --> 00:13:19.400]  我經常看到她
[00:13:19.400 --> 00:13:21.400]  我眼睛一直看著她
[00:13:21.400 --> 00:13:22.400]  因為她真的很可愛
[00:13:22.400 --> 00:13:24.200]  我問她
[00:13:24.200 --> 00:13:28.400]  她那時候說一個星期是學十樣不同的東西
[00:13:28.400 --> 00:13:29.600]  以上
[00:13:29.600 --> 00:13:30.600]  是真的
[00:13:30.600 --> 00:13:32.200]  不僅是鋼琴
[00:13:32.200 --> 00:13:35.200]  那些已經是例牌了
[00:13:35.200 --> 00:13:37.400]  不懂得學鋼琴好像不懂得做人似的
[00:13:37.400 --> 00:13:38.000]  是不是?
[00:13:38.000 --> 00:13:39.600]  你會學很多東西
[00:13:39.600 --> 00:13:42.600]  還會學一些她不會用的 language(語言)
[00:13:42.600 --> 00:13:44.000]  例如法文
[00:13:44.000 --> 00:13:47.400]  會學柔道
[00:13:47.400 --> 00:13:48.800]  體操
[00:13:48.800 --> 00:13:49.600]  各樣的東西
[00:13:49.600 --> 00:13:52.400]  你想到總之能報名的那些她都學的了
[00:13:52.400 --> 00:13:54.000]  為什麼?
[00:13:55.200 --> 00:13:58.200]  要多才多藝
[00:13:58.200 --> 00:14:00.200]  要贏在起跑線
[00:14:00.200 --> 00:14:02.200]  但你有沒有想過小朋友
[00:14:02.200 --> 00:14:05.200]  他每天放學四點五點
[00:14:05.200 --> 00:14:07.200]  然後學到七八點
[00:14:07.200 --> 00:14:09.200]  然後晚上吃完飯就做功課
[00:14:09.200 --> 00:14:11.200]  做到十一二點
[00:14:11.200 --> 00:14:13.200]  小學而已
[00:14:13.200 --> 00:14:16.200]  還沒算墨書是吧?
[00:14:16.200 --> 00:14:19.200]  你要明白
[00:14:19.200 --> 00:14:23.200]  其實我們真的這樣生活
[00:14:23.200 --> 00:14:26.200]  但聖經提醒我們
[00:14:26.200 --> 00:14:29.200]  不要為了多點能力
[00:14:29.200 --> 00:14:31.200]  多點生存的技能
[00:14:31.200 --> 00:14:33.200]  我們再次做奴隸
[00:14:33.200 --> 00:14:34.200]  好了,第二件事
[00:14:34.200 --> 00:14:35.200]  第二個警告是什麼?
[00:14:35.200 --> 00:14:37.200]  不可以多
[00:14:37.200 --> 00:14:38.200]  妃嬪
[00:14:38.200 --> 00:14:40.200]  妃嬪代表什麼呢?
[00:14:40.200 --> 00:14:43.200]  免得他心偏離
[00:14:43.200 --> 00:14:48.200]  這張簡得是不是很好?
[00:14:48.200 --> 00:14:49.200]  OK
[00:14:49.200 --> 00:14:52.200]  妃嬪原文其實是解女人而已
[00:14:52.200 --> 00:14:55.200]  不可以為自己有很多個女人
[00:14:55.200 --> 00:14:58.200]  意思是妻子、妃嬪,什麼都可以
[00:14:58.200 --> 00:15:01.200]  相信姐妹一聽就會覺得
[00:15:01.200 --> 00:15:03.200]  男人三妻四妾
[00:15:03.200 --> 00:15:04.200]  是放縱情慾
[00:15:04.200 --> 00:15:06.200]  是不可以接受的
[00:15:06.200 --> 00:15:07.200]  但我很想告訴你
[00:15:07.200 --> 00:15:09.200]  在古代的世界
[00:15:09.200 --> 00:15:11.200]  我們讀的聖經裡面
[00:15:11.200 --> 00:15:13.200]  無論你讀的亞伯拉罕、以撒亞國
[00:15:13.200 --> 00:15:15.200]  其實都不止一個老婆
[00:15:15.200 --> 00:15:19.200]  這裡是不是在說放縱情慾呢?
[00:15:19.200 --> 00:15:23.200]  當時的社會一個國家的君王
[00:15:23.200 --> 00:15:26.200]  是事必有很多妃嬪的
[00:15:26.200 --> 00:15:27.200]  原因是什麼?
[00:15:27.200 --> 00:15:29.200]  你有沒有想過?
[00:15:29.200 --> 00:15:32.200]  外交關係
[00:15:32.200 --> 00:15:35.200]  如果我跟你想建立一個邦交
[00:15:35.200 --> 00:15:39.200]  那時候不流行簽什麼條款
[00:15:39.200 --> 00:15:41.200]  或者什麼關稅
[00:15:41.200 --> 00:15:42.200]  各樣的東西
[00:15:42.200 --> 00:15:44.200]  好了,那我就要你的女兒
[00:15:44.200 --> 00:15:46.200]  就是這樣
[00:15:46.200 --> 00:15:50.200]  如果我又想跟那個國家建立一些關係
[00:15:50.200 --> 00:15:52.200]  那我就送個女兒給他
[00:15:52.200 --> 00:15:54.200]  所以送來送去
[00:15:54.200 --> 00:15:57.200]  每一個外邦的妃嬪
[00:15:57.200 --> 00:16:00.200]  其實是在說一些外交的關係
[00:16:00.200 --> 00:16:02.200]  一些聯盟
[00:16:02.200 --> 00:16:03.200]  意思就是說
[00:16:03.200 --> 00:16:06.200]  如果你越來越多connection
[00:16:06.200 --> 00:16:09.200]  越來越多人脈關係
[00:16:09.200 --> 00:16:13.200]  你就越來越有能力去管治這個國家
[00:16:13.200 --> 00:16:15.200]  你認不認同?
[00:16:15.200 --> 00:16:19.200]  為什麼金仔見Trump Trump之前
[00:16:19.200 --> 00:16:21.200]  要去見阿雜雜呢?
[00:16:21.200 --> 00:16:22.200]  是不是?
[00:16:22.200 --> 00:16:24.200]  就是要搞好這個關係
[00:16:24.200 --> 00:16:26.200]  然後我有後台
[00:16:26.200 --> 00:16:29.200]  然後我才可以跟你make a deal
[00:16:29.200 --> 00:16:30.200]  是不是?
[00:16:30.200 --> 00:16:31.200]  其實現在都是這樣的
[00:16:31.200 --> 00:16:33.200]  我突然間就想
