
[00:00:00.000 --> 00:00:06.960]  今天選擇的題目是「尊重神的主權,重視神的賜福」
[00:04:00.280 --> 00:04:03.400]  一上船就收到短訊
[00:04:03.400 --> 00:04:06.760]  他兒子在路邊暈倒了,撞到
[00:04:06.760 --> 00:04:08.680]  他撲到去醫院的時候
[00:04:08.680 --> 00:04:11.920]  他兒子就走了
[00:04:11.920 --> 00:04:14.600]  兒子中六,讀書很厲害
[00:04:14.600 --> 00:04:17.440]  獨生兒子
[00:04:17.440 --> 00:04:19.320]  你可以想像牧師也好
[00:04:19.320 --> 00:04:20.600]  突然間這個消息臨到
[00:04:20.600 --> 00:04:22.600]  傷不傷心?
[00:04:22.600 --> 00:04:23.800]  也很傷心
[00:04:23.800 --> 00:04:27.400]  神給一個生命的界限
[00:04:27.400 --> 00:04:29.040]  我們沒有想到
[00:04:29.040 --> 00:04:30.600]  多少多少
[00:04:30.600 --> 00:04:32.480]  不是我們的主權
[00:04:32.480 --> 00:04:35.040]  很多事情是我們控制不了的
[00:04:35.040 --> 00:04:37.800]  我曾經和大家說過我的小故事
[00:04:37.800 --> 00:04:41.160]  在美國開車在雪地繞圈繞不死
[00:04:41.160 --> 00:04:43.160]  其實每一幕都可以死
[00:04:43.160 --> 00:04:45.280]  不死就好像忘記了
[00:04:45.280 --> 00:04:47.520]  就是說神給我們的時限
[00:04:47.520 --> 00:04:49.800]  很多事情不是我們決定的
[00:04:49.800 --> 00:04:51.840]  我認識一個同工
[00:04:51.840 --> 00:04:53.040]  曾經來過城鎮港島
[00:04:53.040 --> 00:04:54.520]  就是型福曾
[00:04:54.520 --> 00:04:56.160]  他其中寫了一本書很有趣
[00:04:56.160 --> 00:05:00.640]  叫《去到墳場形容墳場故事》
[00:05:00.640 --> 00:05:03.400]  他其中教中國教會史、宣教史
[00:05:03.400 --> 00:05:05.400]  其實他講的例子挺有趣的
[00:05:05.400 --> 00:05:08.680]  他說早期來到香港的一個宣教士
[00:05:08.680 --> 00:05:10.560]  叫活士
[00:05:10.560 --> 00:05:11.840]  這個也很厲害的
[00:05:11.840 --> 00:05:14.680]  在澳洲拿到一個叫做
[00:05:14.680 --> 00:05:16.000]  Wall Scholar
[00:05:16.000 --> 00:05:17.680]  這個Wall Scholar很出名的就是
[00:05:17.680 --> 00:05:19.160]  很厲害的學生
[00:05:19.160 --> 00:05:23.640]  可以免費送他去牛津大學讀書
[00:05:23.640 --> 00:05:27.000]  好像美國以前的一個總統
[00:05:27.000 --> 00:05:28.400]  克林頓總統
[00:05:28.400 --> 00:05:29.560]  也拿過這個獎
[00:05:29.560 --> 00:05:30.760]  這樣的情況
[00:05:30.760 --> 00:05:31.720]  這個人很厲害
[00:05:31.720 --> 00:05:34.480]  去到牛津可能讀醫科類似
[00:05:34.480 --> 00:05:37.320]  接著在1921年6月
[00:05:37.320 --> 00:05:40.720]  就來到香港做一個醫療的宣教士
[00:05:40.720 --> 00:05:44.920]  6月到埗去了雅利士的醫院
[00:05:44.920 --> 00:05:49.000]  沒多久十幾天就患了肺炎
[00:05:49.000 --> 00:05:52.280]  接著7月13日就離世
[00:05:52.280 --> 00:05:54.760]  他出道來到香港
[00:05:54.760 --> 00:05:57.080]  就是一個多月就走了
[00:05:57.080 --> 00:05:59.360]  請問從人眼光來講
[00:05:59.360 --> 00:06:05.480]  這個服侍效果多不多?
[00:06:05.480 --> 00:06:06.760]  真的不到
[00:06:06.760 --> 00:06:07.960]  讀很厲害的書
[00:06:07.960 --> 00:06:09.400]  很聰明的人
[00:06:09.400 --> 00:06:10.680]  其實這麼厲害的人
[00:06:10.680 --> 00:06:11.400]  這麼聰明的人
[00:06:11.400 --> 00:06:14.160]  又這麼衛生來到中國或香港
[00:06:14.160 --> 00:06:17.080]  特臣給他的時間就是這麼多
[00:06:17.080 --> 00:06:19.760]  所以生命裡面有些事情是這樣很有趣的
[00:06:19.760 --> 00:06:21.600]  昨天看選舉
[00:06:21.600 --> 00:06:23.080]  香港人有些部分香港人
[00:06:23.080 --> 00:06:24.000]  我就全部
[00:06:24.000 --> 00:06:27.680]  覺得台灣的選票數字都很有趣
[00:06:27.680 --> 00:06:31.400]  有些人說
[00:06:31.400 --> 00:06:34.480]  剛好台灣的票數
[00:06:34.480 --> 00:06:37.200]  蔡英文是689萬
[00:06:37.200 --> 00:06:39.440]  後來我看一個網民很有趣
[00:06:39.440 --> 00:06:40.920]  他說
[00:06:40.920 --> 00:06:42.920]  看到電視機閃到689萬
[00:06:42.920 --> 00:06:44.280]  他說停了不要再多了
[00:06:44.280 --> 00:06:46.280]  剛好689萬好了
[00:06:46.280 --> 00:06:48.560]  如果超過689萬就不好玩了
[00:06:48.560 --> 00:06:50.600]  剛好夠689萬
[00:06:50.600 --> 00:06:54.120]  就可以對比689萬對689萬
[00:06:54.120 --> 00:06:55.760]  你如果有機會看Facebook
[00:06:55.760 --> 00:06:56.880]  全部都講這個笑話
[00:06:56.880 --> 00:07:00.120]  689萬對689萬
[00:07:00.120 --> 00:07:02.160]  你說這個是有默也好
[00:07:02.160 --> 00:07:03.280]  什麼都好
[00:07:03.280 --> 00:07:05.440]  你說有神的主權也好
[00:07:05.440 --> 00:07:08.480]  生命很多事情就是這麼特別
[00:07:08.480 --> 00:07:11.960]  有神的主權有些意思就這樣出來
[00:07:11.960 --> 00:07:14.640]  生命就是這麼奇妙
[00:07:14.640 --> 00:07:16.280]  所以選舉裡面也講到
[00:07:16.280 --> 00:07:20.000]  神所定的事情是我們可以參與的
[00:07:20.000 --> 00:07:22.440]  不是神一定我們就沒有參與
[00:07:22.440 --> 00:07:24.960]  選舉裡面講到神定的界限
[00:07:24.960 --> 00:07:26.360]  有一節有關的經文
[00:07:26.360 --> 00:07:28.480]  在臨後的十章第十三節
[00:07:28.480 --> 00:07:30.240]  一起讀
[00:07:30.240 --> 00:07:33.560]  我們不願意分外誇口
[00:07:33.560 --> 00:07:37.000]  只要照神所量給我們的界限
[00:07:37.000 --> 00:07:39.240]  溝到你們那去
[00:07:39.240 --> 00:07:41.800]  一方面有神給我們的界限
[00:07:41.800 --> 00:07:47.160]  一方面保羅是奮力向他神要預備的界限去奮鬥
[00:07:47.160 --> 00:07:49.280]  舉例保羅去傳道的時候
[00:07:49.280 --> 00:07:51.800]  本來沒有想去馬其頓的
[00:07:51.800 --> 00:07:53.960]  但是神要去馬其頓
[00:07:53.960 --> 00:07:56.680]  那神怎樣幫他去馬其頓呢?
[00:07:56.680 --> 00:07:59.520]  就有馬其頓的異象
[00:07:59.520 --> 00:08:01.200]  就是神有他的界限
[00:08:01.200 --> 00:08:02.960]  要他做什麼就有他的界限
[00:08:02.960 --> 00:08:06.160]  但是保羅說當我們奮鬥去傳福音
[00:08:06.160 --> 00:08:08.720]  做好栽培做好生命的時候
[00:08:08.720 --> 00:08:12.120]  神的界限會給我們機會去拓展
[00:08:12.120 --> 00:08:14.520]  選舉裡面就講到神的主權
[00:08:14.520 --> 00:08:17.040]  我們的參與和人的遭遇
[00:08:17.040 --> 00:08:20.080]  這三個元素在運作中
[00:08:20.080 --> 00:08:22.080]  選舉裡面很多經文很美麗
[00:08:22.080 --> 00:08:25.120]  講到神的界限或神的主權
[00:08:25.120 --> 00:08:26.560]  其中一節很出名的經文就是
[00:08:26.560 --> 00:08:29.560]  詩篇一百三十九篇第十六節
[00:08:29.560 --> 00:08:30.920]  一起讀
[00:08:30.920 --> 00:08:36.120]  「我未成型的體質,你的眼早已看見了」
[00:08:36.120 --> 00:08:39.600]  「你所定的日子,我尚未到一日」
[00:08:39.600 --> 00:08:42.440]  「你都寫在你的冊上了」
[00:08:42.440 --> 00:08:45.960]  即使用神絕對的主權來說
[00:08:45.960 --> 00:08:48.520]  其實神有一個計劃給我們
[00:08:48.520 --> 00:08:52.280]  我們還沒走一步,神已經有了
[00:08:52.280 --> 00:08:54.960]  但是有一個很驚慌很小心
[00:08:54.960 --> 00:08:58.640]  就是就算神有明顯的界限
[00:08:58.640 --> 00:09:00.920]  我們知不知道?
[00:09:00.920 --> 00:09:02.800]  我們不知道
[00:09:02.800 --> 00:09:06.640]  我們知道明天健康還是不健康?
[00:09:06.640 --> 00:09:10.440]  知不知道明天或今天一定沒有意外?
[00:09:10.440 --> 00:09:12.080]  都不知道
[00:09:12.080 --> 00:09:14.440]  真的很多事情都不知道
[00:09:14.440 --> 00:09:16.400]  但是神有主權裡面
[00:09:16.400 --> 00:09:18.000]  我們有我們的際遇
[00:09:18.000 --> 00:09:19.760]  我們有我們的故事
[00:09:19.760 --> 00:09:21.760]  所以選舉裡面有時很重視
[00:09:21.760 --> 00:09:25.240]  我們在神的界限或神的份
[00:09:25.240 --> 00:09:27.480]  神給我們的遭遇裡面
[00:09:27.480 --> 00:09:30.720]  去享受我們的奮鬥和努力
[00:09:30.720 --> 00:09:33.840]  另一個相關的經文就是《傳道書》
[00:09:33.840 --> 00:09:37.040]  《傳道書》第三章二十二節
[00:09:37.040 --> 00:09:42.320]  「故此,我見人莫強於在他的經營的事上起落」
[00:09:42.320 --> 00:09:44.760]  「因為這是他的份」
[00:09:44.760 --> 00:09:49.000]  「他身後的事,誰能使他回來得見?」
[00:09:49.000 --> 00:09:51.280]  即是這是他的份
[00:09:51.280 --> 00:09:52.800]  神有給他的份
[00:09:52.800 --> 00:09:54.600]  對雅各來說
[00:09:54.600 --> 00:10:01.200]  到雅各後來今日經文,他用紅豆湯換了這個長子名份
[00:10:01.200 --> 00:10:02.600]  但後來就發現
[00:10:02.600 --> 00:10:04.800]  原來這個長子名份得了之後
[00:10:04.800 --> 00:10:09.160]  他原來要漂流離開家庭很多年
[00:10:09.160 --> 00:10:11.200]  有些事情不是他想到的
[00:10:11.200 --> 00:10:15.120]  如果他拿紅豆湯去換這個長子名份之後
[00:10:15.120 --> 00:10:17.800]  要知道自己會漂流這麼多年
[00:10:17.800 --> 00:10:22.080]  我不知道他會不會選擇都要這個長子名份
[00:10:22.080 --> 00:10:24.920]  他亦不知道雅各的故事很特別
[00:10:24.920 --> 00:10:26.040]  他很喜歡拉結
[00:10:26.040 --> 00:10:27.600]  大家記得這個故事吧
[00:10:27.600 --> 00:10:33.520]  他為了拉結,做了七年工才和他結婚
[00:10:33.520 --> 00:10:34.880]  和他洞房
[00:10:34.880 --> 00:10:36.560]  洞房那一天
[00:10:36.560 --> 00:10:40.320]  原來那個不是拉結
[00:10:40.320 --> 00:10:44.000]  即是那個人都答應嫁個女兒給你
[00:10:44.000 --> 00:10:45.880]  你又做了七年
[00:10:45.880 --> 00:10:50.400]  洞房那天才發現老婆不是這個
[00:10:50.400 --> 00:10:52.520]  對雅各來說,人生真是很幽默
[00:10:52.520 --> 00:10:56.520]  很多事情都奮鬥,不知得到甚麼
[00:10:56.520 --> 00:10:58.760]  他最愛的拉結
[00:10:58.760 --> 00:11:03.640]  又相對地是很早的離世
[00:11:03.640 --> 00:11:09.440]  他的子女中,其中他最愛的是誰呢?
[00:11:09.440 --> 00:11:12.320]  如果大家熟悉,雅各的故事是誰呢?
[00:11:12.320 --> 00:11:13.920]  若瑟
[00:11:13.920 --> 00:11:22.000]  若瑟年青時,他以為被野獸吃了
[00:11:22.000 --> 00:11:27.000]  其實原來他的兒子出賣了他的兒子
[00:11:27.000 --> 00:11:28.720]  對雅各來說
[00:11:28.720 --> 00:11:34.080]  他可能中年晚年時,沒有了他所疼的兒子
[00:11:34.080 --> 00:11:38.280]  對他來說,人生是一個很大的憂傷
[00:11:38.280 --> 00:11:40.840]  所以人生裏面很多事情
[00:11:40.840 --> 00:11:44.880]  在我們的主權和際遇和奮鬥之間
[00:11:44.880 --> 00:11:46.000]  甚麼關係呢?
[00:11:46.000 --> 00:11:48.640]  有時真是不容易理順
[00:11:48.640 --> 00:11:52.880]  我們要奮鬥去給神我們的墳
[00:11:52.880 --> 00:11:55.280]  但這些奮鬥是否有果效呢?
[00:11:55.280 --> 00:11:57.720]  是否做好事就有好報呢?
[00:11:57.720 --> 00:12:02.240]  在短暫人生的回報裏有時不是很明顯
[00:12:02.240 --> 00:12:04.520]  或者宏觀來說
[00:12:04.520 --> 00:12:06.520]  到永生的時候我們看到
[00:12:06.520 --> 00:12:08.880]  但在短暫人生裏
[00:12:08.880 --> 00:12:13.520]  你做得好,你估你老闆是喜歡你還是不喜歡你呢?
[00:12:13.520 --> 00:12:15.600]  要看你老闆是怎樣
[00:12:15.600 --> 00:12:17.760]  有時老闆是妒忌你的老闆
[00:12:17.760 --> 00:12:20.560]  你做得好,他才會解僱你
[00:12:20.560 --> 00:12:21.800]  有沒有這樣的老闆?
[00:12:21.800 --> 00:12:23.640]  有這樣的上司嗎?
[00:12:23.640 --> 00:12:24.680]  所以人生很有趣
[00:12:24.680 --> 00:12:26.240]  究竟我是否要奮鬥
[00:12:26.240 --> 00:12:28.720]  回到教會聽到毛毛書說要奮鬥
[00:12:28.720 --> 00:12:31.360]  那我奮鬥還是不奮鬥呢?
[00:12:31.360 --> 00:12:35.120]  有些人,特別我這段時間有時看一些歷史片
[00:12:35.120 --> 00:12:36.440]  一些宮廷戲
[00:12:36.440 --> 00:12:41.800]  我發覺有些皇帝和他的兄弟經常都仇仇殺殺
[00:12:41.800 --> 00:12:45.400]  所以有句名句就是最慘是帝王家
[00:12:45.400 --> 00:12:49.840]  但有些皇子雖然不做皇帝但又不死
[00:12:49.840 --> 00:12:54.440]  我發覺這類皇子的特徵是一樣的
[00:12:54.440 --> 00:12:57.920]  就是裝聾扮傻
[00:12:57.920 --> 00:13:00.280]  經常說笑,又扮不聰明
[00:13:00.280 --> 00:13:01.800]  又養雀
[00:13:01.800 --> 00:13:06.680]  如果一個聰明的皇子覺得養雀不聰明
[00:13:06.680 --> 00:13:08.320]  應該不是他的對手
[00:13:08.320 --> 00:13:11.480]  就不會跟你拼命
[00:13:11.480 --> 00:13:15.760]  他就可以裝傻、不聰明,就過了人生
[00:13:15.760 --> 00:13:18.360]  但這樣的人生是否好玩我不清楚
[00:13:18.360 --> 00:13:20.960]  但這就是人生的故事
[00:13:20.960 --> 00:13:23.520]  但《聖經》裡面說到這個限制之下
[00:13:23.520 --> 00:13:25.480]  我們需要很多的奮鬥
[00:13:25.480 --> 00:13:27.080]  其中一節很出名的經文就是
[00:13:27.080 --> 00:13:29.160]  《傳奴書》的十一章第二節
[00:13:29.160 --> 00:13:30.520]  一起讀嗎?
[00:13:30.520 --> 00:13:34.600]  你要分級七人或分級八人
[00:13:34.600 --> 00:13:39.840]  因為你不知道將來有甚麼災禍臨到地上
[00:13:39.840 --> 00:13:43.560]  《聖經》其實也說到我們不知道我們會有甚麼際遇
[00:13:43.560 --> 00:13:47.760]  《神母章》我們要遭遇的際遇
[00:13:47.760 --> 00:13:51.360]  我們是否馬上有好事、好報等等情況
[00:13:51.360 --> 00:13:53.760]  馬上讓我們知道
[00:13:53.760 --> 00:13:56.920]  但《聖經》不是一個很無奈的人生
[00:13:56.920 --> 00:13:59.400]  《聖經》是一個未知的人生裡面
[00:13:59.400 --> 00:14:02.440]  我仍然有積極的奮鬥
[00:14:02.440 --> 00:14:05.800]  不是因為我不知道有沒有收成,我就懶惰
[00:14:05.800 --> 00:14:07.200]  反而有些《傳奴書》說
[00:14:07.200 --> 00:14:09.320]  正因為不知道收成
[00:14:09.320 --> 00:14:12.680]  別人做一份,我做多少份?
[00:14:12.680 --> 00:14:15.000]  我做七份,做八份
[00:14:15.000 --> 00:14:17.920]  很多時候在教會報道就是這樣
[00:14:17.920 --> 00:14:19.560]  傳福音你不知道有多少個
[00:14:19.560 --> 00:14:22.000]  那就傳一個、傳兩個、傳三個
[00:14:22.000 --> 00:14:24.720]  終於你可以帶領別人信耶穌
[00:14:24.720 --> 00:14:26.200]  所以簡單來說
[00:14:26.200 --> 00:14:28.920]  基督的人生我覺得有三個元素
[00:14:28.920 --> 00:14:33.560]  下面這個紅色字的三個小段一起讀
[00:14:33.560 --> 00:14:39.240]  接納自己、堅持奮鬥、持定恩典
[00:14:39.240 --> 00:14:40.960]  這次不會很詳細講
[00:14:40.960 --> 00:14:43.440]  希望這個系列可以講多一點
[00:14:43.440 --> 00:14:46.240]  其實很多弟妹到某年紀
[00:14:46.240 --> 00:14:50.040]  都是不能夠接納自己
[00:14:50.040 --> 00:14:53.560]  或者我怎麼生出來就沒人這麼美女
[00:14:53.560 --> 00:14:56.640]  我生出來就沒人這麼富裕
[00:14:56.640 --> 00:14:58.920]  我生出來就沒人這麼聰明
[00:14:58.920 --> 00:15:00.880]  或者我曾經小學聰明過
[00:15:00.880 --> 00:15:04.800]  為什麼中學時傻傻的不聰明、不勤力
[00:15:04.800 --> 00:15:07.840]  或者有些人同樣在名校畢業
[00:15:07.840 --> 00:15:09.880]  我們認識一個弟妹
[00:15:09.880 --> 00:15:12.400]  現在他轉了第二個教會聚會多
[00:15:12.400 --> 00:15:15.320]  他在一個比較好的名校畢業
[00:15:15.320 --> 00:15:18.240]  他上一屆的朋友同事
[00:15:18.240 --> 00:15:21.000]  就進了香港一些名的銀行
[00:15:21.000 --> 00:15:22.600]  賺很高的錢
[00:15:22.600 --> 00:15:24.080]  他想著自己考的成績
[00:15:24.080 --> 00:15:25.840]  比上一屆的同學還要高
[00:15:25.840 --> 00:15:29.280]  然後下次就應該入得更好了
[00:15:29.280 --> 00:15:30.920]  誰知道他來的時候
[00:15:30.920 --> 00:15:35.720]  剛剛美國金融海嘯
[00:15:35.720 --> 00:15:37.160]  結果打散工
[00:15:37.160 --> 00:15:38.560]  你知道現在年輕人最慘
[00:15:38.560 --> 00:15:40.840]  搞一些contract term叫contract
[00:15:40.840 --> 00:15:42.680]  散工、散工、散工
[00:15:42.680 --> 00:15:44.080]  只差一年
[00:15:44.080 --> 00:15:46.720]  上一個已經坐在船上
[00:15:46.720 --> 00:15:48.920]  他覺得成績比上一個好
[00:15:48.920 --> 00:15:52.760]  但是他那個就在兜圈、兜圈、兜圈
[00:15:52.760 --> 00:15:56.440]  人生就有很多這樣的故事的情況
[00:15:56.440 --> 00:15:59.520]  舉例說人生的遭遇很特別
[00:15:59.520 --> 00:16:01.560]  舉例說前一陣子跟大家分享過
[00:16:01.560 --> 00:16:05.520]  一個塞內亞難民被一個記者戳他
[00:16:05.520 --> 00:16:06.840]  他很欺凌他
[00:16:06.840 --> 00:16:08.600]  再看新聞有多有趣
[00:16:08.600 --> 00:16:09.840]  因為他被人戳完
[00:16:09.840 --> 00:16:10.840]  原來還發達了
[00:16:10.840 --> 00:16:12.640]  還用了俗世說
[00:16:12.640 --> 00:16:13.640]  戳完之後
[00:16:13.640 --> 00:16:15.320]  有些人同情他
[00:16:15.320 --> 00:16:17.360]  西班牙有些人說
[00:16:17.360 --> 00:16:19.720]  李賢做過足球教練
[00:16:19.720 --> 00:16:20.200]  不如這樣吧
[00:16:20.200 --> 00:16:22.000]  我請你去西班牙
[00:16:22.000 --> 00:16:24.320]  竟然這個黃碼的明星叫什麼
[00:16:24.320 --> 00:16:25.400]  朗娜杜
[00:16:25.400 --> 00:16:28.440]  什麼朗娜杜吧
[00:16:28.440 --> 00:16:29.800]  我都很少看
[00:16:29.800 --> 00:16:30.960]  朗娜杜呢
[00:16:30.960 --> 00:16:33.240]  還專門跟她的兒子在入場
[00:16:33.240 --> 00:16:35.520]  騙著兒子入場
[00:16:35.520 --> 00:16:36.800]  有時候很有趣
[00:16:36.800 --> 00:16:38.400]  這叫中國人說
[00:16:38.400 --> 00:16:41.240]  因禍得福
[00:16:41.240 --> 00:16:43.520]  中國人的風格就是
[00:16:43.520 --> 00:16:45.320]  什麼福是
[00:16:45.320 --> 00:16:46.320]  什麼禍是
[00:16:46.320 --> 00:16:47.320]  禍是福是
[00:16:47.320 --> 00:16:49.000]  就是說福裡面有禍
[00:16:49.000 --> 00:16:49.720]  禍裡面有福
[00:16:49.720 --> 00:16:52.280]  有時候都不知道是好是壞
[00:16:52.280 --> 00:16:55.800]  逆境裡面無端端
[00:16:55.800 --> 00:16:57.400]  很多人看著他
[00:16:57.400 --> 00:16:58.400]  給他一份工作
[00:16:58.400 --> 00:17:03.040]  有些明星帶兒子出場看著他
[00:17:03.040 --> 00:17:03.800]  生命裡面
[00:17:03.800 --> 00:17:06.960]  在神的主權、恩典和界限裡面
[00:17:06.960 --> 00:17:09.640]  我想大概有三個元素
[00:17:09.640 --> 00:17:10.440]  第一元素就是
[00:17:10.440 --> 00:17:13.840]  很多生命的素質和環境
[00:17:13.840 --> 00:17:15.920]  都是神定做的
[00:17:15.920 --> 00:17:17.480]  舉例子用我為例
[00:17:17.480 --> 00:17:18.760]  不是我選的
[00:17:18.760 --> 00:17:20.120]  我出生
[00:17:20.120 --> 00:17:22.000]  我就是潮州人
[00:17:22.000 --> 00:17:23.240]  在香港出生
[00:17:23.240 --> 00:17:26.400]  一出生就男生
[00:17:26.400 --> 00:17:27.600]  不是我選的
[00:17:27.600 --> 00:17:29.320]  我的名字我被我爸爸改了
[00:17:29.320 --> 00:17:30.120]  叫蔡少奇
[00:17:30.120 --> 00:17:32.200]  那個「奇」都不知道是什麼意思
[00:17:32.200 --> 00:17:33.000]  是有意思的
[00:17:33.000 --> 00:17:34.440]  因為我家曾經開了一個工廠
[00:17:34.440 --> 00:17:35.240]  叫安奇兒
[00:17:35.240 --> 00:17:37.240]  就是Angel的「奇」
[00:17:37.240 --> 00:17:40.520]  但是我記得那時候和黃牧師去美國
[00:17:40.520 --> 00:17:42.960]  探望一個很老的執事王宇剛
[00:17:42.960 --> 00:17:44.920]  他有一本書送給我們
[00:17:44.920 --> 00:17:46.600]  寫了一個名字
[00:17:46.600 --> 00:17:50.520]  「蔡少奇姊妹」
[00:17:50.520 --> 00:17:53.200]  不知有多少人類似這樣寫
[00:17:53.200 --> 00:17:54.040]  意思就是這樣
[00:17:54.040 --> 00:17:56.280]  只是很多東西不是你選的
[00:17:56.280 --> 00:17:57.040]  如果讓我選
[00:17:57.040 --> 00:17:57.960]  不如改另一個「奇」
[00:17:57.960 --> 00:18:00.240]  別人誤會我都不「奇」
[00:18:00.240 --> 00:18:00.640]  不過不要說
[00:18:00.640 --> 00:18:01.480]  我想想也好
[00:18:01.480 --> 00:18:02.280]  這個名字特別一點
[00:18:02.280 --> 00:18:04.800]  每個人都記得你
[00:18:04.800 --> 00:18:06.160]  其實我去不同的教會
