
[00:00:00.000 --> 00:00:02.000]  請我們繼續在神的面前
[00:01:20.000 --> 00:01:22.000]  祢的群體教會
[00:01:22.000 --> 00:01:24.000]  講清楚
[00:01:24.000 --> 00:01:26.000]  我們真的能夠有
[00:01:26.000 --> 00:01:28.000]  聆聽的耳朵
[00:01:28.000 --> 00:01:30.000]  開放的心靈
[00:01:30.000 --> 00:01:32.000]  屬靈的
[00:01:32.000 --> 00:01:34.000]  信心的眼睛看得見
[00:01:34.000 --> 00:01:36.000]  祢在教會裝中
[00:01:36.000 --> 00:01:38.000]  祢作王
[00:01:38.000 --> 00:01:40.000]  祢不單是教會作王
[00:01:40.000 --> 00:01:42.000]  祢的世界在每一個角落
[00:01:42.000 --> 00:01:44.000]  祢作王
[00:01:44.000 --> 00:01:46.000]  我們這樣禱告 奉基督耶穌的聖名
[00:01:46.000 --> 00:01:48.000]  阿們
[00:01:48.000 --> 00:01:52.000]  特別有感觸
[00:01:52.000 --> 00:01:54.000]  我覺得過去一個星期
[00:01:54.000 --> 00:01:56.000]  是一個香港
[00:01:56.000 --> 00:01:58.000]  家庭的災難的一個星期
[00:01:58.000 --> 00:02:00.000]  因為我們都見到
[00:02:00.000 --> 00:02:02.000]  接二連三
[00:02:02.000 --> 00:02:04.000]  由星期六一直打後
[00:02:04.000 --> 00:02:06.000]  很多日
[00:02:06.000 --> 00:02:08.000]  星期日開始
[00:02:08.000 --> 00:02:10.000]  三四單都是
[00:02:10.000 --> 00:02:12.000]  家庭的淪喪的血案
[00:02:12.000 --> 00:02:14.000]  無論是來自
[00:02:14.000 --> 00:02:16.000]  父母子女
[00:02:16.000 --> 00:02:18.000]  或者是
[00:02:18.000 --> 00:02:20.000]  都不知道是不是家庭
[00:02:20.000 --> 00:02:22.000]  其實我們真的見到
[00:02:22.000 --> 00:02:24.000]  我們很需要
[00:02:24.000 --> 00:02:26.000]  去關注
[00:02:26.000 --> 00:02:28.000]  我們上一個星期剛剛說完
[00:02:28.000 --> 00:02:30.000]  我們要在這世代
[00:02:30.000 --> 00:02:32.000]  造福萬民的訊息
[00:02:32.000 --> 00:02:34.000]  我相信不是完了
[00:02:34.000 --> 00:02:36.000]  這個宣講我們就
[00:02:36.000 --> 00:02:38.000]  完了
[00:02:38.000 --> 00:02:40.000]  我們真的很想
[00:02:40.000 --> 00:02:42.000]  在主的面前求主幫助我們
[00:02:42.000 --> 00:02:44.000]  我們可以更關心
[00:02:44.000 --> 00:02:46.000]  這個世代
[00:02:46.000 --> 00:02:48.000]  更關心萬民
[00:02:48.000 --> 00:02:50.000]  在兩個多月以來
[00:02:50.000 --> 00:02:52.000]  我們都一直思想
[00:02:52.000 --> 00:02:54.000]  使命宣言的訊息
[00:02:54.000 --> 00:02:56.000]  我們透過廣台的宣講
[00:02:56.000 --> 00:02:58.000]  我都想問問大家
[00:02:58.000 --> 00:03:00.000]  是否背得到我們的
[00:03:00.000 --> 00:03:02.000]  使命宣言
[00:03:02.000 --> 00:03:04.000]  我們幫幫大家
[00:03:04.000 --> 00:03:06.000]  我們夢照
[00:03:06.000 --> 00:03:08.000]  歡欣敬拜真神
[00:03:08.000 --> 00:03:10.000]  喜愛遵循聖經
[00:03:10.000 --> 00:03:12.000]  樂意服務
[00:03:12.000 --> 00:03:14.000]  淪捨
[00:03:14.000 --> 00:03:16.000]  勇於傳揚福音
[00:03:16.000 --> 00:03:18.000]  勇於傳揚福音
[00:03:18.000 --> 00:03:20.000]  好,先到這裡
[00:03:20.000 --> 00:03:22.000]  好像沒什麼問題,為什麼呢?
[00:03:22.000 --> 00:03:24.000]  因為這個和我們舊的使命宣言
[00:03:24.000 --> 00:03:26.000]  都是很接近的,有些地方
[00:03:26.000 --> 00:03:28.000]  難一點我會提多一點
[00:03:28.000 --> 00:03:30.000]  我們奉派
[00:03:30.000 --> 00:03:32.000]  以聖潔
[00:03:32.000 --> 00:03:34.000]  守護家庭
[00:03:34.000 --> 00:03:36.000]  以仁愛
[00:03:36.000 --> 00:03:38.000]  關懷疾苦
[00:03:38.000 --> 00:03:40.000]  以真理更新文化
[00:03:40.000 --> 00:03:42.000]  以謙卑
[00:03:42.000 --> 00:03:44.000]  力行公義
[00:03:44.000 --> 00:03:46.000]  在這世代
[00:03:46.000 --> 00:03:48.000]  造福萬民
[00:03:48.000 --> 00:03:50.000]  再一次順一點好不好?
[00:03:50.000 --> 00:03:52.000]  我們奉派
[00:03:52.000 --> 00:03:54.000]  以聖潔
[00:03:54.000 --> 00:03:56.000]  守護家庭
[00:03:56.000 --> 00:03:58.000]  以仁愛關懷疾苦
[00:03:58.000 --> 00:04:00.000]  以真理更新文化
[00:04:00.000 --> 00:04:02.000]  以謙卑
[00:04:02.000 --> 00:04:04.000]  力行公義
[00:04:04.000 --> 00:04:06.000]  在這世代
[00:04:06.000 --> 00:04:08.000]  造福萬民
[00:04:08.000 --> 00:04:10.000]  我們的使命宣言
[00:04:10.000 --> 00:04:12.000]  提醒我們很重要的事
[00:04:12.000 --> 00:04:14.000]  教會在世
[00:04:14.000 --> 00:04:16.000]  我們是
[00:04:16.000 --> 00:04:18.000]  所謂何事
[00:04:18.000 --> 00:04:20.000]  我們基督教豐盛生命堂這個群體
[00:04:20.000 --> 00:04:22.000]  我們的核心
[00:04:22.000 --> 00:04:24.000]  價值是什麼?
[00:04:24.000 --> 00:04:26.000]  有時是知易行難
[00:04:26.000 --> 00:04:28.000]  真的知道和
[00:04:28.000 --> 00:04:30.000]  真的可以實踐
[00:04:30.000 --> 00:04:32.000]  是有一段距離
[00:04:32.000 --> 00:04:34.000]  而且真的做到了
[00:04:34.000 --> 00:04:36.000]  或者做一段時間
[00:04:36.000 --> 00:04:38.000]  能不能夠恆久
[00:04:38.000 --> 00:04:40.000]  成為我們生命裡的價值觀
[00:04:40.000 --> 00:04:42.000]  帶來改變
[00:04:42.000 --> 00:04:44.000]  這種持續不斷的改變
[00:04:44.000 --> 00:04:46.000]  是需要
[00:04:46.000 --> 00:04:48.000]  我們用心用力
[00:04:48.000 --> 00:04:50.000]  不過我都認為
[00:04:50.000 --> 00:04:52.000]  其實
[00:04:52.000 --> 00:04:54.000]  我們的使命宣言
[00:04:54.000 --> 00:04:56.000]  並不是來自一小撮
[00:04:56.000 --> 00:04:58.000]  領袖突然爆出來的
[00:04:58.000 --> 00:05:00.000]  新的意念
[00:05:00.000 --> 00:05:02.000]  其實只不過是我們將聖經裡
[00:05:02.000 --> 00:05:04.000]  很重要中心的訊息
[00:05:04.000 --> 00:05:06.000]  上帝對
[00:05:06.000 --> 00:05:08.000]  教會的使命
[00:05:08.000 --> 00:05:10.000]  做一個整理
[00:05:10.000 --> 00:05:12.000]  我們繼承了和傳遞出來
[00:05:12.000 --> 00:05:14.000]  聖經裡面
[00:05:14.000 --> 00:05:16.000]  上帝向他的子民
[00:05:16.000 --> 00:05:18.000]  啟示的很整全的計劃
[00:05:18.000 --> 00:05:20.000]  和使命
[00:05:20.000 --> 00:05:22.000]  我都想起一句
[00:05:22.000 --> 00:05:24.000]  教會能夠總結的
[00:05:24.000 --> 00:05:26.000]  在彼得前書2章9節
[00:05:26.000 --> 00:05:28.000]  我相信大家都很熟
[00:05:28.000 --> 00:05:30.000]  唯有你們是被
[00:05:30.000 --> 00:05:32.000]  揀選的族類
[00:05:32.000 --> 00:05:34.000]  是有君尊的祭司
[00:05:34.000 --> 00:05:36.000]  是聖經的國度
[00:05:36.000 --> 00:05:38.000]  屬神的子民
[00:05:38.000 --> 00:05:40.000]  要叫你們宣揚
[00:05:40.000 --> 00:05:42.000]  召你們出黑暗
[00:05:42.000 --> 00:05:44.000]  入奇妙光明者的美德
[00:05:44.000 --> 00:05:46.000]  很清楚
[00:05:46.000 --> 00:05:48.000]  我們是被召
[00:05:48.000 --> 00:05:50.000]  的一個群體
[00:05:50.000 --> 00:05:52.000]  我們被召
[00:05:52.000 --> 00:05:54.000]  成為揀選的族類
[00:05:54.000 --> 00:05:56.000]  君尊的祭司
[00:05:56.000 --> 00:05:58.000]  聖結的國度
[00:05:58.000 --> 00:06:00.000]  屬神的子民
[00:06:00.000 --> 00:06:02.000]  我們也有我們奉召的責任
[00:06:02.000 --> 00:06:04.000]  我們要宣揚
[00:06:04.000 --> 00:06:06.000]  召我們出黑暗
[00:06:06.000 --> 00:06:08.000]  入奇妙光明者的美德
[00:06:08.000 --> 00:06:10.000]  雖然好像很簡略的講明
[00:06:10.000 --> 00:06:12.000]  但我相信也是和我們的
[00:06:12.000 --> 00:06:14.000]  使命宣言源出一切
[00:06:14.000 --> 00:06:16.000]  或者
[00:06:16.000 --> 00:06:18.000]  間中我們都好好思想
[00:06:18.000 --> 00:06:20.000]  這段經文給我們的訊息
[00:06:20.000 --> 00:06:22.000]  我們的奉召
[00:06:22.000 --> 00:06:24.000]  我們的蒙召和奉派
[00:06:24.000 --> 00:06:26.000]  我們的身份和任務
[00:06:26.000 --> 00:06:28.000]  這些聖經都是很清楚的展示
[00:06:28.000 --> 00:06:30.000]  我再說我們不是
[00:06:30.000 --> 00:06:32.000]  以偏概全
[00:06:32.000 --> 00:06:34.000]  以合用的去用
[00:06:34.000 --> 00:06:36.000]  是因著上帝整全的聖經
[00:06:36.000 --> 00:06:38.000]  裡面展示出來的啟示
[00:06:38.000 --> 00:06:40.000]  是去對
[00:06:40.000 --> 00:06:42.000]  祂的子民的心意
[00:06:42.000 --> 00:06:44.000]  我們來制定教會的方向和使命
[00:06:44.000 --> 00:06:46.000]  或者以後在幾堂道裡面
[00:06:46.000 --> 00:06:48.000]  我們也會繼續展示
[00:06:48.000 --> 00:06:50.000]  這個
[00:06:50.000 --> 00:06:52.000]  宣教的觀念
[00:06:52.000 --> 00:06:54.000]  那個神學的
[00:06:54.000 --> 00:06:56.000]  立場
[00:06:56.000 --> 00:06:58.000]  可能大家聽了這麼深
[00:06:58.000 --> 00:07:00.000]  其實我們都是來自一本
[00:07:00.000 --> 00:07:02.000]  上帝子民的宣教使命
[00:07:02.000 --> 00:07:04.000]  上帝子民的宣教使命
[00:07:04.000 --> 00:07:06.000]  可能你驟眼看下去
[00:07:06.000 --> 00:07:08.000]  以為是這本講宣教的書
[00:07:08.000 --> 00:07:10.000]  有些人第一印象就是
[00:07:10.000 --> 00:07:12.000]  猜拳
[00:07:12.000 --> 00:07:14.000]  宣教士
[00:07:14.000 --> 00:07:16.000]  講海外宣教的工作
[00:07:16.000 --> 00:07:18.000]  其實那是宣教的一部份
[00:07:18.000 --> 00:07:20.000]  我們真正的宣教
[00:07:20.000 --> 00:07:22.000]  英文裡面
[00:07:22.000 --> 00:07:24.000]  用的字會清楚一點
[00:07:24.000 --> 00:07:26.000]  The mission of God's people
[00:07:26.000 --> 00:07:28.000]  Mission這個字
[00:07:28.000 --> 00:07:30.000]  是使命或者奉差遣的
[00:07:30.000 --> 00:07:32.000]  一個差派
[00:07:32.000 --> 00:07:34.000]  所以更加廣泛的意思
[00:07:34.000 --> 00:07:36.000]  就是
[00:07:36.000 --> 00:07:38.000]  如果用使命這個字
[00:07:38.000 --> 00:07:40.000]  是會更加清晰的
[00:07:40.000 --> 00:07:42.000]  我一方面也想
[00:07:42.000 --> 00:07:44.000]  其實我們今天
[00:07:44.000 --> 00:07:46.000]  上帝對祂子民的心意
[00:07:46.000 --> 00:07:48.000]  離不開大使命
[00:07:48.000 --> 00:07:50.000]  和大誡命兩個範圍
[00:07:50.000 --> 00:07:52.000]  大誡命就是說
[00:07:52.000 --> 00:07:54.000]  愛神愛人如己
[00:07:54.000 --> 00:07:56.000]  大使命就是說
[00:07:56.000 --> 00:07:58.000]  洗萬民作主的門徒
[00:07:58.000 --> 00:08:00.000]  這些也是很多教會
[00:08:00.000 --> 00:08:02.000]  去制定他們的
[00:08:02.000 --> 00:08:04.000]  使命宣言的一個參照
[00:08:04.000 --> 00:08:06.000]  其實也不是新的事物
[00:08:06.000 --> 00:08:08.000]  我們何不就用大使命
[00:08:08.000 --> 00:08:10.000]  大誡命做我們的使命宣言呢
[00:08:10.000 --> 00:08:12.000]  其實也可以的
[00:08:12.000 --> 00:08:14.000]  不過不如這樣說
[00:08:14.000 --> 00:08:16.000]  或者一塊生的牛肉和煮熟的牛扒
[00:08:16.000 --> 00:08:18.000]  的確是有少許分別的
[00:08:18.000 --> 00:08:20.000]  我們也是就著我們的
[00:08:20.000 --> 00:08:22.000]  現況我們的處境
[00:08:22.000 --> 00:08:24.000]  我們覺得需要被強調的部份
[00:08:24.000 --> 00:08:26.000]  是突出了我們
[00:08:26.000 --> 00:08:28.000]  特別我們以往可能是較為忽略
[00:08:28.000 --> 00:08:30.000]  正如我們剛才讀的使命宣言
[00:08:30.000 --> 00:08:32.000]  對家庭
[00:08:32.000 --> 00:08:34.000]  對貧窮疾苦
[00:08:34.000 --> 00:08:36.000]  文化公義
[00:08:36.000 --> 00:08:38.000]  這些的關注
[00:08:38.000 --> 00:08:40.000]  是我們希望扭轉過去我們一些
[00:08:40.000 --> 00:08:42.000]  忽略的範疇
[00:08:42.000 --> 00:08:44.000]  我們提出使命宣言
[00:08:44.000 --> 00:08:46.000]  是希望大家更聚焦在上帝
[00:08:46.000 --> 00:08:48.000]  對我們整個群體的心意
[00:08:48.000 --> 00:08:50.000]  我們應有的身份
[00:08:50.000 --> 00:08:52.000]  和我們有的影響力
[00:08:52.000 --> 00:08:54.000]  當一個人
[00:08:54.000 --> 00:08:56.000]  心無旁騖的集中的時候
[00:08:56.000 --> 00:08:58.000]  他可以發揮很大的
[00:08:58.000 --> 00:09:00.000]  小宇宙
[00:09:00.000 --> 00:09:02.000]  有一輩的人應該認識這個小宇宙
[00:09:02.000 --> 00:09:04.000]  我們能夠
[00:09:04.000 --> 00:09:06.000]  爆發出一種很大的
[00:09:06.000 --> 00:09:08.000]  潛藏的力量
[00:09:08.000 --> 00:09:10.000]  有很多人一生努力從事一些研究
[00:09:10.000 --> 00:09:12.000]  他做了很久很久
[00:09:12.000 --> 00:09:14.000]  其實他的方向也沒有錯
[00:09:14.000 --> 00:09:16.000]  他的做法也沒有錯
[00:09:16.000 --> 00:09:18.000]  但就是總是欠了一點
[00:09:18.000 --> 00:09:20.000]  所謂spark
[00:09:20.000 --> 00:09:22.000]  什麼?火花
[00:09:22.000 --> 00:09:24.000]  欠了一點火花
[00:09:24.000 --> 00:09:26.000]  一個點燃的火花
[00:09:26.000 --> 00:09:28.000]  有時這些火花是偶然遇上的驚喜
[00:09:28.000 --> 00:09:30.000]  就是我們稱為
[00:09:30.000 --> 00:09:32.000]  有些人甚至是發夢
[00:09:32.000 --> 00:09:34.000]  突然間
[00:09:34.000 --> 00:09:36.000]  我看
[00:09:36.000 --> 00:09:38.000]  Felix有一篇文章說
[00:09:38.000 --> 00:09:40.000]  有時發夢會發到一些
[00:09:40.000 --> 00:09:42.000]  很新的意念
[00:09:42.000 --> 00:09:44.000]  有些人是這樣去有新的意念
[00:09:44.000 --> 00:09:46.000]  但更多的人
[00:09:46.000 --> 00:09:48.000]  特別我們所認識的
[00:09:48.000 --> 00:09:50.000]  天才
[00:09:50.000 --> 00:09:52.000]  愛迪生
[00:09:52.000 --> 00:09:54.000]  他用了多少時間才發明
[00:09:54.000 --> 00:09:56.000]  電燈泡
[00:09:56.000 --> 00:09:58.000]  其實他是一個天才
[00:09:58.000 --> 00:10:00.000]  沒有人可以否定
[00:10:00.000 --> 00:10:02.000]  但作為天才他也要
[00:10:02.000 --> 00:10:04.000]  很好的努力研究
[00:10:04.000 --> 00:10:06.000]  原來有人告訴我們
[00:10:06.000 --> 00:10:08.000]  最初的金屬絲通電
[00:10:08.000 --> 00:10:10.000]  會發光發熱不是他發明的
[00:10:10.000 --> 00:10:12.000]  他只是買了這個專利
[00:10:12.000 --> 00:10:14.000]  他覺得有用
[00:10:14.000 --> 00:10:16.000]  他就用很多反覆的實驗
[00:10:16.000 --> 00:10:18.000]  做了一個失敗
[00:10:18.000 --> 00:10:20.000]  做了一個失敗
[00:10:20.000 --> 00:10:22.000]  原來有人告訴我們
[00:10:22.000 --> 00:10:24.000]  他做了1600次內熱材料的測試
[00:10:24.000 --> 00:10:26.000]  600多次
[00:10:26.000 --> 00:10:28.000]  用多種植物纖維
[00:10:28.000 --> 00:10:30.000]  來做實驗
[00:10:30.000 --> 00:10:32.000]  真的很佩服他的決心
[00:10:32.000 --> 00:10:34.000]  他才製造出第一火
[00:10:34.000 --> 00:10:36.000]  用碳絲
[00:10:36.000 --> 00:10:38.000]  後來改為
[00:10:38.000 --> 00:10:40.000]  用烏絲材料的燈泡
[00:10:40.000 --> 00:10:42.000]  各位大兄姊妹
[00:10:42.000 --> 00:10:44.000]  今天我們作為
[00:10:44.000 --> 00:10:46.000]  一個屬神的群體
[00:10:46.000 --> 00:10:48.000]  我們去實踐教會的使命
[00:10:48.000 --> 00:10:50.000]  當然我們知道
[00:10:50.000 --> 00:10:52.000]  這一切已經在我們的聖經
[00:10:52.000 --> 00:10:54.000]  新舊約的聖經裏面
[00:10:54.000 --> 00:10:56.000]  上帝已經將他永恆的計劃
[00:10:56.000 --> 00:10:58.000]  指示了我們
[00:10:58.000 --> 00:11:00.000]  我們也知道整個計劃的核心
[00:11:00.000 --> 00:11:02.000]  是耶穌基督自己
[00:11:02.000 --> 00:11:04.000]  他也完成了沒有人能夠取代
[00:11:04.000 --> 00:11:06.000]  救贖的工作
[00:11:06.000 --> 00:11:08.000]  這些基要的原理我們不需要再提
[00:11:08.000 --> 00:11:10.000]  大家都很清楚
[00:11:10.000 --> 00:11:12.000]  但是神今天的計劃
[00:11:12.000 --> 00:11:14.000]  最重要
[00:11:14.000 --> 00:11:16.000]  未完成的部分
[00:11:16.000 --> 00:11:18.000]  這個故事
[00:11:18.000 --> 00:11:20.000]  我們又看不看得到
[00:11:20.000 --> 00:11:22.000]  其實
[00:11:22.000 --> 00:11:24.000]  他已經交了給教會
[00:11:24.000 --> 00:11:26.000]  直到
[00:11:26.000 --> 00:11:28.000]  空間的盡頭
[00:11:28.000 --> 00:11:30.000]  地極
[00:11:30.000 --> 00:11:32.000]  直到時代的盡頭
[00:11:32.000 --> 00:11:34.000]  世界的末了
[00:11:34.000 --> 00:11:36.000]  來完成
[00:11:36.000 --> 00:11:38.000]  教會原來就是那一條
[00:11:38.000 --> 00:11:40.000]  引發
[00:11:40.000 --> 00:11:42.000]  光和熱的護士
[00:11:42.000 --> 00:11:44.000]  教會就是引發
[00:11:44.000 --> 00:11:46.000]  大爆炸的信管
[00:11:46.000 --> 00:11:48.000]  當我們接上電源
[00:11:48.000 --> 00:11:50.000]  聖靈的大能
[00:11:50.000 --> 00:11:52.000]  我們在適當的環境下
[00:11:52.000 --> 00:11:54.000]  我們就能夠發光發熱
[00:11:54.000 --> 00:11:56.000]  照亮黑暗和冰冷的大地
[00:11:56.000 --> 00:11:58.000]  教會不是一個抽象的概念
[00:11:58.000 --> 00:12:00.000]  而是由你和我
[00:12:00.000 --> 00:12:02.000]  組成的群體
[00:12:02.000 --> 00:12:04.000]  我們要聚焦起來
[00:12:04.000 --> 00:12:06.000]  我們才有望去完成上帝的計劃
[00:12:06.000 --> 00:12:08.000]  你說
[00:12:08.000 --> 00:12:10.000]  這個計劃真是太偉大
[00:12:10.000 --> 00:12:12.000]  其實這個計劃真是很偉大
[00:12:12.000 --> 00:12:14.000]  他不是我們可以做得到
[00:12:14.000 --> 00:12:16.000]  他也不是一間堂會
[00:12:16.000 --> 00:12:18.000]  或者甚至是紅土區
[00:12:18.000 --> 00:12:20.000]  全港
[00:12:20.000 --> 00:12:22.000]  18區
[00:12:22.000 --> 00:12:24.000]  中國全世界的教會合起來
[00:12:24.000 --> 00:12:26.000]  可以做得到
[00:12:26.000 --> 00:12:28.000]  你說不是吧
[00:12:28.000 --> 00:12:30.000]  這樣都做不到
[00:12:30.000 --> 00:12:32.000]  這是歷世歷代的教會
[00:12:32.000 --> 00:12:34.000]  是天使天君
[00:12:34.000 --> 00:12:36.000]  是有形無形
[00:12:36.000 --> 00:12:38.000]  全宇宙一同建構的
[00:12:38.000 --> 00:12:40.000]  神的國度
[00:12:40.000 --> 00:12:42.000]  才能完成神的計劃
[00:12:42.000 --> 00:12:44.000]  我們必須在神的
[00:12:44.000 --> 00:12:46.000]  永恆的計劃裏找到我們個人
[00:12:46.000 --> 00:12:48.000]  我們群體
[00:12:48.000 --> 00:12:50.000]  在整個天地萬物宇宙之間的定位
[00:12:50.000 --> 00:12:52.000]  我們才有望
[00:12:52.000 --> 00:12:54.000]  完成神永恆的救贖計劃
[00:12:54.000 --> 00:12:56.000]  完成最終的使命
[00:12:56.000 --> 00:12:58.000]  哇
[00:12:58.000 --> 00:13:00.000]  林牧師你真是太抽象了
[00:13:00.000 --> 00:13:02.000]  全宇宙
[00:13:02.000 --> 00:13:04.000]  是啊
[00:13:04.000 --> 00:13:06.000]  有時我們眼光太少
[00:13:06.000 --> 00:13:08.000]  我們看不見我們的神
[00:13:08.000 --> 00:13:10.000]  是全宇宙的主宰
[00:13:10.000 --> 00:13:14.000]  有時我們狹窄的眼光
[00:13:14.000 --> 00:13:16.000]  限制了我們可以生活
[00:13:16.000 --> 00:13:18.000]  可以工作
[00:13:18.000 --> 00:13:20.000]  可以發揮能力的空間和範圍
[00:13:20.000 --> 00:13:22.000]  有時我們甚至將主的能力
[00:13:22.000 --> 00:13:24.000]  限制在教會裏
[00:13:24.000 --> 00:13:26.000]  燈要點亮
[00:13:26.000 --> 00:13:28.000]  炸彈要引爆
[00:13:28.000 --> 00:13:30.000]  一定有重要的目的
[00:13:30.000 --> 00:13:32.000]  起碼也不是像愛迪生
[00:13:32.000 --> 00:13:34.000]  試試那條烏絲是否發光
[00:13:34.000 --> 00:13:36.000]  同樣
[00:13:36.000 --> 00:13:38.000]  教會的使命
[00:13:38.000 --> 00:13:40.000]  並不是以教會自己為本體
[00:13:40.000 --> 00:13:42.000]  我們應該望準
[00:13:42.000 --> 00:13:44.000]  我們是基督耶穌
[00:13:44.000 --> 00:13:46.000]  我們是為基督而存在
[00:13:46.000 --> 00:13:48.000]  基督是我們生命的中心
[00:13:48.000 --> 00:13:50.000]  基督是誰呢?
[00:13:50.000 --> 00:13:52.000]  祂是創造主,又是救贖主
[00:13:52.000 --> 00:13:54.000]  我們要以神的榮耀
[00:13:54.000 --> 00:13:56.000]  作為我們的依歸
[00:13:56.000 --> 00:13:58.000]  我們過去或許太注重我們的成效
[00:13:58.000 --> 00:14:00.000]  甚至有時我們會功利地看
[00:14:00.000 --> 00:14:02.000]  傳福音、社會關懷
[00:14:02.000 --> 00:14:04.000]  會否帶來教會的復興、成長
[00:14:04.000 --> 00:14:06.000]  沒錯
[00:14:06.000 --> 00:14:08.000]  教會復興成長是好事
[00:14:08.000 --> 00:14:10.000]  但我們有時要問真
[00:14:10.000 --> 00:14:12.000]  我們是否真正關心的是
[00:14:12.000 --> 00:14:14.000]  上帝自己的榮耀
[00:14:14.000 --> 00:14:16.000]  當然我不是說教會所有增長
[00:14:16.000 --> 00:14:18.000]  成長的策略都有問題
[00:14:18.000 --> 00:14:20.000]  我們也曾經跟隨過
[00:14:20.000 --> 00:14:22.000]  小祖牧養模式
[00:14:22.000 --> 00:14:24.000]  我們也跟隨過馬鞍峰的目標導向
[00:14:24.000 --> 00:14:26.000]  教會模式
[00:14:26.000 --> 00:14:28.000]  這些是很值得我們去學習的
[00:14:28.000 --> 00:14:30.000]  但是我要問一個根本的問題
[00:14:30.000 --> 00:14:32.000]  我們
[00:14:32.000 --> 00:14:34.000]  有時很多的學說
[00:14:34.000 --> 00:14:36.000]  它都包含了一些市場學
[00:14:36.000 --> 00:14:38.000]  社會學、經濟學的觀點
[00:14:38.000 --> 00:14:40.000]  那些是好的
[00:14:40.000 --> 00:14:42.000]  但是裏面會否有
[00:14:42.000 --> 00:14:44.000]  蘋果的那顆核
[00:14:44.000 --> 00:14:46.000]  其實是有毒的呢?
[00:14:46.000 --> 00:14:48.000]  會否裏面其實是包含了資本主義
[00:14:48.000 --> 00:14:50.000]  功利主義
[00:14:50.000 --> 00:14:52.000]  甚至成功神學
[00:14:52.000 --> 00:14:54.000]  我們只是求表面上的
[00:14:54.000 --> 00:14:56.000]  成功、富裕、富足、健康
[00:14:56.000 --> 00:14:58.000]  這些毒素
[00:14:58.000 --> 00:15:00.000]  我們有時也一起吞下去
[00:15:00.000 --> 00:15:02.000]  其實呈現神的使命
[00:15:02.000 --> 00:15:04.000]  我們是否更加應該
[00:15:04.000 --> 00:15:06.000]  從聖經神的話語
[00:15:06.000 --> 00:15:08.000]  去學習呢?
[00:15:08.000 --> 00:15:10.000]  如果我們說神是宣教的神
[00:15:10.000 --> 00:15:12.000]  聖經是一本講宣教的書
[00:15:12.000 --> 00:15:14.000]  我們也沒有理由
[00:15:14.000 --> 00:15:16.000]  不看我們這本最重要的
[00:15:16.000 --> 00:15:18.000]  這本教科書
[00:15:18.000 --> 00:15:20.000]  而去看其他的天書
[00:15:20.000 --> 00:15:22.000]  坊間有很多增長
[00:15:22.000 --> 00:15:24.000]  教會增長的理論學說
[00:15:24.000 --> 00:15:26.000]  我們也應該放在聖經的亮光裏
[00:15:26.000 --> 00:15:28.000]  去審核
[00:15:28.000 --> 00:15:30.000]  去明察
[00:15:30.000 --> 00:15:32.000]  讓我們回到聖經裏面
[00:15:32.000 --> 00:15:34.000]  我們今天看
[00:15:34.000 --> 00:15:36.000]  主給我們的話語和經文
[00:15:36.000 --> 00:15:38.000]  我們揭開路加福音
[00:15:38.000 --> 00:15:40.000]  24章44至49節
