
[00:00:00.000 --> 00:00:05.960]  很開心,今年年初一看到很多電影節目參與崇拜
[00:05:16.960 --> 00:05:18.800]  這個不是我們《和合》的翻譯
[00:05:18.800 --> 00:05:22.400]  他說,污言穢語和愚妄的話
[00:05:22.400 --> 00:05:24.760]  或下流的笑話
[00:05:24.760 --> 00:05:27.240]  哇!我覺得這個真是很棒,是嗎?
[00:05:27.240 --> 00:05:29.040]  有時候我們都會覺得
[00:05:29.040 --> 00:05:30.840]  說笑而已
[00:05:30.840 --> 00:05:32.760]  我們覺得都沒甚麼所謂
[00:05:32.760 --> 00:05:35.560]  原來,這些都是不合宜的
[00:05:35.560 --> 00:05:37.040]  反而我們要學習
[00:05:37.040 --> 00:05:38.320]  是說感恩的說話
[00:05:38.320 --> 00:05:38.960]  甚至我們說
[00:05:38.960 --> 00:05:41.640]  我們應該要說一些祝福人的說話
[00:05:41.640 --> 00:05:43.520]  事實上,當我們彼此相愛
[00:05:43.520 --> 00:05:45.680]  互相去相處的時候
[00:05:45.680 --> 00:05:46.720]  在小組當中
[00:05:46.720 --> 00:05:48.640]  用了很多的時間、心思
[00:05:48.640 --> 00:05:52.720]  我們都在學習怎樣用愛心說誠實話
[00:05:52.720 --> 00:05:54.360]  特別當中做組長的
[00:05:54.360 --> 00:05:56.840]  做核心的我們牧養人的時候
[00:05:56.840 --> 00:05:59.320]  哇!真的學得好拿命的,是嗎?
[00:05:59.320 --> 00:06:01.880]  因為香港人不知道為甚麼這麼玻璃心
[00:06:01.880 --> 00:06:03.760]  還有不知道為甚麼在教會
[00:06:03.760 --> 00:06:06.240]  就特別玻璃,很專業的
[00:06:06.240 --> 00:06:10.840]  有時候很直接說,他又說受傷害
[00:06:10.840 --> 00:06:13.800]  有時候在牧養上我們就覺得很難
[00:06:13.800 --> 00:06:15.560]  究竟我們要跟你很坦白
[00:06:15.560 --> 00:06:19.080]  還是說含含糊糊就算了?
[00:06:19.080 --> 00:06:20.400]  事實上是的
[00:06:20.400 --> 00:06:23.280]  如果你想維持關係好
[00:06:23.280 --> 00:06:25.560]  當然要說話有禮貌
[00:06:25.560 --> 00:06:27.880]  或者是圓滑一點是好
[00:06:27.880 --> 00:06:29.440]  避免衝突
[00:06:29.440 --> 00:06:32.040]  但是,如果你作為父母,你都知道的
[00:06:32.040 --> 00:06:33.720]  如果你常常以為
[00:06:33.720 --> 00:06:35.640]  你跟子女要保持和諧
[00:06:35.640 --> 00:06:37.560]  而從來不衝突的
[00:06:37.560 --> 00:06:40.640]  簡單來說,你的子女是沒有父母的
[00:06:40.640 --> 00:06:42.640]  因為沒有人是教導他們
[00:06:42.640 --> 00:06:44.360]  沒有人去修剪他們
[00:06:44.360 --> 00:06:48.280]  他們的生命其實是很難被鍛鍊得好的
[00:06:48.280 --> 00:06:50.480]  你想想做教練那些
[00:06:50.480 --> 00:06:52.760]  哪一個不是死操爛操
[00:06:52.760 --> 00:06:54.960]  是會罵他們的
[00:06:54.960 --> 00:06:56.800]  但是這些說話背後
[00:06:56.800 --> 00:06:59.800]  其實是當他用愛心去幫助
[00:06:59.800 --> 00:07:03.840]  過後你會多謝這些曾經可能是罵過你的人
[00:07:03.840 --> 00:07:06.640]  不過,當然,我們都明白的
[00:07:06.640 --> 00:07:09.480]  人都是玻璃心的
[00:07:09.480 --> 00:07:11.240]  現在香港人是很敏感的
[00:07:11.240 --> 00:07:13.040]  所以聖經教我們
[00:07:13.040 --> 00:07:14.440]  我們要學甚麼呢?
[00:07:14.440 --> 00:07:18.120]  愛心和誠實話之間的平衡是怎樣去形容呢?
[00:07:18.120 --> 00:07:23.160]  就好像一個金蘋果放在銀網紙裏面
[00:07:23.160 --> 00:07:24.640]  金是很漂亮的
[00:07:24.640 --> 00:07:26.160]  金是很明亮的
[00:07:26.160 --> 00:07:27.400]  光芒是四射的
[00:07:27.400 --> 00:07:29.440]  很吸引你,很刺眼的
[00:07:29.440 --> 00:07:32.520]  但是,有時太近
[00:07:32.520 --> 00:07:34.640]  是很難受的
[00:07:34.640 --> 00:07:36.720]  也是受不起的
[00:07:36.720 --> 00:07:39.680]  所以我們叫「虛不受補」
[00:07:39.680 --> 00:07:41.560]  所以有時太弱的心靈
[00:07:41.560 --> 00:07:44.400]  你一個補品給它,它是受不住的
[00:07:44.400 --> 00:07:45.760]  所以它就好像說
[00:07:45.760 --> 00:07:48.280]  一個金蘋果是很漂亮,但是刺眼的
[00:07:48.280 --> 00:07:50.120]  如果它放在銀網紙裏面
[00:07:50.120 --> 00:07:51.640]  就好像拍照那些
[00:07:51.640 --> 00:07:53.360]  以前是沒有美顏的
[00:07:53.360 --> 00:07:55.240]  以前是用濾鏡的
[00:07:55.240 --> 00:07:56.640]  昨天Tim Sir說的
[00:07:56.640 --> 00:07:59.080]  用濾鏡,朦朦朧朧的
[00:07:59.080 --> 00:08:00.840]  就等你沒有美顏
[00:08:00.840 --> 00:08:03.480]  都覺得你青春一點和漂亮一點
[00:08:03.480 --> 00:08:06.880]  所以說話既然是帶有能力
[00:08:06.880 --> 00:08:08.880]  我們覺得說話會傷害到人
[00:08:08.880 --> 00:08:12.200]  其實說話就可以祝福到人
[00:08:12.200 --> 00:08:13.360]  幫助到人
[00:08:13.360 --> 00:08:14.760]  所以我們盼望弟兄姊妹
[00:08:14.760 --> 00:08:16.480]  不要只是這兩天
[00:08:16.480 --> 00:08:18.320]  才學習講因言
[00:08:18.320 --> 00:08:20.240]  而是在我們平日生活裏面
[00:08:20.240 --> 00:08:22.840]  好好地去鍛鍊
[00:08:22.840 --> 00:08:24.320]  除了聖經的教導之外
[00:08:24.320 --> 00:08:25.760]  其實在心理學界
[00:08:25.760 --> 00:08:27.520]  都是很正視
[00:08:27.520 --> 00:08:29.960]  原來我們講說話的那個能力
[00:08:29.960 --> 00:08:33.040]  有個概念叫做自我實現的預言
[00:08:33.040 --> 00:08:36.240]  意思是你經常都這樣講著它
[00:08:36.240 --> 00:08:37.480]  或者你身邊經常聽著
[00:08:37.480 --> 00:08:39.000]  有些人這樣跟你講
[00:08:39.000 --> 00:08:40.600]  就算不是
[00:08:40.600 --> 00:08:42.440]  都會變成真的
[00:08:42.440 --> 00:08:44.280]  同樣就是我們做父母
[00:08:44.280 --> 00:08:47.320]  中堂應該是家長多一點
[00:08:47.320 --> 00:08:48.080]  我們很想說
[00:08:48.080 --> 00:08:50.520]  怎樣去建立我們子女的自信心
[00:08:50.520 --> 00:08:51.640]  其實很坦白
[00:08:51.640 --> 00:08:52.960]  你付多貴的錢
[00:08:52.960 --> 00:08:55.200]  他受什麼訓練都好
[00:08:55.200 --> 00:08:56.920]  如果你一天到晚
[00:08:56.920 --> 00:09:00.000]  都罵他生個叉燒好的生理
[00:09:00.000 --> 00:09:01.040]  死蠢
[00:09:01.040 --> 00:09:02.760]  沒用的那些
[00:09:02.760 --> 00:09:04.240]  其實你是在放毒的
[00:09:04.240 --> 00:09:06.280]  他永遠都覺得自己是什麼
[00:09:06.280 --> 00:09:07.440]  就是死蠢
[00:09:07.440 --> 00:09:08.680]  沒用的
[00:09:08.680 --> 00:09:09.960]  所以有時候
[00:09:09.960 --> 00:09:11.360]  為什麼香港的下一代
[00:09:11.360 --> 00:09:13.240]  這麼多人說「躺平」呢
[00:09:13.240 --> 00:09:14.480]  我們上一代的老人家
[00:09:14.480 --> 00:09:15.800]  都要考慮一下
[00:09:15.800 --> 00:09:17.800]  會不會我們真的太嚴厲
[00:09:17.800 --> 00:09:19.880]  一天都覺得他們是不行的
[00:09:19.880 --> 00:09:21.000]  不行的 不行的
[00:09:21.000 --> 00:09:21.680]  終於
[00:09:21.680 --> 00:09:23.640]  他現在就說我不行
[00:09:23.640 --> 00:09:25.440]  我就是躺平給你看
[00:09:25.440 --> 00:09:27.320]  我是一向都不行的
[00:09:27.320 --> 00:09:29.160]  在那個狀態是很恐怖的
[00:09:29.160 --> 00:09:29.880]  實際上
[00:09:29.880 --> 00:09:31.440]  為什麼要說積極的說話
[00:09:31.440 --> 00:09:32.600]  說鼓勵的說話
[00:09:32.600 --> 00:09:35.400]  我們不是單一面阿Q精神
[00:09:35.400 --> 00:09:36.760]  也都不是叫我們
[00:09:36.760 --> 00:09:38.240]  掩著良心說話
[00:09:38.240 --> 00:09:40.480]  他說要說誠實話
[00:09:40.480 --> 00:09:43.120]  其實簡單一樣東西你就知道了
[00:09:43.120 --> 00:09:43.960]  很簡單的
[00:09:43.960 --> 00:09:44.800]  不用這麼深奧
[00:09:44.800 --> 00:09:45.960]  啦啦隊
[00:09:45.960 --> 00:09:47.520]  有沒有見過啦啦隊
[00:09:47.520 --> 00:09:49.720]  啦啦隊是怎樣的
[00:09:49.720 --> 00:09:51.120]  是積極鼓勵的
[00:09:51.120 --> 00:09:51.840]  是不是
[00:09:51.840 --> 00:09:52.880]  就算他包尾
[00:09:52.880 --> 00:09:53.800]  你都跟他聊什麼
[00:09:53.800 --> 00:09:55.600]  加油啊加油啊就快可以了
[00:09:55.600 --> 00:09:56.800]  加油啊就快可以了
[00:09:56.800 --> 00:09:58.600]  追到的了追到的了
[00:09:58.600 --> 00:10:00.120]  為什麼你會這樣說
[00:10:00.120 --> 00:10:02.560]  因為其實你是想鼓勵他
[00:10:02.560 --> 00:10:05.280]  繼續堅持和努力
[00:10:05.280 --> 00:10:08.080]  其實今天我們說一個好的說話
[00:10:08.080 --> 00:10:10.840]  背後其實真的很想去鼓勵
[00:10:10.840 --> 00:10:13.440]  和去支持弟兄姊妹
[00:10:13.440 --> 00:10:14.640]  在這個世界的裡面
[00:10:14.640 --> 00:10:17.800]  太多人是會說批評的說話
[00:10:17.800 --> 00:10:20.280]  他上學可能已經被老師批評
[00:10:20.280 --> 00:10:21.840]  他可能工作的時候
[00:10:21.840 --> 00:10:25.160]  他已經在公司也都被人很多很多的批評
[00:10:25.160 --> 00:10:27.600]  但是如果回到在教會當中
[00:10:27.600 --> 00:10:30.320]  我們還是很挑剔很批評的時候
[00:10:30.320 --> 00:10:31.640]  那麼這個世界
[00:10:31.640 --> 00:10:34.520]  真的沒有任何安息之所
[00:10:34.520 --> 00:10:36.080]  所以我們都明白
[00:10:36.080 --> 00:10:38.400]  我們是需要被鼓勵的
[00:10:38.400 --> 00:10:40.760]  只要你鼓勵他的時候
[00:10:40.760 --> 00:10:42.520]  他就會慢慢慢慢的
[00:10:42.520 --> 00:10:44.200]  你們都會向前
[00:10:44.200 --> 00:10:48.040]  如果他相信上帝看著是好的
[00:10:48.040 --> 00:10:50.280]  他相信上帝創造他
[00:10:50.280 --> 00:10:52.640]  不是沒有意義的
[00:10:52.640 --> 00:10:54.600]  他就能夠去接納自己
[00:10:54.600 --> 00:10:56.200]  也都去認定自己
[00:10:56.200 --> 00:10:59.440]  對他的生命是仍然存有希望的
[00:10:59.440 --> 00:11:00.520]  所以我盼望
[00:11:00.520 --> 00:11:04.160]  我們每一個都成為對方的啦啦隊
[00:11:04.160 --> 00:11:05.760]  而說話的重要性
[00:11:05.760 --> 00:11:07.880]  在教會當中很容易見到的
[00:11:07.880 --> 00:11:10.000]  就是一個叫「祝福」的時間
[00:11:10.000 --> 00:11:13.280]  教會我們教會比較特別一點
[00:11:13.280 --> 00:11:15.280]  我們殲墨是會有祈禱服侍的
[00:11:15.280 --> 00:11:15.960]  今天沒有
[00:11:15.960 --> 00:11:16.480]  今天休息
[00:11:16.480 --> 00:11:18.120]  不好意思 年初一
[00:11:18.120 --> 00:11:19.160]  我們祈禱服侍
[00:11:19.160 --> 00:11:20.760]  就有很多頂智媒站出來
[00:11:20.760 --> 00:11:23.280]  穿著藍色的紫色背心
[00:11:23.280 --> 00:11:24.600]  初初來到都不知道做什麼
[00:11:24.600 --> 00:11:26.160]  出去做什麼呢
[00:11:26.160 --> 00:11:28.560]  其實出去就是領受祝福
[00:11:28.560 --> 00:11:30.200]  我明白的
[00:11:30.200 --> 00:11:34.200]  無論中國人的儒家思想的傳統
[00:11:34.200 --> 00:11:35.880]  或者我們很保守的
[00:11:35.880 --> 00:11:39.720]  對於聖經舊約的很認真執著的
[00:11:39.720 --> 00:11:41.400]  我們有些是挑戰的
[00:11:41.400 --> 00:11:43.880]  第一 祝福是來自神的
[00:11:43.880 --> 00:11:46.000]  為什麼要人祝福
[00:11:46.000 --> 00:11:49.440]  又或者是父母 長輩
[00:11:49.440 --> 00:11:52.400]  位分高的才應該按手的
[00:11:52.400 --> 00:11:54.600]  我為什麼出來給一個小孩
[00:11:54.600 --> 00:11:57.280]  為我祈禱呢
[00:11:57.280 --> 00:11:59.440]  我不反對這些想法的
[00:11:59.440 --> 00:12:00.840]  因為這些事實上
[00:12:00.840 --> 00:12:02.520]  亦都是傳統下來
[00:12:02.520 --> 00:12:05.640]  是對於按手祝福的一個要求
[00:12:05.640 --> 00:12:08.160]  因此祭司 即是為人祝福
[00:12:08.160 --> 00:12:09.920]  我們按下典禮的時候
[00:12:09.920 --> 00:12:12.200]  我們都會請一些牧者出來
[00:12:12.200 --> 00:12:14.560]  為我們牧師祝福
[00:12:14.560 --> 00:12:17.400]  這一個是帶有權柄和能力
[00:12:17.400 --> 00:12:18.600]  是對的
[00:12:18.600 --> 00:12:19.600]  但今時今日
[00:12:19.600 --> 00:12:22.000]  為什麼我們都會讓子女去禱告
[00:12:22.000 --> 00:12:24.600]  讓子女去服侍 去祝福呢
[00:12:24.600 --> 00:12:25.720]  第一樣東西
[00:12:25.720 --> 00:12:27.440]  其實我們相信
[00:12:27.440 --> 00:12:29.560]  如果說話從上帝而來
[00:12:29.560 --> 00:12:31.640]  他一定是帶有果效的
[00:12:31.640 --> 00:12:33.520]  所以一班的正經姊妹
[00:12:33.520 --> 00:12:35.640]  她們不是無緣無故地穿上衣服
[00:12:35.640 --> 00:12:37.320]  就出來為你祈禱的
[00:12:37.320 --> 00:12:40.600]  很坦白 她們是在聚會之前
[00:12:40.600 --> 00:12:42.640]  她們在隔壁的地方
[00:12:42.640 --> 00:12:45.520]  她們一起是為大家禱告
[00:12:45.520 --> 00:12:47.280]  為大家去懇求
[00:12:47.280 --> 00:12:49.440]  她們只不過是謙卑自己
[00:12:49.440 --> 00:12:51.920]  成為一個叫做流通的管子
[00:12:51.920 --> 00:12:53.800]  在祈禱裏面有什麼感動
[00:12:53.800 --> 00:12:55.480]  有什麼想為大家祝福的
[00:12:55.480 --> 00:12:57.720]  她們就走出來膽粗粗地
[00:12:57.720 --> 00:12:59.640]  來去服侍大家
[00:12:59.640 --> 00:13:02.400]  所以這個所謂的禱告服侍
[00:13:02.400 --> 00:13:05.840]  我們只是希望能夠將上帝的祝福
[00:13:05.840 --> 00:13:08.840]  能夠提供 我們派信這樣
[00:13:08.840 --> 00:13:11.200]  來分發在大家當中
[00:13:11.200 --> 00:13:13.280]  而且在十字架之下
[00:13:13.280 --> 00:13:14.840]  我們正經姊妹之間的關係
[00:13:14.840 --> 00:13:17.440]  還有什麼 有一個叫做肢體的關係
[00:13:17.440 --> 00:13:18.840]  互為肢體
[00:13:18.840 --> 00:13:21.280]  即是說手可以幫助腳
[00:13:21.280 --> 00:13:22.880]  腳亦都會幫助手
[00:13:22.880 --> 00:13:25.040]  我們彼此是互為一體
[00:13:25.040 --> 00:13:26.800]  所以我們互相的祝福
[00:13:26.800 --> 00:13:30.320]  我們互相的禱告卻是合而的
[00:13:30.320 --> 00:13:33.560]  當我們想言語是有果效
[00:13:33.560 --> 00:13:35.840]  我們為人祝福 為人禱告
[00:13:35.840 --> 00:13:39.320]  是會帶來上帝的說話的時候
[00:13:39.320 --> 00:13:42.280]  我們怎樣去面對我們生命當中
[00:13:42.280 --> 00:13:46.080]  可能都有很多舊的垃圾重重複複
[00:13:46.080 --> 00:13:49.320]  特別在殲墨你們是參加經濟神營會
[00:13:49.320 --> 00:13:52.520]  有些人來過一次 兩次 三次 四次
[00:13:52.520 --> 00:13:55.560]  我們在生命當中見到很多的改變
[00:13:55.560 --> 00:13:56.880]  但是都很坦白
[00:13:56.880 --> 00:13:58.640]  我們都見不少
[00:13:58.640 --> 00:13:59.920]  其實他有來過的
[00:13:59.920 --> 00:14:02.200]  或者是一次 兩次
[00:14:02.200 --> 00:14:04.960]  但是很多時候在小組當中
[00:14:04.960 --> 00:14:08.720]  那些問題十年 廿年都是重複的
[00:14:08.720 --> 00:14:11.000]  要祈禱 服侍 Deliverance
[00:14:11.000 --> 00:14:13.400]  我們叫釋放禱告 醫治禱告
[00:14:13.400 --> 00:14:17.480]  其實十幾二十年好像沒有什麼改變
[00:14:17.480 --> 00:14:21.760]  怎樣才可以將一些奏作變為祝福呢
[00:14:21.760 --> 00:14:25.120]  我想上帝我們知道要學習說祝福的說話
[00:14:25.120 --> 00:14:27.920]  但是怎樣去面對這個課題呢
[00:14:27.920 --> 00:14:30.440]  神就給了一個很重要的人物
[00:14:30.440 --> 00:14:32.600]  很簡單 這個小人物在聖經裡面
[00:14:32.600 --> 00:14:33.800]  他叫做亞比斯
[00:14:33.800 --> 00:14:36.160]  今天我就想用他做一個例子
[00:14:36.160 --> 00:14:40.480]  怎樣在他的生命當中去看到奏作是會變為祝福的
[00:14:40.480 --> 00:14:44.400]  亞比斯的聖經只有這兩字的經文記載他
[00:14:44.400 --> 00:14:47.200]  但是我好想告訴你十幾年前
[00:14:47.200 --> 00:14:52.280]  亞比斯的禱告是轟動全球基督教界的
[00:14:52.280 --> 00:14:54.000]  很多大型的會議
[00:14:54.000 --> 00:14:55.440]  很多的教導
[00:14:55.440 --> 00:14:56.960]  很多的書本
[00:14:56.960 --> 00:14:59.320]  都是在說亞比斯禱告
[00:14:59.320 --> 00:15:01.080]  我相信如果你早信的
[00:15:01.080 --> 00:15:03.600]  你絕對是不陌生的
[00:15:03.600 --> 00:15:07.840]  我們簽密是2002年差不多
[00:15:07.840 --> 00:15:09.680]  那些時間我們是
[00:15:09.680 --> 00:15:10.960]  應該是2000年左右
[00:15:10.960 --> 00:15:13.800]  我們是想去美景花園的L1
[00:15:13.800 --> 00:15:15.720]  是第一層
[00:15:15.720 --> 00:15:17.440]  最底層來的
[00:15:17.440 --> 00:15:19.360]  但是當時當我們一開的時候
[00:15:19.360 --> 00:15:20.640]  我們已經是很開心的了
[00:15:20.640 --> 00:15:21.680]  因為是充美
[00:15:21.680 --> 00:15:24.520]  就是丁屋去到一個這麼大的地方
[00:15:24.520 --> 00:15:27.640]  還有那時候我們都是立志是想
[00:15:27.640 --> 00:15:30.680]  就是裝修上面是for family的
[00:15:30.680 --> 00:15:32.520]  因為精英是沒有大的地方的
[00:15:32.520 --> 00:15:35.040]  所以很多弟兄姊妹照顧小孩是很慘的
[00:15:35.040 --> 00:15:37.200]  就是我們在充美照顧小孩
[00:15:37.200 --> 00:15:39.120]  看到那些小孩在追蟑螂
[00:15:39.120 --> 00:15:41.200]  嚇到眼睛都凸出來了
[00:15:41.200 --> 00:15:43.240]  接著就很容易一跌倒就磨薑了
[00:15:43.240 --> 00:15:44.240]  那些腳這樣
[00:15:44.240 --> 00:15:45.800]  所以當我們有地方的時候
[00:15:45.800 --> 00:15:46.960]  我們特意設計都希望
[00:15:46.960 --> 00:15:48.200]  如果家人來
[00:15:48.200 --> 00:15:50.680]  帶一群小朋友來就好了
[00:15:50.680 --> 00:15:52.400]  但是當我們開始了
[00:15:52.400 --> 00:15:54.760]  就是整個地方用的時候就發現
[00:15:54.760 --> 00:15:56.520]  我們當時有三十多個小孩
[00:15:56.520 --> 00:15:57.800]  就一間房
[00:15:57.800 --> 00:15:59.480]  但是不知道為什麼上帝很賜福
[00:15:59.480 --> 00:16:01.560]  我們的小孩是特別活潑的
[00:16:01.560 --> 00:16:03.120]  所以我們send的學生
[00:16:03.120 --> 00:16:04.560]  我們是send的教會
[00:16:04.560 --> 00:16:05.640]  為什麼這樣說呢
[00:16:05.640 --> 00:16:07.360]  不要怪那些小孩send
[00:16:07.360 --> 00:16:08.680]  是遺傳來的
