
[00:00:00.000 --> 00:00:03.000]  那今天我要講的題目是
[00:06:16.560 --> 00:06:20.920]  因為受到亞述的勢力的侵犯
[00:06:20.920 --> 00:06:24.560]  所以他們就要找南國
[00:06:24.560 --> 00:06:28.680]  就猶大國來跟他們結盟
[00:06:28.680 --> 00:06:32.360]  來抵抗這亞述
[00:06:32.360 --> 00:06:35.840]  可是南國當時的王就是亞哈斯
[00:06:35.840 --> 00:06:38.640]  就今天我們所讀的亞哈斯
[00:06:38.640 --> 00:06:41.680]  那亞哈斯當時
[00:06:41.680 --> 00:06:46.600]  他就私自跟亞述
[00:06:46.600 --> 00:06:48.480]  去討好亞述
[00:06:48.480 --> 00:06:51.240]  向亞述進貢
[00:06:51.240 --> 00:06:55.360]  所以就拒絕北邊的
[00:06:55.360 --> 00:06:59.200]  這個北國還有亞蘭國
[00:06:59.200 --> 00:07:08.200]  所以當亞蘭和北國要來攻打南國
[00:07:08.200 --> 00:07:09.680]  亞哈斯的時候
[00:07:09.680 --> 00:07:15.800]  這一段記載就是這個故事
[00:07:15.800 --> 00:07:19.040]  那這一段的記載我們看到
[00:07:19.040 --> 00:07:20.440]  這裡面有一句
[00:07:20.440 --> 00:07:24.760]  也就是我們很熟悉的每一次說
[00:07:24.760 --> 00:07:27.040]  主自己要給你一個兆頭
[00:07:27.040 --> 00:07:29.480]  必有童女懷孕生子
[00:07:29.480 --> 00:07:33.720]  給她起名叫伊瑪內利
[00:07:33.720 --> 00:07:35.080]  在聖經裡面
[00:07:35.080 --> 00:07:39.680]  在舊約當時用希伯來語寫的時候
[00:07:39.680 --> 00:07:44.840]  這所翻譯的童女這個字
[00:07:44.840 --> 00:07:49.240]  Elma這個字
[00:07:49.240 --> 00:07:58.800]  是講到童女或是已婚的婦人
[00:07:58.800 --> 00:08:00.560]  有這樣兩個情形
[00:08:00.560 --> 00:08:08.640]  兩個字都可以用在這上面
[00:08:08.640 --> 00:08:13.640]  後來到公元前250年
[00:08:13.640 --> 00:08:22.280]  當時的多羅馬統治者
[00:08:22.280 --> 00:08:27.680]  他就請希伯來人
[00:08:27.680 --> 00:08:32.680]  把希伯來語翻譯成希臘語
[00:08:32.680 --> 00:08:35.000]  這就是七十四億本
[00:08:35.000 --> 00:08:36.600]  當翻譯的時候
[00:08:36.600 --> 00:08:38.880]  這個字有兩個意思
[00:08:38.880 --> 00:08:42.880]  一個Elma這個字是童女
[00:08:42.880 --> 00:08:50.240]  可是這個字同樣也是一個婦人
[00:08:50.240 --> 00:08:51.920]  七十四億本
[00:08:51.920 --> 00:08:57.280]  他就選了童女來記載
[00:08:57.280 --> 00:08:59.880]  在這七十四億本
[00:08:59.880 --> 00:09:04.200]  根據當時的選擇
[00:09:04.200 --> 00:09:09.480]  是因為在第八章裡面講到
[00:09:09.480 --> 00:09:14.760]  以賽亞當時跟亞哈斯講話的時候
[00:09:14.760 --> 00:09:17.840]  確實講到童女這個字
[00:09:17.840 --> 00:09:20.640]  確實有一個定貫詞
[00:09:20.640 --> 00:09:26.120]  這個童女當時還沒有結婚
[00:09:26.120 --> 00:09:31.120]  可是後來他娶了這位女子
[00:09:31.120 --> 00:09:33.760]  所以因為他的妻子過世以後
[00:09:33.760 --> 00:09:39.040]  他娶這位童女
[00:09:39.040 --> 00:09:42.400]  所以這背景是這樣的情形
[00:09:42.400 --> 00:09:44.440]  所以在這邊我們看到
[00:09:44.440 --> 00:09:47.600]  在解經方面就有三個不同的解經
[00:09:47.600 --> 00:09:50.280]  第一個就是歷史應驗說
[00:09:50.280 --> 00:09:51.840]  有這樣一個說法
[00:09:51.840 --> 00:09:54.880]  有一派是站在這樣一個立場
[00:09:54.880 --> 00:09:57.120]  就是說這已經應驗了
[00:09:57.120 --> 00:09:59.240]  因為在以賽亞當時
[00:09:59.240 --> 00:10:01.960]  所講預言的時候已經應驗
[00:10:01.960 --> 00:10:05.720]  另外有一派說單應驗說
[00:10:05.720 --> 00:10:09.240]  就是說這個講到
[00:10:09.240 --> 00:10:13.360]  這個兆頭這個童女懷孕生子
[00:10:13.360 --> 00:10:16.400]  只有單單指到主耶穌
[00:10:16.400 --> 00:10:20.000]  將來要來的這位救主
[00:10:20.000 --> 00:10:21.200]  這單說
[00:10:21.200 --> 00:10:23.320]  另外一個雙應驗說
[00:10:23.320 --> 00:10:29.120]  也就是講到當時靜觀所發生的事
[00:10:29.120 --> 00:10:34.920]  同時也有遠觀以後將要發生的事
[00:10:34.920 --> 00:10:37.080]  只要從我的領受
[00:10:37.080 --> 00:10:42.320]  我就會採取雙應驗說
[00:10:42.320 --> 00:10:43.280]  為什麼
[00:10:43.280 --> 00:10:50.280]  當時亞哈斯聽到北邊要來攻打他
[00:10:50.280 --> 00:10:53.280]  因為他不要與他聯盟
[00:10:53.280 --> 00:10:56.200]  可是他私下已經跟亞述聯盟
[00:10:56.200 --> 00:10:58.160]  他這一段裡面說
[00:10:58.160 --> 00:11:03.480]  他心裡就懼怕
[00:11:03.480 --> 00:11:10.200]  神就猜以賽亞書去給他勸慰
[00:11:10.200 --> 00:11:12.120]  給他挑戰
[00:11:12.120 --> 00:11:17.840]  給他宣告要投靠耶和華
[00:11:17.840 --> 00:11:20.320]  所以在這樣的情形
[00:11:20.320 --> 00:11:24.560]  以賽亞向亞哈斯講的時候
[00:11:24.560 --> 00:11:26.920]  給亞哈斯有一個記號
[00:11:26.920 --> 00:11:28.920]  我們聖經說兆頭
[00:11:28.920 --> 00:11:30.240]  假如你看英文聖經
[00:11:30.240 --> 00:11:33.680]  他說給他一個記號
[00:11:33.680 --> 00:11:39.200]  所謂記號就是有一個事蹟要發生
[00:11:39.200 --> 00:11:44.080]  當以賽亞說這童女必懷孕生子的時候
[00:11:44.080 --> 00:11:46.440]  不是漫天說
[00:11:46.440 --> 00:11:52.160]  是指定有一位童女要懷孕生子
[00:11:52.160 --> 00:11:56.960]  可是這位童女後來以賽亞去了
[00:11:56.960 --> 00:12:00.840]  那在第八章所講到的
[00:12:00.840 --> 00:12:05.840]  可是這一段話語來到新約的時候
[00:12:05.840 --> 00:12:09.240]  馬太所得到的啟示
[00:12:09.240 --> 00:12:12.880]  就想到舊約有那一段的記載
[00:12:12.880 --> 00:12:17.600]  今天在主耶穌身上同樣發生
[00:12:17.600 --> 00:12:20.520]  因為天使對約瑟說
[00:12:20.520 --> 00:12:24.760]  要給他起名叫以馬內利
[00:12:24.760 --> 00:12:29.760]  這神又特別來給約瑟的啟示
[00:12:29.760 --> 00:12:33.560]  所以我們看到有舊約當時所發生的
[00:12:33.560 --> 00:12:36.360]  更是這個預言
[00:12:36.360 --> 00:12:39.160]  或是這個當時所發生的一件事
[00:12:39.160 --> 00:12:44.320]  有更全被終極的一個啟示
[00:12:44.320 --> 00:12:48.960]  是在主耶穌身上
[00:12:48.960 --> 00:12:51.520]  所以當時亞哈斯什麼樣的情況呢
[00:12:51.520 --> 00:12:55.520]  因為他們國家衰弱
[00:12:55.520 --> 00:12:59.400]  國家開始有不同的聲音
[00:12:59.400 --> 00:13:02.200]  是否投靠亞述
[00:13:02.200 --> 00:13:06.360]  是否投靠埃及在南邊呢
[00:13:06.360 --> 00:13:11.440]  可是北邊的又要他們來跟他們結盟
[00:13:11.440 --> 00:13:13.200]  在這樣的一個情形
[00:13:13.200 --> 00:13:16.240]  我們看到在第六章的
[00:13:16.240 --> 00:13:21.360]  第七章的第三節
[00:13:21.360 --> 00:13:28.960]  所以亞哈斯來到這水溝頭那個地方
[00:13:28.960 --> 00:13:34.440]  那表示當戰爭要爆發的時候
[00:13:34.440 --> 00:13:39.360]  這亞哈斯王就來到這水的源頭
[00:13:39.360 --> 00:13:42.080]  儲存水的地方夠不夠
[00:13:42.080 --> 00:13:44.400]  來應付這樣的一個征戰
[00:13:44.400 --> 00:13:46.600]  在這樣一個膽怯的時候
[00:13:46.600 --> 00:13:51.000]  在這樣的驚怕失魂的時候
[00:13:51.000 --> 00:13:57.560]  神藉著以賽亞來向亞哈斯講話
[00:13:57.560 --> 00:14:00.560]  假如你們注意看這一段聖經
[00:14:00.560 --> 00:14:04.680]  當講到亞哈斯王的時候
[00:14:04.680 --> 00:14:07.680]  這裡就特別講
[00:14:07.680 --> 00:14:09.480]  第二節說
[00:14:09.480 --> 00:14:12.000]  大衛的家說
[00:14:12.000 --> 00:14:13.840]  或是在第十三節說
[00:14:13.840 --> 00:14:16.200]  大衛的家
[00:14:16.200 --> 00:14:17.920]  這裡代表什麼
[00:14:17.920 --> 00:14:21.320]  為什麼要特別強調大衛的家
[00:14:21.320 --> 00:14:22.600]  我們不可忘記
[00:14:22.600 --> 00:14:24.920]  神向大衛應許
[00:14:24.920 --> 00:14:26.840]  與大衛立約
[00:14:26.840 --> 00:14:30.280]  大衛的寶座必永遠堅定
[00:14:30.280 --> 00:14:32.120]  那換句話說
[00:14:32.120 --> 00:14:36.520]  神自己所發出的誓言
[00:14:36.520 --> 00:14:39.600]  他要持守這個誓言
[00:14:39.600 --> 00:14:44.440]  所以當以賽亞來向亞哈斯說的時候
[00:14:44.440 --> 00:14:46.640]  他就要說大衛的家
[00:14:46.640 --> 00:14:48.200]  他不是說亞哈斯
[00:14:48.200 --> 00:14:51.760]  當然亞哈斯是大衛的後裔
[00:14:51.760 --> 00:14:52.840]  我們要知道
[00:14:52.840 --> 00:14:56.280]  南國只有一個王朝
[00:14:56.280 --> 00:14:58.960]  只有一個王朝
[00:14:58.960 --> 00:15:01.920]  北國有好幾個王朝
[00:15:01.920 --> 00:15:03.320]  有二十個王朝
[00:15:03.320 --> 00:15:04.880]  不同的王
[00:15:04.880 --> 00:15:08.120]  誰篡位誰就上臺
[00:15:08.120 --> 00:15:10.960]  南國只有一個王朝
[00:15:10.960 --> 00:15:13.880]  所以在這個大衛的家
[00:15:13.880 --> 00:15:17.080]  要給他信心說
[00:15:17.080 --> 00:15:19.240]  神要保守你
[00:15:19.240 --> 00:15:21.920]  你不要靠人
[00:15:21.920 --> 00:15:24.280]  不要靠馬
[00:15:24.280 --> 00:15:30.000]  給他這樣一個確定
[00:15:30.000 --> 00:15:32.680]  再加上你看第四節
[00:15:32.680 --> 00:15:34.720]  他說這個亞蘭王
[00:15:34.720 --> 00:15:37.760]  還有以色列
[00:15:37.760 --> 00:15:41.040]  他們就像冒煙的火把
[00:15:41.040 --> 00:15:42.200]  換句話說
[00:15:42.200 --> 00:15:45.920]  當火很旺
[00:15:45.920 --> 00:15:47.760]  要熄了之前
[00:15:47.760 --> 00:15:48.920]  開始冒煙
[00:15:48.920 --> 00:15:50.680]  就說這兩個國
[00:15:50.680 --> 00:15:53.120]  你看起來好像很有勢力
[00:15:53.120 --> 00:15:54.560]  聯盟
[00:15:54.560 --> 00:16:02.320]  但是他就像一個冒煙的火一樣
[00:16:02.320 --> 00:16:07.320]  以賽亞來到亞哈斯面前
[00:16:07.320 --> 00:16:10.400]  所以以賽亞只有一句話
[00:16:10.400 --> 00:16:12.080]  你要投靠煙火
[00:16:12.080 --> 00:16:14.360]  神必拯救你
[00:16:14.360 --> 00:16:17.000]  可是亞哈斯怎麼回答呢
[00:16:17.000 --> 00:16:20.720]  當我們看亞哈斯的回答
[00:16:20.720 --> 00:16:23.560]  在第十二節
[00:16:23.560 --> 00:16:29.160]  以賽亞要亞哈斯求一個記號
[00:16:29.160 --> 00:16:31.080]  亞哈斯的回答
[00:16:31.080 --> 00:16:33.040]  就說我不求
[00:16:33.040 --> 00:16:35.760]  我不試探煙火火
[00:16:35.760 --> 00:16:37.920]  假如我們從這表面上看起來
[00:16:37.920 --> 00:16:40.480]  亞哈斯是否很屬靈
[00:16:40.480 --> 00:16:42.200]  好 我不求
[00:16:42.200 --> 00:16:45.040]  因為我不試探煙火火
[00:16:45.040 --> 00:16:48.560]  不試探神
[00:16:48.560 --> 00:16:52.280]  可是裡面歷史給我們看到
[00:16:52.280 --> 00:16:55.560]  他已經跟亞蘇進貢
[00:16:55.560 --> 00:16:57.480]  討好亞蘇
[00:16:57.480 --> 00:17:06.720]  所以他不願意來到神的面前
[00:17:06.720 --> 00:17:08.560]  所以今天我們看到
[00:17:08.560 --> 00:17:13.160]  北國他們當時興盛
[00:17:13.160 --> 00:17:17.320]  可是在公元722年
[00:17:17.320 --> 00:17:20.120]  他們就亡國
[00:17:20.120 --> 00:17:25.320]  亡在亞蘇
[00:17:25.320 --> 00:17:30.520]  那亞蘇後來又亡給巴比倫
[00:17:30.520 --> 00:17:35.720]  最後巴比倫攻領了南國
[00:17:35.720 --> 00:17:39.280]  所以南國有二十個君王
[00:17:39.280 --> 00:17:44.160]  可是裡面雖然不是都是惡的王
[00:17:44.160 --> 00:17:48.000]  可是也有敬畏也好好的王
[00:17:48.000 --> 00:17:52.000]  所以神就保守他們的國
[00:17:52.000 --> 00:17:55.320]  比北國還要延長
[00:17:55.320 --> 00:17:57.280]  所以在這一段裡面我們看到
[00:17:57.280 --> 00:18:00.120]  第一個真理
[00:18:00.120 --> 00:18:03.680]  當神發預言
[00:18:03.680 --> 00:18:06.960]  藉著先知來警告
[00:18:06.960 --> 00:18:12.640]  來安慰亞哈斯的時候
[00:18:12.640 --> 00:18:17.120]  亞哈斯拒絕了
[00:18:17.120 --> 00:18:22.000]  可是神的旨意會改變嗎
[00:18:22.000 --> 00:18:24.760]  神的旨意不會改變
[00:18:24.760 --> 00:18:29.720]  神要做的事必定要成就
[00:18:29.720 --> 00:18:34.840]  這就是我們所說預定論裡面
[00:18:34.840 --> 00:18:38.960]  神要成就的他必定成就
[00:18:38.960 --> 00:18:43.760]  可是對亞哈斯來說呢
[00:18:43.760 --> 00:18:45.400]  他有選擇
[00:18:45.400 --> 00:18:47.560]  他選擇投靠閻羅華
[00:18:47.560 --> 00:18:50.240]  閻羅華就會保護他
[00:18:50.240 --> 00:18:52.200]  他投靠亞蘇
[00:18:52.200 --> 00:19:00.640]  最終南國就在巴比倫被吞滅
[00:19:00.640 --> 00:19:03.840]  所以終極目標神要做的事
[00:19:03.840 --> 00:19:05.440]  不會受影響
[00:19:05.440 --> 00:19:07.920]  因為神是全權的神
[00:19:07.920 --> 00:19:09.800]  可是在這過程中
[00:19:09.800 --> 00:19:13.360]  人人都要對神負責
[00:19:13.360 --> 00:19:15.280]  當你不願意順服神
[00:19:15.280 --> 00:19:18.320]  神的旨意一樣可以成就
[00:19:18.320 --> 00:19:20.360]  不因為人的不順服
[00:19:20.360 --> 00:19:24.800]  神的旨意就受到阻饒
[00:19:24.800 --> 00:19:29.040]  在這邊我們看到亞哈斯
[00:19:29.040 --> 00:19:32.480]  他棄絕了
[00:19:32.480 --> 00:19:35.320]  所以歷史也給我們看到
[00:19:35.320 --> 00:19:37.520]  事情成就的時候
[00:19:37.520 --> 00:19:41.640]  他說等到這孩子能
[00:19:41.640 --> 00:19:43.640]  棄惡則善
[00:19:43.640 --> 00:19:47.600]  那惡亡之地必至見棄
[00:19:47.600 --> 00:19:54.160]  在十五十六節的時候
[00:19:54.160 --> 00:19:56.560]  歷史給我們見證
[00:19:56.560 --> 00:20:00.400]  當以賽亞發預言的時候
[00:20:00.400 --> 00:20:03.800]  是公元七百三十四年
[00:20:03.800 --> 00:20:06.520]  七百三十二年
[00:20:06.520 --> 00:20:10.680]  這兩個國
[00:20:10.680 --> 00:20:17.040]  也就慢慢衰弱消失了
[00:20:17.040 --> 00:20:18.520]  為什麼亞哈斯不求
[00:20:18.520 --> 00:20:21.160]  反而用蜀靈的俗語
[00:20:21.160 --> 00:20:23.120]  不試探耶和華呢
[00:20:23.120 --> 00:20:25.360]  這我們要思想一下
[00:20:25.360 --> 00:20:29.480]  多少時候我們心中已經決定了
[00:20:29.480 --> 00:20:31.600]  多少時候我們
[00:20:31.600 --> 00:20:33.320]  不按照神的方式
[00:20:33.320 --> 00:20:36.880]  我們很會用一些蜀靈的話語
[00:20:36.880 --> 00:20:40.560]  來抵擋神的旨意
[00:20:40.560 --> 00:20:46.200]  因為他心中已經注定要投靠亞述
[00:20:46.200 --> 00:20:50.400]  所以他寧願不來求問神
[00:20:50.400 --> 00:20:52.920]  或是他也可以這樣想
[00:20:52.920 --> 00:20:55.240]  這是蜀勢的事
[00:20:55.240 --> 00:20:56.560]  這是軍事
[00:20:56.560 --> 00:20:57.960]  這是政治
[00:20:57.960 --> 00:20:59.200]  神管不著
[00:20:59.200 --> 00:21:03.240]  神是負責蜀靈的事
[00:21:03.240 --> 00:21:06.880]  這是完全錯誤的
[00:21:06.880 --> 00:21:11.440]  所以亞哈斯的失敗
[00:21:11.440 --> 00:21:17.040]  也給我們一個警惕
[00:21:17.040 --> 00:21:21.040]  所以伊瑪內利在當時
[00:21:21.040 --> 00:21:26.320]  神要給他一個記號
[00:21:26.320 --> 00:21:27.840]  生下來的小孩
[00:21:27.840 --> 00:21:30.080]  後來成為伊瑪內利
[00:21:30.080 --> 00:21:33.600]  在第八章的時候
[00:21:33.600 --> 00:21:37.960]  已經給他一個很明確的記號
[00:21:37.960 --> 00:21:41.200]  他願意放棄
[00:21:41.200 --> 00:21:42.400]  所以今天
[00:21:42.400 --> 00:21:44.480]  若我們願意放棄
[00:21:44.480 --> 00:21:46.600]  不能責怪神
[00:21:46.600 --> 00:21:48.440]  當我們願意放棄
[00:21:48.440 --> 00:21:51.800]  神要給我們的應許的時候
[00:21:51.800 --> 00:21:55.160]  是你我在神面前的
[00:21:55.160 --> 00:21:59.840]  我們要自己負責自己的選擇
[00:21:59.840 --> 00:22:03.040]  可是神是否因為我們的選擇
[00:22:03.040 --> 00:22:04.320]  不投靠他
[00:22:04.320 --> 00:22:06.720]  神就受到影響嗎
[00:22:06.720 --> 00:22:10.160]  是否神的榮耀就受到影響嗎
[00:22:10.160 --> 00:22:15.280]  或是神的旨意就會受到挫折嗎
[00:22:15.280 --> 00:22:17.480]  從聖經給我們看到
[00:22:17.480 --> 00:22:19.600]  絕對不會
[00:22:19.600 --> 00:22:23.040]  我們仍以為我們可以左右神
[00:22:23.040 --> 00:22:24.760]  從歷史來看
[00:22:24.760 --> 00:22:29.320]  絕對不會
[00:22:29.320 --> 00:22:32.240]  猶太人亡國多少年
[00:22:32.240 --> 00:22:36.480]  兩千多年
[00:22:36.480 --> 00:22:40.360]  兩千多年亡國之後
[00:22:40.360 --> 00:22:42.960]  當1948年復國的時候
[00:22:42.960 --> 00:22:46.920]  今天他們所用的語文
[00:22:46.920 --> 00:22:51.480]  是希伯來語
[00:22:51.480 --> 00:22:55.520]  這是一個很奇妙的事
[00:22:55.520 --> 00:22:57.800]  神要成就的事
[00:22:57.800 --> 00:23:00.480]  他必定成就
[00:23:00.480 --> 00:23:02.760]  多少其他國家
[00:23:02.760 --> 00:23:04.720]  亡一兩百年之後
[00:23:04.720 --> 00:23:07.320]  這文化這語言
[00:23:07.320 --> 00:23:10.040]  都消失了
[00:23:10.040 --> 00:23:14.360]  只有從考古裡面去挖掘出來
[00:23:14.360 --> 00:23:16.320]  今天我們從舊約看到
[00:23:16.320 --> 00:23:19.520]  神要與亞哈斯同在
[00:23:19.520 --> 00:23:21.520]  亞哈斯拒絕
[00:23:21.520 --> 00:23:22.720]  在新約
[00:23:22.720 --> 00:23:24.200]  我們所熟悉的
[00:23:24.200 --> 00:23:25.960]  聖誕節要來臨
[00:23:25.960 --> 00:23:28.600]  神要藉著耶穌的誕生
[00:23:28.600 --> 00:23:33.040]  要與我們同在
[00:23:33.040 --> 00:23:35.480]  我們是否拒絕
[00:23:35.480 --> 00:23:38.280]  要聖經用歷史來見證
[00:23:38.280 --> 00:23:39.720]  祂的真實
[00:23:39.720 --> 00:23:41.720]  用歷史來見證
[00:23:41.720 --> 00:23:45.680]  祂的準確性
[00:23:45.680 --> 00:23:51.520]  你我拒絕是什麼原因
[00:23:51.520 --> 00:23:54.280]  所以在結論裡面
[00:23:54.280 --> 00:23:56.200]  我今天定出三點
[00:23:56.200 --> 00:23:57.920]  第一點
