
[00:00:00.000 --> 00:00:04.600]  上星期 很感恩Steven傳道跟大家分享崇拜的訊息
[00:02:13.520 --> 00:02:18.920]  弟兄姊妹 這幅照片嘗試描繪主耶穌基督
[00:02:18.920 --> 00:02:23.520]  去適合在巴勒斯坦地區羊圈的情況
[00:02:23.520 --> 00:02:28.120]  在《約翰福音》第十章十四到第十六節
[00:02:28.120 --> 00:02:31.720]  耶穌說出了羊圈和牧羊人的比喻
[00:02:31.720 --> 00:02:35.520]  原來因為牧羊人帶領羊群離開村子
[00:02:35.520 --> 00:02:42.320]  去野地 山坡 抗野找草原和水源
[00:02:42.320 --> 00:02:44.920]  有時未必趕得及回到村子
[00:02:44.920 --> 00:02:46.520]  所以在野地裡
[00:02:46.520 --> 00:02:51.720]  有幾個牧羊人會有一些羊圈
[00:02:51.720 --> 00:02:55.720]  用石頭圍起一個圍牆
[00:02:55.720 --> 00:02:57.320]  然後有個門口
[00:02:57.320 --> 00:03:00.920]  這個門口他們會請一些故宮守住
[00:03:00.920 --> 00:03:04.520]  牧羊人黃昏時把羊群趕到羊圈裡
[00:03:04.520 --> 00:03:06.520]  牧羊人便回家休息
[00:03:06.520 --> 00:03:09.920]  翌日早上回來時準備帶羊出去吃草
[00:03:09.920 --> 00:03:12.120]  故宮便開門
[00:03:12.120 --> 00:03:15.320]  牧羊人會用他自己很特別的聲音
[00:03:15.320 --> 00:03:19.720]  或者他會記得屬於他的羊的名字
[00:03:19.720 --> 00:03:22.320]  然後叫小羊小黑
[00:03:22.320 --> 00:03:24.920]  小羊小黑便會出來
[00:03:24.920 --> 00:03:28.920]  因為聽到很熟悉的牧羊人的聲音
[00:03:28.920 --> 00:03:34.320]  羊群便會跟著牧羊人去找草吃
[00:03:34.320 --> 00:03:36.320]  在耶穌的描述裡
[00:03:36.320 --> 00:03:39.920]  原來也有另外兩類人物
[00:03:39.920 --> 00:03:42.720]  第一類是強盜
[00:03:42.720 --> 00:03:43.920]  是賊
[00:03:43.920 --> 00:03:44.720]  為什麼呢?
[00:03:44.720 --> 00:03:46.720]  因為有賊有強盜
[00:03:46.720 --> 00:03:50.720]  故宮在晚上睡覺時
[00:03:50.720 --> 00:03:52.520]  會爬過這些石牆
[00:03:52.520 --> 00:03:55.120]  然後偷羊
[00:03:55.120 --> 00:03:56.320]  所以主耶穌說
[00:03:56.320 --> 00:03:58.320]  如果不是從門中進入
[00:03:58.320 --> 00:04:00.320]  那些就是賊
[00:04:00.320 --> 00:04:02.520]  接著說到故宮
[00:04:02.520 --> 00:04:04.920]  故宮是被聘請回來的
[00:04:04.920 --> 00:04:07.320]  他們不是羊的主人
[00:04:07.320 --> 00:04:09.320]  所以無怪乎主耶穌也說
[00:04:09.320 --> 00:04:10.520]  如果有狼來
[00:04:10.520 --> 00:04:11.720]  他們會怎樣呢?
[00:04:11.720 --> 00:04:13.720]  因為性命攸關
[00:04:13.720 --> 00:04:14.720]  危險
[00:04:14.720 --> 00:04:18.120]  故宮他們便會逃跑
[00:04:18.120 --> 00:04:22.520]  其實主耶穌也用了強盜和故宮
[00:04:22.520 --> 00:04:26.320]  來比喻當時的一些人物
[00:04:26.320 --> 00:04:28.720]  特別是在耶穌之前來的
[00:04:28.720 --> 00:04:30.320]  說自己是尼塞亞
[00:04:30.320 --> 00:04:31.720]  其實是假的
[00:04:31.720 --> 00:04:34.720]  或者是當時的一些祭司長
[00:04:34.720 --> 00:04:36.320]  文氏
[00:04:36.320 --> 00:04:37.320]  法利塞人
[00:04:37.320 --> 00:04:40.120]  其實他們有宗教領袖的位置
[00:04:40.120 --> 00:04:43.520]  但是卻沒有關愛群羊
[00:04:43.520 --> 00:04:47.120]  其實都是想從群羊當中取利
[00:04:47.120 --> 00:04:49.120]  所以其實耶穌基督
[00:04:49.120 --> 00:04:51.320]  祂說這番話的當下
[00:04:51.320 --> 00:04:54.520]  其實祂也在面對很大的挑戰
[00:04:54.520 --> 00:04:56.320]  因為當時的
[00:04:56.320 --> 00:04:59.120]  屬靈的所謂的宗教領袖
[00:04:59.120 --> 00:05:00.120]  法利塞人
[00:05:00.120 --> 00:05:04.320]  其實他們開始動了一些殺機
[00:05:04.320 --> 00:05:07.920]  很想害死耶穌
[00:05:07.920 --> 00:05:12.320]  所以其實耶穌也在面對很大的挑戰
[00:05:12.320 --> 00:05:14.720]  在這個比喻當中
[00:05:14.720 --> 00:05:16.520]  縱然有不同的人物
[00:05:16.520 --> 00:05:17.920]  但是對比之下
[00:05:17.920 --> 00:05:19.720]  耶穌很清晰地說道
[00:05:19.720 --> 00:05:23.320]  「我是好木人」
[00:05:23.320 --> 00:05:24.320]  弟兄姊妹
[00:05:24.320 --> 00:05:26.320]  原來當我們思想
[00:05:26.320 --> 00:05:28.920]  我們要在現今的時刻
[00:05:28.920 --> 00:05:30.520]  我們要跨出去
[00:05:30.520 --> 00:05:31.920]  去傳福音
[00:05:31.920 --> 00:05:34.920]  去領主的羊回來的時候
[00:05:34.920 --> 00:05:38.920]  我們回到最基本的原始點
[00:05:38.920 --> 00:05:40.720]  我們的起點在那裡呢?
[00:05:40.720 --> 00:05:43.520]  就是我們要思想
[00:05:43.520 --> 00:05:48.920]  回想主的心腸
[00:05:48.920 --> 00:05:50.720]  祂是一位大牧者
[00:05:50.720 --> 00:05:52.520]  祂的憐憫心腸
[00:05:52.520 --> 00:05:55.520]  其實大家從舊約聖經一開始
[00:05:55.520 --> 00:05:57.720]  耶和華神已經表明
[00:05:57.720 --> 00:05:59.920]  祂是大牧者的身份
[00:05:59.920 --> 00:06:02.920]  在我們最熟悉的詩篇二十三篇
[00:06:02.920 --> 00:06:06.120]  「耶和華是我的牧者」
[00:06:06.120 --> 00:06:07.120]  在舊約裡面
[00:06:07.120 --> 00:06:08.520]  我們常常體會到
[00:06:08.520 --> 00:06:12.920]  以色列民被譽為神的羊群
[00:06:12.920 --> 00:06:14.120]  但是我們明白
[00:06:14.120 --> 00:06:16.320]  原來神所預定的救恩
[00:06:16.320 --> 00:06:19.520]  並不只是單單給以色列民
[00:06:19.520 --> 00:06:23.920]  但是神不斷地呼籲預言
[00:06:23.920 --> 00:06:27.320]  將來有一位真正的牧者出現
[00:06:27.320 --> 00:06:32.120]  去帶領神的羊群回歸主的救恩裡面
[00:06:32.120 --> 00:06:33.720]  所以主耶穌也說
[00:06:33.720 --> 00:06:34.920]  「我就是門
[00:06:34.920 --> 00:06:37.520]  凡從我進入的必得安全
[00:06:37.520 --> 00:06:38.920]  並且可進出」
[00:06:38.920 --> 00:06:42.120]  這個「門」是指羊圈的門
[00:06:42.120 --> 00:06:43.320]  「找到草吃
[00:06:43.320 --> 00:06:46.920]  盜賊來無非是要偷竊、殺害、毀壞
[00:06:46.920 --> 00:06:50.320]  我來了是要養得生命
[00:06:50.320 --> 00:06:53.520]  並且得的更豐盛」
[00:06:53.520 --> 00:06:54.120]  即是說
[00:06:54.120 --> 00:06:56.720]  原來當我們願意跟從主的人
[00:06:56.720 --> 00:06:58.320]  我們就在主耶穌基督
[00:06:58.320 --> 00:06:59.920]  進入到祂的救恩裡面
[00:06:59.920 --> 00:07:01.120]  我們得著牧養
[00:07:01.120 --> 00:07:02.120]  得著保護
[00:07:02.120 --> 00:07:03.320]  我們得到安全
[00:07:03.320 --> 00:07:06.120]  我們的生命會得著豐盛
[00:07:06.120 --> 00:07:07.320]  這個豐盛的生命
[00:07:07.320 --> 00:07:09.520]  並不是將來上天堂
[00:07:09.520 --> 00:07:11.920]  那是我們接受信主那一刻
[00:07:11.920 --> 00:07:14.520]  其實豐盛的生命已經展開了
[00:07:14.520 --> 00:07:17.120]  在地上面
[00:07:17.120 --> 00:07:19.720]  主耶穌是好牧人
[00:07:19.720 --> 00:07:21.520]  祂怎樣好呢?
[00:07:21.520 --> 00:07:23.120]  聖經形容
[00:07:23.120 --> 00:07:25.120]  「我認識我的羊」
[00:07:25.120 --> 00:07:27.720]  原來這位主耶穌不是很遠的
[00:07:27.720 --> 00:07:31.320]  祂會認識每一個屬於祂的羊
[00:07:31.320 --> 00:07:33.920]  祂會跟我們願意建立很獨特
[00:07:33.920 --> 00:07:35.920]  很個人的關係
[00:07:35.920 --> 00:07:37.520]  另一方面
[00:07:37.520 --> 00:07:38.720]  主耶穌說
[00:07:38.720 --> 00:07:41.520]  「並且我為羊舍命」
[00:07:41.520 --> 00:07:42.720]  這個我們很清晰
[00:07:42.720 --> 00:07:45.720]  是耶穌很重要的工作
[00:07:45.720 --> 00:07:47.720]  祂被釘在十字架上面
[00:07:47.720 --> 00:07:49.920]  成就這個寶貴的救恩
[00:07:49.920 --> 00:07:52.920]  我們能夠藉著主的犧牲
[00:07:52.920 --> 00:07:54.520]  我們罪得赦免
[00:07:54.520 --> 00:07:57.120]  我們能夠歸向祂
[00:07:57.120 --> 00:07:58.520]  接著主耶穌也說
[00:07:58.520 --> 00:08:01.120]  「我的羊也認識我」
[00:08:01.120 --> 00:08:03.120]  來到這裡就很特別了
[00:08:03.120 --> 00:08:05.920]  因為在主耶穌的形容裡面
[00:08:05.920 --> 00:08:08.720]  其實主耶穌是怎樣說的?
[00:08:08.720 --> 00:08:09.320]  祂說
[00:08:09.320 --> 00:08:11.520]  「我的羊也認識我」
[00:08:11.520 --> 00:08:13.520]  「正如父認識我」
[00:08:13.520 --> 00:08:15.920]  「我也認識父一樣」
[00:08:15.920 --> 00:08:21.320]  當我們主耶穌認識我們是羊
[00:08:21.320 --> 00:08:23.320]  我們也不會反對
[00:08:23.320 --> 00:08:24.520]  沒有異議的
[00:08:24.520 --> 00:08:25.720]  因為祂是神的兒子
[00:08:25.720 --> 00:08:27.120]  祂創造我們
[00:08:27.120 --> 00:08:28.320]  祂掌管萬有
[00:08:28.320 --> 00:08:29.520]  祂對我們認識
[00:08:29.520 --> 00:08:31.720]  自然必定是最透徹
[00:08:31.720 --> 00:08:33.320]  是最清楚的
[00:08:33.320 --> 00:08:35.320]  為什麼主耶穌說
[00:08:35.320 --> 00:08:37.320]  「我的羊也認識我」?
[00:08:37.320 --> 00:08:39.320]  甚至用了一個比喻
[00:08:39.320 --> 00:08:43.320]  正如父神和耶穌基督之間的認識
[00:08:43.320 --> 00:08:45.720]  當中的關係是這樣
[00:08:45.720 --> 00:08:46.720]  我們發覺
[00:08:46.720 --> 00:08:49.720]  怎樣去理解呢?
[00:08:49.720 --> 00:08:52.120]  當主耶穌有這樣的比喻的時候
[00:08:52.120 --> 00:08:53.920]  其實我們就明白
[00:08:53.920 --> 00:08:57.320]  這個認識並不是像一隻羊
[00:08:57.320 --> 00:09:00.120]  聽到牧羊人的聲音那麼簡單
[00:09:00.120 --> 00:09:01.520]  是一種很感官
[00:09:01.520 --> 00:09:04.920]  或者是一種表面的理性的認識
[00:09:04.920 --> 00:09:06.320]  原來這個認識
[00:09:06.320 --> 00:09:09.120]  是一種生命很親密的關係
[00:09:09.120 --> 00:09:11.320]  是有一種愛的契合
[00:09:11.320 --> 00:09:13.120]  正如主耶穌基督和父神
[00:09:13.120 --> 00:09:14.520]  有一個很密切的
[00:09:14.520 --> 00:09:17.320]  很深的愛的契合
[00:09:17.320 --> 00:09:20.120]  所以當主耶穌基督這樣說的時候
[00:09:20.120 --> 00:09:21.520]  讓我們可以體會到
[00:09:21.520 --> 00:09:23.520]  原來我們可以和主
[00:09:23.520 --> 00:09:25.720]  有這麼緊密
[00:09:25.720 --> 00:09:27.520]  這麼深的
[00:09:27.520 --> 00:09:30.120]  這份愛的關係
[00:09:30.120 --> 00:09:31.920]  在這個時候
[00:09:31.920 --> 00:09:33.120]  我們可以問
[00:09:33.120 --> 00:09:36.720]  今天我們對主的認識有多少呢?
[00:09:36.720 --> 00:09:38.520]  事實上確實是真的
[00:09:38.520 --> 00:09:41.720]  例如關乎主耶穌基督
[00:09:41.720 --> 00:09:43.320]  還有很多奧秘
[00:09:43.320 --> 00:09:44.520]  祂是神的兒子
[00:09:44.520 --> 00:09:46.320]  但是祂降生為人
[00:09:46.320 --> 00:09:50.920]  藉著瑪利亞童貞女降生為人
[00:09:50.920 --> 00:09:52.320]  又是完全的人
[00:09:52.320 --> 00:09:55.320]  這個我們知道是很大的奧秘
[00:09:55.320 --> 00:09:56.320]  但是我們感恩
[00:09:56.320 --> 00:09:59.320]  靠著神的恩典我們能夠去接受
[00:09:59.320 --> 00:10:03.320]  但是耶穌基督其實也有很多直接的教導
[00:10:03.320 --> 00:10:05.120]  「你們不要為明天憂慮」
[00:10:05.120 --> 00:10:06.120]  也是很直接
[00:10:06.120 --> 00:10:08.920]  我們是很明白的
[00:10:08.920 --> 00:10:11.320]  雖然耶穌有很多一些事情
[00:10:11.320 --> 00:10:14.920]  我們也仿似未必是最深切去認識
[00:10:14.920 --> 00:10:16.920]  在這一刻
[00:10:16.920 --> 00:10:18.120]  將來我們會知道
[00:10:18.120 --> 00:10:20.920]  我們會傳言到神
[00:10:20.920 --> 00:10:24.120]  讓我們很豐富地去認識祂
[00:10:24.120 --> 00:10:25.120]  但是在這一刻
[00:10:25.120 --> 00:10:26.720]  雖然我們有限制
[00:10:26.720 --> 00:10:30.720]  但是關乎到主耶穌基督的心腸
[00:10:30.720 --> 00:10:33.120]  我們就會知道
[00:10:33.120 --> 00:10:35.320]  是不難去觸摸的
[00:10:35.320 --> 00:10:37.320]  是很容易去體會的
[00:10:37.320 --> 00:10:38.520]  正如這段經文
[00:10:38.520 --> 00:10:39.920]  耶穌基督的心腸
[00:10:39.920 --> 00:10:43.720]  已經很清晰地表明出來了
[00:10:43.720 --> 00:10:48.120]  耶穌基督的憐憫所見到的人
[00:10:48.120 --> 00:10:50.120]  見到他們如同羊
[00:10:50.120 --> 00:10:53.320]  沒有牧人一般
[00:10:53.320 --> 00:10:53.920]  弟兄姊妹
[00:10:53.920 --> 00:10:59.320]  今天我們知不知道主掛念著什麼呢?
[00:10:59.320 --> 00:11:02.520]  主的心腸是怎樣的呢?
[00:11:02.520 --> 00:11:03.920]  跟弟兄姊妹分享
[00:11:03.920 --> 00:11:05.120]  我過去
[00:11:05.120 --> 00:11:08.320]  特別在關愛侍奉宣教的負擔裡面
[00:11:08.320 --> 00:11:09.320]  其實是怎樣開始
[00:11:09.320 --> 00:11:11.520]  或者是怎樣孕育呢?
[00:11:11.520 --> 00:11:14.120]  我最記得在我二十多歲的時候
[00:11:14.120 --> 00:11:15.720]  初初信主
[00:11:15.720 --> 00:11:16.720]  回教會
[00:11:16.720 --> 00:11:19.720]  我的母會就是宣道會太和堂
[00:11:19.720 --> 00:11:21.320]  在大埔太和村
[00:11:21.320 --> 00:11:24.920]  當時太和村是一個新的屋村
[00:11:24.920 --> 00:11:27.120]  一個公屋的樓下
[00:11:27.120 --> 00:11:30.520]  地下有地方做幼稚園
[00:11:30.520 --> 00:11:32.320]  平時有教學
[00:11:32.320 --> 00:11:35.920]  星期六日就可以做教會的地方
[00:11:35.920 --> 00:11:38.120]  我初初來到這間教會的時候
[00:11:38.120 --> 00:11:41.920]  認識到原來有一位叫做司徒雅的牧師
[00:11:41.920 --> 00:11:44.120]  他是西教士
[00:11:44.120 --> 00:11:46.320]  但我對他的認識不算很深
[00:11:46.320 --> 00:11:48.520]  因為我去到教會沒多久
[00:11:48.520 --> 00:11:52.320]  這位關愛侍者就離開了
[00:11:52.320 --> 00:11:53.720]  要回自己的老家
[00:11:53.720 --> 00:11:55.320]  所以給了我一個觀念
[00:11:55.320 --> 00:11:57.720]  原來真的有關愛侍者
[00:11:57.720 --> 00:11:58.720]  宣教士
[00:11:58.720 --> 00:12:01.120]  離開自己的國家、家鄉
[00:12:01.120 --> 00:12:02.520]  去到其他地方
[00:12:02.520 --> 00:12:03.520]  去建立教會
[00:12:03.520 --> 00:12:05.120]  去開放
[00:12:05.120 --> 00:12:07.920]  當牧者離開之後
[00:12:07.920 --> 00:12:09.920]  本土的傳道人
[00:12:09.920 --> 00:12:11.920]  一位神學生就畢業了
[00:12:11.920 --> 00:12:13.720]  來到我們教會去牧養
[00:12:13.720 --> 00:12:15.520]  這位牧會的傳道人
[00:12:15.520 --> 00:12:17.920]  在教會裡牧養了我們
[00:12:17.920 --> 00:12:19.920]  大概三年左右的時間
[00:12:19.920 --> 00:12:21.120]  但有一天
[00:12:21.120 --> 00:12:22.920]  他就跟我們弟兄姊妹說
[00:12:22.920 --> 00:12:26.520]  他們全家要去柬埔寨宣教
[00:12:26.520 --> 00:12:28.520]  當時我就很不明白
[00:12:28.520 --> 00:12:29.720]  其實在香港
[00:12:29.720 --> 00:12:32.320]  牧養我們弟兄姊妹就很地道
[00:12:32.320 --> 00:12:34.320]  為什麼要去到柬埔寨呢?
[00:12:34.320 --> 00:12:37.720]  因為差不多三十多年前的事
[00:12:37.720 --> 00:12:39.520]  在我的理解裡
[00:12:39.520 --> 00:12:40.920]  三十多年前
[00:12:40.920 --> 00:12:42.520]  對柬埔寨的理解就是
[00:12:42.520 --> 00:12:44.320]  是很落後的地方
[00:12:44.320 --> 00:12:47.520]  好像聽過很多地雷
[00:12:47.520 --> 00:12:50.720]  甚至地雷都清不清
[00:12:50.720 --> 00:12:52.720]  甚至到當代
[00:12:52.720 --> 00:12:54.120]  三十多年前
[00:12:54.120 --> 00:12:56.920]  話說還沒清得完
[00:12:56.920 --> 00:13:00.720]  並且是很落後
[00:13:00.720 --> 00:13:03.920]  當時傳道人也有兩歲的兒子
[00:13:03.920 --> 00:13:06.520]  當地的教育怎麼辦呢?
[00:13:06.520 --> 00:13:08.520]  很落後的地區
[00:13:08.520 --> 00:13:10.720]  雖然有很多不明白
[00:13:10.720 --> 00:13:13.520]  但也尊重傳道人的決定
[00:13:13.520 --> 00:13:15.920]  當傳道人去了柬埔寨
[00:13:15.920 --> 00:13:17.120]  真的宣教了
[00:13:17.120 --> 00:13:19.520]  做關愛的服侍
[00:13:19.520 --> 00:13:21.520]  我們慢慢在教會裡
[00:13:21.520 --> 00:13:23.120]  組織叉關小組
[00:13:23.120 --> 00:13:24.920]  為他禱告
[00:13:24.920 --> 00:13:27.920]  也有機會去到柬埔寨當地
[00:13:27.920 --> 00:13:29.920]  去探牧者
[00:13:29.920 --> 00:13:33.320]  當時關愛的探訪隊
[00:13:33.320 --> 00:13:35.120]  還不是很盛行
[00:13:35.120 --> 00:13:38.520]  我們要自己去買機票
[00:13:38.520 --> 00:13:41.520]  去到當地參加本地團
[00:13:41.520 --> 00:13:42.320]  遊覽
[00:13:42.320 --> 00:13:45.920]  完了之後就去探訪牧者
[00:13:45.920 --> 00:13:47.120]  很深刻
[00:13:47.120 --> 00:13:48.520]  有兩個景點
[00:13:48.520 --> 00:13:51.920]  到現在仍然影響著自己
[00:13:51.920 --> 00:13:53.320]  不知道大家有沒有聽過
[00:13:53.320 --> 00:13:54.720]  或者看過
[00:13:54.720 --> 00:13:59.120]  柬埔寨有一個地方叫萬人坑
[00:13:59.120 --> 00:14:00.520]  什麼叫萬人坑呢?
[00:14:00.520 --> 00:14:02.720]  我們可能都知道
[00:14:02.720 --> 00:14:04.320]  在柬埔寨過去
[00:14:04.320 --> 00:14:07.920]  原來是一個很悲慘的歷史
[00:14:07.920 --> 00:14:10.120]  曾經有赤柬的時期
[00:14:10.120 --> 00:14:11.920]  是有大屠殺的
[00:14:11.920 --> 00:14:13.320]  所以有些地方
[00:14:13.320 --> 00:14:15.320]  後來被人發掘了出來
[00:14:15.320 --> 00:14:17.520]  這麼多的骸骨
[00:14:17.520 --> 00:14:18.520]  原來才揭發
[00:14:18.520 --> 00:14:22.520]  原來曾經出現過大屠殺的情況
[00:14:22.520 --> 00:14:23.720]  在柬埔寨的地方
[00:14:23.720 --> 00:14:25.520]  原來在當代
[00:14:25.520 --> 00:14:27.520]  大屠殺的事件
[00:14:27.520 --> 00:14:29.720]  持續了很長的時間
[00:14:29.720 --> 00:14:33.920]  差不多三分一的人口都是受影響的
[00:14:33.920 --> 00:14:36.520]  去到犯罪博物館
[00:14:36.520 --> 00:14:40.520]  當時國家很混亂的時候
[00:14:40.520 --> 00:14:43.320]  當人本身有罪性
[00:14:43.320 --> 00:14:46.520]  但當人落入一個完全失控的世代的時候
[00:14:46.520 --> 00:14:48.720]  人可以對其他人的生命
[00:14:48.720 --> 00:14:50.720]  看為像一隻螞蟻一樣
[00:14:50.720 --> 00:14:52.920]  我們雖然只看到一些畫像
[00:14:52.920 --> 00:14:54.320]  畫出來的圖畫
[00:14:54.320 --> 00:14:57.120]  但都看到無骨悚然
[00:14:57.120 --> 00:14:59.120]  無論是大人還是小朋友
[00:14:59.120 --> 00:15:00.520]  都殘害他們
[00:15:00.520 --> 00:15:01.720]  虐待他們
[00:15:01.720 --> 00:15:04.320]  去到致死
[00:15:04.320 --> 00:15:05.320]  讓我體會到
[00:15:05.320 --> 00:15:08.120]  原來人那種罪性
[00:15:08.120 --> 00:15:10.320]  原來可以失控的時候
[00:15:10.320 --> 00:15:11.720]  去到一個地步
[00:15:11.720 --> 00:15:13.120]  是很卑劣的
[00:15:13.120 --> 00:15:14.920]  很邪惡的
[00:15:14.920 --> 00:15:17.320]  很恐怖的
[00:15:17.320 --> 00:15:20.720]  我苦心自問一件事
[00:15:20.720 --> 00:15:23.520]  其實柬埔寨的人
[00:15:23.520 --> 00:15:25.520]  是否真是一出生
[00:15:25.520 --> 00:15:28.720]  他們就要面對這樣的歷史
[00:15:28.720 --> 00:15:32.120]  繼續面對歷史遺留下來很多的悲痛
[00:15:32.120 --> 00:15:34.120]  很多的痛苦
[00:15:34.120 --> 00:15:35.920]  很多小朋友
[00:15:35.920 --> 00:15:37.520]  去野外玩
[00:15:37.520 --> 00:15:39.120]  不小心捉到地雷
[00:15:39.120 --> 00:15:39.920]  就會爆炸
[00:15:39.920 --> 00:15:43.120]  然後就成為了殘廢
[00:15:43.120 --> 00:15:45.520]  相對我自己
[00:15:45.520 --> 00:15:47.320]  是否一直要被注定
[00:15:47.320 --> 00:15:48.320]  在香港裏面
[00:15:48.320 --> 00:15:52.320]  其實我發覺都是在神的陽圈裏面
[00:15:52.320 --> 00:15:53.920]  很多因典
[00:15:53.920 --> 00:15:54.920]  在香港裏面
[00:15:54.920 --> 00:15:57.920]  基督教的屬靈的資源也很豐富
[00:15:57.920 --> 00:15:59.720]  相對柬埔寨
[00:15:59.720 --> 00:16:01.520]  有小基督徒
[00:16:01.520 --> 00:16:02.920]  有小教會
[00:16:02.920 --> 00:16:04.320]  有小人傳福音
[00:16:04.320 --> 00:16:07.720]  當時也很少關愛使者
[00:16:07.720 --> 00:16:09.720]  可以去到
[00:16:09.720 --> 00:16:13.520]  我發覺原來其實我應該要很感恩
[00:16:13.520 --> 00:16:17.120]  原來我不是被注定一直要
[00:16:17.120 --> 00:16:19.920]  落在一個很繁榮的城市
[00:16:19.920 --> 00:16:21.720]  很安定的城市
[00:16:21.720 --> 00:16:24.520]  原來這是一份恩典
[00:16:24.520 --> 00:16:26.320]  所以就學習到
[00:16:26.320 --> 00:16:27.720]  其實要感恩
[00:16:27.720 --> 00:16:30.120]  當我落在神的富足
[00:16:30.120 --> 00:16:31.720]  給我有豐富
[00:16:31.720 --> 00:16:33.720]  在神的保護底下的時候
[00:16:33.720 --> 00:16:35.920]  我就需要去顧念一些
[00:16:35.920 --> 00:16:38.120]  仍然在同一時間
[00:16:38.120 --> 00:16:39.520]  在世界上面
[00:16:39.520 --> 00:16:44.720]  落在苦難的一些人群
[00:16:44.720 --> 00:16:47.320]  透過關愛使者去跨出去
[00:16:47.320 --> 00:16:50.720]  也開闊了我們弟兄姊妹的眼光
[00:16:50.720 --> 00:16:54.520]  我再看耶穌基督的大使命的時候
[00:16:54.520 --> 00:16:55.520]  我們發覺
[00:16:55.520 --> 00:16:57.320]  這節的聖經
[00:16:57.320 --> 00:17:01.320]  原來再不是白紙黑字寫在聖經裡
[00:17:01.320 --> 00:17:04.120]  原來是可以走出來的
[00:17:04.120 --> 00:17:05.520]  我們很熟悉的經文
[00:17:05.520 --> 00:17:06.520]  大家邀請在這一刻
[00:17:06.520 --> 00:17:07.920]  跟弟兄姊妹一起
[00:17:07.920 --> 00:17:10.520]  再讀這段聖經好嗎?
[00:17:10.520 --> 00:17:13.320]  馬太福音第28章18至20節
[00:17:13.320 --> 00:17:14.920]  預備起
[00:17:14.920 --> 00:17:17.920]  耶穌進前來對他們說
[00:17:17.920 --> 00:17:22.320]  天上地下所有的權柄都賜給我了
[00:17:22.320 --> 00:17:24.320]  所以你們要去
[00:17:24.320 --> 00:17:26.720]  使萬民作我的門徒
[00:17:26.720 --> 00:17:29.120]  奉父子聖靈的名
[00:17:29.120 --> 00:17:30.920]  給他們施洗
[00:17:30.920 --> 00:17:33.920]  凡我所吩咐你們的
[00:17:33.920 --> 00:17:36.520]  都教訓他們忠守
[00:17:36.520 --> 00:17:38.720]  我就常與你們同在
[00:17:38.720 --> 00:17:41.920]  直到世界的末了
[00:17:41.920 --> 00:17:42.920]  不好意思
[00:17:42.920 --> 00:17:44.920]  有一點跳了
[00:17:44.920 --> 00:17:46.520]  在這節經文裡
[00:17:46.520 --> 00:17:48.920]  他有提到
[00:17:48.920 --> 00:17:51.520]  我們去為主
[00:17:51.520 --> 00:17:52.720]  出去傳福音
