
[00:00:00.000 --> 00:00:07.000]  感謝主讓我用音樂全職侍奉已經超過28年的時間
[00:05:26.000 --> 00:05:30.000]  找回你,心知能夠平安
[00:05:30.000 --> 00:05:32.000]  第二種尋找
[00:05:32.000 --> 00:05:34.000]  在眾多物件和人當中
[00:05:34.000 --> 00:05:41.000]  尋找最好、最適合、最正確的
[00:05:41.000 --> 00:05:42.000]  幾個月之前
[00:05:42.000 --> 00:05:45.000]  我和師母在尖沙咀海運大廈前
[00:05:45.000 --> 00:05:48.000]  見到一個很有趣的展覽
[00:05:48.000 --> 00:05:50.000]  給大家看看
[00:05:50.000 --> 00:05:51.000]  有一個人物
[00:05:51.000 --> 00:05:52.000]  叫做Wadu
[00:05:52.000 --> 00:05:55.000]  大家有沒有見過這個卡通人物呢?
[00:05:55.000 --> 00:05:57.000]  他是紅色、白色間條衣服
[00:05:57.000 --> 00:05:58.000]  有一頂薄帽
[00:05:58.000 --> 00:06:00.000]  還戴上眼鏡
[00:06:00.000 --> 00:06:03.000]  他有一條藍色的長褲
[00:06:03.000 --> 00:06:05.000]  Wadu或者叫做Wally
[00:06:05.000 --> 00:06:07.000]  中國人叫做威利
[00:06:07.000 --> 00:06:10.000]  這個遊戲就是在千千萬萬人當中
[00:06:10.000 --> 00:06:12.000]  他就躲在當中
[00:06:12.000 --> 00:06:14.000]  你要去找他出來
[00:06:14.000 --> 00:06:18.000]  世界有很多國家都玩這個遊戲
[00:06:18.000 --> 00:06:21.000]  而且將Wadu放在不同的明星裡面
[00:06:21.000 --> 00:06:25.000]  具有挑戰性,也很有趣味
[00:06:25.000 --> 00:06:28.000]  但是尋找Wally的難處
[00:06:28.000 --> 00:06:30.000]  就是因為他躲起來
[00:06:30.000 --> 00:06:33.000]  他在千萬人當中
[00:06:33.000 --> 00:06:37.000]  還有很多人都和他相似
[00:06:37.000 --> 00:06:39.000]  可能穿的衣服是紅白
[00:06:39.000 --> 00:06:43.000]  或者打橫或是打動的間條不同了
[00:06:43.000 --> 00:06:46.000]  戴頂帽子就是淨色的
[00:06:46.000 --> 00:06:49.000]  或者是沒有戴眼鏡
[00:06:49.000 --> 00:06:54.000]  很容易就會找錯Wally
[00:06:54.000 --> 00:06:56.000]  這種的尋找
[00:06:56.000 --> 00:06:58.000]  也可以應用為
[00:06:58.000 --> 00:07:02.000]  尋找配偶或者尋找神
[00:07:02.000 --> 00:07:05.000]  最近有人介紹我和師母去看一套電影
[00:07:05.000 --> 00:07:09.000]  來自星星的PK故事內容裡面
[00:07:09.000 --> 00:07:12.000]  講到外星人來到地球
[00:07:12.000 --> 00:07:13.000]  有一個內星人
[00:07:13.000 --> 00:07:16.000]  他帶上身上唯一的物品
[00:07:16.000 --> 00:07:19.000]  就是一個遙控器
[00:07:19.000 --> 00:07:23.000]  這個遙控器是讓他能夠
[00:07:23.000 --> 00:07:27.000]  叫個太空船回來接他
[00:07:27.000 --> 00:07:32.000]  但是他來到地球沒多久就被人搶了這個遙控器
[00:07:32.000 --> 00:07:34.000]  因此他就很失落
[00:07:34.000 --> 00:07:38.000]  他在幾千萬人的城市新德里
[00:07:38.000 --> 00:07:42.000]  要找這個遙控器
[00:07:42.000 --> 00:07:44.000]  有人覺得他很荒謬
[00:07:44.000 --> 00:07:46.000]  但他找得很沮喪
[00:07:46.000 --> 00:07:49.000]  有人跟他說除非有神幫你
[00:07:49.000 --> 00:07:53.000]  他就很認真去找神幫他
[00:07:53.000 --> 00:07:56.000]  他去印度廟
[00:07:56.000 --> 00:07:58.000]  他去回教寺
[00:07:58.000 --> 00:08:00.000]  他去佛堂
[00:08:00.000 --> 00:08:02.000]  他又會去基督教會
[00:08:02.000 --> 00:08:07.000]  又去錫克教會會堂
[00:08:07.000 --> 00:08:11.000]  那些敬拜人都覺得他好像在騷亂
[00:08:11.000 --> 00:08:14.000]  在搗蛋趕他走
[00:08:14.000 --> 00:08:16.000]  但他用不同的方法
[00:08:16.000 --> 00:08:18.000]  希望能夠找到神
[00:08:18.000 --> 00:08:19.000]  得到神的注意
[00:08:19.000 --> 00:08:22.000]  有一次還戴一頂黃色的帽子
[00:08:22.000 --> 00:08:25.000]  以為這樣可以吸引到神來看他
[00:08:25.000 --> 00:08:29.000]  他又試過一日五次的祈禱
[00:08:29.000 --> 00:08:31.000]  他去恆河那裡沖涼
[00:08:31.000 --> 00:08:34.000]  他在街上滾地
[00:08:34.000 --> 00:08:38.000]  他去淋牛奶在神像上面
[00:08:38.000 --> 00:08:42.000]  他甚至鞭打自己以至流血
[00:08:42.000 --> 00:08:44.000]  有一次他很失望
[00:08:44.000 --> 00:08:46.000]  去到一個充滿神像的地方
[00:08:46.000 --> 00:08:48.000]  他很傷心說
[00:08:48.000 --> 00:08:52.000]  神啊,究竟你在哪裡?
[00:08:52.000 --> 00:08:54.000]  我看到這些幕的時候
[00:08:54.000 --> 00:08:56.000]  我替PK很難過
[00:08:56.000 --> 00:08:59.000]  因為他很努力的去找神
[00:08:59.000 --> 00:09:01.000]  但是找不到
[00:09:01.000 --> 00:09:05.000]  其實古今中外人都不斷在找神
[00:09:05.000 --> 00:09:08.000]  他們什麼神都拜
[00:09:08.000 --> 00:09:12.000]  有人相信有管農作物的神
[00:09:12.000 --> 00:09:14.000]  有管健康的神
[00:09:14.000 --> 00:09:16.000]  有管財富的神
[00:09:16.000 --> 00:09:18.000]  有管婚姻的神
[00:09:18.000 --> 00:09:23.000]  有管生BB的神
[00:09:23.000 --> 00:09:26.000]  在《哲行傳》十七章二十三節
[00:09:26.000 --> 00:09:29.000]  保羅也在雅典見到一班人
[00:09:29.000 --> 00:09:32.000]  他們敬拜美色之神
[00:09:32.000 --> 00:09:35.000]  今日其實都很多人
[00:09:35.000 --> 00:09:38.000]  他們不知道敬拜什麼
[00:09:38.000 --> 00:09:40.000]  不認識神
[00:09:40.000 --> 00:09:41.000]  有一次我坐的士
[00:09:41.000 --> 00:09:44.000]  我見到的士司機前面有一個像
[00:09:44.000 --> 00:09:46.000]  我就問他
[00:09:46.000 --> 00:09:47.000]  司機你就是拜這個像
[00:09:47.000 --> 00:09:49.000]  你就是信這個神嗎?
[00:09:49.000 --> 00:09:51.000]  他說其實我不認識祂
[00:09:51.000 --> 00:09:53.000]  我都不懂
[00:09:53.000 --> 00:09:58.000]  不過拜祂希望祂能夠保佑我平安
[00:09:58.000 --> 00:10:02.000]  自從我和陌生人分享信仰的時候
[00:10:02.000 --> 00:10:06.000]  原來發覺很多人都不清楚自己信什麼
[00:10:06.000 --> 00:10:08.000]  他們以為無所謂
[00:10:08.000 --> 00:10:11.000]  有些人跟我說我信自己
[00:10:11.000 --> 00:10:14.000]  我為PK難過
[00:10:14.000 --> 00:10:19.000]  但是我為我自己所相信的神感恩和高興
[00:10:19.000 --> 00:10:21.000]  我們所相信的神弟兄姊妹
[00:10:21.000 --> 00:10:24.000]  和其他宗教的神是不同的
[00:10:24.000 --> 00:10:28.000]  其他宗教的神是人去找神
[00:10:28.000 --> 00:10:33.000]  但是我們相信的神是祂親自來找我們
[00:10:33.000 --> 00:10:34.000]  當我們犯罪
[00:10:34.000 --> 00:10:36.000]  當我們迷失
[00:10:36.000 --> 00:10:38.000]  當我們離開祂的時候
[00:10:38.000 --> 00:10:42.000]  神非常之欲緊要將我們找回來
[00:10:42.000 --> 00:10:44.000]  聖經跟我們說
[00:10:44.000 --> 00:10:47.000]  神在找人
[00:10:47.000 --> 00:10:49.000]  當夏娃犯罪的時候
[00:10:49.000 --> 00:10:51.000]  他們懼怕神
[00:10:51.000 --> 00:10:53.000]  他們很悲慘
[00:10:53.000 --> 00:10:56.000]  但是神仍然去找他們
[00:10:56.000 --> 00:10:58.000]  耶穌復活之後
[00:10:58.000 --> 00:11:01.000]  祂知道門徒很沮喪
[00:11:01.000 --> 00:11:03.000]  他們信心軟弱
[00:11:03.000 --> 00:11:07.000]  耶穌去了提比利亞海找這班門徒
[00:11:07.000 --> 00:11:10.000]  特別去關心彼得
[00:11:10.000 --> 00:11:13.000]  跟他說
[00:11:13.000 --> 00:11:16.000]  神耶穌仍然愛他
[00:11:16.000 --> 00:11:19.000]  堅固他的信心
[00:11:19.000 --> 00:11:21.000]  讓他能夠重新得力
[00:11:21.000 --> 00:11:23.000]  能夠為他作供
[00:11:23.000 --> 00:11:24.000]  做見證
[00:11:24.000 --> 00:11:28.000]  建立教會
[00:11:28.000 --> 00:11:32.000]  人是按照神的形象做的
[00:11:32.000 --> 00:11:35.000]  我們都有神的靈在我們當中
[00:11:35.000 --> 00:11:38.000]  我們必須跟神有建立關係
[00:11:38.000 --> 00:11:39.000]  有溝通
[00:11:39.000 --> 00:11:41.000]  我們的生命才有意義
[00:11:41.000 --> 00:11:43.000]  和得到滿足
[00:11:43.000 --> 00:11:47.000]  但是罪將我們跟神分開了
[00:11:47.000 --> 00:11:50.000]  當人失去了神
[00:11:50.000 --> 00:11:52.000]  生命就沒有意義
[00:11:52.000 --> 00:11:54.000]  生命就枯乾
[00:11:54.000 --> 00:11:57.000]  生命就步向滅亡
[00:11:57.000 --> 00:12:01.000]  路加福音十九章第十節
[00:12:01.000 --> 00:12:02.000]  聖經說
[00:12:02.000 --> 00:12:08.000]  人子來為要尋找拯救失喪的人
[00:12:08.000 --> 00:12:10.000]  神在找人
[00:12:10.000 --> 00:12:13.000]  神有沒有找到你呢?
[00:12:13.000 --> 00:12:15.000]  第二
[00:12:15.000 --> 00:12:20.000]  神在尋找真正敬拜的人
[00:12:20.000 --> 00:12:22.000]  真正敬拜的人
[00:12:22.000 --> 00:12:23.000]  也就是說
[00:12:23.000 --> 00:12:26.000]  也都有假敬拜的人
[00:12:26.000 --> 00:12:28.000]  True Worshippers
[00:12:28.000 --> 00:12:32.000]  Versus False Worshippers
[00:12:32.000 --> 00:12:35.000]  有真也有假
[00:12:35.000 --> 00:12:36.000]  試想一下
[00:12:36.000 --> 00:12:39.000]  在我們這個會眾當中
[00:12:39.000 --> 00:12:41.000]  神在看著我們每一個
[00:12:41.000 --> 00:12:43.000]  逐個逐個去看
[00:12:43.000 --> 00:12:47.000]  究竟他是找到真正敬拜的
[00:12:47.000 --> 00:12:51.000]  還是假裝敬拜的呢?
[00:12:51.000 --> 00:12:54.000]  你說真和假有沒有所謂?
[00:12:54.000 --> 00:12:57.000]  假有什麼不好呢?
[00:12:57.000 --> 00:12:59.000]  有沒有聽過人家
[00:12:59.000 --> 00:13:02.000]  用了千上萬元
[00:13:02.000 --> 00:13:05.000]  去買一個很漂亮的LV袋
[00:13:05.000 --> 00:13:07.000]  後來被朋友發覺
[00:13:07.000 --> 00:13:09.000]  假貨來的
[00:13:09.000 --> 00:13:12.000]  冒牌貨來的
[00:13:12.000 --> 00:13:15.000]  你有沒有聽過假醫生?
[00:13:15.000 --> 00:13:18.000]  最近有假醫生在某間醫院出現
[00:13:18.000 --> 00:13:20.000]  而且後來還坐牢
[00:13:20.000 --> 00:13:23.000]  假醫生開假藥方
[00:13:23.000 --> 00:13:25.000]  吃了藥會怎樣呢?
[00:13:25.000 --> 00:13:28.000]  可以很嚴重的
[00:13:28.000 --> 00:13:30.000]  究竟你是Wadu
[00:13:30.000 --> 00:13:32.000]  圖畫裡面那個真Wadu
[00:13:32.000 --> 00:13:34.000]  還是似乎是Wadu
[00:13:34.000 --> 00:13:35.000]  其實不是
[00:13:35.000 --> 00:13:38.000]  是一個漁牧運輸
[00:13:38.000 --> 00:13:41.000]  每個禮拜其實我們都回到教會
[00:13:41.000 --> 00:13:43.000]  我們的身體在這裡
[00:13:43.000 --> 00:13:44.000]  我們唱詩
[00:13:44.000 --> 00:13:45.000]  我們讀經
[00:13:45.000 --> 00:13:46.000]  我們祈禱
[00:13:46.000 --> 00:13:48.000]  我們奉獻
[00:13:48.000 --> 00:13:50.000]  我們聽道
[00:13:50.000 --> 00:13:53.000]  我們做了應該做的事了
[00:13:53.000 --> 00:13:56.000]  但是否真的在敬拜神呢?
[00:13:56.000 --> 00:13:58.000]  神有沒有找到我們呢?
[00:13:58.000 --> 00:14:01.000]  究竟什麼是敬拜?
[00:14:01.000 --> 00:14:03.000]  英文敬拜
[00:14:03.000 --> 00:14:05.000]  叫做Worship
[00:14:05.000 --> 00:14:07.000]  請看下一幅
[00:14:07.000 --> 00:14:09.000]  再下一幅
[00:14:09.000 --> 00:14:12.000]  Worship是來自兩個字
[00:14:12.000 --> 00:14:14.000]  跟Worthship
[00:14:14.000 --> 00:14:16.000]  就是值得
[00:14:16.000 --> 00:14:17.000]  是配受
[00:14:17.000 --> 00:14:20.000]  是有價值的
[00:14:20.000 --> 00:14:22.000]  當我們來到神面前
[00:14:22.000 --> 00:14:24.000]  我們去敬拜
[00:14:24.000 --> 00:14:26.000]  我們是宣稱神是值得
[00:14:26.000 --> 00:14:28.000]  我們擺上我們的時間
[00:14:28.000 --> 00:14:30.000]  擺上我們的金錢
[00:14:30.000 --> 00:14:32.000]  擺上我們的恩賜
[00:14:32.000 --> 00:14:34.000]  它是配受最好的
[00:14:34.000 --> 00:14:40.000]  聖經超過一百八十次講到敬拜
[00:14:40.000 --> 00:14:43.000]  舊約神揀選以色列人
[00:14:43.000 --> 00:14:45.000]  叫他們敬拜
[00:14:45.000 --> 00:14:47.000]  給他們律例典章
[00:14:47.000 --> 00:14:50.000]  叫他們怎樣守節旗
[00:14:50.000 --> 00:14:52.000]  怎樣獻祭
[00:14:52.000 --> 00:14:54.000]  起初的時候在會幕
[00:14:54.000 --> 00:14:56.000]  後來去到聖典
[00:14:56.000 --> 00:14:58.000]  都有神的規則
[00:14:58.000 --> 00:15:00.000]  神的方式
[00:15:00.000 --> 00:15:02.000]  在先知書裏面
[00:15:02.000 --> 00:15:04.000]  神多次斥責他的子民
[00:15:04.000 --> 00:15:07.000]  說他們的敬拜是徒然
[00:15:07.000 --> 00:15:10.000]  廣東話即是白做
[00:15:10.000 --> 00:15:12.000]  做了等於沒有做
[00:15:12.000 --> 00:15:15.000]  神有三樣不喜歡他的百姓
[00:15:15.000 --> 00:15:17.000]  做的事情
[00:15:17.000 --> 00:15:18.000]  關於敬拜的
[00:15:18.000 --> 00:15:20.000]  第一我們看亞摩斯書
[00:15:20.000 --> 00:15:23.000]  第五章二十一至二十四節
[00:15:23.000 --> 00:15:25.000]  我們一起讀神的話語
[00:15:25.000 --> 00:15:28.000]  我厭惡你們的節旗
[00:15:28.000 --> 00:15:31.000]  也不起悅你們的嚴肅會
[00:15:31.000 --> 00:15:34.000]  你們雖然向我獻煩祭和掃祭
[00:15:34.000 --> 00:15:36.000]  我卻不悅納
[00:15:36.000 --> 00:15:40.000]  也不顧你們用肥促獻的平安祭
[00:15:40.000 --> 00:15:44.000]  要使你們歌唱的聲音遠離我
[00:15:44.000 --> 00:15:47.000]  因為我不聽你們彈琴的響聲
[00:15:47.000 --> 00:15:50.000]  惟願公平如大水滾滾
[00:15:50.000 --> 00:15:53.000]  使公義如江河滔滔
[00:15:53.000 --> 00:15:56.000]  再看尼加書第六章六至八節
[00:15:56.000 --> 00:15:58.000]  同清讀
[00:15:58.000 --> 00:16:01.000]  我照見耶和華在至高神面前
[00:16:01.000 --> 00:16:04.000]  跪拜當獻上甚麼呢?
[00:16:04.000 --> 00:16:08.000]  可獻一歲的公牛毒為煩祭嗎?
[00:16:08.000 --> 00:16:11.000]  耶和華喜喜悅千千的公羊
[00:16:11.000 --> 00:16:14.000]  或是萬萬的遊河嗎?
[00:16:14.000 --> 00:16:18.000]  我豈可為自己的罪過獻我的長子嗎?
[00:16:18.000 --> 00:16:22.000]  為心中的罪惡獻我身所生的嗎?
[00:16:22.000 --> 00:16:26.000]  世人啊,耶和華以此是你何為賤?
[00:16:26.000 --> 00:16:29.000]  他向你所要的是甚麼呢?
[00:16:29.000 --> 00:16:33.000]  只要你行公義,好憐憫
[00:16:33.000 --> 00:16:37.000]  全謙卑的心與你的神同行
[00:16:37.000 --> 00:16:39.000]  神厭惡他的子民
[00:16:39.000 --> 00:16:42.000]  守節旗獻祭,歌唱
[00:16:42.000 --> 00:16:44.000]  為甚麼呢?
[00:16:44.000 --> 00:16:50.000]  因為他的百姓叛逆,犯罪,不聽話
[00:16:50.000 --> 00:16:53.000]  欺壓孤兒寡婦
[00:16:53.000 --> 00:16:57.000]  行淫亂,與賊作伴
[00:16:57.000 --> 00:17:04.000]  受賄賂,驕傲,狂妄,不公義
[00:17:04.000 --> 00:17:08.000]  這些一切一切都是叫神發怒
[00:17:08.000 --> 00:17:12.000]  神不會接受他們虛假的敬拜
[00:17:12.000 --> 00:17:15.000]  今日如果我們生活不檢點
[00:17:15.000 --> 00:17:21.000]  與聖經的教導違背,不合聖徒的體統
[00:17:21.000 --> 00:17:25.000]  我們在教會裏面的敬拜亦都是枉然
[00:17:25.000 --> 00:17:27.000]  神不會喜悅
[00:17:27.000 --> 00:17:30.000]  我們需要醒察自己
[00:17:30.000 --> 00:17:35.000]  我們需要認罪,需要悔改
[00:17:35.000 --> 00:17:37.000]  我們每日的生活
[00:17:37.000 --> 00:17:43.000]  是否行在神公義正直的道路上呢?
[00:17:43.000 --> 00:17:46.000]  我們的說話,我們的行事
[00:17:46.000 --> 00:17:51.000]  我們眼睛所看的,心裏面所思想的
[00:17:51.000 --> 00:17:54.000]  是否都是正大光明
[00:17:54.000 --> 00:17:58.000]  對得起神,對得起人
[00:17:58.000 --> 00:18:01.000]  我們與家人,與鄰居,與同事
[00:18:01.000 --> 00:18:06.000]  與同學,與朋友的關係又如何呢?
[00:18:06.000 --> 00:18:09.000]  他們能否從我們的言行舉止
[00:18:09.000 --> 00:18:15.000]  知道我們是屬虎神,我們是基督徒
[00:18:15.000 --> 00:18:18.000]  神是聖潔的主
[00:18:18.000 --> 00:18:21.000]  罪惡難阻我們去敬拜神
[00:18:21.000 --> 00:18:27.000]  但是當我們願意謙卑,認罪,悔改
[00:18:27.000 --> 00:18:31.000]  神仍然會赦免我們的過犯
[00:18:31.000 --> 00:18:37.000]  祂會歡喜我們去祂面前敬拜祂
[00:18:37.000 --> 00:18:41.000]  《道家福音》第十八章九至十四節
[00:18:41.000 --> 00:18:47.000]  耶穌講到瑞利和法利塞人的祈禱比喻
[00:18:47.000 --> 00:18:53.000]  叫人知道什麼是真正的祈禱
[00:18:53.000 --> 00:18:57.000]  大家都知道法利塞人的祈禱是怎樣的
[00:18:57.000 --> 00:19:01.000]  他不過只是在自誇
[00:19:01.000 --> 00:19:04.000]  在炫耀自己有什麼好行為
[00:19:04.000 --> 00:19:06.000]  另外一方面,他在抱怨
[00:19:06.000 --> 00:19:10.000]  他在控訴其他人做得不好
[00:19:10.000 --> 00:19:14.000]  這樣的祈禱,神是不會原諒的
[00:19:14.000 --> 00:19:19.000]  相反地,瑞利是覺得自己很不配
[00:19:19.000 --> 00:19:22.000]  他很需要神的憐憫
[00:19:22.000 --> 00:19:25.000]  神喜悅他的祈禱
[00:19:25.000 --> 00:19:29.000]  詩篇第五十一篇第十七節
[00:19:29.000 --> 00:19:30.000]  聖經跟我們講
[00:19:30.000 --> 00:19:35.000]  神所要的是憂傷的靈,痛悔的心
[00:19:35.000 --> 00:19:42.000]  第二樣神喜悅他的百姓所做的敬拜是什麼呢?
[00:19:42.000 --> 00:19:45.000]  在《瑪拉基書》一章七至十節
[00:19:45.000 --> 00:19:47.000]  各位一起讀
[00:19:47.000 --> 00:19:52.000]  「你們把污穢的食物掀在我的壇上」
[00:19:52.000 --> 00:19:56.000]  「你們竟說我們怎樣污穢了你的壇呢?」
[00:19:56.000 --> 00:20:01.000]  「因為你們以為耶和華的卓子是可以藐視的」
[00:20:01.000 --> 00:20:06.000]  「萬君之耶和華說,你們把黑暗的天為祭」
[00:20:06.000 --> 00:20:08.000]  「這不是惡嗎?」
[00:20:08.000 --> 00:20:11.000]  「你們把渠退的和有病的獻上」
[00:20:11.000 --> 00:20:13.000]  「這不是罪嗎?」
[00:20:13.000 --> 00:20:16.000]  「你們把這樣的禮物獻給你的神像」
[00:20:16.000 --> 00:20:20.000]  「祂會喜歡你或原諒你的禮物嗎?」
[00:20:20.000 --> 00:20:23.000]  「現在你們要向神求情」
[00:20:23.000 --> 00:20:27.000]  「好使祂恩待我們這罪的祭物」
[00:20:27.000 --> 00:20:32.000]  「既使你們經手獻祭,祂還能原諒你們嗎?」
[00:20:32.000 --> 00:20:38.000]  「萬君之耶和華說,真願你們當中有人把電門關上」
[00:20:38.000 --> 00:20:42.000]  「免得你們在我的壇上徒然點火」
[00:20:42.000 --> 00:20:46.000]  「萬君之耶和華說,我不喜歡你們」
[00:20:46.000 --> 00:20:51.000]  「也不從你們手中收納禮物」
[00:20:51.000 --> 00:20:58.000]  「利美記教導以色列人,他們要按規矩去獻祭」
[00:20:58.000 --> 00:21:05.000]  「他們獻上的牛羊、甲子、班戈去贖罪和感恩」
[00:21:05.000 --> 00:21:09.000]  「絕對不可以隨便」
[00:21:09.000 --> 00:21:15.000]  「是要獻上頭生的、上好的、沒有瑕疵的」
[00:21:15.000 --> 00:21:20.000]  「神責備這班以色列人將污穢的、殘疾的」
[00:21:20.000 --> 00:21:23.000]  「不好的獻給神」
[00:21:23.000 --> 00:21:27.000]  「他們對神極大的侮辱和不公敬」
[00:21:27.000 --> 00:21:32.000]  「神說,情願你們不敬拜,將門關上」
[00:21:32.000 --> 00:21:39.000]  「情願你們不奉獻,免得你們在我的壇上徒然點火」
[00:21:39.000 --> 00:21:44.000]  「輕率的敬拜是神所不喜悅的」
[00:21:44.000 --> 00:21:50.000]  「究竟我們有沒有做好準備才到神面前敬拜呢?」
[00:21:50.000 --> 00:21:54.000]  「沒有做準備的敬拜,神不喜悅的」
[00:21:54.000 --> 00:22:00.000]  「帶次等的禮物來到神面前,只會惹神發怒」
[00:22:00.000 --> 00:22:05.000]  「今天我們帶什麼來神面前敬拜呢?」
[00:22:05.000 --> 00:22:11.000]  昔日耶穌表揚兩位婦女的敬拜
[00:22:11.000 --> 00:22:15.000]  她們兩位都在神面前奉獻
