
[00:00:00.000 --> 00:00:04.000]  (主席)在聖誕快到的時間
[00:06:30.000 --> 00:06:35.000]  也有人說他是先知以利亞
[00:06:35.000 --> 00:06:42.000]  因為先知以利亞是以色列人當中一個很偉大的先知
[00:06:42.000 --> 00:06:45.000]  而先知以利亞來到的時候
[00:06:45.000 --> 00:06:49.000]  大概表示上帝要審判世界的時間到
[00:06:49.000 --> 00:06:52.000]  第三是先知裡面其中的一位
[00:06:52.000 --> 00:06:59.000]  現在坊間在談論耶穌基督是不是摩西所預言那位要來的先知
[00:06:59.000 --> 00:07:08.000]  不知道,大概由這些問題,這些答案來延伸我們今天的處境
[00:07:08.000 --> 00:07:14.000]  等於在你身邊的同事或你身邊的親友問
[00:07:14.000 --> 00:07:17.000]  其實你信的耶穌究竟是哪一個
[00:07:17.000 --> 00:07:19.000]  等於我們又會怎樣回答
[00:07:19.000 --> 00:07:21.000]  可能在香港這個城市
[00:07:21.000 --> 00:07:28.000]  一般人怎樣看我們所信的教主耶穌基督呢
[00:07:28.000 --> 00:07:32.000]  可能他們會覺得這是一個有求必應的上帝
[00:07:32.000 --> 00:07:34.000]  這是一個很體貼你的上帝
[00:07:34.000 --> 00:07:38.000]  這是一個隨時隨在都會幫助你
[00:07:38.000 --> 00:07:41.000]  來安慰你的一個上帝
[00:07:41.000 --> 00:07:47.000]  亦都可能有人會覺得他是保守信徒事事亨通的上帝
[00:07:47.000 --> 00:07:49.000]  而這些的說法
[00:07:49.000 --> 00:07:52.000]  我猜我們不陌生
[00:07:52.000 --> 00:07:56.000]  我們怎樣去看待耶穌
[00:07:56.000 --> 00:08:01.000]  而我們看耶穌是一個怎樣的救主
[00:08:01.000 --> 00:08:08.000]  會不會和外面主流或坊間去看的耶穌是差不多呢
[00:08:08.000 --> 00:08:12.000]  簡單來說,有時候我們所信的耶穌
[00:08:12.000 --> 00:08:17.000]  會不會信到好像坊間拜黃大仙一樣呢
[00:08:17.000 --> 00:08:21.000]  這是令我們值得深思的地方
[00:08:21.000 --> 00:08:24.000]  但問題是我們不要停留在這裡
[00:08:24.000 --> 00:08:28.000]  因為一般人他們怎樣說是不重要的
[00:08:28.000 --> 00:08:32.000]  最重要的是主耶穌跟著再問門徒
[00:08:32.000 --> 00:08:35.000]  你們怎樣看
[00:08:35.000 --> 00:08:37.000]  在第29節他再問
[00:08:37.000 --> 00:08:41.000]  那你們呢,你們說我是誰
[00:08:41.000 --> 00:08:44.000]  然後門徒裡面的彼得就回答
[00:08:44.000 --> 00:08:46.000]  祂說你是基督
[00:08:46.000 --> 00:08:51.000]  就好像核子第二次被醫治好的時候一樣
[00:08:51.000 --> 00:08:53.000]  耶穌又按手在他的眼睛上面
[00:08:53.000 --> 00:08:55.000]  他突然間一看就復原了
[00:08:55.000 --> 00:08:57.000]  看得什麼都清清楚楚
[00:08:57.000 --> 00:09:01.000]  門徒中的彼得認出耶穌就是基督
[00:09:01.000 --> 00:09:07.000]  就好像在白菜大醫學核子第二階段的情況
[00:09:07.000 --> 00:09:12.000]  彼得認得耶穌是基督
[00:09:12.000 --> 00:09:14.000]  這是非常重要的
[00:09:14.000 --> 00:09:17.000]  而馬太福音的記載更加有多一句
[00:09:17.000 --> 00:09:19.000]  還說你是基督
[00:09:19.000 --> 00:09:21.000]  而且還有一句跟尾
[00:09:21.000 --> 00:09:24.000]  是永生上帝的兒子
[00:09:24.000 --> 00:09:28.000]  這是一個很突破的
[00:09:28.000 --> 00:09:31.000]  當時對救主的一個看法
[00:09:31.000 --> 00:09:33.000]  在這個環境裡面
[00:09:33.000 --> 00:09:37.000]  他認出主耶穌是基督
[00:09:37.000 --> 00:09:39.000]  究竟有多重要呢
[00:09:39.000 --> 00:09:43.000]  原來在當中認出救主
[00:09:43.000 --> 00:09:49.000]  讓門徒不會跟隨一些坊間
[00:09:49.000 --> 00:09:52.000]  對主一些很含糊的看法
[00:09:52.000 --> 00:09:58.000]  而在裡面他認定了耶穌是基督的時候
[00:09:58.000 --> 00:10:00.000]  他就不會迷失方向
[00:10:00.000 --> 00:10:03.000]  因為這個就是他所期待
[00:10:03.000 --> 00:10:07.000]  他所要等候的救主尼塞亞
[00:10:07.000 --> 00:10:10.000]  所以我們應該都知道
[00:10:10.000 --> 00:10:15.000]  基督他的意思是指一個拯救者
[00:10:15.000 --> 00:10:20.000]  他是要拯救當時失喪的人
[00:10:20.000 --> 00:10:22.000]  在當時有需要的人
[00:10:22.000 --> 00:10:27.000]  在當中我們從耶穌是基督這句話
[00:10:27.000 --> 00:10:30.000]  套入當時的處境來說
[00:10:30.000 --> 00:10:32.000]  意義是很豐富的
[00:10:32.000 --> 00:10:36.000]  不是今天說主耶穌是基督你救我
[00:10:36.000 --> 00:10:38.000]  然後我們得到你的救恩之後
[00:10:38.000 --> 00:10:41.000]  我們就成為了神的兒女
[00:10:41.000 --> 00:10:48.000]  當我們再套入當時羅馬管治的世界
[00:10:48.000 --> 00:10:51.000]  處境裡面去看的時候
[00:10:51.000 --> 00:10:56.000]  這個救主的意義就立刻呈現在我們眼前
[00:10:56.000 --> 00:10:58.000]  而這句話的重要性是
[00:10:58.000 --> 00:11:01.000]  因為在當時羅馬帝國的社會環境裡面
[00:11:01.000 --> 00:11:06.000]  羅馬帝國就是要人民去培養一個觀念
[00:11:06.000 --> 00:11:09.000]  而這個觀念就是指出
[00:11:09.000 --> 00:11:13.000]  羅馬皇帝就是當時帝國
[00:11:13.000 --> 00:11:16.000]  或者甚至是當時世界的拯救者
[00:11:16.000 --> 00:11:19.000]  而羅馬皇帝就是代表著天神
[00:11:19.000 --> 00:11:21.000]  因此羅馬帝國的命令
[00:11:21.000 --> 00:11:25.000]  他所統治之下的帝國裡面的子民
[00:11:25.000 --> 00:11:28.000]  都要去臣服
[00:11:28.000 --> 00:11:30.000]  需要去拜羅馬皇帝
[00:11:30.000 --> 00:11:33.000]  好像神一樣去拜
[00:11:33.000 --> 00:11:40.000]  而這一點就是猶太人一直無法接受的關口位
[00:11:40.000 --> 00:11:45.000]  猶太人認為只有上帝他自己才是拯救者
[00:11:45.000 --> 00:11:48.000]  也就是上帝他所差派來的人
[00:11:48.000 --> 00:11:50.000]  才是真正的拯救者
[00:11:50.000 --> 00:11:55.000]  因此當彼得說耶穌是基督的時候
[00:11:55.000 --> 00:11:57.000]  他很肯定
[00:11:57.000 --> 00:12:03.000]  他很認定耶穌就是那位他要等待的彌賽亞
[00:12:03.000 --> 00:12:06.000]  就是他要等待那位的拯救者
[00:12:06.000 --> 00:12:11.000]  而這個也是猶太人期望已久的那位救主
[00:12:11.000 --> 00:12:16.000]  因此當彼得說你是基督是永生神的兒子的時候
[00:12:16.000 --> 00:12:19.000]  說出一句這樣的說話
[00:12:19.000 --> 00:12:22.000]  而當時大家去想想
[00:12:22.000 --> 00:12:25.000]  不是一個言論自由開放的處境
[00:12:25.000 --> 00:12:29.000]  而是在羅馬帝國這個統治的角度底下
[00:12:29.000 --> 00:12:33.000]  而說出這句話是一句很破格
[00:12:33.000 --> 00:12:36.000]  很大膽的言論
[00:12:36.000 --> 00:12:41.000]  亦都這樣宣告去宣認
[00:12:41.000 --> 00:12:45.000]  只有耶穌基督才是真正上帝的兒子
[00:12:45.000 --> 00:12:48.000]  相對來說羅馬皇帝
[00:12:48.000 --> 00:12:51.000]  另外一邊的潛台詞就是
[00:12:51.000 --> 00:12:57.000]  羅馬皇帝不應該是受人去膜拜的一個這樣的人
[00:12:57.000 --> 00:13:01.000]  所以今天跳回來我們現代的時空
[00:13:01.000 --> 00:13:10.000]  我相信今天要跪下的不是羅馬皇帝
[00:13:10.000 --> 00:13:16.000]  而等於會不會有什麼讓你跪下
[00:13:16.000 --> 00:13:19.000]  而向那樣東西俯首稱臣
[00:13:19.000 --> 00:13:21.000]  會不會是權力
[00:13:21.000 --> 00:13:22.000]  會不會是金錢
[00:13:22.000 --> 00:13:23.000]  會不會是性
[00:13:23.000 --> 00:13:25.000]  會不會是地位
[00:13:25.000 --> 00:13:27.000]  成為了基督徒之後
[00:13:27.000 --> 00:13:31.000]  自己已經知道是天父心愛的兒女
[00:13:31.000 --> 00:13:33.000]  但是在我們生活的困局
[00:13:33.000 --> 00:13:35.000]  在職場的勞累當中
[00:13:35.000 --> 00:13:39.000]  我們的心智可能漸漸都被社會
[00:13:39.000 --> 00:13:44.000]  或者被世俗的價值觀來消磨
[00:13:44.000 --> 00:13:47.000]  或者是在當中來同化
[00:13:47.000 --> 00:13:49.000]  在回歸上帝懷抱之後
[00:13:49.000 --> 00:13:53.000]  我們其實應該從這些牢籠裏面
[00:13:53.000 --> 00:13:57.000]  釋放我們的真我 釋放我們的自我
[00:13:57.000 --> 00:14:01.000]  來有一個真情的流露和表達
[00:14:01.000 --> 00:14:04.000]  但是有時候我們信了之後
[00:14:04.000 --> 00:14:08.000]  都不得去隱藏起來
[00:14:08.000 --> 00:14:12.000]  為了生存而戴上我們的面具
[00:14:12.000 --> 00:14:16.000]  我們每天來回穿梭在兩個世界
[00:14:16.000 --> 00:14:19.000]  不知道你們會不會有這種感覺
[00:14:19.000 --> 00:14:25.000]  在世俗價值觀和對真理認知之間
[00:14:25.000 --> 00:14:29.000]  可能同時有兩副不同的面孔
[00:14:29.000 --> 00:14:32.000]  或者是有兩個不同的身份
[00:14:32.000 --> 00:14:35.000]  那種張力有時候都頗疲累
[00:14:35.000 --> 00:14:39.000]  或者會令我們精神好像快要爆炸一樣
[00:14:39.000 --> 00:14:42.000]  無論是有意還是無意
[00:14:42.000 --> 00:14:44.000]  我相信作為一個基督徒
[00:14:44.000 --> 00:14:47.000]  我們都嘗試來尋找出路
[00:14:47.000 --> 00:14:51.000]  有時候這個出路不是一下子之間去尋找得到
[00:14:51.000 --> 00:14:55.000]  或者有時候找著找著我們逐漸習慣了
[00:14:55.000 --> 00:14:59.000]  在教會用一套好像屬靈的語言
[00:14:59.000 --> 00:15:01.000]  或者是處事的方法
[00:15:01.000 --> 00:15:05.000]  來讓自己用一個謙遜
[00:15:05.000 --> 00:15:07.000]  用一個謙卑的形態
[00:15:07.000 --> 00:15:12.000]  或者依照教會的文化所提供的標準答案
[00:15:12.000 --> 00:15:15.000]  來作出相應的應對
[00:15:15.000 --> 00:15:18.000]  但是一離開教會異動的建築物
[00:15:18.000 --> 00:15:21.000]  或者在星期六日之後
[00:15:21.000 --> 00:15:25.000]  我們再回到工作的世界
[00:15:25.000 --> 00:15:27.000]  這個社會當中
[00:15:27.000 --> 00:15:32.000]  可能我們會轉另外一個身份
[00:15:32.000 --> 00:15:35.000]  去投入外面的社會和世界
[00:15:35.000 --> 00:15:40.000]  去活回這個世界他們所認同的價值觀
[00:15:40.000 --> 00:15:43.000]  有時候在午夜夢迴或者心靈的深處
[00:15:43.000 --> 00:15:45.000]  其實我們是知道的
[00:15:45.000 --> 00:15:47.000]  可能心裡面會作出一個吶喊
[00:15:47.000 --> 00:15:51.000]  告訴我們這個不是我們想做的事情
[00:15:51.000 --> 00:15:55.000]  或者這個不是上帝所喜悅我們
[00:15:55.000 --> 00:16:01.000]  要這樣來活出我們好像有兩種不同的身份
[00:16:01.000 --> 00:16:05.000]  但是無奈有時候一切來得這麼自然
[00:16:05.000 --> 00:16:07.000]  甚至沒有察覺
[00:16:07.000 --> 00:16:09.000]  或者都沒有空來他們
[00:16:09.000 --> 00:16:12.000]  因為實在工作實在太忙碌
[00:16:12.000 --> 00:16:14.000]  而在職場裡面
[00:16:14.000 --> 00:16:17.000]  或者在工作我們和親友
[00:16:17.000 --> 00:16:21.000]  就是外面朋友之間的對話
[00:16:21.000 --> 00:16:23.000]  或者是處境裡面
[00:16:23.000 --> 00:16:28.000]  我們都盡量來顯示我們最美好的一面
[00:16:28.000 --> 00:16:30.000]  但是內心的狀況
[00:16:30.000 --> 00:16:33.000]  卻是只有我們自己才知道
[00:16:33.000 --> 00:16:38.000]  有時候心靈裡面會不斷來向自己
[00:16:38.000 --> 00:16:44.000]  去咆哮告訴自己林少林不應該是這樣的
[00:16:44.000 --> 00:16:48.000]  不要和外面的世俗來同化
[00:16:48.000 --> 00:16:53.000]  或者跟隨外面的價值觀去想
[00:16:53.000 --> 00:16:59.000]  有時候甚至是企圖以金錢物質名利權力
[00:16:59.000 --> 00:17:01.000]  或者食物各種的刺激
[00:17:01.000 --> 00:17:04.000]  甚至是讀多點書
[00:17:04.000 --> 00:17:09.000]  看多點東西來滿足內心的不安
[00:17:09.000 --> 00:17:12.000]  或者是那種需要來狂話
[00:17:12.000 --> 00:17:19.000]  然而這些只是能夠幫自己帶來一個片刻的滿足感
[00:17:19.000 --> 00:17:22.000]  或者一個片刻的寧靜
[00:17:22.000 --> 00:17:25.000]  好像不需要再掙扎這些
[00:17:25.000 --> 00:17:28.000]  但是去到某時某年某刻
[00:17:28.000 --> 00:17:30.000]  或者夜難人靜的時候
[00:17:30.000 --> 00:17:32.000]  又會令自己重新再去反思
[00:17:32.000 --> 00:17:34.000]  究竟做什麼呢?
[00:17:34.000 --> 00:17:37.000]  正如剛才的祈禱一樣
[00:17:37.000 --> 00:17:41.000]  甚至以為自己可以不需要上帝
[00:17:41.000 --> 00:17:44.000]  有時候發覺都很恐怖
[00:17:44.000 --> 00:17:46.000]  在第三十節
[00:17:46.000 --> 00:17:51.000]  大家會看到主耶穌去禁止他們
[00:17:51.000 --> 00:17:57.000]  將他們基督的身份禁止門徒來講出去
[00:17:57.000 --> 00:18:01.000]  有時候看著看著慢慢感覺到有點微
[00:18:01.000 --> 00:18:04.000]  為什麼主耶穌會這樣去講呢?
[00:18:04.000 --> 00:18:09.000]  其實因為主耶穌很明白我們的心境
[00:18:09.000 --> 00:18:11.000]  因為祂深深知道
[00:18:11.000 --> 00:18:15.000]  門徒在心理上可能都未準備好
[00:18:15.000 --> 00:18:20.000]  對祂的認識也未必掌握得很清楚
[00:18:20.000 --> 00:18:24.000]  因為在期望和實際
[00:18:24.000 --> 00:18:27.000]  因為他們心裡面的上帝的彌賽
[00:18:27.000 --> 00:18:31.000]  和實際出現他們所面對
[00:18:31.000 --> 00:18:35.000]  所一起生活所見到的彌賽
[00:18:35.000 --> 00:18:37.000]  落差實在太大
[00:18:37.000 --> 00:18:40.000]  群眾所期望所看見的基督
[00:18:40.000 --> 00:18:43.000]  並不是要回到上帝面前
[00:18:43.000 --> 00:18:45.000]  遵守上帝的旨意和教訓
[00:18:45.000 --> 00:18:50.000]  而是想要在一個政治領域上獲得釋放
[00:18:50.000 --> 00:18:52.000]  我想這個大家聽過很多次
[00:18:52.000 --> 00:18:54.000]  一點都不陌生
[00:18:54.000 --> 00:18:57.000]  這個就是當時的以色列人
[00:18:57.000 --> 00:19:00.000]  他們期望救主彌賽上帝
[00:19:00.000 --> 00:19:03.000]  他們應該覺得的身份
[00:19:03.000 --> 00:19:07.000]  就是從羅馬政權裡面釋放他們出來
[00:19:07.000 --> 00:19:09.000]  同樣今天我們會不會是
[00:19:09.000 --> 00:19:15.000]  救主耶穌基督是令你心靈覺得安慰呢?
[00:19:15.000 --> 00:19:19.000]  會不會甚至在裡面沒有了十字架
[00:19:19.000 --> 00:19:25.000]  需要將我們的罪放在主的面前
[00:19:25.000 --> 00:19:29.000]  有時我們想要一個無痛的基督教
[00:19:29.000 --> 00:19:31.000]  是扭曲了
[00:19:31.000 --> 00:19:34.000]  但實際當我們再進入深一層的時候
[00:19:34.000 --> 00:19:37.000]  我們知道原來大大的十字架
[00:19:37.000 --> 00:19:40.000]  是需要我們去背
[00:19:40.000 --> 00:19:44.000]  所以可能因為這個原因
[00:19:44.000 --> 00:19:46.000]  主耶穌基督覺得
[00:19:46.000 --> 00:19:54.000]  未是時候將祂的身份流露出去
[00:19:54.000 --> 00:19:56.000]  或者是發放出去
[00:19:56.000 --> 00:19:58.000]  因此接下來祂就告訴門徒
[00:19:58.000 --> 00:20:02.000]  暫且不要將祂基督的身份說出去
[00:20:02.000 --> 00:20:05.000]  因為萬一門徒將這件事說出去的時候
[00:20:05.000 --> 00:20:11.000]  大概只會令主耶穌在祂傳福音的工作上
[00:20:11.000 --> 00:20:13.000]  增添更多的困擾
[00:20:13.000 --> 00:20:16.000]  可能一點幫助都沒有
[00:20:16.000 --> 00:20:20.000]  如果大家還有印象
[00:20:20.000 --> 00:20:23.000]  主耶穌曾經在之前的經文
[00:20:23.000 --> 00:20:25.000]  五餅二魚
[00:20:25.000 --> 00:20:27.000]  來餵飽超過五千人
[00:20:27.000 --> 00:20:28.000]  吃飽之後
[00:20:28.000 --> 00:20:30.000]  這個神蹟之後
[00:20:30.000 --> 00:20:34.000]  也有人想要拉著耶穌基督來作他們的王
[00:20:34.000 --> 00:20:38.000]  但在當中也被主耶穌拒絕
[00:20:38.000 --> 00:20:41.000]  而這個落差更加在之後
[00:20:41.000 --> 00:20:44.000]  耶穌與彼得的對話
[00:20:44.000 --> 00:20:48.000]  更加將這個張力凸顯出來
[00:20:48.000 --> 00:20:53.000]  去到第31至第33節
[00:20:53.000 --> 00:20:57.000]  耶穌開始教導門徒說
[00:20:57.000 --> 00:21:00.000]  人子必須遭受許多苦難
[00:21:00.000 --> 00:21:03.000]  被長老、祭司長和經學教師氣絕
[00:21:03.000 --> 00:21:06.000]  被殺害三天後將復活
[00:21:06.000 --> 00:21:09.000]  他把這些事說得清清楚楚
[00:21:09.000 --> 00:21:11.000]  彼得就把耶穌拉到一邊
[00:21:11.000 --> 00:21:12.000]  要勸阻他
[00:21:12.000 --> 00:21:15.000]  耶穌轉過來看門徒
[00:21:15.000 --> 00:21:16.000]  責備彼得說
[00:21:16.000 --> 00:21:17.000]  撒旦走開
[00:21:17.000 --> 00:21:19.000]  你所想的不是上帝的想法
[00:21:19.000 --> 00:21:21.000]  而是人的想法
[00:21:21.000 --> 00:21:29.000]  這是漢語聖經協會的版本
[00:21:29.000 --> 00:21:33.000]  在第31至第32節上半節
[00:21:33.000 --> 00:21:37.000]  首先他帶出一個高潮
[00:21:37.000 --> 00:21:40.000]  而這段經文就是馬可福音記載
[00:21:40.000 --> 00:21:43.000]  耶穌基督第一次告訴他的門徒
[00:21:43.000 --> 00:21:45.000]  這次去耶路撒冷
[00:21:45.000 --> 00:21:49.000]  他必須要接受許多苦難
[00:21:49.000 --> 00:21:50.000]  他將會被殺害
[00:21:50.000 --> 00:21:52.000]  然後三天後復活
[00:21:52.000 --> 00:21:56.000]  這是一個非常重要的訊息
[00:21:56.000 --> 00:22:00.000]  而第32節他強調
[00:22:00.000 --> 00:22:05.000]  耶穌基督將要在耶路撒冷受難死去
[00:22:05.000 --> 00:22:09.000]  和復活這些事都講得清清楚楚
[00:22:09.000 --> 00:22:10.000]  絕不含糊
[00:22:10.000 --> 00:22:12.000]  他是需要門徒
[00:22:12.000 --> 00:22:14.000]  一定要很清楚
[00:22:14.000 --> 00:22:16.000]  搞清楚耶穌基督的使命
[00:22:16.000 --> 00:22:19.000]  和他將要之後要做些什麼
[00:22:19.000 --> 00:22:21.000]  來告訴他們
[00:22:21.000 --> 00:22:23.000]  讓這些門徒
[00:22:23.000 --> 00:22:27.000]  能夠將他的使命
[00:22:27.000 --> 00:22:29.000]  來承傳下去
[00:22:29.000 --> 00:22:32.000]  但是在第32節下半節
[00:22:32.000 --> 00:22:37.000]  隨即就出現一個反高潮的記載
[00:22:37.000 --> 00:22:40.000]  彼得一聽到耶穌基督這樣說
[00:22:40.000 --> 00:22:43.000]  隨即的反應就是要阻止耶穌基督
[00:22:43.000 --> 00:22:48.000]  這種想要去耶路撒冷去赴死
[00:22:48.000 --> 00:22:50.000]  去受死的這種想法
[00:22:50.000 --> 00:22:56.000]  也都期望在當中來阻止他自殺的行動
[00:22:56.000 --> 00:22:59.000]  因此他伸手將耶穌基督拉到一邊
[00:22:59.000 --> 00:23:01.000]  要勸阻他
[00:23:01.000 --> 00:23:04.000]  然後在第33節
[00:23:04.000 --> 00:23:06.000]  就說耶穌基督責備彼得
