
[00:00:00.000 --> 00:00:02.060]  各位年青姐妹主內平安
[00:04:16.640 --> 00:04:20.000]  描述這個家庭是怎樣的辛苦
[00:04:20.000 --> 00:04:22.000]  一幕一幕
[00:04:22.000 --> 00:04:24.680]  一浪接一浪的困難
[00:04:24.680 --> 00:04:26.680]  不可預知的事情
[00:04:26.680 --> 00:04:28.680]  發生在一個家庭裡面
[00:04:28.680 --> 00:04:33.320]  其實這和我們今天生活是沒什麼分別的
[00:04:33.320 --> 00:04:36.320]  因為在這個技術裡面
[00:04:36.320 --> 00:04:39.080]  有些東西我們可以自己作決定的
[00:04:39.080 --> 00:04:41.080]  離開伯利恆
[00:04:41.080 --> 00:04:43.080]  為了去另外一個地方找工作
[00:04:43.080 --> 00:04:45.080]  是自己的決定
[00:04:45.080 --> 00:04:47.080]  在當地
[00:04:47.080 --> 00:04:49.080]  娶當地的人
[00:04:49.080 --> 00:04:51.080]  是自己的決定
[00:04:51.080 --> 00:04:53.080]  但同時我們看到
[00:04:53.080 --> 00:04:55.080]  飢荒不是自己的決定
[00:04:55.080 --> 00:04:57.080]  生死不是自己的決定
[00:04:57.080 --> 00:04:59.080]  是不是?
[00:04:59.080 --> 00:05:01.080]  我們今天的人生不是充滿
[00:05:01.080 --> 00:05:04.080]  一些東西可以自己自主的
[00:05:04.080 --> 00:05:06.080]  但有些事情
[00:05:06.080 --> 00:05:09.080]  是我們無奈地去接受的
[00:05:09.080 --> 00:05:11.080]  究竟聖經藉著這個序幕
[00:05:11.080 --> 00:05:13.080]  整個路德紀
[00:05:13.080 --> 00:05:15.080]  整個故事
[00:05:15.080 --> 00:05:17.080]  帶給我們有什麼反省呢?
[00:05:17.080 --> 00:05:19.080]  我希望就藉著路德紀
[00:05:19.080 --> 00:05:21.080]  第一章和大家
[00:05:21.080 --> 00:05:23.080]  去思想困難的問題
[00:05:23.080 --> 00:05:25.080]  路德紀
[00:05:25.080 --> 00:05:27.080]  有三個主要的主角
[00:05:27.080 --> 00:05:29.080]  包括
[00:05:29.080 --> 00:05:31.080]  沒有了丈夫,沒有了兩個兒子的
[00:05:31.080 --> 00:05:33.080]  拿俄邁
[00:05:33.080 --> 00:05:35.080]  然後他其中一個媳婦路德
[00:05:35.080 --> 00:05:37.080]  還有
[00:05:37.080 --> 00:05:39.080]  最後娶路德為妻的
[00:05:39.080 --> 00:05:41.080]  邦亞斯
[00:05:41.080 --> 00:05:43.080]  我今天選了路德紀的其中一個片段
[00:05:43.080 --> 00:05:45.080]  來和大家一同去思想
[00:05:45.080 --> 00:05:47.080]  第一
[00:05:47.080 --> 00:05:49.080]  在困難里
[00:05:49.080 --> 00:05:51.080]  怎麼去敢於冒險
[00:05:51.080 --> 00:05:53.080]  在第六節里說
[00:05:53.080 --> 00:05:55.080]  他就與兩個兒婦起身
[00:05:55.080 --> 00:05:57.080]  要從摩壓地
[00:05:57.080 --> 00:05:59.080]  歸回
[00:05:59.080 --> 00:06:01.080]  他是指拿俄邁
[00:06:01.080 --> 00:06:03.080]  拿俄邁面對這個困局的時候
[00:06:03.080 --> 00:06:05.080]  他立刻想到就是回家了
[00:06:05.080 --> 00:06:07.080]  回家了
[00:06:07.080 --> 00:06:09.080]  沒有和兩個媳婦
[00:06:09.080 --> 00:06:11.080]  去任何商量
[00:06:11.080 --> 00:06:13.080]  他就自己決定
[00:06:13.080 --> 00:06:15.080]  不想這個歸途
[00:06:15.080 --> 00:06:17.080]  在當中他並且
[00:06:17.080 --> 00:06:19.080]  三次來鼓勵
[00:06:19.080 --> 00:06:21.080]  他的媳婦自己回到自己
[00:06:21.080 --> 00:06:23.080]  家裡
[00:06:23.080 --> 00:06:25.080]  第八節他說你們各人回娘家去吧
[00:06:25.080 --> 00:06:27.080]  回到你外家吧
[00:06:27.080 --> 00:06:29.080]  不要跟著我了
[00:06:29.080 --> 00:06:31.080]  第十一節說我女兒們
[00:06:31.080 --> 00:06:33.080]  回去吧,為何要跟著我去呢?
[00:06:33.080 --> 00:06:35.080]  我什麼都沒有了
[00:06:35.080 --> 00:06:37.080]  你為什麼要跟著我呢?
[00:06:37.080 --> 00:06:41.080]  最後當其中一個媳婦
[00:06:41.080 --> 00:06:43.080]  離開的時候
[00:06:43.080 --> 00:06:45.080]  他再對老德說
[00:06:45.080 --> 00:06:47.080]  你也跟著你嫂子
[00:06:47.080 --> 00:06:49.080]  回去吧
[00:06:49.080 --> 00:06:51.080]  沒錯,面對這個困局
[00:06:51.080 --> 00:06:53.080]  拿俄邁
[00:06:53.080 --> 00:06:55.080]  不想他的媳婦跟著他
[00:06:55.080 --> 00:06:59.080]  當然
[00:06:59.080 --> 00:07:01.080]  如果老德聽家婆的話
[00:07:01.080 --> 00:07:03.080]  就是回到自己家的時候
[00:07:03.080 --> 00:07:05.080]  我想這條路是容易一點的
[00:07:05.080 --> 00:07:07.080]  第一,回到自己熟悉的家人那裡
[00:07:07.080 --> 00:07:09.080]  有可能有朋友
[00:07:09.080 --> 00:07:11.080]  雖然離開了十年
[00:07:11.080 --> 00:07:13.080]  總比去一個
[00:07:13.080 --> 00:07:15.080]  從未去過的地方
[00:07:15.080 --> 00:07:17.080]  容易得多
[00:07:17.080 --> 00:07:19.080]  當然,回到自己
[00:07:19.080 --> 00:07:21.080]  父家的時候,仍然有一些未知之數
[00:07:21.080 --> 00:07:23.080]  離開了十年
[00:07:23.080 --> 00:07:25.080]  爸爸會怎麼接納一個
[00:07:25.080 --> 00:07:27.080]  嫁了出去又再回來的女兒呢?
[00:07:27.080 --> 00:07:31.080]  離開了十年
[00:07:31.080 --> 00:07:33.080]  當他回去的時候,那些人
[00:07:33.080 --> 00:07:35.080]  在那裡靜靜地說
[00:07:35.080 --> 00:07:37.080]  那個人嫁了一個外地人
[00:07:37.080 --> 00:07:39.080]  當時會怎麼看呢?
[00:07:39.080 --> 00:07:41.080]  當然當中
[00:07:41.080 --> 00:07:43.080]  也有很多未知之數
[00:07:43.080 --> 00:07:45.080]  總比去一個遠離自己
[00:07:45.080 --> 00:07:47.080]  無親無故的地方
[00:07:47.080 --> 00:07:49.080]  總是容易一點
[00:07:49.080 --> 00:07:51.080]  特別是當時
[00:07:51.080 --> 00:07:53.080]  在一個父權的社會里
[00:07:53.080 --> 00:07:55.080]  女性只有靠男性的關係
[00:07:55.080 --> 00:07:57.080]  才可以得到尊重
[00:07:57.080 --> 00:08:01.080]  但是老德一無所有
[00:08:01.080 --> 00:08:05.080]  去到拿俄邁的家鄉
[00:08:05.080 --> 00:08:07.080]  沒有她自己的爸爸
[00:08:07.080 --> 00:08:09.080]  沒有她的丈夫
[00:08:09.080 --> 00:08:11.080]  沒有她的兒子
[00:08:11.080 --> 00:08:13.080]  還有什麼?一無所有
[00:08:13.080 --> 00:08:15.080]  英文有句說法叫
[00:08:15.080 --> 00:08:17.080]  Nobody
[00:08:17.080 --> 00:08:19.080]  他是誰?
[00:08:19.080 --> 00:08:21.080]  沒有關係
[00:08:21.080 --> 00:08:23.080]  沒有地位
[00:08:23.080 --> 00:08:25.080]  更甚的
[00:08:25.080 --> 00:08:27.080]  正如剛才所說的魔壓
[00:08:27.080 --> 00:08:29.080]  魔壓是一個淫亂
[00:08:29.080 --> 00:08:31.080]  沒有神的地方
[00:08:31.080 --> 00:08:33.080]  回到伯利恆一個
[00:08:33.080 --> 00:08:35.080]  民主的地方
[00:08:35.080 --> 00:08:37.080]  人家會怎麼看呢?
[00:08:37.080 --> 00:08:39.080]  人家只會鄙視她
[00:08:39.080 --> 00:08:41.080]  沒有任何的尊重
[00:08:41.080 --> 00:08:43.080]  沒有任何的貼納在裡面
[00:08:43.080 --> 00:08:45.080]  不過
[00:08:45.080 --> 00:08:47.080]  無論是怎樣
[00:08:47.080 --> 00:08:49.080]  老德她是選擇了
[00:08:49.080 --> 00:08:51.080]  跟隨拿俄邁
[00:08:51.080 --> 00:08:53.080]  走上這段回家的路
[00:08:53.080 --> 00:08:57.080]  弟兄姊妹
[00:08:57.080 --> 00:08:59.080]  今天我們何嘗不是面對很多困難
[00:08:59.080 --> 00:09:01.080]  我們需要作出選擇嗎?
[00:09:03.080 --> 00:09:05.080]  因為我們是不是在生活裡面
[00:09:05.080 --> 00:09:07.080]  一樣會面對一些
[00:09:07.080 --> 00:09:09.080]  突如其來
[00:09:09.080 --> 00:09:11.080]  我們沒有預計到一些困難嗎?
[00:09:11.080 --> 00:09:13.080]  病可能突然間會襲擊我們
[00:09:13.080 --> 00:09:15.080]  突然間我們會
[00:09:15.080 --> 00:09:17.080]  沒有了工作
[00:09:17.080 --> 00:09:19.080]  很多事情不是在我們預料之內的
[00:09:19.080 --> 00:09:21.080]  但是
[00:09:21.080 --> 00:09:23.080]  路德基這段經文
[00:09:23.080 --> 00:09:25.080]  給我們有什麼的啓示呢?
[00:09:25.080 --> 00:09:27.080]  就是在困難裡面
[00:09:27.080 --> 00:09:29.080]  跨越困難
[00:09:29.080 --> 00:09:31.080]  其中一樣很重要的
[00:09:31.080 --> 00:09:33.080]  就是跨出第一步
[00:09:33.080 --> 00:09:35.080]  超越了
[00:09:35.080 --> 00:09:37.080]  你的安全範圍
[00:09:37.080 --> 00:09:39.080]  這個舒適區
[00:09:39.080 --> 00:09:41.080]  在菲拉比書
[00:09:41.080 --> 00:09:43.080]  有一句話
[00:09:43.080 --> 00:09:45.080]  我們常常聽到
[00:09:45.080 --> 00:09:47.080]  就是忘記背後
[00:09:47.080 --> 00:09:49.080]  接著是努力面前
[00:09:49.080 --> 00:09:51.080]  為什麼要忘記背後呢?
[00:09:51.080 --> 00:09:53.080]  忘記背後
[00:09:53.080 --> 00:09:55.080]  就是忘記我們以前
[00:09:55.080 --> 00:09:57.080]  在沒有發生困難之前
[00:09:57.080 --> 00:09:59.080]  那些風光的日子
[00:09:59.080 --> 00:10:01.080]  忘記背後就是忘記
[00:10:01.080 --> 00:10:03.080]  以前是多麼安穩
[00:10:03.080 --> 00:10:05.080]  多麼無憂 多麼健康
[00:10:05.080 --> 00:10:07.080]  多麼生活富庶
[00:10:07.080 --> 00:10:09.080]  多麼工作
[00:10:09.080 --> 00:10:11.080]  做得多麼開心
[00:10:11.080 --> 00:10:13.080]  地位是多麼高
[00:10:13.080 --> 00:10:15.080]  一切都沒有了
[00:10:15.080 --> 00:10:17.080]  一切都成為過去了
[00:10:17.080 --> 00:10:19.080]  忘記背後
[00:10:19.080 --> 00:10:21.080]  也是忘記
[00:10:21.080 --> 00:10:23.080]  過去一些不風光的事
[00:10:23.080 --> 00:10:25.080]  包括
[00:10:25.080 --> 00:10:27.080]  被受創傷的
[00:10:27.080 --> 00:10:29.080]  自卑自憐
[00:10:29.080 --> 00:10:31.080]  所帶給我們的陰影和限制
[00:10:31.080 --> 00:10:33.080]  要跳出困難的第一步
[00:10:33.080 --> 00:10:35.080]  我們必須要忘記這一切
[00:10:35.080 --> 00:10:37.080]  忘記以前是怎麼樣
[00:10:37.080 --> 00:10:39.080]  不要再坐著自怨自艾
[00:10:39.080 --> 00:10:41.080]  就是以前多麼好
[00:10:41.080 --> 00:10:43.080]  因為這些
[00:10:43.080 --> 00:10:45.080]  已經是成為過去
[00:10:45.080 --> 00:10:47.080]  忘記背後
[00:10:47.080 --> 00:10:49.080]  唯有我們忘記
[00:10:49.080 --> 00:10:51.080]  放下以前
[00:10:51.080 --> 00:10:53.080]  我們才能夠
[00:10:53.080 --> 00:10:55.080]  努力面前
[00:10:55.080 --> 00:10:57.080]  忘記第一件讓我們看到的
[00:10:57.080 --> 00:10:59.080]  就是在困難裡面敢於冒險
[00:10:59.080 --> 00:11:01.080]  前面的路容易走嗎
[00:11:01.080 --> 00:11:03.080]  你知道怎麼走嗎
[00:11:03.080 --> 00:11:05.080]  不知道
[00:11:05.080 --> 00:11:07.080]  有多少風險
[00:11:07.080 --> 00:11:09.080]  不知道
[00:11:09.080 --> 00:11:11.080]  是一條未可知的道路
[00:11:11.080 --> 00:11:13.080]  但是如果你
[00:11:13.080 --> 00:11:15.080]  不踏出第一步的時候
[00:11:15.080 --> 00:11:17.080]  很多時候我們就是
[00:11:17.080 --> 00:11:19.080]  沒有辦法跳出
[00:11:19.080 --> 00:11:21.080]  這個困局裡面
[00:11:21.080 --> 00:11:23.080]  第二方面
[00:11:23.080 --> 00:11:25.080]  在困難裡面
[00:11:25.080 --> 00:11:27.080]  我們在路德記這段經文
[00:11:27.080 --> 00:11:29.080]  讓我們看到怎麼去持守關外
[00:11:29.080 --> 00:11:31.080]  正如我剛才所說
[00:11:31.080 --> 00:11:33.080]  拿俄米沒有和
[00:11:33.080 --> 00:11:35.080]  媳婦怎麼商量
[00:11:35.080 --> 00:11:37.080]  怎麼回去
[00:11:37.080 --> 00:11:39.080]  他一決定就準備回去了
[00:11:39.080 --> 00:11:41.080]  在經文
[00:11:41.080 --> 00:11:43.080]  第一章十四節
[00:11:43.080 --> 00:11:45.080]  這樣記載
[00:11:45.080 --> 00:11:47.080]  只是路德捨不得拿俄米
[00:11:47.080 --> 00:11:49.080]  沒錯
[00:11:49.080 --> 00:11:51.080]  拿俄米不放心
[00:11:51.080 --> 00:11:53.080]  他的家婆
[00:11:53.080 --> 00:11:55.080]  一個人上路
[00:11:55.080 --> 00:11:57.080]  是出於一份關懷
[00:11:57.080 --> 00:11:59.080]  一份關係
[00:11:59.080 --> 00:12:01.080]  有十年的婆媳關係
[00:12:01.080 --> 00:12:03.080]  一份同情
[00:12:03.080 --> 00:12:05.080]  一份愛心
[00:12:05.080 --> 00:12:07.080]  所以
[00:12:07.080 --> 00:12:09.080]  他選擇了
[00:12:09.080 --> 00:12:11.080]  去一條容易走的路
[00:12:11.080 --> 00:12:13.080]  他放棄
[00:12:13.080 --> 00:12:15.080]  並且願意
[00:12:15.080 --> 00:12:17.080]  走一條難行的路
[00:12:17.080 --> 00:12:19.080]  沒錯
[00:12:19.080 --> 00:12:21.080]  表達關心
[00:12:21.080 --> 00:12:23.080]  就是一個關係
[00:12:23.080 --> 00:12:25.080]  因為不能單向
[00:12:25.080 --> 00:12:27.080]  向一個人表達
[00:12:27.080 --> 00:12:29.080]  是必須是一個雙向
[00:12:29.080 --> 00:12:31.080]  是需要有目標
[00:12:31.080 --> 00:12:33.080]  去對著人去表達
[00:12:33.080 --> 00:12:35.080]  路德明白
[00:12:35.080 --> 00:12:37.080]  由摩壓回到百里行
[00:12:37.080 --> 00:12:39.080]  是接近有一百里的路程
[00:12:39.080 --> 00:12:41.080]  起碼走四五天的路程
[00:12:41.080 --> 00:12:45.080]  當中可能會有
[00:12:45.080 --> 00:12:47.080]  野獸
[00:12:47.080 --> 00:12:49.080]  會有強盜
[00:12:49.080 --> 00:12:51.080]  會有一切未可預知的困難
[00:12:51.080 --> 00:12:53.080]  在當中
[00:12:53.080 --> 00:12:55.080]  很大的危險在裡面
[00:12:55.080 --> 00:12:57.080]  因著他的那份愛心
[00:12:57.080 --> 00:12:59.080]  所以他願意
[00:12:59.080 --> 00:13:01.080]  陪他的家婆
[00:13:01.080 --> 00:13:03.080]  上路
[00:13:03.080 --> 00:13:05.080]  拿俄米
[00:13:05.080 --> 00:13:07.080]  或者我們會不太明白
[00:13:07.080 --> 00:13:09.080]  為什麼拿俄米
[00:13:09.080 --> 00:13:11.080]  在最需要人
[00:13:11.080 --> 00:13:13.080]  一起和他同行的時候
[00:13:13.080 --> 00:13:15.080]  他多番拒絕他兩個媳婦
[00:13:15.080 --> 00:13:17.080]  去同行
[00:13:17.080 --> 00:13:19.080]  或者可能我們從心理學上
[00:13:19.080 --> 00:13:21.080]  的一個分析會
[00:13:21.080 --> 00:13:23.080]  明白多一點
[00:13:23.080 --> 00:13:25.080]  當一個人被受傷害
[00:13:25.080 --> 00:13:27.080]  心灰意冷到了一個絕望
[00:13:27.080 --> 00:13:29.080]  的情況裡面
[00:13:29.080 --> 00:13:31.080]  可能我們會有一個反常的反應
[00:13:31.080 --> 00:13:33.080]  就是我們會拒絕一切人
[00:13:33.080 --> 00:13:35.080]  那種的關愛
[00:13:35.080 --> 00:13:37.080]  有時我們不開心的時候
[00:13:37.080 --> 00:13:39.080]  關掉我們的手機
[00:13:39.080 --> 00:13:41.080]  不聽電話
[00:13:41.080 --> 00:13:43.080]  不想任何人接觸我們
[00:13:43.080 --> 00:13:45.080]  不想他們碰到我們的相處
[00:13:45.080 --> 00:13:47.080]  我們說
[00:13:47.080 --> 00:13:49.080]  躲在山洞里
[00:13:49.080 --> 00:13:51.080]  可能拿俄米就是這樣
[00:13:51.080 --> 00:13:53.080]  在他絕望裡面的時候
[00:13:53.080 --> 00:13:55.080]  他不想任何人和他同行
[00:13:55.080 --> 00:13:57.080]  所以他對
[00:13:57.080 --> 00:13:59.080]  他兩個媳婦的好意
[00:13:59.080 --> 00:14:01.080]  連番拒絕
[00:14:01.080 --> 00:14:03.080]  但是
[00:14:03.080 --> 00:14:05.080]  老德仍然堅持
[00:14:05.080 --> 00:14:07.080]  他持守
[00:14:07.080 --> 00:14:09.080]  他的愛心
[00:14:09.080 --> 00:14:11.080]  如果讓你做老德你會怎樣呢
[00:14:11.080 --> 00:14:13.080]  如果你說:婆婆,我想
[00:14:13.080 --> 00:14:15.080]  和你一起回家
[00:14:15.080 --> 00:14:17.080]  他說:不,不,你走啦
[00:14:17.080 --> 00:14:19.080]  你走啦
[00:14:19.080 --> 00:14:21.080]  你都挺無人的
[00:14:21.080 --> 00:14:23.080]  被人拒絕
[00:14:23.080 --> 00:14:25.080]  但是老德
[00:14:25.080 --> 00:14:27.080]  沒有因為被拒絕
[00:14:27.080 --> 00:14:29.080]  而放棄持守
[00:14:29.080 --> 00:14:31.080]  他對
[00:14:31.080 --> 00:14:33.080]  他家婆的愛護
[00:14:33.080 --> 00:14:35.080]  和關懷
[00:14:35.080 --> 00:14:37.080]  或者我們一起讀
[00:14:37.080 --> 00:14:39.080]  經文第十六節到第十七節
[00:14:39.080 --> 00:14:41.080]  第十六節起
[00:14:41.080 --> 00:14:43.080]  請
[00:14:43.080 --> 00:14:45.080]  老德說
[00:14:45.080 --> 00:14:47.080]  回去不跟隨你
[00:14:47.080 --> 00:14:49.080]  你往哪裡去
[00:14:49.080 --> 00:14:51.080]  我也往哪裡去
[00:14:51.080 --> 00:14:53.080]  你在哪裡住宿
[00:14:53.080 --> 00:14:55.080]  我也在哪裡住宿
[00:14:55.080 --> 00:14:57.080]  你的國就是我的國
[00:14:57.080 --> 00:14:59.080]  你的神就是我的神
[00:14:59.080 --> 00:15:01.080]  你在哪裡死
[00:15:01.080 --> 00:15:03.080]  我也在哪裡死
[00:15:03.080 --> 00:15:05.080]  也葬在哪裡
[00:15:05.080 --> 00:15:07.080]  除非死能使你我相離
[00:15:07.080 --> 00:15:09.080]  不然願耶和華
[00:15:09.080 --> 00:15:11.080]  重重的降伐於我
[00:15:11.080 --> 00:15:13.080]  當我們
[00:15:13.080 --> 00:15:15.080]  看前面的經文的時候
[00:15:15.080 --> 00:15:17.080]  拿我米所著眼的
[00:15:17.080 --> 00:15:19.080]  常常就是我是怎樣
[00:15:19.080 --> 00:15:21.080]  我是怎樣
[00:15:21.080 --> 00:15:23.080]  但是剛才大家所讀的這段經文裡面
[00:15:23.080 --> 00:15:25.080]  老德的回答是怎樣
[00:15:25.080 --> 00:15:27.080]  是你和我是怎樣
[00:15:27.080 --> 00:15:29.080]  是一個關係
[00:15:29.080 --> 00:15:31.080]  是一個
[00:15:31.080 --> 00:15:33.080]  相伴
[00:15:33.080 --> 00:15:35.080]  老德這個名字
[00:15:35.080 --> 00:15:37.080]  的意思就是
[00:15:37.080 --> 00:15:39.080]  朋友相伴的意思
[00:15:39.080 --> 00:15:41.080]  人如其名
[00:15:41.080 --> 00:15:43.080]  他就表達了
[00:15:43.080 --> 00:15:45.080]  他的關愛
[00:15:45.080 --> 00:15:47.080]  並且他向拿我米
[00:15:47.080 --> 00:15:49.080]  有很大的提醒
[00:15:49.080 --> 00:15:51.080]  他說
[00:15:51.080 --> 00:15:53.080]  你去哪裡我就去哪裡
[00:15:53.080 --> 00:15:55.080]  提醒拿我米
[00:15:55.080 --> 00:15:57.080]  其實你還有路可以走
[00:15:57.080 --> 00:15:59.080]  你還有地方可以去
[00:15:59.080 --> 00:16:03.080]  然後跟著說
[00:16:03.080 --> 00:16:05.080]  你住在哪裡我就住在哪裡
[00:16:05.080 --> 00:16:07.080]  你還有地方可以
[00:16:07.080 --> 00:16:09.080]  有瓦遮頭
[00:16:09.080 --> 00:16:11.080]  你不是完全什麼都沒有的
[00:16:11.080 --> 00:16:13.080]  然後就告訴你
[00:16:13.080 --> 00:16:15.080]  你的國就是我的國
[00:16:15.080 --> 00:16:17.080]  你還有回去之後
[00:16:17.080 --> 00:16:19.080]  你還有你的相識的
[00:16:19.080 --> 00:16:21.080]  親朋戚友
[00:16:21.080 --> 00:16:23.080]  你的民族你的族人
[00:16:23.080 --> 00:16:25.080]  你的國家你熟悉的人
[00:16:25.080 --> 00:16:27.080]  你還有的
[00:16:27.080 --> 00:16:29.080]  不僅如此你還有你的神
[00:16:29.080 --> 00:16:31.080]  你的神就是我的神
[00:16:31.080 --> 00:16:33.080]  你還有神可以相信
[00:16:33.080 --> 00:16:35.080]  可以依靠的
[00:16:35.080 --> 00:16:37.080]  最後
[00:16:37.080 --> 00:16:39.080]  你還有我
[00:16:39.080 --> 00:16:41.080]  你還有我老德
[00:16:41.080 --> 00:16:43.080]  可以跟你一起在一段
[00:16:43.080 --> 00:16:45.080]  這麼難走的路上
[00:16:45.080 --> 00:16:47.080]  跟你一起去走
[00:16:47.080 --> 00:16:51.080]  很多時候在困難里
[00:16:51.080 --> 00:16:53.080]  我們只看到自己的困難
[00:16:53.080 --> 00:16:55.080]  著眼只看到自己
[00:16:55.080 --> 00:16:57.080]  眼前的困難
[00:16:57.080 --> 00:16:59.080]  甚至將這個困難化到無限大
[00:16:59.080 --> 00:17:01.080]  原來我們
[00:17:01.080 --> 00:17:03.080]  看不到自己仍然
[00:17:03.080 --> 00:17:05.080]  有一些東西
[00:17:05.080 --> 00:17:07.080]  仍然有一些東西可以幫我們
[00:17:07.080 --> 00:17:09.080]  跳出這個困局
[00:17:09.080 --> 00:17:13.080]  在這裡
