
[00:00:00.000 --> 00:00:06.360]  很多的詩篇都很能夠進入我們的心裏面
[00:04:20.960 --> 00:04:22.960]  就超快
[00:04:22.960 --> 00:04:24.960]  有兩節我們一起讀一讀
[00:04:24.960 --> 00:04:27.160]  十二 十三節
[00:04:27.160 --> 00:04:28.560]  一起讀 謝謝
[00:04:28.560 --> 00:04:31.160]  當時他們人丁有閒
[00:04:31.160 --> 00:04:32.760]  數目稀少
[00:04:32.760 --> 00:04:35.160]  並且在那地為寄居的
[00:04:35.160 --> 00:04:37.560]  他們從這邦游到那邦
[00:04:37.560 --> 00:04:40.360]  從這國行到那國
[00:04:40.360 --> 00:04:41.760]  你猜我為什麼會覺得
[00:04:41.760 --> 00:04:43.560]  很容易投入到這段經文
[00:04:43.560 --> 00:04:45.160]  因為雖然都是很熟
[00:04:45.160 --> 00:04:48.160]  以色列人差不多十災
[00:04:48.160 --> 00:04:50.360]  那些我們一定會記得
[00:04:50.360 --> 00:04:52.160]  但是讀到這兩節的聖經
[00:04:52.160 --> 00:04:55.760]  我覺得勾起我一些回憶
[00:04:55.760 --> 00:04:58.160]  是因為當時剛剛我們開會
[00:04:58.160 --> 00:04:59.160]  其實這個星期
[00:04:59.160 --> 00:05:01.960]  老師想應該怎樣分享這個訊息
[00:05:01.960 --> 00:05:03.560]  開完會老師這樣說
[00:05:03.560 --> 00:05:05.360]  「是的 我們的群體真的很特別」
[00:05:05.360 --> 00:05:07.560]  我就想起原來
[00:05:07.560 --> 00:05:09.360]  我們當時最初的時候
[00:05:09.360 --> 00:05:12.160]  都真是人丁單薄
[00:05:12.160 --> 00:05:13.960]  數目稀少
[00:05:13.960 --> 00:05:15.360]  同福開始的時候
[00:05:15.360 --> 00:05:18.560]  從廣福過來幾十人
[00:05:18.560 --> 00:05:21.360]  我有幸見證就是一百二十人的同福
[00:05:21.360 --> 00:05:22.960]  真的很少人
[00:05:22.960 --> 00:05:25.560]  相比現在一堂都不止
[00:05:25.560 --> 00:05:28.160]  但我記得有一天崇拜
[00:05:28.160 --> 00:05:30.360]  星期日崇拜的時候
[00:05:30.360 --> 00:05:33.360]  前一晚星期六晚就打大風
[00:05:33.360 --> 00:05:34.760]  下很大雨
[00:05:34.760 --> 00:05:36.160]  第二天早上我們回到教會的時候
[00:05:36.160 --> 00:05:37.360]  一打開門
[00:05:37.360 --> 00:05:40.160]  整個景香樓的禮堂都濕了
[00:05:40.160 --> 00:05:40.760]  我很震驚
[00:05:40.760 --> 00:05:42.160]  當時八點多回到去
[00:05:42.160 --> 00:05:43.160]  十點半鐘崇拜
[00:05:43.160 --> 00:05:44.560]  不知怎樣算好
[00:05:44.560 --> 00:05:45.760]  於是感謝上帝
[00:05:45.760 --> 00:05:48.560]  當時教會下面是超級市場
[00:05:48.560 --> 00:05:51.360]  所以黎生醫就馬上帶了一兩個人
[00:05:51.360 --> 00:05:53.160]  掃去整個市場
[00:05:53.160 --> 00:05:54.560]  所有的毛巾上來
[00:05:54.560 --> 00:05:58.160]  所有人都要幫忙抹水
[00:05:58.160 --> 00:06:00.360]  那時真是人數稀少
[00:06:00.360 --> 00:06:01.360]  人丁單薄
[00:06:01.360 --> 00:06:03.560]  所以上至學師
[00:06:03.560 --> 00:06:05.560]  下至每一個弟兄姊妹執事
[00:06:05.560 --> 00:06:06.760]  回來教會
[00:06:06.760 --> 00:06:10.360]  我們這些傳統的人
[00:06:10.360 --> 00:06:12.360]  我們回來教會要穿西裝
[00:06:12.360 --> 00:06:15.360]  但我見到牧師每個人都脫了西裝
[00:06:15.360 --> 00:06:16.960]  立起褲腳
[00:06:16.960 --> 00:06:19.360]  就每個人都在這裡掃水
[00:06:19.360 --> 00:06:21.160]  因為我們每個人都要做
[00:06:21.160 --> 00:06:23.360]  我們不會說讓行政部同工做
[00:06:23.360 --> 00:06:24.760]  讓長務同工做
[00:06:24.760 --> 00:06:26.560]  讓師事做
[00:06:26.560 --> 00:06:28.360]  不會因為我們人數少
[00:06:28.360 --> 00:06:30.560]  我們每個人都是家
[00:06:30.560 --> 00:06:31.360]  家裡有事
[00:06:31.360 --> 00:06:33.960]  難道家裡爆水喉
[00:06:33.960 --> 00:06:35.560]  難道只有爸爸去做
[00:06:35.560 --> 00:06:36.560]  媽媽都要做
[00:06:36.560 --> 00:06:38.360]  兒子女兒一定要做
[00:06:38.360 --> 00:06:40.160]  所以每個人都像一個家庭
[00:06:40.160 --> 00:06:41.760]  每個人都親力親為
[00:06:41.760 --> 00:06:42.960]  很開心
[00:06:42.960 --> 00:06:44.560]  人數雖然稀少
[00:06:44.560 --> 00:06:47.960]  但感覺很親近
[00:06:47.960 --> 00:06:48.560]  不單止這樣
[00:06:48.560 --> 00:06:50.360]  我們從這幫游到那幫
[00:06:50.360 --> 00:06:52.360]  從這國行到那國
[00:06:52.360 --> 00:06:53.560]  我又覺得那時
[00:06:53.560 --> 00:06:56.360]  我來的時候已經在景香樓
[00:06:56.360 --> 00:06:57.360]  一樓
[00:06:57.360 --> 00:06:58.960]  但沒多久我們不夠用
[00:06:58.960 --> 00:06:59.960]  教會增長
[00:06:59.960 --> 00:07:01.760]  於是我們搬我們的辦公室
[00:07:01.760 --> 00:07:04.960]  由天后廟渡口搬去電器道
[00:07:04.960 --> 00:07:06.760]  在觀茂商業大廈
[00:07:06.760 --> 00:07:09.360]  有兩個單位打通
[00:07:09.360 --> 00:07:10.760]  後來又不夠用
[00:07:10.760 --> 00:07:12.560]  不過聽到一個好消息
[00:07:12.560 --> 00:07:14.760]  就是原本景香樓二樓
[00:07:14.760 --> 00:07:16.560]  本來是一個健身房
[00:07:16.560 --> 00:07:18.160]  通常我們崇拜
[00:07:18.160 --> 00:07:19.160]  崇崇拜可拜
[00:07:19.160 --> 00:07:22.360]  有時不知誰說得悶的時候
[00:07:22.360 --> 00:07:23.560]  可能是我說得悶的時候
[00:07:23.560 --> 00:07:26.560]  大家打瞌睡的時候
[00:07:26.560 --> 00:07:28.360]  突然間醒一醒
[00:07:28.360 --> 00:07:29.560]  打雷?
[00:07:29.560 --> 00:07:30.160]  不是
[00:07:30.160 --> 00:07:31.760]  因為樓上那些大隻佬
[00:07:31.760 --> 00:07:33.360]  舉的啞鈴不夠力
[00:07:33.360 --> 00:07:35.560]  他一下子扔到地上
[00:07:35.560 --> 00:07:37.760]  就見到灰塵掉下來
[00:07:37.760 --> 00:07:38.760]  不是金粉
[00:07:38.760 --> 00:07:41.160]  是灰掉下來
[00:07:41.160 --> 00:07:43.360]  然後原來他們搬走了
[00:07:43.360 --> 00:07:44.560]  結果我們很開心
[00:07:44.560 --> 00:07:46.360]  把辦公室搬回這裏
[00:07:46.360 --> 00:07:48.360]  結果打通了兩層
[00:07:48.360 --> 00:07:50.560]  在那裏開始一個新的階段
[00:07:50.560 --> 00:07:51.560]  但感謝上帝
[00:07:51.560 --> 00:07:52.560]  上帝又帶領我們
[00:07:52.560 --> 00:07:54.960]  我們覺得只租一個地方不行
[00:07:54.960 --> 00:07:56.760]  我們繼續看到上帝很大的祝福
[00:07:56.760 --> 00:07:58.360]  我們就要買一個地方
[00:07:58.360 --> 00:08:01.160]  我們不知從哪裏來的那種信心
[00:08:01.160 --> 00:08:03.160]  就讓我們能夠買了這個地方
[00:08:03.160 --> 00:08:04.560]  我們就從景香樓
[00:08:04.560 --> 00:08:05.360]  拜拜景香樓
[00:08:05.360 --> 00:08:05.960]  我們就走了
[00:08:05.960 --> 00:08:07.560]  走到摩頓台這邊
[00:08:07.560 --> 00:08:08.960]  在這裏有辦公室
[00:08:08.960 --> 00:08:09.960]  有小組房等等
[00:08:09.960 --> 00:08:13.160]  在這裏繼續開展服侍
[00:08:13.160 --> 00:08:14.360]  但是感謝上帝
[00:08:14.360 --> 00:08:15.160]  地方又不夠用
[00:08:15.160 --> 00:08:18.160]  我們覺得要多些地方給弟兄姊妹開小組
[00:08:18.160 --> 00:08:19.160]  有不同的課堂
[00:08:19.160 --> 00:08:20.560]  於是我們的辦公室
[00:08:20.560 --> 00:08:21.960]  又想想地方怎麼辦
[00:08:21.960 --> 00:08:23.960]  但發現回頭看
[00:08:23.960 --> 00:08:25.560]  我們離開了景香樓之後
[00:08:25.560 --> 00:08:26.760]  從來沒有人再租過
[00:08:26.760 --> 00:08:28.160]  於是我們就回頭看
[00:08:28.160 --> 00:08:30.160]  回頭看還更加奇妙
[00:08:30.160 --> 00:08:32.760]  就是隔離本來的戲院打通了
[00:08:32.760 --> 00:08:35.760]  結果百樂中心
[00:08:35.760 --> 00:08:37.560]  景香樓原來可以打通的
[00:08:37.560 --> 00:08:39.960]  結果我們就租了那裏
[00:08:39.960 --> 00:08:40.760]  回頭看
[00:08:40.760 --> 00:08:41.960]  我們就說不要緊
[00:08:41.960 --> 00:08:43.360]  只是同工走
[00:08:43.360 --> 00:08:46.760]  走七分鐘就從天后廟渡口走到摩頓台
[00:08:46.760 --> 00:08:47.560]  走多些
[00:08:47.560 --> 00:08:48.960]  這樣健康就好一點
[00:08:48.960 --> 00:08:49.360]  不要緊
[00:08:49.360 --> 00:08:50.560]  我們走來走去
[00:08:50.560 --> 00:08:52.160]  每個星期走來走去
[00:08:52.160 --> 00:08:53.360]  從這邦游到那邦
[00:08:53.360 --> 00:08:54.760]  從這國走到那國
[00:08:54.760 --> 00:08:56.760]  你說是不是很容易投入
[00:08:56.760 --> 00:08:57.760]  上帝奇妙
[00:08:57.760 --> 00:08:58.760]  不單止帶我們來這裏
[00:08:58.760 --> 00:09:00.760]  我們不是settle down here
[00:09:00.760 --> 00:09:02.360]  上帝帶我們去脫門
[00:09:02.360 --> 00:09:03.560]  帶我們去柴灣
[00:09:03.560 --> 00:09:06.160]  今天帶我們去九龍東
[00:09:06.160 --> 00:09:06.760]  很奇妙
[00:09:06.760 --> 00:09:07.560]  你說
[00:09:07.560 --> 00:09:09.160]  當我們去看聖經的時候
[00:09:09.160 --> 00:09:12.360]  如果我們有這種代入感
[00:09:12.360 --> 00:09:14.560]  上帝就能夠向我們講說話
[00:09:14.560 --> 00:09:15.960]  如果我們看聖經時
[00:09:15.960 --> 00:09:19.160]  只是靠食腦
[00:09:19.160 --> 00:09:20.760]  不是說我們不需要明白
[00:09:20.760 --> 00:09:23.160]  那個經文字眼的意思
[00:09:23.160 --> 00:09:26.360]  但是原來神的話語是要我們去投入
[00:09:26.360 --> 00:09:28.360]  要我們去和祂對話
[00:09:28.360 --> 00:09:30.960]  要我們能夠去認識祂
[00:09:30.960 --> 00:09:32.160]  怎樣認識祂
[00:09:32.160 --> 00:09:33.560]  我們不單止要知道
[00:09:33.560 --> 00:09:34.560]  不單止要記得
[00:09:34.560 --> 00:09:36.360]  我們需要走出來
[00:09:36.360 --> 00:09:38.360]  我們才認識到神
[00:09:38.360 --> 00:09:39.560]  所以這段經文
[00:09:39.560 --> 00:09:40.160]  我希望你
[00:09:40.160 --> 00:09:41.760]  雖然我不會今天在這裏
[00:09:41.760 --> 00:09:43.560]  和大家看完這四五節經文
[00:09:43.560 --> 00:09:44.960]  沒有可能的事
[00:09:44.960 --> 00:09:45.760]  但是
[00:09:45.760 --> 00:09:47.360]  我希望你自己回去看的時候
[00:09:47.360 --> 00:09:49.960]  或者你下星期
[00:09:49.960 --> 00:09:53.360]  在你的小組查這段經文的時候
[00:09:53.360 --> 00:09:55.160]  我希望你們能夠在當中
[00:09:55.160 --> 00:09:57.360]  能夠去幫助自己
[00:09:57.360 --> 00:09:58.760]  投入在那段經文
[00:09:58.760 --> 00:10:01.360]  來彼此在小組當中分享
[00:10:01.360 --> 00:10:04.960]  我今天會選在這段經文裏面的六節
[00:10:04.960 --> 00:10:06.160]  只是六節
[00:10:06.160 --> 00:10:08.760]  就和大家來思考三個重點
[00:10:08.760 --> 00:10:09.760]  因為我見到
[00:10:09.760 --> 00:10:13.360]  在這六節很簡單的經文當中
[00:10:13.360 --> 00:10:16.560]  原來裏面有十個imperatives
[00:10:16.560 --> 00:10:19.560]  即是歧視語氣的動詞
[00:10:19.560 --> 00:10:20.360]  我先講英文
[00:10:20.360 --> 00:10:22.360]  因為我講歧視語氣的動詞
[00:10:22.360 --> 00:10:23.560]  你更加不明白是甚麼
[00:10:23.560 --> 00:10:24.960]  其實只是動詞
[00:10:24.960 --> 00:10:26.960]  不過這些動詞有一種催促
[00:10:26.960 --> 00:10:28.960]  鼓勵你的意味
[00:10:28.960 --> 00:10:29.960]  是imperatives
[00:10:29.960 --> 00:10:31.360]  有十個imperatives
[00:10:31.360 --> 00:10:32.960]  我將這十個動詞
[00:10:32.960 --> 00:10:34.960]  歸納為三個重點和大家分享
[00:10:34.960 --> 00:10:37.360]  我們先讀一讀這六節的經文
[00:10:37.360 --> 00:10:39.560]  第一節到第六節,請
[00:10:39.560 --> 00:10:43.160]  你們要稱謝耶和華
[00:10:43.160 --> 00:10:45.160]  求告他的名
[00:10:45.160 --> 00:10:48.160]  在萬民中傳揚他的作為
[00:10:48.160 --> 00:10:50.560]  要向他唱詩歌頌
[00:10:50.560 --> 00:10:53.560]  談論他一切奇妙的作為
[00:10:53.560 --> 00:10:55.560]  要以他的姓名
[00:10:55.560 --> 00:10:58.560]  誇耀尋求耶和華的人
[00:10:58.560 --> 00:11:00.560]  心中應當歡喜
[00:11:00.560 --> 00:11:03.560]  要尋求耶和華與他的能力
[00:11:03.560 --> 00:11:05.560]  事常尋求他的名
[00:11:05.560 --> 00:11:08.160]  他僕人阿伯拉罕的後裔
[00:11:08.160 --> 00:11:11.160]  他所揀選雅各的子孫
[00:11:11.160 --> 00:11:14.160]  你們要紀念他奇妙的作為
[00:11:14.160 --> 00:11:15.560]  和他的歧視
[00:11:15.560 --> 00:11:18.560]  並他口中的判語
[00:11:18.560 --> 00:11:21.560]  頭三節半的經文
[00:11:21.560 --> 00:11:24.560]  我見到有六個imperatives
[00:11:24.560 --> 00:11:29.560]  有六個這種歧視語氣的動詞
[00:11:29.560 --> 00:11:32.560]  包括了稱謝、求告、傳揚
[00:11:32.560 --> 00:11:35.560]  歌頌、談論和誇耀
[00:11:35.560 --> 00:11:38.560]  我在想是否要逐個跟大家講呢
[00:11:38.560 --> 00:11:40.560]  但我發覺當我慢慢
[00:11:40.560 --> 00:11:43.560]  咀嚼這幾個動詞的時候
[00:11:43.560 --> 00:11:46.560]  我發覺原來也有一個特色
[00:11:46.560 --> 00:11:49.560]  就是要開聲告訴別人
[00:11:49.560 --> 00:11:53.560]  所以我把它歸納成一個詞語
[00:11:53.560 --> 00:11:55.560]  就是proclaim 宣揚
[00:11:55.560 --> 00:12:01.560]  第一方面我們要宣揚上帝奇妙的作為
[00:12:01.560 --> 00:12:03.560]  我不知道你們有沒有想過
[00:12:03.560 --> 00:12:05.560]  如果在我們的生活當中
[00:12:05.560 --> 00:12:08.560]  我們事常宣揚上帝奇妙的作為
[00:12:08.560 --> 00:12:12.560]  我們身邊的人和事會有什麼不同
[00:12:12.560 --> 00:12:15.560]  聽清不清楚這個問題嗎
[00:12:15.560 --> 00:12:16.560]  我想問你
[00:12:16.560 --> 00:12:18.560]  如果在你的生活當中
[00:12:18.560 --> 00:12:20.560]  你事常掛在你的口邊
[00:12:20.560 --> 00:12:22.560]  宣揚上帝在你身上
[00:12:22.560 --> 00:12:24.560]  在你的群體
[00:12:24.560 --> 00:12:27.560]  你見證到上帝奇妙的作為的話
[00:12:27.560 --> 00:12:30.560]  你身邊的人、家人、同事
[00:12:30.560 --> 00:12:32.560]  你所身處的環境
[00:12:32.560 --> 00:12:35.560]  職場、學校等等
[00:12:35.560 --> 00:12:36.560]  會有什麼不同
[00:12:36.560 --> 00:12:38.560]  如果我們肯
[00:12:38.560 --> 00:12:39.560]  我從一個反面的例子
[00:12:39.560 --> 00:12:42.560]  來嘗試了解這件事
[00:12:42.560 --> 00:12:43.560]  我開車的時候
[00:12:43.560 --> 00:12:46.560]  有時候也會聽電台的廣播
[00:12:46.560 --> 00:12:50.560]  因為我想知道哪裡有撞車
[00:12:50.560 --> 00:12:51.560]  哪裡塞車
[00:12:51.560 --> 00:12:54.560]  我避開了那些淪盡的地方
[00:12:54.560 --> 00:12:56.560]  我也想聽一下新聞
[00:12:56.560 --> 00:12:59.560]  不過我發現很多時候
[00:12:59.560 --> 00:13:02.560]  那些節目的主持人所說的話
[00:13:02.560 --> 00:13:06.560]  那些內容都是相當之八卦的
[00:13:06.560 --> 00:13:09.560]  不關他們的事
[00:13:09.560 --> 00:13:12.560]  有時候我真的不太明白
[00:13:12.560 --> 00:13:14.560]  原來在一個大氣的空間當中
[00:13:14.560 --> 00:13:16.560]  一個公共空間裏面
[00:13:16.560 --> 00:13:18.560]  有很多不知所謂的說話
[00:13:18.560 --> 00:13:20.560]  是充斥著的
[00:13:20.560 --> 00:13:21.560]  我不太明白
[00:13:21.560 --> 00:13:23.560]  究竟這種是不是代表
[00:13:23.560 --> 00:13:27.560]  我們心裏那種核心的價值
[00:13:27.560 --> 00:13:28.560]  言論自由
[00:13:28.560 --> 00:13:30.560]  我不知道是不是這樣去表達
[00:13:30.560 --> 00:13:31.560]  那種言論自由
[00:13:31.560 --> 00:13:33.560]  不過總之我聽下去
[00:13:33.560 --> 00:13:35.560]  我太太說他們真的很吵
[00:13:35.560 --> 00:13:37.560]  不知道在說什麼
[00:13:37.560 --> 00:13:39.560]  還有一個問題
[00:13:39.560 --> 00:13:40.560]  就是很多時候
[00:13:40.560 --> 00:13:45.560]  節目主持人都會邀請觀眾打電話
[00:13:45.560 --> 00:13:46.560]  不是觀眾
[00:13:46.560 --> 00:13:50.560]  聽眾打電話進來表達意見
[00:13:50.560 --> 00:13:53.560]  但是如果那個打電話進來的聽眾
[00:13:53.560 --> 00:13:54.560]  他要表達的意見
[00:13:54.560 --> 00:13:59.560]  跟那個主持人的意見是不同的話
[00:13:59.560 --> 00:14:02.560]  這個主持人就有生殺之權
[00:14:02.560 --> 00:14:04.560]  他就會把咪高峰關掉
[00:14:04.560 --> 00:14:06.560]  然後自己會補充自己的看法
[00:14:06.560 --> 00:14:10.560]  然後甚至說一兩句
[00:14:10.560 --> 00:14:13.560]  揶揄對方的說話也說不定
[00:14:13.560 --> 00:14:15.560]  我就覺得
[00:14:15.560 --> 00:14:18.560]  這樣是不是真的言論自由呢
[00:14:18.560 --> 00:14:20.560]  你關掉咪高峰
[00:14:20.560 --> 00:14:22.560]  我也關掉收音機
[00:14:22.560 --> 00:14:25.560]  我覺得我也不應該再聽下去
[00:14:25.560 --> 00:14:26.560]  因為的而且確
[00:14:26.560 --> 00:14:28.560]  當我如果時時聽到
[00:14:28.560 --> 00:14:32.560]  這種說話的聲音的時候
[00:14:32.560 --> 00:14:35.560]  多多少少我都會受影響
[00:14:35.560 --> 00:14:37.560]  多多少少那種態度
[00:14:37.560 --> 00:14:39.560]  語氣 姿態
[00:14:39.560 --> 00:14:41.560]  我們很容易
[00:14:41.560 --> 00:14:42.560]  我們和艇姐妹開會的時候
[00:14:42.560 --> 00:14:44.560]  我們用了那種語氣出來
[00:14:44.560 --> 00:14:47.560]  那是可以很不當的一種態度
[00:14:47.560 --> 00:14:49.560]  所以我寧願不要聽
[00:14:49.560 --> 00:14:51.560]  寧願聽一些詩歌
[00:14:51.560 --> 00:14:52.560]  安靜一下
[00:14:52.560 --> 00:14:55.560]  心神我們敬拜上帝還好一點
[00:14:55.560 --> 00:14:59.560]  今天我們時常宣揚的究竟是什麼呢
[00:14:59.560 --> 00:15:02.560]  請問我們掛在口邊所說的
[00:15:02.560 --> 00:15:04.560]  又是什麼內容呢
[00:15:04.560 --> 00:15:06.560]  我請大家再讀一讀
[00:15:06.560 --> 00:15:08.560]  這三節的聖經好嗎
[00:15:08.560 --> 00:15:09.560]  預備起
[00:15:09.560 --> 00:15:12.560]  你們要稱謝耶和華
[00:15:12.560 --> 00:15:14.560]  求告祂的名
[00:15:14.560 --> 00:15:17.560]  在萬民中宣揚祂的作為
[00:15:17.560 --> 00:15:19.560]  要向祂唱詩歌頌
[00:15:19.560 --> 00:15:22.560]  談論祂一切奇妙的作為
[00:15:22.560 --> 00:15:25.560]  要以祂的聖名誇耀
[00:15:25.560 --> 00:15:28.560]  談論上帝的作為
[00:15:28.560 --> 00:15:31.560]  誇耀上帝的聖名
[00:15:31.560 --> 00:15:34.560]  誇耀不是好像很了不起
[00:15:34.560 --> 00:15:37.560]  而是上帝真的值得讚賞
[00:15:37.560 --> 00:15:40.560]  誇耀上帝的聖名
[00:15:40.560 --> 00:15:45.560]  宣揚、稱讚、傳揚、歌頌、談論
[00:15:45.560 --> 00:15:47.560]  上帝奇妙的作為
[00:15:47.560 --> 00:15:51.560]  最近我在網上見到一個女孩子的見證
[00:15:51.560 --> 00:15:55.560]  Dora是台灣一個十五歲的少女
[00:15:55.560 --> 00:15:59.560]  自小她跟隨她信耶穌的媽媽
[00:15:59.560 --> 00:16:01.560]  已經是信耶穌的
[00:16:01.560 --> 00:16:04.560]  有一天她跟媽媽去參加一個聚會
