
[00:00:00.000 --> 00:00:04.920]  好了,每一年的農曆新年,很多人都會在年三十萬,年初一
[00:05:12.840 --> 00:05:16.840]  他們扎帳篷,可能住一兩天
[00:05:16.840 --> 00:05:18.840]  但是如果雲柱一啓動的時候
[00:05:18.840 --> 00:05:20.840]  他們又要向前走
[00:05:20.840 --> 00:05:23.840]  真的有時候,甚至招行晚策
[00:05:23.840 --> 00:05:25.840]  他們沒有一個固定的居所
[00:05:25.840 --> 00:05:28.840]  所以對他們來說,這句話很重要
[00:05:28.840 --> 00:05:30.840]  神你是我們的居所
[00:05:30.840 --> 00:05:34.840]  我想,我的弟兄姊妹都是從香港過來的
[00:05:34.840 --> 00:05:37.840]  我不知道你第一年來的時候會怎麼樣
[00:05:37.840 --> 00:05:39.840]  那時候我過來的時候
[00:05:39.840 --> 00:05:41.840]  也很難找到租的地方
[00:05:41.840 --> 00:05:44.840]  因爲很多人都搶
[00:05:44.840 --> 00:05:46.840]  好了,終於你租了地方了
[00:05:46.840 --> 00:05:48.840]  但是你也很不穩定
[00:05:48.840 --> 00:05:50.840]  多數我們租了一年之後
[00:05:50.840 --> 00:05:52.840]  那就可以買地方了
[00:05:52.840 --> 00:05:54.840]  如果有個自己的物業
[00:05:54.840 --> 00:05:56.840]  那就叫做怎麼樣呢?
[00:05:56.840 --> 00:05:58.840]  就叫安定點,對不對?
[00:05:58.840 --> 00:06:02.840]  所以居所對他們來說是很重要
[00:06:02.840 --> 00:06:04.840]  因爲他們入加南地的時候
[00:06:04.840 --> 00:06:06.840]  他們不用再漂流了
[00:06:06.840 --> 00:06:08.840]  有自己的居所
[00:06:08.840 --> 00:06:10.840]  但是很可悲地
[00:06:10.840 --> 00:06:12.840]  因爲他們沒有好好的親近神
[00:06:12.840 --> 00:06:14.840]  神已經提醒他們,警告他們
[00:06:14.840 --> 00:06:16.840]  但是他們都犯錯
[00:06:16.840 --> 00:06:18.840]  結果他們迷了國
[00:06:18.840 --> 00:06:20.840]  被撓到外地,成爲亡國佬
[00:06:20.840 --> 00:06:22.840]  就好像我們現在
[00:06:22.840 --> 00:06:24.840]  某個程度在異鄉之地
[00:06:24.840 --> 00:06:26.840]  但是神仍然說
[00:06:26.840 --> 00:06:28.840]  我是會做你們的居所
[00:06:28.840 --> 00:06:30.840]  我們一起來看看
[00:06:30.840 --> 00:06:32.840]  原來神就說我會成爲你們的居所
[00:06:32.840 --> 00:06:34.840]  居所是什麼呢?
[00:06:34.840 --> 00:06:36.840]  是有安全,有保護的意思
[00:06:36.840 --> 00:06:38.840]  好了,你漂流無定回到家的時候
[00:06:38.840 --> 00:06:40.840]  你可以安心一點
[00:06:40.840 --> 00:06:42.840]  特別是現在天氣這麼冷
[00:06:42.840 --> 00:06:44.840]  你回到家就有溫暖了
[00:06:44.840 --> 00:06:46.840]  就算沒有開暖爐也好
[00:06:46.840 --> 00:06:48.840]  都會暖一點,對不對?
[00:06:48.840 --> 00:06:50.840]  但是剛纔我說了
[00:06:50.840 --> 00:06:52.840]  後來他們迷了國
[00:06:52.840 --> 00:06:54.840]  他們要去到外地了
[00:06:54.840 --> 00:06:56.840]  但是神透過先知以西結
[00:06:56.840 --> 00:06:58.840]  再一次給他們一個提醒
[00:06:58.840 --> 00:07:00.840]  我們一起去讀以西結書
[00:07:00.840 --> 00:07:02.840]  第十一章第十六節
[00:07:02.840 --> 00:07:04.840]  他說到
[00:07:04.840 --> 00:07:06.840]  雖然你們被撓
[00:07:06.840 --> 00:07:08.840]  但是隻要你們歸向我的時候
[00:07:08.840 --> 00:07:10.840]  就算在異邦之地
[00:07:10.840 --> 00:07:12.840]  在巴比倫
[00:07:12.840 --> 00:07:14.840]  我仍然會做你們的居所
[00:07:14.840 --> 00:07:16.840]  甚至是聖所你們可以敬拜我
[00:07:16.840 --> 00:07:18.840]  所以請你記住
[00:07:18.840 --> 00:07:20.840]  我們的神是無所不在的
[00:07:20.840 --> 00:07:22.840]  所以今天我們在這個地方里面
[00:07:22.840 --> 00:07:24.840]  神仍然會眷顧我們
[00:07:24.840 --> 00:07:26.840]  會祝福我們
[00:07:26.840 --> 00:07:28.840]  只要我們仰望他
[00:07:28.840 --> 00:07:30.840]  而這個居所也有
[00:07:30.840 --> 00:07:32.840]  保護的意思
[00:07:32.840 --> 00:07:34.840]  是一個隱祕所
[00:07:34.840 --> 00:07:36.840]  所以當我們有困難的時候
[00:07:36.840 --> 00:07:38.840]  我們去投靠神
[00:07:38.840 --> 00:07:40.840]  人的生命很短暫
[00:07:40.840 --> 00:07:42.840]  但是神是永恆的
[00:07:42.840 --> 00:07:44.840]  接着他就會說到
[00:07:44.840 --> 00:07:46.840]  神是要怎樣呢?
[00:07:46.840 --> 00:07:48.840]  我們一起去讀第三節
[00:07:48.840 --> 00:07:50.840]  這裏好像重複了
[00:07:50.840 --> 00:07:52.840]  那個意思
[00:07:52.840 --> 00:07:54.840]  但是有不同
[00:07:54.840 --> 00:07:56.840]  就是會死亡
[00:07:56.840 --> 00:07:58.840]  人是永恆
[00:07:58.840 --> 00:08:00.840]  但是人是會有
[00:08:00.840 --> 00:08:02.840]  短暫的生命
[00:08:02.840 --> 00:08:04.840]  就算你怎麼長命都好
[00:08:04.840 --> 00:08:06.840]  但是在神的眼中都是很短的
[00:08:06.840 --> 00:08:08.840]  在聖經裏面最長命的人叫什麼名字?
[00:08:08.840 --> 00:08:12.840]  馬吐撒拉
[00:08:12.840 --> 00:08:14.840]  多少歲?
[00:08:14.840 --> 00:08:16.840]  969歲
[00:08:16.840 --> 00:08:18.840]  他的兒子多少歲呢?
[00:08:18.840 --> 00:08:20.840]  他的兒子叫拉麥
[00:08:20.840 --> 00:08:22.840]  大家不記得
[00:08:22.840 --> 00:08:24.840]  以後都會記得
[00:08:24.840 --> 00:08:26.840]  777歲
[00:08:26.840 --> 00:08:28.840]  是不是很容易記?
[00:08:28.840 --> 00:08:30.840]  他的兒子叫拉麥
[00:08:30.840 --> 00:08:32.840]  不是拉柴
[00:08:32.840 --> 00:08:34.840]  就是777歲
[00:08:34.840 --> 00:08:36.840]  還有就是羅亞的兒子
[00:08:36.840 --> 00:08:38.840]  閃都活到700歲
[00:08:38.840 --> 00:08:40.840]  你留意到在古代的時候
[00:08:40.840 --> 00:08:42.840]  他們的生命是很長
[00:08:42.840 --> 00:08:44.840]  現在我們覺得
[00:08:44.840 --> 00:08:46.840]  100歲就已經是長命了
[00:08:46.840 --> 00:08:48.840]  記不記得?
[00:08:48.840 --> 00:08:50.840]  剛剛離開了世界的卡特總統
[00:08:50.840 --> 00:08:52.840]  巴生總統
[00:08:52.840 --> 00:08:54.840]  多少歲才死?
[00:08:54.840 --> 00:08:56.840]  100歲
[00:08:56.840 --> 00:08:58.840]  香港曾經有一位議員是外籍人士
[00:08:58.840 --> 00:09:00.840]  叫葉石欣
[00:09:00.840 --> 00:09:02.840]  年輕一代不知道
[00:09:02.840 --> 00:09:04.840]  他死的時候是103歲
[00:09:04.840 --> 00:09:06.840]  邵逸夫都過100歲
[00:09:06.840 --> 00:09:08.840]  100歲是高齡
[00:09:08.840 --> 00:09:10.840]  叫人歲
[00:09:10.840 --> 00:09:12.840]  但是如果你們留意一下
[00:09:12.840 --> 00:09:14.840]  在舊約裏面個個都幾百歲
[00:09:14.840 --> 00:09:16.840]  爲什麼呢?
[00:09:16.840 --> 00:09:18.840]  我想不僅是計算的日子
[00:09:18.840 --> 00:09:20.840]  而是最早年的時候
[00:09:20.840 --> 00:09:22.840]  第一就是沒有很大的壓力
[00:09:22.840 --> 00:09:24.840]  現在那些人的心理壓力很大
[00:09:24.840 --> 00:09:26.840]  第二沒有那麼多污染
[00:09:26.840 --> 00:09:28.840]  不會請你喫水煮魚
[00:09:28.840 --> 00:09:30.840]  你們是在喫這塊血劑的嘛
[00:09:30.840 --> 00:09:32.840]  在阿伯拉罕甚至之前的年代
[00:09:32.840 --> 00:09:34.840]  是不會有這塊血劑喫得到的嘛
[00:09:34.840 --> 00:09:36.840]  最大的一個問題是什麼呢?
[00:09:36.840 --> 00:09:38.840]  因爲人犯都罪
[00:09:38.840 --> 00:09:40.840]  罪是將人去蠶食
[00:09:40.840 --> 00:09:42.840]  所以在一個越來越大
[00:09:42.840 --> 00:09:44.840]  罪惡的環境當中
[00:09:44.840 --> 00:09:46.840]  人的壽命就越來越短了
[00:09:46.840 --> 00:09:48.840]  他說世人你要歸回
[00:09:48.840 --> 00:09:50.840]  歸回是什麼呢?
[00:09:50.840 --> 00:09:52.840]  歸於塵土就是死
[00:09:52.840 --> 00:09:54.840]  但是歸回是什麼意思呢?
[00:09:54.840 --> 00:09:56.840]  原來屬於神的人
[00:09:56.840 --> 00:09:58.840]  有一天我們離開這個世界
[00:09:58.840 --> 00:10:02.840]  我們回到一個永恆的家鄉里面
[00:10:02.840 --> 00:10:04.840]  神就好像一個他爸爸
[00:10:04.840 --> 00:10:06.840]  等着
[00:10:06.840 --> 00:10:08.840]  已經在外面做了很久的事
[00:10:08.840 --> 00:10:10.840]  他說你回家吧
[00:10:10.840 --> 00:10:12.840]  回家休息吧
[00:10:12.840 --> 00:10:14.840]  所以世人你要歸回
[00:10:14.840 --> 00:10:16.840]  接着他就說出
[00:10:16.840 --> 00:10:18.840]  生命的短暫
[00:10:18.840 --> 00:10:20.840]  我們一起去看
[00:10:20.840 --> 00:10:22.840]  第四節
[00:10:22.840 --> 00:10:24.840]  剛纔我們說
[00:10:24.840 --> 00:10:26.840]  馬吐撒拉九百多歲
[00:10:26.840 --> 00:10:28.840]  他的兒子七百七十七歲
[00:10:28.840 --> 00:10:30.840]  哇!很長壽
[00:10:30.840 --> 00:10:32.840]  但是永恆裏面有說
[00:10:32.840 --> 00:10:34.840]  其實很短暫
[00:10:34.840 --> 00:10:36.840]  神說原來
[00:10:36.840 --> 00:10:38.840]  在你的眼中
[00:10:38.840 --> 00:10:40.840]  千年如已過的國日
[00:10:40.840 --> 00:10:42.840]  又如夜間的一間
[00:10:42.840 --> 00:10:44.840]  中國人也是一句話怎麼說呢?
[00:10:44.840 --> 00:10:46.840]  山中方七日
[00:10:46.840 --> 00:10:48.840]  代表了什麼?
[00:10:48.840 --> 00:10:50.840]  世上幾千年
[00:10:50.840 --> 00:10:52.840]  這個是一個故事
[00:10:52.840 --> 00:10:54.840]  有個人上山斬柴
[00:10:54.840 --> 00:10:56.840]  遇到一個伯伯
[00:10:56.840 --> 00:10:58.840]  叫他下來捉棋
[00:10:58.840 --> 00:11:00.840]  捉了幾天之後就走了
[00:11:00.840 --> 00:11:02.840]  回到山下
[00:11:02.840 --> 00:11:04.840]  原來已經過了幾千年
[00:11:04.840 --> 00:11:06.840]  原來在神的眼中
[00:11:06.840 --> 00:11:08.840]  你幾百歲都好
[00:11:08.840 --> 00:11:10.840]  是很短暫
[00:11:10.840 --> 00:11:12.840]  所以今天我們要小心
[00:11:12.840 --> 00:11:14.840]  然後他說人生是怎樣
[00:11:14.840 --> 00:11:16.840]  好像夜間的一間
[00:11:16.840 --> 00:11:18.840]  原來在舊約的時候
[00:11:18.840 --> 00:11:20.840]  一萬有多少間?
[00:11:20.840 --> 00:11:22.840]  是有三間的
[00:11:22.840 --> 00:11:24.840]  好,我們看看
[00:11:24.840 --> 00:11:26.840]  《世紀》第七章第十九節
[00:11:26.840 --> 00:11:28.840]  原來在舊約的年代裏面
[00:11:28.840 --> 00:11:30.840]  他們一萬里面是有三間的
[00:11:30.840 --> 00:11:32.840]  到了新約的時候就改了
[00:11:32.840 --> 00:11:34.840]  是有四間的
[00:11:34.840 --> 00:11:36.840]  但是中國人以前都是
[00:11:36.840 --> 00:11:40.840]  當時是打架的
[00:11:40.840 --> 00:11:42.840]  一萬有多少間?
[00:11:42.840 --> 00:11:44.840]  很容易的
[00:11:44.840 --> 00:11:46.840]  不是三間
[00:11:46.840 --> 00:11:48.840]  夜半
[00:11:48.840 --> 00:11:50.840]  三間
[00:11:50.840 --> 00:11:52.840]  半夜三間
[00:11:52.840 --> 00:11:54.840]  半夜是三間,那是多少?
[00:11:54.840 --> 00:11:56.840]  就是六間
[00:11:56.840 --> 00:11:58.840]  所以你們留意到了
[00:11:58.840 --> 00:12:00.840]  我們都知道,半夜三間
[00:12:00.840 --> 00:12:02.840]  原來就是六間
[00:12:02.840 --> 00:12:04.840]  原來無論怎樣
[00:12:04.840 --> 00:12:06.840]  人生是很短暫
[00:12:06.840 --> 00:12:08.840]  那時候
[00:12:08.840 --> 00:12:10.840]  最大的問題是怎樣呢?
[00:12:10.840 --> 00:12:12.840]  對我來說
[00:12:12.840 --> 00:12:14.840]  我就不是這樣
[00:12:14.840 --> 00:12:16.840]  但是大部分人來說
[00:12:16.840 --> 00:12:18.840]  就是那時候人生
[00:12:18.840 --> 00:12:20.840]  就是隨時會離開
[00:12:20.840 --> 00:12:22.840]  左右兩張的海報
[00:12:22.840 --> 00:12:24.840]  是最新的,十二月
[00:12:24.840 --> 00:12:26.840]  在香港聯知有人
[00:12:26.840 --> 00:12:28.840]  認識一位牧者叫何寶生
[00:12:28.840 --> 00:12:30.840]  他剛剛離開了世界
[00:12:30.840 --> 00:12:32.840]  那你要留意到
[00:12:32.840 --> 00:12:34.840]  左邊那張
[00:12:34.840 --> 00:12:36.840]  因爲有信仰
[00:12:36.840 --> 00:12:38.840]  他不是很悲哀地
[00:12:38.840 --> 00:12:40.840]  他的慶典
[00:12:40.840 --> 00:12:42.840]  就是因爲他離開了這個世界
[00:12:42.840 --> 00:12:44.840]  不是在家裏憎恨他
[00:12:44.840 --> 00:12:46.840]  很開心
[00:12:46.840 --> 00:12:48.840]  而是他相信有一天
[00:12:48.840 --> 00:12:50.840]  他已經離開了世界,回到家裏
[00:12:50.840 --> 00:12:52.840]  另外右邊那張
[00:12:52.840 --> 00:12:54.840]  是我沒聯絡很久的
[00:12:54.840 --> 00:12:56.840]  就是他死亡的信息
[00:12:56.840 --> 00:12:58.840]  當年就是在三肉中學
[00:12:58.840 --> 00:13:00.840]  清水灣那邊
[00:13:00.840 --> 00:13:02.840]  一間三肉中學
[00:13:02.840 --> 00:13:04.840]  一位的校牧
[00:13:04.840 --> 00:13:06.840]  也是荃灣港安醫院裏面的院牧
[00:13:06.840 --> 00:13:08.840]  但是
[00:13:08.840 --> 00:13:10.840]  他比我年輕很多
[00:13:10.840 --> 00:13:12.840]  但原來離開了世界
[00:13:12.840 --> 00:13:14.840]  他家人發過信息
[00:13:14.840 --> 00:13:16.840]  他的安息是什麼時候
[00:13:16.840 --> 00:13:18.840]  所以人生是很無奈
[00:13:18.840 --> 00:13:20.840]  你怎麼知道會什麼時候死
[00:13:20.840 --> 00:13:22.840]  我們經常都以爲死亡是老人家
[00:13:22.840 --> 00:13:24.840]  不是,你看,三十幾歲
[00:13:24.840 --> 00:13:26.840]  很有出名的
[00:13:26.840 --> 00:13:28.840]  很有地位的人都死
[00:13:28.840 --> 00:13:30.840]  前幾天
[00:13:30.840 --> 00:13:32.840]  在西九龍
[00:13:32.840 --> 00:13:34.840]  有一輛車撞了
[00:13:34.840 --> 00:13:36.840]  死了三個人
[00:13:36.840 --> 00:13:38.840]  其中一個死者是什麼
[00:13:38.840 --> 00:13:40.840]  剛剛結了婚三天
[00:13:40.840 --> 00:13:42.840]  很不幸
[00:13:42.840 --> 00:13:44.840]  結了婚三天就死了
[00:13:44.840 --> 00:13:46.840]  今早聽新聞的時候
[00:13:46.840 --> 00:13:48.840]  同樣是
[00:13:48.840 --> 00:13:50.840]  有人開電單車
[00:13:50.840 --> 00:13:52.840]  因爲那個牌子其實沒有保險
[00:13:52.840 --> 00:13:54.840]  過期
[00:13:54.840 --> 00:13:56.840]  他擔心被人截圖
[00:13:56.840 --> 00:13:58.840]  他休班的
[00:13:58.840 --> 00:14:00.840]  海關人員
[00:14:00.840 --> 00:14:02.840]  說很勇敢
[00:14:02.840 --> 00:14:04.840]  出來攔着他
[00:14:04.840 --> 00:14:06.840]  人家要避開他
[00:14:06.840 --> 00:14:08.840]  結果撞牆
[00:14:08.840 --> 00:14:10.840]  撞到那棵樹那裏
[00:14:10.840 --> 00:14:12.840]  就死了,26歲
[00:14:12.840 --> 00:14:14.840]  所以今天你記住
[00:14:14.840 --> 00:14:16.840]  生命原來很短暫
[00:14:16.840 --> 00:14:18.840]  所以我們要珍惜
[00:14:18.840 --> 00:14:20.840]  珍惜我們的每一天
[00:14:20.840 --> 00:14:22.840]  但是最大一個問題就是
[00:14:22.840 --> 00:14:24.840]  雖然很短暫
[00:14:24.840 --> 00:14:26.840]  但是原來很多時候生活是很無奈
[00:14:26.840 --> 00:14:28.840]  是活得很苦的
[00:14:28.840 --> 00:14:30.840]  好,我們看看詩篇90篇
[00:14:30.840 --> 00:14:32.840]  第5到第10節
[00:14:32.840 --> 00:14:36.840]  好,接着我們到下面
[00:14:36.840 --> 00:14:38.840]  第8到第10節
[00:14:38.840 --> 00:14:44.840]  這裏講到人生很無奈
[00:14:44.840 --> 00:14:46.840]  雖然我們長命都好
[00:14:46.840 --> 00:14:48.840]  但是所經過的就是什麼
[00:14:48.840 --> 00:14:50.840]  勞苦受罰
[00:14:50.840 --> 00:14:52.840]  但是重要
[00:14:52.840 --> 00:14:54.840]  就是什麼都沒有
[00:14:54.840 --> 00:14:56.840]  如果我們留意到的時候
[00:14:56.840 --> 00:14:58.840]  他講到人一生的年日
[00:14:58.840 --> 00:15:00.840]  是70歲
[00:15:00.840 --> 00:15:02.840]  強壯到80歲
[00:15:02.840 --> 00:15:04.840]  中國人
[00:15:04.840 --> 00:15:06.840]  幾歲可以擺大壽?
[00:15:06.840 --> 00:15:08.840]  60歲可以擺大壽
[00:15:08.840 --> 00:15:10.840]  他們迷信
[00:15:10.840 --> 00:15:12.840]  60歲之前
[00:15:12.840 --> 00:15:14.840]  擺大壽就壞了
[00:15:14.840 --> 00:15:16.840]  你記不記得有個人
[00:15:16.840 --> 00:15:18.840]  58歲擺大壽
[00:15:18.840 --> 00:15:20.840]  結果很多政府高官去
[00:15:20.840 --> 00:15:22.840]  60歲擺大壽
[00:15:22.840 --> 00:15:24.840]  人生70歲
[00:15:24.840 --> 00:15:26.840]  古來稀
[00:15:26.840 --> 00:15:28.840]  說70歲已經很少了
[00:15:28.840 --> 00:15:30.840]  我已經感恩了
[00:15:30.840 --> 00:15:32.840]  我今年已經70歲了
[00:15:32.840 --> 00:15:34.840]  但是強壯到80歲
[00:15:34.840 --> 00:15:36.840]  還有10年命
[00:15:36.840 --> 00:15:38.840]  要提醒自己
[00:15:38.840 --> 00:15:40.840]  強壯可以活到80歲
[00:15:40.840 --> 00:15:42.840]  不強壯還死
[00:15:42.840 --> 00:15:44.840]  但是所經過的
[00:15:44.840 --> 00:15:46.840]  是勞苦受罰
[00:15:46.840 --> 00:15:48.840]  是兩樣東西
[00:15:48.840 --> 00:15:50.840]  勞苦是什麼呢?
[00:15:50.840 --> 00:15:52.840]  是你體力的支出
[00:15:52.840 --> 00:15:54.840]  我們已經叫幸福了
[00:15:54.840 --> 00:15:56.840]  想想我們的上一代
[00:15:56.840 --> 00:15:58.840]  比如我爸爸
[00:15:58.840 --> 00:16:00.840]  五六十年代
[00:16:00.840 --> 00:16:02.840]  生活是很艱苦的
[00:16:02.840 --> 00:16:04.840]  日出而作 日日而息
[00:16:04.840 --> 00:16:06.840]  不停地工作 壓力很大
[00:16:06.840 --> 00:16:08.840]  勞苦
[00:16:08.840 --> 00:16:10.840]  但是還有受罰
[00:16:10.840 --> 00:16:12.840]  受罰是什麼呢?
[00:16:12.840 --> 00:16:14.840]  如果你愛你的家人
[00:16:14.840 --> 00:16:16.840]  你掛念他們的時候
[00:16:16.840 --> 00:16:18.840]  你會受罰的
[00:16:18.840 --> 00:16:20.840]  又怕他們的健康不好
[00:16:20.840 --> 00:16:22.840]  又怕他們的讀書不好
[00:16:22.840 --> 00:16:24.840]  又怕他們出來做事
[00:16:24.840 --> 00:16:26.840]  入錯行
[00:16:26.840 --> 00:16:28.840]  去認識女朋友你還怕
[00:16:28.840 --> 00:16:30.840]  去結了婚你還要跟她湊孫子
[00:16:30.840 --> 00:16:32.840]  原來我們
[00:16:32.840 --> 00:16:34.840]  當你有責任 有愛心的時候
[00:16:34.840 --> 00:16:36.840]  你就會受罰
[00:16:36.840 --> 00:16:38.840]  勞苦受罰
[00:16:38.840 --> 00:16:40.840]  但是最大的不幸是什麼?
[00:16:40.840 --> 00:16:42.840]  轉眼成空 便如飛而去
[00:16:42.840 --> 00:16:44.840]  因爲你離開了的時候
[00:16:44.840 --> 00:16:46.840]  很多東西都沒有
