
[00:00:00.000 --> 00:00:13.620]  我們今天要從這個以撒、雅各、約瑟、摩西這幾個屬靈的人物身上看到他們的最深的情形
[00:03:22.180 --> 00:03:26.180]  所以信心是一個很寶貴的財產
[00:03:26.180 --> 00:03:28.180]  你把什麼東西留給後代呢
[00:03:28.180 --> 00:03:30.180]  是把信心留給後代
[00:03:30.180 --> 00:03:36.180]  把你對神的信仰、對神的信號能夠影響你的後代
[00:03:36.180 --> 00:03:39.180]  那這樣的話是有一個價值的
[00:03:39.180 --> 00:03:43.180]  一般的人都是把財產留給兒女
[00:03:43.180 --> 00:03:47.180]  當然沒有財產的人沒有什麼可以留下的
[00:03:47.180 --> 00:03:48.180]  什麼都不留了
[00:03:48.180 --> 00:03:51.180]  那有錢的人把財產留給後代
[00:03:51.180 --> 00:03:53.180]  是不是對後代最好呢
[00:03:53.180 --> 00:03:56.180]  我們看見有很多後代的話
[00:03:56.180 --> 00:04:02.180]  他們就不是那麼樣得到財產給他們帶來的福氣
[00:04:02.180 --> 00:04:06.180]  反倒是對他們一個不好的影響
[00:04:06.180 --> 00:04:09.180]  所以我們弟兄姊妹
[00:04:09.180 --> 00:04:12.180]  我們有兒女的
[00:04:12.180 --> 00:04:16.180]  我們都要注意我們自己怎麼能夠信號神
[00:04:16.180 --> 00:04:19.180]  我們怎麼樣能夠來認識神
[00:04:19.180 --> 00:04:26.180]  所有這些正面的東西都能夠影響到你的後代
[00:04:26.180 --> 00:04:28.180]  有的是看得見的
[00:04:28.180 --> 00:04:29.180]  有的是看不見的
[00:04:29.180 --> 00:04:34.180]  但是我們相信信心是可以傳遞的
[00:04:34.180 --> 00:04:40.180]  我的岳父他是做一個資源
[00:04:40.180 --> 00:04:42.180]  在公司裡做過資源
[00:04:42.180 --> 00:04:48.180]  所以他說我的地上就沒有什麼能夠存下來的東西
[00:04:48.180 --> 00:04:51.180]  因為他的子女比較多
[00:04:51.180 --> 00:04:55.180]  所以資源做一點工的話
[00:04:55.180 --> 00:04:57.180]  收到一點薪水的話
[00:04:57.180 --> 00:05:00.180]  都是用在兒女身上
[00:05:00.180 --> 00:05:03.180]  即使有多年他也沒有存下來
[00:05:03.180 --> 00:05:06.180]  所以等到他離開世界的時候
[00:05:06.180 --> 00:05:08.180]  當時在他身邊的話
[00:05:08.180 --> 00:05:09.180]  或者在國內的話
[00:05:09.180 --> 00:05:11.180]  就是三個孩子
[00:05:11.180 --> 00:05:13.180]  每個人給他一百塊錢
[00:05:13.180 --> 00:05:15.180]  那就是他的遺產了
[00:05:15.180 --> 00:05:17.180]  他就沒有留什麼東西
[00:05:17.180 --> 00:05:22.180]  但是他確實把信心留給他的後代
[00:05:22.180 --> 00:05:24.180]  這個是你看不見的財產
[00:05:24.180 --> 00:05:27.180]  但是確實非常有用
[00:05:27.180 --> 00:05:31.180]  非常能夠幫助這個後代的人
[00:05:31.180 --> 00:05:35.180]  怎麼能夠行在正路上面
[00:05:35.180 --> 00:05:39.180]  我那個時候沒有跟他住在一起
[00:05:39.180 --> 00:05:40.180]  我們住在外地
[00:05:40.180 --> 00:05:43.180]  所以有時候回去看他的時候
[00:05:43.180 --> 00:05:47.180]  我們就看到他早晨四點鐘就起來了
[00:05:47.180 --> 00:05:48.180]  禱告
[00:05:48.180 --> 00:05:53.180]  這個是我們一般都是很難做到的了
[00:05:53.180 --> 00:05:56.180]  但是看見他就向神禱告
[00:05:56.180 --> 00:05:58.180]  當然這個老人家的話
[00:05:58.180 --> 00:06:00.180]  早上禱告以後精神不夠
[00:06:00.180 --> 00:06:01.180]  精神不夠不要緊
[00:06:01.180 --> 00:06:03.180]  白天再去睡一下
[00:06:03.180 --> 00:06:09.180]  他就是天天堅持這麼一個向神信號的精神
[00:06:09.180 --> 00:06:13.180]  所以你的兒女在家裡
[00:06:13.180 --> 00:06:14.180]  兒女看見你什麼
[00:06:14.180 --> 00:06:16.180]  將來他們就學什麼
[00:06:16.180 --> 00:06:20.180]  你好的影響就能夠給他們帶來一些部分
[00:06:20.180 --> 00:06:22.180]  他們能夠認識誰
[00:06:22.180 --> 00:06:26.180]  這個是信心是可以遺傳的
[00:06:26.180 --> 00:06:29.180]  我們看這三個人
[00:06:29.180 --> 00:06:32.180]  我們先看以撒的信心
[00:06:32.180 --> 00:06:34.180]  以撒因若信
[00:06:34.180 --> 00:06:36.180]  這裡聖經說
[00:06:36.180 --> 00:06:40.180]  就指的將來的是給雅各以首祝福
[00:06:40.180 --> 00:06:43.180]  他給他兩個兒子祝福
[00:06:43.180 --> 00:06:46.180]  那麼從這點說的話
[00:06:46.180 --> 00:06:49.180]  他為什麼能夠為兒子祝福呢
[00:06:49.180 --> 00:06:52.180]  他的根據就是神的應許
[00:06:52.180 --> 00:06:55.180]  因為神應許要給他的後代
[00:06:55.180 --> 00:06:58.180]  給雅各的後代福氣
[00:06:58.180 --> 00:07:02.180]  所以他就為他的兒子祝福
[00:07:02.180 --> 00:07:04.180]  從這點說
[00:07:04.180 --> 00:07:07.180]  我們就看到他是有信心的
[00:07:07.180 --> 00:07:11.180]  他給雅各以首祝福這個事情
[00:07:11.180 --> 00:07:15.180]  是記載在《創世紀》27章
[00:07:15.180 --> 00:07:17.180]  回顧到《創世紀》27章
[00:07:17.180 --> 00:07:26.180]  就看見以撒給他的以首跟雅各祝福的時候這些故事
[00:07:26.180 --> 00:07:30.180]  當時以撒眼目昏花
[00:07:30.180 --> 00:07:35.180]  他看不太清楚哪個是兒子
[00:07:35.180 --> 00:07:37.180]  看不見人
[00:07:37.180 --> 00:07:44.180]  所以雅各跟他的媽媽就很聰明
[00:07:44.180 --> 00:07:47.180]  就知道他的父親
[00:07:47.180 --> 00:07:50.180]  要喜歡這個大兒子以首
[00:07:50.180 --> 00:07:52.180]  喜歡為什麼
[00:07:52.180 --> 00:07:53.180]  他能夠去打獵
[00:07:53.180 --> 00:07:56.180]  能夠打起一些野味回來可以吃
[00:07:56.180 --> 00:08:01.180]  雅各知道這個事情以後
[00:08:01.180 --> 00:08:05.180]  跟他的母親利伯嘉就合起來
[00:08:05.180 --> 00:08:08.180]  就要想冒充這個大兒子
[00:08:08.180 --> 00:08:11.180]  要得到大兒子長子的祝福
[00:08:11.180 --> 00:08:13.180]  所以叫他穿
[00:08:13.180 --> 00:08:16.180]  因為以首身上毛比較多
[00:08:16.180 --> 00:08:19.180]  雅各身上比較光滑一些
[00:08:19.180 --> 00:08:21.180]  所以叫他穿個皮衣
[00:08:21.180 --> 00:08:23.180]  把皮衣翻過來
[00:08:23.180 --> 00:08:24.180]  有毛在上面
[00:08:24.180 --> 00:08:29.180]  就這樣來到他的父親面前
[00:08:29.180 --> 00:08:32.180]  以首就覺得聲音不太一樣
[00:08:32.180 --> 00:08:34.180]  就問你是以首嗎
[00:08:34.180 --> 00:08:36.180]  他說我是
[00:08:36.180 --> 00:08:37.180]  怎麼聲音不像呢
[00:08:37.180 --> 00:08:40.180]  他就摸摸他身上那都是毛
[00:08:40.180 --> 00:08:41.180]  那就好
[00:08:41.180 --> 00:08:43.180]  就給他祝福
[00:08:43.180 --> 00:08:45.180]  等到祝福完了以後
[00:08:45.180 --> 00:08:47.180]  他的大兒子回來以後
[00:08:47.180 --> 00:08:52.180]  一聽說他的父親給他的小兒子祝福了
[00:08:52.180 --> 00:08:56.180]  把這個大的祝福給小兒子了
[00:08:56.180 --> 00:08:58.180]  所以他就很傷心
[00:08:58.180 --> 00:09:00.180]  說父親啊
[00:09:00.180 --> 00:09:03.180]  你還能為我祝福嗎
[00:09:03.180 --> 00:09:06.180]  那麼以首說
[00:09:06.180 --> 00:09:08.180]  這時候才發現
[00:09:08.180 --> 00:09:10.180]  他說錯了
[00:09:10.180 --> 00:09:13.180]  應該給長子的呢
[00:09:13.180 --> 00:09:14.180]  應該給長子祝福
[00:09:14.180 --> 00:09:16.180]  結果越是第二個兒子
[00:09:16.180 --> 00:09:18.180]  小的兒子呢
[00:09:18.180 --> 00:09:20.180]  反倒給他祝福了
[00:09:20.180 --> 00:09:21.180]  所以我們看到
[00:09:21.180 --> 00:09:23.180]  但是聖經為什麼說
[00:09:23.180 --> 00:09:25.180]  就不提這些事情呢
[00:09:25.180 --> 00:09:27.180]  就說以撒的信經呢
[00:09:27.180 --> 00:09:28.180]  因著信
[00:09:28.180 --> 00:09:30.180]  就指的將來的事
[00:09:30.180 --> 00:09:33.180]  給以少雅各祝福
[00:09:33.180 --> 00:09:36.180]  給雅各的以少祝福
[00:09:36.180 --> 00:09:39.180]  那麼可以說呢
[00:09:39.180 --> 00:09:41.180]  怎麼可以說因著信
[00:09:41.180 --> 00:09:42.180]  他怎麼有信心呢
[00:09:42.180 --> 00:09:45.180]  他不是受了欺騙嗎
[00:09:45.180 --> 00:09:47.180]  那我們首先看到
[00:09:47.180 --> 00:09:49.180]  他為兒子祝福呢
[00:09:49.180 --> 00:09:51.180]  是根據神的允許
[00:09:51.180 --> 00:09:53.180]  他弄不清楚
[00:09:53.180 --> 00:09:55.180]  哪個是大的哪個小的
[00:09:55.180 --> 00:09:57.180]  但他這一點是對的
[00:09:57.180 --> 00:09:59.180]  就是他是為兒子祝福呢
[00:09:59.180 --> 00:10:02.180]  他是因為他看重神的允許
[00:10:02.180 --> 00:10:05.180]  神允許給他的子孫有福氣
[00:10:05.180 --> 00:10:08.180]  所以他就為他的兒子祝福
[00:10:08.180 --> 00:10:10.180]  後來呢
[00:10:10.180 --> 00:10:11.180]  發現錯了
[00:10:11.180 --> 00:10:13.180]  就以少說你錯了
[00:10:13.180 --> 00:10:16.180]  那麼他說我已經給了
[00:10:16.180 --> 00:10:17.180]  我已經祝福了
[00:10:17.180 --> 00:10:18.180]  我不能改了
[00:10:18.180 --> 00:10:20.180]  他沒有改回來
[00:10:20.180 --> 00:10:23.180]  沒有撤銷對雅各的祝福
[00:10:23.180 --> 00:10:26.180]  所以為什麼他會這樣呢
[00:10:26.180 --> 00:10:28.180]  他可能在這個時候呢
[00:10:28.180 --> 00:10:31.180]  就想到以少跟雅各
[00:10:31.180 --> 00:10:33.180]  生下來的情況
[00:10:33.180 --> 00:10:36.180]  他們是雙胞胎
[00:10:36.180 --> 00:10:39.180]  以少呢跟雅各呢
[00:10:39.180 --> 00:10:41.180]  是雙胞胎
[00:10:41.180 --> 00:10:43.180]  當他們生下來的時候呢
[00:10:43.180 --> 00:10:46.180]  這個以少先出來了
[00:10:46.180 --> 00:10:48.180]  那麼看見雅各呢
[00:10:48.180 --> 00:10:49.180]  也出來了
[00:10:49.180 --> 00:10:52.180]  他手抓住這個以少哥哥的腳
[00:10:52.180 --> 00:10:54.180]  好像把他拉回去
[00:10:54.180 --> 00:10:55.180]  想把他拉回去
[00:10:55.180 --> 00:10:59.180]  他要先出來
[00:10:59.180 --> 00:11:02.180]  那麼這樣的話呢
[00:11:02.180 --> 00:11:04.180]  這個就是以少就變成長子了
[00:11:04.180 --> 00:11:06.180]  以少還是長子
[00:11:06.180 --> 00:11:09.180]  雅各呢就是小兒子
[00:11:09.180 --> 00:11:10.180]  就是這樣的
[00:11:10.180 --> 00:11:12.180]  但是以色列人呢
[00:11:12.180 --> 00:11:13.180]  他們是長子呢
[00:11:13.180 --> 00:11:15.180]  要得到雙胞的祝福
[00:11:15.180 --> 00:11:17.180]  要得到大的祝福
[00:11:17.180 --> 00:11:18.180]  小兒子呢
[00:11:18.180 --> 00:11:20.180]  就要得到少的祝福
[00:11:20.180 --> 00:11:21.180]  都有祝福
[00:11:21.180 --> 00:11:23.180]  但是有多有少
[00:11:23.180 --> 00:11:27.180]  後來以少哀求他的父親
[00:11:27.180 --> 00:11:30.180]  能夠把他的長子祝福給他
[00:11:30.180 --> 00:11:32.180]  但是以色列說呢
[00:11:32.180 --> 00:11:35.180]  這已經是不行了
[00:11:35.180 --> 00:11:37.180]  因為這個時候他看到
[00:11:37.180 --> 00:11:40.180]  在他們倆懷胎的時候
[00:11:40.180 --> 00:11:43.180]  神就給他的妻子說過
[00:11:43.180 --> 00:11:46.180]  他說將來大的要扶持小的
[00:11:46.180 --> 00:11:47.180]  神的心
[00:11:47.180 --> 00:11:49.180]  他就看到神的心理
[00:11:49.180 --> 00:11:51.180]  雖然是錯了
[00:11:51.180 --> 00:11:52.180]  但是呢
[00:11:52.180 --> 00:11:54.180]  他在錯中間
[00:11:54.180 --> 00:11:56.180]  神使得做了對的事情
[00:11:56.180 --> 00:11:58.180]  是他做了對的事情
[00:11:58.180 --> 00:11:59.180]  所以這一點說呢
[00:11:59.180 --> 00:12:05.180]  他還是有一個有信心的人
[00:12:05.180 --> 00:12:09.180]  這個以色列給雅各祝福呢
[00:12:09.180 --> 00:12:12.180]  是關於將來的事情
[00:12:12.180 --> 00:12:13.180]  所以這個信心呢
[00:12:13.180 --> 00:12:17.180]  是對將來的事情的一個確信
[00:12:17.180 --> 00:12:19.180]  一個把握
[00:12:19.180 --> 00:12:21.180]  雖然這個事情還沒有看見
[00:12:21.180 --> 00:12:22.180]  但是呢
[00:12:22.180 --> 00:12:24.180]  他相信
[00:12:24.180 --> 00:12:26.180]  將來以少雅各怎麼樣
[00:12:26.180 --> 00:12:28.180]  他都不知道
[00:12:28.180 --> 00:12:30.180]  但是他相信神的應許
[00:12:30.180 --> 00:12:32.180]  神的應許的話
[00:12:32.180 --> 00:12:35.180]  一定要成就
[00:12:35.180 --> 00:12:38.180]  所以他
[00:12:38.180 --> 00:12:39.180]  所以神呢
[00:12:39.180 --> 00:12:42.180]  就用這個人想不到的方法
[00:12:42.180 --> 00:12:45.180]  所以這個以少雅各祝福呢
[00:12:45.180 --> 00:12:47.180]  不是他所想到的
[00:12:47.180 --> 00:12:49.180]  他看不見的
[00:12:49.180 --> 00:12:51.180]  但是呢
[00:12:51.180 --> 00:12:52.180]  儘管人為錯
[00:12:52.180 --> 00:12:53.180]  但是呢
[00:12:53.180 --> 00:12:57.180]  神的旨意能夠成就
[00:12:57.180 --> 00:12:59.180]  所以信心最重要的是什麼
[00:12:59.180 --> 00:13:01.180]  就是心要對
[00:13:01.180 --> 00:13:04.180]  就像神的心要對
[00:13:04.180 --> 00:13:06.180]  只要你心想的對的話
[00:13:06.180 --> 00:13:08.180]  即使有的時候
[00:13:08.180 --> 00:13:10.180]  你錯了
[00:13:10.180 --> 00:13:12.180]  有些事情你會弄錯了
[00:13:12.180 --> 00:13:15.180]  但是神能夠掌管這一切
[00:13:15.180 --> 00:13:17.180]  所以神呢
[00:13:17.180 --> 00:13:20.180]  會教萬事都互相效力
[00:13:20.180 --> 00:13:22.180]  教愛神的一處
[00:13:22.180 --> 00:13:24.180]  所以我們最重要的
[00:13:24.180 --> 00:13:26.180]  還是心要對
[00:13:26.180 --> 00:13:29.180]  接下來我們要看到雅各的信心
[00:13:29.180 --> 00:13:32.180]  雅各這個人呢
[00:13:32.180 --> 00:13:38.180]  非常的美善聰明
[00:13:38.180 --> 00:13:41.180]  他有很多的辦法
[00:13:41.180 --> 00:13:43.180]  他是呢
[00:13:43.180 --> 00:13:46.180]  你看他出舞台的時候
[00:13:46.180 --> 00:13:48.180]  就想抓住這個以少
[00:13:48.180 --> 00:13:50.180]  讓他先飆出來
[00:13:50.180 --> 00:13:52.180]  等他大了以後呢
[00:13:52.180 --> 00:13:55.180]  他也是用很多方法
[00:13:55.180 --> 00:13:57.180]  有一天以少
[00:13:57.180 --> 00:13:58.180]  在外面做工累了
[00:13:58.180 --> 00:14:00.180]  回到家裡
[00:14:00.180 --> 00:14:04.180]  就看見他的弟弟雅各的主優
[00:14:04.180 --> 00:14:06.180]  在煮紅豆湯
[00:14:06.180 --> 00:14:08.180]  他就說你把紅豆湯給我喝
[00:14:08.180 --> 00:14:10.180]  雅各說呢
[00:14:10.180 --> 00:14:12.180]  你要喝紅豆湯可以
[00:14:12.180 --> 00:14:14.180]  你把這長子的名分給我
[00:14:14.180 --> 00:14:16.180]  以少一想
[00:14:16.180 --> 00:14:19.180]  都是餓的渴的快要死的
[00:14:19.180 --> 00:14:21.180]  長子名分是將來的
[00:14:21.180 --> 00:14:22.180]  有什麼用啊
[00:14:22.180 --> 00:14:23.180]  他就領他了
[00:14:23.180 --> 00:14:25.180]  他就喝了這碗紅豆湯
[00:14:25.180 --> 00:14:29.180]  這碗紅豆湯就把他長子名分賣掉
[00:14:29.180 --> 00:14:31.180]  他就沒有看到的將來
[00:14:31.180 --> 00:14:34.180]  雅各就用這樣的方法
[00:14:34.180 --> 00:14:36.180]  就得到了長子的名分
[00:14:36.180 --> 00:14:38.180]  得到長子的祝福
[00:14:38.180 --> 00:14:40.180]  這樣的人
[00:14:40.180 --> 00:14:43.180]  神也能夠供奉
[00:14:43.180 --> 00:14:45.180]  神做供在他上面
[00:14:45.180 --> 00:14:48.180]  他的生命漸漸改變了
[00:14:48.180 --> 00:14:51.180]  所以等到我們讀到雅各因的信
[00:14:51.180 --> 00:14:53.180]  給兩個兒子祝福的時候
[00:14:53.180 --> 00:14:55.180]  他已經是在年老
[00:14:55.180 --> 00:14:58.180]  他要離開世界的時候
[00:14:58.180 --> 00:15:03.180]  所以這個創世紀二十五章到三十五章
[00:15:03.180 --> 00:15:05.180]  這十一章甚至於
[00:15:05.180 --> 00:15:08.180]  都是講雅各一生的事情
[00:15:08.180 --> 00:15:10.180]  你看到他的一生的話
[00:15:10.180 --> 00:15:13.180]  是非常的曲折
[00:15:13.180 --> 00:15:17.180]  他也得到長子的名分
[00:15:17.180 --> 00:15:19.180]  但是後來他憑著自己
[00:15:19.180 --> 00:15:21.180]  做了有很多的
[00:15:21.180 --> 00:15:23.180]  用很多的方法
[00:15:23.180 --> 00:15:25.180]  要得到祝福得到福氣
[00:15:25.180 --> 00:15:27.180]  可是呢也吃了不少苦
[00:15:27.180 --> 00:15:30.180]  在他的舅舅家裡
[00:15:30.180 --> 00:15:32.180]  做了二十年的工
[00:15:32.180 --> 00:15:35.180]  打了二十年的工
[00:15:35.180 --> 00:15:38.180]  他的舅舅比他還要狡猾
[00:15:38.180 --> 00:15:42.180]  那麼他就
[00:15:42.180 --> 00:15:45.180]  得到的東西並不是很多
[00:15:45.180 --> 00:15:47.180]  吃了苦頭
[00:15:47.180 --> 00:15:49.180]  等到他老的時候呢
[00:15:49.180 --> 00:15:53.180]  他就生命漸漸的成熟
[00:15:53.180 --> 00:15:56.180]  因為神漸漸的改變了
[00:15:56.180 --> 00:15:58.180]  我們人是可以改變的
[00:15:58.180 --> 00:16:00.180]  我們自己變不了
[00:16:00.180 --> 00:16:02.180]  但是神可以改變我們
[00:16:02.180 --> 00:16:05.180]  神可以把一個詭詐的雅各
[00:16:05.180 --> 00:16:08.180]  改成一個順顧神的雅各
[00:16:08.180 --> 00:16:10.180]  所以等到他老的時候
[00:16:10.180 --> 00:16:13.180]  他就不是在抓住神的祝福了
[00:16:13.180 --> 00:16:16.180]  他呢是為根據神的應許
[00:16:16.180 --> 00:16:19.180]  給他的兒子
[00:16:19.180 --> 00:16:22.180]  給他的兩個雅各的兩個兒子
[00:16:22.180 --> 00:16:25.180]  就給他兩個孫子祝福
[00:16:25.180 --> 00:16:29.180]  到了月色被賣到埃及以後
[00:16:29.180 --> 00:16:31.180]  過了好多年
[00:16:31.180 --> 00:16:34.180]  他做了宰相
[00:16:34.180 --> 00:16:39.180]  那麼他就派人回到迦南
[00:16:39.180 --> 00:16:42.180]  去把他奉獻接過來
[00:16:42.180 --> 00:16:44.180]  那麼過了二十年以後
[00:16:44.180 --> 00:16:51.180]  他才到埃及跟他的兒子團聚
[00:16:51.180 --> 00:16:54.180]  但他知道神的應許呢
[00:16:54.180 --> 00:16:56.180]  是給他的迦南帝
[00:16:56.180 --> 00:16:58.180]  不是埃及
[00:16:58.180 --> 00:17:00.180]  所以他就有點猶豫
[00:17:00.180 --> 00:17:02.180]  到底我離開埃及了
[00:17:02.180 --> 00:17:04.180]  是不是就不按照神的應許呢
[00:17:04.180 --> 00:17:08.180]  所以他派人去接他
[00:17:08.180 --> 00:17:11.180]  他走到這個邊境
[00:17:11.180 --> 00:17:15.180]  迦南帝跟埃及的邊境的時候
[00:17:15.180 --> 00:17:17.180]  捏十八
[00:17:17.180 --> 00:17:19.180]  神就向他顯現
[00:17:19.180 --> 00:17:22.180]  神就解答他裡面的一些困惑
[00:17:22.180 --> 00:17:24.180]  神說你下去埃及
[00:17:24.180 --> 00:17:26.180]  我與你成戰
[00:17:26.180 --> 00:17:28.180]  因為亞伯拉罕過去下埃及
[00:17:28.180 --> 00:17:30.180]  為了饑荒下埃及
[00:17:30.180 --> 00:17:32.180]  並不是出於神的意思
[00:17:32.180 --> 00:17:34.180]  但這時的雅各呢
[00:17:34.180 --> 00:17:37.180]  他不敢憑著自己的意思
[00:17:37.180 --> 00:17:38.180]  所以你可以看見
[00:17:38.180 --> 00:17:40.180]  這個人會改變的
[00:17:40.180 --> 00:17:42.180]  即使像雅各這樣的天性
[00:17:42.180 --> 00:17:44.180]  也是會改變的
[00:17:44.180 --> 00:17:48.180]  我們生下來性格性情都不同
[00:17:48.180 --> 00:17:50.180]  但是我們新的主的話
[00:17:50.180 --> 00:17:53.180]  神要在我們身上工作
[00:17:53.180 --> 00:17:58.180]  叫我們的性格漸漸地改變
[00:17:58.180 --> 00:18:02.180]  能夠像神所要我們的
[00:18:02.180 --> 00:18:05.180]  那麼雅各就得到這樣的變化
[00:18:05.180 --> 00:18:09.180]  他最後神給他起的名字叫做以色列
[00:18:09.180 --> 00:18:11.180]  他不是叫雅各了
[00:18:11.180 --> 00:18:14.180]  神說你改名叫以色列
[00:18:14.180 --> 00:18:17.180]  雅各的意思就是抓住的意思
[00:18:17.180 --> 00:18:19.180]  你什麼東西都要抓
[00:18:19.180 --> 00:18:20.180]  以色列什麼呢
[00:18:20.180 --> 00:18:22.180]  神的王子
[00:18:22.180 --> 00:18:24.180]  屬於神的有尊貴的身份
[00:18:24.180 --> 00:18:28.180]  不需要去抓每樣地上的東西
[00:18:28.180 --> 00:18:33.180]  那麼這就是他一生的改變
[00:18:33.180 --> 00:18:38.180]  他為約瑟的兩個兒子祝福
[00:18:38.180 --> 00:18:40.180]  一個是馬拿錫
[00:18:40.180 --> 00:18:41.180]  是長子
[00:18:41.180 --> 00:18:43.180]  一個是許花蓮
[00:18:43.180 --> 00:18:45.180]  是第二個兒子
[00:18:45.180 --> 00:18:49.180]  所以他從他一生的經歷中間
[00:18:49.180 --> 00:18:51.180]  他學習到什麼
[00:18:51.180 --> 00:18:55.180]  學習到神的祝福是根據神的主權
[00:18:55.180 --> 00:18:59.180]  所以羅馬書第九章十六節裡說到
[00:18:59.180 --> 00:19:01.180]  不在乎那奔跑的
[00:19:01.180 --> 00:19:04.180]  也不在乎那定義的
[00:19:04.180 --> 00:19:06.180]  也不在乎那奔跑的
[00:19:06.180 --> 00:19:09.180]  只在乎他憐憫的神
[00:19:09.180 --> 00:19:11.180]  你可以努力
[00:19:11.180 --> 00:19:13.180]  如果不是神的意思
[00:19:13.180 --> 00:19:16.180]  神不會讓你逃脫
[00:19:16.180 --> 00:19:19.180]  我們要信好神
[00:19:19.180 --> 00:19:23.180]  靠神的憐憫
[00:19:23.180 --> 00:19:27.180]  所以神的音許能夠改變人
[00:19:27.180 --> 00:19:29.180]  改變一個人
[00:19:29.180 --> 00:19:33.180]  你只要像雅各那樣的對神有信心
[00:19:33.180 --> 00:19:35.180]  能夠抓住音許的話
[00:19:35.180 --> 00:19:38.180]  你生命就有改變
[00:19:38.180 --> 00:19:40.180]  漸漸的豐富
[00:19:40.180 --> 00:19:42.180]  漸漸的成熟
[00:19:42.180 --> 00:19:44.180]  知道神的心意
[00:19:44.180 --> 00:19:49.180]  能夠漸漸的像祖別墅那樣
[00:19:49.180 --> 00:19:54.180]  當他被為了兩個兒子祝福的時候
[00:19:54.180 --> 00:19:57.180]  他就把兩個兒子
[00:19:57.180 --> 00:19:59.180]  就是把兩個兒子
[00:19:59.180 --> 00:20:02.180]  領到雅各的庚前
[00:20:02.180 --> 00:20:12.180]  將他們一個長子對著雅各的右邊
[00:20:12.180 --> 00:20:14.180]  因為祝福的時候
[00:20:14.180 --> 00:20:16.180]  右邊的位置大一些
[00:20:16.180 --> 00:20:20.180]  他可以為右邊的人賜給他大的祝福
[00:20:20.180 --> 00:20:25.180]  把以巴連對著雅各的左邊
[00:20:25.180 --> 00:20:32.180]  他得到四子小兒子的祝福
