
[00:00:00.000 --> 00:00:03.640]  我們三月份開始會談到教會的主題
[00:01:56.820 --> 00:01:58.820]  祂願意看見我們的生命
[00:01:58.820 --> 00:02:01.660]  處處能夠彰顯祂的榮美
[00:02:01.660 --> 00:02:05.260]  你有這種的榮美就彰顯在人際關係裏面
[00:02:05.260 --> 00:02:08.100]  你開始投入在你的團體生活裏面
[00:02:08.100 --> 00:02:11.740]  你開始改變了你跟父母、跟小孩子的關係
[00:02:11.740 --> 00:02:16.100]  你開始在當中讓教會擁有這種驚奇的能力
[00:02:16.100 --> 00:02:19.500]  就是神能夠滿足我們生命一切的需要
[00:02:19.500 --> 00:02:22.340]  能夠撇開了世界當中對我們的影響
[00:02:22.340 --> 00:02:26.860]  就在那個時候 教會就成爲一個榮耀的教會
[00:02:26.860 --> 00:02:30.460]  在開始的時候 我希望先跟大家來唸
[00:02:30.460 --> 00:02:35.500]  羅馬書的第七章十五到八章的第四節
[00:02:35.500 --> 00:02:39.260]  這個經文是保羅的自我的一個描述
[00:02:39.260 --> 00:02:42.020]  他屬靈生活當中的掙扎
[00:02:42.020 --> 00:02:45.500]  也在當中 從問題的當中給我們有答案
[00:02:45.500 --> 00:02:49.660]  所以在這個時候 我先把這個經文跟大家來唸一遍
[00:02:49.660 --> 00:02:55.380]  羅馬書的第七章十五節到八章的第四節
[00:02:55.380 --> 00:02:57.980]  因爲我所做的我自己不明白
[00:02:57.980 --> 00:03:00.740]  我所願意的我並不做
[00:03:00.740 --> 00:03:03.780]  我所恨惡的我倒去做
[00:03:03.780 --> 00:03:07.180]  若我所做的是我不願意的
[00:03:07.180 --> 00:03:11.820]  我就應承律法是善的
[00:03:11.820 --> 00:03:14.420]  即使這樣 這不是我做的
[00:03:14.420 --> 00:03:18.020]  乃是住在我裏頭的罪做的
[00:03:18.020 --> 00:03:21.100]  我也知道 在我裏頭
[00:03:21.100 --> 00:03:23.860]  就是我肉體之中沒有良善
[00:03:23.860 --> 00:03:26.500]  因爲利自爲善
[00:03:26.500 --> 00:03:30.980]  由得我只是行出來 由不得我
[00:03:30.980 --> 00:03:35.020]  故此 我所願意的善我反不做
[00:03:35.020 --> 00:03:38.540]  我所不願意的惡我倒去做
[00:03:38.540 --> 00:03:42.060]  若我去做所不願意做的
[00:03:42.060 --> 00:03:44.220]  這不是我做的
[00:03:44.220 --> 00:03:47.260]  乃是住在我裏頭的罪做的
[00:03:47.260 --> 00:03:49.380]  我覺得有一個律
[00:03:49.380 --> 00:03:52.180]  就是我願意爲善的時候
[00:03:52.180 --> 00:03:54.860]  便有惡與我同在
[00:03:54.860 --> 00:03:57.460]  因爲按照我裏頭的意念
[00:03:57.460 --> 00:04:00.100]  我是喜歡神的律
[00:04:00.100 --> 00:04:03.700]  但我覺得自己中另有個律
[00:04:03.700 --> 00:04:08.580]  和我心中的律招戰把我擄去
[00:04:08.580 --> 00:04:13.380]  叫我服從那自己中犯罪的律
[00:04:13.380 --> 00:04:15.300]  我真的是苦啊
[00:04:15.300 --> 00:04:19.620]  誰能救我脫離這取死的身體呢?
[00:04:19.620 --> 00:04:21.260]  二十五節
[00:04:21.260 --> 00:04:22.740]  感謝主
[00:04:22.740 --> 00:04:23.860]  有一個翻譯本說
[00:04:23.860 --> 00:04:28.460]  感謝主他能夠靠着我們的主耶穌基督
[00:04:28.460 --> 00:04:30.580]  就能脫離了
[00:04:30.580 --> 00:04:31.780]  這樣看來
[00:04:31.780 --> 00:04:34.340]  我們以內心順服神的律
[00:04:34.340 --> 00:04:37.500]  我肉體卻順服罪的律了
[00:04:37.500 --> 00:04:40.460]  前面的六章七章講到
[00:04:40.460 --> 00:04:44.540]  過一個屬於耶穌生活的人的障礙
[00:04:44.540 --> 00:04:46.460]  第八章講到答案
[00:04:46.460 --> 00:04:47.500]  第八章第一節
[00:04:47.500 --> 00:04:48.900]  如今
[00:04:48.900 --> 00:04:53.260]  那些在基督耶穌裏的就不被定罪
[00:04:53.260 --> 00:04:54.180]  意思就是說
[00:04:54.180 --> 00:04:58.980]  沒有一個人可以在你跟耶穌基督的關係中
[00:04:58.980 --> 00:05:00.340]  來定你的罪
[00:05:00.340 --> 00:05:03.420]  因爲是生命聖靈的律
[00:05:03.420 --> 00:05:05.860]  在基督耶穌裏釋放了我
[00:05:05.860 --> 00:05:08.580]  使我脫離罪和死的律
[00:05:08.580 --> 00:05:12.300]  律法既因肉體軟弱
[00:05:12.300 --> 00:05:14.740]  有所不能的
[00:05:14.740 --> 00:05:16.660]  神就差自己的兒子
[00:05:16.660 --> 00:05:18.940]  成爲罪身的形狀
[00:05:18.940 --> 00:05:20.980]  做了贖罪計
[00:05:20.980 --> 00:05:25.340]  在肉體中定了罪案
[00:05:25.340 --> 00:05:26.820]  使律法的意
[00:05:26.820 --> 00:05:30.540]  成就在我們這不隨從肉體
[00:05:30.540 --> 00:05:35.020]  只隨從聖靈的人身上
[00:05:35.020 --> 00:05:37.340]  什麼叫做成聖
[00:05:37.340 --> 00:05:40.540]  什麼叫做成聖的祕訣
[00:05:40.540 --> 00:05:46.420]  當然這個可以成爲神學家很多的研究課題
[00:05:46.420 --> 00:05:48.380]  但是作爲一個牧者
[00:05:48.380 --> 00:05:53.420]  我希望今天跟大家來講到三個很重要的元素
[00:05:53.420 --> 00:05:56.940]  我們既然科牧神的榮耀
[00:05:56.940 --> 00:06:00.500]  科牧神在聖潔生活當中與我們有份
[00:06:00.500 --> 00:06:03.060]  我相信這三個部分
[00:06:03.060 --> 00:06:05.700]  可以在當中作爲彼此的提醒
[00:06:05.700 --> 00:06:07.140]  當你信了主以後
[00:06:07.140 --> 00:06:09.660]  你生命中就有一種科牧
[00:06:09.660 --> 00:06:15.020]  這種科牧引導你過一個成聖的生活
[00:06:15.020 --> 00:06:18.700]  第一個 我相信我們需要被注意的地方
[00:06:18.700 --> 00:06:21.980]  就是我們要透過我們自我的經歷
[00:06:21.980 --> 00:06:24.580]  首先來告白
[00:06:24.580 --> 00:06:28.540]  贖靈中的實在的狀況
[00:06:28.540 --> 00:06:32.540]  在羅馬書七章十五節到二十五節裏面
[00:06:32.540 --> 00:06:35.900]  明明是說明了保羅自己的增長
[00:06:35.900 --> 00:06:38.900]  保羅親自經過神的恩典
[00:06:38.900 --> 00:06:42.060]  神親自地把赦免臨在他的身上
[00:06:42.060 --> 00:06:44.300]  羔羊的寶血臨在他的身上
[00:06:44.300 --> 00:06:46.820]  然而在第六章第七章
[00:06:46.820 --> 00:06:50.020]  很清楚地說明保羅在當中的掙扎
[00:06:50.020 --> 00:06:53.980]  他說明了原來保羅不是一個理論學家
[00:06:53.980 --> 00:06:58.420]  他真的能夠經歷到與神同在的那一個的體會
[00:06:58.420 --> 00:07:00.340]  所以他告白說
[00:07:00.340 --> 00:07:01.420]  說什麼
[00:07:01.420 --> 00:07:04.180]  說原來在成聖的生活的裏面
[00:07:04.180 --> 00:07:06.740]  有一件很重要的事情
[00:07:06.740 --> 00:07:11.660]  就是人不能夠透過意志來勝過罪惡
[00:07:11.660 --> 00:07:13.060]  然後再重複一下
[00:07:13.060 --> 00:07:17.620]  因爲這個是整個基督教信仰當中最重要的關鍵
[00:07:17.620 --> 00:07:19.980]  今天我們面對人的罪惡
[00:07:19.980 --> 00:07:23.900]  我們所面對的可能第一個層次就是人本主義
[00:07:23.900 --> 00:07:26.940]  我們希望透過我的意志能力
[00:07:26.940 --> 00:07:28.060]  關上我的門
[00:07:28.060 --> 00:07:31.380]  不受世界的影響來過一個聖潔的生活
[00:07:31.380 --> 00:07:33.500]  但是保羅的經歷告訴我們
[00:07:33.500 --> 00:07:37.580]  人不能夠藉助意志來勝過罪惡
[00:07:37.580 --> 00:07:42.540]  人也不能夠透過他的力量來滿足律法的要求
[00:07:42.540 --> 00:07:46.260]  所以纔有在當中記載的掙扎
[00:07:46.260 --> 00:07:48.820]  我所做的我自此不明白
[00:07:48.820 --> 00:07:52.980]  若我所做的是我不願意的
[00:07:52.980 --> 00:07:56.620]  這個就是律法中善的表現
[00:07:56.620 --> 00:07:58.500]  他更清楚地講到
[00:07:58.500 --> 00:08:01.580]  在我的裏面沒有良善
[00:08:01.580 --> 00:08:04.300]  這個英文說"there is no good in my life"
[00:08:04.300 --> 00:08:07.100]  所以馬丁·路德在他自己的
[00:08:07.100 --> 00:08:11.860]  過這個盡全的生活裏面也有這一種的掙扎
[00:08:11.860 --> 00:08:13.420]  他說在我的生命裏面
[00:08:13.420 --> 00:08:17.220]  若是你要說我生命當中有良善的地方
[00:08:17.220 --> 00:08:21.100]  只可以說這個良善當中包括了很多的罪惡
[00:08:21.100 --> 00:08:22.820]  他說我在生命的當中
[00:08:22.820 --> 00:08:25.780]  沒有辦法經過一個的時候
[00:08:25.780 --> 00:08:28.180]  是完全聖潔的
[00:08:28.180 --> 00:08:31.900]  完全是在神的面前沒有瑕疵的
[00:08:31.900 --> 00:08:34.620]  然而馬丁·路德也一樣地說
[00:08:34.620 --> 00:08:37.380]  他說我們有肉體的時候
[00:08:37.380 --> 00:08:42.100]  我們的肉體總是牽着我們走舊人的道路
[00:08:42.100 --> 00:08:44.020]  我們既然生在最終
[00:08:44.020 --> 00:08:45.980]  我們也活在最終
[00:08:45.980 --> 00:08:48.780]  我們在最終已經成瓷罐的人次
[00:08:48.780 --> 00:08:51.500]  被牽着走舊友的道路
[00:08:51.500 --> 00:08:54.260]  這個是保羅苦的原因
[00:08:54.260 --> 00:08:58.980]  真苦
[00:08:58.980 --> 00:09:01.980]  故此我不願意地善
[00:09:01.980 --> 00:09:03.820]  我反而不作
[00:09:03.820 --> 00:09:07.780]  我不願意地惡我倒去作
[00:09:07.780 --> 00:09:11.180]  這個是保羅他自己的告白
[00:09:11.180 --> 00:09:11.820]  弟兄姊妹
[00:09:11.820 --> 00:09:13.740]  你知道當我們要過成性的生活
[00:09:13.740 --> 00:09:15.180]  第一個要求就是
[00:09:15.180 --> 00:09:18.500]  你要對自己坦白
[00:09:18.500 --> 00:09:22.940]  生命的裏面有很多不是意志可以解決的問題
[00:09:22.940 --> 00:09:29.820]  你看多少在美國政界當中的政治家
[00:09:29.820 --> 00:09:31.900]  走過的道路都告訴我們
[00:09:31.900 --> 00:09:34.980]  這些人有驚人的意志力
[00:09:34.980 --> 00:09:38.660]  可以一個小時工作18個小時
[00:09:38.660 --> 00:09:41.140]  但是當他們遇上了盈友的時候
[00:09:41.140 --> 00:09:44.980]  他們跌倒卻很快
[00:09:44.980 --> 00:09:46.100]  最近一個禮拜裏面
[00:09:46.100 --> 00:09:48.540]  若是大家稍微留意美國的
[00:09:48.540 --> 00:09:51.300]  這個基督教的新聞
[00:09:51.300 --> 00:09:56.100]  就曉得有一個領袖跌倒
[00:09:56.100 --> 00:09:58.300]  跌倒的當天
[00:09:58.300 --> 00:09:59.460]  我就接了一個電話
[00:09:59.460 --> 00:10:02.580]  我以前一個很好的同工也跌倒
[00:10:02.580 --> 00:10:05.500]  這些人的意志力都非常高
[00:10:05.500 --> 00:10:07.620]  這些人是很driven
[00:10:07.620 --> 00:10:10.580]  那是爲求一個目的他們來做的
[00:10:10.580 --> 00:10:14.940]  但是有些時候爲神國的原理 榮耀
[00:10:14.940 --> 00:10:17.300]  奔跑的時候走上了自己的道路
[00:10:17.300 --> 00:10:18.660]  走上了人本主義
[00:10:18.660 --> 00:10:23.540]  覺得我可以用我的方法來戰勝我們自己的問題
[00:10:23.540 --> 00:10:25.540]  所以在教會里面
[00:10:25.540 --> 00:10:29.420]  每逢我們要看到我們俗靈當中成長的第一步
[00:10:29.420 --> 00:10:32.300]  往往都需要回歸到一個事情
[00:10:32.300 --> 00:10:36.180]  你是否承認你是一個軟弱的人
[00:10:36.180 --> 00:10:38.100]  保羅很清楚地講到
[00:10:38.100 --> 00:10:41.060]  他覺得在神的面前做的善
[00:10:41.060 --> 00:10:42.980]  原來在最後的時候是惡
[00:10:42.980 --> 00:10:46.420]  所以保羅在《使徒行傳》裏面講得非常清楚
[00:10:46.420 --> 00:10:53.420]  他以前看他的生活是以資本爲榮的生活
[00:10:53.420 --> 00:10:55.780]  所以他服侍神的時候
[00:10:55.780 --> 00:11:00.020]  往往把自己所有一切都拿出來
[00:11:00.020 --> 00:11:02.540]  認爲耶穌基督是異端
[00:11:02.540 --> 00:11:06.340]  甚至要抓信耶穌的人進監牢的裏面
[00:11:06.340 --> 00:11:07.980]  他覺得這個對的
[00:11:07.980 --> 00:11:10.340]  他覺得這個是榮耀神的事情
[00:11:10.340 --> 00:11:12.180]  他覺得是正當的事情
[00:11:12.180 --> 00:11:15.620]  甚至當史提反被石頭打死的時候
[00:11:15.620 --> 00:11:18.540]  他認爲這個是非常好的事情
[00:11:18.540 --> 00:11:20.780]  要搞垮教會的事情
[00:11:20.780 --> 00:11:22.300]  他做了前鋒
[00:11:22.300 --> 00:11:23.940]  這個就是保羅
[00:11:23.940 --> 00:11:28.220]  保羅井然在第七章裏面說明了他自己的掙扎
[00:11:28.220 --> 00:11:30.300]  他覺得是美善的
[00:11:30.300 --> 00:11:34.060]  原來經過了神自己的律的彰顯
[00:11:34.060 --> 00:11:37.180]  神的慈愛當中的光照
[00:11:37.180 --> 00:11:41.700]  他才發現原來他做的沒有一個是善
[00:11:41.700 --> 00:11:43.140]  親愛的弟兄姊妹
[00:11:43.140 --> 00:11:44.300]  在教會生活
[00:11:44.300 --> 00:11:46.900]  在你我的生活裏面的確有很多的時候
[00:11:46.900 --> 00:11:52.060]  我們不能夠不停下來向神來告白說
[00:11:52.060 --> 00:11:53.180]  我的意念
[00:11:53.180 --> 00:11:53.940]  你的意念
[00:11:53.940 --> 00:11:54.900]  我的舉動
[00:11:54.900 --> 00:11:57.460]  我的動機都有偏差
[00:11:57.460 --> 00:12:03.340]  因爲我們仍然生活在一個罪的這個屬性裏面
[00:12:03.340 --> 00:12:05.700]  我們人有三個律
[00:12:05.700 --> 00:12:08.820]  這個三個律當中有很大的衝突
[00:12:08.820 --> 00:12:09.940]  第一個
[00:12:09.940 --> 00:12:11.820]  這是我心裏的律
[00:12:11.820 --> 00:12:14.980]  我心裏的律要說我要服侍神
[00:12:14.980 --> 00:12:16.580]  我要愛神
[00:12:16.580 --> 00:12:18.020]  我要盡錢
[00:12:18.020 --> 00:12:20.820]  我要讓神得着榮耀
[00:12:20.820 --> 00:12:25.820]  但是在我們的肉身裏面還有一個叫做肉身之律
[00:12:25.820 --> 00:12:30.460]  卻在我的生命裏面困擾我
[00:12:30.460 --> 00:12:32.460]  我知道有神的律
[00:12:32.460 --> 00:12:34.740]  叫我成爲一個蒙愛的兒女
[00:12:34.740 --> 00:12:37.980]  就在這三個律的當中不調整
[00:12:37.980 --> 00:12:41.940]  我的生命裏面仍然拖到舊有的生活裏面
[00:12:41.940 --> 00:12:44.900]  其實我們周邊的世界就是這樣子
[00:12:44.900 --> 00:12:47.940]  縱然你今天有一個刻目追求神的心
[00:12:47.940 --> 00:12:50.260]  但是你發覺到在周圍的世界裏面
[00:12:50.260 --> 00:12:55.180]  有太多人告訴你沒有罪的這個的瞭解
[00:12:55.180 --> 00:12:58.260]  他們說活得很好
[00:12:58.260 --> 00:13:00.900]  他們覺得若是我去偷東西
[00:13:00.900 --> 00:13:02.780]  商場偷東西
[00:13:02.780 --> 00:13:05.620]  不給人抓到的就可以了
[00:13:05.620 --> 00:13:08.660]  以前很多年前十多年前我有講過這個見證
[00:13:08.660 --> 00:13:11.180]  在上海的超級市場
[00:13:11.180 --> 00:13:13.580]  有些人進去裏面不是去賣東西
[00:13:13.580 --> 00:13:18.860]  他們就把超市場裏面當中已經煮好的食物
[00:13:18.860 --> 00:13:23.220]  比如說雞腿以後就帶到洗手間去喫
[00:13:23.220 --> 00:13:26.060]  所以後來這些清潔工人一進到洗手間
[00:13:26.060 --> 00:13:28.180]  爲什麼都是骨頭在那邊
[00:13:28.180 --> 00:13:30.420]  原來那些人說不要讓別人看到
[00:13:30.420 --> 00:13:32.500]  我們帶到裏面去喫就好了
[00:13:32.500 --> 00:13:35.660]  那麼你看這個整個風氣就是這樣子
[00:13:35.660 --> 00:13:37.900]  沒有抓到就算是好
[00:13:37.900 --> 00:13:43.140]  那麼今天我們很多時候就被這個世界牽過來
[00:13:43.140 --> 00:13:44.460]  有些人說
[00:13:44.460 --> 00:13:47.220]  他說今天有很多的地方
[00:13:47.220 --> 00:13:50.060]  我們是可以犯罪 卻人不知道的
[00:13:50.060 --> 00:13:52.820]  最近你不是看到很多的新聞說
[00:13:52.820 --> 00:13:56.940]  可以用手機拍了很多不應該拍的東西嗎
[00:13:56.940 --> 00:13:58.740]  當中包括的人包括什麼
[00:13:58.740 --> 00:14:01.980]  包括大學的教授 包括醫生
[00:14:01.980 --> 00:14:07.020]  包括律師 包括很有名望的人
[00:14:07.020 --> 00:14:10.060]  在上個禮拜我們在牧師的禱告
[00:14:10.060 --> 00:14:12.620]  星期二的禱告分享的裏面
[00:14:12.620 --> 00:14:15.980]  我們的拍牧師就在他眼前看到一個
[00:14:15.980 --> 00:14:17.980]  根本沒有辦法想象的東西
[00:14:17.980 --> 00:14:19.460]  大家你走I5
[00:14:19.460 --> 00:14:22.980]  不是在那個I5的旁邊有個Starbucks嗎
[00:14:22.980 --> 00:14:25.860]  他當天就跟一個年輕人在那一邊
[00:14:25.860 --> 00:14:27.380]  結果在談話的時候
[00:14:27.380 --> 00:14:31.500]  就有一個高中的女孩子帶着她的那個電腦
[00:14:31.500 --> 00:14:33.020]  就在裏面用
[00:14:33.020 --> 00:14:35.060]  一轉眼之間就有一個人走過來
[00:14:35.060 --> 00:14:40.660]  就抓住她的這個電腦就衝出去走了
[00:14:40.660 --> 00:14:42.340]  他說從來沒有看到
[00:14:42.340 --> 00:14:46.220]  這個算是一個相當平靜安穩的地方
[00:14:46.220 --> 00:14:48.700]  爲什麼會發生這個事情
[00:14:48.700 --> 00:14:53.020]  大概是因爲這個高中的女孩子有的這個電腦特別貴
[00:14:53.020 --> 00:14:57.380]  所以人家說我趁着你不注意的地方我就抓走
[00:14:57.380 --> 00:14:59.380]  原來這個世界就是這樣子
[00:14:59.380 --> 00:15:00.740]  因爲這個世界的沉淪
[00:15:00.740 --> 00:15:06.260]  所以我們面對着罪的這種的瞭解更喫了一層
[00:15:06.260 --> 00:15:08.180]  我們看世界新聞
[00:15:08.180 --> 00:15:11.100]  世界中的新聞給看聖經多
[00:15:11.100 --> 00:15:15.420]  所以我們的標準就讓世界拉着我們走
[00:15:15.420 --> 00:15:19.140]  不難看見有些時候人家說來教會最好
[00:15:19.140 --> 00:15:23.260]  因爲教會里面是很多很多人都有很大的愛心
[00:15:23.260 --> 00:15:26.500]  所以有什麼的需要我都能夠得着滿足
[00:15:26.500 --> 00:15:29.020]  是的教會有很多的愛心
[00:15:29.020 --> 00:15:32.540]  但是教會當中的愛心是爲了滿足
[00:15:32.540 --> 00:15:37.220]  我們在神的面前這種拯救彼此相愛的任務
[00:15:37.220 --> 00:15:42.660]  今天我們不要把世界的這種的隱憂放在教會里面
[00:15:42.660 --> 00:15:45.220]  多種的心靈中的犯罪
[00:15:45.220 --> 00:15:48.660]  很多時候都淋在基督徒的身上
[00:15:48.660 --> 00:15:52.420]  只有一個真正追求神誠意誠慎的人
[00:15:52.420 --> 00:15:55.220]  纔會有保羅一樣的掙扎
[00:15:55.220 --> 00:15:58.060]  親愛的弟兄姊妹你最近有掙扎嗎
[00:15:58.060 --> 00:16:00.740]  屬靈中有掙扎嗎
[00:16:00.740 --> 00:16:01.860]  若是你沒有掙扎的話
[00:16:01.860 --> 00:16:07.260]  我鼓勵大家重新來看我們在誠聖生活當中所需要注意的地方
[00:16:07.260 --> 00:16:10.180]  原來當我們失去了掙扎的能力的時候
[00:16:10.180 --> 00:16:14.140]  其實是我們屬靈開始麻木的時候
[00:16:14.140 --> 00:16:17.540]  比方說你覺得我已經完成了教會的任務
[00:16:17.540 --> 00:16:19.500]  我可以自由了
[00:16:19.500 --> 00:16:24.700]  卻忽略了原來神的信義在你的面前有更大的提醒
[00:16:24.700 --> 00:16:27.420]  你覺得愛你的小孩子很夠了
[00:16:27.420 --> 00:16:29.740]  沒有看見主耶穌愛你的小孩子
[00:16:29.740 --> 00:16:34.340]  甚至爲他犧牲的這種愛給你所有的更大
[00:16:34.340 --> 00:16:38.740]  今天只有真正誠意誠慎的人纔會有這種的掙扎
[00:16:38.740 --> 00:16:41.300]  所以在羅馬書裏面第六章第七章
[00:16:41.300 --> 00:16:45.900]  就講到我們要過一個與神同行的生活當中的兩個難處
[00:16:45.900 --> 00:16:47.100]  第一個就是罪
[00:16:47.100 --> 00:16:48.940]  第二個就是律法
[00:16:48.940 --> 00:16:53.860]  若是你在誠聖的生活當中曾經有問過以下的兩個問題的話
[00:16:53.860 --> 00:16:54.660]  恭喜你
[00:16:54.660 --> 00:16:57.340]  因爲你在掙扎成長的裏面
[00:16:57.340 --> 00:16:58.860]  第一個問題就是
[00:16:58.860 --> 00:17:00.580]  到底律法是否是罪
[00:17:00.580 --> 00:17:03.060]  羅馬書的第七章第七節
[00:17:03.060 --> 00:17:04.660]  不是
[00:17:04.660 --> 00:17:06.740]  這個律法不是罪
[00:17:06.740 --> 00:17:09.060]  律法只是指出我們的罪
[00:17:09.060 --> 00:17:11.620]  律法是美善
[00:17:11.620 --> 00:17:13.860]  所以若是你在俗林生活的裏面掙扎
[00:17:13.860 --> 00:17:16.220]  掙扎發現原來我的裏面不曉得
[00:17:16.220 --> 00:17:18.620]  原來律法就是一個規範
[00:17:18.620 --> 00:17:19.580]  讓你不犯罪
[00:17:19.580 --> 00:17:20.660]  讓你過聖潔的日子
[00:17:20.660 --> 00:17:22.140]  你沒有這種掙扎的話
[00:17:22.140 --> 00:17:26.580]  你可能還是在懷疑到底律法是否是罪
[00:17:26.580 --> 00:17:28.060]  第二個掙扎
[00:17:28.060 --> 00:17:31.180]  那良善的律是叫我死嗎
[00:17:31.180 --> 00:17:33.460]  不是
[00:17:33.460 --> 00:17:35.620]  律法是顯露我們的罪
[00:17:35.620 --> 00:17:39.820]  以至到我們被引領進到神恩典的裏面
[00:17:39.820 --> 00:17:43.940]  一個在俗林中有掙扎成長的人
[00:17:43.940 --> 00:17:47.980]  他往往帶來的就是一種謙卑
[00:17:47.980 --> 00:17:51.940]  所以今天不需要宣傳你怎麼樣誠聖
[00:17:51.940 --> 00:17:53.860]  往往接受誠聖生活的人
[00:17:53.860 --> 00:17:57.620]  他生活的裏面都有很大的這種生命的改動
[00:17:57.620 --> 00:18:00.900]  我也要給大家來明白一些實在的情況
[00:18:00.900 --> 00:18:03.900]  我要放一個很短的短片給大家看
[00:18:03.900 --> 00:18:05.580]  還沒有放之前
[00:18:05.580 --> 00:18:09.300]  我先講一下這個歌的背景
[00:18:09.300 --> 00:18:13.700]  這個歌的名字叫做《荊棘樹》
[00:18:13.700 --> 00:18:17.740]  我們當中好像有一個片子是那個歌詞
[00:18:17.740 --> 00:18:22.300]  可以打出來嗎 在這邊
[00:18:22.300 --> 00:18:24.740]  這個歌詞裏面寫的是這樣子
[00:18:24.740 --> 00:18:27.620]  我念給大家聽
[00:18:27.620 --> 00:18:30.260]  他說在我裏面有太多的我
[00:18:30.260 --> 00:18:33.620]  沒有你可以安歇的地方
[00:18:33.620 --> 00:18:37.940]  在我裏面有虛方的期待
[00:18:37.940 --> 00:18:41.580]  沒有你可以安歇的地方
[00:18:41.580 --> 00:18:45.420]  在我裏面有無類的黑暗
[00:18:45.420 --> 00:18:49.940]  拿走了你可以在我裏面安歇的地方
[00:18:49.940 --> 00:18:52.860]  在我心裏面有不能贏的悲傷
[00:18:52.860 --> 00:18:55.860]  好像陌生的荊棘樹一樣
[00:18:55.860 --> 00:18:57.180]  只要颳風
[00:18:57.180 --> 00:19:00.860]  那孤單的枝子就會互相的摩擦
[00:19:00.860 --> 00:19:03.380]  開始彼此的哀苦
[00:19:03.380 --> 00:19:07.420]  尋找可以安歇之處飛來睏倦的小鳥
[00:19:07.420 --> 00:19:10.220]  也因爲這些荊棘的刺
[00:19:10.220 --> 00:19:12.460]  被刺了就飛走
[00:19:12.460 --> 00:19:14.380]  只要颱風來
[00:19:14.380 --> 00:19:16.460]  孤單又苦惱
[00:19:16.460 --> 00:19:20.380]  就只可以唱起那些悲哀的歌
[00:19:20.380 --> 00:19:22.180]  我不講這個歌的背景
[00:19:22.180 --> 00:19:24.380]  先大家來聽一下這個詩歌
[00:19:24.380 --> 00:19:27.020]  那個歌可以放在這邊
[00:19:27.020 --> 00:19:29.500]  那希望大家可以跟着那個字
[00:19:29.500 --> 00:19:34.540]  可以瞭解一下這個詩歌裏面的內容是什麼
[00:19:34.540 --> 00:19:35.540]  可以嗎
[00:19:35.540 --> 00:19:38.140]  在這邊
[00:19:38.140 --> 00:19:40.580]  我們只會放兩分零八秒
[00:19:40.580 --> 00:19:43.940]  因爲太長
