
[00:00:00.000 --> 00:00:06.680]  大家好 今天我講的是耶穌行頭一件神蹟
[00:01:47.560 --> 00:01:53.120]  指我和我的家 我們必定侍奉主 侍奉耶和華
[00:01:53.120 --> 00:01:59.120]  就是耶穌基督就是我的家之主
[00:01:59.120 --> 00:02:02.520]  這位老師出生在福建
[00:02:02.520 --> 00:02:09.080]  他年少的時候逃難去印尼
[00:02:09.080 --> 00:02:13.320]  因為避難 打日本人
[00:02:13.320 --> 00:02:16.200]  他在印尼成長 而且在那裡結婚
[00:02:16.200 --> 00:02:18.120]  當他結婚的時候
[00:02:18.120 --> 00:02:21.000]  我結婚不是很大隆重
[00:02:21.000 --> 00:02:24.000]  很大隆重 很多人來觀禮
[00:02:24.000 --> 00:02:27.560]  所以他的卡就寫著歡迎你來觀禮
[00:02:27.560 --> 00:02:30.160]  他不是說歡迎你來一起用宴
[00:02:30.160 --> 00:02:33.040]  是歡迎觀禮
[00:02:33.040 --> 00:02:36.400]  他只有兩顆花生和一顆糖派給人
[00:02:36.400 --> 00:02:39.120]  就是他的婚禮
[00:02:39.120 --> 00:02:43.320]  但是在他結婚那天說了一句比較重要的
[00:02:43.320 --> 00:02:45.800]  主耶穌基督請你來
[00:02:45.800 --> 00:02:48.200]  成為我家之主
[00:02:48.200 --> 00:02:52.400]  這就決定了他一生婚姻的方向
[00:02:52.400 --> 00:03:02.360]  當然 這也是我心中默默的一句話
[00:03:02.360 --> 00:03:07.800]  人其實很難靠自己去走完婚姻的一個
[00:03:07.800 --> 00:03:10.480]  走得很好的一個過程
[00:03:10.480 --> 00:03:12.040]  如果是開始的時候
[00:03:12.040 --> 00:03:15.360]  你喜歡他 覺得他在這個世界上是最好的
[00:03:15.360 --> 00:03:17.200]  但當你繼續走的時候
[00:03:17.200 --> 00:03:19.520]  可能你就會改變你的口風
[00:03:19.520 --> 00:03:22.400]  世界上最壞的就是你
[00:03:22.400 --> 00:03:24.160]  可能就會這樣
[00:03:24.160 --> 00:03:26.720]  如果你再看中國大陸的婚姻
[00:03:26.720 --> 00:03:31.800]  當他們的小朋友讀到高中高考完之後
[00:03:31.800 --> 00:03:34.600]  離婚潮就來了 為什麼
[00:03:34.600 --> 00:03:38.600]  因為他們已經是不可以支撐了
[00:03:38.600 --> 00:03:39.880]  不可以再走了
[00:03:39.880 --> 00:03:44.920]  所以他們很多夫妻就在高考完之後
[00:03:44.920 --> 00:03:52.080]  小朋友去讀大學的時候就開始離婚了
[00:03:52.080 --> 00:03:54.760]  不單止是一般的家庭
[00:03:54.760 --> 00:03:56.080]  就算是傳道人
[00:03:56.080 --> 00:03:58.200]  我記得我以前在一個比較大的教會
[00:03:58.200 --> 00:03:59.400]  一對傳道的夫婦
[00:03:59.400 --> 00:04:02.000]  他們剛剛結婚的時候
[00:04:02.000 --> 00:04:04.800]  後來兩三年之後有了小朋友
[00:04:04.800 --> 00:04:10.200]  他們經常在一個分享會講到
[00:04:10.200 --> 00:04:11.320]  你的事就是事
[00:04:11.320 --> 00:04:15.000]  我的事就不是事
[00:04:15.000 --> 00:04:16.560]  你的事就很重要
[00:04:16.560 --> 00:04:19.320]  我的事就不重要
[00:04:19.320 --> 00:04:20.440]  兩個都是這樣講的
[00:04:20.440 --> 00:04:21.880]  不是男或女
[00:04:21.880 --> 00:04:25.480]  加上小朋友的麻煩就更加嚴重了
[00:04:25.480 --> 00:04:27.840]  所以在婚姻裡面
[00:04:27.840 --> 00:04:31.200]  最重要的不是分你怎樣 我怎樣
[00:04:31.200 --> 00:04:33.920]  其實按照神的計劃是
[00:04:33.920 --> 00:04:35.560]  你們要成為一體
[00:04:35.560 --> 00:04:37.480]  不是分你和我
[00:04:37.480 --> 00:04:39.560]  應該是說我們
[00:04:39.560 --> 00:04:43.440]  因為是一體
[00:04:43.440 --> 00:04:46.400]  當然這位老師
[00:04:46.400 --> 00:04:52.200]  在他的婚姻當中也有過很多風風雨雨
[00:04:52.200 --> 00:04:54.880]  師母有過幾次離家出走
[00:04:54.880 --> 00:04:59.760]  但每次這位老師都找到他
[00:04:59.760 --> 00:05:00.760]  有一次師母就問
[00:05:00.760 --> 00:05:02.520]  為什麼你每次都找到我
[00:05:02.520 --> 00:05:06.880]  你呀 你又來來去去到那幾個地方
[00:05:06.880 --> 00:05:08.280]  其實是不是呢
[00:05:08.280 --> 00:05:11.080]  其實真正是說當你出走的時候
[00:05:11.080 --> 00:05:12.960]  你要放慢腳步
[00:05:12.960 --> 00:05:14.480]  你不要急急腳
[00:05:14.480 --> 00:05:19.000]  你應該找到一個他可以找得到的地方
[00:05:19.000 --> 00:05:20.360]  因為找得到的時候
[00:05:20.360 --> 00:05:23.320]  神是次人和睦的位置
[00:05:23.320 --> 00:05:25.920]  你還可以拉
[00:05:25.920 --> 00:05:31.360]  所以無論我們當中已經是連帳了
[00:05:31.360 --> 00:05:34.480]  走完了很多婚姻的階段
[00:05:34.480 --> 00:05:36.760]  但你可以提醒你的小朋友
[00:05:36.760 --> 00:05:38.760]  當你結婚你成家的時候
[00:05:38.760 --> 00:05:43.720]  你應該請耶穌基督來成為你家之主
[00:05:43.720 --> 00:05:45.440]  這是很重要的
[00:05:45.440 --> 00:05:47.960]  我這位老師的個性是很強的
[00:05:47.960 --> 00:05:50.680]  說了就要做
[00:05:50.680 --> 00:05:52.160]  想好就要去做
[00:05:52.160 --> 00:05:54.760]  但他老婆這位師母是很溫柔的
[00:05:54.760 --> 00:05:56.040]  很淡定的
[00:05:56.040 --> 00:05:57.000]  很慢的
[00:05:57.000 --> 00:06:00.600]  好像是你踢一下她她才會動的那種
[00:06:00.600 --> 00:06:03.640]  一個就好像打那種功夫
[00:06:03.640 --> 00:06:05.280]  就是打降龍十八掌
[00:06:05.280 --> 00:06:06.960]  還有些思考功
[00:06:06.960 --> 00:06:08.040]  一說話的時候
[00:06:08.040 --> 00:06:10.680]  整個課室
[00:06:10.680 --> 00:06:13.880]  這個課室到東邊的到西邊的都可以聽到
[00:06:13.880 --> 00:06:15.840]  特別是她叫師母的時候
[00:06:15.840 --> 00:06:18.240]  那個思考功是很厲害的
[00:06:18.240 --> 00:06:20.240]  但這個師母她是很淡定的
[00:06:20.240 --> 00:06:21.840]  她好像打太極一樣
[00:06:21.840 --> 00:06:25.240]  她可以在老師的身邊幫到她
[00:06:25.240 --> 00:06:28.440]  因為她懂得借力打力
[00:06:28.440 --> 00:06:30.840]  所以婚姻不是彼此衝突的
[00:06:30.840 --> 00:06:33.680]  婚姻是互相承傳
[00:06:33.680 --> 00:06:36.320]  一同去同心去侍奉的
[00:06:36.320 --> 00:06:38.240]  是彼此搭配的
[00:06:38.240 --> 00:06:40.360]  因為人的婚姻
[00:06:40.360 --> 00:06:43.400]  它是反映三一神
[00:06:43.400 --> 00:06:48.520]  他那種愛和次序的關係的
[00:06:48.520 --> 00:06:54.200]  婚姻不是單只是一個感情的聯繫
[00:06:54.200 --> 00:06:57.000]  而是同尊 同榮 同等
[00:06:57.000 --> 00:06:57.920]  彼此相愛
[00:06:57.920 --> 00:06:59.040]  而且是有次序的
[00:06:59.040 --> 00:07:00.240]  因為我們的神
[00:07:00.240 --> 00:07:04.240]  這位三一神有不同的角色
[00:07:04.240 --> 00:07:06.440]  但他們都是彼此相愛的
[00:07:06.440 --> 00:07:08.000]  聖父愛聖子
[00:07:08.000 --> 00:07:09.160]  聖子愛聖靈
[00:07:09.160 --> 00:07:10.640]  聖靈也愛聖父
[00:07:10.640 --> 00:07:12.200]  他們都是彼此相愛的
[00:07:12.200 --> 00:07:15.800]  三位是同尊 同榮 同等
[00:07:15.800 --> 00:07:17.960]  彼此相愛的
[00:07:17.960 --> 00:07:20.800]  但聖父猜聖子
[00:07:20.800 --> 00:07:23.400]  聖子信服聖父
[00:07:23.400 --> 00:07:27.000]  聖靈又榮耀這位聖子
[00:07:27.000 --> 00:07:28.800]  所以他們的分工不同
[00:07:28.800 --> 00:07:30.600]  但他們是彼此相愛的
[00:07:30.600 --> 00:07:32.960]  所以夫妻的關係也是如此
[00:07:32.960 --> 00:07:34.560]  是彼此相愛的
[00:07:34.560 --> 00:07:36.440]  雖然分工有不同
[00:07:36.440 --> 00:07:38.200]  基督與我們
[00:07:38.200 --> 00:07:39.800]  以弗所書所說
[00:07:39.800 --> 00:07:41.640]  這是極大的奧秘
[00:07:41.640 --> 00:07:44.720]  是主著基督與教會所說的
[00:07:44.720 --> 00:07:49.080]  夫妻其實也是反映基督與教會的關係
[00:07:49.080 --> 00:07:52.080]  是那種愛和信服
[00:07:52.080 --> 00:07:56.200]  是在基督的救贖的愛的次序裡面
[00:07:56.200 --> 00:07:57.520]  不是那種壓制
[00:07:57.520 --> 00:08:00.040]  不是你很強 我要受你壓
[00:08:00.040 --> 00:08:02.360]  而是彼此要成全
[00:08:02.360 --> 00:08:04.360]  要在愛的當中
[00:08:04.360 --> 00:08:06.840]  當這位老師在90年的時候
[00:08:06.840 --> 00:08:09.920]  他回到大陸教神學的時候
[00:08:09.920 --> 00:08:11.560]  他就回到他鄉下
[00:08:11.560 --> 00:08:13.440]  他鄉下就是福建
[00:08:13.440 --> 00:08:17.040]  那他的婚姻結婚的日子
[00:08:17.040 --> 00:08:18.600]  他自己結婚的日子很簡單
[00:08:18.600 --> 00:08:21.080]  但當他提到學生結婚的時候
[00:08:21.080 --> 00:08:22.200]  就不一樣了
[00:08:22.200 --> 00:08:24.120]  因為福建他的學生
[00:08:24.120 --> 00:08:27.400]  一擺就擺了好幾天了
[00:08:27.400 --> 00:08:31.600]  而且請了差不多整條村的人過來
[00:08:31.600 --> 00:08:32.840]  祠堂的地方
[00:08:32.840 --> 00:08:35.040]  通常村裡有祠堂
[00:08:35.040 --> 00:08:37.680]  擺酒擺宴食就在那裡
[00:08:37.680 --> 00:08:39.440]  廚房不夠用
[00:08:39.440 --> 00:08:40.760]  就自己要搭棚
[00:08:40.760 --> 00:08:43.160]  搭棚搭那個灶爐
[00:08:43.160 --> 00:08:45.240]  找廚師 還要找誰呢
[00:08:45.240 --> 00:08:46.480]  還要找村民來
[00:08:46.480 --> 00:08:49.120]  親朋好友一起來
[00:08:49.120 --> 00:08:52.840]  這種起宴的方式
[00:08:52.840 --> 00:08:56.640]  就是我們中國比較傳統的一種方式
[00:08:56.640 --> 00:08:59.160]  一般來說
[00:08:59.160 --> 00:09:02.240]  一到三天
[00:09:02.240 --> 00:09:05.600]  除了正式結婚的日子是擺酒之外
[00:09:05.600 --> 00:09:07.880]  還有如果你看到一些鄉村
[00:09:07.880 --> 00:09:09.040]  前一天
[00:09:09.040 --> 00:09:12.760]  那些最親的或者隔離鄰舍
[00:09:12.760 --> 00:09:17.080]  他已經過來叫做戀房
[00:09:17.080 --> 00:09:18.480]  已經開始了
[00:09:18.480 --> 00:09:20.040]  要陪你一起了
[00:09:20.040 --> 00:09:22.720]  是開席了
[00:09:22.720 --> 00:09:24.600]  擺酒之後
[00:09:24.600 --> 00:09:26.080]  後一天
[00:09:26.080 --> 00:09:29.280]  那個新娘就要再回來一次
[00:09:29.280 --> 00:09:31.680]  叫做回門再吃一餐
[00:09:31.680 --> 00:09:34.160]  所以宴席是可以擺很長的
[00:09:34.160 --> 00:09:35.720]  如果是有錢人
[00:09:35.720 --> 00:09:37.360]  他們不止三天左右
[00:09:37.360 --> 00:09:39.760]  他們可能是整個星期
[00:09:39.760 --> 00:09:41.480]  特別是在福建
[00:09:41.480 --> 00:09:43.000]  客家那些地方
[00:09:43.000 --> 00:09:49.520]  就是更注重這些禮儀和傳統
[00:09:49.520 --> 00:09:52.040]  但是現在很多現代的社會
[00:09:52.040 --> 00:09:54.720]  就變成了這一天
[00:09:54.720 --> 00:09:56.280]  猶太人他們的婚禮
[00:09:56.280 --> 00:09:59.680]  他們也是大概一個星期
[00:09:59.680 --> 00:10:02.400]  加拿大婚禮
[00:10:02.400 --> 00:10:03.520]  不是一天的
[00:10:03.520 --> 00:10:05.000]  它的時間是很長
[00:10:05.000 --> 00:10:07.640]  而且是非常之隆重的
[00:10:07.640 --> 00:10:10.920]  而且這個加拿大婚禮
[00:10:10.920 --> 00:10:12.440]  這場婚禮是很大的
[00:10:12.440 --> 00:10:13.880]  你怎麼知道它很大
[00:10:13.880 --> 00:10:15.560]  因為經文講到
[00:10:15.560 --> 00:10:18.720]  它有六口的石缸
[00:10:18.720 --> 00:10:19.960]  為什麼六口石缸
[00:10:19.960 --> 00:10:24.440]  你就知道這是一個很盛大的婚禮
[00:10:24.440 --> 00:10:25.840]  其實是有數可以計算的
[00:10:25.840 --> 00:10:29.520]  六口石缸是可以洗很多人的手
[00:10:29.520 --> 00:10:32.240]  如果你是按石缸的容量
[00:10:32.240 --> 00:10:35.000]  它大概是20到30加侖
[00:10:35.000 --> 00:10:40.800]  因為大概就是75到113公斤左右
[00:10:40.800 --> 00:10:42.120]  可以裝的水
[00:10:42.120 --> 00:10:44.640]  那麼六口合計
[00:10:44.640 --> 00:10:48.920]  大概就是454到681公升
[00:10:48.920 --> 00:10:50.360]  如果是一公升
[00:10:50.360 --> 00:10:53.680]  你知道猶太人很愛惜水
[00:10:53.680 --> 00:10:56.280]  如果一公升是可以洗五個人的
[00:10:56.280 --> 00:10:58.160]  代表這場婚宴
[00:10:58.160 --> 00:11:02.400]  大概有兩千到三千人來參加
[00:11:02.400 --> 00:11:05.320]  所以你知道這是一個很盛大的婚禮
[00:11:05.320 --> 00:11:06.560]  六口石缸
[00:11:06.560 --> 00:11:07.840]  如果用這樣的推算
[00:11:07.840 --> 00:11:11.440]  你就可以猜到它是一個很盛大的婚禮
[00:11:11.440 --> 00:11:13.200]  人多熱鬧很好
[00:11:13.200 --> 00:11:14.880]  是一個美事
[00:11:14.880 --> 00:11:16.360]  耶穌的母親來了
[00:11:16.360 --> 00:11:18.040]  祂的門徒來了
[00:11:18.040 --> 00:11:19.040]  更重要的是
[00:11:19.040 --> 00:11:22.480]  耶穌也都來參加這個婚禮了
[00:11:22.480 --> 00:11:26.520]  婚禮一定要請耶穌
[00:11:26.520 --> 00:11:27.760]  耶穌來到
[00:11:27.760 --> 00:11:30.160]  祂不是做那個貴賓
[00:11:30.160 --> 00:11:32.320]  也不是做那個主禮
[00:11:32.320 --> 00:11:33.520]  聖經只是說
[00:11:33.520 --> 00:11:35.920]  耶穌也都被請來
[00:11:35.920 --> 00:11:37.240]  耶穌來了
[00:11:37.240 --> 00:11:40.640]  祂是要開始微塞亞的一個工作
[00:11:40.640 --> 00:11:42.120]  祂是一個救主
[00:11:42.120 --> 00:11:45.360]  祂是來施行祂救贖的工作
[00:11:45.360 --> 00:11:46.840]  按著耶穌
[00:11:46.840 --> 00:11:51.360]  祂30歲就出來受洗了
[00:11:51.360 --> 00:11:53.200]  祂是盡了諸般的義
[00:11:53.200 --> 00:11:54.680]  當祂受洗的時候
[00:11:54.680 --> 00:11:57.400]  施洗約翰為祂施洗
[00:11:57.400 --> 00:11:59.840]  聖靈為祂做見證
[00:11:59.840 --> 00:12:02.480]  聖父也都為祂做見證
[00:12:02.480 --> 00:12:04.400]  聖靈降在祂身上
[00:12:04.400 --> 00:12:05.440]  聖父說
[00:12:05.440 --> 00:12:06.280]  我
[00:12:06.280 --> 00:12:08.640]  這個就是我的愛子
[00:12:08.640 --> 00:12:09.840]  所以
[00:12:09.840 --> 00:12:12.960]  當耶穌受洗之後
[00:12:12.960 --> 00:12:15.120]  祂也都開始祂的傳道工作了
[00:12:15.120 --> 00:12:17.520]  如果你看《路加福音》就看到了
[00:12:17.520 --> 00:12:19.200]  祂打堂道
[00:12:19.200 --> 00:12:21.840]  祂就去到會堂那裡宣講
[00:12:21.840 --> 00:12:24.680]  以塞亞斯主的靈在我身上
[00:12:24.680 --> 00:12:25.880]  高了我
[00:12:25.880 --> 00:12:28.360]  叫我傳福音給貧窮人
[00:12:28.360 --> 00:12:29.680]  報告神
[00:12:29.680 --> 00:12:31.400]  越立人的欺凌
[00:12:31.400 --> 00:12:37.400]  所以祂的救贖工作就已經開始了
[00:12:37.400 --> 00:12:39.360]  最後祂補了一句
[00:12:39.360 --> 00:12:42.640]  今天這個經文就要應驗在你們耳中了
[00:12:42.640 --> 00:12:43.600]  也都說
[00:12:43.600 --> 00:12:46.840]  我就開始正式施行我的救贖工作了
[00:12:46.840 --> 00:12:50.360]  所以耶穌基督是受父神所猜的
[00:12:50.360 --> 00:12:52.160]  聖靈所高沒的
[00:12:52.160 --> 00:12:55.640]  祂在施行救贖的過程當中
[00:12:55.640 --> 00:13:01.880]  是有父神和聖靈的一個計劃和帶領的
[00:13:01.880 --> 00:13:07.480]  以及靠著聖靈的能力的
[00:13:07.480 --> 00:13:11.400]  其實耶穌基督是神所猜來的救主
[00:13:11.400 --> 00:13:13.520]  包括施洗約翰所見證的
[00:13:13.520 --> 00:13:16.360]  因為他看到聖靈在他身上
[00:13:16.360 --> 00:13:17.440]  當他看到的時候
[00:13:17.440 --> 00:13:19.520]  他就知道這位是救主
[00:13:19.520 --> 00:13:23.920]  在耶穌基督所行的一切神蹟當中
[00:13:23.920 --> 00:13:25.320]  是有很多的
[00:13:25.320 --> 00:13:28.560]  但是在這麼多的福音書當中
[00:13:28.560 --> 00:13:31.360]  一共有35件
[00:13:31.360 --> 00:13:34.400]  大概就是這樣
[00:13:34.400 --> 00:13:37.320]  但是第一件是什麼呢
[00:13:37.320 --> 00:13:39.360]  第一件就是以水變酒
[00:13:39.360 --> 00:13:41.520]  在迦蘭婚宴這裡發生的
[00:13:41.520 --> 00:13:44.200]  祂不是在聖殿那裡
[00:13:44.200 --> 00:13:46.560]  也不是在一些會堂
[00:13:46.560 --> 00:13:48.360]  祂是在這場婚禮
[00:13:48.360 --> 00:13:51.640]  那為什麼耶穌基督打一個神蹟
[00:13:51.640 --> 00:13:54.080]  祂要在這個婚禮裡面
[00:13:54.080 --> 00:13:56.240]  而不是在其他地方呢
[00:13:56.240 --> 00:13:57.800]  這個不是偶然的
[00:13:57.800 --> 00:14:03.520]  因為是很有祂的意義在的
[00:14:03.520 --> 00:14:08.200]  因為婚姻不是人的文化的產物
[00:14:08.200 --> 00:14:10.680]  是神在創世之初的時候
[00:14:10.680 --> 00:14:12.160]  創造人的時候
[00:14:12.160 --> 00:14:15.480]  祂就已經設立了
[00:14:15.480 --> 00:14:17.200]  耶和華神說
[00:14:17.200 --> 00:14:19.000]  那人獨居不好
[00:14:19.000 --> 00:14:21.040]  這裡提到人
[00:14:21.040 --> 00:14:22.120]  提出那個不好
[00:14:22.120 --> 00:14:23.600]  人獨居不好
[00:14:23.600 --> 00:14:25.840]  所以祂就為他做了一個配偶
[00:14:25.840 --> 00:14:28.360]  叫二人成為一體
[00:14:28.360 --> 00:14:31.480]  所以婚姻不是人發明的
[00:14:31.480 --> 00:14:34.400]  是神所設立的一個祝福制度
[00:14:34.400 --> 00:14:36.600]  是生命的一種延續
[00:14:36.600 --> 00:14:38.000]  是家庭的形成
[00:14:38.000 --> 00:14:42.320]  和人類的繁衍後代的根基
[00:14:42.320 --> 00:14:50.640]  而且人是按著神的形象去被造的
[00:14:50.640 --> 00:14:52.600]  女人成為那個幫助者
[00:14:52.600 --> 00:14:56.160]  補足另外一半的不圓滿
[00:14:56.160 --> 00:14:58.360]  使她們更加之圓全
[00:14:58.360 --> 00:15:05.000]  使人可以進入一個更豐盛的生命裡面
[00:15:05.000 --> 00:15:08.920]  所以打一件神蹟
[00:15:08.920 --> 00:15:13.600]  是很需要在婚姻當中去施行的
[00:15:13.600 --> 00:15:16.160]  耶穌基督道成了肉身
[00:15:16.160 --> 00:15:18.120]  祂來到這個地上做人
[00:15:18.120 --> 00:15:19.160]  打一件神蹟
[00:15:19.160 --> 00:15:22.160]  祂不是要醫人、醫病
[00:15:22.160 --> 00:15:23.360]  不是去趕鬼
[00:15:23.360 --> 00:15:26.720]  祂是要來到人的婚姻裡面
[00:15:26.720 --> 00:15:29.800]  來到人的中間去賜福給人
[00:15:29.800 --> 00:15:35.760]  顯明祂對人那種真實需要的關心
[00:15:35.760 --> 00:15:39.280]  耶穌不是離開人要很遠很遠
[00:15:39.280 --> 00:15:41.640]  祂是要來到人的中間
[00:15:41.640 --> 00:15:43.520]  祂不單止和門徒一起住
[00:15:43.520 --> 00:15:46.080]  祂也願意來到家庭當中
[00:15:46.080 --> 00:15:48.160]  來到那些缺乏者當中
[00:15:48.160 --> 00:15:50.280]  因為祂是道成的肉身
[00:15:50.280 --> 00:15:52.920]  祂願意住在我們中間
[00:15:52.920 --> 00:15:55.040]  是有恩典和真理的
[00:15:55.040 --> 00:16:01.040]  所以祂呼召了加拿大那旦葉之後
[00:16:01.040 --> 00:16:03.040]  上次我們講到那旦葉
[00:16:03.040 --> 00:16:04.720]  當祂呼召了那旦葉
[00:16:04.720 --> 00:16:05.600]  大三日
[00:16:05.600 --> 00:16:08.120]  祂就參加這場婚禮了
[00:16:08.120 --> 00:16:12.240]  這場婚禮出現了一個很嚴重的問題
[00:16:12.240 --> 00:16:13.840]  就是說
[00:16:13.840 --> 00:16:15.880]  本來主人家辦一場婚禮
[00:16:15.880 --> 00:16:18.400]  都想體體面面好好體體
[00:16:18.400 --> 00:16:20.560]  但是一件尷尬的事就出現了
[00:16:20.560 --> 00:16:22.800]  就是當他們舉行婚禮的時候
[00:16:22.800 --> 00:16:25.120]  這麼長一段時間 這麼多人
[00:16:25.120 --> 00:16:30.280]  可能每個人來到時都覺得很熱鬧
[00:16:30.280 --> 00:16:31.400]  每個人都很開心
[00:16:31.400 --> 00:16:33.280]  多喝幾杯
[00:16:33.280 --> 00:16:36.880]  這樣的時候酒就用盡了
[00:16:36.880 --> 00:16:41.040]  在當時來說
[00:16:41.040 --> 00:16:44.600]  酒不夠是很失禮的一件事
[00:16:44.600 --> 00:16:46.360]  是很難堪的一件事
[00:16:46.360 --> 00:16:49.560]  如果對當時的夫妻來說
[00:16:49.560 --> 00:16:54.480]  他們以後很難在猶太的群體當中
[00:16:54.480 --> 00:16:57.440]  很有顏面
[00:16:57.440 --> 00:16:59.440]  因為每個人都記得
[00:16:59.440 --> 00:17:03.080]  當日就是你這場婚禮不夠公認
[00:17:03.080 --> 00:17:04.680]  是很失禮的
[00:17:04.680 --> 00:17:07.280]  如果我們今天教會辦活動
[00:17:07.280 --> 00:17:10.960]  我們有計劃 有預備
[00:17:10.960 --> 00:17:13.520]  但是如果來的時候
[00:17:13.520 --> 00:17:15.120]  特別是外展活動
[00:17:15.120 --> 00:17:16.760]  來的人多了的時候
[00:17:16.760 --> 00:17:18.080]  本來是預100人的
[00:17:18.080 --> 00:17:21.000]  來的時候變成150人以上
[00:17:21.000 --> 00:17:22.440]  這樣就麻煩了
[00:17:22.440 --> 00:17:27.680]  因為你很難臨急臨腳去補充很多東西
[00:17:27.680 --> 00:17:29.880]  人的計劃是不完美的
[00:17:29.880 --> 00:17:33.440]  唯有神祂只可以掌管一切
[00:17:33.440 --> 00:17:36.080]  人是無法掌管一切的
[00:17:36.080 --> 00:17:38.200]  特別是當這場婚禮的時候
[00:17:38.200 --> 00:17:40.880]  很多遠房親戚一定會來
[00:17:40.880 --> 00:17:42.760]  三姑 六婆
[00:17:42.760 --> 00:17:45.760]  那些長年都不見的
[00:17:45.760 --> 00:17:47.480]  在這個時候都來了
[00:17:47.480 --> 00:17:54.440]  所以這個問題是需要去解決的
[00:17:54.440 --> 00:17:56.440]  當中有一個人
[00:17:56.440 --> 00:17:59.080]  瑪利亞就是耶穌基督的母親
[00:17:59.080 --> 00:18:00.360]  她來到這場婚禮
[00:18:00.360 --> 00:18:05.800]  她不單是享受婚宴的樂趣和快樂
[00:18:05.800 --> 00:18:10.480]  她是關心在場的每一個細節
[00:18:10.480 --> 00:18:12.600]  當走勇進的時候
[00:18:12.600 --> 00:18:13.560]  她看到了
[00:18:13.560 --> 00:18:15.240]  因為她很留意這些事
[00:18:15.240 --> 00:18:19.200]  她注重她身邊的人和事
[00:18:19.200 --> 00:18:22.200]  所以她看到這些走勇進的時候
[00:18:22.200 --> 00:18:23.880]  她的反應是怎樣呢
[00:18:23.880 --> 00:18:25.960]  她是沒有去指責別人
[00:18:25.960 --> 00:18:29.320]  覺得 嘩 這樣都不夠的
[00:18:29.320 --> 00:18:31.520]  本來就這麼多人
[00:18:31.520 --> 00:18:32.840]  你沒有預備好
[00:18:32.840 --> 00:18:34.040]  她沒有批評
[00:18:34.040 --> 00:18:38.760]  她反而看到人的需要是什麼
[00:18:38.760 --> 00:18:41.720]  很多時候我們以為
[00:18:41.720 --> 00:18:43.960]  我們已經做得很好了
[00:18:43.960 --> 00:18:46.720]  如果我們看到別人不好的時候
[00:18:46.720 --> 00:18:50.160]  我們會指責別人怎樣怎樣
[00:18:50.160 --> 00:18:52.640]  其實很多時候我們再反思
[00:18:52.640 --> 00:18:54.480]  真正輪到我們去做的時候
[00:18:54.480 --> 00:18:57.920]  都是眼高手低的
[00:18:57.920 --> 00:19:00.320]  我記得有一次回來擺外展活動
[00:19:00.320 --> 00:19:02.560]  要擺那些枱
[00:19:02.560 --> 00:19:04.240]  已經設置好了
[00:19:04.240 --> 00:19:06.480]  但是我覺得就是不夠好
[00:19:06.480 --> 00:19:11.520]  因為我要考慮到她是怎樣去分享
[00:19:11.520 --> 00:19:14.600]  怎樣去坐得舒服
[00:19:14.600 --> 00:19:16.280]  聽得好 分享得好
[00:19:16.280 --> 00:19:19.320]  但是之前有很多人已經做過了
[00:19:19.320 --> 00:19:22.360]  他們說枱和枱之間
[00:19:22.360 --> 00:19:26.520]  你要預足推車
[00:19:26.520 --> 00:19:29.920]  推派東西的空間和距離
