
[00:00:00.000 --> 00:00:04.400]  我們很開心可以在年初一的時候跟大家分享神的說話
[00:03:11.760 --> 00:03:13.760]  但是當發達了
[00:03:13.760 --> 00:03:15.760]  很可能丈夫就出去花天酒地
[00:03:15.760 --> 00:03:17.760]  拋棄做漢
[00:03:17.760 --> 00:03:19.760]  我們也聽過一些老人家的申訴
[00:03:19.760 --> 00:03:21.760]  就是他的孫子
[00:03:21.760 --> 00:03:23.760]  剛出生沒多久
[00:03:23.760 --> 00:03:25.760]  兒子就叫爸爸媽媽幫忙照顧孫子
[00:03:25.760 --> 00:03:27.760]  好了,孫子開始長大了
[00:03:27.760 --> 00:03:29.760]  讀小學了,沒需要他來幫忙
[00:03:29.760 --> 00:03:31.760]  就將他們
[00:03:31.760 --> 00:03:33.760]  放之於一邊
[00:03:33.760 --> 00:03:35.760]  很冷漠地對待他
[00:03:35.760 --> 00:03:37.760]  這是很可悲的
[00:03:37.760 --> 00:03:39.760]  政治的社會上面
[00:03:39.760 --> 00:03:41.760]  更加是這樣,你有利用價值
[00:03:41.760 --> 00:03:43.760]  就利用你,沒的時候
[00:03:43.760 --> 00:03:45.760]  甚至將你來剷除
[00:03:45.760 --> 00:03:47.760]  回到聖經
[00:03:47.760 --> 00:03:49.760]  大家很熟悉大衛
[00:03:49.760 --> 00:03:51.760]  大衛有一個元帥叫約亞
[00:03:51.760 --> 00:03:53.760]  其實很忠心於他
[00:03:53.760 --> 00:03:55.760]  甚至聽命大衛
[00:03:55.760 --> 00:03:57.760]  殺了自己的下屬
[00:03:57.760 --> 00:03:59.760]  以至大衛可以搶走
[00:03:59.760 --> 00:04:01.760]  人家的太太,烏利亞
[00:04:01.760 --> 00:04:03.760]  但是他也做了一些事情
[00:04:03.760 --> 00:04:05.760]  令到大衛不開心
[00:04:05.760 --> 00:04:07.760]  所以大衛臨死的時候
[00:04:07.760 --> 00:04:09.760]  也叫鎖羅門將約亞殺了
[00:04:09.760 --> 00:04:11.760]  後來約亞都是被殺的
[00:04:11.760 --> 00:04:13.760]  所以你看到政治人物
[00:04:13.760 --> 00:04:15.760]  往往都是這樣
[00:04:15.760 --> 00:04:17.760]  但是
[00:04:17.760 --> 00:04:19.760]  今天不少基督徒
[00:04:19.760 --> 00:04:21.760]  都犯上同樣的錯
[00:04:21.760 --> 00:04:23.760]  為什麼呢?
[00:04:23.760 --> 00:04:25.760]  有時候基督徒帶著很多傷痕
[00:04:25.760 --> 00:04:27.760]  或者不少的問題來到神的面前
[00:04:27.760 --> 00:04:29.760]  在神的憐憫底下
[00:04:29.760 --> 00:04:31.760]  困境安然度過了
[00:04:31.760 --> 00:04:33.760]  或者還有短時間仍然好一點的
[00:04:33.760 --> 00:04:35.760]  來親近神
[00:04:35.760 --> 00:04:37.760]  但是當平安穩妥的時候
[00:04:37.760 --> 00:04:39.760]  漸漸淡忘神
[00:04:39.760 --> 00:04:41.760]  或者只在名義上稱自己是基督徒
[00:04:41.760 --> 00:04:43.760]  但是沒有半點
[00:04:43.760 --> 00:04:45.760]  而實際的生命的表現
[00:04:45.760 --> 00:04:47.760]  困境之中親近神
[00:04:47.760 --> 00:04:49.760]  遜境之下疏離神
[00:04:49.760 --> 00:04:51.760]  逆境裡面
[00:04:51.760 --> 00:04:53.760]  向天父來求助
[00:04:53.760 --> 00:04:55.760]  但是賦予當中
[00:04:55.760 --> 00:04:57.760]  向世界投懷
[00:04:57.760 --> 00:04:59.760]  送抱
[00:04:59.760 --> 00:05:01.760]  就好像荷西亞書第二章第八節這樣說
[00:05:01.760 --> 00:05:03.760]  甚責備班子民
[00:05:03.760 --> 00:05:05.760]  他不知道是我給他
[00:05:05.760 --> 00:05:07.760]  五穀新酒和油
[00:05:07.760 --> 00:05:09.760]  又加增他的金銀
[00:05:09.760 --> 00:05:11.760]  他卻以此供奉巴力
[00:05:11.760 --> 00:05:13.760]  是很悲哀的
[00:05:13.760 --> 00:05:15.760]  所以今天
[00:05:15.760 --> 00:05:17.760]  我們在順境裡面更加不可以忘記神
[00:05:17.760 --> 00:05:19.760]  剛才我們讀的那段經文
[00:05:19.760 --> 00:05:21.760]  是一個禱告
[00:05:21.760 --> 00:05:23.760]  這個禱告可能我們會做
[00:05:23.760 --> 00:05:25.760]  第一部分
[00:05:25.760 --> 00:05:27.760]  章面第三章第七節
[00:05:27.760 --> 00:05:29.760]  我求你兩件事
[00:05:29.760 --> 00:05:31.760]  在我未死之先
[00:05:31.760 --> 00:05:33.760]  不要不賜給我
[00:05:33.760 --> 00:05:35.760]  第八節是什麼呢
[00:05:35.760 --> 00:05:37.760]  求你使虛假和謊言遠離我
[00:05:37.760 --> 00:05:39.760]  我們不可以虛假利用人
[00:05:39.760 --> 00:05:41.760]  但是
[00:05:41.760 --> 00:05:43.760]  他還有一個禱告
[00:05:43.760 --> 00:05:45.760]  我覺得比較特別
[00:05:45.760 --> 00:05:47.760]  使我又不貧窮又不富足
[00:05:47.760 --> 00:05:49.760]  賜我需用的飲食
[00:05:49.760 --> 00:05:51.760]  恐怕我飽足
[00:05:51.760 --> 00:05:53.760]  不認你說夜禍是誰
[00:05:53.760 --> 00:05:55.760]  又恐怕我貧窮就偷竊
[00:05:55.760 --> 00:05:57.760]  以致褻瀆我神的名
[00:05:57.760 --> 00:05:59.760]  他就期望自己
[00:05:59.760 --> 00:06:01.760]  普普通通的生活
[00:06:01.760 --> 00:06:03.760]  不要介意這樣說
[00:06:03.760 --> 00:06:05.760]  我真的不會這樣祈禱
[00:06:05.760 --> 00:06:07.760]  我會怎樣祈禱呢
[00:06:07.760 --> 00:06:09.760]  我會祈禱這樣說
[00:06:09.760 --> 00:06:11.760]  神求你叫我富足
[00:06:11.760 --> 00:06:13.760]  求你給我豐富的財富
[00:06:13.760 --> 00:06:15.760]  但叫我不會因為這樣
[00:06:15.760 --> 00:06:17.760]  原故而忘記你
[00:06:17.760 --> 00:06:19.760]  叫我更加努力的來服侍你
[00:06:19.760 --> 00:06:21.760]  那是不是更好呢
[00:06:21.760 --> 00:06:23.760]  所以祈禱求神幫助我們
[00:06:23.760 --> 00:06:25.760]  那時我們是會利用神
[00:06:25.760 --> 00:06:27.760]  多過愛神
[00:06:27.760 --> 00:06:29.760]  有事就求神幫助
[00:06:29.760 --> 00:06:31.760]  沒事就把神放在一旁
[00:06:31.760 --> 00:06:33.760]  那時你絕對不會得到神大大的祝福
[00:06:33.760 --> 00:06:35.760]  所以記住
[00:06:35.760 --> 00:06:37.760]  我們不喜歡別人利用我們
[00:06:37.760 --> 00:06:39.760]  但我們更加不要利用我們的神
[00:06:39.760 --> 00:06:41.760]  或者利用別人
[00:06:41.760 --> 00:06:43.760]  我們不可以領受神的恩典而不回顧
[00:06:43.760 --> 00:06:45.760]  這是第一點
[00:06:45.760 --> 00:06:47.760]  第二點就是
[00:06:47.760 --> 00:06:49.760]  狡兔三忽
[00:06:49.760 --> 00:06:51.760]  就是看戰國冊的齊冊四
[00:06:51.760 --> 00:06:53.760]  就是馮冠對萬常軍
[00:06:53.760 --> 00:06:55.760]  萬常軍有三千色卡
[00:06:55.760 --> 00:06:57.760]  他說狡兔有三忽
[00:06:57.760 --> 00:06:59.760]  謹得免其死矣
[00:06:59.760 --> 00:07:01.760]  兔仔聰明
[00:07:01.760 --> 00:07:03.760]  他不是一個洞穴
[00:07:03.760 --> 00:07:05.760]  有三個洞穴
[00:07:05.760 --> 00:07:07.760]  隨時可以走
[00:07:07.760 --> 00:07:09.760]  今天為了我們自己的利益
[00:07:09.760 --> 00:07:11.760]  為了我們的家人
[00:07:11.760 --> 00:07:13.760]  為了我們的下一代
[00:07:13.760 --> 00:07:15.760]  我們有多手準備
[00:07:15.760 --> 00:07:17.760]  很簡單舉個例子
[00:07:17.760 --> 00:07:19.760]  我不知道你有沒有買保險
[00:07:19.760 --> 00:07:21.760]  你的保險當然不是法律規定
[00:07:21.760 --> 00:07:23.760]  你要買的汽車保險
[00:07:23.760 --> 00:07:25.760]  可能是你的家具保險
[00:07:25.760 --> 00:07:27.760]  或者是你的人壽保險
[00:07:27.760 --> 00:07:29.760]  萬一有一天你離開世界的時候
[00:07:29.760 --> 00:07:31.760]  每個人都有一筆的收入
[00:07:31.760 --> 00:07:33.760]  免得他們在徬徨之中
[00:07:33.760 --> 00:07:35.760]  我都要買保險
[00:07:35.760 --> 00:07:37.760]  不等於我沒有信心
[00:07:37.760 --> 00:07:39.760]  也有很多人因為見到
[00:07:39.760 --> 00:07:41.760]  他所處的社會形勢有所改變
[00:07:41.760 --> 00:07:43.760]  預計情況是越來越惡劣的時候
[00:07:43.760 --> 00:07:45.760]  為了自己的安全
[00:07:45.760 --> 00:07:47.760]  為了下一代的教育
[00:07:47.760 --> 00:07:49.760]  很久他們很無奈地
[00:07:49.760 --> 00:07:51.760]  要離開自己
[00:07:51.760 --> 00:07:53.760]  土生土長的地方
[00:07:53.760 --> 00:07:55.760]  但在自己的出生地裡
[00:07:55.760 --> 00:07:57.760]  可能他們仍然留下一手
[00:07:57.760 --> 00:07:59.760]  有些人離開了香港
[00:07:59.760 --> 00:08:01.760]  來了外地
[00:08:01.760 --> 00:08:03.760]  可能是加拿大 美國 或者英國
[00:08:03.760 --> 00:08:05.760]  但他們很特別
[00:08:05.760 --> 00:08:07.760]  他們是怎樣呢
[00:08:07.760 --> 00:08:09.760]  他們不是賣不出你們的物業
[00:08:09.760 --> 00:08:11.760]  但他們仍然保留著香港的物業
[00:08:11.760 --> 00:08:13.760]  租給別人
[00:08:13.760 --> 00:08:15.760]  他說租金的回報會高一點
[00:08:15.760 --> 00:08:17.760]  但最重要是怎樣呢
[00:08:17.760 --> 00:08:19.760]  他們留一條後路
[00:08:19.760 --> 00:08:21.760]  如果我剛剛去的地方
[00:08:21.760 --> 00:08:23.760]  法國適應不了
[00:08:23.760 --> 00:08:25.760]  或者土生土長的地方環境有改善
[00:08:25.760 --> 00:08:27.760]  我可以回來
[00:08:27.760 --> 00:08:29.760]  今天我們工作是需要評估風險
[00:08:29.760 --> 00:08:31.760]  預計有什麼意外發生
[00:08:31.760 --> 00:08:33.760]  而作出準備
[00:08:33.760 --> 00:08:35.760]  這是對的
[00:08:35.760 --> 00:08:37.760]  免得真的事情出現的時候
[00:08:37.760 --> 00:08:39.760]  我們束手無策
[00:08:39.760 --> 00:08:41.760]  在心態上
[00:08:41.760 --> 00:08:43.760]  我們有一句說話
[00:08:43.760 --> 00:08:45.760]  prepare for the best
[00:08:45.760 --> 00:08:47.760]  sorry 是hope for the best
[00:08:47.760 --> 00:08:49.760]  prepare for the worst
[00:08:49.760 --> 00:08:51.760]  我們期望的是最好的事
[00:08:51.760 --> 00:08:53.760]  但我們是要準備
[00:08:53.760 --> 00:08:55.760]  不幸的事會發生
[00:08:55.760 --> 00:08:57.760]  這是不錯的
[00:08:57.760 --> 00:08:59.760]  所以九兔三忽
[00:08:59.760 --> 00:09:01.760]  是很好的
[00:09:01.760 --> 00:09:03.760]  是對的
[00:09:03.760 --> 00:09:05.760]  但在信仰上
[00:09:05.760 --> 00:09:07.760]  我們絕對不可以這樣
[00:09:07.760 --> 00:09:09.760]  中國人的信仰觀是怎樣呢
[00:09:09.760 --> 00:09:11.760]  往往是寧可信其有
[00:09:11.760 --> 00:09:13.760]  不可信其無
[00:09:13.760 --> 00:09:15.760]  寧濫莫漏
[00:09:15.760 --> 00:09:17.760]  寧願拜多些神
[00:09:17.760 --> 00:09:19.760]  拜錯都好
[00:09:19.760 --> 00:09:21.760]  春節最多這些情形表現
[00:09:21.760 --> 00:09:23.760]  香港年三十萬人
[00:09:23.760 --> 00:09:25.760]  上頭柱香
[00:09:25.760 --> 00:09:27.760]  初二初三就去車公廟
[00:09:27.760 --> 00:09:29.760]  拜菩薩
[00:09:29.760 --> 00:09:31.760]  接著沒多久就觀音開闊
[00:09:31.760 --> 00:09:33.760]  再過一點就去打小飲
[00:09:33.760 --> 00:09:35.760]  我們覺得沒問題
[00:09:35.760 --> 00:09:37.760]  但是
[00:09:37.760 --> 00:09:39.760]  以色列人神很清楚
[00:09:39.760 --> 00:09:41.760]  你要敬拜我的時候
[00:09:41.760 --> 00:09:43.760]  不可以拜其他神
[00:09:43.760 --> 00:09:45.760]  巴力亞斯塔洛這些假神絕對不可以
[00:09:45.760 --> 00:09:47.760]  但很可惜
[00:09:47.760 --> 00:09:49.760]  如果你看以西結書第八章
[00:09:49.760 --> 00:09:51.760]  原來在聖殿裡有
[00:09:51.760 --> 00:09:53.760]  觸動主怒氣的偶像
[00:09:53.760 --> 00:09:55.760]  我們相信神是獨一的真神
[00:09:55.760 --> 00:09:57.760]  我們單要敬拜
[00:09:57.760 --> 00:09:59.760]  去侍奉祂
[00:09:59.760 --> 00:10:01.760]  絕對不能像狡兔一樣
[00:10:01.760 --> 00:10:03.760]  有不同的動閱
[00:10:03.760 --> 00:10:05.760]  我們看看十誡裡
[00:10:05.760 --> 00:10:07.760]  出拉及記第20章第3到第5節
[00:10:07.760 --> 00:10:09.760]  除了我以外
[00:10:09.760 --> 00:10:11.760]  你不可有別的神
[00:10:11.760 --> 00:10:13.760]  不可為自己雕刻偶像
[00:10:13.760 --> 00:10:15.760]  也不可做什麼形象
[00:10:15.760 --> 00:10:17.760]  彷彿上天下地和地底下
[00:10:17.760 --> 00:10:19.760]  水中的百物
[00:10:19.760 --> 00:10:21.760]  第5節很重要
[00:10:21.760 --> 00:10:23.760]  不可跪拜那些偶像
[00:10:23.760 --> 00:10:25.760]  也不可侍奉祂
[00:10:25.760 --> 00:10:27.760]  因為我耶和華
[00:10:27.760 --> 00:10:29.760]  你的神是忌邪的神
[00:10:29.760 --> 00:10:31.760]  今天我深信神的能力屬性
[00:10:31.760 --> 00:10:33.760]  而不因為外在環境有所改變
[00:10:33.760 --> 00:10:35.760]  我們的信心
[00:10:35.760 --> 00:10:37.760]  就叫我們不要虐石亂投
[00:10:37.760 --> 00:10:39.760]  今天神愛我們
[00:10:39.760 --> 00:10:41.760]  你留意一下
[00:10:41.760 --> 00:10:43.760]  有哪個民間信仰講到神是愛
[00:10:43.760 --> 00:10:45.760]  不會說我愛王大仙
[00:10:45.760 --> 00:10:47.760]  但神愛我們
[00:10:47.760 --> 00:10:49.760]  愛我們甚至將獨生兒子
[00:10:49.760 --> 00:10:51.760]  為我們成就了救恩
[00:10:51.760 --> 00:10:53.760]  使我們不用受罪的刑罰
[00:10:53.760 --> 00:10:55.760]  所以祂對我們有這個要求
[00:10:55.760 --> 00:10:57.760]  是應該的
[00:10:57.760 --> 00:10:59.760]  正如父母為了自己的兒女
[00:10:59.760 --> 00:11:01.760]  擺上了很多
[00:11:01.760 --> 00:11:03.760]  所以祂會要求自己的兒女
[00:11:03.760 --> 00:11:05.760]  要來孝順祂
[00:11:05.760 --> 00:11:07.760]  所以理性上
[00:11:07.760 --> 00:11:09.760]  我們會專一的敬拜神
[00:11:09.760 --> 00:11:11.760]  但我想問問大家
[00:11:11.760 --> 00:11:13.760]  生活上是怎樣
[00:11:13.760 --> 00:11:15.760]  尤其是昔日對子民的挑戰
[00:11:15.760 --> 00:11:17.760]  同樣今天對我們也是有效的
[00:11:17.760 --> 00:11:19.760]  因為原來當日
[00:11:19.760 --> 00:11:21.760]  那幫子民是怎樣的呢
[00:11:21.760 --> 00:11:23.760]  伊利亞跟他們說
[00:11:23.760 --> 00:11:25.760]  你們心懷義要到什麼時候呢
[00:11:25.760 --> 00:11:27.760]  若耶和華是神就當順從耶和華
[00:11:27.760 --> 00:11:29.760]  若巴力是神就當順從巴力
[00:11:29.760 --> 00:11:31.760]  那幫人沒有否定耶和華神
[00:11:31.760 --> 00:11:33.760]  他一隻手拿著神
[00:11:33.760 --> 00:11:35.760]  但他們一樣是敬拜巴力
[00:11:35.760 --> 00:11:37.760]  當伊利亞責備他的時候
[00:11:37.760 --> 00:11:39.760]  眾民一言不答
[00:11:39.760 --> 00:11:41.760]  所以今天我們要很小心
[00:11:41.760 --> 00:11:43.760]  我們在生活上
[00:11:43.760 --> 00:11:45.760]  我們都是
[00:11:45.760 --> 00:11:47.760]  把神拉著
[00:11:47.760 --> 00:11:49.760]  但我們就擁抱世界
[00:11:49.760 --> 00:11:51.760]  在生活上
[00:11:51.760 --> 00:11:53.760]  我們可以搞吐三骨
[00:11:53.760 --> 00:11:55.760]  但在信仰上
[00:11:55.760 --> 00:11:57.760]  我們要專一
[00:11:57.760 --> 00:11:59.760]  敬拜我們的神
[00:11:59.760 --> 00:12:01.760]  第三點跟兔子有關
[00:12:01.760 --> 00:12:03.760]  大家都很熟悉
[00:12:03.760 --> 00:12:05.760]  新一代的小朋友會聽兒童故事嗎
[00:12:05.760 --> 00:12:07.760]  龜兔賽跑
[00:12:07.760 --> 00:12:09.760]  大家都很熟悉
[00:12:09.760 --> 00:12:11.760]  兔子跑得很快
[00:12:11.760 --> 00:12:13.760]  龜慢慢跑
[00:12:13.760 --> 00:12:15.760]  他睡了一會兒
[00:12:15.760 --> 00:12:17.760]  怎料睡了很久
[00:12:17.760 --> 00:12:19.760]  結果龜贏了
[00:12:19.760 --> 00:12:21.760]  這個故事教訓我們什麼
[00:12:21.760 --> 00:12:23.760]  我記得小時候老師說過
[00:12:23.760 --> 00:12:25.760]  這個故事是教訓我們
[00:12:25.760 --> 00:12:27.760]  不要驕傲
[00:12:27.760 --> 00:12:29.760]  不可以驕傲自持
[00:12:29.760 --> 00:12:31.760]  驕傲是失敗的開始
[00:12:31.760 --> 00:12:33.760]  所以我們要謙卑繼續努力
[00:12:33.760 --> 00:12:35.760]  才會得到最終的勝利
[00:12:35.760 --> 00:12:37.760]  但這個故事有另一個層次
[00:12:37.760 --> 00:12:39.760]  是讓我們看到
[00:12:39.760 --> 00:12:41.760]  如果兔子沒有睡覺
[00:12:41.760 --> 00:12:43.760]  龜永遠追不上去
[00:12:43.760 --> 00:12:45.760]  如果兔子睡了一會兒
[00:12:45.760 --> 00:12:47.760]  很快就醒了
[00:12:47.760 --> 00:12:49.760]  雖然落後了
[00:12:49.760 --> 00:12:51.760]  但他很快就追得到
[00:12:51.760 --> 00:12:53.760]  但是
[00:12:53.760 --> 00:12:55.760]  如果一個國家
[00:12:55.760 --> 00:12:57.760]  一個政府有所缺陷的時候
[00:12:57.760 --> 00:12:59.760]  以致經濟落後其他國家
[00:12:59.760 --> 00:13:01.760]  要追就很難追
[00:13:01.760 --> 00:13:03.760]  香港這三年裡的疫情
[00:13:03.760 --> 00:13:05.760]  封關
[00:13:05.760 --> 00:13:07.760]  外貿銀行
[00:13:07.760 --> 00:13:09.760]  已經很清楚計算了
[00:13:09.760 --> 00:13:11.760]  因為嚴格的防疫措施
[00:13:11.760 --> 00:13:13.760]  令到香港的經濟損失
[00:13:13.760 --> 00:13:15.760]  超過2100億
[00:13:15.760 --> 00:13:17.760]  現在
[00:13:17.760 --> 00:13:19.760]  所謂復常
[00:13:19.760 --> 00:13:21.760]  但可能很難追
[00:13:21.760 --> 00:13:23.760]  IATA
[00:13:23.760 --> 00:13:25.760]  國際航空運輸協會
[00:13:25.760 --> 00:13:27.760]  指出
[00:13:27.760 --> 00:13:29.760]  去年
[00:13:29.760 --> 00:13:31.760]  原來以前香港
[00:13:31.760 --> 00:13:33.760]  是東南亞
[00:13:33.760 --> 00:13:35.760]  是東南亞
[00:13:35.760 --> 00:13:37.760]  最強的一個機場
[00:13:37.760 --> 00:13:39.760]  通道量是最厲害的
[00:13:39.760 --> 00:13:41.760]  但是去年
[00:13:41.760 --> 00:13:43.760]  一到四月的時候
[00:13:43.760 --> 00:13:45.760]  香港的人坐飛機
[00:13:45.760 --> 00:13:47.760]  出入只有
[00:13:47.760 --> 00:13:49.760]  37萬7千人
[00:13:49.760 --> 00:13:51.760]  但連台灣都過了
[00:13:51.760 --> 00:13:53.760]  香港40萬
[00:13:53.760 --> 00:13:55.760]  日本295萬
[00:13:55.760 --> 00:13:57.760]  是香港的七倍
[00:13:57.760 --> 00:13:59.760]  仁川機場
[00:13:59.760 --> 00:14:01.760]  174萬是香港的
[00:14:01.760 --> 00:14:03.760]  6.3倍
[00:14:03.760 --> 00:14:05.760]  以前是紐倫港
[00:14:05.760 --> 00:14:07.760]  現在是紐倫坡
[00:14:07.760 --> 00:14:09.760]  是450萬
[00:14:09.760 --> 00:14:11.760]  跟香港相比
[00:14:11.760 --> 00:14:13.760]  香港是37.7萬
[00:14:13.760 --> 00:14:15.760]  是香港的十倍
[00:14:15.760 --> 00:14:17.760]  雖然現在是復常
[00:14:17.760 --> 00:14:19.760]  但可能我們要追的時候
[00:14:19.760 --> 00:14:21.760]  較為難追
[00:14:21.760 --> 00:14:23.760]  在信仰方面我們要提醒
[00:14:23.760 --> 00:14:25.760]  基督徒生命的成長
[00:14:25.760 --> 00:14:27.760]  絕對不是
[00:14:27.760 --> 00:14:29.760]  以年日來計算
[00:14:29.760 --> 00:14:31.760]  主要是數外吞
[00:14:31.760 --> 00:14:33.760]  很多在前的
[00:14:33.760 --> 00:14:35.760]  將要在後
[00:14:35.760 --> 00:14:37.760]  在後的要在前
[00:14:37.760 --> 00:14:39.760]  他以為自己很好
[00:14:39.760 --> 00:14:41.760]  結果就會落後
[00:14:41.760 --> 00:14:43.760]  所以說凡至高的
[00:14:43.760 --> 00:14:45.760]  驕傲的必降為悲
[00:14:45.760 --> 00:14:47.760]  但肯謙卑的就會升為高
[00:14:47.760 --> 00:14:49.760]  所以記住
[00:14:49.760 --> 00:14:51.760]  今日我們信主十年
[00:14:51.760 --> 00:14:53.760]  不等於你生命有十年的成長
[00:14:53.760 --> 00:14:55.760]  如果你太多
[00:14:55.760 --> 00:14:57.760]  沒有積極的追求
[00:14:57.760 --> 00:14:59.760]  可能有信主兩年的人
[00:14:59.760 --> 00:15:01.760]  就已經過來了
[00:15:01.760 --> 00:15:03.760]  在希伯來書
[00:15:03.760 --> 00:15:05.760]  第五章第十二節這樣說
[00:15:05.760 --> 00:15:07.760]  看你們學習的功夫
[00:15:07.760 --> 00:15:09.760]  本該作師傅
[00:15:09.760 --> 00:15:11.760]  誰知還得有人將神聖言
[00:15:11.760 --> 00:15:13.760]  小學的開端
[00:15:13.760 --> 00:15:15.760]  另教導你們
[00:15:15.760 --> 00:15:17.760]  並且成了那必須吃奶
[00:15:17.760 --> 00:15:19.760]  不能吃乾糧的人
[00:15:19.760 --> 00:15:21.760]  當時希伯來書裡面的
