
[00:00:00.000 --> 00:00:06.000]  頂姐妹早晨,返早堂嘅啲早晨,如果係之後再聽返嘅呢,就係主內平安。
[00:03:05.000 --> 00:03:08.000]  就好似少年姐妹講,我哋坐同一條船。
[00:03:08.000 --> 00:03:12.000]  求主安慰永杰同埋雷女楊晴,
[00:03:12.000 --> 00:03:15.000]  安慰佢哋一家左哥哥,
[00:03:15.000 --> 00:03:17.000]  賜畀佢哋力量向前行。
[00:03:17.000 --> 00:03:20.000]  我都好想鼓勵認識少方嘅弟兄姐妹,
[00:03:20.000 --> 00:03:23.000]  同埋認識永杰嘅弟兄姐妹。
[00:03:23.000 --> 00:03:27.000]  我相信能夠認識姐妹,
[00:03:27.000 --> 00:03:29.000]  都係我哋嘅恩典,
[00:03:29.000 --> 00:03:30.000]  係我哋嘅榮幸,
[00:03:30.000 --> 00:03:32.000]  係天賦畀我哋嘅禮物。
[00:03:32.000 --> 00:03:35.000]  除咗死別,仲有生離。
[00:03:35.000 --> 00:03:39.000]  舊年政府推出送中條例,
[00:03:39.000 --> 00:03:44.000]  到今年7月1號強推港區國安法,
[00:03:44.000 --> 00:03:48.000]  好多國家都修訂移民政策,
[00:03:48.000 --> 00:03:50.000]  容許香港人前去。
[00:03:50.000 --> 00:03:53.000]  唔少弟兄姐妹紛紛計劃移民,
[00:03:53.000 --> 00:03:56.000]  有啲由舊年已經計劃,
[00:03:56.000 --> 00:03:59.000]  或者已經啟程,又有準備啟程。
[00:03:59.000 --> 00:04:03.000]  要做移民呢個決定對好多人嚟講唔容易。
[00:04:03.000 --> 00:04:06.000]  一啲較年青嘅,有小朋友嘅,
[00:04:06.000 --> 00:04:10.000]  唔少都話其實計劃走係為咗下一代,
[00:04:10.000 --> 00:04:11.000]  唔係為咗自己。
[00:04:11.000 --> 00:04:14.000]  好想下一代有一個較自由,
[00:04:14.000 --> 00:04:17.000]  或者較可信任嘅環境底下嚟對成長,
[00:04:17.000 --> 00:04:20.000]  唔係呢一個扭曲事實,
[00:04:20.000 --> 00:04:23.000]  扭曲真相嘅地方接受洗腦教育。
[00:04:23.000 --> 00:04:25.000]  不過就算計劃走,
[00:04:25.000 --> 00:04:27.000]  都唔容易,
[00:04:27.000 --> 00:04:30.000]  因為好多籌算,夠唔夠錢走。
[00:04:30.000 --> 00:04:33.000]  走咗係咪一定好過依家?
[00:04:33.000 --> 00:04:35.000]  香港嘅屋企人點算?
[00:04:35.000 --> 00:04:38.000]  去到新嘅地方有冇工作?
[00:04:38.000 --> 00:04:41.000]  生活可唔可以適應得到?
[00:04:41.000 --> 00:04:43.000]  走咗係咪唔返嚟?
[00:04:43.000 --> 00:04:45.000]  有樓嘅嗰層樓賣唔賣?
[00:04:45.000 --> 00:04:47.000]  唔賣又好似唔係好夠錢,
[00:04:47.000 --> 00:04:50.000]  賣咗又好似冇得返轉頭。
[00:04:50.000 --> 00:04:52.000]  好多籌算,
[00:04:52.000 --> 00:04:54.000]  唔打算走嗰啲,
[00:04:54.000 --> 00:04:57.000]  有啲就話其實唔係唔想走,係走唔到。
[00:04:57.000 --> 00:05:01.000]  可能冇錢走,冇資格走,係冇能力走。
[00:05:01.000 --> 00:05:03.000]  有啲會決定唔走,
[00:05:03.000 --> 00:05:06.000]  因為認為香港就係我哋嘅家,
[00:05:06.000 --> 00:05:09.000]  要留喺呢度盡一分力。
[00:05:09.000 --> 00:05:13.000]  仲有一類仍然掙扎走唔走嘅,
[00:05:13.000 --> 00:05:16.000]  近日我會有推介睇一篇文章,
[00:05:16.000 --> 00:05:18.000]  嗰類係咩人呢?
[00:05:18.000 --> 00:05:20.000]  係中年黃絲。
[00:05:20.000 --> 00:05:26.000]  嗰篇文章最刊登係一份報紙,
[00:05:26.000 --> 00:05:30.000]  題目係「邊種香港人最痛苦?」
[00:05:30.000 --> 00:05:32.000]  同大家分享一下,
[00:05:32.000 --> 00:05:35.000]  可能你聽咗會好有共鳴,
[00:05:35.000 --> 00:05:37.000]  或者你都曾經睇咗。
[00:05:37.000 --> 00:05:40.000]  喺呢種大時代嘅變局裡面,
[00:05:40.000 --> 00:05:42.000]  邊種香港人最痛苦?
[00:05:42.000 --> 00:05:44.000]  佢話朋友認為,
[00:05:44.000 --> 00:05:46.000]  年輕人犧牲最多,
[00:05:46.000 --> 00:05:49.000]  汗流滿面,
[00:05:49.000 --> 00:05:52.000]  或者流血又流亡,
[00:05:52.000 --> 00:05:54.000]  前路茫茫,
[00:05:54.000 --> 00:05:56.000]  佢哋係最痛苦。
[00:05:56.000 --> 00:05:58.000]  喺呢場抗爭運動裡面,
[00:05:58.000 --> 00:06:00.000]  香港人都欠年輕人太多,
[00:06:00.000 --> 00:06:02.000]  不過再諗深一層,
[00:06:02.000 --> 00:06:04.000]  其實佢哋唔係最痛苦,
[00:06:04.000 --> 00:06:06.000]  因為年輕一代,
[00:06:06.000 --> 00:06:09.000]  佢哋目標清晰明確,
[00:06:09.000 --> 00:06:12.000]  打定個心,
[00:06:12.000 --> 00:06:15.000]  準備好喺香港共存亡,
[00:06:15.000 --> 00:06:17.000]  同香港共存亡。
[00:06:17.000 --> 00:06:20.000]  佢哋唔會覺得自己欠咗香港啲乜嘢,
[00:06:20.000 --> 00:06:23.000]  因為佢哋已經付出咗代價,
[00:06:23.000 --> 00:06:26.000]  身體、心靈受盡折磨,
[00:06:26.000 --> 00:06:28.000]  至少佢哋喺心理上,
[00:06:28.000 --> 00:06:32.000]  其實已經覺得對得住自己。
[00:06:32.000 --> 00:06:37.000]  有啲,唔好介意呢篇文章咁講啦,
[00:06:37.000 --> 00:06:43.000]  藍絲、廢老等修成期嗰一班人,
[00:06:43.000 --> 00:06:45.000]  佢哋一啲都唔痛苦,
[00:06:45.000 --> 00:06:48.000]  或者佢哋遭受咗經濟上嘅損失,
[00:06:48.000 --> 00:06:51.000]  不過佢哋唔會覺得自己有啲乜嘢責任,
[00:06:51.000 --> 00:06:52.000]  唔關佢哋事,
[00:06:52.000 --> 00:06:55.000]  係毀過他人,包括怪責政府,
[00:06:55.000 --> 00:06:58.000]  怪責嗰啲嘅年輕人。
[00:06:58.000 --> 00:07:01.000]  呢啲人只會理直氣壯咁樣嚟到去鬧,
[00:07:01.000 --> 00:07:05.000]  彷彿全香港人都欠咗佢呢個修成期一樣。
[00:07:05.000 --> 00:07:08.000]  於是佢哋仍然好坦然自在,
[00:07:08.000 --> 00:07:11.000]  無論係留喺香港或者離開,
[00:07:11.000 --> 00:07:12.000]  都天經地義,
[00:07:12.000 --> 00:07:15.000]  問心無愧。
[00:07:15.000 --> 00:07:18.000]  係呀,最痛苦嘅唔係年輕嘅黃絲前線,
[00:07:18.000 --> 00:07:21.000]  亦都唔係藍絲、廢老,
[00:07:21.000 --> 00:07:25.000]  而係嗰啲夾喺中間一批中年黃絲。
[00:07:25.000 --> 00:07:28.000]  呢批中年黃絲思想激進,
[00:07:28.000 --> 00:07:30.000]  行動溫馴,
[00:07:30.000 --> 00:07:34.000]  或者每一個中年黃絲都會用最惡毒嘅字詞,
[00:07:34.000 --> 00:07:37.000]  咒罵呢個港共,
[00:07:37.000 --> 00:07:41.000]  用光時,用天滅,
[00:07:41.000 --> 00:07:45.000]  呢類嘅口號都常常掛喺嘴邊。
[00:07:45.000 --> 00:07:47.000]  不過行動上好多包袱,
[00:07:47.000 --> 00:07:49.000]  好多猶疑,
[00:07:49.000 --> 00:07:51.000]  或者因為工作,
[00:07:51.000 --> 00:07:53.000]  或者因為家庭,
[00:07:53.000 --> 00:07:57.000]  承擔唔起嗰啲法律嘅風險,
[00:07:57.000 --> 00:08:00.000]  又或者更簡單,怕死。
[00:08:00.000 --> 00:08:03.000]  於是呢一群人會聚集埋一齊,
[00:08:03.000 --> 00:08:07.000]  好似可能係圍爐取暖,呢句我加嘅。
[00:08:07.000 --> 00:08:09.000]  高聲咒罵政權,
[00:08:09.000 --> 00:08:12.000]  會嗌聲嘆氣,
[00:08:12.000 --> 00:08:14.000]  可以點呀,又唔敢出去,
[00:08:14.000 --> 00:08:16.000]  但都覺得自己好無用。
[00:08:16.000 --> 00:08:21.000]  更甚嘅呢,有啲係為咗下一代選擇移民。
[00:08:21.000 --> 00:08:24.000]  你係諗到嗰啲坐監,
[00:08:24.000 --> 00:08:27.000]  被折磨嘅年輕香港人,
[00:08:27.000 --> 00:08:29.000]  就會自責愧疚,
[00:08:29.000 --> 00:08:31.000]  覺得自己做咗逃兵。
[00:08:31.000 --> 00:08:34.000]  中年黃絲會常常怪責自己,
[00:08:34.000 --> 00:08:36.000]  只識得後勤,
[00:08:36.000 --> 00:08:39.000]  匿埋喺後面做鍵盤將士,
[00:08:39.000 --> 00:08:42.000]  只係識得捐錢幫襯黃店,
[00:08:42.000 --> 00:08:44.000]  唔知道自己仲可以做啲乜嘢。
[00:08:44.000 --> 00:08:46.000]  只係會講點解國安法,
[00:08:46.000 --> 00:08:48.000]  拘捕嘅會係16歲嘅學生。
[00:08:48.000 --> 00:08:51.000]  我哋自己就喺度睇直播,
[00:08:51.000 --> 00:08:53.000]  苟且偷生。
[00:08:53.000 --> 00:08:56.000]  中年黃絲做唔到藍絲廢老嗰啲,
[00:08:56.000 --> 00:08:58.000]  下流,
[00:08:58.000 --> 00:09:00.000]  如果可以盲撐,
[00:09:00.000 --> 00:09:02.000]  執權者,警察,
[00:09:02.000 --> 00:09:05.000]  或者721嘅傷痛就會消失。
[00:09:05.000 --> 00:09:08.000]  於是中年黃絲就陷入道德革新,
[00:09:08.000 --> 00:09:10.000]  勇武佢哋唔敢,
[00:09:10.000 --> 00:09:12.000]  墮落佢哋唔肯,
[00:09:12.000 --> 00:09:16.000]  日夜為自己獨善其心感到自責。
[00:09:16.000 --> 00:09:18.000]  作者話點解咁樣講呢?
[00:09:18.000 --> 00:09:22.000]  因為我都係一個中年黃絲。
[00:09:22.000 --> 00:09:24.000]  頂姐妹,
[00:09:24.000 --> 00:09:26.000]  我要咁樣去分享,
[00:09:26.000 --> 00:09:27.000]  好想反映,
[00:09:27.000 --> 00:09:29.000]  我哋好多頂姐妹,
[00:09:29.000 --> 00:09:31.000]  或者我哋嘅親朋好友,
[00:09:31.000 --> 00:09:33.000]  裏面嘅掙扎,
[00:09:33.000 --> 00:09:36.000]  生離死別嘅掙扎。
[00:09:36.000 --> 00:09:40.000]  今日我用聚與散嘅照明作為題目,
[00:09:40.000 --> 00:09:42.000]  係特別想勉勵嗰啲,
[00:09:42.000 --> 00:09:44.000]  面對親友離世,
[00:09:44.000 --> 00:09:48.000]  面對患重病嘅頂姐妹,
[00:09:48.000 --> 00:09:50.000]  或者喺度掙扎決定去,
[00:09:50.000 --> 00:09:53.000]  抑或決定留嘅頂姐妹,
[00:09:53.000 --> 00:09:55.000]  好想讓大家知道,
[00:09:55.000 --> 00:09:57.000]  今日嘅訊息,
[00:09:57.000 --> 00:10:04.000]  每當遇見生離死別,
[00:10:04.000 --> 00:10:08.000]  或者總會感到傷心,
[00:10:08.000 --> 00:10:10.000]  感到唔捨得,
[00:10:10.000 --> 00:10:12.000]  感到徬徨,
[00:10:12.000 --> 00:10:13.000]  恐懼,
[00:10:13.000 --> 00:10:15.000]  同埋不安,
[00:10:15.000 --> 00:10:17.000]  只要認清我哋生命入面,
[00:10:17.000 --> 00:10:21.000]  聚同埋散嘅本相,
[00:10:21.000 --> 00:10:23.000]  我哋嘅生命就會有力量,
[00:10:23.000 --> 00:10:25.000]  有方向,
[00:10:25.000 --> 00:10:28.000]  並且能夠散發基督嘅輕香。
[00:10:28.000 --> 00:10:30.000]  人人有照明,
[00:10:30.000 --> 00:10:32.000]  個個做回應,
[00:10:32.000 --> 00:10:35.000]  聚與散嘅照明。
[00:10:35.000 --> 00:10:37.000]  我只係選一節嘅經文,
[00:10:37.000 --> 00:10:41.000]  《雅各書》一章一節,
[00:10:41.000 --> 00:10:42.000]  我嚟緊講到嘅系列,
[00:10:42.000 --> 00:10:44.000]  我都希望我講得哂《雅各書》,
[00:10:44.000 --> 00:10:46.000]  本來我之前係講羅馬書,
[00:10:46.000 --> 00:10:50.000]  但係發現更切合嘅應該講《雅各書》。
[00:10:50.000 --> 00:10:54.000]  作神和主耶穌基督獨人的雅各,
[00:10:54.000 --> 00:10:59.000]  請散住十二國之派之人的安。
[00:10:59.000 --> 00:11:04.000]  《雅各書》一章一節係傳書嘅問安語,
[00:11:04.000 --> 00:11:09.000]  喺呢度交代咗作者同埋修信人係邊個。
[00:11:09.000 --> 00:11:11.000]  講下作者,
[00:11:11.000 --> 00:11:13.000]  作者係雅各,
[00:11:13.000 --> 00:11:15.000]  佢強調自己係主耶穌基督嘅獨人,
[00:11:15.000 --> 00:11:18.000]  講緊一份好謙卑嘅身份,
[00:11:18.000 --> 00:11:20.000]  都係耶穌基督嘅獨人。
[00:11:20.000 --> 00:11:22.000]  但係究竟邊個雅各呢?
[00:11:22.000 --> 00:11:23.000]  喺聖經入面,
[00:11:23.000 --> 00:11:26.000]  被記載名字嘅最少有三個,
[00:11:26.000 --> 00:11:28.000]  西帝太嘅兒子雅各,
[00:11:28.000 --> 00:11:30.000]  亞勒比嘅兒子雅各,
[00:11:30.000 --> 00:11:31.000]  耶穌嘅兄弟,
[00:11:31.000 --> 00:11:33.000]  或者係耶穌嘅細佬啦雅各。
[00:11:33.000 --> 00:11:35.000]  有人亦都話可能係後期,
[00:11:35.000 --> 00:11:40.000]  即係初期教會教嘅後期嘅一位猶太嘅基督徒,
[00:11:40.000 --> 00:11:42.000]  佢叫雅各。
[00:11:42.000 --> 00:11:47.000]  不過傳統上都認為係耶穌嘅細佬雅各,
[00:11:47.000 --> 00:11:49.000]  因為喺初期教會嘅時候,
[00:11:49.000 --> 00:11:53.000]  佢就係一位信徒嘅領袖,
[00:11:53.000 --> 00:11:55.000]  佢係雅各。
[00:11:55.000 --> 00:11:56.000]  有講,
[00:11:56.000 --> 00:11:58.000]  修信人,
[00:11:58.000 --> 00:12:00.000]  修信人係十二之派,
[00:12:00.000 --> 00:12:06.000]  修信係話,寫俾贊助十二個之派嘅人嘅。
[00:12:06.000 --> 00:12:10.000]  十二之派係咩意思呢?
[00:12:10.000 --> 00:12:12.000]  即係邊啲人呢?
[00:12:12.000 --> 00:12:15.000]  十二之派其實係,
[00:12:15.000 --> 00:12:16.000]  雅各,
[00:12:16.000 --> 00:12:17.000]  聖經人物,
[00:12:17.000 --> 00:12:18.000]  舊約喎,
[00:12:18.000 --> 00:12:19.000]  唔係呢個雅各啦,
[00:12:19.000 --> 00:12:21.000]  以色列嘅始祖雅各,
[00:12:21.000 --> 00:12:24.000]  十二個仔嘅名,
[00:12:24.000 --> 00:12:33.000]  劉變,西面,利未,猶大,但,拿夫他利,迦德,阿徹,以撒加,西布倫,約瑟同埋辯雅敏。
[00:12:33.000 --> 00:12:34.000]  以色列,
[00:12:34.000 --> 00:12:38.000]  其實係代表緊整個以色列族群,
[00:12:38.000 --> 00:12:40.000]  整個以色列嘅民族,
[00:12:40.000 --> 00:12:42.000]  十二之派。
[00:12:42.000 --> 00:12:44.000]  不過喺進入迦南分地嘅時候,
[00:12:44.000 --> 00:12:47.000]  約瑟係記第十三章至到廿一章,
[00:12:47.000 --> 00:12:49.000]  利未唔可以佔地,
[00:12:49.000 --> 00:12:53.000]  亦都唔可以得到迦南任何嘅產業,
[00:12:53.000 --> 00:12:55.000]  有幅嘅圖,
[00:12:55.000 --> 00:12:57.000]  就寫住大概,你有啲印象,
[00:12:57.000 --> 00:12:59.000]  睇唔到啲字,太細,
[00:12:59.000 --> 00:13:01.000]  可以望下,
[00:13:01.000 --> 00:13:06.000]  由於利未人唔可以佔地,
[00:13:06.000 --> 00:13:08.000]  因為耶華就係佢嘅產業,
[00:13:08.000 --> 00:13:12.000]  所以就分畀約瑟嘅兩個兒子,
[00:13:12.000 --> 00:13:14.000]  馬拿西同埋以法連,
[00:13:14.000 --> 00:13:16.000]  佢哋各得一份,
[00:13:16.000 --> 00:13:18.000]  不過如果我哋再睇聖經嘅時候呢,
[00:13:18.000 --> 00:13:20.000]  就會知道利未之派,
[00:13:20.000 --> 00:13:22.000]  其實喺每一個之派入面呢,
[00:13:22.000 --> 00:13:24.000]  都有啲嘅城鎮,
[00:13:24.000 --> 00:13:26.000]  成為利未城,
[00:13:26.000 --> 00:13:28.000]  所以利未人可以喺嗰度,
[00:13:28.000 --> 00:13:33.000]  散住十二個之派嘅人,
[00:13:33.000 --> 00:13:35.000]  其實即係乜嘢人呢?
[00:13:35.000 --> 00:13:38.000]  新譯本有另一個嘅翻譯,
[00:13:38.000 --> 00:13:41.000]  仲有一個直接原文嘅翻譯,
[00:13:41.000 --> 00:13:46.000]  係講緊散居各地嘅十二之派,
[00:13:46.000 --> 00:13:50.000]  即係話散居各地嘅猶太人,
[00:13:50.000 --> 00:13:52.000]  或者直譯嗰度講,
[00:13:52.000 --> 00:13:56.000]  分散各處嘅十二個之派,
[00:13:56.000 --> 00:14:00.000]  呢個散住喺以色列人,
[00:14:00.000 --> 00:14:02.000]  或者猶太人,
[00:14:02.000 --> 00:14:05.000]  係一個專有名詞,
[00:14:05.000 --> 00:14:06.000]  即係一講呢個名,
[00:14:06.000 --> 00:14:07.000]  大家就會知,
[00:14:07.000 --> 00:14:11.000]  就係講緊所有嘅猶太人,
[00:14:11.000 --> 00:14:13.000]  分散喺唔同嘅地方,
[00:14:13.000 --> 00:14:18.000]  特別係講緊喺巴勒斯坦以外嘅地方,
[00:14:18.000 --> 00:14:22.000]  點解呢啲猶太人唔係住喺巴勒斯坦,
[00:14:22.000 --> 00:14:26.000]  或者唔係住喺耶路撒冷呢?
[00:14:26.000 --> 00:14:28.000]  情況就好似,
[00:14:28.000 --> 00:14:30.000]  有香港人唔係住喺香港,
[00:14:30.000 --> 00:14:32.000]  有菲律賓人唔係住喺菲律賓,
[00:14:32.000 --> 00:14:34.000]  印尼人唔係住喺印尼,
[00:14:34.000 --> 00:14:36.000]  尼泊爾人唔係住喺尼泊爾,
[00:14:36.000 --> 00:14:38.000]  點解呀?
[00:14:38.000 --> 00:14:40.000]  有啲可能因為走難,
[00:14:40.000 --> 00:14:43.000]  有啲可能因為搵食,
[00:14:43.000 --> 00:14:46.000]  散住喺唔同嘅地方,
[00:14:46.000 --> 00:14:49.000]  以色列人又或者係猶太人,
[00:14:49.000 --> 00:14:52.000]  呢個開始用嘅詞彙係猶太人,
[00:14:52.000 --> 00:14:56.000]  猶太人散喺乜嘢嘅地方呢?
[00:14:56.000 --> 00:14:57.000]  或者佢哋幾時散呢?
[00:14:57.000 --> 00:15:01.000]  原來喺歷史入面有幾次大流散嘅經驗,
[00:15:01.000 --> 00:15:05.000]  猶太人有幾次大流散嘅經驗,
[00:15:05.000 --> 00:15:07.000]  有啲人話四次,
[00:15:07.000 --> 00:15:09.000]  有啲人歸納佢做三次,
[00:15:09.000 --> 00:15:11.000]  同大家分享一下,
[00:15:11.000 --> 00:15:13.000]  認識下猶太人嘅歷史,
[00:15:13.000 --> 00:15:14.000]  或者以色列人嘅歷史,
[00:15:14.000 --> 00:15:16.000]  如果我哋有印象,
[00:15:16.000 --> 00:15:18.000]  喺主前九百三十年,
[00:15:18.000 --> 00:15:20.000]  所羅門王離世之後,
[00:15:20.000 --> 00:15:25.000]  猶大國或者以色列國就分為南北兩國,
[00:15:25.000 --> 00:15:29.000]  第一次嘅流散就喺北國嘅時期,
[00:15:29.000 --> 00:15:34.000]  公元前七百三十三至七百二十二年,
[00:15:34.000 --> 00:15:37.000]  亞述嘅期間,
[00:15:37.000 --> 00:15:39.000]  亞述嘅期間,
[00:15:39.000 --> 00:15:45.000]  呢個北國嘅以色列係由耶羅伯安統治,
[00:15:45.000 --> 00:15:48.000]  佢統治緊十國之派,
[00:15:48.000 --> 00:15:51.000]  十二之派入面嘅十國之派,
[00:15:51.000 --> 00:15:52.000]  北國建國之後,
[00:15:52.000 --> 00:15:53.000]  政治好亂,
[00:15:53.000 --> 00:15:56.000]  宗教信仰好敗落,
[00:15:56.000 --> 00:15:59.000]  時時都有政變,
[00:15:59.000 --> 00:16:01.000]  在位最短嘅國王,
[00:16:01.000 --> 00:16:04.000]  唔到半個月就被推翻,
[00:16:04.000 --> 00:16:08.000]  北國經歷十九個君王統治,
[00:16:08.000 --> 00:16:10.000]  最後喺主前七百二十二年,
[00:16:10.000 --> 00:16:12.000]  被亞述鎖滅,
[00:16:12.000 --> 00:16:15.000]  亞述就用分化嘅政策,
[00:16:15.000 --> 00:16:17.000]  將以色列人擄去,
[00:16:17.000 --> 00:16:20.000]  安置喺一個嘅地方,
[00:16:20.000 --> 00:16:25.000]  又將當地嘅人同以色列人混埋一齊,
[00:16:25.000 --> 00:16:29.000]  後來就稱為撒瑪利亞人,
[00:16:29.000 --> 00:16:33.000]  呢個係第一次嘅大流亡,
[00:16:33.000 --> 00:16:39.000]  第二次將呢次加埋喺巴比倫時期嘅另一次嘅大流亡,
[00:16:39.000 --> 00:16:41.000]  係發生喺公元前,
[00:16:41.000 --> 00:16:46.000]  605至到586年期間,
[00:16:46.000 --> 00:16:47.000]  第二次,
[00:16:47.000 --> 00:16:54.000]  南國由大衛子孫一路去世襲,
[00:16:54.000 --> 00:16:55.000]  做王嘅,
[00:16:55.000 --> 00:16:57.000]  政治有時好,有時壞,
[00:16:57.000 --> 00:16:59.000]  你會睇到聖經寫,
[00:16:59.000 --> 00:17:03.000]  呢個王衡爺華眼中看為惡嘅事,
[00:17:03.000 --> 00:17:06.000]  嗰個王衡爺華眼中看為善嘅事,
[00:17:06.000 --> 00:17:10.000]  南國比北國穩定,
[00:17:10.000 --> 00:17:12.000]  北國亡國之後,
[00:17:12.000 --> 00:17:18.000]  南國堅持到一百多年,
[00:17:18.000 --> 00:17:21.000]  不過最後都敵唔過巴比倫,
[00:17:21.000 --> 00:17:23.000]  巴比倫王尼布格維撒,
[00:17:23.000 --> 00:17:26.000]  分別喺三個階段,
[00:17:26.000 --> 00:17:29.000]  就係主前605年、597年同586年,
[00:17:29.000 --> 00:17:32.000]  三次圍攻耶路撒冷,
[00:17:32.000 --> 00:17:35.000]  最後喺主前586年,
[00:17:35.000 --> 00:17:37.000]  耶路撒冷就被焚燒,
[00:17:37.000 --> 00:17:40.000]  聖殿所有財寶就被擄去,
[00:17:40.000 --> 00:17:43.000]  南國就係咁樣滅亡,
[00:17:43.000 --> 00:17:46.000]  南國被巴比倫征服,
[00:17:46.000 --> 00:17:48.000]  聖殿被毀,
[00:17:48.000 --> 00:17:52.000]  好多猶太人就被擄到巴比倫,
[00:17:52.000 --> 00:17:54.000]  我哋所認識嘅,
[00:17:54.000 --> 00:17:56.000]  但以你就係呢個時代,
[00:17:56.000 --> 00:18:00.000]  而其他人有啲係冇被擄去巴比倫,
[00:18:00.000 --> 00:18:02.000]  佢哋逃難,
[00:18:02.000 --> 00:18:04.000]  佢哋逃亡,
[00:18:04.000 --> 00:18:06.000]  四處流散,
[00:18:06.000 --> 00:18:11.000]  好似係另一次猶太人大逃亡,
[00:18:11.000 --> 00:18:13.000]  或者大流散,
[00:18:13.000 --> 00:18:17.000]  有啲人因為北國嗰十個支派,
[00:18:17.000 --> 00:18:19.000]  一路都冇辦法回歸,
[00:18:19.000 --> 00:18:23.000]  所以唔計算佢哋嗰次嘅大流散,
[00:18:23.000 --> 00:18:27.000]  但無論如何比大家知道有咁樣嘅歷史,
[00:18:27.000 --> 00:18:30.000]  第三次或者有啲人將佢睇為第二次,
[00:18:30.000 --> 00:18:33.000]  係公元332年期間,
[00:18:33.000 --> 00:18:36.000]  就係馬其頓嘅時期,
[00:18:36.000 --> 00:18:39.000]  猶太人被巴比倫征服之後,
[00:18:39.000 --> 00:18:42.000]  巴比倫後來又被波斯所滅,
[00:18:42.000 --> 00:18:45.000]  猶太人喺被波斯統治期間,
[00:18:45.000 --> 00:18:48.000]  波斯王比佢哋回歸故土,
