
[00:00:00.000 --> 00:00:01.840]  當你看到今早的講題的時候
[00:03:17.560 --> 00:03:20.600]  明天放假就等到星期二
[00:03:20.600 --> 00:03:23.320]  假如你的公司幫你自動轉帳
[00:03:23.320 --> 00:03:24.800]  「阿瑪」不是自動轉帳
[00:03:24.800 --> 00:03:26.760]  那你就去銀行出糧了
[00:03:26.760 --> 00:03:29.120]  一出糧出來就有人搶了錢
[00:03:29.120 --> 00:03:30.320]  每個月都是這樣
[00:03:30.320 --> 00:03:32.720]  你心裏非常難過
[00:03:32.720 --> 00:03:34.000]  你想不如這樣
[00:03:34.000 --> 00:03:35.400]  我不要去匯豐銀行
[00:03:35.400 --> 00:03:36.840]  去別處出糧
[00:03:36.840 --> 00:03:40.520]  因此這班人就像「機殿」
[00:03:40.520 --> 00:03:42.160]  他們怕去山那裡
[00:03:42.160 --> 00:03:44.240]  挖一些山洞的地方
[00:03:44.240 --> 00:03:46.920]  在那裡從事他們的工作
[00:03:46.920 --> 00:03:48.840]  在那裡種植
[00:03:48.840 --> 00:03:50.080]  在那裡收割
[00:03:50.080 --> 00:03:55.320]  他們就避開了在鬧市遇到米地和阿瑪利人
[00:03:55.320 --> 00:03:56.800]  在這樣的情況下
[00:03:56.800 --> 00:03:59.320]  一年、五年、三年
[00:03:59.320 --> 00:04:01.760]  你從中一讀到中七
[00:04:01.760 --> 00:04:03.440]  現在的人不是DSE
[00:04:03.440 --> 00:04:04.560]  中六就遇上了
[00:04:04.560 --> 00:04:07.160]  但當時在我們的《聖經》裏面
[00:04:07.160 --> 00:04:09.840]  第六章說有七年之久
[00:04:09.840 --> 00:04:11.080]  就是舊時舊制
[00:04:11.080 --> 00:04:14.040]  從中一到中六到中七
[00:04:14.040 --> 00:04:15.280]  一年一年
[00:04:15.280 --> 00:04:17.280]  你所讀的書
[00:04:17.280 --> 00:04:20.520]  結果夏密加尼那個人就在電板上抄下來
[00:04:20.520 --> 00:04:21.400]  他不用讀書的
[00:04:21.400 --> 00:04:24.160]  或者你得到的錢全部被人搶了
[00:04:24.160 --> 00:04:27.200]  這個就是第六章的背景
[00:04:27.200 --> 00:04:30.440]  意思是他們在壓制之中
[00:04:30.440 --> 00:04:32.040]  他只要求告神
[00:04:32.040 --> 00:04:34.400]  神啊 阿瑪利人是這樣的
[00:04:34.400 --> 00:04:36.320]  神啊 米地人是這樣的
[00:04:36.320 --> 00:04:37.920]  神啊 你是公義的神
[00:04:37.920 --> 00:04:40.480]  我們這麼辛苦去得到我們的酬勞
[00:04:40.480 --> 00:04:43.280]  但我們現在非常貧困
[00:04:43.280 --> 00:04:45.080]  剛才領師提及
[00:04:45.080 --> 00:04:47.400]  原來以色列人有一個循環
[00:04:47.400 --> 00:04:49.000]  他們在呼求神的時候
[00:04:49.000 --> 00:04:50.320]  神就施憐憫
[00:04:50.320 --> 00:04:52.000]  但他們得到神的憐憫之後
[00:04:52.000 --> 00:04:53.120]  後來他們就軟弱
[00:04:53.120 --> 00:04:54.160]  又忘記了神
[00:04:54.160 --> 00:04:55.960]  是這樣的循環
[00:04:55.960 --> 00:04:58.720]  像不像我們的生活呢?
[00:04:58.720 --> 00:05:00.040]  在培靈會裏面
[00:05:00.040 --> 00:05:01.360]  我們得到福氣
[00:05:01.360 --> 00:05:02.920]  在夏靈會得到福氣
[00:05:02.920 --> 00:05:05.160]  我們沒有忘記靈修
[00:05:05.160 --> 00:05:07.360]  每天都抽時間讀神的話語
[00:05:07.360 --> 00:05:09.440]  我們要覺醒的生活
[00:05:09.440 --> 00:05:11.160]  哎呀 當我失敗的時候
[00:05:11.160 --> 00:05:12.920]  主啊 祢赦免我
[00:05:12.920 --> 00:05:13.840]  主赦免後
[00:05:13.840 --> 00:05:15.560]  哎呀 我又忘記了
[00:05:15.560 --> 00:05:17.080]  我再犯罪了
[00:05:17.080 --> 00:05:19.160]  這豈不是第六章
[00:05:19.160 --> 00:05:20.840]  他們生活的背景
[00:05:20.840 --> 00:05:22.640]  在罪惡壓迫之中
[00:05:22.640 --> 00:05:24.160]  在那些人的壓迫之下
[00:05:24.160 --> 00:05:26.520]  他們在那裏呼求神
[00:05:26.520 --> 00:05:27.240]  在哪個時候
[00:05:27.240 --> 00:05:29.160]  你和我需要呼求神呢?
[00:05:29.160 --> 00:05:30.760]  你和我看到報紙
[00:05:30.760 --> 00:05:32.680]  發現原來今年
[00:05:32.680 --> 00:05:37.240]  我們的商場比沙士時候更加差
[00:05:37.240 --> 00:05:38.920]  今天6月1日
[00:05:38.920 --> 00:05:40.600]  叫做黃金周
[00:05:40.600 --> 00:05:42.360]  在我們土瓜灣下面
[00:05:42.360 --> 00:05:45.640]  那裏有很多金舖等等
[00:05:45.640 --> 00:05:47.720]  那時有很多車子在排隊
[00:05:47.720 --> 00:05:48.640]  但不是了
[00:05:48.640 --> 00:05:50.480]  早前有人被殺了
[00:05:50.480 --> 00:05:51.040]  不是了
[00:05:51.040 --> 00:05:54.200]  現在那裏真的很少車在那裏了
[00:05:54.200 --> 00:05:57.160]  現在香港真是跟以前有點不同了
[00:05:57.160 --> 00:05:59.000]  我們的商業受到壓制
[00:05:59.000 --> 00:06:01.920]  我們雖然在一個貧困的地方
[00:06:01.920 --> 00:06:05.200]  哎呀 那幾個人不是全香港最有名的
[00:06:05.200 --> 00:06:08.640]  他們得到的票數真是以成萬計的
[00:06:08.640 --> 00:06:10.160]  除非他們這班人
[00:06:10.160 --> 00:06:12.440]  就是最容易吵架的那班人
[00:06:12.440 --> 00:06:13.280]  那班人
[00:06:13.280 --> 00:06:15.200]  我們還有沒有人做校長的?
[00:06:15.200 --> 00:06:16.800]  有沒有人做老師的?
[00:06:16.800 --> 00:06:18.800]  他們上課都不出席
[00:06:18.800 --> 00:06:20.000]  結果說要留會
[00:06:20.000 --> 00:06:20.840]  就是那班人
[00:06:20.840 --> 00:06:23.800]  他們去慶祝會扔東西的
[00:06:23.800 --> 00:06:25.080]  是那班人
[00:06:25.080 --> 00:06:28.000]  我怎麼能夠教導下一代呢?
[00:06:28.000 --> 00:06:30.000]  請他們看時新聞?
[00:06:30.000 --> 00:06:32.080]  那班人是最受尊重的
[00:06:32.080 --> 00:06:32.960]  票數最多的
[00:06:32.960 --> 00:06:34.200]  但他們這樣生活
[00:06:34.200 --> 00:06:35.080]  第三件事
[00:06:35.080 --> 00:06:36.720]  不單止在經濟
[00:06:36.720 --> 00:06:39.040]  不單止在道德上
[00:06:39.040 --> 00:06:40.960]  我們早一段時間
[00:06:40.960 --> 00:06:43.880]  當香港都遇到有不同的意見的時候
[00:06:43.880 --> 00:06:47.680]  報道會的主席蘇貞昂老師出了一份通告
[00:06:47.680 --> 00:06:50.120]  他希望我們各堂看重是屬靈
[00:06:50.120 --> 00:06:51.720]  就不要在堂裏面
[00:06:51.720 --> 00:06:55.360]  因為有不同的意見引起有困難
[00:06:55.360 --> 00:06:58.200]  在香港1200間教會當中
[00:06:58.200 --> 00:07:01.200]  有些教會在過去一年之前
[00:07:01.200 --> 00:07:03.360]  他們教會竟然分裂了
[00:07:03.360 --> 00:07:05.360]  有些人說我不再去這間教會了
[00:07:05.360 --> 00:07:08.400]  因為那個牧師是有某種意見的
[00:07:08.400 --> 00:07:12.320]  因此整個教會是在損失之中
[00:07:12.320 --> 00:07:13.080]  一個星期前
[00:07:13.080 --> 00:07:15.600]  我和一位神學院的教務長談談
[00:07:15.600 --> 00:07:19.120]  今年申請神學的情況如何?
[00:07:19.120 --> 00:07:19.840]  他說很可惜
[00:07:19.840 --> 00:07:22.200]  今年申請神學的人少了
[00:07:22.200 --> 00:07:23.640]  為什麼少了?
[00:07:23.640 --> 00:07:25.480]  有些青年人在教會
[00:07:25.480 --> 00:07:27.680]  神感動他要愛神
[00:07:27.680 --> 00:07:31.600]  把他的前途放在傳科目工作上
[00:07:31.600 --> 00:07:33.480]  其實這是最美好的
[00:07:33.480 --> 00:07:34.840]  有些人是大職侍奉
[00:07:34.840 --> 00:07:36.320]  有些是全職侍奉
[00:07:36.320 --> 00:07:38.000]  有些說我進神學院是幫助我
[00:07:38.000 --> 00:07:39.840]  在信仰上更加堅固
[00:07:39.840 --> 00:07:41.600]  為什麼今年少了呢?
[00:07:41.600 --> 00:07:44.240]  我真的盼望我們再次振奮
[00:07:44.240 --> 00:07:46.040]  有可能在今天完結之後
[00:07:46.040 --> 00:07:48.040]  有人要和牧師和我們轉行談談
[00:07:48.040 --> 00:07:49.840]  我真的很想去神學院
[00:07:49.840 --> 00:07:51.120]  但到現在5月
[00:07:51.120 --> 00:07:52.160]  反而沒有那麼多人
[00:07:52.160 --> 00:07:54.640]  好像往年那麼多人來報名
[00:07:54.640 --> 00:07:56.240]  因為教會的情況
[00:07:56.240 --> 00:07:58.800]  有些人稍為有些灰心
[00:07:58.800 --> 00:08:01.080]  另外我們說在香港鄰近地區
[00:08:01.080 --> 00:08:02.160]  我們可以傳福音的
[00:08:02.160 --> 00:08:04.280]  但殊不知那裏有些法例
[00:08:04.280 --> 00:08:05.440]  或者那裏的風氣
[00:08:05.440 --> 00:08:07.280]  使得我們去到香港鄰近地方
[00:08:07.280 --> 00:08:09.000]  受到困難
[00:08:09.000 --> 00:08:10.760]  究竟在屬靈上
[00:08:10.760 --> 00:08:12.320]  在商業上
[00:08:12.320 --> 00:08:13.680]  在政制上
[00:08:13.680 --> 00:08:15.760]  香港前途是怎樣的呢?
[00:08:15.760 --> 00:08:16.960]  在壓制之下
[00:08:16.960 --> 00:08:19.360]  我們是否很像基地人
[00:08:19.360 --> 00:08:21.840]  要求告我們的神
[00:08:21.840 --> 00:08:24.120]  答案不是「與本科予下」
[00:08:24.120 --> 00:08:25.760]  問題是在困難當中
[00:08:25.760 --> 00:08:27.080]  我們予愛神
[00:08:27.080 --> 00:08:30.040]  很像第六章以色列的子民一樣
[00:08:30.040 --> 00:08:30.960]  第二件事情
[00:08:30.960 --> 00:08:34.840]  他們在缺乏、在貧乏之中
[00:08:34.840 --> 00:08:35.760]  他們求天父
[00:08:35.760 --> 00:08:37.760]  「差遣!差遣來拯救他們」
[00:08:37.760 --> 00:08:40.800]  「神啊!我們的農作物被搶了」
[00:08:40.800 --> 00:08:43.280]  「神啊!我們現在經濟又困乏了」
[00:08:43.280 --> 00:08:47.600]  「我們怎樣能夠養賴這位滿有資源的神呢?」
[00:08:47.600 --> 00:08:49.800]  第六章14-16節就是
[00:08:49.800 --> 00:08:51.600]  他們在貧困之中
[00:08:51.600 --> 00:08:52.640]  他們求神
[00:08:52.640 --> 00:08:54.280]  「神啊!祢差遣」
[00:08:54.280 --> 00:08:57.720]  「當神差遣的時候,我願意去」
[00:08:57.720 --> 00:08:59.320]  其實這位基地人
[00:08:59.320 --> 00:09:00.880]  他也像我們現代人一樣
[00:09:00.880 --> 00:09:02.000]  很實際的
[00:09:02.000 --> 00:09:04.600]  「神啊!祢不是真的差遣我嗎?」
[00:09:04.600 --> 00:09:06.360]  「神啊!我們家庭有些困難」
[00:09:06.360 --> 00:09:08.960]  「祢不是真的叫我們能夠復和嗎?」
[00:09:08.960 --> 00:09:12.440]  「神啊!祢不是真的叫我能夠撥亂反正嗎?」
[00:09:12.440 --> 00:09:13.680]  在那時候
[00:09:13.680 --> 00:09:15.360]  這位基地人
[00:09:15.360 --> 00:09:17.720]  他說「神啊!當然祢給我一些神蹟來看」
[00:09:17.720 --> 00:09:20.080]  「那些羊毛這個時候竟然能夠」
[00:09:20.080 --> 00:09:21.880]  「四周都乾、這裡濕的」
[00:09:21.880 --> 00:09:23.280]  或者再反過來
[00:09:23.280 --> 00:09:25.720]  「四周都濕、這裡乾的」
[00:09:25.720 --> 00:09:27.920]  他這個時候需要信心
[00:09:27.920 --> 00:09:30.000]  但他在信心軟弱的時候
[00:09:30.000 --> 00:09:32.640]  神體諒他信心的軟弱
[00:09:32.640 --> 00:09:35.000]  正如神體我們每一個人一樣
[00:09:35.000 --> 00:09:37.480]  我盼望今天自己再做
[00:09:37.480 --> 00:09:38.760]  一被神考驗的時候
[00:09:38.760 --> 00:09:39.760]  都有一百分
[00:09:39.760 --> 00:09:41.000]  但我真的要承認
[00:09:41.000 --> 00:09:42.680]  許多時候我不是一百分
[00:09:42.680 --> 00:09:45.160]  神了解我、同情我
[00:09:45.160 --> 00:09:47.360]  在基地人他很需要信心的時候
[00:09:47.360 --> 00:09:49.000]  他求神給他印證
[00:09:49.000 --> 00:09:52.880]  神這個地方都苦咒信心軟弱的人
[00:09:52.880 --> 00:09:54.200]  第三件事
[00:09:54.200 --> 00:09:56.840]  這位叫做基地人
[00:09:56.840 --> 00:09:58.960]  他當時非常懼怕
[00:09:58.960 --> 00:10:00.440]  神呼召我
[00:10:00.440 --> 00:10:02.440]  他要承擔一件重任
[00:10:02.440 --> 00:10:04.680]  正如在在親愛的弟兄和姐妹
[00:10:04.680 --> 00:10:07.280]  如果你在工作上
[00:10:07.280 --> 00:10:09.080]  在洛傳堂
[00:10:09.080 --> 00:10:10.720]  或者在你的家庭上
[00:10:10.720 --> 00:10:13.520]  「嘩!我快要組織新的家庭」
[00:10:13.520 --> 00:10:15.560]  「嘩!我做父親、我做母親」
[00:10:15.560 --> 00:10:16.480]  「我看下一代」
[00:10:16.480 --> 00:10:19.280]  「現在進入一個新的界域裏面」
[00:10:19.280 --> 00:10:21.920]  「我有一個侄子」
[00:10:21.920 --> 00:10:23.840]  「他最近考DSE」
[00:10:23.840 --> 00:10:25.840]  「我都感受到我的弟弟」
[00:10:25.840 --> 00:10:28.520]  即是他考新的爸爸
[00:10:28.520 --> 00:10:30.360]  「感受到我這個做阿伯的」
[00:10:30.360 --> 00:10:32.080]  「哎呀!我的侄子」
[00:10:32.080 --> 00:10:33.120]  考完之後
[00:10:33.120 --> 00:10:34.480]  他下一步怎樣呢?
[00:10:34.480 --> 00:10:35.800]  他到大學怎樣呢?
[00:10:35.800 --> 00:10:37.440]  「我父親、我母親」
[00:10:37.440 --> 00:10:39.200]  「他現在進入高齡」
[00:10:39.200 --> 00:10:40.200]  「我做兒子的」
[00:10:40.200 --> 00:10:41.880]  「我的責任在哪裏呢?」
[00:10:41.880 --> 00:10:44.000]  在許多懼怕之中
[00:10:44.000 --> 00:10:47.960]  神將平安給一個投靠他的人
[00:10:47.960 --> 00:10:49.280]  在第七章
[00:10:49.280 --> 00:10:51.120]  快要讀到今天的經文
[00:10:51.120 --> 00:10:52.800]  第七章第一、第二節
[00:10:52.800 --> 00:10:54.560]  有一個很特別的字眼
[00:10:54.560 --> 00:10:56.240]  第七章第一、第二節的時候
[00:10:56.240 --> 00:10:59.360]  這個基田給了一個新的名字
[00:10:59.360 --> 00:11:01.760]  叫做耶路巴黎
[00:11:01.760 --> 00:11:05.840]  這個人曾經和巴黎有關係
[00:11:05.840 --> 00:11:08.920]  在希伯來文裏加了一個字眼
[00:11:08.920 --> 00:11:11.720]  在巴黎之流帶他叫做耶路巴黎
[00:11:11.720 --> 00:11:15.000]  這個弟兄的中文名字
[00:11:15.000 --> 00:11:16.760]  好像有「祖」字
[00:11:16.760 --> 00:11:19.240]  英文叫做Joseph of Yale
[00:11:19.240 --> 00:11:21.480]  這個耶路巴黎就是這個意思
[00:11:21.480 --> 00:11:22.680]  其實就是基田
[00:11:22.680 --> 00:11:26.520]  當時叫他去一個地方叫做哈律
[00:11:26.520 --> 00:11:28.360]  這個哈律第七章第一節
[00:11:28.360 --> 00:11:30.600]  在哈律的床上安營
[00:11:30.600 --> 00:11:33.160]  這個哈律其實是很特別的意思
[00:11:33.160 --> 00:11:36.680]  因為希伯來文的懼怕的字眼
[00:11:36.680 --> 00:11:38.600]  和哈律是很相似的
[00:11:38.600 --> 00:11:40.200]  驚上加驚
[00:11:40.200 --> 00:11:41.240]  哈律就驚
[00:11:41.240 --> 00:11:44.840]  他自己驚的字就是哈律的意思
[00:11:44.840 --> 00:11:46.640]  有一個朋友
[00:11:46.640 --> 00:11:49.160]  現在是一個故事
[00:11:49.160 --> 00:11:51.000]  他是浙江人
[00:11:51.000 --> 00:11:53.040]  他很愛浙江
[00:11:53.040 --> 00:11:55.760]  浙江有一個叫紹興的地方
[00:11:55.760 --> 00:11:57.240]  有些很特別的土產
[00:11:57.240 --> 00:11:58.680]  他很愛上那處地方
[00:11:58.680 --> 00:12:00.040]  他就問有沒有浙江人
[00:12:00.040 --> 00:12:01.680]  結果他就來到香港
[00:12:01.680 --> 00:12:04.200]  省了來浙江街
[00:12:04.200 --> 00:12:06.480]  浙江人住浙江街
[00:12:06.480 --> 00:12:08.320]  上上華業浙江
[00:12:08.320 --> 00:12:09.600]  但不是
[00:12:09.600 --> 00:12:11.440]  他現在就在香港
[00:12:11.440 --> 00:12:13.360]  這個人很愛浙江
[00:12:13.360 --> 00:12:14.960]  就不學廣東話
[00:12:14.960 --> 00:12:16.960]  我們兩文三語
[00:12:16.960 --> 00:12:18.040]  你都要讀英文
[00:12:18.040 --> 00:12:19.120]  你ABCD不懂
[00:12:19.120 --> 00:12:20.560]  在香港你怎樣生活
[00:12:20.560 --> 00:12:22.520]  你的地址都是ABCD
[00:12:22.520 --> 00:12:24.920]  因此浙江人住浙江街
[00:12:24.920 --> 00:12:26.160]  但開始學中文
[00:12:26.160 --> 00:12:27.600]  開始學廣東話
[00:12:27.600 --> 00:12:28.920]  開始學英文
[00:12:28.920 --> 00:12:30.200]  他來到的時候
[00:12:30.200 --> 00:12:31.440]  可能有些反抗
[00:12:31.440 --> 00:12:32.560]  我是浙江人
[00:12:32.560 --> 00:12:34.040]  你要我學廣東話
[00:12:34.040 --> 00:12:34.880]  我是中國人
[00:12:34.880 --> 00:12:36.360]  你要我讀英文
[00:12:36.360 --> 00:12:40.280]  你去到哈律的地方
[00:12:40.280 --> 00:12:41.720]  一去到哈律的詞
[00:12:41.720 --> 00:12:43.480]  希伯來話就是「驚」
[00:12:43.480 --> 00:12:44.520]  驚
[00:12:44.520 --> 00:12:45.760]  他驚上加驚
[00:12:45.760 --> 00:12:46.440]  我心裏驚
[00:12:46.440 --> 00:12:47.520]  再去到驚的地方
[00:12:47.520 --> 00:12:48.440]  我是浙江人
[00:12:48.440 --> 00:12:49.080]  住在浙江
[00:12:49.080 --> 00:12:49.840]  大陸浙江
[00:12:49.840 --> 00:12:52.040]  但我只去欣賞浙江
[00:12:52.040 --> 00:12:54.160]  在這樣的情況之下
[00:12:54.160 --> 00:12:56.440]  驚上加驚之下
[00:12:56.440 --> 00:12:58.400]  去倚靠這位神
[00:12:58.400 --> 00:13:00.960]  各位我們在中文很難看得到
[00:13:00.960 --> 00:13:03.440]  但我們希望在座很多位
[00:13:03.440 --> 00:13:05.680]  甚至保障孔醫生
[00:13:05.680 --> 00:13:06.680]  他做醫生
[00:13:06.680 --> 00:13:07.480]  但他讀神學
[00:13:07.480 --> 00:13:08.880]  你有機會讀神學
[00:13:08.880 --> 00:13:10.680]  就看到這些字眼來這樣解釋
[00:13:10.680 --> 00:13:12.360]  在這樣的情況之下
[00:13:12.360 --> 00:13:13.680]  他們在那裏
[00:13:13.680 --> 00:13:15.640]  我只能夠倚靠神
[00:13:15.640 --> 00:13:19.040]  否則我只可以驚上加驚
[00:13:19.040 --> 00:13:20.760]  在壓制之中
[00:13:20.760 --> 00:13:22.600]  在貧乏之中
[00:13:22.600 --> 00:13:25.280]  在信心容易失去之中
[00:13:25.280 --> 00:13:26.560]  他們現在怎樣
[00:13:26.560 --> 00:13:29.120]  十九節到二十三節
[00:13:29.120 --> 00:13:29.960]  在聖經裏面
[00:13:29.960 --> 00:13:31.480]  在十九節前面
[00:13:31.480 --> 00:13:33.640]  就發現到在第十三節
[00:13:33.640 --> 00:13:35.320]  第七章第十三節
[00:13:35.320 --> 00:13:37.600]  他們去到那個地方的時候
[00:13:37.600 --> 00:13:38.960]  就聽到有一個人
[00:13:38.960 --> 00:13:40.520]  他得了一個夢
[00:13:40.520 --> 00:13:42.160]  我們中文有句說話叫做
[00:13:42.160 --> 00:13:44.640]  日有所思夜有所夢
[00:13:44.640 --> 00:13:46.880]  可能在座要請教醫生
[00:13:46.880 --> 00:13:49.520]  究竟夢在醫學上怎樣解釋
[00:13:49.520 --> 00:13:51.080]  但我都試過做夢
[00:13:51.080 --> 00:13:51.760]  你贊成我
[00:13:51.760 --> 00:13:52.240]  你不贊成我
[00:13:52.240 --> 00:13:53.000]  你做夢
[00:13:53.000 --> 00:13:54.640]  有些夢我們感受到
[00:13:54.640 --> 00:13:55.800]  特別在聖經裏面
[00:13:55.800 --> 00:13:58.520]  是神使用的工具
[00:13:58.520 --> 00:14:00.360]  讓他們知道這個訊息
[00:14:00.360 --> 00:14:01.440]  但有些夢
[00:14:01.440 --> 00:14:03.400]  就不是神使用的工具
[00:14:03.400 --> 00:14:04.360]  這裏我都試過
[00:14:04.360 --> 00:14:05.760]  有某些人
[00:14:05.760 --> 00:14:06.800]  特別是世俗的人
[00:14:06.800 --> 00:14:08.400]  他做夢夢到種馬票
[00:14:08.400 --> 00:14:09.560]  他一定不是喜歡神
[00:14:09.560 --> 00:14:11.480]  神會有些人去賣馬票
[00:14:11.480 --> 00:14:13.680]  他做夢夢到不應該有的事情
[00:14:13.680 --> 00:14:14.840]  這個不是神的獨立
[00:14:14.840 --> 00:14:15.960]  但這一次
[00:14:15.960 --> 00:14:19.280]  神卻使到這位機電抵達之前
[00:14:19.280 --> 00:14:20.240]  四周的人
[00:14:20.240 --> 00:14:21.440]  或者有個人有個夢
[00:14:21.440 --> 00:14:22.520]  這個夢怎樣說呢
[00:14:22.520 --> 00:14:23.320]  這個夢
[00:14:23.320 --> 00:14:25.320]  他就說我夢是十三節
[00:14:25.320 --> 00:14:29.240]  我見到有個大麥餅滾入米田
[00:14:29.240 --> 00:14:31.240]  欺壓我們人當中
[00:14:31.240 --> 00:14:33.880]  米田那些仇人當中
[00:14:33.880 --> 00:14:36.880]  結果就將他們的帳幕推倒
[00:14:36.880 --> 00:14:38.800]  帳幕就翻轉
[00:14:38.800 --> 00:14:40.320]  傾覆了
[00:14:40.320 --> 00:14:41.960]  那個第十四節
[00:14:41.960 --> 00:14:42.880]  他的朋友
[00:14:42.880 --> 00:14:43.920]  他的朋友
[00:14:43.920 --> 00:14:44.720]  他的同伴
[00:14:44.720 --> 00:14:45.800]  就是解夢了
[00:14:45.800 --> 00:14:46.680]  你都要小心
[00:14:46.680 --> 00:14:48.560]  不要解錯才行
[00:14:48.560 --> 00:14:50.840]  但聖經這裏沒有說他對你不對
