
[00:00:00.000 --> 00:00:07.480]  不知道大家剛纔聽那段經文的時候有沒有覺得好像有點很熟悉的感覺
[00:04:48.800 --> 00:04:50.400]  那來到這裏的時候
[00:04:50.400 --> 00:04:58.500]  耶穌再一次的來向這個聖殿發出清楚的毀滅的預告
[00:04:58.500 --> 00:05:02.400]  沒有一塊石頭留在石頭上不被拆毀了
[00:05:02.400 --> 00:05:03.600]  那這句話呢
[00:05:03.600 --> 00:05:06.000]  到了主後的七十年
[00:05:06.000 --> 00:05:09.800]  就真的按照這個字意完全的應驗了
[00:05:09.800 --> 00:05:14.600]  因爲當時羅馬人在提多將軍的率領之下
[00:05:14.600 --> 00:05:17.500]  就徹底毀滅了耶路撒冷
[00:05:17.500 --> 00:05:19.700]  還有聖殿的建築物
[00:05:19.700 --> 00:05:23.300]  甚至連石頭也被撬開
[00:05:23.300 --> 00:05:26.300]  以取得當聖殿被燒燬的時候
[00:05:26.300 --> 00:05:34.200]  從屋頂上流出來的那些的金箔
[00:05:34.200 --> 00:05:37.800]  當聽到耶穌這個預言之後
[00:05:37.800 --> 00:05:40.200]  門徒產生了兩個疑惑
[00:05:40.200 --> 00:05:41.100]  那在這裏呢
[00:05:41.100 --> 00:05:43.500]  他們提出兩個問題
[00:05:43.500 --> 00:05:49.600]  首先的一個就是這些事到底會在什麼時候發生
[00:05:49.600 --> 00:05:50.600]  第二個問題呢
[00:05:50.600 --> 00:05:57.900]  就是關於這些事要來的時候有什麼預兆呢
[00:05:57.900 --> 00:05:59.200]  那經文裏面呢
[00:05:59.200 --> 00:06:03.400]  他兩次提到這些事或者這一切事
[00:06:03.400 --> 00:06:06.300]  特別是第二次的這一切事
[00:06:06.300 --> 00:06:07.400]  其實這裏呢
[00:06:07.400 --> 00:06:09.300]  就提示了門徒
[00:06:09.300 --> 00:06:11.500]  這第二個問題呢
[00:06:11.500 --> 00:06:15.700]  是關於世界的末了和耶穌再來
[00:06:15.700 --> 00:06:19.500]  所以他們所問的這一切事的成就很有可能
[00:06:19.500 --> 00:06:27.200]  就是跟這個耶穌在幕後要建立神國的這件事情的實現有關
[00:06:27.200 --> 00:06:30.600]  因爲門徒當時他們應該不明白
[00:06:30.600 --> 00:06:34.000]  終末是指看不見的未來
[00:06:34.000 --> 00:06:37.600]  他們很可能就是以爲聖殿被毀的時候
[00:06:37.600 --> 00:06:42.900]  也就是耶穌要再來建立神國的終末的時候
[00:06:42.900 --> 00:06:43.500]  但是呢
[00:06:43.500 --> 00:06:50.700]  耶穌在五到八節的回應當中就清楚地指出聖殿被毀和主再來
[00:06:50.700 --> 00:06:55.100]  其實是不是在同一個時間發生的
[00:06:55.100 --> 00:06:57.800]  我們看一下對門徒的問題
[00:06:57.800 --> 00:07:00.100]  耶穌怎麼回應
[00:07:00.100 --> 00:07:03.200]  耶穌從三個方面來做出回應
[00:07:03.200 --> 00:07:03.900]  首先呢
[00:07:03.900 --> 00:07:07.900]  他提到就是面對這些事的態度應該是怎樣
[00:07:07.900 --> 00:07:11.900]  那耶穌提醒門徒
[00:07:11.900 --> 00:07:13.400]  你們要謹慎
[00:07:13.400 --> 00:07:16.100]  免得有人迷惑你們
[00:07:16.100 --> 00:07:19.500]  在整張十三章的預言當中
[00:07:19.500 --> 00:07:24.300]  其實耶穌有四次提到你們要謹慎
[00:07:24.300 --> 00:07:31.000]  另外三次分別在第九節二十三節和三十三節
[00:07:31.000 --> 00:07:34.200]  因爲所面對的各種的現象
[00:07:34.200 --> 00:07:35.800]  他們必須要小心
[00:07:35.800 --> 00:07:38.100]  因爲迷惑就帶出了
[00:07:38.100 --> 00:07:41.900]  就是有人會用欺騙的手段來迷惑人
[00:07:41.900 --> 00:07:44.100]  所以一定要警醒
[00:07:44.100 --> 00:07:44.800]  不然的話
[00:07:44.800 --> 00:07:46.700]  你就很難分辨真假
[00:07:49.600 --> 00:07:55.300]  然後耶穌提到就是這些事來到前會有的一些預兆
[00:07:55.300 --> 00:07:58.500]  那耶穌沒有直接的回答門徒
[00:07:58.500 --> 00:08:01.900]  這些事情會在什麼時候發生
[00:08:01.900 --> 00:08:02.700]  但是呢
[00:08:02.700 --> 00:08:08.700]  他就直接的指出這些事要來到的時候會有一些什麼事情
[00:08:08.700 --> 00:08:10.500]  有什麼徵兆發生
[00:08:10.500 --> 00:08:14.300]  那這段經文裏面呢
[00:08:14.300 --> 00:08:17.500]  他就提到有好幾個預兆
[00:08:19.100 --> 00:08:20.000]  首先呢
[00:08:20.000 --> 00:08:23.500]  會有一些假基督的出現
[00:08:23.500 --> 00:08:27.700]  就是這裏說的冒我的名冒基督的名來的人
[00:08:27.700 --> 00:08:38.700]  假基督的出現就是聖地遭受浩劫
[00:08:38.700 --> 00:08:41.000]  以前的第一個的預兆
[00:08:41.000 --> 00:08:44.700]  那猶太的歷史家約瑟夫
[00:08:44.700 --> 00:08:49.600]  他曾經記載在耶穌死而復活之後
[00:08:49.600 --> 00:08:54.100]  到了耶路撒冷在被毀之前的40年以內呢
[00:08:54.100 --> 00:08:57.300]  曾經有過好幾個假基督的出現
[00:08:57.300 --> 00:09:00.500]  而且他們還糾集了一般的黨羽
[00:09:00.500 --> 00:09:01.700]  那事實上呢
[00:09:01.700 --> 00:09:04.800]  在假冒基督的現象
[00:09:04.800 --> 00:09:10.100]  2000年來其實是不斷的在出現越演越烈
[00:09:10.100 --> 00:09:10.900]  甚至呢
[00:09:10.900 --> 00:09:12.400]  到末世
[00:09:12.400 --> 00:09:15.300]  這也是必須有的事情
[00:09:15.300 --> 00:09:17.900]  那假冒基督的人
[00:09:17.900 --> 00:09:22.300]  他們是要人不相信耶穌就是神的兒子
[00:09:22.300 --> 00:09:24.600]  是上帝的受告者
[00:09:24.600 --> 00:09:26.000]  反倒要人接受
[00:09:26.000 --> 00:09:32.400]  他們就是代表上帝來的那位的來做教導行事領導的領袖
[00:09:32.400 --> 00:09:35.600]  讓人走入歧途和滅亡
[00:09:35.600 --> 00:09:36.900]  那在舊約的時候
[00:09:36.900 --> 00:09:43.400]  其實先知就曾經常常的來警戒猶太的百姓
[00:09:43.400 --> 00:09:49.100]  要他們防備那些引導他們走錯路的假先知
[00:09:49.100 --> 00:09:55.400]  因爲他們會假託耶和華的旨意來誘惑百姓離棄上帝
[00:09:55.400 --> 00:09:56.400]  那在今天呢
[00:09:56.400 --> 00:10:00.600]  其實我們也經常聽到有很多的異端
[00:10:00.600 --> 00:10:03.100]  有很多的異端來攪擾人
[00:10:03.100 --> 00:10:06.400]  我們常聽到的就是有一個東方閃電
[00:10:06.400 --> 00:10:13.000]  你知道這個東方閃電教是在哪裏來的嗎
[00:10:13.000 --> 00:10:20.600]  其實幾年前這個東方閃電也再一次在香港有很多很猖獗的行動
[00:10:20.600 --> 00:10:21.400]  這個教呢
[00:10:21.400 --> 00:10:28.500]  原來是在1990年從河南一個聖證的一個女子未婚的女子
[00:10:28.500 --> 00:10:31.200]  她自稱爲女基督
[00:10:31.200 --> 00:10:33.400]  這個就從她那邊而來
[00:10:33.400 --> 00:10:37.700]  那他們說有好幾樣是他們否定
[00:10:37.700 --> 00:10:39.800]  跟我們的信仰是不一樣的
[00:10:39.800 --> 00:10:42.100]  他會否定復活
[00:10:42.100 --> 00:10:44.100]  否定耶穌是神
[00:10:44.100 --> 00:10:45.400]  否定聖經
[00:10:45.400 --> 00:10:47.000]  否定天堂
[00:10:47.000 --> 00:10:48.500]  否定三一神論
[00:10:48.500 --> 00:10:53.900]  還有否定教會和耶穌基督保血的功效
[00:10:53.900 --> 00:10:58.200]  其實他根本從根本上已經不是基督教
[00:10:58.200 --> 00:11:03.600]  可是他就打着基督教的幌子來來用一些基督教的詞彙
[00:11:03.600 --> 00:11:07.600]  作爲一個行騙取利的一個一個途徑
[00:11:07.600 --> 00:11:14.500]  我前兩天在我們波道總會的那個網頁上看到一篇波道神學院院長
[00:11:14.500 --> 00:11:17.000]  郭文慈牧師寫的一篇文章
[00:11:17.000 --> 00:11:25.000]  他裏面就提到有很多現在在中國很盛行的一些基督教的異端
[00:11:25.000 --> 00:11:28.800]  有些名稱我們根本是聽所未聽
[00:11:28.800 --> 00:11:30.400]  聞所未聞的
[00:11:30.400 --> 00:11:33.000]  比如說他有一個叫靈靈教
[00:11:33.000 --> 00:11:36.100]  靈靈靈活的靈靈教
[00:11:36.100 --> 00:11:37.800]  還有一個叫冷水教
[00:11:37.800 --> 00:11:40.200]  你聽過沒有都沒聽過
[00:11:40.200 --> 00:11:46.000]  可是就有很多這樣的一些的異端
[00:11:46.000 --> 00:11:48.500]  那這些事的第二個預兆呢
[00:11:48.500 --> 00:11:51.200]  就是會有很多的戰爭
[00:11:51.200 --> 00:11:53.400]  耶穌提到聖殿被毀
[00:11:53.400 --> 00:11:57.600]  末後基督會再來的時候會有很多的戰爭
[00:11:57.600 --> 00:12:01.400]  或者是有關戰爭的一些報道
[00:12:01.400 --> 00:12:03.100]  對馬可的讀者來說呢
[00:12:03.100 --> 00:12:05.100]  他們一點都不會陌生
[00:12:05.100 --> 00:12:05.800]  因爲呢
[00:12:05.800 --> 00:12:08.700]  在主後的66年呢
[00:12:08.700 --> 00:12:12.800]  羅馬就開始派兵和猶太人來作戰
[00:12:12.800 --> 00:12:15.800]  直到主後的70年
[00:12:15.800 --> 00:12:17.800]  他們就摧毀了聖殿
[00:12:17.800 --> 00:12:21.400]  猶太地也因此完全的淪陷
[00:12:22.500 --> 00:12:25.400]  那今天民攻打民
[00:12:25.400 --> 00:12:30.000]  國攻打國的事也真的比比皆是
[00:12:30.000 --> 00:12:32.500]  就是民族與民族之間
[00:12:32.500 --> 00:12:37.100]  甚至是部落村莊之間的戰爭也有
[00:12:37.100 --> 00:12:41.600]  還有就是國際間國與國之間的一些戰爭
[00:12:41.600 --> 00:12:45.200]  以前我們聽過美國的南北戰爭
[00:12:45.200 --> 00:12:47.800]  中國有國共的內戰
[00:12:47.800 --> 00:12:50.000]  那到了今天呢
[00:12:50.000 --> 00:12:52.000]  從2011年到現在
[00:12:52.000 --> 00:12:55.900]  我們經常還是聽到敘利亞的內戰
[00:12:55.900 --> 00:13:02.600]  其實就是他們的那個遜尼派和什葉派之爭的一個角力場
[00:13:02.600 --> 00:13:03.400]  那最近呢
[00:13:03.400 --> 00:13:07.300]  我們又從那個新聞裏面
[00:13:07.300 --> 00:13:17.500]  聽到緬甸若開邦的那個羅興亞人與政府軍爆發的大規模的暴力衝突
[00:13:17.500 --> 00:13:20.500]  在國民主要信奉佛教的緬甸
[00:13:20.500 --> 00:13:26.800]  羅興亞人是一個信奉伊斯蘭教的無國籍的一個少數民族
[00:13:26.800 --> 00:13:28.000]  那在國際方面
[00:13:28.000 --> 00:13:29.500]  我想大家都知道
[00:13:29.500 --> 00:13:35.400]  過去1914年到18年發生了第一次的世界大戰
[00:13:35.400 --> 00:13:40.300]  1939年到45年就發生了第二次的世界大戰
[00:13:40.300 --> 00:13:44.500]  再近一點的
[00:13:44.500 --> 00:13:46.700]  還有這個波斯灣的戰爭
[00:13:46.700 --> 00:13:53.200]  其實我們今天也經常聽到很多很多戰火在發生啊
[00:13:53.200 --> 00:13:55.200]  第三個預兆就是地震
[00:13:55.200 --> 00:13:57.800]  饑荒等等的事情
[00:13:57.800 --> 00:14:00.200]  在主後的46到48年
[00:14:00.200 --> 00:14:03.600]  曾經在巴勒斯坦發生嚴重的饑荒
[00:14:03.600 --> 00:14:05.200]  在史讀行傳十一章
[00:14:05.200 --> 00:14:09.000]  其實也提到在老底家這個地方呢
[00:14:09.000 --> 00:14:13.200]  在主後60年也曾經被地震來摧毀
[00:14:13.200 --> 00:14:15.300]  那我們中國的歷史上
[00:14:15.300 --> 00:14:20.100]  我們1976年發生了唐山大地震是吧
[00:14:20.100 --> 00:14:22.200]  到了2008年的5月
[00:14:22.200 --> 00:14:25.200]  我們又發生了汶川地震
[00:14:25.200 --> 00:14:26.300]  日本呢
[00:14:26.300 --> 00:14:32.500]  在2011年的3月11號發生了9級的大地震和海嘯
[00:14:32.500 --> 00:14:37.300]  那這幾天過去這兩個星期左右
[00:14:37.300 --> 00:14:41.600]  我們看到墨西哥發生了7.1級的地震
[00:14:41.600 --> 00:14:45.900]  在兩星期前呢他就發生了8.2級的地震
[00:14:45.900 --> 00:14:46.500]  還有呢
[00:14:46.500 --> 00:14:49.600]  新聞說9月19號那天
[00:14:49.600 --> 00:14:52.500]  其實正好是他們1985年
[00:14:52.500 --> 00:14:57.100]  墨西哥發生地震的32週年紀
[00:14:57.100 --> 00:15:01.500]  所以你今天其實你經常過一段子
[00:15:01.500 --> 00:15:05.000]  一段時間你就會聽到世界各地有地震
[00:15:05.000 --> 00:15:07.600]  大大小小的地震發生
[00:15:07.600 --> 00:15:10.600]  當我想去找一些饑荒的照片的時候
[00:15:10.600 --> 00:15:12.400]  我其實是慘不忍睹
[00:15:12.400 --> 00:15:15.900]  所以我最後沒有把那些照片放進來
[00:15:15.900 --> 00:15:25.300]  因爲你看到其實世界各地有很多人正在受饑荒的那個那個痛苦
[00:15:25.300 --> 00:15:26.400]  第四個預兆呢
[00:15:26.400 --> 00:15:28.900]  就是信徒會受逼迫
[00:15:28.900 --> 00:15:31.600]  那耶穌針對當時跟隨他的人呢
[00:15:31.600 --> 00:15:38.000]  他就預告他們會因爲做他的門徒而受到世人的逼迫
[00:15:38.000 --> 00:15:38.500]  不過呢
[00:15:38.500 --> 00:15:40.400]  在這些的困境的時候
[00:15:40.400 --> 00:15:43.100]  耶穌也鼓勵他們不要憂慮
[00:15:43.100 --> 00:15:47.000]  因爲福音會因着他們的見證而傳到世界各地
[00:15:47.000 --> 00:15:51.800]  接着呢
[00:15:51.800 --> 00:16:00.500]  耶穌就從這些事來到前的一個先決條件來回應門徒的疑問
[00:16:00.500 --> 00:16:05.700]  那雖然耶穌提到這些事來到的來到前的一些預兆
[00:16:05.700 --> 00:16:06.600]  可是呢
[00:16:06.600 --> 00:16:10.200]  還不是最後末了的那個時間
[00:16:10.200 --> 00:16:12.400]  還不到耶穌再來的時候
[00:16:12.400 --> 00:16:18.300]  末期來到的先決條件是什麼呢
[00:16:18.300 --> 00:16:23.300]  就是福音必須先傳給萬民
[00:16:23.300 --> 00:16:24.500]  那這個萬民呢
[00:16:24.500 --> 00:16:27.100]  是指凡不信主的人
[00:16:27.100 --> 00:16:31.400]  特別是指那些不信主的外邦人
[00:16:31.400 --> 00:16:34.100]  福音要傳遍天下
[00:16:34.100 --> 00:16:38.300]  這纔是結束這個世代的先決條件
[00:16:38.300 --> 00:16:39.600]  換句話說
[00:16:39.600 --> 00:16:42.800]  將福音傳遍有人的每一個角落
[00:16:42.800 --> 00:16:47.100]  就可以加速促成末期的到來
[00:16:47.100 --> 00:16:53.000]  我們看完耶穌和門徒的這些的對話之後
[00:16:53.000 --> 00:16:57.700]  那這段經文今天又帶給我們什麼反思呢
[00:16:57.700 --> 00:17:03.200]  首先我們要問我們教會追求的是什麼
[00:17:03.200 --> 00:17:06.500]  門徒看到那個聖殿的美麗宏偉
[00:17:06.500 --> 00:17:12.800]  但是呢耶穌卻看重的是聖殿內裏的聖潔和金錢
[00:17:12.800 --> 00:17:16.500]  那我們今天教會追求的又是什麼
[00:17:16.500 --> 00:17:21.000]  曾經聽到有人說教會追求的是ABC
[00:17:21.000 --> 00:17:22.600]  那ABC到底是什麼
[00:17:22.600 --> 00:17:26.200]  就是A就是Attendance
[00:17:26.200 --> 00:17:28.200]  就是聚會的人數
[00:17:28.200 --> 00:17:30.100]  B呢就是那個Building
[00:17:30.100 --> 00:17:32.200]  那個教會的這個建築物
[00:17:32.200 --> 00:17:33.500]  C就是Cash
[00:17:33.500 --> 00:17:37.400]  教會的奉獻有多少的現金
[00:17:37.400 --> 00:17:41.500]  那我不敢說這三點是錯的
[00:17:41.500 --> 00:17:44.100]  因爲呢我們也會希望
[00:17:44.100 --> 00:17:47.900]  也會祈求神把得救的人天天加給教會
[00:17:47.900 --> 00:17:52.100]  我們也希望教會做的人越來越多對嗎
[00:17:52.100 --> 00:17:54.800]  同時呢這個教會的建築
[00:17:54.800 --> 00:17:55.900]  我們也會想啊
[00:17:55.900 --> 00:18:00.000]  如果我們有一個有一個穩定的地方聚會
[00:18:00.000 --> 00:18:01.900]  當然也是好的
[00:18:01.900 --> 00:18:06.300]  我們也也也看到我們需要學習奉獻
[00:18:06.300 --> 00:18:11.000]  因爲我們沒有錢的話很多事情你好像又不能發展
[00:18:11.000 --> 00:18:13.200]  所以這些本身都沒錯哈
[00:18:13.200 --> 00:18:16.100]  但是呢
[00:18:16.100 --> 00:18:21.400]  有的人可能就會覺得如果教會沒有自己的物業的話
[00:18:21.400 --> 00:18:24.900]  好像沒有一個座堂的禮拜堂的話
[00:18:24.900 --> 00:18:29.300]  就等於好像這個教會就沒法發展就不行
[00:18:29.300 --> 00:18:33.100]  但是呢我們又看到教會月
[00:18:33.100 --> 00:18:37.400]  教會的那個十字架越大越好
[00:18:37.400 --> 00:18:40.200]  有的人這樣認爲越高越好
[00:18:40.200 --> 00:18:46.000]  但是呢信徒的生命卻不願意來背十字架
[00:18:46.000 --> 00:18:49.300]  所以到底我們追求的是什麼
[00:18:49.300 --> 00:18:57.200]  我們會不會用這個ABC三點來取代了神在我們教會當中
[00:18:57.200 --> 00:18:59.300]  我有一位朋友他曾經告訴我
[00:18:59.300 --> 00:19:03.100]  因爲他以前常常到內地去做一些培訓
[00:19:03.100 --> 00:19:05.000]  他在國內某一個地方呢
[00:19:05.000 --> 00:19:08.300]  他就看到那個地方的教會都是很壯觀
[00:19:08.300 --> 00:19:10.000]  很宏偉很漂亮
[00:19:10.000 --> 00:19:11.100]  可是呢
[00:19:11.100 --> 00:19:14.100]  平常沒有多少信徒來聚會
[00:19:14.100 --> 00:19:21.900]  只是到了聖誕節復活節或者是其他的節日的時候纔有信徒來聚會
[00:19:21.900 --> 00:19:27.300]  所以呢儘管我們擁有了很多外在的東西
[00:19:27.300 --> 00:19:31.500]  我們的教會的禮拜堂可以很漂亮
[00:19:31.500 --> 00:19:36.700]  但是如果我們信徒內裏的生命卻沒有聖潔盡全
[00:19:36.700 --> 00:19:41.300]  團聚生活當中沒有切實的相愛合一的話
[00:19:41.300 --> 00:19:46.700]  那我們就失去了教會存在的意義和見證
[00:19:46.700 --> 00:19:50.400]  我們傳恩堂我們也一直在禱告
[00:19:50.400 --> 00:19:55.000]  就是我們該怎樣來開始培訓門徒
[00:19:55.000 --> 00:20:03.000]  比如說可能我們會考慮成立一些的生命成長小組或者讀書小組
[00:20:03.000 --> 00:20:04.800]  透過幾個弟兄姊妹
[00:20:04.800 --> 00:20:09.900]  我們一起來同行彼此來守望我們的生命可以成長
[00:20:09.900 --> 00:20:12.900]  我希望我們大家也爲你自己的生命來禱告
[00:20:12.900 --> 00:20:17.600]  甚至說你說我很想生命有成長
[00:20:17.600 --> 00:20:19.900]  你可以主動的來找我
[00:20:19.900 --> 00:20:24.600]  我可以爲你多生兩朵多生來定一些的方案
[00:20:24.600 --> 00:20:28.300]  來幫助你一起的來成長
[00:20:28.300 --> 00:20:33.100]  第二我們要反思的是我怎樣預備主的再來
[00:20:33.100 --> 00:20:39.300]  耶穌提醒門徒要警醒免得入了迷惑
[00:20:39.300 --> 00:20:43.800]  那十三章的三十五三十六節呢
[00:20:43.800 --> 00:20:47.600]  告訴我們沒有人知道主什麼時候來
[00:20:47.600 --> 00:20:49.900]  他可能會忽然來到
[00:20:49.900 --> 00:20:53.300]  所以我們該怎樣來預備主的再來呢
[00:20:53.300 --> 00:20:56.300]  我記得我小時候剛信主沒多久
[00:20:56.300 --> 00:20:59.400]  那時候還是少年團慶的時候
[00:20:59.400 --> 00:21:02.600]  那時候我們的團慶老師就經常跟我們說
[00:21:02.600 --> 00:21:09.000]  他說你們要好好的注意你們平時的生命
[00:21:09.000 --> 00:21:12.500]  他說不然的話有一天耶穌突然來了
[00:21:12.500 --> 00:21:13.900]  站在你的面前
[00:21:13.900 --> 00:21:17.300]  你當時正在電影院裏面看一些不好的電影
[00:21:17.300 --> 00:21:21.400]  你說你怎樣來向耶穌來交賬
[00:21:21.400 --> 00:21:23.600]  那你該怎麼面對耶穌呢
[00:21:23.600 --> 00:21:25.500]  我就經常記着這個事情
[00:21:25.500 --> 00:21:30.500]  所以我們用什麼心態來準備主的再來
[00:21:30.500 --> 00:21:33.600]  我們真的要警醒
[00:21:33.600 --> 00:21:38.700]  第三我們該怎樣面對人生的苦難
[00:21:38.700 --> 00:21:42.200]  當耶穌講到幕後的事情的預兆時
[00:21:42.200 --> 00:21:46.900]  他勉勵門徒不要驚慌
[00:21:46.900 --> 00:21:50.200]  還有他說這些事是必須有的
[00:21:50.200 --> 00:21:55.200]  表示這些事情的出現全是在上帝的掌控之中
[00:21:55.200 --> 00:21:59.900]  那這裏必須有的這個詞
[00:21:59.900 --> 00:22:02.900]  他具有神的必須之意
[00:22:02.900 --> 00:22:06.100]  表示這些是出自上帝的旨意
[00:22:06.100 --> 00:22:07.600]  由他來掌管
[00:22:07.600 --> 00:22:11.000]  而且呢必定成就
[00:22:11.000 --> 00:22:12.900]  我們所信的上帝呢
[00:22:12.900 --> 00:22:19.100]  他也是那位洪水氾濫之時作者爲王的上帝
[00:22:19.100 --> 00:22:20.300]  就是這樣的話
[00:22:20.300 --> 00:22:23.400]  那我們信徒就不用害怕
[00:22:23.400 --> 00:22:28.400]  因爲我們信得過我們的神是一位守約師慈愛的神
[00:22:28.400 --> 00:22:31.600]  耶利明書那裏提到耶和華
[00:22:31.600 --> 00:22:35.800]  他向我們所懷的意念是賜平安的意念
[00:22:35.800 --> 00:22:37.800]  不是降災禍的意念
[00:22:37.800 --> 00:22:40.700]  要叫我們幕後有指望
[00:22:40.700 --> 00:22:44.000]  那馬太福音還這樣來提醒我們
[00:22:44.000 --> 00:22:47.300]  也給我們一個很大的安慰
[00:22:47.300 --> 00:22:49.700]  我們一起念這段經文
[00:22:49.700 --> 00:22:54.100]  那殺身體不能殺靈魂的不要怕他們
[00:22:54.100 --> 00:22:59.700]  唯有能把身體和靈魂都滅在地獄裏的正要怕他
[00:22:59.700 --> 00:23:02.900]  兩個麻雀不是賣一分銀子嗎
[00:23:02.900 --> 00:23:07.600]  若是你們的腹部許一個也不能掉在地上
[00:23:07.600 --> 00:23:10.900]  就是你們的頭髮也都被數過了
[00:23:10.900 --> 00:23:17.200]  所以不要懼怕你們比許多的麻雀還貴重呢
[00:23:17.200 --> 00:23:21.500]  我們面對的苦難最多也就是你失去了生命
