
[00:00:00.000 --> 00:00:05.900]  如果你是來教會的就知道我們剛剛所講的系列叫做"爲什麼"
[00:01:28.160 --> 00:01:31.160]  是Political Incorrect
[00:01:31.160 --> 00:01:33.160]  政治不正確
[00:01:33.160 --> 00:01:34.760]  Why?爲什麼?
[00:01:34.760 --> 00:01:38.120]  因爲美國的社會里面來說是強調Prualism
[00:01:38.120 --> 00:01:41.840]  就是多元化的文化、多元化的社會
[00:01:41.840 --> 00:01:45.640]  怎麼可以特別把你的基督教勾出來呢?
[00:01:45.640 --> 00:01:49.360]  OK,比其他的宗教信仰好,不可以這樣
[00:01:49.360 --> 00:01:53.360]  所以是Political Incorrect
[00:01:53.360 --> 00:01:58.520]  我又不知道,我當中看到很多Beautiful在這裏
[00:01:58.520 --> 00:02:00.400]  你會不會聽到耶穌說一句話的時候
[00:02:00.400 --> 00:02:03.600]  "哎呀,真是感謝讚美主,耶穌幸好你來"
[00:02:03.600 --> 00:02:09.120]  "如果你不來的時候,我們和天父之間是天和地"
[00:02:09.120 --> 00:02:12.240]  "分隔開十萬八千里都不止"
[00:02:12.240 --> 00:02:15.920]  "就因爲耶穌你來的緣故,我能夠認識耶穌,認識真神"
[00:02:15.920 --> 00:02:20.440]  "我能夠成爲神的子女,我要多謝讚美"
[00:02:20.440 --> 00:02:23.440]  "可以享受天國的好處"
[00:02:23.440 --> 00:02:26.040]  會不會在心裏聽到這句話的時候
[00:02:26.040 --> 00:02:28.680]  有這樣的感覺,有沒有?
[00:02:28.680 --> 00:02:33.240]  我不知道你是哪一種,或者有沒有其他的,I don't know
[00:02:33.240 --> 00:02:36.040]  不過今天我想和大家分享的是
[00:02:36.040 --> 00:02:40.160]  當耶穌說"我就是道路真理生命,若不借着我"
[00:02:40.160 --> 00:02:44.680]  "沒有人能到處哪裏去"
[00:02:44.680 --> 00:02:48.840]  如果你看看整本聖經,有機會翻整本聖經
[00:02:48.840 --> 00:02:54.840]  或者在聖經以外,你試一下去找一些歷史的文獻記載
[00:02:54.840 --> 00:02:58.040]  我相信就算你不信耶穌,你不是基督徒也好
[00:02:58.040 --> 00:03:02.320]  你不會找到什麼資料告訴你,告訴我
[00:03:02.320 --> 00:03:04.120]  耶穌是一個癡線的人
[00:03:04.120 --> 00:03:10.040]  耶穌是一個沒腦的人,耶穌是一個精神有問題的人
[00:03:10.040 --> 00:03:14.920]  你不會找到任何記載讓我們看到一個這樣的耶穌基督
[00:03:14.920 --> 00:03:19.880]  如果祂不是狂妄自大,如果祂不是一個亂來亂說話的一個人
[00:03:19.880 --> 00:03:23.400]  爲什麼耶穌會說出這樣的一句話?
[00:03:23.400 --> 00:03:25.280]  Why?
[00:03:25.280 --> 00:03:30.360]  首先我們要知道,當耶穌說這句話的時候
[00:03:30.360 --> 00:03:38.880]  祂並不是刻意要針對其他的信仰、其他的神明、其他的宗教
[00:03:38.880 --> 00:03:43.920]  當耶穌說這句話的時候,其實是在逾節晚餐的時候
[00:03:43.920 --> 00:03:50.040]  耶穌是試圖去解答多瑪和其他門徒心中的一些疑問
[00:03:50.040 --> 00:03:52.080]  如果我們看背景的時候,你會發覺
[00:03:52.080 --> 00:03:57.400]  逾節晚上那個已經是立定心意要出賣耶穌的猶太人
[00:03:57.400 --> 00:04:00.760]  耶穌說你要做就做吧,猶太人就走了
[00:04:00.760 --> 00:04:07.960]  剩下其他的門徒,十一個門徒和耶穌在逾節晚餐的房間裏面
[00:04:07.960 --> 00:04:11.240]  耶穌就和那些門徒說,我和你們的時間不長了
[00:04:11.240 --> 00:04:14.640]  我就快要走了,我去的地方你們不可以去的
[00:04:14.640 --> 00:04:20.040]  所以你們這羣人要彼此相愛
[00:04:20.040 --> 00:04:23.560]  彼得就和耶穌說,爲什麼你去的地方我們不能去
[00:04:23.560 --> 00:04:26.400]  甚至你去死,我也跟着你去死
[00:04:26.400 --> 00:04:29.160]  耶穌說,我去的地方你們不能去
[00:04:29.160 --> 00:04:32.760]  其實我去是爲了預備地方,我還會回來的
[00:04:32.760 --> 00:04:36.960]  不過你們已經知道那條路了
[00:04:36.960 --> 00:04:42.040]  當時多瑪就開口說,耶穌說,你去哪裏我都不知道
[00:04:42.040 --> 00:04:46.520]  我怎麼知道你的路是什麼,爲什麼你這麼說呢
[00:04:46.520 --> 00:04:49.720]  所以耶穌在那個時間就回答多瑪的問題
[00:04:49.720 --> 00:04:53.280]  我就是道路、真理、生命
[00:04:53.280 --> 00:05:00.040]  若不直着我,沒有人能到我腹那裏去
[00:05:00.040 --> 00:05:07.360]  在今天美國這個所謂多元文化的社會里
[00:05:07.360 --> 00:05:13.080]  你會發覺政治不正確
[00:05:13.080 --> 00:05:21.280]  但其實耶穌的說話在神學上和信仰的角度上是絕對正確的
[00:05:21.280 --> 00:05:24.560]  如果我們想認識什麼是基督教的信仰
[00:05:24.560 --> 00:05:30.040]  這一節這麼簡單的聖經是一個很好的入門
[00:05:30.040 --> 00:05:37.080]  爲什麼基督徒會相信耶穌基督是唯一一條道路呢
[00:05:37.080 --> 00:05:41.520]  很簡單,因爲耶穌真的是那條道路
[00:05:41.520 --> 00:05:43.120]  耶穌真的是那條道路
[00:05:43.120 --> 00:05:46.600]  請大家留意耶穌怎麼說剛纔那句話
[00:05:46.600 --> 00:05:52.000]  耶穌說,我就是道路、真理、生命
[00:05:52.000 --> 00:05:55.200]  在聖經原文裏是一個前置字
[00:05:55.200 --> 00:05:59.840]  I am the way, I am the road
[00:05:59.840 --> 00:06:04.880]  我就是那一條唯一一條的道路
[00:06:04.880 --> 00:06:07.440]  祂不是說我知道那條是什麼道路
[00:06:07.440 --> 00:06:09.400]  我知道那條路是怎麼走的
[00:06:09.400 --> 00:06:11.000]  我現在告訴你
[00:06:11.000 --> 00:06:12.880]  這不是耶穌所說的
[00:06:12.880 --> 00:06:15.000]  如果你說我知道那條道路的話
[00:06:15.000 --> 00:06:17.320]  這其實就好像彼得所說的
[00:06:17.320 --> 00:06:18.720]  彼得說,我知道怎麼不教
[00:06:18.720 --> 00:06:19.640]  我知道那條路是什麼
[00:06:19.640 --> 00:06:21.840]  找耶穌吧
[00:06:21.840 --> 00:06:24.280]  如果我們有機會去翻查一下
[00:06:24.280 --> 00:06:27.680]  Encyclopedia of American Religions
[00:06:27.680 --> 00:06:30.960]  就是美國宗教百科傳說
[00:06:30.960 --> 00:06:32.720]  在裏面你會發現
[00:06:32.720 --> 00:06:35.040]  原來在美國,單單美國而已
[00:06:35.040 --> 00:06:44.120]  有大概甚至超過1600個不同的信仰團體或者組織
[00:06:44.120 --> 00:06:49.000]  但是在裏面沒有一個信仰團體或者宗教組織的創始人
[00:06:49.000 --> 00:06:54.320]  能夠像耶穌所說的,我就是那一條道路
[00:06:54.320 --> 00:06:56.840]  他們只能像我剛纔說的那種彼得一樣
[00:06:56.840 --> 00:06:58.640]  我知道怎麼能夠得救
[00:06:58.640 --> 00:07:00.000]  我知道那條路是怎麼走的
[00:07:00.000 --> 00:07:01.520]  我告訴你
[00:07:01.520 --> 00:07:02.480]  彼得是怎麼說的
[00:07:02.480 --> 00:07:06.040]  彼得在《仕途行傳》第四章十二節裏說
[00:07:06.040 --> 00:07:07.720]  除他以外
[00:07:07.720 --> 00:07:09.000]  彼得說到嘛
[00:07:09.000 --> 00:07:11.280]  除他以外,除耶穌以外
[00:07:11.280 --> 00:07:12.400]  別無拯救
[00:07:12.400 --> 00:07:14.480]  因爲在天下人間沒有刺客別的命
[00:07:14.480 --> 00:07:16.200]  我們可以靠着不救
[00:07:16.200 --> 00:07:18.200]  彼得知道那條路
[00:07:18.200 --> 00:07:19.880]  除了耶穌
[00:07:19.880 --> 00:07:20.920]  耶穌就是那條路
[00:07:20.920 --> 00:07:22.280]  靠耶穌才能得救
[00:07:22.280 --> 00:07:24.560]  但是耶穌說我
[00:07:24.560 --> 00:07:26.000]  就是那條道路
[00:07:26.000 --> 00:07:29.640]  大家明白那個分別嗎
[00:07:29.640 --> 00:07:32.360]  如果我們要去看宗教比較
[00:07:32.360 --> 00:07:34.760]  當然我們沒有時間去每個宗教去研究
[00:07:34.760 --> 00:07:37.200]  不過很簡單的一個問題
[00:07:37.200 --> 00:07:38.280]  首先呢
[00:07:38.280 --> 00:07:42.200]  大家知不知道全世界有很多宗教
[00:07:42.200 --> 00:07:44.480]  說開頭那五個,懂不懂
[00:07:44.480 --> 00:07:46.200]  top 5
[00:07:46.200 --> 00:07:48.880]  世界五大宗教大家知不知道
[00:07:48.880 --> 00:07:50.720]  common sense
[00:07:50.720 --> 00:07:54.920]  世界五大宗教有沒有人告訴我
[00:07:54.920 --> 00:07:58.360]  Muslim,就是回教,還有呢
[00:07:58.360 --> 00:08:00.600]  世界五大宗教
[00:08:00.600 --> 00:08:01.520]  一個了
[00:08:01.520 --> 00:08:02.920]  對
[00:08:02.920 --> 00:08:04.520]  第二個
[00:08:04.520 --> 00:08:06.280]  啊
[00:08:06.280 --> 00:08:09.400]  no
[00:08:09.400 --> 00:08:11.840]  不是,不是天主教
[00:08:11.840 --> 00:08:13.200]  回教,喂
[00:08:13.200 --> 00:08:14.680]  你回來幹什麼
[00:08:14.680 --> 00:08:17.680]  這是什麼教會來的
[00:08:17.680 --> 00:08:20.640]  基督教,這樣也說不出來
[00:08:20.640 --> 00:08:22.240]  回教,基督教
[00:08:22.240 --> 00:08:23.280]  基督教第一
[00:08:23.280 --> 00:08:25.440]  全世界最大的宗教
[00:08:25.440 --> 00:08:27.760]  還有呢
[00:08:27.760 --> 00:08:29.640]  你是什麼人來的
[00:08:29.640 --> 00:08:31.640]  佛教,ok
[00:08:31.640 --> 00:08:33.560]  中國有很多人拜佛
[00:08:33.560 --> 00:08:35.320]  來自印度的,佛教
[00:08:35.320 --> 00:08:37.680]  還有呢
[00:08:37.680 --> 00:08:39.360]  還有一個,第三
[00:08:39.360 --> 00:08:41.320]  第三大
[00:08:41.320 --> 00:08:43.320]  也是來自印度的
[00:08:43.320 --> 00:08:45.720]  除了佛教之外有什麼教
[00:08:45.720 --> 00:08:47.520]  印度教
[00:08:47.520 --> 00:08:49.440]  第五個比較竅口
[00:08:49.440 --> 00:08:52.560]  第五個有人說是猶太教
[00:08:52.560 --> 00:08:53.320]  ok
[00:08:53.320 --> 00:08:56.040]  從影響力的角度來說呢
[00:08:56.040 --> 00:08:58.600]  是基督教,ok
[00:08:58.600 --> 00:09:03.120]  佛教,回教,印度教
[00:09:03.120 --> 00:09:04.520]  猶太教
[00:09:04.520 --> 00:09:07.600]  但是從信宗來說呢
[00:09:07.600 --> 00:09:08.920]  你猜不到了
[00:09:08.920 --> 00:09:11.720]  因爲我以前沒做research都不知道
[00:09:11.720 --> 00:09:14.200]  是石刻教,我們看看這個圖
[00:09:14.200 --> 00:09:15.560]  ok,佛教
[00:09:15.560 --> 00:09:17.640]  回教,基督教,印度教
[00:09:17.640 --> 00:09:19.640]  猶太教和石刻教
[00:09:19.640 --> 00:09:21.600]  扣住這個數字就是
[00:09:21.600 --> 00:09:22.680]  它有多少個信宗
[00:09:22.680 --> 00:09:24.760]  以信宗排行的時候,基督教最多
[00:09:24.760 --> 00:09:25.920]  全世界
[00:09:25.920 --> 00:09:28.160]  ok,然後回教
[00:09:28.160 --> 00:09:29.440]  印度教是第三
[00:09:29.440 --> 00:09:31.560]  佛教
[00:09:31.560 --> 00:09:32.600]  人口來說
[00:09:32.600 --> 00:09:33.520]  石刻教
[00:09:33.520 --> 00:09:35.440]  信宗來說是第五
[00:09:35.440 --> 00:09:36.920]  然後到猶太教
[00:09:36.920 --> 00:09:40.720]  六大宗教啦,當你這麼說
[00:09:40.720 --> 00:09:42.000]  但我想看的是什麼呢
[00:09:42.000 --> 00:09:43.320]  你看看
[00:09:43.320 --> 00:09:45.520]  這些宗教的創始人
[00:09:45.520 --> 00:09:46.680]  我們先不要研究那麼深
[00:09:46.680 --> 00:09:47.680]  先看看創始人
[00:09:47.680 --> 00:09:49.160]  佛教創始人是誰
[00:09:49.160 --> 00:09:50.200]  釋迦牟尼
[00:09:50.200 --> 00:09:51.880]  回教,穆罕默德
[00:09:51.880 --> 00:09:53.920]  基督教,耶穌基督
[00:09:53.920 --> 00:09:56.160]  印度教,無從稽考
[00:09:56.160 --> 00:09:58.000]  它的名字不是叫無從稽考
[00:09:58.000 --> 00:09:58.800]  不要誤會
[00:09:58.800 --> 00:10:00.240]  是真的無從稽考
[00:10:00.240 --> 00:10:01.840]  找不到是誰開始
[00:10:01.840 --> 00:10:03.040]  ok,不知道
[00:10:03.040 --> 00:10:04.320]  ok,就是不知道
[00:10:04.320 --> 00:10:05.800]  猶太教呢
[00:10:05.800 --> 00:10:07.000]  阿伯拉罕
[00:10:07.000 --> 00:10:07.960]  然後石刻教呢
[00:10:07.960 --> 00:10:12.720]  是拿勒克,Guru Nanaka
[00:10:12.720 --> 00:10:14.400]  你看看這些宗教
[00:10:14.400 --> 00:10:16.040]  世界五大宗教
[00:10:16.040 --> 00:10:18.960]  六大宗教這些創始人裏面來說
[00:10:18.960 --> 00:10:21.000]  有誰可以像耶穌那樣說
[00:10:21.000 --> 00:10:23.440]  我就是道路真理生命
[00:10:23.440 --> 00:10:24.440]  若不借助我
[00:10:24.440 --> 00:10:27.640]  沒有人能到我腹內
[00:10:27.640 --> 00:10:29.240]  不但如此
[00:10:29.240 --> 00:10:30.480]  除了那個無從稽考的
[00:10:30.480 --> 00:10:31.120]  我不知道是誰
[00:10:31.120 --> 00:10:32.080]  但我相信一樣
[00:10:32.080 --> 00:10:33.000]  和其他
[00:10:33.000 --> 00:10:35.040]  全部都死了
[00:10:35.040 --> 00:10:36.840]  唯有基督教
[00:10:36.840 --> 00:10:39.560]  說耶穌已經從死裏復活
[00:10:39.560 --> 00:10:42.160]  他的門徒親眼見過他
[00:10:42.160 --> 00:10:43.240]  不單是十二個
[00:10:43.240 --> 00:10:45.640]  是五百個同時見過他
[00:10:45.640 --> 00:10:50.000]  很多人爲耶穌的復活作見證
[00:10:50.000 --> 00:10:52.000]  唯有基督教告訴我們
[00:10:52.000 --> 00:10:55.200]  耶穌已經從死裏復活
[00:10:55.200 --> 00:10:57.480]  這將他和其他宗教
[00:10:57.480 --> 00:11:01.360]  完全分別開來
[00:11:01.360 --> 00:11:04.680]  有一個很出名的人叫George McDowell
[00:11:04.680 --> 00:11:06.480]  基督徒應該聽過他的名字
[00:11:06.480 --> 00:11:09.200]  McDowell中文翻譯
[00:11:09.200 --> 00:11:12.040]  他以前是一個反基督教的人
[00:11:12.040 --> 00:11:13.640]  他很不喜歡基督教
[00:11:13.640 --> 00:11:14.480]  到了一個地步
[00:11:14.480 --> 00:11:17.200]  他說我要想辦法推翻基督教
[00:11:17.200 --> 00:11:18.640]  於是他就在想
[00:11:18.640 --> 00:11:20.120]  小時候在教會里
[00:11:20.120 --> 00:11:20.960]  教會里經常說
[00:11:20.960 --> 00:11:22.880]  耶穌從死裏復活
[00:11:22.880 --> 00:11:24.200]  保羅說
[00:11:24.200 --> 00:11:25.760]  如果耶穌沒有復活
[00:11:25.760 --> 00:11:28.440]  我們所信的就是徒然
[00:11:28.440 --> 00:11:30.000]  沒有意思了
[00:11:30.000 --> 00:11:30.680]  所以他認爲
[00:11:30.680 --> 00:11:31.400]  如果能夠找到
[00:11:31.400 --> 00:11:33.320]  耶穌沒有復活的證據的時候
[00:11:33.320 --> 00:11:35.720]  整個基督教就會垮臺
[00:11:35.720 --> 00:11:37.720]  就會垮臺
[00:11:37.720 --> 00:11:39.600]  這個人看到這種情況的時候
[00:11:39.600 --> 00:11:41.120]  真是身體力行
[00:11:41.120 --> 00:11:43.480]  於是用了很多的時間
[00:11:43.480 --> 00:11:45.800]  環遊世界 蒐集資料
[00:11:45.800 --> 00:11:47.880]  做很多的研究
[00:11:47.880 --> 00:11:50.800]  有人說他用了七百多個小時
[00:11:50.800 --> 00:11:52.080]  徹底的研究
[00:11:52.080 --> 00:11:54.880]  耶穌基督到底有沒有復活
[00:11:54.880 --> 00:11:57.720]  這件這樣的事
[00:11:57.720 --> 00:11:59.600]  結果經過這麼多的研究
[00:11:59.600 --> 00:12:01.200]  不可以拍拍手走人的
[00:12:01.200 --> 00:12:02.920]  於是寫了一本書
[00:12:02.920 --> 00:12:07.400]  這本書叫做《鐵證代判》
[00:12:07.400 --> 00:12:09.240]  在序言裏面怎麼說呢
[00:12:09.240 --> 00:12:11.360]  在introduction裏面怎麼說呢
[00:12:11.360 --> 00:12:14.040]  我們看看introduction的其中一段
[00:12:14.040 --> 00:12:17.920]  他說我最後終於下了一個這樣的結論
[00:12:17.920 --> 00:12:19.080]  耶穌的復活
[00:12:19.080 --> 00:12:20.880]  如果不是最邪惡
[00:12:20.880 --> 00:12:22.200]  最惡毒
[00:12:22.200 --> 00:12:24.560]  最無情的一個騙局
[00:12:24.560 --> 00:12:27.760]  企圖欺騙矇蔽人類的思想
[00:12:27.760 --> 00:12:29.280]  那麼
[00:12:29.280 --> 00:12:36.200]  他就是歷史上所發生過最奇妙的一件事
[00:12:36.200 --> 00:12:38.160]  這個George McDowell
[00:12:38.160 --> 00:12:39.440]  經過這麼多研究之後
[00:12:39.440 --> 00:12:43.240]  寫了一本書《鐵證代判》
[00:12:43.240 --> 00:12:45.080]  然後他自己成爲了一個基督徒
[00:12:45.080 --> 00:12:47.200]  不單單成爲了一個普通的基督徒
[00:12:47.200 --> 00:12:50.280]  他成爲了一個基督教的護教學者
[00:12:50.280 --> 00:12:52.560]  特別是在大學校園裏面
[00:12:52.560 --> 00:12:55.400]  做很多福音的工作
[00:12:55.400 --> 00:12:58.640]  他首先參加的就是校園傳道會
[00:12:58.640 --> 00:13:03.080]  幫人辯證信仰辯證福音
[00:13:03.080 --> 00:13:08.360]  因爲耶穌真的已經從死裏復活
[00:13:08.360 --> 00:13:11.160]  只有耶穌真的從死裏復活
[00:13:11.160 --> 00:13:13.200]  剛纔所講的聖經纔會make sense
[00:13:13.200 --> 00:13:16.120]  他纔可以再來接我們到天父那裏去
[00:13:16.120 --> 00:13:18.200]  只有耶穌真的從死裏復活
[00:13:18.200 --> 00:13:20.000]  他才能夠讓我們有信心
[00:13:20.000 --> 00:13:21.440]  他有這樣的力量
[00:13:21.440 --> 00:13:22.640]  去拯救我們
[00:13:22.640 --> 00:13:24.520]  和去改變我們的生命
[00:13:24.520 --> 00:13:28.840]  幫助我們去面對人生一切的困難
[00:13:28.840 --> 00:13:31.560]  今天有人認爲
[00:13:31.560 --> 00:13:35.320]  所有的宗教都只不過是引人去神那裏
[00:13:35.320 --> 00:13:37.680]  所以你信哪個宗教都無所謂的
[00:13:37.680 --> 00:13:39.840]  萬佛歸宗嘛
[00:13:39.840 --> 00:13:42.440]  剛纔不是說嗎
[00:13:42.440 --> 00:13:44.120]  條條大路通羅馬嘛
[00:13:44.120 --> 00:13:47.320]  聽下去似乎很有道理
[00:13:47.320 --> 00:13:49.480]  但其實就好像我們
[00:13:49.480 --> 00:13:52.160]  知道神高高在上
[00:13:52.160 --> 00:13:54.400]  是一個山頂的巔峯
[00:13:54.400 --> 00:13:56.000]  我們怎麼去到神那裏呢
[00:13:56.000 --> 00:13:59.120]  於是人就用很多不同的路
[00:13:59.120 --> 00:14:01.800]  希望能夠找到神
[00:14:01.800 --> 00:14:05.040]  我們看看這個圖畫
[00:14:05.040 --> 00:14:06.480]  哇 這個高山
[00:14:06.480 --> 00:14:09.480]  山頂尖尖的 啊 神在那裏了
[00:14:09.480 --> 00:14:11.760]  很多條路 A B C D E F
[00:14:11.760 --> 00:14:12.640]  都可以上去的
[00:14:12.640 --> 00:14:14.040]  所以你走哪條路都無所謂
[00:14:14.040 --> 00:14:15.360]  你信什麼都不要緊
[00:14:15.360 --> 00:14:17.640]  總之去到頂就可以了
[00:14:17.640 --> 00:14:19.880]  所以我們應該彼此尊重
[00:14:19.880 --> 00:14:23.400]  任何宗教都OK的
[00:14:23.400 --> 00:14:25.760]  不過當你這麼說的時候呢
[00:14:25.760 --> 00:14:27.880]  第一 我們要小心
[00:14:27.880 --> 00:14:30.640]  這是一個人的看法
[00:14:30.640 --> 00:14:31.560]  第二呢
[00:14:31.560 --> 00:14:32.440]  我做牧師這麼久
[00:14:32.440 --> 00:14:34.360]  大家見你的朋友同事這麼久
[00:14:34.360 --> 00:14:36.520]  當你聽到他這麼說的時候
[00:14:36.520 --> 00:14:40.240]  這些人有沒有找到自己的路上山呢
[00:14:40.240 --> 00:14:43.600]  通常他們用這個話來耍你
[00:14:43.600 --> 00:14:45.440]  十之八九其實呢
[00:14:45.440 --> 00:14:46.880]  他們用這個做藉口
[00:14:46.880 --> 00:14:48.880]  他們根本就沒有興趣
[00:14:48.880 --> 00:14:51.320]  去找哪條路上山
[00:14:51.320 --> 00:14:53.280]  Am I correct
[00:14:53.280 --> 00:14:56.360]  甚至我們以前也用過這個藉口
[00:14:56.360 --> 00:15:01.960]  那你有沒有好好去找條路上山呢
[00:15:01.960 --> 00:15:05.000]  事實上呢 如果你用這個作爲例子的話
[00:15:05.000 --> 00:15:06.640]  大家有沒有去過露營啊
[00:15:06.640 --> 00:15:08.440]  有沒有去過行山啊
[00:15:08.440 --> 00:15:09.960]  有沒有人試過啊
[00:15:09.960 --> 00:15:11.520]  有沒有啊 有
[00:15:11.520 --> 00:15:13.800]  當你走在山裏面的時候
[00:15:13.800 --> 00:15:14.840]  你拿着地圖也好
[00:15:14.840 --> 00:15:16.120]  那條路怎麼走啊
[00:15:16.120 --> 00:15:18.200]  會不會迷路啊
[00:15:18.200 --> 00:15:20.240]  其實很可怕的
[00:15:20.240 --> 00:15:22.040]  現在遠遠看就很漂亮
[00:15:22.040 --> 00:15:24.000]  當你真的走在山裏面的時候
[00:15:24.000 --> 00:15:26.960]  你好像走進了一個迷宮裏面
[00:15:26.960 --> 00:15:28.320]  大家有沒有玩過迷宮遊戲啊
[00:15:28.320 --> 00:15:31.200]  我們小時候在一個迷宮裏面
[00:15:31.200 --> 00:15:33.400]  有很多個入口的
[00:15:33.400 --> 00:15:35.280]  不過每個入口
[00:15:35.280 --> 00:15:36.960]  走着走着變成盡頭的
[00:15:36.960 --> 00:15:39.520]  只有一條路
[00:15:39.520 --> 00:15:41.240]  可以通到山頂
[00:15:41.240 --> 00:15:42.520]  只有一條路
[00:15:42.520 --> 00:15:44.280]  可以走出這個迷宮
[00:15:44.280 --> 00:15:45.440]  只有一條路
[00:15:45.440 --> 00:15:51.040]  可以讓你進入一個新的天地裏面
[00:15:51.040 --> 00:15:52.120]  當然
[00:15:52.120 --> 00:15:54.480]  人就很喜歡自己有選擇的
[00:15:54.480 --> 00:15:55.920]  你可以選擇
[00:15:55.920 --> 00:15:57.200]  從哪個入口進去
[00:15:57.200 --> 00:15:58.160]  OK
[00:15:58.160 --> 00:16:01.000]  但是能夠像George McDowell
[00:16:01.000 --> 00:16:03.920]  這樣找到這個
[00:16:03.920 --> 00:16:05.360]  通路的入口
[00:16:05.360 --> 00:16:08.200]  可以直去到神那裏的呢
[00:16:08.200 --> 00:16:09.720]  很少數
[00:16:09.720 --> 00:16:12.200]  你聽過樑英成博士講他的見證
[00:16:12.200 --> 00:16:13.640]  他讀哲學的嘛
[00:16:13.640 --> 00:16:15.080]  他做宗教比較的嘛
[00:16:15.080 --> 00:16:16.840]  研究了所有五大宗教之後
[00:16:16.840 --> 00:16:20.000]  哦 基督教是最值得我們信的信仰
[00:16:20.000 --> 00:16:24.440]  有多少個人可以像他這樣去研究呢
[00:16:24.440 --> 00:16:25.680]  那不就很糟糕咯
[00:16:25.680 --> 00:16:27.400]  這麼多條路 走哪條路啊
[00:16:27.400 --> 00:16:30.240]  我怎麼選啊
[00:16:30.240 --> 00:16:32.080]  所以我告訴你們
[00:16:32.080 --> 00:16:33.520]  基督教的信仰呢
[00:16:33.520 --> 00:16:36.040]  和其他信仰不同的地方是什麼呢
[00:16:36.040 --> 00:16:39.760]  基督教的信仰是一個啓示的信仰
[00:16:39.760 --> 00:16:41.160]  什麼叫做啓示的信仰呢
[00:16:41.160 --> 00:16:42.840]  神愛我們每一個
[00:16:42.840 --> 00:16:44.360]  神有恩典有慈愛
[00:16:44.360 --> 00:16:45.760]  祂知道我們怎麼去摸
[00:16:45.760 --> 00:16:47.720]  可能摸不到上山頂
[00:16:47.720 --> 00:16:49.440]  可能入口經常入錯
[00:16:49.440 --> 00:16:53.600]  走到的時候 走着走着就去不了了
[00:16:53.600 --> 00:16:56.640]  因爲我們人有很多的軟弱和限制
[00:16:56.640 --> 00:16:57.840]  所以神呢
[00:16:57.840 --> 00:16:58.880]  因爲祂愛我們
[00:16:58.880 --> 00:17:03.320]  從猜猜祂的獨子耶穌來到我們的當中
[00:17:03.320 --> 00:17:05.240]  住在我們的裏面
[00:17:05.240 --> 00:17:08.520]  告訴我們這條路應該怎麼走
[00:17:08.520 --> 00:17:13.000]  告訴我們祂就是那一條道路
[00:17:13.000 --> 00:17:16.760]  祂可以帶領我們去到神的身邊
[00:17:16.760 --> 00:17:20.560]  因爲耶穌就是真理的本身
[00:17:20.560 --> 00:17:22.560]  耶穌就是生命的源頭
[00:17:22.560 --> 00:17:23.920]  爲什麼祂是那條路呢
[00:17:23.920 --> 00:17:26.880]  因爲祂本身就是真理
[00:17:26.880 --> 00:17:29.480]  耶穌不單單就是那條路
[00:17:29.480 --> 00:17:32.160]  因爲祂就是真理的本身
[00:17:32.160 --> 00:17:33.400]  聖經說
[00:17:33.400 --> 00:17:34.120]  大家很熟悉的
[00:17:34.120 --> 00:17:36.000]  《約翰福音》第一章第一到第三節
[00:17:36.000 --> 00:17:40.680]  「太初有道 道與神同在 道就是神」
