
[00:00:00.000 --> 00:00:03.000]  當我想到我要講道的時候
[00:02:33.000 --> 00:02:35.000]  是一個割據的時代
[00:02:35.000 --> 00:02:38.000]  是一個很分裂
[00:02:38.000 --> 00:02:39.000]  大家在這裡
[00:02:39.000 --> 00:02:41.000]  是一個部落的時代
[00:02:41.000 --> 00:02:42.000]  可以這麼說
[00:02:42.000 --> 00:02:46.000]  現在呢
[00:02:47.000 --> 00:02:50.000]  現在是一個後權威時代
[00:02:50.000 --> 00:02:53.000]  二十世紀
[00:02:53.000 --> 00:02:56.000]  是一個否定權威的時代
[00:02:56.000 --> 00:02:58.000]  你不代表我
[00:02:58.000 --> 00:03:00.000]  誰也不代表我
[00:03:00.000 --> 00:03:01.000]  是不是
[00:03:01.000 --> 00:03:03.000]  現在
[00:03:03.000 --> 00:03:07.000]  作為一個有領導位置的人
[00:03:07.000 --> 00:03:09.000]  上至特首
[00:03:09.000 --> 00:03:12.000]  下至校長
[00:03:12.000 --> 00:03:13.000]  再下一點
[00:03:13.000 --> 00:03:14.000]  校長
[00:03:14.000 --> 00:03:15.000]  做官的
[00:03:15.000 --> 00:03:16.000]  一路下去
[00:03:17.000 --> 00:03:18.000]  包括唐主任
[00:03:18.000 --> 00:03:23.000]  不一定聽你說的
[00:03:23.000 --> 00:03:28.000]  坐在權威的位置
[00:03:28.000 --> 00:03:29.000]  即是領導的位置
[00:03:29.000 --> 00:03:31.000]  要去負責的位置的人
[00:03:31.000 --> 00:03:32.000]  其實是很難做的
[00:03:32.000 --> 00:03:35.000]  經常都被挑戰的
[00:03:35.000 --> 00:03:38.000]  我們不單止不服從權威
[00:03:38.000 --> 00:03:39.000]  我們也不服從傳統
[00:03:39.000 --> 00:03:41.000]  也不服從秩序
[00:03:41.000 --> 00:03:45.000]  這是一個秩序瓦解的時代
[00:03:46.000 --> 00:03:48.000]  是一個道德受挑戰的時代
[00:03:48.000 --> 00:03:50.000]  我們整個社會
[00:03:50.000 --> 00:03:52.000]  整體性來說
[00:03:52.000 --> 00:03:58.000]  是一個失去秩序的時代
[00:03:58.000 --> 00:04:02.000]  這是一個現象的描述
[00:04:02.000 --> 00:04:05.000]  這是一個後權威時代
[00:04:05.000 --> 00:04:11.000]  各人任意而行
[00:04:11.000 --> 00:04:14.000]  想怎樣就怎樣
[00:04:14.000 --> 00:04:15.000]  是不是
[00:04:16.000 --> 00:04:17.000]  在這個時代
[00:04:17.000 --> 00:04:20.000]  在前權威時代
[00:04:20.000 --> 00:04:23.000]  上帝呼召基顛
[00:04:23.000 --> 00:04:26.000]  要他出來帶領以色列人
[00:04:26.000 --> 00:04:31.000]  在後權威時代
[00:04:31.000 --> 00:04:35.000]  上帝仍然是要做一些事
[00:04:35.000 --> 00:04:38.000]  讓我們能夠有一個安穩的環境
[00:04:38.000 --> 00:04:41.000]  在這樣的處境當中
[00:04:41.000 --> 00:04:44.000]  就是以斯記的處境當中
[00:04:44.000 --> 00:04:45.000]  一個很現實的處境
[00:04:47.000 --> 00:04:53.000]  就是很多殺戮
[00:04:53.000 --> 00:04:57.000]  很多不平安
[00:04:57.000 --> 00:05:00.000]  很多混亂
[00:05:00.000 --> 00:05:01.000]  很多爭鬥
[00:05:01.000 --> 00:05:09.000]  上帝仍然呼召基顛
[00:05:09.000 --> 00:05:11.000]  呼召時事
[00:05:11.000 --> 00:05:15.000]  基顛仍然捉一座壇
[00:05:16.000 --> 00:05:17.000]  叫耶和華沙龍
[00:05:17.000 --> 00:05:21.000]  如果以斯記是一個處境
[00:05:21.000 --> 00:05:24.000]  這個壇就是一個願景
[00:05:24.000 --> 00:05:27.000]  大家要知道什麼是處境
[00:05:27.000 --> 00:05:28.000]  什麼是願景
[00:05:28.000 --> 00:05:31.000]  我們現在在一個
[00:05:31.000 --> 00:05:33.000]  實際沒有秩序的處境
[00:05:33.000 --> 00:05:36.000]  但我們要有一個願景
[00:05:36.000 --> 00:05:40.000]  就是我們怎樣可以建立秩序
[00:05:40.000 --> 00:05:42.000]  和把握到平安
[00:05:45.000 --> 00:05:47.000]  沙龍有三重的意思
[00:05:47.000 --> 00:05:50.000]  第一重的意思就是
[00:05:50.000 --> 00:05:52.000]  心裏面沒有恐懼
[00:05:52.000 --> 00:05:55.000]  裏面不害怕
[00:05:55.000 --> 00:05:58.000]  這件事的聲明一開始這樣說
[00:05:58.000 --> 00:06:03.000]  安心吧 不要怕 你不會死
[00:06:03.000 --> 00:06:07.000]  基顛害怕
[00:06:07.000 --> 00:06:09.000]  因為在以斯人的處境當中
[00:06:09.000 --> 00:06:11.000]  見到神是一件很可怕的事
[00:06:11.000 --> 00:06:14.000]  不行
[00:06:15.000 --> 00:06:16.000]  這個天使跟他說話
[00:06:16.000 --> 00:06:17.000]  我對他說
[00:06:17.000 --> 00:06:19.000]  安心吧 不要怕 你不會死
[00:06:19.000 --> 00:06:23.000]  平安是很重要的一個心理元素
[00:06:23.000 --> 00:06:27.000]  我答應了來元朗堂
[00:06:27.000 --> 00:06:31.000]  我其實退任或退休的消息
[00:06:31.000 --> 00:06:33.000]  已經被我的朋友知道了
[00:06:33.000 --> 00:06:35.000]  一年前都知道了
[00:06:35.000 --> 00:06:37.000]  突然間我發訊息給他們
[00:06:37.000 --> 00:06:40.000]  說我來元朗堂
[00:06:40.000 --> 00:06:42.000]  那些人就很奇怪 回覆我
[00:06:43.000 --> 00:06:47.000]  我記得我跟一班人說的時候
[00:06:47.000 --> 00:06:52.000]  有些人用一種很憂愁的眼光看著我
[00:06:52.000 --> 00:06:54.000]  然後就說
[00:06:54.000 --> 00:06:56.000]  你怎麼這麼傻
[00:06:56.000 --> 00:07:00.000]  是真的
[00:07:00.000 --> 00:07:02.000]  有些人問我
[00:07:02.000 --> 00:07:04.000]  元朗堂你認識多少人
[00:07:04.000 --> 00:07:06.000]  我說我基本上不認識
[00:07:06.000 --> 00:07:09.000]  你害不害怕
[00:07:12.000 --> 00:07:13.000]  我跟大家說
[00:07:13.000 --> 00:07:15.000]  我真的不害怕
[00:07:15.000 --> 00:07:18.000]  不害怕不是因為我大膽
[00:07:18.000 --> 00:07:21.000]  是因為我心裏面有平安
[00:07:21.000 --> 00:07:27.000]  我在跟教會的長輩聊天的時候
[00:07:27.000 --> 00:07:29.000]  或者我跟一些人聊天的時候
[00:07:29.000 --> 00:07:32.000]  我做這個選擇其實是根據三個原則
[00:07:32.000 --> 00:07:35.000]  最後一個原則就是
[00:07:35.000 --> 00:07:38.000]  我心裏面有平安
[00:07:41.000 --> 00:07:44.000]  安心吧 不要怕 你不會死
[00:07:44.000 --> 00:07:50.000]  我相信大家也一定會建立一個好的關係
[00:07:50.000 --> 00:07:52.000]  剛才我在外面進來的時候
[00:07:52.000 --> 00:07:54.000]  弟兄姊妹開始跟我開玩笑
[00:07:54.000 --> 00:07:56.000]  有一個接待的男弟兄就說
[00:07:56.000 --> 00:07:58.000]  你不用怕 如果有人欺負你你告訴我
[00:07:58.000 --> 00:08:00.000]  很感謝他
[00:08:00.000 --> 00:08:02.000]  我暫時不開名字
[00:08:02.000 --> 00:08:06.000]  我相信這裡也是一個追求平安的地方
[00:08:06.000 --> 00:08:09.000]  內心沒有擔憂和恐懼
[00:08:10.000 --> 00:08:12.000]  可以安然躺下睡覺
[00:08:12.000 --> 00:08:15.000]  行個死任的幽谷也不怕遭殃
[00:08:15.000 --> 00:08:18.000]  平安是一個相當重要的心理質素
[00:08:18.000 --> 00:08:21.000]  現代人有很多人是沒有平安的
[00:08:21.000 --> 00:08:23.000]  睡很漂亮的床住很漂亮的屋
[00:08:23.000 --> 00:08:25.000]  不過心裏面沒有平安
[00:08:25.000 --> 00:08:32.000]  我們需要締造一個平安的心靈
[00:08:32.000 --> 00:08:36.000]  外面沒有爭執和戰鬥
[00:08:38.000 --> 00:08:40.000]  我們現在香港的社會就知道
[00:08:40.000 --> 00:08:43.000]  爭執和戰鬥其實是存在的
[00:08:43.000 --> 00:08:46.000]  我們也很想可以早一點
[00:08:46.000 --> 00:08:49.000]  可以平息這些爭執和戰鬥
[00:08:49.000 --> 00:08:51.000]  為那成求平安
[00:08:51.000 --> 00:08:53.000]  耶利畢書說的
[00:08:53.000 --> 00:08:56.000]  和睦同居是聖經教我們需求的
[00:08:56.000 --> 00:09:00.000]  在一個社會 在一個工作的環境
[00:09:00.000 --> 00:09:02.000]  在一個教會裏面
[00:09:03.000 --> 00:09:08.000]  可以締造一種外面沒有爭執和戰鬥
[00:09:08.000 --> 00:09:14.000]  第三方面就是環境沒有危險傷害
[00:09:14.000 --> 00:09:19.000]  白日太陽黑夜月亮都不相離
[00:09:19.000 --> 00:09:23.000]  我們需要有一個好的自然環境
[00:09:23.000 --> 00:09:26.000]  或者周邊的環境對我們沒有傷害
[00:09:26.000 --> 00:09:28.000]  那我們就平安
[00:09:28.000 --> 00:09:30.000]  不用怕地震不用怕自然的災害
[00:09:30.000 --> 00:09:32.000]  不用怕有人來仇害我們
[00:09:33.000 --> 00:09:35.000]  我們也心裏面有平安
[00:09:35.000 --> 00:09:38.000]  不會自己去產生一些恐懼出來
[00:09:38.000 --> 00:09:40.000]  這三方面包含了自己
[00:09:40.000 --> 00:09:42.000]  我們自己個人
[00:09:42.000 --> 00:09:44.000]  平安是要自己去締造的
[00:09:44.000 --> 00:09:47.000]  不是別人幫你做出來的
[00:09:47.000 --> 00:09:49.000]  有些人說你不用怕不用怕
[00:09:49.000 --> 00:09:51.000]  但始終他也是害怕
[00:09:51.000 --> 00:09:54.000]  因為他自己裏面沒有辦法產生平安
[00:09:54.000 --> 00:09:56.000]  是自己嚇自己的
[00:09:56.000 --> 00:09:59.000]  是要別人
[00:09:59.000 --> 00:10:02.000]  和別人有關係的
[00:10:03.000 --> 00:10:04.000]  我們不可以周圍樹敵
[00:10:04.000 --> 00:10:07.000]  然後就說很多人欺負我
[00:10:07.000 --> 00:10:10.000]  你也是要建立和諧的關係
[00:10:10.000 --> 00:10:12.000]  你才能獲得到平安
[00:10:12.000 --> 00:10:14.000]  你也要環境
[00:10:14.000 --> 00:10:16.000]  我們也要看好環境
[00:10:16.000 --> 00:10:18.000]  這三方面我們可以說是和自己
[00:10:18.000 --> 00:10:20.000]  和別人和上帝有關係
[00:10:20.000 --> 00:10:24.000]  剛才也說過我和遠目的工作有關係
[00:10:24.000 --> 00:10:28.000]  今天我就用兩個在遠目工作裏面
[00:10:29.000 --> 00:10:33.000]  我聽到的一些見解和大家分享
[00:10:33.000 --> 00:10:39.000]  三年前我們開了一個研討會
[00:10:39.000 --> 00:10:43.000]  是講到平安的
[00:10:43.000 --> 00:10:48.000]  關聖堂神父天主教有一個很重要的神父
[00:10:48.000 --> 00:10:50.000]  他就說了四點
[00:10:50.000 --> 00:10:52.000]  我當時就抄下了
[00:10:52.000 --> 00:10:54.000]  今天就有用了
[00:10:55.000 --> 00:10:59.000]  我們分享希臘人的解釋就是合奏
[00:10:59.000 --> 00:11:01.000]  大家一起合奏
[00:11:01.000 --> 00:11:03.000]  好像一個樂隊合奏
[00:11:03.000 --> 00:11:05.000]  剛才詩班在那裏唱詩歌
[00:11:05.000 --> 00:11:07.000]  是合奏,一起合唱
[00:11:07.000 --> 00:11:09.000]  如果再加上樂器的話
[00:11:09.000 --> 00:11:11.000]  它就更加豐滿了
[00:11:11.000 --> 00:11:13.000]  但是更豐滿的音樂
[00:11:13.000 --> 00:11:15.000]  它更加需要合作
[00:11:15.000 --> 00:11:17.000]  它要的拍子要對
[00:11:17.000 --> 00:11:19.000]  節奏要對
[00:11:19.000 --> 00:11:21.000]  音部要對
[00:11:21.000 --> 00:11:23.000]  我有一次在很久之前
[00:11:24.000 --> 00:11:26.000]  詩班結束之後就去檢討
[00:11:26.000 --> 00:11:29.000]  檢討的時候就發覺氣氛不太好
[00:11:29.000 --> 00:11:31.000]  因為那天的演出實在太差
[00:11:31.000 --> 00:11:33.000]  大家都舔起臉
[00:11:33.000 --> 00:11:35.000]  我就坐在那裏聽
[00:11:35.000 --> 00:11:37.000]  因為我不是詩班長
[00:11:37.000 --> 00:11:39.000]  我只是一個牧師連席坐在那裏聽
[00:11:39.000 --> 00:11:41.000]  於是就你指責我,我指責你
[00:11:41.000 --> 00:11:43.000]  這個就說你特音,那個就說他扮了
[00:11:43.000 --> 00:11:45.000]  於是就在那裏吵吵吵了一輪
[00:11:45.000 --> 00:11:47.000]  氣氛非常之差
[00:11:47.000 --> 00:11:50.000]  我在那裏聽的時候發生了什麼事呢
[00:11:50.000 --> 00:11:53.000]  我得到一個結論
[00:11:54.000 --> 00:12:00.000]  就是水準太低,練習太少
[00:12:00.000 --> 00:12:04.000]  對不對
[00:12:04.000 --> 00:12:07.000]  一隊詩班,一隊合奏的樂隊
[00:12:07.000 --> 00:12:09.000]  要大家有一個水準才行
[00:12:09.000 --> 00:12:11.000]  你沒有水準是夾不到的
[00:12:11.000 --> 00:12:15.000]  你掌握不到演繹的技巧
[00:12:15.000 --> 00:12:18.000]  第二,你要練習
[00:12:18.000 --> 00:12:21.000]  練習就是將大家磨合
[00:12:21.000 --> 00:12:23.000]  所以怎樣才可以合奏呢
[00:12:24.000 --> 00:12:26.000]  我們需要我們的水準可以提升
[00:12:26.000 --> 00:12:28.000]  然後我們也需要練習
[00:12:28.000 --> 00:12:30.000]  作為一個教會員
[00:12:30.000 --> 00:12:34.000]  我們要合奏一首好的屬靈的歌曲
[00:12:34.000 --> 00:12:39.000]  我們本身自己的水平都要提高
[00:12:39.000 --> 00:12:42.000]  否則沒有辦法
[00:12:42.000 --> 00:12:46.000]  可以締造到一首和諧的生命的樂曲
[00:12:46.000 --> 00:12:49.000]  要尊重和諧
[00:12:49.000 --> 00:12:52.000]  拉丁人說的Salum
[00:12:53.000 --> 00:12:54.000]  就是談判
[00:12:54.000 --> 00:12:56.000]  很奇怪
[00:12:56.000 --> 00:12:58.000]  原來談判說數
[00:12:58.000 --> 00:13:01.000]  都是和和諧有關係的
[00:13:01.000 --> 00:13:04.000]  今天我們叫做Win-Win
[00:13:04.000 --> 00:13:06.000]  是不是
[00:13:06.000 --> 00:13:08.000]  說完之後
[00:13:08.000 --> 00:13:12.000]  是可以和平收場的
[00:13:12.000 --> 00:13:16.000]  現在香港正在進行一個很大的談判
[00:13:16.000 --> 00:13:20.000]  這個談判的結果是要什麼呢
[00:13:22.000 --> 00:13:23.000]  要和平
[00:13:23.000 --> 00:13:25.000]  不是我要消滅你
[00:13:25.000 --> 00:13:27.000]  或者你要消滅我
[00:13:27.000 --> 00:13:33.000]  和平是由談判得來的
[00:13:33.000 --> 00:13:35.000]  是互惠共贏
[00:13:35.000 --> 00:13:39.000]  是要懂得讓步
[00:13:39.000 --> 00:13:43.000]  希伯來人
[00:13:43.000 --> 00:13:45.000]  怎樣去看Salum
[00:13:45.000 --> 00:13:48.000]  就是破鏡重圓
[00:13:48.000 --> 00:13:50.000]  打爛了鏡子
[00:13:51.000 --> 00:13:52.000]  關係破裂了
[00:13:52.000 --> 00:13:54.000]  撕裂了
[00:13:54.000 --> 00:13:56.000]  要復修
[00:13:56.000 --> 00:14:00.000]  佔中就產生了一個新的字
[00:14:00.000 --> 00:14:02.000]  Unfriend
[00:14:02.000 --> 00:14:04.000]  有沒有用過
[00:14:04.000 --> 00:14:06.000]  我不friend你
[00:14:06.000 --> 00:14:10.000]  在Facebook裡面
[00:14:10.000 --> 00:14:12.000]  看到不喜歡
[00:14:12.000 --> 00:14:14.000]  你罵我我罵你
[00:14:14.000 --> 00:14:16.000]  是一個很普遍的現象
[00:14:18.000 --> 00:14:21.000]  有些年長的人可能不知道
[00:14:21.000 --> 00:14:24.000]  外面真的通街都是玻璃
[00:14:24.000 --> 00:14:26.000]  有些家人翻臉
[00:14:26.000 --> 00:14:28.000]  朋友翻臉
[00:14:28.000 --> 00:14:30.000]  我作為一個牧師
[00:14:30.000 --> 00:14:33.000]  包括我自己的身份
[00:14:33.000 --> 00:14:35.000]  我自己的心態
[00:14:35.000 --> 00:14:38.000]  基本上是保持一個中立
[00:14:38.000 --> 00:14:40.000]  去分析左右的事情
[00:14:40.000 --> 00:14:43.000]  我也有自己的見解
[00:14:43.000 --> 00:14:46.000]  但我不特別去表達我的見解
[00:14:47.000 --> 00:14:48.000]  有幾次
[00:14:48.000 --> 00:14:50.000]  是很想在報紙上
[00:14:50.000 --> 00:14:52.000]  發表我自己的見解
[00:14:52.000 --> 00:14:54.000]  但我都收了筆不寫
[00:14:54.000 --> 00:15:00.000]  因為當我這樣公開表達的時候
[00:15:00.000 --> 00:15:02.000]  就不是代表我一個人的意見
[00:15:02.000 --> 00:15:04.000]  其實是代表了一種態度
[00:15:04.000 --> 00:15:06.000]  一種立場
[00:15:06.000 --> 00:15:09.000]  有很多
[00:15:09.000 --> 00:15:11.000]  有些教會簡直是撕裂
[00:15:11.000 --> 00:15:13.000]  有一次有人告訴我
[00:15:13.000 --> 00:15:15.000]  某某教會一群人走了
[00:15:17.000 --> 00:15:19.000]  在市區裏面有些教會的確是發生
[00:15:19.000 --> 00:15:22.000]  整個地都是玻璃
[00:15:22.000 --> 00:15:24.000]  關係撕裂得很嚴重
[00:15:24.000 --> 00:15:26.000]  其實這是社會大問題
[00:15:26.000 --> 00:15:29.000]  還有很多小問題都會產生
[00:15:29.000 --> 00:15:32.000]  我們的關係經常都受到考驗
[00:15:32.000 --> 00:15:36.000]  怎樣去重建那個關係是很重要
[00:15:36.000 --> 00:15:39.000]  希伯來人說是破鏡重圓
[00:15:39.000 --> 00:15:41.000]  日耳曼人
[00:15:41.000 --> 00:15:43.000]  即是德國人
[00:15:43.000 --> 00:15:45.000]  愛與自由
[00:15:46.000 --> 00:15:47.000]  愛與自由是一句話
[00:15:47.000 --> 00:15:49.000]  是積極的創造
[00:15:49.000 --> 00:15:52.000]  不是你在等它出現
[00:15:52.000 --> 00:15:54.000]  你要創造它出來
[00:15:54.000 --> 00:15:57.000]  愛與自由是一個美好的新世界
[00:15:57.000 --> 00:15:59.000]  是我們大家一起去經歷
[00:15:59.000 --> 00:16:01.000]  去做它出來的
[00:16:01.000 --> 00:16:04.000]  這四樣東西加起來就是
[00:16:04.000 --> 00:16:07.000]  合奏、談判、破鏡重圓、愛與自由
[00:16:07.000 --> 00:16:09.000]  這是安祖堂神父
[00:16:09.000 --> 00:16:11.000]  他提出來的一個見解
[00:16:11.000 --> 00:16:13.000]  我覺得有意思
[00:16:16.000 --> 00:16:17.000]  然後就完結了
[00:16:17.000 --> 00:16:19.000]  好像風一陣就吹走了
[00:16:19.000 --> 00:16:24.000]  我們縣務事工今年剛好三十週年
[00:16:24.000 --> 00:16:26.000]  在九月份的時候
[00:16:26.000 --> 00:16:28.000]  我們九一一
[00:16:28.000 --> 00:16:31.000]  大家都記得這個日子
[00:16:31.000 --> 00:16:33.000]  就辦了一個研討會
[00:16:33.000 --> 00:16:36.000]  剛好那天是九一一
[00:16:36.000 --> 00:16:42.000]  我們邀請了台灣的董麟賢博士
[00:16:42.000 --> 00:16:44.000]  他過來跟我們分享
[00:16:45.000 --> 00:16:46.000]  就專題講完了
[00:16:46.000 --> 00:16:49.000]  他提出Shalom有五方面
[00:16:49.000 --> 00:16:56.000]  當然他跟關懷有些關係
[00:16:56.000 --> 00:16:59.000]  他提出Shalom有五方面
[00:16:59.000 --> 00:17:02.000]  第一方面就是與神和好
[00:17:02.000 --> 00:17:05.000]  或者說與神親密
[00:17:05.000 --> 00:17:07.000]  這個是靈方面
[00:17:07.000 --> 00:17:09.000]  屬靈的方面
[00:17:14.000 --> 00:17:15.000]  對於未信主的人來說
[00:17:15.000 --> 00:17:17.000]  就是信主
[00:17:17.000 --> 00:17:19.000]  對於信了主的人來說是什麼呢
[00:17:19.000 --> 00:17:23.000]  就是要建立一個與神好的關係
[00:17:23.000 --> 00:17:26.000]  話說就簡單
[00:17:26.000 --> 00:17:28.000]  做就很難
[00:17:28.000 --> 00:17:30.000]  我們苦心自問
[00:17:30.000 --> 00:17:32.000]  我們與上帝的關係如何呢
[00:17:32.000 --> 00:17:36.000]  是一個很大的問題
[00:17:36.000 --> 00:17:39.000]  我自己的經驗
[00:17:39.000 --> 00:17:42.000]  我有十五年沒有在牧會
[00:17:43.000 --> 00:17:44.000]  做這些工作
[00:17:44.000 --> 00:17:48.000]  但我仍然與很多教會弟兄姊妹保持聯絡
[00:17:48.000 --> 00:17:51.000]  亦都有一些教會弟兄姊妹
[00:17:51.000 --> 00:17:53.000]  不同的教會弟兄姊妹
[00:17:53.000 --> 00:17:55.000]  與我聯絡
[00:17:55.000 --> 00:17:57.000]  有時候他們都會找我
[00:17:57.000 --> 00:17:59.000]  提供一些牧養上的幫忙
[00:17:59.000 --> 00:18:02.000]  其中有一次有人跟我說
[00:18:02.000 --> 00:18:04.000]  林牧師呀
[00:18:04.000 --> 00:18:06.000]  你可不可以每一個月
[00:18:06.000 --> 00:18:08.000]  跟我們開一次小組呢
[00:18:08.000 --> 00:18:11.000]  因為有一班人沒有回教會
[00:18:12.000 --> 00:18:13.000]  這班人是中年人
[00:18:13.000 --> 00:18:15.000]  即是四十多到五十歲
[00:18:15.000 --> 00:18:18.000]  他們回了很多年教會
[00:18:18.000 --> 00:18:20.000]  現在不回了
[00:18:20.000 --> 00:18:24.000]  還有一些呢
[00:18:24.000 --> 00:18:26.000]  現在還在回教會
[00:18:26.000 --> 00:18:28.000]  不過很想不回了
[00:18:28.000 --> 00:18:31.000]  你可不可以來給他們一些熟能的幫助呢
[00:18:31.000 --> 00:18:33.000]  我思考了一段時間後
[00:18:33.000 --> 00:18:35.000]  我就答應他們
[00:18:35.000 --> 00:18:37.000]  有一段時間
[00:18:37.000 --> 00:18:39.000]  每一個月有一天
[00:18:40.000 --> 00:18:42.000]  我們有一間大屋
[00:18:42.000 --> 00:18:44.000]  每一個黃昏
[00:18:44.000 --> 00:18:47.000]  他們會預備一些很好的食物
[00:18:47.000 --> 00:18:49.000]  中產階級通常都吃得很好的
[00:18:49.000 --> 00:18:51.000]  吃完一餐好的食物後
[00:18:51.000 --> 00:18:53.000]  我就說我不只是來吃的
[00:18:53.000 --> 00:18:55.000]  我要來講的
[00:18:55.000 --> 00:18:57.000]  我要來分享的
[00:18:57.000 --> 00:18:59.000]  我自己的體會呢
[00:18:59.000 --> 00:19:02.000]  其實有相當的基督徒
[00:19:02.000 --> 00:19:04.000]  相當多的基督徒
[00:19:04.000 --> 00:19:07.000]  在靈性上是很貧乏的
[00:19:09.000 --> 00:19:10.000]  不滿足的
[00:19:10.000 --> 00:19:15.000]  信仰不紮實的
[00:19:15.000 --> 00:19:19.000]  不足以支撐他們整個的生命和生活
[00:19:19.000 --> 00:19:26.000]  我不知道大家怎麼樣
[00:19:26.000 --> 00:19:30.000]  我只是用一個普遍的現象來講
[00:19:30.000 --> 00:19:36.000]  講平安是和我們的屬靈生命有關係
[00:19:38.000 --> 00:19:40.000]  我們的屬靈生命不妥當
[00:19:40.000 --> 00:19:44.000]  搞多少事情都不會真正有平安
[00:19:44.000 --> 00:19:48.000]  第二方面就是心裡面有平安
[00:19:48.000 --> 00:19:51.000]  靈性和我們的心是有分別的
[00:19:51.000 --> 00:19:56.000]  心裡面
[00:19:56.000 --> 00:19:58.000]  我們的情緒
[00:19:58.000 --> 00:20:02.000]  我們的心靈
[00:20:02.000 --> 00:20:04.000]  感覺到輕鬆
[00:20:04.000 --> 00:20:07.000]  感覺到自然
[00:20:08.000 --> 00:20:09.000]  沒什麼憂慮
[00:20:09.000 --> 00:20:11.000]  有喜樂
[00:20:11.000 --> 00:20:15.000]  大家有沒有
[00:20:15.000 --> 00:20:22.000]  有些人很緊張
[00:20:22.000 --> 00:20:25.000]  沒辦法睡得好
[00:20:25.000 --> 00:20:31.000]  有些人感覺到很拘謹
[00:20:31.000 --> 00:20:37.000]  這種心靈上的從容
