
[00:00:00.000 --> 00:00:05.000]  我們讀一節聖經 在彼得後書第三章第九節
[00:06:55.000 --> 00:06:58.000]  還是你看得見的叫邦奇的地方
[00:06:58.000 --> 00:07:02.000]  是他在那舉行過大型步道會的地方
[00:07:02.000 --> 00:07:04.000]  而在1986的那天晚上
[00:07:04.000 --> 00:07:07.000]  當那天所有的聚會結束之後
[00:07:07.000 --> 00:07:10.000]  他自己回到他的帳篷裡面
[00:07:10.000 --> 00:07:11.000]  坐在帳篷裡面
[00:07:11.000 --> 00:07:14.000]  他就讀到李文斯頓的日記
[00:07:14.000 --> 00:07:17.000]  他發現在一百年前的時候
[00:07:17.000 --> 00:07:21.000]  李文斯頓也就是曾經在他所在的地方
[00:07:21.000 --> 00:07:23.000]  開始步道
[00:07:23.000 --> 00:07:26.000]  在李文斯頓的日記裡面這樣寫的
[00:07:26.000 --> 00:07:31.000]  他說現在可以說是福音的一個黑暗時期
[00:07:31.000 --> 00:07:35.000]  因為無論我怎麼傳都看不見什麼結果
[00:07:35.000 --> 00:07:36.000]  但我相信他說
[00:07:36.000 --> 00:07:38.000]  我相信一百年之後
[00:07:38.000 --> 00:07:40.000]  有神的僕人會來到這裡
[00:07:40.000 --> 00:07:43.000]  他必然會看見極大的豐收
[00:07:43.000 --> 00:07:45.000]  而當他讀到這裡的時候
[00:07:45.000 --> 00:07:47.000]  他眼淚就掉下來
[00:07:47.000 --> 00:07:48.000]  因為這是在一百年之後
[00:07:48.000 --> 00:07:50.000]  他果然是站在這塊
[00:07:50.000 --> 00:07:54.000]  李文斯頓曾經傳過福音的地方
[00:07:54.000 --> 00:07:57.000]  他就聽見主的聲音對他說
[00:07:57.000 --> 00:08:03.000]  你是走在上一代宣教式的血與淚之中
[00:08:03.000 --> 00:08:06.000]  第二點是大使命是有傳承性的
[00:08:06.000 --> 00:08:08.000]  一代又一代
[00:08:08.000 --> 00:08:12.000]  需要順從神的呼召去撒種
[00:08:12.000 --> 00:08:14.000]  甚至你在看不見結果的時候
[00:08:14.000 --> 00:08:17.000]  你要繼續去撒種
[00:08:17.000 --> 00:08:19.000]  一代又一代
[00:08:19.000 --> 00:08:22.000]  也需要順從神的呼召去收割
[00:08:22.000 --> 00:08:25.000]  你說我又沒有撒種幹嘛這麼弄
[00:08:25.000 --> 00:08:26.000]  一代又一代
[00:08:26.000 --> 00:08:29.000]  我們要順從神的呼召去收割
[00:08:29.000 --> 00:08:31.000]  甚至那不是你撒了種
[00:08:31.000 --> 00:08:33.000]  那你要順服神
[00:08:33.000 --> 00:08:36.000]  因為那使命是傳承的
[00:08:36.000 --> 00:08:38.000]  一代再撒種
[00:08:38.000 --> 00:08:39.000]  一代就收割
[00:08:39.000 --> 00:08:43.000]  一代撒種一代收割
[00:08:43.000 --> 00:08:44.000]  你知道今天在教會裡
[00:08:44.000 --> 00:08:46.000]  我們常常有一種錯誤的觀念
[00:08:46.000 --> 00:08:51.000]  錯誤以為宣教只是一些宣教式的工作
[00:08:51.000 --> 00:08:54.000]  宣教只是宣教機構的工作
[00:08:54.000 --> 00:08:56.000]  我們今天是本地的教會
[00:08:56.000 --> 00:08:59.000]  好像不需要太多參與
[00:08:59.000 --> 00:09:01.000]  其實你錯了
[00:09:01.000 --> 00:09:03.000]  我們看聖經講得很清楚
[00:09:03.000 --> 00:09:07.000]  教會乃是基督的身體
[00:09:07.000 --> 00:09:09.000]  這個觀念太重要了
[00:09:09.000 --> 00:09:11.000]  請問身體的功能是什麼
[00:09:11.000 --> 00:09:14.000]  身體就是要做投藥去做他做的事情
[00:09:14.000 --> 00:09:17.000]  如果身體不做投藥他做的事情
[00:09:17.000 --> 00:09:19.000]  那就很麻煩了
[00:09:19.000 --> 00:09:22.000]  身體的功能就是要成就投藥做的事情
[00:09:22.000 --> 00:09:26.000]  同樣的教會是基督的身體
[00:09:26.000 --> 00:09:28.000]  那教會所要做的事情
[00:09:28.000 --> 00:09:31.000]  就是投也是基督要做的事情
[00:09:31.000 --> 00:09:34.000]  而不是我們自己想做的事情
[00:09:34.000 --> 00:09:37.000]  一旦你明白這個真理
[00:09:37.000 --> 00:09:39.000]  你就明白保羅為什麼
[00:09:39.000 --> 00:09:43.000]  在哥林多前書九章十七節說這句話
[00:09:43.000 --> 00:09:44.000]  彌同來你也來
[00:09:44.000 --> 00:09:47.000]  我若甘心做這事就有賞賜
[00:09:47.000 --> 00:09:50.000]  若不甘心責任卻已託付我了
[00:09:50.000 --> 00:09:53.000]  這保羅是講到傳福音的事情
[00:09:53.000 --> 00:09:56.000]  保羅說我若甘心做就有賞賜
[00:09:56.000 --> 00:09:57.000]  若不甘心呢
[00:09:57.000 --> 00:09:59.000]  too bad
[00:09:59.000 --> 00:10:01.000]  責任已經託付了
[00:10:01.000 --> 00:10:05.000]  換說今天不管我們甘心不甘心
[00:10:05.000 --> 00:10:07.000]  不管我們樂意不樂意
[00:10:07.000 --> 00:10:09.000]  或者準備好沒有
[00:10:09.000 --> 00:10:13.000]  這個責任都已經託付給我們了
[00:10:13.000 --> 00:10:16.000]  所以宣教不是一個可有可無的選擇
[00:10:16.000 --> 00:10:17.000]  不是的
[00:10:17.000 --> 00:10:20.000]  好像方便的時候做一下不方便就算
[00:10:20.000 --> 00:10:21.000]  no
[00:10:21.000 --> 00:10:26.000]  宣教是教會無可推諉的責任
[00:10:26.000 --> 00:10:31.000]  跟你媽媽說宣教是教會無可推諉的責任
[00:10:31.000 --> 00:10:36.000]  所以我們要重新尾聲在宣教的使命上
[00:10:36.000 --> 00:10:37.000]  第二
[00:10:37.000 --> 00:10:40.000]  要學習體會神對世人的愛
[00:10:40.000 --> 00:10:46.000]  跟你媽媽說要學習體會神對世人的愛
[00:10:46.000 --> 00:10:47.000]  兩個禮拜之前
[00:10:47.000 --> 00:10:51.000]  我有機會第一次進入到剛果民主共和國
[00:10:51.000 --> 00:10:54.000]  去探望我們的分堂
[00:10:54.000 --> 00:10:58.000]  剛果民主共和國是位在非洲的中部
[00:10:58.000 --> 00:11:02.000]  一向是有非洲的心臟之稱
[00:11:02.000 --> 00:11:03.000]  自從獨立以來
[00:11:03.000 --> 00:11:06.000]  我想我們在新聞上都看過
[00:11:06.000 --> 00:11:10.000]  剛果經歷過兩次剛果大戰
[00:11:10.000 --> 00:11:13.000]  帶來無數人的死傷
[00:11:13.000 --> 00:11:17.000]  百萬人流離失所
[00:11:17.000 --> 00:11:23.000]  大量的人群就湧流到西部的首都金夏沙
[00:11:23.000 --> 00:11:25.000]  目前在金夏沙的人口
[00:11:25.000 --> 00:11:26.000]  你知道有多少人嗎
[00:11:26.000 --> 00:11:29.000]  在這麼一個小小的城市裡面
[00:11:29.000 --> 00:11:31.000]  不是大很大了
[00:11:31.000 --> 00:11:34.000]  就一千七百萬人
[00:11:34.000 --> 00:11:38.000]  我雖然去過非洲很多很多次
[00:11:38.000 --> 00:11:41.000]  可是來到金夏沙我還是
[00:11:41.000 --> 00:11:43.000]  我告訴你一種
[00:11:43.000 --> 00:11:48.000]  你從來沒有感受到的文化衝擊
[00:11:48.000 --> 00:11:51.000]  人實在太多了
[00:11:51.000 --> 00:11:55.000]  你無論走到哪裡都是人貼的人
[00:11:55.000 --> 00:11:57.000]  車貼的車
[00:11:57.000 --> 00:12:04.000]  在馬路上是馬路塞滿了行人汽車
[00:12:04.000 --> 00:12:08.000]  巴士摩托車根本是動彈不得
[00:12:08.000 --> 00:12:09.000]  每天都是如此
[00:12:09.000 --> 00:12:10.000]  早晚都是如此
[00:12:10.000 --> 00:12:14.000]  沒有什麼rush hour
[00:12:14.000 --> 00:12:18.000]  我還記得他們帶我從旅館到教會
[00:12:18.000 --> 00:12:19.000]  不是很遠的距離
[00:12:19.000 --> 00:12:22.000]  開了兩個半鐘頭
[00:12:22.000 --> 00:12:24.000]  所以他們要四點來接我
[00:12:24.000 --> 00:12:25.000]  為什麼四點
[00:12:25.000 --> 00:12:29.000]  他說你待會就知道了
[00:12:29.000 --> 00:12:31.000]  就開始在人太多了
[00:12:31.000 --> 00:12:33.000]  我看到路邊的地攤
[00:12:33.000 --> 00:12:36.000]  我以為就在路邊
[00:12:36.000 --> 00:12:39.000]  我一車子一上了橋一看
[00:12:39.000 --> 00:12:42.000]  那是一片
[00:12:42.000 --> 00:12:45.000]  那簡直不是一整片一望無際
[00:12:45.000 --> 00:12:46.000]  我從來沒有那種感受
[00:12:46.000 --> 00:12:48.000]  什麼叫一望無際
[00:12:48.000 --> 00:12:52.000]  那是一望無際的人跟地攤跟擁擠
[00:12:52.000 --> 00:12:56.000]  人與人之間一點空間都沒有
[00:12:56.000 --> 00:12:59.000]  幾個禮拜之前在金夏沙
[00:12:59.000 --> 00:13:01.000]  發生了一個監獄大暴動
[00:13:01.000 --> 00:13:03.000]  可能你在新聞看過
[00:13:03.000 --> 00:13:06.000]  為什麼在監獄有這個大暴動
[00:13:06.000 --> 00:13:09.000]  我告訴你一個數字你就明白了
[00:13:09.000 --> 00:13:13.000]  因為那個監獄是可以容納一千兩百人的監獄
[00:13:13.000 --> 00:13:17.000]  卻關了一萬兩千人
[00:13:17.000 --> 00:13:23.000]  我告訴你這就是你生活在金夏沙的感覺
[00:13:23.000 --> 00:13:26.000]  一千七百萬人
[00:13:26.000 --> 00:13:29.000]  擁擠在這麼一個城市當中
[00:13:29.000 --> 00:13:33.000]  我每天在那裡經過走過
[00:13:33.000 --> 00:13:35.000]  你幾乎可以在空氣當中
[00:13:35.000 --> 00:13:40.000]  你可以呼吸到一種無助無奈的氣息
[00:13:40.000 --> 00:13:44.000]  因為你真的看不見任何的出路
[00:13:44.000 --> 00:13:49.000]  難怪有人說非洲是一塊被人遺忘的土地
[00:13:49.000 --> 00:13:53.000]  但是溜姐妹今天人會遺忘非洲
[00:13:53.000 --> 00:13:56.000]  這個世界會遺忘非洲
[00:13:56.000 --> 00:14:00.000]  但神卻永遠不會遺忘非洲
[00:14:00.000 --> 00:14:02.000]  這是為什麼神在兩千年前
[00:14:02.000 --> 00:14:06.000]  拆遷祖耶穌就來到這個世界上的原因
[00:14:06.000 --> 00:14:11.000]  想想看從天上來到這個地上
[00:14:11.000 --> 00:14:14.000]  這是很大的文化差距
[00:14:14.000 --> 00:14:16.000]  你沒想到過
[00:14:16.000 --> 00:14:22.000]  你可以想到祖耶穌在天上那種融化的光景
[00:14:22.000 --> 00:14:25.000]  能夠來到這樣一個卑微的世界
[00:14:25.000 --> 00:14:28.000]  你能夠想像祖耶穌走在那些
[00:14:28.000 --> 00:14:34.000]  充滿社會不公義的城市裡面的感覺嗎
[00:14:34.000 --> 00:14:38.000]  你可以想像祖耶穌走在窮鄉僻壤裡面
[00:14:38.000 --> 00:14:43.000]  那種小路那種不方便嗎
[00:14:43.000 --> 00:14:47.000]  光是我們從美國到非洲這樣一個地方
[00:14:47.000 --> 00:14:51.000]  你都覺得很大的不適應
[00:14:51.000 --> 00:14:53.000]  你想想耶穌基督
[00:14:53.000 --> 00:14:57.000]  那不是一個更大的不適應嗎
[00:14:57.000 --> 00:14:58.000]  但雖然是如此
[00:14:58.000 --> 00:15:04.000]  為什麼耶穌基督還是來到這個世界呢
[00:15:04.000 --> 00:15:07.000]  我告訴你沒有別的原因
[00:15:07.000 --> 00:15:12.000]  只因為神深愛世人
[00:15:12.000 --> 00:15:18.000]  是神的愛驅使祂來到這個世界上
[00:15:18.000 --> 00:15:22.000]  要把神的恩典帶給這些需要的人群
[00:15:22.000 --> 00:15:27.000]  甚至祖耶穌為我們的罪被釘死在十字架上
[00:15:27.000 --> 00:15:31.000]  為了將祂的恩典傳給我們
[00:15:31.000 --> 00:15:34.000]  同樣今天當我們領受神的愛的時候
[00:15:34.000 --> 00:15:36.000]  當我們領受神這樣恩典的時候
[00:15:36.000 --> 00:15:40.000]  我們豈不也應當把祂的愛
[00:15:40.000 --> 00:15:44.000]  去跟這個世界有需要的人去分享呢
[00:15:44.000 --> 00:15:49.000]  唯有神的愛能夠幫助我們體恤
[00:15:49.000 --> 00:15:53.000]  這些被遺忘的人群的需要
[00:15:53.000 --> 00:15:56.000]  也只有神的愛能夠幫助我們
[00:15:56.000 --> 00:15:59.000]  能夠明白這個世界的需求
[00:15:59.000 --> 00:16:02.000]  事實上也只有神的愛
[00:16:02.000 --> 00:16:03.000]  能夠幫助我們去愛戀
[00:16:03.000 --> 00:16:08.000]  甚至那些抵擋基督的族群
[00:16:08.000 --> 00:16:13.000]  我就特別想到回教的世界的需要
[00:16:13.000 --> 00:16:16.000]  你知道很多時候我們想到回教徒的時候
[00:16:16.000 --> 00:16:19.000]  我們就想到都是恐怖份子嗎 不是嗎
[00:16:19.000 --> 00:16:23.000]  但事實上今天在回教徒的心靈世界
[00:16:23.000 --> 00:16:27.000]  是個很大的被愛的需要的
[00:16:27.000 --> 00:16:30.000]  如果你想明白回教
[00:16:30.000 --> 00:16:35.000]  你一定要明白回教裡面的心靈世界
[00:16:35.000 --> 00:16:37.000]  當年亞伯拉罕
[00:16:37.000 --> 00:16:41.000]  因為等不及神的應許實現
[00:16:41.000 --> 00:16:46.000]  他就娶了他的妻子的卑女夏甲為妻
[00:16:46.000 --> 00:16:48.000]  夏甲為他生了一個兒子
[00:16:48.000 --> 00:16:49.000]  取名叫以史瑪麗
[00:16:49.000 --> 00:16:53.000]  就是今天阿拉伯人的祖先
[00:16:53.000 --> 00:16:55.000]  可是等到後來
[00:16:55.000 --> 00:16:57.000]  亞伯拉罕的妻子薩拉
[00:16:57.000 --> 00:16:58.000]  真的按照神的應許
[00:16:58.000 --> 00:17:02.000]  生了一個兒子取名叫以薩
[00:17:02.000 --> 00:17:03.000]  從此之後
[00:17:03.000 --> 00:17:05.000]  亞伯拉罕的家庭
[00:17:05.000 --> 00:17:09.000]  就再也容不下以史瑪麗了
[00:17:09.000 --> 00:17:11.000]  你知道這麼多年來
[00:17:11.000 --> 00:17:13.000]  以史瑪麗在亞伯拉罕的家裡
[00:17:13.000 --> 00:17:17.000]  一直以為他就是那個兒子
[00:17:17.000 --> 00:17:20.000]  那個繼承父親的兒子
[00:17:20.000 --> 00:17:23.000]  但自從以薩一生下來
[00:17:23.000 --> 00:17:29.000]  以史瑪麗才發現他不是那個兒子
[00:17:29.000 --> 00:17:30.000]  不但如此
[00:17:30.000 --> 00:17:34.000]  還被他的父親趕出家門
[00:17:34.000 --> 00:17:35.000]  我告訴你有時候讀聖經
[00:17:35.000 --> 00:17:37.000]  你不得不感嘆
[00:17:37.000 --> 00:17:40.000]  亞伯拉罕的糊塗跟懦弱
[00:17:40.000 --> 00:17:42.000]  我告訴你
[00:17:42.000 --> 00:17:46.000]  他給夏甲跟孩子一塊大餅
[00:17:46.000 --> 00:17:48.000]  跟一袋水
[00:17:48.000 --> 00:17:51.000]  就打發他們進到曠野
[00:17:51.000 --> 00:17:53.000]  那什麼意思
[00:17:53.000 --> 00:17:55.000]  你知道一個女人跟一個孩子
[00:17:55.000 --> 00:17:58.000]  帶一個大餅跟水進入曠野
[00:17:58.000 --> 00:18:02.000]  不是要他死在曠野嗎
[00:18:02.000 --> 00:18:05.000]  創世紀二十一章十五到十六節講
[00:18:05.000 --> 00:18:08.000]  皮帶的水就用盡了嗎
[00:18:08.000 --> 00:18:11.000]  夏甲就把孩子撇在小樹底下
[00:18:11.000 --> 00:18:12.000]  自己走開
[00:18:12.000 --> 00:18:13.000]  也有一見之遠
[00:18:13.000 --> 00:18:17.000]  相對而坐說我不忍見孩子死
[00:18:17.000 --> 00:18:22.000]  就相對而坐放聲大哭
[00:18:22.000 --> 00:18:23.000]  你要明白回教
[00:18:23.000 --> 00:18:26.000]  你一定要明白這幅圖畫
[00:18:26.000 --> 00:18:29.000]  在回教的心靈世界裡面
[00:18:29.000 --> 00:18:32.000]  是有一種被棄絕的靈
[00:18:32.000 --> 00:18:35.000]  被父親棄絕
[00:18:35.000 --> 00:18:37.000]  這為什麼在回教裡面
[00:18:37.000 --> 00:18:38.000]  對神的稱呼
[00:18:38.000 --> 00:18:40.000]  很多的稱呼
[00:18:40.000 --> 00:18:42.000]  卻沒有一個稱呼是說
[00:18:42.000 --> 00:18:45.000]  Abba Father
[00:18:45.000 --> 00:18:48.000]  沒有一個對神是父親的稱呼
[00:18:48.000 --> 00:18:50.000]  回教是個缺乏愛的宗教
[00:18:50.000 --> 00:18:53.000]  缺乏父親的愛
[00:18:53.000 --> 00:18:54.000]  對回教徒來講
[00:18:54.000 --> 00:18:56.000]  阿拉是全能的神
[00:18:56.000 --> 00:18:58.000]  他們可以全心來敬拜
[00:18:58.000 --> 00:18:59.000]  全然偽身
[00:18:59.000 --> 00:19:00.000]  但如果你問他說
[00:19:00.000 --> 00:19:03.000]  阿拉我愛你嗎
[00:19:03.000 --> 00:19:05.000]  他答不上來
[00:19:05.000 --> 00:19:07.000]  因為他不知道
[00:19:07.000 --> 00:19:08.000]  他們也從來不知道
[00:19:08.000 --> 00:19:11.000]  有一位神是愛我們的神
[00:19:11.000 --> 00:19:14.000]  在回教心靈世界裡面
[00:19:14.000 --> 00:19:17.000]  有一種被棄絕的靈
[00:19:17.000 --> 00:19:20.000]  而被棄絕的反應
[00:19:20.000 --> 00:19:22.000]  就是報復
[00:19:22.000 --> 00:19:24.000]  這為什麼回教很容易
[00:19:24.000 --> 00:19:27.000]  成為一種報名運動的原因
[00:19:27.000 --> 00:19:29.000]  所以當我們在為回教徒禱告的時候
[00:19:29.000 --> 00:19:30.000]  我們真的要求神
[00:19:30.000 --> 00:19:33.000]  拆毀這種累待的根基
[00:19:33.000 --> 00:19:37.000]  求神醫治他們那個被棄絕的靈
[00:19:37.000 --> 00:19:39.000]  因為神仍然愛他們
[00:19:39.000 --> 00:19:43.000]  神仍然樂意眷顧他們
[00:19:43.000 --> 00:19:45.000]  所以我就看見今天我們生命河
[00:19:45.000 --> 00:19:48.000]  就是一條神愛的江河
[00:19:48.000 --> 00:19:50.000]  這為什麼我們要讓生命河
