
[00:00:00.000 --> 00:00:03.540]  各位親愛的牧長童工弟兄姊妹
[00:03:21.000 --> 00:03:22.600]  我們是罪人
[00:03:22.600 --> 00:03:24.700]  我們也活在罪中
[00:03:24.700 --> 00:03:27.400]  我們是軟弱無力的
[00:03:27.400 --> 00:03:30.200]  但是就是我們這樣的人
[00:03:30.200 --> 00:03:33.400]  耶穌基督卻甘願為我們死
[00:03:33.400 --> 00:03:36.000]  來救我們
[00:03:36.000 --> 00:03:39.600]  把神的大愛寫明在我們當中
[00:03:39.600 --> 00:03:41.600]  我想就是每一位基督徒
[00:03:41.600 --> 00:03:45.100]  我們思想到我們未曾得救之先
[00:03:45.100 --> 00:03:48.000]  和我們信了主以後
[00:03:48.000 --> 00:03:51.600]  我們都能夠深深地從我們的心底裡面
[00:03:51.600 --> 00:03:54.900]  來阿們神界的保羅
[00:03:54.900 --> 00:03:58.900]  這位使徒把神像我們的啟示
[00:03:58.900 --> 00:04:02.900]  這樣精準地描畫出來
[00:04:02.900 --> 00:04:05.400]  當我們還做罪人的時候
[00:04:05.400 --> 00:04:07.800]  祂竟然為我們死
[00:04:07.800 --> 00:04:12.200]  神的愛就再次向我們寫明
[00:04:12.200 --> 00:04:15.800]  那麼到了最後這個第九節到十一節
[00:04:15.800 --> 00:04:18.200]  是告訴我們這個福音
[00:04:18.200 --> 00:04:22.600]  要在我們身上產生何等的果效
[00:04:22.600 --> 00:04:26.400]  就是不但是提醒我們
[00:04:26.400 --> 00:04:30.800]  我們已經是一群與神和好的人
[00:04:30.800 --> 00:04:33.200]  而且我們能夠在基督裡面
[00:04:33.200 --> 00:04:35.700]  跨聖 跨口
[00:04:35.700 --> 00:04:40.200]  這就是這裡以神為樂要告訴我們
[00:04:40.200 --> 00:04:43.700]  我們能夠因著這位榮耀的救主
[00:04:43.700 --> 00:04:46.200]  讓我們的人生整個不再一樣
[00:04:46.200 --> 00:04:48.800]  讓我們裡面有真實的喜樂
[00:04:48.800 --> 00:04:52.800]  有真正的能力和勇氣
[00:04:52.800 --> 00:04:58.500]  來面對今天這樣一個昏亂不堪的世界
[00:04:58.500 --> 00:05:00.100]  所以我想剛剛的經文
[00:05:00.100 --> 00:05:04.500]  神已經把幸福人生的秘訣告訴我們
[00:05:04.500 --> 00:05:09.500]  都濃縮在這一個福音裡面
[00:05:09.500 --> 00:05:11.800]  這個世界我們都知道
[00:05:11.800 --> 00:05:16.800]  你無法真正的能夠找到幸福
[00:05:16.800 --> 00:05:18.400]  對不對
[00:05:18.400 --> 00:05:20.800]  當我們放眼看無論大的環境
[00:05:20.800 --> 00:05:25.200]  或者我們所處的小的環境
[00:05:25.200 --> 00:05:27.600]  難道不是這樣嗎
[00:05:27.600 --> 00:05:31.900]  大的世界上病毒氾濫
[00:05:31.900 --> 00:05:34.800]  各種慘烈的戰爭
[00:05:34.800 --> 00:05:38.600]  整個全球氣候的越來越極端化
[00:05:38.600 --> 00:05:41.000]  經濟的下滑
[00:05:41.000 --> 00:05:43.000]  當然還有許多
[00:05:43.000 --> 00:05:47.000]  隨時在發生的各種的自然災害
[00:05:47.000 --> 00:05:49.800]  這是我們所處的大的環境
[00:05:49.800 --> 00:05:52.400]  我們小的環境
[00:05:52.400 --> 00:05:58.500]  我記得六年前我們全家搬去德國
[00:05:58.500 --> 00:06:00.300]  在那裡長宣
[00:06:00.300 --> 00:06:01.600]  我們去的時候
[00:06:01.600 --> 00:06:03.400]  德國那邊的一些弟兄姊妹說
[00:06:03.400 --> 00:06:07.200]  哇 你們竟然放棄美國搬到我們當中
[00:06:07.200 --> 00:06:13.000]  我們人生好像希望將來也是有一天去到美國
[00:06:13.000 --> 00:06:14.500]  但是一年多以前
[00:06:14.500 --> 00:06:16.900]  當我們全家搬回來的時候
[00:06:16.900 --> 00:06:18.600]  他們的說法又不一樣
[00:06:18.600 --> 00:06:22.200]  你們現在還敢搬回美國
[00:06:22.200 --> 00:06:24.000]  你看還是德國比較安定
[00:06:24.000 --> 00:06:26.700]  怎麼你們又回去了
[00:06:26.700 --> 00:06:29.400]  我想其實我們都很清楚
[00:06:29.400 --> 00:06:33.300]  天下人間沒有天堂
[00:06:33.300 --> 00:06:36.500]  我們到哪裡去找呢
[00:06:36.500 --> 00:06:42.200]  中國人過去說我們人生有四個地方是最重要的
[00:06:42.200 --> 00:06:45.800]  生在蘇州 長在杭州
[00:06:45.800 --> 00:06:48.200]  因為上有天堂 下有蘇杭
[00:06:48.200 --> 00:06:53.100]  然後吃在廣州 死要死在柳州
[00:06:53.100 --> 00:06:58.800]  廣西的柳州盛產木材做棺材特別好
[00:06:58.800 --> 00:07:00.100]  結果有人到了美國說
[00:07:00.100 --> 00:07:04.300]  我們只需要一個州就是加利福尼亞州
[00:07:04.300 --> 00:07:08.300]  這裡面美食遍地 氣候非常的好
[00:07:08.300 --> 00:07:11.500]  很舒服 華人眾多
[00:07:11.500 --> 00:07:15.200]  但是今天我們大概已經不再有這個底氣
[00:07:15.200 --> 00:07:19.500]  單單去年三十多萬的人搬離加州
[00:07:19.500 --> 00:07:22.400]  搬到其他地方去
[00:07:22.400 --> 00:07:26.600]  所以其實當我們說幸福人生你在尋找的時候
[00:07:26.600 --> 00:07:28.500]  你有沒有想過
[00:07:28.500 --> 00:07:35.200]  天下人間哪裡能夠真正找到所謂的天堂
[00:07:35.200 --> 00:07:40.100]  所以其實剛剛的聖經已經非常清楚的來告訴我們
[00:07:40.100 --> 00:07:46.400]  幸福人生如果離開了這個三大要素
[00:07:46.400 --> 00:07:49.800]  就是信 望 愛
[00:07:49.800 --> 00:07:53.800]  如果你的人生裡面 你的家庭裡面
[00:07:53.800 --> 00:07:57.700]  你所處的環境裡面 你的人際關係當中
[00:07:57.700 --> 00:08:02.900]  如果離開了這三根支柱
[00:08:02.900 --> 00:08:09.400]  我們就無從去尋找真正幸福的人生
[00:08:09.400 --> 00:08:17.500]  你只會看見一個越來越糟的世界亂成一團
[00:08:17.500 --> 00:08:21.500]  到底信的對象是什麼 在人間
[00:08:21.500 --> 00:08:24.300]  到底人生有什麼盼望
[00:08:24.300 --> 00:08:27.800]  到底哪裡去真正找到那個愛
[00:08:27.800 --> 00:08:34.700]  我相信我們各自都在人生裡面尋找了很久
[00:08:34.700 --> 00:08:38.900]  我們有沒有真的找到呢
[00:08:38.900 --> 00:08:41.400]  有誰是可信的
[00:08:41.400 --> 00:08:44.900]  大到國家與民族之間
[00:08:44.900 --> 00:08:48.800]  小到公司裡面 OpenAI前陣
[00:08:48.800 --> 00:08:50.800]  忽然間那個CEO被炒掉了
[00:08:50.800 --> 00:08:53.900]  幾天裡面換了三次的CEO
[00:08:53.900 --> 00:08:58.600]  然後現在那個回鍋 董事會被開除
[00:08:58.600 --> 00:09:07.400]  大陸曾經被認為是模範夫妻的汪峰跟張子儀
[00:09:07.400 --> 00:09:11.100]  突然間官宣離婚了
[00:09:11.100 --> 00:09:13.400]  那麼這兩位前陣
[00:09:13.400 --> 00:09:16.900]  我相信很多人也在期待他們能夠合起來
[00:09:16.900 --> 00:09:20.900]  結果今天剛剛我在洗手間突然發現我比較合
[00:09:20.900 --> 00:09:24.900]  我穿的襯衣是藍的領子是白的
[00:09:24.900 --> 00:09:27.900]  這個叫藍百合
[00:09:27.900 --> 00:09:32.400]  我想其實在人間你發現要合
[00:09:32.400 --> 00:09:35.200]  實在是不容易
[00:09:35.200 --> 00:09:37.700]  但是你有沒有注意到剛剛的經文
[00:09:37.700 --> 00:09:40.900]  從一上來告訴我們因性成異
[00:09:40.900 --> 00:09:43.200]  我們與神相合
[00:09:43.200 --> 00:09:45.400]  一直到十一節告訴我們
[00:09:45.400 --> 00:09:49.800]  因為我們與神已經和好了
[00:09:49.800 --> 00:09:52.900]  都是因為耶穌基督
[00:09:52.900 --> 00:09:55.100]  離開了耶穌基督
[00:09:55.100 --> 00:09:59.600]  人間無處去尋找真正的和好
[00:09:59.600 --> 00:10:01.600]  真正的幸福
[00:10:01.600 --> 00:10:03.600]  真正的團結
[00:10:03.600 --> 00:10:06.100]  沒有辦法
[00:10:06.100 --> 00:10:09.400]  所以當我們想到如果你離了福音
[00:10:09.400 --> 00:10:11.300]  第一個你能夠信誰呢
[00:10:11.300 --> 00:10:15.600]  你失去了真正可信的對象
[00:10:15.600 --> 00:10:23.100]  無論在國家間 在個人 在婚姻 在族群
[00:10:23.100 --> 00:10:28.500]  找不到 盼望也是如此
[00:10:28.500 --> 00:10:30.900]  這個鐘大家看到的
[00:10:30.900 --> 00:10:35.100]  到現在已經差不多有七十年的光陰
[00:10:35.100 --> 00:10:37.300]  一九四七年
[00:10:37.300 --> 00:10:40.900]  一群很認真嚴肅的科學家
[00:10:40.900 --> 00:10:45.800]  他們製作了這個叫做末日時鐘
[00:10:45.800 --> 00:10:47.700]  那麼今年這個鐘
[00:10:47.700 --> 00:10:50.500]  是離這個所謂的人類末日
[00:10:50.500 --> 00:10:54.800]  就是當最後到了五月十二點
[00:10:54.800 --> 00:10:58.300]  是距離最近的一次
[00:10:58.300 --> 00:11:01.800]  只剩下了九十秒
[00:11:01.800 --> 00:11:03.800]  我相信這群科學家
[00:11:03.800 --> 00:11:05.800]  第一不見得都是基督徒
[00:11:05.800 --> 00:11:08.300]  第二他們也確實不是開玩笑
[00:11:08.300 --> 00:11:11.800]  他們非常嚴肅認真的討論
[00:11:11.800 --> 00:11:14.100]  每年要開會
[00:11:14.100 --> 00:11:16.500]  他們用什麼來判斷
[00:11:16.500 --> 00:11:20.500]  人類最後一定是走向絕路呢
[00:11:20.500 --> 00:11:22.700]  根據各種的情形
[00:11:22.700 --> 00:11:25.600]  我相信我們都能夠體會
[00:11:25.600 --> 00:11:29.800]  無論是瀰漫在全球的各種的病毒
[00:11:29.800 --> 00:11:33.500]  無論是慘烈的戰爭
[00:11:33.500 --> 00:11:37.000]  無論是剛剛講的各種的極端的氣候
[00:11:37.000 --> 00:11:41.300]  各種的治安的亂象
[00:11:41.300 --> 00:11:43.500]  各種的道德倫理的崩潰
[00:11:43.500 --> 00:11:47.500]  秩序的崩壞等等
[00:11:47.500 --> 00:11:52.600]  我想我們今天就活在這樣一個世代
[00:11:52.600 --> 00:11:55.400]  如果我們不再專注福音
[00:11:55.400 --> 00:11:59.300]  如果我們沒有得著這個福音
[00:11:59.300 --> 00:12:01.700]  其實我們人類心知肚明
[00:12:01.700 --> 00:12:07.400]  我們沒有盼望 我們沒有未來
[00:12:07.400 --> 00:12:10.200]  愛 人間的愛
[00:12:10.200 --> 00:12:14.300]  有人說人離了愛 生命變成黑白
[00:12:14.300 --> 00:12:19.200]  正常的人都渴望得到愛
[00:12:19.200 --> 00:12:23.800]  但是你發現愛好像成了最稀缺的資源
[00:12:23.800 --> 00:12:26.500]  國家與國家之間的戰爭
[00:12:26.500 --> 00:12:30.100]  黨派與黨派之間的鬥爭
[00:12:30.100 --> 00:12:32.300]  人際之間有時候鄰里
[00:12:32.300 --> 00:12:35.400]  或者甚至於你開車在路上
[00:12:35.400 --> 00:12:39.800]  經常會發生這種衝撞
[00:12:39.800 --> 00:12:42.700]  愛哪裡去尋找
[00:12:42.700 --> 00:12:46.300]  何等困難 好像非常稀缺的
[00:12:46.300 --> 00:12:48.700]  我們曾經期待的是
[00:12:48.700 --> 00:12:51.600]  婚姻裡面能夠天長地久
[00:12:51.600 --> 00:12:56.800]  結果發現事實叫做能撐多久
[00:12:56.800 --> 00:13:01.100]  所以我們在這樣一個世界當中
[00:13:01.100 --> 00:13:04.500]  真正呼喚什麼
[00:13:04.500 --> 00:13:08.100]  其實就是剛剛貫穿一到十一節
[00:13:08.100 --> 00:13:10.100]  反覆出現那個字
[00:13:10.100 --> 00:13:13.900]  叫做與神和好
[00:13:13.900 --> 00:13:19.400]  我們人一切的禍緣 亂緣是什麼
[00:13:19.400 --> 00:13:22.900]  就是我們不要神
[00:13:22.900 --> 00:13:27.000]  不但不要神 我們是與神為敵
[00:13:27.000 --> 00:13:30.000]  這是剛剛經文裡面所出現的
[00:13:30.000 --> 00:13:34.200]  你注意這個詞其實真的是一個人類的寫照
[00:13:34.200 --> 00:13:35.900]  我們不但不要祂
[00:13:35.900 --> 00:13:38.300]  而且我們與祂敵對
[00:13:38.300 --> 00:13:39.900]  我們咒詛祂
[00:13:39.900 --> 00:13:45.300]  我們憤恨祂 仇恨祂
[00:13:45.300 --> 00:13:48.100]  我常常有這樣的體會
[00:13:48.100 --> 00:13:52.300]  有時候在我過去的同學當中
[00:13:52.300 --> 00:13:54.200]  跟他們分享福音的時候
[00:13:54.200 --> 00:13:56.200]  常常注意到這樣的現象
[00:13:56.200 --> 00:13:58.300]  他們可以什麼都談
[00:13:58.300 --> 00:14:00.000]  佛教啊 道教啊
[00:14:00.000 --> 00:14:03.600]  林林總總 哲學啊都可以談
[00:14:03.600 --> 00:14:05.700]  但是一談到
[00:14:05.700 --> 00:14:09.200]  要他們 告訴他們有一位真神
[00:14:09.200 --> 00:14:11.100]  耶穌基督
[00:14:11.100 --> 00:14:14.300]  突然間就會發現他們臉就開始扭曲
[00:14:14.300 --> 00:14:16.600]  好像裡面就生出那種的
[00:14:16.600 --> 00:14:23.100]  莫名其妙的憤恨 憤怒 仇恨
[00:14:23.100 --> 00:14:26.600]  很特別啊 與神為敵
[00:14:26.600 --> 00:14:28.400]  結果與神為敵產生什麼呢
[00:14:28.400 --> 00:14:30.800]  就是我是老大 我就是上帝
[00:14:30.800 --> 00:14:35.400]  我決定一切 我的需要 我的想法
[00:14:35.400 --> 00:14:38.900]  我的訴求 我的利益
[00:14:38.900 --> 00:14:44.500]  我成為我們的king 我們的王
[00:14:44.500 --> 00:14:47.400]  我記得半年多以前
[00:14:47.400 --> 00:14:50.400]  英國有個王儲終於等了七十多年
[00:14:50.400 --> 00:14:53.600]  等到他上位
[00:14:53.600 --> 00:14:57.700]  Charles 三世
[00:14:57.700 --> 00:15:02.300]  雖然那次典禮很盛大
[00:15:02.300 --> 00:15:05.100]  全球轉播
[00:15:05.100 --> 00:15:07.200]  結果我看到下面當然有很多的人
[00:15:07.200 --> 00:15:10.000]  也在那裡抗議 舉牌
[00:15:10.000 --> 00:15:11.800]  有個牌子寫得特別有意思
[00:15:11.800 --> 00:15:14.600]  He is not my king 他不是我的王
[00:15:14.600 --> 00:15:18.500]  My only king is Burger King
[00:15:18.500 --> 00:15:21.300]  我真正的王就是漢堡王
[00:15:21.300 --> 00:15:26.800]  我在想這個牌子很典型代表
[00:15:26.800 --> 00:15:28.800]  什麼是我們的王
[00:15:28.800 --> 00:15:35.300]  我的度服 我的需要 我喜歡什麼
[00:15:35.300 --> 00:15:39.100]  正像世事記最後告訴我們
[00:15:39.100 --> 00:15:43.800]  那時以色列中沒有王 個人任意而行
[00:15:43.800 --> 00:15:46.000]  當我們不認識那位萬王之王
[00:15:46.000 --> 00:15:48.000]  萬祖之祖的時候
[00:15:48.000 --> 00:15:50.400]  我們就一定把自己
[00:15:50.400 --> 00:15:52.800]  放到那個王的寶座上面
[00:15:52.800 --> 00:15:56.200]  我就是王 我說了算
[00:15:56.200 --> 00:15:57.900]  那麼無論在一個屋簷下
[00:15:57.900 --> 00:15:59.900]  無論在國家之間 族群之間
[00:15:59.900 --> 00:16:03.400]  人際關係之間 你一定會預料
[00:16:03.400 --> 00:16:06.600]  就一定是大型車禍現場
[00:16:06.600 --> 00:16:12.500]  一定就是這樣不斷的衝撞 碰撞
[00:16:12.500 --> 00:16:15.900]  所以剛剛我們念的經文告訴我們
[00:16:15.900 --> 00:16:19.400]  什麼是福音 真正的福音
[00:16:19.400 --> 00:16:23.800]  其實也是我們蒙福的根源
[00:16:23.800 --> 00:16:27.700]  是從與上帝和好開始
[00:16:27.700 --> 00:16:30.800]  我們不但記得基督與祂和好了
[00:16:30.800 --> 00:16:34.400]  而且我們認定祂是我們的主
[00:16:34.400 --> 00:16:35.900]  祂是我們的王
[00:16:35.900 --> 00:16:39.000]  我們把祂接帶到我們的心裡面
[00:16:39.000 --> 00:16:41.800]  不再是過去我們的救我救人
[00:16:41.800 --> 00:16:43.300]  坐在那個寶座上
[00:16:43.300 --> 00:16:45.300]  乃是讓耶穌基督
[00:16:45.300 --> 00:16:48.500]  坐在我們生命的寶座上面
[00:16:48.500 --> 00:16:51.300]  好使我們能夠真正的
[00:16:51.300 --> 00:16:54.900]  因為祂 我們的人生就有了喜樂
[00:16:54.900 --> 00:16:59.100]  我們的人生就不再一樣
[00:16:59.100 --> 00:17:00.900]  所以這個福音
[00:17:00.900 --> 00:17:04.900]  正像剛剛經文反覆要強調
[00:17:04.900 --> 00:17:06.800]  你注意到剛剛裡面出現了
[00:17:06.800 --> 00:17:09.100]  中文翻的都類似的
[00:17:09.100 --> 00:17:13.500]  與神相合 與神和好
[00:17:13.500 --> 00:17:16.500]  但是祂的意識有一點點不同
[00:17:16.500 --> 00:17:21.300]  而且是不斷不斷地在遞進的
[00:17:21.300 --> 00:17:23.100]  第一個與神相合
[00:17:23.100 --> 00:17:24.900]  告訴我們說
[00:17:24.900 --> 00:17:28.900]  我們跟主耶穌 跟這位上帝之間
[00:17:28.900 --> 00:17:32.400]  我們有了真正的和平
[00:17:32.400 --> 00:17:35.300]  如今這位神看我們
[00:17:35.300 --> 00:17:37.800]  過去我們因為罪
[00:17:37.800 --> 00:17:42.800]  所以這位神看我們是憤怒的
[00:17:42.800 --> 00:17:46.900]  因為聖潔的神不能與罪在一起
[00:17:46.900 --> 00:17:49.100]  但是當我們因信
[00:17:49.100 --> 00:17:51.300]  相信耶穌基督
[00:17:51.300 --> 00:17:53.100]  神的眼光變了
[00:17:53.100 --> 00:17:57.300]  神看我們是透過基督
[00:17:57.300 --> 00:18:02.100]  所以我們在基督裡得了真正的和平
[00:18:02.100 --> 00:18:04.100]  所以這個與神相合
[00:18:04.100 --> 00:18:06.100]  如果你看英文版本的翻譯
[00:18:06.100 --> 00:18:09.600]  叫做We have peace in God
[00:18:09.600 --> 00:18:11.600]  我們跟神之間的關係
[00:18:11.600 --> 00:18:15.200]  如今是一個和好的關係
[00:18:15.200 --> 00:18:17.700]  一個平安的關係
[00:18:17.700 --> 00:18:21.100]  不再是仇敵之間的關係
[00:18:21.100 --> 00:18:23.700]  那麼接下來這個告訴我們什麼呢
[00:18:23.700 --> 00:18:26.500]  第二個和好在第十節
[00:18:26.500 --> 00:18:31.100]  提到說我們因為祂基督的生
[00:18:31.100 --> 00:18:38.900]  我們能夠被拯救了 獲救了
[00:18:38.900 --> 00:18:41.900]  這個很不一樣
[00:18:41.900 --> 00:18:42.900]  打個不太恰當
[00:18:42.900 --> 00:18:44.300]  不一定恰當的例子
[00:18:44.300 --> 00:18:46.400]  大家都知道這兩天好像
[00:18:46.400 --> 00:18:51.100]  以色列跟哈馬斯稍微有一點暫停
[00:18:51.100 --> 00:18:54.700]  暫停似乎就是好像
[00:18:54.700 --> 00:18:57.700]  終於有一點和平的跡象
[00:18:57.700 --> 00:19:00.300]  砲火停了
[00:19:00.300 --> 00:19:03.100]  那麼停砲火為了什麼
[00:19:03.100 --> 00:19:07.400]  就是為了人質能夠獲救
[00:19:07.400 --> 00:19:10.200]  所以如果人質你繼續扣住
[00:19:10.200 --> 00:19:13.400]  那麼這個和平意義不大
[00:19:13.400 --> 00:19:15.800]  所以開始雙方都有一點
[00:19:15.800 --> 00:19:18.100]  把過去抓的那個
[00:19:18.100 --> 00:19:22.100]  開始雙方有點交換
[00:19:22.100 --> 00:19:23.600]  但是請你注意
[00:19:23.600 --> 00:19:26.700]  世界上大概最多也就這樣
[00:19:26.700 --> 00:19:30.800]  因為人間不可能有真正的和平
[00:19:30.800 --> 00:19:34.400]  而第十節告訴我們
[00:19:34.400 --> 00:19:37.100]  與神相和好帶來什麼呢
[00:19:37.100 --> 00:19:39.600]  是讓我們能夠因為祂
[00:19:39.600 --> 00:19:43.400]  而能夠誇耀 誇口
[00:19:43.400 --> 00:19:46.200]  Bose with God
[00:19:46.200 --> 00:19:48.700]  Bose in God
[00:19:48.700 --> 00:19:50.800]  這就是中文在這裡把它翻譯做
[00:19:50.800 --> 00:19:53.100]  以神為樂
[00:19:53.100 --> 00:19:56.100]  以神為我們的誇口
[00:19:56.100 --> 00:19:57.300]  你能夠想像有一天
[00:19:57.300 --> 00:19:59.900]  以色列說我以哈馬斯為我的誇口
[00:19:59.900 --> 00:20:01.800]  哈馬斯說我以以色列為我的誇口
[00:20:01.800 --> 00:20:05.300]  不可能
[00:20:05.300 --> 00:20:07.100]  所以讓我們發現
[00:20:07.100 --> 00:20:08.400]  讓我們想到
[00:20:08.400 --> 00:20:11.400]  這個福音在我們身上所存全的
[00:20:11.400 --> 00:20:15.500]  是一步更進一步更進一步
[00:20:15.500 --> 00:20:19.400]  我們不但因為耶穌基督
[00:20:19.400 --> 00:20:23.000]  與神有了一個和好的關係
[00:20:23.000 --> 00:20:24.900]  然後因為耶穌基督
[00:20:24.900 --> 00:20:27.800]  因為祂使你復活了生命
[00:20:27.800 --> 00:20:30.100]  我們竟然能夠
[00:20:30.100 --> 00:20:33.600]  被神拯救到祂的國度裡面
[00:20:33.600 --> 00:20:35.200]  然後不但如此
[00:20:35.200 --> 00:20:36.600]  因為我們在祂的國度
[00:20:36.600 --> 00:20:39.000]  我們重新恢復得到了神
[00:20:39.000 --> 00:20:41.200]  兒女的名分
[00:20:41.200 --> 00:20:43.700]  We are so proud of Him
[00:20:43.700 --> 00:20:46.000]  神也以我們為祂的驕傲
[00:20:46.000 --> 00:20:49.500]  我們同樣為這位真神上帝
[00:20:49.500 --> 00:20:51.800]  收納我們成為祂的兒女
[00:20:51.800 --> 00:20:53.700]  我們有何等的榮耀
[00:20:53.700 --> 00:20:55.200]  何等的興奮
[00:20:55.200 --> 00:20:59.400]  何等的滿足和快樂
[00:20:59.400 --> 00:21:00.800]  所以你會發現
[00:21:00.800 --> 00:21:04.700]  整個這段聖經特別提醒我們
[00:21:04.700 --> 00:21:06.300]  首先就是
[00:21:06.300 --> 00:21:09.400]  真正的信的對象
[00:21:09.400 --> 00:21:11.600]  你一定要抓住
[00:21:11.600 --> 00:21:14.700]  就是耶穌基督
[00:21:14.700 --> 00:21:16.900]  我們因為祂
[00:21:16.900 --> 00:21:19.100]  我們相信祂
[00:21:19.100 --> 00:21:23.300]  所以我們被神可以稱為義
[00:21:23.300 --> 00:21:27.600]  這就是因信稱義的福音
[00:21:27.600 --> 00:21:31.600]  而這個福音反覆的在聖經裡面提醒我們
[00:21:31.600 --> 00:21:35.500]  信心是何等何等的重要
[00:21:35.500 --> 00:21:38.700]  神把祂的獨生子賜給我們
[00:21:38.700 --> 00:21:41.600]  叫所有一切信祂的
[00:21:41.600 --> 00:21:45.000]  不自滅亡 凡德永生
[00:21:45.000 --> 00:21:47.600]  羅馬書同樣剛剛我們念的
[00:21:47.600 --> 00:21:50.300]  我們發現我們不但是因為
[00:21:50.300 --> 00:21:52.800]  神浩大的恩典
[00:21:52.800 --> 00:21:55.300]  主動來拯救我們
[00:21:55.300 --> 00:21:59.400]  而且同樣印證我們裡面生發的信心
[00:21:59.400 --> 00:22:02.000]  接受了這個福音
[00:22:02.000 --> 00:22:07.000]  我們在神的眼中就不再一樣
[00:22:07.000 --> 00:22:10.600]  祂看我們透過基督
[00:22:10.600 --> 00:22:12.100]  是祂的兒女
[00:22:12.100 --> 00:22:14.900]  是祂所愛的
[00:22:14.900 --> 00:22:18.800]  所以其實真正的信心
[00:22:18.800 --> 00:22:24.000]  是我們有了真正可信的對象
[00:22:24.000 --> 00:22:26.300]  而且這三個層面
[00:22:26.300 --> 00:22:28.100]  發生在過去
[00:22:28.100 --> 00:22:32.000]  就是基督已經成就了這個大功
[00:22:32.000 --> 00:22:34.200]  然後也在當下
[00:22:34.200 --> 00:22:36.700]  就是剛剛經文不斷提醒我們
