
[00:00:00.000 --> 00:00:03.400]  主耶穌基督的十家是我們的榮耀
[00:03:21.040 --> 00:03:23.640]  我們經歷這些往日的包袱
[00:03:23.640 --> 00:03:28.040]  影響我們的工作觀 我們的世界觀 人生觀 我們的價值觀
[00:03:28.040 --> 00:03:31.680]  我們看東西 見東西 我們做事 每一件事的回應
[00:03:31.680 --> 00:03:33.880]  都是受我們過去的影響
[00:03:33.880 --> 00:03:38.960]  以致這個影響延伸到我們今天去到將來
[00:03:38.960 --> 00:03:40.160]  但是信了耶穌之後
[00:03:40.160 --> 00:03:43.040]  今天我所讀的《羅馬書》第六章的經文
[00:03:43.040 --> 00:03:47.160]  講到原來我們信了耶穌之後
[00:03:47.160 --> 00:03:48.840]  我們的命運是很不同的
[00:03:48.840 --> 00:03:52.960]  本來我嘗試用三個觀念去解釋這種生命的轉變
[00:03:52.960 --> 00:03:55.560]  就是洗禮 管轄和工具
[00:03:55.560 --> 00:03:58.760]  讓我們今天從《羅馬書》的經文一起去理解
[00:03:58.760 --> 00:04:01.680]  首先我們看《羅馬書》第六章第四節
[00:04:01.680 --> 00:04:04.520]  第六章第四節
[00:04:04.520 --> 00:04:10.440]  這裡特別是保羅講到用浸禮的禮儀
[00:04:10.440 --> 00:04:13.800]  描述我們信耶穌之後人生的改變
[00:04:13.800 --> 00:04:17.520]  大家如果是觀摩過浸禮 或者自己也受過浸禮
[00:04:17.520 --> 00:04:20.520]  你知道我們浸入水的意思
[00:04:20.520 --> 00:04:22.040]  就是我們作為一個罪人
[00:04:22.040 --> 00:04:25.880]  我們的人生好像與耶穌一同釘在十字架上
[00:04:25.880 --> 00:04:28.480]  我們就死去了 埋葬在地上
[00:04:28.480 --> 00:04:30.880]  從死裡復活的時候
[00:04:30.880 --> 00:04:35.080]  我們這個浸禮就象徵我們從水裡起來
[00:04:35.080 --> 00:04:39.720]  我們生命從此就與耶穌復活的生命去結連
[00:04:39.720 --> 00:04:42.520]  我們信了耶穌生命的意義
[00:04:42.520 --> 00:04:47.560]  我們人生的過去和將來就與耶穌連結了
[00:04:47.560 --> 00:04:49.240]  我們不再屬於自己
[00:04:49.240 --> 00:04:50.560]  我們屬於主耶穌基督
[00:04:50.560 --> 00:04:54.200]  所以命運也與耶穌基督一樣
[00:04:54.200 --> 00:04:58.360]  原來聖經講到我們人生過往的故事
[00:04:58.360 --> 00:05:01.600]  不單是控制了我們今天或將來
[00:05:01.600 --> 00:05:04.840]  更加控制了我們的命運
[00:05:04.840 --> 00:05:07.280]  原來是亞當的故事
[00:05:07.280 --> 00:05:10.200]  保羅第五章講到以前是一人犯罪
[00:05:10.200 --> 00:05:12.720]  全人類都陷入罪裡面
[00:05:12.720 --> 00:05:15.720]  講到原來我們全人類會有亞當的陰影
[00:05:15.720 --> 00:05:18.520]  因為他人世間的始祖
[00:05:18.520 --> 00:05:20.600]  當他在伊甸園犯罪
[00:05:20.600 --> 00:05:25.960]  他吃了神禁止他吃的所謂分辨善惡術的果子
[00:05:25.960 --> 00:05:30.600]  背後的目的動機就是要去背叛神
[00:05:30.600 --> 00:05:33.920]  從此亞當夏娃被趕出伊甸園
[00:05:33.920 --> 00:05:36.440]  他們做的每件事都受咒詛
[00:05:36.440 --> 00:05:39.920]  他們的命運就是步向死亡
[00:05:39.920 --> 00:05:42.520]  而每一個我們今天屬於亞當的人
[00:05:42.520 --> 00:05:43.920]  無論你贊成不贊成
[00:05:43.920 --> 00:05:45.000]  喜歡不喜歡
[00:05:45.000 --> 00:05:46.280]  亞當的犯罪
[00:05:46.280 --> 00:05:49.480]  都影響我們在神面前都成為一個罪人
[00:05:49.480 --> 00:05:53.720]  甚至我們自己都犯罪得罪神
[00:05:53.720 --> 00:05:59.680]  於是亞當的命運去面對被罪和死的捆綁
[00:05:59.680 --> 00:06:01.520]  同樣我們屬於亞當的人
[00:06:01.520 --> 00:06:05.400]  都被罪和死捆綁
[00:06:05.400 --> 00:06:09.240]  我們的命運就和亞當一樣步向死亡
[00:06:09.240 --> 00:06:10.520]  我們都不是自主
[00:06:10.520 --> 00:06:12.280]  因為當我們是罪人的時候
[00:06:12.280 --> 00:06:14.720]  我們就有意無意之間
[00:06:14.720 --> 00:06:15.840]  喜歡不喜歡
[00:06:15.840 --> 00:06:18.120]  我們都犯罪得罪神
[00:06:18.120 --> 00:06:21.040]  但是當我們信耶穌之後
[00:06:21.040 --> 00:06:22.800]  這個浸禮象徵著
[00:06:22.800 --> 00:06:26.400]  我們的舊人已經和耶穌釘在十字架上
[00:06:26.400 --> 00:06:29.680]  我們屬於亞當的人已經死了
[00:06:29.680 --> 00:06:34.520]  而今天活著的是耶穌從死裡復活的生命
[00:06:34.520 --> 00:06:38.000]  而這個生命是步向永生和榮耀
[00:06:38.000 --> 00:06:40.800]  再不是罪和死
[00:06:40.800 --> 00:06:43.920]  我們的命運從此就不同了
[00:06:43.920 --> 00:06:45.840]  就像我剛才所說的
[00:06:45.840 --> 00:06:47.840]  你進入了一個行業
[00:06:47.840 --> 00:06:50.800]  一間公司或者加入了一個家庭裡面
[00:06:50.800 --> 00:07:01.440]  從此你的將來就和工作和家庭結連了
[00:07:01.440 --> 00:07:05.200]  你的人生過去的故事和將來的命運
[00:07:05.200 --> 00:07:08.960]  同樣和你的工作或者家庭結連了
[00:07:08.960 --> 00:07:11.800]  第二樣本來所說到用的概念
[00:07:11.800 --> 00:07:13.440]  就是管治這個概念
[00:07:13.440 --> 00:07:17.200]  我們看第九至第十一節的經文
[00:07:17.200 --> 00:07:19.920]  這個本來用了管治的概念
[00:07:19.920 --> 00:07:21.200]  講到我們信耶穌之後
[00:07:21.200 --> 00:07:23.760]  我們的命運都轉變了
[00:07:23.760 --> 00:07:26.000]  在第九節
[00:07:26.000 --> 00:07:29.080]  講到死而不再作他的主了
[00:07:29.080 --> 00:07:32.520]  英文是Death no longer has dominion over him
[00:07:32.520 --> 00:07:35.760]  Dominion這個字在大六章出現了最少有兩次
[00:07:35.760 --> 00:07:38.080]  一個管治、管治的
[00:07:38.080 --> 00:07:41.080]  或者是管轄掌權的意思
[00:07:41.080 --> 00:07:45.720]  中文聖經的意思是作主或者做我們的王等等
[00:07:45.720 --> 00:07:47.120]  當我們信了耶穌之後
[00:07:47.120 --> 00:07:49.120]  剛才講到我們的人生
[00:07:49.120 --> 00:07:52.560]  我們的命運不再連接於亞當
[00:07:52.560 --> 00:07:56.000]  從此耶穌基督的恩典
[00:07:56.000 --> 00:07:56.920]  他的永生
[00:07:56.920 --> 00:07:59.960]  他的榮耀就在我們身上去作王
[00:07:59.960 --> 00:08:03.000]  這是一個政治的字眼
[00:08:03.000 --> 00:08:04.160]  今天你活在香港
[00:08:04.160 --> 00:08:07.880]  如果有一天你去旅行也好
[00:08:07.880 --> 00:08:09.680]  你去移民也好
[00:08:09.680 --> 00:08:11.400]  去了另一個國家
[00:08:11.400 --> 00:08:15.800]  你就不可以按照香港的法例去做事
[00:08:15.800 --> 00:08:18.920]  你要按照那裡的法例去行事為人
[00:08:18.920 --> 00:08:20.360]  在香港合法的事
[00:08:20.360 --> 00:08:21.760]  在其他國家地方
[00:08:21.760 --> 00:08:24.280]  不代表一定合法
[00:08:24.280 --> 00:08:26.880]  我們香港人都經歷過這個階段
[00:08:26.880 --> 00:08:29.040]  九七之前我們在英國殖民地
[00:08:29.040 --> 00:08:31.440]  我們受制於英國很多的概念
[00:08:31.440 --> 00:08:32.880]  很多法律的影響
[00:08:32.880 --> 00:08:34.040]  當我們回歸之後
[00:08:34.040 --> 00:08:36.360]  今天我們是中華人民共和國的領土
[00:08:36.360 --> 00:08:39.600]  於是我們做每件事都不同了
[00:08:39.600 --> 00:08:40.960]  以前我還記得
[00:08:40.960 --> 00:08:42.440]  小學中學的時候
[00:08:42.440 --> 00:08:44.920]  偶爾都會聽見英國國歌
[00:08:44.920 --> 00:08:48.480]  不知道大家還記不記得是哪首歌
[00:08:48.480 --> 00:08:49.360]  現在不是了
[00:08:49.360 --> 00:08:52.040]  我們看真新聞都要首先起來
[00:08:52.040 --> 00:08:55.040]  聽著中國國歌
[00:08:55.040 --> 00:08:57.240]  如果我們在美加都生活過
[00:08:57.240 --> 00:08:58.320]  或者去過那裡旅遊
[00:08:58.320 --> 00:09:00.600]  你知道不同的州份和省份
[00:09:00.600 --> 00:09:02.040]  規矩都不同
[00:09:02.040 --> 00:09:03.800]  就以開車為例
[00:09:03.800 --> 00:09:08.040]  有些州份省份紅燈都可以轉右
[00:09:08.040 --> 00:09:09.760]  沒有車就可以轉
[00:09:09.760 --> 00:09:10.880]  但要小心
[00:09:10.880 --> 00:09:13.920]  一開過邊界去到另一個州份省份
[00:09:13.920 --> 00:09:15.680]  可能條例不同了
[00:09:15.680 --> 00:09:19.280]  如果紅燈轉右隨時會被人抄牌
[00:09:19.280 --> 00:09:21.520]  以前我在加拿大的時候
[00:09:21.520 --> 00:09:23.840]  有一位西人朋友
[00:09:23.840 --> 00:09:25.360]  他又搬浮
[00:09:25.360 --> 00:09:27.880]  他本來住在Winnipeg
[00:09:27.880 --> 00:09:29.360]  Manitoba這個省份
[00:09:29.360 --> 00:09:30.680]  當時我住在那裡
[00:09:30.680 --> 00:09:32.320]  他搬到Alberta
[00:09:32.320 --> 00:09:34.040]  去到Calgary這個地方
[00:09:34.040 --> 00:09:36.080]  半年之後我就去探望他
[00:09:36.080 --> 00:09:37.040]  住在家裡幾天
[00:09:37.040 --> 00:09:39.840]  他就載我去玩和吃東西
[00:09:39.840 --> 00:09:41.240]  我還記得有一次
[00:09:41.240 --> 00:09:42.200]  去到十字路口
[00:09:42.200 --> 00:09:44.920]  有個交通警戒了他
[00:09:44.920 --> 00:09:47.320]  問他為什麼車頭沒有車牌
[00:09:47.320 --> 00:09:50.280]  他說我以前在Manitoba省
[00:09:50.280 --> 00:09:52.200]  不需要掛前面車牌
[00:09:52.200 --> 00:09:53.080]  掛後面就可以了
[00:09:53.080 --> 00:09:55.040]  原來很多省份州份
[00:09:55.040 --> 00:09:57.160]  只要掛車牌後面就足夠了
[00:09:57.160 --> 00:09:59.240]  前面不用
[00:09:59.240 --> 00:10:01.680]  交通警就說這裡是Alberta
[00:10:01.680 --> 00:10:03.240]  你前面要掛車牌
[00:10:03.240 --> 00:10:03.960]  對不起
[00:10:03.960 --> 00:10:05.520]  就抄一張告票給他
[00:10:05.520 --> 00:10:07.360]  寫了一張牙關
[00:10:07.360 --> 00:10:10.280]  原來開車這件事
[00:10:10.280 --> 00:10:13.040]  在不同的州份省份都有不同的規矩
[00:10:13.040 --> 00:10:15.920]  這裡保羅說到
[00:10:15.920 --> 00:10:17.520]  今天我們不再活在
[00:10:17.520 --> 00:10:21.080]  罪和死的權勢管治之下
[00:10:21.080 --> 00:10:25.000]  在我們耶穌基督的恩典和永生復活之下
[00:10:25.000 --> 00:10:27.880]  我們行事為人就應當不同了
[00:10:27.880 --> 00:10:31.080]  我們命運是在於你上了哪輛車
[00:10:31.080 --> 00:10:33.840]  誰做你的司機
[00:10:33.840 --> 00:10:36.960]  以往我們那輛車是亞當開出的車
[00:10:36.960 --> 00:10:38.280]  他的命運去到終點
[00:10:38.280 --> 00:10:39.960]  成為了我們的命運去到終點
[00:10:39.960 --> 00:10:42.120]  但今天我們上了耶穌基督的車
[00:10:42.120 --> 00:10:43.560]  進了他的門
[00:10:43.560 --> 00:10:46.480]  他的故事他的命運
[00:10:46.480 --> 00:10:48.440]  他所得的榮耀就成為了
[00:10:48.440 --> 00:10:50.680]  都是屬於我們的
[00:10:50.680 --> 00:10:53.920]  就好像今年六六年
[00:10:53.920 --> 00:10:56.120]  你去馬場散場的時候
[00:10:56.120 --> 00:10:58.360]  你想乘坐雙層巴士回大埔
[00:10:58.360 --> 00:11:00.000]  上早一輛和上遲一輛
[00:11:00.000 --> 00:11:02.680]  終點和命運都很不同
[00:11:02.680 --> 00:11:05.720]  因為如果上了某個巴士
[00:11:05.720 --> 00:11:06.840]  你的終點和命運
[00:11:06.840 --> 00:11:09.400]  是在於司機的行為是怎樣
[00:11:09.400 --> 00:11:13.160]  同樣今天我們上了哪輛車
[00:11:13.160 --> 00:11:18.040]  那輛車的主人就定義了我們
[00:11:18.040 --> 00:11:19.040]  第三個概念
[00:11:19.040 --> 00:11:20.440]  保羅繼續講到的
[00:11:20.440 --> 00:11:23.120]  就是一個工具或者武器的概念
[00:11:23.120 --> 00:11:27.320]  請幫我讀出《羅馬書》第十二至第十三節
[00:11:27.320 --> 00:11:30.520]  這裡保羅講到工具這個概念
[00:11:30.520 --> 00:11:32.840]  或者其實可以翻譯為武器
[00:11:32.840 --> 00:11:35.080]  就是說原來我們信主之前
[00:11:35.080 --> 00:11:36.880]  因為我們做罪的緣故
[00:11:36.880 --> 00:11:38.960]  我們的身體的肢體
[00:11:38.960 --> 00:11:39.840]  我們的手腳
[00:11:39.840 --> 00:11:42.040]  我們的各樣的行為
[00:11:42.040 --> 00:11:46.280]  就好像獻給不義去做不義的工具武器一樣
[00:11:46.280 --> 00:11:49.800]  其實也有一點政治的理解
[00:11:49.800 --> 00:11:52.400]  就是當時羅馬帝國這麼強
[00:11:52.400 --> 00:11:53.880]  因為他們的軍事很強
[00:11:53.880 --> 00:11:55.120]  他們的武器很強
[00:11:55.120 --> 00:11:56.800]  保羅講到我們信主之後
[00:11:56.800 --> 00:11:58.840]  我們不再做武器去傷人
[00:11:58.840 --> 00:12:00.160]  做不義的用途
[00:12:00.160 --> 00:12:01.960]  而是獻給神
[00:12:01.960 --> 00:12:03.440]  我們整個人的身體
[00:12:03.440 --> 00:12:05.040]  我們肢體獻給神
[00:12:05.040 --> 00:12:08.160]  作義的工具去榮耀神
[00:12:08.160 --> 00:12:12.680]  不同的國家同樣都要求國民做不同的事情
[00:12:12.680 --> 00:12:16.920]  如果你搬到我們香港附近的台灣住
[00:12:16.920 --> 00:12:18.720]  可能你的子女成長
[00:12:18.720 --> 00:12:21.240]  他們差不多要當兵
[00:12:21.240 --> 00:12:24.840]  因為那個地方那個政權要求你這樣做
[00:12:24.840 --> 00:12:26.480]  同樣我們的生命也是
[00:12:26.480 --> 00:12:29.320]  如果已經是屬於不同的主人
[00:12:29.320 --> 00:12:31.680]  我們是有耶穌基督做我們的王
[00:12:31.680 --> 00:12:34.880]  我們就不讓我們過往的罪
[00:12:34.880 --> 00:12:37.040]  去影響我們去犯罪
[00:12:37.040 --> 00:12:38.440]  作犯罪的肢體
[00:12:38.440 --> 00:12:40.040]  而是我們用我們的肢體
[00:12:40.040 --> 00:12:41.400]  我們的言語行為
[00:12:41.400 --> 00:12:43.440]  都要去榮耀神
[00:12:43.440 --> 00:12:45.960]  我還記得我在外國進修的時候
[00:12:45.960 --> 00:12:48.600]  認識一位博士生
[00:12:48.600 --> 00:12:52.440]  他在我們面前講他的得救見證
[00:12:52.440 --> 00:12:54.520]  他不去隱瞞
[00:12:54.520 --> 00:12:56.280]  他說他未信主之前
[00:12:56.280 --> 00:12:58.600]  人生很沒有方向很迷失
[00:12:58.600 --> 00:13:03.080]  甚至沉迷在一些色情的資訊那裡
[00:13:03.080 --> 00:13:04.680]  但是他信了耶穌之後
[00:13:04.680 --> 00:13:05.920]  耶穌改變了他
[00:13:05.920 --> 00:13:07.960]  突然間他開了他的屬靈密口
[00:13:07.960 --> 00:13:10.200]  他不僅很渴望去認識聖經
[00:13:10.200 --> 00:13:11.200]  去研讀聖經
[00:13:11.200 --> 00:13:15.560]  更加神給他一個很喜歡研究
[00:13:15.560 --> 00:13:19.080]  護教這一門的科目
[00:13:19.080 --> 00:13:22.200]  透過理性去了解他的信仰
[00:13:22.200 --> 00:13:24.440]  知道我們相信的主
[00:13:24.440 --> 00:13:27.120]  聖經所講的是很合情合理
[00:13:27.120 --> 00:13:28.520]  順便問一下高伯
[00:13:28.520 --> 00:13:31.680]  誰在上斯芬王王傳道的護教學
[00:13:31.680 --> 00:13:33.280]  科學與信仰
[00:13:33.280 --> 00:13:34.640]  那麼少?
[00:13:34.640 --> 00:13:35.400]  舉手吧
[00:13:35.400 --> 00:13:37.080]  好像說爆了
[00:13:37.080 --> 00:13:38.320]  我們要換一間大房間
[00:13:38.320 --> 00:13:40.920]  一會兒還是回小房間上課
[00:13:40.920 --> 00:13:42.080]  就是這些
[00:13:42.080 --> 00:13:45.080]  究竟科學、腐爛、創造
[00:13:45.080 --> 00:13:47.840]  和我們今天看的聖經有沒有衝突
[00:13:47.840 --> 00:13:49.640]  另外講這個博士生
[00:13:49.640 --> 00:13:51.960]  他說從小就很鑽研這些書目
[00:13:51.960 --> 00:13:53.280]  很沉迷
[00:13:53.280 --> 00:13:54.480]  甚至到地步
[00:13:54.480 --> 00:13:56.160]  他進神學院讀這些科目
[00:13:56.160 --> 00:13:59.720]  他跟一個他很仰慕的護教學老師
[00:13:59.720 --> 00:14:01.440]  進了那間學院讀
[00:14:01.440 --> 00:14:02.800]  甚至讀著讀著
[00:14:02.800 --> 00:14:04.400]  讀到在我認識他的時間
[00:14:04.400 --> 00:14:05.960]  已經是一個博士生
[00:14:05.960 --> 00:14:07.200]  他認識了耶穌之後
[00:14:07.200 --> 00:14:09.120]  耶穌很大恩典
[00:14:09.120 --> 00:14:11.280]  耶穌改變了他的生命
[00:14:11.280 --> 00:14:12.440]  如果沒有信主之前
[00:14:12.440 --> 00:14:13.600]  如果他繼續走以前的路
[00:14:13.600 --> 00:14:15.040]  他的人生繼續迷失
[00:14:15.040 --> 00:14:17.920]  繼續沉迷在一些不應該沉迷的事情上
[00:14:17.920 --> 00:14:19.920]  他的人生都不知道會變成怎樣
[00:14:19.920 --> 00:14:21.840]  沒有什麼將來可言
[00:14:21.840 --> 00:14:27.080]  但是今天他帶著一份力量、一份盼望
[00:14:27.080 --> 00:14:30.200]  很積極地為了神的國度去工作
[00:14:30.200 --> 00:14:32.560]  見到神是用他
[00:14:32.560 --> 00:14:34.680]  見到他不再在作為裏面
[00:14:34.680 --> 00:14:37.000]  而是能夠壯義的肢體
[00:14:37.000 --> 00:14:38.680]  因為神要改變我們的生命
[00:14:38.680 --> 00:14:41.880]  我們的命去服侍他
[00:14:41.880 --> 00:14:43.040]  的確我們去歸納品相
[00:14:43.040 --> 00:14:45.440]  講的就好像一些童話故事一樣
[00:14:45.440 --> 00:14:49.040]  講到很多我們從小聽的童話故事
[00:14:49.040 --> 00:14:53.440]  如《水公主》、《灰公主》、《白雪公主》都很類似
[00:14:53.440 --> 00:14:58.840]  主角之前通常都是被妓女虐待
[00:14:58.840 --> 00:15:02.080]  落在妓女手上
[00:15:02.080 --> 00:15:03.760]  命運很悲
[00:15:03.760 --> 00:15:07.880]  直到有些事情發生了
[00:15:07.880 --> 00:15:11.480]  於是某公主認識了白馬王子
[00:15:11.480 --> 00:15:13.240]  然後那個王子娶了她
[00:15:13.240 --> 00:15:14.360]  變成了皇后
[00:15:14.360 --> 00:15:19.360]  從此他們就開心地生活了
[00:15:19.360 --> 00:15:22.200]  Happy ever after
[00:15:22.200 --> 00:15:24.280]  信耶穌也是
[00:15:24.280 --> 00:15:27.360]  過往我們因著罪的緣故
[00:15:27.360 --> 00:15:28.520]  我們只是步向死亡
[00:15:28.520 --> 00:15:30.240]  人生怎麼計算
[00:15:30.240 --> 00:15:32.120]  死亡就定義了我們一切
[00:15:32.120 --> 00:15:35.880]  好像一切我們所做的都沒有意義
[00:15:35.880 --> 00:15:38.400]  但是我們信耶穌之後
[00:15:38.400 --> 00:15:40.680]  神的恩典
[00:15:40.680 --> 00:15:43.680]  神給我們的永生
[00:15:43.680 --> 00:15:47.880]  神讓我們知道將要進入父神的榮耀裡面
[00:15:47.880 --> 00:15:50.120]  這個才定義了我們的命運
[00:15:50.120 --> 00:15:55.000]  但可惜我發覺很多信耶穌的基督徒
[00:15:55.000 --> 00:15:55.840]  雖然信了耶穌
[00:15:55.840 --> 00:15:57.800]  但好像生命沒有轉變
[00:15:57.800 --> 00:15:59.480]  好像停留在以前的光景
[00:15:59.480 --> 00:16:01.400]  困在過去一樣
[00:16:01.400 --> 00:16:02.720]  他信耶穌和不信耶穌
[00:16:02.720 --> 00:16:05.440]  對他的生活生命沒有很大的分別
[00:16:05.440 --> 00:16:08.280]  只是在於他要回教會看聖經
[00:16:08.280 --> 00:16:10.880]  在教會幫忙做一些事情
[00:16:10.880 --> 00:16:13.400]  但這個不是神
[00:16:13.400 --> 00:16:16.840]  要我們順著之後經歷的生命
[00:16:16.840 --> 00:16:18.920]  我發覺
[00:16:18.920 --> 00:16:20.200]  什麼困住了我們
[00:16:20.200 --> 00:16:25.960]  不能活出基督給我們這個榮耀的生命呢?
[00:16:25.960 --> 00:16:26.920]  最主要是兩件事
[00:16:26.920 --> 00:16:29.560]  我覺得我們需要提醒
[00:16:29.560 --> 00:16:31.200]  第一就是我們信耶穌之後
[00:16:31.200 --> 00:16:33.240]  都仍然假設
[00:16:33.240 --> 00:16:35.040]  以為我們改變生命
[00:16:35.040 --> 00:16:39.280]  就是要改變我們周圍的環境
[00:16:39.280 --> 00:16:41.200]  好像什麼呢?
[00:16:41.200 --> 00:16:44.160]  好像今天你打開電視
[00:16:44.160 --> 00:16:45.000]  打開網頁
[00:16:45.000 --> 00:16:46.800]  通常廣告就會彈出來
[00:16:46.800 --> 00:16:49.360]  每個廣告基本上都是這樣的邏輯
[00:16:49.360 --> 00:16:50.480]  你買我的產品吧
[00:16:50.480 --> 00:16:52.640]  你接受我的服務吧
[00:16:52.640 --> 00:16:55.000]  你的生命就會開心一點
[00:16:55.000 --> 00:16:55.760]  就會好一點
[00:16:55.760 --> 00:16:56.600]  就會幸福一點
[00:16:56.600 --> 00:16:57.760]  就會保障一點
[00:16:57.760 --> 00:16:58.560]  是不是?
[00:16:58.560 --> 00:17:01.920]  所有廣告都是朝著這個方向
[00:17:01.920 --> 00:17:05.960]  若果我們慢慢相信了這個世界觀
[00:17:05.960 --> 00:17:06.960]  我們就以為
[00:17:06.960 --> 00:17:08.640]  只要我轉一下工
[00:17:08.640 --> 00:17:09.920]  我找一份好工作
[00:17:09.920 --> 00:17:11.320]  我轉一下伴侶
[00:17:11.320 --> 00:17:12.560]  這個伴侶好像不適合我
[00:17:12.560 --> 00:17:13.840]  我找另一個會開心一點
[00:17:13.840 --> 00:17:17.640]  或者我甚至轉一下風水擺設
[00:17:17.640 --> 00:17:21.560]  看看一些不同的命理占卜
[00:17:21.560 --> 00:17:23.400]  可能我動一下這些東西
[00:17:23.400 --> 00:17:24.640]  我的生命又會好一點
[00:17:24.640 --> 00:17:26.000]  或者甚至
[00:17:26.000 --> 00:17:27.920]  香港人都經常說
[00:17:27.920 --> 00:17:29.280]  勾引我移民
[00:17:29.280 --> 00:17:30.720]  香港好像不是最理想
[00:17:30.720 --> 00:17:32.760]  我去一個更理想的地方居住
[00:17:32.760 --> 00:17:34.600]  於是我改變了這些東西
[00:17:34.600 --> 00:17:35.200]  我的生活
[00:17:35.200 --> 00:17:37.640]  我的生命就會好一點
[00:17:37.640 --> 00:17:39.680]  我們經常以為我們轉變這些東西
[00:17:39.680 --> 00:17:43.840]  按照社會世界的所謂對成功幸福的標準
[00:17:43.840 --> 00:17:46.800]  來衡量我們今天的得失
[00:17:46.800 --> 00:17:47.640]  但是很多時候
[00:17:47.640 --> 00:17:48.200]  第一
[00:17:48.200 --> 00:17:49.680]  我們未必得到
[00:17:49.680 --> 00:17:51.280]  我們經常覺得很遺憾
[00:17:51.280 --> 00:17:52.280]  很抱怨
[00:17:52.280 --> 00:17:54.680]  就算我們得到
[00:17:54.680 --> 00:17:56.400]  有時發覺好像
[00:17:56.400 --> 00:17:58.080]  原來都是不代如是
[00:17:58.080 --> 00:18:00.880]  我們裡面好像這麼空虛
[00:18:00.880 --> 00:18:03.720]  好多我們所謂的命運都沒有轉變
