
[00:00:00.000 --> 00:00:03.000]  今日要跟大家講一個題目
[00:04:07.400 --> 00:04:13.400]  倘若你和你子孫轉去不跟從我
[00:04:13.400 --> 00:04:17.400]  不守我指示你們的律例
[00:04:17.400 --> 00:04:19.400]  去侍奉別社
[00:04:19.400 --> 00:04:23.400]  我就必將以色列人
[00:04:23.400 --> 00:04:27.400]  從我賜給他們的地上剪除
[00:04:27.400 --> 00:04:31.400]  並且我為幾名所分別為聖的殿
[00:04:31.400 --> 00:04:33.400]  也必捨棄不顧
[00:04:33.400 --> 00:04:37.400]  使以色列人在萬民中作笑談
[00:04:37.400 --> 00:04:39.400]  避忌朝
[00:04:39.400 --> 00:04:41.400]  我們一起讀第八第九節
[00:04:41.400 --> 00:04:47.400]  這殿須審告將來經過的人必驚訝癡笑說
[00:04:47.400 --> 00:04:53.400]  耶和華為何將這地和這殿如此行呢?
[00:04:53.400 --> 00:04:55.400]  人必回答說
[00:04:55.400 --> 00:05:00.400]  因此地的人離棄他們列祖出埃及地
[00:05:00.400 --> 00:05:03.400]  知耶和華他們的神
[00:05:03.400 --> 00:05:07.400]  去親近別神侍奉敬拜他
[00:05:07.400 --> 00:05:13.400]  所以耶和華使這一切災禍臨到他們
[00:05:13.400 --> 00:05:18.400]  我們剛才問了一個問題
[00:05:18.400 --> 00:05:21.400]  為何一個這麼顯赫的君王
[00:05:21.400 --> 00:05:23.400]  在他死了之後
[00:05:23.400 --> 00:05:26.400]  他的王國就隨即分裂
[00:05:26.400 --> 00:05:30.400]  power point power point
[00:05:30.400 --> 00:05:32.400]  引言那裡
[00:05:32.400 --> 00:05:36.400]  我們要問這個問題
[00:05:36.400 --> 00:05:39.400]  字體全部出現問題
[00:05:39.400 --> 00:05:40.400]  不要緊
[00:05:40.400 --> 00:05:43.400]  我們請大家留意
[00:05:43.400 --> 00:05:49.400]  我們剛才讀第一節的時候
[00:05:49.400 --> 00:05:52.400]  其實有一個原因在中間
[00:05:52.400 --> 00:05:54.400]  我們看一看
[00:05:54.400 --> 00:05:56.400]  這裡說到
[00:05:56.400 --> 00:06:04.400]  當所羅門見完聖殿和皇宮的時候
[00:06:06.400 --> 00:06:09.400]  神就向他顯現
[00:06:09.400 --> 00:06:12.400]  這個埋藏了一個原因在裡面
[00:06:12.400 --> 00:06:13.400]  因為我們知道
[00:06:13.400 --> 00:06:14.400]  見殿
[00:06:14.400 --> 00:06:17.400]  耶和華見殿的時候
[00:06:17.400 --> 00:06:19.400]  用了七年的時間
[00:06:19.400 --> 00:06:21.400]  建造這個皇宮
[00:06:21.400 --> 00:06:23.400]  是用了十三年
[00:06:23.400 --> 00:06:26.400]  總共是二十年的時間
[00:06:26.400 --> 00:06:28.400]  二十年的時間
[00:06:28.400 --> 00:06:29.400]  在中間裡邊
[00:06:29.400 --> 00:06:32.400]  我們知道當時這個大興土木
[00:06:32.400 --> 00:06:39.400]  當時用了很多的錢來建這座殿
[00:06:39.400 --> 00:06:42.400]  和一群組的皇宮
[00:06:42.400 --> 00:06:45.400]  奴役當時很多的人
[00:06:45.400 --> 00:06:50.400]  並且是長年的精粹去維持
[00:06:50.400 --> 00:06:55.400]  因為不單是二十年去建這個聖殿和皇宮
[00:06:55.400 --> 00:06:59.400]  要維持接下來
[00:06:59.400 --> 00:07:01.400]  所羅門做王的時候
[00:07:01.400 --> 00:07:03.400]  這些花費
[00:07:03.400 --> 00:07:08.400]  其實是令到當時的人民苦不堪言
[00:07:08.400 --> 00:07:12.400]  當然我們知道早期的時候
[00:07:12.400 --> 00:07:15.400]  這些人還沒有怎樣出聲
[00:07:15.400 --> 00:07:18.400]  所以當所羅門一死
[00:07:18.400 --> 00:07:22.400]  這些人就起來表達
[00:07:22.400 --> 00:07:25.400]  我們看一看
[00:07:25.400 --> 00:07:30.400]  播一播所羅門的聖殿
[00:07:30.400 --> 00:07:32.400]  他那種輝煌
[00:07:32.400 --> 00:07:34.400]  今天我們沒有人演再見
[00:07:34.400 --> 00:07:38.400]  不過今天很多人去想
[00:07:38.400 --> 00:07:41.400]  所羅門的聖殿有多輝煌
[00:07:41.400 --> 00:07:43.400]  就從第六章開始
[00:07:43.400 --> 00:07:46.400]  我們看見他建聖殿的時候所用的
[00:07:46.400 --> 00:07:47.400]  是怎樣的
[00:07:47.400 --> 00:07:51.400]  我們透過這兩分鐘的短片
[00:07:51.400 --> 00:07:54.400]  來介紹這個聖殿
[00:08:00.400 --> 00:08:03.400]  以色列人出埃及之後四百八十年
[00:08:03.400 --> 00:08:07.400]  大約在公元前的九百七十年
[00:08:07.400 --> 00:08:10.400]  所羅門王開始建築聖殿
[00:08:10.400 --> 00:08:14.400]  用了整整七年的時間才落成
[00:08:14.400 --> 00:08:20.400]  這個聖殿是一項既輝煌又豪資龐大的工程
[00:08:20.400 --> 00:08:23.400]  聖殿的內部包括了牆
[00:08:23.400 --> 00:08:25.400]  天花板和地板
[00:08:25.400 --> 00:08:29.400]  全部都是用晶金包裹
[00:08:29.400 --> 00:08:33.400]  聖殿的擺設基本上和會幕差不多
[00:08:33.400 --> 00:08:36.400]  但卻是宏偉很多
[00:08:36.400 --> 00:08:41.400]  裡面的聖物比之前更大更多
[00:08:41.400 --> 00:08:45.400]  譬如以前會幕聖所裡面
[00:08:45.400 --> 00:08:49.400]  有一盞金燈台和一張陳設餅的桌子
[00:08:49.400 --> 00:08:52.400]  現在在聖殿的裡面
[00:08:52.400 --> 00:08:58.400]  卻是有十盞金燈台和十張陳設的桌子
[00:08:58.400 --> 00:09:03.400]  所羅門又用了十個銅盆座和旗上的銅盆
[00:09:03.400 --> 00:09:06.400]  是用來洗祭物的
[00:09:06.400 --> 00:09:09.400]  另外又做了一個巨型的銅海
[00:09:09.400 --> 00:09:12.400]  給祭司清潔用
[00:09:12.400 --> 00:09:16.400]  背著銅海的有十二隻銅鈕
[00:09:16.400 --> 00:09:19.400]  殿前又有兩根銅柱
[00:09:19.400 --> 00:09:25.400]  這些都是所羅門聖殿的標記
[00:09:25.400 --> 00:09:28.400]  聖殿的建成可以說是
[00:09:28.400 --> 00:09:33.400]  神在以色列百姓身上應許的一個實現
[00:09:33.400 --> 00:09:38.400]  亦都是將這個成為得著應許的標記
[00:09:55.400 --> 00:09:58.400]  第八章裡面不難找得到
[00:09:58.400 --> 00:10:00.400]  我們知道當時年青的所羅門
[00:10:00.400 --> 00:10:04.400]  他有一個非常敬畏神的心
[00:10:04.400 --> 00:10:08.400]  所以當他作了這個圖告
[00:10:08.400 --> 00:10:09.400]  這個獻殿的圖告的時候
[00:10:09.400 --> 00:10:12.400]  神就第二次向他顯現
[00:10:12.400 --> 00:10:14.400]  回應他的圖告
[00:10:14.400 --> 00:10:18.400]  在剛才所讀的第九章第二第三節
[00:10:18.400 --> 00:10:22.400]  講到神回應所羅門的圖告
[00:10:22.400 --> 00:10:26.400]  在這裏神說:我向你,你向我所祈求的
[00:10:26.400 --> 00:10:28.400]  我都應允了
[00:10:28.400 --> 00:10:29.400]  應允了什麼呢?
[00:10:29.400 --> 00:10:34.400]  第一,應允了這個殿
[00:10:34.400 --> 00:10:39.400]  神已經將這個殿分別為聖
[00:10:39.400 --> 00:10:43.400]  神已經將這個殿分別為聖
[00:10:43.400 --> 00:10:46.400]  所以就叫聖殿
[00:10:46.400 --> 00:10:48.400]  耶路撒冷又叫聖地
[00:10:48.400 --> 00:10:52.400]  因為它是在耶路撒冷的聖城
[00:10:52.400 --> 00:10:53.400]  聖殿
[00:10:53.400 --> 00:11:00.400]  在當中神說:我的名要永遠在其中
[00:11:00.400 --> 00:11:03.400]  神回應所羅門的圖告說
[00:11:03.400 --> 00:11:05.400]  我已經應允了
[00:11:05.400 --> 00:11:09.400]  這一座殿我的名要永遠在其中
[00:11:09.400 --> 00:11:13.400]  並且要成為神的居所
[00:11:13.400 --> 00:11:17.400]  我們知道這一座的聖殿除了我們敬拜之外
[00:11:17.400 --> 00:11:21.400]  所羅門的圖告就說要成為一個圖告的地方
[00:11:21.400 --> 00:11:23.400]  他的子民要來圖告
[00:11:23.400 --> 00:11:26.400]  並且所羅門在第八章第六十節
[00:11:26.400 --> 00:11:28.400]  他講出一樣最重要
[00:11:28.400 --> 00:11:33.400]  他說這座聖殿是見證上帝的榮耀
[00:11:33.400 --> 00:11:35.400]  在這裏說
[00:11:35.400 --> 00:11:40.400]  這座聖殿在地上的萬民都知道
[00:11:40.400 --> 00:11:43.400]  唯獨耶和華祂是神
[00:11:43.400 --> 00:11:47.400]  第二,神回應告訴他們
[00:11:47.400 --> 00:11:49.400]  祂的眼和祂的心
[00:11:49.400 --> 00:11:52.400]  時時都在這座聖殿裏面
[00:11:52.400 --> 00:11:53.400]  所以祂在祈禱的時候
[00:11:53.400 --> 00:11:58.400]  願祢晝夜看顧這殿
[00:11:58.400 --> 00:11:59.400]  在這裏當我們看到
[00:11:59.400 --> 00:12:03.400]  神的眼和祂的心在這裏
[00:12:03.400 --> 00:12:05.400]  當我們說神的眼在這裏的時候
[00:12:05.400 --> 00:12:07.400]  可能我們馬上就會想起
[00:12:07.400 --> 00:12:14.400]  廿四小時的閉路電視監察
[00:12:14.400 --> 00:12:18.400]  是否在聖殿裏面安裝了這些呢?
[00:12:18.400 --> 00:12:19.400]  當然不是
[00:12:19.400 --> 00:12:21.400]  神說祂自己在這裏
[00:12:21.400 --> 00:12:23.400]  祂是一個不打頓的神
[00:12:23.400 --> 00:12:25.400]  祂的眼在這裏
[00:12:25.400 --> 00:12:27.400]  不單止祂的眼
[00:12:27.400 --> 00:12:28.400]  祂的心也在這裏
[00:12:28.400 --> 00:12:29.400]  多重要
[00:12:29.400 --> 00:12:30.400]  祂的心在這裏
[00:12:30.400 --> 00:12:33.400]  我想起我學游泳
[00:12:33.400 --> 00:12:36.400]  一不到地的地方我就很害怕
[00:12:36.400 --> 00:12:38.400]  因為小時候淹沒過
[00:12:38.400 --> 00:12:41.400]  所以每到要游深水的時候
[00:12:41.400 --> 00:12:45.400]  我都會叫我的丈夫
[00:12:45.400 --> 00:12:47.400]  跟著啊跟著啊
[00:12:47.400 --> 00:12:49.400]  為什麼?
[00:12:49.400 --> 00:12:51.400]  因為我知道他不單止祂的眼
[00:12:51.400 --> 00:12:52.400]  看著我
[00:12:52.400 --> 00:12:53.400]  為什麼?
[00:12:53.400 --> 00:12:55.400]  最重要是祂的心在這裏
[00:12:55.400 --> 00:12:57.400]  否則閉路電視有什麼用呢?
[00:12:57.400 --> 00:12:59.400]  在游泳池裏面
[00:12:59.400 --> 00:13:01.400]  甚至有時候我想說
[00:13:01.400 --> 00:13:03.400]  有救生員的
[00:13:03.400 --> 00:13:05.400]  救生員都未必看到是我
[00:13:05.400 --> 00:13:06.400]  但你就不同了
[00:13:06.400 --> 00:13:08.400]  你的心在我這裏
[00:13:08.400 --> 00:13:09.400]  所以我們看到
[00:13:09.400 --> 00:13:10.400]  神的眼
[00:13:10.400 --> 00:13:15.400]  神的心在聖殿裏面
[00:13:15.400 --> 00:13:17.400]  神回應了
[00:13:17.400 --> 00:13:22.400]  所羅門這個禱告
[00:13:22.400 --> 00:13:23.400]  這座聖殿
[00:13:23.400 --> 00:13:30.400]  是表示神同在的一個記號
[00:13:30.400 --> 00:13:34.400]  來回應他這個禱告以外
[00:13:34.400 --> 00:13:38.400]  神親自在第四節開始到第九節
[00:13:38.400 --> 00:13:40.400]  說了一個很重要的
[00:13:40.400 --> 00:13:45.400]  或者說了兩個訊息
[00:13:45.400 --> 00:13:50.400]  第一個是說到神自己的應許
[00:13:50.400 --> 00:13:52.400]  說到神的應許
[00:13:52.400 --> 00:13:54.400]  應許什麼呢?
[00:13:54.400 --> 00:13:56.400]  在第四第五節就很簡單
[00:13:56.400 --> 00:13:58.400]  第一個要說的就是
[00:13:58.400 --> 00:14:01.400]  若然你遵守我的話
[00:14:01.400 --> 00:14:06.400]  神的話就必蒙福
[00:14:06.400 --> 00:14:10.400]  第一將應許告訴所羅門
[00:14:10.400 --> 00:14:14.400]  只要你遵守我的話
[00:14:14.400 --> 00:14:16.400]  律例我的典章
[00:14:16.400 --> 00:14:19.400]  然後就必蒙福
[00:14:19.400 --> 00:14:20.400]  這個蒙福是什麼呢?
[00:14:20.400 --> 00:14:22.400]  是國勢的昌盛
[00:14:22.400 --> 00:14:24.400]  所以在所羅門年青的時候
[00:14:24.400 --> 00:14:31.400]  他是怎樣呢?
[00:14:31.400 --> 00:14:36.400]  所有周邊的國家都向他進貢
[00:14:36.400 --> 00:14:40.400]  我們看到這個應許是帶有條件的
[00:14:40.400 --> 00:14:42.400]  他沒有免除個人的責任
[00:14:42.400 --> 00:14:46.400]  因為一個約是雙方都要守的
[00:14:46.400 --> 00:14:48.400]  他這個條件是
[00:14:48.400 --> 00:14:54.400]  你若效法你大衛
[00:14:54.400 --> 00:14:56.400]  遵行我的吩咐
[00:14:56.400 --> 00:15:00.400]  你的國位必定得到建立
[00:15:00.400 --> 00:15:05.400]  這個是一個應許
[00:15:05.400 --> 00:15:07.400]  年青時候的所羅門
[00:15:07.400 --> 00:15:09.400]  他敬畏神
[00:15:09.400 --> 00:15:12.400]  所以他得到這個祝福
[00:15:12.400 --> 00:15:14.400]  另外我們看到
[00:15:14.400 --> 00:15:15.400]  年青的所羅門
[00:15:15.400 --> 00:15:17.400]  我們上個星期知道
[00:15:17.400 --> 00:15:20.400]  他有一個帶有謙卑的心
[00:15:20.400 --> 00:15:22.400]  他為了要統治神
[00:15:22.400 --> 00:15:23.400]  給他一班百姓
[00:15:23.400 --> 00:15:25.400]  他求的不是什麼
[00:15:25.400 --> 00:15:26.400]  他求的是智慧
[00:15:26.400 --> 00:15:29.400]  怎樣來統治
[00:15:29.400 --> 00:15:31.400]  我們更加知道
[00:15:31.400 --> 00:15:33.400]  年青的所羅門
[00:15:33.400 --> 00:15:35.400]  他的祈禱告訴我們
[00:15:35.400 --> 00:15:37.400]  他帶領著他的百姓
[00:15:37.400 --> 00:15:39.400]  一齊來敬拜神
[00:15:39.400 --> 00:15:42.400]  來稱頌神
[00:15:42.400 --> 00:15:44.400]  遵行神的話
[00:15:44.400 --> 00:15:46.400]  就必蒙福
[00:15:46.400 --> 00:15:48.400]  遵行神的話
[00:15:48.400 --> 00:15:49.400]  就必蒙福
[00:15:49.400 --> 00:15:50.400]  這是一個應許
[00:15:50.400 --> 00:15:53.400]  神親自來向所羅門顯現
[00:15:53.400 --> 00:15:57.400]  將這個應許告訴他們
[00:15:57.400 --> 00:15:59.400]  近日
[00:15:59.400 --> 00:16:01.400]  其實昨晚你們都看了電視
[00:16:01.400 --> 00:16:02.400]  近日
[00:16:02.400 --> 00:16:06.400]  很多世界各地都在討論一個題目
[00:16:06.400 --> 00:16:10.400]  就是關於同性戀的合法化
[00:16:10.400 --> 00:16:18.400]  和同性婚姻的問題
[00:16:18.400 --> 00:16:21.400]  我不知道你作為一個基督徒
[00:16:21.400 --> 00:16:26.400]  你怎樣在進行聖經對婚姻的教導
[00:16:26.400 --> 00:16:27.400]  婚姻的吩咐
[00:16:27.400 --> 00:16:30.400]  婚姻的要求上
[00:16:30.400 --> 00:16:31.400]  你都可以做
[00:16:31.400 --> 00:16:35.400]  你怎樣去看
[00:16:35.400 --> 00:16:38.400]  今天是幾號
[00:16:38.400 --> 00:16:41.400]  11月11號
[00:16:41.400 --> 00:16:43.400]  其實這個日子
[00:16:43.400 --> 00:16:45.400]  在早幾年裏
[00:16:45.400 --> 00:16:47.400]  特別是在香港裏
[00:16:47.400 --> 00:16:51.400]  被認為是對婚姻的一個日子
[00:16:51.400 --> 00:16:55.400]  這4個1代表甚麼呢
[00:16:55.400 --> 00:16:58.400]  在婚姻裏最重要的是甚麼呢
[00:16:58.400 --> 00:17:01.400]  一男一女
[00:17:01.400 --> 00:17:03.400]  接著是甚麼呢
[00:17:03.400 --> 00:17:05.400]  一夫一妻
[00:17:05.400 --> 00:17:07.400]  接著是甚麼
[00:17:07.400 --> 00:17:09.400]  一心一意
[00:17:09.400 --> 00:17:12.400]  最後一生一世
[00:17:12.400 --> 00:17:19.400]  這完全是聖經裏給我們的教訓
[00:17:19.400 --> 00:17:20.400]  我們看見
[00:17:20.400 --> 00:17:24.400]  這個合乎聖經的教訓裏
[00:17:24.400 --> 00:17:26.400]  聖經裏說
[00:17:26.400 --> 00:17:28.400]  就帶來了祝福
[00:17:28.400 --> 00:17:30.400]  這段婚姻就必蒙祝福
[00:17:30.400 --> 00:17:32.400]  特別講到
[00:17:32.400 --> 00:17:35.400]  經前的父母就會生經前的後代
[00:17:35.400 --> 00:17:39.400]  並且祝福是獨到千代
[00:17:39.400 --> 00:17:42.400]  愛我守我誡命的人
[00:17:42.400 --> 00:17:44.400]  我的祝福神話就會怎樣
[00:17:44.400 --> 00:17:47.400]  直到千代
[00:17:47.400 --> 00:17:49.400]  是清楚不過的
[00:17:49.400 --> 00:17:51.400]  愛他守他誡命的人
[00:17:51.400 --> 00:17:56.400]  就得到這個祝福
[00:17:56.400 --> 00:17:57.400]  我們講到
[00:17:57.400 --> 00:18:01.400]  在婚姻裏的一個祝福
[00:18:01.400 --> 00:18:02.400]  在家庭裏
[00:18:02.400 --> 00:18:04.400]  如果有任何一個人
[00:18:04.400 --> 00:18:06.400]  在中間犯錯的時候
[00:18:06.400 --> 00:18:08.400]  就會怎樣
[00:18:08.400 --> 00:18:10.400]  這個就座也會臨到
[00:18:10.400 --> 00:18:12.400]  家庭的中間
[00:18:12.400 --> 00:18:14.400]  不過我想講
[00:18:14.400 --> 00:18:16.400]  我想起
[00:18:16.400 --> 00:18:18.400]  我小時候
[00:18:18.400 --> 00:18:20.400]  所認識的一個導師
[00:18:20.400 --> 00:18:22.400]  在我之前自己的舞會裏
[00:18:22.400 --> 00:18:24.400]  一直以來
[00:18:24.400 --> 00:18:26.400]  在我印象裏
[00:18:26.400 --> 00:18:29.400]  因為他本來只是一個幼稚園的教師
[00:18:29.400 --> 00:18:31.400]  後來他出來
[00:18:31.400 --> 00:18:36.400]  他開了公民觀摩
[00:18:36.400 --> 00:18:39.400]  越做越大
[00:18:39.400 --> 00:18:41.400]  很受神的祝福
[00:18:41.400 --> 00:18:43.400]  在我心裏
[00:18:43.400 --> 00:18:45.400]  我一直在想
[00:18:45.400 --> 00:18:47.400]  這個姐妹
[00:18:47.400 --> 00:18:49.400]  她很好
[00:18:49.400 --> 00:18:52.400]  她和她的丈夫一起很熱心去侍主
[00:18:52.400 --> 00:18:57.400]  所以她有一對很敬虔的子女
[00:18:57.400 --> 00:19:02.400]  她們一家在音樂上的造詣是非常之高
[00:19:02.400 --> 00:19:04.400]  一路
[00:19:04.400 --> 00:19:06.400]  除了這個之外
[00:19:06.400 --> 00:19:08.400]  我看見神祂的祝福就是
[00:19:08.400 --> 00:19:10.400]  在她的事業上
[00:19:10.400 --> 00:19:11.400]  一路時時
[00:19:11.400 --> 00:19:12.400]  來不來就聽見
[00:19:12.400 --> 00:19:15.400]  她的近況的時候
[00:19:15.400 --> 00:19:18.400]  神對她很大的祝福
[00:19:18.400 --> 00:19:20.400]  不單止在家庭
[00:19:20.400 --> 00:19:21.400]  在她的事業裏
[00:19:21.400 --> 00:19:23.400]  給她很多的祝福
[00:19:23.400 --> 00:19:25.400]  在我心裏
[00:19:25.400 --> 00:19:27.400]  因為這個姐妹
[00:19:27.400 --> 00:19:31.400]  是一個非常慷慨的姐妹
[00:19:31.400 --> 00:19:33.400]  我記得她跟我們說過
[00:19:33.400 --> 00:19:35.400]  她說她每次見到乞丐
[00:19:35.400 --> 00:19:36.400]  她都會給錢
[00:19:36.400 --> 00:19:38.400]  她不會考慮
[00:19:38.400 --> 00:19:39.400]  她不會受了
[00:19:39.400 --> 00:19:42.400]  就說那個乞丐是不是假的
[00:19:42.400 --> 00:19:43.400]  是不是什麼的
[00:19:43.400 --> 00:19:44.400]  她說
[00:19:44.400 --> 00:19:47.400]  我不會給這些阻礙了我去
[00:19:47.400 --> 00:19:50.400]  對一些真正有幫助的乞丐
[00:19:50.400 --> 00:19:52.400]  來得到這個幫助
[00:19:52.400 --> 00:19:53.400]  所以她就
[00:19:53.400 --> 00:19:54.400]  每次見到乞丐
[00:19:54.400 --> 00:19:57.400]  她都一定不會給錢
[00:19:57.400 --> 00:19:58.400]  所以在我心目中裏
[00:19:58.400 --> 00:19:59.400]  我就想
[00:19:59.400 --> 00:20:01.400]  這個姐妹
[00:20:01.400 --> 00:20:02.400]  所以她這麼蒙福
[00:20:02.400 --> 00:20:04.400]  這麼有施捨的心
[00:20:04.400 --> 00:20:06.400]  這麼有樂在的心
[00:20:06.400 --> 00:20:08.400]  但昨晚我和我先生聊天的時候
[00:20:08.400 --> 00:20:10.400]  說起這件事的時候
[00:20:10.400 --> 00:20:12.400]  她說不單止是這樣
[00:20:12.400 --> 00:20:13.400]  你知不知道
[00:20:13.400 --> 00:20:15.400]  她先生曾經有一次公開說過
[00:20:15.400 --> 00:20:16.400]  我不知道
[00:20:16.400 --> 00:20:17.400]  她真的
[00:20:17.400 --> 00:20:18.400]  我說什麼
[00:20:18.400 --> 00:20:22.400]  她說這個姐妹裏蒙福的原因
[00:20:22.400 --> 00:20:23.400]  是什麼呢
[00:20:23.400 --> 00:20:26.400]  原來她每一年
[00:20:26.400 --> 00:20:30.400]  在她每一年開始之前
[00:20:30.400 --> 00:20:33.400]  每一年年底的時候
[00:20:33.400 --> 00:20:39.400]  她已經預備了明年的奉獻
[00:20:39.400 --> 00:20:40.400]  你明不明白
[00:20:40.400 --> 00:20:41.400]  還沒找到
[00:20:41.400 --> 00:20:43.400]  她已經預備了這個奉獻
[00:20:43.400 --> 00:20:44.400]  要預備給神
