
[00:00:00.000 --> 00:00:05.800]  我們來到貼索羅耶加前後書 末日的警號系列的最後一講
[00:04:08.800 --> 00:04:15.800]  不當是搶劫 只是輕微罪案
[00:04:15.800 --> 00:04:19.800]  可能被人罰款 亦不需要坐牢
[00:04:19.800 --> 00:04:28.800]  這個法例與2014年通過的47條提案相似
[00:04:28.800 --> 00:04:31.800]  我們要減少監獄裏的囚犯數目
[00:04:31.800 --> 00:04:39.800]  省下很多錢用在社區裏 不要輕易判入監獄
[00:04:39.800 --> 00:04:46.800]  輕微罪案就不需要判入監獄
[00:04:46.800 --> 00:04:52.800]  政府的數據顯示
[00:04:52.800 --> 00:04:57.800]  數據顯示 過去數年暴力罪案大幅度減低
[00:04:57.800 --> 00:04:59.800]  在加州大家興高采烈
[00:04:59.800 --> 00:05:03.800]  因為你定義了甚麼是暴力罪案
[00:05:03.800 --> 00:05:05.800]  那些人要有嚴重損傷
[00:05:05.800 --> 00:05:07.800]  所以我經常對外夫人說
[00:05:07.800 --> 00:05:11.800]  被人搶就算了 不要推你到地上
[00:05:11.800 --> 00:05:13.800]  不要打穿你的頭
[00:05:13.800 --> 00:05:17.800]  打穿了就算不是太嚴重受傷
[00:05:17.800 --> 00:05:19.800]  也不算是暴力罪案
[00:05:19.800 --> 00:05:24.800]  但我們知道暴力罪案嚴重減低
[00:05:24.800 --> 00:05:28.800]  但非暴力罪案嚴重增多
[00:05:28.800 --> 00:05:31.800]  接下來這條片大家都看過
[00:05:31.800 --> 00:05:34.800]  可以再次欣賞在Youtube上
[00:05:34.800 --> 00:05:41.800]  發生在三藩市附近的一宗罪案
[00:05:41.800 --> 00:05:42.800]  請留意
[00:05:42.800 --> 00:05:46.800]  這條47號提案
[00:05:46.800 --> 00:05:51.800]  是加州政府2014年11月4日通過的公投
[00:05:51.800 --> 00:05:57.800]  結果引致很多這類型的罪案發生
[00:05:57.800 --> 00:05:59.800]  剛才你看那條片
[00:05:59.800 --> 00:06:04.800]  斜對面就是三藩市警察總局
[00:06:04.800 --> 00:06:12.800]  當然最後知道是搏車搶劫的人被捕
[00:06:12.800 --> 00:06:15.800]  但被捕後都不需要坐牢
[00:06:15.800 --> 00:06:18.800]  變相引致很多搏車案
[00:06:18.800 --> 00:06:27.800]  我不知道你有沒有家人或認識的朋友
[00:06:27.800 --> 00:06:30.800]  被人搏毀的車的玻璃
[00:06:30.800 --> 00:06:34.800]  我女兒的車泊在Cupertino
[00:06:34.800 --> 00:06:37.800]  一個沒有太多罪案發生的地方
[00:06:37.800 --> 00:06:43.800]  泊在她工作的Street Mall的停車場
[00:06:43.800 --> 00:06:45.800]  也被人搏毀
[00:06:45.800 --> 00:06:48.800]  車內沒有東西
[00:06:48.800 --> 00:06:51.800]  當然又搗亂了一陣子
[00:06:51.800 --> 00:06:54.800]  我們的同工Uncle David
[00:06:54.800 --> 00:06:55.800]  他太太也是
[00:06:55.800 --> 00:06:59.800]  坐在車內等接放學之旅
[00:06:59.800 --> 00:07:02.800]  在車內後面都被人搏毀
[00:07:02.800 --> 00:07:03.800]  玻璃搶劫
[00:07:03.800 --> 00:07:05.800]  你想想有多嚴重
[00:07:05.800 --> 00:07:07.800]  所以有些人各出其謀
[00:07:07.800 --> 00:07:09.800]  如果你看見這些都好笑
[00:07:09.800 --> 00:07:11.800]  這個人說他車的玻璃
[00:07:11.800 --> 00:07:14.800]  後面的玻璃被人搏毀了四次
[00:07:14.800 --> 00:07:16.800]  他寫了這段說話
[00:07:16.800 --> 00:07:20.800]  多謝你去愛惜我的玻璃
[00:07:20.800 --> 00:07:26.800]  過去一年多已經沒有再被人搏毀
[00:07:26.800 --> 00:07:28.800]  多謝你高抬貴手
[00:07:28.800 --> 00:07:31.800]  另外這個也說
[00:07:31.800 --> 00:07:33.800]  車內甚麼都沒有
[00:07:33.800 --> 00:07:35.800]  我沒有鎖車門
[00:07:35.800 --> 00:07:38.800]  因為警察唯有一個建議
[00:07:38.800 --> 00:07:40.800]  你不要鎖車門
[00:07:40.800 --> 00:07:41.800]  我沒有鎖車門
[00:07:41.800 --> 00:07:44.800]  但你喜歡拆甚麼都可以
[00:07:44.800 --> 00:07:45.800]  裡面只有空的盒
[00:07:45.800 --> 00:07:48.800]  總之不要損壞我的玻璃
[00:07:48.800 --> 00:07:51.800]  損壞會像我女兒那樣搗亂一陣子
[00:07:51.800 --> 00:07:55.800]  又要找人來修理
[00:07:55.800 --> 00:07:59.800]  又要失去一天上班的工資
[00:07:59.800 --> 00:08:01.800]  我們覺得是否很荒唐
[00:08:01.800 --> 00:08:04.800]  是否很難以理解
[00:08:04.800 --> 00:08:09.800]  華人被搶劫的更加觸動了他們的神經
[00:08:09.800 --> 00:08:12.800]  快要無法無天
[00:08:12.800 --> 00:08:14.800]  上上比的理由和藉口
[00:08:14.800 --> 00:08:18.800]  就是要減低暴力的罪案
[00:08:18.800 --> 00:08:20.800]  要減低罪犯的人數
[00:08:20.800 --> 00:08:23.800]  要減低執法者的薪勞
[00:08:23.800 --> 00:08:25.800]  所以甚麼都可以合法化
[00:08:25.800 --> 00:08:27.800]  搶劫可以合法化
[00:08:27.800 --> 00:08:29.800]  大麻也合法化了
[00:08:29.800 --> 00:08:31.800]  遲早很多其他事
[00:08:31.800 --> 00:08:33.800]  為了減輕數字的數據
[00:08:33.800 --> 00:08:35.800]  我們都可以合法化
[00:08:35.800 --> 00:08:40.800]  引致我們活在無法無天的世代裏
[00:08:40.800 --> 00:08:42.800]  在基督徒和教會裏面
[00:08:42.800 --> 00:08:48.800]  我們面對的同樣是很多對教會的不公平
[00:08:48.800 --> 00:08:50.800]  或是對教會不可以被迫害
[00:08:50.800 --> 00:08:52.800]  而是不公道
[00:08:52.800 --> 00:08:55.800]  在去年當疫情最嚴重的時候
[00:08:55.800 --> 00:09:01.800]  賭場和脫衣舞的酒吧可以開放
[00:09:01.800 --> 00:09:03.800]  但教會就不可以開放
[00:09:03.800 --> 00:09:07.800]  所以有些教會就去抗議
[00:09:07.800 --> 00:09:11.800]  最有名的有兩間南加州的教會
[00:09:11.800 --> 00:09:17.800]  就註冊自己成為脫衣舞酒吧的牌照
[00:09:17.800 --> 00:09:22.800]  來抗議政府的這些安排
[00:09:22.800 --> 00:09:25.800]  這兩間教會的目者
[00:09:25.800 --> 00:09:28.800]  你見到的目者就是每逢上台的時候
[00:09:28.800 --> 00:09:34.800]  脫胎即是跳脫衣舞的酒吧
[00:09:34.800 --> 00:09:39.800]  以致保持教會能夠重開而不被重罰
[00:09:39.800 --> 00:09:42.800]  我們見到這些事真的很荒唐
[00:09:42.800 --> 00:09:44.800]  在這些世代裏面
[00:09:44.800 --> 00:09:52.800]  很多基督徒當面對周圍的環境和文化衝擊的時候
[00:09:52.800 --> 00:09:55.800]  他們都開始懷疑自己的信仰
[00:09:55.800 --> 00:09:57.800]  甚至放棄自己的信仰
[00:09:57.800 --> 00:10:01.800]  上星期最新消息的是
[00:10:01.800 --> 00:10:08.800]  三一神學院的PhD在Whitten College教的哲學教授
[00:10:08.800 --> 00:10:12.800]  Paul Maxwell在自己的網頁上說
[00:10:12.800 --> 00:10:15.800]  他要脫離基督教不再信
[00:10:15.800 --> 00:10:18.800]  我們見到聖經也提醒我們
[00:10:18.800 --> 00:10:20.800]  在《馬太》第24章裏說到
[00:10:20.800 --> 00:10:23.800]  很多人不法是增多了
[00:10:23.800 --> 00:10:27.800]  人們的愛心也漸漸冷淡了
[00:10:27.800 --> 00:10:29.800]  當我們面對這個時代裏面
[00:10:29.800 --> 00:10:33.800]  我們都會懷疑究竟上帝放我們在這裏做甚麼
[00:10:33.800 --> 00:10:38.800]  放我們在這裏是否面對沒有意義的受苦
[00:10:38.800 --> 00:10:41.800]  我們經常說那三條人生的問題
[00:10:41.800 --> 00:10:43.800]  「我是誰?我往哪裡去?」
[00:10:43.800 --> 00:10:46.800]  我們相信耶穌之後終於解答了
[00:10:46.800 --> 00:10:48.800]  我們是上帝所愛的
[00:10:48.800 --> 00:10:49.800]  祂拯救了我們
[00:10:49.800 --> 00:10:51.800]  與祂建立愛的關係
[00:10:51.800 --> 00:10:54.800]  而我們也知道信主之後我們會去哪裡
[00:10:54.800 --> 00:10:57.800]  人生我們會邁向永恆
[00:10:57.800 --> 00:11:00.800]  但是我們在中間這段日子
[00:11:00.800 --> 00:11:01.800]  那兩個黃圈的中間
[00:11:01.800 --> 00:11:03.800]  活在地上的信主
[00:11:03.800 --> 00:11:05.800]  我們又未去到天堂
[00:11:05.800 --> 00:11:08.800]  這個是「Already but not yet」
[00:11:08.800 --> 00:11:12.800]  我們經常說「應然未然」的幾十年裏面
[00:11:12.800 --> 00:11:14.800]  人生活在地上這些年頭
[00:11:14.800 --> 00:11:17.800]  我們由信主到離世的中間
[00:11:17.800 --> 00:11:20.800]  究竟我們為甚麼要活在地上
[00:11:20.800 --> 00:11:22.800]  是否在當中白白受苦
[00:11:22.800 --> 00:11:26.800]  面對這個疾風的煎熬
[00:11:26.800 --> 00:11:29.800]  在這個世代裏面
[00:11:29.800 --> 00:11:31.800]  我們應該怎樣做
[00:11:31.800 --> 00:11:34.800]  保羅在《貼撒萊黎加前書》和《後書》
[00:11:34.800 --> 00:11:38.800]  告訴這些貼撒萊黎加人知道
[00:11:38.800 --> 00:11:40.800]  我們應該怎樣去面對
[00:11:40.800 --> 00:11:43.800]  你知道保羅在貼撒萊黎加
[00:11:43.800 --> 00:11:45.800]  留了最多的三個星期
[00:11:45.800 --> 00:11:47.800]  三個安詩雅裏面
[00:11:47.800 --> 00:11:49.800]  與這些人見面
[00:11:49.800 --> 00:11:51.800]  其實很坦白說
[00:11:51.800 --> 00:11:53.800]  他只見到他們三個星期三次
[00:11:53.800 --> 00:11:55.800]  保羅被迫離開
[00:11:55.800 --> 00:11:57.800]  最後去了哥倫多
[00:11:57.800 --> 00:12:00.800]  但他也很關心貼撒萊黎加人
[00:12:00.800 --> 00:12:05.800]  一直派西拉和提摩泰去問候他們
[00:12:05.800 --> 00:12:07.800]  了解他們 教導他們
[00:12:07.800 --> 00:12:11.800]  他在哥倫多寫了兩封信
[00:12:11.800 --> 00:12:13.800]  一封信是前書
[00:12:13.800 --> 00:12:15.800]  然後寫給後書
[00:12:15.800 --> 00:12:20.800]  寫完前書後 西拉和提摩泰交完信後
[00:12:20.800 --> 00:12:22.800]  聽到他們還有些問題
[00:12:22.800 --> 00:12:25.800]  原來發覺有些人在教會裏面
[00:12:25.800 --> 00:12:27.800]  他們覺得主在來很快
[00:12:27.800 --> 00:12:30.800]  於是他們不如不要上班
[00:12:30.800 --> 00:12:33.800]  每個人回教會吃飯
[00:12:33.800 --> 00:12:35.800]  等主在來便可以
[00:12:35.800 --> 00:12:38.800]  所以保羅說你們有錯誤的思想
[00:12:38.800 --> 00:12:40.800]  於是給了貼撒萊黎加後書
[00:12:40.800 --> 00:12:42.800]  在貼撒萊黎加後書裏
[00:12:42.800 --> 00:12:46.800]  保羅再一次在結尾的時候
[00:12:46.800 --> 00:12:52.800]  叮囑這班活在一個艱苦荒唐歲月裏的弟兄姊妹
[00:12:52.800 --> 00:12:56.800]  告訴他們有五個很重要的叮嚀
[00:12:56.800 --> 00:12:58.800]  是保羅提醒我們
[00:12:58.800 --> 00:13:00.800]  我想不單止貼撒萊黎加人
[00:13:00.800 --> 00:13:02.800]  也提醒我們每一個基督徒
[00:13:02.800 --> 00:13:07.800]  我們應該如何面對一個荒唐艱苦的歲月
[00:13:07.800 --> 00:13:10.800]  在我們未去見主面前
[00:13:10.800 --> 00:13:12.800]  我們在地上應該如何做
[00:13:12.800 --> 00:13:16.800]  第一件事保羅說我們仍要學習感恩
[00:13:16.800 --> 00:13:18.800]  主所愛的弟兄們
[00:13:18.800 --> 00:13:22.800]  你們本該知道你們應該感謝上帝
[00:13:22.800 --> 00:13:24.800]  因為祂揀選了你們成為初數的果子
[00:13:24.800 --> 00:13:28.800]  使你們因為信真度有蒙聖靈感化成性
[00:13:28.800 --> 00:13:29.800]  得著拯救
[00:13:29.800 --> 00:13:31.800]  因此上帝藉著我們所傳的方法
[00:13:31.800 --> 00:13:36.800]  呼召你們好叫得著我們為主基督耶穌裏面的榮光
[00:13:36.800 --> 00:13:37.800]  你看看保羅
[00:13:37.800 --> 00:13:39.800]  第一件事提醒弟兄姊妹
[00:13:39.800 --> 00:13:41.800]  在艱苦的歲月裏面
[00:13:41.800 --> 00:13:42.800]  我們要學習甚麼
[00:13:42.800 --> 00:13:44.800]  他提醒我們一件事
[00:13:44.800 --> 00:13:46.800]  我們值得感恩
[00:13:46.800 --> 00:13:48.800]  你說這樣也值得感恩
[00:13:48.800 --> 00:13:51.800]  在我們覺得不公平的世代裏
[00:13:51.800 --> 00:13:55.800]  罪惡橫生的疾風年代裏
[00:13:55.800 --> 00:13:56.800]  也值得感恩
[00:13:56.800 --> 00:13:57.800]  你看保羅說甚麼
[00:13:57.800 --> 00:14:00.800]  第一件事保羅首先提醒弟兄姊妹
[00:14:00.800 --> 00:14:02.800]  你們是上帝所愛
[00:14:02.800 --> 00:14:08.800]  上帝擺在你這裏不是沒有意義地去受苦
[00:14:08.800 --> 00:14:10.800]  上帝擺在你這裏要你知道
[00:14:10.800 --> 00:14:13.800]  你們不單是上帝所拯救
[00:14:13.800 --> 00:14:17.800]  而背後是因為上帝愛你們
[00:14:17.800 --> 00:14:19.800]  而我們值得感恩的是
[00:14:19.800 --> 00:14:20.800]  很多時候我們值得感恩的是
[00:14:20.800 --> 00:14:22.800]  一些上帝的供應
[00:14:22.800 --> 00:14:25.800]  Provision或是上帝的保守
[00:14:25.800 --> 00:14:28.800]  有交通意外但不能死
[00:14:28.800 --> 00:14:31.800]  這些我們都覺得值得感恩
[00:14:31.800 --> 00:14:34.800]  但保羅說不單止這些
[00:14:34.800 --> 00:14:38.800]  我們會否除了Provision和Protection
[00:14:38.800 --> 00:14:42.800]  我們更加有一個Position
[00:14:42.800 --> 00:14:44.800]  有一個很重要的身份
[00:14:44.800 --> 00:14:47.800]  就是上帝愛你
[00:14:47.800 --> 00:14:50.800]  你想想保羅提醒我們
[00:14:50.800 --> 00:14:53.800]  我們要和上帝有一個愛的關係
[00:14:53.800 --> 00:14:55.800]  如果我們看到這個愛的關係
[00:14:55.800 --> 00:14:57.800]  周圍發生甚麼事
[00:14:57.800 --> 00:15:01.800]  我們都能夠持續這個關係去學習感恩
[00:15:01.800 --> 00:15:02.800]  感恩甚麼
[00:15:02.800 --> 00:15:04.800]  過去你們是怎樣
[00:15:04.800 --> 00:15:05.800]  現在你們是怎樣
[00:15:05.800 --> 00:15:08.800]  過去被拒棄的現在被揀選
[00:15:08.800 --> 00:15:11.800]  過去滿有罪孽的現在得著成性
[00:15:11.800 --> 00:15:15.800]  過去墮入滅亡的現在得著拯救
[00:15:15.800 --> 00:15:18.800]  過去被拒絕的現在蒙上帝呼召你
[00:15:18.800 --> 00:15:21.800]  為他在地上作炎作光
[00:15:21.800 --> 00:15:27.800]  以往居黑暗的現在享受上帝的榮光
[00:15:27.800 --> 00:15:31.800]  這五件事保羅在整段聖經裏
[00:15:31.800 --> 00:15:33.800]  就要提醒弟兄姊妹
[00:15:33.800 --> 00:15:36.800]  今日活在地上最重要的是
[00:15:36.800 --> 00:15:39.800]  和上帝建立一個愛的關係
[00:15:39.800 --> 00:15:42.800]  為了你明白我們和上帝的關係
[00:15:42.800 --> 00:15:45.800]  我們愛上帝也明白上帝愛我們
[00:15:45.800 --> 00:15:50.800]  我們就學習做一個感恩的人生
[00:15:50.800 --> 00:15:54.800]  這亦起碼貼上前書保羅
[00:15:54.800 --> 00:15:56.800]  在結尾的時候第五章裏
[00:15:56.800 --> 00:16:00.800]  給了我們十二個處世真言
[00:16:00.800 --> 00:16:03.800]  在末世裏處世真言
[00:16:03.800 --> 00:16:04.800]  甚麼真言呢
[00:16:04.800 --> 00:16:06.800]  就是上上喜樂
[00:16:06.800 --> 00:16:08.800]  不住禱告
[00:16:08.800 --> 00:16:11.800]  凡事謝恩
[00:16:11.800 --> 00:16:13.800]  在荒唐的歲月裏
[00:16:13.800 --> 00:16:16.800]  第一件事我們要學
[00:16:16.800 --> 00:16:17.800]  不會自然做到的
[00:16:17.800 --> 00:16:19.800]  是要學
[00:16:19.800 --> 00:16:21.800]  就是學看到反省到
[00:16:21.800 --> 00:16:23.800]  上帝這麼愛我們
[00:16:23.800 --> 00:16:26.800]  第二件事要學習進行
[00:16:26.800 --> 00:16:27.800]  謹守進行
[00:16:27.800 --> 00:16:29.800]  弟兄們你們要站立得穩
[00:16:29.800 --> 00:16:31.800]  凡所領受的教訓
[00:16:31.800 --> 00:16:32.800]  無論是口傳的
[00:16:32.800 --> 00:16:33.800]  信上寫的
[00:16:33.800 --> 00:16:34.800]  都要堅守
[00:16:34.800 --> 00:16:36.800]  我們要靠主帝你們有信心
[00:16:36.800 --> 00:16:38.800]  你們現在進行也必進行
[00:16:38.800 --> 00:16:40.800]  我所吩咐的
[00:16:40.800 --> 00:16:42.800]  保羅他說的
[00:16:42.800 --> 00:16:44.800]  不單止叫你們學多點聖經
[00:16:44.800 --> 00:16:46.800]  明白多點真道
[00:16:46.800 --> 00:16:48.800]  保羅在說的是
[00:16:48.800 --> 00:16:50.800]  你要站立得穩
[00:16:50.800 --> 00:16:52.800]  就好像打仗
[00:16:52.800 --> 00:16:53.800]  站立得穩這個字
[00:16:53.800 --> 00:16:54.800]  Stand firm
[00:16:54.800 --> 00:16:56.800]  就是軍隊士兵
[00:16:56.800 --> 00:16:58.800]  別人衝擊你的時候
[00:16:58.800 --> 00:17:00.800]  你要撐得住
[00:17:00.800 --> 00:17:01.800]  頂得順
[00:17:01.800 --> 00:17:03.800]  頂得順不是死頂這麼簡單
[00:17:03.800 --> 00:17:07.800]  而是要靠主去做這件事
[00:17:07.800 --> 00:17:08.800]  要靠著主
[00:17:08.800 --> 00:17:10.800]  並且學去進行
[00:17:10.800 --> 00:17:12.800]  保羅說了兩次
[00:17:12.800 --> 00:17:13.800]  就是進行
[00:17:13.800 --> 00:17:16.800]  所吩咐聽到的教訓
[00:17:16.800 --> 00:17:19.800]  保羅只是三個星期
[00:17:19.800 --> 00:17:22.800]  和這班貼下來的家人一起
[00:17:22.800 --> 00:17:24.800]  但是保羅提醒我們每一個
[00:17:24.800 --> 00:17:26.800]  他在做耶穌基督
[00:17:26.800 --> 00:17:29.800]  在馬太方28章20節裡
[00:17:29.800 --> 00:17:31.800]  說的大使命的吩咐
[00:17:31.800 --> 00:17:33.800]  就是耶穌基督說
[00:17:33.800 --> 00:17:35.800]  凡我所教訓你們的
[00:17:35.800 --> 00:17:38.800]  你也教訓他們遵守
[00:17:38.800 --> 00:17:40.800]  教訓
[00:17:40.800 --> 00:17:43.800]  接著還要教訓他們去遵守
[00:17:43.800 --> 00:17:49.800]  這才是我們大使命的吩咐的實踐
[00:17:49.800 --> 00:17:50.800]  弟兄姊妹
[00:17:50.800 --> 00:17:52.800]  我經常說在講壇裡
[00:17:52.800 --> 00:17:56.800]  大使命不是只有28章19節
[00:17:56.800 --> 00:17:58.800]  這只是大使命的第一部分
[00:17:58.800 --> 00:18:02.800]  叫萬民受浸 信主
[00:18:02.800 --> 00:18:04.800]  但是做主的門徒
[00:18:04.800 --> 00:18:06.800]  不只是受浸 信主這麼簡單
[00:18:06.800 --> 00:18:08.800]  我們更加像保羅那樣
[00:18:08.800 --> 00:18:12.800]  三個星期走了就算了
[00:18:12.800 --> 00:18:14.800]  離開了
[00:18:14.800 --> 00:18:16.800]  等其他人去牧養他們
[00:18:16.800 --> 00:18:18.800]  不是 保羅仍然去教訓
[00:18:18.800 --> 00:18:25.800]  當然以往沒有這些社交媒體可以運用
[00:18:25.800 --> 00:18:28.800]  但是他仍然寫信找人親自帶去
[00:18:28.800 --> 00:18:31.800]  找人傳口信去教導
[00:18:31.800 --> 00:18:34.800]  因為耶穌基督教導他的東西
[00:18:34.800 --> 00:18:37.800]  他仍然要繼續教訓這些人去遵守
[00:18:37.800 --> 00:18:40.800]  這就是我們今晚在地上的責任
[00:18:40.800 --> 00:18:41.800]  弟兄姊妹
[00:18:41.800 --> 00:18:43.800]  不單止要傳福音
[00:18:43.800 --> 00:18:46.800]  更加要幫助周圍地上的人
[00:18:46.800 --> 00:18:48.800]  能夠成為主的門徒
[00:18:48.800 --> 00:18:50.800]  去遵行主所吩咐
[00:18:50.800 --> 00:18:51.800]  弟兄姊妹
[00:18:51.800 --> 00:18:54.800]  大使命不只是只有19節
[00:18:54.800 --> 00:18:57.800]  大家還要做完20節
[00:18:57.800 --> 00:18:59.800]  凡是耶穌教訓我們的
[00:18:59.800 --> 00:19:02.800]  我們都要教訓他們遵守
[00:19:02.800 --> 00:19:03.800]  弟兄姊妹
[00:19:03.800 --> 00:19:07.800]  這就是我們會點現在希望弟兄姊妹投入的
[00:19:07.800 --> 00:19:09.800]  我不希望你單純信了耶穌
[00:19:09.800 --> 00:19:11.800]  或者你帶了人去信耶穌
[00:19:11.800 --> 00:19:15.800]  我希望你加入一個門徒訓練的群體
[00:19:15.800 --> 00:19:18.800]  學習避門訓和學習門訓別人
[00:19:18.800 --> 00:19:20.800]  以致每一個人都能夠
[00:19:20.800 --> 00:19:22.800]  謹守進行大使命的吩咐
[00:19:22.800 --> 00:19:24.800]  和聖經裡面的教導
[00:19:24.800 --> 00:19:27.800]  這就是保羅對葛提索的家人
[00:19:27.800 --> 00:19:31.800]  那種不離不棄的鼓勵
[00:19:31.800 --> 00:19:33.800]  還有第三件事更加重要
[00:19:33.800 --> 00:19:34.800]  頂著我們
[00:19:34.800 --> 00:19:35.800]  叫人死頂不夠
[00:19:35.800 --> 00:19:37.800]  我們都需要彼此去代禱
[00:19:37.800 --> 00:19:39.800]  你看保羅說過
[00:19:39.800 --> 00:19:42.800]  願主耶穌基督祂自己和愛我們的父上帝
[00:19:42.800 --> 00:19:44.800]  安慰你們的心
[00:19:44.800 --> 00:19:47.800]  並且一起善行善賢上邊去兼顧你們
[00:19:47.800 --> 00:19:51.800]  保羅為這些人的代禱
[00:19:51.800 --> 00:19:55.800]  他不單止說上帝會參與
[00:19:55.800 --> 00:19:58.800]  上帝不只是死在十字架上
[00:19:58.800 --> 00:20:00.800]  他還要參與我們的生活裡面
[00:20:00.800 --> 00:20:06.800]  在這個困難的艱辛荒唐歲月裡面
[00:20:06.800 --> 00:20:09.800]  耶穌基督仍然在當中
[00:20:09.800 --> 00:20:11.800]  祂仍然會顧念我們
[00:20:11.800 --> 00:20:14.800]  但是我們弟兄姊妹之間
[00:20:14.800 --> 00:20:17.800]  要學習如何彼此代禱
[00:20:17.800 --> 00:20:22.800]  我在教會裡面常常鼓勵弟兄姊妹
[00:20:22.800 --> 00:20:24.800]  要參加門訓
[00:20:24.800 --> 00:20:26.800]  要參加小組
[00:20:26.800 --> 00:20:29.800]  這些都是幫助我們能夠和弟兄姊妹
[00:20:29.800 --> 00:20:32.800]  結連一個祈禱的網絡
[00:20:32.800 --> 00:20:34.800]  我們可以彼此去禱告
[00:20:34.800 --> 00:20:36.800]  無論你能不能在面前走在一起
[00:20:36.800 --> 00:20:40.800]  而代禱裡面我們都需要像保羅一樣
[00:20:40.800 --> 00:20:42.800]  有一個Mentor
[00:20:42.800 --> 00:20:45.800]  有一個牧長
[00:20:45.800 --> 00:20:47.800]  為我們去代禱
[00:20:47.800 --> 00:20:48.800]  因為有時候我們自己都軟弱
[00:20:48.800 --> 00:20:52.800]  我們需要有一個屬靈的長輩
