
[00:00:00.000 --> 00:00:02.920]  在此同各位鄧兄姊妹祝賀
[00:01:28.360 --> 00:01:31.440]  就算知道可能要花很長的時間
[00:01:31.440 --> 00:01:34.040]  都要挺身而出
[00:01:34.040 --> 00:01:36.080]  替人作證呢?
[00:01:36.080 --> 00:01:40.640]  今天的經文都會提到見證人
[00:01:40.640 --> 00:01:43.400]  以上所說的見證人
[00:01:43.400 --> 00:01:45.960]  跟今天的經文所說的見證人
[00:01:45.960 --> 00:01:47.120]  是很不同的
[00:01:47.120 --> 00:01:50.960]  經文所說的是基督的見證人
[00:01:51.280 --> 00:01:53.800]  怎樣可以成為基督的見證人呢?
[00:01:53.800 --> 00:01:56.280]  會不會有些搜查之類的
[00:01:56.280 --> 00:01:58.040]  可以幫助到我們呢?
[00:01:58.040 --> 00:02:01.520]  今年教會的主題是叫我們
[00:02:01.520 --> 00:02:03.840]  盡心地去實踐
[00:02:03.840 --> 00:02:05.680]  重塑生命
[00:02:05.680 --> 00:02:07.320]  見證真理
[00:02:07.320 --> 00:02:11.160]  我們今天可以一起探討一下
[00:02:11.160 --> 00:02:13.280]  怎樣可以成為基督的見證人
[00:02:13.280 --> 00:02:15.160]  我們一起同心吐槽
[00:02:18.400 --> 00:02:21.320]  愛我們的主 求聖靈在這一刻
[00:02:21.320 --> 00:02:23.320]  在我們心裡面運行
[00:02:23.320 --> 00:02:26.160]  帶領著我們明白祢的真理
[00:02:26.160 --> 00:02:27.760]  以及開放我們的心
[00:02:27.760 --> 00:02:30.280]  指受主祢的教導
[00:02:30.280 --> 00:02:32.520]  讓我們不單止聽到
[00:02:32.520 --> 00:02:34.240]  更加要行道
[00:02:34.240 --> 00:02:37.000]  活出神的真實和美善
[00:02:37.000 --> 00:02:38.840]  祈禱我們同在
[00:02:38.840 --> 00:02:40.840]  祈禱奉主耶穌基督
[00:02:40.840 --> 00:02:42.160]  得聖名祈求
[00:02:42.160 --> 00:02:43.200]  阿們
[00:02:43.200 --> 00:02:48.280]  我們首先看看這段經文的背景是怎樣的
[00:02:48.760 --> 00:02:51.080]  新的《聖經希伯來書》
[00:02:51.080 --> 00:02:52.800]  寫作的那個對象
[00:02:52.800 --> 00:02:58.640]  原來是講希臘語的那一群猶太信徒
[00:02:58.640 --> 00:03:01.840]  而這群信徒是第二代的信徒
[00:03:01.840 --> 00:03:03.800]  對於救恩的認識
[00:03:03.800 --> 00:03:08.360]  主要都是從其他人的領袖所得到的
[00:03:08.360 --> 00:03:12.720]  他們曾經都會為福音受苦
[00:03:12.720 --> 00:03:18.160]  但是靈命掌重的情況半途就停止了
[00:03:18.520 --> 00:03:21.480]  甚至可能有些變節的情形
[00:03:21.480 --> 00:03:27.040]  回去推崇律法主義
[00:03:27.040 --> 00:03:30.960]  猶太教的傾向
[00:03:30.960 --> 00:03:34.200]  這段書《希伯來書》的作者
[00:03:34.200 --> 00:03:37.120]  極力地去陳明基督的優越性
[00:03:37.120 --> 00:03:39.880]  強調無論在啟示
[00:03:39.880 --> 00:03:41.280]  在名分
[00:03:41.280 --> 00:03:43.320]  在權柄
[00:03:43.320 --> 00:03:45.040]  或者在救贖上
[00:03:45.240 --> 00:03:48.520]  基督都是超越舊約裡面的先知
[00:03:48.520 --> 00:03:50.040]  或者一些祭司
[00:03:50.040 --> 00:03:52.880]  並且基督是更加之美好
[00:03:52.880 --> 00:03:56.480]  作者更加去勉勵當時的信徒
[00:03:56.480 --> 00:03:59.640]  已經知道這個救恩成全了
[00:03:59.640 --> 00:04:02.840]  就要去堅持到底
[00:04:02.840 --> 00:04:04.880]  要去仰望耶穌
[00:04:04.880 --> 00:04:08.400]  《希伯來書》十二章一至十三節
[00:04:08.400 --> 00:04:12.040]  是有關於主角的管教的
[00:04:12.600 --> 00:04:16.160]  而今天我們會看一至二節上
[00:04:16.160 --> 00:04:19.720]  我們用這一節的經文去學習一下
[00:04:19.720 --> 00:04:22.920]  這一節的經文有兩節是
[00:04:22.920 --> 00:04:27.240]  前一章十一章的延續
[00:04:27.240 --> 00:04:29.880]  十二章一節
[00:04:29.880 --> 00:04:31.040]  這裡看到
[00:04:31.040 --> 00:04:34.840]  我們既有許多的見證人
[00:04:34.840 --> 00:04:37.200]  我們既有者許多的見證人
[00:04:37.200 --> 00:04:39.160]  在上一章裡面
[00:04:39.160 --> 00:04:41.880]  十一章提到有很多歷代
[00:04:41.880 --> 00:04:44.760]  歷世歷代一些信心的見證人
[00:04:44.760 --> 00:04:47.880]  他們用了信心的偉人的榜樣
[00:04:47.880 --> 00:04:50.280]  去鼓勵第二代的信徒
[00:04:50.280 --> 00:04:53.400]  這個信心的英雄榜
[00:04:53.400 --> 00:04:55.120]  所涵蓋的英雄
[00:04:55.120 --> 00:04:58.120]  有創世時的領袖
[00:04:58.120 --> 00:05:01.840]  好像亞伯獻祭給神
[00:05:01.840 --> 00:05:03.760]  以諾被接走
[00:05:03.760 --> 00:05:05.640]  羅亞做方舟
[00:05:05.640 --> 00:05:08.120]  又有族長時期的領袖
[00:05:08.120 --> 00:05:10.240]  好像阿伯拉罕
[00:05:11.040 --> 00:05:12.000]  以撒
[00:05:12.000 --> 00:05:13.320]  約瑟
[00:05:13.320 --> 00:05:14.320]  摩西等等
[00:05:14.320 --> 00:05:16.600]  去到十一章
[00:05:16.600 --> 00:05:18.320]  十三十節之後
[00:05:18.320 --> 00:05:22.200]  是講述一群埃及之後那一代的人
[00:05:22.200 --> 00:05:26.640]  經文在十一章三十九節裡
[00:05:26.640 --> 00:05:28.000]  說到
[00:05:28.000 --> 00:05:32.240]  這些人都是因信獲得了讚許
[00:05:32.240 --> 00:05:34.960]  而和合本聖經亦作為
[00:05:34.960 --> 00:05:38.600]  這些人都是因信得了美好的證據
[00:05:39.840 --> 00:05:42.560]  我們既然有那麼多的見證人
[00:05:42.560 --> 00:05:43.720]  這一句經文
[00:05:43.720 --> 00:05:45.440]  作者是為十一章
[00:05:45.440 --> 00:05:49.200]  即是上面所列出的信心見證人
[00:05:49.200 --> 00:05:51.480]  作一個信心事跡的總結
[00:05:51.480 --> 00:05:53.840]  他們都是因著信
[00:05:53.840 --> 00:05:55.040]  我們見到因著信
[00:05:55.040 --> 00:05:58.320]  很多因著信獲得了神的讚許
[00:05:58.320 --> 00:06:01.240]  即是說他們的信心事跡
[00:06:01.240 --> 00:06:04.640]  已經記錄在聖經上
[00:06:04.640 --> 00:06:06.640]  這些人因為信
[00:06:06.640 --> 00:06:08.280]  而經歷了神
[00:06:09.040 --> 00:06:10.600]  某些的應許
[00:06:10.600 --> 00:06:12.360]  實現了在他們的身上
[00:06:12.360 --> 00:06:14.240]  作為基督徒
[00:06:14.240 --> 00:06:16.280]  以活出信心的生活
[00:06:16.280 --> 00:06:18.320]  成為基督的見證人
[00:06:18.320 --> 00:06:19.920]  我們要具備些甚麼呢
[00:06:19.920 --> 00:06:22.720]  我想剛才所提到的見證人
[00:06:22.720 --> 00:06:24.880]  可能都給了一些提示給我們
[00:06:24.880 --> 00:06:27.720]  或是成為我們學習的對象
[00:06:27.720 --> 00:06:30.000]  希伯來書十二章
[00:06:30.000 --> 00:06:31.000]  第一次的經文
[00:06:31.000 --> 00:06:32.680]  講到有第一個重點
[00:06:32.680 --> 00:06:33.840]  有兩個重點的
[00:06:33.840 --> 00:06:35.320]  我們先看第一個重點
[00:06:35.320 --> 00:06:37.200]  第一個重點就是
[00:06:37.680 --> 00:06:39.040]  有兩種擺脫
[00:06:39.040 --> 00:06:42.760]  好,我們的擺脫是甚麼呢
[00:06:42.760 --> 00:06:44.360]  這兩個擺脫
[00:06:44.360 --> 00:06:45.560]  這兩種擺脫
[00:06:45.560 --> 00:06:47.040]  我們都可以看一看
[00:06:47.040 --> 00:06:50.880]  第一個就是放下各樣的重擔
[00:06:50.880 --> 00:06:52.960]  各樣的重擔
[00:06:52.960 --> 00:06:54.760]  大家可以想起甚麼重擔
[00:06:54.760 --> 00:06:56.520]  原來重擔
[00:06:56.520 --> 00:06:59.360]  大家可能在讀書的時期
[00:06:59.360 --> 00:07:03.120]  都會去參加過一些運動會
[00:07:03.120 --> 00:07:04.760]  即使未參加過
[00:07:04.760 --> 00:07:08.160]  可能都會去看過一些
[00:07:08.160 --> 00:07:10.920]  奧運的田徑比賽
[00:07:10.920 --> 00:07:12.640]  即是我也參加過田徑比賽
[00:07:12.640 --> 00:07:13.800]  不過不是奧運的
[00:07:13.800 --> 00:07:16.200]  是中學時期的奧運會
[00:07:16.200 --> 00:07:19.400]  我想大家都不會見到
[00:07:19.400 --> 00:07:22.280]  在運動場上
[00:07:22.280 --> 00:07:23.600]  田徑那裡
[00:07:23.600 --> 00:07:25.640]  那些運動員
[00:07:25.640 --> 00:07:27.640]  他就揹著大背包
[00:07:27.640 --> 00:07:30.320]  腳扎著一些沙包去比賽
[00:07:30.320 --> 00:07:31.600]  他們這樣做
[00:07:31.600 --> 00:07:34.400]  可能訓練的時候都會這樣
[00:07:34.600 --> 00:07:37.160]  但上到比賽場上
[00:07:37.160 --> 00:07:39.040]  運動員必定會
[00:07:39.040 --> 00:07:41.720]  脫下外套
[00:07:41.720 --> 00:07:43.880]  還有將他手上所有的東西
[00:07:43.880 --> 00:07:44.920]  全都放下
[00:07:44.920 --> 00:07:47.960]  準備全力去參賽
[00:07:47.960 --> 00:07:51.000]  不要將身邊的東西
[00:07:51.000 --> 00:07:53.040]  去妨礙這個比賽
[00:07:53.040 --> 00:07:56.080]  放下各樣的重擔
[00:07:56.080 --> 00:07:59.160]  即是放下每一件
[00:07:59.160 --> 00:08:02.160]  是妨礙我們信心的事情
[00:08:02.600 --> 00:08:05.000]  希伯雷書的作者說了一個比喻
[00:08:05.000 --> 00:08:08.920]  重擔它的原意就是擔子
[00:08:08.920 --> 00:08:13.120]  大多數都是揹著一些很重的擔子
[00:08:13.120 --> 00:08:17.320]  即是你可能見到以前那些人
[00:08:17.320 --> 00:08:19.880]  回到自己的鄉下的時候
[00:08:19.880 --> 00:08:21.800]  可能都會有這些擔子
[00:08:21.800 --> 00:08:23.880]  而這個重擔
[00:08:23.880 --> 00:08:26.760]  其實真的可以說為一個實物
[00:08:26.760 --> 00:08:29.880]  鬆出可以挑起一些重擔
[00:08:30.120 --> 00:08:34.840]  好像畫面中看到的爐子
[00:08:34.840 --> 00:08:36.360]  一些駱駝
[00:08:36.360 --> 00:08:40.440]  他們背負了一些很重的貨物
[00:08:40.440 --> 00:08:43.800]  見到他們我都覺得很累
[00:08:43.800 --> 00:08:44.800]  很辛苦
[00:08:44.800 --> 00:08:49.800]  舊約出埃及記六章六節
[00:08:49.800 --> 00:08:50.760]  那裡說
[00:08:50.760 --> 00:08:53.200]  所以你要對意識業人說
[00:08:53.200 --> 00:08:55.040]  我是耶和華
[00:08:55.040 --> 00:08:56.560]  我要用神
[00:08:56.560 --> 00:08:58.800]  我要用生出來的蚌臂
[00:08:59.040 --> 00:09:01.520]  重重地刑罰埃及人
[00:09:01.520 --> 00:09:04.560]  救贖你們脫離他的重擔
[00:09:04.560 --> 00:09:06.400]  不做他們的苦工
[00:09:06.400 --> 00:09:10.440]  當時的意識業人他們在埃及圍爐
[00:09:10.440 --> 00:09:13.320]  做爐底當然一點都不輕鬆
[00:09:13.320 --> 00:09:14.520]  要做苦工
[00:09:14.520 --> 00:09:15.560]  好像畫面那裡
[00:09:15.560 --> 00:09:20.080]  可能搬搬抬抬就一定不能少
[00:09:20.080 --> 00:09:22.840]  主人更加都會當爐底
[00:09:22.840 --> 00:09:24.880]  可能不是人那樣去看待
[00:09:24.880 --> 00:09:28.160]  可以想像那時候他們多麼辛苦做爐底
[00:09:29.320 --> 00:09:32.440]  重擔亦可以是一個比喻
[00:09:32.440 --> 00:09:33.680]  比喻為甚麼呢
[00:09:33.680 --> 00:09:35.680]  比喻為自己的罪孽
[00:09:35.680 --> 00:09:40.000]  神的懲罰跟人的罪過是有關的
[00:09:40.000 --> 00:09:41.480]  那裡說
[00:09:41.480 --> 00:09:43.840]  我的罪孽高過我的頭
[00:09:43.840 --> 00:09:46.760]  如同重擔叫我擔當不起
[00:09:46.760 --> 00:09:49.160]  在詩篇三十八篇四節
[00:09:49.160 --> 00:09:51.960]  面對這些苦難的時候
[00:09:51.960 --> 00:09:55.440]  我們真的無法自己去承擔
[00:09:55.440 --> 00:09:58.520]  當時我們真的要向神去禱告
[00:09:58.640 --> 00:10:01.160]  求神赦免我們的罪過
[00:10:01.160 --> 00:10:02.400]  並且憐憫我們
[00:10:02.400 --> 00:10:06.040]  詩篇五十五篇二十二節這樣說
[00:10:06.040 --> 00:10:07.000]  大衛說
[00:10:07.000 --> 00:10:10.360]  你要把你的重擔赦給耶和華
[00:10:10.360 --> 00:10:12.240]  祂必撫養你
[00:10:12.240 --> 00:10:14.840]  祂永不叫異人動搖
[00:10:14.840 --> 00:10:18.440]  現今社會的狀況
[00:10:18.440 --> 00:10:19.640]  變幻莫測
[00:10:19.640 --> 00:10:20.960]  資訊爆炸
[00:10:20.960 --> 00:10:23.520]  真是真假難分
[00:10:23.520 --> 00:10:25.320]  有時可能接到一些電話
[00:10:25.320 --> 00:10:26.640]  有內電顯示
[00:10:26.640 --> 00:10:28.360]  聽到它的聲音
[00:10:28.760 --> 00:10:30.400]  不過也不知道那是真是假
[00:10:30.400 --> 00:10:32.600]  可能也要做視像才能確認
[00:10:32.600 --> 00:10:34.200]  這是真是假
[00:10:34.200 --> 00:10:38.040]  生活節奏亦很快速
[00:10:38.040 --> 00:10:43.320]  工作壓力其實大家都知道很沉重
[00:10:43.320 --> 00:10:46.720]  無論為個人工作的前途
[00:10:46.720 --> 00:10:48.760]  或為自己的子女
[00:10:48.760 --> 00:10:50.760]  為了健康的疾病
[00:10:50.760 --> 00:10:52.840]  為了去增進
[00:10:52.840 --> 00:10:55.760]  種種壓力都很重
[00:10:56.280 --> 00:11:00.200]  甚至可能導致有精神健康問題發生
[00:11:00.200 --> 00:11:04.080]  每個人都有不同的重擔在肩膀內
[00:11:04.080 --> 00:11:06.400]  活著真是很不容易
[00:11:06.400 --> 00:11:09.120]  但是人最大的重擔
[00:11:09.120 --> 00:11:13.640]  不單止是這些可以見得到的「老虎重擔」
[00:11:13.640 --> 00:11:15.440]  而是被罪
[00:11:15.440 --> 00:11:17.320]  被死亡去核製
[00:11:17.320 --> 00:11:20.880]  壓在心頭內的那種重擔
[00:11:20.880 --> 00:11:22.680]  現實生活中
[00:11:22.680 --> 00:11:24.720]  挑起重擔的人
[00:11:24.920 --> 00:11:26.360]  到了無力的時候
[00:11:26.360 --> 00:11:27.760]  我們要記住
[00:11:27.760 --> 00:11:29.720]  神的應許
[00:11:29.720 --> 00:11:32.680]  就是凡「老虎擔重擔的人
[00:11:32.680 --> 00:11:34.480]  可以到我這裡來
[00:11:34.480 --> 00:11:36.440]  我就使你們安息」
[00:11:36.440 --> 00:11:39.320]  在馬太福金十一章二十八節
[00:11:39.320 --> 00:11:43.360]  主耶穌在此以「老虎擔重擔」
[00:11:43.360 --> 00:11:47.240]  來形容世界上每個人的情況
[00:11:47.240 --> 00:11:48.800]  好像貧窮人
[00:11:48.800 --> 00:11:50.520]  要擔重擔
[00:11:50.520 --> 00:11:51.960]  就算是富足的人
[00:11:52.440 --> 00:11:56.880]  也要為財產擔重擔
[00:11:56.880 --> 00:12:02.160]  學生也有機會為學業背負重擔
[00:12:02.160 --> 00:12:03.440]  做工的
[00:12:03.440 --> 00:12:07.360]  為職業的前途擔起重擔
[00:12:07.360 --> 00:12:09.120]  二分人事
[00:12:09.120 --> 00:12:12.680]  也是為家庭每一刻安寧
[00:12:12.680 --> 00:12:17.240]  很多人會羨慕別人心靈裡沒有安息
[00:12:17.240 --> 00:12:18.960]  他們需要什麼呢?
[00:12:18.960 --> 00:12:20.200]  他們需要什麼?
[00:12:20.920 --> 00:12:23.160]  主耶穌說可以到我這裡來
[00:12:23.160 --> 00:12:25.760]  不要輕視這個呼召
[00:12:25.760 --> 00:12:28.320]  世上有很多達官貴人
[00:12:28.320 --> 00:12:31.120]  不會那麼容易讓我們去到他們那裡
[00:12:31.120 --> 00:12:35.240]  譬如很多人想見到政府的高官
[00:12:35.240 --> 00:12:38.200]  我想也很困難
[00:12:38.200 --> 00:12:40.680]  有些人也很想近距離
[00:12:40.680 --> 00:12:46.880]  跟他們喜歡的組合
[00:12:46.880 --> 00:12:48.800]  那些十二個鏡子
[00:12:48.800 --> 00:12:50.040]  也很不容易
[00:12:50.680 --> 00:12:54.000]  但是萬王之王的主耶穌宣告
[00:12:54.000 --> 00:12:56.600]  犯老虎擔重擔的人
[00:12:56.600 --> 00:12:58.000]  可以到我這裡來
[00:12:58.000 --> 00:13:00.960]  這句經文顯示到
[00:13:00.960 --> 00:13:02.480]  只要我們願意
[00:13:02.480 --> 00:13:04.640]  就可以去到神那裡
[00:13:04.640 --> 00:13:07.200]  主祖使我們有這份安息
[00:13:07.200 --> 00:13:08.560]  有真正的平安
[00:13:08.560 --> 00:13:09.800]  這個安息
[00:13:09.800 --> 00:13:12.120]  並不是說不用工作的意思
[00:13:12.120 --> 00:13:12.920]  絕對不是
[00:13:12.920 --> 00:13:13.680]  我們也要的
[00:13:13.680 --> 00:13:16.040]  亞當在犯罪之前
[00:13:16.040 --> 00:13:19.760]  不但要看守伊甸園
[00:13:20.200 --> 00:13:23.800]  他更加要去管理全個地方
[00:13:23.800 --> 00:13:24.920]  全個大地
[00:13:24.920 --> 00:13:27.480]  但不是說勞苦擔重擔
[00:13:27.480 --> 00:13:29.600]  而是
[00:13:29.600 --> 00:13:32.600]  當亞當犯罪之後
[00:13:32.600 --> 00:13:34.080]  神對他說
[00:13:34.080 --> 00:13:35.360]  神說
[00:13:35.360 --> 00:13:39.560]  你必流汗滿面才得糊口
[00:13:39.560 --> 00:13:41.720]  這個時間開始
[00:13:41.720 --> 00:13:45.560]  就是亞當要開始勞苦擔重擔
[00:13:45.560 --> 00:13:46.720]  所以一個人
[00:13:46.720 --> 00:13:48.360]  會勞苦擔重擔
[00:13:48.360 --> 00:13:49.840]  心靈沒有安息的時候
[00:13:50.120 --> 00:13:52.600]  不是因為真的很辛苦地去工作
[00:13:52.600 --> 00:13:56.360]  而是因為心裡有罪惡
[00:13:56.360 --> 00:13:59.200]  罪惡使人一切的生活
[00:13:59.200 --> 00:14:01.480]  工作都成為負擔
[00:14:01.480 --> 00:14:04.480]  沒有時間去安息
[00:14:04.480 --> 00:14:07.760]  安息並不是人自己可以做到
[00:14:07.760 --> 00:14:08.480]  而是
[00:14:08.480 --> 00:14:11.240]  基督的救贖的果效
[00:14:11.240 --> 00:14:14.600]  馬大福音11章28節也告訴我們
[00:14:14.600 --> 00:14:15.800]  主祖使我們
[00:14:15.800 --> 00:14:17.400]  可以得到這份安息
[00:14:18.080 --> 00:14:20.320]  救贖並不是人帶著什麼
[00:14:20.320 --> 00:14:23.120]  來基督裡面去交換的
[00:14:23.120 --> 00:14:25.480]  或是去換取一些安息
[00:14:25.480 --> 00:14:28.560]  而是基督自己為我們釘十字架
[00:14:28.560 --> 00:14:30.720]  白白地將這份救贖
[00:14:30.720 --> 00:14:31.880]  給了我們
[00:14:31.880 --> 00:14:35.640]  剛才我們所提及的信心的偉人
[00:14:35.640 --> 00:14:39.520]  儘管他們各自有不同的重擔
[00:14:39.520 --> 00:14:40.440]  不同的困難
[00:14:40.440 --> 00:14:42.120]  但他們因為信
[00:14:42.120 --> 00:14:43.600]  寫著「恩著信」
[00:14:43.600 --> 00:14:46.920]  各自都回應了神在他們生命裡
[00:14:47.240 --> 00:14:48.720]  的呼召
[00:14:48.720 --> 00:14:50.480]  他們可能人生裡有順境
[00:14:50.480 --> 00:14:51.840]  亦有逆境
[00:14:51.840 --> 00:14:53.600]  但他們回應了神的呼召
[00:14:53.600 --> 00:14:56.880]  就是希伯來書的作者所說的這份見證
[00:14:56.880 --> 00:15:00.000]  同樣我們可以學習信心的偉人
[00:15:00.000 --> 00:15:02.760]  一樣可以放下各種的重擔
[00:15:02.760 --> 00:15:05.240]  以致我們有真正的平安
[00:15:05.240 --> 00:15:06.160]  安穩
[00:15:06.160 --> 00:15:09.840]  然後跟人分享我們在主祖裡的那種
[00:15:09.840 --> 00:15:11.960]  生命裡的經歷
[00:15:11.960 --> 00:15:13.200]  得到這份平安
[00:15:13.200 --> 00:15:15.000]  成為一個見證
[00:15:16.400 --> 00:15:18.160]  我們來看看第二個擺脫
[00:15:18.160 --> 00:15:20.280]  第二個擺脫就是
[00:15:20.280 --> 00:15:22.480]  「脫去纏累我們的罪」
[00:15:22.480 --> 00:15:24.560]  作者要信徒
[00:15:24.560 --> 00:15:27.600]  去除去容易將他們圍住
[00:15:27.600 --> 00:15:28.560]  容易是
[00:15:28.560 --> 00:15:31.160]  誘惑到他們跌落一個陷阱
[00:15:31.160 --> 00:15:32.520]  或束縛他們的罪
[00:15:32.520 --> 00:15:35.240]  因為那罪都是信徒奔跑
[00:15:35.240 --> 00:15:38.520]  寧情路上的一個負累
[00:15:38.520 --> 00:15:42.880]  會拖慢了一班信徒的成長進度
[00:15:42.880 --> 00:15:45.600]  阻礙他們繼續前行
[00:15:46.080 --> 00:15:48.600]  這樣信徒就必須要去擺脫
[00:15:48.600 --> 00:15:52.240]  任何纏累他們的罪
[00:15:52.240 --> 00:15:55.200]  才可以好好地奔跑他們的寧情
[00:15:55.200 --> 00:15:57.120]  說到罪
[00:15:57.120 --> 00:15:58.640]  我曾經看過一本書
[00:15:58.640 --> 00:16:00.160]  叫《不簡單的門徒》
[00:16:00.160 --> 00:16:01.880]  《Basic Discipleship》
[00:16:01.880 --> 00:16:04.360]  提醒我們在聖經裡說到
[00:16:04.360 --> 00:16:05.720]  聖經裡說到
[00:16:05.720 --> 00:16:09.360]  致命的罪有七樣
[00:16:09.360 --> 00:16:12.600]  有一種罪是排行榜首的
[00:16:12.600 --> 00:16:14.000]  大家猜不到
[00:16:14.320 --> 00:16:16.200]  是什麼罪是排行榜首的
[00:16:16.200 --> 00:16:17.120]  排行第一
[00:16:17.120 --> 00:16:19.200]  大家知不知道是什麼罪
[00:16:19.200 --> 00:16:22.440]  我們看看經文
[00:16:22.440 --> 00:16:24.640]  我們一起讀這一段經文
[00:16:24.640 --> 00:16:28.720]  《箴言六章十六至十九節》
[00:16:28.720 --> 00:16:29.760]  預備起
[00:16:29.760 --> 00:16:33.200]  耶和華所恨護的有六陽
[00:16:33.200 --> 00:16:37.080]  連他心所恨憎護的共有七陽
[00:16:37.080 --> 00:16:39.280]  就是高傲的眼
[00:16:39.280 --> 00:16:40.920]  散荒的舌
[00:16:40.920 --> 00:16:43.480]  流無辜人血的手
[00:16:43.960 --> 00:16:45.840]  圖謀惡計的心
[00:16:45.840 --> 00:16:48.120]  非跑行戶的腳
[00:16:48.120 --> 00:16:50.680]  圖謊言的假見性
[00:16:50.680 --> 00:16:54.480]  並抵輕中暴散紛爭的人
[00:16:54.480 --> 00:16:56.200]  致命的罪
[00:16:56.200 --> 00:16:58.480]  排行榜首原來是驕傲
[00:16:58.480 --> 00:17:01.240]  驕傲真是
[00:17:01.240 --> 00:17:03.960]  排行榜首第一
[00:17:03.960 --> 00:17:06.440]  我自己也要坦白
[00:17:06.440 --> 00:17:08.480]  和很慘鬼地跟大家說
[00:17:08.480 --> 00:17:11.280]  我自己也有犯過驕傲的罪
[00:17:12.400 --> 00:17:14.200]  驕傲就是不尊重人
[00:17:14.200 --> 00:17:15.960]  而受害者
[00:17:15.960 --> 00:17:17.400]  不論是男女
[00:17:17.400 --> 00:17:18.880]  不論是老幼
[00:17:18.880 --> 00:17:21.040]  都有受過傷害
[00:17:21.040 --> 00:17:23.840]  而犯罪的人亦無分
[00:17:23.840 --> 00:17:26.080]  即是貧窮人
[00:17:26.080 --> 00:17:28.240]  富貴人或是有錢人
[00:17:28.240 --> 00:17:30.800]  不論犯罪的人是基督徒也好
[00:17:30.800 --> 00:17:32.560]  或者是非基督徒也好
[00:17:32.560 --> 00:17:33.920]  個個都會犯過
[00:17:33.920 --> 00:17:37.520]  驕傲可以用各種很精細巧妙的
[00:17:37.520 --> 00:17:39.800]  一個形式來偽裝出來
[00:17:39.800 --> 00:17:40.960]  偽裝自己
[00:17:41.280 --> 00:17:43.880]  一旦驕傲的任務完成了
[00:17:43.880 --> 00:17:46.000]  有什麼事會隨之而發生呢
[00:17:46.000 --> 00:17:50.120]  發生的事就是各樣的疏遠
[00:17:50.120 --> 00:17:51.280]  離間
[00:17:51.280 --> 00:17:52.680]  嫉妒
[00:17:52.680 --> 00:17:54.200]  憎惡
[00:17:54.200 --> 00:17:55.880]  背叛不忠
[00:17:55.880 --> 00:17:59.720]  等等的痕跡就會原形不露地出現
[00:17:59.720 --> 00:18:03.400]  驕傲就是過度自我的優越感
[00:18:03.400 --> 00:18:05.480]  又傲慢又自大
[00:18:05.480 --> 00:18:08.280]  高舉自己在別人的上高
[00:18:08.280 --> 00:18:10.280]  極度自我中心
[00:18:11.440 --> 00:18:13.120]  我記得我讀大學的時候
[00:18:13.120 --> 00:18:16.840]  有一次跟同學一起去做一些小組項目
[00:18:16.840 --> 00:18:18.080]  即是group project
[00:18:18.080 --> 00:18:20.920]  有一個組員的能力比較弱
[00:18:20.920 --> 00:18:23.880]  而且他有時都會缺席
[00:18:23.880 --> 00:18:25.440]  不會來開會
[00:18:25.440 --> 00:18:30.360]  我不單止沒有了解到他的情況
[00:18:30.360 --> 00:18:32.160]  或者嘗試去幫助他
[00:18:32.160 --> 00:18:36.360]  還嫌他妨礙我們小組項目的進度
[00:18:36.360 --> 00:18:39.640]  有時我還會給他一些說話
[00:18:40.240 --> 00:18:43.560]  當時我還不知道自己這種傲慢
