
[00:00:00.000 --> 00:00:03.300]  今天好像成了一件大事
[00:01:41.700 --> 00:01:44.920]  就是開始我們教會的「土浸2021」
[00:01:44.920 --> 00:01:48.360]  「只能得敬的教會」的建立
[00:01:48.360 --> 00:01:49.960]  我們看「尼希米」
[00:01:49.960 --> 00:01:51.640]  他遇到很多的艱難
[00:01:51.640 --> 00:01:54.000]  都要有迎難而上的智慧
[00:01:54.000 --> 00:01:56.000]  因為在東南西北四面
[00:01:56.000 --> 00:01:58.600]  都有敵人攔阻他建成城牆
[00:01:58.600 --> 00:02:01.600]  而內部也有很多不公義的問題
[00:02:01.600 --> 00:02:03.100]  特別是貧富懸殊
[00:02:03.100 --> 00:02:05.100]  「尼希米」就用他的生命榜樣
[00:02:05.100 --> 00:02:08.780]  用他的智慧去團結以色列民族
[00:02:08.780 --> 00:02:12.880]  以致讓這群民族能夠在52天之內
[00:02:12.880 --> 00:02:15.180]  將這個城牆重建
[00:02:15.180 --> 00:02:16.440]  當然不是沒有變有
[00:02:16.440 --> 00:02:18.940]  而是將毀壞了的城牆連結起來
[00:02:18.940 --> 00:02:20.940]  成為一個完整的城牆
[00:02:20.940 --> 00:02:22.940]  他持守使命
[00:02:22.940 --> 00:02:25.800]  無論前面有多少恐嚇都要堅持
[00:02:25.800 --> 00:02:31.000]  但其實城牆只不過是整個工程的硬件
[00:02:31.000 --> 00:02:33.000]  其實背後的核心就是
[00:02:33.000 --> 00:02:36.800]  「尼希米」要重建這群屬於上帝的子民
[00:02:36.800 --> 00:02:38.800]  對上帝的敬虔
[00:02:38.800 --> 00:02:40.300]  崇拜的根深
[00:02:40.300 --> 00:02:41.800]  和神的關係
[00:02:41.800 --> 00:02:45.080]  所以他邀請了民事以色列加入
[00:02:45.080 --> 00:02:47.080]  去宣讀上帝的律法書
[00:02:47.080 --> 00:02:49.600]  用真理來建立聖民
[00:02:49.600 --> 00:02:54.080]  並且這群民族聽完上帝的話語之後
[00:02:54.080 --> 00:02:56.680]  知道他們的民族犯罪得罪主
[00:02:56.680 --> 00:02:58.680]  一起悔改的祈禱
[00:02:58.680 --> 00:03:01.680]  並且願意納藥奉獻自己
[00:03:01.680 --> 00:03:03.680]  這個時候預備好了
[00:03:03.680 --> 00:03:05.680]  在第十一章
[00:03:05.680 --> 00:03:07.680]  我們會看到尼希米
[00:03:07.680 --> 00:03:12.980]  重新調配人口住在耶路撒冷城的安排
[00:03:12.980 --> 00:03:15.480]  在第十二章的上半部我們會看到
[00:03:15.480 --> 00:03:18.480]  他將祭司尼美人的人數點算
[00:03:18.480 --> 00:03:22.480]  因為整個崇拜的根深都需要有足夠的侍奉人員去參與
[00:03:22.480 --> 00:03:24.480]  到了第十二章這一刻
[00:03:24.480 --> 00:03:28.480]  27節至47節就是城牆奉獻禮的開始
[00:03:28.480 --> 00:03:31.480]  所以接下來可能
[00:03:31.480 --> 00:03:35.480]  這個就是我在尼希米的最後一個分享
[00:03:35.480 --> 00:03:37.480]  遲些可能有機會再講尼希米
[00:03:37.480 --> 00:03:40.480]  但是這個重建聖民的系列就來到這裡
[00:03:40.480 --> 00:03:42.480]  當我們再看的時候
[00:03:42.480 --> 00:03:44.480]  和我們有什麼關係呢
[00:03:44.480 --> 00:03:46.480]  其實教會這個五年計劃
[00:03:46.480 --> 00:03:48.480]  土鎮2021
[00:03:48.480 --> 00:03:50.480]  我們的第一個使命
[00:03:50.480 --> 00:03:52.480]  就是在你們的左手邊
[00:03:52.480 --> 00:03:54.480]  綠色的底,白色的字
[00:03:54.480 --> 00:03:56.480]  請大家幫我讀出來,1,2,3
[00:03:56.480 --> 00:04:00.480]  讓敬拜能開放共融,轉化生命
[00:04:00.480 --> 00:04:04.480]  當教會在未來五年要成為一個使人得敬的教會
[00:04:04.480 --> 00:04:06.480]  第一個使命就是要
[00:04:06.480 --> 00:04:09.480]  讓敬拜能開放共融,轉化生命
[00:04:09.480 --> 00:04:12.480]  意思就是說我們很希望我們的崇拜
[00:04:12.480 --> 00:04:16.480]  讓眾民都能夠一齊聚集
[00:04:16.480 --> 00:04:18.480]  我們是一個開放和共融的崇拜
[00:04:18.480 --> 00:04:21.480]  讓上帝可以在其中轉化我們的生命
[00:04:21.480 --> 00:04:23.480]  而我們要達至這個目標
[00:04:23.480 --> 00:04:26.480]  在2017年我們要崇拜更新成為目標
[00:04:26.480 --> 00:04:28.480]  在過去一年裡面
[00:04:28.480 --> 00:04:30.480]  我們成立了一個崇拜更新小組
[00:04:30.480 --> 00:04:32.480]  去重新檢視我們的崇拜
[00:04:32.480 --> 00:04:35.480]  有什麼需要修訂或重建的地方
[00:04:35.480 --> 00:04:38.480]  我們也訂立了一個土鎮崇拜宣言
[00:04:38.480 --> 00:04:41.480]  就是用這七個宣言提醒我們
[00:04:41.480 --> 00:04:44.480]  我們每一個群體,我們每一個弟兄姊妹
[00:04:44.480 --> 00:04:48.480]  都要對崇拜有一個最信仰基礎的認識
[00:04:48.480 --> 00:04:51.480]  在七至八月我們開了一個崇拜主義學
[00:04:51.480 --> 00:04:53.480]  在晚上八個晚上
[00:04:53.480 --> 00:04:55.480]  我們請了上個禮拜講道的劉賢慧傳道
[00:04:55.480 --> 00:04:58.480]  去分享什麼叫崇拜
[00:04:58.480 --> 00:05:00.480]  在未來2018年
[00:05:00.480 --> 00:05:05.480]  我們會繼續在崇拜裡面尋求更新
[00:05:05.480 --> 00:05:07.480]  當我要進入經文的時候
[00:05:07.480 --> 00:05:10.480]  我想和大家分享一個兒童的童話故事
[00:05:10.480 --> 00:05:12.480]  輕鬆一點
[00:05:12.480 --> 00:05:14.480]  話說有一個農莊
[00:05:14.480 --> 00:05:17.480]  農莊的主人將會70歲大壽
[00:05:17.480 --> 00:05:20.480]  農莊裡面的動物就在聊
[00:05:20.480 --> 00:05:23.480]  究竟送什麼生日禮物給我們的農莊主人呢
[00:05:23.480 --> 00:05:26.480]  其中有一隻母雞和一隻豬在商量
[00:05:26.480 --> 00:05:28.480]  他們很友善地說
[00:05:28.480 --> 00:05:30.480]  我們農莊主人對我們這麼好
[00:05:30.480 --> 00:05:32.480]  我們要送一份禮物
[00:05:32.480 --> 00:05:34.480]  能夠表達一個恩情才可以
[00:05:34.480 --> 00:05:36.480]  想了很久很久
[00:05:36.480 --> 00:05:40.480]  母雞想到農莊主人很喜歡吃早餐
[00:05:40.480 --> 00:05:44.480]  不如我們就送火腿蛋三文治給她吧
[00:05:44.480 --> 00:05:46.480]  豬說好啊好啊
[00:05:46.480 --> 00:05:47.480]  她這麼喜歡吃三文治
[00:05:47.480 --> 00:05:49.480]  我們就做火腿蛋三文治吧
[00:05:49.480 --> 00:05:51.480]  想了一會兒
[00:05:51.480 --> 00:05:53.480]  豬覺得流汗了
[00:05:53.480 --> 00:05:54.480]  不妥當
[00:05:54.480 --> 00:05:56.480]  大家知不知道是什麼事呢
[00:05:56.480 --> 00:06:00.480]  阿谷真聰明
[00:06:00.480 --> 00:06:02.480]  對於母雞來說
[00:06:02.480 --> 00:06:06.480]  只要將每天生產的一隻蛋奉獻出來
[00:06:06.480 --> 00:06:08.480]  就能夠完成這個火腿蛋三文治
[00:06:08.480 --> 00:06:10.480]  但對於豬來說
[00:06:10.480 --> 00:06:13.480]  牠就要將自己整個生命呈獻
[00:06:13.480 --> 00:06:17.480]  其實當我們每個禮拜回來教會崇拜
[00:06:17.480 --> 00:06:21.480]  我們其實在呈獻什麼給我們的主
[00:06:21.480 --> 00:06:22.480]  我們的神呢
[00:06:22.480 --> 00:06:23.480]  好像母雞那樣
[00:06:23.480 --> 00:06:25.480]  你只是獻上你生活當中的一部分
[00:06:25.480 --> 00:06:27.480]  只是一個半小時回來教會崇拜
[00:06:27.480 --> 00:06:29.480]  很容易的
[00:06:29.480 --> 00:06:31.480]  還是你好像豬一樣
[00:06:31.480 --> 00:06:33.480]  要將自己全然
[00:06:33.480 --> 00:06:36.480]  整個去到崇拜呈獻給主呢
[00:06:36.480 --> 00:06:38.480]  你是在奉獻雞蛋
[00:06:38.480 --> 00:06:40.480]  還是在奉獻火腿呢
[00:06:40.480 --> 00:06:42.480]  崇拜更新最重要的關係是什麼呢
[00:06:42.480 --> 00:06:44.480]  就是我們願不願意
[00:06:44.480 --> 00:06:45.480]  全人的投入
[00:06:45.480 --> 00:06:47.480]  全然的奉獻
[00:06:47.480 --> 00:06:49.480]  將自己最好的呈獻給我們的主
[00:06:49.480 --> 00:06:50.480]  我們的神
[00:06:50.480 --> 00:06:51.480]  你預備好了沒有呢
[00:06:51.480 --> 00:06:54.480]  我們一起再用禱告去預備我們的心
[00:06:54.480 --> 00:06:56.480]  親愛的天父
[00:06:56.480 --> 00:06:58.480]  求聖靈你親自的賜福帶領我們
[00:06:58.480 --> 00:06:59.480]  在這一刻
[00:06:59.480 --> 00:07:01.480]  願聖靈充滿在我們進入當中
[00:07:01.480 --> 00:07:04.480]  願你的話語成為了
[00:07:04.480 --> 00:07:07.480]  你要向我們啟示你的心意的時候
[00:07:07.480 --> 00:07:09.480]  讓我成為了你流通的管子
[00:07:09.480 --> 00:07:12.480]  去轉達你話語的管道
[00:07:12.480 --> 00:07:14.480]  求聖靈你開我們的眼睛
[00:07:14.480 --> 00:07:15.480]  開我們的耳朵
[00:07:15.480 --> 00:07:17.480]  能夠聽得明白你的話語
[00:07:17.480 --> 00:07:20.480]  更加讓我們有聰明智慧知道你的心意
[00:07:20.480 --> 00:07:23.480]  更加求給我們有一個奉獻火腿的心
[00:07:23.480 --> 00:07:25.480]  以致我們將自己全然的
[00:07:25.480 --> 00:07:27.480]  去回應你的話語
[00:07:27.480 --> 00:07:29.480]  求聖靈親自的臨在我們當中
[00:07:29.480 --> 00:07:31.480]  奉耶穌基督得四名字祈求
[00:07:31.480 --> 00:07:32.480]  阿們
[00:07:57.480 --> 00:08:00.480]  在這裡單單地27節重複了兩個字
[00:08:00.480 --> 00:08:01.480]  告誠
[00:08:01.480 --> 00:08:03.480]  告誠是什麼意思呢?
[00:08:03.480 --> 00:08:04.480]  其實就是
[00:08:04.480 --> 00:08:05.480]  delegation
[00:08:05.480 --> 00:08:07.480]  奉獻的意思
[00:08:07.480 --> 00:08:08.480]  奉獻的意思
[00:08:08.480 --> 00:08:10.480]  所以這個的確是一個
[00:08:10.480 --> 00:08:12.480]  承祥的奉獻禮
[00:08:12.480 --> 00:08:15.480]  當尼西米大帝的意思
[00:08:15.480 --> 00:08:16.480]  就是
[00:08:16.480 --> 00:08:18.480]  祈求耶穌基督
[00:08:18.480 --> 00:08:19.480]  向我們祈求
[00:08:19.480 --> 00:08:20.480]  祈求耶穌基督
[00:08:20.480 --> 00:08:21.480]  祈求耶穌基督
[00:08:21.480 --> 00:08:22.480]  祈求耶穌基督
[00:08:22.480 --> 00:08:23.480]  祈求耶穌基督
[00:08:23.480 --> 00:08:24.480]  祈求耶穌基督
[00:08:24.480 --> 00:08:25.480]  祈求耶穌基督
[00:08:25.480 --> 00:08:27.480]  當尼西米大帝以色列人
[00:08:27.480 --> 00:08:29.480]  用了52天
[00:08:29.480 --> 00:08:30.480]  去重建城牆
[00:08:30.480 --> 00:08:32.480]  其實當他們舉行這個奉獻禮的時候
[00:08:32.480 --> 00:08:35.480]  他們每一個以色列人都深深地知道
[00:08:35.480 --> 00:08:38.480]  能夠52天完成這個偉大的工程
[00:08:38.480 --> 00:08:40.480]  不是他們自己的能力
[00:08:40.480 --> 00:08:41.480]  一切都是神的恩典
[00:08:41.480 --> 00:08:42.480]  神的帶領
[00:08:42.480 --> 00:08:43.480]  神的作為
[00:08:43.480 --> 00:08:46.480]  而他們將這個城牆作為奉獻禮
[00:08:46.480 --> 00:08:47.480]  就是告訴他們
[00:08:47.480 --> 00:08:49.480]  這個城牆不是屬於他們以色列人的
[00:08:49.480 --> 00:08:50.480]  是屬於上帝的
[00:08:50.480 --> 00:08:52.480]  這個就是奉獻的意思
[00:08:52.480 --> 00:08:55.480]  去到第30節
[00:08:55.480 --> 00:08:57.480]  祭司和利美人就潔淨自己
[00:08:57.480 --> 00:09:00.480]  也潔淨百姓和城門並城牆
[00:09:00.480 --> 00:09:03.480]  就是當我們舉行奉獻禮之前
[00:09:03.480 --> 00:09:08.480]  祭司和利美人就要做最好的準備
[00:09:08.480 --> 00:09:09.480]  認真的準備
[00:09:09.480 --> 00:09:11.480]  就是要去行一個潔淨的禮
[00:09:11.480 --> 00:09:13.480]  不單是潔淨自己
[00:09:13.480 --> 00:09:14.480]  也要潔淨百姓
[00:09:14.480 --> 00:09:16.480]  潔淨城牆
[00:09:16.480 --> 00:09:18.480]  當我們今天回來教會的時候
[00:09:18.480 --> 00:09:21.480]  你做了什麼準備去參與這個崇拜呢?
[00:09:21.480 --> 00:09:23.480]  當然我們不需要潔淨
[00:09:23.480 --> 00:09:25.480]  要沐浴巾洗澡
[00:09:25.480 --> 00:09:28.480]  洗乾淨自己才來教會
[00:09:28.480 --> 00:09:30.480]  但是你的心有沒有被潔淨
[00:09:30.480 --> 00:09:35.480]  願意來到神面前去做火腿呢?
[00:09:35.480 --> 00:09:38.480]  尼西米用了一個很有創意的形式
[00:09:38.480 --> 00:09:40.480]  去做這個奉獻禮
[00:09:40.480 --> 00:09:43.480]  他將敬拜隊分成兩大隊
[00:09:43.480 --> 00:09:46.480]  稍後我們會細看敬拜隊的安排
[00:09:46.480 --> 00:09:48.480]  一邊有以色列參與
[00:09:48.480 --> 00:09:50.480]  一邊是尼西米帶領
[00:09:50.480 --> 00:09:52.480]  順時針和逆時針
[00:09:52.480 --> 00:09:54.480]  大家集合去聖殿敬拜
[00:09:54.480 --> 00:09:57.480]  我相信當尼西米站在城牆上
[00:09:57.480 --> 00:09:59.480]  去做這個奉獻禮的時候
[00:09:59.480 --> 00:10:00.480]  他會深受感動
[00:10:00.480 --> 00:10:03.480]  他還記得當天他決定要重建城牆的時候
[00:10:03.480 --> 00:10:05.480]  被敵人嘲笑
[00:10:05.480 --> 00:10:06.480]  敵人說
[00:10:06.480 --> 00:10:08.480]  你建城牆嗎?
[00:10:08.480 --> 00:10:10.480]  狐狸站上去都會倒
[00:10:10.480 --> 00:10:12.480]  但是今天他們有兩大隊敬拜隊
[00:10:12.480 --> 00:10:14.480]  都站在城牆上
[00:10:14.480 --> 00:10:16.480]  所以尼西米很清楚
[00:10:16.480 --> 00:10:18.480]  一切都是神的帶領
[00:10:18.480 --> 00:10:20.480]  在27節我想大家更加留意多一點
[00:10:20.480 --> 00:10:22.480]  清者這個字
[00:10:22.480 --> 00:10:24.480]  清者這個字
[00:10:24.480 --> 00:10:26.480]  清者這個字很特別
[00:10:26.480 --> 00:10:28.480]  在舊的聖經裏面
[00:10:28.480 --> 00:10:30.480]  出現了很多次
[00:10:30.480 --> 00:10:32.480]  其中四次在尼西米紀錄裏面
[00:10:32.480 --> 00:10:34.480]  都是在27至47節裏面
[00:10:34.480 --> 00:10:36.480]  清者這個字
[00:10:36.480 --> 00:10:38.480]  原來有三個意思
[00:10:38.480 --> 00:10:40.480]  第一個是讚美
[00:10:40.480 --> 00:10:42.480]  讚美大家應該很容易明白
[00:10:42.480 --> 00:10:44.480]  在讚美之前
[00:10:44.480 --> 00:10:47.480]  其實我們要禱告
[00:10:47.480 --> 00:10:49.480]  唱詩
[00:10:49.480 --> 00:10:51.480]  聽道 默想的時候
[00:10:51.480 --> 00:10:53.480]  你們是怎樣去發出讚美的呢?
[00:10:53.480 --> 00:10:55.480]  是否在想我要說些什麼呢?
[00:10:55.480 --> 00:10:59.480]  剛才杜太都分享
[00:10:59.480 --> 00:11:01.480]  他為什麼會成為師班呢?
[00:11:01.480 --> 00:11:03.480]  不是他自己選擇自己成為師班
[00:11:03.480 --> 00:11:05.480]  是神選擇他
[00:11:05.480 --> 00:11:07.480]  當我們要讚美的時候
[00:11:07.480 --> 00:11:09.480]  你有沒有想過究竟上帝
[00:11:09.480 --> 00:11:11.480]  是一個什麼樣的上帝呢?
[00:11:11.480 --> 00:11:13.480]  神說過什麼
[00:11:13.480 --> 00:11:15.480]  做過什麼
[00:11:15.480 --> 00:11:17.480]  原來神已經為我們
[00:11:17.480 --> 00:11:19.480]  做了很多獨特的事
[00:11:19.480 --> 00:11:21.480]  祂創造了這個大地
[00:11:21.480 --> 00:11:23.480]  祂賜給我們生命
[00:11:23.480 --> 00:11:25.480]  祂讓耶穌基督為我們死在十字架上
[00:11:25.480 --> 00:11:27.480]  祂是那位手術師慈愛的神
[00:11:27.480 --> 00:11:29.480]  祂賜給我們豐盛的生命
[00:11:29.480 --> 00:11:31.480]  當你去深深體會到
[00:11:31.480 --> 00:11:33.480]  上帝的話語
[00:11:33.480 --> 00:11:35.480]  上帝的工作的時候
[00:11:35.480 --> 00:11:37.480]  你就更加懂得
[00:11:37.480 --> 00:11:39.480]  由心裏去讚美祂
[00:11:39.480 --> 00:11:41.480]  所以當我們讚美的時候
[00:11:41.480 --> 00:11:43.480]  不是出於自己
[00:11:43.480 --> 00:11:45.480]  作為神的屬性
[00:11:45.480 --> 00:11:47.480]  而是要發出一個由心裏的讚美
[00:11:47.480 --> 00:11:49.480]  這個清謝這個字
[00:11:49.480 --> 00:11:51.480]  第二個解釋就是感謝
[00:11:51.480 --> 00:11:53.480]  感謝我相信大家都很容易明白
[00:11:53.480 --> 00:11:55.480]  在其他的
[00:11:55.480 --> 00:11:57.480]  聖經出現的時候
[00:11:57.480 --> 00:11:59.480]  就譯了做感恩祭
[00:11:59.480 --> 00:12:01.480]  就是當以色列民
[00:12:01.480 --> 00:12:03.480]  他們經歷到神的恩典
[00:12:03.480 --> 00:12:05.480]  要獻上祭品
[00:12:05.480 --> 00:12:07.480]  去呈獻的時候
[00:12:07.480 --> 00:12:09.480]  他們就叫做感恩祭
[00:12:09.480 --> 00:12:11.480]  當你們來到崇拜
[00:12:11.480 --> 00:12:13.480]  安安坐坐的坐在這裏
[00:12:13.480 --> 00:12:15.480]  在過了一個星期
[00:12:15.480 --> 00:12:17.480]  再回來這裏的時候
[00:12:17.480 --> 00:12:19.480]  在過了一個星期
[00:12:19.480 --> 00:12:21.480]  上帝給了你什麼保守
[00:12:21.480 --> 00:12:23.480]  什麼恩典在你身上
[00:12:23.480 --> 00:12:25.480]  在這一刻你來崇拜
[00:12:25.480 --> 00:12:27.480]  你獻上什麼感恩祭
[00:12:27.480 --> 00:12:29.480]  最特別的是這個清謝的字
[00:12:29.480 --> 00:12:31.480]  不單止有讚美和感謝的意思
[00:12:31.480 --> 00:12:33.480]  也有認罪的意思
[00:12:33.480 --> 00:12:35.480]  在其他的
[00:12:35.480 --> 00:12:37.480]  舊約版本
[00:12:37.480 --> 00:12:39.480]  其他的舊約經出現
[00:12:39.480 --> 00:12:41.480]  就是平安祭
[00:12:41.480 --> 00:12:43.480]  就是當以色列民犯罪
[00:12:43.480 --> 00:12:45.480]  或者一些困難解決了之後
[00:12:45.480 --> 00:12:47.480]  他要在聖殿裏獻祭
[00:12:47.480 --> 00:12:49.480]  就會回去做平安祭
[00:12:49.480 --> 00:12:51.480]  就是帶著平安
[00:12:51.480 --> 00:12:53.480]  和認罪的意思
[00:12:53.480 --> 00:12:55.480]  聽到這裏可能你會覺得
[00:12:55.480 --> 00:12:57.480]  很矛盾
[00:12:57.480 --> 00:12:59.480]  認罪是很沉重很悲慘的
[00:12:59.480 --> 00:13:01.480]  感謝和讚美是很興奮很雀躍的
[00:13:01.480 --> 00:13:03.480]  兩種都好像不同的心境
[00:13:03.480 --> 00:13:05.480]  怎麼可能在同一個字裏出現呢
[00:13:05.480 --> 00:13:07.480]  其實這個字
[00:13:07.480 --> 00:13:09.480]  最根本的意思
[00:13:09.480 --> 00:13:11.480]  就是一個人
[00:13:11.480 --> 00:13:13.480]  用最自然
[00:13:13.480 --> 00:13:15.480]  最坦蕩蕩的心
[00:13:15.480 --> 00:13:17.480]  來到上帝面前去敬拜
[00:13:17.480 --> 00:13:19.480]  這個就是敬拜的意義
[00:13:19.480 --> 00:13:21.480]  就是一個人
[00:13:21.480 --> 00:13:23.480]  坦蕩蕩用自己最真誠的性情
[00:13:23.480 --> 00:13:25.480]  來到上帝面前
[00:13:25.480 --> 00:13:27.480]  這個就是敬拜
[00:13:27.480 --> 00:13:29.480]  敬拜的目的就是讓我們
[00:13:29.480 --> 00:13:31.480]  去思想上帝在我們生命當中的作為
[00:13:31.480 --> 00:13:33.480]  然後我們全心全意
[00:13:33.480 --> 00:13:35.480]  坦蕩蕩來到上帝面前
[00:13:35.480 --> 00:13:37.480]  這個就是敬拜
[00:13:37.480 --> 00:13:39.480]  在聖經當中
[00:13:39.480 --> 00:13:41.480]  有很多這些例子
[00:13:41.480 --> 00:13:43.480]  特別是詩篇裏面
[00:13:43.480 --> 00:13:45.480]  有時候你會覺得很奇怪
[00:13:45.480 --> 00:13:47.480]  詩篇裏面不是全部都是重讚感恩的
[00:13:47.480 --> 00:13:49.480]  也不是單單只是認罪
[00:13:49.480 --> 00:13:51.480]  更加有時候你會看到
[00:13:51.480 --> 00:13:53.480]  詩人好像在質問上帝
[00:13:53.480 --> 00:13:55.480]  就好像詩人被仇敵
[00:13:55.480 --> 00:13:57.480]  追逼走到無路的時候
[00:13:57.480 --> 00:13:59.480]  他就會說 神啊
[00:13:59.480 --> 00:14:01.480]  為什麼你這樣對我啊
[00:14:01.480 --> 00:14:03.480]  為什麼你不理我啊
[00:14:03.480 --> 00:14:05.480]  對付他們
[00:14:05.480 --> 00:14:07.480]  這個就是詩人將自己
[00:14:07.480 --> 00:14:09.480]  最真誠的性情
[00:14:09.480 --> 00:14:11.480]  最坦然蕩蕩的性情
[00:14:11.480 --> 00:14:13.480]  呈現在上帝面前
[00:14:13.480 --> 00:14:15.480]  這個就是敬拜
[00:14:15.480 --> 00:14:17.480]  有個初生者問我
[00:14:17.480 --> 00:14:19.480]  我祈禱是否可以
[00:14:19.480 --> 00:14:21.480]  將我心裏的不滿
[00:14:21.480 --> 00:14:23.480]  對神的憤怒都發洩出來
[00:14:23.480 --> 00:14:25.480]  在禱告裏面
[00:14:25.480 --> 00:14:27.480]  我會說 可以
[00:14:27.480 --> 00:14:29.480]  可以
[00:14:29.480 --> 00:14:31.480]  我不擔心他
[00:14:31.480 --> 00:14:33.480]  將自己最真誠的性情
[00:14:33.480 --> 00:14:35.480]  在神面前禱告的時候
[00:14:35.480 --> 00:14:37.480]  完全的說出來
[00:14:37.480 --> 00:14:39.480]  我只是擔心他
[00:14:39.480 --> 00:14:41.480]  從此收起自己
[00:14:41.480 --> 00:14:43.480]  遠離上帝
[00:14:43.480 --> 00:14:45.480]  不將自己的真我揭露在神的面前
[00:14:45.480 --> 00:14:47.480]  所以敬拜
[00:14:47.480 --> 00:14:49.480]  就是將自己最真的一面
[00:14:49.480 --> 00:14:51.480]  最自然
[00:14:51.480 --> 00:14:53.480]  最自由
[00:14:53.480 --> 00:14:55.480]  最釋放
[00:14:55.480 --> 00:14:57.480]  最真實的心
[00:14:57.480 --> 00:14:59.480]  來到神面前去敬拜
[00:14:59.480 --> 00:15:01.480]  真情流露的時刻
[00:15:01.480 --> 00:15:05.480]  除了崇拜根生
[00:15:05.480 --> 00:15:07.480]  是要我們一個真心
[00:15:07.480 --> 00:15:09.480]  真誠的敬拜之外
[00:15:09.480 --> 00:15:11.480]  我們在31至43節裏面
[00:15:11.480 --> 00:15:13.480]  我們會見到
[00:15:13.480 --> 00:15:15.480]  這個這麼有創意的奉獻之禮
[00:15:15.480 --> 00:15:17.480]  是怎樣進行的
[00:15:17.480 --> 00:15:19.480]  經文我們已經讀過了
[00:15:19.480 --> 00:15:21.480]  我們會見到
[00:15:21.480 --> 00:15:23.480]  在31至37節
[00:15:23.480 --> 00:15:25.480]  第一隊的敬拜隊
[00:15:25.480 --> 00:15:27.480]  他們有五個層次
[00:15:27.480 --> 00:15:29.480]  第一層次是一群清靜的人
[00:15:29.480 --> 00:15:31.480]  好像屍斑般帶領在前面
[00:15:31.480 --> 00:15:33.480]  在32節有和沙雅
[00:15:33.480 --> 00:15:35.480]  和首領
[00:15:35.480 --> 00:15:37.480]  以色列的領袖民族
[00:15:37.480 --> 00:15:39.480]  他們有一半人在第二個隊伍
[00:15:39.480 --> 00:15:41.480]  第三就有
[00:15:41.480 --> 00:15:43.480]  祭司
[00:15:43.480 --> 00:15:45.480]  有七個的祭司
[00:15:45.480 --> 00:15:47.480]  在34節裏數到七個名字
[00:15:47.480 --> 00:15:49.480]  第四就有一個叫撒加利亞
[00:15:49.480 --> 00:15:51.480]  35節很詳細介紹
[00:15:51.480 --> 00:15:53.480]  他力度的祖宗
[00:15:53.480 --> 00:15:55.480]  因為他是班長
[00:15:55.480 --> 00:15:57.480]  帶領著這群敬拜隊
[00:15:57.480 --> 00:15:59.480]  還加插了文氏以色列
[00:15:59.480 --> 00:16:01.480]  在36節裏面
[00:16:01.480 --> 00:16:03.480]  然後見到有八個利美人
[00:16:03.480 --> 00:16:05.480]  他們負責用不同的樂器
[00:16:05.480 --> 00:16:07.480]  去奏樂
[00:16:07.480 --> 00:16:09.480]  一起參與這個敬拜
[00:16:09.480 --> 00:16:11.480]  如果你細心看到
[00:16:11.480 --> 00:16:13.480]  其實在35節裏面
[00:16:13.480 --> 00:16:15.480]  說"還有些吹號之祭司之子書"
[00:16:15.480 --> 00:16:17.480]  "還有些"這個字
