
[00:00:00.000 --> 00:00:02.000]  丁姐妹新年好
[00:01:52.480 --> 00:01:57.640]  在卷五的四十四首詩篇裡
[00:01:57.640 --> 00:02:01.440]  我參考了袁頌輝牧師所寫的一本新著作
[00:02:01.440 --> 00:02:03.720]  叫做《耶和華作王》
[00:02:03.720 --> 00:02:06.440]  其實整個150篇的詩篇
[00:02:06.440 --> 00:02:08.920]  其實這一卷很好
[00:02:08.920 --> 00:02:11.680]  不只是大衛寫的
[00:02:11.680 --> 00:02:14.760]  也有不同的一些詩人
[00:02:14.760 --> 00:02:20.560]  他們所敘述的神的能力和祂的權柄
[00:02:20.560 --> 00:02:23.560]  當我們去知道上帝在人類歷史
[00:02:23.560 --> 00:02:26.040]  他是最終的掌權者
[00:02:26.040 --> 00:02:28.360]  人類歷史前行的巨輪
[00:02:28.360 --> 00:02:32.000]  其實背後都是上帝去引導的
[00:02:32.000 --> 00:02:35.960]  讓我們今天我們看這個卷五的
[00:02:35.960 --> 00:02:37.880]  它也是用了一個平衡的結構
[00:02:37.880 --> 00:02:39.000]  和我們看回
[00:02:39.000 --> 00:02:43.760]  就是首尾都是用一個感恩的詩歌
[00:02:43.760 --> 00:02:45.880]  讚美來去頌讚神
[00:02:45.880 --> 00:02:49.080]  而中間在B和B'
[00:02:49.080 --> 00:02:51.840]  就是愛歌和郡王詩
[00:02:51.840 --> 00:02:54.160]  以及在C和C'那裡
[00:02:54.160 --> 00:02:56.600]  就是Hallelujah讚美詩
[00:02:56.600 --> 00:03:00.560]  中間那部分就是律法詩和上行之詩
[00:03:00.560 --> 00:03:03.560]  這個表明我們今天要去到聖殿
[00:03:03.560 --> 00:03:05.760]  去敬拜親近神的
[00:03:05.760 --> 00:03:07.760]  神的子民神的百姓
[00:03:07.760 --> 00:03:11.880]  我們必須是心口如一去敬拜
[00:03:11.880 --> 00:03:14.640]  我們要守結心清去敬拜
[00:03:14.640 --> 00:03:17.680]  我們不只是做週末的記憶圖
[00:03:17.680 --> 00:03:20.640]  我們是每天都要去敬拜眾讚神
[00:03:20.640 --> 00:03:22.240]  是不是啊?弟兄姊妹
[00:03:22.240 --> 00:03:25.200]  你每一天都需要得著上主而來的
[00:03:25.200 --> 00:03:28.560]  這份恩典能力和被聖靈去充滿
[00:03:28.560 --> 00:03:30.480]  故此我們每天都需要
[00:03:30.480 --> 00:03:32.480]  來到親近上帝
[00:03:32.480 --> 00:03:35.600]  無論你的靈修時間在哪個時段
[00:03:35.600 --> 00:03:37.760]  我鼓勵你盡量都在早上
[00:03:37.760 --> 00:03:39.840]  甚至最好在上班前
[00:03:39.840 --> 00:03:43.120]  因為這個時間是讓你能夠安靜自己
[00:03:43.120 --> 00:03:44.480]  讓神的話
[00:03:44.480 --> 00:03:47.360]  藉著聖靈的一個默示啟迪
[00:03:47.360 --> 00:03:51.920]  以及讓我們有那份引導
[00:03:51.920 --> 00:03:54.000]  我們知道我們每一天的生活
[00:03:54.000 --> 00:03:56.400]  都是要來去清謝神
[00:03:56.400 --> 00:03:58.160]  以及去榮耀祂
[00:03:58.160 --> 00:04:02.080]  詩篇118篇是一個群體感恩的讚美詩
[00:04:02.080 --> 00:04:05.680]  它是屬於埃及的讚美詩
[00:04:05.680 --> 00:04:08.360]  113到118這個系列
[00:04:08.360 --> 00:04:10.840]  其實這個系列的讚美詩
[00:04:10.840 --> 00:04:12.560]  都有同一的特色
[00:04:12.560 --> 00:04:14.760]  就是他們要敘述昔日神
[00:04:14.760 --> 00:04:16.720]  怎樣帶領神的子民
[00:04:16.720 --> 00:04:18.160]  來到出埃及
[00:04:18.160 --> 00:04:20.080]  離開這個圍爐之家
[00:04:20.080 --> 00:04:23.800]  他們要來表達對上主的感恩
[00:04:23.800 --> 00:04:24.800]  所以
[00:04:24.800 --> 00:04:29.360]  御節他們一定會來唱這幾首詩
[00:04:29.360 --> 00:04:32.480]  詩篇113和114就是在晚餐前
[00:04:32.480 --> 00:04:33.640]  他們會來唱
[00:04:33.640 --> 00:04:36.560]  115到118就是在御節晚餐之後
[00:04:36.560 --> 00:04:37.680]  來頌唱
[00:04:37.680 --> 00:04:40.760]  所以耶穌設立聖餐那一晚
[00:04:40.760 --> 00:04:43.200]  他們都有唱這些詩篇
[00:04:43.200 --> 00:04:44.880]  在詩篇118篇
[00:04:44.880 --> 00:04:47.160]  和出埃及的第15章
[00:04:47.160 --> 00:04:50.760]  在內容裡面是有很多相似的地方
[00:04:50.760 --> 00:04:54.120]  都是描述到神對祂百姓的拯救
[00:04:54.120 --> 00:04:58.200]  但是詩篇118篇有一個很特別的地方就是
[00:04:58.200 --> 00:05:01.000]  它在22到26節
[00:05:01.000 --> 00:05:04.080]  它出現了兩句話
[00:05:04.080 --> 00:05:07.880]  都是在新約很多的方書作者
[00:05:07.880 --> 00:05:10.240]  包括保羅的書信
[00:05:10.240 --> 00:05:11.560]  都有來到
[00:05:11.560 --> 00:05:14.320]  甚至彼得書信都有提及的
[00:05:14.320 --> 00:05:16.320]  將人所棄的石頭
[00:05:16.320 --> 00:05:20.520]  就是說神所揀選的受高者耶穌基督
[00:05:20.520 --> 00:05:26.720]  要成為他們大衛家永恆的角度的王
[00:05:26.720 --> 00:05:29.720]  但是以色列人拒絕耶穌
[00:05:29.720 --> 00:05:32.680]  他們起初以為歡迎耶穌入城
[00:05:32.680 --> 00:05:35.680]  奉耶穌的名來是應當稱重的
[00:05:35.680 --> 00:05:40.440]  但是他們之後就將耶穌釘在十字架上
[00:05:40.440 --> 00:05:42.720]  我們看到人的期待
[00:05:42.720 --> 00:05:45.720]  和神的心意的落差很大
[00:05:45.720 --> 00:05:48.920]  就是因為他不明白上帝的心意的時候
[00:05:48.920 --> 00:05:51.560]  我們就很容易在這種的差距
[00:05:51.560 --> 00:05:55.480]  我們不忘記了我們今天應該怎樣去生活
[00:05:55.480 --> 00:05:57.280]  我們今天新約的教會
[00:05:57.280 --> 00:06:02.120]  都需要在這首詩篇118篇彌賽亞的詩篇
[00:06:02.120 --> 00:06:05.760]  給我們一個很重要的動力
[00:06:05.760 --> 00:06:07.040]  就是我們知道
[00:06:07.040 --> 00:06:09.920]  耶穌不只是第一次來到這個世界
[00:06:09.920 --> 00:06:12.760]  耶穌釘死在十字架之後
[00:06:12.760 --> 00:06:14.640]  但是他是復活升天
[00:06:14.640 --> 00:06:15.760]  而且他應去
[00:06:15.760 --> 00:06:17.440]  他一定要再來
[00:06:17.440 --> 00:06:20.400]  所以對今天新約的每一個神的兒女們
[00:06:20.400 --> 00:06:22.560]  特別在這個末後的世代
[00:06:22.560 --> 00:06:25.080]  可以看見有很多的徵兆
[00:06:25.080 --> 00:06:28.200]  都是指向耶穌必定要再回來
[00:06:28.200 --> 00:06:30.480]  無論今天和明天
[00:06:30.480 --> 00:06:33.640]  這個世界歷史怎樣去變
[00:06:33.640 --> 00:06:35.720]  以及多混亂都好
[00:06:35.720 --> 00:06:37.000]  我們重要的
[00:06:37.000 --> 00:06:40.560]  就是你要將自己藏在上帝
[00:06:40.560 --> 00:06:43.800]  祂那個慈愛大能的磅秘之下
[00:06:43.800 --> 00:06:46.800]  每一天我們都需要神的說話
[00:06:46.800 --> 00:06:48.600]  所以詩篇118篇
[00:06:48.600 --> 00:06:50.280]  我們都參考了一個
[00:06:50.280 --> 00:06:52.200]  比較年輕的一個
[00:06:52.200 --> 00:06:55.880]  舊約的學者謝霆博士
[00:06:55.880 --> 00:06:58.760]  他這本新的著作《詩歌自慰書》
[00:06:58.760 --> 00:07:03.960]  也都將118篇的結構展現了
[00:07:03.960 --> 00:07:05.680]  很美麗的出來
[00:07:05.680 --> 00:07:09.160]  其實就是一個三文治的結構
[00:07:09.160 --> 00:07:11.040]  什麼是三文治結構呢
[00:07:11.040 --> 00:07:12.960]  就是你首尾呼應
[00:07:12.960 --> 00:07:15.880]  但是餡中間那裡最重要
[00:07:15.880 --> 00:07:16.880]  你吃漢堡包
[00:07:16.880 --> 00:07:18.760]  你不會只吃那個包
[00:07:18.760 --> 00:07:21.560]  你會吃漢堡牛肉
[00:07:21.560 --> 00:07:23.560]  就是中間那裡
[00:07:23.560 --> 00:07:24.840]  這首詩篇
[00:07:24.840 --> 00:07:27.400]  1至4節和28至29節
[00:07:27.400 --> 00:07:31.640]  是首尾呼應就是我們要清謝耶和華
[00:07:31.640 --> 00:07:32.720]  為什麼呢
[00:07:32.720 --> 00:07:35.840]  原因就是神的慈愛是永存的
[00:07:35.840 --> 00:07:37.400]  而且還有其他的原因
[00:07:37.400 --> 00:07:39.000]  在中間的部分
[00:07:39.000 --> 00:07:41.280]  是講透靠神
[00:07:41.280 --> 00:07:43.320]  這個是聖於人
[00:07:43.320 --> 00:07:46.640]  聖於那些王子權貴
[00:07:46.640 --> 00:07:48.960]  我們要祈求神的私恩
[00:07:48.960 --> 00:07:50.560]  憐憫和拯救
[00:07:50.560 --> 00:07:52.240]  而中間的部分
[00:07:52.240 --> 00:07:58.240]  它是用一個人來代表神的子民
[00:07:58.240 --> 00:08:00.480]  是講述祂的見證
[00:08:00.480 --> 00:08:03.560]  神在急難之中怎樣去拯救祂
[00:08:03.560 --> 00:08:08.160]  這個就是講述到耶和華幫助我
[00:08:08.160 --> 00:08:10.360]  我們其實每一個神的兒女
[00:08:10.360 --> 00:08:12.560]  都需要有這種的經歷
[00:08:12.560 --> 00:08:16.480]  而在這個結構裡面
[00:08:16.480 --> 00:08:18.080]  我們都看到
[00:08:18.080 --> 00:08:20.360]  紅色的那兩組的字
[00:08:20.360 --> 00:08:21.800]  就是用一個人
[00:08:21.800 --> 00:08:23.760]  有些舊約學者就說
[00:08:23.760 --> 00:08:25.240]  這個可能是祭司
[00:08:25.240 --> 00:08:27.520]  或者這個是聖殿侍奉的人
[00:08:27.520 --> 00:08:30.760]  也都有另外一個可能性
[00:08:30.760 --> 00:08:32.840]  我自己覺得是很合理的
[00:08:32.840 --> 00:08:35.280]  就是因為裡頭都是隱藏著
[00:08:35.280 --> 00:08:38.720]  是預言到我們這一位的尼賽亞
[00:08:38.720 --> 00:08:40.040]  就是受高者
[00:08:40.040 --> 00:08:42.760]  耶穌基督的那個受撫
[00:08:42.760 --> 00:08:45.240]  所以我等一下會仔細一點
[00:08:45.240 --> 00:08:47.160]  跟大家看這首詩篇的時候
[00:08:47.160 --> 00:08:48.960]  請大家明白
[00:08:48.960 --> 00:08:51.040]  藍色那些的字
[00:08:51.040 --> 00:08:54.200]  這些全部都是一個群體的重贊
[00:08:54.200 --> 00:08:58.440]  就好像一個我們十月份的感恩崇拜一樣
[00:08:58.440 --> 00:09:01.360]  是大家全體一起的讚美神
[00:09:01.360 --> 00:09:03.600]  但是去到中間那一部分
[00:09:03.600 --> 00:09:07.080]  是講一個人代表這個群體
[00:09:07.080 --> 00:09:08.480]  他向神鳥述說
[00:09:08.480 --> 00:09:11.560]  他的感恩的見證
[00:09:11.560 --> 00:09:14.120]  我們看頭四節
[00:09:14.120 --> 00:09:16.360]  讓我們一起了讀
[00:09:16.360 --> 00:09:18.800]  你們要稱謝耶和華
[00:09:18.800 --> 00:09:20.520]  因祂本為善
[00:09:20.520 --> 00:09:23.160]  祂的慈愛永遠長存
[00:09:23.160 --> 00:09:24.720]  願以色列說
[00:09:24.720 --> 00:09:27.280]  祂的慈愛永遠長存
[00:09:27.280 --> 00:09:29.040]  願阿倫加說
[00:09:29.040 --> 00:09:31.480]  祂的慈愛永遠長存
[00:09:31.480 --> 00:09:33.960]  願敬畏耶和華的人說
[00:09:33.960 --> 00:09:36.760]  祂的慈愛永遠長存
[00:09:36.760 --> 00:09:40.480]  我們在這個段落一開始
[00:09:40.480 --> 00:09:43.640]  它是講到你們是整體的
[00:09:43.640 --> 00:09:45.400]  我們要稱謝耶和華
[00:09:45.400 --> 00:09:48.200]  因為神是本為善
[00:09:48.200 --> 00:09:49.680]  是神的誠實
[00:09:49.680 --> 00:09:52.160]  神的信實可靠
[00:09:52.160 --> 00:09:54.880]  祂的慈愛永遠長存
[00:09:54.880 --> 00:09:57.720]  如果今天人間的愛
[00:09:57.720 --> 00:09:59.760]  我們說很多是帶有條件
[00:09:59.760 --> 00:10:01.400]  很多都是短暫
[00:10:01.400 --> 00:10:03.760]  但是什麼是為之恆久
[00:10:03.760 --> 00:10:05.960]  永遠是不止息的愛
[00:10:05.960 --> 00:10:08.360]  這個就是從神而來的
[00:10:08.360 --> 00:10:10.120]  所以在舊約裡面
[00:10:10.120 --> 00:10:13.080]  這篇詩篇特別講到這個慈愛
[00:10:13.080 --> 00:10:15.440]  在很多的詩篇都出現的
[00:10:15.440 --> 00:10:16.840]  希伯來文原文那個字
[00:10:16.840 --> 00:10:18.520]  就是has said這個字
[00:10:18.520 --> 00:10:22.760]  就是表示到一個盟約之下的愛
[00:10:22.760 --> 00:10:25.760]  是上帝與祂的子民立約
[00:10:25.760 --> 00:10:27.800]  但是神是信實可靠
[00:10:27.800 --> 00:10:29.280]  守約施持愛
[00:10:29.280 --> 00:10:32.880]  所以祂的愛是永遠長存的
[00:10:32.880 --> 00:10:35.720]  人的愛就是我們會隨時毀約
[00:10:35.720 --> 00:10:39.480]  會隨時跟人英穩了的東西
[00:10:39.480 --> 00:10:41.360]  我們未必可以兌現
[00:10:41.360 --> 00:10:43.560]  這個就是那個分別的所在
[00:10:43.560 --> 00:10:45.680]  但這個提到三類的人
[00:10:45.680 --> 00:10:49.800]  他也都需要來向神清謝
[00:10:49.800 --> 00:10:52.040]  包括以色列神的選民
[00:10:52.040 --> 00:10:54.880]  包括阿倫加這些作祭司的
[00:10:54.880 --> 00:10:56.520]  侍奉上帝的人
[00:10:56.520 --> 00:10:59.360]  包括敬畏耶和華的人
[00:10:59.360 --> 00:11:01.520]  這個也都包括我們今天新約
[00:11:01.520 --> 00:11:04.440]  每一個神的兒女
[00:11:04.440 --> 00:11:05.440]  我們不要忘記
[00:11:05.440 --> 00:11:07.840]  我們今天的身份和地位
[00:11:07.840 --> 00:11:10.760]  我們需要來仰望上帝
[00:11:10.760 --> 00:11:12.480]  這份永存的愛
[00:11:12.480 --> 00:11:15.080]  就是祂拯救人脫離罪的捆綁
[00:11:15.080 --> 00:11:16.320]  加鎖
[00:11:16.320 --> 00:11:18.640]  以至我們今天新約的教會
[00:11:18.640 --> 00:11:20.960]  我們就好像一個新婦
[00:11:20.960 --> 00:11:22.480]  一個新娘
[00:11:22.480 --> 00:11:25.280]  是準備嫁給主耶穌
[00:11:25.280 --> 00:11:28.120]  祂將來就要榮耀的在內接我們
[00:11:28.120 --> 00:11:31.760]  進入這個永恆的新天新地
[00:11:31.760 --> 00:11:35.760]  這個就是我們永遠的那個盼望
[00:11:35.760 --> 00:11:39.640]  是神人之間那個和好
[00:11:39.640 --> 00:11:41.000]  人與人之間
[00:11:41.000 --> 00:11:46.240]  也都在這個新天新地 天堂那個永恆的角度裏面
[00:11:46.240 --> 00:11:48.240]  我們是可以和好
[00:11:48.240 --> 00:11:51.000]  一起真正的和平共處
[00:11:51.000 --> 00:11:53.280]  所以你看到這個遠像的時候
[00:11:53.280 --> 00:11:54.440]  你每一天
[00:11:54.440 --> 00:11:57.160]  你無論看見這個世界多動亂都好
[00:11:57.160 --> 00:12:01.240]  你知道你心裏頭要有一份的平安和依靠
[00:12:01.240 --> 00:12:05.880]  在這裏我介紹這本書給大家看是很好的
[00:12:05.880 --> 00:12:09.880]  這個作者就是歐偉文博士
[00:12:09.880 --> 00:12:11.680]  他是三個孩子的爸爸
[00:12:11.680 --> 00:12:14.520]  他亦都是「救恩小學」的校長
[00:12:14.520 --> 00:12:16.880]  他在教學裏面他不斷傳承
[00:12:16.880 --> 00:12:20.720]  「愛倫餘己」這個照明
[00:12:20.720 --> 00:12:23.520]  他現在亦都是現任「功福團契」的總幹事
[00:12:23.520 --> 00:12:28.680]  他寫這本書其實不是一些深奧的理論
[00:12:28.680 --> 00:12:30.920]  是一些很簡單的道理
[00:12:30.920 --> 00:12:34.760]  但是將他過去進入社區
[00:12:34.760 --> 00:12:38.760]  來服侍很多基層的家庭 孩子的時候
[00:12:38.760 --> 00:12:40.880]  他的所見所聞
[00:12:40.880 --> 00:12:43.760]  他的見證雜 你可以這樣說
[00:12:43.760 --> 00:12:47.360]  但是每一篇我看完都覺得很有感動
[00:12:47.360 --> 00:12:51.440]  我特別借助他在這裏講的其中一篇
[00:12:51.440 --> 00:12:53.920]  他的題目就是「耶和華本為善」
[00:12:53.920 --> 00:12:56.400]  他講返在2020年的時候
[00:12:56.400 --> 00:13:00.440]  當時剛剛新冠病毒爆發
[00:13:00.440 --> 00:13:04.480]  他看見這個社會有很多的謊言
[00:13:04.480 --> 00:13:06.760]  有很多的不公不義的事
[00:13:06.760 --> 00:13:10.080]  在憤怒恐懼焦慮無奈的日子
[00:13:10.080 --> 00:13:13.040]  他們包括甚至神的兒女
[00:13:13.040 --> 00:13:18.080]  他們心裏有時都會問神究竟你在哪裏呢
[00:13:18.080 --> 00:13:21.920]  他回想當時他去到前線探訪派送口罩
[00:13:21.920 --> 00:13:25.280]  在一個很雜亂很狹窄的一個劏房裏面
[00:13:25.280 --> 00:13:30.280]  他遇到一個男孩子 很小的男孩子
[00:13:30.280 --> 00:13:34.360]  原來這個是一個家庭的獨生兒子
[00:13:34.360 --> 00:13:38.480]  媽媽不幸患上癌症 很虛弱
[00:13:38.480 --> 00:13:42.760]  在床上沒有辦法有能力照顧他的兒子
[00:13:42.760 --> 00:13:49.400]  但更不幸的是他爸爸在當年的農曆新年因病去世
[00:13:49.400 --> 00:13:53.200]  這個男孩子每晚只能夠睡地板
[00:13:53.200 --> 00:13:56.400]  他根本不需要只是口罩
[00:13:56.400 --> 00:14:02.640]  他需要的就是有人到他身邊真正的關心擁抱他
[00:14:02.640 --> 00:14:07.520]  當校長看到這個情景
[00:14:07.520 --> 00:14:12.160]  他感恩 跟他們一起同行的一個堂會的牧師
[00:14:12.160 --> 00:14:18.640]  就願意為這個新人辦理他爸爸的喪事
[00:14:18.640 --> 00:14:24.720]  但他想不到 當他預備準備出殯之前兩天
[00:14:24.720 --> 00:14:29.640]  這個男孩子的媽媽都是因為癌症離世
[00:14:29.640 --> 00:14:32.600]  所以短短的一個月都不夠
[00:14:32.600 --> 00:14:36.320]  這個新人就沒有了爸爸媽媽
[00:14:36.320 --> 00:14:40.080]  當這個牧師在處理這個喪禮的時候
[00:14:40.080 --> 00:14:45.200]  他說我今天原本想講的就是耶和華本為善
[00:14:45.200 --> 00:14:49.840]  希望安慰這個媽媽剛剛失去的丈夫
[00:14:49.840 --> 00:14:52.160]  但他現在都不在這個世界
[00:14:52.160 --> 00:14:57.280]  他很不知道怎樣開口 告訴這個小男孩知道
[00:14:57.280 --> 00:15:02.280]  因為他看不見上帝怎樣是本為善
[00:15:02.280 --> 00:15:07.600]  面對這個處境 這個牧師就跟這個男孩子說
[00:15:07.600 --> 00:15:10.280]  他說你跟我們一起
[00:15:10.280 --> 00:15:12.840]  我和師母一起照顧你們
[00:15:12.840 --> 00:15:16.840]  直至到社署 他們可以有適合的安排
[00:15:16.840 --> 00:15:20.040]  接你去那些院所居住
[00:15:20.040 --> 00:15:22.320]  這個是一個生命的見證
[00:15:22.320 --> 00:15:28.400]  亦都是這個行動要讓這個小孩子明白他要投靠主
[00:15:28.400 --> 00:15:31.320]  並且相信耶和華本為善
[00:15:31.320 --> 00:15:34.160]  在患難的日子他成為人的保障
[00:15:34.160 --> 00:15:38.480]  並且認得那些是投靠他的人
[00:15:38.480 --> 00:15:43.360]  這是出自《舊約》南洪書一章七節的一個聖經的應許
[00:15:43.360 --> 00:15:46.760]  我們今天我們看上帝的說話的時候
[00:15:46.760 --> 00:15:50.160]  我們知道不是只是一個理念
[00:15:50.160 --> 00:15:54.840]  是一個你需要聽到之後實踐出來的行動
[00:15:54.840 --> 00:16:00.000]  所以我們要稱謝上帝不只是他的慈愛永存
[00:16:00.000 --> 00:16:07.040]  更加是因為投靠上帝是聖於王子 聖於人
[00:16:07.040 --> 00:16:09.920]  在這篇詩篇裡面 短短的
[00:16:09.920 --> 00:16:11.920]  在第五到第九節
[00:16:11.920 --> 00:16:15.680]  他講到在急難中我們求告耶和華
[00:16:15.680 --> 00:16:20.000]  耶和華應允我 就將我安置在寬闊之地
[00:16:20.000 --> 00:16:26.240]  是讓我們去到一個真正的可以享受 安息和自由的地方
[00:16:26.240 --> 00:16:27.960]  耶和華在哪裡呢?
[00:16:27.960 --> 00:16:29.520]  耶和華在我的那一處
[00:16:29.520 --> 00:16:34.280]  我就不需要懼怕人可以怎樣來對付我
[00:16:34.280 --> 00:16:37.440]  在那幫助我的人中有耶和華幫助我
[00:16:37.440 --> 00:16:40.880]  所以我要看見那些恨我的人遭暴
[00:16:40.880 --> 00:16:43.360]  請大家特別留意第八節
[00:16:43.360 --> 00:16:46.600]  我們第八 第九節一起讀 好嗎?
[00:16:46.600 --> 00:16:49.880]  投靠耶和華 強恥依賴人
[00:16:49.880 --> 00:16:54.000]  投靠耶和華 強恥依賴權貴
[00:16:54.000 --> 00:16:57.240]  在詩篇118篇第八節
[00:16:57.240 --> 00:17:01.560]  有人研究過整本聖經這麼多的經節裡面
[00:17:01.560 --> 00:17:06.320]  這一節聖經是整本聖經中最中間那一節
[00:17:06.320 --> 00:17:11.600]  就是投靠耶和華 強恥依賴人
[00:17:11.600 --> 00:17:16.120]  包括你認為在世上最有權力的人
[00:17:16.120 --> 00:17:17.560]  你今天看新聞都說
[00:17:17.560 --> 00:17:25.280]  這個世界是最有權力的人是誰?
[00:17:25.280 --> 00:17:28.920]  當然不是孟加拉總統
[00:17:28.920 --> 00:17:30.960]  當然不是一些很貧窮的國家
[00:17:30.960 --> 00:17:33.760]  是最強的國家
[00:17:33.760 --> 00:17:37.160]  所以大家都指出是哪個國家
[00:17:37.160 --> 00:17:41.080]  但是我們今天來看聖經是提醒我們
[00:17:41.080 --> 00:17:44.560]  你不要以為在你人生裡面
[00:17:44.560 --> 00:17:47.600]  任何急難 一些困難 一些挑戰
[00:17:47.600 --> 00:17:49.480]  你不知道怎麼去應對的時候
[00:17:49.480 --> 00:17:51.240]  請你第一件事
[00:17:51.240 --> 00:17:55.520]  就是在這些最危急的危機裡面
[00:17:55.520 --> 00:17:57.080]  你第一件事要想到的
[00:17:57.080 --> 00:17:58.600]  我要立刻祈禱
[00:17:58.600 --> 00:18:00.280]  我立刻要依賴神
[00:18:00.280 --> 00:18:02.840]  這個是上帝的應許和保證
[00:18:02.840 --> 00:18:07.840]  你看看大衛他昔日怎樣來擊敗巨人哥利亞
[00:18:07.840 --> 00:18:13.280]  這個菲律師人在這裡向神的選民的軍隊罵陣
[00:18:13.280 --> 00:18:16.040]  很長的時間沒有人敢出戰
[00:18:16.040 --> 00:18:20.120]  因為這個巨人哥利亞身高很高
[00:18:20.120 --> 00:18:23.800]  那些人走出去
[00:18:23.800 --> 00:18:25.840]  你只是輸了陣
[00:18:25.840 --> 00:18:27.840]  已經輸了形勢
[00:18:27.840 --> 00:18:30.440]  但是我們看見大衛他說
[00:18:30.440 --> 00:18:33.160]  我不能夠不出戰
[00:18:33.160 --> 00:18:37.360]  我不能夠容許一個未受國禮的菲律師人
[00:18:37.360 --> 00:18:40.960]  在這裡向神的選民這樣去辱罵
[00:18:40.960 --> 00:18:43.240]  他是為著神的榮耀
[00:18:43.240 --> 00:18:46.280]  今天如果我們心裡有這一份火熱
[00:18:46.280 --> 00:18:48.240]  就是今天你看見這個世界
[00:18:48.240 --> 00:18:53.080]  雖然這麼多將真理事曲扭曲的這些事情
[00:18:53.080 --> 00:18:56.240]  你心裡不單止會難過
[00:18:56.240 --> 00:18:57.360]  甚至灰心
[00:18:57.360 --> 00:18:59.120]  甚至很無奈
[00:18:59.120 --> 00:19:02.720]  但是有一件事你和我都可以做的
[00:19:02.720 --> 00:19:04.960]  我們一定可以靠祈禱
[00:19:04.960 --> 00:19:07.840]  我們相信神可以動他的善工
[00:19:07.840 --> 00:19:11.960]  你信不信原來連君王的心都好像壟溝的水
[00:19:11.960 --> 00:19:15.200]  在堯華的手中可以隨意流轉
[00:19:15.200 --> 00:19:17.560]  這個是《真言書》給我們的提醒
[00:19:17.560 --> 00:19:21.160]  給我們啟發我們看見的一種智慧
[00:19:21.160 --> 00:19:22.880]  所以今天無論你在職場也好
[00:19:22.880 --> 00:19:24.200]  你甚至在家庭
[00:19:24.200 --> 00:19:27.640]  你要處理夫婦的糾紛
[00:19:27.640 --> 00:19:31.360]  親子的父母和子女之間的那種張力
[00:19:31.360 --> 00:19:33.400]  請你第一件事
[00:19:33.400 --> 00:19:34.920]  你可以找輔導
[00:19:34.920 --> 00:19:36.240]  你可以找牧師
[00:19:36.240 --> 00:19:39.120]  但是你第一件事你先祈禱
[00:19:39.120 --> 00:19:43.480]  你不要用淚氣用暴力去解決事情
[00:19:43.480 --> 00:19:45.240]  這樣是沒有好結果的
[00:19:45.240 --> 00:19:47.440]  你強迫你的子女去做一些事
[00:19:47.440 --> 00:19:49.560]  這樣是不會有幸福的
[00:19:49.560 --> 00:19:52.040]  同樣你對你今天的配偶
[00:19:52.040 --> 00:19:53.960]  那種態度是怎樣呢
[00:19:53.960 --> 00:19:55.520]  你在家庭裡頭
