
[00:00:00.000 --> 00:00:05.000]  在前晚我參加了生命團契的一個周會
[00:02:32.000 --> 00:02:34.000]  家庭的關係 父母子女的關係
[00:02:34.000 --> 00:02:36.000]  弟兄姊妹之間的關係
[00:02:36.000 --> 00:02:40.000]  各種人際關係都會破裂 傷害
[00:02:40.000 --> 00:02:47.000]  你可能不同意我剛才的分析
[00:02:47.000 --> 00:02:51.000]  但你必定會同意我最後的結論
[00:02:51.000 --> 00:02:57.000]  發怒是一件不可以輕忽的事
[00:02:57.000 --> 00:03:01.000]  是一件可大可小的事
[00:03:01.000 --> 00:03:05.000]  甚至會令我們犯罪
[00:03:05.000 --> 00:03:08.000]  破壞我們一切的人際關係
[00:03:08.000 --> 00:03:14.000]  今日我希望藉著我所選擇的經文
[00:03:14.000 --> 00:03:17.000]  幫助我們明白
[00:03:17.000 --> 00:03:21.000]  我們向人動怒
[00:03:21.000 --> 00:03:24.000]  是一個很嚴重的問題
[00:03:24.000 --> 00:03:26.000]  比我們想像中嚴重
[00:03:26.000 --> 00:03:31.000]  因為它會導致更激烈的行動
[00:03:31.000 --> 00:03:33.000]  甚至會殺人
[00:03:34.000 --> 00:03:37.000]  聖經今天告訴我們
[00:03:37.000 --> 00:03:42.000]  在神的眼中動怒就等同殺人
[00:03:42.000 --> 00:03:45.000]  所以我們必須正視這個問題
[00:03:45.000 --> 00:03:51.000]  我們一起學習如何避免犯動怒的罪
[00:03:51.000 --> 00:04:01.000]  今日我繼續跟大家講登山補訓
[00:04:01.000 --> 00:04:07.000]  特別是關於殺人罪的題目
[00:04:07.000 --> 00:04:14.000]  上次我們講的經文是
[00:04:14.000 --> 00:04:17.000]  《馬太福音》五章二十節
[00:04:17.000 --> 00:04:20.000]  即是今日所講的經文前一節
[00:04:20.000 --> 00:04:25.000]  我們講到耶穌要我們基督徒
[00:04:25.000 --> 00:04:30.000]  要我們的義勝過法利賽人的義
[00:04:30.000 --> 00:04:33.000]  否則不能進天國
[00:04:33.000 --> 00:04:36.000]  這是一個很嚴重的警告
[00:04:36.000 --> 00:04:38.000]  我們也問
[00:04:38.000 --> 00:04:42.000]  如何才能勝過法利賽人的義
[00:04:42.000 --> 00:04:46.000]  這個經文其實就是耶穌
[00:04:46.000 --> 00:04:51.000]  舉了六個生活例子
[00:04:51.000 --> 00:04:53.000]  今日所選擇的經文
[00:04:53.000 --> 00:04:55.000]  即是二十一節至二十六節
[00:04:55.000 --> 00:04:58.000]  就是講第一個例子
[00:04:58.000 --> 00:05:03.000]  是講論動怒等同殺人
[00:05:03.000 --> 00:05:08.000]  在第二節
[00:05:08.000 --> 00:05:10.000]  第二節說
[00:05:10.000 --> 00:05:12.000]  不可殺人
[00:05:12.000 --> 00:05:15.000]  凡殺人的難免受審判
[00:05:15.000 --> 00:05:20.000]  我相信很多人都知道
[00:05:20.000 --> 00:05:25.000]  不可殺人是十誡裡的第六誡
[00:05:25.000 --> 00:05:29.000]  當時的律法規定
[00:05:29.000 --> 00:05:33.000]  將殺人兇手審判
[00:05:33.000 --> 00:05:36.000]  然後真實有罪
[00:05:36.000 --> 00:05:38.000]  真的殺人了
[00:05:38.000 --> 00:05:40.000]  他會判死刑
[00:05:40.000 --> 00:05:43.000]  這一點當時的猶太人
[00:05:43.000 --> 00:05:45.000]  特別是法利賽人
[00:05:45.000 --> 00:05:47.000]  他們當然很清楚
[00:05:47.000 --> 00:05:50.000]  但當時的律法定義
[00:05:50.000 --> 00:05:52.000]  對殺人的定義
[00:05:52.000 --> 00:05:54.000]  他們定義為
[00:05:54.000 --> 00:05:55.000]  以行動
[00:05:55.000 --> 00:05:57.000]  即是直接行動
[00:05:57.000 --> 00:06:00.000]  去取他人的性命
[00:06:00.000 --> 00:06:03.000]  這樣才能定殺人罪
[00:06:03.000 --> 00:06:04.000]  即是說
[00:06:04.000 --> 00:06:07.000]  所謂他們流人的血
[00:06:07.000 --> 00:06:10.000]  這個罪才是殺人罪
[00:06:10.000 --> 00:06:15.000]  我相信我們現今大部份人
[00:06:15.000 --> 00:06:17.000]  在今日的社會裡
[00:06:17.000 --> 00:06:19.000]  這樣的文化背景
[00:06:19.000 --> 00:06:21.000]  法律制度之下
[00:06:21.000 --> 00:06:23.000]  可能會這樣想
[00:06:23.000 --> 00:06:25.000]  真正殺人
[00:06:25.000 --> 00:06:26.000]  有行動去殺人
[00:06:26.000 --> 00:06:28.000]  才是殺人罪
[00:06:28.000 --> 00:06:31.000]  但耶穌說
[00:06:31.000 --> 00:06:34.000]  動怒即是殺人
[00:06:34.000 --> 00:06:36.000]  動怒要受
[00:06:36.000 --> 00:06:37.000]  跟殺人一樣
[00:06:37.000 --> 00:06:40.000]  同樣的審判和刑罰
[00:06:40.000 --> 00:06:43.000]  因為在神的眼中看來
[00:06:43.000 --> 00:06:44.000]  向人動怒
[00:06:44.000 --> 00:06:46.000]  就是等同殺人
[00:06:49.000 --> 00:06:51.000]  在第22節
[00:06:51.000 --> 00:06:52.000]  耶穌說
[00:06:52.000 --> 00:06:54.000]  凡向弟兄動怒的
[00:06:54.000 --> 00:06:56.000]  難免受審判
[00:06:56.000 --> 00:07:00.000]  這是耶穌親自說的
[00:07:00.000 --> 00:07:05.000]  我們又會問
[00:07:05.000 --> 00:07:08.000]  將向人動怒
[00:07:08.000 --> 00:07:11.000]  等同殺人
[00:07:11.000 --> 00:07:13.000]  這樣合不合理呢?
[00:07:13.000 --> 00:07:20.000]  當然
[00:07:20.000 --> 00:07:23.000]  在現今的法律
[00:07:23.000 --> 00:07:25.000]  或司法制度之下
[00:07:25.000 --> 00:07:27.000]  我們不會同意
[00:07:27.000 --> 00:07:29.000]  律師肯定可以幫你打贏這場官司
[00:07:29.000 --> 00:07:31.000]  如果你沒有殺人
[00:07:31.000 --> 00:07:33.000]  你只是想著殺人
[00:07:33.000 --> 00:07:40.000]  但是
[00:07:40.000 --> 00:07:42.000]  神是這樣判斷
[00:07:42.000 --> 00:07:45.000]  因此我們要留心
[00:07:45.000 --> 00:07:47.000]  領受神的吩咐
[00:07:47.000 --> 00:07:49.000]  免得我們犯罪也不知道
[00:07:49.000 --> 00:07:54.000]  聖經裡有很多例子
[00:07:54.000 --> 00:07:56.000]  告訴我們
[00:07:56.000 --> 00:08:00.000]  動怒會導致殺人
[00:08:00.000 --> 00:08:04.000]  尤其是我們今天社會
[00:08:04.000 --> 00:08:06.000]  有時當有殺人
[00:08:06.000 --> 00:08:08.000]  特別是
[00:08:08.000 --> 00:08:13.000]  因為打鬥而殺人的案件
[00:08:13.000 --> 00:08:15.000]  起因多數是
[00:08:15.000 --> 00:08:17.000]  先移口角
[00:08:17.000 --> 00:08:19.000]  繼而動武
[00:08:19.000 --> 00:08:21.000]  一句說話得罪人
[00:08:21.000 --> 00:08:23.000]  然後放不下
[00:08:23.000 --> 00:08:25.000]  或者你還他一句
[00:08:25.000 --> 00:08:27.000]  這樣就打起來
[00:08:27.000 --> 00:08:35.000]  聖經有很多這樣的例子
[00:08:35.000 --> 00:08:38.000]  舉新舊約也要拿出一些例子
[00:08:38.000 --> 00:08:43.000]  先看看創世紀第四章
[00:08:43.000 --> 00:08:46.000]  第一個例子是說戈隱
[00:08:46.000 --> 00:08:52.000]  為什麼戈隱會殺自己的弟弟阿伯
[00:08:52.000 --> 00:08:54.000]  因為憲制的事
[00:08:54.000 --> 00:08:56.000]  你可以說
[00:08:56.000 --> 00:08:58.000]  人類第一個罪是什麼
[00:08:58.000 --> 00:09:00.000]  第一個罪是不信服
[00:09:00.000 --> 00:09:02.000]  不信神
[00:09:02.000 --> 00:09:04.000]  會逆
[00:09:04.000 --> 00:09:06.000]  犯了罪
[00:09:06.000 --> 00:09:08.000]  不信神之後
[00:09:08.000 --> 00:09:10.000]  第二個罪是什麼
[00:09:10.000 --> 00:09:12.000]  殺人
[00:09:12.000 --> 00:09:14.000]  動怒之後殺人
[00:09:14.000 --> 00:09:18.000]  我們不信神的時候
[00:09:18.000 --> 00:09:20.000]  很容易動怒
[00:09:20.000 --> 00:09:22.000]  甚至殺人
[00:09:22.000 --> 00:09:24.000]  創世紀第四章
[00:09:24.000 --> 00:09:26.000]  第四節說
[00:09:26.000 --> 00:09:28.000]  看中了阿伯和他的公物
[00:09:28.000 --> 00:09:32.000]  看中就是閱立
[00:09:32.000 --> 00:09:34.000]  第四節
[00:09:34.000 --> 00:09:38.000]  只是看不中戈隱和他的公物
[00:09:38.000 --> 00:09:40.000]  戈隱就大大地發怒
[00:09:40.000 --> 00:09:42.000]  便尿臉色
[00:09:42.000 --> 00:09:44.000]  發怒之後
[00:09:44.000 --> 00:09:46.000]  他不能放下
[00:09:46.000 --> 00:09:48.000]  氣消不了
[00:09:48.000 --> 00:09:50.000]  第八節
[00:09:50.000 --> 00:09:56.000]  戈隱與他的弟兄阿伯說話
[00:09:56.000 --> 00:09:58.000]  二人正在田間
[00:09:58.000 --> 00:10:02.000]  戈隱起來打他兄弟阿伯
[00:10:02.000 --> 00:10:04.000]  把他殺了
[00:10:04.000 --> 00:10:10.000]  戈隱大大動怒
[00:10:10.000 --> 00:10:12.000]  控制不了
[00:10:12.000 --> 00:10:14.000]  繼而殺人
[00:10:14.000 --> 00:10:17.000]  他是因為自己的驕傲自負
[00:10:17.000 --> 00:10:20.000]  因為自己的自尊心受損
[00:10:20.000 --> 00:10:22.000]  不能放下
[00:10:22.000 --> 00:10:24.000]  以致動怒殺人
[00:10:25.000 --> 00:10:30.000]  第二個例子是新約
[00:10:30.000 --> 00:10:32.000]  就是要說那個
[00:10:32.000 --> 00:10:36.000]  想殺害剛剛出生的耶穌
[00:10:36.000 --> 00:10:38.000]  那個希律王
[00:10:38.000 --> 00:10:41.000]  在馬太福音二章第十六節
[00:10:41.000 --> 00:10:47.000]  希律王見自己被博士愚弄
[00:10:47.000 --> 00:10:48.000]  什麼事呢?
[00:10:48.000 --> 00:10:51.000]  博士去朝拜完英雄耶穌之後
[00:10:51.000 --> 00:10:53.000]  沒有回報給他
[00:10:53.000 --> 00:10:55.000]  因為走了就算了
[00:10:55.000 --> 00:10:58.000]  希律見自己被博士愚弄
[00:10:58.000 --> 00:11:00.000]  就大大發怒
[00:11:00.000 --> 00:11:02.000]  警察把伯利恆女
[00:11:02.000 --> 00:11:05.000]  成女和四景所有的男孩
[00:11:05.000 --> 00:11:09.000]  凡兩歲以內的都殺盡了
[00:11:09.000 --> 00:11:12.000]  希律大大動怒
[00:11:12.000 --> 00:11:14.000]  放不下
[00:11:14.000 --> 00:11:16.000]  覺得很丟架
[00:11:16.000 --> 00:11:20.000]  繼而殺人
[00:11:20.000 --> 00:11:23.000]  他又因為驕傲自負
[00:11:23.000 --> 00:11:25.000]  自尊心受損
[00:11:25.000 --> 00:11:27.000]  而動怒
[00:11:27.000 --> 00:11:29.000]  繼而殺人
[00:11:29.000 --> 00:11:33.000]  所以神吩咐我們不要動怒
[00:11:33.000 --> 00:11:35.000]  動怒等於殺人是有理由的
[00:11:35.000 --> 00:11:43.000]  我們再回來看馬太福音五章第二十二節
[00:11:46.000 --> 00:11:50.000]  凡罵弟兄是拉加的
[00:11:50.000 --> 00:11:52.000]  難免公會的審斷
[00:11:52.000 --> 00:11:54.000]  凡罵弟兄是摩尼的
[00:11:54.000 --> 00:11:56.000]  難免地獄的火
[00:11:56.000 --> 00:12:01.000]  耶穌繼續解釋
[00:12:01.000 --> 00:12:04.000]  究竟動怒是指什麼呢?
[00:12:04.000 --> 00:12:05.000]  包括什麼呢?
[00:12:05.000 --> 00:12:07.000]  什麼範圍呢?
[00:12:07.000 --> 00:12:09.000]  根據經文所說
[00:12:09.000 --> 00:12:12.000]  動怒就是包括用言語
[00:12:12.000 --> 00:12:16.000]  甚至用態度、表情
[00:12:16.000 --> 00:12:20.000]  用說話去羞辱、辱罵另一個人
[00:12:20.000 --> 00:12:28.000]  拉加這個字原文是阿蘭文
[00:12:28.000 --> 00:12:32.000]  阿蘭文跟希伯來文很接近
[00:12:32.000 --> 00:12:40.000]  拉加這個字的意思是指
[00:12:40.000 --> 00:12:44.000]  在知識上或思考上
[00:12:44.000 --> 00:12:51.000]  說一個人空虛和空洞
[00:12:51.000 --> 00:12:55.000]  用今天的說話去表達
[00:12:55.000 --> 00:12:58.000]  說別人或罵別人無腦
[00:12:58.000 --> 00:13:03.000]  小心我們不要隨便說別人無腦
[00:13:03.000 --> 00:13:08.000]  摩尼這個字原文是希臘文
[00:13:08.000 --> 00:13:12.000]  意思是說別人愚蠢
[00:13:12.000 --> 00:13:14.000]  愚蠢
[00:13:14.000 --> 00:13:23.000]  其實原意是指心裡或靈裡愚蠢
[00:13:23.000 --> 00:13:26.000]  不認識神的愚蠢
[00:13:26.000 --> 00:13:30.000]  現代人特別是英文
[00:13:30.000 --> 00:13:33.000]  有人會罵別人做Moron
[00:13:33.000 --> 00:13:37.000]  即是笨蛋、愚蠢
[00:13:37.000 --> 00:13:44.000]  Moron這個字是由魔力這個字改了一點
[00:13:44.000 --> 00:13:54.000]  所以以後我們小心不要隨便罵別人笨蛋、愚蠢、無腦
[00:13:54.000 --> 00:13:57.000]  小心犯罪
[00:13:57.000 --> 00:14:04.000]  我們亦會問
[00:14:06.000 --> 00:14:15.000]  是否凡是一切動怒、罵人、責罵人都是犯罪呢?
[00:14:15.000 --> 00:14:18.000]  又不是
[00:14:18.000 --> 00:14:23.000]  聖經裡也有記載神會動怒
[00:14:23.000 --> 00:14:27.000]  動怒的話犯罪的人就慘了
[00:14:27.000 --> 00:14:31.000]  在舊約裡看歷史書
[00:14:31.000 --> 00:14:34.000]  神不斷動怒因為人犯罪得罪他
[00:14:35.000 --> 00:14:38.000]  耶穌亦會發異怒
[00:14:38.000 --> 00:14:43.000]  神會動怒,神是異怒
[00:14:43.000 --> 00:14:50.000]  異怒即是為了真理、公義而發怒
[00:14:50.000 --> 00:15:01.000]  比如耶穌發怒將聖殿裡的買賣、兌換錢的人趕走
[00:15:02.000 --> 00:15:06.000]  他生他們的氣,將神的殿變成賊窩
[00:15:06.000 --> 00:15:12.000]  因為那些人所行的是不合真理、是私獨神
[00:15:12.000 --> 00:15:17.000]  在馬太福音23章17節
[00:15:17.000 --> 00:15:21.000]  耶穌也怒罵那些法利賽人
[00:15:24.000 --> 00:15:33.000]  耶穌說:你們這些無知、乞眼的人,什麼是大的?是金子還是叫金子成聖的殿?
[00:15:33.000 --> 00:15:42.000]  這裡提到人們起怨的真理或道理
[00:15:42.000 --> 00:15:44.000]  那些人是亂教錯人
[00:15:44.000 --> 00:15:47.000]  法利賽人說他們是無知
[00:15:47.000 --> 00:15:51.000]  無知這個字正正就是魔理的字
[00:15:53.000 --> 00:15:59.000]  耶穌責罵那些曲解真理的法利賽人
[00:15:59.000 --> 00:16:02.000]  罵他們是魔理
[00:16:02.000 --> 00:16:09.000]  在其他的書信裡
[00:16:09.000 --> 00:16:14.000]  雅各、保羅也有用這種語氣
[00:16:14.000 --> 00:16:21.000]  責罵一些教會的不合理事情或整體的人
[00:16:21.000 --> 00:16:26.000]  例如加拉太書、雅各書
[00:16:26.000 --> 00:16:29.000]  加拉太書有說過無知的加拉太人
[00:16:29.000 --> 00:16:32.000]  因為他們開始偏離耶穌基督釘十字架的道理
[00:16:32.000 --> 00:16:36.000]  雅各也有責罵他們
[00:16:36.000 --> 00:16:38.000]  說他們是無知
[00:16:38.000 --> 00:16:45.000]  當人們違反真理、違反公義的時候
[00:16:45.000 --> 00:16:50.000]  我們就可以站出來去反對
[00:16:50.000 --> 00:16:52.000]  或者去指責他們
[00:16:52.000 --> 00:16:57.000]  當然我們也要小心留意
[00:16:57.000 --> 00:17:01.000]  我們是可以和有必要
[00:17:01.000 --> 00:17:05.000]  為真理、為公義站出來說一些話
[00:17:05.000 --> 00:17:09.000]  但是當我們真的要責罵人的時候
[00:17:09.000 --> 00:17:11.000]  特別是針對指定一些人的時候
[00:17:11.000 --> 00:17:12.000]  要小心
[00:17:12.000 --> 00:17:14.000]  我們未必有這樣的智慧
[00:17:14.000 --> 00:17:16.000]  能夠分辨清楚
[00:17:16.000 --> 00:17:17.000]  有時候我們會弄錯
[00:17:17.000 --> 00:17:19.000]  所以不要隨便去責罵人
[00:17:19.000 --> 00:17:23.000]  我們對事不對人就會容易一點
[00:17:23.000 --> 00:17:27.000]  但是如果我們連對事不對人都不明白是什麼
[00:17:27.000 --> 00:17:29.000]  根本沒有這種智慧的時候
[00:17:29.000 --> 00:17:31.000]  好一點還是不要責罵人
[00:17:31.000 --> 00:17:44.000]  我們再看馬太福音第25章第23至26節
[00:17:45.000 --> 00:17:50.000]  這四節聖經裡面耶穌繼續用一些例子
[00:17:50.000 --> 00:17:53.000]  說了兩個如何解決
[00:17:53.000 --> 00:17:59.000]  或者避免動怒的生活應用的例子
[00:17:59.000 --> 00:18:04.000]  第一個例子是23至24節
[00:18:04.000 --> 00:18:09.000]  所以你在祭壇上獻禮物的時候
[00:18:09.000 --> 00:18:12.000]  若想起弟兄向你懷怨
[00:18:12.000 --> 00:18:19.000]  就把禮物留在壇前
[00:18:19.000 --> 00:18:21.000]  先和弟兄和好
[00:18:21.000 --> 00:18:23.000]  然後來獻禮物
[00:18:23.000 --> 00:18:33.000]  用今天的情景來引申
[00:18:33.000 --> 00:18:35.000]  我們可以說
[00:18:35.000 --> 00:18:38.000]  就像我們今天這樣
[00:18:38.000 --> 00:18:41.000]  如果我們剛剛進行敬拜
[00:18:41.000 --> 00:18:46.000]  但想起某個弟兄
[00:18:46.000 --> 00:18:49.000]  有些事情跟你不妥
[00:18:49.000 --> 00:18:57.000]  你最好趕快和他和好
[00:18:57.000 --> 00:19:01.000]  把事情交代清楚
[00:19:01.000 --> 00:19:04.000]  然後回來繼續敬拜
[00:19:04.000 --> 00:19:08.000]  這個要求很嚴格很高
[00:19:09.000 --> 00:19:10.000]  在今天這個環境
[00:19:10.000 --> 00:19:12.000]  我相信不容易做到
[00:19:12.000 --> 00:19:14.000]  不等你
[00:19:14.000 --> 00:19:16.000]  你出去吧
[00:19:16.000 --> 00:19:17.000]  我們不等你
[00:19:17.000 --> 00:19:21.000]  但有一個牧師說
[00:19:21.000 --> 00:19:25.000]  如果我們今天很誠實地跟著聖經走
[00:19:25.000 --> 00:19:28.000]  今天全部人都不在
[00:19:28.000 --> 00:19:31.000]  可能我都不行
[00:19:31.000 --> 00:19:33.000]  我都不能上來講道
[00:19:33.000 --> 00:19:37.000]  大家都要出去和好
[00:19:37.000 --> 00:19:46.000]  這是一個很嚴重的問題
[00:19:46.000 --> 00:19:47.000]  或者吩咐
[00:19:47.000 --> 00:19:50.000]  所以我們
[00:19:50.000 --> 00:19:52.000]  特別我自己都是
[00:19:52.000 --> 00:19:57.000]  怎能夠說自己沒有罪
[00:19:57.000 --> 00:20:01.000]  所以
[00:20:01.000 --> 00:20:04.000]  我很同意很多牧師
[00:20:04.000 --> 00:20:06.000]  經過幾十年的牧會經驗之後
[00:20:06.000 --> 00:20:07.000]  他自己都說
[00:20:07.000 --> 00:20:09.000]  他唯一的經驗是什麼
[00:20:09.000 --> 00:20:11.000]  他說每一晚都在神面前
[00:20:11.000 --> 00:20:13.000]  求神憐憫
[00:20:13.000 --> 00:20:14.000]  求神赦免
[00:20:14.000 --> 00:20:24.000]  在廿三節這裡
[00:20:24.000 --> 00:20:27.000]  向你懷怨這個字
[00:20:27.000 --> 00:20:30.000]  其實原文的意思是指
[00:20:30.000 --> 00:20:32.000]  他有一些事情和你對抗
[00:20:32.000 --> 00:20:35.000]  其實沒有指明是什麼
[00:20:35.000 --> 00:20:36.000]  有些事情和你對抗
[00:20:36.000 --> 00:20:42.000]  可以說你曾經辱罵過他
[00:20:42.000 --> 00:20:44.000]  因此他又懷恨
[00:20:44.000 --> 00:20:46.000]  所以有些事情要對抗你
[00:20:46.000 --> 00:20:48.000]  又或者是
[00:20:48.000 --> 00:20:49.000]  你曾經做過一些事情
[00:20:49.000 --> 00:20:51.000]  有些表現令他很不舒服
[00:20:51.000 --> 00:20:53.000]  他想辱罵你
[00:20:53.000 --> 00:20:54.000]  或者他辱罵你
[00:20:54.000 --> 00:20:58.000]  無論什麼都好
[00:20:58.000 --> 00:21:02.000]  你就要主動去將這些事情搞清楚
[00:21:03.000 --> 00:21:05.000]  免得自己犯罪
[00:21:05.000 --> 00:21:09.000]  也免得那位弟兄姊妹去犯罪
[00:21:09.000 --> 00:21:14.000]  這個行動很重要
[00:21:14.000 --> 00:21:16.000]  先去和好這個行動很重要
[00:21:16.000 --> 00:21:17.000]  就是
[00:21:17.000 --> 00:21:20.000]  怎樣才算勝過法利賽人的義
[00:21:20.000 --> 00:21:23.000]  是不是說我們不要動怒
[00:21:23.000 --> 00:21:25.000]  就是勝過法利賽人的義
[00:21:25.000 --> 00:21:26.000]  當然是
[00:21:26.000 --> 00:21:29.000]  我覺得最能夠表達到
[00:21:29.000 --> 00:21:31.000]  勝過法利賽人的義
[00:21:31.000 --> 00:21:32.000]  就是怎樣呢
[00:21:32.000 --> 00:21:34.000]  我們要先行一步
[00:21:34.000 --> 00:21:37.000]  去避免動怒發生
[00:21:37.000 --> 00:21:39.000]  不是因為不動怒
[00:21:39.000 --> 00:21:41.000]  我們不動怒很難的
[00:21:41.000 --> 00:21:42.000]  激起一把火之後
[00:21:42.000 --> 00:21:44.000]  怎會不動怒呢
[00:21:44.000 --> 00:21:48.000]  問題是我們不要激起人的火
[00:21:48.000 --> 00:21:51.000]  這個才是勝過法利賽人的義
[00:21:51.000 --> 00:21:57.000]  所以這個例子的重點是強調
[00:21:57.000 --> 00:22:00.000]  我們應該立即採取行動
[00:22:00.000 --> 00:22:03.000]  去平復動怒
[00:22:03.000 --> 00:22:04.000]  或者平復有關
[00:22:04.000 --> 00:22:06.000]  或者會引起動怒的事情
[00:22:06.000 --> 00:22:10.000]  避免我們犯等同殺人的罪
[00:22:10.000 --> 00:22:13.000]  第25節
[00:22:13.000 --> 00:22:17.000]  你和告你的對頭還在路上
[00:22:17.000 --> 00:22:19.000]  就趕緊與他和式
[00:22:19.000 --> 00:22:22.000]  恐怕他把你送給審判官
[00:22:22.000 --> 00:22:24.000]  審判官交付牙役
[00:22:24.000 --> 00:22:26.000]  你就下在監獄裡了
[00:22:26.000 --> 00:22:27.000]  26節
[00:22:27.000 --> 00:22:29.000]  我實在告訴你
[00:22:29.000 --> 00:22:31.000]  若有一文錢會有還清
[00:22:31.000 --> 00:22:33.000]  你斷不能從那裡出來
[00:22:33.000 --> 00:22:37.000]  這兩節聖經就是說
[00:22:37.000 --> 00:22:39.000]  如果你欠人家債
[00:22:39.000 --> 00:22:41.000]  或者多數是過期沒還
[00:22:41.000 --> 00:22:43.000]  債主要告你
[00:22:43.000 --> 00:22:46.000]  如果上到法庭
[00:22:46.000 --> 00:22:47.000]  你一定輸的
[00:22:47.000 --> 00:22:48.000]  你一定有罪
[00:22:48.000 --> 00:22:49.000]  那就要坐牢
[00:22:49.000 --> 00:22:53.000]  所以你要立即現在
[00:22:53.000 --> 00:22:56.000]  去和他進行庭外和解
[00:22:56.000 --> 00:22:58.000]  交代清楚
[00:22:58.000 --> 00:23:00.000]  將事平息
[00:23:00.000 --> 00:23:03.000]  免得你一上庭就坐牢
[00:23:03.000 --> 00:23:06.000]  這個例子的重點
[00:23:06.000 --> 00:23:07.000]  也是強調
[00:23:07.000 --> 00:23:10.000]  你要立即採取行動
[00:23:10.000 --> 00:23:12.000]  去平息會引起動怒
[00:23:12.000 --> 00:23:14.000]  或者紛爭的事情
[00:23:14.000 --> 00:23:18.000]  避免因為動怒紛爭
[00:23:18.000 --> 00:23:20.000]  而產生對抗
[00:23:20.000 --> 00:23:22.000]  目的也是
[00:23:22.000 --> 00:23:27.000]  我們要預早避免引起動怒
[00:23:27.000 --> 00:23:31.000]  避免犯等同殺人的罪
[00:23:31.000 --> 00:23:37.000]  我們看完這幾節經文
[00:23:37.000 --> 00:23:39.000]  我相信我們開始領受到
[00:23:39.000 --> 00:23:40.000]  什麼叫做
[00:23:40.000 --> 00:23:42.000]  勝過法利賽人的義
[00:23:42.000 --> 00:23:47.000]  不只是加上不要動怒
[00:23:47.000 --> 00:23:48.000]  其實是怎樣
[00:23:48.000 --> 00:23:49.000]  因為你發覺後來
[00:23:49.000 --> 00:23:52.000]  這兩個例子的經文所說的
[00:23:52.000 --> 00:23:55.000]  其實不是完全說不要動怒
[00:23:55.000 --> 00:23:56.000]  其實是說什麼
[00:23:56.000 --> 00:23:58.000]  你要立即採取行動
[00:23:58.000 --> 00:23:59.000]  去平息
[00:23:59.000 --> 00:24:01.000]  去制止有關動怒的事情
[00:24:01.000 --> 00:24:03.000]  所以我們需要怎樣
[00:24:03.000 --> 00:24:04.000]  我們在生活裏
[00:24:04.000 --> 00:24:07.000]  我們需要多些的忍耐
[00:24:07.000 --> 00:24:08.000]  恩慈
[00:24:08.000 --> 00:24:09.000]  多些的包容
[00:24:09.000 --> 00:24:11.000]  多些的饒恕
[00:24:11.000 --> 00:24:15.000]  多些的自我約束
[00:24:15.000 --> 00:24:17.000]  不要想著別人會包容
[00:24:17.000 --> 00:24:18.000]  別人會有愛心
[00:24:18.000 --> 00:24:20.000]  我們自己就亂來
[00:24:20.000 --> 00:24:22.000]  我們自己就肆無忌憚地說話
