
[00:00:00.000 --> 00:00:02.000]  領志明 我們在講到之前
[00:03:59.440 --> 00:04:01.440]  即是告訴我們
[00:04:01.440 --> 00:04:03.440]  有些重要必然會成就的應許
[00:04:03.440 --> 00:04:05.440]  是要我們每個人都知道的
[00:04:05.440 --> 00:04:08.440]  今天《路加福音》這段經文的選段裏面
[00:04:08.440 --> 00:04:10.440]  頭影片也會打出經文
[00:04:10.440 --> 00:04:12.440]  有一連三次
[00:04:12.440 --> 00:04:14.440]  用了一個方程式
[00:04:14.440 --> 00:04:16.440]  分別是在十二章的三十七節上
[00:04:16.440 --> 00:04:18.440]  三十八節和四十三節
[00:04:18.440 --> 00:04:22.440]  都是重複一個同一個方程式
[00:04:22.440 --> 00:04:24.440]  主人來到
[00:04:24.440 --> 00:04:26.440]  看見這樣
[00:04:26.440 --> 00:04:28.440]  這些僕人就有福了
[00:04:28.440 --> 00:04:30.440]  回來
[00:04:30.440 --> 00:04:31.440]  見到
[00:04:31.440 --> 00:04:32.440]  有福
[00:04:32.440 --> 00:04:34.440]  重複了三次
[00:04:34.440 --> 00:04:35.440]  所以在這個大年初二
[00:04:35.440 --> 00:04:37.440]  我們特別要領受的忠心
[00:04:37.440 --> 00:04:42.440]  如何找到上主給我們應許的福氣
[00:04:42.440 --> 00:04:44.440]  我會有三點和大家分享
[00:04:44.440 --> 00:04:47.440]  第一點是從等候到期待
[00:04:47.440 --> 00:04:49.440]  主回來
[00:04:49.440 --> 00:04:53.440]  一個有福的人到底是怎樣為之有福呢
[00:04:53.440 --> 00:04:55.440]  請去到第三十五節
[00:04:55.440 --> 00:04:57.440]  那裏說你們的腰當束起來
[00:04:57.440 --> 00:04:59.440]  燈也該點著
[00:04:59.440 --> 00:05:00.440]  三十六節
[00:05:00.440 --> 00:05:03.440]  像等候自己的主人從婚宴回來一樣
[00:05:03.440 --> 00:05:06.440]  好叫你們在主人回來敲門時
[00:05:06.440 --> 00:05:08.440]  立刻給他開門
[00:05:08.440 --> 00:05:09.440]  很明顯
[00:05:09.440 --> 00:05:12.440]  這個警醒是一種等待的狀態
[00:05:12.440 --> 00:05:14.440]  Waiting
[00:05:14.440 --> 00:05:18.440]  這個等待是能夠立時作出回應的
[00:05:18.440 --> 00:05:21.440]  我們對於回應都很緊張
[00:05:21.440 --> 00:05:23.440]  一有事發生應該要起來工作
[00:05:23.440 --> 00:05:25.440]  這種就是一個狀態當中
[00:05:25.440 --> 00:05:27.440]  你能夠即時回應的
[00:05:27.440 --> 00:05:29.440]  主耶穌吩咐門徒
[00:05:29.440 --> 00:05:31.440]  你們要束腰
[00:05:31.440 --> 00:05:33.440]  束腰即是帶回你的皮帶
[00:05:33.440 --> 00:05:34.440]  耶穌時代的人
[00:05:34.440 --> 00:05:37.440]  他們是穿著一些長袍的
[00:05:37.440 --> 00:05:39.440]  因為中東的天氣炎熱
[00:05:39.440 --> 00:05:41.440]  鬆身的長袍的穿法
[00:05:41.440 --> 00:05:43.440]  一方面遮擋太陽
[00:05:43.440 --> 00:05:46.440]  另一方面不會黏身
[00:05:46.440 --> 00:05:47.440]  即是通爽一點
[00:05:47.440 --> 00:05:50.440]  是當時穿著的最佳選擇
[00:05:50.440 --> 00:05:52.440]  那何時要束腰呢
[00:05:52.440 --> 00:05:55.440]  就是當這個人需要做一些體力勞動的工作
[00:05:55.440 --> 00:05:57.440]  半半抬抬做家務
[00:05:57.440 --> 00:05:58.440]  又或者他準備遠行
[00:05:58.440 --> 00:06:00.440]  要踏上旅程
[00:06:00.440 --> 00:06:02.440]  他們就會帶上皮帶
[00:06:02.440 --> 00:06:04.440]  窮一點的人就拿一條繩子
[00:06:04.440 --> 00:06:05.440]  綁在腰上
[00:06:05.440 --> 00:06:08.440]  把皮帶束高一點
[00:06:08.440 --> 00:06:10.440]  因為皮帶太長
[00:06:10.440 --> 00:06:11.440]  摔到地上
[00:06:11.440 --> 00:06:13.440]  扯到灰塵就不好了
[00:06:13.440 --> 00:06:17.440]  盡量令到這件皮帶不會阻礙到他的行動
[00:06:17.440 --> 00:06:20.440]  束腰的準備就是令到他現在有的東西
[00:06:20.440 --> 00:06:24.440]  不會阻礙到他即將要做的行動
[00:06:24.440 --> 00:06:26.440]  這個是準備
[00:06:26.440 --> 00:06:28.440]  然後點著燈
[00:06:28.440 --> 00:06:29.440]  不是開燈
[00:06:29.440 --> 00:06:30.440]  現在我們就按個按鈕
[00:06:30.440 --> 00:06:31.440]  很簡單
[00:06:31.440 --> 00:06:33.440]  之前他要點一盞油燈
[00:06:33.440 --> 00:06:36.440]  就好像你看卡通片
[00:06:36.440 --> 00:06:37.440]  阿拉丁神燈
[00:06:37.440 --> 00:06:39.440]  你不知小時候有沒有想像過
[00:06:39.440 --> 00:06:43.440]  為何是一個茶壺叫神燈呢
[00:06:43.440 --> 00:06:47.440]  當時的人就是用著一個茶壺形狀的器皿
[00:06:47.440 --> 00:06:49.440]  裏面裝著橄欖油
[00:06:49.440 --> 00:06:52.440]  有一條燈芯在茶壺嘴那裏
[00:06:52.440 --> 00:06:54.440]  放在裏面
[00:06:54.440 --> 00:06:56.440]  在茶壺嘴那裏點火
[00:06:56.440 --> 00:06:57.440]  有個手柄拿著
[00:06:57.440 --> 00:06:58.440]  可以拿著到處走
[00:06:58.440 --> 00:07:00.440]  這個就是燈
[00:07:00.440 --> 00:07:02.440]  當然再簡陋一點
[00:07:02.440 --> 00:07:03.440]  只是一隻碟
[00:07:03.440 --> 00:07:04.440]  有個柄
[00:07:04.440 --> 00:07:06.440]  點個燈
[00:07:06.440 --> 00:07:09.440]  總之就是點著你那盞燈
[00:07:09.440 --> 00:07:12.440]  意思就是在晚上要做事
[00:07:12.440 --> 00:07:14.440]  即是不是一般日常的時間
[00:07:14.440 --> 00:07:17.440]  是一些超越日常工作的時間
[00:07:17.440 --> 00:07:19.440]  要做好一些準備
[00:07:19.440 --> 00:07:21.440]  刻意去做的
[00:07:21.440 --> 00:07:22.440]  為何要這樣做呢
[00:07:22.440 --> 00:07:26.440]  耶穌說就好像主人去了婚宴
[00:07:26.440 --> 00:07:29.440]  那個時候的婚宴是幾日幾夜
[00:07:29.440 --> 00:07:30.440]  由早上喝到晚
[00:07:30.440 --> 00:07:32.440]  由晚喝到早
[00:07:32.440 --> 00:07:36.440]  所以那些僕人根本上不知道主人是在第幾日回來的
[00:07:36.440 --> 00:07:38.440]  他們要不斷在日間
[00:07:38.440 --> 00:07:40.440]  當然他們隨時就應到門
[00:07:40.440 --> 00:07:42.440]  晚上他都要警醒
[00:07:42.440 --> 00:07:44.440]  等主人回家
[00:07:44.440 --> 00:07:48.440]  現在近年我們的電器都會上網
[00:07:48.440 --> 00:07:50.440]  賣廣告都這樣賣
[00:07:50.440 --> 00:07:52.440]  你打開手機就知道你的雪櫃有些甚麼
[00:07:52.440 --> 00:07:54.440]  何時過期
[00:07:54.440 --> 00:07:57.440]  又有些小型家電風扇
[00:07:57.440 --> 00:07:59.440]  你可以用手機去控制
[00:07:59.440 --> 00:08:01.440]  以前沒有網絡的時代
[00:08:01.440 --> 00:08:02.440]  夏天很熱
[00:08:02.440 --> 00:08:04.440]  冬天很冷
[00:08:04.440 --> 00:08:07.440]  你很想回家馬上涼涼的
[00:08:07.440 --> 00:08:08.440]  或者暖暖的
[00:08:08.440 --> 00:08:10.440]  你會怎樣做呢
[00:08:10.440 --> 00:08:14.440]  可能你的冷氣是可以冷暖制的
[00:08:14.440 --> 00:08:16.440]  你會設定一個時鐘
[00:08:16.440 --> 00:08:18.440]  設定一個時間制
[00:08:18.440 --> 00:08:20.440]  預設你回家的時間
[00:08:20.440 --> 00:08:23.440]  時間到那部機就自動開機
[00:08:23.440 --> 00:08:25.440]  於是你一打開門
[00:08:25.440 --> 00:08:28.440]  立刻立即感受到一陣涼的冷氣
[00:08:28.440 --> 00:08:30.440]  或者暖氣
[00:08:30.440 --> 00:08:34.440]  那部機是要等待的
[00:08:34.440 --> 00:08:36.440]  要待機的
[00:08:36.440 --> 00:08:39.440]  不可以關機的
[00:08:39.440 --> 00:08:41.440]  三十六節這裡說
[00:08:41.440 --> 00:08:44.440]  好叫你們在主人回來敲門時
[00:08:44.440 --> 00:08:47.440]  立刻給他開門
[00:08:47.440 --> 00:08:48.440]  那個即時性
[00:08:48.440 --> 00:08:49.440]  那個預備好
[00:08:49.440 --> 00:08:51.440]  那個等待
[00:08:51.440 --> 00:08:53.440]  從等待到期待
[00:08:53.440 --> 00:08:55.440]  是一定會有怎樣的轉變呢
[00:08:55.440 --> 00:08:58.440]  你說等待都是坐著的
[00:08:58.440 --> 00:08:59.440]  被動的
[00:08:59.440 --> 00:09:01.440]  你說大概都是這樣
[00:09:01.440 --> 00:09:02.440]  還可以怎樣呢
[00:09:02.440 --> 00:09:04.440]  等候就是等
[00:09:04.440 --> 00:09:05.440]  被動地等
[00:09:05.440 --> 00:09:06.440]  很無奈地這樣
[00:09:06.440 --> 00:09:07.440]  原來古代的日本
[00:09:07.440 --> 00:09:09.440]  敘利亞文和阿拉伯文
[00:09:09.440 --> 00:09:11.440]  將這個等候的希臘文
[00:09:11.440 --> 00:09:13.440]  翻譯得更全面
[00:09:13.440 --> 00:09:15.440]  它不是直接翻譯成一個waiting
[00:09:15.440 --> 00:09:16.440]  就這樣等的意思
[00:09:16.440 --> 00:09:19.440]  它是翻譯為expecting
[00:09:19.440 --> 00:09:21.440]  expecting
[00:09:21.440 --> 00:09:23.440]  期待
[00:09:23.440 --> 00:09:25.440]  將這個希臘文的意思
[00:09:25.440 --> 00:09:27.440]  更加全面發揮出來
[00:09:27.440 --> 00:09:28.440]  都是等
[00:09:28.440 --> 00:09:29.440]  不過心態不同
[00:09:29.440 --> 00:09:31.440]  期待就是
[00:09:31.440 --> 00:09:32.440]  好像小朋友
[00:09:32.440 --> 00:09:35.440]  當中可能我們有部分的小朋友
[00:09:35.440 --> 00:09:36.440]  或者你自己做過小朋友
[00:09:36.440 --> 00:09:37.440]  你都知道的
[00:09:37.440 --> 00:09:39.440]  年三十晚最期待是什麼呢
[00:09:39.440 --> 00:09:41.440]  當然是第二天收利是
[00:09:41.440 --> 00:09:42.440]  一早起床
[00:09:42.440 --> 00:09:43.440]  平時都沒有那麼早
[00:09:43.440 --> 00:09:45.440]  只是衝去爸媽的房間
[00:09:45.440 --> 00:09:46.440]  恭喜恭喜
[00:09:46.440 --> 00:09:47.440]  講一大輪
[00:09:47.440 --> 00:09:48.440]  恭喜
[00:09:48.440 --> 00:09:49.440]  學一句說話
[00:09:49.440 --> 00:09:50.440]  收利是
[00:09:50.440 --> 00:09:51.440]  又或者好像
[00:09:51.440 --> 00:09:53.440]  孩子期待自己生日
[00:09:53.440 --> 00:09:55.440]  就快到了
[00:09:55.440 --> 00:09:58.440]  可能孩子根本上個月才生完日
[00:09:58.440 --> 00:10:00.440]  就想好下年要什麼生日禮物
[00:10:00.440 --> 00:10:01.440]  很期待
[00:10:01.440 --> 00:10:03.440]  又或者期待要去旅行
[00:10:03.440 --> 00:10:04.440]  之前那晚睡不著
[00:10:04.440 --> 00:10:07.440]  或者平時期待爸爸媽媽回家
[00:10:07.440 --> 00:10:09.440]  這個我就深刻一點
[00:10:09.440 --> 00:10:10.440]  有時候回到家
[00:10:10.440 --> 00:10:11.440]  一打開門
[00:10:11.440 --> 00:10:13.440]  小朋友就放下手上的東西
[00:10:13.440 --> 00:10:14.440]  飛撲出來
[00:10:14.440 --> 00:10:16.440]  抱著我
[00:10:16.440 --> 00:10:18.440]  又告訴我今天發生什麼事
[00:10:18.440 --> 00:10:20.440]  Expecting
[00:10:20.440 --> 00:10:22.440]  期待
[00:10:22.440 --> 00:10:23.440]  滿心的興奮
[00:10:23.440 --> 00:10:24.440]  滿有動力
[00:10:24.440 --> 00:10:25.440]  是活躍的
[00:10:25.440 --> 00:10:26.440]  不是死氣沉沉的
[00:10:26.440 --> 00:10:29.440]  應該是兩眼發光的
[00:10:29.440 --> 00:10:30.440]  所以主耶穌吩咐門徒
[00:10:30.440 --> 00:10:32.440]  你不是去苦等
[00:10:32.440 --> 00:10:35.440]  你是期待
[00:10:35.440 --> 00:10:37.440]  主人從婚宴回來
[00:10:37.440 --> 00:10:38.440]  其實很正常
[00:10:38.440 --> 00:10:39.440]  回家而已
[00:10:39.440 --> 00:10:41.440]  有什麼好期待的
[00:10:41.440 --> 00:10:43.440]  有什麼好期待的
[00:10:43.440 --> 00:10:44.440]  就好像有時候晚上回來
[00:10:44.440 --> 00:10:46.440]  家人等門
[00:10:46.440 --> 00:10:48.440]  回來煲湯
[00:10:48.440 --> 00:10:49.440]  煲菜給你吃
[00:10:49.440 --> 00:10:51.440]  然後他就睡著了
[00:10:51.440 --> 00:10:52.440]  對於你家人來說
[00:10:52.440 --> 00:10:53.440]  有什麼好期待
[00:10:53.440 --> 00:10:54.440]  你回家
[00:10:54.440 --> 00:10:57.440]  他兩眼發沉就真的
[00:10:57.440 --> 00:10:58.440]  怎樣兩眼發光
[00:10:58.440 --> 00:11:00.440]  由等待到期待呢
[00:11:00.440 --> 00:11:03.440]  原來回來這個字
[00:11:03.440 --> 00:11:05.440]  也是在表達主人從婚宴回來
[00:11:05.440 --> 00:11:06.440]  是另一種狀態
[00:11:06.440 --> 00:11:08.440]  不是就這樣回來
[00:11:08.440 --> 00:11:09.440]  在更好的翻譯
[00:11:09.440 --> 00:11:10.440]  應該是說
[00:11:10.440 --> 00:11:13.440]  他中途抽身而回
[00:11:13.440 --> 00:11:15.440]  Withdraws from the banquet
[00:11:15.440 --> 00:11:20.440]  在婚宴中途抽身而回
[00:11:20.440 --> 00:11:22.440]  即是說宴會還沒完
[00:11:22.440 --> 00:11:24.440]  他離席才回來
[00:11:24.440 --> 00:11:25.440]  這樣就不同了
[00:11:25.440 --> 00:11:26.440]  為什麼要早點回來呢
[00:11:26.440 --> 00:11:29.440]  後面會再說
[00:11:29.440 --> 00:11:30.440]  還有這裡表達了
[00:11:30.440 --> 00:11:31.440]  另一個動詞
[00:11:31.440 --> 00:11:33.440]  敲門
[00:11:33.440 --> 00:11:35.440]  也是我們就這樣讀
[00:11:35.440 --> 00:11:37.440]  不是很為意
[00:11:37.440 --> 00:11:38.440]  主人回家敲門
[00:11:38.440 --> 00:11:41.440]  僕人立刻給他開門
[00:11:41.440 --> 00:11:42.440]  因為我們回家
[00:11:42.440 --> 00:11:43.440]  我們不會敲門
[00:11:43.440 --> 00:11:45.440]  我們是利用鎖匙
[00:11:45.440 --> 00:11:46.440]  有些更先進的
[00:11:46.440 --> 00:11:47.440]  帕卡
[00:11:47.440 --> 00:11:49.440]  什麼紙毛
[00:11:49.440 --> 00:11:52.440]  古代近東的富戶
[00:11:52.440 --> 00:11:54.440]  他們的大門是關得緊的
[00:11:54.440 --> 00:11:57.440]  有條閘在閘住
[00:11:57.440 --> 00:11:58.440]  為什麼要擋那些賊
[00:11:58.440 --> 00:12:01.440]  擋那些強盜
[00:12:01.440 --> 00:12:04.440]  所以有人半夜來
[00:12:04.440 --> 00:12:07.440]  他們一般是不敲門的
[00:12:07.440 --> 00:12:08.440]  但這個主人回來敲門
[00:12:08.440 --> 00:12:10.440]  為什麼不敲門呢
[00:12:10.440 --> 00:12:12.440]  同樣都是路加社的比喻
[00:12:12.440 --> 00:12:13.440]  一張前一張
[00:12:13.440 --> 00:12:14.440]  就說到有人半夜
[00:12:14.440 --> 00:12:17.440]  去到他鄰居的家門
[00:12:17.440 --> 00:12:19.440]  借餅
[00:12:19.440 --> 00:12:21.440]  就跟鄰居說
[00:12:21.440 --> 00:12:23.440]  可不可以給我一個餅
[00:12:23.440 --> 00:12:24.440]  他在門外呼叫
[00:12:24.440 --> 00:12:26.440]  他沒有敲門
[00:12:26.440 --> 00:12:27.440]  為什麼呢
[00:12:27.440 --> 00:12:28.440]  因為半夜你睡著睡著
[00:12:28.440 --> 00:12:29.440]  突然有人敲門
[00:12:29.440 --> 00:12:32.440]  你很害怕吧
[00:12:32.440 --> 00:12:33.440]  但如果你是睡著睡著
[00:12:33.440 --> 00:12:34.440]  有人叫你
[00:12:34.440 --> 00:12:37.440]  John 開門吧
[00:12:37.440 --> 00:12:38.440]  我想問你拿一個餅
[00:12:38.440 --> 00:12:40.440]  我是Peter
[00:12:40.440 --> 00:12:41.440]  你認識的人
[00:12:41.440 --> 00:12:42.440]  敲門的聲音
[00:12:42.440 --> 00:12:44.440]  不會那麼驚嚇
[00:12:44.440 --> 00:12:47.440]  所以他們一般的情況下
[00:12:47.440 --> 00:12:50.440]  他們是呼喚多一點
[00:12:50.440 --> 00:12:53.440]  敲門會有驚嚇
[00:12:53.440 --> 00:12:55.440]  但這個主人為什麼會敲門呢
[00:12:55.440 --> 00:12:57.440]  因為他之前是抽身
[00:12:57.440 --> 00:12:59.440]  從宴會回來
[00:12:59.440 --> 00:13:00.440]  他大概知道
[00:13:00.440 --> 00:13:02.440]  他不想自己的聲音
[00:13:02.440 --> 00:13:03.440]  全村都聽到
[00:13:03.440 --> 00:13:05.440]  或者全屋都聽到
[00:13:05.440 --> 00:13:07.440]  而輕聲在門外說話
[00:13:07.440 --> 00:13:08.440]  那些僕人聽不到
[00:13:08.440 --> 00:13:10.440]  所以他會敲門
[00:13:10.440 --> 00:13:12.440]  很有可能他的敲門聲
[00:13:12.440 --> 00:13:15.440]  是一個暗號
[00:13:15.440 --> 00:13:17.440]  那些僕人都聽到
[00:13:17.440 --> 00:13:18.440]  知道了
[00:13:18.440 --> 00:13:19.440]  主人回來了
[00:13:19.440 --> 00:13:21.440]  暗號
[00:13:21.440 --> 00:13:23.440]  所以他聽到的先決條件
[00:13:23.440 --> 00:13:24.440]  怎樣聽到這個暗號
[00:13:24.440 --> 00:13:25.440]  就是他僕人警醒
[00:13:25.440 --> 00:13:26.440]  束腰點燈
[00:13:26.440 --> 00:13:30.440]  等這個訊號
[00:13:30.440 --> 00:13:33.440]  一直期待著主人回來
[00:13:33.440 --> 00:13:35.440]  僕人會接應主人
[00:13:35.440 --> 00:13:38.440]  接到訊號立刻開門
[00:13:38.440 --> 00:13:41.440]  這是耶穌所說的意思
[00:13:41.440 --> 00:13:42.440]  主人一早有計劃
[00:13:42.440 --> 00:13:43.440]  去告訴僕人
[00:13:43.440 --> 00:13:46.440]  我們跳到47節去看
[00:13:46.440 --> 00:13:48.440]  他是要僕人等他
[00:13:48.440 --> 00:13:51.440]  留意敲門的聲音
[00:13:51.440 --> 00:13:52.440]  所以為什麼在47節
[00:13:52.440 --> 00:13:54.440]  耶穌繼續說
[00:13:54.440 --> 00:13:57.440]  那個僕人是知道主人的意思
[00:13:57.440 --> 00:13:59.440]  但主人在出發之前
[00:13:59.440 --> 00:14:00.440]  他說過
[00:14:00.440 --> 00:14:03.440]  你們要預備好
[00:14:03.440 --> 00:14:05.440]  就好像你一早上班
[00:14:05.440 --> 00:14:07.440]  你可能跟家人說
[00:14:07.440 --> 00:14:09.440]  家裡的傭人姐姐說
[00:14:09.440 --> 00:14:10.440]  今晚幾點幾點
[00:14:10.440 --> 00:14:11.440]  有什麼東西
[00:14:11.440 --> 00:14:13.440]  下午有人送貨
[00:14:13.440 --> 00:14:14.440]  訂了口罩會送來
[00:14:14.440 --> 00:14:15.440]  記得收
[00:14:15.440 --> 00:14:17.440]  又或者
[00:14:17.440 --> 00:14:18.440]  告訴她
[00:14:18.440 --> 00:14:20.440]  你幾點煮飯
[00:14:20.440 --> 00:14:21.440]  洗菜
[00:14:21.440 --> 00:14:22.440]  切肉粒
[00:14:22.440 --> 00:14:25.440]  回來就炒菜
[00:14:25.440 --> 00:14:26.440]  你會說出你的計劃
[00:14:26.440 --> 00:14:28.440]  雖然你沒有說幾點
[00:14:28.440 --> 00:14:29.440]  你會做這件事
[00:14:29.440 --> 00:14:30.440]  預告了
[00:14:30.440 --> 00:14:32.440]  以至在家裡的人
[00:14:32.440 --> 00:14:33.440]  能夠準備
[00:14:33.440 --> 00:14:35.440]  當你一踏入門口的時候
[00:14:35.440 --> 00:14:37.440]  他告訴你我準備好了
[00:14:37.440 --> 00:14:38.440]  你就可以進廚房
[00:14:38.440 --> 00:14:39.440]  預備食物
[00:14:39.440 --> 00:14:42.440]  從等待到期待
[00:14:42.440 --> 00:14:43.440]  弟兄姊妹
[00:14:43.440 --> 00:14:46.440]  今天你有沒有等待
[00:14:46.440 --> 00:14:47.440]  耶穌基督回來呢?
[00:14:47.440 --> 00:14:50.440]  因為你是期待祂回來
[00:14:50.440 --> 00:14:53.440]  你是否在期待祂回來呢?
[00:14:53.440 --> 00:14:55.440]  如果是期待的話
[00:14:55.440 --> 00:14:58.440]  你是有準備的
[00:14:58.440 --> 00:15:01.440]  你是在聽的
[00:15:01.440 --> 00:15:05.440]  你是做了一些準備行動的工作
[00:15:05.440 --> 00:15:07.440]  點燈
[00:15:07.440 --> 00:15:09.440]  而且燈快要熄的時候
[00:15:09.440 --> 00:15:10.440]  你要加油
[00:15:10.440 --> 00:15:12.440]  不斷去
[00:15:12.440 --> 00:15:14.440]  在一些平常的時間以外
[00:15:14.440 --> 00:15:15.440]  你都很留心
[00:15:15.440 --> 00:15:18.440]  收到訊號就行動
[00:15:18.440 --> 00:15:19.440]  這個是期待
[00:15:19.440 --> 00:15:21.440]  主一早跟你約定了
[00:15:21.440 --> 00:15:23.440]  你只要整裝待發警醒
[00:15:23.440 --> 00:15:26.440]  期待祂回來的訊號
[00:15:26.440 --> 00:15:29.440]  所以從等候到期待
[00:15:29.440 --> 00:15:31.440]  主是會回來的
[00:15:31.440 --> 00:15:33.440]  這件事我們要記住
[00:15:33.440 --> 00:15:34.440]  第二點
[00:15:34.440 --> 00:15:37.440]  從掌控到按時
[00:15:37.440 --> 00:15:40.440]  主見到
[00:15:40.440 --> 00:15:43.440]  那個回來見到有福
[00:15:43.440 --> 00:15:45.440]  我們說見到這部分
[00:15:45.440 --> 00:15:47.440]  三十八節
[00:15:47.440 --> 00:15:48.440]  我們等歸等
[00:15:48.440 --> 00:15:50.440]  如果知道何時回來就好了
[00:15:50.440 --> 00:15:54.440]  就好像剛才說主送家人或工人
[00:15:54.440 --> 00:15:55.440]  知道你何時回來
[00:15:55.440 --> 00:15:58.440]  我早半個鐘做好就最好了
[00:15:58.440 --> 00:16:00.440]  不過主在這裡第二次說
[00:16:00.440 --> 00:16:02.440]  有福是三十八節
[00:16:02.440 --> 00:16:05.440]  祂在那裡將回來見到有福擴展了
