
[00:00:00.000 --> 00:00:05.820]  (主席) 丁子慧,我們六月份除了父親節的主日之外
[00:02:23.640 --> 00:02:27.520]  怎麼會在你們中間有人說沒有死人復活的事呢?
[00:02:27.520 --> 00:02:31.440]  若沒有死人復活的事,基督就沒有復活了
[00:02:31.440 --> 00:02:34.500]  基督若沒有復活,我們所傳的就是謊言
[00:02:34.500 --> 00:02:36.360]  你們所信的也是謊言
[00:02:36.360 --> 00:02:40.980]  因為死的人若不復活,基督也就沒有復活了
[00:02:40.980 --> 00:02:44.140]  基督若沒有復活,你們的信就是徒然
[00:02:44.140 --> 00:02:46.600]  你們仍活在罪裡
[00:02:46.600 --> 00:02:49.100]  就算在基督裡,受到這些人也滅亡了
[00:02:49.100 --> 00:02:51.720]  我們若靠基督旨在今生有指望
[00:02:51.720 --> 00:02:53.820]  就比所有人更可憐
[00:02:53.820 --> 00:02:55.820]  從人的觀點來看
[00:02:55.820 --> 00:02:58.300]  我當日在伊弗所和野獸搏鬥
[00:02:58.300 --> 00:03:00.300]  對我有什麼益處呢?
[00:03:00.300 --> 00:03:01.920]  如果死人沒有復活
[00:03:01.920 --> 00:03:04.220]  讓我們吃吃喝喝罷
[00:03:04.220 --> 00:03:06.100]  因為明天要死了
[00:03:06.100 --> 00:03:08.740]  我如今擺一件奧秘的事告訴你們
[00:03:08.740 --> 00:03:10.300]  你們不是要睡覺
[00:03:10.300 --> 00:03:12.300]  而是都要改變
[00:03:12.300 --> 00:03:14.300]  這個提醒我們聽到了
[00:03:14.300 --> 00:03:17.060]  我們不是都要睡覺,而是都要改變
[00:03:17.060 --> 00:03:19.520]  就在那一剎那之間
[00:03:19.520 --> 00:03:22.340]  號筒末次吹響的時候
[00:03:22.340 --> 00:03:23.720]  因號筒要吹響
[00:03:23.720 --> 00:03:25.980]  死人要復活,成為不扭壞的
[00:03:25.980 --> 00:03:28.440]  我們也要改變
[00:03:28.440 --> 00:03:31.140]  當這會扭壞的變成不可扭壞的
[00:03:31.140 --> 00:03:33.320]  這會死亡的變成不會死的
[00:03:33.320 --> 00:03:34.340]  那時經常所記
[00:03:34.340 --> 00:03:37.020]  死亡已被勝利吞滅了的話
[00:03:37.020 --> 00:03:39.140]  就應驗了死亡啊
[00:03:39.140 --> 00:03:41.740]  你得勝的權勢在哪裡?死亡啊
[00:03:41.740 --> 00:03:43.740]  你的毒刺在哪裡?
[00:03:43.740 --> 00:03:48.340]  感謝上帝,祂使我們藉著我們的主耶穌基督得勝
[00:03:48.340 --> 00:03:50.340]  所以我親愛的弟兄們
[00:03:50.340 --> 00:03:52.900]  你們務要堅固,不可動搖
[00:03:52.900 --> 00:03:54.900]  常常竭力多作主攻
[00:03:54.900 --> 00:03:56.660]  因為你們知道
[00:03:56.660 --> 00:04:02.200]  你們在主內,勞苦不是徒然的
[00:04:02.200 --> 00:04:04.200]  我想各位姐妹
[00:04:04.200 --> 00:04:09.820]  今天說死亡可能對我們來說不是那麼切實
[00:04:09.820 --> 00:04:14.720]  沒錯,我們也有機會面對死亡的挑戰
[00:04:14.720 --> 00:04:19.460]  甚至我們面對過一些親友的離世
[00:04:19.460 --> 00:04:21.140]  剛剛這個星期五
[00:04:21.140 --> 00:04:25.800]  跟一個回過會點的姐妹的爸爸
[00:04:25.800 --> 00:04:28.160]  75歲,他離世了
[00:04:28.160 --> 00:04:33.540]  我去了墳場為他做一個安息的儀式
[00:04:33.540 --> 00:04:36.520]  安息的service
[00:04:36.520 --> 00:04:39.020]  其實我做了牧師這麼久
[00:04:39.020 --> 00:04:41.500]  真的什麼人都見過
[00:04:41.500 --> 00:04:47.460]  曾經跟一個八個月大的嬰孩
[00:04:47.460 --> 00:04:50.580]  未滿月出世,死亡
[00:04:50.580 --> 00:04:52.580]  為他主持安息的禮拜
[00:04:52.580 --> 00:04:56.820]  我也曾經跟一個108歲的老人家
[00:04:56.820 --> 00:04:58.060]  安息主懷
[00:04:58.060 --> 00:05:02.700]  跟他主持的安息禮拜
[00:05:02.700 --> 00:05:05.860]  也跟過不少的年輕人
[00:05:05.860 --> 00:05:10.020]  我記得最難過傷心的是一個家中的獨子
[00:05:10.020 --> 00:05:13.940]  交通意外,死亡17歲
[00:05:13.940 --> 00:05:17.060]  這是很傷感的一件事
[00:05:17.060 --> 00:05:19.060]  但無論小的大的
[00:05:19.060 --> 00:05:22.020]  我們都會有機會面對死亡
[00:05:22.020 --> 00:05:23.260]  但最困難的一件事是
[00:05:23.260 --> 00:05:25.420]  如果我們要面對死亡的時候
[00:05:25.420 --> 00:05:28.700]  有沒有人死過,有沒有人經歷過在座當中
[00:05:28.700 --> 00:05:32.860]  可能你要試過死亡的一些危機
[00:05:32.860 --> 00:05:36.420]  甚至你被復甦,死了幾分鐘
[00:05:36.420 --> 00:05:38.020]  或者十幾分鐘
[00:05:38.020 --> 00:05:41.220]  但我們都不是經歷過一個
[00:05:41.220 --> 00:05:46.100]  所謂完全的死亡的經歷
[00:05:46.100 --> 00:05:49.140]  所以以前在香港經常亂過馬路
[00:05:49.140 --> 00:05:51.740]  小學生的時候,中學生的時候
[00:05:51.740 --> 00:05:53.420]  經常被司機罵
[00:05:53.420 --> 00:05:55.580]  「死小子,沒死過」
[00:05:55.580 --> 00:05:58.580]  我心想,真的沒死過
[00:05:58.580 --> 00:06:00.300]  是沒死過
[00:06:00.300 --> 00:06:05.660]  我們沒死過的時候就很難去經歷這件事
[00:06:05.660 --> 00:06:09.020]  有些人說,很多書或者見證
[00:06:09.020 --> 00:06:13.420]  最近有一齣電影也說到
[00:06:13.420 --> 00:06:17.740]  有一個小朋友淹了水,死了十幾分鐘
[00:06:17.740 --> 00:06:21.460]  或者有些書,我以前看一本叫《死亡九分鐘》
[00:06:21.460 --> 00:06:23.420]  說到有一個人死了九分鐘
[00:06:23.420 --> 00:06:26.780]  他見到的經歷,經歷都很相似
[00:06:26.780 --> 00:06:29.900]  但是有很多醫學界的人就說
[00:06:29.900 --> 00:06:33.020]  這群人不是真的完全死亡
[00:06:33.020 --> 00:06:37.380]  他們只是短暫時間,十幾分鐘,幾分鐘裡面的死亡
[00:06:37.380 --> 00:06:38.500]  這個不可以作實
[00:06:38.500 --> 00:06:40.340]  因為他不是真的死了
[00:06:40.340 --> 00:06:42.340]  如果你死了十幾年之後才復甦
[00:06:42.340 --> 00:06:45.420]  告訴我們,原來我見到些什麼
[00:06:45.420 --> 00:06:49.620]  可能這個是值得我們去相信
[00:06:49.620 --> 00:06:53.860]  所以我們應該怎樣去看待這件事呢?
[00:06:53.860 --> 00:06:57.140]  哥倫多教會,大家都知道有很多問題
[00:06:57.140 --> 00:07:00.820]  很多對信仰的疑惑
[00:07:00.820 --> 00:07:03.460]  保羅寫信給哥倫多教會
[00:07:03.460 --> 00:07:05.060]  就是因為他們有這樣的疑惑
[00:07:05.060 --> 00:07:07.620]  很坦白說就是益了我們後世的信徒
[00:07:07.620 --> 00:07:11.460]  因為保羅寫的信,去針對這些問題
[00:07:11.460 --> 00:07:14.420]  成為了我們信仰的一些很好的根基
[00:07:14.420 --> 00:07:15.580]  就是聖經裡面的根基
[00:07:15.580 --> 00:07:22.740]  告訴我們,我們應該怎樣去看待死亡這件事
[00:07:22.740 --> 00:07:24.780]  孔子在《論語》
[00:07:24.780 --> 00:07:31.660]  當被學生桂露問到
[00:07:31.660 --> 00:07:33.260]  怎樣去看待死亡
[00:07:33.260 --> 00:07:35.660]  孔子就這樣回答他
[00:07:35.660 --> 00:07:39.100]  他說未知生,焉知死
[00:07:39.100 --> 00:07:42.180]  孔子不是說不要理會死亡
[00:07:42.180 --> 00:07:44.060]  但是他說現在要面對
[00:07:44.060 --> 00:07:46.700]  因為桂露之前問他
[00:07:46.700 --> 00:07:48.140]  說到視鬼神的時候
[00:07:48.140 --> 00:07:51.940]  孔子就說未能視人,焉能視鬼
[00:07:51.940 --> 00:07:55.500]  就是你要做好你現在在世的本分
[00:07:55.500 --> 00:07:57.140]  才不是說不看
[00:07:57.140 --> 00:08:01.060]  但有時候人們誤解孔子這句話
[00:08:01.060 --> 00:08:04.820]  明天會更好,今天要過得到
[00:08:04.820 --> 00:08:08.740]  那你今天就不要說那麼多天堂的東西
[00:08:08.740 --> 00:08:11.100]  今天你讓我熬過這一關
[00:08:11.100 --> 00:08:16.340]  不是說孔子說不理會明天我們會怎樣
[00:08:16.340 --> 00:08:20.620]  而是叫我們明白了死亡之後
[00:08:20.620 --> 00:08:22.620]  我們才可以知道怎樣去生存
[00:08:22.620 --> 00:08:24.220]  所以這個就是Paul Tillich
[00:08:24.220 --> 00:08:27.500]  一個德國籍的美國神學家
[00:08:27.500 --> 00:08:28.740]  近代的
[00:08:28.740 --> 00:08:29.780]  他反過來說
[00:08:29.780 --> 00:08:32.820]  他說未知死,焉知生
[00:08:32.820 --> 00:08:36.660]  如果你不明白死亡是什麼
[00:08:36.660 --> 00:08:38.580]  你根本很難在今天生存
[00:08:38.580 --> 00:08:42.460]  為什麼呢?我只是舉一個例子
[00:08:42.460 --> 00:08:45.780]  我有個朋友是回教徒
[00:08:45.780 --> 00:08:47.660]  他告訴我
[00:08:47.660 --> 00:08:52.500]  很簡單地跟他分享回教的信仰
[00:08:52.500 --> 00:08:56.700]  他說我不明白為什麼會有那麼多回教
[00:08:56.700 --> 00:09:00.700]  所謂激進的人願意犧牲自己
[00:09:00.700 --> 00:09:04.180]  去從事這些恐怖的活動
[00:09:04.180 --> 00:09:07.420]  他說沒有,因為在回教裡面
[00:09:07.420 --> 00:09:11.140]  通常在世的人都有兩個天使守望著他們
[00:09:11.140 --> 00:09:17.980]  兩個天使記錄著那人一生所做的好事和不好的事
[00:09:17.980 --> 00:09:22.060]  你做了奉獻的
[00:09:22.060 --> 00:09:24.140]  你扶了婆婆過馬路的
[00:09:24.140 --> 00:09:28.420]  你去做了一些慈慰的工作
[00:09:28.420 --> 00:09:30.660]  於是有一個天使就記下了這些事情
[00:09:30.660 --> 00:09:33.140]  如果你做了一些惡事
[00:09:33.140 --> 00:09:36.980]  你沒有慈悲的心
[00:09:36.980 --> 00:09:40.260]  你對人有惡毒的思想
[00:09:40.260 --> 00:09:41.380]  你做了不好的事
[00:09:41.380 --> 00:09:43.020]  於是另外一個天使就記錄著
[00:09:43.020 --> 00:09:44.820]  到你死了上天堂
[00:09:44.820 --> 00:09:46.020]  見到婆婆的時候
[00:09:46.020 --> 00:09:49.940]  那兩個天使就拿出那本書來澄清一下
[00:09:49.940 --> 00:09:54.420]  讓婆婆看看這個人在世做了些什麼
[00:09:54.420 --> 00:10:03.060]  當然那本善行做得好的書可以澄清多一點
[00:10:03.060 --> 00:10:11.820]  但有一件事是婆婆是不需要看這兩本電話簿的
[00:10:11.820 --> 00:10:19.540]  就是如果你為你所信的真神犧牲生命
[00:10:19.540 --> 00:10:22.780]  你即時可以進到天堂
[00:10:22.780 --> 00:10:26.180]  並且婆婆會為你預備很多美女
[00:10:26.180 --> 00:10:30.060]  在你旁邊和你永遠在一起
[00:10:30.060 --> 00:10:31.820]  你試想一下
[00:10:31.820 --> 00:10:38.420]  如果你很切實地相信這件事
[00:10:38.420 --> 00:10:41.780]  你就會明白為何911這麼久之前
[00:10:41.780 --> 00:10:44.620]  911那群人當我們看紀錄片時
[00:10:44.620 --> 00:10:49.060]  說他們在美國潛伏了超過三年的時間
[00:10:49.060 --> 00:10:50.460]  學習駕駛飛機
[00:10:50.460 --> 00:10:53.780]  學習美國的生活
[00:10:53.780 --> 00:10:57.260]  他們沒有被美國的生活同化
[00:10:57.260 --> 00:11:05.180]  他們堅持一個目標就是要為自己的神犧牲
[00:11:05.180 --> 00:11:07.820]  他們相信死亡之後會怎樣
[00:11:07.820 --> 00:11:13.300]  是主宰他們今天怎樣活這一生
[00:11:13.300 --> 00:11:18.180]  但同樣地我們所信的上帝
[00:11:18.180 --> 00:11:22.020]  在聖經裏面也提醒我們死亡是些什麼
[00:11:22.020 --> 00:11:29.100]  只是我們有時不理會 不會專課講死亡真面目
[00:11:29.100 --> 00:11:33.980]  這些可能在講壇裏偶爾會講到
[00:11:33.980 --> 00:11:36.220]  但我們應該怎樣看這件事
[00:11:36.220 --> 00:11:39.660]  保羅這本我叫他做的《死亡完全守則》
[00:11:39.660 --> 00:11:44.020]  因為他告訴我們一個很全面的神學觀講死亡
[00:11:44.020 --> 00:11:45.860]  告訴我們三件事
[00:11:45.860 --> 00:11:51.900]  其實死亡和生存息息相關
[00:11:51.900 --> 00:11:54.740]  因為你不知道生你不知道死
[00:11:54.740 --> 00:11:57.140]  你不知道死也不知道生
[00:11:57.140 --> 00:11:58.500]  所以他告訴我們
[00:11:58.500 --> 00:12:00.940]  今天我們存活的人
[00:12:00.940 --> 00:12:03.380]  生的困惑是些什麼
[00:12:03.380 --> 00:12:05.020]  生存究竟有些什麼盼望
[00:12:05.020 --> 00:12:09.100]  和生存我們有的動力應該在哪裏
[00:12:09.100 --> 00:12:11.860]  這是一篇我自己當預備的時候
[00:12:11.860 --> 00:12:15.580]  我覺得保羅一篇完全提醒我們的東西
[00:12:15.580 --> 00:12:19.500]  首先我們看看生的困惑有三個問題
[00:12:19.500 --> 00:12:23.660]  這也是很哲學性的問題 但亦是很實在的問題
[00:12:23.660 --> 00:12:25.100]  問我們三個很重要的問題
[00:12:25.100 --> 00:12:26.780]  第一個問題就是
[00:12:26.780 --> 00:12:30.020]  人生何所謂
[00:12:30.020 --> 00:12:33.620]  究竟人生存為了些什麼
[00:12:33.620 --> 00:12:34.580]  看看保羅怎樣說
[00:12:34.580 --> 00:12:36.340]  因為死人若不復活
[00:12:36.340 --> 00:12:38.740]  基督就沒有復活了
[00:12:38.740 --> 00:12:40.420]  我當日在耳不信和耶穌搏鬥
[00:12:40.420 --> 00:12:41.780]  對我有什麼益處呢
[00:12:41.780 --> 00:12:43.220]  如果死人沒有復活
[00:12:43.220 --> 00:12:44.900]  讓我們吃吃喝喝罷了
[00:12:44.900 --> 00:12:48.220]  因為明天要死了
[00:12:48.220 --> 00:12:52.180]  可能他們受到諾斯底拜的影響
[00:12:52.180 --> 00:12:53.540]  大家知道有少少背景
[00:12:53.540 --> 00:12:58.100]  諾斯底拜相信肉身和靈魂是分割的
[00:12:58.100 --> 00:12:59.540]  當你信了耶穌之後
[00:12:59.540 --> 00:13:01.380]  靈魂就升天
[00:13:01.380 --> 00:13:04.620]  所以在地上的是臭皮囊
[00:13:04.620 --> 00:13:06.780]  肉身是沒有價值的
[00:13:06.780 --> 00:13:08.300]  所以他們有兩派
[00:13:08.300 --> 00:13:10.460]  一派就是肉身既然沒有價值
[00:13:10.460 --> 00:13:13.060]  我們不如放縱情慾
[00:13:13.060 --> 00:13:15.500]  盡量敗壞它也無所謂
[00:13:15.500 --> 00:13:18.820]  另一派就覺得我們要禁肉
[00:13:18.820 --> 00:13:21.820]  因為我們靈魂已經和上帝一齊
[00:13:21.820 --> 00:13:23.780]  所以搞得很亂
[00:13:23.780 --> 00:13:28.220]  保羅就跟這班人說
[00:13:28.220 --> 00:13:32.180]  如果肉身沒有復活的話
[00:13:32.180 --> 00:13:33.380]  保羅告訴他們
[00:13:33.380 --> 00:13:36.380]  靈魂和肉身不是分割
[00:13:36.380 --> 00:13:38.140]  我們的肉身會死
[00:13:38.140 --> 00:13:41.380]  但死了之後是會有復活
[00:13:41.380 --> 00:13:42.460]  但如果沒有復活的話
[00:13:42.460 --> 00:13:44.300]  如果你不相信肉身復活的話
[00:13:44.300 --> 00:13:45.780]  人死如燈滅
[00:13:45.780 --> 00:13:47.980]  什麼都沒有了
[00:13:47.980 --> 00:13:51.740]  那你活在地上是為了什麼呢
[00:13:51.740 --> 00:13:55.380]  不如喝喝吃吃算了
[00:13:55.380 --> 00:13:58.540]  因為講到你為了什麼
[00:13:58.540 --> 00:14:00.460]  做什麼我們都是徒然
[00:14:00.460 --> 00:14:03.220]  因為如果明天會死
[00:14:03.220 --> 00:14:04.660]  或者我們不知道什麼時候會死
[00:14:04.660 --> 00:14:05.780]  人死了什麼都沒有
[00:14:05.780 --> 00:14:07.580]  那你在世做什麼呢
[00:14:07.580 --> 00:14:15.020]  途然容許我用廣東話逐一說
[00:14:15.020 --> 00:14:17.860]  我們真是傻的
[00:14:17.860 --> 00:14:19.740]  各位頂智媒
[00:14:19.740 --> 00:14:21.580]  你回來教會是不是傻的
[00:14:21.580 --> 00:14:23.540]  如果死了什麼都沒有的話
[00:14:23.540 --> 00:14:28.300]  人家就在李悅門飲茶
[00:14:28.300 --> 00:14:31.260]  你還在聽著我
[00:14:31.260 --> 00:14:33.420]  如果你死了之後什麼都沒有的話
[00:14:33.420 --> 00:14:35.260]  就是發瘋了
[00:14:35.260 --> 00:14:37.380]  人家在讀書
[00:14:37.380 --> 00:14:39.220]  你就還在看聖經
[00:14:39.220 --> 00:14:42.300]  預備茶經
[00:14:42.300 --> 00:14:45.260]  人家在做很多吃喝喝喝
[00:14:45.260 --> 00:14:46.740]  你還在祈禱
[00:14:46.740 --> 00:14:47.900]  我們是不是傻的
[00:14:47.900 --> 00:14:48.700]  是不是徒然
[00:14:48.700 --> 00:14:50.260]  有什麼益處呢
[00:14:50.260 --> 00:14:53.060]  花多點時間回來教會
[00:14:53.060 --> 00:14:55.980]  不如喝喝吃吃算了
[00:14:55.980 --> 00:14:57.540]  但是
[00:14:57.540 --> 00:14:58.940]  如果是這樣的話
[00:14:58.940 --> 00:15:01.100]  進一層我們問一個問題
[00:15:01.100 --> 00:15:06.060]  人生是不是為了喝喝吃吃呢
[00:15:06.060 --> 00:15:08.140]  如果人生只是為了喝喝吃吃
[00:15:08.140 --> 00:15:10.300]  那就真的沒什麼意思了
[00:15:10.300 --> 00:15:11.380]  因為喝完之後
[00:15:11.380 --> 00:15:13.740]  你又要上廁所又要再吃
[00:15:13.740 --> 00:15:15.780]  所以那個尼祿王
[00:15:15.780 --> 00:15:16.740]  那些野獅
[00:15:16.740 --> 00:15:19.900]  你知道那個尼祿王
[00:15:19.900 --> 00:15:22.900]  主後六十四年殺了保羅和彼得
[00:15:22.900 --> 00:15:24.300]  那個尼祿王
[00:15:24.300 --> 00:15:26.980]  他想享受世間所有的美食
[00:15:26.980 --> 00:15:30.140]  但是人只能夠吃得多
[00:15:30.140 --> 00:15:31.780]  你會飽的
[00:15:31.780 --> 00:15:36.260]  所以他就叫那些人幫他發明一種藥
[00:15:36.260 --> 00:15:38.100]  一喝下去他就吐出來
[00:15:38.100 --> 00:15:39.460]  把吃的東西吐出來
[00:15:39.460 --> 00:15:41.580]  那他就可以再吃其他東西
[00:15:41.580 --> 00:15:43.740]  我心裡想找自己的品
[00:15:43.740 --> 00:15:44.660]  不用吃藥
[00:15:44.660 --> 00:15:46.660]  透口就可以了
[00:15:46.660 --> 00:15:47.940]  找自己的品
[00:15:47.940 --> 00:15:49.260]  一味就想吃
[00:15:49.260 --> 00:15:50.980]  但是如果人生是這樣的話
[00:15:50.980 --> 00:15:52.140]  是不是很
[00:15:52.140 --> 00:15:52.980]  沒什麼意思
[00:15:52.980 --> 00:15:54.620]  人生是為了喝喝吃吃
[00:15:54.620 --> 00:15:55.740]  所以有些人說
[00:15:55.740 --> 00:15:57.300]  人生不是為了喝喝吃吃
[00:15:57.300 --> 00:15:59.020]  人生是為了
[00:15:59.020 --> 00:15:59.980]  是不是
[00:15:59.980 --> 00:16:02.460]  就是生存
[00:16:02.460 --> 00:16:04.460]  如果人生純粹為了生存
[00:16:04.460 --> 00:16:06.140]  那也沒什麼意思
[00:16:06.140 --> 00:16:09.340]  所以這是一個很實在的問題
[00:16:09.340 --> 00:16:12.540]  人生是為了什麼
[00:16:12.540 --> 00:16:14.180]  因為明天怎麼樣
[00:16:14.180 --> 00:16:17.060]  我們都不知道
[00:16:17.060 --> 00:16:21.500]  我以前在香港讀中文和中國歷史
[00:16:21.500 --> 00:16:22.460]  中文的時候
[00:16:22.460 --> 00:16:24.460]  那時候看《三國演義》
[00:16:24.460 --> 00:16:25.660]  最記得
[00:16:25.660 --> 00:16:28.460]  就是一個魏國的名將
[00:16:28.460 --> 00:16:31.420]  叫做龐德
[00:16:31.420 --> 00:16:33.700]  龐德有一次
[00:16:33.700 --> 00:16:34.740]  很能打的
[00:16:34.740 --> 00:16:39.020]  但是他有一次要和屬中的名將
[00:16:39.020 --> 00:16:42.740]  關運祥去決戰
[00:16:42.740 --> 00:16:45.340]  大家都知道
[00:16:45.340 --> 00:16:48.340]  他是不夠關運祥打
[00:16:48.340 --> 00:16:52.060]  所以龐德在出戰之前
[00:16:52.060 --> 00:16:54.860]  就叫人來吃一頓
[00:16:54.860 --> 00:16:56.700]  大宴親朋
[00:16:56.700 --> 00:16:59.900]  接著就叫人抬副棺材出來
[00:16:59.900 --> 00:17:01.100]  那些人說有沒有搞錯
[00:17:01.100 --> 00:17:01.900]  大吉利是
[00:17:01.900 --> 00:17:03.500]  明天去決戰
[00:17:03.500 --> 00:17:05.500]  今天抬副棺材出來
[00:17:05.500 --> 00:17:06.500]  搞什麼鬼
[00:17:06.500 --> 00:17:09.020]  就好像今天Warriors打遊戲
[00:17:09.020 --> 00:17:10.740]  Steve Kerr抬副棺材出來
[00:17:10.740 --> 00:17:12.380]  大吉利是
[00:17:12.380 --> 00:17:15.220]  就是咒自己輸
[00:17:15.220 --> 00:17:17.180]  龐德說不是
[00:17:17.180 --> 00:17:20.060]  他說這副棺材不是我就是關運祥
[00:17:20.060 --> 00:17:21.420]  我們試打過
[00:17:21.420 --> 00:17:24.540]  都會死的
[00:17:24.540 --> 00:17:25.820]  所以今天
[00:17:25.820 --> 00:17:28.580]  我們飲飲食食就算
[00:17:28.580 --> 00:17:33.460]  因為明天可能再沒有機會
[00:17:33.460 --> 00:17:35.300]  但如果人生是這樣
[00:17:35.300 --> 00:17:37.740]  我們究竟為了什麼呢
[00:17:37.740 --> 00:17:43.940]  所以有些人寧願選擇自殺
[00:17:43.940 --> 00:17:47.180]  因為人生沒有意義
[00:17:47.180 --> 00:17:52.020]  找不到一個意思生存
[00:17:52.020 --> 00:17:52.660]  不單止這樣
[00:17:52.660 --> 00:17:54.500]  第一個問題要去解答
[00:17:54.500 --> 00:17:57.300]  第二個疑惑就是
[00:17:57.300 --> 00:18:01.060]  人死了之後去到哪裡
[00:18:01.060 --> 00:18:02.380]  死人復活也是這樣
[00:18:02.380 --> 00:18:04.260]  所中的是會扭壞的
[00:18:04.260 --> 00:18:06.060]  復活的是不扭壞的
[00:18:06.060 --> 00:18:08.220]  所以中的是羞辱的
[00:18:08.220 --> 00:18:09.420]  復活的是榮耀的
[00:18:09.420 --> 00:18:10.620]  所中的是軟弱的
[00:18:10.620 --> 00:18:11.980]  復活的是強壯的
[00:18:11.980 --> 00:18:13.100]  所中的是軟弱的
[00:18:13.100 --> 00:18:14.060]  復活的是強壯的
[00:18:14.060 --> 00:18:16.620]  所以所中的是血肉的身體
[00:18:16.620 --> 00:18:18.100]  復活的是靈性的身體
[00:18:18.100 --> 00:18:19.220]  既有血肉的身體
[00:18:19.220 --> 00:18:22.260]  也就有靈性的身體
[00:18:22.260 --> 00:18:28.060]  因為保羅用一個種植的意境
[00:18:28.060 --> 00:18:30.020]  比喻來告訴人們
[00:18:30.020 --> 00:18:33.020]  你種在地上的一粒種子
[00:18:33.020 --> 00:18:35.260]  是很軟弱的 很細小的
[00:18:35.260 --> 00:18:37.380]  但當這個種子發芽生長的時候
[00:18:37.380 --> 00:18:39.100]  長到大的時候
[00:18:39.100 --> 00:18:40.740]  它就變為強壯
[00:18:40.740 --> 00:18:43.740]  這個就好像復活一樣
[00:18:43.740 --> 00:18:47.220]  復活是一個未來的意境
[00:18:47.220 --> 00:18:49.540]  今天我們肉身是軟弱的
[00:18:49.540 --> 00:18:53.940]  但未來我們會去面對復活
[00:18:53.940 --> 00:18:55.300]  當你死亡之後
[00:18:55.300 --> 00:18:57.620]  是會有復活的
[00:18:57.620 --> 00:18:58.700]  因為保羅說
[00:18:58.700 --> 00:18:59.980]  人不是死了之後
[00:18:59.980 --> 00:19:03.380]  人死如燈滅
[00:19:03.380 --> 00:19:05.820]  但我們今天
[00:19:05.820 --> 00:19:10.260]  是否很肯定我們死了之後會怎樣呢
[00:19:10.260 --> 00:19:13.300]  我們死了之後會去哪裏呢
[00:19:13.300 --> 00:19:17.100]  所以生和死是一個很重要的關聯
[00:19:17.100 --> 00:19:20.780]  因為如果你不明白死亡之後會怎樣
[00:19:20.780 --> 00:19:25.700]  你怎樣去預備今生的生命呢
[00:19:25.700 --> 00:19:29.620]  人生比你還要有百歲命
[00:19:29.620 --> 00:19:32.580]  那一百年裏面
