
[00:00:00.000 --> 00:00:04.920]  相信大家都試過在約會時等人
[00:06:22.880 --> 00:06:29.080]  既然如此,我們何必花那麼多心思和時間去研究
[00:06:29.080 --> 00:06:32.520]  到底主耶穌是在千禧年前還是後
[00:06:32.520 --> 00:06:34.920]  還是沒有千禧年呢?
[00:06:34.920 --> 00:06:38.840]  重要的是我們知道主耶穌必定會再回來
[00:06:38.840 --> 00:06:40.680]  並且會施行審判
[00:06:40.680 --> 00:06:44.360]  然後我們再一步去思想
[00:06:44.360 --> 00:06:46.680]  到底我們作為一個信徒
[00:06:46.680 --> 00:06:49.240]  我們面對即將要回來的主耶穌
[00:06:49.240 --> 00:06:52.400]  我們今天要怎樣過生活呢?
[00:06:52.400 --> 00:06:54.240]  這就是我今天想說的
[00:06:54.240 --> 00:06:58.080]  現在我們首先看看剛才那段經文中
[00:06:58.080 --> 00:07:06.920]  主耶穌如何向信徒講解祂再回來和審判的訊息
[00:07:06.920 --> 00:07:12.320]  剛才那段長的經文可以分為四段落
[00:07:12.320 --> 00:07:15.320]  第一個段落是講到末世的預兆
[00:07:15.320 --> 00:07:16.600]  是五至十九節
[00:07:16.600 --> 00:07:19.120]  第二個段落是耶路撒冷被毀
[00:07:19.120 --> 00:07:22.400]  以及主再來的境況
[00:07:22.400 --> 00:07:26.120]  第三個段落是耶穌用了一個比喻
[00:07:26.120 --> 00:07:30.480]  來講解神的國必定會成全
[00:07:30.480 --> 00:07:35.000]  最後是勸導門徒警醒等候
[00:07:35.000 --> 00:07:41.560]  今天我會先說一至三段落
[00:07:41.560 --> 00:07:45.920]  簡單說,重點在第四段落
[00:07:45.920 --> 00:07:50.760]  一開始,《路加福音》的作者提到
[00:07:50.760 --> 00:07:56.160]  有人談論聖殿是用美石和公物裝飾而成
[00:07:56.160 --> 00:07:57.760]  其實在這一節之前
[00:07:57.760 --> 00:08:02.880]  主耶穌和門徒在聖殿看著一個寡婦
[00:08:02.880 --> 00:08:10.840]  將她僅有的兩個小錢放入聖殿的奉獻箱裡
[00:08:10.840 --> 00:08:15.480]  我們可想而知,當時主耶穌在聖殿
[00:08:15.480 --> 00:08:18.840]  身邊也有人看到這麼華麗的聖殿
[00:08:18.840 --> 00:08:21.360]  於是不期然發出讚嘆
[00:08:21.360 --> 00:08:28.400]  說聖殿是用美麗的石頭和公物來建成
[00:08:28.400 --> 00:08:34.400]  耶穌當時有什麼回應呢?
[00:08:34.400 --> 00:08:37.280]  「論到你們所看見的這一切
[00:08:37.280 --> 00:08:38.720]  將來日子到了
[00:08:38.720 --> 00:08:43.320]  在這裡沒有一塊石頭留在石頭上不被拆毀」
[00:08:43.320 --> 00:08:46.400]  這個回應其實頗為煞風景
[00:08:46.400 --> 00:08:49.440]  當身邊的人看到這麼華麗的聖殿時
[00:08:49.440 --> 00:08:51.120]  不期然就會發出讚嘆
[00:08:51.120 --> 00:08:57.200]  但耶穌說,你們眼前的聖殿將來會被拆毀
[00:08:57.200 --> 00:09:02.880]  「還要一塊石頭都不在另一塊石頭之上」
[00:09:02.880 --> 00:09:06.320]  其實對猶太人來說是不容易接受的
[00:09:06.320 --> 00:09:07.720]  是對他們不可思議的
[00:09:07.720 --> 00:09:13.040]  因為他們相信神在末世的救贖
[00:09:13.040 --> 00:09:16.440]  是以耶路撒冷的聖殿為中心
[00:09:16.440 --> 00:09:20.640]  他們相信到時神復興他們的子民時
[00:09:20.640 --> 00:09:25.640]  神會在聖殿中彰顯他們的榮耀
[00:09:25.640 --> 00:09:27.360]  所以他們做夢也不會猜到
[00:09:27.360 --> 00:09:30.320]  這麼宏偉的聖殿會被拆毀
[00:09:30.320 --> 00:09:34.360]  所以當門徒聽到耶穌的話後
[00:09:34.360 --> 00:09:36.240]  他們馬上就問
[00:09:36.240 --> 00:09:39.760]  「你所說的話到底何時會發生」
[00:09:39.760 --> 00:09:41.120]  「聖殿被拆毀」
[00:09:41.120 --> 00:09:43.600]  「到底之前會有甚麼預兆呢」
[00:09:43.600 --> 00:09:47.920]  針對這些門徒的疑問
[00:09:47.920 --> 00:09:51.480]  耶穌就指出了一連串的預兆
[00:09:51.480 --> 00:09:53.720]  這些預兆包括
[00:09:53.720 --> 00:10:01.800]  到時會有人冒充他就是救世主
[00:10:01.800 --> 00:10:08.000]  還有很多打仗紛紛擾擾的事
[00:10:08.000 --> 00:10:10.800]  還有地震、饑荒、瘟疫
[00:10:10.800 --> 00:10:12.880]  可怕的異象和大神跡
[00:10:12.880 --> 00:10:17.520]  這些都是天災人禍會發生的
[00:10:17.520 --> 00:10:22.840]  還有信徒會受到逼迫
[00:10:22.840 --> 00:10:26.240]  耶穌在這裡指出了這一連串的預兆
[00:10:26.240 --> 00:10:28.760]  不過他同時也指出
[00:10:28.760 --> 00:10:35.200]  這些預兆的出現
[00:10:35.200 --> 00:10:38.720]  也不等於世界末日就到
[00:10:38.720 --> 00:10:41.960]  「你們聽見打仗和擾亂的事不要驚慌」
[00:10:41.960 --> 00:10:44.160]  「因為這些事必須先有」
[00:10:44.160 --> 00:10:50.520]  「只是末期不能立時就到」
[00:10:50.520 --> 00:10:52.280]  然後他也說
[00:10:52.280 --> 00:10:55.360]  「但這些事終必為你們的見證」
[00:10:55.360 --> 00:10:57.440]  這句話其實是說
[00:10:57.440 --> 00:10:59.000]  發生這些事
[00:10:59.000 --> 00:11:05.240]  其實是要等你們有機會為主做見證
[00:11:05.240 --> 00:11:08.400]  去見證神的大能、神的榮耀
[00:11:08.400 --> 00:11:12.080]  說完這一連串有關末世的預兆之後
[00:11:12.080 --> 00:11:14.080]  在第20節開始
[00:11:14.080 --> 00:11:18.360]  耶穌就說到耶路撒冷被毀
[00:11:18.360 --> 00:11:20.760]  剛才先前是說到聖殿被毀
[00:11:20.760 --> 00:11:23.960]  現在就說到耶路撒冷被拆毀
[00:11:23.960 --> 00:11:25.960]  其實是很自然的事
[00:11:25.960 --> 00:11:28.160]  聖殿坐落在耶路撒冷
[00:11:28.160 --> 00:11:29.680]  敵人如果要進來
[00:11:29.680 --> 00:11:32.560]  當然首先攻佔耶路撒冷
[00:11:32.560 --> 00:11:36.960]  所以兩件事是可以相提並論的
[00:11:36.960 --> 00:11:41.640]  接下來耶穌就進一步解釋
[00:11:41.640 --> 00:11:45.280]  耶路撒冷被毀的意義是什麼
[00:11:45.280 --> 00:11:47.040]  在第22節說
[00:11:47.040 --> 00:11:49.760]  「因為這是報應的日子」
[00:11:49.760 --> 00:11:53.520]  「使經上所寫的道德應驗」
[00:11:53.520 --> 00:11:57.160]  這裡提到報應的日子
[00:11:57.160 --> 00:12:00.080]  顯示耶路撒冷之所以被毀
[00:12:00.080 --> 00:12:02.080]  是因為他們犯罪
[00:12:02.080 --> 00:12:05.120]  犯罪的緣故受到懲罰
[00:12:05.120 --> 00:12:07.600]  而第24節也說到
[00:12:07.600 --> 00:12:09.280]  「他們要倒在刀下」
[00:12:09.280 --> 00:12:11.200]  「又被擄到各國去」
[00:12:11.200 --> 00:12:13.640]  「耶路撒冷要被外邦人踐踏」
[00:12:13.640 --> 00:12:17.080]  「直到外邦人的日期滿了」
[00:12:17.080 --> 00:12:19.680]  這裡說的外邦人的日期
[00:12:19.680 --> 00:12:26.120]  就是外邦人攻擊耶路撒冷的日子
[00:12:26.120 --> 00:12:27.600]  意思是說
[00:12:27.600 --> 00:12:30.800]  住在耶路撒冷的人
[00:12:30.800 --> 00:12:32.560]  是因為外邦人的攻擊
[00:12:32.560 --> 00:12:34.360]  使他們經歷大患難
[00:12:34.360 --> 00:12:35.800]  但這些患難
[00:12:35.800 --> 00:12:37.800]  是遲早會過去的
[00:12:37.800 --> 00:12:41.600]  終究必會過去的
[00:12:41.600 --> 00:12:43.360]  然後
[00:12:43.360 --> 00:12:45.080]  那些日月星辰
[00:12:45.080 --> 00:12:45.960]  自然界
[00:12:45.960 --> 00:12:48.120]  海中的波浪
[00:12:48.120 --> 00:12:48.960]  天地
[00:12:48.960 --> 00:12:52.040]  都會出現奇怪的事
[00:12:52.040 --> 00:12:56.280]  出現異象 異兆
[00:12:56.280 --> 00:12:57.800]  這些異兆出現
[00:12:57.800 --> 00:13:01.320]  使人嚇得魂不附體
[00:13:01.320 --> 00:13:04.560]  其實聖經很少用這個詞
[00:13:04.560 --> 00:13:06.920]  嚇得魂飛魄散
[00:13:06.920 --> 00:13:08.800]  魂不附體
[00:13:08.800 --> 00:13:10.600]  而在這個時候
[00:13:10.600 --> 00:13:12.480]  人子有能力
[00:13:12.480 --> 00:13:13.920]  有大榮耀
[00:13:13.920 --> 00:13:16.240]  駕雲降臨
[00:13:16.240 --> 00:13:17.440]  在這個時候
[00:13:17.440 --> 00:13:19.960]  天地都出現異象的時候
[00:13:19.960 --> 00:13:23.520]  耶穌就從榮耀中降臨
[00:13:23.520 --> 00:13:25.680]  當人看到這些異兆的時候
[00:13:25.680 --> 00:13:30.320]  也知道神的國近
[00:13:30.320 --> 00:13:31.880]  耶穌說了一個比喻
[00:13:31.880 --> 00:13:33.400]  就是無花果樹
[00:13:33.400 --> 00:13:35.480]  你們看到這些無花果樹
[00:13:35.480 --> 00:13:38.200]  或者其他果樹發芽的時候
[00:13:38.200 --> 00:13:40.480]  你們就知道夏天近了
[00:13:40.480 --> 00:13:43.080]  同樣你看到這些異兆的出現
[00:13:43.080 --> 00:13:44.960]  你就會知道
[00:13:44.960 --> 00:13:48.640]  神的國快要臨到
[00:13:48.640 --> 00:13:53.000]  在這裡我們可以看到
[00:13:53.000 --> 00:13:55.160]  聖殿被毀和耶路撒冷被毀
[00:13:55.160 --> 00:13:56.480]  其實是一個異兆
[00:13:56.480 --> 00:13:59.640]  一個末世的記號
[00:13:59.640 --> 00:14:02.880]  它本身已經是一個記號
[00:14:02.880 --> 00:14:04.920]  讓我們看到
[00:14:04.920 --> 00:14:09.040]  耶路撒冷是因為罪的緣故被神懲罰
[00:14:09.040 --> 00:14:12.960]  它的結局正正是那些不信的人
[00:14:12.960 --> 00:14:16.360]  他們所會面對的結局
[00:14:16.360 --> 00:14:19.800]  而在這些末世的事件發生的時候
[00:14:19.800 --> 00:14:24.240]  主耶穌也會在榮耀中降臨
[00:14:24.240 --> 00:14:27.800]  以上關於主在來的教導
[00:14:27.800 --> 00:14:30.920]  剛才也說了引起不同的討論
[00:14:30.920 --> 00:14:32.400]  其實在這些討論裡面
[00:14:32.400 --> 00:14:34.640]  大致上可以分兩類
[00:14:34.640 --> 00:14:37.000]  兩類都是用動物來代表
[00:14:37.000 --> 00:14:39.920]  第一類叫做公雞派
[00:14:39.920 --> 00:14:44.680]  公雞在早晨的時候提叫
[00:14:44.680 --> 00:14:49.400]  用它的提叫聲來叫醒那些沉睡的人
[00:14:49.400 --> 00:14:53.800]  其實就是說那些公雞派的人
[00:14:53.800 --> 00:14:58.640]  他們要藉著有關末世論的討論
[00:14:58.640 --> 00:15:02.760]  來叫那些人來警醒
[00:15:02.760 --> 00:15:06.480]  讓那些沉睡的信徒能夠警醒過來
[00:15:06.480 --> 00:15:09.200]  知道主耶穌快要回來了
[00:15:09.200 --> 00:15:11.560]  另一派也是用動物來代表
[00:15:11.560 --> 00:15:13.480]  就是貓頭鷹派
[00:15:13.480 --> 00:15:16.160]  貓頭鷹是什麼時候活動的?
[00:15:16.160 --> 00:15:17.400]  晚上
[00:15:17.400 --> 00:15:20.720]  貓頭鷹喜愛寧靜
[00:15:20.720 --> 00:15:24.560]  所以這一派的人就不要吵那麼多了
[00:15:24.560 --> 00:15:30.680]  很少來討論主在來的議題
[00:15:30.680 --> 00:15:33.520]  這兩類不同的人
[00:15:33.520 --> 00:15:37.200]  你覺得哪一類比較適合呢?
[00:15:37.200 --> 00:15:39.360]  有人做過統計
[00:15:39.360 --> 00:15:41.880]  指出在聖經裡面
[00:15:41.880 --> 00:15:48.280]  有三百多處的經文提到主耶穌再回來
[00:15:48.280 --> 00:15:50.000]  有三百多處的經文
[00:15:50.000 --> 00:15:51.800]  提到主耶穌再回來
[00:15:51.800 --> 00:15:53.800]  不過這些經文的重點
[00:15:53.800 --> 00:15:57.280]  不是在主再回來的確實日期
[00:15:57.280 --> 00:16:01.440]  也不是要人去尋找、研究主何時再回來
[00:16:01.440 --> 00:16:05.840]  而是教導我們為主再來這件事做好預備
[00:16:05.840 --> 00:16:07.960]  準備好自己
[00:16:07.960 --> 00:16:12.520]  其實在今天剛才大家讀的那麼長的經文裡面
[00:16:12.520 --> 00:16:15.280]  雖然主耶穌也說了很多末世的預兆
[00:16:15.280 --> 00:16:19.600]  不過他不是集中在個別的事件上
[00:16:19.600 --> 00:16:22.200]  而是要我們看趨勢
[00:16:22.200 --> 00:16:27.400]  當我們看到趨勢越來越嚴重
[00:16:27.400 --> 00:16:29.040]  越來越頻密的時候
[00:16:29.040 --> 00:16:32.160]  我們就知道主快要回來
[00:16:32.160 --> 00:16:35.160]  我們就要做好準備
[00:16:35.160 --> 00:16:37.200]  做什麼準備呢?
[00:16:37.200 --> 00:16:40.720]  第一 常存忍耐
[00:16:40.720 --> 00:16:43.280]  由八至十九節這一段
[00:16:43.280 --> 00:16:45.600]  就是在這段落裡面
[00:16:45.600 --> 00:16:48.120]  主耶穌提到很多末世的預兆
[00:16:48.120 --> 00:16:50.880]  當中包括了打仗
[00:16:50.880 --> 00:16:52.680]  各樣的天災人禍
[00:16:52.680 --> 00:16:56.120]  人際關係的破裂等等
[00:16:56.120 --> 00:16:59.800]  天災人禍歷世歷代都有的
[00:16:59.800 --> 00:17:02.400]  民要攻打民 國要攻打國
[00:17:02.400 --> 00:17:04.000]  這些也是時常出現
[00:17:04.000 --> 00:17:07.320]  人際關係破裂這些就更加不再說了
[00:17:07.320 --> 00:17:08.840]  不斷在發生
[00:17:08.840 --> 00:17:15.000]  世界各國都在用了很強力的
[00:17:15.000 --> 00:17:21.200]  很多的資源來防範恐怖襲擊
[00:17:21.200 --> 00:17:24.880]  社會上的暴力事件也不斷的升級
[00:17:24.880 --> 00:17:29.480]  美國我們時不時都會聽到一些校園槍擊事件
[00:17:29.480 --> 00:17:30.520]  但是大家知不知道
[00:17:30.520 --> 00:17:34.280]  原來現在美國一共有八個州份
[00:17:34.280 --> 00:17:37.680]  是准許學生在校園裏
[00:17:37.680 --> 00:17:40.480]  攜帶一些隱藏的武器
[00:17:40.480 --> 00:17:42.520]  什麼叫隱藏武器呢?
[00:17:42.520 --> 00:17:46.440]  AK47肯定不是隱藏武器
[00:17:46.440 --> 00:17:50.160]  那些小刀 手槍
[00:17:50.160 --> 00:17:51.600]  這些就是隱藏武器
[00:17:51.600 --> 00:17:54.520]  有八個州份是允許學生在校園裏
[00:17:54.520 --> 00:17:56.160]  攜帶這些隱藏武器
[00:17:56.160 --> 00:18:00.400]  有23個州份是容許學校自行去決定
[00:18:00.400 --> 00:18:04.040]  是否讓學生攜帶這些隱藏武器
[00:18:04.040 --> 00:18:05.440]  我最近看了一篇文章
[00:18:05.440 --> 00:18:09.880]  這篇文章雖然作者是十多年前寫的
[00:18:09.880 --> 00:18:12.040]  但當中的數字都頗驚人
[00:18:12.040 --> 00:18:17.360]  看到美國每一天有十萬學生帶槍上學
[00:18:17.360 --> 00:18:21.680]  十六萬學生因為安全問題不敢上學
[00:18:21.680 --> 00:18:26.280]  平均每一天有四十個學生被槍傷或槍殺
[00:18:26.280 --> 00:18:30.680]  每一天有二百六十個教師被學生毆打
[00:18:30.680 --> 00:18:35.080]  有六千二百五十個學生受到恐嚇
[00:18:35.080 --> 00:18:37.280]  雖然這篇文章是十多年前寫的
[00:18:37.280 --> 00:18:40.040]  但我相信現在的情況不會好了多少
[00:18:40.040 --> 00:18:42.680]  甚至可能會越來越嚴重
[00:18:42.680 --> 00:18:44.720]  我希望當中我們都有些學生
[00:18:44.720 --> 00:18:48.600]  你不要聽到就照跟
[00:18:48.600 --> 00:18:49.720]  香港其實很好
[00:18:49.720 --> 00:18:52.120]  我們不容許帶槍
[00:18:52.120 --> 00:18:55.360]  但社會的撕裂或暴力
[00:18:55.360 --> 00:18:59.480]  亦都不斷有增加的趨勢
[00:18:59.480 --> 00:19:03.160]  而這些帶來的傷害其實我們都不可以忽視
[00:19:03.160 --> 00:19:08.880]  這些情況亦都反映了人際關係的破裂
[00:19:08.880 --> 00:19:11.240]  我們一起讀
[00:19:11.240 --> 00:19:17.960]  「連你們的父母弟兄親族朋友也要把你們教官
[00:19:17.960 --> 00:19:20.880]  你們也有被他們害死的
[00:19:20.880 --> 00:19:24.400]  你們要為我的名被眾人恨惡
[00:19:24.400 --> 00:19:29.360]  然而你們連一根頭髮也必不損壞」
[00:19:29.360 --> 00:19:33.360]  這裏說到有些親密的人會陷害我們
[00:19:33.360 --> 00:19:36.200]  剛才所說的打仗
[00:19:36.200 --> 00:19:39.680]  其實都是一些你不認識的人
[00:19:39.680 --> 00:19:41.640]  一些跟你關係疏遠的人
[00:19:41.640 --> 00:19:43.680]  但這裏說到親密的人
[00:19:43.680 --> 00:19:46.040]  身邊的人陷害你
[00:19:46.040 --> 00:19:49.640]  甚至會害死你
[00:19:49.640 --> 00:19:51.520]  這些親密的人的傷害
[00:19:51.520 --> 00:19:55.840]  其實對我們所造成的痛苦更加大
[00:19:55.840 --> 00:19:58.040]  不過主耶穌在這裏說
[00:19:58.040 --> 00:20:02.560]  「你連一根頭髮也必不損壞」
[00:20:02.560 --> 00:20:08.360]  這其實給予我們一個保障、安慰、定心丸
[00:20:08.360 --> 00:20:09.960]  讓我們知道
[00:20:09.960 --> 00:20:13.640]  雖然在世上我們要面對這些打仗
[00:20:13.640 --> 00:20:15.360]  各樣的困難
[00:20:15.360 --> 00:20:18.440]  人與人之間關係的破裂
[00:20:18.440 --> 00:20:21.440]  但這些事情遲早會過去的
[00:20:21.440 --> 00:20:23.560]  今天我們要忍耐
[00:20:23.560 --> 00:20:26.840]  而我們這個忍耐亦是有期限的
[00:20:26.840 --> 00:20:31.600]  是暫時的
[00:20:31.600 --> 00:20:33.680]  我們一起來讀這段經文
[00:20:33.680 --> 00:20:37.160]  「因為主必親自從天降臨
[00:20:37.160 --> 00:20:41.040]  有呼叫的聲音和天使掌的聲音
[00:20:41.040 --> 00:20:43.440]  又有神的號吹響
[00:20:43.440 --> 00:20:47.240]  那在基督裏死了的人必先復活
[00:20:47.240 --> 00:20:50.760]  以後我們這活著還存留的人
[00:20:50.760 --> 00:20:54.200]  必和他們一同被提到雲裏
[00:20:54.200 --> 00:20:56.840]  在空中與主相遇
[00:20:56.840 --> 00:21:01.520]  這樣我們就要和主永遠同在」
[00:21:01.520 --> 00:21:03.560]  這裏提到主耶穌會再回來
[00:21:03.560 --> 00:21:05.120]  並且信徒會被提
[00:21:05.120 --> 00:21:08.360]  然後和主耶穌一同去作王
[00:21:08.360 --> 00:21:10.240]  主耶穌回來
[00:21:10.240 --> 00:21:13.160]  這其實可以成為我們在忍耐
[00:21:13.160 --> 00:21:16.680]  等候的過程裏面的一個動力
[00:21:16.680 --> 00:21:19.400]  在現世生活裏的確有很多困難
[00:21:19.400 --> 00:21:23.600]  我們除了剛才說的天災人禍之外
[00:21:23.600 --> 00:21:26.520]  我們每一天都會面對生活上的困難
[00:21:26.520 --> 00:21:29.760]  工作上、學業上的壓力
[00:21:29.760 --> 00:21:32.680]  或者有時疾病
[00:21:32.680 --> 00:21:34.200]  不單止是我們自己的疾病
[00:21:34.200 --> 00:21:36.680]  可能是我們身邊至親的人的疾病
[00:21:36.680 --> 00:21:39.800]  這些都會帶來給我們很多的艱難
[00:21:39.800 --> 00:21:41.960]  但主再來這個訊息
[00:21:41.960 --> 00:21:46.000]  其實就給我們一個動力
[00:21:46.000 --> 00:21:47.400]  讓我們知道
[00:21:47.400 --> 00:21:50.920]  即使我們未必能夠在我們有生之年
[00:21:50.920 --> 00:21:52.960]  等到主耶穌再回來
[00:21:52.960 --> 00:21:55.320]  但這一天遲早會出現
[00:21:55.320 --> 00:21:56.960]  祂必然會再臨
[00:21:56.960 --> 00:22:00.720]  這些苦難亦會成為過去
[00:22:00.720 --> 00:22:03.920]  第二方面我們可以預備的是
[00:22:03.920 --> 00:22:05.640]  要保守我們的心靈
[00:22:05.640 --> 00:22:07.480]  不受迷惑
[00:22:07.480 --> 00:22:09.840]  我們一起來讀這一段
[00:22:09.840 --> 00:22:11.640]  你們要謹慎
[00:22:11.640 --> 00:22:14.240]  恐怕因貪食醉酒
[00:22:14.240 --> 00:22:18.200]  並今生的思慮累住你們的心
[00:22:18.200 --> 00:22:20.880]  那日子就如同網羅
[00:22:20.880 --> 00:22:22.800]  忽然臨到你們
[00:22:22.800 --> 00:22:28.400]  因為那日子要這樣臨到全地上一切居住的人
[00:22:28.400 --> 00:22:30.680]  這裡所說的貪食醉酒
[00:22:30.680 --> 00:22:35.880]  其實就是一種只顧享樂的生活方式
[00:22:35.880 --> 00:22:37.880]  今生的思慮
[00:22:37.880 --> 00:22:43.880]  就是指我們只關心今世肉體的需要
[00:22:43.880 --> 00:22:45.760]  那日子是指末日
[00:22:45.760 --> 00:22:49.800]  整句的意思是我們要謹慎
[00:22:49.800 --> 00:22:52.920]  恐怕那些只顧享樂
[00:22:52.920 --> 00:22:55.360]  只顧今生需要的人生觀
[00:22:55.360 --> 00:22:57.960]  會使人的心僵硬
[00:22:57.960 --> 00:22:59.600]  如果是這樣的話
[00:22:59.600 --> 00:23:03.360]  我們難免會受到末世的審判
[00:23:03.360 --> 00:23:07.680]  因為到時那個審判會臨到所有人
