
[00:00:00.000 --> 00:00:02.820]  今早大家起床的時間
[00:03:27.540 --> 00:03:28.700]  其中一件特別的事情
[00:03:28.700 --> 00:03:29.700]  特別飆了出來的就是
[00:03:29.700 --> 00:03:30.740]  在西門
[00:03:30.740 --> 00:03:32.660]  就是彼得的外母當中
[00:03:32.660 --> 00:03:33.540]  他治好他
[00:03:33.540 --> 00:03:34.380]  因為這個緣故
[00:03:34.380 --> 00:03:35.980]  接著那些人就湧過去了
[00:03:35.980 --> 00:03:36.660]  治病啊
[00:03:36.660 --> 00:03:37.740]  趕鬼啊
[00:03:37.740 --> 00:03:39.340]  自然你會知道
[00:03:39.340 --> 00:03:40.460]  聖經的描述就是
[00:03:40.460 --> 00:03:42.020]  合成的人
[00:03:42.020 --> 00:03:45.340]  就是整個城的人都聚集去找他了
[00:03:45.340 --> 00:03:46.940]  我相信那個狀態
[00:03:46.940 --> 00:03:48.940]  就是耶穌絕對不會告訴你
[00:03:48.940 --> 00:03:49.580]  好了
[00:03:49.580 --> 00:03:53.100]  九點鐘開始五點鐘散場
[00:03:53.100 --> 00:03:53.380]  是不是?
[00:03:53.380 --> 00:03:54.380]  朝九晚五
[00:03:54.380 --> 00:03:55.740]  開工
[00:03:55.740 --> 00:03:56.820]  照我們現在的想法
[00:03:56.820 --> 00:03:58.820]  他應該OTO到瘋了
[00:03:58.820 --> 00:04:00.620]  你理解就是
[00:04:00.620 --> 00:04:01.380]  人圍住了
[00:04:01.380 --> 00:04:02.500]  要這樣禱告的時候
[00:04:02.500 --> 00:04:04.700]  不會這麼準時散場的
[00:04:04.700 --> 00:04:08.260]  或者早前我們剛去黃牧師大的醫治聚會
[00:04:08.260 --> 00:04:10.260]  我們通常不會定幾點鐘完的
[00:04:10.260 --> 00:04:11.140]  你明白嗎?
[00:04:11.140 --> 00:04:12.540]  一般都不會這麼定的
[00:04:12.540 --> 00:04:13.260]  因為我都完了
[00:04:13.260 --> 00:04:14.020]  禱告復事
[00:04:14.020 --> 00:04:16.420]  他都不知道什麼時候完的
[00:04:16.420 --> 00:04:17.900]  那就隨著聖靈的流動
[00:04:17.900 --> 00:04:19.020]  人的需要各樣東西
[00:04:19.020 --> 00:04:20.500]  結束就結束了
[00:04:20.500 --> 00:04:22.300]  有時候我們敬拜隊都結束了
[00:04:22.300 --> 00:04:23.100]  連琴都收了
[00:04:23.100 --> 00:04:25.180]  還有人找黃牧師祈禱
[00:04:25.180 --> 00:04:26.820]  我絕對相信耶穌的時候
[00:04:26.820 --> 00:04:27.780]  一定比黃牧師旺
[00:04:27.780 --> 00:04:29.820]  因為聖經的說法
[00:04:29.820 --> 00:04:30.980]  合成的人
[00:04:30.980 --> 00:04:31.620]  當然
[00:04:31.620 --> 00:04:32.580]  那時候的城
[00:04:32.580 --> 00:04:34.740]  不會像香港現在七百多萬這麼多
[00:04:34.740 --> 00:04:36.060]  但是
[00:04:36.060 --> 00:04:36.980]  要幾萬
[00:04:36.980 --> 00:04:37.620]  幾十萬
[00:04:37.620 --> 00:04:40.060]  不是一件難的事情
[00:04:40.060 --> 00:04:41.780]  在很忙的耶穌
[00:04:41.780 --> 00:04:42.980]  那天都結束了
[00:04:42.980 --> 00:04:43.820]  接著留意
[00:04:43.820 --> 00:04:45.260]  就是我們剛剛讀了聖經
[00:04:45.260 --> 00:04:46.540]  次日早晨
[00:04:46.540 --> 00:04:48.180]  他不是跟你說
[00:04:48.180 --> 00:04:50.180]  下一個星期
[00:04:50.180 --> 00:04:50.860]  下一個月
[00:04:50.860 --> 00:04:51.820]  不是的
[00:04:51.820 --> 00:04:53.060]  他說第二天
[00:04:53.060 --> 00:04:54.220]  早上
[00:04:54.220 --> 00:04:55.060]  換言之
[00:04:55.060 --> 00:04:56.140]  耶穌是不是
[00:04:56.140 --> 00:04:57.940]  在一個很清幽的日子裡面
[00:04:57.940 --> 00:04:58.740]  我終於
[00:04:58.740 --> 00:05:01.220]  生活當中請到七天連續的假
[00:05:01.220 --> 00:05:04.260]  然後我已經預約了某某修院
[00:05:04.260 --> 00:05:05.020]  我進去
[00:05:05.020 --> 00:05:06.940]  就去有靜修的時間
[00:05:06.940 --> 00:05:08.140]  我們叫避靜
[00:05:08.140 --> 00:05:09.700]  各樣的事情
[00:05:09.700 --> 00:05:10.340]  可以的
[00:05:10.340 --> 00:05:10.940]  是好的
[00:05:10.940 --> 00:05:11.940]  有這樣的機會
[00:05:11.940 --> 00:05:13.020]  鼓勵的
[00:05:13.020 --> 00:05:15.340]  但是至少這一次耶穌不是這樣
[00:05:15.340 --> 00:05:16.460]  耶穌不是說這種狀態
[00:05:16.460 --> 00:05:18.140]  也不是我們剛剛說的那一類
[00:05:18.140 --> 00:05:19.300]  但是去到修院裡面
[00:05:19.300 --> 00:05:21.820]  走路都好像飄過似的
[00:05:21.820 --> 00:05:24.860]  當然不算踩著滑板拍電影那些
[00:05:24.860 --> 00:05:26.300]  很靜的
[00:05:26.300 --> 00:05:27.340]  聲音都沒有
[00:05:27.340 --> 00:05:31.300]  耶穌在一個忙碌的生活當中
[00:05:31.300 --> 00:05:33.260]  他第二天清早
[00:05:33.260 --> 00:05:34.260]  睡醒
[00:05:34.260 --> 00:05:36.940]  聖經要標著留下來
[00:05:36.940 --> 00:05:38.580]  讓人留意的那件事就是
[00:05:38.580 --> 00:05:39.580]  他去到哪裡了
[00:05:39.580 --> 00:05:41.660]  曠野
[00:05:41.660 --> 00:05:44.060]  曠野
[00:05:44.060 --> 00:05:45.180]  當然你會想
[00:05:45.180 --> 00:05:45.900]  不是啊
[00:05:45.900 --> 00:05:47.220]  曠野就是沙漠
[00:05:47.220 --> 00:05:49.420]  以色列一帶都是沙漠附近而已
[00:05:49.420 --> 00:05:50.980]  曠野很近而已
[00:05:50.980 --> 00:05:51.660]  不要忘記
[00:05:51.660 --> 00:05:52.860]  在城裡面
[00:05:52.860 --> 00:05:54.460]  他叫曠野
[00:05:54.460 --> 00:05:55.580]  也不是很近的
[00:05:55.580 --> 00:05:57.660]  他選擇一個
[00:05:57.660 --> 00:05:58.620]  特別一點的地方
[00:05:58.620 --> 00:06:00.340]  安靜一點的地方
[00:06:00.340 --> 00:06:03.100]  去到曠野
[00:06:03.100 --> 00:06:04.340]  幹嘛這樣
[00:06:04.340 --> 00:06:05.300]  天還沒亮
[00:06:05.300 --> 00:06:05.820]  你明白嗎
[00:06:05.820 --> 00:06:07.580]  我有些朋友
[00:06:07.580 --> 00:06:09.260]  今早天還沒亮
[00:06:09.260 --> 00:06:10.460]  第一時間就開車了
[00:06:10.460 --> 00:06:11.140]  你知不知道去哪裡了
[00:06:11.140 --> 00:06:13.220]  北潭涌
[00:06:13.220 --> 00:06:15.580]  因為這個時候北潭涌是沒有車位的
[00:06:15.580 --> 00:06:18.900]  放下然後去到山上行山
[00:06:18.900 --> 00:06:19.700]  禮拜是這樣的
[00:06:19.700 --> 00:06:21.500]  那裡是旺角旺角的地方
[00:06:21.500 --> 00:06:21.980]  是不是
[00:06:21.980 --> 00:06:23.860]  有一早清晨
[00:06:23.860 --> 00:06:25.140]  去到曠野
[00:06:25.140 --> 00:06:26.580]  但是耶穌不是在做這件事
[00:06:26.580 --> 00:06:27.060]  天還沒亮
[00:06:27.060 --> 00:06:28.540]  去到曠野
[00:06:28.540 --> 00:06:30.180]  三十五節後說什麼
[00:06:30.180 --> 00:06:31.980]  在那裡禱告
[00:06:31.980 --> 00:06:35.020]  耶穌一早
[00:06:35.020 --> 00:06:35.540]  睡醒
[00:06:35.540 --> 00:06:36.860]  很緊張的事情
[00:06:36.860 --> 00:06:39.460]  就是我要親近神
[00:06:39.460 --> 00:06:41.940]  我要親近神
[00:06:41.940 --> 00:06:42.660]  如果你知道
[00:06:42.660 --> 00:06:43.420]  我們這一輪
[00:06:43.420 --> 00:06:45.740]  駱姑娘兩個夾在一起的講道都是在說
[00:06:45.740 --> 00:06:47.780]  我作門徒的時候會怎麼樣
[00:06:47.780 --> 00:06:48.940]  有一件事是不能走的
[00:06:48.940 --> 00:06:50.540]  作門徒不親近神
[00:06:50.540 --> 00:06:52.180]  很奇怪的一件事
[00:06:52.180 --> 00:06:54.100]  必然會發生的事情
[00:06:54.100 --> 00:06:55.340]  我也有時候會說
[00:06:55.340 --> 00:06:56.540]  所以我們會靈修
[00:06:56.540 --> 00:06:57.540]  我們有一些時間
[00:06:57.540 --> 00:06:58.940]  在靈修裡面
[00:06:58.940 --> 00:07:00.060]  就是在說
[00:07:00.060 --> 00:07:01.020]  是親近神
[00:07:01.020 --> 00:07:01.740]  於是乎
[00:07:01.740 --> 00:07:03.820]  我靈明成長
[00:07:03.820 --> 00:07:04.660]  是的
[00:07:04.660 --> 00:07:07.020]  你不需要強行分開整件事
[00:07:07.020 --> 00:07:08.260]  不需要強行分開
[00:07:08.260 --> 00:07:09.780]  這個時候叫做靈修
[00:07:09.780 --> 00:07:11.380]  那個時候叫做祈禱
[00:07:11.380 --> 00:07:13.260]  那個時候是在默想
[00:07:13.260 --> 00:07:15.060]  你整個狀態
[00:07:15.060 --> 00:07:17.420]  是一個你和神的關係
[00:07:17.420 --> 00:07:19.100]  你和神的時間
[00:07:19.100 --> 00:07:20.940]  耶穌是在選擇
[00:07:20.940 --> 00:07:22.780]  在忙碌的日子
[00:07:22.780 --> 00:07:24.220]  不是剛剛所說的
[00:07:24.220 --> 00:07:24.820]  放下大家
[00:07:24.820 --> 00:07:26.260]  有空才找你,上帝
[00:07:26.260 --> 00:07:27.460]  或者等到星期天
[00:07:27.460 --> 00:07:28.140]  我終於勁快
[00:07:28.140 --> 00:07:29.020]  哇!勁快
[00:07:29.020 --> 00:07:31.180]  我真的很近,上帝
[00:07:31.180 --> 00:07:31.980]  不是的
[00:07:31.980 --> 00:07:34.580]  很忙碌的日子
[00:07:34.580 --> 00:07:35.660]  第二天早上
[00:07:35.660 --> 00:07:37.660]  就已經去親近神
[00:07:37.660 --> 00:07:40.460]  這是在說
[00:07:40.460 --> 00:07:42.660]  人和神的關係
[00:07:42.660 --> 00:07:43.660]  在這樣的敘述裡面
[00:07:43.660 --> 00:07:45.260]  不是要帶來任何一些
[00:07:45.260 --> 00:07:47.820]  頂尖的你覺得不好意思
[00:07:47.820 --> 00:07:48.620]  guilty feeling(罪惡的感覺)
[00:07:48.620 --> 00:07:49.020]  各種各樣的
[00:07:49.020 --> 00:07:49.700]  不是
[00:07:49.700 --> 00:07:51.820]  就是說耶穌的狀態
[00:07:51.820 --> 00:07:53.500]  或者說一些應該學習的
[00:07:53.500 --> 00:07:54.500]  我就跟著做
[00:07:54.500 --> 00:07:55.380]  不用在理會
[00:07:55.380 --> 00:07:56.140]  我不行
[00:07:56.140 --> 00:07:56.940]  很壞
[00:07:56.940 --> 00:07:57.580]  被人罵了
[00:07:57.580 --> 00:07:59.060]  不是這件事情
[00:07:59.060 --> 00:08:00.540]  我反而是在看
[00:08:00.540 --> 00:08:01.660]  這個生命裡面
[00:08:01.660 --> 00:08:05.940]  反映著什麼心理狀態
[00:08:05.940 --> 00:08:07.020]  或者屬靈的生命
[00:08:07.020 --> 00:08:08.940]  再看一次聖經
[00:08:08.940 --> 00:08:09.700]  在前面
[00:08:09.700 --> 00:08:11.740]  舊約的詩篇四十二篇
[00:08:13.660 --> 00:08:16.060]  詩篇四十二篇
[00:08:16.060 --> 00:08:17.380]  對領導姐妹來說
[00:08:17.380 --> 00:08:19.260]  可能你會懂得背
[00:08:19.260 --> 00:08:21.260]  大約通常都在聖經的中間
[00:08:21.260 --> 00:08:22.260]  如果你要揭開
[00:08:22.260 --> 00:08:24.980]  詩篇是第四十二篇
[00:08:24.980 --> 00:08:26.300]  詩篇分成五卷
[00:08:26.300 --> 00:08:29.060]  四十二篇是第二卷的開始
[00:08:29.060 --> 00:08:30.780]  一般相信這個就是當時
[00:08:30.780 --> 00:08:32.260]  是被擄的時候
[00:08:32.260 --> 00:08:34.260]  那些詩人所寫的
[00:08:34.260 --> 00:08:36.060]  就是聖殿沒有了
[00:08:36.060 --> 00:08:36.860]  聖殿沒有了
[00:08:36.860 --> 00:08:38.060]  所以一直看著後面
[00:08:38.060 --> 00:08:39.060]  會被人笑
[00:08:39.060 --> 00:08:40.460]  什麼時候見到神
[00:08:40.460 --> 00:08:41.460]  這些事情
[00:08:41.460 --> 00:08:43.140]  四十二篇的第一節
[00:08:43.140 --> 00:08:44.180]  我們就看這裡
[00:08:44.180 --> 00:08:45.180]  領導姐妹找到了沒有
[00:08:45.180 --> 00:08:46.380]  找到的請說
[00:08:46.380 --> 00:08:48.580]  找到我一起讀出第一節
[00:08:48.580 --> 00:08:51.060]  我的心切無你
[00:08:51.060 --> 00:08:53.860]  如綠切無溪水
[00:08:53.860 --> 00:08:56.940]  我的心切無你
[00:08:56.940 --> 00:08:58.860]  如綠切無溪水
[00:08:58.860 --> 00:09:00.260]  可能你第一時間想到
[00:09:00.260 --> 00:09:01.460]  我們歌第一場
[00:09:01.460 --> 00:09:03.860]  我的心切無你
[00:09:03.860 --> 00:09:05.660]  如綠切無溪水
[00:09:05.660 --> 00:09:07.860]  我用如綠渴無溪水
[00:09:07.860 --> 00:09:09.660]  歌詞用了渴無
[00:09:09.660 --> 00:09:11.460]  歌詞用了渴無
[00:09:11.460 --> 00:09:12.660]  不用緊張的
[00:09:12.660 --> 00:09:14.260]  詩篇本來也是歌
[00:09:14.260 --> 00:09:15.260]  你明白嗎
[00:09:15.260 --> 00:09:16.660]  當日就是唱的
[00:09:16.660 --> 00:09:17.260]  OK行不行
[00:09:17.260 --> 00:09:18.460]  沒什麼要緊的
[00:09:18.460 --> 00:09:20.460]  沒什麼要緊的意思就是
[00:09:20.460 --> 00:09:22.060]  究竟音是這個還是那個
[00:09:22.060 --> 00:09:22.660]  不要緊的
[00:09:22.660 --> 00:09:23.660]  都是那樣東西
[00:09:23.660 --> 00:09:24.660]  其中要緊的
[00:09:24.660 --> 00:09:26.060]  不是音的問題
[00:09:26.060 --> 00:09:28.060]  而是
[00:09:28.060 --> 00:09:30.660]  詩人為什麼會這樣寫
[00:09:30.660 --> 00:09:31.460]  留意一件事
[00:09:31.460 --> 00:09:33.460]  聖經是一個文學的作品
[00:09:33.460 --> 00:09:35.460]  常常有很多文學的用法
[00:09:35.460 --> 00:09:36.860]  如果一看第一節就是
[00:09:36.860 --> 00:09:37.860]  我的心切無你
[00:09:37.860 --> 00:09:41.060]  好像綠切無溪水一樣
[00:09:41.060 --> 00:09:42.660]  他用綠去比喻他自己
[00:09:42.660 --> 00:09:43.660]  是一個比喻
[00:09:43.660 --> 00:09:44.660]  我們正常人看完之後
[00:09:44.660 --> 00:09:46.060]  會問一個問題就是
[00:09:46.060 --> 00:09:47.060]  咦
[00:09:47.060 --> 00:09:49.260]  綠有多切無溪水
[00:09:49.260 --> 00:09:52.260]  現實就是我們作為在香港生活的人
[00:09:52.260 --> 00:09:54.260]  你在香港看到綠是多艱難
[00:09:54.260 --> 00:09:55.060]  其實能不能看到
[00:09:55.060 --> 00:09:56.460]  我真的不太知道
[00:09:56.460 --> 00:09:57.060]  好像沒有
[00:09:57.060 --> 00:09:58.660]  我一直說
[00:09:58.660 --> 00:09:59.660]  我兩天都在想
[00:09:59.660 --> 00:10:00.860]  我在香港裡面
[00:10:00.860 --> 00:10:02.060]  我應該沒見過綠的
[00:10:02.060 --> 00:10:02.660]  OK
[00:10:02.660 --> 00:10:03.260]  綠絨
[00:10:03.260 --> 00:10:05.060]  有時在藝術材鋪都可以看到
[00:10:05.060 --> 00:10:06.860]  綠就不好意思了
[00:10:07.860 --> 00:10:09.860]  但是詩人當時寫
[00:10:09.860 --> 00:10:11.060]  當時寫
[00:10:11.060 --> 00:10:12.260]  你明白嗎
[00:10:12.260 --> 00:10:14.660]  我要回到那個處境去看一件事
[00:10:14.660 --> 00:10:16.460]  寫詩的人其實是在說
[00:10:16.460 --> 00:10:20.260]  那時候一個人所共知的狀態
[00:10:20.260 --> 00:10:21.660]  就是說那句話
[00:10:21.660 --> 00:10:23.260]  大家都會明白的
[00:10:23.260 --> 00:10:24.660]  在他們的理解裡面
[00:10:24.660 --> 00:10:26.660]  在他們認識當時的常識
[00:10:26.660 --> 00:10:28.260]  綠很需要水的
[00:10:28.260 --> 00:10:30.660]  所以當我們在說
[00:10:30.660 --> 00:10:31.660]  當詩人在說
[00:10:31.660 --> 00:10:33.660]  他渴慕神的時間
[00:10:33.660 --> 00:10:35.660]  他最容易的舉例就是
[00:10:35.660 --> 00:10:37.860]  他好像綠一樣
[00:10:37.860 --> 00:10:39.660]  很需要水的
[00:10:39.660 --> 00:10:41.460]  當我們香港人
[00:10:41.460 --> 00:10:42.660]  就是經常說有些人
[00:10:42.660 --> 00:10:44.460]  大聲地在做一些事情的時候
[00:10:44.460 --> 00:10:45.860]  我們很多時候會說
[00:10:45.860 --> 00:10:47.860]  地球已經阻止不了他
[00:10:47.860 --> 00:10:49.860]  這些事情你明白嗎
[00:10:49.860 --> 00:10:52.060]  就是你去到別的國家
[00:10:52.060 --> 00:10:53.860]  不是很知道什麼叫地球阻止不了他
[00:10:53.860 --> 00:10:55.060]  地球一直在自轉
[00:10:55.060 --> 00:10:56.260]  怎麼會阻止不了那個人呢
[00:10:56.260 --> 00:10:59.060]  但是我們很明白什麼叫地球已經阻止不了他
[00:10:59.060 --> 00:11:00.660]  當有些人在埋怨很多事情
[00:11:00.660 --> 00:11:02.060]  哇這件事那件事
[00:11:02.060 --> 00:11:03.060]  香港人又會說
[00:11:03.060 --> 00:11:04.460]  哎呀地球很危險
[00:11:04.460 --> 00:11:05.460]  應該移民去哪裡
[00:11:06.060 --> 00:11:07.060]  火星啊
[00:11:07.060 --> 00:11:08.660]  如果你沒有看過周星馳的電影
[00:11:08.660 --> 00:11:10.060]  你是不會知道他在說什麼的
[00:11:10.060 --> 00:11:12.260]  但是如果看過的香港人或者中國人
[00:11:12.260 --> 00:11:13.060]  都會懂得用
[00:11:13.060 --> 00:11:14.860]  一說就明白了
[00:11:14.860 --> 00:11:17.260]  就正如剛才這裡說的聖經
[00:11:17.260 --> 00:11:20.260]  我多渴慕神啊
[00:11:20.260 --> 00:11:21.460]  對於他們的人來說
[00:11:21.460 --> 00:11:22.660]  好像綠一樣
[00:11:22.660 --> 00:11:23.660]  他很需要水的
[00:11:23.660 --> 00:11:24.860]  就好像我一樣
[00:11:24.860 --> 00:11:29.260]  回到剛才前面說的
[00:11:29.260 --> 00:11:31.260]  我要親近神的時候
[00:11:31.260 --> 00:11:34.060]  耶穌也是要親近神的
[00:11:34.460 --> 00:11:37.460]  是啊 他也要親近做物主的阿伯父
[00:11:37.460 --> 00:11:41.460]  他早上醒來就去抗疫
[00:11:41.460 --> 00:11:43.260]  選一個沒有人騷擾的地方
[00:11:43.260 --> 00:11:44.660]  走遠一點
[00:11:44.660 --> 00:11:48.060]  很專心的來到神面前禱告
[00:11:48.060 --> 00:11:50.660]  剛才說的那種心態
[00:11:50.660 --> 00:11:52.860]  我相信剛剛C篇42篇
[00:11:52.860 --> 00:11:54.260]  就是在說那時候
[00:11:54.260 --> 00:11:56.060]  甚至我們每一個人都可以有
[00:11:56.060 --> 00:11:58.060]  那個對神的渴慕
[00:11:58.060 --> 00:12:00.060]  說他們說到這一刻
[00:12:00.060 --> 00:12:00.660]  我說到這一刻
[00:12:00.660 --> 00:12:01.260]  你會在想
[00:12:01.260 --> 00:12:03.660]  牧師我也不覺得很渴慕
[00:12:03.660 --> 00:12:05.060]  我更會鼓勵你
[00:12:05.060 --> 00:12:06.060]  請你禱告
[00:12:06.060 --> 00:12:07.460]  禱告求神
[00:12:07.460 --> 00:12:09.060]  神讓我對你渴慕
[00:12:09.060 --> 00:12:11.060]  如果我們對神沒什麼興趣的時候
[00:12:11.060 --> 00:12:12.460]  是很慘的一件事
[00:12:12.460 --> 00:12:13.860]  縱然我們也明白的
[00:12:13.860 --> 00:12:15.460]  我們多麼渴慕神
[00:12:15.460 --> 00:12:17.860]  永遠都不會夠神渴慕我們
[00:12:17.860 --> 00:12:19.860]  你明白嗎?
[00:12:19.860 --> 00:12:21.660]  我們很渴慕的嗎?
[00:12:21.660 --> 00:12:22.860]  神很渴慕
[00:12:22.860 --> 00:12:23.460]  是啊
[00:12:23.460 --> 00:12:25.260]  神喜歡親近我們
[00:12:25.260 --> 00:12:26.460]  從來在任何時候
[00:12:26.460 --> 00:12:28.460]  都比我們喜歡親近祂多一點
[00:12:28.460 --> 00:12:29.860]  是不是?
