
[00:00:00.000 --> 00:00:04.600]  耶和華是我的岩石 我的山寨 我的救主
[00:01:50.900 --> 00:01:53.920]  但是我們不能夠得到什麼
[00:01:53.920 --> 00:01:58.120]  甚至我們很努力都改變不了原來我們最的本性
[00:01:58.120 --> 00:02:02.160]  接著他說到我們什麼都沒有 只有投靠主
[00:02:02.160 --> 00:02:06.560]  所以Rock of Ages 主耶穌是我們的盤石
[00:02:06.560 --> 00:02:08.560]  這個都是我們今晚所看的
[00:02:08.560 --> 00:02:12.600]  上次我們開始看第一個《變臉前傳》
[00:02:12.600 --> 00:02:16.560]  就是你問我 請問我是誰?
[00:02:16.560 --> 00:02:19.600]  主耶穌因為快要離開世界
[00:02:19.600 --> 00:02:23.620]  所以祂要揀選一些人接祂的棒
[00:02:23.620 --> 00:02:30.040]  祂一定要知道那個人是不是真的值得祂來信賴
[00:02:30.040 --> 00:02:32.040]  祂是不是肯委身
[00:02:32.040 --> 00:02:36.760]  而對祂和祂的使命又清不清楚呢?
[00:02:36.760 --> 00:02:39.400]  以致祂可以承擔這個重任
[00:02:39.400 --> 00:02:42.400]  於是耶穌帶著這幫門徒
[00:02:42.400 --> 00:02:45.780]  去一個對他們來說非常不利的地方
[00:02:45.780 --> 00:02:48.340]  就是蓋薩利亞肥納比
[00:02:48.340 --> 00:02:54.000]  這個地方充滿了拜蓋薩的廟宇
[00:02:54.000 --> 00:02:57.520]  危俄高聳 白色的大理石
[00:02:57.520 --> 00:03:00.160]  我們去以色列都會去這個地方
[00:03:00.160 --> 00:03:02.960]  不過當然現在已經沒有了這些廟宇
[00:03:02.960 --> 00:03:06.480]  但是可以看到那些廟宇的所在地在哪裡
[00:03:06.480 --> 00:03:08.820]  還有就是拜那些假神
[00:03:08.820 --> 00:03:10.580]  但是那些廟宇都很厲害的
[00:03:10.580 --> 00:03:13.080]  正如香港的教會
[00:03:13.080 --> 00:03:15.880]  你想想去智聯政院
[00:03:15.880 --> 00:03:21.980]  和可能你在唐樓上租兩個單位來比較
[00:03:21.980 --> 00:03:25.820]  簡直就是一個很大的差別 是不是?
[00:03:25.820 --> 00:03:28.440]  那時候耶穌特意揀選這個地方
[00:03:28.440 --> 00:03:31.520]  就問那些門徒 你說我是誰?
[00:03:31.520 --> 00:03:35.100]  那些門徒就說 有人說你是以利
[00:03:35.100 --> 00:03:37.940]  有人說你是施洗約翰
[00:03:37.940 --> 00:03:39.820]  我們說施洗約翰是同期的
[00:03:39.820 --> 00:03:42.000]  為什麼會說是施洗約翰呢?
[00:03:42.000 --> 00:03:44.440]  有人就說你是耶利米
[00:03:44.440 --> 00:03:47.520]  也有人說你是先知的一位
[00:03:47.520 --> 00:03:51.660]  這個是我們上一堂所說的
[00:03:51.660 --> 00:03:54.240]  大家可以上網看一看
[00:03:54.240 --> 00:03:58.660]  其實這些已經是對耶穌
[00:03:58.660 --> 00:04:01.280]  對普通人來說是一個高舉
[00:04:01.280 --> 00:04:04.100]  因為這幾個人物都是非常重要的
[00:04:04.100 --> 00:04:06.200]  他們沒有去說
[00:04:06.200 --> 00:04:08.780]  有些人說你是離經叛道
[00:04:08.780 --> 00:04:12.620]  有些人說你是被魔鬼上身的
[00:04:12.620 --> 00:04:15.320]  靠鬼王趕鬼 門徒已經聰明了
[00:04:15.320 --> 00:04:17.000]  不去說這些東西
[00:04:17.000 --> 00:04:22.460]  但是耶穌並不滿足於這個所謂的尊重
[00:04:22.460 --> 00:04:24.340]  於是他就問彼得
[00:04:24.340 --> 00:04:27.620]  彼得 你說我是誰呢?
[00:04:27.620 --> 00:04:29.500]  彼得的回應是什麼呢?
[00:04:29.500 --> 00:04:33.820]  很簡單 馬達福音第十六章第十六節
[00:04:33.820 --> 00:04:38.000]  你是基督是永生神的兒子
[00:04:38.000 --> 00:04:40.440]  很簡單 彼得就說你就是基督
[00:04:40.440 --> 00:04:42.180]  是永生神的兒子
[00:04:42.180 --> 00:04:45.740]  記住 今天主耶穌也同樣問我們
[00:04:45.740 --> 00:04:47.560]  你說我是誰?
[00:04:47.560 --> 00:04:50.160]  我們不要拾人牙慧
[00:04:50.160 --> 00:04:53.440]  大家知道拾人牙慧的成語意思是什麼嗎?
[00:04:53.440 --> 00:04:56.480]  廣東話就是不要執人口水尾
[00:04:56.480 --> 00:04:58.680]  一定要你自己親身的經歷
[00:04:58.680 --> 00:05:01.000]  是你自己親自對神的認識
[00:05:01.000 --> 00:05:03.880]  我已經多次說 譬如我們要聽道
[00:05:03.880 --> 00:05:06.140]  一篇好的道 讓我們有一個啟發
[00:05:06.140 --> 00:05:08.880]  我們參加查經班 希望我們有提醒
[00:05:08.880 --> 00:05:12.020]  這個是好的 但是這個並不足夠的
[00:05:12.020 --> 00:05:15.240]  一定要你自己親身的去經歷
[00:05:15.240 --> 00:05:18.880]  而不是別人說你是怎樣
[00:05:18.880 --> 00:05:21.500]  我們要個人對自己有深切的認識
[00:05:21.500 --> 00:05:26.340]  才能夠在我們的生命、生活裏面產生影響
[00:05:26.340 --> 00:05:30.400]  英國很著名的一位報導家
[00:05:30.400 --> 00:05:37.260]  除了約翰·維斯利 就是懷特·菲德·喬治·威特
[00:05:37.260 --> 00:05:40.980]  他曾經問一個信徒 你信的是什麼?
[00:05:40.980 --> 00:05:44.280]  他說 我就是信教會所信的
[00:05:44.280 --> 00:05:47.560]  教會信什麼 譬如使徒信經 我就信這些
[00:05:47.560 --> 00:05:49.960]  那你的教會信的是什麼呢?
[00:05:49.960 --> 00:05:53.980]  哦 我教會所信的 就是我所信的
[00:05:53.980 --> 00:05:56.920]  那你和你的教會所信的是什麼呢?
[00:05:56.920 --> 00:06:00.800]  這個猶豫一會 我們信的都是一樣的
[00:06:00.800 --> 00:06:02.800]  這個就是人云亦云
[00:06:02.800 --> 00:06:06.700]  記住 我們不單單要聽牧者的宣講
[00:06:06.700 --> 00:06:10.680]  主學的老師的教導 或者其他人的一些經歷
[00:06:10.680 --> 00:06:15.600]  他們的見證 甚至某些神學家的論述
[00:06:15.600 --> 00:06:18.020]  但這些都是二手資料來的
[00:06:18.020 --> 00:06:22.120]  我們絕對不是貶低我們牧者的宣講
[00:06:22.120 --> 00:06:27.140]  因為他們都很辛苦的 應該是很辛苦的
[00:06:27.140 --> 00:06:34.460]  來研究成果 但他人的論述 客觀的理論
[00:06:34.460 --> 00:06:38.680]  絕對不能夠替代我們自己個人
[00:06:38.680 --> 00:06:41.740]  和基督親身的經歷
[00:06:41.740 --> 00:06:46.760]  更加不能夠取代我們和他們之間的密切關係
[00:06:46.760 --> 00:06:52.720]  所以記住 我們要聽道 但也要去行道
[00:06:52.720 --> 00:06:57.480]  更加多讀熟靈書籍 好好地每天靈修
[00:06:57.480 --> 00:07:00.340]  然後吸收神的話語
[00:07:00.340 --> 00:07:04.320]  我今天開始 我剛剛看完彼得前書
[00:07:04.320 --> 00:07:08.900]  理論上應該看彼得後書的 但是我都改了
[00:07:08.900 --> 00:07:14.060]  我今天開始看全道書 當然我已經看過很多次
[00:07:14.060 --> 00:07:17.220]  但現在對著這個荒謬的世界的時候
[00:07:17.220 --> 00:07:20.580]  我更加怎樣去看這個世代呢?
[00:07:20.580 --> 00:07:22.720]  是不是真是虛空的虛空呢?
[00:07:22.720 --> 00:07:27.320]  所以這個就是我自己會很著緊去靈修的關係
[00:07:27.320 --> 00:07:31.700]  好了 主耶穌怎樣去稱讚彼得呢?
[00:07:31.700 --> 00:07:36.200]  祂說這是神給你的啟示 彼得的答案
[00:07:36.200 --> 00:07:39.380]  我們會覺得很簡單 你是永生神的兒子 是不是?
[00:07:39.380 --> 00:07:42.900]  但對當時的人來說是絕對不簡單
[00:07:42.900 --> 00:07:48.140]  因為當時猶太人他們很盼望有彌賽亞
[00:07:48.140 --> 00:07:49.860]  什麼叫彌賽亞呢?
[00:07:49.860 --> 00:07:54.880]  彌賽亞就是受高者 即是被高有彌達的祖母
[00:07:54.880 --> 00:07:58.900]  他們有特定的要求和期待
[00:07:58.900 --> 00:08:04.340]  他們心目中已經有彌賽亞的印象和模式
[00:08:04.340 --> 00:08:06.740]  他們認為那個彌賽亞是什麼呢?
[00:08:06.740 --> 00:08:10.860]  它就是一個政治上的君王
[00:08:10.860 --> 00:08:13.900]  可以帶領他們的國家得到復興
[00:08:13.900 --> 00:08:16.660]  因為當時他們的國家已經亡了很久
[00:08:16.660 --> 00:08:19.540]  當時是被羅馬政府統治著
[00:08:19.540 --> 00:08:21.940]  所以他們很渴望有一位彌賽亞
[00:08:21.940 --> 00:08:25.240]  有一位君王來 就像大衛·索羅門那樣
[00:08:25.240 --> 00:08:27.680]  令他們的國家來中興
[00:08:27.680 --> 00:08:31.580]  所以當耶穌操衣麻布
[00:08:31.580 --> 00:08:36.460]  只是一幫婦女平民來跟祂交往
[00:08:36.460 --> 00:08:40.660]  耶穌竟然和那些小蚊子都來重視他們
[00:08:40.660 --> 00:08:44.860]  他們覺得這個不是他們心目中的彌賽亞
[00:08:44.860 --> 00:08:47.940]  同樣的 很簡單舉個例子
[00:08:47.940 --> 00:08:50.140]  當年我要讀神學的時候
[00:08:50.140 --> 00:08:52.380]  我1972、1973年左右
[00:08:52.380 --> 00:08:56.740]  是被神呼召 有這個感動要讀神學
[00:08:56.740 --> 00:09:00.040]  我終於在1975年入了神學院
[00:09:00.040 --> 00:09:02.880]  已經是50年前了
[00:09:02.880 --> 00:09:06.340]  但是當年我要讀神學的時候
[00:09:06.340 --> 00:09:12.020]  很多的基督徒和我的團友都很大的懷疑
[00:09:12.020 --> 00:09:13.720]  你是不是真的?
[00:09:13.720 --> 00:09:17.860]  因為原來他們一直有一個目者的形象
[00:09:17.860 --> 00:09:19.320]  我是北宣的
[00:09:19.320 --> 00:09:22.300]  目者的形象就是藤近輝牧師
[00:09:22.300 --> 00:09:25.380]  是很溫文易雅 走路很斯文
[00:09:25.380 --> 00:09:27.780]  說話是很溫柔 很小聲的
[00:09:27.780 --> 00:09:30.020]  他的嘴巴都不會開得很大
[00:09:30.020 --> 00:09:32.200]  他的接班人就是蕭索華牧師
[00:09:32.200 --> 00:09:35.580]  都是同一個這樣的風格
[00:09:35.580 --> 00:09:40.960]  但是我從小到大都喜歡說笑 喜歡玩
[00:09:40.960 --> 00:09:43.960]  走路是很靈敏的
[00:09:43.960 --> 00:09:47.220]  在街上走的時候 嫌人多
[00:09:47.220 --> 00:09:51.260]  我走在馬路邊一直過 喜歡說笑
[00:09:51.260 --> 00:09:55.540]  所以那個形象是完全的
[00:09:55.540 --> 00:09:59.400]  和當時的傳道人的形象是很不同的
[00:09:59.400 --> 00:10:00.980]  所以我是被質疑
[00:10:00.980 --> 00:10:03.100]  究竟我是不是真的去讀神學
[00:10:03.100 --> 00:10:05.920]  我怎麼可以做成一個傳道人呢?
[00:10:05.920 --> 00:10:10.700]  同樣的 主耶穌在當時的彌賽模樣是相距甚遠的
[00:10:10.700 --> 00:10:13.820]  因此按照常人的觀點來看
[00:10:13.820 --> 00:10:16.980]  主耶穌絕對不會是彌賽
[00:10:16.980 --> 00:10:22.300]  其實人先傳的觀念和實體有很大的差距
[00:10:22.300 --> 00:10:24.060]  現在我們容易接受
[00:10:24.060 --> 00:10:26.540]  但是那個年代 或者十幾二十年前
[00:10:26.540 --> 00:10:27.740]  都不是很容易接受
[00:10:27.740 --> 00:10:32.460]  我舉一個很特別的經歷
[00:10:32.460 --> 00:10:37.860]  這個我想是二十多年前的一件事
[00:10:37.860 --> 00:10:41.380]  那個時候很少人去這些地方 因為太遠了
[00:10:41.380 --> 00:10:43.620]  後來不僅僅在奧克蘭
[00:10:43.620 --> 00:10:45.620]  還會去到另外一些的地方
[00:10:45.620 --> 00:10:51.080]  甚至去到最南部 丹尼頓、大學城、利比亞
[00:10:51.080 --> 00:10:55.400]  但是我最深印象的那個地方叫做Nelson
[00:10:55.400 --> 00:10:57.900]  是坐小型飛機去的
[00:10:57.900 --> 00:11:01.520]  那個飛機只有十五、六個人坐的
[00:11:01.520 --> 00:11:07.360]  下到這個地方是完全沒有移民局的
[00:11:07.360 --> 00:11:10.160]  就好像你下巴士那樣
[00:11:10.160 --> 00:11:13.720]  下去之後就開個玻璃門
[00:11:13.720 --> 00:11:17.920]  就進去那個叫做機場 但是很小的
[00:11:17.920 --> 00:11:20.160]  好像兩間舖位的樣子
[00:11:20.160 --> 00:11:23.020]  然後等那些人拿行李
[00:11:23.020 --> 00:11:25.020]  只有幾件行李而已
[00:11:25.020 --> 00:11:27.640]  接著你拿了行李就可以走了
[00:11:27.640 --> 00:11:30.840]  我第一次去 我還帶了一些單張去的
[00:11:30.840 --> 00:11:34.700]  要自己貼海報 告訴別人今天晚上有聚會
[00:11:34.700 --> 00:11:37.040]  那當然要有人接我的飛機
[00:11:37.040 --> 00:11:40.760]  那個飛機只有十一、二個人
[00:11:40.760 --> 00:11:46.760]  我看到有一個中國籍的人在周圍看
[00:11:46.760 --> 00:11:51.000]  已經沒有什麼人了 我在面前走了兩次
[00:11:51.000 --> 00:11:53.280]  他看一看我 但是沒有理我
[00:11:53.280 --> 00:11:55.780]  結果整個機場都沒有人了
[00:11:55.780 --> 00:11:58.280]  我就走去問他
[00:11:58.280 --> 00:12:01.680]  不好意思 你是不是在等人?他說是呀
[00:12:01.680 --> 00:12:04.900]  我們是不是在等梁永善牧師?他說是呀
[00:12:04.900 --> 00:12:08.400]  我跟他說 我就說是呀
[00:12:08.400 --> 00:12:13.100]  他呆了 他接著拿張照片來看
[00:12:13.100 --> 00:12:17.340]  有些質疑 質疑是好的
[00:12:17.340 --> 00:12:21.280]  我今天也有一些奉獻
[00:12:21.280 --> 00:12:24.140]  不是不應該用奉獻 我們用得好一點
[00:12:24.140 --> 00:12:27.040]  有一些捐獻給一個家庭
[00:12:27.040 --> 00:12:31.840]  他在黃福苑丈夫燒死了 即狗燒死了
[00:12:31.840 --> 00:12:35.320]  他其實不是真的是冥恩堂的會友
[00:12:35.320 --> 00:12:37.320]  但是我跟他們都熟的
[00:12:37.320 --> 00:12:40.520]  我會告訴他這個人有這個情況
[00:12:40.520 --> 00:12:43.280]  我就說我沒有他的電話
[00:12:43.280 --> 00:12:45.520]  終於會友給我電話
[00:12:45.520 --> 00:12:47.020]  我就發了一個信息給他
[00:12:47.020 --> 00:12:49.300]  我已經留了聲音信息了
[00:12:49.300 --> 00:12:50.900]  我說我是梁永善牧師
[00:12:50.900 --> 00:12:53.760]  我想聯絡你 想關心你
[00:12:53.760 --> 00:12:59.880]  我特意說話 免得在文字上你質疑我是誰
[00:12:59.880 --> 00:13:03.140]  但可能我真的很厲害 AI都可以變聲
[00:13:03.140 --> 00:13:06.740]  後來我就說你可不可以給我銀行的戶口資料
[00:13:06.740 --> 00:13:09.180]  我不需要給密碼 只是你的名字和電話
[00:13:09.180 --> 00:13:11.720]  即銀行號碼給我就可以了
[00:13:11.720 --> 00:13:13.540]  誰知道沒有記錄 是POST密碼
[00:13:13.540 --> 00:13:15.820]  我說現在你回到你們的教會
[00:13:15.820 --> 00:13:19.620]  一會兒我將他的資料傳給你
[00:13:19.620 --> 00:13:22.160]  有一位姐妹就跟我說
[00:13:22.160 --> 00:13:27.080]  她說那個人的弟父告訴她
[00:13:27.080 --> 00:13:29.880]  梁永善牧師找她拿銀行資料
[00:13:29.880 --> 00:13:30.900]  不知道是不是真的
[00:13:30.900 --> 00:13:32.700]  所以牧師我要向你求證
[00:13:32.700 --> 00:13:34.500]  哇 這麼特別
[00:13:34.500 --> 00:13:38.880]  那個死者的妻子的弟父
[00:13:38.880 --> 00:13:41.920]  然後托一些人來這裡去查
[00:13:41.920 --> 00:13:44.380]  後來查到了 真是我了
[00:13:44.380 --> 00:13:47.120]  當然我都已經捐獻了
[00:13:47.120 --> 00:13:50.680]  因為現在有些人都是
[00:13:50.680 --> 00:13:53.440]  在網上給你一些很漂亮的照片
[00:13:53.440 --> 00:13:56.600]  但原來真正的 可能她說自己很漂亮
[00:13:56.600 --> 00:14:00.200]  但原來她說很醜陋的 她騙人的
[00:14:00.200 --> 00:14:03.980]  好了 我說回那時候我坐飛機
[00:14:03.980 --> 00:14:06.400]  都是穿一件很寬鬆的衣服
[00:14:06.400 --> 00:14:10.980]  T恤來的 一定是穿一條波褲
[00:14:10.980 --> 00:14:15.060]  還有可能頭髮凌亂
[00:14:15.060 --> 00:14:17.480]  但當她看見我的時候
[00:14:17.480 --> 00:14:21.320]  再對一對照片 就是這一張 你看
[00:14:21.320 --> 00:14:25.160]  差很遠 我想你們都看到笑爆嘴了 是不是?
[00:14:25.160 --> 00:14:28.620]  這張照片是我那時候拍電視的時候
[00:14:28.620 --> 00:14:30.040]  他們給我拍的
[00:14:30.040 --> 00:14:32.260]  所以你留意到
[00:14:32.260 --> 00:14:37.180]  當時的人對耶穌是完全不會覺得祂是彌賽
[00:14:37.180 --> 00:14:39.360]  所以主耶穌對彼得的回應
[00:14:39.360 --> 00:14:41.360]  就發出了這個讚歎
[00:14:41.360 --> 00:14:45.900]  我們再來看第16章第17節
[00:14:45.900 --> 00:14:49.960]  耶穌對他說:「西門巴若拿 你是有福的
[00:14:49.960 --> 00:14:53.040]  因為這不是屬血肉的 只是你的
[00:14:53.040 --> 00:14:55.900]  乃是我在天上的父子是的」
[00:14:55.900 --> 00:14:59.080]  這裏你看清楚耶穌怎樣說
[00:14:59.080 --> 00:15:01.000]  有沒有留意到耶穌
[00:15:01.000 --> 00:15:04.440]  祂特別的 祂不是說彼得
[00:15:04.440 --> 00:15:09.160]  祂將彼得全個的名字說出來
[00:15:09.160 --> 00:15:12.620]  「西門巴若拿」
[00:15:12.620 --> 00:15:17.140]  「西門」就是祂原本的名字
[00:15:17.140 --> 00:15:18.700]  「彼得」你記得嗎?
[00:15:18.700 --> 00:15:21.780]  就是主耶穌給祂起的這個名字
[00:15:21.780 --> 00:15:26.580]  而「若拿」就是祂父親的名字
[00:15:26.580 --> 00:15:28.980]  所以說「西門巴若拿」
[00:15:28.980 --> 00:15:31.940]  這個字有另外翻譯就是「若翰」
[00:15:31.940 --> 00:15:33.940]  「巴」就是兒子的意思
[00:15:33.940 --> 00:15:37.460]  所以「Ben」就是人家的兒子
[00:15:37.460 --> 00:15:39.040]  「Benson」就是孫子
[00:15:39.040 --> 00:15:41.120]  「Ben」的兒子就是孫子 是不是?
[00:15:41.120 --> 00:15:44.820]  原來「Ben」就是兒子的意思
[00:15:44.820 --> 00:15:48.040]  即是「若拿」的兒子「西門」
[00:15:48.040 --> 00:15:50.860]  好 我們來看看
[00:15:50.860 --> 00:15:53.840]  《約翰福音》第一章第42節
[00:15:53.840 --> 00:15:58.100]  我們讀一下括弧的字 好嗎?
[00:15:58.100 --> 00:16:00.220]  好 第一章第42節
[00:16:00.220 --> 00:16:02.220]  「於是領他去見耶穌
[00:16:02.220 --> 00:16:03.820]  耶穌看在他說
[00:16:03.820 --> 00:16:05.820]  『你是約翰的兒子西門』
[00:16:05.820 --> 00:16:09.620]  約翰在馬太十六章十七節稱若拿
[00:16:09.620 --> 00:16:13.480]  你要稱為基發 基發翻出來就是彼得』」
[00:16:13.480 --> 00:16:14.500]  聽到嗎?
[00:16:14.500 --> 00:16:16.300]  耶穌後來就跟他說
[00:16:16.300 --> 00:16:18.700]  「你是約翰的兒子西門」
[00:16:18.700 --> 00:16:22.420]  那「若翰」原來在《馬太福音》第十六章十七節
[00:16:22.420 --> 00:16:23.940]  就稱為「若拿」
[00:16:23.940 --> 00:16:28.820]  那你不是再叫做「西門」了
[00:16:28.820 --> 00:16:30.160]  你叫「基發」
[00:16:30.160 --> 00:16:32.980]  「基發」翻出來就是「彼得」的意思
[00:16:32.980 --> 00:16:36.520]  所以你留意到 它這次跟我說
[00:16:36.520 --> 00:16:38.760]  「西門巴若拿」
[00:16:38.760 --> 00:16:41.620]  其實是一個比較特別的警覺
[00:16:41.620 --> 00:16:43.500]  很簡單 舉個例
[00:16:43.500 --> 00:16:46.380]  我想問大家 你的家人怎樣稱呼你?
[00:16:46.380 --> 00:16:47.980]  你太太怎樣稱呼你?
[00:16:47.980 --> 00:16:50.340]  你的子女怎樣稱呼你?
[00:16:50.340 --> 00:16:52.000]  如果有一天
[00:16:52.000 --> 00:16:56.440]  我相信你的配偶不會叫你全名
[00:16:56.440 --> 00:17:00.900]  甚至你的兒女更加不會叫你全名
[00:17:00.900 --> 00:17:05.140]  但是如果有一天突然間你的配偶叫你全名
[00:17:05.140 --> 00:17:09.300]  「梁永善」 那肯定有問題
[00:17:09.300 --> 00:17:11.420]  我也試過給我女兒
[00:17:11.420 --> 00:17:13.820]  你帶她去叫我 不過她不是叫梁永善
[00:17:13.820 --> 00:17:16.020]  「梁牧師」
[00:17:16.020 --> 00:17:19.880]  她叫我梁牧師 接著就有問題了 知不知道?
[00:17:19.880 --> 00:17:23.160]  所以你留意到 很明顯
[00:17:23.160 --> 00:17:25.360]  他說這個就是什麼呢?
[00:17:25.360 --> 00:17:28.280]  絕對你是人的兒子
[00:17:28.280 --> 00:17:29.960]  就是「西門巴若拿」
[00:17:29.960 --> 00:17:32.080]  就是你是人的兒子
[00:17:32.080 --> 00:17:35.320]  是屬於血氣 屬於肉體
[00:17:35.320 --> 00:17:36.880]  但是這一刻
[00:17:36.880 --> 00:17:40.240]  你有特別聖靈的指引
[00:17:40.240 --> 00:17:41.920]  所以他說到
[00:17:41.920 --> 00:17:43.760]  你是什麼呢?
[00:17:43.760 --> 00:17:46.920]  「這不是屬血肉的子是你的
[00:17:46.920 --> 00:17:49.880]  乃我們天上的父子是你」
[00:17:49.880 --> 00:17:52.260]  主耶穌指出彼得這個宣告
[00:17:52.260 --> 00:17:57.300]  不是從世俗的觀點來帶他發出來的
[00:17:57.300 --> 00:18:00.000]  他不單單是看主耶穌的外表
[00:18:00.000 --> 00:18:02.080]  正如保羅曾經說
[00:18:02.080 --> 00:18:09.220]  他說到他都曾經憑外表去認過基督
[00:18:09.220 --> 00:18:11.840]  在《哥倫多》後書第五章第十六節
[00:18:11.840 --> 00:18:14.680]  他說這次是神啟示你的
[00:18:14.680 --> 00:18:18.140]  如果很真實地說 單憑我們個人的力量
[00:18:18.140 --> 00:18:20.540]  我們沒有辦法參透神的事
[00:18:20.540 --> 00:18:24.580]  我們看看《哥倫多》前書第二章第十到第十一節
[00:18:24.580 --> 00:18:27.000]  我們一起了讀
[00:18:27.000 --> 00:18:30.160]  「只有神藉著聖靈向我們顯明了
[00:18:30.160 --> 00:18:32.340]  因為聖靈參透萬事
[00:18:32.340 --> 00:18:35.220]  就是神深愛的事也參透了
[00:18:35.220 --> 00:18:37.600]  除了在人裡頭的靈
[00:18:37.600 --> 00:18:39.060]  誰知道人的事
[00:18:39.060 --> 00:18:41.200]  像這樣除了神的靈
[00:18:41.200 --> 00:18:43.580]  也沒有人知道神的事」
[00:18:43.580 --> 00:18:45.120]  這裡很清楚地說到
[00:18:45.120 --> 00:18:49.140]  原來我們沒有辦法憑我們自己有限的頭腦
[00:18:49.140 --> 00:18:52.740]  完全認識這個神
[00:18:52.740 --> 00:18:57.180]  是今天 原來是聖靈的工作
[00:18:57.180 --> 00:18:59.560]  如果沒有聖靈在我們心裡面動工
[00:18:59.560 --> 00:19:02.380]  我們是沒有辦法來認識這個真理
[00:19:02.380 --> 00:19:05.920]  所以只有聖靈來啟迪我們
[00:19:05.920 --> 00:19:09.460]  我們再看第十四節好不好?
[00:19:09.460 --> 00:19:13.220]  「然而屬血氣的人不領會神聖靈的事
[00:19:13.220 --> 00:19:14.920]  反倒以為如絕
[00:19:14.920 --> 00:19:16.320]  並且不能知道
[00:19:16.320 --> 00:19:21.100]  因為這些事唯有屬靈的人參能看透」
[00:19:21.100 --> 00:19:24.480]  所以你看到有些人說信耶穌是神經病的
[00:19:24.480 --> 00:19:25.420]  是傻的
[00:19:25.420 --> 00:19:29.160]  耶穌幾千年前來看十字架
[00:19:29.160 --> 00:19:30.680]  就可以救了我們
[00:19:30.680 --> 00:19:32.560]  你講吧 撒旺
[00:19:32.560 --> 00:19:35.240]  有些人憑他自己的聰明智慧
[00:19:35.240 --> 00:19:37.700]  是不能夠完全認識這個神
[00:19:37.700 --> 00:19:40.600]  但是我們心裡有個疑惑
[00:19:40.600 --> 00:19:46.180]  就是說不是每一個人可以領受神的話
[00:19:46.180 --> 00:19:50.940]  因為似乎一切都是神來做決定的
[00:19:50.940 --> 00:19:55.400]  你留意到主耶穌稱彼得是有福的
[00:19:55.400 --> 00:19:59.100]  原文的意思是有福的人就是你
[00:19:59.100 --> 00:20:01.660]  西門巴若那
[00:20:01.660 --> 00:20:05.020]  而這個有福在聖經中一貫的用法
[00:20:05.020 --> 00:20:06.520]  就是講什麼呢?
[00:20:06.520 --> 00:20:08.320]  大家應該很熟悉的
[00:20:08.320 --> 00:20:10.160]  怎樣可以成為有福呢?
[00:20:10.160 --> 00:20:12.200]  詩篇第一篇第二節
[00:20:12.200 --> 00:20:14.620]  我想很多基督徒都很熟悉的
[00:20:14.620 --> 00:20:16.780]  「唯喜愛耶華的律法
[00:20:16.780 --> 00:20:21.300]  晝夜思想借人變為有福」是不是?
[00:20:21.300 --> 00:20:25.360]  所以要成為一個蒙福的人
[00:20:25.360 --> 00:20:27.480]  有福的人
[00:20:27.480 --> 00:20:31.800]  他不單單要從神那裡領受教導
[00:20:31.800 --> 00:20:36.800]  自己都需要有一個渴慕和追求真理的心
[00:20:36.800 --> 00:20:40.120]  他需要努力地去學習
[00:20:40.120 --> 00:20:41.480]  去鑽研
[00:20:41.480 --> 00:20:44.660]  才會有更深的領受和得著
[00:20:44.660 --> 00:20:47.020]  兩者是相輔相成的
[00:20:47.020 --> 00:20:48.940]  缺一不可的
