
[00:00:00.000 --> 00:00:06.000]  有一齣很多年前的電影
[00:03:58.000 --> 00:04:02.000]  我們先來讀一讀這段聖經
[00:04:02.000 --> 00:04:06.000]  八章十八節到三十節
[00:04:06.000 --> 00:04:07.000]  預備起
[00:04:07.000 --> 00:04:09.000]  我想現在的苦楚
[00:04:09.000 --> 00:04:12.000]  若比起將來要顯於我們的榮耀
[00:04:12.000 --> 00:04:14.000]  就不足介意了
[00:04:14.000 --> 00:04:15.000]  受造之物
[00:04:15.000 --> 00:04:19.000]  切忘等候神的眾子顯出來
[00:04:19.000 --> 00:04:20.000]  因為受造之物
[00:04:20.000 --> 00:04:22.000]  伏在虛空之下
[00:04:22.000 --> 00:04:24.000]  不是自己願意
[00:04:24.000 --> 00:04:27.000]  乃是因那叫他如此的
[00:04:27.000 --> 00:04:28.000]  但受造之物
[00:04:28.000 --> 00:04:31.000]  仍然指望脫離敗壞的核祭
[00:04:31.000 --> 00:04:34.000]  得享神兒女自由的榮耀
[00:04:34.000 --> 00:04:37.000]  我們知道一切受造之物
[00:04:37.000 --> 00:04:39.000]  一同嘆息勞苦
[00:04:39.000 --> 00:04:40.000]  直到如今
[00:04:40.000 --> 00:04:41.000]  不但如此
[00:04:41.000 --> 00:04:45.000]  就是我們者有聖靈初結果子的
[00:04:45.000 --> 00:04:48.000]  也是自己心裡嘆息
[00:04:48.000 --> 00:04:50.000]  等候得著兒子的名分
[00:04:50.000 --> 00:04:53.000]  乃是我們的身體得贖
[00:04:53.000 --> 00:04:55.000]  我們得救是在乎盼望
[00:04:55.000 --> 00:04:58.000]  只是所見的盼望不是盼望
[00:04:58.000 --> 00:05:01.000]  誰還盼望他所見的呢?
[00:05:01.000 --> 00:05:04.000]  但我們若盼望那所不見的
[00:05:04.000 --> 00:05:06.000]  就必忍耐等候
[00:05:06.000 --> 00:05:10.000]  況且我們的軟弱有聖靈幫助
[00:05:10.000 --> 00:05:13.000]  我們本不曉得當怎樣禱告
[00:05:13.000 --> 00:05:17.000]  只是聖靈親自用說不出來的嘆息
[00:05:17.000 --> 00:05:19.000]  替我們禱告
[00:05:19.000 --> 00:05:20.000]  監察人心的
[00:05:20.000 --> 00:05:22.000]  曉得聖靈的意思
[00:05:22.000 --> 00:05:25.000]  因為聖靈照著神的旨意
[00:05:25.000 --> 00:05:27.000]  替聖徒祈求
[00:05:27.000 --> 00:05:30.000]  我們曉得萬事都互相效力
[00:05:30.000 --> 00:05:32.000]  叫愛神的人得益處
[00:05:32.000 --> 00:05:35.000]  就是按他旨意被召的人
[00:05:35.000 --> 00:05:38.000]  因為他預先所知道的人
[00:05:38.000 --> 00:05:42.000]  就預先定下效法他兒子的模樣
[00:05:42.000 --> 00:05:46.000]  使他兒子在許多弟兄中得長子
[00:05:46.000 --> 00:05:49.000]  預先所定下的人又召他們來
[00:05:49.000 --> 00:05:52.000]  所召來的人又稱他們為義
[00:05:52.000 --> 00:05:56.000]  所稱為義的人又叫他們得榮耀
[00:05:56.000 --> 00:06:00.000]  上次我分享到
[00:06:00.000 --> 00:06:04.000]  神是故意揀選我們
[00:06:04.000 --> 00:06:09.000]  將我們領養成為義子
[00:06:09.000 --> 00:06:11.000]  Adoption
[00:06:11.000 --> 00:06:14.000]  但事實告訴我們
[00:06:14.000 --> 00:06:20.000]  今天我們仍然身處彎曲薄茂的世代
[00:06:20.000 --> 00:06:23.000]  所以我們在生命的階段
[00:06:23.000 --> 00:06:26.000]  仍然未完全承傳
[00:06:26.000 --> 00:06:29.000]  上帝的美麗生命特質
[00:06:29.000 --> 00:06:33.000]  於是我們就要繼續面對
[00:06:33.000 --> 00:06:38.000]  生命當中大大小小的困難和挑戰
[00:06:38.000 --> 00:06:40.000]  保羅在一開始的時候
[00:06:40.000 --> 00:06:43.000]  第十八節就這樣說
[00:06:43.000 --> 00:06:47.000]  「我想現在的苦楚若比起將來要顯出
[00:06:47.000 --> 00:06:51.000]  顯於我們的榮耀就不足介意了」
[00:06:51.000 --> 00:06:55.000]  原本這一節聖經開始的時候
[00:06:55.000 --> 00:06:57.000]  其實有一個連接詞
[00:06:57.000 --> 00:06:59.000]  華本沒有翻譯出來
[00:06:59.000 --> 00:07:02.000]  不過新漢語譯本就翻譯了
[00:07:02.000 --> 00:07:05.000]  連接詞是「事實上」
[00:07:05.000 --> 00:07:09.000]  就是正正要承接第十七節
[00:07:09.000 --> 00:07:14.000]  「與他一同受苦,與他一同得榮耀」
[00:07:14.000 --> 00:07:18.000]  受苦和得榮耀
[00:07:18.000 --> 00:07:21.000]  我形容就好像燒焊一樣
[00:07:21.000 --> 00:07:23.000]  將它們放在一起
[00:07:23.000 --> 00:07:25.000]  你是撕不開的
[00:07:25.000 --> 00:07:26.000]  分不開
[00:07:26.000 --> 00:07:29.000]  主耶穌走過的路是這樣的
[00:07:29.000 --> 00:07:34.000]  今天你和我走的路都是一樣
[00:07:34.000 --> 00:07:37.000]  正因為今天基督作王
[00:07:37.000 --> 00:07:41.000]  仍然未完全顯現
[00:07:41.000 --> 00:07:48.000]  所以今天我們仍然要面對苦楚
[00:07:48.000 --> 00:07:50.000]  面對這些挑戰
[00:07:50.000 --> 00:07:53.000]  不過保羅在這裡提醒我們
[00:07:53.000 --> 00:07:55.000]  現今的苦楚
[00:07:55.000 --> 00:08:00.000]  相對於將來的榮耀是無法比較的
[00:08:00.000 --> 00:08:03.000]  苦盡就會甘來
[00:08:03.000 --> 00:08:07.000]  榮耀必定是大得多
[00:08:07.000 --> 00:08:09.000]  因為這樣
[00:08:09.000 --> 00:08:11.000]  保羅的形容就是
[00:08:11.000 --> 00:08:16.000]  現在的苦楚不算是什麼
[00:08:16.000 --> 00:08:18.000]  接著在第十九節
[00:08:18.000 --> 00:08:20.000]  他繼續補充
[00:08:20.000 --> 00:08:25.000]  「受造之物,切望等候神的眾子顯出來」
[00:08:25.000 --> 00:08:30.000]  這一節又是有另一個連接詞
[00:08:30.000 --> 00:08:32.000]  華本認不出來
[00:08:32.000 --> 00:08:36.000]  就是因為末日的榮耀
[00:08:36.000 --> 00:08:39.000]  遠遠大過今天的苦楚
[00:08:39.000 --> 00:08:44.000]  是因為所有的受造之物
[00:08:44.000 --> 00:08:48.000]  我們都在等主耶穌的再回來
[00:08:48.000 --> 00:08:51.000]  當主耶穌再回來的時候
[00:08:51.000 --> 00:08:57.000]  眾子就能夠顯出這個榮耀
[00:08:57.000 --> 00:09:00.000]  保羅形容這個榮耀
[00:09:00.000 --> 00:09:02.000]  是很大的期望
[00:09:02.000 --> 00:09:08.000]  所以他用了「切望等候」這個形容詞
[00:09:08.000 --> 00:09:11.000]  其實這是形容一個動作
[00:09:11.000 --> 00:09:13.000]  什麼動作呢?
[00:09:13.000 --> 00:09:15.000]  是一個人伸長脖子
[00:09:15.000 --> 00:09:17.000]  抬高頭
[00:09:17.000 --> 00:09:20.000]  然後集中精神
[00:09:20.000 --> 00:09:22.000]  眼睛都不眨
[00:09:22.000 --> 00:09:24.000]  看著一件事
[00:09:24.000 --> 00:09:28.000]  很期待那件事會出現
[00:09:28.000 --> 00:09:32.000]  期待的是耶穌再回來
[00:09:32.000 --> 00:09:36.000]  為什麼要將這個焦點放在這裡呢?
[00:09:36.000 --> 00:09:39.000]  20-22節有解釋
[00:09:39.000 --> 00:09:42.000]  「因為受造之物伏在虛空之下
[00:09:42.000 --> 00:09:44.000]  不是自己願意
[00:09:44.000 --> 00:09:47.000]  乃是因那叫他如此的
[00:09:47.000 --> 00:09:51.000]  但受造之物仍然指望脫離敗壞的合制
[00:09:51.000 --> 00:09:55.000]  得享神兒女自由的榮耀」
[00:09:55.000 --> 00:09:59.000]  接著說「我們知道一切受造之物
[00:09:59.000 --> 00:10:04.000]  一同嘆息勞苦直到如今」
[00:10:04.000 --> 00:10:06.000]  保羅想我們認清
[00:10:06.000 --> 00:10:09.000]  就算你很不想也好
[00:10:09.000 --> 00:10:11.000]  自己不是願意
[00:10:11.000 --> 00:10:13.000]  但事實上
[00:10:13.000 --> 00:10:18.000]  我們沒有選擇地伏在虛空之下
[00:10:18.000 --> 00:10:22.000]  這個虛空其實在羅馬書開頭的時候
[00:10:22.000 --> 00:10:25.000]  一章21節形容過
[00:10:25.000 --> 00:10:27.000]  那裡這樣說
[00:10:27.000 --> 00:10:29.000]  「因為他們雖然知道神
[00:10:29.000 --> 00:10:32.000]  卻不當神榮耀他也不感謝他
[00:10:32.000 --> 00:10:35.000]  他們的思念變為虛妄
[00:10:35.000 --> 00:10:37.000]  無知的心就昏暗了」
[00:10:37.000 --> 00:10:41.000]  虛空、虛妄同一個字根
[00:10:41.000 --> 00:10:43.000]  意思是沒有價值
[00:10:43.000 --> 00:10:46.000]  沒有辦法達到目的
[00:10:46.000 --> 00:10:49.000]  當下當犯罪之後
[00:10:49.000 --> 00:10:56.000]  我們的世界就一直處於這樣的狀態
[00:10:56.000 --> 00:11:02.000]  第二節形容我們被罪所合制
[00:11:02.000 --> 00:11:04.000]  所以這裡說
[00:11:04.000 --> 00:11:10.000]  「我們只能一同嘆息勞苦直到如今」
[00:11:10.000 --> 00:11:14.000]  嘆息勞苦聽起來好像很無奈
[00:11:14.000 --> 00:11:16.000]  很可憐
[00:11:16.000 --> 00:11:20.000]  但如果我們比較其他的譯本
[00:11:20.000 --> 00:11:22.000]  原來不是這樣
[00:11:22.000 --> 00:11:24.000]  我們看看這裡
[00:11:24.000 --> 00:11:25.000]  其實是說
[00:11:25.000 --> 00:11:28.000]  「一切被做的都在身上
[00:11:28.000 --> 00:11:32.000]  好像經歷生產的陣痛」
[00:11:32.000 --> 00:11:35.000]  這是現代中文譯本的譯法
[00:11:35.000 --> 00:11:37.000]  嘩!完全不同了
[00:11:37.000 --> 00:11:41.000]  因為原來它是在比喻生BB
[00:11:41.000 --> 00:11:46.000]  生產的過程在當中
[00:11:46.000 --> 00:11:48.000]  很多作為母親的
[00:11:48.000 --> 00:11:50.000]  你都會明白
[00:11:50.000 --> 00:11:53.000]  無論有多痛
[00:11:53.000 --> 00:11:55.000]  總有完結的一天
[00:11:55.000 --> 00:11:56.000]  完結的時間
[00:11:56.000 --> 00:11:58.000]  你不會不停地痛下去
[00:11:58.000 --> 00:11:59.000]  對不對?
[00:11:59.000 --> 00:12:04.000]  當一個產婦經歷過
[00:12:04.000 --> 00:12:07.000]  所謂十級的痛楚
[00:12:07.000 --> 00:12:09.000]  生產之後
[00:12:09.000 --> 00:12:11.000]  新的生命
[00:12:11.000 --> 00:12:13.000]  就會為整個家庭
[00:12:13.000 --> 00:12:15.000]  為爸爸媽媽
[00:12:15.000 --> 00:12:20.000]  帶來很多喜樂和祝福
[00:12:20.000 --> 00:12:24.000]  我相信沒有人不喜歡
[00:12:24.000 --> 00:12:27.000]  最終得著榮耀
[00:12:27.000 --> 00:12:31.000]  在裡面盼望有喜樂
[00:12:31.000 --> 00:12:32.000]  有祝福
[00:12:32.000 --> 00:12:34.000]  每個人都想的
[00:12:34.000 --> 00:12:39.000]  不過我想引用剛才我引述過的
[00:12:39.000 --> 00:12:42.000]  美國短跑女子跑手
[00:12:42.000 --> 00:12:44.000]  威爾瑪·魯道夫
[00:12:44.000 --> 00:12:48.000]  他曾經說過一番很有意思的話
[00:12:48.000 --> 00:12:50.000]  可能字體小一點
[00:12:50.000 --> 00:12:51.000]  我讀給你聽
[00:13:05.000 --> 00:13:09.000]  翻譯出來大概的意思是
[00:13:09.000 --> 00:13:14.000]  當然得勝是非常之好
[00:13:14.000 --> 00:13:15.000]  對不對?
[00:13:15.000 --> 00:13:20.000]  但如果你真的想在生命裡面
[00:13:20.000 --> 00:13:22.000]  做一些事情
[00:13:22.000 --> 00:13:24.000]  秘密
[00:13:24.000 --> 00:13:28.000]  就是你要懂得怎樣輸
[00:13:28.000 --> 00:13:33.000]  當你能夠在慘敗的當中
[00:13:33.000 --> 00:13:37.000]  能夠再次得勝
[00:13:37.000 --> 00:13:39.000]  這樣就行了
[00:13:39.000 --> 00:13:44.000]  有一天你終於會成為冠軍
[00:13:44.000 --> 00:13:46.000]  真正的冠軍
[00:13:46.000 --> 00:13:49.000]  但我們怎樣知道
[00:13:49.000 --> 00:13:54.000]  這個處境、場景一定會出現呢?
[00:13:54.000 --> 00:13:59.000]  第23節告訴我們
[00:13:59.000 --> 00:14:05.000]  不但如此,就是我們者有聖靈初見果子的
[00:14:05.000 --> 00:14:07.000]  也是自己心裡嘆息
[00:14:07.000 --> 00:14:10.000]  等候得著兒子的名分
[00:14:10.000 --> 00:14:13.000]  乃是我們的身體得屬
[00:14:13.000 --> 00:14:17.000]  這裡描述到
[00:14:17.000 --> 00:14:21.000]  我們者有聖靈初見果子的
[00:14:21.000 --> 00:14:23.000]  下一章
[00:14:23.000 --> 00:14:29.000]  這裡說的一定是信耶穌那些
[00:14:29.000 --> 00:14:32.000]  信耶穌生命裡面有聖靈
[00:14:32.000 --> 00:14:35.000]  但為什麼保羅會加一條尾巴呢?
[00:14:35.000 --> 00:14:37.000]  我們者有聖靈的就行了
[00:14:37.000 --> 00:14:44.000]  為什麼無端白事加四個初見果子呢?
[00:14:44.000 --> 00:14:47.000]  初見果子
[00:14:47.000 --> 00:14:51.000]  其實原本的意思是憑據
[00:14:51.000 --> 00:14:54.000]  當我們參考
[00:14:54.000 --> 00:14:58.000]  已不鎖書一章第十四節
[00:14:58.000 --> 00:15:00.000]  那節聖經這樣說
[00:15:00.000 --> 00:15:06.000]  這聖靈是我們得基業的憑據
[00:15:06.000 --> 00:15:09.000]  括乎原文作字
[00:15:09.000 --> 00:15:11.000]  即是人字的字
[00:15:11.000 --> 00:15:14.000]  直等到神之民被擄
[00:15:14.000 --> 00:15:17.000]  使他的榮耀得著稱讚
[00:15:17.000 --> 00:15:23.000]  初見果子和憑據
[00:15:23.000 --> 00:15:26.000]  括乎原文作人字的字
[00:15:26.000 --> 00:15:28.000]  原本是同一個字
[00:15:28.000 --> 00:15:32.000]  即是我們有一項交易
[00:15:32.000 --> 00:15:35.000]  我們先付首期
[00:15:35.000 --> 00:15:37.000]  付了訂
[00:15:37.000 --> 00:15:41.000]  當你付首期付訂的時候
[00:15:41.000 --> 00:15:45.000]  那件貨品你仍然未收到手
[00:15:45.000 --> 00:15:50.000]  直到成交那一天
[00:15:50.000 --> 00:15:53.000]  你就能確切知道
[00:15:53.000 --> 00:15:57.000]  原來這份你買了的貨品
[00:15:57.000 --> 00:15:59.000]  終於到手了
[00:15:59.000 --> 00:16:06.000]  保羅用初見果子的描述
[00:16:06.000 --> 00:16:08.000]  還有另一個意思
[00:16:08.000 --> 00:16:15.000]  當舊約的時候我們要獻上初熟的果子
[00:16:15.000 --> 00:16:18.000]  我想這個觀念你聽過了
[00:16:18.000 --> 00:16:24.000]  其實一方面這是表達一份感恩
[00:16:24.000 --> 00:16:29.000]  另一方面也要告訴我們自己
[00:16:29.000 --> 00:16:32.000]  你不是獻了初熟的果子出去
[00:16:32.000 --> 00:16:34.000]  然後就沒有了
[00:16:34.000 --> 00:16:38.000]  你獻完之後還有很多
[00:16:38.000 --> 00:16:44.000]  上帝的祝福恩典是陸續有來的
[00:16:44.000 --> 00:16:47.000]  今天我們在地上
[00:16:47.000 --> 00:16:49.000]  我們是客女
[00:16:49.000 --> 00:16:51.000]  我們是寄居
[00:16:51.000 --> 00:16:56.000]  還未去到我們的目的地
[00:16:56.000 --> 00:17:00.000]  但是無論多麼困難
[00:17:00.000 --> 00:17:04.000]  在這個歷程當中
[00:17:04.000 --> 00:17:08.000]  我們仍然有恩典
[00:17:08.000 --> 00:17:10.000]  仍然有祝福
[00:17:10.000 --> 00:17:13.000]  就好像剛才說過
[00:17:13.000 --> 00:17:15.000]  已經下訂了
[00:17:15.000 --> 00:17:18.000]  我們經驗過已經下訂了
[00:17:18.000 --> 00:17:20.000]  因為這樣
[00:17:20.000 --> 00:17:23.000]  我們其實不是白等
[00:17:23.000 --> 00:17:25.000]  一定可以
[00:17:25.000 --> 00:17:27.000]  除此之外
[00:17:27.000 --> 00:17:29.000]  在23節
[00:17:29.000 --> 00:17:31.000]  我另外還要處理一個
[00:17:31.000 --> 00:17:34.000]  看來好像是一個矛盾的說法
[00:17:34.000 --> 00:17:37.000]  這裡保羅告訴我們
[00:17:37.000 --> 00:17:41.000]  我們仍然要等候得到兒子的名分
[00:17:41.000 --> 00:17:43.000]  我剛剛才開始說完
[00:17:43.000 --> 00:17:44.000]  上次有說過
[00:17:44.000 --> 00:17:46.000]  上帝是專門選擇我們的
[00:17:46.000 --> 00:17:48.000]  我們已經是神的兒子
[00:17:48.000 --> 00:17:52.000]  這裡又說你先等一會兒
[00:17:52.000 --> 00:17:54.000]  究竟是不是呢
[00:17:54.000 --> 00:17:56.000]  為什麼還要等呢
[00:17:56.000 --> 00:18:00.000]  其實這裡是說生命的關係上
[00:18:00.000 --> 00:18:04.000]  我們是屬乎神的兒子
[00:18:04.000 --> 00:18:07.000]  不過
[00:18:07.000 --> 00:18:11.000]  我們仍然未完全去承傳
[00:18:11.000 --> 00:18:15.000]  上帝的生命美麗特質
[00:18:15.000 --> 00:18:18.000]  就好像我們都知道
[00:18:18.000 --> 00:18:22.000]  這個世界是屬乎上帝
[00:18:22.000 --> 00:18:24.000]  不過我們也知道
[00:18:24.000 --> 00:18:26.000]  這個世界是亂七八糟
[00:18:26.000 --> 00:18:28.000]  其實是一樣的
[00:18:28.000 --> 00:18:32.000]  所以我們還需要等
[00:18:32.000 --> 00:18:34.000]  在往後的日子
[00:18:34.000 --> 00:18:36.000]  我們知道
[00:18:36.000 --> 00:18:38.000]  末後我們會被贖
[00:18:38.000 --> 00:18:40.000]  身體得贖
[00:18:40.000 --> 00:18:43.000]  到時作為神的兒子
[00:18:43.000 --> 00:18:45.000]  這一份榮耀和祝福
[00:18:45.000 --> 00:18:48.000]  才能夠完全被成就
[00:18:48.000 --> 00:18:50.000]  好了
[00:18:50.000 --> 00:18:52.000]  去到24節了
[00:18:52.000 --> 00:18:54.000]  保羅繼續說
[00:18:54.000 --> 00:18:57.000]  我們得救是在乎盼望
[00:18:57.000 --> 00:19:00.000]  只是所見的盼望不是盼望
[00:19:00.000 --> 00:19:03.000]  誰還盼望他所見的呢
[00:19:03.000 --> 00:19:07.000]  得救這個字是一個過去式
[00:19:07.000 --> 00:19:10.000]  即是說得救其實一次過
[00:19:10.000 --> 00:19:11.000]  已經發生了
[00:19:11.000 --> 00:19:13.000]  已經成就了
[00:19:13.000 --> 00:19:15.000]  呂鎮忠譯本也清楚一點
[00:19:15.000 --> 00:19:17.000]  我們得了救
[00:19:17.000 --> 00:19:22.000]  不過這個得救救恩在23節
[00:19:22.000 --> 00:19:25.000]  所形容的身體得贖
[00:19:25.000 --> 00:19:28.000]  仍然還未看得到
[00:19:28.000 --> 00:19:31.000]  未看得到就要盼望
[00:19:31.000 --> 00:19:35.000]  不過這節經文說得很清楚
[00:19:35.000 --> 00:19:39.000]  盼望是救恩的基礎
[00:19:39.000 --> 00:19:41.000]  你看看第一句
[00:19:41.000 --> 00:19:44.000]  我們得救是在乎盼望
[00:19:44.000 --> 00:19:50.000]  所以對於已經信了耶穌的你和我
[00:19:50.000 --> 00:19:53.000]  我們有沒有盼望
[00:19:53.000 --> 00:19:55.000]  並不是一個選擇
[00:19:55.000 --> 00:19:57.000]  也不是因為我們的性格
[00:19:57.000 --> 00:20:00.000]  可能我個人性格正面一點
[00:20:00.000 --> 00:20:03.000]  所以看東西很差
[00:20:03.000 --> 00:20:04.000]  我也覺得有希望
[00:20:04.000 --> 00:20:06.000]  不過我個人性格
[00:20:06.000 --> 00:20:08.000]  想事情想到一邊
[00:20:08.000 --> 00:20:09.000]  比較負面
[00:20:09.000 --> 00:20:11.000]  所以經常覺得不行
[00:20:11.000 --> 00:20:13.000]  沒有盼望沒有希望
[00:20:13.000 --> 00:20:15.000]  不是的
[00:20:15.000 --> 00:20:17.000]  保羅這裡告訴我們
[00:20:17.000 --> 00:20:20.000]  正正因為我們有盼望
[00:20:20.000 --> 00:20:24.000]  所以我們有救恩
[00:20:24.000 --> 00:20:26.000]  你有救恩
[00:20:26.000 --> 00:20:28.000]  如果你已經有救恩
[00:20:28.000 --> 00:20:30.000]  為什麼你會沒有盼望
[00:20:30.000 --> 00:20:32.000]  不是這樣的
[00:20:32.000 --> 00:20:36.000]  當我們知道我們有救恩
[00:20:36.000 --> 00:20:37.000]  我想告訴你
[00:20:37.000 --> 00:20:39.000]  這個盼望
[00:20:39.000 --> 00:20:43.000]  你已經放在袋裡了
[00:20:43.000 --> 00:20:45.000]  不過雖然是這樣
[00:20:45.000 --> 00:20:48.000]  二十五節告訴我們
[00:20:48.000 --> 00:20:53.000]  因為我們盼望所不見的
[00:20:53.000 --> 00:20:56.000]  未發生,未實現
[00:20:56.000 --> 00:21:00.000]  所以仍然需要忍耐等候
[00:21:00.000 --> 00:21:01.000]  隨便你了
[00:21:01.000 --> 00:21:03.000]  如果大家留心聽
[00:21:03.000 --> 00:21:06.000]  剛才我十九節才說
[00:21:06.000 --> 00:21:09.000]  保羅叫我們伸長頸
[00:21:09.000 --> 00:21:11.000]  積極地等候
[00:21:11.000 --> 00:21:13.000]  切忘等候
[00:21:13.000 --> 00:21:15.000]  接著二十五節
[00:21:15.000 --> 00:21:17.000]  不用心急
[00:21:17.000 --> 00:21:19.000]  要忍耐等候
[00:21:19.000 --> 00:21:21.000]  那是什麼意思
[00:21:21.000 --> 00:21:23.000]  一會兒叫你預設盼望
[00:21:23.000 --> 00:21:25.000]  一會兒叫你先等一下
[00:21:25.000 --> 00:21:28.000]  是不是一個矛盾
[00:21:28.000 --> 00:21:33.000]  當我們看自己信仰的歷程
[00:21:33.000 --> 00:21:37.000]  其實這個矛盾是很真實的
[00:21:37.000 --> 00:21:39.000]  想告訴你
[00:21:39.000 --> 00:21:43.000]  當我們要做一個很重要的抉擇
[00:21:43.000 --> 00:21:47.000]  生命裡有一關很難過的時候
[00:21:47.000 --> 00:21:51.000]  我們心裡常常就按耐不住
[00:21:51.000 --> 00:21:53.000]  失去了平安
[00:21:53.000 --> 00:21:55.000]  不斷地問上帝
[00:21:55.000 --> 00:21:57.000]  喂,你還不回答我
[00:21:57.000 --> 00:21:59.000]  死定了
[00:21:59.000 --> 00:22:04.000]  好像要和上帝發一個最後通牒
[00:22:04.000 --> 00:22:06.000]  逼上帝回應我
[00:22:06.000 --> 00:22:08.000]  給我一個答案
[00:22:08.000 --> 00:22:10.000]  到死線來的時候
[00:22:10.000 --> 00:22:13.000]  當我好像聽不太清楚上帝說什麼
[00:22:13.000 --> 00:22:16.000]  又或者他回答了
[00:22:16.000 --> 00:22:21.000]  但是我心裡對這個答案不接受
[00:22:21.000 --> 00:22:24.000]  結果就是我自己來
[00:22:24.000 --> 00:22:29.000]  我用我的方法去解決事情
[00:22:29.000 --> 00:22:32.000]  另外一個極端是怎樣呢
[00:22:32.000 --> 00:22:37.000]  我失去了這顆切忘等候的期盼
[00:22:37.000 --> 00:22:40.000]  都是覺得不行了
[00:22:40.000 --> 00:22:42.000]  沒有希望了
[00:22:42.000 --> 00:22:45.000]  我們忘記了上帝的應許
[00:22:45.000 --> 00:22:49.000]  於是那個人就跌下來
[00:22:49.000 --> 00:22:51.000]  沒有動力
[00:22:51.000 --> 00:22:55.000]  跌進了一個不順的陷阱裡
[00:22:55.000 --> 00:22:58.000]  所以這裡的答案是什麼呢
[00:22:58.000 --> 00:23:02.000]  我們是要在切忘等候的當中
[00:23:02.000 --> 00:23:05.000]  同時又要懂得忍耐
[00:23:05.000 --> 00:23:09.000]  你說這麼容易嗎
[00:23:09.000 --> 00:23:12.000]  很難的
