
[00:00:00.000 --> 00:00:03.960]  好 弟兄姊妹今天給大家分享一個人物
[00:04:54.840 --> 00:04:56.920]  先看一些的背景吧
[00:04:56.920 --> 00:05:02.400]  我們知道這次是神第二次呼召亞伯拉罕
[00:05:02.400 --> 00:05:03.840]  已經不是第一次了
[00:05:03.840 --> 00:05:09.160]  那對上一次 呼召他的地點是在吾爾
[00:05:09.160 --> 00:05:11.120]  是在迦勒底的吾爾
[00:05:11.440 --> 00:05:14.160]  那第二次就是在哈蘭這個地方
[00:05:14.160 --> 00:05:17.080]  那為什麼會有兩次的呼召呢
[00:05:17.080 --> 00:05:18.960]  其實第一次呼召的時候
[00:05:18.960 --> 00:05:22.640]  大家看到這個地圖可能太小
[00:05:22.640 --> 00:05:23.760]  不一定你看得清楚
[00:05:23.760 --> 00:05:25.680]  不過你可以留心看
[00:05:25.680 --> 00:05:28.600]  最右邊的這個紅圈這裡
[00:05:28.600 --> 00:05:32.400]  就是他最早在的那個地方叫吾爾
[00:05:32.400 --> 00:05:35.920]  然後他就第一次蒙神呼召
[00:05:35.920 --> 00:05:37.720]  就離開了吾爾
[00:05:37.720 --> 00:05:40.160]  然後他就走走走 走到哪裡呢
[00:05:40.400 --> 00:05:42.640]  這個地方叫做哈蘭
[00:05:42.640 --> 00:05:44.840]  然後再走
[00:05:44.840 --> 00:05:48.360]  這次是在哈蘭神第二次呼召他
[00:05:48.360 --> 00:05:50.680]  要離開哈蘭 要繼續往迦南地
[00:05:50.680 --> 00:05:52.880]  往這邊走 迦南地在這裡
[00:05:52.880 --> 00:05:55.960]  然後埃及還要再往下面走
[00:05:55.960 --> 00:05:57.520]  再往南走就到埃及
[00:05:57.520 --> 00:06:00.200]  所以這個故事今天我們所讀的
[00:06:00.200 --> 00:06:02.800]  就是發生在哈蘭
[00:06:02.800 --> 00:06:05.520]  然後到這個地方 他走到迦南地
[00:06:05.520 --> 00:06:08.960]  然後還去到埃及 就從這裡開始
[00:06:10.400 --> 00:06:14.040]  那兩次其實都是神對他的呼召
[00:06:14.040 --> 00:06:15.440]  第一次呼召的時候
[00:06:15.440 --> 00:06:19.160]  神好像沒有告訴他要去哪裡
[00:06:19.160 --> 00:06:20.880]  只是要告訴他要離開
[00:06:20.880 --> 00:06:24.680]  他的本地 本族 本家
[00:06:24.680 --> 00:06:26.760]  然後就往他所指示
[00:06:26.760 --> 00:06:30.320]  亞伯蘭的地方去
[00:06:30.320 --> 00:06:30.920]  就是說
[00:06:30.920 --> 00:06:33.400]  第一次沒有告訴他具體的地點
[00:06:33.400 --> 00:06:34.720]  只是叫他要去而已
[00:06:34.720 --> 00:06:37.000]  所以他們就離開了吾爾了 憑著信心
[00:06:37.000 --> 00:06:40.120]  走了一半的時候他們就停住了
[00:06:40.120 --> 00:06:43.240]  其實還沒有去到神指示他們的那個地方
[00:06:43.240 --> 00:06:44.600]  只是走到哈蘭
[00:06:44.600 --> 00:06:47.600]  就在半路 半路停了多久呢
[00:06:47.600 --> 00:06:50.440]  其實住了蠻長的一段時間的
[00:06:50.440 --> 00:06:52.480]  他不是住一天半個月
[00:06:52.480 --> 00:06:56.080]  應該有住了可能好幾年以上的時間
[00:06:56.080 --> 00:06:56.720]  住在那裡
[00:06:56.720 --> 00:06:59.000]  所以住了很長一段時間
[00:06:59.000 --> 00:07:00.720]  好像就不走了
[00:07:00.720 --> 00:07:02.560]  不繼續去那個應許之地的
[00:07:02.560 --> 00:07:03.640]  那神怎麼辦呢
[00:07:03.640 --> 00:07:06.640]  繼續 第二次呼召他
[00:07:06.640 --> 00:07:08.800]  就在哈蘭的這個地方
[00:07:08.800 --> 00:07:11.000]  呼召他你還要繼續往前走
[00:07:11.000 --> 00:07:15.440]  要往我賜給你為業的那個地方去走
[00:07:15.440 --> 00:07:19.240]  因為神很清楚的告訴他
[00:07:19.240 --> 00:07:24.040]  賜給他的那個應許之地並不是哈蘭
[00:07:24.040 --> 00:07:27.160]  後來他就聽話繼續再往前走
[00:07:27.160 --> 00:07:30.480]  只是對他來講也不容易
[00:07:30.480 --> 00:07:32.480]  因為他離開哈蘭的時候
[00:07:32.480 --> 00:07:34.000]  七十五歲了
[00:07:34.000 --> 00:07:36.120]  那你想想七十五歲
[00:07:36.760 --> 00:07:39.440]  當然對我們今天來講七十五歲
[00:07:39.440 --> 00:07:40.880]  不知道算不算老
[00:07:40.880 --> 00:07:43.320]  因為有人七十五歲都還是蠻健壯的
[00:07:43.320 --> 00:07:46.400]  但是我們的壽命
[00:07:46.400 --> 00:07:48.640]  一般沒有以前那些人那麼長
[00:07:48.640 --> 00:07:50.400]  他們大概有好幾百歲
[00:07:50.400 --> 00:07:52.280]  所以他們七十五歲的時候
[00:07:52.280 --> 00:07:53.880]  也不算太老
[00:07:53.880 --> 00:07:55.400]  但是也不是年輕的時候
[00:07:55.400 --> 00:07:57.920]  那個時候是你要離開一個地方
[00:07:57.920 --> 00:07:58.560]  不容易的
[00:07:58.560 --> 00:08:00.080]  因為他不是單身
[00:08:00.080 --> 00:08:02.320]  他是託家帶口
[00:08:02.320 --> 00:08:04.120]  那有很多的財物
[00:08:04.120 --> 00:08:06.680]  也有很多的家人要帶著
[00:08:07.000 --> 00:08:08.200]  那今天我們住在香港
[00:08:08.200 --> 00:08:11.560]  可能對搬家會有很容易理解
[00:08:11.560 --> 00:08:13.120]  因為我們常常都要搬家
[00:08:13.120 --> 00:08:16.560]  有時候搬家也不容易很煩的
[00:08:16.560 --> 00:08:19.600]  你搬一次家就是有同工告訴我
[00:08:19.600 --> 00:08:22.160]  他說搬一次家相當於短命五年
[00:08:22.160 --> 00:08:25.760]  太多事情要處理了
[00:08:25.760 --> 00:08:27.760]  如果要搬幾次家的話
[00:08:27.760 --> 00:08:29.680]  這個壽命就真的很短
[00:08:29.680 --> 00:08:32.720]  那對亞伯蘭來講要離開
[00:08:32.720 --> 00:08:34.680]  已經住了很長時間的哈蘭
[00:08:34.680 --> 00:08:35.600]  其實也不容易
[00:08:35.800 --> 00:08:38.000]  但是他也決定要離開
[00:08:38.000 --> 00:08:40.160]  就是帶著他的妻子
[00:08:40.160 --> 00:08:41.920]  還有帶著他的侄子
[00:08:41.920 --> 00:08:42.840]  就是羅德
[00:08:42.840 --> 00:08:45.720]  還有帶著他的那些流洋財物
[00:08:45.720 --> 00:08:46.680]  都一起離開
[00:08:46.680 --> 00:08:47.400]  然後就走
[00:08:47.400 --> 00:08:49.360]  走到迦南地的時候
[00:08:49.360 --> 00:08:51.840]  就到了那個地方就住下來了
[00:08:51.840 --> 00:08:54.360]  然後他到了那個地方
[00:08:54.360 --> 00:08:56.880]  還住了一座壇
[00:08:56.880 --> 00:08:58.920]  然後來紀念葉浩華
[00:08:58.920 --> 00:09:02.160]  不過事情開始有一些的改變
[00:09:02.160 --> 00:09:04.520]  然後他住在迦南地的時候
[00:09:04.520 --> 00:09:07.080]  他繼續往南邊慢慢的遷移
[00:09:07.080 --> 00:09:09.160]  遷到南邊的時候
[00:09:09.160 --> 00:09:11.600]  只是他一直往南邊遷
[00:09:11.600 --> 00:09:12.280]  在迦南地
[00:09:12.280 --> 00:09:15.440]  他一直往迦南地的南邊遷
[00:09:15.440 --> 00:09:17.000]  遷移的時候
[00:09:17.000 --> 00:09:18.960]  住了一段時間
[00:09:18.960 --> 00:09:24.120]  就出現一件比較讓他很困難的事情
[00:09:24.120 --> 00:09:26.760]  就是我們剛才讀經文的時候
[00:09:26.760 --> 00:09:30.160]  就是那個發生了一件事情
[00:09:30.160 --> 00:09:32.360]  就是遇到饑荒
[00:09:32.360 --> 00:09:33.880]  這裡講到的納地
[00:09:33.880 --> 00:09:36.280]  其實就是在迦南地的南邊一點點
[00:09:36.280 --> 00:09:37.080]  這個地方
[00:09:37.080 --> 00:09:39.120]  就發生了饑荒
[00:09:39.120 --> 00:09:44.120]  我不曉得這個事情對他來講
[00:09:44.120 --> 00:09:45.800]  會有怎樣的一個衝擊
[00:09:45.800 --> 00:09:49.000]  因為是神把他帶出去的
[00:09:49.000 --> 00:09:52.920]  連續的兩次呼召要把他帶走
[00:09:52.920 --> 00:09:54.680]  本來住在烏爾也是好好的
[00:09:54.680 --> 00:09:55.040]  對不對
[00:09:55.040 --> 00:09:57.600]  是他的本地本家本族
[00:09:57.600 --> 00:09:59.240]  住在那裡不好好的嗎
[00:09:59.240 --> 00:10:01.920]  跟他的這些本族的人在一起生活
[00:10:01.920 --> 00:10:03.040]  那為什麼還要走
[00:10:03.200 --> 00:10:04.160]  去到哈蘭的時候
[00:10:04.160 --> 00:10:05.000]  也住得好好的
[00:10:05.000 --> 00:10:06.160]  住了很長一段時間
[00:10:06.160 --> 00:10:08.680]  有牛有羊有財物很安穩
[00:10:08.680 --> 00:10:10.480]  那神要他離開
[00:10:10.480 --> 00:10:12.840]  去到應許之地的時候
[00:10:12.840 --> 00:10:15.520]  應許之地是什麼呢
[00:10:15.520 --> 00:10:17.520]  神怎麼描述那個地方
[00:10:17.520 --> 00:10:20.120]  是牛奶與蜜之地
[00:10:20.120 --> 00:10:20.720]  對不對
[00:10:20.720 --> 00:10:22.600]  那我們都會想像
[00:10:22.600 --> 00:10:23.560]  那去到那個地方
[00:10:23.560 --> 00:10:25.920]  應該是牛奶與蜜
[00:10:25.920 --> 00:10:26.560]  意思是什麼
[00:10:26.560 --> 00:10:29.240]  應該是非常的富養
[00:10:29.240 --> 00:10:32.440]  或者是為肥沃的一個地方
[00:10:33.080 --> 00:10:35.920]  不會說種不出東西來的
[00:10:35.920 --> 00:10:37.960]  那就很難想像
[00:10:37.960 --> 00:10:40.160]  會有饑荒這種事情出現
[00:10:40.160 --> 00:10:44.240]  那現在就是居然出現了饑荒
[00:10:44.240 --> 00:10:45.080]  那想想
[00:10:45.080 --> 00:10:47.200]  如果你是亞伯拉罕的話
[00:10:47.200 --> 00:10:48.440]  你會怎麼想
[00:10:48.440 --> 00:10:50.440]  就在那個時候
[00:10:50.440 --> 00:10:52.760]  哇 神把你呼召出來
[00:10:52.760 --> 00:10:55.360]  走了那麼遠的路兩次
[00:10:55.360 --> 00:10:56.680]  那麼辛苦
[00:10:56.680 --> 00:11:00.440]  然後居然遇到這樣的事情
[00:11:01.520 --> 00:11:03.320]  可能他心裡面會有很多的疑惑
[00:11:03.320 --> 00:11:03.880]  對不對
[00:11:03.880 --> 00:11:06.720]  可能會想是不是神把我帶錯地方了
[00:11:06.720 --> 00:11:08.600]  神你是不是搞錯了
[00:11:08.600 --> 00:11:11.520]  是不是你的應許
[00:11:11.520 --> 00:11:13.280]  沒有辦法兌現了
[00:11:13.280 --> 00:11:15.960]  本來說要帶我去一個牛奶與蜜之地
[00:11:15.960 --> 00:11:17.200]  那現在我來了
[00:11:17.200 --> 00:11:18.440]  聽你的吩咐
[00:11:18.440 --> 00:11:21.680]  結果我還面臨饑荒
[00:11:21.680 --> 00:11:25.240]  這個就是他來到迦南地以後的
[00:11:25.240 --> 00:11:27.920]  第一個信心的挑戰
[00:11:27.920 --> 00:11:29.920]  也是他信心軟弱的
[00:11:30.200 --> 00:11:31.880]  第一次他在這裡
[00:11:31.880 --> 00:11:33.920]  就是到了迦南地以後
[00:11:33.920 --> 00:11:35.400]  那我們看到
[00:11:35.400 --> 00:11:38.920]  在他面對饑荒的時候
[00:11:38.920 --> 00:11:41.280]  我想首先
[00:11:41.280 --> 00:11:43.160]  他可能心裡面會有懷疑
[00:11:43.160 --> 00:11:44.200]  第二就是
[00:11:44.200 --> 00:11:46.400]  我不曉得他有沒有抱怨
[00:11:46.400 --> 00:11:48.080]  如果是你的話可能
[00:11:48.080 --> 00:11:49.800]  也會有吧
[00:11:49.800 --> 00:11:51.920]  因為我想如果是我自己
[00:11:51.920 --> 00:11:53.480]  可能我也會有抱怨
[00:11:53.480 --> 00:11:54.480]  會抱怨神
[00:11:54.480 --> 00:11:56.480]  本來我在那裡有吃有喝的
[00:11:56.480 --> 00:11:57.520]  生活都很不錯
[00:11:57.520 --> 00:11:58.480]  你把我帶來這裡
[00:11:58.480 --> 00:11:59.760]  現在快要餓死了
[00:12:00.160 --> 00:12:02.000]  就像他們埃及
[00:12:02.000 --> 00:12:04.640]  我們看出埃及記的時候
[00:12:04.640 --> 00:12:06.680]  以色列在埃及的時候
[00:12:06.680 --> 00:12:09.720]  就是感覺到自己還是有吃有喝的
[00:12:09.720 --> 00:12:12.080]  但是神把他們帶出埃及的時候
[00:12:12.080 --> 00:12:13.920]  在曠野他們就埋怨神說
[00:12:13.920 --> 00:12:16.200]  我們在埃及的時候還有肉
[00:12:16.200 --> 00:12:17.920]  現在就沒有了
[00:12:17.920 --> 00:12:19.120]  什麼都沒得吃了
[00:12:19.120 --> 00:12:20.920]  以前在埃及有鍋邊肉
[00:12:20.920 --> 00:12:21.840]  現在都沒有了
[00:12:21.840 --> 00:12:24.160]  現在亞伯蘭
[00:12:24.160 --> 00:12:26.440]  可能也是面臨這樣的一個情況
[00:12:26.440 --> 00:12:28.560]  就是有懷疑
[00:12:28.560 --> 00:12:29.880]  然後也有抱怨
[00:12:30.480 --> 00:12:31.720]  然後他怎麼做呢
[00:12:31.720 --> 00:12:32.760]  我不曉得
[00:12:32.760 --> 00:12:34.600]  當你遇到這樣的事情的時候
[00:12:34.600 --> 00:12:35.960]  你心裡面有懷疑
[00:12:35.960 --> 00:12:37.720]  然後你有抱怨的時候
[00:12:37.720 --> 00:12:40.840]  你會安靜的找一個地方
[00:12:40.840 --> 00:12:42.560]  然後跪下來去禱告
[00:12:42.560 --> 00:12:43.560]  求問神嗎
[00:12:43.560 --> 00:12:45.400]  也許會
[00:12:45.400 --> 00:12:46.400]  也許不會
[00:12:46.400 --> 00:12:47.720]  那亞伯蘭呢
[00:12:47.720 --> 00:12:49.400]  他作為信心之父
[00:12:49.400 --> 00:12:51.440]  他有沒有好好的
[00:12:51.440 --> 00:12:52.720]  在那裡去禱告
[00:12:52.720 --> 00:12:54.120]  求問神要怎麼做呢
[00:12:54.120 --> 00:12:57.240]  而如果我們看經文的話呢
[00:12:57.240 --> 00:12:59.600]  似乎好像就沒有
[00:12:59.600 --> 00:13:00.760]  經文沒有交代
[00:13:00.760 --> 00:13:02.960]  他的第一個反應是什麼呢
[00:13:02.960 --> 00:13:03.800]  他就
[00:13:03.800 --> 00:13:05.720]  第一反應要去埃及
[00:13:05.720 --> 00:13:07.760]  去那裡暫居
[00:13:07.760 --> 00:13:09.880]  為什麼要去埃及呢
[00:13:09.880 --> 00:13:11.720]  大家知道埃及呢
[00:13:11.720 --> 00:13:13.760]  剛才那個地圖
[00:13:13.760 --> 00:13:14.360]  我看一下
[00:13:14.360 --> 00:13:17.640]  埃及有什麼河
[00:13:17.640 --> 00:13:21.920]  埃及有一條很出名的河
[00:13:21.920 --> 00:13:22.760]  尼羅河是嗎
[00:13:22.760 --> 00:13:24.640]  那他那邊
[00:13:24.640 --> 00:13:26.560]  有河的話就會有
[00:13:26.560 --> 00:13:27.080]  怎麼樣呢
[00:13:27.080 --> 00:13:28.880]  就有水源是很重要的
[00:13:28.880 --> 00:13:30.680]  一般的話有水源的地方
[00:13:30.680 --> 00:13:32.600]  都不會容易出現
[00:13:32.600 --> 00:13:34.800]  饑荒這些事情
[00:13:34.800 --> 00:13:36.200]  所以去埃及呢
[00:13:36.200 --> 00:13:38.920]  應該是可以找到吃的
[00:13:38.920 --> 00:13:39.600]  所以他就
[00:13:39.600 --> 00:13:41.080]  用自己的
[00:13:41.080 --> 00:13:44.080]  認知或用他的聰明智慧吧
[00:13:44.080 --> 00:13:44.680]  覺得
[00:13:44.680 --> 00:13:47.120]  他如果在這裡遇到饑荒的話
[00:13:47.120 --> 00:13:48.080]  那肯定要找一個
[00:13:48.080 --> 00:13:49.560]  有的吃的地方去嘛
[00:13:49.560 --> 00:13:52.800]  最方便就是從往南邊再走
[00:13:52.800 --> 00:13:54.000]  就去埃及
[00:13:54.000 --> 00:13:55.880]  埃及那個時候還是
[00:13:55.880 --> 00:13:57.960]  有蠻多出產的食物
[00:13:57.960 --> 00:14:00.080]  也還可以豐盛
[00:14:00.080 --> 00:14:02.680]  可以供他們的這個食用
[00:14:02.680 --> 00:14:04.120]  所以他第一個想法呢
[00:14:04.120 --> 00:14:05.840]  就去埃及
[00:14:05.840 --> 00:14:09.080]  然後他有了這個想法以後呢
[00:14:09.080 --> 00:14:10.840]  他應該是馬上就行動的
[00:14:10.840 --> 00:14:13.240]  他就帶著他的那個家人
[00:14:13.240 --> 00:14:14.720]  他的那些的財物
[00:14:14.720 --> 00:14:15.840]  就去埃及了
[00:14:15.840 --> 00:14:17.360]  可是很奇怪的一個事情
[00:14:17.360 --> 00:14:19.400]  你發現在十二章
[00:14:19.400 --> 00:14:20.960]  十一節那裡他講到
[00:14:20.960 --> 00:14:22.560]  將近埃及
[00:14:22.560 --> 00:14:24.640]  他就對他妻子莎來說
[00:14:24.640 --> 00:14:27.200]  我知道你是容貌俊美的婦人
[00:14:28.040 --> 00:14:29.800]  好我們先讀到這裡
[00:14:29.800 --> 00:14:33.200]  這裡講到將近埃及
[00:14:33.200 --> 00:14:34.000]  意思是什麼呢
[00:14:34.000 --> 00:14:35.480]  還沒有到對不對
[00:14:35.480 --> 00:14:37.120]  他還在路上的時候
[00:14:37.120 --> 00:14:40.000]  他突然就想到一件事情
[00:14:40.000 --> 00:14:43.960]  這件事情是一個很嚴重的事情
[00:14:43.960 --> 00:14:46.960]  會給他帶來這個生命的危險的
[00:14:46.960 --> 00:14:49.440]  這個事情是因為他的妻子
[00:14:49.440 --> 00:14:50.640]  長得很美
[00:14:50.640 --> 00:14:52.120]  那他就很擔心
[00:14:52.120 --> 00:14:53.240]  那你長得那麼美
[00:14:53.240 --> 00:14:55.000]  埃及人看見你會怎麼辦呢
[00:14:55.280 --> 00:14:58.320]  他們肯定被你的美色所迷倒
[00:14:58.320 --> 00:14:59.920]  然後要把你搶過來
[00:14:59.920 --> 00:15:01.080]  就會把我殺掉
[00:15:01.080 --> 00:15:02.960]  那到時候我就有殺身之禍了
[00:15:02.960 --> 00:15:03.960]  那怎麼辦呢
[00:15:03.960 --> 00:15:05.720]  他想了一個方法
[00:15:05.720 --> 00:15:06.880]  這個方法就是
[00:15:06.880 --> 00:15:10.040]  叫他的妻子莎來說
[00:15:10.040 --> 00:15:12.080]  不要說你是我的妻子
[00:15:12.080 --> 00:15:13.960]  說你是我的妹子就好了
[00:15:13.960 --> 00:15:16.160]  這樣就算他們把你帶走
[00:15:16.160 --> 00:15:18.000]  也不會把我殺掉
[00:15:18.000 --> 00:15:20.760]  他想了一個很好的
[00:15:20.760 --> 00:15:22.560]  他認為很好的一個主意
[00:15:22.560 --> 00:15:23.760]  那你想想
[00:15:25.040 --> 00:15:27.280]  其實他面對這樣的一個
[00:15:27.280 --> 00:15:30.120]  處境還沒有發生對不對
[00:15:30.120 --> 00:15:31.520]  沒有發生的時候
[00:15:31.520 --> 00:15:33.640]  他只是預想到有這件事情
[00:15:33.640 --> 00:15:35.080]  可能發生
[00:15:35.080 --> 00:15:36.720]  那如果他
[00:15:36.720 --> 00:15:38.200]  做了一個決定
[00:15:38.200 --> 00:15:39.960]  那我知道有這個危險
[00:15:39.960 --> 00:15:41.400]  那我就不去唄
[00:15:41.400 --> 00:15:42.360]  可不可以呢
[00:15:42.360 --> 00:15:44.600]  也可以的對不對
[00:15:44.600 --> 00:15:47.240]  因為他還在路上還沒有到
[00:15:47.240 --> 00:15:48.440]  只是他在路上的時候
[00:15:48.440 --> 00:15:50.320]  他就想到有這個危險
[00:15:50.320 --> 00:15:51.440]  所以呢
[00:15:51.440 --> 00:15:52.880]  他想到了
[00:15:53.240 --> 00:15:55.040]  但是他最後決定去不去
[00:15:55.040 --> 00:15:57.560]  他還是繼續去
[00:15:57.560 --> 00:15:59.960]  他為什麼冒這麼大的風險
[00:15:59.960 --> 00:16:00.800]  還要去呢
[00:16:00.800 --> 00:16:04.560]  因為他很自私
[00:16:04.560 --> 00:16:06.720]  因為冒險的不是他
[00:16:06.720 --> 00:16:08.400]  是他的妻子
[00:16:08.400 --> 00:16:10.760]  因為他覺得別人
[00:16:10.760 --> 00:16:13.080]  就是就算把你抓了
[00:16:13.080 --> 00:16:13.640]  也沒有關係
[00:16:13.640 --> 00:16:15.240]  只要你認識我的妹子
[00:16:15.240 --> 00:16:16.120]  就可以了
[00:16:16.120 --> 00:16:17.320]  別人不會殺我的
[00:16:17.320 --> 00:16:20.040]  因為
[00:16:20.040 --> 00:16:21.680]  他很自私
[00:16:23.520 --> 00:16:24.160]  所以從這裡
[00:16:24.160 --> 00:16:25.240]  我們其實看到
[00:16:25.240 --> 00:16:27.400]  如果作為一個有擔當
[00:16:27.400 --> 00:16:29.760]  或者是一個負責任的丈夫
[00:16:29.760 --> 00:16:32.400]  想到妻子的話
[00:16:32.400 --> 00:16:34.560]  應該也不會那麼草率的
[00:16:34.560 --> 00:16:35.960]  就做這個決定說
[00:16:35.960 --> 00:16:38.360]  就還是要去
[00:16:38.360 --> 00:16:39.960]  可能會停一停想一想
[00:16:39.960 --> 00:16:41.040]  或者是往回走
[00:16:41.040 --> 00:16:42.240]  我們回去吧
[00:16:42.240 --> 00:16:43.640]  冒這麼大的風險
[00:16:43.640 --> 00:16:44.680]  我們還是不要去了
[00:16:44.680 --> 00:16:45.400]  我們留在這邊
