
[00:00:00.000 --> 00:00:09.200]  弟兄姊妹們,平安。很高興能夠又來教會跟大家分享,跟大家一起敬拜。
[00:02:38.800 --> 00:02:47.700]  我看到一個叫做胡桃,胡桃的話,Peach種下去,用一個種子種下去,幾年呢?
[00:02:47.700 --> 00:02:53.300]  十年才會開始結果,二十年才比較成熟一點。
[00:02:53.300 --> 00:02:58.900]  假如我們去Home Depot,去Ace買的這些已經接枝了,
[00:02:58.900 --> 00:03:06.400]  它已經種了一陣子,把它接枝以後,胡桃要四到八年。
[00:03:06.400 --> 00:03:08.900]  核桃就要四到五年。
[00:03:08.900 --> 00:03:17.600]  接下來有一個叫做草栗子,有時候我們在店裡面有草栗子。
[00:03:17.600 --> 00:03:20.700]  草栗子這個栗子有時候蠻貴的,為什麼會貴?
[00:03:20.700 --> 00:03:24.000]  因為它要種了七年才會成長。
[00:03:24.000 --> 00:03:33.000]  弟兄姊妹,所以我們今天要一個基督徒的成長,take time,慢慢來。
[00:03:33.000 --> 00:03:43.200]  你今天多吸收一點,你今天學一點,學一點,學一點,你就慢慢地成長。
[00:03:43.200 --> 00:03:51.900]  我相信在做很多,做computer的,iPhone3,iPhone4,iPhone5,
[00:03:51.900 --> 00:03:55.900]  都是半年就換新了,很快很快。
[00:03:55.900 --> 00:03:59.200]  但是基督徒的成長,take time,所以記得這一點。
[00:03:59.200 --> 00:04:04.100]  所以不要灰心,我們一起努力,讓我們的根能夠扎得穩,
[00:04:04.100 --> 00:04:07.800]  然後結出美好的果子來榮耀神。
[00:04:07.800 --> 00:04:13.400]  今天我們所讀的經文當中,主耶穌有告訴我們要怎麼禱告。
[00:04:13.400 --> 00:04:21.300]  剛開始祂告訴我們,禱告的時候不要這樣的行為,不要有這樣的心態。
[00:04:21.300 --> 00:04:30.700]  祂就告訴有一些猶太人,他們是假冒為善的,他們喜歡站在會堂裡,
[00:04:30.700 --> 00:04:37.500]  然後站在十字路口上,站在這個Hazel跟Sentry要進來的口上,
[00:04:37.500 --> 00:04:42.100]  或者是站在Highway那裡的十字路口上,在那邊大聲禱告。
[00:04:42.100 --> 00:04:48.200]  他們為什麼要在那邊禱告,因為耶穌說他們喜歡人家來看他們。
[00:04:48.200 --> 00:04:54.500]  哇,你看起來好虔誠啊,你的禱告言詞這麼美麗。
[00:04:54.500 --> 00:04:58.100]  他們就是喜歡人家,他們的動機不對。
[00:04:58.100 --> 00:05:03.700]  他們的動機是要人家來誇獎他們,好像看起來很虔誠,
[00:05:03.700 --> 00:05:09.300]  其實他們裡面是盼望人家來稱讚他們。
[00:05:09.300 --> 00:05:20.900]  所以這是一種,我們在禱告的時候,我們的動機要對,不要是說要讓人家看見。
[00:05:20.900 --> 00:05:26.400]  第二種不要做的,就是說,
[00:05:26.400 --> 00:05:31.300]  耶穌說你們外邦人,他們有時候在敬拜他們偶像的時候,
[00:05:31.300 --> 00:05:36.200]  他們有一個習慣就是要講很多話,很多話,重複講。
[00:05:36.200 --> 00:05:44.400]  為什麼要重複講,就可能他們的偶像不大願意聽他們,
[00:05:44.400 --> 00:05:50.000]  但是他們這樣囉囉嗦嗦的一直講,好像就不得不聽一樣。
[00:05:50.000 --> 00:05:57.000]  所以他們有這個習慣,或者是他們偶像的神好像睡著了。
[00:05:57.000 --> 00:06:04.700]  以利亞不是跟這些巴黎的先知在比賽嗎,看哪一個神會從天上降火。
[00:06:04.700 --> 00:06:09.800]  他們一砍啊,一叫啊,以利亞說你們的神大概在睡覺了,
[00:06:09.800 --> 00:06:13.300]  叫大聲一點,叫大聲一點,再砍厲害一點。
[00:06:13.300 --> 00:06:19.000]  所以這樣的動機是不對的,這樣的行為是不對的,
[00:06:19.000 --> 00:06:23.300]  有時候就一直講一直講,其實心裡沒有這個意思。
[00:06:23.300 --> 00:06:26.300]  但是並不是說重複不好。
[00:06:26.300 --> 00:06:32.200]  請問一下,耶穌在克西瑪尼人禱告的時候,祂禱告幾次啊?
[00:06:32.200 --> 00:06:37.600]  三次,祂禱告的話都是一樣,祂是重複,祂就是求主,
[00:06:37.600 --> 00:06:42.600]  若是祢允許,祢的旨意就是允許的話,把這個碑,
[00:06:42.600 --> 00:06:48.500]  就是這個十字架的碑把它挪掉,因為祂心裡非常的憂愁這樣。
[00:06:48.500 --> 00:06:53.700]  所以祂每次去禱告的時候,就為這件事情特別的交托在神的手中。
[00:06:53.700 --> 00:07:00.100]  所以並不是說重複不行,而是不是說用這樣meaningless,
[00:07:00.100 --> 00:07:03.600]  沒有意義的話,這樣一直講一直講。
[00:07:03.600 --> 00:07:08.300]  所以我們心中假如有一些苦難的話,我們也可以跟神求這樣,
[00:07:08.300 --> 00:07:10.100]  一直跟神求這樣。
[00:07:10.100 --> 00:07:17.900]  所以在這裡是從另外一個角度來說,這個don't,不要做的事情。
[00:07:17.900 --> 00:07:23.500]  耶穌告訴我們不要做的事情以後,又告訴我們禱告的時候,
[00:07:23.500 --> 00:07:30.400]  要有怎麼樣的心態,這是很值得我們學習的。
[00:07:30.400 --> 00:07:36.200]  祂說你們禱告的時候,要進入你的內屋,關上你的門,
[00:07:36.200 --> 00:07:44.000]  禱告在你暗中的父,你的父在暗中查看,必然報答你。
[00:07:44.000 --> 00:07:46.900]  那這個英文你看一下,
[00:07:46.900 --> 00:07:51.200]  Go into your room, close the door, and pray to your father,
[00:07:51.200 --> 00:07:55.500]  who is unseen,他是看不見的。
[00:07:55.500 --> 00:08:00.300]  Then your father will see what is done in secret.
[00:08:00.300 --> 00:08:05.600]  這個看不見的父親,卻在暗中怎麼樣,看見了我們,
[00:08:05.600 --> 00:08:10.300]  卻在暗中看見了我們在暗中所做的事情。
[00:08:10.300 --> 00:08:13.100]  所以這裡中文翻譯翻得很好,
[00:08:13.100 --> 00:08:17.400]  你暗中的父,你的父在暗中必然查看,
[00:08:17.400 --> 00:08:22.200]  必然查看什麼事情呢,就是你在暗中所禱告的事情,
[00:08:22.200 --> 00:08:25.900]  然後祂要報答我們。
[00:08:25.900 --> 00:08:28.500]  假如今天我的講道就停在這裡,
[00:08:28.500 --> 00:08:33.000]  你們就記得一句話,暗中的禱告,
[00:08:33.000 --> 00:08:38.000]  神在暗中查看,然後神就要報答你。
[00:08:38.000 --> 00:08:42.900]  那我想,我就已經達到今天正道的目的了。
[00:08:42.900 --> 00:08:45.800]  所以你們不要忘記暗中的禱告。
[00:08:45.800 --> 00:08:50.900]  有時候我們在團聚,我們一起禱告也蠻好的這樣,
[00:08:50.900 --> 00:08:52.200]  也是非常好。
[00:08:52.200 --> 00:08:57.900]  但是有時候我們有需要個人在暗中跟神禱告,
[00:08:57.900 --> 00:09:00.100]  所以這個動機就不一樣了。
[00:09:00.100 --> 00:09:05.800]  以前這些猶太人他們是盼望禱告的時候很多人看見,
[00:09:05.800 --> 00:09:08.600]  很多人誇獎他,很多人稱讚他,
[00:09:08.600 --> 00:09:11.600]  所以他就得到很多的獎賞這樣。
[00:09:11.600 --> 00:09:14.700]  也就是說他們的獎賞人已經給他了,
[00:09:14.700 --> 00:09:17.900]  但是我們在暗中的禱告,
[00:09:17.900 --> 00:09:20.800]  雖然沒有人看見,雖然沒有人知道,
[00:09:20.800 --> 00:09:22.500]  雖然沒有人誇獎我們,
[00:09:22.500 --> 00:09:26.800]  但是我們的天父要賞賜我們。
[00:09:26.800 --> 00:09:28.600]  哎呀,好不好?
[00:09:28.600 --> 00:09:33.300]  說好!好!真是好!真是好!
[00:09:33.300 --> 00:09:36.700]  真是人的報答總是有限,
[00:09:36.700 --> 00:09:41.500]  但是神的報答可能在今生這個獎賞就領導我們,
[00:09:41.500 --> 00:09:45.000]  可能在來生我們在跟主見面的時候,
[00:09:45.000 --> 00:09:49.300]  我們才知道神給我們的獎賞是何等的大。
[00:09:49.300 --> 00:09:52.200]  所以在這裡就是因著這一句話,
[00:09:52.200 --> 00:09:57.200]  我們也鼓勵我們,激勵我們在暗中禱告。
[00:09:57.200 --> 00:10:01.000]  特別是你們在家,你們是一家之頭的,
[00:10:01.000 --> 00:10:03.000]  請舉手一下好嗎?
[00:10:03.000 --> 00:10:04.600]  頭的舉手一下好嗎?
[00:10:04.600 --> 00:10:08.200]  頭還知道不知道自己是頭啦!
[00:10:08.200 --> 00:10:13.000]  一家之頭要負起這個禱告的責任,
[00:10:13.000 --> 00:10:15.000]  你在暗中的禱告,
[00:10:15.000 --> 00:10:17.200]  你這個頭要在暗中禱告,
[00:10:17.200 --> 00:10:21.300]  家裡很多事情,很多可能是很多挑戰,
[00:10:21.300 --> 00:10:24.000]  這個頭要負起這個頭的責任,
[00:10:24.000 --> 00:10:26.200]  暗中禱告,你也不用跟你太太講,
[00:10:26.200 --> 00:10:28.700]  就自己在哪裡禱告,
[00:10:28.700 --> 00:10:31.000]  神就紀念你,
[00:10:31.000 --> 00:10:33.100]  神在暗中就看見你,
[00:10:33.100 --> 00:10:35.900]  神在暗中就祝福你,
[00:10:35.900 --> 00:10:37.800]  可能是保守你的家庭,
[00:10:37.800 --> 00:10:39.400]  可能是保守你的工作,
[00:10:39.400 --> 00:10:42.200]  可能是保守,因著你的禱告,
[00:10:42.200 --> 00:10:46.500]  使許許多多的人得到這個福氣。
[00:10:46.500 --> 00:10:49.000]  所以在這裡,禱告的時候,
[00:10:49.000 --> 00:10:50.700]  就是我們的動機,
[00:10:50.700 --> 00:10:53.800]  省察我們的動機,不是要讓我們看見,
[00:10:53.800 --> 00:10:59.700]  而是我們在暗中跟神有親密的交通。
[00:10:59.700 --> 00:11:02.500]  那接下來呢,主耶穌又說,
[00:11:02.500 --> 00:11:04.600]  其實你們還沒有禱告以前,
[00:11:04.600 --> 00:11:06.000]  還沒有求以前,
[00:11:06.000 --> 00:11:10.500]  你們所需要的,你們的父母早已經知道了。
[00:11:10.500 --> 00:11:13.100]  所以其實天父都知道我們的禱告,
[00:11:13.100 --> 00:11:15.200]  都知道我們的需要。
[00:11:15.200 --> 00:11:18.400]  那有人就問說,
[00:11:18.400 --> 00:11:21.500]  那上帝已經知道我的需要,
[00:11:21.500 --> 00:11:25.200]  上帝已經知道我所面對的情況,
[00:11:25.200 --> 00:11:27.100]  那為什麼我還要跟祂講?
[00:11:27.100 --> 00:11:31.100]  祂已經都知道了,祂就應該幫助我。
[00:11:31.100 --> 00:11:32.500]  我請問你,
[00:11:32.500 --> 00:11:37.900]  你在安逸的環境中,一切都是很順利的環境中,
[00:11:37.900 --> 00:11:39.600]  你禱告多呢?
[00:11:39.600 --> 00:11:42.700]  還是你在困難的時候,遇到有難處的時候,
[00:11:42.700 --> 00:11:47.100]  遇到有危險的時候,你禱告比較多?
[00:11:47.100 --> 00:11:48.800]  第一種的舉手一下,
[00:11:48.800 --> 00:11:55.200]  遇到安逸的時候,一切風平浪靜,藍天白雲。
[00:11:55.200 --> 00:11:57.500]  我覺得有時候我們就鬆懈了,
[00:11:57.500 --> 00:11:59.700]  等到有難處的時候,
[00:11:59.700 --> 00:12:02.500]  是不是這樣,就比較禱告的次數,
[00:12:02.500 --> 00:12:06.700]  無形之中就會增加,心裡就會跟神呼求。
[00:12:06.700 --> 00:12:09.700]  那所以呢,這個禱告就是這樣,
[00:12:09.700 --> 00:12:16.700]  就是看到我們自己的需要,我們的軟弱,
[00:12:16.700 --> 00:12:19.200]  禱告的時候看到我們的謙卑,
[00:12:19.200 --> 00:12:23.500]  因為神是萬能的神,供應我們的。
[00:12:23.500 --> 00:12:26.400]  假如我們不禱告的話,就代表我們怎樣?
[00:12:26.400 --> 00:12:29.000]  我覺得我自己行,我還不錯嘛,
[00:12:29.000 --> 00:12:31.700]  我可以做這樣,我可以做這個,
[00:12:31.700 --> 00:12:34.400]  我這個有很多的訓練這樣,
[00:12:34.400 --> 00:12:37.100]  我可以承擔這樣的挑戰,
[00:12:37.100 --> 00:12:39.000]  所以我不需要禱告這樣。
[00:12:39.000 --> 00:12:42.800]  所以禱告其實是當我們謙卑的來到神的面前,
[00:12:42.800 --> 00:12:44.200]  知道我們的需要,
[00:12:44.200 --> 00:12:46.600]  我們禱告的時候知道我們的軟弱,
[00:12:46.600 --> 00:12:49.200]  我們禱告的時候知道我們的智慧不足,
[00:12:49.200 --> 00:12:51.600]  我們禱告的時候知道我們的能力不足,
[00:12:51.600 --> 00:12:55.500]  我們禱告的時候我們需要知道我們需要倚靠神,
[00:12:55.500 --> 00:12:58.300]  我們禱告的時候知道我們要仰望神,
[00:12:58.300 --> 00:13:01.900]  我們禱告的時候知道我們要相信神,
[00:13:01.900 --> 00:13:08.300]  我們禱告的時候我們要相信、仰望、倚靠他這樣。
[00:13:08.300 --> 00:13:10.700]  其實當我們禱告的時候,
[00:13:10.700 --> 00:13:16.500]  神是要讓我們知道我們的地位是在什麼地方,
[00:13:16.500 --> 00:13:19.600]  我們的禱告其實是對我們有好處,
[00:13:19.600 --> 00:13:25.100]  讓我們看到我這個人是一個怎樣的這個人這樣。
[00:13:25.100 --> 00:13:34.000]  所以在這裡呢,禱告彷彿弟兄姊妹常常來到神的面前。
[00:13:34.000 --> 00:13:40.000]  那主耶穌接下來就教導我們說要如何禱告這樣。
[00:13:40.000 --> 00:13:44.100]  我們剛才所念的那一段的經文就是主禱文,
[00:13:44.100 --> 00:13:46.700]  那主禱文我從小就會背,
[00:13:46.700 --> 00:13:49.800]  因為從小在主日學、在教會,
[00:13:49.800 --> 00:13:51.600]  我們教會是有這個傳統,
[00:13:51.600 --> 00:13:55.800]  每次這個聚會的時候,結束的時候都要背主禱文這樣,
[00:13:55.800 --> 00:13:57.400]  所以是沒有打出來的這樣,
[00:13:57.400 --> 00:14:00.200]  所以大家慢慢學習就會背。
[00:14:00.200 --> 00:14:05.000]  在座的有幾位會背這個主禱文的請舉手一下好嗎?
[00:14:05.000 --> 00:14:09.600]  好,大概是四分之一左右。
[00:14:09.600 --> 00:14:15.200]  好,那其實可以把它嘗試著把它背起來,
[00:14:15.200 --> 00:14:19.100]  這是非常有意義的一個禱告這樣。
[00:14:19.100 --> 00:14:23.800]  那我從小就會背,就背、背、背、就背熟了這樣。
[00:14:23.800 --> 00:14:26.100]  但是當我在準備這個講道的時候,
[00:14:26.100 --> 00:14:28.500]  我覺得有神的另外一個亮光,
[00:14:28.500 --> 00:14:31.100]  或者從神的話語有更加的體會到,
[00:14:31.100 --> 00:14:35.800]  主耶穌就教導我們,教導門徒們要怎樣禱告。
[00:14:35.800 --> 00:14:40.400]  那這個是一個大的原則,要怎樣禱告,
[00:14:40.400 --> 00:14:43.000]  不是每次禱告都照著這個順序,
[00:14:43.000 --> 00:14:45.200]  但這裡有一個大的原則。
[00:14:45.200 --> 00:14:50.300]  第一個原則就是說,我們要先求神的國。
[00:14:50.300 --> 00:14:52.200]  我們禱告的時候要怎麼說?
[00:14:52.200 --> 00:14:56.200]  我們在天上的父。
[00:14:56.200 --> 00:15:01.700]  這個神是在天上高高在上,
[00:15:01.700 --> 00:15:05.300]  無所不能、無所不在、無所不知,
[00:15:05.300 --> 00:15:07.500]  祂是至高的神,
[00:15:07.500 --> 00:15:13.300]  但是卻是我們的父親。
[00:15:13.300 --> 00:15:16.500]  我在想,我們都有父親對不對?
[00:15:16.500 --> 00:15:19.300]  但是我們地上的父親,
[00:15:19.300 --> 00:15:22.900]  儘管他盡了他最大的能力,
[00:15:22.900 --> 00:15:24.600]  但是他也是有限的。
[00:15:24.600 --> 00:15:27.000]  我們自己做父親的就知道,對不對?
[00:15:27.000 --> 00:15:31.600]  有時候我們可能覺得我們是一個很失敗的父親,也不一定。
[00:15:31.600 --> 00:15:34.500]  但是我們的地上的父親,
[00:15:34.500 --> 00:15:39.700]  有時候他供應我們,他照顧我們,我們要感謝。
[00:15:39.700 --> 00:15:43.300]  有時候他也會讓我們失望的地方,對不對?
[00:15:43.300 --> 00:15:45.300]  但是我們這個天父,
[00:15:45.300 --> 00:15:49.500]  他是完全的父親,最美好的父親。
[00:15:49.500 --> 00:15:54.300]  你覺得這是一個權柄、權力,
[00:15:54.300 --> 00:15:58.500]  能夠說天父,我天上的父親。
[00:15:58.500 --> 00:16:01.700]  祂是跟你我有關係的,
[00:16:01.700 --> 00:16:03.800]  祂是愛我們的父親。
[00:16:03.800 --> 00:16:06.000]  這是何等大的權柄,
[00:16:06.000 --> 00:16:11.400]  能夠稱呼這位宇宙的神,是我們的父親。
[00:16:11.400 --> 00:16:12.800]  那為什麼要稱父親呢?
[00:16:12.800 --> 00:16:15.200]  你不可以隨便說哪一個神。
[00:16:15.200 --> 00:16:19.900]  因為只有獨一的真神,是耶和華,是我們的天父。
[00:16:19.900 --> 00:16:23.500]  所以這個對象要搞對了,搞對了以後。
[00:16:23.500 --> 00:16:28.400]  那第二個就是要稱祂的名為聖。
[00:16:28.400 --> 00:16:32.600]  我們在天上的父,願人都尊祢的名為聖。
[00:16:32.600 --> 00:16:35.000]  中文聖經翻譯得非常好。
[00:16:35.000 --> 00:16:41.000]  尊就是Honor,要尊天父的名為聖。
[00:16:41.000 --> 00:16:44.800]  因為神,祂是一個聖潔的神。
[00:16:44.800 --> 00:16:50.100]  假如每一個人都尊耶和華的名為聖的話,
[00:16:50.100 --> 00:16:56.200]  那就是意思說,每一個人都要來敬拜這位創造天地的主人。
[00:16:56.200 --> 00:16:59.700]  雖然在這個世上,還有很多人沒有相信祂,
[00:16:59.700 --> 00:17:02.900]  還有很多人不認識祂,甚至拒絕祂。
[00:17:02.900 --> 00:17:07.500]  但是我們在主耶穌教導我們的時候,我們禱告的時候,
[00:17:07.500 --> 00:17:13.400]  要盼望這個世上,願萬人都尊耶和華的名為聖。
[00:17:13.400 --> 00:17:16.300]  就盼望每一個人都來歸向祂,
[00:17:16.300 --> 00:17:21.600]  都來能夠得到祂的救恩,進到祂的國度裡面。
[00:17:21.600 --> 00:17:28.500]  所以就先求神的國降臨,願祢的國降臨。
[00:17:28.500 --> 00:17:32.100]  請問一下神的國降臨了沒有啊?
[00:17:32.100 --> 00:17:34.100]  祂是部分降臨了。
[00:17:34.100 --> 00:17:39.600]  今天你接受主,所以神就是你生命的主,對不對?
[00:17:39.600 --> 00:17:43.400]  祂是你的救主,也是你生命的主,
[00:17:43.400 --> 00:17:47.600]  生命的主就是你的主權是由祂來掌管。
[00:17:47.600 --> 00:17:52.600]  那這樣的話,神的國就臨到你這個人身上,
[00:17:52.600 --> 00:17:54.900]  神的國就臨到你的家庭,
[00:17:54.900 --> 00:17:57.200]  神的國就臨到你的公司,
[00:17:57.200 --> 00:18:02.500]  你所在的每一個地方,因為神的權力在那裡彰顯。
[00:18:02.500 --> 00:18:05.200]  那今天神的國也臨到教會,對不對?
[00:18:05.200 --> 00:18:09.600]  雖然教會不完全,雖然教會每一個人都不是完全,
[00:18:09.600 --> 00:18:12.800]  但是願意在神的掌權底下,
[00:18:12.800 --> 00:18:17.600]  所以教會就是神在地上的國度的彰顯這樣。
[00:18:17.600 --> 00:18:21.600]  那有一天,在啟示錄新天新地的時候,
[00:18:21.600 --> 00:18:24.000]  神的國度要完全的降臨。
[00:18:24.000 --> 00:18:29.400]  所以在這裡一方面也盼望祂的國度早一點降臨,
[00:18:29.400 --> 00:18:35.400]  一方面也讓我們明白神的國度就已經在我們當中這樣。
[00:18:35.400 --> 00:18:40.600]  然後說,願你的旨意行在地上如同行在天上。
[00:18:40.600 --> 00:18:42.600]  所以神的國度降臨的時候,
[00:18:42.600 --> 00:18:46.600]  祂的旨意就行在地上如同行在天上一樣,
[00:18:46.600 --> 00:18:49.200]  那就是完全的降臨。
[00:18:49.200 --> 00:18:57.800]  那在這一點,我要再提一下,就是願人都稱你的名為聖。
[00:18:57.800 --> 00:19:00.800]  我在打網球的時候,我們有一個網球隊,
[00:19:00.800 --> 00:19:05.200]  我們星期六有時候會在那邊比賽這樣。
[00:19:05.200 --> 00:19:08.800]  有一些是基督徒,有一些是不信徒這樣。
[00:19:08.800 --> 00:19:11.200]  有一個人就有一個習慣,
[00:19:11.200 --> 00:19:14.200]  他每次這個球打不好的時候,
[00:19:14.200 --> 00:19:18.600]  他就會大喊說,Jesus Christ這樣。
[00:19:18.600 --> 00:19:21.800]  我心裡每次聽到這句話的時候,
[00:19:21.800 --> 00:19:25.600]  是不是要跟他講一下,就停下來跟他講一下這樣。
[00:19:25.600 --> 00:19:27.800]  我說你打球打不好,
[00:19:27.800 --> 00:19:32.400]  自己技術不好就怪自己,怎麼怪到耶穌身上去了這樣。
[00:19:32.400 --> 00:19:37.600]  所以每次打就是呼行中,打不好就Jesus Christ這樣。
[00:19:37.600 --> 00:19:40.400]  就好像隨便就是濫用這個,
[00:19:40.400 --> 00:19:46.200]  其實耶穌的名,你怎麼可以隨便的亂用這樣。
[00:19:46.200 --> 00:19:50.400]  你知道,我們來美國總是學一些美國的英文話這樣。
[00:19:50.400 --> 00:19:53.600]  有一些人就是,Oh my god!
[00:19:53.600 --> 00:19:56.600]  有的小孩子會不會這樣,Oh my god!
[00:19:56.600 --> 00:19:59.600]  好像我的天一樣,翻譯是稱我的天,
[00:19:59.600 --> 00:20:05.800]  但是你知道猶太人對神的名非常的尊敬這樣。
[00:20:05.800 --> 00:20:09.200]  你現在去看猶太人的英文聖經,
[00:20:09.200 --> 00:20:13.400]  他們這個god,神,他們這個o就沒有寫出來,
[00:20:13.400 --> 00:20:17.400]  就畫一個,因為他們不敢直接稱神這樣。
[00:20:17.400 --> 00:20:22.000]  他們就用另外一個名字這樣,非常的尊敬這樣。
[00:20:22.000 --> 00:20:24.600]  所以我們自己要小心,
[00:20:24.600 --> 00:20:29.200]  有一些人就不敢稱神的名,不要亂用神的名。
[00:20:29.200 --> 00:20:35.600]  他就不說Oh my god這樣,他就說Oh my gosh!
[00:20:35.600 --> 00:20:38.600]  就好像轉了一下這樣,那其實意義是一樣的。
[00:20:38.600 --> 00:20:41.800]  有一些人生氣的時候,會用一些不好的話,
[00:20:41.800 --> 00:20:44.800]  Oh my gosh!什麼的,我就不講了這樣。
[00:20:44.800 --> 00:20:49.600]  所以這個十誡的第三條,
[00:20:49.600 --> 00:20:58.200]  說你不要妄稱神的名,不要misuse神的名這樣。
[00:20:58.200 --> 00:21:03.200]  你misuse神的名的話,神要審判了這樣。
[00:21:03.200 --> 00:21:06.600]  所以現在,以後我在打網球之前,
[00:21:06.600 --> 00:21:08.600]  我會跟我那個朋友講一講,
[00:21:08.600 --> 00:21:12.800]  說你以後打不好的話,不要隨便叫Jesus Christ這樣。
[00:21:12.800 --> 00:21:15.400]  自己好好練一下,假如說我可以教你一下,
[00:21:15.400 --> 00:21:18.800]  可以進步一點這樣,不要怪到Jesus Christ。
[00:21:18.800 --> 00:21:21.400]  但是你只要亂用這個耶穌的名,
[00:21:21.400 --> 00:21:23.800]  當然我聽起來,我覺得不大好這樣。
[00:21:23.800 --> 00:21:27.400]  但是我是為你好,因為十誡的第三條說,
[00:21:27.400 --> 00:21:29.400]  不要妄稱神的名這樣。
[00:21:29.400 --> 00:21:33.200]  所以他一聽說我為他好的話,他一定很開心對不對?
[00:21:33.200 --> 00:21:36.800]  不然的話,神要審罰他的這樣。
[00:21:36.800 --> 00:21:40.600]  所以我們這樣有可能就建立更好的友誼這樣。
[00:21:40.600 --> 00:21:42.800]  所以不要在比賽當中才跟他講,
[00:21:42.800 --> 00:21:46.000]  就是事先還沒打以前就跟他講一下這樣。
[00:21:46.000 --> 00:21:51.400]  所以在座的弟兄姊妹,我們也是一樣,
[00:21:51.400 --> 00:21:55.000]  我們也不要妄稱神的名這樣。
[00:21:55.000 --> 00:21:58.000]  願人都尊神的名為聖這樣。
[00:21:58.000 --> 00:22:01.400]  我們也不要就是說要使用神的名的話,
[00:22:01.400 --> 00:22:04.200]  我們要小心,要小心這樣。
[00:22:04.200 --> 00:22:06.600]  所以第一點,我們禱告的時候,
[00:22:06.600 --> 00:22:09.600]  當然我們動機對,我們在暗中,
[00:22:09.600 --> 00:22:14.600]  然後我們先求神的國、神的義,
[00:22:14.600 --> 00:22:17.600]  然後神要把這一切加給我們這樣。
[00:22:17.600 --> 00:22:21.200]  所以有一個弟兄或者姊妹來找牧師,
[00:22:21.200 --> 00:22:24.000]  就說牧師,真是不好意思,
[00:22:24.000 --> 00:22:25.200]  每次我禱告的時候,
[00:22:25.200 --> 00:22:28.600]  都是要跟神求什麼東西才會跟他禱告對不對?
[00:22:28.600 --> 00:22:29.800]  你們是不是有這種感覺?
[00:22:29.800 --> 00:22:31.600]  有的人,連自己也是一樣,
[00:22:31.600 --> 00:22:35.200]  有時候都是要求什麼東西才會來跟神禱告。
[00:22:35.200 --> 00:22:37.600]  其實禱告有很多種,
[00:22:37.600 --> 00:22:40.800]  你可以先讚美、感謝、感恩對不對?
[00:22:40.800 --> 00:22:42.400]  不要每次來都是求。
[00:22:42.400 --> 00:22:45.000]  假如說你的小孩子每次來都是要跟你要錢的話,
[00:22:45.000 --> 00:22:47.200]  你會怎麼感覺這樣?
[00:22:47.200 --> 00:22:50.400]  假如說小孩子來跟爸爸媽媽聊聊天的話,
[00:22:50.400 --> 00:22:51.800]  你就很開心對不對?
[00:22:51.800 --> 00:22:53.800]  像神也是一樣這樣。
[00:22:53.800 --> 00:22:57.000]  所以你知道,有時候剛慶祝的,
[00:22:57.000 --> 00:23:00.200]  你們要受敬的弟兄姊妹,
[00:23:00.200 --> 00:23:03.600]  有時候說,我每次跟他們談的時候,
[00:23:03.600 --> 00:23:05.200]  我就說,我們一起禱告。
[00:23:05.200 --> 00:23:07.800]  他們就說,牧師,我不太會禱告。
