
[00:00:00.000 --> 00:00:01.800]  非洲姐妹早 平安
[00:02:17.180 --> 00:02:20.580]  所以我媽媽就拿到double的portion的禮物
[00:02:20.580 --> 00:02:22.060]  非常地感恩
[00:02:22.060 --> 00:02:23.740]  那真的是
[00:02:23.740 --> 00:02:27.580]  我也感謝上帝讓我有機會
[00:02:27.860 --> 00:02:31.500]  這麼遠還能夠跟我媽媽來表達一下
[00:02:31.500 --> 00:02:34.340]  感謝她一生的辛勞來尊榮她
[00:02:34.340 --> 00:02:38.500]  所以我覺得說
[00:02:38.500 --> 00:02:43.220]  我想在今天的講道分享裏面
[00:02:43.220 --> 00:02:44.740]  來鼓勵我們的弟兄姊妹
[00:02:44.740 --> 00:02:46.420]  讓我們弟兄姊妹知道說
[00:02:46.420 --> 00:02:50.540]  當我們願意忠心地把我們的兒女
[00:02:50.540 --> 00:02:52.260]  帶到神面前來的時候
[00:02:52.260 --> 00:02:54.820]  那你就不只是在養育你的兒女
[00:02:55.100 --> 00:02:59.660]  而是你能夠爲這個世代帶下很大的影響力
[00:02:59.660 --> 00:03:01.100]  讓我們一起低頭禱告
[00:03:01.100 --> 00:03:06.300]  天父 我們感謝讚美您 絕書
[00:03:06.300 --> 00:03:12.780]  謝謝你預備了母親像天使般地看顧我們
[00:03:12.780 --> 00:03:14.500]  日夜地保護
[00:03:14.500 --> 00:03:17.860]  在我們幼小的時候就這樣子帶着我們
[00:03:17.860 --> 00:03:22.580]  絕書 我們今天來紀念母親節的時候
[00:03:23.020 --> 00:03:25.380]  我們再一次地來感恩
[00:03:25.380 --> 00:03:28.340]  謝謝你把母親放在我們的身邊
[00:03:28.340 --> 00:03:34.260]  我們也恭敬地把我們的日子仰望在主你的手上
[00:03:34.260 --> 00:03:39.820]  求主你親自地來保守帶領我們每一位弟兄姊妹
[00:03:39.820 --> 00:03:41.700]  禱告奉耶穌的名 阿們
[00:03:41.700 --> 00:03:45.540]  我再說一次母親節快樂
[00:03:45.540 --> 00:03:46.700]  Hallelujah
[00:03:46.700 --> 00:03:50.220]  願我們每一個媽媽都得到尊榮
[00:03:50.540 --> 00:03:53.380]  永遠年輕 健康 漂亮
[00:03:53.380 --> 00:03:57.460]  我自己是屬猴的
[00:03:57.460 --> 00:04:00.660]  所以我23歲的時候我就結婚了
[00:04:00.660 --> 00:04:04.580]  所以我的女兒Pam也是一隻小猴子
[00:04:04.580 --> 00:04:06.860]  因爲我結婚第二年就生她了
[00:04:06.860 --> 00:04:09.620]  但是我到27歲的時候
[00:04:09.620 --> 00:04:13.500]  這個生兒育女的責任就全部都結束了 就完了
[00:04:13.500 --> 00:04:16.300]  所以我50歲的時候我女兒就結婚了
[00:04:16.900 --> 00:04:22.020]  然後我50歲女兒結婚 兒子也大學畢業了
[00:04:22.020 --> 00:04:25.380]  所以他們都在這個之前
[00:04:25.380 --> 00:04:32.180]  其實在這個之前我就已經開始在經歷我第一次的空巢期
[00:04:32.180 --> 00:04:37.020]  這個月我的孫女Eden她就13歲了
[00:04:37.020 --> 00:04:41.620]  她跟她弟弟Jordan有很多的課外活動
[00:04:41.620 --> 00:04:45.820]  常常就差不多已經都三年了
[00:04:46.060 --> 00:04:47.860]  他們都很少再到我們家來
[00:04:47.860 --> 00:04:52.380]  所以我又經歷了第二次的空巢期
[00:04:52.380 --> 00:04:59.060]  但是在我的一些老朋友裏面
[00:04:59.060 --> 00:05:03.860]  我自己算是比較早婚 而且早生小孩 早產的
[00:05:03.860 --> 00:05:07.180]  所以在這一陣子裏頭
[00:05:07.180 --> 00:05:10.820]  我這羣老朋友們他們都陸陸續續地
[00:05:10.820 --> 00:05:15.100]  開始面臨他們的兒女也都要成家立業的光景
[00:05:15.660 --> 00:05:18.380]  所以你在那個Facebook上面
[00:05:18.380 --> 00:05:22.260]  就常常就看到他們全世界到處地去玩了
[00:05:22.260 --> 00:05:26.380]  但是從2005年開始
[00:05:26.380 --> 00:05:30.380]  我就戴了一頂新的帽子 叫做師母
[00:05:30.380 --> 00:05:32.780]  師母的帽子
[00:05:32.780 --> 00:05:37.740]  所以在這一段時間裏面 這些年裏面
[00:05:37.740 --> 00:05:42.740]  神讓我專心地在教會里面服事
[00:05:42.740 --> 00:05:44.620]  在神的家中服事
[00:05:45.060 --> 00:05:48.460]  我的工作其實是你們也看到
[00:05:48.460 --> 00:05:50.380]  從上到下 從左到右
[00:05:50.380 --> 00:05:59.420]  我想神檢選大清牧師跟我在這裏服事
[00:05:59.420 --> 00:06:03.660]  是因爲我們喫得了苦 我們能夠受得了罪
[00:06:03.660 --> 00:06:07.740]  所以這幾年我們在教會里面除了
[00:06:07.740 --> 00:06:10.620]  其實看一看 在這幾年
[00:06:10.980 --> 00:06:15.380]  真的是除了查怡 戚媽媽 還有範伯範 範小源
[00:06:15.380 --> 00:06:20.460]  其實我們的弟兄姐妹不斷地在換新的
[00:06:20.460 --> 00:06:22.460]  都是新的弟兄姊妹來
[00:06:22.460 --> 00:06:27.060]  所以很感謝神讓我能夠在他的家中服事
[00:06:27.060 --> 00:06:34.380]  而且也造就了很多的家庭跟弟兄姐妹
[00:06:35.420 --> 00:06:42.380]  所以這是我在這幾年裏頭做師母的時候的一些感受
[00:06:42.380 --> 00:06:47.460]  因爲這樣子所以我就想要在今年的母親節
[00:06:47.460 --> 00:06:52.580]  我想跟大家來談一談神的家跟你的家
[00:06:52.580 --> 00:06:58.820]  看看我們這個家能夠對這個世代造成什麼樣的影響
[00:07:02.940 --> 00:07:05.660]  在座的弟兄姊妹 你從小到大
[00:07:05.660 --> 00:07:10.060]  你對你的家印象最深刻的是什麼
[00:07:10.060 --> 00:07:12.940]  影響最大 最難忘的是什麼
[00:07:12.940 --> 00:07:15.860]  母親 感謝主
[00:07:15.860 --> 00:07:19.420]  小的時候我的家住在臺灣的臺南
[00:07:19.420 --> 00:07:21.900]  那我外婆從小就住在
[00:07:21.900 --> 00:07:23.780]  我們小時候她就住在我們家裏頭
[00:07:23.780 --> 00:07:26.420]  因爲我兩個舅媽不喜歡她
[00:07:26.420 --> 00:07:28.860]  所以我外婆就住在我們家
[00:07:28.860 --> 00:07:32.500]  那在我的成長過程中 我外婆很少笑
[00:07:33.100 --> 00:07:35.900]  她也很少講話 很安靜的一個老人家
[00:07:35.900 --> 00:07:38.700]  她有六個女兒 她有兩個兒子
[00:07:38.700 --> 00:07:41.980]  我媽媽是她的最小的小孩
[00:07:41.980 --> 00:07:46.300]  那我的外婆是一個童養媳
[00:07:46.300 --> 00:07:48.460]  我不知道你們知道什麼叫童養媳
[00:07:48.460 --> 00:07:51.140]  那我外公是開澡堂的
[00:07:51.140 --> 00:07:54.860]  這個澡堂叫做公共浴室
[00:07:54.860 --> 00:07:56.780]  我不曉得你們知不知道這種東西
[00:07:56.780 --> 00:07:59.780]  那個是以前在日本時代
[00:07:59.780 --> 00:08:01.860]  日本統治臺灣的時代
[00:08:02.180 --> 00:08:03.900]  是一個很時髦的職業
[00:08:03.900 --> 00:08:06.580]  那我媽媽就告訴我說
[00:08:06.580 --> 00:08:11.620]  她說她總是我外公澡堂裏面的第一個客人
[00:08:11.620 --> 00:08:16.580]  所以小的時候她每外公的澡堂一開門
[00:08:16.580 --> 00:08:18.580]  媽媽就是第一個去洗澡的
[00:08:18.580 --> 00:08:22.700]  那洗完澡之後我外公就會買一個小餅乾給我媽媽
[00:08:22.700 --> 00:08:24.420]  那時候我媽媽年紀還很小
[00:08:24.420 --> 00:08:27.820]  結果後來不久我外公就過世了
[00:08:27.820 --> 00:08:30.980]  那我外婆一個人就撐起一個家來
[00:08:31.700 --> 00:08:32.980]  幫人家洗衣服
[00:08:32.980 --> 00:08:34.620]  幫人家洗衣服
[00:08:34.620 --> 00:08:37.260]  所以生活很艱難 很艱苦
[00:08:37.260 --> 00:08:41.260]  那在日本人統治的臺灣的那個時代
[00:08:41.260 --> 00:08:43.340]  大家都很窮
[00:08:43.340 --> 00:08:46.260]  所以家裏頭一般的家庭裏面
[00:08:46.260 --> 00:08:49.340]  都沒有能力喫白飯
[00:08:49.340 --> 00:08:51.340]  你聽得懂嗎
[00:08:51.340 --> 00:08:53.140]  沒有能力喫白飯
[00:08:53.140 --> 00:08:58.300]  所以他們的米里面都要摻一種東西叫做番薯籤
[00:08:58.300 --> 00:09:01.460]  那我們臺灣人叫番薯籤是什麼意思
[00:09:01.460 --> 00:09:04.820]  就是那個番薯你把它搓成一條一條的
[00:09:04.820 --> 00:09:05.820]  然後曬乾
[00:09:05.820 --> 00:09:07.260]  然後你煮飯的時候
[00:09:07.260 --> 00:09:10.700]  因爲米不夠就摻一點番薯籤進去
[00:09:10.700 --> 00:09:14.220]  要不然的話 不是這樣喫的話就是喫稀飯
[00:09:14.220 --> 00:09:18.420]  所以我媽媽最不喜歡喫這些東西
[00:09:18.420 --> 00:09:24.420]  那媽媽說在他們家隔壁就住了一對日本的老夫婦
[00:09:24.420 --> 00:09:27.460]  那這對老夫婦他們很喜歡我媽媽
[00:09:27.460 --> 00:09:30.380]  所以他們有時候就會把我媽媽帶到他們家去
[00:09:30.820 --> 00:09:32.740]  然後就會給媽媽一碗白飯
[00:09:32.740 --> 00:09:35.180]  上面澆一點紅燒肉的汁
[00:09:35.180 --> 00:09:39.900]  然後她會拿一塊紅燒肉把它撕一小片細細的
[00:09:39.900 --> 00:09:41.100]  然後拌在飯裏
[00:09:41.100 --> 00:09:44.780]  然後我媽媽說那是全世界最好喫的東西
[00:09:44.780 --> 00:09:50.140]  那我外婆她還有一個小兜兜
[00:09:50.140 --> 00:09:52.580]  她每次都綁在她的腰上面
[00:09:52.580 --> 00:09:56.060]  其實那就是她的Purse 她的錢袋
[00:09:56.620 --> 00:10:01.100]  也是她的Security 她的安全帶 就兜在那個身上面
[00:10:01.100 --> 00:10:07.060]  那後來呢 我舅媽死了
[00:10:07.060 --> 00:10:11.620]  那我外婆就毫不猶豫地就回到舅舅家去了
[00:10:11.620 --> 00:10:16.380]  因爲那個時代的傳統還是應該要靠兒子的
[00:10:16.380 --> 00:10:20.300]  所以外婆很快地就回到舅舅家去了
[00:10:20.300 --> 00:10:22.900]  那我外婆在我們家的那幾年
[00:10:22.900 --> 00:10:25.820]  她每天晚上她都要喝一點米酒
[00:10:27.140 --> 00:10:30.180]  然後她很早 晚上六點鐘她就睡覺了
[00:10:30.180 --> 00:10:33.260]  然後第二天早上五點鐘她就起來了
[00:10:33.260 --> 00:10:36.020]  外婆話很少 話不多
[00:10:36.020 --> 00:10:40.980]  但是她很喜歡用那種古話的俗語
[00:10:40.980 --> 00:10:44.780]  那我印象裏面最深刻的就是外婆說
[00:10:44.780 --> 00:10:49.860]  兒女對父母的愛就像樹梢上的葉子
[00:10:49.860 --> 00:10:53.580]  有風的日子 葉子搖一搖
[00:10:54.820 --> 00:10:58.260]  那父母對兒女的愛就像溪裏的水
[00:10:58.260 --> 00:11:01.220]  是不斷地流的 不斷地流
[00:11:01.220 --> 00:11:04.740]  所以這是外婆給我印象中最深刻的
[00:11:04.740 --> 00:11:12.020]  那小的時候呢 我很喜歡做白日夢
[00:11:12.020 --> 00:11:13.860]  常常晚上睡不着覺
[00:11:13.860 --> 00:11:18.540]  所以我就很喜歡 很愛爬到爸爸媽媽的牀上面去
[00:11:18.540 --> 00:11:20.460]  要爸爸媽媽愛一愛
[00:11:20.460 --> 00:11:22.660]  可是我媽媽都很不高興
[00:11:23.500 --> 00:11:28.740]  她 我媽媽愛的語言是辛勤的工作
[00:11:28.740 --> 00:11:30.860]  她是一個很努力工作的人
[00:11:30.860 --> 00:11:33.140]  她年輕的時候動作很快
[00:11:33.140 --> 00:11:36.620]  我們家裏面那時候都還有請傭人的時候
[00:11:36.620 --> 00:11:39.620]  她都還一定要自己買菜 自己煮飯
[00:11:39.620 --> 00:11:42.940]  因爲她說這些來幫忙的人呢
[00:11:42.940 --> 00:11:45.620]  只是來幫忙做家事 帶小孩的
[00:11:45.620 --> 00:11:48.180]  因爲我媽媽的要求很高
[00:11:48.180 --> 00:11:52.740]  而且她其實非常地嚴
[00:11:53.180 --> 00:11:58.340]  那後來我們家長大了
[00:11:58.340 --> 00:12:00.220]  我們家裏頭也不請傭人了
[00:12:00.220 --> 00:12:07.060]  那不請傭人以後我媽媽還是天天都要抹桌子擦地
[00:12:07.060 --> 00:12:12.100]  她心裏面是期望我要幫忙
[00:12:12.100 --> 00:12:14.700]  但是她又不講
[00:12:14.700 --> 00:12:18.340]  如果我沒做 她就會不高興
[00:12:18.340 --> 00:12:23.140]  因爲她說你肚子餓了你就會去喫飯了
[00:12:24.180 --> 00:12:25.300]  還需要講嗎
[00:12:25.300 --> 00:12:31.140]  所以從小我們之間就有這些糾葛
[00:12:31.140 --> 00:12:36.260]  那一直到我父親走了以後
[00:12:36.260 --> 00:12:40.780]  特別是這幾年我媽媽的記憶力慢慢在喪失
[00:12:40.780 --> 00:12:44.420]  那我們的角色對調之後
[00:12:45.460 --> 00:12:53.500]  這個關係才慢慢地媽媽變成我的女兒
[00:12:53.500 --> 00:12:57.700]  那對兩個小孩
[00:12:57.700 --> 00:13:01.100]  我其實是個全職的媽媽
[00:13:01.100 --> 00:13:03.780]  他們是我愛大的
[00:13:03.780 --> 00:13:07.740]  那這幾年他們都成家立業
[00:13:07.740 --> 00:13:12.020]  我們就開始面對不同的挑戰
[00:13:13.420 --> 00:13:16.140]  我的兒子像一隻走掉的貓
[00:13:16.140 --> 00:13:19.620]  那很少聯絡
[00:13:19.620 --> 00:13:21.540]  那我自己也很忙
[00:13:21.540 --> 00:13:23.940]  乾脆互不相干
[00:13:23.940 --> 00:13:28.380]  可是小阿姨說不行 這是不對的
[00:13:28.380 --> 00:13:31.700]  我們天賦座勢不是這樣子的
[00:13:31.700 --> 00:13:35.180]  所以我就給兒子送了一個簡訊
[00:13:35.180 --> 00:13:38.340]  感謝主很快他就回信來了
[00:13:38.340 --> 00:13:41.940]  還寄了很多他跟我媳婦Carmilla的照片
[00:13:42.740 --> 00:13:44.740]  而且還寫了一些話
[00:13:44.740 --> 00:13:48.060]  但是還是要學
[00:13:48.060 --> 00:13:50.340]  不要問
[00:13:50.340 --> 00:13:53.580]  我的女兒也很孝順
[00:13:53.580 --> 00:13:59.780]  最完美的就是你凡事聽她的安排
[00:13:59.780 --> 00:14:03.300]  她的家沒有我們的影子
[00:14:03.300 --> 00:14:07.460]  她們的家有她們自己的生活習慣
[00:14:08.900 --> 00:14:13.180]  接納是這個遊戲中的唯一的規則
[00:14:13.180 --> 00:14:17.580]  當我們愛我們孩子的時候
[00:14:17.580 --> 00:14:18.860]  我們關心他
[00:14:18.860 --> 00:14:22.900]  我們何嘗不想要成爲他們生活中的一部分
[00:14:22.900 --> 00:14:26.900]  想要參與他們生活中的點點滴滴
[00:14:26.900 --> 00:14:28.980]  但是事實上
[00:14:28.980 --> 00:14:31.980]  講幾個小故事
[00:14:31.980 --> 00:14:34.180]  有一個師母
[00:14:34.180 --> 00:14:37.500]  她是狄蘭師母
[00:14:37.500 --> 00:14:40.300]  我想你們很多人大概有讀過她的書
[00:14:40.300 --> 00:14:42.380]  她是一個writer 她是一個作家
[00:14:42.380 --> 00:14:46.460]  她說有一次她兒子過生日
[00:14:46.460 --> 00:14:48.900]  所以她就很興奮地問兒子說
[00:14:48.900 --> 00:14:50.860]  兒子 你想喫什麼
[00:14:50.860 --> 00:14:52.180]  你要請誰
[00:14:52.180 --> 00:14:53.820]  媽媽給你辦一桌
[00:14:53.820 --> 00:14:56.940]  就很不耐煩地說
[00:14:56.940 --> 00:14:59.540]  媽媽 我可不可以
[00:14:59.540 --> 00:15:03.980]  就跟我的太太兩個人出去喫一個燭光晚餐
[00:15:06.540 --> 00:15:08.860]  狄蘭師母一句話都沒有講
[00:15:08.860 --> 00:15:09.860]  她就回房間去
[00:15:09.860 --> 00:15:13.180]  那寫這個故事是大概十年前的事情
[00:15:13.180 --> 00:15:15.180]  所以她拿了一百塊錢出來
[00:15:15.180 --> 00:15:17.060]  她就給她的兒子說
[00:15:17.060 --> 00:15:20.380]  一百塊 我請你們喫晚餐
[00:15:20.380 --> 00:15:23.020]  把孩子送回來 我來帶
[00:15:23.020 --> 00:15:26.540]  狄蘭師母說
[00:15:26.540 --> 00:15:29.940]  心裏面不會難過嗎
[00:15:29.940 --> 00:15:32.100]  這是我養大的
[00:15:32.100 --> 00:15:33.540]  我愛大的
[00:15:34.060 --> 00:15:39.300]  他只要跟他的太太兩個人出去喫一頓燭光晚餐
[00:15:39.300 --> 00:15:43.380]  弟兄姐妹 這就是神的創造
[00:15:43.380 --> 00:15:47.140]  我們要離開父母 與妻子合爲一體
[00:15:47.140 --> 00:15:49.220]  那是對的
[00:15:49.220 --> 00:15:54.740]  還有一個小故事是一個年輕的師母
[00:15:54.740 --> 00:15:58.060]  這個師母她生了三個小孩
[00:15:58.060 --> 00:16:01.860]  這三個小孩都是她餵母乳
[00:16:01.860 --> 00:16:03.980]  她自己餵母乳
[00:16:05.060 --> 00:16:11.140]  因爲她小時候總是跟媽媽之間有這些糾糾纏纏的
[00:16:11.140 --> 00:16:13.100]  所以她跟她自己講
[00:16:13.100 --> 00:16:16.100]  我長大以後我絕對不要像我媽媽
[00:16:16.100 --> 00:16:19.620]  所以她生了三個小孩
[00:16:19.620 --> 00:16:20.860]  她喂母奶
[00:16:20.860 --> 00:16:25.740]  每一天她就要抱着一大包的那個擠奶的東西
[00:16:25.740 --> 00:16:27.100]  跟她一起去上班
[00:16:27.100 --> 00:16:28.020]  爲什麼
[00:16:28.020 --> 00:16:33.060]  因爲你們餵過母奶的人知道每四個小時就要擠奶
[00:16:34.180 --> 00:16:40.220]  所以她說辦公室的會議室到處都有她在擠奶的時候
[00:16:40.220 --> 00:16:46.260]  她認爲說這是一個很了不起的犧牲奉獻
[00:16:46.260 --> 00:16:48.700]  她爲她孩子做的
[00:16:48.700 --> 00:16:51.420]  然後她生了三個小孩
[00:16:51.420 --> 00:16:53.780]  等到她生到老三的時候
[00:16:53.780 --> 00:16:58.060]  她的老大就覺得媽媽你偏心
[00:16:58.060 --> 00:17:01.100]  你花太多時間在弟弟身上
[00:17:02.740 --> 00:17:05.460]  所以有一天她在跟她媽媽說話
[00:17:05.460 --> 00:17:08.180]  她媽媽說你說什麼
[00:17:08.180 --> 00:17:09.460]  可不可以再說一次
[00:17:09.460 --> 00:17:14.260]  她說沒什麼了不起
[00:17:14.260 --> 00:17:14.980]  不說了
[00:17:14.980 --> 00:17:21.660]  她的媽媽就跟她說再說一次嘛
[00:17:21.660 --> 00:17:24.460]  媽媽沒有聽到
[00:17:24.460 --> 00:17:27.540]  有一天媽媽會老
[00:17:27.540 --> 00:17:30.100]  當媽媽老的時候
[00:17:31.420 --> 00:17:35.620]  你如果說話都只說一次的話
[00:17:35.620 --> 00:17:37.620]  那媽媽怎麼辦呢
[00:17:37.620 --> 00:17:41.860]  她以爲她這樣子動之以情
[00:17:41.860 --> 00:17:45.060]  覺得沒想到這個孩子投一搖說
[00:17:45.060 --> 00:17:46.540]  那是你自己要的
[00:17:46.540 --> 00:17:52.220]  所以她後來就覺得
[00:17:52.220 --> 00:17:54.820]  而且她常常告訴她自己
[00:17:54.820 --> 00:17:58.900]  我還有什麼沒有爲我孩子做的
[00:18:00.700 --> 00:18:01.740]  她常常問她自己
[00:18:01.740 --> 00:18:04.460]  我還有什麼沒有爲孩子做的
[00:18:04.460 --> 00:18:06.780]  而且她越來越覺得
[00:18:06.780 --> 00:18:09.380]  她越來越像她媽媽
[00:18:09.380 --> 00:18:14.380]  她說了一句很有趣的話
[00:18:14.380 --> 00:18:20.540]  她說母親的心永遠不向孩子關起來
[00:18:20.540 --> 00:18:27.980]  母親的心永遠在孩子沒有道歉之前就原諒他們了
[00:18:30.180 --> 00:18:36.300]  所以這就是我們做母親的
[00:18:36.300 --> 00:18:41.140]  上個禮拜我們禱告會的時候
[00:18:41.140 --> 00:18:42.860]  我們有一個姐妹
[00:18:42.860 --> 00:18:47.860]  她分享了一些跟孩子撕裂心腸的一些傷痛
[00:18:47.860 --> 00:18:50.860]  親愛的媽媽們
[00:18:50.860 --> 00:18:56.820]  這些傷痛都是天賦修剪的刀
[00:18:59.060 --> 00:19:04.380]  藉着跟你最愛的人修剪你
[00:19:04.380 --> 00:19:07.860]  約束是葡萄樹
[00:19:07.860 --> 00:19:09.540]  我們是枝子
[00:19:09.540 --> 00:19:12.940]  所以在你最傷心的時候
[00:19:12.940 --> 00:19:16.660]  你要緊緊地連在葡萄樹上面
[00:19:16.660 --> 00:19:21.140]  天賦的智慧纔可以餵養你
[00:19:21.140 --> 00:19:25.540]  它的愛才能夠成爲你放手的力量
[00:19:27.260 --> 00:19:31.060]  我們的兒女豈不都在他的保護之下嗎
[00:19:31.060 --> 00:19:38.420]  記住我們都只是暫時的管家
[00:19:38.420 --> 00:19:40.180]  他們長大了
[00:19:40.180 --> 00:19:43.420]  你願不願意你都要放手
[00:19:43.420 --> 00:19:46.700]  但是孩子們
[00:19:46.700 --> 00:19:48.900]  媽媽老了
[00:19:48.900 --> 00:19:52.700]  說錯話你可別計較
[00:19:54.860 --> 00:19:59.300]  我們一定要跨越我們彼此之間的不完美
[00:19:59.300 --> 00:20:02.900]  我們才能夠擁有一份和諧的愛
[00:20:02.900 --> 00:20:08.340]  與兒女的相處才能夠得到真正的自由
[00:20:08.340 --> 00:20:11.780]  因爲這是在基督裏的道理
[00:20:11.780 --> 00:20:14.860]  今天是母親節
[00:20:14.860 --> 00:20:17.940]  我鼓勵在座的每一位姐妹們
[00:20:17.940 --> 00:20:23.220]  不論你生過小孩或是有生過和沒生過小孩
[00:20:23.700 --> 00:20:27.300]  我都歡迎你等一會兒來接受我們的禮物
[00:20:27.300 --> 00:20:29.140]  因爲這是神的家
[00:20:29.140 --> 00:20:32.540]  教會的孩子就是你的孩子
[00:20:32.540 --> 00:20:36.060]  也許你沒有生養他們
[00:20:36.060 --> 00:20:38.340]  但是你可以去關心他們
[00:20:38.340 --> 00:20:39.980]  你可以去爲他們禱告
[00:20:39.980 --> 00:20:41.820]  你知道嗎
[00:20:41.820 --> 00:20:45.340]  這個每一年的五月的第二個禮拜
[00:20:45.340 --> 00:20:49.220]  禮拜天這個母親節的由來
[00:20:50.540 --> 00:20:55.940]  這個創辦 就把這個母親節帶出母親節的這個人
[00:20:55.940 --> 00:21:00.060]  她是一個從來沒有結過婚
[00:21:00.060 --> 00:21:03.860]  也沒有生過小孩的American lady
[00:21:03.860 --> 00:21:06.980]  美國的一位女士 叫做安娜賈維斯
[00:21:06.980 --> 00:21:11.260]  她的母親是一個牧師的女兒
[00:21:11.260 --> 00:21:13.380]  很年輕就守寡了
[00:21:13.380 --> 00:21:16.780]  而且在窮困中養了三個小孩
[00:21:17.820 --> 00:21:20.780]  她的母親是主日學的校長
[00:21:20.780 --> 00:21:23.340]  在主日學裏面教小孩20年
[00:21:23.340 --> 00:21:25.980]  所以從少女時代
[00:21:25.980 --> 00:21:28.380]  她的母親就在兒童主日學裏面
[00:21:28.380 --> 00:21:31.780]  安娜也是她母親的學生
[00:21:31.780 --> 00:21:35.900]  而且在20世紀初的時候
[00:21:35.900 --> 00:21:39.820]  那個時候女權運動的風潮雲湧
[00:21:39.820 --> 00:21:41.540]  那個時候纔開始
[00:21:41.540 --> 00:21:46.100]  所以她因着母親的美好的教導
[00:21:46.660 --> 00:21:48.900]  她其實是一個很敬畏神的孩子
[00:21:48.900 --> 00:21:50.820]  而且她遵守世界
[00:21:50.820 --> 00:21:54.020]  特別是孝敬父母
[00:21:54.020 --> 00:21:56.060]  是她非常推崇的
[00:21:56.060 --> 00:22:02.540]  她說母親爲兒女受苦最多 享受最少
[00:22:02.540 --> 00:22:04.980]  父母健在的時候
[00:22:04.980 --> 00:22:07.340]  兒女常常地還不懂事
[00:22:07.340 --> 00:22:10.580]  等到他們知道要孝敬父母的時候
[00:22:10.580 --> 00:22:13.180]  那時候父母親已經不再是了
[00:22:14.540 --> 00:22:18.260]  所以在1906年的5月的第二個禮拜天
[00:22:18.260 --> 00:22:21.660]  就是她的母親逝世的週年紀念的時候
[00:22:21.660 --> 00:22:25.940]  她帶了一箱的康乃馨
[00:22:25.940 --> 00:22:28.940]  到教會去送給所有教會的會衆
[00:22:28.940 --> 00:22:33.020]  在1907年的時候
[00:22:33.020 --> 00:22:36.100]  在她母親過世的第二年
[00:22:36.100 --> 00:22:39.100]  她在教會里面辦了一個紀念的禮拜
[00:22:39.100 --> 00:22:42.900]  她用白色的康乃馨佈置會場
