
[00:00:00.000 --> 00:00:04.800]  在《新約聖經》裏面的二十七本書
[00:03:25.400 --> 00:03:28.200]  保羅說我們要將榮耀給上帝
[00:03:28.200 --> 00:03:29.800]  甚麼意思
[00:03:29.800 --> 00:03:34.200]  保羅不是說我們可以為上帝加添一些榮耀
[00:03:34.200 --> 00:03:37.000]  保羅說因為上帝是至高無上
[00:03:37.000 --> 00:03:38.600]  因為上帝是極其偉大
[00:03:38.600 --> 00:03:41.000]  所以我們來到上帝的面前
[00:03:41.000 --> 00:03:45.000]  我們一定要用一個重量級的敬拜
[00:03:45.000 --> 00:03:49.400]  保羅說將你家裏最重的東西帶來
[00:03:49.400 --> 00:03:53.800]  將你家裏最榮耀的東西帶來
[00:03:53.800 --> 00:03:57.000]  我不知道你家裏有甚麼是最重量級的
[00:03:57.000 --> 00:03:58.200]  有甚麼是最榮耀
[00:03:58.200 --> 00:04:01.200]  你有沒有一個全家之寶
[00:04:01.200 --> 00:04:03.200]  可能是你的兒子
[00:04:03.200 --> 00:04:05.000]  可能是你的房子
[00:04:05.000 --> 00:04:09.000]  保羅說你要將你最榮耀的東西
[00:04:09.000 --> 00:04:10.800]  帶來上帝的面前
[00:04:10.800 --> 00:04:12.800]  當然保羅不是說一樣東西
[00:04:12.800 --> 00:04:15.200]  保羅是說你整個人
[00:04:15.200 --> 00:04:17.600]  你所有擁有的一切
[00:04:17.600 --> 00:04:20.000]  一切的東西
[00:04:20.000 --> 00:04:24.400]  要帶來上帝的面前
[00:04:24.400 --> 00:04:29.000]  第三,頌讚的時段是永遠
[00:04:29.000 --> 00:04:31.400]  因為上帝是超乎萬有
[00:04:31.400 --> 00:04:33.200]  因為上帝是自有永有
[00:04:33.200 --> 00:04:37.400]  所以我們頌讚的時段是永恆
[00:04:37.400 --> 00:04:38.000]  是永遠
[00:04:38.000 --> 00:04:42.000]  最後保羅給我們一個頌讚的確認
[00:04:42.000 --> 00:04:43.400]  保羅說「阿們」
[00:04:43.400 --> 00:04:47.000]  「阿們」代表了我們五體投地
[00:04:47.000 --> 00:04:50.600]  「阿們」代表了我們在上帝面前
[00:04:50.600 --> 00:04:54.400]  俯伏、稱臣
[00:04:54.400 --> 00:04:57.400]  當我們在這個榮耀頌裏面
[00:04:57.400 --> 00:04:58.800]  最後說「阿們」的時候
[00:04:58.800 --> 00:05:02.400]  我們是同意上帝我們擁有的一切
[00:05:02.400 --> 00:05:06.000]  要全然奉上在上帝的面前
[00:05:06.000 --> 00:05:11.000]  這是一個何等偉大的榮耀頌
[00:05:11.000 --> 00:05:15.000]  不過我們剛才說的只是骨架
[00:05:15.000 --> 00:05:17.600]  保羅沒有停在骨架的外層
[00:05:17.600 --> 00:05:24.400]  保羅繼續在骨架上建造
[00:05:24.400 --> 00:05:27.000]  《羅馬書》第十六章第27次這樣說
[00:05:27.000 --> 00:05:30.200]  「願榮耀,因著耶穌基督
[00:05:30.200 --> 00:05:33.600]  歸給獨一全智的上帝
[00:05:33.600 --> 00:05:35.400]  直到永遠,阿們」
[00:05:35.400 --> 00:05:41.800]  保羅說我們的頌讚是要歸給獨一全智的上帝
[00:05:41.800 --> 00:05:43.400]  如果你去看英文
[00:05:43.400 --> 00:05:46.200]  翻譯可能是The Only Wise God
[00:05:46.200 --> 00:05:48.400]  or All Wise God
[00:05:48.400 --> 00:05:52.600]  保羅在頌讚上帝的智慧
[00:05:52.600 --> 00:05:54.800]  保羅在驚嘆上帝的智慧
[00:05:54.800 --> 00:05:57.800]  不過你要很小心
[00:05:57.800 --> 00:06:00.000]  因為保羅所說的智慧
[00:06:00.000 --> 00:06:03.200]  不是兒子考入名校的智慧
[00:06:03.200 --> 00:06:07.800]  保羅所說的智慧不是女兒比賽得獎的智慧
[00:06:07.800 --> 00:06:11.000]  當你打開新約聖經去看智慧的時候
[00:06:11.000 --> 00:06:15.400]  智慧就是救恩的代名詞
[00:06:15.400 --> 00:06:17.400]  所以保羅所說的智慧
[00:06:17.400 --> 00:06:19.400]  保羅在驚嘆的智慧
[00:06:19.400 --> 00:06:22.200]  是上帝拯救世人的智慧
[00:06:22.200 --> 00:06:27.400]  而這個智慧是因著耶穌基督
[00:06:27.400 --> 00:06:29.800]  保羅在驚嘆上帝
[00:06:29.800 --> 00:06:33.400]  怎樣通過主耶穌基督拯救世人
[00:06:33.400 --> 00:06:38.000]  保羅驚嘆上帝怎樣將一個死亡的器具
[00:06:38.000 --> 00:06:39.000]  甚麼叫死亡的器具
[00:06:39.000 --> 00:06:40.400]  十字架
[00:06:40.400 --> 00:06:45.600]  將十字架轉變成為一個生命的記號
[00:06:45.600 --> 00:06:47.400]  二千年前在中東
[00:06:47.400 --> 00:06:49.600]  沒有人會戴一個十字架
[00:06:49.600 --> 00:06:51.400]  覺得酷的
[00:06:51.400 --> 00:06:53.600]  因為這個是死亡的器具
[00:06:53.600 --> 00:06:57.800]  但是上帝將它從死亡的器具
[00:06:57.800 --> 00:06:59.400]  變成了一個生命的記號
[00:06:59.400 --> 00:07:02.800]  今天我們有生命
[00:07:02.800 --> 00:07:04.200]  有一個新的盼望
[00:07:04.200 --> 00:07:06.200]  完全是因為這個十字架
[00:07:06.200 --> 00:07:11.000]  保羅驚嘆上帝如何將一個聖潔無瑕的聖旨
[00:07:11.000 --> 00:07:17.600]  代替了罪惡滔天的世人
[00:07:17.600 --> 00:07:21.200]  一個完全不公平的交易
[00:07:21.200 --> 00:07:25.200]  不應該發生的代替
[00:07:25.200 --> 00:07:27.800]  保羅為這一切
[00:07:27.800 --> 00:07:31.600]  驚訝為這一切讚美、重讚
[00:07:31.600 --> 00:07:35.200]  保羅說這一切都是因著耶穌基督
[00:07:35.200 --> 00:07:37.000]  有耶穌就有重讚
[00:07:37.000 --> 00:07:40.400]  沒有耶穌就沒有重讚
[00:07:40.400 --> 00:07:43.800]  這是保羅的思想
[00:07:43.800 --> 00:07:47.800]  如果你熟悉羅馬書
[00:07:47.800 --> 00:07:49.000]  整本書的時候
[00:07:49.000 --> 00:07:53.000]  你會知道其實這裡不是保羅第一次
[00:07:53.000 --> 00:07:55.400]  重讚上帝的智慧
[00:07:55.400 --> 00:07:59.400]  原來在羅馬書第十一章尾段的時候
[00:07:59.400 --> 00:08:03.400]  保羅已經偷步
[00:08:03.400 --> 00:08:06.200]  保羅已經情不自禁
[00:08:06.200 --> 00:08:08.600]  在讚美上帝的智慧
[00:08:08.600 --> 00:08:10.400]  拯救的智慧
[00:08:10.400 --> 00:08:12.800]  羅馬書第十一章第三十三節這樣說
[00:08:12.800 --> 00:08:18.000]  「心在上帝的豐富智慧和知識
[00:08:18.000 --> 00:08:20.400]  他的判斷何其難測
[00:08:20.400 --> 00:08:22.800]  他的忠職何其難尋
[00:08:22.800 --> 00:08:25.600]  誰知道主心誰作過他謀事
[00:08:25.600 --> 00:08:28.400]  願榮耀歸給他直到永遠」
[00:08:28.400 --> 00:08:30.000]  「阿門」你看到嗎?
[00:08:30.000 --> 00:08:31.800]  那個榮耀的重讚
[00:08:31.800 --> 00:08:36.200]  在十一章的尾段已經出現過了
[00:08:36.200 --> 00:08:39.200]  但我想說保羅真的是偷步的
[00:08:39.200 --> 00:08:41.000]  他不應該這麼早出讚美
[00:08:41.000 --> 00:08:42.600]  但是他情不自禁
[00:08:42.600 --> 00:08:45.800]  如果你看回整個羅馬書的架構
[00:08:45.800 --> 00:08:48.400]  你知道保羅一直在說
[00:08:48.400 --> 00:08:53.600]  上帝的義如何在福音裏顯明
[00:08:53.600 --> 00:08:57.200]  保羅說上帝的義在他對世界的憤怒
[00:08:57.200 --> 00:09:00.000]  他對世界的審判當中顯明
[00:09:00.000 --> 00:09:03.400]  保羅說上帝的義在人恩信稱義
[00:09:03.400 --> 00:09:05.800]  在恩典彰顯當中顯明
[00:09:05.800 --> 00:09:08.400]  保羅說上帝的義在罪人
[00:09:08.400 --> 00:09:11.000]  從罪惡當中被釋放裏顯明
[00:09:11.000 --> 00:09:12.400]  保羅接著說
[00:09:12.400 --> 00:09:16.800]  上帝的義在內邦人和猶太人
[00:09:16.800 --> 00:09:21.000]  合一的奧秘當中顯明
[00:09:21.000 --> 00:09:23.200]  去到第十一章尾的時候
[00:09:23.200 --> 00:09:28.800]  保羅剛剛說完羅馬書的上半部
[00:09:28.800 --> 00:09:30.000]  接著他情不自禁
[00:09:30.000 --> 00:09:33.600]  他不能再等
[00:09:33.600 --> 00:09:36.000]  他要讚美
[00:09:36.000 --> 00:09:37.600]  但其實他還沒說完
[00:09:37.600 --> 00:09:39.200]  因為他讚美完之後
[00:09:39.200 --> 00:09:44.400]  他繼續還有兩大段
[00:09:44.400 --> 00:09:46.600]  第一段說到神的義
[00:09:46.600 --> 00:09:50.600]  在人、在罪人、得救的罪人
[00:09:50.600 --> 00:09:54.000]  怎樣身在現場當作活祭中顯明
[00:09:54.000 --> 00:10:00.200]  接著上帝的義在福音被宣揚到地極
[00:10:00.200 --> 00:10:02.600]  亦都是他為何寫羅馬書的原因
[00:10:02.600 --> 00:10:05.000]  因為他想西遊記
[00:10:05.000 --> 00:10:06.200]  在當中顯明
[00:10:06.200 --> 00:10:12.200]  於是我們完成了羅馬書的下半部
[00:10:12.200 --> 00:10:19.600]  接著他再用一個榮耀頌去總結整本書
[00:10:19.600 --> 00:10:24.000]  這是我們重讚蛋糕的第一層
[00:10:24.000 --> 00:10:28.200]  我們現在帶你去看重讚蛋糕的第二層
[00:10:28.200 --> 00:10:30.800]  如果我們說重讚蛋糕的第一層
[00:10:30.800 --> 00:10:33.600]  代表了上帝拯救的智慧
[00:10:33.600 --> 00:10:35.000]  第二層是甚麼呢?
[00:10:35.000 --> 00:10:41.000]  第二層重讚蛋糕代表了上帝的堅固
[00:10:41.000 --> 00:10:43.600]  保羅這樣說第十六章第二十五節
[00:10:43.600 --> 00:10:49.200]  「惟有上帝能照我所傳的福音」
[00:10:49.200 --> 00:10:51.600]  就是耶穌基督的訊息
[00:10:51.600 --> 00:10:57.200]  「照務被的啟示堅固你們」
[00:10:57.200 --> 00:11:01.400]  保羅說「惟有上帝能堅固你們」
[00:11:01.400 --> 00:11:04.800]  惟有上帝能
[00:11:04.800 --> 00:11:08.000]  我要你留意想想這個「能」字
[00:11:08.000 --> 00:11:10.000]  上帝能
[00:11:10.000 --> 00:11:11.800]  當保羅說上帝能的時候
[00:11:11.800 --> 00:11:14.800]  上帝的能力不是僅僅過關
[00:11:14.800 --> 00:11:17.000]  剛剛足夠的能力
[00:11:17.000 --> 00:11:18.000]  剛剛60分
[00:11:18.000 --> 00:11:19.000]  剛剛50分
[00:11:19.000 --> 00:11:22.400]  剛剛過關了
[00:11:22.400 --> 00:11:24.800]  上帝的能不是那些小小的能
[00:11:24.800 --> 00:11:25.800]  是大大的能
[00:11:25.800 --> 00:11:27.200]  是A級的能力
[00:11:27.200 --> 00:11:28.800]  是A+級的能力
[00:11:28.800 --> 00:11:32.200]  是爆燈的能力
[00:11:32.200 --> 00:11:33.600]  如果你要看原文
[00:11:33.600 --> 00:11:35.200]  原文是Dynamite
[00:11:35.200 --> 00:11:40.400]  其實你聽到的字像英文的Dynamite
[00:11:40.400 --> 00:11:44.400]  保羅說上帝的大能是一個大爆炸
[00:11:44.400 --> 00:11:46.600]  一個炸彈的大能
[00:11:46.600 --> 00:11:47.800]  其實如果你熟悉羅馬書
[00:11:47.800 --> 00:11:51.000]  你知道保羅其實是在回應
[00:11:51.000 --> 00:11:53.600]  第一章第十六節
[00:11:53.600 --> 00:11:56.400]  他自己告訴我們
[00:11:56.400 --> 00:11:58.600]  整個羅馬書的中心主題是什麼呢?
[00:11:58.600 --> 00:12:00.400]  「我不以福音為恥」
[00:12:00.400 --> 00:12:06.200]  「而因為這福音本是上帝的大能」
[00:12:06.200 --> 00:12:08.200]  「為要拯救一切上進的」
[00:12:08.200 --> 00:12:10.200]  「先從猶太人起」
[00:12:10.200 --> 00:12:13.000]  「再是希臘人」
[00:12:13.000 --> 00:12:16.000]  保羅說福音是上帝的大能
[00:12:16.000 --> 00:12:17.200]  最後的時候
[00:12:17.200 --> 00:12:21.800]  他說上帝的大能可以堅固你們
[00:12:21.800 --> 00:12:24.000]  保羅說福音是上帝的大能
[00:12:24.000 --> 00:12:28.400]  是上帝從天而降的大炸彈
[00:12:28.400 --> 00:12:30.800]  沒錯,福音要拯救我們
[00:12:30.800 --> 00:12:34.800]  沒錯,福音要建造我們
[00:12:34.800 --> 00:12:37.000]  不過在福音未建造我們之前
[00:12:37.000 --> 00:12:40.400]  福音先要炸毀我們
[00:12:40.400 --> 00:12:43.400]  將我們炸到粉碎
[00:12:43.400 --> 00:12:45.800]  福音要粉碎我們所有的質疑
[00:12:45.800 --> 00:12:48.800]  讓我們知道沒有一個人可以靠著律法
[00:12:48.800 --> 00:12:53.200]  靠著一個人的道德
[00:12:53.200 --> 00:12:56.200]  來到上帝面前去自救
[00:12:56.200 --> 00:13:00.400]  福音叫我們要因著信耶穌而被清移
[00:13:00.400 --> 00:13:01.200]  但不僅如此
[00:13:01.200 --> 00:13:05.800]  福音要粉碎我們對世界所有的貪戀
[00:13:05.800 --> 00:13:09.200]  讓我們知道我們再不可以做罪的奴隸
[00:13:09.200 --> 00:13:11.200]  我們再不可以做世界的奴隸
[00:13:11.200 --> 00:13:13.000]  再不可以做自己的奴隸
[00:13:13.000 --> 00:13:15.200]  而是我們要成為公義的奴隸
[00:13:15.200 --> 00:13:16.800]  成為上帝的奴隸
[00:13:16.800 --> 00:13:22.600]  成為主耶穌基督的奴隸
[00:13:22.600 --> 00:13:26.200]  這個是保羅自己親身的經驗
[00:13:26.200 --> 00:13:31.600]  保羅的一生被上帝的福音所粉碎
[00:13:31.600 --> 00:13:34.400]  而再重建
[00:13:34.400 --> 00:13:37.400]  而這個經驗應該是每一個真心悔改
[00:13:37.400 --> 00:13:41.600]  真正相信主耶穌基督的人的經驗
[00:13:41.600 --> 00:13:47.600]  上帝的大能是完全反轉我們的人生
[00:13:47.600 --> 00:13:50.400]  上帝的大能將我們從黑暗帶進光明
[00:13:50.400 --> 00:13:54.000]  上帝的大能將我們從罪惡中帶進公義
[00:13:54.000 --> 00:13:58.600]  將我們從將世的世界帶進永恆的國度
[00:13:58.600 --> 00:14:02.600]  將我們從一個活著的死人
[00:14:02.600 --> 00:14:05.200]  變成一個死了的活祭
[00:14:05.200 --> 00:14:06.600]  你聽不聽得懂
[00:14:06.600 --> 00:14:07.600]  活著的死人
[00:14:07.600 --> 00:14:09.400]  從前我們不認識上帝的時候
[00:14:09.400 --> 00:14:11.000]  我們是活著在這個世界
[00:14:11.000 --> 00:14:14.200]  但其實在上帝面前我們是死的
[00:14:14.200 --> 00:14:16.600]  祂將我們一個活著的死人
[00:14:16.600 --> 00:14:19.400]  變成一個死了的活祭
[00:14:19.400 --> 00:14:20.600]  在上帝面前
[00:14:20.600 --> 00:14:22.200]  在主耶穌基督裡面
[00:14:22.200 --> 00:14:24.400]  我們對於這個世界已經死了
[00:14:24.400 --> 00:14:26.200]  這個人再不存在
[00:14:26.200 --> 00:14:29.000]  我們不為這個世界而活
[00:14:29.000 --> 00:14:30.600]  相反
[00:14:30.600 --> 00:14:35.000]  我們在天國裡面成為了一個活祭
[00:14:35.000 --> 00:14:40.200]  你所說的一切都是保羅在羅馬書裡面的教導
[00:14:40.200 --> 00:14:46.600]  福音的大能會完全反轉我們的人生
[00:14:46.600 --> 00:14:52.400]  完全改造我們的人生
[00:14:52.400 --> 00:14:57.400]  很多年前在美國有一套電視節目叫做《Extreme Makeover》
[00:14:57.400 --> 00:15:01.400]  如果你翻出來叫做《終極改造》
[00:15:01.400 --> 00:15:02.400]  有兩個版本
[00:15:02.400 --> 00:15:04.000]  一個叫做家居版
[00:15:04.000 --> 00:15:06.200]  另一個叫做真人版
[00:15:06.200 --> 00:15:08.200]  你猜不猜到他做什麼
[00:15:08.200 --> 00:15:12.000]  第一他找一些人的家就很破爛
[00:15:12.000 --> 00:15:12.800]  全舊了
[00:15:12.800 --> 00:15:14.600]  然後有很悲慘的故事
[00:15:14.600 --> 00:15:16.400]  不知道死了誰
[00:15:16.400 --> 00:15:19.600]  於是他們說你中獎了
[00:15:19.600 --> 00:15:23.600]  於是他們將這個人搬去酒店住一陣子
[00:15:23.600 --> 00:15:26.000]  然後在他去到酒店住的時候
[00:15:26.000 --> 00:15:30.400]  他們將他整間屋從頭到尾翻新了
[00:15:30.400 --> 00:15:33.200]  去到他家裡他沒辦法認得
[00:15:33.200 --> 00:15:34.200]  於是在那裡哭
[00:15:34.200 --> 00:15:37.200]  這樣才是電視節目
[00:15:37.200 --> 00:15:40.400]  這個叫做家居版
[00:15:40.400 --> 00:15:42.200]  什麼叫做真人版
[00:15:42.200 --> 00:15:44.600]  找一個很醜陋的
[00:15:44.600 --> 00:15:46.600]  很多很悲慘的故事
[00:15:46.600 --> 00:15:48.800]  從來沒有人愛這個人的
[00:15:48.800 --> 00:15:50.200]  幫他做什麼
[00:15:50.200 --> 00:15:52.000]  整容
[00:15:52.000 --> 00:15:53.200]  不是化妝
[00:15:53.200 --> 00:15:55.000]  是整容
[00:15:55.000 --> 00:15:57.400]  整完之後變成一個電視明星
[00:15:57.400 --> 00:15:58.800]  電影明星這麼厲害
[00:15:58.800 --> 00:16:00.400]  你明白嗎
[00:16:00.400 --> 00:16:03.400]  上帝在我們生命裡面做的
[00:16:03.400 --> 00:16:05.200]  你看看保羅的樣子
[00:16:05.200 --> 00:16:06.800]  你看看彼得的樣子
[00:16:06.800 --> 00:16:08.600]  你看看約翰的樣子
[00:16:08.600 --> 00:16:11.600]  是一個終極的改造
[00:16:11.600 --> 00:16:15.000]  極端的改造
[00:16:15.000 --> 00:16:19.000]  不是幫你補補妝
[00:16:19.000 --> 00:16:23.800]  因典在罪人身上的改造
[00:16:23.800 --> 00:16:27.200]  是一個根本的改造
[00:16:27.200 --> 00:16:29.000]  如果我們真的經歷因典
[00:16:29.000 --> 00:16:31.600]  如果我們真的被上帝重造的時候
[00:16:31.600 --> 00:16:35.400]  我們和這個世界應該是不一樣的
[00:16:35.400 --> 00:16:38.400]  那個不一樣是一個根本的不一樣
[00:16:38.400 --> 00:16:40.200]  不是一個表面的不一樣
[00:16:40.200 --> 00:16:41.800]  不是一個化妝的不一樣
[00:16:41.800 --> 00:16:45.400]  是一個整容的不一樣
[00:16:45.400 --> 00:16:49.000]  我們和這個世界究竟有沒有分別
[00:16:49.000 --> 00:16:50.600]  我們和這個世界的分別是不是
[00:16:50.600 --> 00:16:52.000]  就是他們多睡兩個小時
[00:16:52.000 --> 00:16:55.200]  我們要早一點起床來公理堂
[00:16:55.200 --> 00:16:58.800]  才可以去喝茶
[00:16:58.800 --> 00:17:00.400]  我們和世界的分別是不是
[00:17:00.400 --> 00:17:01.800]  有些人說已經信了耶穌
[00:17:01.800 --> 00:17:05.000]  精神了開心了
[00:17:05.000 --> 00:17:06.600]  還是你信了耶穌
[00:17:06.600 --> 00:17:09.600]  神經了瘋狂了
[00:17:09.600 --> 00:17:11.000]  你明不明白
[00:17:11.000 --> 00:17:14.200]  不是精神了開心了
[00:17:14.200 --> 00:17:17.000]  是發了神經
[00:17:17.000 --> 00:17:21.600]  瘋狂了
[00:17:21.600 --> 00:17:27.600]  如果你沒有真正相信耶穌
[00:17:27.600 --> 00:17:29.800]  但是你經常浮游在教會裏面
[00:17:29.800 --> 00:17:31.400]  其實你都有可能瞞得過
[00:17:31.400 --> 00:17:34.800]  公理堂裏面的教務審查的
[00:17:34.800 --> 00:17:35.600]  是不是
[00:17:35.600 --> 00:17:37.400]  我們看不到很多東西的
[00:17:37.400 --> 00:17:40.600]  不過有一天你去到天堂的門口
[00:17:40.600 --> 00:17:44.400]  你過不到天堂門口的照妖鏡
[00:17:44.400 --> 00:17:46.000]  天堂門口有個照妖鏡
[00:17:46.000 --> 00:17:46.600]  耶穌說
[00:17:46.600 --> 00:17:50.600]  「不是每一個人呼叫我主啊主啊的人
[00:17:50.600 --> 00:17:51.600]  都能進天國
[00:17:51.600 --> 00:17:54.800]  唯有遵行我天父旨意的人
[00:17:54.800 --> 00:18:00.200]  才可以進天國」
[00:18:00.200 --> 00:18:03.200]  上帝要我們有一個終極的改造
[00:18:03.200 --> 00:18:06.000]  大能的建造
[00:18:06.000 --> 00:18:08.600]  這個工作是上帝的工作
[00:18:08.600 --> 00:18:09.200]  很明顯的
[00:18:09.200 --> 00:18:09.800]  保羅在這裏說
[00:18:09.800 --> 00:18:12.800]  唯有上帝的大能
[00:18:12.800 --> 00:18:17.800]  但是不代表你和我沒有責任
[00:18:17.800 --> 00:18:19.600]  不代表你和我晚上做個祈禱
[00:18:19.600 --> 00:18:20.800]  說上帝我現在去睡覺了
[00:18:20.800 --> 00:18:23.400]  我睡覺的時候你幫我搞
[00:18:23.400 --> 00:18:25.400]  接著你就可以兼顧我的生命
[00:18:25.400 --> 00:18:26.400]  你可以建造我的生命
[00:18:26.400 --> 00:18:29.600]  這件事是不會發生的
[00:18:29.600 --> 00:18:33.400]  晚上不是你睡在這裏做SPA
[00:18:33.400 --> 00:18:35.400]  上帝不是這樣
[00:18:35.400 --> 00:18:38.800]  上帝要我們自己身體力行
[00:18:38.800 --> 00:18:41.600]  當你去看《新約聖經》的角度
[00:18:41.600 --> 00:18:45.000]  你會發現一個基督徒的成長
[00:18:45.000 --> 00:18:46.600]  既是上帝的工作
[00:18:46.600 --> 00:18:47.800]  也都是自己的努力
[00:18:47.800 --> 00:18:51.600]  這兩件事其實是沒有衝突的
[00:18:51.600 --> 00:18:53.800]  上帝的主權和人的責任
[00:18:53.800 --> 00:18:55.000]  是同時並行的
[00:18:55.000 --> 00:18:58.200]  你明不明白
[00:18:58.200 --> 00:18:59.800]  所以你不要和我說
[00:18:59.800 --> 00:19:02.400]  是啦我是撇的
[00:19:02.400 --> 00:19:05.200]  一切都是上帝的
[00:19:05.200 --> 00:19:06.600]  不關我的事
[00:19:06.600 --> 00:19:07.600]  上帝沒有做事
[00:19:07.600 --> 00:19:08.800]  我有什麼辦法
[00:19:08.800 --> 00:19:09.800]  不是的
[00:19:09.800 --> 00:19:12.200]  上帝的工作和你的努力
[00:19:12.200 --> 00:19:14.000]  是同時並進的
[00:19:14.000 --> 00:19:17.000]  所以主耶穌幾乎和我們說
[00:19:17.000 --> 00:19:19.400]  你記得在登山補訓最後的時候
[00:19:19.400 --> 00:19:20.800]  耶穌怎麼說的
[00:19:20.800 --> 00:19:23.800]  耶穌叫我們去聽祂的道
[00:19:23.800 --> 00:19:25.400]  叫祂行祂的道
[00:19:25.400 --> 00:19:26.400]  耶穌說所以
[00:19:26.400 --> 00:19:31.000]  凡聽見我這些話有虛造
[00:19:31.000 --> 00:19:33.400]  就好比一個聰明人
[00:19:33.400 --> 00:19:35.800]  將房子蓋在盤石上面
[00:19:35.800 --> 00:19:39.000]  風吹雨打水沖
[00:19:39.000 --> 00:19:40.600]  房子不倒塌
[00:19:40.600 --> 00:19:44.200]  因為他的根基在盤石上
[00:19:44.200 --> 00:19:46.800]  相反
[00:19:46.800 --> 00:19:48.600]  有些人他聽了這個道
[00:19:48.600 --> 00:19:51.200]  但他沒有將他身體力行
[00:19:51.200 --> 00:19:52.600]  他不是聽不到這個道
[00:19:52.600 --> 00:19:54.200]  他不是沒有聽了這個道
[00:19:54.200 --> 00:19:55.200]  他是聽了
[00:19:55.200 --> 00:19:59.600]  但他沒有將他身體力行
