
[00:00:00.000 --> 00:00:04.000]  在兩年多前英國有一位老人家
[00:04:48.000 --> 00:04:51.000]  今天我想跟大家一起去看看
[00:04:51.000 --> 00:04:53.000]  他的心智有什麼特別
[00:04:53.000 --> 00:04:55.000]  先說一下他的背景
[00:04:55.000 --> 00:04:58.000]  聖經裡最早交代
[00:04:58.000 --> 00:05:00.000]  即是出現加勒這個人
[00:05:00.000 --> 00:05:02.000]  大家記不記得在哪一卷書
[00:05:02.000 --> 00:05:06.000]  在《文數記》就已經出現了
[00:05:06.000 --> 00:05:08.000]  在《文數記》記載
[00:05:08.000 --> 00:05:10.000]  摩西派十二支派
[00:05:10.000 --> 00:05:12.000]  每日支派派一個代表
[00:05:12.000 --> 00:05:15.000]  進入迦南地區偵察地形
[00:05:15.000 --> 00:05:18.000]  加勒當時代表他的族
[00:05:18.000 --> 00:05:22.000]  由大支派進入迦南
[00:05:22.000 --> 00:05:24.000]  十二個去
[00:05:24.000 --> 00:05:26.000]  十二個回來
[00:05:26.000 --> 00:05:28.000]  其中十個說
[00:05:28.000 --> 00:05:30.000]  那裡不行那些人吃人
[00:05:30.000 --> 00:05:32.000]  我們不要去
[00:05:32.000 --> 00:05:36.000]  唯獨兩個獨排眾議
[00:05:36.000 --> 00:05:38.000]  那兩個其中一個是加勒
[00:05:38.000 --> 00:05:40.000]  另外一個是誰
[00:05:40.000 --> 00:05:42.000]  約書亞大家都熟悉
[00:05:42.000 --> 00:05:45.000]  這段經文可能大家都熟悉
[00:05:45.000 --> 00:05:47.000]  比較熟悉的經文
[00:05:47.000 --> 00:05:50.000]  在剛才我們所讀的那段經文裡
[00:05:50.000 --> 00:05:52.000]  七至九節其實是講返
[00:05:52.000 --> 00:05:54.000]  這一段的歷史
[00:05:54.000 --> 00:05:56.000]  昔日入迦南
[00:05:56.000 --> 00:05:58.000]  偵察地形的歷史
[00:05:58.000 --> 00:06:00.000]  十節到十二節
[00:06:00.000 --> 00:06:02.000]  這一段就是加勒
[00:06:02.000 --> 00:06:05.000]  經過了四十五年之後
[00:06:05.000 --> 00:06:08.000]  他向約書亞表達心智
[00:06:08.000 --> 00:06:10.000]  術志的一段經文
[00:06:10.000 --> 00:06:12.000]  十節到十二節
[00:06:12.000 --> 00:06:14.000]  這一段經文我選了
[00:06:14.000 --> 00:06:16.000]  一個和合本的修訂版
[00:06:16.000 --> 00:06:18.000]  我覺得這個版本
[00:06:18.000 --> 00:06:21.000]  將原文的意思
[00:06:21.000 --> 00:06:23.000]  譯得更加好
[00:06:23.000 --> 00:06:25.000]  我們一起來讀這三節的經文
[00:06:25.000 --> 00:06:27.000]  現在看啊
[00:06:27.000 --> 00:06:29.000]  耶和華照他所說的
[00:06:29.000 --> 00:06:32.000]  使我活了者四十五年
[00:06:32.000 --> 00:06:36.000]  當以色列人在曠野漂流的時候
[00:06:36.000 --> 00:06:40.000]  耶和華曾對摩西說了這話
[00:06:40.000 --> 00:06:42.000]  現在看啊
[00:06:42.000 --> 00:06:44.000]  我已經八十五歲了
[00:06:44.000 --> 00:06:47.000]  現今我還很健壯
[00:06:47.000 --> 00:06:51.000]  像摩西差派我去的那天一樣
[00:06:51.000 --> 00:06:54.000]  無論是戰爭是出入
[00:06:54.000 --> 00:06:58.000]  我現在的力量和那時的力量一樣
[00:06:58.000 --> 00:07:02.000]  請你將耶和華那日所說的
[00:07:02.000 --> 00:07:04.000]  這三區給我
[00:07:04.000 --> 00:07:06.000]  那日你也曾聽說
[00:07:06.000 --> 00:07:09.000]  這裏有亞納族人
[00:07:09.000 --> 00:07:12.000]  以及寬大堅固的城
[00:07:12.000 --> 00:07:15.000]  說他耶和華會照他所說的
[00:07:15.000 --> 00:07:17.000]  與我同在
[00:07:17.000 --> 00:07:20.000]  我就把他們趕出去
[00:07:20.000 --> 00:07:24.000]  在這短短的三節經文裏面
[00:07:24.000 --> 00:07:27.000]  有一個字出現了幾次
[00:07:27.000 --> 00:07:29.000]  這個我用紅色highlight了
[00:07:29.000 --> 00:07:31.000]  就是現在
[00:07:31.000 --> 00:07:32.000]  在這裏出現了多少次
[00:07:32.000 --> 00:07:34.000]  就是現在
[00:07:34.000 --> 00:07:36.000]  現在出現了三次
[00:07:36.000 --> 00:07:38.000]  但其實是四次
[00:07:38.000 --> 00:07:41.000]  因為在第十二節原文裏面
[00:07:41.000 --> 00:07:42.000]  都有現在這個字
[00:07:42.000 --> 00:07:44.000]  不過沒有翻譯出來
[00:07:44.000 --> 00:07:46.000]  現在出現了四次
[00:07:46.000 --> 00:07:49.000]  還有一個現今
[00:07:49.000 --> 00:07:52.000]  就是說在這段經文裏面
[00:07:52.000 --> 00:07:56.000]  都很強調現在
[00:07:56.000 --> 00:07:58.000]  就是說迦勒
[00:07:58.000 --> 00:08:02.000]  他沒有停留在昔日的日子四十五年前
[00:08:02.000 --> 00:08:05.000]  沒有只懷緬過去
[00:08:05.000 --> 00:08:07.000]  而是他活在當下
[00:08:07.000 --> 00:08:10.000]  更加勇往直前
[00:08:10.000 --> 00:08:12.000]  怎樣看到他勇往直前呢
[00:08:12.000 --> 00:08:15.000]  在他的說話裏面
[00:08:15.000 --> 00:08:17.000]  他多次強調他現在的狀態
[00:08:17.000 --> 00:08:19.000]  現在的狀態是怎樣
[00:08:19.000 --> 00:08:21.000]  仍然很健壯
[00:08:21.000 --> 00:08:24.000]  就好像昔日四十五年前一樣
[00:08:24.000 --> 00:08:26.000]  那為甚麼他要強調
[00:08:26.000 --> 00:08:28.000]  他現在仍然很健壯
[00:08:28.000 --> 00:08:30.000]  很好狀態呢
[00:08:30.000 --> 00:08:34.000]  因為當時分地給各個支派的時候
[00:08:34.000 --> 00:08:37.000]  其實那些地他們分到之後
[00:08:37.000 --> 00:08:39.000]  不是等於他從此安枕無憂
[00:08:39.000 --> 00:08:41.000]  可以在上面建大屋
[00:08:41.000 --> 00:08:42.000]  安享萬年
[00:08:42.000 --> 00:08:43.000]  不是這樣的
[00:08:43.000 --> 00:08:45.000]  因為分地那些
[00:08:45.000 --> 00:08:47.000]  就是劃了地界之後
[00:08:47.000 --> 00:08:50.000]  其實他們在那個領地那裏
[00:08:50.000 --> 00:08:52.000]  其實還有很多的
[00:08:52.000 --> 00:08:54.000]  迦南的那些民族在那裏
[00:08:54.000 --> 00:08:56.000]  未走的
[00:08:56.000 --> 00:08:58.000]  他們要繼續去爭戰
[00:08:58.000 --> 00:09:00.000]  打低那些民族
[00:09:00.000 --> 00:09:02.000]  趕走他們
[00:09:02.000 --> 00:09:04.000]  然後才真的可以
[00:09:04.000 --> 00:09:06.000]  在那塊地裏面
[00:09:06.000 --> 00:09:09.000]  有安樂的日子
[00:09:09.000 --> 00:09:11.000]  來過
[00:09:11.000 --> 00:09:13.000]  所以對於迦南來講
[00:09:13.000 --> 00:09:15.000]  他去求地
[00:09:15.000 --> 00:09:17.000]  他就要證明
[00:09:17.000 --> 00:09:20.000]  他自己仍然是很健壯
[00:09:20.000 --> 00:09:22.000]  仍然是可以很打得
[00:09:22.000 --> 00:09:24.000]  可以趕走那裏的人
[00:09:24.000 --> 00:09:26.000]  那裏那些是什麼人
[00:09:26.000 --> 00:09:28.000]  亞納族人
[00:09:28.000 --> 00:09:30.000]  這些亞納族人是什麼人呢
[00:09:30.000 --> 00:09:34.000]  我們看回文數記那裏就有講
[00:09:34.000 --> 00:09:37.000]  昔日他們探測地形回來之後
[00:09:37.000 --> 00:09:38.000]  那十個探子就說
[00:09:38.000 --> 00:09:41.000]  那些人是吞吃居民的人
[00:09:41.000 --> 00:09:43.000]  就是食人族來的
[00:09:43.000 --> 00:09:45.000]  他們是又高又大
[00:09:45.000 --> 00:09:46.000]  身材高大
[00:09:46.000 --> 00:09:48.000]  說他們是偉人
[00:09:48.000 --> 00:09:50.000]  偉人就不是說他們很偉大
[00:09:50.000 --> 00:09:52.000]  是說他們是巨人
[00:09:52.000 --> 00:09:54.000]  就是那些巨人來的
[00:09:54.000 --> 00:09:55.000]  在他們的面前
[00:09:55.000 --> 00:09:57.000]  我們好像炸蜢一樣
[00:09:57.000 --> 00:10:00.000]  所以這些巨人食人族
[00:10:00.000 --> 00:10:04.000]  其實就是這裏所講的亞納族
[00:10:04.000 --> 00:10:06.000]  也是迦納
[00:10:06.000 --> 00:10:08.000]  他現在求取的那塊地
[00:10:08.000 --> 00:10:10.000]  仍然住了這些
[00:10:10.000 --> 00:10:12.000]  這麼恐怖的人在這裏
[00:10:12.000 --> 00:10:16.000]  為什麼迦納他一定要
[00:10:16.000 --> 00:10:18.000]  求取那塊地呢
[00:10:18.000 --> 00:10:22.000]  當然這是神應許之地
[00:10:22.000 --> 00:10:24.000]  他要求取那塊地
[00:10:24.000 --> 00:10:25.000]  也是很合理的
[00:10:25.000 --> 00:10:28.000]  但我想還有一個理由
[00:10:28.000 --> 00:10:29.000]  這個理由就是
[00:10:29.000 --> 00:10:33.000]  這個可能是迦納的一個心結
[00:10:33.000 --> 00:10:36.000]  昔日以色列人就怕了
[00:10:36.000 --> 00:10:37.000]  亞納族的人
[00:10:37.000 --> 00:10:40.000]  就忘記了自己是有神同在的
[00:10:40.000 --> 00:10:42.000]  他們就自己小看自己
[00:10:42.000 --> 00:10:44.000]  以致敗走了
[00:10:44.000 --> 00:10:47.000]  但是迦納不像他們
[00:10:47.000 --> 00:10:49.000]  迦納不單是45年前
[00:10:49.000 --> 00:10:52.000]  堅持要攻取迦南地
[00:10:52.000 --> 00:10:55.000]  甚至他現在都沒有放棄
[00:10:55.000 --> 00:10:57.000]  他不是只有口講
[00:10:57.000 --> 00:10:58.000]  只是懷緬過去
[00:10:58.000 --> 00:11:00.000]  他真的有雄心壯志
[00:11:00.000 --> 00:11:03.000]  他真的勇往向前
[00:11:03.000 --> 00:11:04.000]  還有不要忘記
[00:11:04.000 --> 00:11:06.000]  他這個時候多少歲
[00:11:06.000 --> 00:11:09.000]  八十五歲
[00:11:09.000 --> 00:11:12.000]  他和約書亞
[00:11:12.000 --> 00:11:15.000]  就是當時最老的人
[00:11:15.000 --> 00:11:17.000]  為什麼
[00:11:17.000 --> 00:11:20.000]  因為那些發麻怨的人
[00:11:20.000 --> 00:11:22.000]  神就懲罰他們
[00:11:22.000 --> 00:11:25.000]  所有藍丁都要死在曠野
[00:11:25.000 --> 00:11:28.000]  剩下的都是孤兒寡婦
[00:11:28.000 --> 00:11:31.000]  在曠野流浪四十年
[00:11:31.000 --> 00:11:34.000]  現在他來的時候有四十五年
[00:11:34.000 --> 00:11:36.000]  因為他們進了迦南之後
[00:11:36.000 --> 00:11:39.000]  都有幾年的時間來爭戰
[00:11:39.000 --> 00:11:41.000]  所以來到這個時間
[00:11:41.000 --> 00:11:43.000]  已經經過了四十五年
[00:11:43.000 --> 00:11:50.000]  而迦納仍然對這塊地念念不忘
[00:11:50.000 --> 00:11:52.000]  希望取回這塊地
[00:11:52.000 --> 00:11:55.000]  趕走那裡的亞納族人
[00:11:55.000 --> 00:11:58.000]  哪怕他們是又高又大
[00:11:58.000 --> 00:12:00.000]  又有堅固的城
[00:12:00.000 --> 00:12:02.000]  困境當前
[00:12:02.000 --> 00:12:05.000]  有人就會選擇逃避
[00:12:05.000 --> 00:12:08.000]  退縮或者躺平
[00:12:08.000 --> 00:12:16.000]  但迦納選擇要面對昔日的失敗
[00:12:16.000 --> 00:12:19.000]  在哪裏跌倒就在哪裏站起來
[00:12:19.000 --> 00:12:22.000]  更何況其實他一直都沒有跌倒
[00:12:22.000 --> 00:12:24.000]  跌倒是其他那些人
[00:12:24.000 --> 00:12:31.000]  他堅持要從頭到尾堅持專心依靠神
[00:12:31.000 --> 00:12:35.000]  我們現在潮流都流行講堂平
[00:12:35.000 --> 00:12:39.000]  當我們看到世界很混亂
[00:12:39.000 --> 00:12:43.000]  或者社會跟以前很不同的時候
[00:12:43.000 --> 00:12:46.000]  我們都難免有很多的失望
[00:12:46.000 --> 00:12:49.000]  有時停一停
[00:12:49.000 --> 00:12:51.000]  休息一下
[00:12:51.000 --> 00:12:52.000]  躺平一下
[00:12:52.000 --> 00:12:56.000]  這個都未嘗不是一個選擇
[00:12:56.000 --> 00:12:59.000]  不過我們作為基督徒
[00:12:59.000 --> 00:13:04.000]  在跟神的關係上又適不適宜躺平呢
[00:13:04.000 --> 00:13:06.000]  我最近看了一本書
[00:13:06.000 --> 00:13:08.000]  書裏面講到一個基督徒
[00:13:08.000 --> 00:13:10.000]  在他介紹自己的時候
[00:13:10.000 --> 00:13:20.000]  他說我是一個做了22年的基督徒
[00:13:20.000 --> 00:13:25.000]  但我不是一個信主22年的基督徒
[00:13:25.000 --> 00:13:32.000]  我只是一個做了22次一歲的基督徒
[00:13:32.000 --> 00:13:36.000]  他說我是一個做了22年的基督徒
[00:13:36.000 --> 00:13:40.000]  但我不是一個信主22年的基督徒
[00:13:40.000 --> 00:13:44.000]  我只是一個做了22次一歲的基督徒
[00:13:44.000 --> 00:13:47.000]  換句話說他有沒有長大
[00:13:47.000 --> 00:13:51.000]  他是停留在他一歲那個階段
[00:13:51.000 --> 00:13:54.000]  小學初階的階段
[00:13:54.000 --> 00:13:56.000]  他是停留在那裏
[00:13:56.000 --> 00:13:58.000]  他做了22次一歲的基督徒
[00:13:58.000 --> 00:14:02.000]  其實是很可悲的一件事
[00:14:02.000 --> 00:14:06.000]  但有時會是我們的實況
[00:14:06.000 --> 00:14:10.000]  這樣的躺平就不是代表我們休息
[00:14:10.000 --> 00:14:13.000]  而是對神的認識
[00:14:13.000 --> 00:14:17.000]  只是停留在初階小學雞的階段
[00:14:17.000 --> 00:14:20.000]  這樣的信仰是經不起考驗的
[00:14:20.000 --> 00:14:23.000]  一個浪蓋過來的時候
[00:14:23.000 --> 00:14:26.000]  我們很容易沉了
[00:14:26.000 --> 00:14:29.000]  上星期五唐從拜之後
[00:14:29.000 --> 00:14:32.000]  有一位姊妹我跟她聊天的時候
[00:14:32.000 --> 00:14:38.000]  她跟我說她很想盡心去閱讀聖經
[00:14:38.000 --> 00:14:43.000]  請我介紹有什麼方法可以幫助她
[00:14:43.000 --> 00:14:46.000]  我當時鼓勵她回主一學
[00:14:46.000 --> 00:14:51.000]  或者有介紹一些讀經的工具給她
[00:14:51.000 --> 00:14:55.000]  但其實我很為這位姊妹感恩
[00:14:55.000 --> 00:14:58.000]  我們看到她信住了一段時間
[00:14:58.000 --> 00:15:00.000]  但她知道自己不足
[00:15:00.000 --> 00:15:03.000]  她願意盡心去尋求
[00:15:03.000 --> 00:15:06.000]  所以我為這位姊妹感恩
[00:15:06.000 --> 00:15:09.000]  盼望我們能夠像這位姊妹
[00:15:09.000 --> 00:15:11.000]  又像迦勒一樣
[00:15:11.000 --> 00:15:16.000]  我們在信仰上不停步不躺平
[00:15:16.000 --> 00:15:20.000]  我們願意勇往向前
[00:15:20.000 --> 00:15:24.000]  在靈命上追求長進
[00:15:24.000 --> 00:15:30.000]  迦勒是一個願意一直勇往向前的人
[00:15:30.000 --> 00:15:32.000]  他一直向前
[00:15:32.000 --> 00:15:35.000]  但他怎樣看他昔日的他自己呢
[00:15:35.000 --> 00:15:39.000]  在他向約書亞去求地的過程裡
[00:15:39.000 --> 00:15:42.000]  他憶述45年前的往事
[00:15:42.000 --> 00:15:44.000]  在這兩字經文裡
[00:15:44.000 --> 00:15:48.000]  他就說:耶和華的僕人摩西從加低斯巴尼亞
[00:15:48.000 --> 00:15:50.000]  打發我批探者地
[00:15:50.000 --> 00:15:52.000]  那時我正四十歲
[00:15:52.000 --> 00:15:54.000]  我按著心意回報他
[00:15:54.000 --> 00:15:57.000]  然而同我上去的眾弟兄
[00:15:57.000 --> 00:15:59.000]  使百姓的心消化
[00:15:59.000 --> 00:16:03.000]  但我專心跟從耶和華我的神
[00:16:03.000 --> 00:16:06.000]  迦勒說他當時是
[00:16:06.000 --> 00:16:09.000]  按著心意回報
[00:16:09.000 --> 00:16:11.000]  報告給摩西聽
[00:16:11.000 --> 00:16:13.000]  什麼是按著心意呢
[00:16:13.000 --> 00:16:16.000]  意思是他按照心裡所想的
[00:16:16.000 --> 00:16:18.000]  如實的去報告
[00:16:18.000 --> 00:16:20.000]  有那一句說那一句
[00:16:20.000 --> 00:16:23.000]  我們可以想像當時迦勒
[00:16:23.000 --> 00:16:26.000]  他能夠講出心裡話
[00:16:26.000 --> 00:16:29.000]  講真話其實都不是一件容易的事
[00:16:29.000 --> 00:16:30.000]  為什麼
[00:16:30.000 --> 00:16:32.000]  因為十二個人
[00:16:32.000 --> 00:16:34.000]  個個都那麼高那麼大
[00:16:34.000 --> 00:16:38.000]  其餘十個都反對
[00:16:38.000 --> 00:16:40.000]  他要獨排眾議
[00:16:40.000 --> 00:16:43.000]  不跟大隊其實很需要勇氣
[00:16:43.000 --> 00:16:45.000]  就好像有時我們外出吃飯
[00:16:45.000 --> 00:16:47.000]  十個都說去飲茶
[00:16:47.000 --> 00:16:48.000]  但你想吃西餐
[00:16:48.000 --> 00:16:51.000]  你會不會說不要我去吃西餐
[00:16:51.000 --> 00:16:53.000]  吃東西都事小
[00:16:53.000 --> 00:16:55.000]  在工作上
[00:16:55.000 --> 00:16:57.000]  有時開會
[00:16:57.000 --> 00:16:59.000]  開一些部門會議
[00:16:59.000 --> 00:17:03.000]  大家為某個決定來商討的時候
[00:17:03.000 --> 00:17:06.000]  可能其餘的部門
[00:17:06.000 --> 00:17:07.000]  甚至老闆
[00:17:07.000 --> 00:17:09.000]  他們都贊成某個決定
[00:17:09.000 --> 00:17:11.000]  但你明知這個決定
[00:17:11.000 --> 00:17:14.000]  會對你自己部門的同事不利
[00:17:14.000 --> 00:17:16.000]  你會不會獨排眾議
[00:17:16.000 --> 00:17:21.000]  還是選擇犧牲自己同事的利益
[00:17:21.000 --> 00:17:25.000]  來迎合大家大多數的人
[00:17:25.000 --> 00:17:28.000]  我們看回迦勒
[00:17:28.000 --> 00:17:30.000]  為什麼他可以這麼勇
[00:17:30.000 --> 00:17:34.000]  其實這兩節經文都有講到原因
[00:17:34.000 --> 00:17:40.000]  裡面講到他選擇了專心跟從耶和華
[00:17:40.000 --> 00:17:41.000]  他的神
[00:17:41.000 --> 00:17:43.000]  專心跟從神
[00:17:43.000 --> 00:17:46.000]  專心跟從神對他來說是什麼意思
[00:17:46.000 --> 00:17:47.000]  一方面
[00:17:47.000 --> 00:17:50.000]  迦勒選擇按照神的心意
[00:17:50.000 --> 00:17:52.000]  講出事實
[00:17:52.000 --> 00:17:54.000]  不像那十個探子
[00:17:54.000 --> 00:17:56.000]  誇大誤導
[00:17:56.000 --> 00:17:58.000]  另一方面
[00:17:58.000 --> 00:18:03.000]  迦勒也沒有被其他人影響
[00:18:03.000 --> 00:18:06.000]  因為有時自己想這樣做
[00:18:06.000 --> 00:18:09.000]  但會受群眾的壓力
[00:18:09.000 --> 00:18:10.000]  會受影響
[00:18:10.000 --> 00:18:13.000]  他沒有受到其他人影響
[00:18:13.000 --> 00:18:15.000]  沒有跟大隊
[00:18:15.000 --> 00:18:19.000]  而是他把焦點放在神身上
[00:18:19.000 --> 00:18:22.000]  相信有神同在必能得勝
[00:18:22.000 --> 00:18:27.000]  這就是迦勒專心跟從耶和華的意思
[00:18:27.000 --> 00:18:29.000]  在這段經文裡
[00:18:29.000 --> 00:18:31.000]  除了這裡有出現
[00:18:31.000 --> 00:18:34.000]  專心跟從神的描述外
[00:18:34.000 --> 00:18:41.000]  還有另外兩節也有出現
[00:18:41.000 --> 00:18:43.000]  第九節說
[00:18:43.000 --> 00:18:45.000]  當日摩西起誓說
[00:18:45.000 --> 00:18:47.000]  你腳所踏之地
[00:18:47.000 --> 00:18:50.000]  定要歸你和你的子孫永遠為業
[00:18:50.000 --> 00:18:54.000]  因為你專心跟從耶和華我的神
[00:18:54.000 --> 00:18:56.000]  這句是誰說的
[00:18:56.000 --> 00:18:57.000]  摩西
[00:18:57.000 --> 00:19:01.000]  是摩西起誓應許要賜地給他
[00:19:01.000 --> 00:19:03.000]  因為他專心跟從神
[00:19:03.000 --> 00:19:05.000]  又或者更確切地說
[00:19:05.000 --> 00:19:08.000]  是神藉摩西的口
[00:19:08.000 --> 00:19:13.000]  賜給迦勒這個地
[00:19:13.000 --> 00:19:16.000]  因為他專心跟從耶和華
[00:19:16.000 --> 00:19:19.000]  還有第十四節也有出現
[00:19:19.000 --> 00:19:22.000]  所以希伯倫作利奧基尼洗族
[00:19:22.000 --> 00:19:24.000]  耶穌尼的兒子迦勒的產業
[00:19:24.000 --> 00:19:25.000]  直到今天
[00:19:25.000 --> 00:19:27.000]  因為他專心跟從耶和華
[00:19:27.000 --> 00:19:28.000]  以色列的神
[00:19:28.000 --> 00:19:30.000]  這句是誰說的
[00:19:30.000 --> 00:19:33.000]  聖經作者說的
[00:19:33.000 --> 00:19:36.000]  聖經作者對他的評價
[00:19:36.000 --> 00:19:39.000]  其實不只是這三節經文有
[00:19:39.000 --> 00:19:43.000]  在《文數記》裡也有類似的說話
[00:19:43.000 --> 00:19:45.000]  唯獨我的僕人迦勒
[00:19:45.000 --> 00:19:47.000]  因他另有一個心智
[00:19:47.000 --> 00:19:49.000]  專一跟從我
[00:19:49.000 --> 00:19:53.000]  我就把他領盡他所去過的那地
[00:19:53.000 --> 00:19:55.000]  他的後裔也必得那地為業
[00:19:55.000 --> 00:19:57.000]  這句是誰說的
[00:19:57.000 --> 00:19:58.000]  神自己說的
[00:19:58.000 --> 00:20:01.000]  因為他說迦勒是我的僕人
[00:20:01.000 --> 00:20:03.000]  在這幾節的經文裡
[00:20:03.000 --> 00:20:05.000]  我們看到不單止迦勒
[00:20:05.000 --> 00:20:07.000]  他對自己的評價
