
[00:00:00.000 --> 00:00:03.000]  第一次和平安 我要和大家討告
[00:03:47.000 --> 00:03:50.000]  但是你不守約 你不遵行
[00:03:50.000 --> 00:03:52.000]  做生意買賣中間請問
[00:03:52.000 --> 00:03:55.000]  如果有人不守約會怎麼樣
[00:03:55.000 --> 00:03:56.000]  你說怎麼樣
[00:03:56.000 --> 00:03:58.000]  告他
[00:03:58.000 --> 00:03:59.000]  是不是
[00:03:59.000 --> 00:04:04.000]  告他就帶福氣給他
[00:04:04.000 --> 00:04:08.000]  所以今天我想和大家透過生命記29章
[00:04:08.000 --> 00:04:10.000]  去看一看
[00:04:10.000 --> 00:04:14.000]  這個是根據歷史記載
[00:04:14.000 --> 00:04:16.000]  然後給我們重溫看看
[00:04:16.000 --> 00:04:20.000]  我們今天是不是在上帝的約裡面
[00:04:20.000 --> 00:04:23.000]  為什麼我會用這個題目新舊約傳書呢
[00:04:23.000 --> 00:04:24.000]  因為我小時候
[00:04:24.000 --> 00:04:25.000]  或者年輕的時候
[00:04:25.000 --> 00:04:28.000]  那些聖經不是叫聖經
[00:04:28.000 --> 00:04:30.000]  不是叫什麼新約本什麼本的
[00:04:30.000 --> 00:04:35.000]  叫新舊約傳書
[00:04:35.000 --> 00:04:37.000]  舊約有新約
[00:04:37.000 --> 00:04:39.000]  舊約就是說
[00:04:39.000 --> 00:04:41.000]  耶穌基督降生之前的事
[00:04:41.000 --> 00:04:43.000]  新約說耶穌基督救我之後
[00:04:43.000 --> 00:04:45.000]  那到底這本新舊約傳書
[00:04:45.000 --> 00:04:49.000]  和我和你現在有什麼關係
[00:04:49.000 --> 00:04:50.000]  如果沒有的話
[00:04:50.000 --> 00:04:55.000]  那信耶穌的經是挺一一呼的
[00:04:55.000 --> 00:04:56.000]  是不是
[00:04:56.000 --> 00:05:01.000]  原來聖經是神和人納約的記錄
[00:05:01.000 --> 00:05:03.000]  和哪些人
[00:05:03.000 --> 00:05:05.000]  和信祂的人
[00:05:05.000 --> 00:05:07.000]  那我有關
[00:05:07.000 --> 00:05:09.000]  那我的小孩後代有沒有關係
[00:05:09.000 --> 00:05:10.000]  有關的
[00:05:10.000 --> 00:05:11.000]  聖經說的
[00:05:11.000 --> 00:05:13.000]  一會你看
[00:05:13.000 --> 00:05:16.000]  以色列人在約旦河邊
[00:05:16.000 --> 00:05:19.000]  預備踏足去加南地之前
[00:05:19.000 --> 00:05:21.000]  上帝再一次和他們納約的時候
[00:05:21.000 --> 00:05:22.000]  說過明
[00:05:22.000 --> 00:05:24.000]  不是單單和你們說的
[00:05:24.000 --> 00:05:27.000]  是和你們的子孫都說過的
[00:05:27.000 --> 00:05:28.000]  所以今天
[00:05:28.000 --> 00:05:29.000]  弟兄姊妹
[00:05:29.000 --> 00:05:30.000]  你信了耶穌之後
[00:05:30.000 --> 00:05:32.000]  不要以為你信了耶穌之後
[00:05:32.000 --> 00:05:33.000]  你行你善
[00:05:33.000 --> 00:05:34.000]  你做你的事
[00:05:34.000 --> 00:05:37.000]  如果你要和上帝有約的話
[00:05:37.000 --> 00:05:38.000]  沒有了我不知道
[00:05:38.000 --> 00:05:40.000]  可以沒有的
[00:05:40.000 --> 00:05:42.000]  你可以完全不信的
[00:05:42.000 --> 00:05:44.000]  如果有的話
[00:05:44.000 --> 00:05:46.000]  那應該怎麼做
[00:05:46.000 --> 00:05:48.000]  子孫都蒙福
[00:05:48.000 --> 00:05:52.000]  是和你守不守約有關的
[00:05:52.000 --> 00:05:53.000]  再說一次
[00:05:53.000 --> 00:05:55.000]  子孫是不是蒙福
[00:05:55.000 --> 00:05:57.000]  和你守約有關的
[00:05:57.000 --> 00:05:59.000]  所以和大家先看看
[00:05:59.000 --> 00:06:01.000]  聖經生命記29章
[00:06:01.000 --> 00:06:03.000]  我想今天時間我不會
[00:06:03.000 --> 00:06:05.000]  因為今天早上我講多了
[00:06:05.000 --> 00:06:07.000]  好
[00:06:07.000 --> 00:06:09.000]  我讀給大家聽
[00:06:09.000 --> 00:06:11.000]  一會請大家留意
[00:06:11.000 --> 00:06:13.000]  看回給我看
[00:06:13.000 --> 00:06:15.000]  以下是耶和華在邦亞地
[00:06:15.000 --> 00:06:20.000]  吩咐摩西與以色列人
[00:06:20.000 --> 00:06:22.000]  什麼
[00:06:22.000 --> 00:06:24.000]  納約的話
[00:06:24.000 --> 00:06:26.000]  誡命不是就是和你講給你聽
[00:06:26.000 --> 00:06:27.000]  是遵守了
[00:06:27.000 --> 00:06:28.000]  不
[00:06:28.000 --> 00:06:29.000]  納約
[00:06:29.000 --> 00:06:31.000]  你遵不遵守
[00:06:31.000 --> 00:06:34.000]  你去學校申請學位
[00:06:34.000 --> 00:06:37.000]  如果校長認真一點
[00:06:37.000 --> 00:06:39.000]  覺得你不是派來的
[00:06:39.000 --> 00:06:41.000]  是自己申請來的
[00:06:41.000 --> 00:06:42.000]  一定跟你講清楚
[00:06:42.000 --> 00:06:43.000]  我們有校規的
[00:06:43.000 --> 00:06:45.000]  這些校規要遵守的
[00:06:45.000 --> 00:06:47.000]  行不行
[00:06:47.000 --> 00:06:50.000]  你不進來都不進來
[00:06:50.000 --> 00:06:52.000]  神和人納約
[00:06:52.000 --> 00:06:54.000]  你想得到上帝的祝福
[00:06:54.000 --> 00:06:55.000]  他給你的
[00:06:55.000 --> 00:06:56.000]  當信主耶穌
[00:06:56.000 --> 00:06:58.000]  你和你一家都必得救
[00:06:58.000 --> 00:07:00.000]  這是一個約
[00:07:00.000 --> 00:07:03.000]  問題就是你信不信
[00:07:03.000 --> 00:07:04.000]  不是
[00:07:04.000 --> 00:07:06.000]  到家他都不信
[00:07:06.000 --> 00:07:09.000]  很多見證告訴你
[00:07:09.000 --> 00:07:10.000]  他不信
[00:07:10.000 --> 00:07:12.000]  時候還沒到
[00:07:12.000 --> 00:07:15.000]  所以約是在於你信與不信
[00:07:15.000 --> 00:07:18.000]  和在於你遵不遵守
[00:07:18.000 --> 00:07:21.000]  信是表示你肯遵守
[00:07:21.000 --> 00:07:23.000]  你可以表面上說信
[00:07:23.000 --> 00:07:25.000]  實際上你不信
[00:07:25.000 --> 00:07:27.000]  為了澄清這件事
[00:07:27.000 --> 00:07:30.000]  我想給大家一點學習
[00:07:30.000 --> 00:07:34.000]  這個學習不是看我的能力有多大多高
[00:07:34.000 --> 00:07:37.000]  是看你自己的信
[00:07:37.000 --> 00:07:39.000]  有沒有這麼兒戲
[00:07:39.000 --> 00:07:47.000]  如果我認識那些變面的
[00:07:47.000 --> 00:07:50.000]  一遮黃色一遮白色都可以
[00:07:50.000 --> 00:07:52.000]  你信不信
[00:07:52.000 --> 00:07:54.000]  信不信我變得這麼快
[00:07:54.000 --> 00:07:55.000]  不信
[00:07:55.000 --> 00:07:57.000]  我現在不是示範這件事
[00:07:57.000 --> 00:07:58.000]  我早點給你看
[00:07:58.000 --> 00:08:00.000]  後面看到
[00:08:00.000 --> 00:08:05.000]  我這裡另外有一個物件
[00:08:05.000 --> 00:08:08.000]  這件物件個個都應該有
[00:08:08.000 --> 00:08:10.000]  一支筆
[00:08:10.000 --> 00:08:13.000]  我的筆放在這裡
[00:08:13.000 --> 00:08:15.000]  放在這裡之後
[00:08:15.000 --> 00:08:17.000]  跟大家說我吹一口氣
[00:08:17.000 --> 00:08:19.000]  那支筆就會走了
[00:08:19.000 --> 00:08:20.000]  你信不信
[00:08:20.000 --> 00:08:21.000]  看著
[00:08:21.000 --> 00:08:34.000]  你拍手是真的信還是不信
[00:08:34.000 --> 00:08:35.000]  信
[00:08:35.000 --> 00:08:36.000]  你真是的
[00:08:36.000 --> 00:08:39.000]  不要違背良心說話了
[00:08:43.000 --> 00:08:45.000]  拍手掌了
[00:08:45.000 --> 00:08:49.000]  有人考我
[00:08:49.000 --> 00:08:50.000]  變出來吧
[00:08:50.000 --> 00:08:52.000]  這樣行不行
[00:08:52.000 --> 00:08:54.000]  信不信
[00:08:54.000 --> 00:08:59.000]  這些手勢不純熟
[00:08:59.000 --> 00:09:06.000]  你表面上看
[00:09:06.000 --> 00:09:09.000]  眼見耳聞
[00:09:09.000 --> 00:09:11.000]  看到我做
[00:09:11.000 --> 00:09:12.000]  看到我吹
[00:09:12.000 --> 00:09:15.000]  看到人拍手掌
[00:09:15.000 --> 00:09:17.000]  你說信
[00:09:17.000 --> 00:09:19.000]  多少人真的信你
[00:09:19.000 --> 00:09:22.000]  你信看到些東西
[00:09:22.000 --> 00:09:24.000]  這是幻術
[00:09:24.000 --> 00:09:26.000]  我手快
[00:09:26.000 --> 00:09:30.000]  信仰不可以這樣
[00:09:30.000 --> 00:09:33.000]  我拾一鳳見
[00:09:33.000 --> 00:09:35.000]  我又手洗了
[00:09:35.000 --> 00:09:37.000]  甚至我自己反省自己
[00:09:37.000 --> 00:09:40.000]  還說道
[00:09:40.000 --> 00:09:42.000]  還不信
[00:09:42.000 --> 00:09:46.000]  我問你一個問題你信不信
[00:09:46.000 --> 00:09:50.000]  耶穌復活
[00:09:50.000 --> 00:09:52.000]  我和你都會像祂那樣復活
[00:09:52.000 --> 00:09:54.000]  你信不信
[00:09:54.000 --> 00:09:58.000]  不是我說聖經說的
[00:09:58.000 --> 00:10:00.000]  你看羅馬書
[00:10:00.000 --> 00:10:02.000]  你沒有看
[00:10:02.000 --> 00:10:04.000]  彼得後書說有信心
[00:10:04.000 --> 00:10:05.000]  要加上德行
[00:10:05.000 --> 00:10:06.000]  就是要做的事
[00:10:06.000 --> 00:10:08.000]  和蒙照的恩相情
[00:10:08.000 --> 00:10:10.000]  然後接著說
[00:10:10.000 --> 00:10:13.000]  有了德行要加上知識
[00:10:13.000 --> 00:10:17.000]  好好的看聖經
[00:10:17.000 --> 00:10:22.000]  靠一個星期聽一次道
[00:10:22.000 --> 00:10:24.000]  營養不良的
[00:10:24.000 --> 00:10:31.000]  吃了要消化
[00:10:31.000 --> 00:10:33.000]  變成你的行動體力
[00:10:33.000 --> 00:10:35.000]  證明你吃了東西
[00:10:35.000 --> 00:10:38.000]  這頭吃了那頭走了
[00:10:38.000 --> 00:10:40.000]  沒用的
[00:10:40.000 --> 00:10:44.000]  今天
[00:10:44.000 --> 00:10:47.000]  生命記所說的話
[00:10:47.000 --> 00:10:49.000]  是和他們立的約
[00:10:49.000 --> 00:10:51.000]  在約旦河西
[00:10:51.000 --> 00:10:53.000]  就是河內十
[00:10:53.000 --> 00:10:56.000]  這個和西拿山第二次了
[00:10:56.000 --> 00:10:59.000]  摩西把全以色列召來
[00:10:59.000 --> 00:11:00.000]  對他們說
[00:11:00.000 --> 00:11:03.000]  你們已親眼見到
[00:11:03.000 --> 00:11:05.000]  親眼看見
[00:11:05.000 --> 00:11:08.000]  你親眼看見
[00:11:08.000 --> 00:11:12.000]  又說在埃及地對法老和
[00:11:12.000 --> 00:11:14.000]  他所有的臣僕
[00:11:14.000 --> 00:11:17.000]  以及他全地所做的一切
[00:11:17.000 --> 00:11:19.000]  這幫人看到
[00:11:19.000 --> 00:11:21.000]  另外一幫人看到
[00:11:21.000 --> 00:11:22.000]  已經死光了
[00:11:22.000 --> 00:11:24.000]  那六十萬人
[00:11:24.000 --> 00:11:26.000]  但這幫人看的時候
[00:11:26.000 --> 00:11:27.000]  還是小時候
[00:11:27.000 --> 00:11:29.000]  哇 好有趣
[00:11:29.000 --> 00:11:30.000]  可以走了
[00:11:30.000 --> 00:11:33.000]  穿金戴銀離開埃及
[00:11:33.000 --> 00:11:36.000]  還有他們經歷過十災
[00:11:36.000 --> 00:11:37.000]  你看過沒有
[00:11:37.000 --> 00:11:39.000]  有沒有留意我最近再看
[00:11:39.000 --> 00:11:42.000]  《道經四義重新再來過》
[00:11:42.000 --> 00:11:44.000]  看著我發現
[00:11:44.000 --> 00:11:46.000]  我心想
[00:11:46.000 --> 00:11:47.000]  神你真是
[00:11:47.000 --> 00:11:49.000]  有的是時間
[00:11:49.000 --> 00:11:51.000]  用不著玩十個災
[00:11:51.000 --> 00:11:52.000]  一個災
[00:11:52.000 --> 00:11:53.000]  法老
[00:11:53.000 --> 00:11:54.000]  讓不讓他們走
[00:11:54.000 --> 00:11:55.000]  不讓他們走就死光了
[00:11:55.000 --> 00:11:57.000]  那不就把以色列都接了
[00:11:57.000 --> 00:12:00.000]  簡單到不得了
[00:12:00.000 --> 00:12:01.000]  但是神知道
[00:12:01.000 --> 00:12:04.000]  以色列人是什麼人嗎
[00:12:04.000 --> 00:12:06.000]  當說這番話的時候
[00:12:06.000 --> 00:12:08.000]  是三千多年前說的
[00:12:08.000 --> 00:12:13.000]  你看看今天以色列人信不信
[00:12:13.000 --> 00:12:16.000]  那些你親眼看見的大災禍
[00:12:16.000 --> 00:12:18.000]  以及神蹟奇能
[00:12:18.000 --> 00:12:20.000]  你親眼看見的
[00:12:20.000 --> 00:12:25.000]  你說信
[00:12:25.000 --> 00:12:27.000]  你眼見的就信
[00:12:27.000 --> 00:12:29.000]  你口講的就信
[00:12:29.000 --> 00:12:31.000]  但是你心不信
[00:12:31.000 --> 00:12:33.000]  所以人真是很矛盾的
[00:12:33.000 --> 00:12:35.000]  是不是矛盾
[00:12:35.000 --> 00:12:36.000]  信不信耶穌
[00:12:36.000 --> 00:12:37.000]  信
[00:12:37.000 --> 00:12:38.000]  舉手
[00:12:38.000 --> 00:12:39.000]  舉手
[00:12:39.000 --> 00:12:40.000]  受洗
[00:12:40.000 --> 00:12:41.000]  受洗
[00:12:41.000 --> 00:12:42.000]  做足了所有事情
[00:12:42.000 --> 00:12:43.000]  但是裡面不信
[00:12:43.000 --> 00:12:44.000]  不信什麼
[00:12:44.000 --> 00:12:47.000]  他是全知存在全能
[00:12:47.000 --> 00:12:49.000]  他已經降生受死復活
[00:12:49.000 --> 00:12:54.000]  升天還要再來
[00:12:54.000 --> 00:12:55.000]  信五分一
[00:12:55.000 --> 00:12:57.000]  普天同慶
[00:12:57.000 --> 00:12:59.000]  信五分二
[00:12:59.000 --> 00:13:01.000]  你好我好大家好
[00:13:01.000 --> 00:13:03.000]  上帝很愛我
[00:13:03.000 --> 00:13:05.000]  是這麼多而已
[00:13:05.000 --> 00:13:06.000]  信你復活
[00:13:06.000 --> 00:13:07.000]  是的
[00:13:07.000 --> 00:13:09.000]  精神復活
[00:13:09.000 --> 00:13:12.000]  靈魂復活
[00:13:12.000 --> 00:13:15.000]  不是 聖經不是這樣記載的
[00:13:15.000 --> 00:13:20.000]  聖經說是神使他從死裡復活
[00:13:20.000 --> 00:13:24.000]  死了的人復活不是這麼簡單
[00:13:24.000 --> 00:13:26.000]  是超自然的復活
[00:13:26.000 --> 00:13:28.000]  所以他想回去父神那裡
[00:13:28.000 --> 00:13:29.000]  不知道在哪裡
[00:13:29.000 --> 00:13:31.000]  但是他又可以在我們中間
[00:13:31.000 --> 00:13:32.000]  你信不信
[00:13:32.000 --> 00:13:33.000]  如果你經常信他
[00:13:33.000 --> 00:13:34.000]  他在你身邊的話
[00:13:34.000 --> 00:13:35.000]  你心不想隨便來
[00:13:35.000 --> 00:13:36.000]  我告訴你一個見證
[00:13:36.000 --> 00:13:38.000]  我想看看那些什麼叫做
[00:13:38.000 --> 00:13:40.000]  成人電台的東西
[00:13:40.000 --> 00:13:43.000]  我都幾乎出事了
[00:13:43.000 --> 00:13:48.000]  沒聽過的不用再聽了
[00:13:48.000 --> 00:13:50.000]  神是興萬不得的
[00:13:50.000 --> 00:13:51.000]  好 再聽下去
[00:13:51.000 --> 00:13:53.000]  然而直到今天
[00:13:53.000 --> 00:13:58.000]  耶和華還會有給你們一顆明白的心
[00:13:58.000 --> 00:14:00.000]  一雙能看的眼睛
[00:14:00.000 --> 00:14:02.000]  一雙能聽的耳朵
[00:14:02.000 --> 00:14:05.000]  這第四節跟誰說的
[00:14:05.000 --> 00:14:07.000]  摩西對著那些人
[00:14:07.000 --> 00:14:09.000]  以色列人說的
[00:14:09.000 --> 00:14:11.000]  上帝沒有給你一個明白的心
[00:14:11.000 --> 00:14:13.000]  一雙能看的眼睛
[00:14:13.000 --> 00:14:15.000]  一雙能聽的耳朵
[00:14:15.000 --> 00:14:17.000]  不是 有的
[00:14:17.000 --> 00:14:20.000]  不過那是身體上面的一雙眼睛
[00:14:20.000 --> 00:14:22.000]  身體裡面的耳朵
[00:14:22.000 --> 00:14:24.000]  好像你常常看到的
[00:14:24.000 --> 00:14:25.000]  是親眼看到的
[00:14:25.000 --> 00:14:27.000]  我不是幻術給你看的
[00:14:27.000 --> 00:14:29.000]  是親眼看到的
[00:14:29.000 --> 00:14:30.000]  但是你看到的東西就是
[00:14:30.000 --> 00:14:33.000]  這支筆給我吹一口氣會走了
[00:14:33.000 --> 00:14:41.000]  你相信我的東西
[00:14:41.000 --> 00:14:42.000]  弟姐妹
[00:14:42.000 --> 00:14:45.000]  相信當我讀聖經的時候
[00:14:45.000 --> 00:14:47.000]  我讀來讀去
[00:14:47.000 --> 00:14:48.000]  我發現
[00:14:48.000 --> 00:14:50.000]  為什麼上帝會給一個不明白的心給他們呢
[00:14:50.000 --> 00:14:52.000]  原來不是
[00:14:52.000 --> 00:14:55.000]  上帝不是沒有給一個明白的心給他們
[00:14:55.000 --> 00:14:57.000]  而是一個舊人
[00:14:57.000 --> 00:14:59.000]  一個肉體 肉身的心
[00:14:59.000 --> 00:15:01.000]  稍後聖經會看的
[00:15:01.000 --> 00:15:05.000]  跟肉心和石心不同的
[00:15:05.000 --> 00:15:07.000]  你這個心不妥
[00:15:07.000 --> 00:15:09.000]  可以換一個心狀
[00:15:09.000 --> 00:15:11.000]  但是上帝要給你一個心
[00:15:11.000 --> 00:15:13.000]  你要保守你的心
[00:15:13.000 --> 00:15:14.000]  勝過保守一切
[00:15:14.000 --> 00:15:17.000]  因為一生的果效是由心發出來的
[00:15:17.000 --> 00:15:19.000]  你做一個抉擇
[00:15:19.000 --> 00:15:20.000]  你說的東西
[00:15:20.000 --> 00:15:21.000]  你的行動
[00:15:21.000 --> 00:15:22.000]  你想的東西
[00:15:22.000 --> 00:15:24.000]  都是由心發出來的
[00:15:24.000 --> 00:15:26.000]  那是什麼心來的
[00:15:26.000 --> 00:15:27.000]  如果沒有上帝賜給
[00:15:27.000 --> 00:15:30.000]  聖靈賜給你一個新的心
[00:15:30.000 --> 00:15:33.000]  你仍然要著舊的心去想
[00:15:33.000 --> 00:15:35.000]  人性裡面理性是正常的
[00:15:35.000 --> 00:15:38.000]  人性裡面的感性也是正常的
[00:15:38.000 --> 00:15:40.000]  但是要一個人理性和感性能夠平衡呢
[00:15:40.000 --> 00:15:42.000]  很難的
[00:15:42.000 --> 00:15:44.000]  很難的
[00:15:44.000 --> 00:15:47.000]  要一個人超越理性和感性
[00:15:47.000 --> 00:15:49.000]  能夠明白神的事情呢
[00:15:49.000 --> 00:15:53.000]  是更加難的
[00:15:53.000 --> 00:15:54.000]  請問
[00:15:54.000 --> 00:15:56.000]  過了新曆新年
[00:15:56.000 --> 00:15:57.000]  未到農曆新年
[00:15:57.000 --> 00:15:59.000]  有個地方大火
[00:15:59.000 --> 00:16:01.000]  你看到什麼
[00:16:01.000 --> 00:16:02.000]  你看到什麼
[00:16:02.000 --> 00:16:04.000]  你聽到什麼
[00:16:04.000 --> 00:16:07.000]  你明白什麼
[00:16:07.000 --> 00:16:11.000]  隔岸觀火
[00:16:11.000 --> 00:16:13.000]  最近是那件事
[00:16:13.000 --> 00:16:14.000]  那一個星期
[00:16:14.000 --> 00:16:15.000]  我出了一篇文章
[00:16:15.000 --> 00:16:17.000]  發給人們看
[00:16:17.000 --> 00:16:18.000]  我1960年代
[00:16:18.000 --> 00:16:20.000]  我走過皇后大道東
[00:16:20.000 --> 00:16:22.000]  皇后大道中
[00:16:22.000 --> 00:16:24.000]  有一間舊的
[00:16:24.000 --> 00:16:26.000]  50年 60年代
[00:16:26.000 --> 00:16:27.000]  差不多
[00:16:27.000 --> 00:16:29.000]  整間正在著火
[00:16:29.000 --> 00:16:31.000]  我走過
[00:16:31.000 --> 00:16:32.000]  隔一條馬路
[00:16:32.000 --> 00:16:33.000]  我站在那裡
[00:16:33.000 --> 00:16:35.000]  哇 這麼多人害怕
[00:16:35.000 --> 00:16:37.000]  真的很震 很害怕
[00:16:37.000 --> 00:16:38.000]  我一看到都不敢
[00:16:38.000 --> 00:16:39.000]  聽到啪啪有聲音
[00:16:39.000 --> 00:16:41.000]  我不敢聽到 我走了
[00:16:41.000 --> 00:16:43.000]  你知道發生什麼事嗎
[00:16:43.000 --> 00:16:45.000]  我想人群中間走出來
[00:16:45.000 --> 00:16:47.000]  我走不了
[00:16:47.000 --> 00:16:48.000]  不是人阻礙我走不了
[00:16:48.000 --> 00:16:50.000]  我腳沒力了
[00:16:50.000 --> 00:16:52.000]  軟了
[00:16:52.000 --> 00:16:57.000]  怕到軟了
[00:16:57.000 --> 00:16:58.000]  鄧小妹
[00:16:58.000 --> 00:17:01.000]  你看到什麼
[00:17:01.000 --> 00:17:03.000]  一萬多間房子
[00:17:03.000 --> 00:17:05.000]  有些價值是平平的
[00:17:05.000 --> 00:17:06.000]  幾十萬
[00:17:06.000 --> 00:17:10.000]  有些價值是過千萬
[00:17:10.000 --> 00:17:13.000]  你看到什麼
[00:17:13.000 --> 00:17:14.000]  你看到
[00:17:14.000 --> 00:17:16.000]  那裡很慘
[00:17:16.000 --> 00:17:17.000]  我想十年八年
[00:17:17.000 --> 00:17:19.000]  你都不會搬去那裡住
[00:17:19.000 --> 00:17:23.000]  如果給你一間屋在那裡的話
[00:17:23.000 --> 00:17:25.000]  你看到這些而已
[00:17:25.000 --> 00:17:26.000]  但你看不到
[00:17:26.000 --> 00:17:29.000]  彼得厚書所說的
[00:17:29.000 --> 00:17:31.000]  到有一天凡有形質的
[00:17:31.000 --> 00:17:32.000]  一句話
[00:17:32.000 --> 00:17:34.000]  對諾亞應許了
[00:17:34.000 --> 00:17:38.000]  不再用洪水毀滅全地
[00:17:38.000 --> 00:17:41.000]  但要用火來毀滅這個世界
[00:17:41.000 --> 00:17:43.000]  你信不信
[00:17:43.000 --> 00:17:46.000]  有一天我坐在露台望著山
[00:17:46.000 --> 00:17:48.000]  望著前面的屋
[00:17:48.000 --> 00:17:49.000]  我心想
[00:17:49.000 --> 00:17:51.000]  這些屋總是會沒有了
[00:17:51.000 --> 00:17:53.000]  這些山都會沒有了
[00:17:53.000 --> 00:17:55.000]  我在問自己
[00:17:55.000 --> 00:17:57.000]  風和日麗的天氣
[00:17:57.000 --> 00:17:59.000]  今天天氣沒有昨天那麼好
[00:17:59.000 --> 00:18:01.000]  是不是
[00:18:01.000 --> 00:18:02.000]  你信什麼
[00:18:02.000 --> 00:18:04.000]  聖堅這麼說
[00:18:04.000 --> 00:18:06.000]  所以你為人要懂聖堅
[00:18:06.000 --> 00:18:09.000]  要敬虔
[00:18:09.000 --> 00:18:11.000]  第一千倍
[00:18:11.000 --> 00:18:12.000]  讀聖堅的時候
[00:18:12.000 --> 00:18:13.000]  有話說
[00:18:13.000 --> 00:18:17.000]  我帶領你們在曠野走了四十年
[00:18:17.000 --> 00:18:19.000]  你們身上的衣服沒有穿破
[00:18:19.000 --> 00:18:23.000]  腳上的鞋也沒有穿壞
