
[00:00:00.000 --> 00:00:04.600]  "衆裏尋他千百度"
[00:03:02.840 --> 00:03:05.720]  愛帶給我們一種吹筆
[00:03:05.720 --> 00:03:08.800]  去尋找我們心所愛的
[00:03:08.800 --> 00:03:10.800]  當我們尋找到的時候
[00:03:10.800 --> 00:03:12.240]  你會發現
[00:03:12.240 --> 00:03:15.960]  哇 好甘甜 好喜樂
[00:03:15.960 --> 00:03:18.160]  好滿足
[00:03:18.160 --> 00:03:22.960]  你會發現熱戀當中是一種熱切
[00:03:22.960 --> 00:03:26.120]  像火一樣的熱切
[00:03:26.120 --> 00:03:28.560]  這種熱切把人
[00:03:28.560 --> 00:03:30.480]  把兩個 一對情侶
[00:03:30.480 --> 00:03:33.040]  粘合到一塊
[00:03:33.040 --> 00:03:34.720]  當我們尋找到戀愛的時候
[00:03:34.720 --> 00:03:36.880]  我們不會考慮它很多
[00:03:36.880 --> 00:03:38.360]  真正去愛的時候
[00:03:38.360 --> 00:03:41.800]  不會考慮它很多
[00:03:41.800 --> 00:03:45.200]  但是回想到今天的時候
[00:03:45.200 --> 00:03:47.080]  回想到今天的時候
[00:03:47.080 --> 00:03:50.080]  我發現我們今天的愛情當中
[00:03:50.080 --> 00:03:57.400]  你會發現我們不能夠這種單純的去愛了
[00:03:57.400 --> 00:03:59.720]  不能夠單純的去愛了
[00:03:59.720 --> 00:04:01.080]  就是你們想一想
[00:04:01.080 --> 00:04:03.240]  今天我們是不是在我們的熱
[00:04:03.240 --> 00:04:06.000]  這種有時候我們會有意無意的這種
[00:04:06.000 --> 00:04:10.720]  壓制我們這種對愛的一種單純的渴望
[00:04:10.720 --> 00:04:13.840]  我們很喜歡一個人
[00:04:13.840 --> 00:04:15.880]  很喜歡一個人
[00:04:15.880 --> 00:04:18.920]  有時候我們的宗教情感
[00:04:18.920 --> 00:04:22.680]  也會壓制我們這種對愛的一種渴望
[00:04:22.680 --> 00:04:24.720]  有人說 我是基督徒啊
[00:04:24.720 --> 00:04:29.000]  我能不能這樣大膽地去追求和表白呢
[00:04:29.000 --> 00:04:31.680]  我能不能這樣直白地去說呢
[00:04:31.680 --> 00:04:33.160]  我不敢
[00:04:33.160 --> 00:04:34.400]  我覺得有時候會想
[00:04:34.400 --> 00:04:36.760]  這不符合我一個做基督徒的傳統
[00:04:36.760 --> 00:04:37.720]  不
[00:04:37.720 --> 00:04:40.440]  聖經看這裏告訴我們說
[00:04:40.440 --> 00:04:42.760]  熱愛是神給我們
[00:04:42.760 --> 00:04:45.800]  戀愛是一種神給我們的一個美好
[00:04:45.800 --> 00:04:50.280]  我們應該去自由地表達
[00:04:50.280 --> 00:04:52.960]  這不是一種羞恥
[00:04:52.960 --> 00:04:56.680]  這和我們的信仰沒有衝突
[00:04:56.680 --> 00:04:57.720]  第二
[00:04:57.720 --> 00:04:59.960]  有的人當我們去戀愛的時候
[00:04:59.960 --> 00:05:05.840]  你會發現我們今天會加上很多的條件
[00:05:05.840 --> 00:05:06.560]  有沒有
[00:05:06.560 --> 00:05:08.520]  有沒有在我們的戀愛當中我們會加
[00:05:08.520 --> 00:05:11.080]  我明明很喜歡那個人
[00:05:11.080 --> 00:05:13.080]  我很喜歡那個人
[00:05:13.080 --> 00:05:16.880]  但是當然考慮一定的條件是可以的
[00:05:16.880 --> 00:05:20.960]  但是你會發現當我們把過多的條件
[00:05:20.960 --> 00:05:22.880]  加上去的時候你會發現
[00:05:22.880 --> 00:05:24.160]  在我們人生當中
[00:05:24.160 --> 00:05:25.480]  我們很多的時候
[00:05:25.480 --> 00:05:29.240]  我們就錯過了一份真愛
[00:05:29.240 --> 00:05:30.920]  錯過了一份真愛
[00:05:30.920 --> 00:05:35.240]  有時候你會發現我今天的事會造成一個影響
[00:05:35.240 --> 00:05:39.680]  就是聖男聖女特別地多
[00:05:39.680 --> 00:05:41.440]  我不是在批評大家
[00:05:41.440 --> 00:05:45.400]  我是說神給我們的愛情很好
[00:05:45.400 --> 00:05:46.640]  真的很美好
[00:05:46.640 --> 00:05:48.000]  當年輕的時候
[00:05:48.000 --> 00:05:51.040]  我們真的有一個單純的心去享受它
[00:05:51.040 --> 00:05:52.200]  對你喜歡的人
[00:05:52.200 --> 00:05:56.800]  真的在一定合適的範圍之內
[00:05:56.800 --> 00:06:00.880]  我們應該積極主動地去表達
[00:06:00.880 --> 00:06:03.360]  雅各書實際上是一個女性的書
[00:06:03.360 --> 00:06:06.640]  這裏在表達的是一個女性的言辭
[00:06:06.640 --> 00:06:09.480]  在追求過程當中我們不存在
[00:06:09.480 --> 00:06:14.360]  男的先主動或者女的先主動
[00:06:14.360 --> 00:06:17.080]  應該熱烈地表達
[00:06:17.080 --> 00:06:19.000]  當你表達出來的時候
[00:06:19.000 --> 00:06:23.720]  你會發現真的去慢慢地去感受這份愛
[00:06:23.720 --> 00:06:24.920]  感受這份愛
[00:06:24.920 --> 00:06:27.000]  感受這份熱情
[00:06:27.000 --> 00:06:32.960]  但是我們一定要控制在一定度的範圍之內
[00:06:32.960 --> 00:06:38.560]  但是這並不是我們唯一去思考的
[00:06:38.560 --> 00:06:39.920]  唯一去思考的
[00:06:39.920 --> 00:06:42.480]  在往上走的時候我們還要去想
[00:06:42.480 --> 00:06:48.080]  我們爲什麼能夠這樣去愛呢?
[00:06:48.080 --> 00:06:51.200]  當我們想想的時候
[00:06:51.200 --> 00:06:56.640]  有一位神的僕人說了一句話
[00:06:56.640 --> 00:07:00.680]  正是我們能夠愛這樣的一個素質
[00:07:00.680 --> 00:07:07.320]  使我們人最像神
[00:07:07.320 --> 00:07:11.040]  正是我們能夠愛這樣的一個素質
[00:07:11.040 --> 00:07:13.640]  使我們最像神
[00:07:13.640 --> 00:07:17.480]  戀愛這種愛
[00:07:17.480 --> 00:07:18.520]  這種表達
[00:07:18.520 --> 00:07:21.320]  願意對對方無條件地表達
[00:07:21.320 --> 00:07:22.800]  付出這種愛
[00:07:22.800 --> 00:07:25.960]  實際上你會想想
[00:07:25.960 --> 00:07:29.360]  使我們非常像神
[00:07:29.360 --> 00:07:31.720]  我們今天之所以作爲基督徒
[00:07:31.720 --> 00:07:35.080]  我們可以慢慢地有勇氣地去愛
[00:07:35.080 --> 00:07:41.000]  正因爲神祂自己無條件地先來愛我們
[00:07:41.000 --> 00:07:42.840]  正因爲神是愛
[00:07:42.840 --> 00:07:51.360]  祂的愛催逼着祂自己來愛祂所創造的人
[00:07:51.360 --> 00:07:52.120]  你就這麼想想
[00:07:52.120 --> 00:07:55.240]  是不是?
[00:07:55.240 --> 00:07:56.920]  我們今天能夠愛
[00:07:56.920 --> 00:08:01.280]  是神首先愛了我們
[00:08:01.280 --> 00:08:04.520]  首先爲我們付出了
[00:08:04.520 --> 00:08:10.040]  我們才懂得什麼是愛
[00:08:10.040 --> 00:08:13.280]  當我們能夠愛的時候
[00:08:13.280 --> 00:08:14.920]  你會發現
[00:08:14.920 --> 00:08:22.160]  人與人之間的關係纔會變得親密
[00:08:22.160 --> 00:08:23.560]  變得柔和
[00:08:23.560 --> 00:08:29.520]  變得溫馨
[00:08:29.520 --> 00:08:33.640]  愛會帶給人一種催逼
[00:08:33.640 --> 00:08:38.680]  這種愛在戀愛當中體現得最明顯
[00:08:38.680 --> 00:08:46.880]  但是如果我們把這種愛能夠不斷地擴大
[00:08:46.880 --> 00:08:52.680]  一個團體當中最吸引人的是什麼?
[00:08:52.680 --> 00:08:56.200]  最吸引人能夠長久留在這裏的是什麼?
[00:08:56.200 --> 00:09:02.800]  最吸引人能夠加入的是什麼?
[00:09:02.800 --> 00:09:05.040]  爲什麼我們很多人
[00:09:05.040 --> 00:09:07.920]  我們願意來教會
[00:09:07.920 --> 00:09:09.840]  其中最大的因素是不是愛?
[00:09:09.840 --> 00:09:12.480]  想想
[00:09:12.480 --> 00:09:14.320]  如果教會里面沒有愛
[00:09:14.320 --> 00:09:16.880]  請問你願意來嗎?
[00:09:16.880 --> 00:09:18.760]  如果教會不再宣揚愛
[00:09:18.760 --> 00:09:19.800]  不再實踐愛
[00:09:19.800 --> 00:09:25.160]  請問你願意來嗎?
[00:09:25.160 --> 00:09:27.720]  如果你在這裏經常的聚會
[00:09:27.720 --> 00:09:32.040]  你在這裏體會不到一點教會的這種愛關心
[00:09:32.040 --> 00:09:36.560]  請問你願意來嗎?
[00:09:36.560 --> 00:09:39.160]  同樣 到一個團體也是
[00:09:39.160 --> 00:09:40.440]  到一個團體也是
[00:09:40.440 --> 00:09:44.360]  如果你在那裏根本感受不到別人對你的關心
[00:09:44.360 --> 00:09:46.800]  你願意加入嗎?
[00:09:46.800 --> 00:09:48.560]  我相信參加幾次之後
[00:09:48.560 --> 00:09:50.520]  你馬上就什麼呀?
[00:09:50.520 --> 00:09:52.120]  就離開了
[00:09:52.120 --> 00:09:54.080]  正是一個團體
[00:09:54.080 --> 00:09:56.240]  一個機構
[00:09:56.240 --> 00:09:57.800]  裏面有愛
[00:09:57.800 --> 00:10:02.360]  和催逼着人去加入 去參與
[00:10:02.360 --> 00:10:05.600]  而教會
[00:10:05.600 --> 00:10:12.400]  正是把這種愛給體現出來
[00:10:12.400 --> 00:10:15.400]  所以說吸引着越來越多的人加入教會
[00:10:15.400 --> 00:10:21.200]  吸引着我們能夠有時候催逼着我們去來到教會
[00:10:21.200 --> 00:10:24.000]  因爲來到教會的時候
[00:10:24.000 --> 00:10:29.280]  會發現這裏有愛
[00:10:29.280 --> 00:10:35.000]  愛會帶給人一種催逼使人加入
[00:10:35.000 --> 00:10:38.000]  但是我們再想想
[00:10:38.000 --> 00:10:43.280]  神的愛催逼着他來愛我們
[00:10:43.280 --> 00:10:45.000]  使我們懂得了愛
[00:10:45.000 --> 00:10:46.800]  也在告訴着我們
[00:10:46.800 --> 00:10:50.200]  如果我們能夠在看到
[00:10:50.200 --> 00:10:53.600]  在享受到神的這份愛的同時
[00:10:53.600 --> 00:10:59.000]  不僅去追尋異性
[00:10:59.000 --> 00:11:00.200]  追求人
[00:11:00.200 --> 00:11:04.600]  如果我們肯花時間去追求神的話
[00:11:04.600 --> 00:11:08.800]  進入到與神那種愛的關係當中的時候
[00:11:08.800 --> 00:11:10.200]  你會發現
[00:11:10.200 --> 00:11:18.200]  會是一個更加美好的一種狀態當中
[00:11:18.200 --> 00:11:19.400]  教會里面
[00:11:19.400 --> 00:11:21.000]  你會發現我們來多了
[00:11:21.000 --> 00:11:24.200]  我們最近還是有問題
[00:11:24.200 --> 00:11:27.000]  還是有矛盾
[00:11:27.000 --> 00:11:29.800]  因爲來到教會
[00:11:29.800 --> 00:11:31.200]  我們是有愛
[00:11:31.200 --> 00:11:32.600]  但是更重要的是
[00:11:32.600 --> 00:11:35.000]  不僅要體會到人與人之間的愛
[00:11:35.000 --> 00:11:37.800]  在教會還有一種很重要的
[00:11:37.800 --> 00:11:42.000]  就是要讓你我去體會
[00:11:42.000 --> 00:11:45.000]  去進入到一個更深層次的關係當中
[00:11:45.000 --> 00:11:51.200]  我們人和神之間的關係
[00:11:51.200 --> 00:11:52.600]  這種所有的氛圍
[00:11:52.600 --> 00:11:55.400]  不僅是要打造
[00:11:55.400 --> 00:11:58.200]  我們人與人之間有一種愛的和諧
[00:11:58.200 --> 00:11:59.400]  更重要的是
[00:11:59.400 --> 00:12:01.200]  我們這種敬拜讚美
[00:12:01.200 --> 00:12:04.000]  是要神來臨到我們中間
[00:12:04.000 --> 00:12:06.600]  我們要敞開心去體會
[00:12:06.600 --> 00:12:07.800]  去感受
[00:12:07.800 --> 00:12:13.000]  去觸摸
[00:12:13.000 --> 00:12:17.000]  而我們的信仰往往走過一段時間
[00:12:17.000 --> 00:12:20.200]  常常陷入一種低谷
[00:12:20.200 --> 00:12:21.600]  其原因就是
[00:12:21.600 --> 00:12:30.200]  我們太過於把眼睛關注在人的身上
[00:12:30.200 --> 00:12:32.200]  特別是老基督徒
[00:12:32.200 --> 00:12:33.400]  時間長了
[00:12:33.400 --> 00:12:34.200]  你會發現
[00:12:34.200 --> 00:12:38.000]  教會常常給老基督徒一個不好的標籤
[00:12:38.000 --> 00:12:39.200]  就是什麼
[00:12:39.200 --> 00:12:42.400]  老油條
[00:12:42.400 --> 00:12:44.800]  爲什麼呢
[00:12:44.800 --> 00:12:46.400]  因爲來教會
[00:12:46.400 --> 00:12:47.400]  什麼都知道了
[00:12:47.400 --> 00:12:48.800]  什麼都經歷過了
[00:12:48.800 --> 00:12:50.000]  教會是什麼樣
[00:12:50.000 --> 00:12:52.800]  各種團體活動都參加過了
[00:12:52.800 --> 00:12:56.200]  他覺得沒什麼信心了
[00:12:56.200 --> 00:12:59.000]  因爲他對這種愛的感受
[00:12:59.000 --> 00:13:01.800]  只是停留在人的層面上
[00:13:01.800 --> 00:13:03.200]  沒有真正的進入到
[00:13:03.200 --> 00:13:06.000]  如果我們能夠花些時間
[00:13:06.000 --> 00:13:08.800]  從一開始信中能夠慢慢地花些時間
[00:13:08.800 --> 00:13:10.800]  去追求神
[00:13:10.800 --> 00:13:13.000]  真的是在追求神的話
[00:13:13.000 --> 00:13:14.000]  你會發現
[00:13:14.000 --> 00:13:15.600]  信仰會帶給我們
[00:13:15.600 --> 00:13:19.400]  越來越多的甘甜和喜樂
[00:13:19.400 --> 00:13:21.800]  神的愛會催逼着我們
[00:13:21.800 --> 00:13:23.400]  越來越快地
[00:13:23.400 --> 00:13:27.400]  加入到教會的各個服飾當中
[00:13:27.400 --> 00:13:29.400]  而不是勉強
[00:13:29.400 --> 00:13:31.800]  真的 而不是勉強
[00:13:31.800 --> 00:13:34.000]  走到這兒的時候
[00:13:34.000 --> 00:13:41.800]  我就想起了我的一些經歷
[00:13:41.800 --> 00:13:48.200]  我記得我在上神學的時候
[00:13:48.200 --> 00:13:53.600]  那時候呢 確實比較困難
[00:13:53.600 --> 00:13:55.200]  當時有一種觀念
[00:13:55.200 --> 00:13:56.800]  什麼觀念呢
[00:13:56.800 --> 00:14:00.400]  有一些屬靈的大哥告訴我
[00:14:00.400 --> 00:14:02.800]  你有困難 不要給人講
[00:14:02.800 --> 00:14:04.400]  給神講
[00:14:04.400 --> 00:14:07.400]  神聽見了 一定會什麼呀
[00:14:07.400 --> 00:14:09.000]  會幫助你
[00:14:09.000 --> 00:14:10.000]  我就聽了這個意見
[00:14:10.000 --> 00:14:12.400]  然後就開始了禱告
[00:14:12.400 --> 00:14:13.800]  我要不要給人講
[00:14:13.800 --> 00:14:17.000]  我就給神講
[00:14:17.000 --> 00:14:18.200]  當我禱告之後
[00:14:18.200 --> 00:14:23.400]  發現真的有人真的爲我奉獻了
[00:14:23.400 --> 00:14:27.000]  而且真的恰實地按照我需要的
[00:14:27.000 --> 00:14:29.800]  這個錢的數量奉獻給我了
[00:14:29.800 --> 00:14:36.400]  一分不多 一分不少
[00:14:36.400 --> 00:14:37.800]  我講到這個時候
[00:14:37.800 --> 00:14:40.400]  我不是在講
[00:14:40.400 --> 00:14:42.800]  你有什麼困難
[00:14:42.800 --> 00:14:44.000]  趕緊上神禱告
[00:14:44.000 --> 00:14:46.000]  我說的重點不是在這裏
[00:14:46.000 --> 00:14:48.400]  我從這裏我真的體會到
[00:14:48.400 --> 00:14:53.200]  我的神真的是愛我的
[00:14:53.200 --> 00:14:55.600]  我的神真的是愛我的
[00:14:55.600 --> 00:15:00.200]  從這件事上確確實實真實地增加了
[00:15:00.200 --> 00:15:04.800]  我對神的這種追尋
[00:15:04.800 --> 00:15:07.600]  我不是來教會去尋找一份人
[00:15:07.600 --> 00:15:10.000]  不僅僅是在教會當中去尋找
[00:15:10.000 --> 00:15:15.200]  與人之間的一種關係
[00:15:15.200 --> 00:15:17.200]  我不僅僅是要到教會里面
[00:15:17.200 --> 00:15:21.600]  去參加各種的活動和服飾
[00:15:21.600 --> 00:15:24.600]  我更加明確地確認一件事
[00:15:24.600 --> 00:15:30.800]  就是我和我的神之間是相愛的
[00:15:30.800 --> 00:15:35.200]  因爲他先愛了我
[00:15:35.200 --> 00:15:39.200]  所以一直支撐着我一直走到現在
[00:15:39.200 --> 00:15:40.600]  一直在服飾的道路
[00:15:40.600 --> 00:15:43.600]  在教會的服飾的道路走到現在
[00:15:43.600 --> 00:15:47.800]  因爲愛催逼着我往前走
[00:15:47.800 --> 00:15:50.200]  因爲愛催逼着我
[00:15:50.200 --> 00:15:52.200]  加入教會的各種服飾
[00:15:52.200 --> 00:15:55.800]  因爲愛催逼着我願意去服飾
[00:15:55.800 --> 00:16:02.000]  願意去奉獻我的時間和生命
[00:16:02.000 --> 00:16:05.000]  就像當初我和我的戀人一樣
[00:16:05.000 --> 00:16:08.000]  和我的太太在談戀愛的時候一樣
[00:16:08.000 --> 00:16:11.200]  因爲我愛
[00:16:11.200 --> 00:16:14.400]  所以我願意花時間與他同在
[00:16:14.400 --> 00:16:15.600]  因爲我愛
[00:16:15.600 --> 00:16:18.200]  我願意急切地見到他
[00:16:18.200 --> 00:16:24.200]  我願意見到他的時候願意付出我的一切
[00:16:24.200 --> 00:16:25.800]  這就是愛的催逼
[00:16:25.800 --> 00:16:30.400]  希望我們透過這種男女的熱戀的時候
[00:16:30.400 --> 00:16:32.200]  讓我們更往上走
[00:16:32.200 --> 00:16:37.200]  知道神與人的愛也可以這樣熱烈的
[00:16:37.200 --> 00:16:39.800]  第二 愛的夢想
[00:16:39.800 --> 00:16:42.400]  愛的夢想
[00:16:42.400 --> 00:16:49.400]  當我們一起來讀一篇經文《愛的夢想》
[00:16:49.400 --> 00:16:51.000]  那從曠野上來
[00:16:51.000 --> 00:16:52.400]  好像煙柱
[00:16:52.400 --> 00:16:58.400]  用商人販賣的各種香粉、墨藥和乳香薰過的是誰呢?
[00:16:58.400 --> 00:17:01.600]  看那 是所羅門的寓教
[00:17:01.600 --> 00:17:03.800]  四周有六十個勇士
[00:17:03.800 --> 00:17:06.400]  都是以色列中的勇士
[00:17:06.400 --> 00:17:10.200]  各個手拿武器 能徵貫戰
[00:17:10.200 --> 00:17:14.200]  各人腿上配有利劍以防夜間的襲擊
[00:17:14.200 --> 00:17:20.200]  所羅門王用黎巴內香母爲自己做了一場華教
[00:17:20.200 --> 00:17:22.200]  他用銀子做教柱
[00:17:22.200 --> 00:17:24.600]  用金子做教笛
[00:17:24.600 --> 00:17:28.400]  用紫色料子做座殿
[00:17:28.400 --> 00:17:33.400]  內部所鋪設的是耶路撒冷衆女子的愛情
[00:17:33.400 --> 00:17:35.400]  耶路撒冷的衆女子
[00:17:35.400 --> 00:17:37.200]  西安的衆女子
[00:17:37.200 --> 00:17:41.000]  你們出來看看所羅門戴着的冠冕
[00:17:41.000 --> 00:17:43.400]  就是在她結婚的日子
[00:17:43.400 --> 00:17:45.400]  在她心裏喜樂的時候
[00:17:45.400 --> 00:17:49.200]  她母親給她戴上的
[00:17:49.200 --> 00:17:56.800]  這樣六到十一節在描述這個女子
[00:17:56.800 --> 00:17:59.600]  她在找到自己的愛人的時候
[00:17:59.600 --> 00:18:05.000]  突然又出現一個非常美麗夢想的畫面
[00:18:05.000 --> 00:18:07.200]  是什麼畫面呢
[00:18:07.200 --> 00:18:12.200]  就是她結婚時的畫面
[00:18:12.200 --> 00:18:15.800]  坐在這裏的我們的姊妹們
[00:18:15.800 --> 00:18:18.200]  在我們年輕的時候
[00:18:18.200 --> 00:18:20.000]  現在還在年輕的時候
[00:18:20.000 --> 00:18:26.200]  有沒有夢想着有一天你結婚的時候是什麼樣的畫面呢
[00:18:26.200 --> 00:18:29.800]  有沒有夢想過
[00:18:29.800 --> 00:18:34.600]  我相信很多女孩子在年輕的時候都夢想過
[00:18:34.600 --> 00:18:38.400]  特別是在熱戀當中的女孩子都夢想過
[00:18:38.400 --> 00:18:41.600]  到時候我結婚了
[00:18:41.600 --> 00:18:47.000]  應該是什麼樣子
[00:18:47.000 --> 00:18:49.800]  這裏說
[00:18:49.800 --> 00:18:52.400]  這個詩歌的女主角說
[00:18:52.400 --> 00:18:55.000]  當時我要結婚的時候像什麼樣子
[00:18:55.000 --> 00:18:56.600]  像所羅門王
[00:18:56.600 --> 00:18:59.400]  我的朋友接我的時候
[00:18:59.400 --> 00:19:01.200]  像所羅門王那樣
[00:19:01.200 --> 00:19:04.600]  那樣有排場 那樣豪華
[00:19:04.600 --> 00:19:05.800]  那樣壯觀
[00:19:05.800 --> 00:19:08.000]  那樣有很多的女子
[00:19:08.000 --> 00:19:13.400]  很多的人來爲我做見證
[00:19:13.400 --> 00:19:16.400]  這當時在以色列國家來說
[00:19:16.400 --> 00:19:21.200]  可能是每個女孩子結婚的時候所夢想所渴望的
[00:19:21.200 --> 00:19:25.800]  像所羅門王那樣來迎接她
[00:19:25.800 --> 00:19:29.400]  今天在21世紀
[00:19:29.400 --> 00:19:32.600]  當我們結婚的時候我們相信你也有
[00:19:32.600 --> 00:19:36.200]  很多我們姐妹年輕的時候也有這樣的夢想
[00:19:36.200 --> 00:19:39.800]  一種對結婚那天有美好的想象
[00:19:39.800 --> 00:19:42.200]  可能像童話般
[00:19:42.200 --> 00:19:46.200]  王室的婚禮
[00:19:46.200 --> 00:19:47.800]  是不是
[00:19:47.800 --> 00:19:50.400]  開始凱德拉克
[00:19:50.400 --> 00:19:53.400]  或者是皇家馬隊
[00:19:53.400 --> 00:19:57.400]  很多女伴簇擁鮮花排列
[00:19:57.400 --> 00:20:00.000]  很多的號在旁邊吹着
[00:20:00.000 --> 00:20:03.000]  衆人夾道歡迎
[00:20:03.000 --> 00:20:05.800]  爲我們祝福
[00:20:05.800 --> 00:20:08.400]  你可以想象
[00:20:08.400 --> 00:20:11.000]  愛的夢想
[00:20:11.000 --> 00:20:14.000]  這裏告訴我們
[00:20:14.000 --> 00:20:16.400]  戀愛
[00:20:16.400 --> 00:20:19.600]  一定是以結婚爲目的
[00:20:19.600 --> 00:20:21.600]  你的夢 你的想象
[00:20:21.600 --> 00:20:24.200]  很多女孩子的想象就告訴我們
[00:20:24.200 --> 00:20:30.200]  我們的戀愛一定是以結婚爲目的
[00:20:30.200 --> 00:20:36.200]  今天這個社會有很多理論
[00:20:36.200 --> 00:20:37.400]  很多潮流
[00:20:37.400 --> 00:20:41.800]  很多對戀愛的潮流
[00:20:41.800 --> 00:20:44.000]  覺得我們倆合得來就住在一起
[00:20:44.000 --> 00:20:46.000]  合不來就散了
[00:20:46.000 --> 00:20:47.000]  No
[00:20:47.000 --> 00:20:53.000]  戀愛不是開玩笑
[00:20:53.000 --> 00:20:59.000]  戀愛絕對是以結婚爲目的
[00:20:59.000 --> 00:21:02.200]  所有女孩子都有這樣
[00:21:02.200 --> 00:21:04.800]  對結婚的這種憧憬和想象
[00:21:04.800 --> 00:21:08.000]  我相信這也是神在我們身上
[00:21:08.000 --> 00:21:11.800]  所放入的一種美妙的種子
[00:21:11.800 --> 00:21:13.400]  告訴我們
[00:21:13.400 --> 00:21:16.600]  戀愛就是爲結婚準備的
[00:21:16.600 --> 00:21:18.800]  但是
[00:21:18.800 --> 00:21:20.600]  當我們結婚的時候
[00:21:20.600 --> 00:21:24.000]  結完婚會怎麼樣呢
[00:21:24.000 --> 00:21:25.800]  是不是還是會
[00:21:25.800 --> 00:21:28.400]  像這麼童話般的進行呢
[00:21:28.400 --> 00:21:31.600]  像我們想象般那樣進行呢
[00:21:31.600 --> 00:21:33.000]  你會發現
[00:21:33.000 --> 00:21:35.000]  終於有一天
[00:21:35.000 --> 00:21:36.200]  老了
[00:21:36.200 --> 00:21:39.200]  男的肚子什麼
[00:21:39.200 --> 00:21:40.800]  變大了
