
[00:00:00.000 --> 00:00:01.140]  好,我們開始的時候
[00:02:38.180 --> 00:02:40.860]  但究竟是不是真的他的謀略
[00:02:40.860 --> 00:02:43.220]  或者內鬼
[00:02:43.220 --> 00:02:45.380]  那個反間計成功呢?
[00:02:45.380 --> 00:02:47.540]  聖經很清楚說不是
[00:02:47.540 --> 00:02:49.660]  是有神的帶領
[00:02:49.660 --> 00:02:51.260]  一切是神的恩典
[00:02:51.260 --> 00:02:53.380]  今天我們就會看這個過程
[00:02:53.380 --> 00:02:56.500]  但是因為涉獵的經文是很多
[00:02:56.500 --> 00:02:58.060]  所以鼓勵大家
[00:02:58.060 --> 00:02:59.940]  其實之前應該已經看過這些經文
[00:02:59.940 --> 00:03:00.940]  如果沒有的話
[00:03:00.940 --> 00:03:01.700]  聽完這堂課
[00:03:01.700 --> 00:03:03.740]  也鼓勵你看看這兩章的聖經
[00:03:03.740 --> 00:03:07.260]  而我們不會讀完所有經文
[00:03:07.260 --> 00:03:10.100]  有時候有些經文會打在電腦簡報上
[00:03:10.100 --> 00:03:11.460]  大家可以來看
[00:03:11.460 --> 00:03:14.140]  好了,我們看到有一個叫胡西的人
[00:03:14.140 --> 00:03:15.900]  他想跟隨大衛
[00:03:15.900 --> 00:03:17.580]  大衛跟他說不要了
[00:03:17.580 --> 00:03:20.940]  你假裝歸降於鴨沙龍
[00:03:20.940 --> 00:03:24.300]  胡西很想跟隨大衛
[00:03:24.300 --> 00:03:27.060]  但是大衛說你回去
[00:03:27.580 --> 00:03:29.900]  你們可以給我通風報信
[00:03:29.900 --> 00:03:32.140]  如果一有什麼消息
[00:03:32.140 --> 00:03:33.460]  你告訴我
[00:03:33.460 --> 00:03:35.300]  甚至有什麼計謀
[00:03:35.300 --> 00:03:37.380]  你盡辦法破壞它
[00:03:37.380 --> 00:03:39.420]  好了,於是
[00:03:39.420 --> 00:03:42.220]  胡西就假意歸降鴨沙龍
[00:03:42.220 --> 00:03:44.660]  但是鴨沙龍也是一個聰明人
[00:03:44.660 --> 00:03:46.980]  他也質疑為什麼你會這麼做呢?
[00:03:46.980 --> 00:03:48.180]  我們一起來讀
[00:03:48.180 --> 00:03:50.460]  《撒布爾記下》第十六章第十七節
[00:03:50.460 --> 00:03:52.180]  《撒布爾記下》第十六章第十七節
[00:03:52.180 --> 00:03:53.180]  我們一起來讀出
[00:03:53.180 --> 00:03:56.460]  鴨沙龍問胡西說
[00:03:56.700 --> 00:03:59.180]  "這是你恩代朋友嗎?"
[00:03:59.180 --> 00:04:02.700]  "為什麼不與你的朋友同去呢?"
[00:04:02.700 --> 00:04:05.980]  他說你是這樣來恩代你的朋友嗎?
[00:04:05.980 --> 00:04:08.460]  恩代愚民這個詞是忠誠的意思
[00:04:08.460 --> 00:04:10.620]  鴨沙龍也會質疑
[00:04:10.620 --> 00:04:11.580]  兩者提到
[00:04:11.580 --> 00:04:13.700]  你是大衛的好朋友
[00:04:13.700 --> 00:04:16.100]  為什麼你會背叛他
[00:04:16.100 --> 00:04:17.340]  投靠我呢?
[00:04:17.340 --> 00:04:20.220]  你這樣是很忠誠對你的朋友嗎?
[00:04:20.220 --> 00:04:22.020]  他懷疑的
[00:04:22.020 --> 00:04:24.100]  大家覺不覺得
[00:04:24.900 --> 00:04:27.020]  但是出自鴨沙龍的嘴巴
[00:04:27.020 --> 00:04:29.500]  是一個很大的諷刺
[00:04:29.500 --> 00:04:32.900]  他懷疑為什麼你出賣你的朋友
[00:04:32.900 --> 00:04:34.340]  但是不要忘記
[00:04:34.340 --> 00:04:36.740]  他是背叛自己的父親
[00:04:36.740 --> 00:04:40.100]  他比出賣朋友更加可怕
[00:04:40.100 --> 00:04:42.420]  他叛逆自己的父親
[00:04:42.420 --> 00:04:43.780]  要謀朝篡位
[00:04:43.780 --> 00:04:46.740]  但是他竟然可以質問別人
[00:04:46.740 --> 00:04:50.020]  可能在現實的社會裡面
[00:04:50.020 --> 00:04:52.380]  在現今這個世代當中
[00:04:52.900 --> 00:04:55.100]  這些人都可能活然在我們眼前
[00:04:55.100 --> 00:04:57.220]  有時候大家不會很熟悉
[00:04:57.220 --> 00:04:59.300]  你僭建是不是?
[00:04:59.300 --> 00:05:01.300]  但原來他自己是正在僭建的
[00:05:01.300 --> 00:05:04.060]  但是他就當作沒事去指責別人
[00:05:04.060 --> 00:05:07.140]  這些就是一些政治人物的悲哀
[00:05:07.140 --> 00:05:08.340]  好了
[00:05:08.340 --> 00:05:13.900]  胡錫進也很有智慧地運用他的言語技巧
[00:05:13.900 --> 00:05:16.340]  來模糊他的答案
[00:05:16.340 --> 00:05:19.020]  我們看看《守護意見》第十六章
[00:05:19.020 --> 00:05:20.460]  特別留意第十八節
[00:05:20.460 --> 00:05:21.420]  我們讀完這兩節
[00:05:21.420 --> 00:05:22.500]  十八十九兩節
[00:05:22.820 --> 00:05:25.380]  「胡錫進對阿沙龍說:
[00:05:25.380 --> 00:05:28.100]  不然耶和華和者民
[00:05:28.100 --> 00:05:31.180]  並以色列眾人所揀選的
[00:05:31.180 --> 00:05:34.620]  我必歸信他,與他同住
[00:05:34.620 --> 00:05:37.580]  再者,我當服侍誰呢?
[00:05:37.580 --> 00:05:40.420]  豈不是前王的兒子嗎?
[00:05:40.420 --> 00:05:43.020]  我怎服侍你父親
[00:05:43.020 --> 00:05:45.340]  也必照樣服侍你。」
[00:05:45.340 --> 00:05:47.620]  你留意一下第一句話
[00:05:47.620 --> 00:05:49.660]  他說我要跟隨的是什麼?
[00:05:49.660 --> 00:05:51.740]  就是耶和華所揀選的人
[00:05:51.980 --> 00:05:55.220]  如果以色列人來帶你去歸信他
[00:05:55.220 --> 00:05:56.780]  我就會服侍誰呢?
[00:05:56.780 --> 00:05:59.460]  其實潛台詞是什麼呢?
[00:05:59.460 --> 00:06:02.500]  他會確信大衛是神所揀選的
[00:06:02.500 --> 00:06:04.380]  所以我仍然是服侍大衛的
[00:06:04.380 --> 00:06:06.100]  誰來帶我去
[00:06:06.100 --> 00:06:07.100]  有人來支持
[00:06:07.100 --> 00:06:08.380]  我就跟隨他
[00:06:08.380 --> 00:06:10.980]  當時仍然有人在支持大衛
[00:06:10.980 --> 00:06:12.500]  所以他沒有很明確地說
[00:06:12.500 --> 00:06:14.500]  我一定要來歸信你
[00:06:14.500 --> 00:06:16.660]  他說我忠於耶和華
[00:06:16.660 --> 00:06:18.020]  忠於子民
[00:06:18.020 --> 00:06:20.260]  於是他就來投靠
[00:06:20.900 --> 00:06:22.140]  事實上
[00:06:22.140 --> 00:06:24.020]  亞沙隆也正在經歷
[00:06:24.020 --> 00:06:26.220]  有很多人來投靠他
[00:06:26.220 --> 00:06:27.540]  記不記得
[00:06:27.540 --> 00:06:31.100]  大衛一個很重要的謀臣
[00:06:31.100 --> 00:06:32.620]  阿希多佛
[00:06:32.620 --> 00:06:35.780]  也轉來投靠了亞沙隆
[00:06:35.780 --> 00:06:38.380]  所以既然這麼多人來投靠他的時候
[00:06:38.380 --> 00:06:40.620]  他就再不如有詐
[00:06:40.620 --> 00:06:42.700]  就接納了護西
[00:06:42.700 --> 00:06:44.500]  成為他的臣僕
[00:06:44.500 --> 00:06:46.340]  好了,我們提到
[00:06:46.340 --> 00:06:47.660]  阿希多佛
[00:06:47.940 --> 00:06:52.340]  這是當日非常出名的謀士
[00:06:52.340 --> 00:06:54.420]  大衛曾經很重用他
[00:06:54.420 --> 00:06:56.580]  但是他現在投靠亞沙隆
[00:06:56.580 --> 00:06:58.100]  亞沙隆
[00:06:58.100 --> 00:07:01.580]  他知道大衛已經逃離了京城耶路撒冷
[00:07:01.580 --> 00:07:04.940]  於是由希伯倫班斯回朝
[00:07:04.940 --> 00:07:07.940]  要在首都裡面作王
[00:07:07.940 --> 00:07:10.740]  當他穩定了局勢之後
[00:07:10.740 --> 00:07:13.020]  他就召阿希多佛來問
[00:07:13.020 --> 00:07:15.340]  我的父親已經走了
[00:07:15.340 --> 00:07:16.540]  第十六章的二十節
[00:07:16.660 --> 00:07:21.340]  他說我可以怎樣來鞏固我的王位呢?
[00:07:21.340 --> 00:07:22.740]  哇,很恐怖
[00:07:22.740 --> 00:07:26.020]  阿希多佛竟然出了一條計謀
[00:07:26.020 --> 00:07:27.460]  他說
[00:07:27.460 --> 00:07:32.660]  你要將你父親留下的十個妃嬪
[00:07:32.660 --> 00:07:34.860]  你要跟她發生關係
[00:07:34.860 --> 00:07:37.100]  但不是暗地裡
[00:07:37.100 --> 00:07:40.220]  你要在皇宮的平台上
[00:07:40.220 --> 00:07:42.180]  要在群眾的面前
[00:07:42.180 --> 00:07:46.460]  跟你父王的妃嬪發生關係
[00:07:47.140 --> 00:07:47.980]  為什麼?
[00:07:47.980 --> 00:07:49.620]  原來有兩個因素
[00:07:49.620 --> 00:07:51.420]  第一個因素就是
[00:07:51.420 --> 00:07:54.060]  你是用另一種方式來公佈
[00:07:54.060 --> 00:07:57.340]  你已經接收了前朝所有的東西
[00:07:57.340 --> 00:07:59.140]  記不記得
[00:07:59.140 --> 00:08:01.420]  當大衛犯姦淫之後
[00:08:01.420 --> 00:08:03.500]  先知拿丹尼奧責備他
[00:08:03.500 --> 00:08:05.860]  他說你已經有很多妃嬪
[00:08:05.860 --> 00:08:09.340]  甚至你已經接收了數羅的妃嬪了
[00:08:09.340 --> 00:08:12.660]  你已經有很多女性來服侍你
[00:08:12.660 --> 00:08:13.860]  為什麼你還要犯姦淫?
[00:08:14.500 --> 00:08:17.100]  原來當時如果皇朝被推翻
[00:08:17.100 --> 00:08:21.660]  新的皇帝可以接管全前朝的皇帝
[00:08:21.660 --> 00:08:23.460]  所有的財富
[00:08:23.460 --> 00:08:24.660]  田地
[00:08:24.660 --> 00:08:25.900]  以及妃嬪
[00:08:25.900 --> 00:08:29.940]  所以他說你跟前朝的皇帝
[00:08:29.940 --> 00:08:32.180]  但是你父親的妃嬪發生關係的時候
[00:08:32.180 --> 00:08:34.820]  是表示你已經掌管一切
[00:08:34.820 --> 00:08:37.260]  但是你一定要當中去做
[00:08:37.260 --> 00:08:39.500]  要不然人民怎麼知道呢?
[00:08:39.500 --> 00:08:43.020]  他說當你這麼做的時候
[00:08:43.420 --> 00:08:47.460]  就表示跟你父親已經是勢成水火
[00:08:47.460 --> 00:08:50.300]  一定無法再和解了
[00:08:50.300 --> 00:08:55.580]  阿撒隆覺得這件事是美事
[00:08:55.580 --> 00:08:58.460]  於是竟然叫神僕
[00:08:58.460 --> 00:09:01.100]  在皇宮的平台上
[00:09:01.100 --> 00:09:02.740]  支疊帳篷
[00:09:02.740 --> 00:09:05.380]  雖然表面是遮遮掩掩
[00:09:05.380 --> 00:09:07.420]  但是在這個帳篷裡面
[00:09:07.420 --> 00:09:10.980]  他就強暴這些妃嬪
[00:09:11.900 --> 00:09:13.460]  作為一個王
[00:09:13.460 --> 00:09:15.940]  他竟然失去了自己的尊嚴
[00:09:15.940 --> 00:09:19.340]  不會顧及自己王的身份
[00:09:19.340 --> 00:09:23.540]  更加不會去理會這些妃嬪的感受
[00:09:23.540 --> 00:09:26.460]  他將這些女性和性
[00:09:26.460 --> 00:09:28.660]  作為一個政治的工具
[00:09:28.660 --> 00:09:30.660]  是多麼的可悲
[00:09:30.660 --> 00:09:33.500]  但是我們不要忘記
[00:09:33.500 --> 00:09:36.020]  某個程度是一個報應
[00:09:36.020 --> 00:09:39.820]  因為當日大衛就在這個皇宮的平台上
[00:09:39.820 --> 00:09:41.140]  遊走的時候
[00:09:41.140 --> 00:09:43.060]  見到一個女性
[00:09:43.060 --> 00:09:44.420]  你帶她出獄
[00:09:44.420 --> 00:09:46.380]  於是產生淫亂
[00:09:46.380 --> 00:09:48.500]  而這個淫褻的行為
[00:09:48.500 --> 00:09:50.100]  繼續延伸下去
[00:09:50.100 --> 00:09:52.580]  但是今天這個場地
[00:09:52.580 --> 00:09:56.140]  竟然成為另一個淫亂的地方
[00:09:56.140 --> 00:09:59.580]  這豈不是一個報應嗎?
[00:09:59.580 --> 00:10:02.820]  而這件事也應驗了
[00:10:02.820 --> 00:10:06.580]  先知拿丹當日責備大衛的時候
[00:10:06.580 --> 00:10:08.220]  所宣佈的事
[00:10:08.220 --> 00:10:10.900]  在十六頁第十二章第十七節
[00:10:11.820 --> 00:10:12.700]  拿丹這樣說
[00:10:12.700 --> 00:10:14.100]  他又說如此說
[00:10:14.100 --> 00:10:17.100]  我必從你家中興起禍患攻擊你
[00:10:17.100 --> 00:10:20.460]  我必在你眼前把你的妃嬪賜給別人
[00:10:20.460 --> 00:10:23.500]  她在日光之下就與他們同寢
[00:10:23.500 --> 00:10:26.500]  意思就是說你在暗地裡面
[00:10:26.500 --> 00:10:28.420]  犯的錯你是沒有人知道
[00:10:28.420 --> 00:10:29.860]  將來
[00:10:29.860 --> 00:10:31.460]  你要面對的刑罰
[00:10:31.460 --> 00:10:33.140]  甚至一些人
[00:10:33.140 --> 00:10:36.100]  同樣面對這些痛苦
[00:10:36.100 --> 00:10:38.420]  但是在日光之下
[00:10:39.740 --> 00:10:42.900]  我相信當日大衛聽到這些宣佈的時候
[00:10:42.900 --> 00:10:44.420]  內心會變得很難受
[00:10:44.420 --> 00:10:46.300]  但是他絕對沒有想過
[00:10:46.300 --> 00:10:47.700]  這個別人是什麼?
[00:10:47.700 --> 00:10:50.580]  竟然是自己的親生兒子
[00:10:50.580 --> 00:10:53.260]  你想想有多麼痛苦
[00:10:53.260 --> 00:10:56.660]  而隨即那節經文
[00:10:56.660 --> 00:10:59.900]  是對阿希多佛一個描繪
[00:10:59.900 --> 00:11:02.020]  十五頁第十六章二十三節
[00:11:02.020 --> 00:11:03.180]  我們一起來讀出
[00:11:03.180 --> 00:11:07.260]  那是阿希多佛所出的旨意
[00:11:07.260 --> 00:11:10.140]  好像人民神的話一樣
[00:11:10.140 --> 00:11:12.180]  他昔日給大衛
[00:11:12.180 --> 00:11:15.340]  今日給阿沙羅所出的主意
[00:11:15.340 --> 00:11:16.780]  到時這樣
[00:11:16.780 --> 00:11:20.100]  這段經文其實是在描繪阿希多佛
[00:11:20.100 --> 00:11:21.660]  在當時的地位
[00:11:21.660 --> 00:11:25.300]  他所說的策略
[00:11:25.300 --> 00:11:26.380]  計謀
[00:11:26.380 --> 00:11:29.580]  人一定是言聽計從
[00:11:29.580 --> 00:11:33.580]  所以阿希多佛可以說在當時的政局裡面
[00:11:33.580 --> 00:11:34.980]  是左右大局
[00:11:34.980 --> 00:11:37.060]  他是舉足輕重
[00:11:37.580 --> 00:11:40.940]  很多人都會聽他的指令
[00:11:40.940 --> 00:11:42.940]  昔日的大衛
[00:11:42.940 --> 00:11:44.340]  現今的阿沙羅
[00:11:44.340 --> 00:11:47.660]  都會聽他的良謀獻策
[00:11:47.660 --> 00:11:49.260]  所以
[00:11:49.260 --> 00:11:52.220]  阿希多佛一直都站在一個成功領上
[00:11:52.220 --> 00:11:54.060]  很被人重視
[00:11:54.060 --> 00:11:56.340]  他的言辭
[00:11:56.340 --> 00:11:57.540]  他的計劃
[00:11:57.540 --> 00:12:01.460]  是很受人尊重
[00:12:01.460 --> 00:12:05.060]  但正正因為不斷站在成功領上
[00:12:05.620 --> 00:12:07.740]  所以當一天他失敗跌倒的時候
[00:12:07.740 --> 00:12:08.940]  他不能夠面對
[00:12:08.940 --> 00:12:12.780]  這也是一個我們常常站在高位的人要很小心
[00:12:12.780 --> 00:12:14.580]  好了,不僅如此
[00:12:14.580 --> 00:12:18.260]  他接著沒多久又再來獻計
[00:12:18.260 --> 00:12:21.380]  要阿沙羅乘勝追擊
[00:12:21.380 --> 00:12:25.020]  他在第十七章的一到第四節裡面
[00:12:25.020 --> 00:12:26.420]  阿希多佛就說
[00:12:26.420 --> 00:12:27.660]  現在
[00:12:27.660 --> 00:12:30.140]  不如由我去領軍
[00:12:30.140 --> 00:12:32.100]  我會領一萬二千人
[00:12:32.100 --> 00:12:33.740]  去追捕你爸爸大衛
[00:12:34.820 --> 00:12:37.100]  他這個時候一定是很疲乏
[00:12:37.100 --> 00:12:39.580]  他東躲西藏
[00:12:39.580 --> 00:12:41.300]  他左閃右避
[00:12:41.300 --> 00:12:43.060]  他未能夠重整軍旅
[00:12:43.060 --> 00:12:43.860]  就在這個時候
[00:12:43.860 --> 00:12:44.780]  如果我來追捕他
[00:12:44.780 --> 00:12:46.340]  我會將他殺了
[00:12:46.340 --> 00:12:47.980]  他要答應
[00:12:47.980 --> 00:12:49.580]  我只是殺你爸爸一個人
[00:12:49.580 --> 00:12:52.420]  只要我一殺了你爸爸的時候
[00:12:52.420 --> 00:12:53.620]  捨無退而不行
[00:12:53.620 --> 00:12:55.780]  他的下屬就自然會怎樣呢?
[00:12:55.780 --> 00:12:56.700]  全散了
[00:12:56.700 --> 00:12:58.060]  就會歸順於你
[00:12:58.060 --> 00:12:59.140]  於是
[00:12:59.140 --> 00:13:01.460]  你就能夠鞏固你的王位
[00:13:01.460 --> 00:13:03.220]  你無後顧之憂
[00:13:04.140 --> 00:13:05.140]  不要忘記
[00:13:05.140 --> 00:13:08.460]  阿希多佛是一個文人
[00:13:08.460 --> 00:13:10.580]  是一個謀士
[00:13:10.580 --> 00:13:12.940]  他不是一個戰士
[00:13:12.940 --> 00:13:14.300]  不是一個將領
[00:13:14.300 --> 00:13:16.140]  但是很勇猛
[00:13:16.140 --> 00:13:17.740]  他說你給我
[00:13:17.740 --> 00:13:19.820]  你有大兵一萬二千人
[00:13:19.820 --> 00:13:20.860]  你去追捕他
[00:13:20.860 --> 00:13:22.500]  在第一節裡面
[00:13:22.500 --> 00:13:25.780]  你覺得他好像很有禮貌
[00:13:25.780 --> 00:13:28.220]  求你總我挑選一萬二千人
[00:13:28.220 --> 00:13:29.580]  但是你要留意
[00:13:29.580 --> 00:13:31.980]  短短三次聖經裡面出現了七個「我」字
[00:13:31.980 --> 00:13:33.980]  他甚至是命令
[00:13:34.420 --> 00:13:35.340]  「阿撒隆」
[00:13:35.340 --> 00:13:37.780]  你要給他一件行動
[00:13:37.780 --> 00:13:39.900]  結果
[00:13:39.900 --> 00:13:41.900]  這個計謀一出的時候
[00:13:41.900 --> 00:13:43.820]  其他人有什麼反應呢?
[00:13:43.820 --> 00:13:46.540]  我們一起來看第十七章第四節
[00:13:46.540 --> 00:13:51.020]  「阿撒隆和以色列的長老
[00:13:51.020 --> 00:13:53.180]  都以這話為尾」
[00:13:53.180 --> 00:13:54.980]  很多人都給他一個讚
[00:13:54.980 --> 00:13:55.820]  太好了
[00:13:55.820 --> 00:13:56.860]  對
[00:13:56.860 --> 00:13:58.580]  非常好
[00:13:58.580 --> 00:14:02.140]  每個人都覺得這個計謀非常好
[00:14:03.020 --> 00:14:05.940]  但是你要看到你有沒有覺得阿希特勒這個人很恐怖
[00:14:05.940 --> 00:14:08.660]  以前是大衛的謀臣
[00:14:08.660 --> 00:14:12.420]  是很極力的去支持大衛
[00:14:12.420 --> 00:14:14.620]  當他一翻臉的時候
[00:14:14.620 --> 00:14:16.500]  他去到很盡
[00:14:16.500 --> 00:14:17.820]  很絕
[00:14:17.820 --> 00:14:19.420]  想的事情
[00:14:19.420 --> 00:14:20.700]  是很奸
[00:14:20.700 --> 00:14:23.180]  不知道為什麼我寫到這裡
[00:14:23.180 --> 00:14:24.140]  我就想起一個人
[00:14:24.140 --> 00:14:25.940]  這是我個人的領袖
[00:14:25.940 --> 00:14:27.780]  我就想起劉江華
[00:14:27.780 --> 00:14:29.020]  不知道為什麼會這樣
[00:14:29.020 --> 00:14:30.020]  好了
[00:14:30.020 --> 00:14:31.660]  接著呢
[00:14:32.300 --> 00:14:33.580]  你就看到
[00:14:33.580 --> 00:14:37.020]  雖然這個良謀是非常好
[00:14:37.020 --> 00:14:40.900]  但我仍然相信一句話是什麼呢?
[00:14:40.900 --> 00:14:43.540]  「謀事在人
[00:14:43.540 --> 00:14:46.540]  但成事在天」
[00:14:46.540 --> 00:14:49.180]  阿撒隆這個計劃非常好
[00:14:49.180 --> 00:14:52.180]  其他的臣僕長老都認為很好
[00:14:52.180 --> 00:14:54.420]  但是他竟然
[00:14:54.420 --> 00:14:55.860]  無緣無故
[00:14:55.860 --> 00:14:58.140]  就叫護西來
[00:14:58.140 --> 00:14:59.140]  問問他
[00:14:59.140 --> 00:15:00.860]  你認為意見如何?
[00:15:01.420 --> 00:15:03.900]  不要忘記之前他獻的計謀
[00:15:03.900 --> 00:15:05.180]  他沒有問護西
[00:15:05.180 --> 00:15:06.740]  好像很偶然
[00:15:06.740 --> 00:15:08.220]  但絕不偶然
[00:15:08.220 --> 00:15:09.980]  護西聽到之後
[00:15:09.980 --> 00:15:10.980]  立刻就說
[00:15:10.980 --> 00:15:12.980]  這個方法不是很好
[00:15:12.980 --> 00:15:13.900]  為什麼?
[00:15:13.900 --> 00:15:16.740]  接著他就用反間計
[00:15:16.740 --> 00:15:18.460]  他很有智慧的
[00:15:18.460 --> 00:15:20.300]  但是他有另一個建議
[00:15:20.300 --> 00:15:24.820]  而護西要表達這個計劃的時候
[00:15:24.820 --> 00:15:26.580]  還是繪影繪聲
[00:15:26.580 --> 00:15:29.900]  在吸引那些聽眾
[00:15:29.900 --> 00:15:32.340]  包括了阿撒隆和臣僕
[00:15:32.340 --> 00:15:33.340]  帶他們去聽
[00:15:33.340 --> 00:15:34.740]  他說:你爸爸
[00:15:34.740 --> 00:15:37.580]  好像一隻
[00:15:37.580 --> 00:15:40.380]  雕栽子的母熊一樣
[00:15:40.380 --> 00:15:41.700]  第十七章第八節
[00:15:41.700 --> 00:15:42.700]  是什麼意思呢?
[00:15:42.700 --> 00:15:44.420]  他說那些熊人
[00:15:44.420 --> 00:15:46.540]  很疼愛子女
[00:15:46.540 --> 00:15:49.220]  如果他的子女被搶走的時候
[00:15:49.220 --> 00:15:51.580]  他就會窮兇勁惡
[00:15:51.580 --> 00:15:52.780]  不管你的人是怎樣
[00:15:52.780 --> 00:15:54.580]  他就會反撲你
[00:15:54.580 --> 00:15:56.740]  我也有這樣的經歷
[00:15:56.740 --> 00:15:58.860]  我少年時代的時候
[00:15:58.860 --> 00:16:00.700]  爸爸家裡有養貓
[00:16:00.700 --> 00:16:03.500]  有一次貓生了幾隻小貓
[00:16:03.500 --> 00:16:05.580]  我記得我回家的時候
[00:16:05.580 --> 00:16:09.180]  那些小貓正在他媽媽的懷抱當中
[00:16:09.180 --> 00:16:10.580]  我想看看那隻小貓
[00:16:10.580 --> 00:16:12.220]  就把牠拉出來看
[00:16:12.220 --> 00:16:14.860]  結果我伸手一拿那隻小貓的時候
[00:16:14.860 --> 00:16:15.860]  媽媽很兇
[00:16:15.860 --> 00:16:17.060]  咬!
[00:16:17.060 --> 00:16:19.020]  就立刻抓我的手
[00:16:19.020 --> 00:16:20.380]  說被牠抓傷
[00:16:20.380 --> 00:16:22.020]  平時是不會的
[00:16:22.020 --> 00:16:24.620]  但原來牠以為我搶奪牠的寶寶
[00:16:24.620 --> 00:16:26.140]  於是牠就很兇
[00:16:26.140 --> 00:16:27.220]  不管你是怎樣
[00:16:27.220 --> 00:16:28.420]  照樣抓下去
[00:16:29.860 --> 00:16:32.540]  互西就說:你爸爸是一個勇士
[00:16:32.540 --> 00:16:34.500]  爛船有三分釘
[00:16:34.500 --> 00:16:36.620]  你把他逼得這麼緊的時候
[00:16:36.620 --> 00:16:37.980]  他會反撲
[00:16:37.980 --> 00:16:39.420]  當他反撲的時候
[00:16:39.420 --> 00:16:40.620]  他會很兇
[00:16:40.620 --> 00:16:41.860]  還有
[00:16:41.860 --> 00:16:44.460]  而且你爸爸是王
[00:16:44.460 --> 00:16:46.940]  他未必跟平民一起住
[00:16:46.940 --> 00:16:48.540]  我們要攻打他的時候
[00:16:48.540 --> 00:16:50.660]  其實未必即時找到他的地方
