
[00:00:00.000 --> 00:00:02.000]  今日分享的題目是
[00:01:28.000 --> 00:01:31.000]  原來最近我看網上有一條片
[00:01:31.000 --> 00:01:34.000]  原來我發現我們香港人不是那麼心急
[00:01:34.000 --> 00:01:36.000]  我發現原來日本人
[00:01:36.000 --> 00:01:38.000]  比我們更加竭力
[00:01:38.000 --> 00:01:40.000]  想去趕上那班車
[00:01:40.000 --> 00:01:43.000]  所以最近我在網上看到這條片
[00:01:43.000 --> 00:01:44.000]  讓大家看看
[00:01:44.000 --> 00:01:47.000]  原來日本人真的很想趕盡那班車
[00:01:47.000 --> 00:01:48.000]  我們看看
[00:01:55.000 --> 00:01:57.000]  (立即進入車門)
[00:01:57.000 --> 00:02:14.000]  當我看完片的時候
[00:02:14.000 --> 00:02:18.000]  我發現原來日本人真的很想趕上那班車
[00:02:18.000 --> 00:02:22.000]  今天我們的題目不是努力進車門
[00:02:22.000 --> 00:02:26.000]  我們今天的題目是努力進閘門
[00:02:26.000 --> 00:02:28.000]  我們如果趕不上一班車
[00:02:28.000 --> 00:02:29.000]  那不要緊的
[00:02:29.000 --> 00:02:30.000]  我們可以等下一班車
[00:02:30.000 --> 00:02:31.000]  但是聖經說
[00:02:31.000 --> 00:02:33.000]  為什麼我們要努力進閘門呢?
[00:02:33.000 --> 00:02:36.000]  因為如果我們錯過了進閘門
[00:02:36.000 --> 00:02:39.000]  我們就和舊恩無份了
[00:02:39.000 --> 00:02:41.000]  同樣的我們去看這段聖經的時候
[00:02:41.000 --> 00:02:44.000]  其實耶穌是用芥菜種
[00:02:44.000 --> 00:02:47.000]  去比喻神國的擴展
[00:02:47.000 --> 00:02:52.000]  而今天我們的生命又如何在神國的擴展中有份呢?
[00:02:52.000 --> 00:02:57.000]  很想今天和大家在十三章十八至三十五這段聖經裏面
[00:02:57.000 --> 00:03:00.000]  去看三個很重要的功課
[00:03:00.000 --> 00:03:02.000]  今天第一個功課是
[00:03:02.000 --> 00:03:08.000]  從微小的芥菜種進入神國的擴展裏面
[00:03:08.000 --> 00:03:11.000]  我們一起由第十八節讀到第二十一節
[00:03:11.000 --> 00:03:12.000]  我們一起讀
[00:03:12.000 --> 00:03:13.000]  一二三
[00:03:13.000 --> 00:03:18.000]  耶穌說:神的國,普象甚麼?我拿甚麼來比較呢?
[00:03:18.000 --> 00:03:29.000]  普象一粒芥菜種,有人拿去種在原子裏,長大成樹,天上的飛鳥縮在他的肢上。
[00:03:29.000 --> 00:03:33.000]  又說:我拿甚麼來比神的國呢?
[00:03:33.000 --> 00:03:42.000]  普象面孝,有婦人拿來藏在三斗面裏,直等到全團都發起來。
[00:03:42.000 --> 00:03:45.000]  這裏耶穌一開始在第十八節問一個問題
[00:03:45.000 --> 00:03:50.000]  神的國,普象甚麼?我拿甚麼來比較呢?
[00:03:50.000 --> 00:03:52.000]  十九節他就這樣回答
[00:03:52.000 --> 00:04:01.000]  好像一粒芥菜種,有人拿來種在原子裏,天上的飛鳥縮在他的樹枝上。
[00:04:01.000 --> 00:04:05.000]  當時聽眾知道芥菜種是一粒很小的種子
[00:04:05.000 --> 00:04:13.000]  昔日我去聖地旅行都可以賣的,會將它過膠,是一粒一粒很小的種子
[00:04:13.000 --> 00:04:18.000]  但原來耶穌說他成長了之後,會變成一棵樹
[00:04:18.000 --> 00:04:24.000]  是鳥可以在這裏找到保護和休息的地方
[00:04:24.000 --> 00:04:30.000]  而在馬可福音亦記載,芥菜種比世上地上的百種都少
[00:04:30.000 --> 00:04:35.000]  但長成之後比各樣的菜都大
[00:04:35.000 --> 00:04:40.000]  當我們去看耶穌來到這個世界,神國的開始
[00:04:40.000 --> 00:04:45.000]  當時的人去看耶穌的生命都覺得他是微不足道
[00:04:45.000 --> 00:04:50.000]  對於當時的人來說,耶穌的生命並不起眼
[00:04:50.000 --> 00:04:52.000]  就好像菲律賓書那裏這樣說
[00:04:52.000 --> 00:04:58.000]  他本有神的形象,不以自己與神同等為強奪的
[00:04:58.000 --> 00:05:03.000]  反倒虛己,取了奴僕的形象,成為人的樣式
[00:05:03.000 --> 00:05:06.000]  既有人的樣子,就自己卑微
[00:05:06.000 --> 00:05:11.000]  全心信服,以至於死,且死在十字架上
[00:05:11.000 --> 00:05:15.000]  但是當人看為很卑微和羞恥的事
[00:05:15.000 --> 00:05:18.000]  十字架在當時的人來說是很羞恥的事
[00:05:18.000 --> 00:05:22.000]  但是耶穌為我們成就了救恩
[00:05:22.000 --> 00:05:26.000]  我們在聖經裏面就看到神國急速的增長
[00:05:26.000 --> 00:05:31.000]  在五重聖靈降臨,當日有三千人信了耶穌
[00:05:31.000 --> 00:05:35.000]  而我們看到聖經描述往後的三十年
[00:05:35.000 --> 00:05:40.000]  教會和基督徒散播了在當時周邊不同的國家
[00:05:40.000 --> 00:05:43.000]  甚至羅馬帝國的首都羅馬
[00:05:43.000 --> 00:05:47.000]  都有一個正在成長的基督徒群體
[00:05:47.000 --> 00:05:50.000]  所以我們有羅馬書,神的國不斷的擴展
[00:05:50.000 --> 00:05:53.000]  萬國的人都看到神的榮耀
[00:05:53.000 --> 00:05:58.000]  相反羅馬帝國的皇權並不長久
[00:05:58.000 --> 00:06:03.000]  今天我們都要看我們自己看似卑微的蔡總的生命
[00:06:03.000 --> 00:06:09.000]  能夠怎樣參與在神國的擴展裏面
[00:06:09.000 --> 00:06:13.000]  如果我們回顧雅庚堂,我們很感恩
[00:06:13.000 --> 00:06:19.000]  因為我們知道我們由2014年從200人席堂開始
[00:06:19.000 --> 00:06:25.000]  到今天我們主堂和分堂超過一千五百人
[00:06:25.000 --> 00:06:28.000]  在我們主堂裏面除了成人崇拜
[00:06:28.000 --> 00:06:32.000]  我們的兒童崇拜由最初的三十多人到現在超過一百人
[00:06:32.000 --> 00:06:36.000]  我們的少年崇拜由最初的五個人到現在接近一百人
[00:06:36.000 --> 00:06:40.000]  我們現在的長者崇拜每個星期超過一百人
[00:06:40.000 --> 00:06:42.000]  不單止這樣,每個星期日的下午
[00:06:42.000 --> 00:06:47.000]  我們有接近三百位弟兄姊妹一起參加愛倫社的崇拜
[00:06:47.000 --> 00:06:51.000]  而我們星期日的下午我們現在有英語崇拜
[00:06:51.000 --> 00:06:54.000]  而我們感恩我們亦都在九龍灣設立了分堂
[00:06:54.000 --> 00:06:58.000]  現在每個禮拜分堂有超過一百五十個弟兄姊妹
[00:06:58.000 --> 00:07:00.000]  在這裏崇拜和敬拜
[00:07:00.000 --> 00:07:02.000]  我們很感恩,我們亦都要多謝旁邊的弟兄姊妹
[00:07:02.000 --> 00:07:09.000]  多謝你,你有份的,多謝你,你有份的
[00:07:09.000 --> 00:07:14.000]  但今天我們不要只跟旁邊的人說多謝你,你有份的
[00:07:14.000 --> 00:07:18.000]  你要問一個問題,我怎樣繼續有份的
[00:07:18.000 --> 00:07:22.000]  所以今天我們不單止多謝旁邊的人說多謝你,你有份的
[00:07:22.000 --> 00:07:26.000]  而是我們要問今天繼續在神國的擴展裏面
[00:07:26.000 --> 00:07:29.000]  我怎樣繼續有份的
[00:07:29.000 --> 00:07:31.000]  當然我們知道我們不是靠自己的能力
[00:07:31.000 --> 00:07:34.000]  我們是靠基督的恩典和基督的能力
[00:07:34.000 --> 00:07:40.000]  但原來今天神藉著我們的生命去讓神國繼續擴展
[00:07:40.000 --> 00:07:44.000]  你問我,我很感恩,因為我們看到亞間堂弟兄姊妹你們的生命力
[00:07:44.000 --> 00:07:46.000]  你們不斷去鼓勵人們去信耶穌
[00:07:46.000 --> 00:07:50.000]  所以每一次,無論是我們去年的福音月
[00:07:50.000 --> 00:07:53.000]  我們今年的福音週,每一個福音的活動
[00:07:53.000 --> 00:07:57.000]  我們都有弟兄姊妹很積極去帶朋友來相信耶穌
[00:07:57.000 --> 00:08:00.000]  剛剛過去的星期五,我們的長者福音崇拜
[00:08:00.000 --> 00:08:04.000]  亦都有七個弟兄姊妹相信耶穌,將掌聲給耶穌
[00:08:06.000 --> 00:08:14.000]  今天我們怎樣去繼續帶身邊的未信的家人朋友同事去相信耶穌呢?
[00:08:14.000 --> 00:08:16.000]  你和我都有份
[00:08:16.000 --> 00:08:21.000]  我不知道有沒有你剛剛帶了人來決志信耶穌的弟兄姊妹
[00:08:21.000 --> 00:08:24.000]  如果有,可能就是你怎樣有份呢?
[00:08:24.000 --> 00:08:26.000]  就是鼓勵他們去做栽培
[00:08:26.000 --> 00:08:29.000]  我很喜歡弟兄姊妹經常去問
[00:08:29.000 --> 00:08:33.000]  牧者,我哪個朋友信了,你和他做了栽培沒有?
[00:08:33.000 --> 00:08:36.000]  我好多謝大家,因為我知道
[00:08:36.000 --> 00:08:39.000]  你知道不是只是讓他決志就停在那裏
[00:08:39.000 --> 00:08:41.000]  而是你很關心你身邊的朋友
[00:08:41.000 --> 00:08:45.000]  信了主之後,他有沒有繼續有栽培,有沒有繼續成長
[00:08:45.000 --> 00:08:48.000]  之後呢,可能你鼓勵的就是你的朋友
[00:08:48.000 --> 00:08:52.000]  去上信仰班,去上洗禮班,去接受洗禮
[00:08:52.000 --> 00:08:54.000]  我感恩我們現在聖誕節
[00:08:54.000 --> 00:08:57.000]  我們去洗禮,有五十個弟兄姊妹受心
[00:08:57.000 --> 00:08:59.000]  給掌聲給耶穌好不好?
[00:09:01.000 --> 00:09:03.000]  所以我們要分兩場
[00:09:03.000 --> 00:09:09.000]  我也知道有一些你願意讓出的空間去參加第二場
[00:09:09.000 --> 00:09:12.000]  我也知道的,聖誕節是比較困難的
[00:09:12.000 --> 00:09:15.000]  要大家參加第二場,因為可能大家晚上有事要做
[00:09:15.000 --> 00:09:18.000]  但我很想首先再多謝我們的堂公
[00:09:18.000 --> 00:09:20.000]  因為你走的時候去吃聖誕大餐
[00:09:20.000 --> 00:09:22.000]  我們的堂公繼續會留在這裏
[00:09:22.000 --> 00:09:24.000]  多謝我們的堂公好不好?
[00:09:24.000 --> 00:09:27.000]  但是我們為了福音的緣故
[00:09:27.000 --> 00:09:30.000]  我們很感恩我們有兩場的浸禮
[00:09:30.000 --> 00:09:32.000]  當他們洗了禮的時候
[00:09:32.000 --> 00:09:35.000]  可能你又繼續鼓勵他們去迎新十二課
[00:09:35.000 --> 00:09:37.000]  每一次迎新十二課我都很感恩
[00:09:37.000 --> 00:09:39.000]  因為我一坐在身邊那一個
[00:09:39.000 --> 00:09:40.000]  我問你是誰的朋友?
[00:09:40.000 --> 00:09:42.000]  然後他就說我是誰誰帶來的
[00:09:42.000 --> 00:09:44.000]  你是誰的朋友?
[00:09:44.000 --> 00:09:45.000]  他的同事問我
[00:09:45.000 --> 00:09:47.000]  我看到弟兄姊妹不斷去鼓勵
[00:09:47.000 --> 00:09:51.000]  你身邊信主的朋友去成長
[00:09:51.000 --> 00:09:55.000]  然後讓他們繼續去成為耶穌的門徒
[00:09:55.000 --> 00:09:57.000]  去參加門女
[00:09:57.000 --> 00:10:02.000]  今天原來你和我都在神國的擴展裏面有份
[00:10:02.000 --> 00:10:04.000]  但是原來神國的擴展
[00:10:04.000 --> 00:10:06.000]  不只是在說人數的增長
[00:10:06.000 --> 00:10:09.000]  神國的擴展也是在說生命的改變
[00:10:09.000 --> 00:10:11.000]  如果我們看第二十節
[00:10:11.000 --> 00:10:13.000]  二十節這裡耶穌說
[00:10:13.000 --> 00:10:15.000]  我拿什麽來給神的國呢?
[00:10:15.000 --> 00:10:17.000]  好像面孝
[00:10:17.000 --> 00:10:20.000]  有婦人拿來藏在三斗面裏
[00:10:20.000 --> 00:10:23.000]  藉等全團都發起來
[00:10:23.000 --> 00:10:25.000]  當焗麵包的時候
[00:10:25.000 --> 00:10:27.000]  會放一些很不起眼的麵孝
[00:10:27.000 --> 00:10:29.000]  下去麵粉裏面
[00:10:29.000 --> 00:10:32.000]  一斗是七公斤
[00:10:32.000 --> 00:10:35.000]  三斗麵粉是二十一公斤的麵粉
[00:10:35.000 --> 00:10:39.000]  那裏其實焗了的麵包吃很多人
[00:10:39.000 --> 00:10:41.000]  這麽小的麵孝
[00:10:41.000 --> 00:10:44.000]  放在二十一公斤的麵粉
[00:10:44.000 --> 00:10:45.000]  就會怎樣?
[00:10:45.000 --> 00:10:47.000]  讓整個麵包發起來
[00:10:47.000 --> 00:10:49.000]  就好像現在看到這個圖
[00:10:49.000 --> 00:10:51.000]  不過我覺得它好像像馬拉糕
[00:10:51.000 --> 00:10:55.000]  小小的麵孝就能夠
[00:10:55.000 --> 00:10:57.000]  叫全團發起來
[00:10:57.000 --> 00:10:59.000]  原來今天神用你的生命
[00:10:59.000 --> 00:11:03.000]  叫你身邊的群體去改變
[00:11:03.000 --> 00:11:05.000]  而今天可能我們一個
[00:11:05.000 --> 00:11:07.000]  很不起眼的生命
[00:11:07.000 --> 00:11:09.000]  又怎樣被神使用
[00:11:09.000 --> 00:11:12.000]  去讓我們身邊群體的生命帶來改變
[00:11:12.000 --> 00:11:14.000]  你問我,我很感恩
[00:11:14.000 --> 00:11:16.000]  我最近在少年崇拜
[00:11:16.000 --> 00:11:18.000]  我就見到原來有一個少年人
[00:11:18.000 --> 00:11:22.000]  本來他整間學校只有他自己一個回教會
[00:11:22.000 --> 00:11:24.000]  誰知道他回到學校之後
[00:11:24.000 --> 00:11:26.000]  他不斷叫他的同學回教會
[00:11:26.000 --> 00:11:29.000]  漸漸地他所有的同學
[00:11:29.000 --> 00:11:31.000]  都有一個暱稱
[00:11:31.000 --> 00:11:33.000]  那些人去到少年崇拜
[00:11:33.000 --> 00:11:35.000]  就會用他學校的名字去稱呼他的同學
[00:11:35.000 --> 00:11:37.000]  這個也是那間學校的
[00:11:37.000 --> 00:11:39.000]  這個也是那間學校的
[00:11:39.000 --> 00:11:41.000]  這麼多都是那間學校的嗎?
[00:11:41.000 --> 00:11:44.000]  原來全是有一個少年人帶回來的
[00:11:44.000 --> 00:11:47.000]  你這樣就是他們都開始做門女
[00:11:47.000 --> 00:11:50.000]  所以最近在一個朋友日裡面
[00:11:50.000 --> 00:11:52.000]  是這個少年人的朋友
[00:11:52.000 --> 00:11:54.000]  作為一個少年門徒
[00:11:54.000 --> 00:11:56.000]  去上去講他生命的見證
[00:11:56.000 --> 00:11:59.000]  你就見到好像那些麵包那樣
[00:11:59.000 --> 00:12:01.000]  當他可能很小
[00:12:01.000 --> 00:12:03.000]  原來他就在他的群體那裡發生改變
[00:12:03.000 --> 00:12:05.000]  去改變他群體的生命
[00:12:05.000 --> 00:12:07.000]  還有有時候我見到弟兄姊妹
[00:12:07.000 --> 00:12:09.000]  我就問,為什麼你認識他?
[00:12:09.000 --> 00:12:11.000]  為什麼你又認識他?
[00:12:11.000 --> 00:12:13.000]  我是誰誰的同事?
[00:12:13.000 --> 00:12:15.000]  我們一起坐吧
[00:12:15.000 --> 00:12:17.000]  然後我就說,為什麼你又坐在一起?
[00:12:17.000 --> 00:12:19.000]  原來我和他都是同事
[00:12:19.000 --> 00:12:21.000]  原來很多時候我見到弟兄姊妹
[00:12:21.000 --> 00:12:23.000]  原來見到你們坐在一起的時候
[00:12:23.000 --> 00:12:25.000]  原來你們全部都是同事
[00:12:25.000 --> 00:12:28.000]  然後我就發現原來本身有一對基督徒夫婦
[00:12:28.000 --> 00:12:30.000]  在他公司裡面不斷地跟別人傳福音
[00:12:30.000 --> 00:12:33.000]  然後就將他公司很多人都帶回來
[00:12:33.000 --> 00:12:36.000]  原來一些很小的麵包
[00:12:36.000 --> 00:12:39.000]  但是你被神使用進入你的職場
[00:12:39.000 --> 00:12:42.000]  你就能夠去改變你職場的人的生命
[00:12:42.000 --> 00:12:44.000]  叫他們都一起信耶穌
[00:12:44.000 --> 00:12:46.000]  所以今天原來神國的改變
[00:12:46.000 --> 00:12:48.000]  不只是在說人數的增長
[00:12:48.000 --> 00:12:50.000]  也是在說生命的改變
[00:12:50.000 --> 00:12:52.000]  所以今天我們都問自己
[00:12:52.000 --> 00:12:54.000]  今天我們的生命
[00:12:54.000 --> 00:12:56.000]  又怎樣為周邊的群體帶來改變?
[00:12:56.000 --> 00:12:58.000]  今天神將一些什麼人
[00:12:58.000 --> 00:13:00.000]  放在我們的心裡面作為我們的感動
[00:13:00.000 --> 00:13:03.000]  神可能差遣我們回到我們的家庭
[00:13:03.000 --> 00:13:05.000]  回到我們的學校
[00:13:05.000 --> 00:13:06.000]  回到我們的職場
[00:13:06.000 --> 00:13:07.000]  回到我們的群體
[00:13:07.000 --> 00:13:09.000]  可能你覺得自己都很渺小
[00:13:09.000 --> 00:13:10.000]  好像一些麵包
[00:13:10.000 --> 00:13:16.000]  但原來神要用你的生命去為你身邊的群體帶來改變
[00:13:16.000 --> 00:13:18.000]  所以今天我們不要小看我們自己
[00:13:18.000 --> 00:13:20.000]  因為我們知道我們不是靠自己
[00:13:20.000 --> 00:13:22.000]  而是靠著福音的大能
[00:13:22.000 --> 00:13:25.000]  我們就去改變我們身邊周邊的群體
[00:13:25.000 --> 00:13:28.000]  今天神又將一個什麼的感動
[00:13:28.000 --> 00:13:30.000]  擺在你的生命裡面
[00:13:30.000 --> 00:13:35.000]  讓你的生命怎樣去改變一個身邊的群體
[00:13:35.000 --> 00:13:42.000]  最近我又和另外一個教會的一位媽媽去分享
[00:13:42.000 --> 00:13:44.000]  原來她有一個媽媽小組
[00:13:44.000 --> 00:13:48.000]  然後原來藉著她自己
[00:13:48.000 --> 00:13:52.000]  去怎樣去和兒女帶兒女信耶穌的心得
[00:13:52.000 --> 00:13:54.000]  去祝福身邊那些媽媽
[00:13:54.000 --> 00:13:57.000]  然後我才發現我有一個朋友的太太
[00:13:57.000 --> 00:13:59.000]  原來她是她的組員
[00:13:59.000 --> 00:14:02.000]  我就發現原來那位太太生命的改變
[00:14:02.000 --> 00:14:06.000]  是因為原來在教會有一位媽媽願意將她在神裡面
[00:14:06.000 --> 00:14:09.000]  怎樣去教養孩童的經驗去和別人分享
[00:14:09.000 --> 00:14:11.000]  就影響她身邊的媽媽
[00:14:11.000 --> 00:14:12.000]  所以今天很重要
[00:14:12.000 --> 00:14:16.000]  神究竟將給你的感動擺在哪個群體
[00:14:16.000 --> 00:14:20.000]  讓你去改變那個群體的生命
[00:14:20.000 --> 00:14:25.000]  而今天第二個功課是我們努力進閘門的生命
[00:14:25.000 --> 00:14:27.000]  我們由二十二讀到三十節
[00:14:27.000 --> 00:14:28.000]  我們一齊讀
[00:14:28.000 --> 00:14:32.000]  一二三 耶穌往耶路撒冷去
[00:14:32.000 --> 00:14:35.000]  在所經過的各城各鄉教訓人
[00:14:35.000 --> 00:14:37.000]  有一個人問他說
[00:14:37.000 --> 00:14:40.000]  主啊 得救的人少嗎?
[00:14:40.000 --> 00:14:42.000]  耶穌對眾人說
[00:14:42.000 --> 00:14:44.000]  你們要努力進閘門
[00:14:44.000 --> 00:14:46.000]  我告訴你們
[00:14:46.000 --> 00:14:49.000]  將來有許多人想要進去
[00:14:49.000 --> 00:14:50.000]  卻是不能
[00:14:50.000 --> 00:14:53.000]  及自家主起來關了門
[00:14:53.000 --> 00:14:55.000]  你們站在外面叩門
[00:14:55.000 --> 00:14:58.000]  主啊 給我們開門
[00:14:58.000 --> 00:14:59.000]  他就回答說
[00:14:59.000 --> 00:15:01.000]  我不認識你們
[00:15:01.000 --> 00:15:04.000]  不曉得你們是從哪裡來的
[00:15:04.000 --> 00:15:06.000]  那時你們要說
[00:15:06.000 --> 00:15:09.000]  我們在你面前吃過喝過
[00:15:09.000 --> 00:15:13.000]  你也在我們的街上教訓過人
[00:15:13.000 --> 00:15:14.000]  他要說
[00:15:14.000 --> 00:15:15.000]  我告訴你們
[00:15:15.000 --> 00:15:18.000]  我不曉得你們是哪裡來的
[00:15:18.000 --> 00:15:22.000]  你們這一切作惡的人離開我去嗎?
[00:15:22.000 --> 00:15:25.000]  你們要看見亞伯拉罕
[00:15:25.000 --> 00:15:29.000]  以撒 雅各和眾仙之都在神的國裡
[00:15:29.000 --> 00:15:31.000]  你們卻被趕到外邊
[00:15:31.000 --> 00:15:34.000]  在那裡必要哀哭切齒了
[00:15:34.000 --> 00:15:39.000]  從東 從西 從南 從北將有人來
[00:15:39.000 --> 00:15:41.000]  在神的國裡坐直
[00:15:41.000 --> 00:15:44.000]  只是在後的將要在前
[00:15:44.000 --> 00:15:47.000]  有在前的將要在後
[00:15:47.000 --> 00:15:50.000]  當我們去看這段聖經
[00:15:50.000 --> 00:15:53.000]  耶穌知道自己將要去耶路撒冷
[00:15:53.000 --> 00:15:57.000]  因為祂要在耶路撒冷為我們釘十字架
[00:15:57.000 --> 00:16:02.000]  但其實祂在途中仍然很努力宣講
[00:16:02.000 --> 00:16:04.000]  為什麼祂很努力宣講?
[00:16:04.000 --> 00:16:07.000]  因為祂仍然想帶給人悔改和回轉的機會
[00:16:07.000 --> 00:16:09.000]  之前我們讀過耶穌的心
[00:16:09.000 --> 00:16:13.000]  祂去到很多不同猶太的地方
[00:16:13.000 --> 00:16:16.000]  就是很想讓人悔改和回轉
[00:16:16.000 --> 00:16:17.000]  這個時候有一個人問耶穌
[00:16:17.000 --> 00:16:20.000]  耶穌得救的人少嗎?
[00:16:20.000 --> 00:16:21.000]  為什麼這樣問呢?
[00:16:21.000 --> 00:16:23.000]  因為根據猶太的文獻
[00:16:23.000 --> 00:16:25.000]  將來在末世裡面
[00:16:25.000 --> 00:16:27.000]  神要拯救所有以色列人
[00:16:27.000 --> 00:16:29.000]  但在這裡他看到不是這樣
[00:16:29.000 --> 00:16:31.000]  有很多人反對耶穌
[00:16:31.000 --> 00:16:35.000]  而真正忠心跟隨耶穌的人也不是很多
[00:16:35.000 --> 00:16:37.000]  但耶穌的回應很有趣
[00:16:37.000 --> 00:16:39.000]  耶穌說你不要看
[00:16:39.000 --> 00:16:42.000]  你不要將焦點放在多少人得救
[00:16:42.000 --> 00:16:45.000]  你要將焦點放在你自己的生命
[00:16:45.000 --> 00:16:47.000]  你自己的生命如何回應福音
[00:16:47.000 --> 00:16:51.000]  你不要浪費時間去想將來會有多少人得救
[00:16:51.000 --> 00:16:54.000]  你首先要確保你自己的生命
[00:16:54.000 --> 00:16:56.000]  是一個得救的生命
[00:16:56.000 --> 00:16:59.000]  但在這裡不是說我們靠自己的能力和努力
[00:16:59.000 --> 00:17:00.000]  能夠進入神的國
[00:17:00.000 --> 00:17:03.000]  我們每一個都是靠耶穌基督的恩典
[00:17:03.000 --> 00:17:04.000]  才能夠進入神的國
[00:17:04.000 --> 00:17:06.000]  但當在恩典裡面
[00:17:06.000 --> 00:17:12.000]  我們的回應是需要努力、竭力、全心全意地跟隨耶穌
[00:17:12.000 --> 00:17:14.000]  我們的生命才能夠得救
[00:17:14.000 --> 00:17:18.000]  所以耶穌說將來有許多人想要進去
[00:17:18.000 --> 00:17:20.000]  卻是不能
[00:17:20.000 --> 00:17:22.000]  在這裡耶穌用了一個家主的比喻
[00:17:22.000 --> 00:17:24.000]  家主是把手、家門
[00:17:24.000 --> 00:17:27.000]  也是決定誰能夠進去吃筵席的人
[00:17:27.000 --> 00:17:30.000]  原來將來不是所有人都能夠進去
[00:17:30.000 --> 00:17:32.000]  家主會關門
[00:17:32.000 --> 00:17:36.000]  然後跟他們說我不認識你們
[00:17:36.000 --> 00:17:38.000]  但到那個時候那些人會說
[00:17:38.000 --> 00:17:40.000]  不是耶穌
[00:17:40.000 --> 00:17:43.000]  我曾經在你面前吃過喝過
[00:17:43.000 --> 00:17:47.000]  你也曾經在我們街上教訓過人
[00:17:47.000 --> 00:17:49.000]  吃過喝過
[00:17:49.000 --> 00:17:51.000]  其實如果我們看回聖經裡面
[00:17:51.000 --> 00:17:53.000]  耶穌與許多人交往
[00:17:53.000 --> 00:17:56.000]  他與許多不同的群體同台吃飯
[00:17:56.000 --> 00:17:59.000]  表示耶穌對這些群體的接納
[00:17:59.000 --> 00:18:04.000]  耶穌甚至試過應邀和敵黨的法利賽人一起吃飯
[00:18:04.000 --> 00:18:05.000]  但我想說
[00:18:05.000 --> 00:18:09.000]  單單吃飯是不夠的
[00:18:09.000 --> 00:18:13.000]  單單和耶穌吃飯是不夠的
[00:18:13.000 --> 00:18:16.000]  當耶穌和瑞利吃飯的時候
[00:18:16.000 --> 00:18:19.000]  那些人問耶穌為什麼要和罪人吃飯
[00:18:19.000 --> 00:18:22.000]  耶穌說我是想他們悔改
[00:18:22.000 --> 00:18:25.000]  所以當利微本來是一個瑞利
[00:18:25.000 --> 00:18:27.000]  當他願意跟隨耶穌的時候
[00:18:27.000 --> 00:18:30.000]  他說我願意撇下所有
[00:18:30.000 --> 00:18:32.000]  起來跟從耶穌
[00:18:32.000 --> 00:18:35.000]  原來今天真正誰能夠進入神國
[00:18:35.000 --> 00:18:39.000]  不只是和耶穌吃飯
[00:18:39.000 --> 00:18:42.000]  你是要真正撇下所有
[00:18:42.000 --> 00:18:44.000]  起來跟從耶穌
[00:18:44.000 --> 00:18:46.000]  你就能夠進入
[00:18:46.000 --> 00:18:49.000]  即是說唯有真心悔改
[00:18:49.000 --> 00:18:51.000]  真正改變
[00:18:51.000 --> 00:18:54.000]  真是和耶穌有一個親密的關係
[00:18:54.000 --> 00:18:57.000]  真正跟隨耶穌的人
[00:18:57.000 --> 00:18:59.000]  才能夠進入
[00:18:59.000 --> 00:19:01.000]  所以如果你說不是耶穌
[00:19:01.000 --> 00:19:03.000]  你在我們街上教訓過人
[00:19:03.000 --> 00:19:05.000]  我聽過你說話
