
[00:00:00.000 --> 00:00:03.460]  先說一個真人真事的事件
[00:02:34.200 --> 00:02:35.520]  看這條片子
[00:02:35.520 --> 00:02:38.880]  但是故事好像有一個信息告訴我
[00:02:38.880 --> 00:02:42.040]  即使是一位多麼有經驗的機師
[00:02:42.040 --> 00:02:45.960]  有時候也要像奧尼爾一樣
[00:02:45.960 --> 00:02:48.000]  要放下自己的經驗
[00:02:48.000 --> 00:02:48.880]  要放下我自己
[00:02:48.880 --> 00:02:51.600]  我也是機師的尊嚴
[00:02:51.600 --> 00:02:53.600]  要接受其他人的指揮
[00:02:53.600 --> 00:02:55.920]  聽其他人的指令
[00:02:55.920 --> 00:02:57.920]  奧尼爾這件事告訴我們
[00:02:57.920 --> 00:02:59.760]  他的經驗和技術
[00:02:59.760 --> 00:03:00.800]  其實也很重要
[00:03:00.800 --> 00:03:03.520]  如果他沒有基本的經驗和技術
[00:03:03.520 --> 00:03:08.360]  又不可以做到傑拉達所教他的東西
[00:03:08.360 --> 00:03:11.600]  什麼時候我們要看重我們的經驗和技術
[00:03:11.600 --> 00:03:13.560]  什麼時候我們要放手
[00:03:13.560 --> 00:03:15.160]  給神去帶領呢
[00:03:15.160 --> 00:03:19.040]  我們今天就由詩篇第131篇
[00:03:19.040 --> 00:03:23.600]  去學習一份合乎宗道的生命態度
[00:03:23.600 --> 00:03:25.360]  詩篇第131篇很短
[00:03:25.360 --> 00:03:27.360]  大家一版已經看完了
[00:03:27.360 --> 00:03:28.400]  整篇的詩篇就這麼多
[00:03:28.400 --> 00:03:30.400]  我相信你讀多兩次之後
[00:03:30.400 --> 00:03:32.200]  你一定可以
[00:03:32.200 --> 00:03:33.640]  已經整篇都背得了
[00:03:33.640 --> 00:03:35.400]  我們一起先去讀一次好不好
[00:03:35.400 --> 00:03:37.320]  預備 1 2 3
[00:03:37.320 --> 00:03:38.440]  耶和華
[00:03:38.440 --> 00:03:40.240]  我的心不驕傲
[00:03:40.240 --> 00:03:42.160]  我的眼不自高
[00:03:42.160 --> 00:03:45.160]  重大和超過我能力的事
[00:03:45.160 --> 00:03:47.320]  我都不敢阻
[00:03:47.320 --> 00:03:49.680]  我的心平靜安穩
[00:03:49.680 --> 00:03:51.800]  將斷過來的孩子
[00:03:51.800 --> 00:03:54.760]  躺在他母親的懷中
[00:03:54.760 --> 00:03:56.800]  我的心在我裏面
[00:03:56.800 --> 00:03:59.760]  生長斷過來的孩子
[00:03:59.760 --> 00:04:00.800]  以色列啊
[00:04:00.800 --> 00:04:03.200]  你要仰望耶和華
[00:04:03.200 --> 00:04:06.960]  從現在直到永遠
[00:04:06.960 --> 00:04:10.280]  大家看的時候會發現意境是怎麼樣的
[00:04:10.280 --> 00:04:11.400]  很靜
[00:04:11.400 --> 00:04:13.120]  一個嬰兒喫飽了奶
[00:04:13.120 --> 00:04:13.840]  睡着了
[00:04:13.840 --> 00:04:14.480]  是不是很靜呢
[00:04:14.480 --> 00:04:15.640]  一定很靜
[00:04:15.640 --> 00:04:16.520]  可能你還會想
[00:04:16.520 --> 00:04:19.280]  是不是在比喻耶穌年代
[00:04:19.280 --> 00:04:20.600]  耶穌降生的時候
[00:04:20.600 --> 00:04:21.400]  平安夜
[00:04:21.400 --> 00:04:25.120]  這種寧靜安穩的狀態呢
[00:04:25.120 --> 00:04:26.200]  我發現不是
[00:04:26.200 --> 00:04:27.560]  我現在會講到
[00:04:27.560 --> 00:04:29.560]  雖然這篇詩很短小精幹
[00:04:29.560 --> 00:04:30.320]  不過呢
[00:04:30.320 --> 00:04:33.480]  有位18世紀的報道家叫斯布真
[00:04:33.480 --> 00:04:35.600]  他怎麼去形容這篇詩篇呢
[00:04:35.600 --> 00:04:37.080]  他說這篇
[00:04:37.080 --> 00:04:39.480]  可能是詩篇裏面其中一篇
[00:04:39.480 --> 00:04:40.680]  最短
[00:04:40.680 --> 00:04:42.960]  篇幅上最短的詩篇
[00:04:42.960 --> 00:04:43.800]  不過呢
[00:04:43.800 --> 00:04:46.640]  如果我們要學裏面的功課呢
[00:04:46.640 --> 00:04:50.240]  就可能要用最長的時間去學
[00:04:50.240 --> 00:04:51.880]  爲什麼他這麼說呢
[00:04:51.880 --> 00:04:53.440]  裏面所教導我們的
[00:04:53.440 --> 00:04:56.360]  就是一份如何不斷學習仰望
[00:04:56.360 --> 00:05:00.440]  調教我們生命的一份態度
[00:05:00.440 --> 00:05:03.280]  第一節我們去看
[00:05:03.280 --> 00:05:04.360]  耶和華啊
[00:05:04.360 --> 00:05:06.200]  我的心不驕傲
[00:05:06.200 --> 00:05:07.600]  我的眼不自高
[00:05:07.600 --> 00:05:10.480]  衆大無超過我能力的事
[00:05:10.480 --> 00:05:12.720]  我都不敢作
[00:05:12.720 --> 00:05:15.600]  這裏說的超過我能力的事
[00:05:15.600 --> 00:05:17.440]  在聖經的其他篇幅裏面
[00:05:17.440 --> 00:05:19.440]  主要的翻譯就是一些
[00:05:19.440 --> 00:05:20.800]  奇妙啊
[00:05:20.800 --> 00:05:22.160]  奇妙的事
[00:05:22.160 --> 00:05:23.160]  那些什麼事呢
[00:05:23.160 --> 00:05:24.520]  就是神才能做到的事
[00:05:24.520 --> 00:05:25.680]  通常是形容
[00:05:25.680 --> 00:05:28.000]  那些是神才能做到的事
[00:05:28.000 --> 00:05:29.480]  另外那個作字
[00:05:29.480 --> 00:05:30.480]  我都不敢作
[00:05:30.480 --> 00:05:31.520]  那個作字呢
[00:05:31.520 --> 00:05:33.120]  它的意思就是
[00:05:33.120 --> 00:05:35.760]  不是一些試一下水溫
[00:05:35.760 --> 00:05:38.040]  就是走着走着就會縮下來的那種
[00:05:38.040 --> 00:05:40.760]  是一種你下定決心
[00:05:40.760 --> 00:05:42.720]  決定了要去做的
[00:05:42.720 --> 00:05:44.880]  很專心要去做的一件事
[00:05:44.880 --> 00:05:46.400]  但是詩人說呢
[00:05:46.400 --> 00:05:47.560]  我的心不驕傲
[00:05:47.560 --> 00:05:48.440]  我的眼不自高
[00:05:48.440 --> 00:05:50.480]  這些超過我能力
[00:05:50.480 --> 00:05:52.440]  或者神才能做到的事
[00:05:52.440 --> 00:05:54.440]  我就不會去做了
[00:05:54.440 --> 00:05:55.760]  信息版有一個比較
[00:05:55.760 --> 00:06:00.280]  我覺得比較全神的翻譯這一節的經文
[00:06:00.280 --> 00:06:01.080]  它說呢
[00:06:01.080 --> 00:06:01.760]  神啊
[00:06:01.760 --> 00:06:04.360]  我不敢當家作主
[00:06:04.360 --> 00:06:07.240]  也不想在山頭作王
[00:06:07.240 --> 00:06:09.760]  我不知道它的意思是不是山寨王的意思
[00:06:09.760 --> 00:06:12.840]  我也不敢幹預別人的閒事
[00:06:12.840 --> 00:06:14.640]  或者雄心勃勃
[00:06:14.640 --> 00:06:18.280]  幻想着一些偉大的計劃
[00:06:18.280 --> 00:06:20.560]  因爲篇詩篇沒有其他的資料
[00:06:20.560 --> 00:06:22.040]  可以給我們參考
[00:06:22.040 --> 00:06:23.600]  究竟在說什麼事呢
[00:06:23.600 --> 00:06:24.440]  究竟是
[00:06:24.440 --> 00:06:25.440]  所以大家看聖經
[00:06:25.440 --> 00:06:27.880]  你會看到大衛的詩四個字
[00:06:27.880 --> 00:06:29.760]  不過也沒有說到究竟是
[00:06:29.760 --> 00:06:32.120]  大衛哪一個生命的歷程呢
[00:06:32.120 --> 00:06:33.800]  究竟是哪一個狀態呢
[00:06:33.800 --> 00:06:34.840]  不過
[00:06:34.840 --> 00:06:36.880]  這一節聖經就是告訴我們
[00:06:36.880 --> 00:06:38.240]  詩人說
[00:06:38.240 --> 00:06:40.800]  重大超過他能力的事
[00:06:40.800 --> 00:06:42.120]  他都不會去做
[00:06:42.120 --> 00:06:46.600]  他的眼睛不再自高不驕傲
[00:06:46.600 --> 00:06:47.400]  可能呢
[00:06:47.400 --> 00:06:49.360]  詩人都曾經經歷過一個
[00:06:49.360 --> 00:06:52.760]  曾經他有過這種雄心壯志
[00:06:52.760 --> 00:06:55.520]  雄心勃勃的生命態度
[00:06:55.520 --> 00:06:57.120]  我想這種態度對我來說
[00:06:57.120 --> 00:06:59.920]  都不難去理解的
[00:06:59.920 --> 00:07:03.360]  我們香港人都很着重要爬的
[00:07:03.360 --> 00:07:05.600]  我們要爬高一點
[00:07:05.600 --> 00:07:06.960]  爬快一點
[00:07:06.960 --> 00:07:08.920]  爬得上進
[00:07:08.920 --> 00:07:11.280]  我們要人望高處
[00:07:11.280 --> 00:07:13.800]  今天的我
[00:07:13.800 --> 00:07:16.760]  最好比昨天的我好一點
[00:07:16.760 --> 00:07:18.120]  最重要做到的事
[00:07:18.120 --> 00:07:19.000]  很多公司一樣
[00:07:19.000 --> 00:07:20.560]  好像很多公司都會這樣做
[00:07:20.560 --> 00:07:22.560]  他們要不斷擴張
[00:07:22.560 --> 00:07:24.080]  要擴張我們的境界
[00:07:24.080 --> 00:07:25.600]  擴張我們的營業
[00:07:25.600 --> 00:07:28.200]  又或者我們要去拿多點
[00:07:28.200 --> 00:07:29.280]  賺多點
[00:07:29.280 --> 00:07:30.440]  這個也是我們
[00:07:30.440 --> 00:07:33.320]  在香港人裏面一種的
[00:07:33.320 --> 00:07:35.320]  經常我們會見到的生活態度
[00:07:35.320 --> 00:07:36.840]  我們要不斷去
[00:07:36.840 --> 00:07:37.960]  突破啊 越超越大
[00:07:37.960 --> 00:07:39.680]  我們經常都會說這些東西的
[00:07:39.680 --> 00:07:40.840]  不過呢
[00:07:40.840 --> 00:07:43.160]  問題就是這種態度不是不好
[00:07:43.160 --> 00:07:44.920]  不過呢 若果去到一種
[00:07:44.920 --> 00:07:47.560]  完全由自我出發的
[00:07:47.560 --> 00:07:50.680]  變成一種自我出發的生活態度的話
[00:07:50.680 --> 00:07:52.840]  很容易就會變成一種
[00:07:52.840 --> 00:07:54.600]  好像周圍的東西
[00:07:54.600 --> 00:07:55.960]  都是爲我服務
[00:07:55.960 --> 00:07:57.280]  周圍的東西
[00:07:57.280 --> 00:07:59.040]  都是繞着我去轉
[00:07:59.040 --> 00:08:01.000]  這樣的心態
[00:08:01.000 --> 00:08:02.560]  大家
[00:08:02.560 --> 00:08:04.240]  應該看過一部電影
[00:08:04.240 --> 00:08:05.400]  《鐵達尼號》
[00:08:05.400 --> 00:08:08.960]  今年大家有沒有再看3D版本呢
[00:08:08.960 --> 00:08:11.160]  裏面大家可能記得一句對白
[00:08:11.160 --> 00:08:13.520]  就是Jack在鐵達尼的船頭上
[00:08:13.520 --> 00:08:14.720]  跟朋友在一起
[00:08:14.720 --> 00:08:15.520]  然後說
[00:08:15.520 --> 00:08:17.360]  "I'm king of the world"
[00:08:17.360 --> 00:08:18.400]  是吧
[00:08:18.400 --> 00:08:20.280]  "我是世界的王"
[00:08:20.280 --> 00:08:21.960]  而他當時坐的那艘
[00:08:21.960 --> 00:08:24.240]  也是曾經號稱的
[00:08:24.240 --> 00:08:28.040]  永遠不會沉的船
[00:08:28.040 --> 00:08:29.640]  正正是在表現
[00:08:29.640 --> 00:08:30.760]  在一個年代裏面
[00:08:30.760 --> 00:08:32.760]  我們那種現代人的心態
[00:08:32.760 --> 00:08:34.960]  就覺得我們一定可以的
[00:08:34.960 --> 00:08:37.040]  沒問題的
[00:08:37.040 --> 00:08:40.280]  這種心態若果一直被它發展發酵下去
[00:08:40.280 --> 00:08:42.600]  很容易就會成爲一種
[00:08:42.600 --> 00:08:44.160]  目中無人
[00:08:44.160 --> 00:08:47.520]  或者心中無神的態度
[00:08:47.520 --> 00:08:48.480]  我自己呢
[00:08:48.480 --> 00:08:50.560]  也曾經被這種態度
[00:08:50.560 --> 00:08:52.400]  害了
[00:08:52.400 --> 00:08:53.960]  可以說害了
[00:08:53.960 --> 00:08:55.880]  我記得我信了主
[00:08:55.880 --> 00:08:57.280]  好幾年時間之後
[00:08:57.280 --> 00:09:00.640]  我又很乖的回教會
[00:09:00.640 --> 00:09:02.160]  又看聖經
[00:09:02.160 --> 00:09:03.040]  又祈禱
[00:09:03.040 --> 00:09:04.680]  又靈脩等等
[00:09:04.680 --> 00:09:06.240]  覺得自己好像
[00:09:06.240 --> 00:09:08.440]  回到常態有點功力
[00:09:08.440 --> 00:09:10.240]  累積了
[00:09:10.240 --> 00:09:12.080]  雖然沒有什麼特別的
[00:09:12.080 --> 00:09:13.040]  我不懂得行神蹟
[00:09:13.040 --> 00:09:13.840]  我不懂得做什麼
[00:09:13.840 --> 00:09:14.920]  但我起碼覺得
[00:09:14.920 --> 00:09:15.400]  可以的
[00:09:15.400 --> 00:09:16.600]  我應該可以的
[00:09:16.600 --> 00:09:19.200]  於是開始人就飄了
[00:09:19.200 --> 00:09:20.800]  有點輕狂
[00:09:20.800 --> 00:09:22.800]  我覺得開始有些東西
[00:09:22.800 --> 00:09:23.600]  我懂得分辨
[00:09:23.600 --> 00:09:25.200]  有些東西
[00:09:25.200 --> 00:09:27.000]  不會埋到身上的
[00:09:27.000 --> 00:09:28.560]  有些罪
[00:09:28.560 --> 00:09:29.680]  碰一下
[00:09:29.680 --> 00:09:31.200]  沒問題的
[00:09:31.200 --> 00:09:33.480]  我可以脫身的
[00:09:33.480 --> 00:09:36.560]  但結果我就被這種心態害了
[00:09:36.560 --> 00:09:38.080]  我以爲可以的
[00:09:38.080 --> 00:09:39.240]  例如說什麼呢
[00:09:39.240 --> 00:09:40.840]  例如說一些
[00:09:40.840 --> 00:09:41.920]  色情的資訊
[00:09:41.920 --> 00:09:42.720]  我以爲
[00:09:42.720 --> 00:09:43.360]  看一看
[00:09:43.360 --> 00:09:44.440]  刪除了沒問題
[00:09:44.440 --> 00:09:45.640]  或者是一些東西
[00:09:45.640 --> 00:09:47.920]  看過之後沒問題的
[00:09:47.920 --> 00:09:49.760]  以後不看就行
[00:09:49.760 --> 00:09:50.520]  然後發覺
[00:09:50.520 --> 00:09:52.400]  原來這些東西是會上癮的
[00:09:52.400 --> 00:09:55.400]  原來這些東西是會黏在一起的
[00:09:55.400 --> 00:09:57.320]  啊 發覺
[00:09:57.320 --> 00:09:58.320]  那時候就知道
[00:09:58.320 --> 00:09:59.800]  壞了
[00:09:59.800 --> 00:10:02.040]  自欺欺人
[00:10:02.040 --> 00:10:03.560]  我以爲自己可以的
[00:10:03.560 --> 00:10:05.040]  原來是不行的
[00:10:05.040 --> 00:10:07.720]  這種自欺欺人呢
[00:10:07.720 --> 00:10:10.440]  好像CY那樣
[00:10:10.440 --> 00:10:11.680]  我不是說
[00:10:11.680 --> 00:10:13.040]  大家所認識的CY
[00:10:13.040 --> 00:10:17.920]  我是說我家裏的CY
[00:10:17.920 --> 00:10:18.840]  我這位CY呢
[00:10:18.840 --> 00:10:20.440]  當他每一次
[00:10:20.440 --> 00:10:21.080]  最近呢
[00:10:21.080 --> 00:10:23.320]  我想最近他有一種特別的習慣
[00:10:23.320 --> 00:10:25.640]  就是當他做錯一點點事情的時候
[00:10:25.640 --> 00:10:27.560]  他會以爲我們看不到
[00:10:27.560 --> 00:10:30.080]  例如我們坐在那裏喫飯的時候
[00:10:30.080 --> 00:10:32.040]  他有時候會很差勁的
[00:10:32.040 --> 00:10:35.160]  頑皮地在桌子下面踢我們
[00:10:35.160 --> 00:10:36.320]  然後他就說
[00:10:36.320 --> 00:10:39.280]  爲什麼踢我們啊
[00:10:39.280 --> 00:10:40.200]  然後他就說
[00:10:40.200 --> 00:10:42.000]  沒有啊 你看不到啊
[00:10:42.000 --> 00:10:42.720]  你哪裏看到我
[00:10:42.720 --> 00:10:44.760]  你爲什麼會看到我啊
[00:10:44.760 --> 00:10:46.360]  他以爲我們不知道
[00:10:46.360 --> 00:10:47.880]  他以爲我們感覺不到
[00:10:47.880 --> 00:10:48.960]  他以爲這樣就行了
[00:10:48.960 --> 00:10:50.960]  他以爲這樣就過關了
[00:10:50.960 --> 00:10:53.520]  但是當然是不行的
[00:10:53.520 --> 00:10:55.520]  他以爲我們看不到
[00:10:55.520 --> 00:10:57.360]  但其實他只不過是在自欺
[00:10:57.360 --> 00:11:00.040]  我想神當年看到我的狀態
[00:11:00.040 --> 00:11:02.640]  那種很輕狂
[00:11:02.640 --> 00:11:05.480]  亂踩界的態度
[00:11:05.480 --> 00:11:06.800]  其實可能是一樣的
[00:11:06.800 --> 00:11:08.000]  都是覺得
[00:11:08.000 --> 00:11:10.520]  這個人很自欺欺人
[00:11:10.520 --> 00:11:11.880]  原來在信仰裏面
[00:11:11.880 --> 00:11:16.160]  根本沒有一種可以百分百依靠經驗
[00:11:16.160 --> 00:11:17.400]  和功力的累積
[00:11:17.400 --> 00:11:19.000]  你可以過關
[00:11:19.000 --> 00:11:21.640]  我們沒法子用自己的努力
[00:11:21.640 --> 00:11:24.160]  使自己更加聖潔
[00:11:24.160 --> 00:11:26.160]  原來我們每一天
[00:11:26.160 --> 00:11:27.720]  我們能夠得勝
[00:11:27.720 --> 00:11:30.480]  真的需要靠每一天
[00:11:30.480 --> 00:11:33.840]  上帝的引導和他的恩典
[00:11:33.840 --> 00:11:35.840]  所謂我們的功力
[00:11:35.840 --> 00:11:40.120]  可以在信息之間化爲烏有
[00:11:40.120 --> 00:11:42.720]  你發覺是完全靠不住的
[00:11:42.720 --> 00:11:45.240]  不過第一節這裏的經文同樣
[00:11:45.240 --> 00:11:46.320]  他告訴我們
[00:11:46.320 --> 00:11:47.320]  不是要說
[00:11:47.320 --> 00:11:49.320]  那好吧
[00:11:49.320 --> 00:11:50.680]  什麼都不要做
[00:11:50.680 --> 00:11:52.200]  你做一個平庸的人
[00:11:52.200 --> 00:11:54.040]  不要想着要突破自己
[00:11:54.040 --> 00:11:54.800]  不要冒險
[00:11:54.800 --> 00:11:55.720]  維持現狀
[00:11:55.720 --> 00:11:58.200]  他也不是說一種這樣的狀態
[00:11:58.200 --> 00:11:59.320]  如果不是的話
[00:11:59.320 --> 00:12:00.200]  其實我想很簡單
[00:12:00.200 --> 00:12:02.120]  我們每天回教會
[00:12:02.120 --> 00:12:04.600]  站在神面前就一定沒事
[00:12:04.600 --> 00:12:05.600]  他不是說這種狀態
[00:12:05.600 --> 00:12:11.360]  他說我們一種要放手信靠的態度
[00:12:11.360 --> 00:12:12.760]  Eugene Peterson在他一本書
[00:12:12.760 --> 00:12:15.240]  叫《天路客的衡量》裏面
[00:12:15.240 --> 00:12:16.400]  告訴我們
[00:12:16.400 --> 00:12:18.080]  他形容這首詩
[00:12:18.080 --> 00:12:21.080]  叫我們的信仰要雙腳着地
[00:12:21.080 --> 00:12:22.600]  要站得穩
[00:12:22.600 --> 00:12:25.960]  意味着神要修剪我們兩樣東西
[00:12:25.960 --> 00:12:28.160]  第一節要修剪我們那些
[00:12:28.160 --> 00:12:30.960]  難以駕馭的野心
[00:12:30.960 --> 00:12:32.920]  第二節要修剪我們的
[00:12:32.920 --> 00:12:38.080]  就好像嬰孩一樣的依賴
[00:12:38.080 --> 00:12:40.120]  難以駕馭的野心
[00:12:40.120 --> 00:12:42.200]  究竟怎麼去修剪呢
[00:12:42.200 --> 00:12:44.040]  這首詩的第一節
[00:12:44.040 --> 00:12:48.400]  頭三句裏面有個筆字
[00:12:48.400 --> 00:12:51.000]  我的眼不自高
[00:12:51.000 --> 00:12:52.880]  我的心不狂惡
[00:12:52.880 --> 00:12:55.840]  重大差不透的事我不敢做
[00:12:55.840 --> 00:12:56.880]  也是有個筆字
[00:12:56.880 --> 00:12:58.880]  會不會也令大家想起
[00:12:58.880 --> 00:13:00.160]  同樣有哪篇詩篇
[00:13:00.160 --> 00:13:03.400]  開始的時候也有幾個筆字
[00:13:03.400 --> 00:13:04.760]  沒錯了 你想起了
[00:13:04.760 --> 00:13:06.880]  是詩篇的第一篇
[00:13:06.880 --> 00:13:08.360]  詩篇第一篇告訴我們
[00:13:08.360 --> 00:13:10.160]  有福的人不從
[00:13:10.160 --> 00:13:11.280]  惡人的計謀
[00:13:11.280 --> 00:13:13.520]  不站罪人的道路
[00:13:13.520 --> 00:13:16.920]  不坐好計兆的人的座位
[00:13:16.920 --> 00:13:20.240]  喜愛的是耶和華的律法
[00:13:20.240 --> 00:13:21.880]  就業勿縱的
[00:13:21.880 --> 00:13:25.600]  也是耶和華的律法
[00:13:25.600 --> 00:13:29.560]  原來最終能夠修剪我們生命的
[00:13:29.560 --> 00:13:31.920]  原來也是很簡單
[00:13:31.920 --> 00:13:34.840]  還原信仰裏面的基本步
[00:13:34.840 --> 00:13:38.720]  不從 不站 不坐
[00:13:38.720 --> 00:13:41.000]  我們要幫自己的信仰
[00:13:41.000 --> 00:13:44.040]  畫出一些清晰的界限
[00:13:44.040 --> 00:13:47.400]  畫了之後我們不要容易地
[00:13:47.400 --> 00:13:48.880]  去僭越
[00:13:48.880 --> 00:13:52.000]  不容易地去幹犯
[00:13:52.000 --> 00:13:54.120]  不去過界
[00:13:54.120 --> 00:13:57.200]  就好像主土文教我們
[00:13:57.200 --> 00:14:00.120]  不要叫我們陷入罪的裏頭
[00:14:00.120 --> 00:14:03.360]  陷入試探的當中
[00:14:03.360 --> 00:14:04.680]  神就要這樣
[00:14:04.680 --> 00:14:08.040]  叫我們在裏頭修剪我們過多的
[00:14:08.040 --> 00:14:09.200]  一些屬靈的野心
[00:14:09.200 --> 00:14:10.760]  叫我們走起
[00:14:10.760 --> 00:14:13.960]  我們的信心不是再輕狂地以爲
[00:14:13.960 --> 00:14:15.840]  我行了 我行了
[00:14:15.840 --> 00:14:18.120]  這是第一節想和我們講的
[00:14:18.120 --> 00:14:20.040]  第二節
[00:14:20.040 --> 00:14:22.520]  他說我的心平靜安穩
[00:14:22.520 --> 00:14:24.800]  將斷過來的孩子
[00:14:24.800 --> 00:14:27.320]  躺在他母親的懷中
[00:14:27.320 --> 00:14:29.160]  我的心在我裏面增長
[00:14:29.160 --> 00:14:32.160]  斷過來的孩子
[00:14:32.160 --> 00:14:35.040]  我們信仰也不只是停留在一些
[00:14:35.040 --> 00:14:36.160]  do's and don'ts裏面
[00:14:36.160 --> 00:14:36.960]  只是一些
[00:14:36.960 --> 00:14:39.600]  整天在說什麼可以做 什麼不能做
[00:14:39.600 --> 00:14:42.080]  神也要修剪我們的心態
[00:14:42.080 --> 00:14:43.480]  可能我們裏面
[00:14:43.480 --> 00:14:47.280]  有一些像嬰兒一樣的依賴
[00:14:47.280 --> 00:14:50.160]  我試過將幾個版本看過幾次之後
[00:14:50.160 --> 00:14:52.560]  嘗試這樣排一排這個第二節
[00:14:52.560 --> 00:14:53.680]  可以讓我們看一些東西
[00:14:53.680 --> 00:14:55.520]  他說這樣排出來
[00:14:55.520 --> 00:14:58.720]  不我反而讓我的心平靜安穩
[00:14:58.720 --> 00:15:01.800]  將斷過來的孩子在他母親上面
[00:15:01.800 --> 00:15:03.360]  將斷過來的孩子
[00:15:03.360 --> 00:15:05.360]  我的靈
[00:15:05.360 --> 00:15:07.000]  原來將它放出來
[00:15:07.000 --> 00:15:09.840]  原來這首詩不僅有三個筆字
[00:15:09.840 --> 00:15:11.480]  還有四個筆字
[00:15:11.480 --> 00:15:14.000]  原來和上面的字
[00:15:14.000 --> 00:15:16.040]  是繼續聯繫在一起的
[00:15:16.040 --> 00:15:18.400]  還有這一排好像讓我們看到
[00:15:18.400 --> 00:15:21.000]  這些字很想讓我們看到一個
[00:15:21.000 --> 00:15:22.920]  很清晰的圖畫
[00:15:22.920 --> 00:15:26.800]  就是一個斷奶的孩子
[00:15:26.800 --> 00:15:28.160]  大家想
[00:15:28.160 --> 00:15:30.160]  如果照顧小朋友就知道
[00:15:30.160 --> 00:15:33.480]  照顧小朋友的人最舒服的時間
[00:15:33.480 --> 00:15:35.200]  就是當你的小朋友
[00:15:35.200 --> 00:15:37.200]  喝完奶之後
[00:15:37.200 --> 00:15:40.400]  慢慢地入睡
[00:15:40.400 --> 00:15:42.400]  不過當然要掃一下風
[00:15:42.400 --> 00:15:45.760]  然後你就會覺得很開心
