
[00:00:00.000 --> 00:00:03.000]  隨著新年又是一個新的開始
[00:03:49.000 --> 00:03:51.000]  例如我們在新年的時候
[00:03:51.000 --> 00:03:53.000]  每一次到了新年
[00:03:53.000 --> 00:03:55.000]  我們總是有一種焦慮
[00:03:55.000 --> 00:03:57.000]  什麼焦慮呢
[00:03:57.000 --> 00:03:59.000]  通常到了某個年紀
[00:03:59.000 --> 00:04:01.000]  你會發覺有一種焦慮
[00:04:01.000 --> 00:04:03.000]  叫做時間的焦慮
[00:04:03.000 --> 00:04:05.000]  你總是覺得
[00:04:05.000 --> 00:04:07.000]  過了一年我又打碎了
[00:04:07.000 --> 00:04:09.000]  你又覺得時間不多了
[00:04:09.000 --> 00:04:11.000]  你就覺得很焦慮
[00:04:11.000 --> 00:04:13.000]  所以對時間的焦慮
[00:04:13.000 --> 00:04:15.000]  是很貧窮的一種地方
[00:04:15.000 --> 00:04:17.000]  因為我們從小到大有期望
[00:04:17.000 --> 00:04:19.000]  應該幾多歲完成什麼
[00:04:19.000 --> 00:04:21.000]  你眼看著
[00:04:21.000 --> 00:04:23.000]  又進入中年危機
[00:04:23.000 --> 00:04:25.000]  在我這個層次
[00:04:25.000 --> 00:04:27.000]  牧師也有牧師的期望
[00:04:27.000 --> 00:04:29.000]  快50歲了
[00:04:29.000 --> 00:04:31.000]  50歲的牧師
[00:04:31.000 --> 00:04:33.000]  應該是無憂一千人教會才可以
[00:04:33.000 --> 00:04:35.000]  有這樣的期望
[00:04:35.000 --> 00:04:37.000]  應該要擁有兩座堂
[00:04:37.000 --> 00:04:39.000]  但你又覺得很焦慮
[00:04:39.000 --> 00:04:41.000]  眼看著時間到了
[00:04:41.000 --> 00:04:43.000]  所以每一次到了新年
[00:04:43.000 --> 00:04:45.000]  我們有什麼時間的焦慮
[00:04:45.000 --> 00:04:47.000]  所以在2025年的時候
[00:04:47.000 --> 00:04:49.000]  在網上見到有一種
[00:04:49.000 --> 00:04:51.000]  大家知道有些人喜歡原富
[00:04:51.000 --> 00:04:53.000]  炫耀你的財富
[00:04:53.000 --> 00:04:55.000]  包包、LV
[00:04:55.000 --> 00:04:57.000]  是一個最新的
[00:04:57.000 --> 00:04:59.000]  炫富的方式
[00:04:59.000 --> 00:05:01.000]  叫做炫耀你的時間財富
[00:05:01.000 --> 00:05:03.000]  有沒有人夠膽在網上
[00:05:03.000 --> 00:05:05.000]  說我有大把的時間
[00:05:05.000 --> 00:05:07.000]  我用之不盡的時間
[00:05:07.000 --> 00:05:09.000]  沒有人夠膽炫耀
[00:05:09.000 --> 00:05:11.000]  因為一說到時間
[00:05:11.000 --> 00:05:13.000]  大家都覺得貧窮
[00:05:13.000 --> 00:05:15.000]  我們時間是不夠的
[00:05:15.000 --> 00:05:17.000]  隨著一年一年的過去
[00:05:17.000 --> 00:05:19.000]  我們對於時間的焦慮會越來越嚴重
[00:05:19.000 --> 00:05:21.000]  所以時間
[00:05:21.000 --> 00:05:23.000]  是否經歷了基督的豐盛
[00:05:23.000 --> 00:05:25.000]  是重要的
[00:05:25.000 --> 00:05:27.000]  主耶穌基督在約翰福音第一個神蹟
[00:05:27.000 --> 00:05:29.000]  彰顯了他對時間的掌控
[00:05:29.000 --> 00:05:31.000]  水變酒
[00:05:31.000 --> 00:05:33.000]  水要變酒
[00:05:33.000 --> 00:05:35.000]  是要經歷時間的
[00:05:35.000 --> 00:05:37.000]  在聖誕節的時候
[00:05:37.000 --> 00:05:39.000]  有個小組來我家
[00:05:39.000 --> 00:05:41.000]  那個小組很喜歡喝酒
[00:05:41.000 --> 00:05:43.000]  帶了一瓶
[00:05:43.000 --> 00:05:45.000]  他們說很好喝的日本酒
[00:05:45.000 --> 00:05:47.000]  這瓶酒十二年
[00:05:47.000 --> 00:05:49.000]  剛剛好
[00:05:49.000 --> 00:05:51.000]  上等的好酒
[00:05:51.000 --> 00:05:53.000]  他們喝得很開心
[00:05:53.000 --> 00:05:55.000]  好的酒需要時間的醞釀
[00:05:55.000 --> 00:05:57.000]  唯有主耶穌
[00:05:57.000 --> 00:05:59.000]  可以瞬間將水
[00:05:59.000 --> 00:06:01.000]  變成最好的酒
[00:06:01.000 --> 00:06:03.000]  在舊約的聖經
[00:06:03.000 --> 00:06:05.000]  有希西佳的故事
[00:06:05.000 --> 00:06:07.000]  希西佳年輕的時候很厲害
[00:06:07.000 --> 00:06:09.000]  帶領整個以色列
[00:06:09.000 --> 00:06:11.000]  背起一個偶像的敬拜
[00:06:11.000 --> 00:06:13.000]  回到神身邊
[00:06:13.000 --> 00:06:15.000]  但年老的時候得了一個病
[00:06:15.000 --> 00:06:17.000]  他很痛苦
[00:06:17.000 --> 00:06:19.000]  時間不夠
[00:06:19.000 --> 00:06:21.000]  他向神求
[00:06:21.000 --> 00:06:23.000]  求神可以給我多一點時間
[00:06:23.000 --> 00:06:25.000]  二賽亞幫他求
[00:06:25.000 --> 00:06:27.000]  神就給二賽亞
[00:06:27.000 --> 00:06:29.000]  多給他十五年
[00:06:29.000 --> 00:06:31.000]  希西佳不太相信
[00:06:31.000 --> 00:06:33.000]  憑什麼神可以給我十五年
[00:06:33.000 --> 00:06:35.000]  二賽亞說
[00:06:35.000 --> 00:06:37.000]  你不相信可以向神求一個訊號
[00:06:37.000 --> 00:06:39.000]  求什麼訊號呢
[00:06:39.000 --> 00:06:41.000]  神就給他一個訊號
[00:06:41.000 --> 00:06:43.000]  你想求
[00:06:43.000 --> 00:06:45.000]  太陽的位置
[00:06:45.000 --> 00:06:47.000]  向這邊移
[00:06:47.000 --> 00:06:49.000]  意思就是
[00:06:49.000 --> 00:06:51.000]  以前的人
[00:06:51.000 --> 00:06:53.000]  你想我鐘突然
[00:06:53.000 --> 00:06:55.000]  從兩點變成三點
[00:06:55.000 --> 00:06:57.000]  還是從兩點變回一點
[00:06:57.000 --> 00:06:59.000]  所以神給他一個訊號
[00:06:59.000 --> 00:07:01.000]  告訴他一個很重要的真理
[00:07:01.000 --> 00:07:03.000]  就是誰在掌控時間
[00:07:03.000 --> 00:07:05.000]  是神自己掌控時間
[00:07:05.000 --> 00:07:07.000]  如果神說
[00:07:07.000 --> 00:07:09.000]  要多給你十五年
[00:07:09.000 --> 00:07:11.000]  就是十五年
[00:07:11.000 --> 00:07:13.000]  所以希西佳和主耶穌基督
[00:07:13.000 --> 00:07:15.000]  在第一個神蹟
[00:07:15.000 --> 00:07:17.000]  都彰顯了其中一種
[00:07:17.000 --> 00:07:19.000]  很有形有體的風聲
[00:07:19.000 --> 00:07:21.000]  是我們都在求的風聲
[00:07:21.000 --> 00:07:23.000]  是什麼
[00:07:23.000 --> 00:07:25.000]  時間的風聲
[00:07:25.000 --> 00:07:27.000]  我們都希望新的一年
[00:07:27.000 --> 00:07:29.000]  我們不會再陷入一種時間的焦慮
[00:07:29.000 --> 00:07:31.000]  覺得時間不夠
[00:07:31.000 --> 00:07:33.000]  我們要覺得時間是夠的
[00:07:33.000 --> 00:07:35.000]  神祖
[00:07:35.000 --> 00:07:37.000]  我們是為著永恆去做
[00:07:37.000 --> 00:07:39.000]  我們在地球這短短的幾十年
[00:07:39.000 --> 00:07:41.000]  只有一個
[00:07:41.000 --> 00:07:43.000]  如果你喜歡打遊戲
[00:07:43.000 --> 00:07:45.000]  知道什麼叫新手村
[00:07:45.000 --> 00:07:47.000]  新手村就是你遊戲的第一關
[00:07:47.000 --> 00:07:49.000]  讓你熟悉一下這個遊戲
[00:07:49.000 --> 00:07:51.000]  熟悉完畢業
[00:07:51.000 --> 00:07:53.000]  出了新手村
[00:07:53.000 --> 00:07:55.000]  Explore the whole world
[00:07:55.000 --> 00:07:57.000]  才是真正神給你的
[00:07:57.000 --> 00:07:59.000]  所以將來有神的國來臨
[00:07:59.000 --> 00:08:01.000]  那個才是你出新手村
[00:08:01.000 --> 00:08:03.000]  真正進入你真正風聲生活的那一天
[00:08:03.000 --> 00:08:05.000]  現在幾十年
[00:08:05.000 --> 00:08:07.000]  在地球你是在學什麼
[00:08:07.000 --> 00:08:09.000]  學怎樣去Run這件事
[00:08:09.000 --> 00:08:11.000]  怎樣去信靠神
[00:08:11.000 --> 00:08:13.000]  怎樣讓自己變成一個不一樣的人
[00:08:13.000 --> 00:08:15.000]  當神覺得你Ready的時候
[00:08:15.000 --> 00:08:17.000]  你就是你畢業的時候
[00:08:17.000 --> 00:08:19.000]  所以這個時間是夠用的
[00:08:19.000 --> 00:08:21.000]  是神Set好的
[00:08:21.000 --> 00:08:23.000]  新手村的時間一向都有限
[00:08:23.000 --> 00:08:25.000]  但神做我們是無限的
[00:08:25.000 --> 00:08:27.000]  是神所做
[00:08:27.000 --> 00:08:29.000]  所以這個觀念來到主耶穌那裡
[00:08:29.000 --> 00:08:31.000]  那個時間是很不同
[00:08:31.000 --> 00:08:33.000]  所以新的一年
[00:08:33.000 --> 00:08:35.000]  在去年進入新的一年的時候
[00:08:35.000 --> 00:08:37.000]  我都希望給自己一個Expectation
[00:08:37.000 --> 00:08:39.000]  新的一年我希望可以放下
[00:08:39.000 --> 00:08:41.000]  一些我對時間的焦慮
[00:08:41.000 --> 00:08:43.000]  嘗試一個不同的方式去處理
[00:08:43.000 --> 00:08:45.000]  我怎樣看自己的時間
[00:08:45.000 --> 00:08:47.000]  為自己定了一個目標
[00:08:47.000 --> 00:08:49.000]  就是2026
[00:08:49.000 --> 00:08:51.000]  我要開始一種比較慢活一點
[00:08:51.000 --> 00:08:53.000]  我要改變一下我的節奏
[00:08:53.000 --> 00:08:55.000]  節奏的節奏再慢一點
[00:08:55.000 --> 00:08:57.000]  不怕沒有時間
[00:08:57.000 --> 00:08:59.000]  這樣的節奏去過生活
[00:08:59.000 --> 00:09:01.000]  所以在2025我計劃2026的時候
[00:09:01.000 --> 00:09:03.000]  我就迫自己
[00:09:03.000 --> 00:09:05.000]  說今年
[00:09:05.000 --> 00:09:07.000]  我一定要每一個月
[00:09:07.000 --> 00:09:09.000]  讓自己有一個主日
[00:09:09.000 --> 00:09:11.000]  是不用講道
[00:09:11.000 --> 00:09:13.000]  是可以純休息
[00:09:13.000 --> 00:09:15.000]  所以今年我編了
[00:09:15.000 --> 00:09:17.000]  其實我原先是編了我有12個星期不用講道
[00:09:17.000 --> 00:09:19.000]  今年
[00:09:19.000 --> 00:09:21.000]  我開頭很開心
[00:09:21.000 --> 00:09:23.000]  希望今年可以慢活
[00:09:23.000 --> 00:09:25.000]  誰知道後來我發覺高興得太早
[00:09:25.000 --> 00:09:27.000]  隨著時間的轉移
[00:09:27.000 --> 00:09:29.000]  我發覺我那12個星期
[00:09:29.000 --> 00:09:31.000]  一個一個被人拿走
[00:09:31.000 --> 00:09:33.000]  這個打電話
[00:09:33.000 --> 00:09:35.000]  不行你幫幫忙
[00:09:35.000 --> 00:09:37.000]  從12個變成11個
[00:09:37.000 --> 00:09:39.000]  11個變成10個
[00:09:39.000 --> 00:09:41.000]  10個變成9個
[00:09:41.000 --> 00:09:43.000]  9個變成8個
[00:09:43.000 --> 00:09:45.000]  8個變成7個
[00:09:45.000 --> 00:09:47.000]  現在最新update是剩下6個
[00:09:47.000 --> 00:09:49.000]  我希望可以守住6個
[00:09:49.000 --> 00:09:51.000]  起碼可以讓自己有休息的時間
[00:09:51.000 --> 00:09:53.000]  所以我不知道新的開始
[00:09:53.000 --> 00:09:55.000]  新的挑戰
[00:09:55.000 --> 00:09:57.000]  你如何計劃
[00:09:57.000 --> 00:09:59.000]  你接下來一年的時間表
[00:09:59.000 --> 00:10:01.000]  你的節奏如何計劃
[00:10:01.000 --> 00:10:03.000]  我希望你在風盛裏計劃
[00:10:03.000 --> 00:10:05.000]  不是陷入一種
[00:10:05.000 --> 00:10:07.000]  時間焦慮裏
[00:10:07.000 --> 00:10:09.000]  去亂計劃
[00:10:09.000 --> 00:10:11.000]  因為時間焦慮你會亂計劃
[00:10:11.000 --> 00:10:13.000]  你會塞滿它
[00:10:13.000 --> 00:10:15.000]  萬念時間不夠
[00:10:15.000 --> 00:10:17.000]  搞得不好
[00:10:17.000 --> 00:10:19.000]  跟自己說
[00:10:19.000 --> 00:10:21.000]  在基督裏你有足夠的時間
[00:10:21.000 --> 00:10:23.000]  完成所有的事
[00:10:23.000 --> 00:10:25.000]  在基督裏的時間觀
[00:10:25.000 --> 00:10:27.000]  是跟你想的不同
[00:10:27.000 --> 00:10:29.000]  只要神的時間到
[00:10:29.000 --> 00:10:31.000]  你發覺所有事都是
[00:10:31.000 --> 00:10:33.000]  水到渠成
[00:10:33.000 --> 00:10:35.000]  是真的水到渠成
[00:10:35.000 --> 00:10:37.000]  在基督以外你可以花20年
[00:10:37.000 --> 00:10:39.000]  去打拼一個目標
[00:10:39.000 --> 00:10:41.000]  在基督裏可以一個月搞定
[00:10:41.000 --> 00:10:43.000]  為什麼水變走
[00:10:43.000 --> 00:10:45.000]  是質的變呢
[00:10:45.000 --> 00:10:47.000]  為什麼十幾年才釀成的
[00:10:47.000 --> 00:10:49.000]  好酒主耶穌基督說
[00:10:49.000 --> 00:10:51.000]  我一句話就可以了
[00:10:51.000 --> 00:10:53.000]  因為神是掌控時間
[00:10:53.000 --> 00:10:55.000]  只不過我離開了
[00:10:55.000 --> 00:10:57.000]  基督的時候陷入
[00:10:57.000 --> 00:10:59.000]  時間的焦慮
[00:10:59.000 --> 00:11:01.000]  我們就用我們想到的
[00:11:01.000 --> 00:11:03.000]  時間觀去衡量
[00:11:03.000 --> 00:11:05.000]  我們這一生應該怎樣過
[00:11:05.000 --> 00:11:07.000]  其實不是你想像中那麼痛苦
[00:11:07.000 --> 00:11:09.000]  你回到基督的恩典
[00:11:09.000 --> 00:11:11.000]  裏面和它的風盛
[00:11:11.000 --> 00:11:13.000]  你看你的時間表
[00:11:13.000 --> 00:11:15.000]  所有的事都會不同
[00:11:15.000 --> 00:11:17.000]  所有的事你會發覺
[00:11:17.000 --> 00:11:19.000]  水到渠成
[00:11:19.000 --> 00:11:21.000]  水到渠成是最舒服的
[00:11:21.000 --> 00:11:23.000]  是最經歷到恩典
[00:11:23.000 --> 00:11:25.000]  所以希望大家可以
[00:11:25.000 --> 00:11:27.000]  新的挑戰不要陷入焦慮
[00:11:27.000 --> 00:11:29.000]  不夠缺乏貧窮的當中
[00:11:29.000 --> 00:11:31.000]  去計劃你的未來
[00:11:31.000 --> 00:11:33.000]  回到基督裏面
[00:11:33.000 --> 00:11:35.000]  知道它的恩典
[00:11:35.000 --> 00:11:37.000]  它的風盛包圍著你
[00:11:37.000 --> 00:11:39.000]  用這個去計劃
[00:11:39.000 --> 00:11:41.000]  下一個我們說說
[00:11:41.000 --> 00:11:43.000]  面對新的挑戰
[00:11:43.000 --> 00:11:45.000]  恩典怎樣幫助你
[00:11:45.000 --> 00:11:47.000]  從它的風盛當中
[00:11:47.000 --> 00:11:49.000]  我們領受最大的是恩典
[00:11:49.000 --> 00:11:51.000]  而且是恩上加恩
[00:11:51.000 --> 00:11:53.000]  我很喜歡這個字
[00:11:53.000 --> 00:11:55.000]  不是只是恩典
[00:11:55.000 --> 00:11:57.000]  而是恩上加恩
[00:11:57.000 --> 00:11:59.000]  我很喜歡有些神學家
[00:11:59.000 --> 00:12:01.000]  寫楊枯的解讀
[00:12:01.000 --> 00:12:03.000]  這個恩上加恩的意思
[00:12:03.000 --> 00:12:05.000]  就是一層一層的恩典
[00:12:05.000 --> 00:12:07.000]  疊加上去
[00:12:07.000 --> 00:12:09.000]  2025你經歷了很多恩典
[00:12:09.000 --> 00:12:11.000]  疊加上去
[00:12:11.000 --> 00:12:13.000]  所以不是一種的恩典
[00:12:13.000 --> 00:12:15.000]  它指的不只是
[00:12:15.000 --> 00:12:17.000]  我們都知道我們信主是恩典
[00:12:17.000 --> 00:12:19.000]  它指的不是one time grace
[00:12:19.000 --> 00:12:21.000]  就是你信了主你得救
[00:12:21.000 --> 00:12:23.000]  它是指daily grace
[00:12:23.000 --> 00:12:25.000]  你每一天所需要的
[00:12:25.000 --> 00:12:27.000]  新的恩典不停地疊加給你
[00:12:27.000 --> 00:12:29.000]  這些恩典可以幫助我們
[00:12:29.000 --> 00:12:31.000]  第一個處理過去的失敗
[00:12:31.000 --> 00:12:33.000]  創傷
[00:12:33.000 --> 00:12:35.000]  花一點點時間
[00:12:35.000 --> 00:12:37.000]  不要帶著一些baggage
[00:12:37.000 --> 00:12:39.000]  去你的future
[00:12:39.000 --> 00:12:41.000]  尤其是新的一年
[00:12:41.000 --> 00:12:43.000]  有些事該放下就要放下
[00:12:43.000 --> 00:12:45.000]  有些事沒處理過就要花一點時間去處理
[00:12:45.000 --> 00:12:47.000]  處理了之後
[00:12:47.000 --> 00:12:49.000]  你比較輕鬆一些走新的路
[00:12:49.000 --> 00:12:51.000]  所以新的挑戰
[00:12:51.000 --> 00:12:53.000]  我們希望可以處理一些過去的傷痕
[00:12:53.000 --> 00:12:55.000]  和一些創傷
[00:12:55.000 --> 00:12:57.000]  還有恩典可以幫你面對今天的挑戰
[00:12:57.000 --> 00:12:59.000]  恩典也幫你面對
[00:12:59.000 --> 00:13:01.000]  未來的未知和焦慮
[00:13:01.000 --> 00:13:05.000]  我經常和小祖聊天的時候
[00:13:05.000 --> 00:13:07.000]  我常常聽到
[00:13:07.000 --> 00:13:09.000]  最大的焦慮就是
[00:13:09.000 --> 00:13:11.000]  基本上我身邊所有人都很害怕
[00:13:11.000 --> 00:13:13.000]  今年我們會被AI取締
[00:13:13.000 --> 00:13:15.000]  有沒有這樣的焦慮
[00:13:15.000 --> 00:13:17.000]  你不再重要
[00:13:17.000 --> 00:13:19.000]  你現在做的事
[00:13:19.000 --> 00:13:21.000]  你的崗位可能都會沒有了
[00:13:21.000 --> 00:13:23.000]  我最近看了一篇新的文章
[00:13:23.000 --> 00:13:25.000]  AI有沒有可能取代牧師呢
[00:13:25.000 --> 00:13:27.000]  答案是有可能的
[00:13:27.000 --> 00:13:29.000]  所以是很焦慮的
[00:13:29.000 --> 00:13:31.000]  有一天你是不再被需要
[00:13:31.000 --> 00:13:33.000]  回到基督的風格
[00:13:33.000 --> 00:13:35.000]  回到基督的風格
[00:13:35.000 --> 00:13:37.000]  去處理這種焦慮
[00:13:37.000 --> 00:13:39.000]  這種對於未知
[00:13:39.000 --> 00:13:41.000]  覺得自己
[00:13:41.000 --> 00:13:43.000]  很害怕自己會被取代
[00:13:43.000 --> 00:13:45.000]  會沒有價值
[00:13:45.000 --> 00:13:47.000]  會不被神愛的焦慮
[00:13:47.000 --> 00:13:49.000]  第二個我想
[00:13:49.000 --> 00:13:51.000]  簡單說說
[00:13:51.000 --> 00:13:53.000]  我都知道在
[00:13:53.000 --> 00:13:55.000]  你們印的衣服裏
[00:13:55.000 --> 00:13:57.000]  都寫得很清楚
[00:13:57.000 --> 00:13:59.000]  Living Grace
[00:13:59.000 --> 00:14:01.000]  你們的路線是
[00:14:01.000 --> 00:14:03.000]  Being Before Doing
[00:14:03.000 --> 00:14:05.000]  這個是重要的
[00:14:05.000 --> 00:14:07.000]  我們要在恩典裏去服事
[00:14:07.000 --> 00:14:09.000]  我們看主耶穌
[00:14:09.000 --> 00:14:11.000]  給我們一個好的示範
[00:14:11.000 --> 00:14:13.000]  在瑪麗福音3:16
[00:14:13.000 --> 00:14:15.000]  主耶穌受了浸
[00:14:15.000 --> 00:14:17.000]  就從水上來
[00:14:17.000 --> 00:14:19.000]  天忽然為他開了
[00:14:19.000 --> 00:14:21.000]  他就看見神的靈
[00:14:21.000 --> 00:14:23.000]  彷彿甲子降下
[00:14:23.000 --> 00:14:25.000]  落在他身上
[00:14:25.000 --> 00:14:27.000]  從天上的聲音說
[00:14:27.000 --> 00:14:29.000]  這是我的愛子
[00:14:29.000 --> 00:14:31.000]  因為這是一個很重要的點
[00:14:31.000 --> 00:14:33.000]  就是主耶穌
[00:14:33.000 --> 00:14:35.000]  在他還沒開始
[00:14:35.000 --> 00:14:37.000]  出來服事之前
[00:14:37.000 --> 00:14:39.000]  先發生了這件事
[00:14:39.000 --> 00:14:41.000]  然後才開始
[00:14:41.000 --> 00:14:43.000]  他的服事
[00:14:43.000 --> 00:14:45.000]  當主耶穌受浸
[00:14:45.000 --> 00:14:47.000]  他聽到父神跟他說
[00:14:47.000 --> 00:14:49.000]  你是我的愛子
[00:14:49.000 --> 00:14:51.000]  是我所喜悅的話的時候
[00:14:51.000 --> 00:14:53.000]  主耶穌是一件服事都沒有做
[00:14:53.000 --> 00:14:55.000]  他只是一個木匠的兒子
[00:14:57.000 --> 00:14:59.000]  他沒有任何的公共事務
[00:14:59.000 --> 00:15:01.000]  沒有參與過任何的服事
[00:15:01.000 --> 00:15:03.000]  沒有施行過任何的神蹟
[00:15:03.000 --> 00:15:07.000]  所以在這件事
[00:15:07.000 --> 00:15:09.000]  在我們面對新的服事的時候
[00:15:09.000 --> 00:15:11.000]  你一定要讓這件事
[00:15:11.000 --> 00:15:13.000]  這個身份
[00:15:13.000 --> 00:15:15.000]  成為你核心
[00:15:15.000 --> 00:15:17.000]  守著的東西
[00:15:17.000 --> 00:15:19.000]  如果你守不住這件事
