
[00:00:00.000 --> 00:00:03.220]  我相信令我們教會應該開心快樂的就是
[00:01:41.560 --> 00:01:44.920]  在去年十月我和教務同工講到
[00:01:44.920 --> 00:01:47.800]  「李珍,這座建築物是神爲我們預備的
[00:01:47.800 --> 00:01:49.880]  我們要把它買下來」
[00:01:49.880 --> 00:01:54.600]  不過我們教會要籌二百萬
[00:01:54.600 --> 00:02:01.320]  包括裝修和購買這個地方的費用
[00:02:01.320 --> 00:02:05.000]  我相信其實有兩年時間應該會容易吧
[00:02:05.000 --> 00:02:06.000]  其實不是的
[00:02:06.000 --> 00:02:06.960]  也不容易的
[00:02:06.960 --> 00:02:09.120]  不過我和同工分享
[00:02:09.120 --> 00:02:11.120]  這個最大的挑戰是什麼
[00:02:11.120 --> 00:02:12.640]  最大的挑戰是
[00:02:12.640 --> 00:02:15.000]  要在2014年12月底
[00:02:15.000 --> 00:02:18.520]  我們就要收到一百萬的現金
[00:02:18.520 --> 00:02:20.080]  當時是10月
[00:02:20.080 --> 00:02:24.280]  所以還沒有開始我們的提供方案
[00:02:24.280 --> 00:02:26.680]  如果你記得上個星期我和大家分享的時候
[00:02:26.680 --> 00:02:29.120]  其中一個牧師就和我們講
[00:02:29.120 --> 00:02:31.200]  當我們講到這個情況的時候
[00:02:31.200 --> 00:02:32.640]  講什麼
[00:02:32.640 --> 00:02:35.480]  他說我們需要祈求一個神蹟
[00:02:35.480 --> 00:02:37.320]  因爲要在兩個月裏面
[00:02:37.320 --> 00:02:40.480]  要籌集一百萬的現金
[00:02:40.480 --> 00:02:42.520]  不過我們開心快樂的是什麼呢
[00:02:42.520 --> 00:02:44.520]  要感恩的地方是什麼呢
[00:02:44.520 --> 00:02:46.920]  10月28號最後一個星期
[00:02:46.920 --> 00:02:49.360]  我們finance的同工和我們講
[00:02:49.360 --> 00:02:51.520]  我們收到多少錢
[00:02:51.520 --> 00:02:54.320]  上個星期沒有看嗎
[00:02:54.320 --> 00:02:58.360]  117萬
[00:02:58.360 --> 00:03:00.600]  我們是超額收到的
[00:03:00.600 --> 00:03:02.920]  當然我們還要籌到200萬
[00:03:02.920 --> 00:03:05.320]  今年還要籌100萬
[00:03:05.320 --> 00:03:06.520]  但是呢
[00:03:06.520 --> 00:03:09.160]  這件事讓我們看到的是什麼
[00:03:09.160 --> 00:03:10.760]  神的信神
[00:03:10.760 --> 00:03:12.880]  弟兄姊妹的faithfulness
[00:03:12.880 --> 00:03:14.880]  那種忠心
[00:03:14.880 --> 00:03:18.640]  而在我們和神配合的過程裏面
[00:03:18.640 --> 00:03:21.920]  我們親眼見證到一個神蹟
[00:03:21.920 --> 00:03:23.840]  天父上帝聽我們的祈禱
[00:03:23.840 --> 00:03:27.440]  天父上帝連運我們
[00:03:27.440 --> 00:03:30.560]  應該開心嗎
[00:03:30.560 --> 00:03:32.920]  究竟開不開心
[00:03:32.920 --> 00:03:35.200]  哦 ok 那麼像樣
[00:03:35.200 --> 00:03:36.640]  應該開心的
[00:03:36.640 --> 00:03:39.280]  因爲是不簡單的事
[00:03:39.280 --> 00:03:41.040]  我們不是幾千人的教會
[00:03:41.040 --> 00:03:43.120]  但是能夠見到神這樣的工作
[00:03:43.120 --> 00:03:44.320]  是不簡單的事
[00:03:44.320 --> 00:03:46.080]  不過上個星期同時
[00:03:46.080 --> 00:03:51.120]  我也在上面的教會里面提醒他們
[00:03:51.120 --> 00:03:53.360]  教會不等於教堂
[00:03:53.360 --> 00:03:55.040]  大家知道的
[00:03:55.040 --> 00:03:58.080]  教會不等於教堂
[00:03:58.080 --> 00:03:59.680]  教會是什麼呢
[00:03:59.680 --> 00:04:00.720]  教會是人
[00:04:00.720 --> 00:04:02.560]  是一羣基督徒聚在一起
[00:04:02.560 --> 00:04:05.280]  是一個基督徒的羣體
[00:04:05.280 --> 00:04:06.920]  教堂呢
[00:04:06.920 --> 00:04:08.480]  教堂是一個地方
[00:04:08.480 --> 00:04:11.120]  是給基督徒活動
[00:04:11.120 --> 00:04:15.200]  搞事工所用的一些設施
[00:04:15.200 --> 00:04:16.800]  我跟他們說
[00:04:16.800 --> 00:04:18.800]  教會如果沒有地方
[00:04:18.800 --> 00:04:20.000]  沒有設施
[00:04:20.000 --> 00:04:22.080]  仍然可以存在的
[00:04:22.080 --> 00:04:23.440]  很多教會都沒有地方
[00:04:23.440 --> 00:04:25.600]  沒有自己的建築
[00:04:25.600 --> 00:04:28.480]  但是如果教堂裏面沒有基督徒呢
[00:04:28.480 --> 00:04:31.920]  那會怎樣呢
[00:04:31.920 --> 00:04:33.120]  其實美國很多
[00:04:33.120 --> 00:04:34.640]  全世界都很多
[00:04:34.640 --> 00:04:36.720]  我只是抽其中一箱給你們看
[00:04:36.720 --> 00:04:38.960]  如果好一點的話
[00:04:38.960 --> 00:04:41.360]  教會就成爲旅遊景點
[00:04:41.360 --> 00:04:42.320]  看有多少人
[00:04:42.320 --> 00:04:43.680]  人頭洶洶
[00:04:43.680 --> 00:04:47.680]  但是裏面可能沒有太多的事工
[00:04:47.680 --> 00:04:49.120]  可能是收入場費
[00:04:49.120 --> 00:04:52.160]  可以維持教會繼續下去都未定
[00:04:52.160 --> 00:04:54.000]  如果差一點呢
[00:04:54.000 --> 00:04:57.600]  差一點沒有人的教堂會變成怎樣
[00:04:57.600 --> 00:04:59.280]  就是一個陪患拜雁
[00:04:59.280 --> 00:05:00.000]  沒有人去理會
[00:05:00.000 --> 00:05:02.640]  被人棄置的一些遺蹟
[00:05:02.640 --> 00:05:07.040]  連看都沒有人去看
[00:05:07.040 --> 00:05:07.920]  所以弟兄姊妹
[00:05:07.920 --> 00:05:10.400]  在2010年開始
[00:05:10.400 --> 00:05:12.480]  再一次讓我們提醒
[00:05:12.480 --> 00:05:15.440]  教會是人
[00:05:15.440 --> 00:05:16.800]  是你和我
[00:05:16.800 --> 00:05:20.080]  就是那些相信耶穌被神呼召成爲基督徒的
[00:05:20.080 --> 00:05:22.800]  一羣人聚在一起的一個羣體
[00:05:22.800 --> 00:05:27.120]  所以教會既然是基督的身體
[00:05:27.120 --> 00:05:28.880]  教會和基督徒聚在一起
[00:05:28.880 --> 00:05:30.960]  一起爲主做一些事
[00:05:30.960 --> 00:05:35.040]  教會同樣應該活出基督耶穌的生命
[00:05:35.040 --> 00:05:38.320]  爲什麼要活出基督耶穌的生命呢
[00:05:38.320 --> 00:05:39.120]  首先我們看看
[00:05:39.120 --> 00:05:47.680]  聖經告訴我們我們應該活在神的憤怒裏
[00:05:47.680 --> 00:05:49.520]  我們靈性死亡
[00:05:49.520 --> 00:05:52.320]  我們得到耶穌基督的恩典
[00:05:52.320 --> 00:05:54.800]  讓我們能夠被祂叫活
[00:05:54.800 --> 00:05:56.160]  我們看看聖經裏面怎樣說
[00:05:56.160 --> 00:05:59.440]  義不鎖書第二章第一節
[00:05:59.440 --> 00:06:01.840]  你們死在過犯罪惡之中
[00:06:01.840 --> 00:06:03.440]  祂叫你們過來
[00:06:03.440 --> 00:06:05.280]  那時你們在其中行事
[00:06:05.280 --> 00:06:10.400]  爲人是隨從今世的風俗順服空中掌權者的首領
[00:06:10.400 --> 00:06:14.880]  就是現今在搏弈之子心中運行的邪靈
[00:06:14.880 --> 00:06:18.480]  我們從前也都在他們中間放縱肉體的私慾
[00:06:18.480 --> 00:06:21.440]  隨着肉體和心中所喜好的去行
[00:06:21.440 --> 00:06:24.480]  本爲可怒之子和必然一樣
[00:06:24.480 --> 00:06:28.800]  剛纔我講過這裏講到的死很明顯不是講到我們肉身的死亡
[00:06:28.800 --> 00:06:30.400]  we die 不識呼吸
[00:06:30.400 --> 00:06:32.400]  老死亡 no
[00:06:32.400 --> 00:06:34.160]  這裏所講到的是靈性的死
[00:06:34.160 --> 00:06:37.200]  是講到我們本來以前是和神隔絕的
[00:06:37.200 --> 00:06:39.200]  和神沒有關係的
[00:06:39.200 --> 00:06:42.080]  所以在那個時代裏面來講
[00:06:42.080 --> 00:06:44.720]  就算我們做了一些事明明知道
[00:06:44.720 --> 00:06:46.960]  如果真的有神的話神都會不喜歡
[00:06:46.960 --> 00:06:47.920]  神不開心的
[00:06:47.920 --> 00:06:50.080]  甚至會令神很生氣的
[00:06:50.080 --> 00:06:53.280]  但是we don't care
[00:06:53.280 --> 00:06:56.080]  以前我們不擔心這些問題
[00:06:56.080 --> 00:06:57.360]  得罪神就得罪神
[00:06:57.360 --> 00:06:59.280]  你說你有神我不相信有神
[00:06:59.280 --> 00:07:01.040]  我又不相信你有神
[00:07:01.040 --> 00:07:02.480]  I don't care
[00:07:02.480 --> 00:07:04.640]  我們不覺得得罪神是什麼一回事
[00:07:04.640 --> 00:07:06.400]  我們放着肉體的私慾
[00:07:06.400 --> 00:07:08.880]  按照着心裏所喜好的
[00:07:08.880 --> 00:07:10.240]  聖經仍然是很好的
[00:07:10.240 --> 00:07:13.200]  你的心想做什麼就去做
[00:07:13.200 --> 00:07:14.720]  給我們的感覺是什麼
[00:07:14.720 --> 00:07:16.800]  這個就是自由
[00:07:16.800 --> 00:07:21.200]  所以有時候自由和放縱大家要知道是差不多的
[00:07:21.200 --> 00:07:22.320]  我們覺得很自由
[00:07:22.320 --> 00:07:24.400]  但是聖經告訴我們誰不知
[00:07:24.400 --> 00:07:31.040]  原來我們是受魔鬼的操控
[00:07:31.040 --> 00:07:34.800]  我們不知不覺地與神作對
[00:07:34.800 --> 00:07:36.720]  你和神作對
[00:07:36.720 --> 00:07:38.000]  神當然不開心
[00:07:38.000 --> 00:07:39.120]  不單單不開心
[00:07:39.120 --> 00:07:42.880]  而且會很生氣
[00:07:42.880 --> 00:07:47.200]  活在一個你所愛的人的憤怒當中
[00:07:47.200 --> 00:07:48.960]  其實是很可怕的事
[00:07:48.960 --> 00:07:50.960]  大家有沒有試過
[00:07:50.960 --> 00:07:52.560]  一個愛你的人
[00:07:52.560 --> 00:07:54.720]  譬如你老公
[00:07:54.720 --> 00:07:56.400]  譬如你老婆
[00:07:56.400 --> 00:07:59.600]  譬如你的爹地媽咪
[00:07:59.600 --> 00:08:02.480]  你知道他很愛你
[00:08:02.480 --> 00:08:03.440]  但你惹他生氣
[00:08:03.440 --> 00:08:04.960]  有沒有試過
[00:08:04.960 --> 00:08:06.960]  我經常
[00:08:06.960 --> 00:08:07.680]  OK
[00:08:07.680 --> 00:08:09.200]  不過不是想的
[00:08:09.200 --> 00:08:10.800]  有時候控制不了
[00:08:10.800 --> 00:08:13.120]  也會惹怒一個你所愛的人
[00:08:13.120 --> 00:08:14.560]  惹怒你愛人的時候
[00:08:14.560 --> 00:08:16.320]  其實是挺恐怖的
[00:08:16.320 --> 00:08:17.120]  爲什麼呢
[00:08:17.120 --> 00:08:19.120]  你道歉是沒用的
[00:08:19.120 --> 00:08:20.080]  你經常道歉
[00:08:20.080 --> 00:08:22.480]  說完也沒什麼效果
[00:08:22.480 --> 00:08:23.360]  唯一
[00:08:23.360 --> 00:08:26.240]  你不知道你能做什麼
[00:08:26.240 --> 00:08:27.040]  唯一能夠做的
[00:08:27.040 --> 00:08:31.040]  心裏也想着何時可以消一口氣
[00:08:31.040 --> 00:08:32.560]  不生我氣了
[00:08:32.560 --> 00:08:36.640]  這是唯一可以有的盼望
[00:08:36.640 --> 00:08:37.600]  所以原來
[00:08:37.600 --> 00:08:39.440]  活在一個人的憤怒當中
[00:08:39.440 --> 00:08:42.000]  特別是一個愛你的人的憤怒當中
[00:08:42.000 --> 00:08:45.200]  是很悽慘的一件事
[00:08:45.200 --> 00:08:46.400]  大家留意
[00:08:46.400 --> 00:08:48.000]  因爲是一個愛你的人
[00:08:48.000 --> 00:08:49.360]  你跟他有關係
[00:08:49.360 --> 00:08:51.120]  所以你活在他的憤怒當中
[00:08:51.120 --> 00:08:53.920]  你就會覺得很悽慘
[00:08:53.920 --> 00:08:57.040]  但是如果你跟這個人沒關係
[00:08:57.040 --> 00:08:58.320]  這個不是我老婆
[00:08:58.320 --> 00:08:59.520]  這個不是我老公
[00:08:59.520 --> 00:09:00.880]  是別人的老婆 別人的老公
[00:09:00.880 --> 00:09:02.880]  這個是隔壁阿公阿伯
[00:09:02.880 --> 00:09:04.320]  你得罪了他
[00:09:04.320 --> 00:09:05.600]  惹怒了他
[00:09:05.600 --> 00:09:06.560]  你也不想的
[00:09:06.560 --> 00:09:08.240]  不過也沒所謂
[00:09:08.240 --> 00:09:10.160]  你會不會這麼緊張
[00:09:10.160 --> 00:09:11.520]  你不會這麼緊張
[00:09:11.520 --> 00:09:13.280]  因爲你跟他沒關係
[00:09:13.280 --> 00:09:14.640]  你跟他不是這麼熟
[00:09:14.640 --> 00:09:15.920]  他生氣就生氣
[00:09:15.920 --> 00:09:17.360]  但大家就不說話
[00:09:17.360 --> 00:09:19.040]  不做朋友
[00:09:19.040 --> 00:09:20.720]  I don't care
[00:09:20.720 --> 00:09:22.400]  大家有沒有留意到
[00:09:22.400 --> 00:09:24.560]  這就是神偉大的地方
[00:09:24.560 --> 00:09:26.160]  這就是神偉大的地方
[00:09:26.160 --> 00:09:28.400]  我們不當神是我們的天賦
[00:09:28.400 --> 00:09:29.840]  神創造了我們
[00:09:29.840 --> 00:09:31.440]  是萬物的主宰
[00:09:31.440 --> 00:09:33.520]  成爲我們的天賦
[00:09:33.520 --> 00:09:35.200]  但是我不當祂是天賦
[00:09:35.200 --> 00:09:36.000]  所以我們得罪祂
[00:09:36.000 --> 00:09:38.080]  我們以前不care
[00:09:38.080 --> 00:09:39.360]  我們覺得沒所謂
[00:09:39.360 --> 00:09:41.600]  得罪就得罪
[00:09:41.600 --> 00:09:42.560]  我都不相信你
[00:09:42.560 --> 00:09:44.080]  你又不是我的神
[00:09:44.080 --> 00:09:46.480]  但是神偉大的地方就是
[00:09:46.480 --> 00:09:47.920]  雖然祂很生氣
[00:09:47.920 --> 00:09:48.880]  祂很不開心
[00:09:48.880 --> 00:09:49.920]  做了我們出例
[00:09:49.920 --> 00:09:52.480]  但是我們竟然這樣得罪祂
[00:09:52.480 --> 00:09:57.440]  但是神仍然給我們機會
[00:09:57.440 --> 00:09:58.720]  這就是神偉大的地方
[00:09:58.720 --> 00:10:00.000]  神仍然給我們機會
[00:10:00.000 --> 00:10:01.680]  神仍然是直到祂的兒子
[00:10:01.680 --> 00:10:04.160]  耶穌基督來到我們當中
[00:10:04.160 --> 00:10:05.360]  讓我們有一個
[00:10:05.360 --> 00:10:08.240]  可以改過自新的時刻
[00:10:08.240 --> 00:10:09.280]  所以聖經說
[00:10:09.280 --> 00:10:11.600]  祂叫我們活過來
[00:10:11.600 --> 00:10:13.200]  讓我們的靈魂
[00:10:13.200 --> 00:10:14.720]  透過相信耶穌基督
[00:10:14.720 --> 00:10:15.760]  可以復甦
[00:10:15.760 --> 00:10:17.120]  可以再一次有知覺
[00:10:17.120 --> 00:10:18.640]  可以再一次感受到
[00:10:18.640 --> 00:10:22.800]  哇 原來有神的愛在這個世界上
[00:10:22.800 --> 00:10:24.400]  神是愛我們的
[00:10:24.400 --> 00:10:26.080]  所以第一個智慧
[00:10:26.080 --> 00:10:28.160]  讓我們不要再次
[00:10:28.160 --> 00:10:30.000]  活在過往的生命當中
[00:10:30.000 --> 00:10:32.480]  要活出耶穌基督的生命
[00:10:32.480 --> 00:10:34.880]  不要辜負神給我們的恩典
[00:10:34.880 --> 00:10:35.920]  第二樣東西
[00:10:35.920 --> 00:10:36.960]  因爲我們現在
[00:10:36.960 --> 00:10:38.480]  已經活在神的恩典裏面了
[00:10:38.480 --> 00:10:40.400]  以前活在憤怒當中
[00:10:40.400 --> 00:10:41.680]  所以現在不好
[00:10:41.680 --> 00:10:42.560]  但是現在
[00:10:42.560 --> 00:10:44.560]  我們不單單不活在神的憤怒當中
[00:10:44.560 --> 00:10:47.120]  而且活在神的恩典裏面
[00:10:47.120 --> 00:10:49.040]  以佛所說第二章第四節
[00:10:49.040 --> 00:10:51.520]  然而上帝既有豐富的憐憫
[00:10:51.520 --> 00:10:53.440]  因他愛我們的大愛
[00:10:53.440 --> 00:10:56.240]  當我們死在過犯中的時候
[00:10:56.240 --> 00:10:59.520]  便叫我們與基督一同活過來
[00:10:59.520 --> 00:11:03.120]  你們得救是本福恩
[00:11:03.120 --> 00:11:07.840]  從前我們有意無意地去得罪神
[00:11:07.840 --> 00:11:09.200]  可救可助
[00:11:09.200 --> 00:11:10.320]  現在呢
[00:11:10.320 --> 00:11:12.480]  現在已經是透過耶穌基督
[00:11:12.480 --> 00:11:14.000]  有一個新的生命
[00:11:14.000 --> 00:11:17.760]  被神叫醒了
[00:11:17.760 --> 00:11:20.720]  我們現在活在神的祝福裏面
[00:11:20.720 --> 00:11:22.720]  活在恩典裏面
[00:11:22.720 --> 00:11:25.920]  我們是過一個有恩典的人生
[00:11:25.920 --> 00:11:27.280]  爲何說是恩典呢
[00:11:27.280 --> 00:11:29.040]  不單用得救這麼簡單
[00:11:29.040 --> 00:11:30.400]  因爲這個恩典
[00:11:30.400 --> 00:11:33.680]  是令我們生命改變的恩典
[00:11:33.680 --> 00:11:35.920]  讓我們重新有一個屬靈的知覺
[00:11:35.920 --> 00:11:38.480]  讓我們可以按照神的心意
[00:11:38.480 --> 00:11:40.240]  去過一個土神給予的生活
[00:11:40.240 --> 00:11:41.680]  像耶穌基督一樣
[00:11:41.680 --> 00:11:43.760]  這個恩典
[00:11:43.760 --> 00:11:44.960]  爲何這麼寶貴呢
[00:11:44.960 --> 00:11:47.360]  因爲不單單能夠不斷改變我們的生命
[00:11:47.360 --> 00:11:49.520]  而且給我們一個新的身份
[00:11:49.520 --> 00:11:53.360]  讓我們成爲神的子女
[00:11:53.360 --> 00:11:57.840]  所以我們更應該活出耶穌基督的日子
[00:11:57.840 --> 00:11:59.920]  我相信基督教的信仰
[00:11:59.920 --> 00:12:04.560]  與其他宗教信仰其中一個主要不同的地方是什麼呢
[00:12:04.560 --> 00:12:06.000]  就是天父
[00:12:06.000 --> 00:12:11.360]  愛我們的天父是主動與人建立一個相愛的關係
[00:12:11.360 --> 00:12:12.720]  雖然我們不理他
[00:12:12.720 --> 00:12:16.080]  不當他是神 當他是無聊到甚至去踩他
[00:12:16.080 --> 00:12:19.120]  但是他主動地去表示對我們的愛
[00:12:19.120 --> 00:12:23.440]  甚至將他的兒子揣淺到我們當中
[00:12:23.440 --> 00:12:25.120]  其他的神明呢
[00:12:25.120 --> 00:12:27.680]  其他的神明很多時候讓我們懼怕 害怕
[00:12:27.680 --> 00:12:31.120]  由於懼怕 由於害怕 所以纔要供奉他
[00:12:31.120 --> 00:12:34.320]  但是神體諒人的軟弱
[00:12:34.320 --> 00:12:37.600]  體諒人的那種限制
[00:12:37.600 --> 00:12:40.640]  所以知道我們沒辦法去認識他
[00:12:40.640 --> 00:12:41.840]  瞭解他的愛
[00:12:41.840 --> 00:12:47.920]  唯一的方法就是他妻兒的兒子耶穌從天上來到我們當中
[00:12:47.920 --> 00:12:52.000]  這就是我們與其他宗教信仰不同的地方
[00:12:52.000 --> 00:12:53.680]  神將自己啓示給我們
[00:12:53.680 --> 00:12:55.440]  神來到我們當中
[00:12:55.440 --> 00:12:57.920]  將他的愛告訴我們
[00:12:57.920 --> 00:13:00.000]  既然是這樣
[00:13:00.000 --> 00:13:02.320]  我們是一個很有特殊身份的人
[00:13:02.320 --> 00:13:03.840]  不單單活在恩典裏面
[00:13:03.840 --> 00:13:07.200]  而且有神兒子的名分
[00:13:07.200 --> 00:13:08.400]  因爲這樣的緣故
[00:13:08.400 --> 00:13:10.240]  既然我們成爲神的子女
[00:13:10.240 --> 00:13:11.840]  活在一個恩典當中
[00:13:11.840 --> 00:13:14.400]  我們更加有責任
[00:13:14.400 --> 00:13:18.640]  告訴別人這個神是多麼的偉大
[00:13:18.640 --> 00:13:20.880]  耶穌所說的第二章
[00:13:20.880 --> 00:13:22.480]  第六節裏說
[00:13:22.480 --> 00:13:26.320]  他又叫我們與基督耶穌一同復活
[00:13:26.320 --> 00:13:28.000]  已經有了新的生命
[00:13:28.000 --> 00:13:31.200]  要將他極豐富的恩典
[00:13:31.200 --> 00:13:33.200]  就是他在基督耶穌裏
[00:13:33.200 --> 00:13:35.440]  向我們所施的恩賜
[00:13:35.440 --> 00:13:40.240]  顯明給後來的世代人
[00:13:40.240 --> 00:13:41.200]  聖經告訴我們
[00:13:41.200 --> 00:13:43.440]  既然我們已經與耶穌一同復活
[00:13:43.440 --> 00:13:46.400]  我們會在天上與耶穌一同作臥
[00:13:46.400 --> 00:13:48.160]  當我們再細想的時候
[00:13:48.160 --> 00:13:50.160]  其實就要將神的恩典
[00:13:50.160 --> 00:13:51.920]  在我們生命當中的那種恩賜
[00:13:51.920 --> 00:13:54.000]  賜給我們的生命
[00:13:54.000 --> 00:13:57.600]  去顯給後來的世代人
[00:13:57.600 --> 00:13:58.960]  讓其他人都知道
[00:13:58.960 --> 00:14:01.200]  讓其他人都看到
[00:14:01.200 --> 00:14:02.800]  我們怎麼能夠做到
[00:14:02.800 --> 00:14:05.840]  我們怎麼能夠讓人知道神的愛
[00:14:05.840 --> 00:14:08.960]  經歷同樣的生命呢
[00:14:08.960 --> 00:14:10.240]  第十節
[00:14:10.240 --> 00:14:11.840]  告訴我們
[00:14:11.840 --> 00:14:14.560]  他說我們願視他的工作
[00:14:14.560 --> 00:14:16.880]  在基督耶穌裏造成的
[00:14:16.880 --> 00:14:18.800]  爲要叫我們行善
[00:14:18.800 --> 00:14:24.000]  就是上帝所預備叫我們行的
[00:14:24.000 --> 00:14:25.840]  原來我們就是神的工作
[00:14:25.840 --> 00:14:27.280]  因爲工作對我們來說
[00:14:27.280 --> 00:14:28.480]  做工啊
[00:14:28.480 --> 00:14:30.000]  No
[00:14:30.000 --> 00:14:33.600]  工作呢英文的翻譯是Masterpiece
[00:14:33.600 --> 00:14:35.520]  哇我們是神一個傑作
[00:14:35.520 --> 00:14:37.680]  精雕細琢的
[00:14:37.680 --> 00:14:39.280]  特別去製造的
[00:14:39.280 --> 00:14:40.640]  特別創造出來的
[00:14:40.640 --> 00:14:42.160]  是靠耶穌基督
[00:14:42.160 --> 00:14:44.880]  去造成的一個
[00:14:44.880 --> 00:14:46.720]  是不是叫產品呢
[00:14:46.720 --> 00:14:48.080]  總之就是傑作
[00:14:48.080 --> 00:14:48.880]  人咯
[00:14:48.880 --> 00:14:50.800]  一個新人咯
[00:14:50.800 --> 00:14:54.400]  不是一個普通的一件事來的
[00:14:54.400 --> 00:14:56.400]  在耶穌基督裏面造成
[00:14:56.400 --> 00:14:57.760]  有一個原因有一個目的
[00:14:57.760 --> 00:15:00.160]  爲什麼要賜給我們這個新的生命
[00:15:00.160 --> 00:15:01.920]  爲什麼要在耶穌基督裏面
[00:15:01.920 --> 00:15:04.080]  去建立我們這個新人呢
[00:15:04.080 --> 00:15:05.360]  有一個目的就是
[00:15:05.360 --> 00:15:08.640]  要叫我們行善
[00:15:08.640 --> 00:15:11.680]  就是上帝預備叫我們行的
[00:15:11.680 --> 00:15:12.880]  如果你回想一段時間
[00:15:12.880 --> 00:15:15.200]  從前我講過一節聖經
[00:15:15.200 --> 00:15:18.400]  大家應該記得我講行善是什麼意思
[00:15:18.400 --> 00:15:20.800]  不是你捐錢去周祭窮人
[00:15:20.800 --> 00:15:22.880]  去施捨他們有需要的那些
[00:15:22.880 --> 00:15:26.320]  當然這個基督徒應該做的事情
[00:15:26.320 --> 00:15:27.840]  但這裏講的行善
[00:15:27.840 --> 00:15:30.160]  在後面其實有一個定義在裏面
[00:15:30.160 --> 00:15:34.320]  就是上帝預備要我們做的
[00:15:34.320 --> 00:15:36.640]  不是單單要去周祭窮人
[00:15:36.640 --> 00:15:38.400]  幫助那些有需要的人
[00:15:38.400 --> 00:15:40.320]  原來所謂的行善是什麼
[00:15:40.320 --> 00:15:43.920]  就是要做神按照祂自己奇妙的計劃
[00:15:43.920 --> 00:15:45.520]  按照我們的情況
[00:15:45.520 --> 00:15:47.440]  已經預先安排好
[00:15:47.440 --> 00:15:51.680]  要我們在地上要做的事情
[00:15:51.680 --> 00:15:56.480]  這是聖經裏面所講到的行善
[00:15:56.480 --> 00:15:57.760]  神這樣去做我們
[00:15:57.760 --> 00:15:59.200]  其實最終的目的
[00:15:59.200 --> 00:16:00.640]  做神要我們做的事情
[00:16:00.640 --> 00:16:03.200]  使我們的生命能夠讓人看到
[00:16:03.200 --> 00:16:05.040]  原來就是神的工作
[00:16:05.040 --> 00:16:07.840]  神一個偉大的作爲
[00:16:07.840 --> 00:16:09.760]  從此能夠幫助人
[00:16:09.760 --> 00:16:11.840]  透過我們的生命
[00:16:11.840 --> 00:16:15.520]  去認識基督耶穌
[00:16:15.520 --> 00:16:17.360]  最終能夠接受救人
[00:16:17.360 --> 00:16:19.040]  所以要不要做善事
[00:16:19.040 --> 00:16:20.800]  當然要做善事
[00:16:20.800 --> 00:16:22.320]  不過其實你最終要做的
[00:16:22.320 --> 00:16:23.360]  在信耶穌之後
[00:16:23.360 --> 00:16:26.960]  是要做神創造你在世界上要做的事
[00:16:26.960 --> 00:16:29.040]  而作爲一個教會
