
[00:00:00.000 --> 00:00:05.120]  我們今天的題目是合臣心意的領袖
[00:04:24.880 --> 00:04:27.720]  誰決定去哪裏吃飯?
[00:04:27.720 --> 00:04:30.360]  我看到有人指著Brown叔叔
[00:04:30.360 --> 00:04:32.440]  有夫婦互相指著
[00:04:32.440 --> 00:04:34.840]  其他人呢?
[00:04:34.840 --> 00:04:37.120]  只是決定家人去吃什麼
[00:04:37.120 --> 00:04:39.040]  已經是一個管理的職責
[00:04:39.040 --> 00:04:42.080]  Terry,你在家裏是誰決定的?
[00:04:42.080 --> 00:04:42.600]  是你嗎?
[00:04:42.600 --> 00:04:44.920]  是的,即是你是一個領袖
[00:04:44.920 --> 00:04:50.200]  因為你是負責去幫整個家裏
[00:04:50.200 --> 00:04:52.320]  去做一個決定的
[00:04:52.320 --> 00:04:54.360]  決定都不簡單的
[00:04:54.360 --> 00:04:56.800]  吃得不好,不開心的
[00:04:56.800 --> 00:04:59.280]  所以我們在某個層面
[00:04:59.280 --> 00:05:01.080]  其實我們都是一個領袖
[00:05:01.080 --> 00:05:01.960]  另外可能你覺得
[00:05:01.960 --> 00:05:04.400]  我都不是小組的組長
[00:05:04.400 --> 00:05:06.760]  領袖留給小組的組長做
[00:05:06.760 --> 00:05:09.080]  但我相信你們有mini組的
[00:05:09.080 --> 00:05:12.760]  你們mini組出來聊天的時候
[00:05:12.760 --> 00:05:15.520]  有沒有人決定去哪裏吃飯的?
[00:05:15.520 --> 00:05:18.240]  不要管去哪裏吃到哪裏
[00:05:18.240 --> 00:05:19.200]  或者都是雪山
[00:05:19.200 --> 00:05:22.280]  不是,不應該說這些
[00:05:22.280 --> 00:05:23.880]  你可能覺得
[00:05:23.880 --> 00:05:25.360]  但其實你不要小看
[00:05:25.360 --> 00:05:26.960]  又或者你公司裏面
[00:05:26.960 --> 00:05:29.040]  你可能在管理一些事
[00:05:29.040 --> 00:05:31.240]  你可能不是一個大的團隊
[00:05:31.240 --> 00:05:33.040]  不是一個大的部門的主管
[00:05:33.040 --> 00:05:36.480]  但是你可能都在幫同事管理一些事
[00:05:36.480 --> 00:05:39.120]  所以在所有的層面裏面
[00:05:39.120 --> 00:05:41.640]  其實你都是一個領袖
[00:05:41.640 --> 00:05:43.640]  因為神都給了你在那裏
[00:05:43.640 --> 00:05:45.480]  去一些管理的責任
[00:05:45.480 --> 00:05:46.880]  所以我們就要問自己
[00:05:46.880 --> 00:05:49.600]  當我們無論大小的事情
[00:05:49.600 --> 00:05:50.640]  我們去做一個領袖
[00:05:50.640 --> 00:05:52.560]  或者今天你不是教會的領袖
[00:05:52.560 --> 00:05:54.680]  但可能神遲些去建立你
[00:05:54.680 --> 00:05:56.600]  成為一個教會領袖的時候
[00:05:56.600 --> 00:05:59.240]  究竟一個合神心意的領袖
[00:05:59.240 --> 00:06:01.600]  應該有些什麼特質呢?
[00:06:01.600 --> 00:06:05.120]  我們今天去從十二章和第十四章
[00:06:05.120 --> 00:06:07.360]  我們學三個功課
[00:06:07.360 --> 00:06:09.120]  第一個功課
[00:06:09.120 --> 00:06:11.920]  是我們要有一個服侍別人的心
[00:06:11.920 --> 00:06:13.880]  我發現我第一堂我經常讀錯了
[00:06:13.880 --> 00:06:14.560]  因為有兩個王
[00:06:14.560 --> 00:06:16.480]  一個叫羅波安
[00:06:16.480 --> 00:06:18.520]  一個叫耶羅波安
[00:06:18.520 --> 00:06:19.760]  但是同工就告訴我
[00:06:19.760 --> 00:06:23.680]  有時候我就將羅波安讀了耶羅波安
[00:06:23.680 --> 00:06:26.760]  有時候我將耶羅波安讀了羅波安
[00:06:26.760 --> 00:06:28.240]  然後我剛才原來第一堂
[00:06:28.240 --> 00:06:29.800]  我發明了一個新的詞語
[00:06:29.800 --> 00:06:32.600]  叫做所羅波安
[00:06:32.600 --> 00:06:35.280]  所以大家幫幫我好不好?
[00:06:35.280 --> 00:06:36.760]  因為我怕我說錯
[00:06:36.760 --> 00:06:39.080]  第一個王我們看叫羅波安
[00:06:39.080 --> 00:06:40.760]  第二個叫耶羅波安
[00:06:40.760 --> 00:06:42.920]  是沒有所羅波安
[00:06:42.920 --> 00:06:44.280]  好,那我們一起
[00:06:44.280 --> 00:06:46.400]  首先讀十二章好不好?
[00:06:46.400 --> 00:06:48.400]  我們首先讀一至六節好不好?
[00:06:48.400 --> 00:06:50.320]  我的聲音不太好
[00:06:50.320 --> 00:06:51.200]  說了太多話
[00:06:51.200 --> 00:06:52.320]  你幫我們讀好不好?
[00:06:52.320 --> 00:06:53.480]  我們一起讀十二章
[00:06:53.480 --> 00:06:54.600]  一至六節一起讀好嗎?
[00:06:54.600 --> 00:06:55.640]  一二三
[00:06:55.640 --> 00:06:58.120]  羅波安往事劍去
[00:06:58.120 --> 00:07:01.240]  因為以色列人到了事劍
[00:07:01.240 --> 00:07:03.080]  要納他作王
[00:07:03.080 --> 00:07:06.080]  尼拔的兒子耶羅波安
[00:07:06.080 --> 00:07:08.720]  先前躲避所羅門王
[00:07:08.720 --> 00:07:10.280]  逃往埃及
[00:07:10.280 --> 00:07:11.880]  住在那裡
[00:07:11.880 --> 00:07:15.560]  以色列人打八人去請他來
[00:07:15.560 --> 00:07:20.240]  他就和以色列會眾都來見羅波安
[00:07:20.240 --> 00:07:21.440]  對他說
[00:07:21.440 --> 00:07:25.960]  你父親使我們父寵厄做苦工
[00:07:25.960 --> 00:07:29.480]  現在求你使我們做的苦工
[00:07:29.480 --> 00:07:31.920]  父的寵厄輕鬆些
[00:07:31.920 --> 00:07:34.200]  我們就侍奉你
[00:07:34.200 --> 00:07:36.520]  羅波安對他們說
[00:07:36.520 --> 00:07:38.360]  你們暫且去
[00:07:38.360 --> 00:07:40.960]  第三日再來見我
[00:07:40.960 --> 00:07:42.720]  民就去了
[00:07:42.720 --> 00:07:46.960]  羅波安之父所羅門在世的日子
[00:07:46.960 --> 00:07:50.720]  有事立在他面前的老年人
[00:07:50.720 --> 00:07:54.120]  羅波安亡惑他們雙耳說
[00:07:54.120 --> 00:07:57.640]  你們給我出過什麼主意
[00:07:57.640 --> 00:07:59.640]  我好回覆者問
[00:07:59.640 --> 00:08:00.920]  我們先在這裏
[00:08:00.920 --> 00:08:02.440]  這裏告訴我們
[00:08:02.440 --> 00:08:05.520]  羅波安
[00:08:05.520 --> 00:08:07.440]  是所羅門的兒子
[00:08:07.440 --> 00:08:08.640]  這裏告訴我們
[00:08:08.640 --> 00:08:09.840]  他去事劍
[00:08:09.840 --> 00:08:13.840]  因為以色列人要納他作王
[00:08:13.840 --> 00:08:16.400]  這裏有一個叫耶羅波安
[00:08:16.400 --> 00:08:19.320]  我們之前讀所羅門的時候讀過
[00:08:19.320 --> 00:08:22.960]  他之前躲避所羅門去了埃及
[00:08:22.960 --> 00:08:26.080]  但現在以色列人請他回來
[00:08:26.080 --> 00:08:28.160]  他就跟以色列的會眾
[00:08:28.160 --> 00:08:30.280]  一起去見羅波安
[00:08:30.280 --> 00:08:31.040]  就跟他說
[00:08:31.040 --> 00:08:35.560]  你爸爸叫我們父寵厄做苦工
[00:08:35.560 --> 00:08:38.200]  現在求你叫我們做的苦工
[00:08:38.200 --> 00:08:40.600]  父的寵厄輕鬆些
[00:08:40.600 --> 00:08:42.720]  我們就侍奉你
[00:08:42.720 --> 00:08:44.600]  羅波安就這樣跟他們說
[00:08:44.600 --> 00:08:46.600]  他說你們先回去
[00:08:46.600 --> 00:08:49.560]  第三日就來見我
[00:08:49.560 --> 00:08:52.040]  這裏寫著羅波安
[00:08:52.040 --> 00:08:55.200]  是他父親所羅門在世的時候
[00:08:55.200 --> 00:08:58.480]  有事立在他面前的老練人
[00:08:58.480 --> 00:09:00.960]  羅波安就跟他們商議
[00:09:00.960 --> 00:09:02.880]  就說不如你告訴我
[00:09:02.880 --> 00:09:05.520]  我怎樣去回覆他們
[00:09:05.520 --> 00:09:09.200]  接著我們試試由第七節讀到第十一節
[00:09:09.200 --> 00:09:10.080]  我們一起讀好嗎
[00:09:10.080 --> 00:09:11.400]  一二三
[00:09:11.400 --> 00:09:13.560]  老練人對他說
[00:09:13.560 --> 00:09:17.480]  現在王若服侍者民如僕人
[00:09:17.480 --> 00:09:20.200]  用好話回答他們
[00:09:20.200 --> 00:09:23.680]  他們就永遠作王的僕人
[00:09:23.680 --> 00:09:27.840]  王卻不用老練人給他出的主意
[00:09:27.840 --> 00:09:31.160]  就和那些與他一同長大
[00:09:31.160 --> 00:09:34.880]  在他面前事立的少年人商議
[00:09:34.880 --> 00:09:37.400]  說者民對我說
[00:09:37.400 --> 00:09:40.440]  你父親使我們父寵厄
[00:09:40.440 --> 00:09:43.080]  求你使我們輕鬆些
[00:09:43.080 --> 00:09:46.200]  你們給我出過什麼主意
[00:09:46.200 --> 00:09:48.440]  我好回覆他們
[00:09:48.440 --> 00:09:51.600]  那同他長大的少年人說
[00:09:51.600 --> 00:09:53.400]  者民對王說
[00:09:53.400 --> 00:09:56.480]  你父親使我們父寵厄
[00:09:56.480 --> 00:09:59.120]  求你使我們輕鬆些
[00:09:59.120 --> 00:10:01.920]  王要對他們如此說
[00:10:01.920 --> 00:10:06.480]  我的小拇指頭比我父親的腰還粗
[00:10:06.480 --> 00:10:09.360]  我父親使你們父寵厄
[00:10:09.360 --> 00:10:12.480]  我必使你們父更重的厄
[00:10:12.480 --> 00:10:16.080]  我父親用鞭子扎打你們
[00:10:16.080 --> 00:10:19.520]  我要用鐵子鞭扎打你們
[00:10:19.520 --> 00:10:20.960]  我們先到這裡
[00:10:20.960 --> 00:10:24.520]  接著那些老練人就這樣跟所羅門說
[00:10:24.520 --> 00:10:28.000]  他說你應該這樣去回覆他們
[00:10:28.000 --> 00:10:30.440]  你應該用好話去回答
[00:10:30.440 --> 00:10:31.080]  為什麼呢
[00:10:31.080 --> 00:10:35.280]  因為如果你有一個去服侍他們的心
[00:10:35.280 --> 00:10:38.080]  他們就會去做你的僕人
[00:10:38.080 --> 00:10:40.360]  但是羅邦鑫有沒有聽到
[00:10:40.360 --> 00:10:41.320]  他沒有
[00:10:41.320 --> 00:10:43.400]  他去問那些年輕一點的
[00:10:43.400 --> 00:10:44.640]  這些年輕一點的
[00:10:44.640 --> 00:10:47.000]  都曾經和他一起服侍所羅門的
[00:10:47.000 --> 00:10:49.040]  那這些年輕一點的人怎麼說呢
[00:10:49.040 --> 00:10:50.560]  他就說你這樣回覆他吧
[00:10:50.560 --> 00:10:54.040]  他說你父叫我扶重
[00:10:54.040 --> 00:10:56.240]  我要你們父更重的厄
[00:10:56.240 --> 00:10:57.040]  為什麼呢
[00:10:57.040 --> 00:10:59.280]  他說因為我的小拇指頭
[00:10:59.280 --> 00:11:00.680]  就是我的手指弓
[00:11:00.680 --> 00:11:03.240]  都比我父親的腰還粗
[00:11:03.240 --> 00:11:06.400]  我希望他父的腰不是我的腰
[00:11:06.400 --> 00:11:09.000]  手指弓都比我父的腰還粗
[00:11:09.000 --> 00:11:10.800]  他說所以你這樣回覆他們
[00:11:10.800 --> 00:11:12.560]  我父叫你扶重
[00:11:12.560 --> 00:11:14.440]  我要你們父更重的厄
[00:11:14.440 --> 00:11:16.040]  我父用鞭打你們
[00:11:16.040 --> 00:11:20.040]  我要用鐵子鞭扎打你們
[00:11:20.040 --> 00:11:22.040]  你就這樣回覆吧
[00:11:22.040 --> 00:11:25.400]  最後羅邦鑫他怎麼回覆呢
[00:11:25.400 --> 00:11:28.040]  我們由第十二節開始讀
[00:11:28.040 --> 00:11:29.000]  讀到最尾好不好
[00:11:29.000 --> 00:11:29.680]  我們一起讀好不好
[00:11:29.680 --> 00:11:30.920]  一二三
[00:11:30.920 --> 00:11:33.560]  迎羅邦鑫和眾百姓
[00:11:33.560 --> 00:11:36.240]  遵著羅邦鑫王所說
[00:11:36.240 --> 00:11:40.080]  你們第三日再來見我的雅華
[00:11:40.080 --> 00:11:43.320]  第三日他們果然來了
[00:11:43.320 --> 00:11:46.760]  王用嚴厲的話回答百姓
[00:11:46.760 --> 00:11:50.360]  不用老年人給他所出的主意
[00:11:50.360 --> 00:11:54.160]  照著少年人所出的主意對文說
[00:11:54.160 --> 00:11:57.120]  我父親使你們父重厄
[00:11:57.120 --> 00:12:00.480]  我必使你們父更重的厄
[00:12:00.480 --> 00:12:03.760]  我父親用鞭子扎打你們
[00:12:03.760 --> 00:12:07.080]  我要用鐵子鞭扎打你們
[00:12:07.080 --> 00:12:09.440]  王不肯依從百姓
[00:12:09.440 --> 00:12:12.160]  這是乃出於耶和華
[00:12:12.160 --> 00:12:20.480]  惟要應驗他直視來人亞希亞對尼拔的兒子所羅邦鑫所說的話
[00:12:20.480 --> 00:12:21.920]  耶羅邦鑫
[00:12:21.920 --> 00:12:23.040]  耶羅邦鑫
[00:12:23.040 --> 00:12:23.520]  我真的做錯了
[00:12:23.520 --> 00:12:24.120]  所羅邦鑫
[00:12:24.120 --> 00:12:25.640]  對不起
[00:12:25.640 --> 00:12:28.160]  耶羅邦鑫所說的話
[00:12:28.160 --> 00:12:31.880]  以色列眾民見王不依從他們
[00:12:31.880 --> 00:12:33.720]  王道對王說
[00:12:33.720 --> 00:12:37.080]  我們與大衛有什麼分兒呢
[00:12:37.080 --> 00:12:40.800]  與耶穗的兒子並沒有關係
[00:12:40.800 --> 00:12:44.120]  以色列人啊各回國家去吧
[00:12:44.120 --> 00:12:47.480]  大衛家啊自己顧自己吧
[00:12:47.480 --> 00:12:51.880]  於是以色列人都回自己家裡去了
[00:12:51.880 --> 00:12:58.600]  惟獨住猶大成一的以色列人羅邦鑫營作他們的王
[00:12:58.600 --> 00:13:05.960]  羅邦鑫王差遣掌管復府之人的亞多蘭往以色列人那裡去
[00:13:05.960 --> 00:13:09.200]  以色列人就用石頭打死他
[00:13:09.200 --> 00:13:14.440]  羅邦鑫王急忙上車逃回耶路撒冷去了
[00:13:14.440 --> 00:13:17.800]  這樣以色列人背叛大衛家
[00:13:17.800 --> 00:13:19.280]  直到今日
[00:13:19.280 --> 00:13:23.680]  以色列人眾人聽見耶羅邦鑫回來了
[00:13:23.680 --> 00:13:27.640]  就打發人去請他到會眾面前
[00:13:27.640 --> 00:13:30.840]  立他作以色列眾人的王
[00:13:30.840 --> 00:13:33.360]  除了猶大之派以外
[00:13:33.360 --> 00:13:35.960]  沒有順從大衛家的
[00:13:35.960 --> 00:13:36.680]  謝謝大家
[00:13:36.680 --> 00:13:38.920]  我又讀了所羅邦鑫了
[00:13:38.920 --> 00:13:41.160]  我們看完聖經
[00:13:41.160 --> 00:13:44.680]  我們看到以色列歷史中比較重要的事件
[00:13:44.680 --> 00:13:49.280]  就是以色列分為北國和南國
[00:13:49.280 --> 00:13:52.200]  為甚麼會分為北國和南國呢
[00:13:52.200 --> 00:13:56.200]  就是因為面對以色列人的要求
[00:13:56.200 --> 00:14:00.640]  羅邦鑫他的回應是甚麼呢
[00:14:00.640 --> 00:14:03.520]  老年人跟他說了一句很重要的
[00:14:03.520 --> 00:14:08.240]  跟他說如果你願意去服侍這些的人民
[00:14:08.240 --> 00:14:10.680]  用好話回答他們
[00:14:10.680 --> 00:14:14.480]  他們就永遠做你的僕人
[00:14:14.480 --> 00:14:17.320]  其實這班老年人的勸告
[00:14:17.320 --> 00:14:20.200]  教導他一個為王之道
[00:14:20.200 --> 00:14:23.200]  就是你願意用僕人的心
[00:14:23.200 --> 00:14:25.840]  去服侍這些百姓的時候
[00:14:25.840 --> 00:14:27.680]  百姓見到你的榜樣
[00:14:27.680 --> 00:14:30.560]  也都會自然去信服你的大令
[00:14:30.560 --> 00:14:35.040]  也都會用僕人的心去回報你
[00:14:35.040 --> 00:14:37.080]  但他有沒有聽老年人的勸告呢
[00:14:37.080 --> 00:14:38.040]  他沒有
[00:14:38.040 --> 00:14:39.720]  他聽了少年人
[00:14:39.720 --> 00:14:41.200]  那些少年人就說
[00:14:41.200 --> 00:14:43.560]  不用了 你跟他說
[00:14:43.560 --> 00:14:47.520]  怎樣 我的子宮都比我父親的腰還粗
[00:14:47.520 --> 00:14:49.240]  現在我父親叫你做的事
[00:14:49.240 --> 00:14:51.040]  我叫你做更重的事
[00:14:51.040 --> 00:14:52.400]  我父親用鞭打你
[00:14:52.400 --> 00:14:55.400]  我用鐵指鞭去打你
[00:14:55.400 --> 00:14:57.720]  其實老年人跟少年人
[00:14:57.720 --> 00:15:00.640]  他們的勸告的分別
[00:15:00.640 --> 00:15:02.280]  是在於甚麼呢
[00:15:02.280 --> 00:15:04.280]  如果我們看回歷史
[00:15:04.280 --> 00:15:06.600]  很可能那些老年人
[00:15:06.600 --> 00:15:10.000]  他們在所羅門統治的初期
[00:15:10.000 --> 00:15:11.680]  已經認識所羅門
[00:15:11.680 --> 00:15:12.720]  所以他們知道
[00:15:12.720 --> 00:15:16.920]  所羅門統治早期的時候的初心
[00:15:16.920 --> 00:15:20.440]  如果我們看回烈王記上三章七至九節
[00:15:20.440 --> 00:15:23.760]  去看回所羅門統治的初心
[00:15:23.760 --> 00:15:24.840]  我們看著聖經
[00:15:24.840 --> 00:15:27.720]  當時神要納他做以色列的王
[00:15:27.720 --> 00:15:29.920]  當時所羅門的回應是
[00:15:29.920 --> 00:15:31.800]  夜王說我的神
[00:15:31.800 --> 00:15:36.560]  如今你使僕人接族我父親大位作王
[00:15:36.560 --> 00:15:38.800]  但我自幼童
[00:15:38.800 --> 00:15:41.800]  不知道應當怎樣出入
[00:15:41.800 --> 00:15:44.960]  僕人住在你所揀選的民眾
[00:15:44.960 --> 00:15:47.680]  者民多得不可勝數
[00:15:47.680 --> 00:15:49.880]  求你賜我智慧
[00:15:49.880 --> 00:15:52.200]  可以判斷你的民
[00:15:52.200 --> 00:15:54.480]  能辨別是非
[00:15:54.480 --> 00:15:57.640]  如果我們看所羅門初初管治的初心
[00:15:57.640 --> 00:15:59.160]  他第一樣說話就是
[00:15:59.160 --> 00:16:00.840]  我不是靠自己
[00:16:00.840 --> 00:16:02.440]  我要靠神
[00:16:02.440 --> 00:16:04.080]  第二樣說話的初心
[00:16:04.080 --> 00:16:06.880]  就是神這些百姓不是我的
[00:16:06.880 --> 00:16:09.600]  神這些百姓是你的
[00:16:09.600 --> 00:16:11.280]  第三個初心
[00:16:11.280 --> 00:16:13.480]  是他希望有智慧
[00:16:13.480 --> 00:16:16.120]  不是叫這些人去滿足自己
[00:16:16.120 --> 00:16:17.560]  他希望有智慧
[00:16:17.560 --> 00:16:19.800]  能夠去服侍這些百姓
[00:16:19.800 --> 00:16:22.400]  為他們做對的判斷
[00:16:22.400 --> 00:16:24.320]  所羅門的初心
[00:16:24.320 --> 00:16:28.920]  是希望去服侍他所管治的人民
[00:16:28.920 --> 00:16:31.120]  但可能那些少年人
[00:16:31.120 --> 00:16:34.200]  只是在所羅門晚期的時候
[00:16:34.200 --> 00:16:35.680]  看到所羅門就是
[00:16:35.680 --> 00:16:37.360]  用盡他的百姓
[00:16:37.360 --> 00:16:41.800]  去建造不同的聖殿和宮殿
[00:16:41.800 --> 00:16:43.760]  所以他們的分別
[00:16:43.760 --> 00:16:46.800]  就是究竟今天作為一個領袖
[00:16:46.800 --> 00:16:51.440]  有沒有願意去服侍別人的心
[00:16:51.440 --> 00:16:54.120]  當你掌握了權柄
[00:16:54.120 --> 00:16:56.480]  其實一個合神心意的領袖
[00:16:56.480 --> 00:17:00.600]  更加應該要主動去服侍他的人民
[00:17:00.600 --> 00:17:02.760]  這樣做你作為領袖
[00:17:02.760 --> 00:17:05.120]  給到下面一個好的榜樣
[00:17:05.120 --> 00:17:07.600]  他們用這個心去回應
[00:17:07.600 --> 00:17:09.880]  大家就能夠達到一個
[00:17:09.880 --> 00:17:13.200]  相互服侍的境界
[00:17:13.200 --> 00:17:14.760]  我不知道大家有沒有見過
[00:17:14.760 --> 00:17:16.240]  可能在你的公司
[00:17:16.240 --> 00:17:18.040]  或者你見過一些領袖
[00:17:18.040 --> 00:17:19.560]  他們雖然是一個領袖
[00:17:19.560 --> 00:17:22.480]  但他們願意去服侍不同的人
[00:17:22.480 --> 00:17:24.720]  甚至沒有人做的事
[00:17:24.720 --> 00:17:26.200]  你見到他會去做
[00:17:26.200 --> 00:17:28.760]  可能沒有人會去幫忙去換水
[00:17:28.760 --> 00:17:31.680]  做上司去幫忙換水
[00:17:31.680 --> 00:17:33.560]  可能單單台台的事
[00:17:33.560 --> 00:17:36.360]  你見到領袖會去做
[00:17:36.360 --> 00:17:39.880]  我曾經聽過有一個公司的老闆
[00:17:39.880 --> 00:17:45.360]  他說他定義每年一定要親手寫生日卡
[00:17:45.360 --> 00:17:47.400]  給他每一個員工
[00:17:47.400 --> 00:17:51.000]  他很希望自己親手寫生日卡
[00:17:51.000 --> 00:17:56.520]  去親手祝福他每一個員工
[00:17:56.520 --> 00:17:59.120]  然後我想究竟他有多少員工
[00:17:59.120 --> 00:18:01.920]  原來有9200個員工
[00:18:01.920 --> 00:18:05.160]  每天要寫幾十張
[00:18:05.160 --> 00:18:06.800]  我聽到這個老闆
[00:18:06.800 --> 00:18:08.600]  我覺得真的很感動
[00:18:08.600 --> 00:18:09.560]  但我想說
[00:18:09.560 --> 00:18:11.240]  我們不用去到那麼遠
[00:18:11.240 --> 00:18:13.760]  去找願意服侍的領袖
[00:18:13.760 --> 00:18:16.320]  我想說我在阿根堂見到很多
[00:18:16.320 --> 00:18:17.360]  特別在那裡
