
[00:00:00.000 --> 00:00:03.480]  為什麼我們要去讀聖經?為什麼讀聖經那麼重要?
[00:04:05.840 --> 00:04:09.320]  是說以色列人在埃及的
[00:04:09.320 --> 00:04:11.280]  以色列人在埃及的時候
[00:04:11.280 --> 00:04:13.680]  也是空虛混沌
[00:04:13.680 --> 00:04:15.520]  埃及是一個空虛混沌的地方
[00:04:15.520 --> 00:04:19.600]  也是一種黑暗的層面在抗衡上帝
[00:04:19.600 --> 00:04:25.680]  而上帝要從他們這個黑暗裡面拯救出來
[00:04:25.680 --> 00:04:31.480]  這個埃及人的空虛混沌
[00:04:31.480 --> 00:04:34.800]  從某個角度來說可以從十災那裡看到
[00:04:34.800 --> 00:04:37.200]  十災有兩個功能
[00:04:37.200 --> 00:04:42.200]  十災第一是在審判埃及人的偶像
[00:04:42.200 --> 00:04:44.440]  埃及拜很多的賈神偶像
[00:04:44.440 --> 00:04:48.400]  而十災每一災都是在針對埃及的一些賈神
[00:04:48.400 --> 00:04:54.040]  十災也是叫做將埃及人的真面目揭露出來
[00:04:54.040 --> 00:04:56.840]  你想一下十災之後的埃及是一個怎樣的
[00:04:56.840 --> 00:04:59.440]  我們所知道埃及是四大文明古國之一
[00:04:59.440 --> 00:05:02.480]  但是十災之後的埃及你可以想象
[00:05:02.480 --> 00:05:07.200]  是一個極其醜惡也都是活地獄的地方
[00:05:07.200 --> 00:05:09.920]  而這個彷彿上帝告訴我們
[00:05:09.920 --> 00:05:13.920]  這個是埃及人的真面目
[00:05:13.920 --> 00:05:17.400]  另外就是他們在拒絕真神
[00:05:17.400 --> 00:05:20.640]  於是上帝將他們出埃及
[00:05:20.640 --> 00:05:24.760]  從這個空虛混沌裡面拯救了出來
[00:05:24.760 --> 00:05:27.280]  當然在整個中心裡面
[00:05:27.280 --> 00:05:30.560]  是用了一個如月節的羔羊
[00:05:30.560 --> 00:05:34.400]  也是織紙上耶穌基督的十指甲
[00:05:34.400 --> 00:05:36.320]  但是這個故事還沒有完的
[00:05:36.320 --> 00:05:38.160]  不僅僅是拯救他們出埃及
[00:05:38.160 --> 00:05:40.120]  而出了埃及之後
[00:05:40.120 --> 00:05:43.640]  是帶他們出去的時候
[00:05:43.640 --> 00:05:47.240]  去到最終一個高峰就是
[00:05:47.240 --> 00:05:51.120]  《釵及記》第19、20章的時候
[00:05:51.120 --> 00:05:55.840]  是上帝給了他們這個十界
[00:05:55.840 --> 00:06:01.160]  十界其實是拿來在一個空虛混沌的世界裡面
[00:06:01.160 --> 00:06:03.440]  給我們一個次序、一個命令
[00:06:03.440 --> 00:06:05.280]  你可以想一下
[00:06:05.280 --> 00:06:08.360]  所以這個創造到最後
[00:06:08.360 --> 00:06:10.520]  是給我們一個秩序
[00:06:10.520 --> 00:06:12.800]  有一種真正的祝福
[00:06:12.800 --> 00:06:16.760]  當然這個十災其中
[00:06:16.760 --> 00:06:18.760]  對不起 十界其中一界
[00:06:18.760 --> 00:06:24.000]  就是守這個安息日
[00:06:24.000 --> 00:06:26.600]  其實你想一下《釵及記》第一章
[00:06:26.600 --> 00:06:32.120]  就是由這個空虛混沌到最後的高峰是安息的
[00:06:32.120 --> 00:06:37.160]  其實在《出埃及記》裡面也是一樣
[00:06:37.160 --> 00:06:39.480]  他們由他們以前做奴役
[00:06:39.480 --> 00:06:40.920]  沒有辦法安息
[00:06:40.920 --> 00:06:44.680]  到他們最後有十界去掌管他們的生命
[00:06:44.680 --> 00:06:45.800]  而得到安息
[00:06:45.800 --> 00:06:49.600]  所以這個世界最終是兩個十
[00:06:49.600 --> 00:06:52.240]  信靠耶穌基督的有十界
[00:06:52.240 --> 00:06:54.840]  十界是禮物來的 不是困住你的
[00:06:54.840 --> 00:06:56.400]  很多人誤會
[00:06:56.400 --> 00:06:58.240]  是一種極大的祝福
[00:06:58.240 --> 00:07:03.000]  沒有的就繼續在空虛混沌裡面承受十災
[00:07:03.000 --> 00:07:05.040]  這個就是整個故事
[00:07:05.040 --> 00:07:07.720]  所以我都期望大家在讀聖經的時候
[00:07:07.720 --> 00:07:10.600]  也都是讓我們從我們的罪裡面
[00:07:10.600 --> 00:07:13.480]  的捆綁裡面出來
[00:07:13.480 --> 00:07:16.720]  通過耶穌基督的如意節的羔羊
[00:07:16.720 --> 00:07:19.680]  進入上帝的天國
[00:07:19.680 --> 00:07:23.240]  上帝十界是天國裡面的界名
[00:07:23.240 --> 00:07:26.880]  在天國裡面享受上帝給我們的安息
