
[00:00:00.000 --> 00:00:03.360]  今天我要和大家開始一部新的書
[00:05:19.080 --> 00:05:21.440]  他是建立了羅馬教會
[00:05:21.440 --> 00:05:26.560]  還是牧養了羅馬教會二十五年那麼久
[00:05:26.560 --> 00:05:32.360]  最後是成為了羅馬天主教的第一位教宗
[00:05:32.360 --> 00:05:37.720]  對於這樣的傳說其實是有很大的問題
[00:05:37.720 --> 00:05:42.000]  首先是絕對沒有歷史上的支持
[00:05:42.000 --> 00:05:44.520]  歷史上是沒有記載到
[00:05:44.520 --> 00:05:48.480]  連新約也沒有提及有這樣的事
[00:05:48.480 --> 00:05:51.080]  我們知道彼得其實是有家室
[00:05:51.080 --> 00:05:52.800]  他是有太太的
[00:05:52.800 --> 00:05:54.640]  《馬太福音》的第八章
[00:05:54.640 --> 00:05:56.520]  《路加》的四章
[00:05:56.520 --> 00:05:58.560]  還有哥倫多前書的九章
[00:05:58.560 --> 00:06:00.360]  都講到他是有家室
[00:06:00.360 --> 00:06:02.120]  是有太太
[00:06:02.120 --> 00:06:06.080]  我們知道天主教的教宗是不能夠娶妻
[00:06:06.080 --> 00:06:09.120]  所以這個也是一個很大的疑問
[00:06:09.120 --> 00:06:13.160]  如果彼得真的創立了羅馬教會
[00:06:13.160 --> 00:06:15.560]  保羅寫信給羅馬教會
[00:06:15.560 --> 00:06:17.760]  會不會不提及彼得
[00:06:17.760 --> 00:06:20.360]  當然不會
[00:06:20.360 --> 00:06:26.920]  另外我們知道保羅曾經在羅馬被監禁兩年
[00:06:26.920 --> 00:06:30.000]  而如果彼得真的建立了羅馬教會
[00:06:30.000 --> 00:06:33.400]  牧養羅馬教會二十五年
[00:06:33.400 --> 00:06:36.440]  他一定會去探望保羅的監禁
[00:06:36.440 --> 00:06:41.120]  但是新約聖經也沒有提及這件事
[00:06:41.120 --> 00:06:45.480]  保羅在羅馬的監獄寫了四卷的監獄書信
[00:06:45.480 --> 00:06:48.600]  完全沒有提及彼得
[00:06:48.600 --> 00:06:50.360]  還有一點
[00:06:50.360 --> 00:06:53.600]  如果彼得真的建立了羅馬教會
[00:06:53.600 --> 00:06:58.680]  而保羅是要去羅馬教會去兼顧那裡的信徒
[00:06:58.680 --> 00:07:01.080]  那就和保羅一向的作風
[00:07:01.080 --> 00:07:04.480]  一向的原則是有很大的矛盾
[00:07:04.480 --> 00:07:06.920]  什麼原則?什麼作風?
[00:07:06.920 --> 00:07:10.240]  你看看羅馬書的十五章二十節
[00:07:10.240 --> 00:07:14.280]  保羅說「我立了志向不在基督的名地
[00:07:14.280 --> 00:07:16.640]  稱過的地方傳福音
[00:07:16.640 --> 00:07:20.640]  免得建造在別人的根基上」
[00:07:20.640 --> 00:07:24.000]  如果彼得真的建立了羅馬教會
[00:07:24.000 --> 00:07:28.360]  我相信保羅就不會那麼希望去到羅馬教會
[00:07:28.360 --> 00:07:33.440]  來把這個福音的信息傳給當地的信徒
[00:07:33.440 --> 00:07:38.720]  所以我相信羅馬教會不是彼得建立
[00:07:38.720 --> 00:07:42.120]  甚至不是使徒所建立
[00:07:42.120 --> 00:07:45.080]  你說羅馬教會是怎樣被建立的?
[00:07:45.080 --> 00:07:46.560]  沒有人知道
[00:07:46.560 --> 00:07:48.760]  但是有兩個可能性
[00:07:48.760 --> 00:07:50.200]  第一個可能性
[00:07:50.200 --> 00:07:54.880]  就是記不記得我講到使徒行轉的第二章
[00:07:54.880 --> 00:07:56.920]  教會成立的時候
[00:07:56.920 --> 00:07:58.800]  有聖靈降臨
[00:07:58.800 --> 00:08:01.200]  在使徒行轉的第二章
[00:08:01.200 --> 00:08:04.800]  當時提到有很多人是從羅馬而來
[00:08:04.800 --> 00:08:07.200]  使徒行轉的二章十節
[00:08:07.200 --> 00:08:09.720]  這些人可能在耶路撒冷
[00:08:09.720 --> 00:08:11.680]  接受了耶穌基督之後
[00:08:11.680 --> 00:08:13.200]  回到羅馬
[00:08:13.200 --> 00:08:16.040]  然後建立羅馬教會
[00:08:16.040 --> 00:08:17.760]  還有一個可能性
[00:08:17.760 --> 00:08:21.200]  就是這些人是由以忽所教會
[00:08:21.200 --> 00:08:25.600]  和哥倫多教會移民到羅馬教會
[00:08:25.600 --> 00:08:29.640]  這樣的觀點其實有很強的支持
[00:08:29.640 --> 00:08:32.200]  因為羅馬書的十六章
[00:08:32.200 --> 00:08:37.600]  我們看到保羅好像認識很多羅馬教會的會眾
[00:08:37.600 --> 00:08:39.880]  保羅從來沒有去過羅馬
[00:08:39.880 --> 00:08:42.040]  怎麼會認得這些人?
[00:08:42.040 --> 00:08:45.480]  原因就是很可能他們在以忽所教會
[00:08:45.480 --> 00:08:47.040]  哥倫多教會
[00:08:47.040 --> 00:08:51.520]  是保羅所認識的移民到羅馬
[00:08:51.520 --> 00:08:59.080]  這些人是包括猶太人也有包括外邦人
[00:08:59.080 --> 00:09:04.640]  其實早在保羅在以忽所的時候
[00:09:04.640 --> 00:09:08.600]  已經是很希望去探訪羅馬
[00:09:08.600 --> 00:09:12.760]  經文在《使徒行轉》的十九章二十一節
[00:09:12.760 --> 00:09:13.800]  經文說
[00:09:13.800 --> 00:09:17.520]  這些事原了保羅心裡定義
[00:09:17.520 --> 00:09:20.520]  經過了馬其頓阿該亞
[00:09:20.520 --> 00:09:23.360]  就往耶路撒冷去遊說
[00:09:23.360 --> 00:09:28.640]  我到了那裡以後必須往羅馬去看看
[00:09:28.640 --> 00:09:32.440]  所以我們看到保羅的心願就是要去羅馬
[00:09:32.440 --> 00:09:35.440]  而神也都是讓他知道
[00:09:35.440 --> 00:09:38.360]  他有一天是會去到羅馬
[00:09:38.360 --> 00:09:42.040]  當保羅在耶路撒冷遭受迫迫
[00:09:42.040 --> 00:09:43.920]  過著很黑暗的日子
[00:09:43.920 --> 00:09:45.800]  神是救贖他
[00:09:45.800 --> 00:09:49.120]  甚至是安慰他說你不用怕
[00:09:49.120 --> 00:09:53.080]  你有一天是會去到羅馬為我作見證
[00:09:53.080 --> 00:09:57.360]  《使徒行轉》的二十三章十一節
[00:09:57.360 --> 00:10:00.880]  但是起初在神的准許下
[00:10:00.880 --> 00:10:02.760]  在神的容許下
[00:10:02.760 --> 00:10:06.600]  保羅是被阻止去到羅馬
[00:10:06.600 --> 00:10:11.160]  這個在羅馬書的一章十三節是有提及到
[00:10:11.160 --> 00:10:13.160]  起初他是去不了
[00:10:13.160 --> 00:10:18.960]  所以他就寫了這封羅馬書信給羅馬教會
[00:10:18.960 --> 00:10:23.440]  也是因為這樣產生了這封羅馬書
[00:10:23.440 --> 00:10:24.960]  流傳於世
[00:10:24.960 --> 00:10:26.960]  就是有神的密事
[00:10:26.960 --> 00:10:29.640]  充滿了神學教義
[00:10:29.640 --> 00:10:32.800]  有關恩信清義的福音信息
[00:10:32.800 --> 00:10:35.080]  是一封非常之重要
[00:10:35.080 --> 00:10:37.920]  一封非常之偉大的書信
[00:10:37.920 --> 00:10:40.640]  這一封信就是我們今天
[00:10:40.640 --> 00:10:45.800]  這個系列就是我們要開始講的這個系列
[00:10:45.800 --> 00:10:50.840]  羅馬書的作者又是誰
[00:10:50.840 --> 00:10:53.320]  羅馬書的作者就是保羅
[00:10:53.320 --> 00:10:56.280]  有很多的證據都可以證明
[00:10:56.280 --> 00:10:58.560]  羅馬書的作者是保羅
[00:10:58.560 --> 00:11:01.160]  其中一個就是有一個叫做
[00:11:01.160 --> 00:11:04.240]  瑪吉安·馬斯人的人
[00:11:04.240 --> 00:11:07.960]  這個人他是保羅的跟隨者
[00:11:07.960 --> 00:11:12.000]  但是要注意他教的是異端理
[00:11:12.000 --> 00:11:13.960]  他走歪了路
[00:11:13.960 --> 00:11:16.760]  你說異端還可以相信
[00:11:16.760 --> 00:11:20.280]  在說神學我們不會跟隨這個人
[00:11:20.280 --> 00:11:22.360]  但是在歷史的角度
[00:11:22.360 --> 00:11:25.120]  他說的話值得相信
[00:11:25.120 --> 00:11:29.200]  因為這個人他的出身是公元的85年
[00:11:29.200 --> 00:11:30.720]  到160年
[00:11:30.720 --> 00:11:33.520]  是很接近保羅的時候
[00:11:33.520 --> 00:11:36.440]  所以我們絕對相信他說的
[00:11:36.440 --> 00:11:40.840]  就是羅馬書是出自保羅的手筆
[00:11:40.840 --> 00:11:45.480]  保羅的希伯來文的名字就是數羅
[00:11:45.480 --> 00:11:46.760]  記不記得數羅
[00:11:46.760 --> 00:11:49.320]  舊約都有一個數羅
[00:11:49.320 --> 00:11:52.720]  兩個都是一樣的名字
[00:11:52.720 --> 00:11:57.160]  保羅其實是希臘的名字
[00:11:57.160 --> 00:12:00.120]  是數羅希臘的名字
[00:12:00.120 --> 00:12:02.080]  我們在香港出生
[00:12:02.080 --> 00:12:05.560]  以前在香港出生的人就很清楚了
[00:12:05.560 --> 00:12:09.560]  因為以前香港是英國的殖民地
[00:12:09.560 --> 00:12:12.720]  我們每個人出生都有中文名字
[00:12:12.720 --> 00:12:14.280]  又有英文名字
[00:12:14.280 --> 00:12:15.920]  跟保羅一樣
[00:12:15.920 --> 00:12:18.800]  他出生是有希伯來文的名字
[00:12:18.800 --> 00:12:21.400]  但是也有希臘的名字
[00:12:21.400 --> 00:12:24.240]  希伯來文的名字就是數羅
[00:12:24.240 --> 00:12:27.440]  希臘的名字就是保羅
[00:12:27.440 --> 00:12:31.240]  保羅是出自辯亞敏茲派
[00:12:31.240 --> 00:12:35.720]  其實兩位數羅都是辯亞敏茲派而出的
[00:12:35.720 --> 00:12:38.160]  記不記得我們剛剛講完史詩記
[00:12:38.160 --> 00:12:43.360]  以色列人差點將全個辯亞敏茲派毀滅
[00:12:43.360 --> 00:12:45.400]  感謝主沒有毀滅
[00:12:45.400 --> 00:12:47.360]  因為有兩位聖經的人物
[00:12:47.360 --> 00:12:49.720]  都是出自辯亞敏茲派
[00:12:49.720 --> 00:12:52.000]  兩位數羅
[00:12:52.000 --> 00:12:56.800]  保羅大約在耶穌基督出生的時候
[00:12:56.800 --> 00:12:58.840]  在大數出生
[00:12:58.840 --> 00:13:03.400]  而大數就是羅馬在小亞細亞
[00:13:03.400 --> 00:13:05.160]  就是現在的土耳其
[00:13:05.160 --> 00:13:08.080]  一個很重要的城市
[00:13:08.080 --> 00:13:11.400]  保羅早年大部份的時間
[00:13:11.400 --> 00:13:14.640]  都是在耶路撒冷度過
[00:13:14.640 --> 00:13:18.520]  在那裡他拜了一個很出名的拉斐
[00:13:18.520 --> 00:13:19.880]  叫做加瑪烈
[00:13:19.880 --> 00:13:21.920]  加瑪烈就是他的師父
[00:13:21.920 --> 00:13:26.760]  加瑪烈是一個很受猶太人尊敬的拉斐
[00:13:26.760 --> 00:13:31.360]  保羅和他的父親都是法利塞人
[00:13:31.360 --> 00:13:35.200]  而法利塞人就是猶太教裡面
[00:13:35.200 --> 00:13:38.800]  最保守的聖源
[00:13:38.800 --> 00:13:40.960]  記不記得保羅
[00:13:40.960 --> 00:13:42.920]  我們說《使徒行傳》的時候
[00:13:42.920 --> 00:13:44.840]  他早期是怎樣的
[00:13:44.840 --> 00:13:47.200]  他是敵對福音
[00:13:47.200 --> 00:13:49.840]  與耶穌基督作對
[00:13:49.840 --> 00:13:52.000]  他目擊甚至是參與
[00:13:52.000 --> 00:13:55.120]  使提反的死刑的處決
[00:13:55.120 --> 00:13:57.960]  然後他是逼迫基督徒
[00:13:57.960 --> 00:14:00.600]  他要去到大馬式
[00:14:00.600 --> 00:14:03.000]  將基督徒捉拿
[00:14:03.000 --> 00:14:04.760]  回去耶路撒冷
[00:14:04.760 --> 00:14:07.720]  結果他就在路上與主相遇
[00:14:07.720 --> 00:14:09.920]  大大地改變了他
[00:14:09.920 --> 00:14:11.840]  與主相遇之後
[00:14:11.840 --> 00:14:16.480]  他就立刻傳廣福音的信息
[00:14:16.480 --> 00:14:19.280]  他在大馬式逃生之後
[00:14:19.280 --> 00:14:22.320]  因為大馬式有人想逼迫他
[00:14:22.320 --> 00:14:23.760]  追殺他
[00:14:23.760 --> 00:14:25.640]  他逃離了大馬式
[00:14:25.640 --> 00:14:29.520]  去到死海東南邊的阿拉伯
[00:14:29.520 --> 00:14:32.600]  在那裡他暴過了三年
[00:14:32.600 --> 00:14:36.640]  那三年耶穌基督是親自向他顯現
[00:14:36.640 --> 00:14:41.720]  給了他很多直接從耶穌基督而來的啟示
[00:14:41.720 --> 00:14:45.360]  雖然保羅是其貌不揚
[00:14:45.360 --> 00:14:47.400]  我們知道保羅是很小的
[00:14:47.400 --> 00:14:49.320]  矮矮小小
[00:14:49.320 --> 00:14:52.240]  正如他的名字一樣
[00:14:52.240 --> 00:14:54.800]  保羅的名字的意思是什麼
[00:14:54.800 --> 00:14:57.040]  微小的意思
[00:14:57.040 --> 00:14:58.120]  他其貌不揚
[00:14:58.120 --> 00:15:02.320]  但是神就給他有很大的內在質素
[00:15:02.320 --> 00:15:04.480]  神通過聖靈
[00:15:04.480 --> 00:15:06.880]  是給他有內在的力量
[00:15:06.880 --> 00:15:08.640]  神是告訴他
[00:15:08.640 --> 00:15:10.960]  神的恩典是夠他用
[00:15:10.960 --> 00:15:13.440]  哥倫多後書的十二章
[00:15:13.440 --> 00:15:14.920]  九至十節
[00:15:14.920 --> 00:15:16.600]  也是因為這樣
[00:15:16.600 --> 00:15:19.840]  神藉著在他身上的聖靈幫助他
[00:15:19.840 --> 00:15:26.360]  是能夠成功地完成他在地上屬靈的賽跑
[00:15:26.360 --> 00:15:31.360]  保羅可以說是將基督教
[00:15:31.360 --> 00:15:35.200]  傳給羅馬帝國一個最大的功臣
[00:15:35.200 --> 00:15:38.280]  他在地中海大部分的地方
[00:15:38.280 --> 00:15:42.240]  進行了三次的報道旅程
[00:15:42.240 --> 00:15:44.840]  在使徒行傳的時候我們也說過
[00:15:44.840 --> 00:15:47.680]  他不斷的、孜孜不倦地
[00:15:47.680 --> 00:15:49.920]  傳廣福音的信息
[00:15:49.920 --> 00:15:53.920]  而這個信息是他曾經想毀滅的信息
[00:15:53.920 --> 00:15:56.240]  保羅真是一個很有趣的人
[00:15:56.240 --> 00:15:59.560]  大大地給神使用
[00:15:59.560 --> 00:16:02.920]  保羅最後的旅程又是怎樣
[00:16:02.920 --> 00:16:09.960]  我們知道他要帶給耶路撒冷的捐款回到耶路撒冷
[00:16:09.960 --> 00:16:12.080]  當他回到耶路撒冷的時候
[00:16:12.080 --> 00:16:15.240]  一班猶太人就誣告他
[00:16:15.240 --> 00:16:18.840]  說他帶領外邦人進入聖殿
[00:16:18.840 --> 00:16:21.240]  他們的邏輯是什麼
[00:16:21.240 --> 00:16:24.760]  保羅和他外邦人的朋友是形影不離
[00:16:24.760 --> 00:16:26.640]  保羅進入了聖殿
[00:16:26.640 --> 00:16:29.440]  他外邦人的朋友沒理由不去
[00:16:29.440 --> 00:16:33.840]  所以他們就說保羅帶了外邦人進入聖殿
[00:16:33.840 --> 00:16:37.000]  他們將保羅毆打、捉拿
[00:16:37.000 --> 00:16:39.640]  甚至是要判他死刑
[00:16:39.640 --> 00:16:42.920]  有兩位羅馬的總督
[00:16:42.920 --> 00:16:45.440]  菲力斯和菲斯都
[00:16:45.440 --> 00:16:48.480]  還有希律王、阿基帕
[00:16:48.480 --> 00:16:51.880]  都找不到保羅有任何的罪狀
[00:16:51.880 --> 00:16:58.280]  但是在猶太人領袖的壓迫之下
[00:16:58.280 --> 00:17:01.400]  羅馬政府不夠膽釋放保羅
[00:17:01.400 --> 00:17:04.000]  仍然將他拘留
[00:17:04.000 --> 00:17:09.520]  兩年之後保羅要用他羅馬公民的身份
[00:17:09.520 --> 00:17:12.360]  向羅馬王上訴
[00:17:12.360 --> 00:17:15.720]  於是就開始了一段很痛苦的旅程
[00:17:15.720 --> 00:17:20.160]  因為保羅要去羅馬見該撒王
[00:17:20.160 --> 00:17:22.080]  在這個旅程
[00:17:22.080 --> 00:17:26.160]  他遭遇到風暴、沉船、海難
[00:17:26.160 --> 00:17:29.120]  最後去到羅馬
[00:17:29.120 --> 00:17:33.520]  根據傳統保羅是被釋放了
[00:17:33.520 --> 00:17:36.160]  但是他再次被逮捕
[00:17:36.160 --> 00:17:38.400]  這次他就出不來
[00:17:38.400 --> 00:17:41.240]  根據傳統告訴我們
[00:17:41.240 --> 00:17:43.520]  保羅在尼祿的時候
[00:17:43.520 --> 00:17:47.680]  他是在羅馬城被處斬
[00:17:47.680 --> 00:17:50.760]  他是被埋葬在羅馬城以外的
[00:17:50.760 --> 00:17:55.920]  奧斯蒂亞這條路的上面
[00:17:55.920 --> 00:17:57.720]  我們不妨看看
[00:17:57.720 --> 00:18:00.880]  為什麼保羅要寫羅馬書
[00:18:00.880 --> 00:18:03.000]  其實是有兩個原因
[00:18:03.000 --> 00:18:06.120]  第一個原因就是要將這個福音的信息
[00:18:06.120 --> 00:18:08.360]  傳給羅馬的信徒
[00:18:08.360 --> 00:18:10.360]  是要去兼顧他們
[00:18:10.360 --> 00:18:13.400]  在羅馬書的一章十一節說
[00:18:13.400 --> 00:18:16.080]  「因為我徹徹的想見你們
[00:18:16.080 --> 00:18:20.000]  要把些屬靈的恩賜分給你們
[00:18:20.000 --> 00:18:22.920]  使你們可以兼顧」
[00:18:22.920 --> 00:18:25.240]  保羅很清楚的告訴他
[00:18:25.240 --> 00:18:29.280]  保羅什麼屬靈的恩賜要分給他們
[00:18:29.280 --> 00:18:31.600]  就是保羅的教導
[00:18:31.600 --> 00:18:33.840]  這個教導就是有關
[00:18:33.840 --> 00:18:36.080]  「恩信清義」的福音
[00:18:36.080 --> 00:18:38.400]  就是這部書的主題
[00:18:38.400 --> 00:18:41.920]  保羅寫這封信的目的
[00:18:41.920 --> 00:18:45.080]  就是要將「恩信清義」的福音
[00:18:45.080 --> 00:18:48.040]  傳給羅馬的信徒
[00:18:48.040 --> 00:18:51.520]  但是也有很多的學者
[00:18:51.520 --> 00:18:56.760]  他們認為這不是保羅寫羅馬書的目的
[00:18:56.760 --> 00:18:58.840]  例如大衛包心
[00:18:58.840 --> 00:19:01.680]  他不相信保羅寫羅馬書
[00:19:01.680 --> 00:19:04.560]  就是想傳給羅馬信徒
[00:19:04.560 --> 00:19:06.560]  這個福音的信息
[00:19:06.560 --> 00:19:07.720]  但是其實
[00:19:07.720 --> 00:19:10.920]  如果我們看羅馬書是很清楚的
[00:19:10.920 --> 00:19:13.840]  因為羅馬書是有一個首尾的結構
[00:19:13.840 --> 00:19:15.160]  一頭一尾
[00:19:15.160 --> 00:19:17.360]  保羅也說了一個信息
[00:19:17.360 --> 00:19:18.440]  是什麼?
[00:19:18.440 --> 00:19:21.040]  你看看羅馬書的一章一節
[00:19:21.040 --> 00:19:24.000]  和羅馬書的十六章二十五節
[00:19:24.000 --> 00:19:26.920]  一頭一尾保羅也指出
[00:19:26.920 --> 00:19:30.520]  福音是神完備的咎因
[00:19:30.520 --> 00:19:34.960]  夾在中間最重要的信息是什麼?
[00:19:34.960 --> 00:19:37.120]  就是「恩信清義」的道理
[00:19:37.120 --> 00:19:39.480]  所以一頭一尾也說出
[00:19:39.480 --> 00:19:42.760]  福音的信息是神完備的咎因
[00:19:42.760 --> 00:19:45.800]  這個咎因是世人所需要的
[00:19:45.800 --> 00:19:49.480]  無論是猶太人或者是外邦人
[00:19:49.480 --> 00:19:52.040]  而在羅馬書的一章十五節
[00:19:52.040 --> 00:19:53.040]  保羅說
[00:19:53.040 --> 00:19:57.520]  「我要將福音也傳給你們在羅馬的人」
[00:19:57.520 --> 00:19:59.480]  最清楚不過
[00:19:59.480 --> 00:20:05.480]  這個就是保羅寫羅馬書信的原因
[00:20:05.480 --> 00:20:07.440]  還有第二個原因
[00:20:07.440 --> 00:20:13.200]  保羅是要將自己介紹給羅馬的信徒
[00:20:13.200 --> 00:20:17.520]  我們知道保羅是很希望去羅馬
[00:20:17.520 --> 00:20:19.640]  剛才我們說了
[00:20:19.640 --> 00:20:24.360]  他就是藉著這封信來介紹自己
[00:20:24.360 --> 00:20:27.080]  羅馬書的十五章三十節說
[00:20:27.080 --> 00:20:30.320]  「弟兄們 我藉著我們主耶穌基督
[00:20:30.320 --> 00:20:32.160]  又藉著聖靈的愛
[00:20:32.160 --> 00:20:37.040]  勸你們與我一同竭力為我祈求神」
[00:20:37.040 --> 00:20:38.280]  有沒有看到?
[00:20:38.280 --> 00:20:42.320]  他是希望將自己介紹給羅馬教會
[00:20:42.320 --> 00:20:44.560]  讓羅馬教會的人認識他
