
[00:00:00.000 --> 00:00:04.700]  今天要和大家分享的題目是「神家我家」
[00:03:43.600 --> 00:03:45.300]  所以有些教會就覺得
[00:03:45.300 --> 00:03:47.700]  那個人還沒受洗不是我們的會員
[00:03:47.700 --> 00:03:50.200]  不是我們的教友,他不是家人
[00:03:50.200 --> 00:03:52.200]  所以有些人說那個人還沒有受洗
[00:03:52.200 --> 00:03:54.300]  他就不是我們的會員
[00:03:54.300 --> 00:03:56.200]  不是我們的教友
[00:03:56.200 --> 00:03:59.600]  他教會,會有大會投票,他就沒有權
[00:03:59.600 --> 00:04:02.900]  然後在會友大會投票,他沒有權利
[00:04:02.900 --> 00:04:05.200]  他考慮誠心相信,還沒受洗的
[00:04:05.200 --> 00:04:07.500]  他是不是神的家人?
[00:04:07.500 --> 00:04:09.900]  他口裡承認,心裡相信
[00:04:09.900 --> 00:04:11.200]  他還沒有受洗而已
[00:04:11.200 --> 00:04:14.500]  他是不是教會的屆人呢?
[00:04:14.500 --> 00:04:17.000]  是不是很複雜在裡面?
[00:04:17.000 --> 00:04:20.400]  這是不是很邪宅在裡面?
[00:04:20.400 --> 00:04:23.800]  比如說一些沒有道的朋友來教會
[00:04:23.800 --> 00:04:26.800]  比如說一些沒有道的朋友來到教會
[00:04:26.800 --> 00:04:28.600]  已經很多很多年了
[00:04:28.600 --> 00:04:30.700]  他已經來了教會很多年
[00:04:30.700 --> 00:04:33.300]  甚至比一群已經受洗歸入教會
[00:04:33.300 --> 00:04:35.300]  成為會友的家人來說
[00:04:35.300 --> 00:04:37.100]  更加準時回來教會
[00:04:37.100 --> 00:04:41.200]  甚至比一些已經成為會友的屆人
[00:04:41.200 --> 00:04:44.300]  更加準時的來到教會當中
[00:04:44.300 --> 00:04:46.100]  他是不是神家裡的人?
[00:04:46.100 --> 00:04:48.600]  他是不是神屆裡的人呢?
[00:04:48.600 --> 00:04:50.800]  是不是神召集起來到神的家裡面
[00:04:50.800 --> 00:04:52.100]  一起跟我們一起
[00:04:52.100 --> 00:04:54.400]  又敬拜又什麼?
[00:04:54.400 --> 00:04:57.300]  是不是神召集他來到我們神的家
[00:04:57.300 --> 00:04:58.700]  一同敬拜的?
[00:04:58.700 --> 00:05:00.100]  所以很多時被我們發覺
[00:05:00.100 --> 00:05:03.300]  神的家裡面很多規限在裡面
[00:05:03.300 --> 00:05:04.500]  所以我們說有時候
[00:05:04.500 --> 00:05:06.700]  神的家是有很多虧欠在裡面
[00:05:06.700 --> 00:05:09.000]  那這裡就有很多不同的教會裡面
[00:05:09.000 --> 00:05:12.200]  寫明哪些人沒受洗
[00:05:12.200 --> 00:05:14.200]  不信教會會友
[00:05:14.200 --> 00:05:15.400]  那有些人可以
[00:05:15.400 --> 00:05:17.900]  變成很多不同的規條在裡面
[00:05:17.900 --> 00:05:19.900]  所以有些教會說還沒有受洗
[00:05:19.900 --> 00:05:22.100]  就不能成為會友
[00:05:22.100 --> 00:05:24.700]  就變成有很多規矩在裡面
[00:05:24.700 --> 00:05:26.100]  所以方方神面前
[00:05:26.100 --> 00:05:28.100]  凡是神所召集
[00:05:28.100 --> 00:05:31.500]  來到跟我們在一起
[00:05:31.500 --> 00:05:35.500]  所以要回到神的面前
[00:05:35.500 --> 00:05:38.000]  凡是神召集在一起
[00:05:38.000 --> 00:05:41.100]  一同敬拜一同交通的
[00:05:41.100 --> 00:05:44.800]  我們不應該當他們是我們一家人
[00:05:44.800 --> 00:05:48.600]  那我們是否稱他們成為是一家人呢?
[00:05:48.600 --> 00:05:53.100]  所以無論你是什麼國籍也好
[00:05:53.100 --> 00:05:56.000]  哪個民族也好
[00:05:56.000 --> 00:06:01.900]  都是神所愛的子民
[00:06:01.900 --> 00:06:04.700]  只不過你什麼時候信入到你的靈明
[00:06:04.700 --> 00:06:07.100]  有沒有根深蒼生罪呢?
[00:06:07.100 --> 00:06:08.800]  只是你什麼時候相信
[00:06:08.800 --> 00:06:11.200]  靈明有沒有更新而已
[00:06:11.200 --> 00:06:13.700]  那說到什麼是神召你的人呢?
[00:06:13.700 --> 00:06:16.100]  我們說到什麼是神召你的人呢?
[00:06:16.100 --> 00:06:17.800]  就是神家有沒有基礎?
[00:06:17.800 --> 00:06:19.200]  神家有沒有基礎?
[00:06:19.200 --> 00:06:21.300]  每一家都有一個基礎在裡面
[00:06:21.300 --> 00:06:23.700]  每一家都有一個基礎在裡面
[00:06:23.700 --> 00:06:24.300]  所以我們看到
[00:06:24.300 --> 00:06:28.000]  原來神的家裡面的基礎建立在哪裡?
[00:06:28.000 --> 00:06:31.500]  所以神的原來的基礎建立在哪裡呢?
[00:06:31.500 --> 00:06:35.000]  建立在基督的黃國石裡面
[00:06:35.000 --> 00:06:37.900]  祂是建立在基督的房腳石裡面
[00:06:37.900 --> 00:06:39.900]  我們當我們看這條精文的時候
[00:06:39.900 --> 00:06:45.600]  並且被建造在使徒和先知的根基上
[00:06:45.600 --> 00:06:47.200]  而這段精文說
[00:06:47.200 --> 00:06:51.500]  並且被建造在使徒和先知的根基上
[00:06:51.500 --> 00:06:53.700]  黃國石和根基有沒有分別?
[00:06:53.700 --> 00:06:57.000]  房腳石跟根基有沒有分別呢?
[00:06:57.000 --> 00:06:58.300]  我們今天信仰的根基
[00:06:58.300 --> 00:07:00.700]  是不是建造在使徒和先知身上?
[00:07:00.700 --> 00:07:02.000]  我們今天信仰的根基
[00:07:02.000 --> 00:07:02.900]  是不是建立在使徒和先知上?
[00:07:02.900 --> 00:07:05.300]  如果按照字面這樣解釋來說
[00:07:05.300 --> 00:07:06.400]  是不是這樣?
[00:07:06.400 --> 00:07:10.800]  如果按照字面來解釋就是這樣
[00:07:10.800 --> 00:07:15.100]  為什麼以弗所書這一節說
[00:07:15.100 --> 00:07:19.800]  被建造在使徒先知的根基上呢?
[00:07:19.800 --> 00:07:22.300]  為什麼以弗所書這一句說
[00:07:22.300 --> 00:07:25.900]  被建造在使徒和先知的根基上呢?
[00:07:25.900 --> 00:07:28.100]  當我們查考聖經的時候
[00:07:28.100 --> 00:07:30.100]  發覺他的解釋是這樣的
[00:07:30.100 --> 00:07:32.600]  當我們查考聖經的時候
[00:07:32.600 --> 00:07:34.600]  他的解釋是這樣
[00:07:34.600 --> 00:07:36.600]  第一可以指的是
[00:07:36.600 --> 00:07:40.400]  使徒和先知重新領受
[00:07:40.400 --> 00:07:43.400]  而全用來真理和教訓
[00:07:43.400 --> 00:07:47.200]  要使徒跟先知是重新領受的
[00:07:47.200 --> 00:07:49.400]  而且也可以說
[00:07:49.400 --> 00:07:51.600]  使徒就是做開封的報道
[00:07:51.600 --> 00:07:52.900]  先知做什麼?
[00:07:52.900 --> 00:07:55.200]  聖經的栽培教導
[00:07:55.200 --> 00:07:58.900]  要使徒是做開封的教導
[00:07:58.900 --> 00:08:06.300]  先知是講解聖經或者是培訓的
[00:08:06.300 --> 00:08:09.500]  所以看到原來使徒先知所代表的
[00:08:09.500 --> 00:08:12.300]  我們一番番在神的話語
[00:08:12.300 --> 00:08:16.600]  和之前我們見證在神的所謂當中
[00:08:16.600 --> 00:08:18.600]  所以使徒先知是要
[00:08:18.600 --> 00:08:22.600]  我們要回到神之前的話語
[00:08:22.600 --> 00:08:23.800]  第二方面可以看到
[00:08:23.800 --> 00:08:27.500]  建立在耶穌為一個防國神
[00:08:27.500 --> 00:08:30.500]  我們看到耶穌為防國神
[00:08:30.500 --> 00:08:32.700]  防國神我們怎樣去理解呢?
[00:08:32.700 --> 00:08:34.700]  防國神我們是怎樣去解釋呢?
[00:08:34.700 --> 00:08:41.700]  防國神是建築物下面最穩固的石頭
[00:08:41.700 --> 00:08:45.500]  防國神是建築物最穩固的一塊石頭
[00:08:45.500 --> 00:08:51.100]  他要承擔上面的建造的
[00:08:51.100 --> 00:08:52.700]  很堅固的
[00:08:52.700 --> 00:08:54.100]  他是很堅固的
[00:08:54.100 --> 00:08:55.900]  這樣明不明白?
[00:08:55.900 --> 00:08:58.300]  這樣解釋大家會不會明白呢?
[00:08:58.300 --> 00:09:00.900]  既然耶穌是一個防國神
[00:09:00.900 --> 00:09:03.300]  下單的那塊石
[00:09:03.300 --> 00:09:06.900]  既然耶穌是防腳石下面的那塊石頭
[00:09:06.900 --> 00:09:09.300]  那使徒先知的根基放在哪裏呢?
[00:09:09.300 --> 00:09:14.100]  要使徒的根基是在哪裏呢?
[00:09:14.100 --> 00:09:15.700]  如果看這幅圖
[00:09:15.700 --> 00:09:19.900]  我們看這一幅畫
[00:09:19.900 --> 00:09:23.500]  右手邊那個叫什麽?
[00:09:23.500 --> 00:09:25.500]  右手邊的是什麽呢?
[00:09:25.500 --> 00:09:26.900]  打樁是嗎?
[00:09:26.900 --> 00:09:28.300]  要打幾深?
[00:09:28.300 --> 00:09:30.500]  這是打樁的
[00:09:30.500 --> 00:09:32.100]  打樁打幾深?
[00:09:32.100 --> 00:09:34.100]  這是打基心
[00:09:34.100 --> 00:09:37.500]  打樁打幾深就看建築物要建得幾高是嗎?
[00:09:37.500 --> 00:09:39.900]  因為他會看有多深
[00:09:39.900 --> 00:09:41.500]  只有建築物可以建多高
[00:09:41.500 --> 00:09:45.300]  那建築物一層、十層、二十層、三十層、一百層
[00:09:45.300 --> 00:09:48.100]  樁是不同長短的
[00:09:48.100 --> 00:09:49.500]  如果樓是越高
[00:09:49.500 --> 00:09:53.100]  它的樁是打得最不同
[00:09:53.100 --> 00:09:56.500]  假如打短樁
[00:09:56.500 --> 00:09:57.700]  有沒有聽過?
[00:09:57.700 --> 00:10:01.700]  有沒有聽過打短樁?
[00:10:01.700 --> 00:10:04.100]  如果打短樁不建築物會怎樣?
[00:10:04.100 --> 00:10:05.900]  打短樁的建築是怎樣?
[00:10:05.900 --> 00:10:07.900]  它會爛、壞掉
[00:10:07.900 --> 00:10:10.500]  那在左手邊有沒有看到
[00:10:10.500 --> 00:10:13.100]  有沒有很多鋼管?
[00:10:13.100 --> 00:10:16.500]  有沒有在左手邊看到很多鋼...
[00:10:16.500 --> 00:10:23.100]  原來在耶穌的左手邊就是那個樁
[00:10:23.100 --> 00:10:25.100]  之後上面有個地基
[00:10:25.100 --> 00:10:28.100]  以後耶穌解釋為那個地樁
[00:10:28.100 --> 00:10:31.700]  我們上面是有個地基
[00:10:31.700 --> 00:10:34.300]  那要打好樁了
[00:10:34.300 --> 00:10:35.500]  之後有個地基了
[00:10:35.500 --> 00:10:37.500]  之後要怎樣?
[00:10:37.500 --> 00:10:39.100]  有了樁以後有地基
[00:10:39.100 --> 00:10:40.900]  然後怎樣呢?
[00:10:40.900 --> 00:10:45.700]  就是把鑽頭插上去
[00:10:45.700 --> 00:10:47.300]  原來我發現到
[00:10:47.300 --> 00:10:50.900]  原來是鑽頭被建造在
[00:10:50.900 --> 00:10:53.700]  使徒先知的耕機
[00:10:53.700 --> 00:10:57.100]  耶穌的黃腳、黃國石上
[00:10:57.100 --> 00:10:59.100]  是使徒被建造在
[00:10:59.100 --> 00:11:06.700]  根據耶穌的房腳石上面
[00:11:06.700 --> 00:11:09.300]  這樣比較容易了解多一點
[00:11:09.300 --> 00:11:12.700]  這是否會容易了解一點呢?
[00:11:12.700 --> 00:11:14.500]  在那個耕機上面
[00:11:14.500 --> 00:11:18.700]  我們要求村是被建造上來的
[00:11:18.700 --> 00:11:21.100]  在耕機上面我們像鑽頭一樣
[00:11:21.100 --> 00:11:24.700]  一塊一塊被切上去
[00:11:24.700 --> 00:11:28.300]  就說每一個信徒就是一塊磚
[00:11:28.300 --> 00:11:30.900]  就是每一個信徒就是一個鑽頭
[00:11:30.900 --> 00:11:32.700]  是被建造的
[00:11:32.700 --> 00:11:33.900]  它是被建造的
[00:11:33.900 --> 00:11:35.700]  被建造是什麼意思?
[00:11:35.700 --> 00:11:37.300]  被建造是什麼意思呢?
[00:11:37.300 --> 00:11:40.700]  是被人拿來一塊一塊砌了上去的
[00:11:40.700 --> 00:11:43.700]  是被人就是一塊一塊的切上去
[00:11:43.700 --> 00:11:46.500]  而那一堆磚
[00:11:46.500 --> 00:11:48.900]  如果那一堆磚頭
[00:11:48.900 --> 00:11:52.500]  沒有一個人幫它砌上來
[00:11:52.500 --> 00:11:55.300]  沒有一個人幫它切上去
[00:11:55.300 --> 00:11:56.300]  是一堆什麼?
[00:11:56.300 --> 00:11:57.900]  它是一堆什麼呢?
[00:11:57.900 --> 00:11:59.100]  一堆磚
[00:11:59.100 --> 00:12:01.300]  它只是一堆磚頭
[00:12:01.300 --> 00:12:04.100]  如果被人建造上來呢?
[00:12:04.100 --> 00:12:06.300]  如果是被人建造上去的
[00:12:06.300 --> 00:12:07.700]  變成一間什麼?
[00:12:07.700 --> 00:12:09.700]  它會變成一間什麼呢?
[00:12:09.700 --> 00:12:10.900]  一間房子
[00:12:10.900 --> 00:12:14.100]  是一間房子
[00:12:14.100 --> 00:12:15.500]  房角石有了
[00:12:15.500 --> 00:12:16.900]  房角石有了
[00:12:16.900 --> 00:12:17.900]  地基有了
[00:12:17.900 --> 00:12:19.100]  地基有了
[00:12:19.100 --> 00:12:20.300]  街磚有了
[00:12:20.300 --> 00:12:21.700]  磚頭有了
[00:12:21.700 --> 00:12:24.100]  被是指誰呢?
[00:12:24.100 --> 00:12:27.900]  被是指誰呢?
[00:12:27.900 --> 00:12:31.500]  那些人拿一塊磚頭砌一砌砌了上來
[00:12:31.500 --> 00:12:34.300]  當中加上什麼?
[00:12:34.300 --> 00:12:36.900]  就是人把磚頭切上去
[00:12:36.900 --> 00:12:38.300]  當中是用什麼呢?
[00:12:38.300 --> 00:12:39.300]  是用水泥
[00:12:39.300 --> 00:12:43.500]  水泥就將那些磚一塊一塊一塊的連在一起
[00:12:43.500 --> 00:12:45.300]  黏在一起
[00:12:45.300 --> 00:12:49.300]  就是水泥把磚頭就是一塊一塊的切上
[00:12:49.300 --> 00:12:50.500]  連起來
[00:12:50.500 --> 00:12:54.300]  如果我們將那些水泥比喻為聖靈
[00:12:54.300 --> 00:12:55.500]  可不可以?
[00:12:55.500 --> 00:12:59.500]  要我們把水泥比喻成為聖靈可不可以呢?
[00:12:59.500 --> 00:13:03.100]  我回想我的信仰當中
[00:13:03.100 --> 00:13:04.900]  我們回想到我們信仰當中
[00:13:04.900 --> 00:13:07.700]  我們有基督為我們的什麼?
[00:13:07.700 --> 00:13:12.100]  我們有基督為我們的基礎
[00:13:12.100 --> 00:13:20.300]  有使出先知的見證跟教導
[00:13:20.300 --> 00:13:23.900]  只好在聖靈在我們大英哲學信徒當中
[00:13:23.900 --> 00:13:27.500]  彼此的合作成為我們合一
[00:13:27.500 --> 00:13:29.100]  被建造起來
[00:13:29.100 --> 00:13:39.500]  然後聖靈在我們當中為我們做聯繫的工作
[00:13:39.500 --> 00:13:40.900]  令到我們合一起來
[00:13:40.900 --> 00:13:43.700]  然後把我們聯起合一在一起
[00:13:43.700 --> 00:13:46.900]  所以在教會裏面
[00:13:46.900 --> 00:13:48.300]  在神家裏面
[00:13:48.300 --> 00:13:49.700]  在神階中
[00:13:49.700 --> 00:13:54.100]  誰才是主人呢?
[00:13:54.100 --> 00:13:55.500]  基督嘛,是不是?
[00:13:55.500 --> 00:13:59.500]  很多時候我們發覺
[00:13:59.500 --> 00:14:04.100]  原來在教會裏面除了耶穌沒有其他外逃
[00:14:04.100 --> 00:14:05.500]  很多時候我們在教會
[00:14:05.500 --> 00:14:08.900]  除了耶穌沒有其他為頭的
[00:14:08.900 --> 00:14:15.100]  但我們發覺在現在的教會當中
[00:14:15.100 --> 00:14:20.300]  教會的頭,教會的主人是誰呢?
[00:14:20.300 --> 00:14:27.300]  現在的教會變成了契約化
[00:14:27.300 --> 00:14:31.300]  那是神的家嗎?
[00:14:31.300 --> 00:14:41.300]  所以神的家建立在當中並不是誰有功勞
[00:14:41.300 --> 00:14:50.300]  假如沒有基督為仆博士
[00:14:50.300 --> 00:14:54.300]  沒有聖靈在當中帶領的話
[00:14:54.300 --> 00:14:58.100]  我們會不會在一起也是假的?
[00:14:58.100 --> 00:15:02.700]  我們看到神的基礎在裏面
[00:15:02.700 --> 00:15:12.700]  在神的家裏面我們應該有什麼心態呢?
[00:15:12.700 --> 00:15:17.500]  我們是不是自己人呢?
[00:15:17.500 --> 00:15:21.100]  是還是不是?
[00:15:21.100 --> 00:15:26.900]  昨天下午在這裏分享的時候
[00:15:26.900 --> 00:15:27.700]  問了很多人
[00:15:27.700 --> 00:15:30.700]  你們有沒有看今次歐洲盃踢球?
[00:15:30.700 --> 00:15:34.100]  問了大家今年有沒有看歐洲盃踢球?
[00:15:34.100 --> 00:15:36.900]  這次有沒有看歐洲盃踢球?
[00:15:36.900 --> 00:15:37.900]  我再問一次
[00:15:37.900 --> 00:15:41.300]  今年有沒有看歐洲盃踢球球?
[00:15:41.300 --> 00:15:44.500]  有的就舉手
[00:15:44.500 --> 00:15:45.900]  很少
[00:15:45.900 --> 00:15:47.500]  是很少
[00:15:47.500 --> 00:15:49.300]  你住在英國
[00:15:49.300 --> 00:15:51.100]  你是住在英國的吧?
[00:15:51.100 --> 00:15:53.300]  為什麼不投入他們的生活方式裏面呢?
[00:15:53.300 --> 00:15:56.700]  為什麼不投入他們的生活方式當中呢?
[00:15:56.700 --> 00:15:58.500]  為什麼呢?
[00:15:58.500 --> 00:16:00.700]  他們是英國人我們是中國人
[00:16:00.700 --> 00:16:02.900]  因為他們是英國人我們是中國人
[00:16:02.900 --> 00:16:03.700]  是不是?
[00:16:03.700 --> 00:16:05.300]  是不是這樣呢?
[00:16:05.300 --> 00:16:06.700]  剛才沒有看到你舉手
[00:16:06.700 --> 00:16:08.500]  不要搖頭
[00:16:08.500 --> 00:16:09.900]  剛剛在這裏沒有舉手
[00:16:09.900 --> 00:16:10.700]  所以不要搖頭
[00:16:10.700 --> 00:16:11.700]  很明顯的
[00:16:11.700 --> 00:16:15.300]  踢球是找了22個人
[00:16:15.300 --> 00:16:16.700]  追著一球來踢
[00:16:16.700 --> 00:16:18.500]  這麼辛苦
[00:16:18.500 --> 00:16:19.300]  這是踢足球
[00:16:19.300 --> 00:16:23.700]  這是22個人追著一支足球來追來追去
[00:16:23.700 --> 00:16:26.500]  英國人的文化和興趣
[00:16:26.500 --> 00:16:28.300]  中國人完全沒有興趣的
[00:16:28.300 --> 00:16:29.300]  沒有投入
[00:16:29.300 --> 00:16:31.300]  那是英國人的文化和興趣
[00:16:31.300 --> 00:16:33.900]  我們中國人是完全沒有這個興趣的
[00:16:33.900 --> 00:16:36.100]  所以這次應該要退出了
[00:16:36.100 --> 00:16:39.900]  所以這一次英國要缺歐
[00:16:39.900 --> 00:16:41.300]  因為很自然
[00:16:41.300 --> 00:16:43.300]  我在荷蘭40多年
[00:16:43.300 --> 00:16:46.900]  然後洪牧師在荷蘭住了40多年
[00:16:46.900 --> 00:16:48.900]  我拿著荷蘭護照
[00:16:48.900 --> 00:16:51.300]  他拿著是荷蘭的護照
[00:16:51.300 --> 00:16:53.300]  但是我家吃的是中國菜
[00:16:53.300 --> 00:16:55.500]  但在街中吃的是中國菜
[00:16:55.500 --> 00:16:58.100]  荷蘭菜我不會再吃的
[00:16:58.100 --> 00:17:00.100]  荷蘭的餐館菜我不會去的
[00:17:00.100 --> 00:17:01.300]  為什麼不好吃
[00:17:01.300 --> 00:17:02.700]  因為不好吃
[00:17:02.700 --> 00:17:04.700]  我的思維都是中國人的思維
[00:17:04.700 --> 00:17:09.100]  因為他的思維都是中國人的思維
[00:17:09.100 --> 00:17:11.900]  那我有沒有當荷蘭是我自己的家
[00:17:11.900 --> 00:17:15.100]  他有沒有當荷蘭是自己的家呢
[00:17:15.100 --> 00:17:15.900]  沒有啊
[00:17:15.900 --> 00:17:18.900]  我想著我遲早都會回歸的
[00:17:18.900 --> 00:17:19.900]  洪牧師是沒有
[00:17:19.900 --> 00:17:22.700]  他想遲早一天他會回歸
[00:17:22.700 --> 00:17:26.700]  大家話多話少都有這樣的想法在裡面
[00:17:26.700 --> 00:17:30.700]  相信在座的弟兄姊妹或多或少也有這樣的思想在當中
[00:17:30.700 --> 00:17:35.700]  我來到荷蘭來到英國最重要是為了好生存
[00:17:35.700 --> 00:17:39.700]  我們來英國或荷蘭最主要是為了賺錢
[00:17:39.700 --> 00:17:43.700]  對英國對荷蘭完全一點歸屬感都沒有
[00:17:43.700 --> 00:17:46.700]  對英國荷蘭完全沒有歸屬感
[00:17:46.700 --> 00:17:51.700]  有沒有人反對我這樣的想法呢
[00:17:51.700 --> 00:17:53.700]  應該沒有吧
[00:17:53.700 --> 00:17:55.700]  大家都是中國人
[00:17:55.700 --> 00:17:57.700]  大家都是中國人
[00:17:57.700 --> 00:17:59.700]  昨天今天我們回到教會裡面
[00:17:59.700 --> 00:18:02.700]  一樣的我們今天回到教會當中
[00:18:02.700 --> 00:18:05.700]  你今天回來教會就是因為我要回教會
[00:18:05.700 --> 00:18:07.700]  所以我來到教會
[00:18:07.700 --> 00:18:11.700]  是否是因為我要回教會所以我才回教會
[00:18:11.700 --> 00:18:13.700]  有沒有這樣的心態呢
[00:18:13.700 --> 00:18:14.700]  有沒有這樣的心態呢
[00:18:14.700 --> 00:18:16.700]  如果這次你沒有來教會
[00:18:16.700 --> 00:18:19.700]  明天或今天我在傳道或者在大廳
[00:18:19.700 --> 00:18:21.700]  哇為什麼今天沒有來教會
[00:18:21.700 --> 00:18:23.700]  如果你今天沒有來教會
[00:18:23.700 --> 00:18:26.700]  未傳道跟Irene會不會打電話來說
[00:18:26.700 --> 00:18:28.700]  為什麼你沒有來教會呢
[00:18:28.700 --> 00:18:35.700]  有沒有把教會當作是自己的家呢
[00:18:35.700 --> 00:18:43.700]  很多時候我們會覺得這次我們在教會裡面
[00:18:43.700 --> 00:18:45.700]  身分都是外人而已
[00:18:45.700 --> 00:18:52.700]  我回教會最主要聖經跟我講
[00:18:52.700 --> 00:18:57.700]  聖經說不可以停止聚會
[00:18:57.700 --> 00:18:59.700]  我沒有回教會
[00:18:59.700 --> 00:19:01.700]  委屈不圖委屈沒有回答就問我
[00:19:01.700 --> 00:19:03.700]  我沒有回教會
[00:19:03.700 --> 00:19:05.700]  未傳道會打電話來問我
[00:19:05.700 --> 00:19:07.700]  我一個月沒有來教會
[00:19:07.700 --> 00:19:09.700]  隨時回來是個個看著我
[00:19:09.700 --> 00:19:11.700]  我只是一個月沒有來教會
[00:19:11.700 --> 00:19:13.700]  回到的時候大家都看著我
[00:19:13.700 --> 00:19:16.700]  他就說你不愛主你不屬靈
[00:19:16.700 --> 00:19:18.700]  教會都不回來
