
[00:00:00.000 --> 00:00:03.080]  在2022年有一個調查
[00:03:02.600 --> 00:03:04.720]  讓我們看今天第一段聖經
[00:03:04.720 --> 00:03:07.100]  《老家福音》九章十字十一節
[00:03:07.100 --> 00:03:07.920]  第一節我們一起讀
[00:03:07.920 --> 00:03:09.320]  一二三
[00:03:09.320 --> 00:03:10.620]  司徒會內
[00:03:10.620 --> 00:03:13.600]  將所做的事告訴耶穌
[00:03:13.600 --> 00:03:18.020]  耶穌就帶他們黯黯地離開那裡
[00:03:18.020 --> 00:03:19.720]  往一座城去
[00:03:19.720 --> 00:03:22.220]  那城名叫白菜大
[00:03:22.220 --> 00:03:24.220]  但眾人知道了
[00:03:24.220 --> 00:03:25.920]  就跟著他去
[00:03:25.920 --> 00:03:28.320]  耶穌便接待他們
[00:03:28.320 --> 00:03:31.720]  對他們講論神國的道
[00:03:31.720 --> 00:03:35.120]  依然那些須依的人
[00:03:35.120 --> 00:03:38.320]  其實在《老家福音》第九章的開頭
[00:03:38.320 --> 00:03:41.600]  是講述記載耶穌差遣了幾十個門徒
[00:03:41.600 --> 00:03:45.120]  到處去傳福音、醫病、趕鬼
[00:03:45.120 --> 00:03:47.820]  讓這個行動獲得空前的成功
[00:03:47.820 --> 00:03:48.520]  換句話說
[00:03:48.520 --> 00:03:50.720]  一夜之間耶穌就變得超級出名
[00:03:50.720 --> 00:03:51.520]  在鄰近的地方
[00:03:51.520 --> 00:03:53.620]  哇!很出名、很聞名
[00:03:53.620 --> 00:03:56.520]  於是群眾就四方八面地湧來
[00:03:56.520 --> 00:03:58.720]  慕名地聽耶穌講道
[00:03:58.720 --> 00:04:01.720]  慕名地帶著病人、被鬼附近的人
[00:04:01.720 --> 00:04:03.720]  要求耶穌為他們祈禱
[00:04:03.720 --> 00:04:05.120]  耶穌就超級忙碌
[00:04:05.120 --> 00:04:06.720]  從早忙到晚
[00:04:06.720 --> 00:04:08.720]  到最後日落西山的時候
[00:04:08.720 --> 00:04:12.720]  看到這麼多人、幾千人這麼餓
[00:04:12.720 --> 00:04:15.320]  於是就拿著五個餅、兩條魚
[00:04:15.320 --> 00:04:16.920]  撕開、撕開、撕開
[00:04:16.920 --> 00:04:18.520]  分開、分開、分開
[00:04:18.520 --> 00:04:21.920]  讓五千個男人吃飽
[00:04:21.920 --> 00:04:25.120]  其實聖經只是記載五千個男人
[00:04:25.120 --> 00:04:27.320]  事實上當時的現場
[00:04:27.320 --> 00:04:31.520]  是有多五千個小朋友和女人
[00:04:31.520 --> 00:04:34.920]  所以實際上耶穌是讓一萬人吃飽
[00:04:34.920 --> 00:04:35.920]  不僅吃飽
[00:04:35.920 --> 00:04:41.120]  還剩下十二男的餅碎和魚碎
[00:04:41.120 --> 00:04:42.920]  看到這麼大的神跡
[00:04:42.920 --> 00:04:46.920]  這群人目擊在現場看見這麼大的神跡
[00:04:46.920 --> 00:04:48.520]  那些人有什麼反應呢?
[00:04:48.520 --> 00:04:50.320]  哇!很厲害!
[00:04:50.320 --> 00:04:52.120]  耶穌不費吹枯之力
[00:04:52.120 --> 00:04:54.120]  就讓一萬人吃飽了
[00:04:54.120 --> 00:04:56.120]  所以如果耶穌是我們的君王
[00:04:56.120 --> 00:04:58.320]  我們將來的日子裡面
[00:04:58.320 --> 00:05:00.520]  早、午、晚三餐都無憂
[00:05:00.520 --> 00:05:01.920]  下午茶也包了
[00:05:01.920 --> 00:05:03.120]  宵夜也包了
[00:05:03.120 --> 00:05:04.320]  是完全沒問題的
[00:05:04.320 --> 00:05:05.920]  不僅是吃飽
[00:05:05.920 --> 00:05:08.920]  而是今天壓迫我們的羅馬帝國
[00:05:08.920 --> 00:05:10.320]  我們一腳就能踢走
[00:05:10.320 --> 00:05:11.920]  因為耶穌這麼厲害
[00:05:11.920 --> 00:05:14.120]  我們的猶太王國
[00:05:14.120 --> 00:05:15.720]  我們的猶太民族
[00:05:15.720 --> 00:05:18.120]  以色列民族可以重新復興
[00:05:18.120 --> 00:05:19.520]  重振雄風
[00:05:19.520 --> 00:05:21.720]  威震全球
[00:05:21.720 --> 00:05:24.720]  這群人看見這麼大的神跡
[00:05:24.720 --> 00:05:26.520]  經歷過這麼大的神跡
[00:05:26.520 --> 00:05:28.520]  享受到這麼大的神跡
[00:05:28.520 --> 00:05:29.520]  這群人怎麼想呢?
[00:05:29.520 --> 00:05:30.720]  第二天早上回來
[00:05:30.720 --> 00:05:33.920]  逼耶穌成為我們的君王
[00:05:33.920 --> 00:05:37.120]  所以第一類人就是這群群眾
[00:05:37.120 --> 00:05:39.520]  什麼是令他們最大的滿足呢?
[00:05:39.520 --> 00:05:42.320]  就是耶穌成為他們的工具
[00:05:42.320 --> 00:05:45.520]  順應他們所求
[00:05:45.520 --> 00:05:48.720]  就好像多拉夢的百寶袋一樣
[00:05:48.720 --> 00:05:50.720]  這裡年紀不同的弟兄姊妹
[00:05:50.720 --> 00:05:54.520]  對這個公仔有不同的說法
[00:05:54.520 --> 00:05:56.720]  相信大家很年輕的弟兄姊妹
[00:05:56.720 --> 00:05:58.920]  你會說這個是多拉夢
[00:05:58.920 --> 00:06:00.520]  我那年代就叫叮噹
[00:06:00.520 --> 00:06:01.520]  所以大家不同
[00:06:01.520 --> 00:06:02.920]  但是都是一樣的公仔
[00:06:02.920 --> 00:06:04.320]  多拉夢的百寶袋
[00:06:04.320 --> 00:06:04.920]  什麼都可以
[00:06:04.920 --> 00:06:05.720]  有求必應
[00:06:05.720 --> 00:06:08.520]  甚至就好像阿拉丁登臣那個擦衫客
[00:06:08.520 --> 00:06:10.320]  拔出來說主人你要什麼
[00:06:10.320 --> 00:06:11.120]  他們都這樣說
[00:06:11.120 --> 00:06:14.520]  他們希望耶穌成為他們的工具
[00:06:14.520 --> 00:06:17.320]  成就他們心裡面的慾望
[00:06:17.320 --> 00:06:19.120]  弟兄姊妹
[00:06:19.120 --> 00:06:22.120]  如果我們的信仰只是停留在這個階段
[00:06:22.120 --> 00:06:24.320]  耶穌就不是主了
[00:06:24.320 --> 00:06:26.320]  就是說我們上面
[00:06:26.320 --> 00:06:29.320]  天台掛的那塊牌就不太行
[00:06:29.320 --> 00:06:30.720]  如果我們的信仰停留在這裡
[00:06:30.720 --> 00:06:31.920]  就是我們是主
[00:06:31.920 --> 00:06:33.320]  耶穌不是主
[00:06:33.320 --> 00:06:35.120]  如果我們停留在這個階段
[00:06:35.120 --> 00:06:37.120]  我們就沒辦法享受到耶穌
[00:06:37.120 --> 00:06:38.320]  將來給我們
[00:06:38.320 --> 00:06:40.920]  祂希望給我們更豐富的人生
[00:06:40.920 --> 00:06:42.120]  更精彩的人生
[00:06:42.120 --> 00:06:44.120]  更豐盛的人生
[00:06:44.120 --> 00:06:45.720]  停留在這裡
[00:06:45.720 --> 00:06:47.320]  讓自己停留在這裡
[00:06:47.320 --> 00:06:48.520]  我們就前進不了
[00:06:48.520 --> 00:06:50.320]  所以這是第一類人
[00:06:50.320 --> 00:06:51.720]  第二類人是什麼人呢
[00:06:51.720 --> 00:06:52.920]  第二類人是
[00:06:52.920 --> 00:06:55.120]  看見經歷到這個神蹟之後
[00:06:55.120 --> 00:06:57.520]  就知道沒有了耶穌不行的人
[00:06:57.520 --> 00:06:58.720]  等一會我們繼續看
[00:06:58.720 --> 00:07:01.720]  《路加福音》第九章十二至十三節
[00:07:01.720 --> 00:07:02.420]  我們一起讀
[00:07:02.420 --> 00:07:03.520]  一二三
[00:07:03.520 --> 00:07:05.720]  「日頭快要平西」
[00:07:05.720 --> 00:07:08.320]  「十二個門徒來對他說」
[00:07:08.320 --> 00:07:10.720]  「請叫眾人散開」
[00:07:10.720 --> 00:07:13.920]  「他們好往四面鄉村裡」
[00:07:13.920 --> 00:07:16.520]  「去借宿找吃的」
[00:07:16.520 --> 00:07:19.920]  「因為我們這裡是野地」
[00:07:19.920 --> 00:07:20.920]  耶穌說
[00:07:20.920 --> 00:07:23.320]  「你給他們吃吧」
[00:07:23.320 --> 00:07:24.520]  門徒說
[00:07:24.520 --> 00:07:26.920]  「我們不過有五個餅」
[00:07:26.920 --> 00:07:28.120]  「兩條魚」
[00:07:28.120 --> 00:07:29.320]  「若不去」
[00:07:29.320 --> 00:07:32.120]  「為者許多人買食物」
[00:07:32.120 --> 00:07:35.320]  「還不就不夠」
[00:07:35.320 --> 00:07:38.120]  在這裡耶穌做了一件很奇怪的事
[00:07:38.120 --> 00:07:39.920]  還要一路講到很長氣
[00:07:39.920 --> 00:07:43.920]  講到差不多日落西山
[00:07:43.920 --> 00:07:47.320]  那些門徒一路聽著聽著
[00:07:47.320 --> 00:07:48.120]  知道是黃昏
[00:07:48.120 --> 00:07:48.920]  覺得不對勁
[00:07:48.920 --> 00:07:49.920]  世色不對
[00:07:49.920 --> 00:07:51.120]  於是就走去跟耶穌說
[00:07:51.120 --> 00:07:52.520]  「喂!師父」
[00:07:52.520 --> 00:07:53.920]  「就快天黑了」
[00:07:53.920 --> 00:07:55.920]  「這裡荒山野嶺」
[00:07:55.920 --> 00:07:58.120]  「你快點叫群眾散兵」
[00:07:58.120 --> 00:08:01.120]  他就自己去找食物
[00:08:01.120 --> 00:08:02.520]  耶穌就回答得更妙
[00:08:02.520 --> 00:08:04.120]  「你去找食物給他們吃吧」
[00:08:04.120 --> 00:08:05.320]  那些門徒呆了
[00:08:05.320 --> 00:08:06.320]  嘔吐了
[00:08:06.320 --> 00:08:09.720]  「你找食物給一萬人吃」
[00:08:09.720 --> 00:08:11.320]  「怎麼找」
[00:08:11.320 --> 00:08:12.120]  真的嘔吐了
[00:08:12.120 --> 00:08:13.120]  呆了
[00:08:13.120 --> 00:08:14.720]  接著有個門徒說
[00:08:14.720 --> 00:08:15.520]  「有個小朋友」
[00:08:15.520 --> 00:08:16.320]  「有五個餅」
[00:08:16.320 --> 00:08:16.920]  「兩條魚」
[00:08:16.920 --> 00:08:21.120]  「每人分一個細胞都分不清」
[00:08:21.120 --> 00:08:22.720]  「如果你不買」
[00:08:22.720 --> 00:08:24.320]  「不買食物給他們吃」
[00:08:24.320 --> 00:08:26.120]  「就搞不定了」
[00:08:26.120 --> 00:08:27.320]  「但是你要去買食物」
[00:08:27.320 --> 00:08:28.320]  「都有兩個困難」
[00:08:28.320 --> 00:08:28.920]  「第一」
[00:08:28.920 --> 00:08:30.520]  「這裡荒山野嶺」
[00:08:30.520 --> 00:08:31.520]  「到處都是草」
[00:08:31.520 --> 00:08:33.520]  「真的吃草嗎」
[00:08:33.520 --> 00:08:35.520]  「這裡又沒有百家」
[00:08:35.520 --> 00:08:36.120]  「又沒有衛康」
[00:08:36.120 --> 00:08:37.120]  「又沒有7-11」
[00:08:37.120 --> 00:08:38.320]  「又沒有KFC」
[00:08:38.320 --> 00:08:40.120]  「連Foodpanda都沒有」
[00:08:40.120 --> 00:08:41.520]  「那怎麼找」
[00:08:41.520 --> 00:08:44.120]  「就算你肯去找」
[00:08:44.120 --> 00:08:46.120]  「錢在哪裡來」
[00:08:46.120 --> 00:08:47.320]  他其中一個門徒
[00:08:47.320 --> 00:08:49.120]  肥力就說得最直接了
[00:08:49.120 --> 00:08:50.520]  我們看看約翰福音
[00:08:50.520 --> 00:08:52.120]  六章七節
[00:08:52.120 --> 00:08:52.920]  頂尖文一起讀
[00:08:52.920 --> 00:08:54.320]  一二三
[00:08:54.320 --> 00:08:55.720]  肥力回答說
[00:08:55.720 --> 00:08:58.720]  「就是二十兩銀子的餅」
[00:08:58.720 --> 00:09:01.520]  「叫他們各人吃一點」
[00:09:01.520 --> 00:09:03.520]  「也是不夠的」
[00:09:03.520 --> 00:09:05.520]  換句話說
[00:09:05.520 --> 00:09:06.720]  那些門徒
[00:09:06.720 --> 00:09:07.720]  怎麼集資
[00:09:07.720 --> 00:09:09.320]  怎麼眾籌都好
[00:09:09.320 --> 00:09:12.320]  到最後都只有二十兩銀子
[00:09:12.320 --> 00:09:14.920]  二十兩銀子等於現在一百元美金
[00:09:14.920 --> 00:09:16.520]  七百八十元港幣
[00:09:16.520 --> 00:09:18.320]  頂尖文我問問大家
[00:09:18.320 --> 00:09:20.520]  如果我給七百八十元港幣
[00:09:20.520 --> 00:09:21.720]  你有本事
[00:09:21.720 --> 00:09:23.920]  令到一萬人吃飽
[00:09:23.920 --> 00:09:25.520]  我就給你一個大讚
[00:09:25.520 --> 00:09:26.520]  沒人回答嗎
[00:09:26.520 --> 00:09:27.920]  有沒有人舉手
[00:09:27.920 --> 00:09:29.320]  沒有啊
[00:09:29.320 --> 00:09:30.320]  沒有可能的
[00:09:30.320 --> 00:09:31.320]  怎麼可能呢
[00:09:31.320 --> 00:09:32.520]  impossible
[00:09:32.520 --> 00:09:33.720]  所以呢
[00:09:33.720 --> 00:09:36.320]  這個處境是什麼處境
[00:09:36.320 --> 00:09:37.520]  你的能力
[00:09:37.520 --> 00:09:38.720]  你的經驗
[00:09:38.720 --> 00:09:40.120]  你的智慧
[00:09:40.120 --> 00:09:41.520]  完全不可行
[00:09:41.520 --> 00:09:42.720]  然後到最後
[00:09:42.720 --> 00:09:44.520]  就答對四個字了
[00:09:44.520 --> 00:09:46.720]  「山窮水盡」
[00:09:46.720 --> 00:09:47.520]  在這個時候
[00:09:47.520 --> 00:09:49.720]  人做不到的事
[00:09:49.720 --> 00:09:51.720]  你是要找耶穌的
[00:09:51.720 --> 00:09:53.920]  只有耶穌才可以搞定
[00:09:53.920 --> 00:09:55.520]  你搞不定的事
[00:09:55.520 --> 00:09:56.320]  我們繼續看
[00:09:56.320 --> 00:09:58.520]  路加福音九章十六至十七節
[00:09:58.520 --> 00:09:59.120]  我們一起讀
[00:09:59.120 --> 00:10:00.120]  一二三
[00:10:00.120 --> 00:10:04.120]  耶穌拿著這五個餅
[00:10:04.120 --> 00:10:05.320]  兩條魚
[00:10:05.320 --> 00:10:07.120]  望著天祝福
[00:10:07.120 --> 00:10:08.120]  抹開
[00:10:08.120 --> 00:10:09.520]  第二級門徒
[00:10:09.520 --> 00:10:11.720]  擺在眾人面前
[00:10:11.720 --> 00:10:13.120]  他們就吃
[00:10:13.120 --> 00:10:15.120]  並且都吃飽了
[00:10:15.120 --> 00:10:18.120]  把剩下的零碎收拾起來
[00:10:18.120 --> 00:10:21.120]  裝滿了十二男子
[00:10:21.120 --> 00:10:23.520]  第二類人是什麼人呢
[00:10:23.520 --> 00:10:25.720]  第二類人就像這些門徒一樣
[00:10:25.720 --> 00:10:26.920]  他們在處境
[00:10:26.920 --> 00:10:28.320]  在經歷裡面發現
[00:10:28.320 --> 00:10:31.520]  原來沒有了耶穌是不行的
[00:10:31.520 --> 00:10:33.720]  人是搞不定的
[00:10:33.720 --> 00:10:35.320]  當人搞不定的時候
[00:10:35.320 --> 00:10:36.920]  你一定要找耶穌的
[00:10:36.920 --> 00:10:38.320]  你是沒有辦法搞定的
[00:10:38.320 --> 00:10:40.120]  只不過你有沒有試過
[00:10:40.120 --> 00:10:40.920]  有些處境
[00:10:40.920 --> 00:10:41.920]  有些困難
[00:10:41.920 --> 00:10:43.720]  無論你想什麼辦法
[00:10:43.720 --> 00:10:45.320]  你弄得掉頭髮
[00:10:45.320 --> 00:10:46.320]  你都搞不定
[00:10:46.320 --> 00:10:47.920]  你找多少朋友幫忙
[00:10:47.920 --> 00:10:49.120]  你找多少專家
[00:10:49.120 --> 00:10:49.920]  專人幫忙
[00:10:49.920 --> 00:10:51.120]  你都搞不定
[00:10:51.120 --> 00:10:54.320]  這段時間就是山窮水盡的時間
[00:10:54.320 --> 00:10:56.120]  就是到了盡頭的時候
[00:10:56.120 --> 00:10:56.920]  你才發現
[00:10:56.920 --> 00:10:58.320]  原來自己搞不定
[00:10:58.320 --> 00:11:00.320]  你是需要耶穌的
[00:11:00.320 --> 00:11:02.320]  等於說這個過程
[00:11:02.320 --> 00:11:04.320]  到了山窮水盡
[00:11:04.320 --> 00:11:05.720]  發現找耶穌
[00:11:05.720 --> 00:11:08.920]  耶穌幫到手的過程裡面
[00:11:08.920 --> 00:11:10.120]  你才知道
[00:11:10.120 --> 00:11:11.720]  這是你的成長
[00:11:11.720 --> 00:11:14.320]  這是你信心的成長
[00:11:14.320 --> 00:11:16.320]  等於說可能這三四年
[00:11:16.320 --> 00:11:18.720]  大家都明白在香港的處境
[00:11:18.720 --> 00:11:20.120]  困難到不得了
[00:11:20.120 --> 00:11:21.920]  可能你的家庭困難到不得了
[00:11:21.920 --> 00:11:24.120]  可能你的工作的地方
[00:11:24.120 --> 00:11:25.320]  都困難到不得了
[00:11:25.320 --> 00:11:26.520]  可能你的處境
[00:11:26.520 --> 00:11:27.720]  你身邊周圍的人
[00:11:27.720 --> 00:11:28.520]  你的朋友
[00:11:28.520 --> 00:11:29.520]  你的圈子
[00:11:29.520 --> 00:11:31.120]  都難到
[00:11:31.120 --> 00:11:33.320]  沒有辦法走下去
[00:11:33.320 --> 00:11:34.720]  教會都是一樣
[00:11:34.720 --> 00:11:36.120]  同福堂都是一樣
[00:11:36.120 --> 00:11:40.520]  這三四年的確是很艱難的時候
[00:11:40.520 --> 00:11:42.520]  之前就好好的
[00:11:42.520 --> 00:11:44.720]  我接任主人牧師之前
[00:11:44.720 --> 00:11:47.120]  我的處境就好像好好的一樣
[00:11:47.120 --> 00:11:48.720]  但是一接任了之後
[00:11:48.720 --> 00:11:50.920]  沒有零點一秒的時間
[00:11:50.920 --> 00:11:51.920]  有心理準備
[00:11:51.920 --> 00:11:54.120]  就馬上落入那個環境裡面
[00:11:54.120 --> 00:11:55.720]  那些東西就煮到來了
[00:11:55.720 --> 00:11:57.520]  那些東西就排山倒海就來了
[00:11:57.520 --> 00:11:58.920]  你是搞不定的
[00:11:58.920 --> 00:12:00.120]  是必須要承認的
[00:12:00.120 --> 00:12:02.120]  你過去的經驗是搞不定的
[00:12:02.120 --> 00:12:03.320]  你的能力是搞不定的
[00:12:03.320 --> 00:12:04.720]  你怎麼做管理人
[00:12:04.720 --> 00:12:06.120]  你都搞不定的
[00:12:06.120 --> 00:12:07.520]  所以在這個時候
[00:12:07.520 --> 00:12:09.920]  我就明白多一件事情
[00:12:09.920 --> 00:12:11.520]  就是神教的
[00:12:11.520 --> 00:12:14.320]  原來在我們人生裡面
[00:12:14.320 --> 00:12:16.320]  母神的恩典
[00:12:16.320 --> 00:12:18.720]  你是搞不定一分一秒的
[00:12:18.720 --> 00:12:20.120]  如果沒有神的恩典
[00:12:20.120 --> 00:12:22.120]  你一秒都搞不定
[00:12:22.120 --> 00:12:25.720]  所以這三四年我就很明白
[00:12:25.720 --> 00:12:29.320]  原來做任何的事
[00:12:29.320 --> 00:12:31.520]  你都是要靠著耶穌
[00:12:31.520 --> 00:12:34.520]  你要憑信心靠著祂的恩典
[00:12:34.520 --> 00:12:36.120]  帶領你渡過
[00:12:36.120 --> 00:12:38.720]  所以在詩篇十七篇十五次
[00:12:38.720 --> 00:12:41.320]  就是我這三四年直到今天
[00:12:41.320 --> 00:12:44.520]  早上起床醒來
[00:12:44.520 --> 00:12:46.520]  第一句話就是跟神說
[00:12:46.520 --> 00:12:48.920]  主啊我清神起來得見你的面
[00:12:48.920 --> 00:12:50.720]  我就心滿意足了
[00:12:50.720 --> 00:12:53.520]  但是我們必須要承認一件事情就是
[00:12:53.520 --> 00:12:55.320]  在我們人生裡面
[00:12:55.320 --> 00:12:58.720]  我們要沒有神是搞不定的
[00:12:58.720 --> 00:13:01.920]  這是一個很大很大生命的發現
[00:13:01.920 --> 00:13:04.320]  這是第二類人
[00:13:04.320 --> 00:13:07.120]  第三類人也更進一步了
[00:13:07.120 --> 00:13:10.320]  就是當他看到這個神跡的時候
[00:13:10.320 --> 00:13:13.320]  他發現耶穌的真正身份
[00:13:13.320 --> 00:13:16.320]  耶穌真正跟我們說了什麼
[00:13:16.320 --> 00:13:17.920]  如果我們看《路加福音》
[00:13:17.920 --> 00:13:22.120]  看五餅二魚這個聖經故事
[00:13:22.120 --> 00:13:24.520]  通常我們想著什麼時候完呢
[00:13:24.520 --> 00:13:26.320]  就是耶穌在那裡撕下撕下
[00:13:26.320 --> 00:13:27.320]  分下分下
[00:13:27.320 --> 00:13:29.520]  那五個餅兩條魚
[00:13:29.520 --> 00:13:31.320]  那五千個男人就吃飽了
[00:13:31.320 --> 00:13:32.720]  接著我們就想著
[00:13:32.720 --> 00:13:34.520]  啊 故事已經完了
[00:13:34.520 --> 00:13:36.320]  不是的
[00:13:36.320 --> 00:13:38.920]  通常我們會忽略了
[00:13:38.920 --> 00:13:42.120]  接著那三節的聖經
[00:13:42.120 --> 00:13:45.720]  就是《路加福音》的九章十八至二十節
[00:13:45.720 --> 00:13:47.720]  原來這三節聖經是超級重要的
[00:13:47.720 --> 00:13:48.520]  為什麼呢
[00:13:48.520 --> 00:13:51.720]  這三節聖經是記載著第三種人
[00:13:51.720 --> 00:13:53.920]  這三種人就好像仕途彼得一樣
[00:13:53.920 --> 00:13:55.120]  他看到這個神跡
[00:13:55.120 --> 00:13:57.520]  他發現耶穌的真正身份是誰
[00:13:57.520 --> 00:13:59.720]  我們一起看《路加福音》九章二十節
[00:13:59.720 --> 00:14:01.720]  我們一起讀 一二三
[00:14:01.720 --> 00:14:02.920]  耶穌說
[00:14:02.920 --> 00:14:05.320]  你們說我是誰
[00:14:05.320 --> 00:14:06.920]  彼得回答說
[00:14:06.920 --> 00:14:10.320]  是神所設立的基督
[00:14:10.320 --> 00:14:14.320]  基督的希臘原文是救世主
[00:14:14.320 --> 00:14:17.520]  就是尼塞亞
[00:14:17.520 --> 00:14:18.520]  基督
[00:14:18.520 --> 00:14:19.920]  耶穌所謂基督的身份
[00:14:19.920 --> 00:14:23.320]  究竟和五餅魚這個神跡有什麼關係呢
[00:14:23.320 --> 00:14:28.120]  神跡的希臘文是解作記號
[00:14:28.120 --> 00:14:29.920]  標記
[00:14:29.920 --> 00:14:31.320]  標記是用來做什麼的
[00:14:31.320 --> 00:14:33.720]  去指示一些信息
[00:14:33.720 --> 00:14:34.720]  指示一些東西
[00:14:34.720 --> 00:14:38.120]  譬如大家如果去廁所
[00:14:38.120 --> 00:14:40.520]  你要看標記 是男廁是女廁
[00:14:40.520 --> 00:14:41.720]  否則你進錯了
[00:14:41.720 --> 00:14:45.120]  所以標記就是指向那個信息
[00:14:45.120 --> 00:14:46.520]  那樣東西
[00:14:46.520 --> 00:14:48.320]  說五餅魚
[00:14:48.320 --> 00:14:52.520]  都是指向耶穌要和我們說的信息
[00:14:52.520 --> 00:14:55.320]  所以我們認識的就不只是五餅魚
[00:14:55.320 --> 00:14:59.320]  是耶穌藉著五餅魚和我們說的信息
[00:14:59.320 --> 00:15:00.920]  說的東西
[00:15:00.920 --> 00:15:01.920]  所以
[00:15:01.920 --> 00:15:02.920]  五個餅
[00:15:02.920 --> 00:15:04.120]  兩條魚
[00:15:04.120 --> 00:15:05.920]  是在說一些東西的
[00:15:05.920 --> 00:15:08.720]  是在說耶穌和我們說的終極的信息
[00:15:08.720 --> 00:15:10.120]  我們解釋一下
[00:15:10.120 --> 00:15:10.920]  餅
[00:15:10.920 --> 00:15:13.920]  魚和這兩個數目字
[00:15:13.920 --> 00:15:15.120]  餅
[00:15:15.120 --> 00:15:17.520]  希臘文是解作麵包
[00:15:17.520 --> 00:15:20.920]  耶穌說我是生命的糧
[00:15:20.920 --> 00:15:22.720]  糧這個字
[00:15:22.720 --> 00:15:25.120]  就是希臘原文在聖經裡面
[00:15:25.120 --> 00:15:26.120]  糧
[00:15:26.120 --> 00:15:29.320]  餅和麵包是同一個希臘文字
[00:15:29.320 --> 00:15:30.920]  所以是互通的
[00:15:30.920 --> 00:15:32.320]  看看耶穌說什麼
[00:15:32.320 --> 00:15:34.120]  約翰福音六章五十一節
[00:15:34.120 --> 00:15:36.120]  第一節我們一起讀 一二三
[00:15:36.120 --> 00:15:40.520]  我是從天上降下來的生命的糧
[00:15:40.520 --> 00:15:42.320]  人若吃這糧
