
[00:00:00.000 --> 00:00:02.400]  好,今天的題目是
[00:04:59.560 --> 00:05:01.960]  耶穌聽見這事
[00:05:01.960 --> 00:05:04.640]  就打發人去見馬頓王
[00:05:04.640 --> 00:05:05.640]  約巴
[00:05:05.640 --> 00:05:06.680]  新聞王
[00:05:06.680 --> 00:05:07.960]  壓剎王
[00:05:07.960 --> 00:05:09.800]  以北方山地
[00:05:09.800 --> 00:05:13.720]  既離別南邊的阿拉伯高原
[00:05:13.720 --> 00:05:18.120]  並西邊多爾山江的諸王
[00:05:18.120 --> 00:05:19.240]  第三節
[00:05:19.240 --> 00:05:23.360]  又去見東方和西方的加南人
[00:05:23.360 --> 00:05:25.880]  與山地的阿摩利人
[00:05:25.880 --> 00:05:26.760]  撻人
[00:05:26.760 --> 00:05:27.960]  比利西人
[00:05:27.960 --> 00:05:29.440]  耶布斯人
[00:05:29.440 --> 00:05:31.320]  並吸盤山根
[00:05:31.320 --> 00:05:35.560]  米斯巴地的希美人
[00:05:35.560 --> 00:05:38.440]  和他們的衆軍都出來
[00:05:38.440 --> 00:05:41.320]  人數多如海滇的沙
[00:05:41.320 --> 00:05:46.600]  並有許多馬匹車輛
[00:05:46.600 --> 00:05:48.760]  來到米倫水邊
[00:05:48.760 --> 00:05:50.280]  一同安逸
[00:05:50.280 --> 00:05:54.240]  要與以色列人爭先
[00:05:54.240 --> 00:05:55.960]  大件事了
[00:05:55.960 --> 00:05:57.920]  原來北邊
[00:05:57.920 --> 00:06:00.680]  更多好打的大國
[00:06:00.680 --> 00:06:02.400]  那些人更厲害
[00:06:02.400 --> 00:06:05.160]  那些王更勇猛
[00:06:05.160 --> 00:06:07.800]  那麼多國以誰爲首呢
[00:06:07.800 --> 00:06:11.360]  就是夏所王爺賓
[00:06:11.360 --> 00:06:15.360]  他們聽到以色列在北方打得那麼厲害
[00:06:15.360 --> 00:06:16.160]  不要緊
[00:06:16.160 --> 00:06:18.360]  我們這裏人強馬壯
[00:06:18.360 --> 00:06:20.840]  立刻組成這麼大的軍隊
[00:06:20.840 --> 00:06:22.680]  聯合的軍隊
[00:06:22.680 --> 00:06:24.680]  他們說我們不怕你們
[00:06:24.680 --> 00:06:29.320]  他們是要與以色列爭戰
[00:06:29.320 --> 00:06:30.640]  他們有多厲害呢
[00:06:30.640 --> 00:06:32.160]  第四節就這樣提到
[00:06:32.160 --> 00:06:37.200]  他們的人數如海沙那麼多
[00:06:37.200 --> 00:06:40.480]  還有很多馬匹和車輛
[00:06:40.480 --> 00:06:42.680]  馬匹和車輛有什麼特別呢
[00:06:42.680 --> 00:06:44.440]  你們經常看到的
[00:06:44.440 --> 00:06:46.400]  不過當時就不是了
[00:06:46.400 --> 00:06:50.040]  當時是戰場上最厲害的武器
[00:06:50.040 --> 00:06:53.240]  當你越擁有馬匹和車輛多
[00:06:53.240 --> 00:06:55.000]  你就越好打
[00:06:55.000 --> 00:06:58.520]  你的軍力就越強大
[00:06:58.520 --> 00:07:00.640]  所以對約書亞來說
[00:07:00.640 --> 00:07:06.440]  他是面對着前所未有那麼強大的軍隊
[00:07:06.440 --> 00:07:08.440]  約書亞怎麼回應呢
[00:07:08.440 --> 00:07:12.320]  約書亞在北方戰役裏面
[00:07:12.320 --> 00:07:16.560]  又教我們學習哪三個重要的功課呢
[00:07:16.560 --> 00:07:19.840]  我們一起看完今天的十一章
[00:07:19.840 --> 00:07:23.160]  第六到廿三節的聖經
[00:07:23.160 --> 00:07:25.680]  第一點我們要學習的功課
[00:07:25.680 --> 00:07:27.320]  我給的題目是
[00:07:27.320 --> 00:07:29.040]  抓緊應許
[00:07:29.040 --> 00:07:31.760]  單單以靠實
[00:07:31.760 --> 00:07:33.480]  大家集夠氣量
[00:07:33.480 --> 00:07:38.040]  我邀請大家一口氣讀完十節聖經
[00:07:38.040 --> 00:07:40.240]  由第六節讀到第十五節
[00:07:40.240 --> 00:07:41.200]  我們一起讀
[00:07:41.200 --> 00:07:42.440]  一二三
[00:07:42.440 --> 00:07:44.880]  耶和華對約書亞說
[00:07:44.880 --> 00:07:47.320]  你不要因他們懼怕
[00:07:47.320 --> 00:07:48.720]  明日這時
[00:07:48.720 --> 00:07:53.320]  我便將他們交付以色列人全員殺掉
[00:07:53.320 --> 00:07:56.560]  你要砍斷他們馬的蹄筋
[00:07:56.560 --> 00:07:59.800]  用火焚燒他們的車輛
[00:07:59.800 --> 00:08:03.120]  於是約書亞率領一切兵丁
[00:08:03.120 --> 00:08:08.480]  在米倫水邊突然向前攻打他們
[00:08:08.480 --> 00:08:09.600]  第八節
[00:08:09.600 --> 00:08:13.800]  耶和華將他們交在以色列人手裏
[00:08:13.800 --> 00:08:16.440]  以色列人就擊殺他們
[00:08:16.440 --> 00:08:19.560]  追趕他們到西頓大城
[00:08:19.560 --> 00:08:22.440]  到米斯里弗馬鞍
[00:08:22.440 --> 00:08:25.720]  直到東邊米斯花的平原
[00:08:25.720 --> 00:08:27.640]  將他們擊殺
[00:08:27.640 --> 00:08:29.840]  沒有留下一個
[00:08:29.840 --> 00:08:34.200]  約書亞就照耶和華所吩咐他的去
[00:08:34.200 --> 00:08:37.120]  砍斷他們馬的蹄筋
[00:08:37.120 --> 00:08:40.480]  用火焚燒他們的車輛
[00:08:40.480 --> 00:08:44.520]  當時約書亞轉回奪了下鎖
[00:08:44.520 --> 00:08:47.200]  用刀擊殺下鎖王
[00:08:47.200 --> 00:08:53.320]  素來下鎖在這諸國中是爲首的
[00:08:53.320 --> 00:08:57.280]  以色列人用刀擊殺城中的人口
[00:08:57.280 --> 00:08:59.880]  將他們進行殺滅
[00:08:59.880 --> 00:09:03.560]  凡有氣息的沒有留下一個
[00:09:03.560 --> 00:09:06.680]  約書亞用火焚燒下鎖
[00:09:06.680 --> 00:09:10.640]  約書亞奪了這些王的一切成衣
[00:09:10.640 --> 00:09:13.080]  擒獲其中的諸王
[00:09:13.080 --> 00:09:15.200]  用刀擊殺他們
[00:09:15.200 --> 00:09:17.680]  將他們進行殺滅
[00:09:17.680 --> 00:09:21.640]  正如耶和華獨人摩西所吩咐的
[00:09:21.640 --> 00:09:24.720]  至於造在山崗上的城
[00:09:24.720 --> 00:09:26.960]  除了下鎖以外
[00:09:26.960 --> 00:09:29.840]  以色列人都沒有焚燒
[00:09:29.840 --> 00:09:33.920]  約書亞只將下鎖焚燒了
[00:09:33.920 --> 00:09:36.000]  最後兩節
[00:09:36.000 --> 00:09:39.680]  那些成衣所有的財物和生充
[00:09:39.680 --> 00:09:43.120]  以色列人都取爲自己的掠物
[00:09:43.120 --> 00:09:46.800]  唯有一切人口都用刀擊殺
[00:09:46.800 --> 00:09:48.400]  直到殺盡
[00:09:48.400 --> 00:09:52.160]  凡有氣息的沒有留下一個
[00:09:52.160 --> 00:09:56.000]  耶和華怎樣吩咐他族人摩西
[00:09:56.000 --> 00:09:59.720]  摩西就照樣吩咐約書亞
[00:09:59.720 --> 00:10:02.360]  約書亞也照樣行
[00:10:02.360 --> 00:10:05.520]  凡耶和華所吩咐摩西的
[00:10:05.520 --> 00:10:10.640]  約書亞沒有一樣排臺不行的
[00:10:10.640 --> 00:10:13.640]  多謝大家一口氣讀完十節
[00:10:13.640 --> 00:10:14.560]  是啊
[00:10:14.560 --> 00:10:20.000]  約書亞和以色列軍隊要面對前所未有的勁敵
[00:10:20.000 --> 00:10:22.560]  所以在你們剛纔讀的第六節
[00:10:22.560 --> 00:10:26.720]  未打仗之前上帝先給他們一個定心丸
[00:10:26.720 --> 00:10:27.920]  上帝很厲害的
[00:10:27.920 --> 00:10:29.640]  每一次打仗之前
[00:10:29.640 --> 00:10:32.280]  上帝都會給一個定心丸
[00:10:32.280 --> 00:10:34.360]  約書亞和他的軍隊
[00:10:34.360 --> 00:10:37.480]  我們先回顧一下第八章
[00:10:37.480 --> 00:10:39.520]  當他們攻打艾城之前
[00:10:39.520 --> 00:10:41.520]  上帝怎樣講好不好
[00:10:41.520 --> 00:10:42.880]  我們看一看
[00:10:42.880 --> 00:10:45.640]  攻打艾城八章一節
[00:10:45.640 --> 00:10:48.200]  耶和華對約書亞說
[00:10:48.200 --> 00:10:51.240]  不要懼怕也不要驚慌
[00:10:51.240 --> 00:10:55.400]  你起來率領一切兵力上艾城去
[00:10:55.400 --> 00:10:59.360]  我已經把艾城的王和他的民
[00:10:59.360 --> 00:11:04.320]  他的城並他的地都交在你手裏
[00:11:04.320 --> 00:11:04.800]  對哦
[00:11:04.800 --> 00:11:07.760]  未打已經說不用怕
[00:11:07.760 --> 00:11:11.600]  我已經將那個城的人交給你了
[00:11:11.600 --> 00:11:14.560]  又看看上一次第十章
[00:11:14.560 --> 00:11:17.120]  他們和南方打仗的時候
[00:11:17.120 --> 00:11:19.560]  上帝又怎樣鼓勵他們
[00:11:19.560 --> 00:11:21.280]  十章八節
[00:11:21.280 --> 00:11:23.600]  耶和華對約書亞說
[00:11:23.600 --> 00:11:25.440]  不要怕他們
[00:11:25.440 --> 00:11:29.920]  因爲我已將他們交在你手裏
[00:11:29.920 --> 00:11:35.000]  他們無一人能在你面前站立得住
[00:11:35.000 --> 00:11:36.120]  都是
[00:11:36.120 --> 00:11:37.040]  叫他們不用怕
[00:11:37.040 --> 00:11:39.880]  我已經將他們交給你了
[00:11:39.880 --> 00:11:40.640]  去到今天
[00:11:40.640 --> 00:11:43.280]  和這個大敵當前
[00:11:43.280 --> 00:11:45.760]  上帝又怎樣講
[00:11:45.760 --> 00:11:47.720]  十一章的六節
[00:11:47.720 --> 00:11:49.440]  我們再讀一次好嗎
[00:11:49.440 --> 00:11:51.760]  耶和華對約書亞說
[00:11:51.760 --> 00:11:54.840]  你不要因他們懼怕
[00:11:54.840 --> 00:11:56.360]  明日這一天
[00:11:56.360 --> 00:11:59.720]  我必將他們交付以色列
[00:11:59.720 --> 00:12:01.520]  全然殺了
[00:12:01.520 --> 00:12:05.240]  你要砍斷他們馬的皮筋
[00:12:05.240 --> 00:12:09.720]  用火焚燒他們的車輛
[00:12:09.720 --> 00:12:12.400]  仍然是不用怕
[00:12:12.400 --> 00:12:15.680]  我已經將他們交給你了
[00:12:15.680 --> 00:12:16.960]  不過這次更厲害
[00:12:16.960 --> 00:12:18.240]  弟兄姊妹
[00:12:18.240 --> 00:12:19.040]  這次更厲害
[00:12:19.040 --> 00:12:21.960]  他連什麼時候贏都告訴他們
[00:12:21.960 --> 00:12:24.920]  他說什麼時候贏
[00:12:24.920 --> 00:12:27.360]  明日這時
[00:12:27.360 --> 00:12:30.080]  那即是什麼時候
[00:12:30.080 --> 00:12:31.440]  明日這時
[00:12:31.440 --> 00:12:33.440]  即是什麼時候
[00:12:33.440 --> 00:12:35.280]  明天這個時候
[00:12:35.280 --> 00:12:37.880]  那不就是24小時後
[00:12:37.880 --> 00:12:39.640]  哇
[00:12:39.640 --> 00:12:42.160]  這麼強的軍隊打仗
[00:12:42.160 --> 00:12:44.520]  你以爲打針嗎
[00:12:44.520 --> 00:12:45.840]  即是24小時
[00:12:45.840 --> 00:12:47.560]  即是打針這麼快
[00:12:47.560 --> 00:12:50.720]  我們現在去打疫苗
[00:12:50.720 --> 00:12:53.080]  都要想一想
[00:12:53.080 --> 00:12:54.720]  然後再去打
[00:12:54.720 --> 00:12:55.280]  咦
[00:12:55.280 --> 00:12:57.120]  他去打仗
[00:12:57.120 --> 00:12:59.360]  24小時你就贏了
[00:12:59.360 --> 00:13:02.200]  上帝說
[00:13:02.200 --> 00:13:04.120]  原來走出上帝的心意
[00:13:04.120 --> 00:13:05.600]  真是要大大剛強
[00:13:05.600 --> 00:13:08.000]  又要大大壯膽纔行
[00:13:08.000 --> 00:13:08.960]  不過
[00:13:08.960 --> 00:13:11.200]  你猜一下約書
[00:13:11.200 --> 00:13:12.960]  他作決定的時候
[00:13:12.960 --> 00:13:16.880]  他怎樣去配合上帝的心意
[00:13:16.880 --> 00:13:18.720]  如果你們很記性的
[00:13:18.720 --> 00:13:20.000]  就應該記得
[00:13:20.000 --> 00:13:22.160]  剛纔第七節
[00:13:22.160 --> 00:13:23.320]  讀過這一句
[00:13:23.320 --> 00:13:25.360]  我們一起再讀一次好嗎
[00:13:25.360 --> 00:13:29.080]  於是約書也率領一切兵丁
[00:13:29.080 --> 00:13:34.160]  在米龍水邊突然向前攻打他們
[00:13:34.160 --> 00:13:36.280]  我就覺得這個約書也真的很厲害
[00:13:36.280 --> 00:13:37.080]  第六節
[00:13:37.080 --> 00:13:38.960]  上帝一給個定心丸
[00:13:38.960 --> 00:13:41.120]  你明天這個時候就贏
[00:13:41.120 --> 00:13:42.800]  他立刻第七節
[00:13:42.800 --> 00:13:45.680]  就率領一切的兵丁
[00:13:45.680 --> 00:13:47.240]  一切的兵丁
[00:13:47.240 --> 00:13:48.840]  原來在原文
[00:13:48.840 --> 00:13:50.200]  這個意思是這樣說的
[00:13:50.200 --> 00:13:52.600]  約書也率領以色列的軍隊
[00:13:52.600 --> 00:13:56.640]  忽然去到敵方安營的米龍水邊
[00:13:56.640 --> 00:13:57.720]  然後
[00:13:57.720 --> 00:13:59.800]  不要管他人多還是人少
[00:13:59.800 --> 00:14:01.480]  就以小敵衆
[00:14:01.480 --> 00:14:05.000]  向敵方發動攻擊
[00:14:05.000 --> 00:14:05.840]  哇
[00:14:05.840 --> 00:14:07.960]  我們看起來簡直是以卵擊石
[00:14:07.960 --> 00:14:09.880]  還自己撞過去
[00:14:09.880 --> 00:14:10.680]  是不是
[00:14:10.680 --> 00:14:12.160]  真是
[00:14:12.160 --> 00:14:13.880]  不過約書也就是這樣
[00:14:13.880 --> 00:14:16.680]  約書是認定上帝的應許
[00:14:16.680 --> 00:14:17.880]  既然上帝說
[00:14:17.880 --> 00:14:19.760]  他就去做
[00:14:19.760 --> 00:14:23.960]  我想說這一戰其實對以色列來說很重要
[00:14:23.960 --> 00:14:26.400]  因爲他已經贏了南邊
[00:14:26.400 --> 00:14:28.680]  但他必須要贏北邊
[00:14:28.680 --> 00:14:31.120]  他纔可以成就上帝的應許
[00:14:31.120 --> 00:14:34.360]  他纔可以得着上帝應許之地
[00:14:34.360 --> 00:14:36.640]  得地爲業
[00:14:36.640 --> 00:14:41.720]  所以這一仗對他來說非常重要
[00:14:41.720 --> 00:14:45.680]  以色列贏還是輸
[00:14:45.680 --> 00:14:46.600]  贏還是輸
[00:14:46.600 --> 00:14:48.080]  剛纔你們讀過的
[00:14:48.080 --> 00:14:50.160]  當然是贏了
[00:14:50.160 --> 00:14:52.800]  以色列的軍隊是上帝的軍隊
[00:14:52.800 --> 00:14:54.600]  耶和華的軍隊
[00:14:54.600 --> 00:14:56.520]  你只有這個北角聯軍
[00:14:56.520 --> 00:14:58.240]  人多還是人少
[00:14:58.240 --> 00:14:59.960]  有多大的武器
[00:14:59.960 --> 00:15:01.320]  都不要緊
[00:15:01.320 --> 00:15:03.120]  最重要的是
[00:15:03.120 --> 00:15:08.800]  他們跟隨的是耶和華元帥
[00:15:08.800 --> 00:15:11.280]  當上帝有這麼應許
[00:15:11.280 --> 00:15:13.840]  若輸也要這樣走纔行
[00:15:13.840 --> 00:15:15.680]  若輸也要這樣走
[00:15:15.680 --> 00:15:17.880]  纔可以見到上帝
[00:15:17.880 --> 00:15:20.000]  一個又一個的戰績
[00:15:20.000 --> 00:15:23.160]  他們一個又一個北方的城
[00:15:23.160 --> 00:15:25.560]  取了下來
[00:15:25.560 --> 00:15:29.040]  原來要成就上帝的心意
[00:15:29.040 --> 00:15:31.000]  我們也有本分要做
[00:15:31.000 --> 00:15:33.640]  上帝說了是有應許的
[00:15:33.640 --> 00:15:35.000]  很清晰的
[00:15:35.000 --> 00:15:36.040]  不過我們不走
[00:15:36.040 --> 00:15:39.320]  我們也拿不到那個應許
[00:15:39.320 --> 00:15:41.320]  講到耶和華戰績
[00:15:41.320 --> 00:15:44.920]  我又怎麼可以不想起阿根塘呢
[00:15:44.920 --> 00:15:46.800]  在這裏
[00:15:46.800 --> 00:15:50.840]  一個又一個的耶和華戰績
[00:15:50.840 --> 00:15:51.920]  不知道大家記不記得
[00:15:51.920 --> 00:15:53.600]  陳牧師上個禮拜
[00:15:53.600 --> 00:15:56.920]  講起我們寇塘的經歷
[00:15:56.920 --> 00:15:58.520]  上個禮拜陳牧師提到
[00:15:58.520 --> 00:16:02.040]  上帝很奇妙地將我們帶回來昌華街23號
[00:16:02.040 --> 00:16:04.040]  無論是物業的價錢
[00:16:04.040 --> 00:16:06.880]  會有大會都不知道爲什麼會通過一個
[00:16:06.880 --> 00:16:10.440]  不知道在哪裏的未知之地的
[00:16:10.440 --> 00:16:12.880]  應許之地
[00:16:12.880 --> 00:16:14.320]  然後呢
[00:16:14.320 --> 00:16:15.800]  又
[00:16:15.800 --> 00:16:17.640]  我們原本不是打算來這裏的
[00:16:17.640 --> 00:16:20.240]  打算去深水埗的
[00:16:20.240 --> 00:16:21.800]  深水埗那個地方
[00:16:21.800 --> 00:16:23.120]  咦 又反架
[00:16:23.120 --> 00:16:24.480]  然後又封盤
[00:16:24.480 --> 00:16:28.400]  還有執事的意象
[00:16:28.400 --> 00:16:30.520]  其實這些一個又一個
[00:16:30.520 --> 00:16:33.440]  上帝都顯明祂的心意給我們知道
[00:16:33.440 --> 00:16:35.120]  咦 其實
[00:16:35.120 --> 00:16:38.360]  祂想爲我們預備什麼呢
[00:16:38.360 --> 00:16:41.400]  如果大家沒有聽過陳牧師上個禮拜的篇道
[00:16:41.400 --> 00:16:45.400]  就上網聽一篇很精彩的信息
[00:16:45.400 --> 00:16:48.160]  不過原來我們知道上帝有預備
[00:16:48.160 --> 00:16:49.840]  有應許也好
[00:16:49.840 --> 00:16:52.200]  當中都有很多困難
[00:16:52.200 --> 00:16:54.800]  實在是驚濤駭浪
[00:16:54.800 --> 00:16:58.400]  每天我們的心情就大上大落
[00:16:58.400 --> 00:17:00.320]  剛纔那一堂有很多的
[00:17:00.320 --> 00:17:03.480]  牧者 執事坐在那裏的時候
[00:17:03.480 --> 00:17:05.200]  我們都說一起點頭
[00:17:05.200 --> 00:17:07.240]  是的 真是大上大落
[00:17:07.240 --> 00:17:09.880]  在過程當中很多的困難
[00:17:09.880 --> 00:17:12.320]  就算會友通過了
[00:17:12.320 --> 00:17:14.760]  一會兒又銀行貸款
[00:17:14.760 --> 00:17:16.480]  波折重重
[00:17:16.480 --> 00:17:17.720]  不過更難的是
[00:17:17.720 --> 00:17:19.120]  兩個月
[00:17:19.120 --> 00:17:22.080]  兩個月我們就要籌到
[00:17:22.080 --> 00:17:24.520]  買這裏的首期
[00:17:24.520 --> 00:17:27.000]  如果不是我們不可以去買
[00:17:27.000 --> 00:17:30.200]  都沒有錢怎麼買啊 是不是
[00:17:30.200 --> 00:17:33.000]  過了一個月
[00:17:33.000 --> 00:17:34.240]  大英姐妹真是很好
[00:17:34.240 --> 00:17:36.280]  她已經在當時來說
[00:17:36.280 --> 00:17:38.280]  她們已經盡了很大的能力
[00:17:38.280 --> 00:17:42.920]  奉獻啦 貸款啦
[00:17:42.920 --> 00:17:48.040]  不過還距離很一截的銀碼
[00:17:48.040 --> 00:17:50.040]  但我們只剩下四個星期
[00:17:50.040 --> 00:17:54.080]  那四個星期我怎麼籌幾千萬回來呢
[00:17:54.080 --> 00:17:56.400]  我們其實真的很擔心
[00:17:56.400 --> 00:17:58.480]  那時的壓力很大
[00:17:58.480 --> 00:18:03.080]  但是買又不怕 又怕不夠錢
[00:18:03.080 --> 00:18:04.560]  不買更糟糕
[00:18:04.560 --> 00:18:06.200]  我們當時的壓力是
[00:18:06.200 --> 00:18:09.200]  可能連聚會的地方都沒有了
[00:18:09.200 --> 00:18:10.880]  我們糟糕了
[00:18:10.880 --> 00:18:11.600]  我們收到消息
[00:18:11.600 --> 00:18:16.600]  我們可能聚會的地方是沒有了
[00:18:16.600 --> 00:18:17.440]  怎麼辦呢
[00:18:17.440 --> 00:18:21.480]  這四個星期真的很震驚
[00:18:21.480 --> 00:18:22.920]  但我們覺得
[00:18:22.920 --> 00:18:24.720]  上帝都帶我們走了這麼多步
[00:18:24.720 --> 00:18:26.040]  看了這麼多東西
[00:18:26.040 --> 00:18:27.000]  陳牧師當然說
[00:18:27.000 --> 00:18:28.440]  我們就走下去吧
[00:18:28.440 --> 00:18:30.240]  我們看完這幾個星期
[00:18:30.240 --> 00:18:33.400]  看看上帝會有什麼工作
[00:18:33.400 --> 00:18:34.560]  我告訴大家
[00:18:34.560 --> 00:18:36.520]  當時的壓力大到什麼地步呢
[00:18:36.520 --> 00:18:39.760]  我是一個被上帝拯救完之後
[00:18:39.760 --> 00:18:41.600]  五分鐘內我睡覺
[00:18:41.600 --> 00:18:43.080]  就會睡着覺的人
